,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
oven,0.7872574,1.0863988,1.4356804,0.7784077,1.3918636,1.3108842,1.1124694,0.94978404,0.96307814,0.80203044,1.1567044,0.52193403,0.8697592,1.1773727,0.8964091,0.90764636,1.0423206,1.1931796,1.1172962,0.91514647,1.2037824,0.8081119,1.0425051,0.944418,1.0306252,1.1978141,0.8627769,0.6042886,0.8021506,1.2440251,0.49931592,0.7770585,1.1755105,1.2102556,0.50885314,1.067301,1.3439624,0.6299648,1.2017592,0.9861907,0.87386143,0.73011404,1.1882005,0.60617614,0.4460795,0.82052124,1.0346593,1.340097,1.0706246,0.9720387,1.2206961,0.96752006,1.1174272,1.1599381,1.0895928,1.1017789,1.2259929,0.77742773,1.2326372,1.1640877,1.0048397,1.3616657,0.9462941,1.1313918,1.0139865,1.2966034,0.78523153,0.777775,1.104976,0.70848584,0.8916407,0.6561035,1.2042882,0.8975266,1.2293609,1.0503774,0.97068554,1.1192021,1.1193134,1.3478706,0.9178713,1.1408683,1.1422107,1.239263,0.0,0.84228647,0.68327016,0.9045923,1.0873514,1.2594744,1.2561733,1.287771,0.9628105,0.87181944,0.9877272,1.1334386,1.0184231,0.7402509,0.76433337,0.24310893,1.2544031,1.0720048,1.072463,1.0481912,1.1711931,0.8309339,1.1427743,0.742869,0.9975375,0.7370538,0.8173487,1.0322974,1.2678742,1.0462508,0.94780856,1.3005633,1.0800822,1.2665879,0.89055467,0.821653,1.1235018,0.80234754,1.3262824,1.2608407,1.1696885,1.2445716,0.924293,1.3970076,1.050299,0.92355335,0.754006,1.0537902,0.73021615,1.2716515,0.71957946
pajamas,0.55669713,1.0918237,1.4592383,0.44125044,1.3683344,1.4247203,1.1646198,1.418824,0.6393446,0.38172853,1.4112973,0.88702387,0.18688041,1.4017136,0.57547235,0.7866253,1.2032914,1.4887397,1.2389048,0.8352097,1.4054077,0.75123686,1.1705196,1.3803515,1.217174,1.3219895,0.6807975,1.0047166,0.88838273,1.436453,0.90341926,0.7252997,1.2154996,1.2752726,0.68038094,1.1399258,1.5140313,0.8770688,1.5208805,1.2252092,1.1293812,0.44479227,0.9219399,1.0023919,0.93639344,0.5978451,1.0947214,1.3958123,1.0293552,0.56470823,1.1079966,0.8795431,1.2601585,1.2964725,1.0365752,1.1613494,1.1581088,0.78825235,1.3069988,1.1414378,0.80257154,1.3750937,0.46603334,1.0417792,0.7611605,1.3832511,0.6946618,0.4133619,1.3298652,0.4849466,1.1088488,0.5903381,1.469254,0.8325769,1.3034593,1.1060796,0.7423422,1.2311248,1.2310783,1.3793688,1.2974766,1.1363405,0.9392142,1.13819,0.84228647,0.0,0.35661614,1.015078,1.0532931,1.443836,1.4246738,1.3659816,1.1007953,1.0126563,1.2030089,1.0549423,1.1771882,1.0285896,1.2970387,0.8132514,1.2640984,1.1764805,1.0436769,0.64212066,1.0265577,0.27944177,1.1214681,0.8360272,1.1570375,0.9105259,1.0140573,0.7907626,1.4493362,0.6502533,1.0173382,1.4173601,1.0321183,1.2535135,1.0789287,0.2456665,0.8502816,0.57100344,1.3872622,1.2070216,1.3175211,1.0817785,1.2324909,1.2771909,0.79053736,0.9239602,0.7439887,0.9990195,1.195784,1.3463364,0.74813664
pants,0.51802444,0.97284615,1.4564761,0.43996066,1.4209988,1.2838193,1.1296598,1.4180558,0.7288338,0.49407113,1.3101434,0.7435459,0.46303034,1.4055691,0.61515987,0.8370362,1.1976202,1.5057137,1.2936316,0.9053355,1.4013591,0.8516309,1.1710305,1.2979276,1.2316118,1.2326118,0.6210426,0.8826153,0.7928917,1.4621714,0.84642667,0.8414208,1.2602766,1.301835,0.51608264,1.1081474,1.4959066,0.89547306,1.5371499,1.1493063,1.1863995,0.37551677,1.0250931,0.9269979,0.73959917,0.668399,0.9779876,1.3854649,1.0371389,0.6984011,1.0866092,0.96593815,1.2200907,1.364747,0.8520533,1.0336634,1.1246824,0.8209477,1.262777,1.0811197,0.77195656,1.3490913,0.6313077,1.0889052,0.75739294,1.3824247,0.7150971,0.33423793,1.3824866,0.2201525,1.006313,0.6531385,1.4883019,0.71065104,1.2960588,1.2169605,0.7463042,1.1890538,1.3364224,1.3886994,1.2863562,1.0819459,0.9173072,1.0883576,0.68327016,0.35661614,0.0,1.0606499,1.0883676,1.3882654,1.3903995,1.2708672,1.044054,1.0170152,1.2589116,1.1362295,1.1556695,0.95414335,1.2645807,0.6853936,1.3193978,1.1631423,1.0693064,0.85364616,1.0060709,0.3085519,1.1385386,0.59428495,1.1802084,0.79842895,0.9244325,0.89446235,1.4316077,0.78556156,0.9356644,1.4034394,1.0398257,1.3015106,1.0534207,0.300403,0.97222114,0.62870663,1.4026964,1.1915014,1.233413,1.0724416,1.2376229,1.3334639,0.86823684,0.8963244,0.77427185,1.0036258,1.1584735,1.3201479,0.7686914
paper,1.0522683,1.1485212,1.1966714,0.94383293,1.1231439,1.1469567,1.0296481,0.85293376,0.9002108,0.90515494,1.1586859,0.77063984,0.91875434,1.0577798,0.8953697,0.84647226,0.32724082,1.1290414,0.79075044,0.636354,1.086176,1.0151739,0.95434356,1.1138213,1.0379403,1.11001,1.070697,0.98664385,0.99753356,1.114202,0.8670037,0.8982669,0.9938173,1.0207266,0.91289926,0.9398898,1.1526695,0.82669866,1.0634118,1.0469633,0.864139,1.1647296,1.1680434,0.953372,0.77952826,1.03468,1.253721,1.1750416,1.1428182,1.1031183,1.2018354,0.87466264,0.9495709,0.96351063,0.9994379,1.1072683,0.92139304,0.8766173,1.302351,1.1893244,0.9789712,0.8779951,1.138641,1.0250958,0.9687587,1.2596571,0.9189097,1.0675256,0.97858965,1.1347831,0.9661334,0.96930283,1.0134537,1.07898,0.97946274,0.868893,0.8572273,1.0657082,0.95382035,1.2759733,0.8441509,1.1683631,1.2236886,1.1088686,0.9045923,1.015078,1.0606499,0.0,1.021989,1.0402743,1.0738065,1.1334242,1.0185462,0.94549346,0.97861487,0.7880571,0.79145277,0.91420853,0.88707894,1.0156121,1.0616851,1.0156655,1.056788,1.0563138,0.91155756,1.0626097,0.96570146,1.1171662,0.8452287,1.0688565,0.72344464,0.93376684,1.2567068,0.8246176,0.8392864,1.0392423,1.0156803,1.1022512,1.2140305,1.0616021,0.92805666,0.7135103,0.96997386,1.2998703,1.2509592,1.0267887,0.85028005,0.9217043,0.73786974,1.0550734,1.104747,0.8351601,1.1150458,1.2632821,0.9022421
pastry,0.87611145,1.003289,1.0444019,1.0731969,0.884021,1.0447601,0.879063,1.0869838,1.0340288,1.0260549,1.1539614,1.1010704,0.9902854,1.094123,1.0012492,1.0205843,1.1249056,1.1119521,1.0266125,1.0250474,0.6642755,0.9948466,1.1758592,1.1766849,1.0818678,1.0920669,1.112977,1.1881514,0.89527017,1.0216439,1.0674407,1.1421045,0.7863587,0.9739026,1.0760292,0.8625927,1.1678712,1.1194892,1.12059,1.0487511,0.8807577,1.0326295,0.92546237,1.0584781,1.0958819,1.060525,1.0041093,1.0090548,0.85828316,0.98237747,1.1007805,1.0230755,0.9495972,1.0403805,1.0243878,1.190202,0.87534726,0.9729908,1.1016033,1.1690036,1.0591971,0.9506112,1.0139198,0.9048672,1.0609324,1.1199903,1.0042613,1.1022009,0.93575877,1.1266361,1.2235125,1.0467566,1.1271317,1.0649784,0.9048536,1.0024072,1.0178149,1.1382511,0.33562553,1.0515693,1.2188559,1.0605148,0.96571153,0.9182057,1.0873514,1.0532931,1.0883676,1.021989,0.0,1.1811128,1.1646686,0.98682237,1.2145802,0.93529814,1.013293,0.87390566,0.8802479,1.1029108,0.98771393,1.0681194,0.825288,1.0679876,0.8675802,1.0163616,1.041487,1.0361564,1.0107977,1.1095415,1.0771525,1.1210848,1.1197419,0.91402555,1.1298506,0.99404603,0.92305684,1.0654736,1.0173978,1.1184301,1.1112218,1.0486481,1.0189338,1.0357373,0.88798714,1.1499159,1.1190213,1.1142209,1.2028216,0.93845314,0.9981455,0.95190006,1.1177155,1.0243652,1.1750025,1.0726132,1.0021101
pen,1.4863313,0.76854706,0.56774426,1.3610225,0.7126485,0.6766701,1.0598437,0.73438597,1.4277562,1.4541489,0.29301333,1.1795171,1.4446769,0.55841565,1.2918735,1.3121505,0.7036154,0.40089715,1.072536,1.2615199,0.9104467,1.2668464,0.90204847,0.44148684,0.6866869,0.44487405,1.1380899,0.99026877,1.3416421,0.5035948,1.2986002,1.3199358,1.0693237,0.9691008,1.2607319,1.1342607,0.10654545,1.2590703,0.54197603,0.866601,1.3024552,1.3968596,1.1312181,1.1974496,1.181103,1.070955,0.76003736,0.48407644,0.7994677,1.2756733,0.6257193,1.2520105,0.9370849,0.9126307,0.9107359,0.5605116,1.1515977,1.4289279,0.3777964,0.7778944,1.0709131,0.7615691,1.282338,1.0472276,1.0834345,0.48334718,1.2944239,1.3293899,0.9700141,1.1669549,0.7972028,1.3307192,0.43701327,1.1276519,1.0478559,1.0605031,1.2989805,0.67983496,1.0712583,0.37749428,0.6314116,0.75057817,0.96707964,0.9160825,1.2594744,1.443836,1.3882654,1.0402743,1.1811128,0.0,0.08418995,0.6725618,0.60638833,1.1756046,0.9676501,1.2538786,0.9922694,0.9689043,0.8694443,1.2865443,0.90327346,0.9962564,1.1379325,1.1573318,1.0422044,1.3707609,1.0142941,0.9685113,1.1012778,0.99681455,1.226265,1.3594706,0.3109604,1.1754427,1.2019016,0.66110086,1.0954276,0.696519,0.82383126,1.3931895,1.0622307,1.4286454,0.97743505,0.51157904,0.46233904,0.7766628,0.6583314,0.9331687,1.3221402,1.2232463,1.1207503,1.0758889,0.77021277,0.4012848,1.2675432
pencil,1.4412286,0.8105266,0.60524976,1.3405063,0.7064388,0.7040819,1.0682126,0.7223051,1.4134732,1.4121873,0.37099266,1.1065645,1.4405575,0.5491526,1.2333275,1.306169,0.7431787,0.4288386,1.0608112,1.2522255,0.8828894,1.2180641,0.9328978,0.46622556,0.74130493,0.48052037,1.1555079,0.9511814,1.3132617,0.48773575,1.3001001,1.3197664,1.0302428,0.99909794,1.2459466,1.1325344,0.13576663,1.2523907,0.5561012,0.91308147,1.2599568,1.4158124,1.1575844,1.164292,1.144757,1.0844463,0.77137756,0.45767206,0.82645047,1.2526376,0.6593295,1.2824275,0.971253,0.94988024,0.96702003,0.58095485,1.1683117,1.4463363,0.39539587,0.832706,1.0880184,0.8233334,1.2782251,1.0377598,1.1122961,0.5087247,1.2230909,1.3529807,0.9600656,1.1802721,0.799647,1.307431,0.42407316,1.1254141,1.0620991,1.0727409,1.3806257,0.7005375,1.0520936,0.38232696,0.58610237,0.7593827,0.9693842,0.93704015,1.2561733,1.4246738,1.3903995,1.0738065,1.1646686,0.08418995,0.0,0.6998358,0.591022,1.1520089,1.0072414,1.2268203,0.95070654,0.9645809,0.85826206,1.2681327,0.90122044,1.0631475,1.1428205,1.1656516,0.97591364,1.3770568,1.055143,0.9900897,1.0656174,0.9582306,1.2145221,1.3356805,0.351987,1.135001,1.1806312,0.6523136,1.0448465,0.73833793,0.8946834,1.3837504,1.0392741,1.3950408,0.96771514,0.5118996,0.49870044,0.82197785,0.61542994,0.9595253,1.3041543,1.1738973,1.153637,1.1578101,0.73747027,0.40499854,1.2610688
pickle,1.3546741,0.60162276,0.3756312,1.3203577,0.70178306,0.52102053,0.89851594,0.9331665,1.3267875,1.3823392,0.5473115,1.3472921,1.358202,0.78311086,1.2802638,1.2741303,0.89569867,0.6621992,1.0373662,1.2537501,0.7818904,1.2967055,0.9584111,0.6587151,0.92346716,0.57560664,1.23196,1.1659902,1.0441567,0.6515963,1.2418067,1.2718291,0.947562,0.7856522,1.2928443,0.8944563,0.55168444,1.3079377,0.69061613,0.96327615,1.0736432,1.3869789,1.0603564,1.2097656,1.2086334,1.0885619,0.7573199,0.59653026,0.8796242,1.1334746,0.6691046,1.2351253,0.85561824,0.829,0.9083223,0.8672066,0.8344891,1.2851453,0.6935557,0.8266187,1.1222308,0.54611725,1.1886734,0.8067415,0.98389924,0.6872795,1.4050578,1.2943377,0.8879589,1.174909,1.1249074,1.3622446,0.7243226,0.950735,0.7324701,0.9368961,1.2086855,0.76916385,0.9913019,0.55223346,0.9248686,0.79633915,0.93776643,0.62639385,1.287771,1.3659816,1.2708672,1.1334242,0.98682237,0.6725618,0.6998358,0.0,0.87865615,1.0059999,1.0030972,1.1383001,0.91590405,1.1320281,0.9036979,1.3045249,0.8894979,1.0298222,1.0628777,1.1309485,1.1616714,1.272949,0.95356655,1.0202054,1.2095066,1.081002,1.244414,1.260712,0.572973,1.2608508,1.067985,0.8620562,1.196066,0.758317,0.8885519,1.2986093,1.1008289,1.3667533,0.7522063,0.62516856,0.5793179,0.9805266,0.94662094,0.80979764,1.2529229,1.1475055,1.1393574,1.1310377,1.0778887,0.6864315,1.3397231
pillow,1.2801871,0.86639726,0.8040452,1.2703061,0.88870347,0.782291,1.2190876,0.58460075,1.4595745,0.97294986,0.49675006,0.8954168,1.2880948,0.5738473,0.71988964,1.3525035,0.95971507,0.6727528,1.1192315,1.3772066,0.96767545,1.2517531,0.9111104,0.46256965,0.714499,0.6678866,0.8789025,0.6777385,1.2255934,0.6099031,0.9589138,1.3655111,1.0719231,1.0415072,0.76237166,1.260015,0.6222717,0.82634073,0.6146196,0.89302087,1.1245315,1.0488532,1.0152769,0.8461505,0.9622535,0.83442026,0.9750436,0.7387501,1.0406876,1.2183104,0.8940829,1.2826328,1.0928606,0.84227085,0.97388047,0.8681739,1.3239927,1.3457056,0.60016155,0.5503546,0.86799026,1.222657,1.1815047,1.0802447,1.2114592,0.53240883,1.3373837,1.0361824,1.0699368,0.96950155,1.0118244,0.96549934,0.4977888,0.8029187,1.0906342,1.0530292,1.2323143,0.6771679,1.1011094,0.7497108,0.2915197,0.75991315,1.0743489,1.0895649,0.9628105,1.1007953,1.044054,1.0185462,1.2145802,0.60638833,0.591022,0.87865615,0.0,1.021853,0.914785,1.4220561,0.95903325,0.75940406,0.8856938,0.972493,0.8345274,1.1277752,1.1794075,1.1382632,1.3967185,1.109728,1.1291189,0.6958389,1.1751313,0.8581904,0.98154974,1.3518646,0.6312203,1.0333242,1.0903007,0.90888345,1.2502018,0.99710345,0.8632844,1.1242127,1.3769418,1.4371952,1.1567565,0.76272094,0.74076897,1.2299868,0.31598675,1.257504,1.470587,1.1175282,0.8229258,1.1175497,0.6488252,0.7217393,1.0298526
pizza,0.78169286,0.9887333,1.059384,0.9023767,1.2619836,1.1959313,0.44080758,1.1398413,1.0221981,1.0274326,1.2833934,0.97736716,0.98083025,1.152365,0.8365872,1.0371467,1.0973929,1.255452,1.0295304,1.0436326,0.5880883,1.0091759,1.2762504,1.2992933,1.1803656,1.0410545,1.1970807,1.173453,0.40028697,1.2838514,1.0328162,0.956965,0.85286087,0.7662567,1.0289441,0.4386527,1.235029,1.0893991,1.2439457,0.8162962,0.7164247,1.0116917,0.9818751,1.1189636,0.8706261,1.0649196,1.1272869,1.1537074,1.141369,1.0786688,1.1254929,1.0953192,0.7690948,0.8872194,1.070279,1.0464585,0.8757519,0.94548357,1.2911172,0.9607539,1.1964912,0.95901614,1.0814757,0.49707764,0.9366075,1.250561,1.07244,1.0366608,1.0535756,1.0564936,0.8775605,1.006048,1.3018982,0.7262851,0.85387546,0.97450626,0.77235776,1.0838249,0.9220797,1.2749107,0.925113,1.1506522,1.0379039,1.028123,0.87181944,1.0126563,1.0170152,0.94549346,0.93529814,1.1756046,1.1520089,1.0059999,1.021853,0.0,0.9906765,1.05494,0.8584744,1.0365258,1.17044,1.0684656,1.197653,0.97128886,0.5356447,0.95431507,1.0060496,1.0355756,0.9307438,1.0815154,0.8581166,1.1196879,0.98684305,1.103523,1.2275729,1.1812834,0.802777,0.93004227,1.0215443,1.1856927,0.99397135,1.0261062,1.0523807,1.0825133,1.0028136,1.1681374,1.0269555,0.79365516,0.8735305,1.1202984,1.0744175,0.96380216,0.9359485,1.1123369,1.2340508,1.281462,1.081341
plant,1.218411,1.2100897,0.8461922,1.2764871,0.93340385,0.94632125,0.9728795,0.69696,1.1802804,1.1770992,0.9413245,1.0136118,1.2634064,0.7675936,1.1224818,1.1068424,0.95916146,0.8394708,0.95251065,1.1261519,0.9483372,1.0771023,0.9947425,0.90147775,0.8118541,1.010248,1.088288,0.8913248,1.1771684,0.9070792,0.8840768,1.0643706,0.95087904,0.84213126,1.0383669,0.96148455,0.95577955,0.8902481,0.8185186,0.7913039,0.8905726,1.1831393,0.89079654,0.89619386,1.1134738,1.1585562,1.1847501,1.084734,1.1690729,1.1298676,1.1842254,1.0571274,0.8438707,0.31821513,1.0601825,1.1295421,0.850204,0.9941081,1.0474336,0.9479602,1.087507,0.98747456,1.119396,1.1040199,1.2015655,0.87099254,1.1345233,1.1481413,0.82838,1.2255243,1.0380774,1.0119587,0.74068594,1.0206667,0.83397937,0.85703045,1.0575527,0.97703326,0.9195397,1.116847,0.83859515,1.0262084,1.1858907,1.169413,0.9877272,1.2030089,1.2589116,0.97861487,1.013293,0.9676501,1.0072414,1.0030972,0.914785,0.9906765,0.0,1.1031383,1.0195286,0.9293542,0.9799776,1.0367528,0.92669725,0.7454576,1.0133913,1.0197679,1.0729563,1.2337441,0.9260942,1.1015303,0.8725403,1.017124,0.9676525,1.0748701,0.9567567,1.0794615,1.1088953,0.88986254,0.9677681,0.89928025,0.852569,1.2552922,0.9806971,1.1705363,0.93553317,1.1370829,1.0850434,1.1423173,0.85616565,0.93159944,1.1936619,0.6201553,1.006983,0.98018354,0.82856214,1.072291,0.83672136
plate,0.9853398,1.2473847,1.1534392,1.099672,0.90129304,1.0809165,1.0314626,1.0300127,0.45198512,0.83276504,1.2134088,1.0440631,0.8861596,1.135597,0.9920489,0.5449969,0.77958584,1.1111588,0.20804703,0.31949604,1.100632,0.89270175,0.6846018,1.2466664,0.9872116,1.3333728,1.164216,1.1021038,1.098031,1.0418261,0.96970206,0.8302569,0.9642141,1.1110735,1.1240687,1.0502151,1.211384,0.8304247,0.97601026,1.2206569,0.69030225,1.2216674,0.95055526,1.0950611,0.8943566,1.1039206,1.301284,1.062665,1.1434051,1.0949026,1.4158394,0.69598794,0.9650204,1.0242572,1.1587843,1.1773567,0.7020167,0.7515361,1.3322002,1.3543401,0.9500371,0.8276516,1.1386251,1.0921569,1.204984,1.2411876,0.86418664,1.1284584,0.75949013,1.2400321,1.1113636,1.0004529,1.1473178,1.3433714,0.91832566,0.9040891,0.95445025,1.2260281,0.83836716,1.1931508,1.2484107,1.2965668,1.2758226,0.9822124,1.1334386,1.0549423,1.1362295,0.7880571,0.87390566,1.2538786,1.2268203,1.1383001,1.4220561,1.05494,1.1031383,0.0,0.88680375,1.1080987,0.9524932,1.0914108,0.9879706,1.0192903,0.95177627,0.98445815,0.7667513,1.1484241,0.88494253,1.3826876,0.79518145,1.1617393,0.65314186,0.6073087,1.2018855,0.83256656,0.97376263,0.86374724,0.87113357,1.173637,1.3406178,1.1405421,0.7595345,0.5097512,0.5231457,1.4208411,1.3694379,1.0268054,1.21927,0.49499166,0.14208746,1.0114179,1.2909548,0.86779076,1.2504891,1.2421095,1.0197595
pumpkin,1.0696102,0.8577813,1.0027237,1.1382918,0.9245708,1.0663552,0.9231236,0.9053368,1.110391,1.1674042,1.051152,1.0351075,1.0829666,0.99749124,1.0749224,1.0628698,0.8407029,1.0330808,0.8910014,1.0113835,0.72430116,1.1013329,1.059371,1.0587441,0.9876111,0.9259966,1.2274216,1.1164703,0.92156667,0.90236807,1.1307292,1.093165,0.7047265,0.81181633,1.1616518,0.86705464,1.0348318,1.0601702,0.9569178,0.8355446,0.92814726,1.217426,1.0274442,1.0776008,0.98495865,1.0745211,1.061452,1.0044005,0.9729799,1.1609738,1.0995271,1.1077731,0.9564512,0.9682179,1.0367396,1.0157906,0.87493944,0.9908558,1.0749407,1.03063,1.1340492,0.88849676,1.1755867,0.93375504,1.0454801,1.0723339,1.1165233,1.1552154,0.7651671,1.1475846,0.99749345,1.120552,0.960055,0.96525514,0.8935703,0.93583035,1.0414408,0.91967094,0.79198873,1.055017,0.9329053,1.0097702,1.0587682,0.94015634,1.0184231,1.1771882,1.1556695,0.79145277,0.8802479,0.9922694,0.95070654,0.91590405,0.95903325,0.8584744,1.0195286,0.88680375,0.0,1.0246158,0.87041485,1.1261091,0.82884985,1.1025897,0.96473956,1.0477959,1.0272225,1.1959075,0.9123851,1.159021,0.93055075,1.0926692,1.0354812,1.0761642,1.0268667,1.0022966,0.96241045,0.90578544,1.0742269,1.0970813,1.0055201,1.1881225,1.1037341,1.0512542,0.81334,1.1034633,0.9562678,1.0769594,0.94994396,0.96027654,1.0437976,1.0261474,1.101718,1.0511568,1.129204,1.0686094,1.1711321
purse,1.0479008,1.0987325,1.0999867,1.1198173,1.0944515,1.0942781,1.164158,0.653584,1.1309632,1.0065253,0.86201525,0.6869108,1.0329047,0.80715346,0.9981176,0.91099954,0.74647593,0.80617243,1.0142243,0.8461529,1.1368878,1.0509247,0.86587346,0.76089704,0.6788987,1.0493772,1.0494108,0.60668844,1.0965495,0.9285043,0.8533431,1.184262,1.0812035,1.0152359,0.71992815,1.2413503,0.9182144,0.7985387,0.82008755,0.9809094,0.81096673,0.88934386,0.8408345,0.88374627,0.881544,0.7890996,1.1482985,1.1567512,1.2040559,1.1683444,1.2193239,0.9030517,1.1160151,0.9426033,1.1192554,1.0873173,1.0818748,0.98104644,1.0048381,0.7306914,1.036045,1.0980144,1.1554801,1.2053297,1.2116469,0.84252965,1.0715219,0.80181086,0.96287787,0.87304235,1.0035434,0.93445677,0.9003743,0.95283514,1.1729258,1.004731,0.9864252,1.0047754,1.101868,1.1300005,0.61404634,1.0186427,1.2573955,1.256714,0.7402509,1.0285896,0.95414335,0.91420853,1.1029108,0.9689043,0.9645809,1.1320281,0.75940406,1.0365258,0.9293542,1.1080987,1.0246158,0.0,0.66955405,0.8710859,1.050633,0.99394614,1.1201063,0.99103993,1.0766312,1.0324627,0.8214716,0.8159525,0.88260096,0.98011863,1.017023,1.1766044,0.88834774,1.0992858,0.8857533,1.1114846,1.0987022,1.1515834,0.78360385,1.0358658,1.146716,1.0367829,1.086741,1.1291716,1.1142404,1.2723967,0.6343065,0.9920324,1.0436692,1.0572455,0.90328276,1.015516,0.6615967,0.8924581,1.1423965
radio,1.2390177,0.9698178,0.9694213,1.2083384,0.8765705,0.9217536,1.1888928,0.58362174,1.2146859,1.223582,0.71646214,0.7292719,1.2826183,0.7694236,1.2389852,0.9983697,0.69342214,0.6989637,0.8657452,0.90522444,1.0417169,1.159112,0.80886126,0.64031714,0.6609544,1.0180352,1.0764954,0.7450534,1.2776247,0.75256,0.88445055,1.1572592,0.97193176,0.94668627,0.94796026,1.2308452,0.81732726,0.8051442,0.6380935,0.99923587,0.8544477,1.1954474,1.0676274,0.9087886,0.79795194,1.0691788,1.0786151,0.9880682,1.044372,1.2875118,1.0731331,0.98599476,0.9882701,0.9873478,1.1424043,0.9904281,1.0251527,1.173892,0.9099525,0.9344539,0.97520185,0.8804564,1.2952893,1.1501114,1.125541,0.85971826,1.1605339,1.1961462,0.74899167,1.1557245,0.9365947,1.1794044,0.7600049,1.1849588,0.9993872,0.86349833,1.1535023,0.87653023,0.89414966,0.9173117,0.7389747,1.014074,1.2500154,1.1015639,0.76433337,1.2970387,1.2645807,0.88707894,0.98771393,0.8694443,0.85826206,0.9036979,0.8856938,1.17044,0.9799776,0.9524932,0.87041485,0.66955405,0.0,0.8652843,0.90515184,1.0316194,1.1387103,1.1569012,1.0352381,1.2934304,0.89802045,0.9981854,0.91727483,0.9386655,0.9179936,1.0959475,0.8232759,1.0563439,0.99919784,0.98533034,0.9695558,0.96208364,0.96427083,1.3154441,1.1937237,1.112942,0.7639276,1.0725216,0.9538795,1.2509389,0.7801444,0.87099165,1.0626543,1.1246798,1.0676218,1.007978,0.6953201,0.70056546,1.0975524
refrigerator,0.78960073,1.2236228,1.3839133,0.69142604,1.4049664,1.2053328,1.2032722,0.9454777,0.8527119,0.6677108,1.1740785,0.5441463,0.927947,1.1663896,0.853468,0.8487675,1.174303,1.1844819,1.0974141,0.9188872,1.352454,0.74328065,0.94647896,0.9191603,1.0335659,1.2301913,0.6703195,0.58606744,0.9452444,1.2354887,0.38673484,0.76780045,1.2535942,1.2681742,0.48402882,1.1977948,1.340729,0.5651984,1.1320657,1.0910481,0.98208725,0.7273381,1.290101,0.3692088,0.47154438,0.90290546,1.1145767,1.3573166,1.1037575,0.8947269,1.272364,0.8064389,1.1239214,1.233431,1.0692881,1.1786208,1.3088646,0.76738334,1.2016599,1.3509085,0.79265356,1.4888284,0.86366427,1.285584,1.0787333,1.3081102,0.670887,0.7039317,1.1118038,0.75269586,0.8494119,0.5511661,1.1179347,1.0138196,1.232735,1.0842186,1.1414176,1.172428,1.1519428,1.3853222,1.0673032,1.1464484,1.156564,1.2333091,0.24310893,0.8132514,0.6853936,1.0156121,1.0681194,1.2865443,1.2681327,1.3045249,0.972493,1.0684656,1.0367528,1.0914108,1.1261091,0.8710859,0.8652843,0.0,1.2288214,1.1388692,1.1329929,1.1212173,1.0545892,0.7073381,1.2695633,0.7366103,1.0389094,0.5459174,0.6984899,0.88215166,1.3271996,0.88751316,1.042254,1.3210667,1.0457431,1.3197756,1.0065794,0.7328503,1.0874602,0.71390134,1.3050077,1.3155124,1.2514147,1.2827001,1.104295,1.4315307,1.0100007,0.87719655,0.8550553,0.86391234,0.5808759,1.2708569,0.50846595
