,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
hose,1.0939353,1.0755023,1.3249606,0.96068484,1.2294657,1.0777293,0.9052651,0.85261244,0.7530767,1.0045416,0.7612009,1.237526,0.65017176,0.8282064,1.2002717,0.8145927,0.73891205,0.963911,1.2578719,1.12708,0.8797459,1.013006,0.7094069,1.0555216,1.2187909,0.9758529,0.9177645,0.9079834,0.86774796,0.70086765,1.1038635,0.9215704,0.9488067,0.96457785,0.8984232,0.99856573,0.78671646,1.1559837,1.1369243,0.7640452,1.2378381,1.1448998,1.017814,0.9447027,1.1234815,0.8012851,0.8316474,0.9748263,1.2665277,0.87304497,1.0964662,1.0392658,1.1291207,1.2111878,1.2634888,1.0819513,1.152982,1.1795881,0.9906786,0.89091545,1.1919975,1.1763173,1.0086436,1.0099256,1.1912495,0.9395595,1.2166157,0.99615204,1.1637145,0.0,0.80136985,1.2046285,0.78914475,0.8381754,0.854751,1.0589666,0.8501576,1.1490095,0.97989976,0.9504011,1.1228796,0.97188956,1.1560738,1.2287974,1.0050311,1.0672988,1.2208836,1.1965408,0.90258735,1.1603965,0.76426375,0.83031684,0.95590925,1.1243685,1.1173271,1.0113081,1.0462031,1.0990493,0.96474576,0.9962613,0.99833715,1.1268706,1.2645454,0.84010255,1.1761031,1.1334966,0.73890066,1.1553724,0.7902545,0.47403663,0.87921894,0.9696827,0.81359065,0.93705493,0.80264384,0.83432007,0.63121927,1.1866367,0.9319998,1.169797,1.0866741,1.1541725,0.9358038,1.1862705,0.860559,0.8604989,0.6670281,1.2127188,1.1904322,1.1183825,0.49672842,1.0493066,0.9987769,0.75434095,0.9424572,0.4237473,1.1954666,0.77290386
jacket,1.1019751,1.0373962,1.4154625,0.6027589,1.3443947,1.2746289,1.0337782,1.1392069,0.7190885,0.7095069,0.521447,1.2317545,0.66951776,0.5530652,1.1653941,0.5028147,0.7356194,1.0612079,1.3271718,1.4373579,1.0105563,1.0620698,1.0235234,1.325673,1.2813231,1.1914951,1.2499017,1.2183155,0.6541141,0.79143834,1.3329415,1.012963,0.31827176,1.0157949,0.90874046,1.1976477,0.61476934,1.2650106,1.3961139,0.8286748,1.3372309,1.1869686,1.1175267,0.6496558,1.0276079,0.85040617,1.2160661,0.76183146,1.2584869,0.45562768,1.0058805,0.7478602,1.0532179,1.3498316,1.3192129,0.90174556,1.2769146,1.3679538,0.82224476,1.0977206,1.2213472,1.0403255,1.36821,0.731128,1.2413622,0.8070283,1.1655236,1.0508485,1.1787696,0.80136985,0.0,1.288914,0.25160474,0.9164635,1.097703,1.3024075,0.960854,1.1916587,0.79244095,1.2285616,1.0648099,1.035728,1.228027,1.2173803,1.0015671,1.1353534,1.2044463,1.3343415,1.0368392,1.32641,0.40370637,0.3172658,0.883935,1.3105716,1.2027977,1.0125474,1.1882222,1.0041012,0.8443954,1.0507762,1.3920909,1.2216665,1.3520782,0.6910528,1.4246619,1.1546494,0.808119,1.227352,0.57818395,1.0630596,0.17851263,0.8852519,0.48144656,1.2083344,0.80414855,1.0535429,0.74825835,1.2894179,0.82363796,1.2370646,0.9229773,1.270301,1.0261372,1.273297,1.0433997,0.13566816,0.6489235,1.4592192,1.1219695,1.1209495,0.9529042,0.9907057,1.326942,0.99690175,1.1606504,1.0146731,1.1710443,0.6954777
jar,1.1661215,0.93574464,0.6820632,1.2195125,0.73689777,0.80350655,1.1892107,0.9251302,1.1815096,1.2558593,1.3907974,0.7873131,1.3235087,1.3521012,0.8908368,1.4083855,1.2466598,1.1556537,0.5544805,0.6027851,0.98269355,1.0192049,0.85247797,0.5088081,0.84954125,0.60883284,0.7684304,0.97835267,1.1840489,1.1682367,0.6588177,1.002266,1.161171,1.0717896,1.169142,0.9943931,1.274621,1.006403,0.7258505,1.2180821,0.5134836,1.0696758,0.90713143,1.3799219,1.0808084,1.0718645,0.93526036,1.1238347,0.91317546,1.2651404,1.0645095,1.105837,0.9319631,0.77288425,0.701568,1.0247346,0.8568834,1.0054431,1.1135689,0.7875135,0.77722824,1.0325406,0.8827697,1.104789,0.9059146,1.1891006,0.8012464,0.96510345,0.99181944,1.2046285,1.288914,0.0,1.3817246,1.1579599,0.9046426,0.69712377,1.1550782,0.74900657,1.2312925,0.914672,0.9560788,0.99451566,0.9494842,0.7324018,0.9653202,0.89044815,0.81689847,0.8684341,0.9386554,0.90681916,1.3800366,1.3384583,1.1947691,0.7863953,0.8420516,1.0550592,0.9950302,0.99293065,1.1588897,0.9060848,0.86765045,0.9889706,0.67254555,1.1921577,0.69671524,0.8137329,1.0744216,1.0083432,1.2641356,1.186845,1.2534192,1.1820896,1.2673435,0.99574,1.2902274,1.0557787,1.2747834,0.8136971,1.1898404,0.84392095,1.0608773,0.80491793,0.8839834,0.8536364,1.018363,1.2643523,1.3056307,0.55562156,0.8482826,0.81848633,1.2054284,0.88561887,0.88306403,1.1815287,0.9106275,1.0042471,0.7964263,1.1416726
jeans,1.0498402,0.8712919,1.4884396,0.5031293,1.4055059,1.3318441,0.94305515,1.1984471,0.6767524,0.64484334,0.4697932,1.2993147,0.58576405,0.5046812,1.326752,0.3690877,0.6111994,1.027616,1.4769118,1.4793491,1.0121257,1.0599223,1.1393982,1.4271336,1.384456,1.2632097,1.2608995,1.1583357,0.6538789,0.7543862,1.5075463,1.0774628,0.4599175,0.9849602,0.82831365,1.1709101,0.55779743,1.2263098,1.4399933,0.8556206,1.4668515,1.1255555,1.0696656,0.5995736,1.0802243,0.91773826,1.1199725,0.858554,1.303728,0.5121113,0.9603946,0.78970516,0.9915597,1.3746498,1.4704765,0.7889198,1.3308477,1.3626091,0.8105335,1.0923874,1.297512,0.8957697,1.261498,0.79082584,1.2420384,0.66848004,1.2084216,1.1011914,1.2407696,0.78914475,0.25160474,1.3817246,0.0,0.81861144,1.1613381,1.509265,0.94705194,1.2678313,0.70322275,1.2488794,1.044845,0.99277,1.2513806,1.2895483,1.0201831,1.1587026,1.246146,1.3869557,1.0565108,1.3660144,0.37017262,0.074920416,0.85588384,1.3546904,1.2548323,0.9712002,1.0940596,0.9434933,0.76054275,1.1598611,1.3208523,1.2284088,1.4264448,0.45623922,1.4444687,1.0989084,0.86773264,1.2342498,0.5488655,1.0742495,0.35929382,0.6571878,0.22137058,1.1748686,0.7647615,0.99737924,0.7247392,1.2306018,0.7244266,1.2922533,0.80364144,1.3401766,0.92687726,1.2902066,1.0058473,0.24474972,0.6081867,1.5188375,1.1105756,1.098507,0.8739101,1.0549861,1.3992381,0.8991692,1.0801324,1.1124756,1.2098987,0.7662439
knife,0.97814804,0.9388168,1.2385947,0.6807579,1.294794,1.3125751,0.80325854,1.0157361,0.716864,0.9229118,0.94788677,1.125144,0.7068261,0.85334426,1.1816821,0.86180806,0.9076637,0.9439572,1.2165375,1.1469454,1.0198041,0.8846237,1.0435834,1.1463538,1.1355013,0.991737,1.1030508,0.7314586,0.8703238,0.8551815,1.1266639,1.1483661,1.0862209,0.84824914,0.5925908,1.0619185,1.0104699,0.9297675,1.000117,1.0301298,1.1651902,1.1123792,1.1360091,0.9535096,1.2511165,0.9788897,0.7358762,1.0561136,1.1793145,0.8294226,0.96563053,1.1075819,0.91587305,1.1984105,1.1905609,0.98714256,0.9044966,1.2584176,0.81129324,0.8814506,1.0779636,0.87906694,0.98378295,1.1081233,1.1280817,0.6738898,1.2538049,1.1383892,1.2456455,0.8381754,0.9164635,1.1579599,0.81861144,0.0,0.9352108,1.0288496,0.98195094,1.0766082,0.9114154,0.92327654,1.1388544,1.0426698,1.076286,1.1733048,0.7922371,0.94604826,1.1405216,1.1750078,0.8868648,1.2058185,0.71421725,0.90569884,0.80582136,0.8869612,0.9458133,1.1031289,0.95132685,0.9940058,0.8477286,1.1154168,0.9792757,1.1998404,1.2923942,0.77266705,1.2137235,1.1442282,0.90786237,1.161835,0.7009172,0.66087884,0.89206994,0.7999299,0.72538126,0.9056071,0.963389,0.7346176,0.85150564,1.0357592,0.8169018,1.1984239,0.8051557,0.9892774,0.9339458,1.1176267,1.2210107,0.92130166,0.89674777,1.1904746,1.0113199,0.96863896,0.37381637,0.91083646,1.28522,0.90302783,1.0178403,0.98633826,1.1182625,0.9917377
ladder,1.1270409,1.0972732,1.1875086,1.0843102,1.2065655,1.1621441,1.3127346,0.64208776,0.974766,1.2054917,0.91598034,1.057476,0.7341634,1.3002683,0.9792756,1.1851082,1.1688018,0.9707736,0.9209489,1.0713239,0.87305826,1.0820272,0.6600231,0.7930151,1.0102057,0.56238824,0.63238543,1.0053153,1.0373586,0.49163646,0.8407696,0.68887913,1.0454571,0.87766975,0.9677633,1.087362,0.89779156,1.037652,0.9504364,0.48957503,0.96777785,1.0327474,1.1171234,1.2163024,1.0632528,0.5804124,0.7771832,0.9969205,1.2373972,1.0286238,1.1660078,1.1087804,1.1437491,1.1360086,0.80079585,1.0494659,0.8847915,1.1584294,0.99957925,1.0060297,1.0728105,1.2570505,1.1865453,1.0851628,1.0998188,1.1843822,1.0612259,0.91365325,1.017651,0.854751,1.097703,0.9046426,1.1613381,0.9352108,0.0,0.6846899,1.2078114,0.80115986,1.3234534,0.59669983,0.99816865,1.1640947,1.1333855,1.1465926,0.8580121,1.013849,1.1767783,1.2140572,0.7193816,1.1031549,1.1372615,1.15898,1.0166671,0.93966234,1.0316463,1.1231871,1.1224277,0.8851731,1.0702653,0.7746885,1.1775221,0.99889255,1.1585028,1.0516605,0.9473882,1.0703439,0.5800568,0.9550609,0.9589601,0.99128354,1.1334438,1.0969654,1.2195504,0.73270494,0.7339088,0.92839634,0.70601726,1.1046983,1.1790518,1.0941905,1.1551479,0.84290314,1.0521835,1.0816952,0.78775024,1.1180866,1.0392874,1.0934039,1.1676565,1.1250359,0.9615457,0.7929717,1.1321956,0.99232,0.8125553,0.5456256,1.1454977,0.6630969
lamp,1.2042202,1.0310392,0.63642216,1.3178275,0.6551161,0.6483509,1.2735779,0.86451286,1.2252152,1.2189333,1.3901911,0.6284827,1.2739446,1.5665268,0.565048,1.4907439,1.3968803,1.1957419,0.4545188,0.725987,1.1778753,1.0931125,0.60428345,0.66159475,0.7497865,0.5778024,0.67677766,1.0511073,1.0047452,1.0162364,0.26282907,0.8755133,1.1868976,1.053521,1.1341251,1.0060172,1.3252137,1.143149,0.5959657,1.0777514,0.47863537,1.0987707,1.0779777,1.3885846,1.1833177,0.8895809,0.8718995,1.2171915,0.8100207,1.1297598,1.1393116,1.258395,1.0582869,0.76675594,0.23113418,1.1789185,0.6234257,0.97753567,1.1033121,0.9257319,0.6852099,1.1285065,1.1703211,1.2371472,0.88480026,1.3661959,0.74223006,0.9704972,0.8713703,1.0589666,1.3024075,0.69712377,1.509265,1.0288496,0.6846899,0.0,1.2071567,0.8050158,1.4791954,0.68448603,1.0473903,1.1738943,0.87907726,0.7540803,0.8422059,0.75261843,0.8479495,0.8904551,0.8140774,0.86307,1.5232272,1.4927578,1.2422825,0.5741575,0.69661355,1.2157509,1.164525,0.83496714,1.3183413,0.69348264,0.8936461,0.9828158,0.6543126,1.2218618,0.60943764,0.96643937,0.9472396,0.9789679,1.2949252,0.9426991,1.3482816,1.3071337,1.5257388,0.7228914,1.2047871,0.93845737,1.1949902,0.8269857,1.205704,0.6808628,1.1651798,0.5222702,1.1322106,0.9190483,0.99339765,1.4102015,1.4170544,0.6484517,0.9393778,0.98426384,1.0802394,0.7291099,0.93754107,1.2963775,1.0364361,0.6033438,0.803433,0.94907534
melon,0.797403,1.1120254,0.9848636,0.9084873,0.85052395,0.8839092,0.59118825,0.87925375,0.8918772,0.9563533,0.8525419,1.2921655,0.9496456,0.5591448,1.1013837,0.7232928,0.6832064,0.8386254,1.2273834,1.0968707,0.9024924,0.7680466,1.1233784,0.9860068,1.0753245,1.2483354,1.2084249,0.86616004,1.0958887,1.0752407,1.1741904,1.0529141,0.95468354,0.9861757,0.9134513,0.76824075,0.97088546,0.8111433,1.2502306,0.9369646,1.2515749,1.0759251,0.95625114,0.847872,1.0625584,1.121802,1.1869876,0.992586,0.9111436,0.9501603,1.1796994,1.011228,1.131795,1.2437907,1.2103225,0.8927188,1.3477907,0.9125427,0.9410179,0.99173886,1.3463047,0.96909666,0.66992974,1.0020143,0.8637597,0.8979191,1.2622529,1.0144657,1.2345141,0.8501576,0.960854,1.1550782,0.94705194,0.98195094,1.2078114,1.2071567,0.0,1.1420683,0.65431833,1.1377089,1.1378444,1.0865543,0.96366775,1.2420404,1.0103697,1.2643659,1.1487899,0.86178833,1.1421129,0.90581155,0.74068034,0.9774553,0.7526801,1.3520954,1.3049165,0.966904,0.7889045,1.22034,0.7252801,0.9722709,0.89977425,1.1343137,1.0277919,0.991715,1.217661,1.3468523,0.96930283,1.0467046,0.86548936,0.89360607,0.95125556,0.926329,0.92504394,1.1521326,0.8967367,1.0216084,0.8407196,1.3006527,0.873816,1.2216778,0.98314846,1.3431793,1.0608833,0.9610799,0.9538645,0.951573,0.7478453,1.1660258,1.191083,1.2923639,0.72149354,1.1051021,0.6802589,0.7456239,0.97166836,0.99150556,1.2797294,0.98364663
milk,1.0532488,1.0504026,0.9638679,1.0852292,0.9375449,0.96292365,1.0801775,0.88068265,1.12679,1.2024529,1.1084312,0.9839929,1.1232679,1.1887348,0.8725733,1.2026654,1.2458797,0.84984684,0.81923604,0.9255234,0.83548594,1.0097239,0.94281876,0.58155876,0.9473019,0.85379505,0.73539436,1.0060272,1.1777349,1.0202663,0.87027663,0.9725239,1.1250976,1.0689254,0.97558373,1.0712488,1.0607235,1.0244111,0.89291203,1.0050968,0.88111204,1.038634,1.0351568,1.1687131,1.0019464,1.0250382,1.0537691,1.107957,0.9187397,1.0842892,1.1145613,1.0282881,1.0698003,0.99843013,0.7134024,1.0428574,0.95827174,0.92894554,1.0113008,0.91440356,0.9912252,1.025815,0.9223845,1.0366229,0.8241396,1.1472104,0.98048043,0.86165977,0.84897506,1.1490095,1.1916587,0.74900657,1.2678313,1.0766082,0.80115986,0.8050158,1.1420683,0.0,1.1399534,0.9179093,0.8943283,1.1308285,1.0065405,0.99524945,0.9805,1.0943068,1.0546529,0.9930983,0.91382945,0.87692624,1.2157604,1.281023,0.8332976,0.9344011,1.0216436,1.0478892,1.0532098,1.0393329,1.0518847,0.86316013,0.9979025,0.9548889,0.9654926,1.1569824,0.8038353,1.0837886,0.98821723,0.9988395,1.1562674,1.0389751,1.1973516,1.1649978,1.3059708,0.9002105,1.0891116,1.0490746,1.1000245,1.0613668,1.0985276,1.0626991,1.020873,0.9424526,1.021698,0.92463636,0.9335627,1.1796263,1.0597717,0.8036121,1.0816426,1.0743136,1.0674269,0.92484987,0.94457847,0.9852261,0.98011434,0.9816097,1.0106702,1.0155817
mitten,0.6979202,1.1094338,1.2814626,0.73487973,1.1371913,1.1865761,0.5032156,0.9957692,0.79392016,0.8519285,0.6562853,1.392887,0.8148914,0.35707778,1.1981606,0.5137607,0.65406364,0.83890545,1.4444491,1.2207868,0.8244555,0.9193684,1.2832662,1.1814662,1.232934,1.3551626,1.4181713,1.0194157,1.104784,1.0035396,1.457862,1.0836705,0.9586486,0.90859765,0.8632674,0.98113894,0.7479417,0.8560977,1.4786966,0.8860006,1.4582428,0.8797539,0.90100837,0.5599859,0.71290874,1.1238967,1.1447558,0.748584,1.0640619,0.85205173,1.0145061,0.7848329,1.1153477,1.3741424,1.4329996,0.7107903,1.4021084,0.8428262,0.9214759,1.0390432,1.4423022,0.5346167,0.8548565,0.8368341,1.0918543,0.72884464,1.2189004,1.0228775,1.1470802,0.97989976,0.79244095,1.2312925,0.70322275,0.9114154,1.3234534,1.4791954,0.65431833,1.1399534,0.0,1.3224934,0.993806,0.96169066,1.0765038,1.3690158,0.9335963,1.3599741,1.2135634,1.220643,1.1670449,1.0955635,0.5015642,0.7169564,0.7454124,1.4783405,1.4108093,0.6180148,0.9467237,1.1547526,0.7351085,1.0986847,1.1129059,1.0382268,1.2541806,0.7185464,1.3424942,1.2296345,1.0344288,1.080413,0.7122646,0.9286941,0.81755847,0.645386,0.6967004,1.1568375,0.85922915,1.1050025,0.81354964,1.2525096,0.8965132,1.3908849,0.6331359,1.4447937,1.0294461,1.14731,0.90437996,0.752886,0.68852746,1.258511,1.2067137,1.2505119,0.8706571,1.079379,0.7718261,0.8276949,1.1570082,1.1852695,1.3454272,1.0639546
mop,1.1863767,0.8828995,0.99248874,1.0788536,1.0727197,1.0118233,1.1880445,0.8611313,1.0413177,1.0888826,1.2430594,0.83072954,1.00587,1.3346627,0.88986766,1.2106594,1.2031945,1.0406308,0.9156087,0.9047282,1.0370508,1.0339737,0.784998,0.79911065,1.0450327,0.58925474,0.66412276,0.79220474,0.91468155,0.74747616,0.89728963,0.85534734,1.1606342,0.9298021,1.013523,1.035664,1.1201975,1.038563,0.8119883,0.94337374,0.8996278,1.0718042,1.1512558,1.2476622,1.1564347,0.77377653,0.72734636,1.1184059,1.0525252,1.09537,1.1900287,1.1280634,1.013531,0.9504633,0.79315054,1.0032063,0.628205,1.1126238,1.0463077,0.9665749,0.93708694,1.0933591,1.0925707,1.1002702,0.91283494,1.1455889,1.0436803,0.98522514,0.9724856,0.9504011,1.2285616,0.914672,1.2488794,0.92327654,0.59669983,0.68448603,1.1377089,0.9179093,1.3224934,0.0,1.0750744,1.0993448,0.93019134,1.0613909,0.69888955,0.89359605,1.0132643,0.97547966,0.8319106,0.9139998,1.2140844,1.2557932,1.1323444,0.71987104,0.9068637,1.0920205,1.0641857,0.6367729,1.1652296,0.8183561,0.9797015,1.042347,1.0759182,1.0578942,0.7871111,1.1145806,0.7547303,0.9819949,1.0831615,1.0058069,1.2108183,1.1348792,1.2203835,0.70266604,1.2042272,0.70060265,1.02448,1.0187207,1.1423773,0.88827795,1.055789,0.6104523,1.0630677,0.9974395,0.99775827,1.2933304,1.2784283,0.9615288,1.0399332,1.1030151,0.88176656,0.6906948,1.1661466,1.0521972,0.85474455,0.67631793,1.0409802,0.7618316
motorcycle,0.95606995,0.97065586,0.9984054,1.1354722,0.9596347,0.9252539,1.0728127,1.0308372,1.1152531,1.129932,1.0112445,1.0478115,1.0989699,1.0653052,0.97546124,1.0618508,1.0291766,0.8813784,1.0434151,0.98995084,0.9554871,1.1245981,1.1470971,0.9816722,0.97079414,1.0774469,0.87377834,1.1534114,1.1691029,1.0897888,1.0310451,1.0319308,1.0190059,0.9874428,1.1350057,1.0374255,1.0314834,1.0042683,1.038489,1.008702,1.1074977,0.83012027,0.9903712,1.0038387,0.77232057,1.1456465,1.0618353,0.9151599,0.95694447,1.1249262,1.0063188,1.0458868,1.0905519,0.9636672,0.92734545,0.9676236,1.0366578,0.83798766,1.045178,1.0439357,1.0967038,0.98299366,0.9694355,1.0428574,0.9805058,1.0912197,0.9837858,0.8151325,0.8241776,1.1228796,1.0648099,0.9560788,1.044845,1.1388544,0.99816865,1.0473903,1.1378444,0.8943283,0.993806,1.0750744,0.0,1.0364394,1.0638229,1.1165075,1.1033597,1.1640555,1.158532,1.0805709,1.0264199,0.996072,1.0773828,1.0122966,0.97655064,1.0458622,1.1236264,0.9060934,0.98812944,1.052269,1.0642813,0.9565022,0.97710073,0.86839485,0.9673698,0.9982151,0.89040035,0.86021394,1.1451058,0.9047042,1.0984671,1.0585327,1.100953,1.0103341,1.0841261,1.050997,1.0371519,1.0298597,1.0046725,1.0576727,1.0075437,1.1248146,0.9935169,1.0058722,1.0217881,0.93634707,0.81536865,1.0213231,1.0234575,0.95192546,1.1191816,1.1197875,1.212938,1.0614834,0.92162263,0.9635121,1.0588721,1.1076019,1.0898577,1.032516
mouth,1.0874492,0.79190844,0.9594825,1.0231428,1.0451778,1.0735856,0.9657442,1.3255652,1.1833742,0.97144,1.2293642,1.0574783,1.1990749,1.0387094,1.1323524,1.1645663,1.0699086,1.2211888,1.1162167,1.1362948,1.193606,1.0522424,1.0338595,1.2781868,0.97232705,1.1948705,1.2005404,0.96216965,1.0535215,1.2550015,1.1042392,1.1107583,0.99132425,0.96235174,1.003847,0.9298634,1.132035,1.0791005,0.9963781,1.2343953,1.0868423,1.0156431,0.97195834,1.0981649,1.0202472,1.142308,0.9732399,0.98385,0.95285594,1.134138,0.44069505,0.68832403,0.5404642,0.9084526,1.2266121,0.94000494,1.0283649,1.0097846,1.0825108,0.90978295,0.7138835,1.001561,0.74807155,0.66836905,1.0829124,0.70984554,0.8536226,1.0351194,1.0716738,0.97188956,1.035728,0.99451566,0.99277,1.0426698,1.1640947,1.1738943,1.0865543,1.1308285,0.96169066,1.0993448,1.0364394,0.0,0.888306,0.82727903,1.1500984,0.6452507,0.5239913,0.9265865,1.2049115,0.95848155,0.97885513,0.9559216,1.2034955,1.0307261,0.98131895,0.95413065,0.8428465,1.1885499,1.0236642,1.182646,1.0790043,1.0265759,1.0442877,1.111854,1.1690623,0.9447496,1.1953725,1.0716504,1.0545462,1.0906463,0.86075616,0.90234894,0.8034401,1.1996396,1.184546,1.2038078,1.1302856,0.7930642,1.1173565,1.008664,0.9874434,1.1653638,0.69912845,0.9855091,1.2472717,0.95022297,1.2061864,1.0539337,0.5315926,0.5520439,0.9691476,1.1690423,1.164322,1.1693356,1.0300521,1.2220614,0.9008254,1.1553206
muffin,1.0126524,0.6799058,0.7529651,0.93983275,0.7965421,0.8191576,1.0021781,1.0966352,1.2180552,1.0629414,1.298858,1.0754293,1.2788584,1.1536953,0.7800075,1.1825786,1.1606232,1.1397806,1.0099107,0.9445284,1.1484575,1.006957,1.0404501,1.0715743,0.85684246,1.0536867,1.1513984,0.87933743,1.1882133,1.2344805,0.89008254,1.0475504,1.2165241,1.0732208,1.1159114,0.8465549,1.2697961,0.99097246,0.9854968,1.2315748,1.0015152,0.9913962,0.97721326,1.0845222,0.99364007,1.1370829,0.9343196,1.1367571,0.6246902,1.2260786,0.91972184,1.0361722,0.6904479,0.9538638,0.9824958,0.8695318,1.0430182,0.9016455,1.2137086,0.9488438,0.8859428,0.87091553,0.92713493,1.0125164,0.85651743,0.9490197,0.81545067,1.0575923,0.88889855,1.1560738,1.228027,0.9494842,1.2513806,1.076286,1.1333855,0.87907726,0.96366775,1.0065405,1.0765038,0.93019134,1.0638229,0.888306,0.0,0.8497732,1.0288347,0.7868477,0.5825379,0.7743277,1.1010597,0.8195205,1.2215935,1.2232848,1.1331049,0.9937207,1.0118493,1.0935328,0.8977705,1.018489,1.0139238,0.9020335,0.9555682,0.8625473,0.81968474,1.1284397,0.8526383,1.0533973,1.2516532,0.97388965,1.0912769,1.0830678,1.1210725,0.95163447,1.1708803,0.91358817,1.2193141,1.095978,1.2331012,0.8667242,1.0575536,0.8217046,0.818653,1.0202531,0.99077564,0.85909784,1.1334196,1.239141,1.2487645,0.8531882,0.6747197,0.975365,1.150281,1.0043885,0.97046113,1.156474,1.0951505,1.1583935,1.0213491,1.2289691
nail,1.2535139,0.8508884,0.4666798,1.274013,0.6223482,0.6782098,1.2076745,1.313071,1.4382602,1.0734061,1.4774507,0.34068418,1.4689589,1.3927076,0.8872119,1.4341652,1.4021773,1.349412,0.27366227,0.7548426,1.3395233,1.2456125,0.7413523,1.0632969,0.81699145,0.93632066,0.96065813,1.0600595,0.9564469,1.4109235,0.58873,1.2081707,1.0966376,1.2473441,1.2524201,1.1504258,1.3813012,0.89532644,0.3057319,1.4602772,0.25991708,1.1738034,1.1966053,1.3645015,1.2101297,1.2176175,1.0445797,1.1545713,0.7745484,1.1679212,0.7724431,1.0933305,0.55337846,0.3232305,0.7001194,1.0920355,0.54825187,1.1118982,1.1960176,1.1454384,0.15103823,1.0336769,1.0166001,1.0669386,1.0120815,1.1322953,0.40543354,1.1404774,1.0238495,1.2287974,1.2173803,0.7324018,1.2895483,1.1733048,1.1465926,0.7540803,1.2420404,0.99524945,1.3690158,1.0613909,1.1165075,0.82727903,0.8497732,0.0,1.0667505,0.3592744,0.3520726,0.66524255,1.1870117,0.99316496,1.4121506,1.2601988,1.4025354,0.34732443,0.20793784,1.1387523,0.9195971,0.91273355,1.2509047,1.1574452,0.9846421,1.0375667,0.6230962,1.3543055,0.7705467,0.52408206,1.3524761,1.0330213,1.3525705,1.1946201,1.1824099,1.1983714,1.216168,1.005702,1.2805737,1.3487521,1.4675715,0.31189615,1.2089843,0.3947662,1.1700718,0.59131694,0.8746267,0.90039957,1.3335574,1.2354321,1.4455,0.61067796,0.31600738,0.22100794,1.2970471,0.96555144,1.0502099,1.4744549,1.0334578,1.1823655,0.12794745,1.2810781
napkin,1.1672225,0.7676614,1.0610782,0.9489092,1.119159,1.1208444,0.993235,0.89304346,0.8308381,1.1625308,1.1768163,0.9380008,0.8794813,1.0446671,1.037327,0.8430935,1.1020573,1.2226567,0.92837065,0.90307903,1.0668392,1.082439,0.7074359,0.7990849,1.146803,0.5420754,0.8597538,0.8395638,0.92370045,0.6211884,0.96777093,0.94823164,1.0619,0.8675845,0.914062,1.0922625,0.9871579,0.9077191,0.8998626,1.0518445,0.87149173,1.1150218,1.1370376,1.150151,1.1988174,0.84334874,0.8158686,0.9254838,1.1282651,0.9860522,1.1720729,1.3231113,0.9847605,0.9895612,0.91200054,0.8393,0.7750318,1.1734074,1.0817707,1.0549321,0.9940193,0.56231236,1.1525064,1.2797884,1.063286,1.0872091,1.0109895,1.2046667,1.150605,1.0050311,1.0015671,0.9653202,1.0201831,0.7922371,0.8580121,0.8422059,1.0103697,0.9805,0.9335963,0.69888955,1.1033597,1.1500984,1.0288347,1.0667505,0.0,0.80842996,1.0845809,0.9963477,0.85811335,1.1430988,0.916023,0.9807334,1.0801442,0.8736239,0.9961375,1.1601877,0.9786368,0.3303728,0.94554555,1.0237435,1.022785,1.1014676,1.1369871,0.7120262,0.82905567,0.9746367,0.84044504,1.0899422,0.9509903,1.1341658,1.0997893,0.8158813,0.9741217,0.65014297,1.2147186,0.67384267,1.0480236,0.848303,1.122891,0.9127488,0.6673845,0.81010103,0.9870452,1.0856963,0.88369954,1.1148524,1.3439631,0.9994372,0.97283345,1.009289,0.85738295,0.06725371,1.2145698,1.1693571,0.89166003,0.7992983,1.0373579,1.0365937
