,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
owl,0.80629015,1.3207393,0.987218,1.0949867,1.036242,1.0449921,1.0525899,0.9245858,0.981528,0.79745775,1.247229,1.0200821,0.9450348,0.9305701,0.72696733,1.0944455,0.8713609,1.0328803,1.0874871,0.95060694,1.0549823,0.92376786,1.0922701,0.967806,1.1419371,1.0096399,1.2187685,0.7671522,1.01594,1.0788573,0.916978,1.0185664,1.0743712,1.044594,0.8985152,0.9945956,1.1595074,0.8832129,1.0713029,1.0937032,0.6277264,0.68036216,1.0437971,1.1197662,0.95666367,1.1948538,1.098346,0.7580426,0.89220375,1.289764,0.9289379,1.130322,0.957988,1.1673584,1.1546164,0.70178187,0.9634239,1.1102886,0.86065716,1.0197462,0.9408225,0.6801771,1.1425264,1.0471877,0.9547018,1.1525333,0.9982762,1.0246332,1.063414,1.1505678,0.9718505,1.047227,1.1151193,1.0411992,1.1359415,0.92136806,0.9129379,1.1080208,1.0130352,1.0784262,1.134054,1.2692508,1.1261872,1.1079192,1.0276679,0.0,0.9610388,1.0933596,0.9486484,1.1051852,1.1280293,1.0216452,1.0769616,0.8090313,1.0691098,0.9556844,1.1669716,0.9600763,0.85961974,0.97293013,0.99284184,0.9654461,0.73821115,0.94845575,0.9862547,0.9934176,0.9301729,1.0859568,1.1214812,0.90180755,1.1217916,0.9229282,1.1510129,1.0738317,1.0961004,1.1233871,1.2208083,1.0481913,1.134131,0.9843141,1.0314553,0.95791185,0.8779986,1.0209752,1.2680306,1.1651274,1.1352051,1.133117,0.8516988,0.9263496,0.86730635,1.0916959,1.030706,1.1468866,0.8938578,0.84706223
pajamas,0.7785423,1.0257053,1.3676287,0.42778367,1.4508989,1.4357109,1.371171,1.2547095,0.7188288,0.4931646,1.0200455,0.54708576,0.38302326,1.3888612,0.36336362,1.1462054,1.059162,1.4776539,1.3658503,0.9887901,1.3802319,1.3603315,1.3181959,1.3987105,1.3216416,1.1686792,0.9256927,0.7747493,0.8973204,1.5388955,0.8195769,0.85598814,0.9669756,1.1836643,0.56725216,0.99426055,1.4843342,0.79606545,1.5207561,1.3017868,0.96688926,0.98032093,1.0496811,1.0006701,0.28345156,1.0018706,1.1485068,0.95954835,0.71554595,0.9313095,0.82313526,1.1973901,1.4434175,0.8921338,1.3882396,1.2672492,0.76090133,1.3215958,0.9169636,1.1778388,0.72851676,1.2386153,0.6172367,1.3622036,1.1369607,0.90543646,0.39624858,1.3039626,0.14606822,0.8469027,0.9388418,1.5536194,1.2272685,0.7525326,1.1680356,0.4669941,0.92208517,0.98331136,1.0612283,1.3033073,1.138655,0.92756444,1.0553533,1.0715829,0.7023848,0.9610388,0.0,0.21181965,0.87559706,1.4798636,1.4159273,1.2887678,1.0541785,1.09219,1.1991833,1.2633253,1.4401987,1.2561648,0.9535549,0.57495004,1.3770059,0.79153585,1.1918505,0.53740823,0.924075,0.25946754,0.58813345,0.14790243,1.2168355,0.64005387,0.92828226,0.64555013,1.3224756,1.4418156,0.59084296,1.2749159,1.4476423,1.3040628,1.2630664,1.0618714,0.3638481,0.7129831,0.66560495,1.3782771,1.0698932,1.112299,0.6704705,1.1934485,1.3319468,0.8545931,0.9674534,0.968493,1.2338588,1.359334,0.95885855,0.8162836
pants,0.8181823,0.8899555,1.3630998,0.49434292,1.4100345,1.4200369,1.2793477,1.2797925,0.76558197,0.6196339,0.769119,0.566187,0.56807405,1.3971658,0.525211,1.1528409,1.1563488,1.4645818,1.3377846,1.0829518,1.3829136,1.310031,1.3654398,1.3630215,1.2673297,1.1128515,0.8539859,0.7394149,0.93974555,1.4706811,0.9408599,0.87657017,0.97519565,1.1847136,0.62825286,1.018266,1.3783975,0.95765835,1.4959916,1.2029152,0.989831,1.080327,1.1234192,0.988034,0.28844404,0.964059,1.0927962,0.9838452,0.83456105,0.78029233,0.86726654,1.0694323,1.4284822,0.8246875,1.3027443,1.2691503,0.85347855,1.2224592,0.9590906,1.2268507,0.81796956,1.273667,0.6077549,1.2609282,1.1185282,0.9883199,0.3466419,1.3065012,0.11968279,0.75274867,1.0122985,1.5217439,1.1426477,0.79683536,1.1762127,0.59124863,0.91272193,0.97666854,1.1500607,1.2400393,1.1323858,0.87776244,1.030746,1.0118389,0.6713152,1.0933596,0.21181965,0.0,0.9373956,1.3796722,1.310848,1.1677856,1.0321679,1.0521897,1.1170774,1.3043128,1.3517935,1.1961162,0.9920502,0.5544937,1.3101605,0.85039514,1.2088456,0.5106474,0.9950043,0.31408894,0.6920379,0.100168586,1.239866,0.73510164,0.93228585,0.8006534,1.2554817,1.3661878,0.6494497,1.268576,1.3760219,1.2090899,1.1717492,1.136647,0.29870868,0.78639734,0.76999664,1.386187,0.9261507,1.0321292,0.7925413,1.1911268,1.4105024,0.9461212,0.95512295,0.8634672,1.2063522,1.2519612,1.009884,0.8690618
paper,0.49411547,1.2887905,1.1979376,0.684323,1.2509425,1.3108509,1.2730244,0.8134378,0.7083354,0.55103564,1.2078754,0.7689998,0.5863009,1.0852306,0.62029135,0.9891726,0.2752384,1.2819407,1.139185,0.5423349,1.2152132,1.2480325,1.0293254,1.1137594,1.2581577,1.0312164,1.1134789,1.1106187,0.87820363,1.2446157,0.6909219,0.8178942,1.0149512,1.0446316,0.74655926,1.0395113,1.2765326,0.7170566,1.2463555,1.3546672,0.79705876,0.769663,0.99919605,0.90247095,0.9534931,1.1897545,1.0968149,1.1183939,0.89229155,1.1895351,0.98843825,1.242753,1.1579919,1.2204767,1.1963065,0.85524,0.85282373,1.2692422,1.0241808,0.85233706,0.96703523,1.1155733,0.84367406,1.3845205,0.91524315,1.0585152,0.8516531,1.0709049,0.93164384,0.89430636,0.87154216,1.228129,1.1728848,0.83962923,1.0030642,0.8636245,0.91696787,1.0820084,0.91958344,1.2849706,1.1870553,1.2602699,1.209114,1.1853423,0.7772734,0.9486484,0.87559706,0.9373956,0.0,1.2100708,1.2023293,1.3316394,0.8712393,1.0909209,1.2732921,1.0400041,1.1733721,1.1093084,0.9453024,0.7326876,1.1518958,0.849877,0.825974,0.96871203,0.8711379,0.9080158,0.8987067,0.9410086,0.8721634,0.8205823,0.75170994,0.6509098,1.3565685,1.1317263,1.0072978,1.0452199,1.1507599,1.3291489,1.3190322,0.74792254,0.9572899,0.8716042,0.46011692,1.1642559,1.3235238,1.1984048,0.72556263,1.1663873,0.8999747,0.58424175,0.97015446,0.97506344,1.1237642,1.4030254,0.8929658,0.78713155
pen,1.3146105,0.84749407,0.5895636,1.4047192,0.6648783,0.55665517,0.5707907,1.0282216,1.4093523,1.520747,0.80983543,1.3702664,1.506554,0.5952985,1.4354485,1.0399976,1.0375041,0.40831518,0.8155273,1.3102435,0.5369073,0.7034064,0.98205286,0.5953965,0.8109704,0.91575813,1.086038,1.049435,1.3202891,0.37015367,1.4144465,1.3931624,0.9477882,1.0969341,1.5024419,0.9869861,0.13633299,1.4640356,0.49802864,0.80708003,1.2100152,1.1748755,1.1937885,1.1464717,1.4040945,0.9917843,1.1245195,0.9358939,1.2966936,0.9283165,1.1772054,0.5497217,0.59988624,0.92343473,0.3080911,0.94387215,1.4293567,0.38014925,1.1602256,0.90597904,1.2577679,0.79116654,1.2894654,0.5157203,1.0727451,0.90553725,1.362364,1.0692372,1.4140525,0.88440424,1.1641078,0.45453846,0.7187409,1.3475795,1.0421884,1.490706,1.1415819,0.9785202,1.1362729,0.4849748,0.6983335,0.8029317,0.8923592,0.97059786,1.3438554,1.1051852,1.4798636,1.3796722,1.2100708,0.0,0.1375221,0.71443546,1.068411,1.1182204,0.629237,0.8943972,0.56730235,0.9422753,1.0477984,1.369928,0.8222884,1.3165312,0.9933574,1.3451064,0.96189225,1.4135756,1.1879954,1.4420205,0.93637234,1.4355018,1.2536391,1.3898423,0.48729545,0.65127486,1.2072797,0.92976826,0.53865576,0.4603964,0.8871923,1.2378404,1.3566569,1.2483085,1.4841343,0.8097171,0.78716195,0.7185591,1.1269403,0.601735,0.9717579,1.3271178,1.010125,1.127742,0.9300051,0.37937844,1.1431197,1.2511021
pencil,1.3147589,0.83811295,0.6047883,1.379647,0.65327406,0.6154433,0.59993696,1.072903,1.3810883,1.4468446,0.7490145,1.320787,1.5100135,0.67378557,1.4304965,1.1384509,1.067044,0.49149573,0.8372233,1.2807249,0.53521,0.7748313,1.0617248,0.6372397,0.87587637,0.97932744,1.0214021,1.0888674,1.3110433,0.4445548,1.3550668,1.365566,1.03317,1.0436343,1.4051074,0.9392467,0.12045658,1.4261342,0.52222276,0.7357478,1.2301052,1.1585976,1.1378412,1.1240419,1.3419433,1.023419,1.0711691,0.96911377,1.2339648,0.891183,1.1915872,0.52414113,0.7078683,0.9599461,0.48475784,0.9530896,1.4773133,0.3515454,1.2280931,0.89201456,1.2190315,0.7815279,1.2897674,0.5382779,1.0331513,0.98446167,1.3200715,1.1220242,1.3497697,0.95111716,1.1418006,0.5345799,0.74519104,1.333633,1.1042398,1.5105824,1.1346302,0.94779694,1.1404089,0.46124566,0.6995655,0.7508235,0.89356667,0.9108893,1.3502008,1.1280293,1.4159273,1.310848,1.2023293,0.1375221,0.0,0.8028313,1.039715,1.0529362,0.66358054,0.93847036,0.5936277,0.9148487,1.0978888,1.3733735,0.90747154,1.3164594,0.9866448,1.3003457,1.0211641,1.3437701,1.220084,1.3713143,0.9454615,1.3504128,1.276866,1.3957841,0.50711775,0.71616584,1.2002761,0.8921877,0.61863923,0.4866668,0.84298325,1.2347894,1.2978919,1.281429,1.4314673,0.8260834,0.73508185,0.6085477,1.1983985,0.63463706,0.979897,1.3408259,1.0479847,1.0033203,0.9714893,0.4086209,1.1745993,1.28182
penguin,1.2722045,0.69557256,0.87012744,1.3748168,0.7691963,0.72360915,0.78004324,1.0144259,1.399349,1.4542075,0.83157706,1.3691386,1.420862,0.6215637,1.3744526,0.9884856,1.2278494,0.6559459,1.0014071,1.2704498,0.7627509,0.6325644,0.95161366,0.68575394,0.630098,1.0348037,1.1994246,1.035475,1.1223748,0.568122,1.2942214,1.2208365,1.0992281,1.0381365,1.3654346,1.0980376,0.7296387,1.3281927,0.7838882,0.47602654,1.0206442,1.0375175,0.9200485,1.1016035,1.1052018,0.87472874,0.9799931,1.0382776,1.2718652,0.9707854,1.1600101,0.88841164,0.6569282,0.81211495,0.69965005,0.97557014,1.331948,0.78957987,0.8788709,1.1913065,1.1820827,0.8734491,1.3051739,0.5432168,0.9607599,1.0964456,0.9978926,0.9142906,1.2602923,1.217938,1.1477275,0.61261535,0.7609372,1.2671156,0.90200907,1.2804434,1.1581264,1.12956,1.0582826,0.8011742,0.47759867,0.7875083,0.994106,1.0725749,1.322299,1.0216452,1.2887678,1.1677856,1.3316394,0.71443546,0.8028313,0.0,1.1019089,0.89331734,0.63123924,0.84502035,0.88569576,0.6807064,0.9733408,1.2390795,0.7769467,1.1505266,0.9852868,1.1917626,1.2048078,1.1404314,1.2232091,1.2087165,1.0217146,1.1851732,1.2681743,1.464912,0.6342081,0.8014605,1.0334808,0.94379234,0.7033025,0.6426277,0.7232002,1.1233003,1.1119983,1.259498,1.4886256,0.8943946,0.8079705,0.98145336,1.4553405,0.486463,1.048288,1.3915598,1.135434,1.0017632,0.78060895,0.6459559,1.1446654,1.15353
pickle,0.9171152,1.142605,0.9774934,1.0493126,1.0184225,1.0729282,0.7771965,0.99226356,0.927917,1.0134224,0.9540738,0.9810977,0.9270498,1.1120133,0.9837342,0.91749424,0.8698605,1.1735916,0.95287323,0.8790446,1.1637323,1.1687704,0.90392077,1.121016,1.0481117,1.0313414,0.73117405,1.0644474,1.0558003,1.1369605,1.050139,0.9749945,0.93273044,0.7836544,0.98794335,0.95754135,0.9763466,1.0042658,1.0643984,1.1132324,1.0817049,1.0225545,1.0704644,1.0785197,1.0692954,1.1092681,0.74785554,1.0381005,1.1160772,1.0036725,0.953462,1.0041412,1.0954994,1.1027404,1.0083722,0.8905756,0.79595244,1.13889,1.0906628,0.6339679,1.1360953,1.0965686,0.99035066,1.2263701,1.0979033,0.9745615,1.0357571,0.8351394,0.991877,0.9376608,1.0894756,1.1470962,0.95343333,0.726074,1.0475764,0.89178383,0.977739,1.060713,1.0029343,1.2085989,1.0089746,1.0672082,1.1264138,0.7683718,1.0513839,1.0769616,1.0541785,1.0321679,0.8712393,1.068411,1.039715,1.1019089,0.0,1.1306857,1.0732728,1.0289456,0.9101376,1.0939655,1.0083829,0.96874166,1.1426507,1.0639379,1.0736452,1.0563332,0.90160346,1.1035962,0.92890906,1.0344312,0.8482154,1.0448192,0.91575336,0.94249815,1.0966164,0.9144075,0.9491415,0.7395351,0.9778008,1.1248254,0.9364685,0.95177776,1.1172618,1.0026034,0.9807335,0.9929667,1.140095,1.0460953,0.7941781,1.0510167,0.9181179,0.79164684,0.9740568,0.95194757,1.0893816,1.1651688,1.1089299,0.9730722
pig,0.85738426,0.8616272,1.0696924,1.1397251,1.0145845,0.99416775,1.1098331,1.1130961,1.1962484,1.1755115,0.9650245,1.1905723,1.0798988,0.7574434,1.1243583,1.086154,1.0471069,1.0710324,1.0986978,1.0565461,1.0204399,1.0032264,1.1141723,0.86883676,1.0144476,1.0086617,0.9880786,1.0526115,1.0948539,1.0736362,1.1410302,1.0984877,1.153102,0.9588626,1.053392,1.0830493,1.0821797,1.1651099,1.0556595,0.5175604,0.44897473,0.74639404,1.019236,0.97304165,1.0097344,0.94638366,1.0023433,1.1375555,0.9782973,0.9813984,0.97167003,1.0166943,1.0484216,0.88865536,1.0908798,0.68367636,1.2018089,1.0187751,0.80338717,1.0631118,0.97712827,0.8644576,1.0980407,0.9149109,0.34948128,1.0838051,1.1327825,1.0821424,1.1015452,1.2973261,1.1255128,1.0658717,1.039059,1.1769068,1.0100524,1.0244627,1.095087,0.98415524,0.90902513,1.0373074,0.9543237,0.92294633,0.9684694,1.0450455,1.1030513,0.8090313,1.09219,1.0521897,1.0909209,1.1182204,1.0529362,0.89331734,1.1306857,0.0,0.93607527,1.032737,1.119952,0.32490933,1.0885156,1.0726839,0.92880315,1.1240348,0.5658807,1.086884,1.1141294,1.0844542,1.0735319,1.0332011,1.0486695,1.1195203,1.148872,1.2538807,1.0009053,1.0652133,1.0333183,1.0811204,1.0804373,1.0471947,0.8645184,1.0613991,1.0995991,1.1387556,1.184135,1.0101013,0.9283517,0.99141824,1.2781957,1.0222335,0.98069966,1.2224162,1.1035202,0.85620165,1.0733366,1.0309596,1.1502861,0.7580501
pillow,1.3210919,0.7943015,0.8625992,1.3457747,0.905002,0.80882,0.77825975,0.95328933,1.195447,1.2322677,0.61699593,1.0151722,1.45172,0.86493605,1.0451471,0.97960615,1.2411745,0.6202518,0.9167062,1.2107733,0.72790694,0.7547806,0.8902634,0.8893492,0.49914515,0.72999084,1.1485506,0.88747275,0.887557,0.69085956,1.1137501,1.1624875,0.9803463,1.219419,0.98741543,1.15525,0.64109266,1.2517077,0.7226103,0.7393054,1.1424654,1.2300737,0.8116809,0.8556713,1.1942852,0.95815104,1.2174942,0.9759151,1.2588873,0.9827479,1.0446662,0.56224656,0.67644197,0.77439034,0.56164014,1.1727076,1.4001274,0.65448296,0.9401612,1.2672403,1.2166545,0.99722946,1.3189727,0.6998632,1.0648583,1.2735553,1.0309563,1.0626932,1.0961106,1.0996857,1.0375711,0.6081124,0.82721335,1.3193053,0.83931804,1.3688936,0.8685303,1.1718576,1.1494197,0.7163597,0.45472246,0.8937335,1.0557926,1.127557,1.1893777,1.0691098,1.1991833,1.1170774,1.2732921,0.629237,0.66358054,0.63123924,1.0732728,0.93607527,0.0,0.99190414,0.5755373,0.9158242,0.9843707,1.2179943,0.56146747,1.0118861,1.1600108,1.0892938,1.3565274,1.1820446,1.2779804,1.1316686,1.1616902,1.2523855,0.9206149,1.4656241,0.6964752,0.8602973,1.1414495,0.8726245,0.8900051,0.7240256,0.7272274,1.1969626,1.1669192,1.22621,1.42915,1.0525156,0.8382322,0.86661375,1.4576405,0.41097522,1.2226585,1.4692597,1.0780661,0.91083217,0.79839,0.5626502,0.92106175,1.2219241
plant,1.0172007,1.1207768,0.9265765,1.147604,0.9736663,0.9222704,0.9582824,0.8939103,1.1250036,1.0234618,1.2188786,1.1577034,1.2493129,0.76082504,1.1331756,1.00384,0.94223285,0.8366058,0.9630125,1.0130794,0.95234036,0.4040041,0.87713456,0.7525375,0.8206003,0.8816738,1.2830768,1.1255348,0.8918834,0.7665342,0.9584872,1.0465057,1.0574505,0.9575769,1.0632684,0.95253825,0.9562669,0.8911494,0.8784907,1.0295011,1.0044442,0.8512589,0.84321856,1.0221908,1.1829458,1.1049486,1.1382179,0.9864248,1.1085365,1.2367454,1.1572869,1.1107312,0.4894576,1.0379767,0.8780401,0.9127863,1.0010619,1.0368677,1.0780149,1.112887,1.1044455,0.960032,1.2330351,1.0036179,0.9742104,1.0319129,1.1394705,0.8560418,1.331699,1.152549,0.77557766,0.6101699,1.0141528,1.2138367,0.8768482,1.279032,1.0167246,1.1026809,0.93530566,1.0855554,0.8984115,1.1251853,1.1100165,1.2408454,1.1340286,0.9556844,1.2633253,1.3043128,1.0400041,0.8943972,0.93847036,0.84502035,1.0289456,1.032737,0.99190414,0.0,1.0843863,0.94521326,0.9992591,1.211624,0.907364,0.9502965,0.88885283,1.1687571,1.021227,1.1850675,1.2420087,1.3177893,0.9231797,0.96532357,1.1473389,1.0702705,1.1037786,0.8229831,1.2329079,0.89858973,0.88249505,0.822384,1.0428826,0.93575144,1.1995974,0.7869309,1.0816467,0.97817683,1.2188472,1.1090522,1.216071,0.8922323,0.94189084,1.1443142,0.77237165,1.0765525,0.6261463,1.0831808,0.66389966,1.1482911
plate,1.2469934,0.98251945,0.55313116,1.4173758,0.55878186,0.66342026,0.5896256,0.878836,1.0352473,1.391847,0.79484564,1.2678211,1.3827899,0.9062058,1.3611858,0.8923659,1.0775101,0.53190005,0.39542913,1.1686289,0.51664644,1.0100137,0.6569083,0.8420216,0.7843573,0.8351226,0.95599514,1.0825974,1.2338877,0.56732607,1.2287292,1.1692609,0.9655426,0.89523256,1.3464599,1.1332214,0.5237886,1.3400705,0.39067358,0.8769682,1.2332174,1.1906004,1.1199481,1.1093719,1.3758788,1.0746228,0.7365165,1.0037467,1.2791575,0.9887575,1.0947889,0.50704765,0.6918523,1.0379643,0.62514186,0.9665134,1.1015539,0.60143,1.12726,0.83445185,1.2844733,0.9362569,1.2497191,0.7268037,1.122791,1.1849089,1.3651818,0.7653961,1.3615644,1.0384206,1.265165,0.62425625,0.79043436,1.0379857,0.98789597,1.3687398,0.98334694,1.0270414,1.0979232,0.5894683,0.79981863,1.0244845,0.99112415,0.81245387,1.2381021,1.1669716,1.4401987,1.3517935,1.1733721,0.56730235,0.5936277,0.88569576,0.9101376,1.119952,0.5755373,1.0843863,0.0,1.0283281,1.1001608,1.2706013,0.6645525,1.2575142,1.0962486,1.3236077,1.2140999,1.384109,1.2431984,1.3748635,0.9796069,1.3308985,0.7828725,1.3431547,0.608649,0.6474246,1.267645,0.5001198,0.6943239,0.80139583,0.7801954,1.1516035,1.347929,1.3865783,1.2652111,0.61355853,0.8649741,0.807562,1.2432258,0.7770147,0.9076656,1.0847561,1.0033716,0.9931151,1.1372213,0.5421963,1.1106201,1.2856716
pony,0.8250166,0.85629916,0.93670946,1.2745202,0.8945497,0.86794263,0.9398891,1.1137255,1.3387482,1.3227044,0.93862164,1.3365263,1.1873157,0.6078403,1.2661496,1.0493555,1.0226175,0.9172562,1.0755141,1.1401528,0.94182056,0.8593676,1.1159122,0.6668523,1.0034926,1.0552367,0.9501688,1.0646173,1.2014623,0.89724416,1.2742133,1.2198995,1.1184738,0.92682105,1.2672932,1.0103444,0.8959078,1.2777199,0.9429249,0.3126812,0.45127785,0.7641419,1.0744212,1.067969,1.1120765,1.0228266,0.9951351,1.0516019,1.1954744,1.0297159,0.9967082,0.9601781,0.85845023,0.8879899,0.9519832,0.60735136,1.3090954,0.89423394,0.90239906,1.0721792,1.1673331,0.8976401,1.1951439,0.8221544,0.10621333,1.0674273,1.2291859,1.0241363,1.2458763,1.2911495,1.1820412,0.89958906,1.0555882,1.2283412,1.0551735,1.1788464,1.1715189,1.0397687,0.9270444,0.9531891,0.8606337,0.89461344,1.0235764,1.0283247,1.278995,0.9600763,1.2561648,1.1961162,1.1093084,0.9422753,0.9148487,0.6807064,1.0939655,0.32490933,0.9158242,0.94521326,1.0283281,0.0,1.0923469,1.1446664,0.9582576,1.2461275,0.43797088,1.1899737,1.042949,1.2240691,1.165107,1.1997736,1.026819,1.2430409,1.2680961,1.3427491,0.90749466,0.9276067,1.0982713,0.9777533,0.9528325,0.89588946,0.7811818,1.0798991,1.2393079,1.1822236,1.3296206,0.95351994,0.9644746,0.938202,1.3313159,0.92304265,0.9634685,1.270257,0.94271934,0.82627803,1.0464096,0.9143029,1.1710558,0.69452053
pumpkin,0.96456313,1.0269545,1.0834066,1.0259982,0.9313834,1.0068691,1.0294755,0.9166346,0.9782638,0.9196948,1.098558,1.0792054,0.84878886,0.9648128,0.7261885,0.9939129,0.94883597,1.1207848,1.0517049,0.9832477,1.1340221,1.0577662,1.0359727,1.0279902,1.0928694,1.118101,1.057406,0.90215707,1.0776908,1.0753703,1.0398098,1.1440147,0.9475504,0.81403965,0.9992547,1.0383557,1.063167,1.0166422,1.0968567,1.1610744,0.99320966,0.9909969,1.0531763,1.1101514,1.0586942,0.8868035,0.9876594,0.8884169,1.1243807,1.0552263,1.1140164,1.0643775,1.0722091,0.9144081,0.9711254,0.96698743,1.0566287,1.1128272,0.8140829,1.0065509,1.1196325,1.056575,1.0727187,1.0370382,1.0851262,0.9929347,0.8553746,1.0373386,0.96295154,1.1025383,1.1098092,1.0465165,0.8260172,0.86347735,0.9550991,0.904652,1.0679286,1.0285723,0.89417684,1.0860467,0.88498,1.0578779,1.0073384,0.838117,1.0592049,0.85961974,0.9535549,0.9920502,0.9453024,1.0477984,1.0978888,0.9733408,1.0083829,1.0885156,0.9843707,0.9992591,1.1001608,1.0923469,0.0,0.9362891,0.978991,1.1307117,1.0318909,1.1213255,1.0129659,1.0672544,0.8297967,1.0180523,1.0407807,1.0817133,1.052839,0.9701289,1.0212901,0.89819413,0.83461964,1.0398402,1.0268548,1.1519889,1.0346177,0.99750376,1.0838946,0.9441002,1.0167238,0.9109496,1.0916717,1.0964901,1.042799,0.8882907,0.9374428,0.96206474,0.9750078,1.1105676,1.0859342,1.1136417,1.0272211,0.9609395
purse,0.63561034,1.0860045,1.4532281,0.6849049,1.4160471,1.3822169,1.2590971,0.77279174,0.55533993,0.60207754,1.1118836,0.6031338,0.43693858,1.3290404,0.4319892,0.80745614,0.80464005,1.4330559,1.0176133,0.61220324,1.4733295,1.2848835,0.89152634,1.2920799,1.1209047,0.9763549,0.9243272,0.9977847,0.7906128,1.4590185,0.81749225,0.79461,0.97728,1.0630715,0.6824777,0.96710026,1.4293432,0.77227163,1.4023125,1.268999,0.9012862,0.90173334,1.1251677,0.9366605,0.633919,1.2341466,1.0974503,1.0760974,0.9968245,1.1506567,0.9341797,1.3034246,1.3728361,1.0765004,1.2598526,0.98510545,0.77535975,1.3871781,0.917063,0.96818036,1.0275167,1.2618487,0.81264573,1.2707598,0.98551244,0.9086612,0.50526285,1.0352763,0.5006112,0.6467004,0.98717463,1.4961329,1.2590951,0.7573272,1.1166755,0.52792764,0.88725924,1.2168158,1.0143888,1.4105897,1.1697215,1.1434417,1.3598721,1.1161269,0.71976995,0.97293013,0.57495004,0.5544937,0.7326876,1.369928,1.3733735,1.2390795,0.96874166,1.0726839,1.2179943,1.211624,1.2706013,1.1446664,0.9362891,0.0,0.9762046,0.90239894,1.0536482,0.7229557,0.70824003,0.7625936,0.40784562,0.5421526,1.0469174,0.81081504,0.6936015,0.6095215,1.211709,1.2472785,0.6720483,1.2476907,1.1463096,1.2805285,1.3146784,0.8609428,0.7558505,0.8497386,0.6372476,1.1415,1.314358,1.2842844,0.64120287,1.2036868,0.9880107,0.6473601,0.8864183,0.687879,1.069848,1.3688093,1.0578191,0.74144113
radio,1.1925297,0.90487015,0.9700741,1.3031752,0.81640315,0.80697536,0.8510624,0.47759956,1.0303824,1.2571068,1.0656165,1.1467675,1.3594419,0.8629308,1.2092896,0.69394076,0.97434235,0.6950032,0.608418,0.8147136,0.9044403,0.747964,0.5578274,0.82596934,0.5761633,0.575356,1.2114617,1.1610954,0.8645808,0.80230236,1.0345594,1.0129694,1.0779891,1.0395118,1.1563125,1.1164396,0.8975111,1.113059,0.73380756,0.91966164,1.0012358,1.0580148,0.9748066,0.8779703,1.3210013,1.0967011,1.0360482,1.0832745,1.2120782,1.1168286,1.1831484,0.9444086,0.6755392,0.88771963,0.67970586,0.9550504,1.1504135,0.90943754,0.7926563,1.0093162,1.221564,1.0177531,1.2574254,0.781598,1.042877,1.1940295,1.1945317,0.678406,1.3057458,1.0023885,1.0754205,0.70958996,0.8576844,1.2887719,0.8347207,1.217948,0.8330024,1.1977372,0.9938474,0.9417518,0.8246732,1.1603327,1.1611316,1.134686,1.0290308,0.99284184,1.3770059,1.3101605,1.1518958,0.8222884,0.90747154,0.7769467,1.1426507,0.92880315,0.56146747,0.907364,0.6645525,0.9582576,0.978991,0.9762046,0.0,1.1038293,1.0599011,1.2697209,1.0601686,1.3432446,1.097775,1.3161299,0.9055764,1.24619,0.786752,1.2139908,0.766174,0.6793072,1.1050711,0.9843646,0.6925516,0.9620669,1.0232468,0.9018351,1.3210251,1.2714232,1.1755975,0.60433555,1.0664215,1.0942225,1.2637182,0.8073268,0.76253057,1.1151289,1.114517,0.83410466,0.8411746,0.7883109,1.0144243,1.1692103
