,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,1.1438673,1.2010165,1.3421054,0.923431,1.303067,0.9251703,1.2462932,0.89235765,0.62495065,0.7584299,1.0290562,0.5701091,1.0133274,1.0926678,0.8496094,1.0006374,1.0082994,1.1028478,0.9970246,0.62587845,1.3224553,0.86791366,0.7864623,1.0544958,0.45635045,0.9210623,1.0134858,0.88613236,0.49035943,1.032638,0.48978114,0.9147912,0.76352143,0.9099046,1.1616131,0.6034879,1.2230855,1.2863235,0.6443894,1.0012441,1.0712962,1.078695,1.1801088,0.391886,0.59824485,0.84694445,1.0423843,1.148356,1.1627793,1.0500447,1.1478812,1.0555372,1.2753236,0.9828387,1.1811701,1.1108934,0.9313528,0.9510414,1.2799911,0.83488655,1.2997375,1.077522,1.1304204,1.0835694,1.2190244,1.0993403,1.2212318,1.0632339,1.0574316,0.969199,0.893288,0.98801965,0.8810967,0.78764296,0.9471653,0.9530559,1.0600389,1.079334,0.9821409,1.1153833,1.1759481,1.2822702,0.89975166,1.2373059,1.2181028,1.2366416,0.0,1.2350115,1.0078739,0.93380415,0.9845871,1.0781392,1.1216364,1.1851583,1.0864977,1.1324147,0.860015,1.1960696,0.84929323,1.1464497,1.0639405,1.1617308,0.87292767,0.8065053,1.044616,0.30772454,1.0641626,1.1035254,0.88433826,1.2361367,0.98950857,1.0223718,1.0035479,0.8797972,0.7896435,0.5685019,0.9091324,1.2374561,0.9071416,1.111714,0.94686186,1.0546707,0.9071832,0.90787554,1.2293255,0.7634264,0.96782154,0.52859277,1.2088499,1.3048104,1.3184956,1.1030589,0.8542918,1.1435703,0.88684046,0.8992569,0.9065272,0.78112197,1.1971864,0.57347256
owl,0.8771102,1.0984534,1.0253829,0.86896014,0.9992822,1.1560951,0.88305414,0.93457425,0.9271434,0.8655739,1.1394513,1.0331159,0.6957339,0.8019066,0.7481888,1.0540751,0.99030113,1.0886405,1.1666427,1.1908458,0.99563557,1.2180704,1.2043436,0.9464343,1.2678618,1.1911684,0.987038,0.86422443,1.1722469,1.1434457,1.2107368,0.94110155,0.9836818,1.0043315,0.9745339,1.0215048,0.91461647,1.1356063,1.0132753,1.1086223,1.0948739,0.9146229,0.86386645,1.2167715,1.2333299,0.9472705,1.1802459,0.97290736,0.960681,0.7324417,1.0884705,0.7951134,1.082701,1.0244694,1.0535381,1.0652398,1.0571826,1.1105523,0.87941957,0.88778764,1.0643725,0.82426536,0.9605967,0.88572717,0.8163628,0.97007227,1.038726,1.0967705,1.0833921,0.84776735,0.9853899,0.89417577,1.1825327,1.0667464,1.1093433,1.1142108,1.0054299,0.6884422,0.9463608,1.0353776,0.86783886,1.0569117,1.1353788,1.1319029,0.9855985,1.0820453,1.2350115,0.0,0.7356395,0.8489837,0.9087696,0.87257564,1.1005094,1.0950884,0.96087664,1.0638498,1.1678575,1.0807087,1.070351,1.0572034,1.085377,1.0375857,1.0325024,1.2385203,1.0656402,1.1832945,0.8003465,0.96308225,0.97731304,0.9928304,0.8425572,0.91849464,1.008961,0.9673568,0.9886468,1.1776874,0.9019763,1.1107264,0.91167426,0.94889116,1.038465,1.1337591,1.1344341,0.9755664,1.0497701,0.98372257,0.8560503,0.9805201,1.0216547,1.0652179,1.0370892,1.0293615,1.0768723,0.9530631,0.98614246,1.0457901,1.0908797,1.2431703,1.0924504,1.0273252
pajamas,0.9925426,1.1563936,1.4623753,0.27576745,1.4506396,1.2876453,1.1169895,0.8178071,0.43701184,0.27790678,1.2174554,0.40875715,0.20890129,0.88851994,0.21496415,1.1205626,0.8652122,1.4401965,1.5201417,0.96814,1.421379,1.4120443,1.3681629,1.1113452,1.2699854,1.4088515,0.92211425,0.8007803,0.6390686,1.5363572,1.0977409,0.6552895,0.8694205,1.0373058,1.2586017,0.48638433,1.170658,1.5736601,0.6962985,1.3927038,1.2575115,1.0143106,1.0049268,1.0291022,1.1545188,0.48649353,1.478686,1.0719137,1.1483592,0.53201556,1.1479607,0.7559799,1.1675582,1.179302,1.3386807,1.3982307,0.9540119,1.4421117,1.1688894,0.636415,1.3540117,0.8199353,0.9588565,0.8230223,0.69496727,0.7303673,1.2985781,1.2142583,1.183465,0.3343262,0.8242657,0.12312436,1.2210218,1.0435818,1.5524611,0.8984858,1.0343823,0.46428645,0.84134066,1.0297971,1.2996552,1.4210157,1.2559258,1.2937033,1.1028446,1.4323277,1.0078739,0.7356395,0.0,0.16329622,0.5782406,0.9370107,1.4429123,1.4938517,1.0874155,1.1886125,1.1788837,1.3983738,1.2478979,1.3709042,1.2163631,1.2038413,0.7161869,1.4285891,1.2918551,0.8362273,0.6975538,1.0999757,0.7578617,1.0231466,0.30243945,0.6269587,0.44495142,0.8446013,0.8060464,1.1216035,0.53909713,1.4778931,0.8925155,1.0395906,0.7271588,1.3236384,1.2736214,1.0266737,1.2168884,0.5815173,0.30722767,0.49359637,1.4453928,1.309095,1.0855331,0.80700153,1.1259929,1.1533787,0.9024593,1.0619754,1.0141299,1.4545491,1.4859302,0.8292037
pants,0.9198813,1.1262265,1.4483252,0.34169114,1.4414256,1.2180107,1.1163574,0.83885264,0.5332927,0.3798281,1.1358724,0.43477035,0.31872952,0.9385149,0.35716534,1.1372832,0.7884923,1.4731705,1.5141879,0.91198254,1.4165139,1.287957,1.3815649,1.0899179,1.2136229,1.3896877,0.92881954,0.77647555,0.6312001,1.5356075,1.0906255,0.6335339,0.86615634,1.0227494,1.2470086,0.5184625,1.1616912,1.5376166,0.74229366,1.4252598,1.2210406,0.93922937,0.99163437,1.0096345,1.0493476,0.40392208,1.4201081,1.085185,1.1531543,0.62092924,1.1034527,0.8253006,1.1439215,1.1925153,1.3292519,1.415349,0.9724186,1.393629,1.1089185,0.72655064,1.3150842,0.87107563,0.9640589,0.8617723,0.75570893,0.76621294,1.2484956,1.168024,1.1261492,0.3817954,0.88724506,0.19744575,1.1522946,1.0541968,1.541169,0.9065771,0.98950344,0.52173275,0.82172734,1.0343517,1.305345,1.4420847,1.2349954,1.2334024,1.1282216,1.423487,0.93380415,0.8489837,0.16329622,0.0,0.56657135,0.968865,1.4520632,1.5008501,1.0825396,1.1437078,1.1987939,1.4107063,1.2194622,1.3747542,1.1691484,1.2208221,0.62075394,1.3958795,1.1879802,0.8365246,0.73223865,1.0892421,0.70395565,1.011197,0.3559265,0.58515894,0.46551704,0.872023,0.842983,1.1610959,0.6055588,1.4560695,0.9420507,1.0237432,0.7330881,1.258247,1.2627289,1.0598752,1.2541914,0.59287274,0.33226085,0.50439215,1.4562063,1.283981,1.1015531,0.82400256,1.126337,1.1156731,0.86912596,1.064654,0.97521174,1.3668478,1.4609377,0.8954313
paper,0.7163813,1.1624492,1.3973479,0.65943503,1.4223933,1.2897193,1.0533384,0.7554176,0.61458683,0.5790173,1.2138718,0.5827504,0.4851662,0.76985824,0.6363824,0.93224263,0.21793747,1.3337119,1.4299369,0.6705059,1.3922563,1.3752775,1.2588149,0.75392437,1.20243,1.2324462,0.9942969,0.9719893,0.8551792,1.4365258,1.044992,0.98925877,0.8775445,0.98528105,1.0927796,0.7339697,1.1778774,1.4098958,0.6625942,1.3067567,1.063502,0.74856067,0.80232847,1.0540121,1.0274987,0.8549273,1.4020941,1.0846211,1.1410282,0.72091657,1.1089598,0.8283855,1.2323755,1.1102229,1.1985524,1.2881033,1.0814867,1.2738869,0.82065964,0.6802296,1.3423147,1.058422,0.8592631,0.8995444,0.81907666,0.8582283,1.3293134,1.0031648,1.1359649,0.7394816,0.76227266,0.58762383,1.1187484,0.9637043,1.3933309,1.0677128,1.1181859,0.72880137,0.6809177,1.019793,1.2526317,1.3841635,1.3209795,1.3511833,1.1117605,1.3148122,0.9845871,0.9087696,0.5782406,0.56657135,0.0,0.8168713,1.3012525,1.346117,1.0267164,1.1713337,1.3708754,1.291229,1.1165642,1.147056,0.99071056,1.0231805,0.9692025,1.3219947,1.2815111,0.93786424,0.8702452,0.68888175,0.9496154,0.90576416,0.76787496,0.7890302,0.9385635,0.97047085,0.9931801,1.0360636,0.66201186,1.4530606,0.957677,0.99352324,0.8415136,1.1928376,1.2690893,1.0345633,1.2869499,0.80233896,0.75499886,0.4418363,1.3702922,1.383806,1.1764815,0.75897187,1.2934351,0.9548479,0.57284236,1.0015512,0.71892726,1.3921893,1.4527833,0.8879576
pastry,0.70163345,1.134455,1.0553108,0.99776554,1.0848566,1.093436,0.92026716,0.9506004,0.99059343,0.9302334,1.1871959,1.0119232,0.88829714,0.56170696,0.97156,0.9611741,0.8396317,1.1518399,1.2110848,0.9919449,1.1109114,1.3173797,1.2454275,0.8301333,1.2283037,1.0869403,1.0421928,1.0126996,1.1619745,1.2308176,1.0431546,1.0540969,0.99836606,1.2262917,0.47866988,0.9841345,1.0235294,1.2420927,0.90888023,1.1615655,0.81261927,0.6312993,0.79913646,1.0966533,1.181153,0.9890431,1.1558771,1.0886294,0.86585236,0.92629194,1.1543177,0.8953657,1.2076824,1.03363,1.0749242,1.1076936,1.0632417,1.3059163,0.7457054,0.8779479,1.2302616,1.1057975,0.9890483,0.8975804,0.8296647,1.0365677,1.157372,0.88468236,1.1426717,0.9990901,0.93974483,0.98290884,1.299804,1.1089721,1.2184552,0.9635424,1.0446985,0.9109175,0.85577565,1.0904272,0.9833989,1.1719964,1.316998,1.2718282,1.090706,1.0709624,1.0781392,0.87257564,0.9370107,0.968865,0.8168713,0.0,1.2269686,1.2327656,0.519165,1.0211792,1.2246807,1.1264817,1.0205292,1.042562,0.8920132,0.882606,1.2310518,1.2126181,1.0134628,1.082653,0.8396951,0.7457645,1.1372848,1.0422424,0.9938529,0.99280787,1.1590933,1.052462,1.1920022,1.149305,0.9408001,1.2442083,1.152743,0.99013644,1.1226087,1.0597471,1.2018634,1.0072618,1.0886333,1.0568243,0.9796331,0.8783945,1.0844722,1.2289331,1.1451883,1.0301402,1.3046926,0.87157094,0.89191157,1.0831301,0.8453814,1.298537,1.2174575,1.0471914
pen,1.1314285,0.889484,0.568366,1.3194114,0.4944352,0.63751864,1.0396645,1.219634,1.3149096,1.386248,0.6274134,1.3332719,1.4759066,1.1978979,1.3994408,1.0128562,1.1309055,0.36092353,0.5498526,1.1957643,0.76867574,0.6882583,0.67233545,1.14511,0.863302,0.78683096,1.0573399,1.002,1.2289127,0.5572812,1.1129827,1.1839694,1.2371691,0.89582866,0.97420514,1.3611796,1.0829153,0.19222426,1.3416967,0.31507725,1.0486946,1.23682,1.1838955,1.1474339,0.8872871,1.3535545,0.5805893,1.0258827,1.0699563,1.3106422,0.89310735,1.2143958,0.8314575,1.015949,0.54355055,0.30749238,1.0615278,0.58859575,1.124839,1.3707869,0.5499271,1.2229567,1.1928623,1.2032636,1.2951769,1.2538447,0.75471216,1.0616565,0.9095577,1.2650597,1.2336571,1.4341513,0.74779403,1.011093,0.46091843,1.070055,1.1117104,1.5009103,1.1476805,1.0436506,0.9576941,0.30828416,0.77063954,0.56635517,1.0015637,0.7658285,1.1216364,1.1005094,1.4429123,1.4520632,1.3012525,1.2269686,0.0,0.05575186,1.103897,1.00589,0.7203106,0.40891898,0.9503449,0.72521865,1.0692856,1.0933965,1.1696779,0.6207881,1.0952674,1.2029059,1.2525945,1.1904572,1.2700849,0.95644957,1.2950661,1.276142,1.2523742,1.0126504,0.97685933,0.74350977,1.3343236,0.25845134,0.915426,1.1392002,1.1480527,0.66414654,0.7397355,1.1326919,0.9640901,1.3930538,1.3274906,1.3855599,0.66838604,0.6515169,0.8412157,1.0788251,0.836033,1.0425067,1.1113943,1.0004736,1.0769908,0.6384442,0.26435632,1.1466575
pencil,1.2041663,0.8555365,0.5506413,1.3256747,0.4781878,0.73275626,0.9655719,1.1937106,1.3680708,1.4376047,0.68179905,1.3816514,1.517684,1.2565233,1.4589512,1.0249509,1.1442685,0.37697834,0.5695993,1.1828002,0.6732935,0.6367148,0.66440684,1.1629201,0.8605324,0.7838739,1.0601114,1.1115429,1.2612185,0.5515803,1.0955516,1.2101246,1.2413685,0.80719805,0.96499455,1.4093454,0.9965884,0.17889905,1.3248193,0.35398,1.0451376,1.2831516,1.139861,1.1305602,0.87760735,1.3916992,0.6311972,0.9689743,1.0428809,1.3480392,0.8564514,1.2133566,0.7388586,1.0322651,0.6088879,0.32594746,1.0354497,0.5025907,1.1365806,1.3656378,0.50783604,1.2232413,1.1349436,1.1915684,1.2422264,1.1672863,0.7211211,1.0906335,0.87077844,1.3262128,1.2482529,1.4851829,0.7080713,0.95369077,0.4494654,1.0282829,1.1056728,1.5086473,1.2191706,0.983703,0.92442644,0.30083358,0.7869886,0.5338159,0.9502322,0.7181659,1.1851583,1.0950884,1.4938517,1.5008501,1.346117,1.2327656,0.05575186,0.0,1.0867709,0.9945856,0.79924995,0.39682567,0.93640375,0.7365344,1.1021218,1.0421566,1.1835706,0.6715763,1.0479871,1.2178268,1.2760048,1.2025577,1.2883953,0.9414918,1.3569895,1.2635523,1.2656434,0.9891367,1.0387532,0.82940125,1.3312783,0.2734416,1.0013244,1.0805328,1.1399407,0.6891364,0.71652603,1.1078562,0.9355496,1.4056864,1.3876371,1.4254425,0.66929173,0.57718563,0.78983665,0.984763,0.86939263,0.9900504,1.0900178,1.0116363,1.0833721,0.6044146,0.269965,1.2082984
penguin,0.7499026,1.1215425,1.0399698,1.1576034,1.0547034,1.0825324,0.9095681,1.0069745,1.1931334,1.1324632,1.1071892,1.1778469,1.0578326,0.7524251,1.1108868,1.0033783,0.970586,1.0330038,1.0833411,0.9702276,1.0328884,1.0347232,1.0779277,0.89329183,1.066405,0.964419,1.0837154,1.1712058,1.1269648,1.0578669,1.0397032,1.0751655,1.0247221,0.99411553,0.7539861,1.081056,0.9569165,1.0927787,1.080082,1.1496464,0.86541647,0.7588742,0.844921,1.1054212,1.0044577,1.010444,0.960075,0.92178935,0.9288881,0.97699213,1.1055582,1.0477831,1.016695,0.88891006,1.0389663,1.1409726,1.0297003,0.9917027,0.76771915,1.0795544,1.1418743,0.8839435,0.93243974,1.0209057,0.75546455,0.99492526,1.0647185,0.8748944,1.0864114,1.0775524,1.0091305,1.1339636,1.0716228,1.0578128,1.0484085,1.0112119,1.1799452,0.92217004,0.9901981,1.1189402,1.0407455,1.1244662,1.0749471,1.1714468,1.106633,1.0316037,1.0864977,0.96087664,1.0874155,1.0825396,1.0267164,0.519165,1.103897,1.0867709,0.0,1.0992589,1.0462915,1.1227319,1.0153846,0.9720054,0.8604058,0.9256238,1.0090406,1.0304906,0.9688845,1.1486877,0.8174497,0.884127,1.0919614,0.9665635,1.0975803,0.97068596,1.1457978,1.0753654,1.2557535,1.0793269,1.1233113,1.1064758,1.1744978,0.9571284,1.0569485,1.1137242,1.0233523,0.89991367,0.9467635,0.950454,1.0684035,1.084645,0.9541698,1.0782852,1.0756624,0.94874376,1.0974677,0.8622848,1.005943,1.1220393,0.9208258,1.0228157,1.0978878,1.1836452
pickle,1.0237278,0.91102916,0.6323184,1.1578645,0.80174786,0.85248214,0.6497329,1.0551903,1.2162255,1.2555147,0.86863154,1.1440992,1.1567482,1.001477,1.220008,0.93569195,1.1505535,1.1146421,0.98624754,1.1866841,0.77365047,1.0183223,1.0878932,1.020173,1.1544544,1.0314938,0.84635556,0.9324092,1.2651078,1.0755528,1.1815234,1.1805453,1.1568459,1.0866958,0.97374904,1.1921129,0.80058455,0.8800673,1.2303865,1.0656788,0.97922605,1.1063459,1.1484394,1.1530279,1.0156652,1.0561943,0.79160154,0.9669099,0.7360655,1.0919527,0.90708566,1.186923,0.8476511,0.99762994,0.7825203,1.0005642,1.1205802,1.057723,0.9350337,1.0877055,0.89661044,0.93512505,0.80040103,1.1490889,0.9334366,0.8700526,1.0512984,1.0673347,0.9299989,1.2144233,1.1507872,1.0796831,0.9159677,1.1904111,1.0857946,0.98195827,0.25265563,0.8997483,1.0935189,1.0159547,0.60330606,0.98430085,1.0651921,0.90018404,0.955055,0.8244488,1.1324147,1.0638498,1.1886125,1.1437078,1.1713337,1.0211792,1.00589,0.9945856,1.0992589,0.0,0.9424328,0.9493551,0.8483453,0.90756935,1.0835191,0.77331334,1.0771854,1.0056784,0.69918543,1.1405389,1.05174,1.0045118,0.97394663,0.9199342,1.1585975,1.1270456,0.90989727,1.1363356,0.9822582,1.0941123,1.1637173,0.99047977,0.9920227,0.781906,1.0888437,0.87874365,0.9867601,1.0290333,0.81011707,1.2900542,1.1574585,1.2569312,1.0354077,0.8938627,0.83460915,0.987726,1.1259204,1.0573542,0.99322146,0.8436346,1.1464217,1.1214801,0.9814975,1.1210239
pillow,1.0607169,0.9041821,0.92473185,1.1538856,0.8929709,0.61749494,1.1813458,1.2531888,1.1026376,1.0485454,0.72575295,1.0777209,1.2049625,1.2183359,0.87378305,0.9589784,1.2999415,0.78917503,0.6831091,1.1572165,0.87755394,0.6919574,0.74357367,1.2190452,0.76547664,0.7470845,1.0124583,0.93381965,0.7983578,0.7175393,0.92005235,1.0203317,1.1446517,1.1543084,1.0676751,0.84041715,1.1428062,0.75966877,1.1511656,0.78884554,0.9551237,1.0636587,1.2549953,0.9003305,0.84164244,1.0508171,0.45087707,1.0648667,1.0031315,1.1699326,1.0257995,1.2239623,0.9552604,0.96311116,0.69052064,0.80420375,0.9201213,0.8453471,1.1822999,1.3272364,0.87691367,0.7142963,1.2747838,1.1787248,1.3044976,1.2338973,0.8626276,1.0312998,1.0004251,1.1399637,1.1770644,1.1044242,0.8320247,1.0342273,0.67845446,0.93810797,1.021621,1.1497312,1.2120873,1.1921523,0.97623837,0.7885524,0.43395877,0.8351426,1.155281,0.9163531,0.860015,1.1678575,1.1788837,1.1987939,1.3708754,1.2246807,0.7203106,0.79924995,1.0462915,0.9424328,0.0,0.86028135,0.94048744,0.79552275,1.0298862,1.1683924,0.91657186,0.5189896,0.977786,0.9036558,1.0465703,1.2510651,1.0822078,1.3033531,1.1629069,1.2340641,1.0317571,1.1032292,0.910228,0.62533456,1.2843847,0.685266,0.91886854,1.0765021,0.85182595,0.890578,0.7995442,0.9746628,0.8096137,1.0154258,1.170817,1.2698662,0.82225335,0.83515775,0.91780674,1.3508587,0.45918965,1.2666043,1.264357,0.9984143,1.1265925,0.71835864,0.7241689,0.9266863
pizza,1.2673376,0.84518296,0.50007087,1.336993,0.42833686,0.8812535,1.0149009,1.1816872,1.3945851,1.358942,0.88331425,1.3755205,1.351931,1.1823405,1.354741,0.9626091,1.1289625,0.38108766,0.63203263,1.1605664,0.6271787,0.7764537,0.68723345,1.1515149,0.91982496,0.7945675,1.0319395,1.1077904,1.2576098,0.6419785,1.0326865,1.0918609,1.2860683,1.0617704,1.0455897,1.308494,0.92514956,0.33876038,1.2349247,0.44098526,0.9906503,1.1950302,1.0370238,1.0908129,1.0917704,1.3248277,0.6587472,0.98526657,0.98136324,1.2852714,0.8737193,1.154246,0.8082694,0.9543849,0.7498546,0.3067627,0.9906593,0.86530155,1.1546305,1.2322373,0.5062892,1.2399946,1.168822,1.106039,1.2351223,1.2138267,0.61725485,1.0389507,1.0792607,1.2028546,1.225134,1.4006048,1.0319037,1.0498691,0.6245956,1.0957569,1.0680428,1.4322721,1.2134062,0.9861455,0.8354871,0.23394918,0.8385974,0.63917744,0.898749,0.7784136,1.1960696,1.0807087,1.3983738,1.4107063,1.291229,1.1264817,0.40891898,0.39682567,1.1227319,0.9493551,0.86028135,0.0,0.9656496,0.87848514,1.0478528,0.99810904,1.1949177,0.78792953,0.9412721,1.2326305,1.1793076,1.1224288,1.1248599,1.0900015,1.2589998,1.2955753,1.1974427,1.1204437,1.103767,1.0907009,1.286286,0.34365177,1.0916097,1.09213,1.1535976,0.7685238,0.93305886,1.2257903,0.9578232,1.3124442,1.265466,1.3890584,0.6723653,0.56604457,0.73875546,1.2060406,0.8843521,0.94901395,1.182289,1.0266145,1.0997003,0.70505893,0.3590877,1.203802
plant,0.9553512,1.2443833,0.89093804,1.1799461,0.94498074,1.0759839,1.0053306,1.0325791,1.1090989,1.0724729,1.2338394,1.0921154,1.2057152,0.89429086,1.1080279,0.84040356,1.0298431,0.8802002,0.9499898,0.9477937,1.0369806,0.81965256,0.8616202,0.81854284,0.75117457,0.7171939,1.1862935,1.0955889,0.9280517,0.7748687,0.7882154,1.0015615,1.1130517,0.980972,1.0659097,1.0167466,1.1189988,0.9927932,0.8415636,0.9579533,0.86137944,0.90791905,0.9302318,0.7856783,1.0768738,1.1608872,0.8941741,1.07631,1.1811981,1.1793817,1.2437994,1.0886858,1.2184565,0.9053769,0.9738441,0.8306794,0.79780316,0.8319255,0.8806288,0.97288895,1.16676,1.0373862,1.1107973,1.0844082,1.0930935,1.1971667,1.0910578,0.8732735,1.0168347,1.1175015,1.0179619,1.2986937,0.9616699,0.76715565,0.61572355,0.9965122,0.963447,1.2123818,1.0385273,1.1005142,1.0322741,1.0815554,0.87431914,1.1686969,1.1607374,1.1009674,0.84929323,1.070351,1.2478979,1.2194622,1.1165642,1.0205292,0.9503449,0.93640375,1.0153846,0.8483453,0.94048744,0.9656496,0.0,1.0904518,0.8846564,0.89121425,1.0070174,0.8067324,1.0241854,0.7876055,1.127271,0.9229729,1.0559082,1.1142769,1.1982048,1.027386,1.2838032,0.84275556,1.0328386,0.9470361,1.0050722,1.0619217,1.0404923,1.2079988,1.0575696,0.98399997,0.8325757,0.9194757,1.1115435,1.0241293,1.1847479,1.0327781,0.9956539,1.1955477,1.1947672,1.1099751,0.87284863,0.968328,1.0375905,0.6142708,1.0192931,0.64324296,1.0293883,0.6173456
plate,0.877614,0.9496134,0.74822426,1.4182748,0.73306704,0.73208463,0.8331318,1.0559608,1.1515146,1.3596148,0.71494985,1.3257545,1.2768425,1.0981867,1.2751317,0.86697525,0.90327567,0.75749564,0.3922689,1.1120679,0.68204844,0.9526412,0.76394796,0.923224,1.0473762,0.7692104,0.9858896,1.1369514,1.3018365,0.62413585,1.1639282,1.3968029,0.73842025,1.0790255,0.56301165,1.3292217,0.9675486,0.6198062,1.2695923,0.64822733,0.9979847,1.0131869,0.8837024,1.2229955,0.86236733,1.3921893,0.75995386,0.92677075,0.7203227,1.1449186,1.0054874,1.2966775,0.9778525,0.981854,0.68762827,0.83431804,1.1870512,0.83803,0.7355774,1.2771696,0.9027925,0.94242835,0.8458317,1.2905238,1.0962349,1.1745697,0.9286567,0.97555774,0.8873755,1.4232773,1.0392306,1.2928718,0.8712665,1.1482996,0.8403079,1.1601936,0.968758,1.0956558,1.0059007,1.1528792,0.76796424,0.78428376,0.8037101,0.9027835,1.1061205,0.47692722,1.1464497,1.0572034,1.3709042,1.3747542,1.147056,1.042562,0.72521865,0.7365344,0.9720054,0.90756935,0.79552275,0.87848514,1.0904518,0.0,0.9707175,0.8215983,1.1536711,0.7603035,1.0121999,1.3594307,1.1244936,1.0050386,1.2431107,0.8128222,1.4204438,1.1521817,1.2530148,1.2231482,1.1496879,0.65167534,1.2339951,0.6160402,1.032328,0.93579435,1.1038768,0.7946665,0.9271255,0.96341324,0.8246896,1.2758819,1.4337547,1.2561483,0.4615507,0.933238,1.0093164,1.0895215,0.89239633,0.80116713,0.71579754,1.0614307,0.9715672,1.0212252,0.6988801,1.1853482
pony,0.5428235,1.1584184,0.94840884,1.2708582,0.96079475,0.99764824,1.081665,1.1096617,1.2118782,1.2072041,1.1233807,1.259382,1.18833,0.79896784,1.2102855,0.87933695,0.9237834,0.9750736,0.97154224,1.0203964,0.95578516,1.1088471,1.069725,0.52782136,1.0816369,0.7989563,1.103603,1.0205435,1.1752205,0.97326493,0.9826949,0.9743977,1.0148202,1.1954805,0.87147915,1.1702993,0.96652377,1.032323,1.1082249,1.0670536,0.4510157,0.42052424,0.73738086,1.0910513,1.1872432,1.1023866,0.90617704,0.981204,1.0174494,1.0856619,1.1725484,1.0824684,1.142696,0.8647962,0.8720722,0.955473,1.0632524,1.0557797,0.46018612,1.1454873,1.1070222,0.9866148,1.0606729,1.1005216,0.995164,1.1915543,1.0756974,0.02490598,1.0877244,1.095178,1.0402439,1.2204331,1.19948,1.1182599,0.9578862,1.0528536,1.2436619,1.1193705,0.8620419,1.0960369,0.9484792,1.0763519,1.0203389,1.1776624,1.1068004,0.9173425,1.0639405,1.085377,1.2163631,1.1691484,0.99071056,0.8920132,1.0692856,1.1021218,0.8604058,1.0835191,1.0298862,1.0478528,0.8846564,0.9707175,0.0,0.82100034,1.0673655,0.87506115,0.96376675,1.2199248,1.0609555,0.44466716,1.1024017,0.95423466,1.1548675,1.0547079,1.2225733,1.2253637,1.1988622,1.1272078,1.1388276,1.039349,1.041669,1.1058418,1.2351521,1.020053,1.0892906,1.0453293,1.0236082,1.0311602,1.152983,1.128935,0.8691717,1.1299462,1.1451869,1.2481722,1.0629908,0.89145505,1.0766923,1.0032585,0.93049204,1.0209225,1.0284834,1.0771531
pumpkin,0.88551664,1.0615408,0.74646175,1.2527704,0.8705356,0.9909963,0.8442651,1.1038692,1.191424,1.2894837,1.0788562,1.22753,1.2086012,0.89127874,1.2296544,1.0011158,1.0016311,0.99907756,0.97283226,0.9751489,0.83565503,1.1306534,1.0813109,0.7556401,1.1437203,0.99410444,0.8503385,1.1606414,1.2862072,0.96664983,1.0177065,1.163703,0.9875705,1.0944177,0.7792365,1.2151103,0.9375601,0.9773583,1.1667814,1.0619875,0.8815703,0.8370789,0.8370509,1.0763196,1.1127435,1.276263,1.0195435,1.0090452,0.7637649,1.0883526,1.0833353,1.0767521,1.0177746,0.9326908,0.90715253,1.0127145,0.96099365,1.0535269,0.6714172,1.0975453,1.0648456,1.0005133,0.92463773,1.0878717,1.0123451,1.0045602,1.0565501,0.8171768,0.9442788,1.2908213,1.0293342,1.1127136,1.0914842,1.1229594,1.0193157,0.9470088,0.8359032,0.9929085,0.9977944,0.98344857,0.61268497,1.0270782,1.0452099,1.0569094,0.95118725,0.57248217,1.1617308,1.0375857,1.2038413,1.2208221,1.0231805,0.882606,1.0933965,1.0421566,0.9256238,0.77331334,1.1683924,0.99810904,0.89121425,0.8215983,0.82100034,0.0,1.1860156,1.0535111,0.843475,1.1749209,0.99400115,0.6705822,1.0839269,0.9215344,1.2630869,1.0542207,1.136202,1.2099988,1.2169763,1.0800002,1.0736126,1.0338374,1.1682961,1.0136197,1.1264943,0.99275315,1.0705148,0.931825,0.827075,1.2287787,1.2549877,1.1691474,0.87258023,1.0214448,1.0818698,1.0313016,1.0958946,0.8828105,0.93921673,0.9414512,0.86894476,1.1213444,1.0555416,1.1461776
