,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
sprinkler,1.0362681,0.9888479,0.9989653,1.0392325,0.93970114,0.8214224,0.92094904,0.9436044,0.9163132,1.0425007,1.0161871,0.98827654,0.98507303,0.98208225,1.0467333,0.9489587,1.0529592,0.9265486,0.95166147,1.0640998,1.0235373,0.9673947,0.91191226,1.0323781,1.0174078,1.0589023,1.0521507,0.9907539,0.8503362,1.1504424,1.0345738,0.9917011,1.0198486,1.1015646,1.1124158,0.938532,1.032058,0.9182764,1.115663,1.0049474,1.1495668,1.113583,1.0344926,0.916231,1.0450112,1.0894173,1.0376878,1.048892,1.138701,1.0394882,0.94842607,1.0756391,0.9307521,1.0578998,0.906261,0.97709733,1.039693,0.9140674,1.0593778,1.0181748,0.9980524,1.1310284,0.7103629,1.0893316,1.0126721,1.0647918,0.8748876,0.96716475,0.8732155,0.87183464,0.9916223,0.96632713,1.0448723,1.0208669,0.9263652,0.92241865,0.97417873,1.0572827,1.0118943,1.046058,1.0790068,1.0790381,1.1120772,1.0044256,0.9507197,0.92556995,0.82001114,0.98126364,1.0965604,1.0797448,1.0159903,0.98487794,1.1086268,0.93943083,0.8692452,0.9491678,1.0681514,1.1292156,1.0678349,0.7041593,1.1039863,1.0569413,1.1520438,0.9824506,0.85780877,0.96927774,0.92944044,1.0079705,1.0531616,1.0570756,1.2119944,0.87034667,0.0,0.9580964,1.1257241,0.9048763,0.99682736,0.94023,1.0291059,0.96134174,0.78950804,0.9719945,0.9381429,0.98524404,1.2201608,0.9221167,0.972984,1.0532886
stroller,1.1234586,0.84411323,1.1213883,1.1623945,1.1334534,0.9673497,1.0820513,0.9608954,1.0755595,1.2230443,0.89579034,1.1755079,1.089559,0.83424616,1.1241885,0.95335984,1.1790808,1.0330622,0.96385324,1.0241879,0.9256273,0.813398,0.90493953,0.9796784,0.8527057,0.8502558,0.9195422,0.81375927,0.8824033,1.0122825,1.0308251,1.1362889,1.1045383,1.0879867,0.8097105,1.0525649,1.1643782,1.014095,1.0391154,0.8155137,0.946555,0.88495654,1.0012294,1.1317985,0.99165857,1.1324185,1.2357355,1.1750504,0.9911739,0.9078784,0.95138955,0.84065014,1.0080163,0.86801374,1.1315447,0.9820823,0.7863444,1.0739616,1.19979,1.1675558,0.8684707,0.8680816,1.0085565,1.0409703,0.92285085,1.1090314,0.8685639,0.74458706,0.8926963,1.094196,0.9193332,0.8420677,1.1927333,0.94623625,1.1356833,0.67574984,0.9523847,1.0907731,1.0851803,0.9043675,1.0039338,1.1653367,1.0601215,1.2146124,0.9967894,1.057083,0.755746,1.1260557,0.94048923,0.74505925,0.9504063,0.9769335,0.82622355,0.9810651,0.7108253,0.8205931,0.94210786,0.9127511,1.0048925,1.133981,1.131576,0.7368728,0.988742,1.0132445,0.8865752,1.1329458,0.9263507,0.9821844,1.0404096,0.8519809,0.946114,0.9033123,0.9580964,0.0,1.1603124,1.0842221,1.2225235,1.0196544,1.1144053,1.1698533,1.1889689,0.7280938,0.98546207,1.1988127,0.9145983,0.84820366,1.0356829,1.0302504
sweater,0.6620741,1.0738643,1.1637875,0.5018543,1.352246,1.3663352,1.1101116,1.2675697,0.70701337,0.49942183,1.170912,0.59351,0.5539479,1.1169869,0.46932185,1.2918541,0.97868013,1.3707367,1.389452,1.0674136,1.1522362,1.2776989,1.3307161,1.2278177,1.2323554,1.2817132,0.8488156,0.9245353,1.4200362,0.7832119,0.9459815,0.77498895,1.1402061,0.6456633,0.9104818,1.433337,0.7199392,1.4553225,1.0993624,1.0713655,1.0274663,0.9900307,1.020369,1.2402135,0.5772068,1.027826,0.59380126,1.0705851,0.9937802,1.3899676,1.3478885,1.0415455,1.0722574,1.2510068,0.7501993,1.3739614,0.9218351,1.368771,0.61393976,0.8542403,1.2008098,1.2060385,0.9558923,0.12636018,1.2523842,0.30411386,1.3112643,1.2977172,1.3918421,0.92501724,0.9325778,1.2314196,0.95770454,1.2760583,1.2314942,1.3037658,1.2698324,1.058565,1.3365237,1.0502849,1.1506761,0.30882043,0.29648376,0.756314,1.3409631,1.3712101,1.2261305,1.0678949,1.0196846,1.2481114,1.1755797,1.346057,1.1643281,1.1670344,0.76666504,1.3715861,0.8927852,1.1409875,0.5637318,0.9552469,0.0809921,1.1989356,0.39808357,1.1792493,1.1166013,0.7408726,1.41864,0.74933064,1.0816776,0.8433193,1.0148813,1.4381335,1.1257241,1.1603124,0.0,0.9702727,0.60369706,1.3284545,1.1499199,0.98113745,0.82734346,1.1587654,1.3277745,0.8662385,1.0316954,1.1372669,1.3240464,0.8467885
swing,0.82042336,1.168191,1.1113267,0.93653476,1.1956239,1.1403421,1.0362895,0.92183137,0.73041385,0.6561581,1.1339432,0.7473103,0.8341575,1.1398377,0.85336673,0.929486,0.8323952,1.1153872,1.0427648,0.8979445,1.205306,1.0237353,0.9447033,1.1590316,0.99855065,1.048271,1.0062846,0.651605,1.0846992,0.95386684,1.0395416,0.9782204,1.0107954,0.79361284,1.0751022,1.2512828,0.6441886,1.1776793,0.9223112,1.0565193,0.9923265,0.9162923,0.9306903,1.232512,0.9710173,1.1226931,0.9330647,1.2411277,0.9404664,1.2823639,1.0727726,1.0418378,1.1349591,1.1156462,0.8294909,1.2771966,1.180417,1.2003858,1.0028841,1.0124732,1.251409,1.0871649,0.5707634,1.0426735,0.8790383,0.91938806,1.1301606,0.91517925,0.97238445,0.8839183,0.944392,1.0396367,1.0205055,1.2351203,1.2638215,1.113426,1.2776632,1.0984297,1.2354766,0.85345924,1.0552144,0.89291894,1.0151943,0.78208995,1.2055278,1.2193015,1.1199967,1.090516,1.1013696,1.0965673,0.8820559,0.94143903,1.1013124,1.2565124,1.0035961,1.1399395,0.7789087,1.1721694,0.88656414,0.75486296,1.0110768,1.0517939,1.1666353,1.0367981,0.780895,0.7796459,1.3119596,0.9839695,1.1493025,1.1193175,0.9982272,1.1933366,0.9048763,1.0842221,0.9702727,0.0,0.6060008,1.1456238,1.2968117,1.2082098,0.86206037,1.0040429,0.89231336,0.7247414,1.0833842,0.78403294,1.2543255,0.8714692
table,0.4229653,1.5173638,1.1885158,0.7386251,1.4473584,1.4755983,1.0442909,0.87128615,0.34825188,0.2437005,1.2672467,0.24696124,0.5402885,1.1476806,0.45869267,1.1690707,0.49024737,1.448557,1.196828,0.6308436,1.2151587,1.2059921,1.0411537,1.3992777,1.0555271,1.212744,0.986169,0.59692556,1.4788018,0.6237798,0.655182,0.7086669,0.9282299,0.40110344,1.1348693,1.622097,0.36419004,1.3910058,0.8470316,1.0940235,0.9396397,0.7573705,0.619689,1.3292154,0.8405465,1.2009573,0.75120467,1.3998125,0.80975044,1.5563995,1.4136918,1.1572776,1.2285609,1.1723117,0.62128067,1.664525,1.0625744,1.3188517,0.8295878,0.9049424,1.5590774,1.14575,0.5554129,0.6662284,0.9409953,0.5419768,1.2395955,1.2216679,1.3696455,0.81942976,0.79624224,1.3187157,1.1085869,1.3488069,1.5354745,1.3507917,1.689171,1.2178675,1.4383252,0.6750855,0.98439956,0.47684932,0.6803224,0.35340095,1.4521778,1.4676032,1.3615332,1.0057714,1.1420673,1.3631012,1.0824635,0.9528902,1.274877,1.4637345,0.81785154,1.3115134,0.6518038,1.290075,0.7613934,0.5940434,0.7239516,1.1393456,0.9515094,1.2869813,0.7297403,0.58893484,1.6532993,0.878626,1.2859364,0.9611484,0.9830737,1.5256057,0.99682736,1.2225235,0.60369706,0.6060008,0.0,1.2207544,1.5414183,1.0584962,0.61673725,1.1155896,0.9896378,0.41499448,0.97901464,0.9593164,1.582462,0.7221642
tape,1.3071921,0.9612618,0.81655777,1.2997262,0.66975546,0.6583448,0.9013003,0.92560184,1.1154342,1.3774616,0.96806496,1.2697911,1.2598547,1.0816745,1.4035976,1.0124372,1.1328374,0.8199008,0.25385737,0.9274953,1.0643865,1.0263902,0.48617744,0.8845375,0.8787848,0.94300157,1.2974421,1.2225144,0.6507044,1.2523631,0.7791772,1.2135435,0.62827384,1.31794,1.2211943,0.8314519,1.2713468,0.24016094,0.66315097,1.0347166,0.9924988,1.252124,1.074195,0.6201281,1.2633762,0.9141977,1.1602398,0.92061317,1.1072553,0.90157735,0.9380365,0.982681,1.0610934,0.9042683,1.0301541,0.82204324,1.051618,0.6928878,1.1927447,1.1046413,0.85712314,1.009032,1.1358925,1.3200463,0.5152352,1.3745034,1.0187297,1.0232402,0.85717374,1.0904739,1.0633146,0.9522746,0.96396005,0.87700576,0.7869102,0.97986716,0.9023955,0.93737316,0.7401582,1.1666242,0.9141449,1.296753,1.3867108,1.2464192,0.8973745,0.9385586,0.8554877,1.0313358,0.97419095,1.1163244,0.99661577,0.43645853,1.0234282,0.83931434,1.2340587,0.6986481,1.2939212,1.037204,1.2678664,0.8914581,1.3353939,0.8549978,1.3707052,1.0018743,0.8428974,1.1597922,0.6875887,1.2885053,1.0480672,0.99017185,0.9825289,0.7185347,0.94023,1.0196544,1.3284545,1.1456238,1.2207544,0.0,0.8659702,0.9961284,1.1388571,1.0787145,0.6100256,0.9394532,1.0122371,1.1004349,0.78963614,1.2676272
toe,1.3226539,0.623802,0.77382845,0.8553542,0.70844465,0.8088143,0.9695822,1.272356,1.4886509,1.4336724,0.99046576,1.4252638,1.258697,1.0947895,1.3069296,1.1462264,1.3931239,0.80895567,0.9740191,1.2847291,0.8475238,1.1076831,1.1724515,0.87058324,1.0812057,1.1042894,1.0394021,1.371488,0.9192033,1.2475054,1.1108006,1.1358999,1.151531,1.3299191,0.7708335,0.55240715,1.4349374,0.78318954,1.2348253,1.0216035,1.0599593,1.2417802,1.2791286,0.70310044,1.1773126,0.59932613,0.9806736,0.095516264,1.327672,0.70483196,0.93438095,0.81133366,0.80503726,1.0263543,1.2436895,0.4090333,0.83137774,0.7118001,0.9038255,0.57200456,0.48537922,1.0887506,1.4162467,1.1124268,1.2797235,1.1653965,0.91652286,1.0611806,0.98010707,1.181577,1.0719349,1.006023,0.63136816,0.80337703,0.3186363,0.9639381,0.36603045,0.533403,0.644054,1.3165674,1.1339658,1.2377762,1.0538418,1.4233401,0.7416466,0.6180726,0.9561892,1.0693957,0.815559,0.8305446,1.194955,1.1922569,0.9477559,0.49931848,1.2623587,0.9456617,1.3166294,0.8175632,1.088945,1.4176928,1.0370717,0.98646563,0.8150716,0.608199,1.3441988,1.3318872,0.41088295,1.070458,0.8026904,0.9485022,1.1207461,0.84114325,1.0291059,1.1144053,1.1499199,1.2968117,1.5414183,0.8659702,0.0,0.60641664,1.1943908,1.1688015,1.1828012,1.3168848,1.1628416,1.1348454,0.4292879,1.2954261
tooth,0.7950512,1.082857,0.780797,0.7847922,1.0322328,1.1339546,0.861779,1.23321,1.1101619,1.0451391,1.2040622,1.05207,0.9212916,1.0784495,0.94331324,1.1795889,1.027596,1.1339979,1.0934861,1.1907544,0.9860507,1.1710157,1.2151732,1.0261039,1.342376,1.20008,1.0505384,1.2872758,1.2358853,1.162502,0.97156703,0.9076265,1.0032755,1.0181844,0.85725665,0.93913597,1.1468427,1.0653311,1.0733795,1.0356145,1.0051215,1.2719628,1.2206814,0.89652187,1.1217245,0.750633,0.84262586,0.5604055,1.0876883,0.8582188,1.2057527,1.0381736,0.8374158,0.86801636,1.051693,0.8677971,0.67269206,0.8304957,0.8491288,0.6143378,0.9855503,1.040014,1.0930899,0.9658715,1.2581657,0.91212463,0.94138616,1.322206,1.2778844,0.86645544,0.7723609,1.2602322,0.60984915,0.96502596,0.78377813,1.2157217,0.93387914,0.7905241,0.95687395,1.2371196,1.037171,0.93441504,0.9073775,0.9696488,0.9424752,0.9078996,1.2363989,0.73887414,0.91971534,1.1460724,1.2244102,1.1153276,1.1052603,0.88971746,1.098404,1.1497217,1.321464,0.8563432,0.84561634,0.9036366,0.95265424,1.1241344,0.8770678,0.87648714,1.1992996,1.0569129,0.8925574,1.1369605,0.9556356,0.86077,1.1562421,1.0128832,0.96134174,1.1698533,0.98113745,1.2082098,1.0584962,0.9961284,0.60641664,0.0,0.7210512,1.221085,1.1057492,0.96251285,1.0128548,1.3430045,0.8396052,1.2006756
toothbrush,0.49824905,1.2965329,1.0140982,0.6403662,1.3065616,1.3404304,0.69831824,1.1415976,0.67705625,0.7193613,1.2220169,0.67424923,0.55059785,1.1780356,0.6555134,1.1415972,0.8410447,1.3727994,1.2345965,1.0361209,1.0312752,1.1287197,1.1430728,1.2727095,1.2423369,1.3134753,0.9750266,1.1055349,1.437053,1.0495169,0.994339,0.8228034,0.8383244,0.89114475,0.9799033,1.3318473,0.8800643,1.2937123,0.91801137,1.0809573,0.9893834,1.1219757,1.0935993,1.126008,0.93468004,1.1126252,0.8213599,1.0165067,0.91899586,1.330736,1.3913579,1.0158093,1.0186932,0.99186355,0.68416846,1.3935406,0.75095254,1.0346828,0.9215034,0.62797594,1.4601445,1.1139566,0.63872975,0.85426235,0.99184537,0.6550664,0.8745733,1.3504183,1.3359584,0.55245125,0.53450507,1.327759,0.9250945,1.175504,1.3178352,1.2827634,1.403541,1.0928925,1.3249291,1.0166181,1.0952784,0.6684115,0.7843056,0.6378591,1.1985527,1.2458901,1.2162479,0.5716686,1.1003344,1.4158953,1.1716235,1.0356929,1.2180662,1.2817641,0.8824456,1.355511,1.0778991,1.177567,0.8030922,0.41939443,0.8116398,1.0711248,0.985716,1.1188812,0.87749636,0.82457143,1.3849465,0.96378565,1.0580748,0.8548438,1.1419369,1.2196603,0.78950804,1.1889689,0.82734346,0.86206037,0.61673725,1.1388571,1.1943908,0.7210512,0.0,1.2088522,1.0175474,0.6104113,1.0866846,1.2315949,1.3918016,1.0429994
towel,1.157398,0.85470474,1.1590737,1.2112811,1.0544147,0.9424177,1.1168162,0.7739433,0.8551652,1.0258836,0.93757576,1.0117961,0.91398644,0.93727094,0.824608,0.90136915,1.0176736,0.9025874,0.98127365,0.8263724,0.8625451,0.6777756,0.7834748,1.0864631,0.6692058,0.8627801,1.1050514,0.66672933,0.93059295,0.8512565,1.128175,1.127201,0.9796386,0.9309928,1.0419904,1.0475833,0.99690396,0.95658666,1.0129371,0.9764692,1.0900333,0.72384626,0.89098734,1.1595587,1.0694396,1.2061743,1.3018948,1.2618802,0.9770009,1.0333626,0.87769777,0.8590137,1.1100755,1.1841137,1.167629,1.1486415,0.8557085,0.8439592,1.275474,1.2662247,1.0685165,1.0130295,1.0198232,1.132959,0.8550084,1.0224392,1.0172836,0.729405,0.79067075,0.9802439,0.9663117,0.8675716,1.2252941,1.0340571,1.141282,0.10074562,1.0500858,1.19046,1.0463908,0.75428385,0.94040406,1.0225601,1.0522975,1.0596492,1.0450532,1.0385015,0.78137916,1.0264249,0.9085668,0.56638783,0.892603,1.0463903,0.9542473,1.079654,0.7833138,0.8687788,0.8241625,1.2188109,1.0389847,1.124026,1.1657037,0.8231916,1.1107507,1.1030121,0.8293499,1.2346939,1.0412489,1.0297333,1.1409161,0.8381428,0.91755706,1.0116937,0.9719945,0.7280938,1.1587654,1.0040429,1.1155896,1.0787145,1.1688015,1.221085,1.2088522,0.0,0.9853969,1.157295,1.0081252,0.67206246,1.1532263,0.984501
toy,0.8655527,1.1575959,0.7825259,1.3727441,0.60735905,0.56582415,0.6597752,0.8848039,1.2430084,1.2488384,0.99968404,1.2591399,1.056267,0.8758183,1.3111329,0.7686868,0.77810687,0.7462361,0.7174475,0.8987372,1.0747504,1.0798136,0.75565207,0.87848514,1.1432337,0.6907599,1.3934838,1.091112,0.82873935,1.2190452,1.1135819,1.2624947,0.67990184,1.2532331,1.3039489,0.93663144,1.1064138,0.7081445,0.84492487,0.6238135,0.59476817,1.264519,1.1977588,0.7206999,1.3226557,1.2438096,1.204499,1.2316251,0.7838187,0.91394365,0.7973436,1.0210478,1.190203,0.52654475,0.9310435,1.0179988,1.0203072,0.6184608,1.2200867,1.2393324,0.90728927,0.7467369,0.89113617,1.3889253,0.63430285,1.4002774,1.1803406,0.9803204,0.92050874,0.95561045,0.82080317,0.7578946,1.2286727,0.8814211,0.98036003,1.0299513,1.195713,1.1936,0.7561233,1.1739734,0.6877661,1.281101,1.4409058,1.0442021,1.0360682,1.1185806,0.73269606,0.9726081,0.9693075,1.1777029,0.8593997,0.66016155,0.7000857,0.97335654,1.1270759,0.6787167,1.3362082,0.97736526,1.1808966,0.66462386,1.4177423,0.7746544,1.4931642,1.2750051,1.005126,0.9584693,0.880226,1.3896494,1.1618071,1.0291272,1.0030205,0.8507797,0.9381429,0.98546207,1.3277745,0.89231336,0.9896378,0.6100256,1.1828012,1.1057492,1.0175474,0.9853969,0.0,0.6679699,0.77027833,0.94450283,1.0211394,1.2480401
tray,0.56986594,1.3603592,0.9591948,0.85906905,1.2087052,1.2494597,0.868274,0.9674527,0.6014314,0.6463208,1.1908314,0.64565444,0.5245899,1.2311337,0.74333227,1.043134,0.6184746,1.3004832,0.9267539,0.8307352,1.1653181,1.2145158,0.8359569,1.2705226,1.1207144,1.136898,1.136098,0.96545416,1.3045135,0.9884342,0.79114753,0.8942168,0.7758045,0.84401304,1.1818501,1.4031526,0.68357396,1.0968267,0.73670113,1.1210032,0.9330697,1.0725187,1.0026846,1.0261786,1.0407251,1.1405218,0.86913586,1.2115827,0.7979238,1.3800888,1.3225404,1.1440302,1.1881795,1.061928,0.502055,1.4589664,0.977726,0.95580125,0.9633244,0.84345067,1.3929197,1.1150229,0.77189434,0.92535514,0.78523755,0.8166422,1.2150557,1.2714131,1.3124411,0.780437,0.7294515,1.2638779,1.0610918,1.2263862,1.3226374,1.2879088,1.4855454,1.1527985,1.1619779,0.9496463,0.9254809,0.72698313,0.9522642,0.57744944,1.3167641,1.3560048,1.2910705,0.8707222,1.1484253,1.3591576,1.1714272,0.60237676,1.2343105,1.2237409,0.9347133,1.2444323,0.99720347,1.2246131,0.79841614,0.62934273,0.94586354,1.1037196,1.0948664,1.2095873,0.79878217,0.76227146,1.4272666,1.0436469,1.1603386,0.93884766,1.0293238,1.3284764,0.98524404,1.1988127,0.8662385,0.7247414,0.41499448,0.9394532,1.3168848,0.96251285,0.6104113,1.157295,0.6679699,0.0,0.98003733,1.1503228,1.3922267,0.99478704
truck,0.921449,1.1151667,1.006792,1.0925016,1.0788764,1.0239909,1.0367908,0.97340316,1.0569985,1.0172131,1.1137958,0.9839082,1.030602,0.9073039,1.0739052,0.91427785,0.72582334,1.0579801,1.0176629,0.8053375,1.0250269,1.0439066,1.02563,0.9183588,1.1059144,0.3896283,1.2379214,0.89367485,1.046926,0.97256273,1.0234737,1.0701904,1.0577211,0.9856709,1.0742706,1.0694072,1.011358,1.0889482,1.0021844,0.96898115,0.6000501,1.0205244,0.9806158,0.9979807,1.1948695,1.0558333,1.0555029,1.1163464,0.3576802,0.89645684,1.0462424,1.0651948,1.0284239,0.80492747,1.0455587,1.0304688,1.0269033,1.1751821,1.0998031,1.0640943,1.0282245,0.75817645,1.003899,1.0644542,1.0081497,1.1035423,1.0892175,0.87081,1.1203976,1.0698565,1.0163306,0.9422178,1.1549904,0.88690007,1.2032123,1.0457025,1.1080602,1.1414677,0.98766494,0.9954945,0.9230388,1.1083367,1.0940607,0.8161283,1.0115637,0.99667794,1.1110846,0.9818949,0.8434436,1.072358,0.9702327,0.9898098,0.8500214,0.976988,1.0637636,0.76424074,1.1129869,0.7324776,0.9711278,1.0232745,1.0752163,0.9988428,1.0410528,1.1783308,1.1033694,0.97167224,1.085978,1.1321001,0.8910367,1.0736277,0.9926579,0.9695997,1.2201608,0.9145983,1.0316954,1.0833842,0.97901464,1.0122371,1.1628416,1.0128548,1.0866846,1.0081252,0.77027833,0.98003733,0.0,1.039673,1.1102033,1.0615832
vacuum,1.2650722,1.020592,1.2600625,1.2896278,1.0122254,0.83851314,1.2006843,0.6233198,0.98901874,1.0024134,0.94858146,0.99016213,1.2915583,0.82473445,1.1792895,0.8446715,1.1249483,0.7325656,0.92961067,0.8032155,1.1980314,0.5661496,0.7343359,1.0110594,0.38487935,0.7322578,1.099166,0.37993062,0.7745,0.6423001,1.0158578,1.0641389,1.17508,0.8022722,1.0617725,0.8975102,0.84944814,0.8670171,1.1279191,0.85182136,1.1333399,0.50950587,0.7879473,1.2196982,1.1530596,1.2380946,1.2428446,1.2072008,1.1091117,1.0772301,0.7245054,1.0093609,0.927897,1.2178073,1.1720927,1.0226804,1.2260768,1.156762,1.1774938,1.3207433,0.9621596,1.1005423,0.681637,1.1678662,0.9093546,1.2379123,0.8837912,0.43986958,0.59000295,1.3594806,1.3086314,0.80149037,1.2299488,1.2363143,1.0393914,0.65868366,1.0052937,1.1310515,1.0969151,0.6271294,1.0909877,1.2514721,1.173368,1.226035,0.92258745,0.89852726,0.6726984,1.1023939,1.0396825,0.6722512,0.691813,1.1332282,0.8574683,1.0328171,0.97175777,0.6769916,0.44762993,1.1949207,1.1414816,1.1078476,1.1942586,0.9286612,1.1371319,1.1114686,0.7901472,1.1170099,0.94910735,1.0696633,1.0622416,1.0159029,0.84459174,0.943614,0.9221167,0.84820366,1.1372669,0.78403294,0.9593164,1.1004349,1.1348454,1.3430045,1.2315949,0.67206246,0.94450283,1.1503228,1.039673,0.0,1.0204974,0.7419574
watch,1.5129521,0.6846518,0.9752443,1.2654009,0.42488408,0.53246015,1.0409346,1.0165049,1.5387988,1.5222577,0.65246516,1.5148052,1.4027394,1.0237714,1.4657121,0.8354713,1.2960765,0.32949537,0.7662316,1.2686293,1.0094508,1.0385559,0.97086483,0.68411064,1.0275725,0.8025776,0.9718469,1.3830245,0.51470333,1.3183439,1.1452667,1.1902004,1.1460899,1.4263468,0.9261811,0.171332,1.4976628,0.5223261,1.2159609,1.0336654,1.2206393,1.3154056,1.2202091,0.734934,1.0703423,0.6813122,1.1818761,0.5578659,1.2117763,0.49851018,0.5210167,1.001951,0.5740234,0.96266156,1.2563378,0.13850433,1.1706975,0.6685692,1.1013162,1.1257876,0.25528103,1.13265,1.3794495,1.2642878,1.2009964,1.3988824,0.72805333,0.89636767,0.7612661,1.3171676,1.4091129,0.7317422,0.8496573,0.8673111,0.16515088,0.95420015,0.32588232,0.73911524,0.6571547,1.2920403,1.15081,1.3926961,1.3123895,1.4332972,0.36498368,0.32359147,0.86671484,1.1534412,1.1354496,0.81770504,1.0359775,1.0053397,0.9763887,0.60244405,1.1669158,0.6614895,1.3127842,0.81800914,1.238896,1.3864038,1.2492691,1.0543823,1.0056914,0.72208285,1.3358235,1.2425258,0.17624348,1.062643,0.7508322,1.1942757,1.0893534,0.5748164,0.972984,1.0356829,1.3240464,1.2543255,1.582462,0.78963614,0.4292879,0.8396052,1.3918016,1.1532263,1.0211394,1.3922267,1.1102033,1.0204974,0.0,1.2320209
window,0.9736297,1.2506944,1.110513,1.0187083,1.1581957,1.154618,1.2220395,0.9124348,0.75298345,0.5853045,1.0185126,0.75148284,0.96664315,1.0496461,0.7800212,1.0338118,0.93610376,1.105928,1.2190177,0.9948916,1.1876352,0.7441772,1.1094228,1.1032186,0.86450636,1.0152924,0.71611565,0.66469276,0.9661436,0.5564686,0.940673,0.8044306,1.0851946,0.6632993,1.0458424,1.237495,0.58988917,1.2270604,1.011001,1.1047226,1.1196313,0.47685158,0.8176867,1.1984887,0.80659956,1.087903,0.89820343,1.2477521,0.99703175,1.1473511,0.9490623,1.130361,1.0611666,1.2147126,0.95890296,1.2826424,1.2696443,1.3024371,0.90515125,1.1059073,1.23861,1.1599903,0.8041262,0.8369651,1.0507548,0.87724924,1.1049026,0.89720255,0.845824,1.0298278,1.1618972,1.0531827,1.121761,1.2388893,1.1965337,1.0643067,1.219059,1.088228,1.1583138,0.768896,1.0160519,0.83079696,0.945436,0.8747922,1.1592042,1.194339,1.132796,1.162453,1.1512942,0.9106428,0.6790631,1.1196069,1.1624707,1.302619,1.0635118,1.1967982,0.5063344,1.2019883,0.95246047,1.0017802,0.8401978,1.1974101,1.0060425,1.0120596,0.92065704,0.73805547,1.3676698,0.68727,1.1401505,1.2003665,0.88472253,1.1600654,1.0532886,1.0302504,0.8467885,0.8714692,0.7221642,1.2676272,1.2954261,1.2006756,1.0429994,0.984501,1.2480401,0.99478704,1.0615832,0.7419574,1.2320209,0.0
