,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
elephant,0.8728172,0.8415718,1.2562646,0.7707913,1.1961868,1.189067,1.1185308,1.1851778,0.81544626,0.7151561,0.7950041,0.76850414,0.78902173,1.1270162,0.5965239,1.177928,1.0669967,1.1650355,1.2574844,1.1692302,1.0315907,1.0792273,1.2356272,1.126173,1.0991725,1.2536577,0.3586445,1.0430279,1.1266335,0.9043201,1.064809,0.99081546,1.1026928,0.8939208,0.8582416,1.1491337,0.97772807,1.2797245,1.1038697,1.0548184,1.2251643,1.0309521,1.0081972,1.2719235,0.0,1.0480987,1.0256468,1.1479241,0.9784569,1.1754594,1.1428214,1.004589,0.9067534,1.1967984,0.73616755,1.1452389,1.0492057,1.2985802,1.0351382,1.0817184,1.147564,1.1762981,0.9496469,0.4897945,1.1632421,0.5086328,1.0117292,1.1550407,1.1299827,0.9852009,1.0595286,1.0762519,1.0874814,1.1848786,1.0942527,1.1295711,1.0877612,1.0863034,1.2702538,1.0888553,1.1067536,0.48617542,0.58297455,0.91041046,1.0248806,1.1006131,1.0660017,1.1466467,1.2486942,1.0452161,1.0904206,1.2268084,1.1401522,1.2408699,0.80160135,1.2240301,0.89980954,1.187032,0.9882343,1.0164173,0.5083324,1.0889229,0.64960706,0.9640624,1.1131427,0.7003666,1.1597116,0.46904004,1.0490401,0.9490934,0.99255997,1.1135204,1.0450112,0.99165857,0.5772068,0.9710173,0.8405465,1.2633762,1.1773126,1.1217245,0.93468004,1.0694396,1.3226557,1.0407251,1.1948695,1.1530596,1.0703423,0.80659956
eye,1.1056002,0.92548573,0.9418175,0.9328856,1.0521561,1.1469321,1.0912879,1.2512201,1.171966,1.1096689,1.0971272,1.1358331,1.016721,1.069331,1.0821621,1.2239194,1.1381147,1.135435,1.0897888,1.1449095,0.9969915,1.0738134,1.2666686,0.98199326,1.1995617,1.1567813,0.97266626,1.2781014,1.0320925,1.1234115,0.9530542,0.8927481,1.0767406,1.0955304,0.85567623,0.9209434,1.1294863,1.066661,1.0484289,1.1658568,1.0304908,1.1282685,1.1549938,0.941916,1.0480987,0.0,0.8429057,0.5839048,1.1123905,0.9808587,1.1812031,0.93354857,0.97225344,1.025662,1.0740745,0.617234,0.9806192,0.9612116,0.7751918,0.75819016,0.86148846,1.0689529,1.1849616,1.0362468,1.1449388,1.0028354,1.0148517,1.1720669,1.1269995,1.0630231,1.0473241,1.1897386,0.6142062,1.0068239,0.79327124,1.1617746,0.74472356,0.32055748,0.95216507,1.1598817,1.1387401,0.9983702,0.97554755,1.0980995,1.0054303,0.95840293,1.1139114,1.0173773,0.99861324,1.1744168,1.1306825,1.1244406,1.0793337,0.8312227,1.0980529,1.0964013,1.1957498,0.86072576,0.8577093,1.2156544,0.97390753,1.0372148,0.95669454,0.4304937,1.2337027,1.0688902,0.8876674,1.0645323,0.9689862,1.0234652,1.0670905,1.0313647,1.0894173,1.1324185,1.027826,1.1226931,1.2009573,0.9141977,0.59932613,0.750633,1.1126252,1.2061743,1.2438096,1.1405218,1.0558333,1.2380946,0.6813122,1.087903
face,0.7659031,1.2441484,1.0052314,0.6095693,1.2167926,1.2829738,1.1202108,1.1840997,0.8667378,0.6323308,1.3194675,0.8103957,0.7187087,1.2200258,0.75255084,1.2043395,0.93515486,1.2579544,1.2464815,1.0189611,1.1869338,1.2773871,1.2730175,1.1806865,1.236117,1.2309687,1.0131321,1.1042833,1.3301657,0.8938113,0.96917593,0.52047646,1.012904,0.76973397,1.0394124,1.3472854,0.64438176,1.3094863,1.0556905,1.1253314,0.929397,0.99609053,1.0888755,1.1159958,1.0256468,0.8429057,0.0,0.895944,1.0151684,1.3090005,1.2433406,1.0637811,1.1864333,1.1391243,0.86073315,1.1842253,1.0385928,1.2445467,0.126248,0.73286563,1.0049667,1.1374702,1.0075092,0.674152,1.1716378,0.7696472,1.2416965,1.3046975,1.2841842,0.8448018,0.9585377,1.2151662,0.7455139,1.157579,1.1095273,1.4280521,1.2202786,0.72069,1.1449074,1.0163171,1.0927268,0.7011988,0.7896229,0.79258657,1.2741983,1.3199472,1.3029622,1.0251895,1.0086486,1.2636839,1.1017408,1.2372859,1.182016,1.0769479,1.0361701,1.2793683,0.9753988,1.0462626,0.43260247,0.9577021,0.622467,1.1646599,0.8607633,1.0320505,1.087003,0.8616974,1.3283777,0.9129462,1.0685097,1.0315955,1.1477981,1.3219801,1.0376878,1.2357355,0.59380126,0.9330647,0.75120467,1.1602398,0.9806736,0.84262586,0.8213599,1.3018948,1.204499,0.86913586,1.0555029,1.2428446,1.1818761,0.89820343
finger,1.1930959,0.734151,0.80205685,0.7001147,0.8887228,0.98558193,0.94985807,1.2492583,1.3833234,1.323516,1.0610155,1.3063046,1.1096152,1.1469368,1.2081685,1.1689351,1.2852652,0.97699094,1.0523944,1.2540824,0.9144884,1.1257541,1.2231016,0.92358583,1.1764592,1.1250482,1.0549135,1.3380067,1.0865928,1.2157395,1.0936421,1.0385679,1.1663756,1.2661254,0.7251168,0.6895623,1.327316,0.9176474,1.2127438,1.0836539,1.0283173,1.2354488,1.2605588,0.8138347,1.1479241,0.5839048,0.895944,0.0,1.2520338,0.8313215,1.0580227,0.8174672,0.8513624,1.0372115,1.1488464,0.5386966,0.7588897,0.75804347,0.83547163,0.32079536,0.6499189,1.1149055,1.3740177,1.0362716,1.3064508,1.0231214,0.91790724,1.1149613,1.1017678,1.1187828,0.95075196,1.0824021,0.5819826,0.86609924,0.49421763,1.095759,0.49196684,0.50446916,0.79206586,1.3197155,1.1561837,1.0832714,0.96691376,1.2881331,0.8605189,0.71756816,1.1049229,1.0312933,0.8378882,0.9909193,1.207572,1.1983536,1.0320164,0.5871303,1.1947948,1.0295396,1.2935044,0.82179725,1.0136641,1.2934002,0.9555663,1.0323467,0.7924017,0.6132761,1.3002222,1.2619929,0.5855705,1.0545881,0.8641615,0.9494507,1.1284168,0.94278264,1.048892,1.1750504,1.0705851,1.2411277,1.3998125,0.92061317,0.095516264,0.5604055,1.0165067,1.2618802,1.2316251,1.2115827,1.1163464,1.2072008,0.5578659,1.2477521
firetruck,0.77359414,1.1749233,1.0625575,1.0134743,1.198122,1.1316365,1.0570059,0.9043189,0.8465475,0.8907974,1.0748616,0.8613243,0.83281255,1.0649253,0.8812196,0.95255035,0.5427311,1.1541969,1.1109862,0.7832249,1.0707039,1.0756506,0.999161,1.0117546,1.0839862,0.57712305,1.0490372,0.94299096,1.1580255,1.0022621,1.1232442,0.9866853,1.0115924,1.0017953,1.0441349,1.2061884,0.9174578,1.2103585,0.98920184,1.0418174,0.729234,1.0484936,0.9540091,1.1330245,0.9784569,1.1123905,1.0151684,1.2520338,0.0,1.08561,1.1383914,1.0417652,1.0817161,0.88750243,0.8355359,1.1838323,1.050214,1.1211464,1.0772434,1.0678502,1.2193037,0.8663011,0.890701,1.0498765,0.9265602,0.976823,1.0463212,0.9891407,1.1930704,0.9339368,0.8767435,1.0609514,1.1107024,1.0323193,1.3045204,1.0634189,1.2756795,1.1457763,1.1388891,0.9735059,0.8556336,0.94580173,1.0677217,0.5866246,1.1507611,1.1632332,1.1308302,1.0354171,1.0636995,1.200454,0.97882533,0.95860535,0.9776588,1.1679665,0.9770668,0.9345,1.0291913,0.8968879,0.98108095,0.8410125,0.9935627,0.9915058,1.1200414,1.1141344,0.99975914,0.8027385,1.2485583,0.99396634,1.0743978,1.0270274,0.9901112,1.1245562,1.138701,0.9911739,0.9937802,0.9404664,0.80975044,1.1072553,1.327672,1.0876883,0.91899586,0.9770009,0.7838187,0.7979238,0.3576802,1.1091117,1.2117763,0.99703175
fish,1.3389908,0.816458,0.821379,1.3686626,0.5698004,0.5389966,0.8633981,1.1155438,1.495377,1.5400629,0.5980469,1.5184094,1.4430909,0.81054676,1.450118,0.6751366,1.1846992,0.576903,0.8397533,1.279753,0.7069118,0.97233325,0.9648223,0.5448961,1.0640098,0.70328623,0.9715742,1.3157111,0.63192296,1.3436582,1.1384996,1.2933567,1.1631032,1.3733971,0.99199814,0.34375334,1.4971457,0.6941501,1.1406114,0.94146144,1.0447279,1.2647189,1.1584346,0.63007724,1.1754594,0.9808587,1.3090005,0.8313215,1.08561,0.0,0.63246834,1.1218064,0.6438703,0.57515186,1.3079193,0.47705,1.0208979,0.6860936,1.2583185,1.2253957,0.6052815,0.75179356,1.3278298,1.3610473,1.1359363,1.4792559,0.76517725,0.88389075,0.75764394,1.1368341,1.2608416,0.7604858,1.0820866,0.5223153,0.5813495,0.8271401,0.4533893,1.0389932,0.54035383,1.2099038,0.9363384,1.4991947,1.3775704,1.3377793,0.47078854,0.435032,0.839576,0.9786512,0.8768886,0.6492119,0.92671347,0.9041393,0.8098802,0.68872416,1.251877,0.6455794,1.3174698,0.59209025,1.2566808,1.3199105,1.3955591,1.0548966,1.0724485,0.9145819,1.1690935,1.2277666,0.43072605,1.1569362,0.6111425,1.2179879,1.0508107,0.39181745,1.0394882,0.9078784,1.3899676,1.2823639,1.5563995,0.90157735,0.70483196,0.8582188,1.330736,1.0333626,0.91394365,1.3800888,0.89645684,1.0772301,0.49851018,1.1473511
flower,1.4141527,0.86241174,0.9507144,1.4708816,0.38489223,0.45742804,1.0361491,0.8042624,1.460795,1.4059411,0.748021,1.4752057,1.4170905,0.8457453,1.4720573,0.6181167,1.0772583,0.20909286,0.78511924,1.1358149,1.1028011,0.82447195,0.84956014,0.6222065,0.8383243,0.6332761,1.0491272,1.1107955,0.35876948,1.0707349,1.2922895,1.2223623,1.0638602,1.327064,1.1425474,0.437142,1.23739,0.57539725,1.0812263,0.78390646,1.0916717,1.0196804,1.1342915,0.8570903,1.1428214,1.1812031,1.2433406,1.0580227,1.1383914,0.63246834,0.0,1.0405767,0.78408104,0.90075624,1.2778734,0.5507542,1.3350844,0.7254865,1.228324,1.3669322,0.5564081,0.9543515,1.235948,1.3322506,0.9670837,1.5133674,0.81938213,0.66628003,0.309341,1.2018714,1.4294994,0.4429003,1.165652,0.84988743,0.5427651,0.77510524,0.6832827,1.1331191,0.7643583,1.0853026,0.9124392,1.4392235,1.4561249,1.2768384,0.5334616,0.5939694,0.75151145,1.1688004,1.1415282,0.6890465,0.60080665,0.93186027,0.7485546,0.83430266,1.1115128,0.6677651,1.0336796,0.9422477,1.3667228,1.1812161,1.3389543,0.9560988,1.2945361,1.0846168,1.1372126,1.257762,0.52854884,1.0953431,0.9576471,1.3077223,1.0005364,0.5705106,0.94842607,0.95138955,1.3478885,1.0727726,1.4136918,0.9380365,0.93438095,1.2057527,1.3913579,0.87769777,0.7973436,1.3225404,1.0462424,0.7245054,0.5210167,0.9490623
foot,1.0337152,0.7178804,1.1117445,0.84424824,1.0849501,1.0440005,1.0686591,1.0811793,1.193045,1.1646314,0.98382956,1.1836609,0.9597556,1.0955727,1.0454054,1.120472,1.066526,1.0559356,1.1074429,0.9853231,1.0418218,0.974363,1.1408676,0.9981313,0.9717112,1.067304,1.1016815,1.0571651,1.0071801,1.1488943,1.1566308,1.0424279,0.9502417,1.1752666,0.95612586,1.0565962,1.1528648,1.046304,0.9358505,0.9398842,0.93349427,1.1135409,1.1274799,1.1568624,1.004589,0.93354857,1.0637811,0.8174672,1.0417652,1.1218064,1.0405767,0.0,1.1902659,1.0327172,1.1088973,0.98664,0.6236461,0.8914081,1.0680568,0.77308387,0.9672838,1.0735041,1.1432565,0.99471533,0.9075794,0.9189845,1.020635,0.9246349,0.98451424,1.1206949,0.77656496,0.9570393,0.9052889,1.0497531,1.0637934,0.850395,0.9191588,0.8942467,1.0596827,1.1019827,0.9537614,0.9412079,0.91025215,1.0776293,1.1014118,1.0952652,0.8539784,1.1413372,1.0348754,1.0475286,0.97040266,1.1389678,0.99159086,1.0391008,0.8366082,0.9977743,1.1337954,1.0417473,0.96445996,1.0778794,0.9792048,0.217781,0.91666704,0.94432396,1.1345246,1.1440134,0.8090155,1.1091322,1.1821884,0.45180488,1.0123708,1.044815,1.0756391,0.84065014,1.0415455,1.0418378,1.1572776,0.982681,0.81133366,1.0381736,1.0158093,0.8590137,1.0210478,1.1440302,1.0651948,1.0093609,1.001951,1.130361
fork,1.163336,0.8943851,1.0654665,1.1268951,0.83369577,0.90036535,0.9725676,1.0712523,1.1466238,1.153324,0.79909736,1.0848095,1.2032622,0.9522152,1.1296691,1.0527762,1.2095563,0.70086884,0.9312182,1.2215052,0.9521289,0.93722725,1.019549,0.8716275,0.9106442,0.95041305,0.82825494,1.0932558,0.8125057,1.1091126,0.95154434,1.1409224,1.220828,1.098923,0.80015427,0.5203024,1.2003844,0.81009126,1.2543948,0.99785113,1.2242193,1.1291186,1.0797564,0.9254769,0.9067534,0.97225344,1.1864333,0.8513624,1.0817161,0.6438703,0.78408104,1.1902659,0.0,1.0382341,1.0948329,0.66730416,1.1363909,0.98332185,1.173996,1.1464064,0.7934848,1.0493587,1.0199001,0.9848569,1.256694,1.0804396,0.8151993,0.92232096,0.8681887,1.0965143,1.2657951,1.0819417,1.0907433,0.91307116,0.5866256,0.9844059,0.66431504,1.0778936,1.0434889,1.1595701,1.202665,1.1024368,1.0125229,1.1815437,0.49777192,0.44881797,1.0150987,0.95995504,1.0871439,0.9221635,1.0574813,1.0639825,0.9401336,0.86209685,1.0756038,0.9222169,1.0227911,0.9140583,1.1179354,1.1904149,1.0469227,1.2605753,0.8599828,0.9976761,1.1366024,1.0626379,0.62832415,0.9562394,0.673848,1.165859,0.99788314,0.6426628,0.9307521,1.0080163,1.0722574,1.1349591,1.2285609,1.0610934,0.80503726,0.8374158,1.0186932,1.1100755,1.190203,1.1881795,1.0284239,0.927897,0.5740234,1.0611666
frog,0.7691496,1.0753537,0.8316413,1.2174289,0.90815675,0.90215814,0.6140953,1.1514705,1.3611498,1.3015697,1.0107781,1.3591764,1.1582949,0.61046076,1.274987,0.8672039,0.92223597,1.0135367,0.9782126,1.1329982,0.85870576,1.1915252,1.142401,0.60027754,1.3597089,0.8374274,1.1021892,1.3029041,0.9492161,1.2895663,1.1300086,1.1346722,1.0377733,1.2916285,0.9924074,0.9228811,1.2539852,1.0261735,1.0223032,0.5409068,0.5856854,1.3380868,1.2085507,0.8079162,1.1967984,1.025662,1.1391243,1.0372115,0.88750243,0.57515186,0.90075624,1.0327172,1.0382341,0.0,1.1387188,0.78452265,0.7417285,0.8245238,1.0905181,1.0694016,0.8730902,0.45952368,1.1376008,1.2593629,1.0552692,1.2809042,1.0155752,1.1144731,1.0012854,0.9698952,0.7148377,0.88666224,1.1064306,0.6288657,1.0348511,1.1364326,1.0072381,1.0391821,0.8665355,1.2464821,0.6486087,1.261862,1.2529069,1.051402,0.9683959,1.0005318,0.7789943,0.938481,0.8317262,1.0912212,0.85276884,0.9117023,0.6165543,0.9476609,1.0841913,0.7203326,1.4150712,0.4338073,1.1387897,0.85635185,1.2962346,0.7918077,1.1697612,1.0242015,1.1121209,1.0491477,0.8195941,1.2291147,0.93646145,1.0114061,1.0105945,0.7850183,1.0578998,0.86801374,1.2510068,1.1156462,1.1723117,0.9042683,1.0263543,0.86801636,0.99186355,1.1841137,0.52654475,1.061928,0.80492747,1.2178073,0.96266156,1.2147126
glass,0.776052,1.2657835,0.95567447,0.8426535,1.1399956,1.165557,0.90171987,1.060243,0.689932,0.68672824,1.0239143,0.67434216,0.6238271,1.2755599,0.6993969,1.0354143,0.8511374,1.2585819,1.0487014,0.8693306,1.0683396,1.1984106,0.95113117,1.1971896,1.1554285,1.1443686,0.8824159,1.0284817,1.2472296,0.9889282,0.9596118,1.0000346,0.920133,0.89245427,1.1286819,1.3253481,0.81769,1.1418473,0.9783349,1.1512148,1.0690194,1.0887893,1.0053939,1.002889,0.73616755,1.0740745,0.86073315,1.1488464,0.8355359,1.3079193,1.2778734,1.1088973,1.0948329,1.1387188,0.0,1.3617077,1.0391827,1.0150514,0.9917546,0.9045764,1.3384085,1.1915681,0.8440217,0.7737156,0.9378065,0.75268257,1.1663642,1.2330239,1.2420608,0.8354487,0.8808909,1.1507866,1.0719899,1.2010772,1.2350159,1.2498837,1.3881615,1.1284987,1.1117128,1.077574,1.0652615,0.6975525,0.909993,0.72460115,1.2810962,1.3118697,1.1628679,0.99641335,1.2288595,1.2880003,1.1280601,0.88385063,1.2258955,1.1219372,0.90795773,1.1917934,1.0157547,1.2123989,0.9128155,0.6227484,0.7720753,1.1349092,0.9297311,1.0716804,0.939684,0.7479203,1.3311934,0.81987953,1.0552777,0.99501514,1.0936339,1.2564943,0.906261,1.1315447,0.7501993,0.8294909,0.62128067,1.0301541,1.2436895,1.051693,0.68416846,1.167629,0.9310435,0.502055,1.0455587,1.1720927,1.2563378,0.95890296
glasses,1.5206032,0.62469965,1.0072124,1.2964302,0.5526353,0.6076481,1.0351212,1.0379106,1.6312268,1.6175774,0.7225709,1.601286,1.4523127,0.89584917,1.5579512,0.8351691,1.2900083,0.44809878,0.8415928,1.2864531,0.97066313,0.95586485,1.0705293,0.60974693,1.0569955,0.8011397,1.0123181,1.4133123,0.5220202,1.358635,1.1872568,1.1752193,1.1930201,1.5019794,0.87812984,0.21197355,1.5343195,0.64071286,1.2133174,1.0021309,1.1224854,1.319193,1.1997292,0.8031656,1.1452389,0.617234,1.1842253,0.5386966,1.1838323,0.47705,0.5507542,0.98664,0.66730416,0.78452265,1.3617077,0.0,1.1338639,0.71696657,1.0634255,1.1104269,0.25876147,0.99537915,1.3523656,1.3378451,1.2061201,1.4682331,0.6740742,0.85400003,0.7000934,1.3397348,1.3690008,0.76253843,0.8139563,0.74139833,0.2942723,0.92386264,0.23263812,0.6365407,0.68999016,1.2678492,1.0821329,1.4689434,1.3419697,1.4474297,0.40319622,0.34953582,0.79913145,1.0764035,1.0820314,0.80986595,0.9446726,1.0409659,0.8712685,0.60023504,1.1482642,0.622089,1.3433214,0.6700818,1.2317476,1.3645959,1.284796,1.0108249,1.0613967,0.64563245,1.3322728,1.2956928,0.21457493,1.0941484,0.7082661,1.1915911,1.0781224,0.5106699,0.97709733,0.9820823,1.3739614,1.2771966,1.664525,0.82204324,0.4090333,0.8677971,1.3935406,1.1486415,1.0179988,1.4589664,1.0304688,1.0226804,0.13850433,1.2826424
glove,0.6826475,0.8664395,1.0337889,0.60563534,1.335166,1.2957857,0.7444369,1.1331972,0.98720765,1.0507963,1.1276066,1.0141253,0.7318038,0.9579939,0.7676288,1.1972535,1.1624109,1.3800197,1.1439737,1.0710719,0.82407045,1.1869243,1.1132039,1.09298,1.2004963,1.1712456,1.0922706,1.0326246,1.4175661,1.1784136,1.0420303,0.9733489,1.0694954,0.99286157,0.723437,1.2369215,1.1782213,1.2261177,1.0606607,0.8274441,0.81112754,1.224206,1.1732156,1.1413248,1.0492057,0.9806192,1.0385928,0.7588897,1.050214,1.0208979,1.3350844,0.6236461,1.1363909,0.7417285,1.0391827,1.1338639,0.0,0.8862953,1.0302607,0.5264188,1.1150804,0.9705146,1.2252263,0.88147545,1.1201818,0.7156477,1.0555061,1.1920817,1.3548715,0.8785366,0.30994427,1.1642084,0.9727684,0.945817,1.2094891,0.8271229,1.0902603,0.93206316,1.203728,1.1382694,0.9824746,0.8164574,0.7675695,1.0597192,1.1869475,1.187558,0.9388258,0.8701484,0.7812753,0.9387159,1.1967866,1.1080954,1.0394794,1.0497859,0.77312875,0.96552545,1.2384524,0.9017711,0.8614942,0.95072967,0.9132091,0.60956097,0.759,1.0074526,0.9737102,1.1576959,0.9770231,1.1174095,1.0345062,0.3230949,0.9834291,1.1538391,1.039693,0.7863444,0.9218351,1.180417,1.0625744,1.051618,0.83137774,0.67269206,0.75095254,0.8557085,1.0203072,0.977726,1.0269033,1.2260768,1.1706975,1.2696443
gum,1.1745211,0.9496885,0.64299804,1.252426,0.5137742,0.6004133,0.6517809,0.900997,1.3641046,1.4860921,0.7760644,1.4226842,0.9560866,1.0671878,1.3013046,0.8052491,0.9223054,0.6525264,0.82259965,1.0391649,0.8642372,1.0445944,0.8822146,0.8273946,1.1474417,0.95318294,1.2789166,1.4032657,0.77408606,1.3457539,1.1583142,1.2108839,0.8062233,1.4252603,1.0827872,0.58550483,1.3547971,0.6306384,0.9662957,0.99933875,1.0646137,1.3073139,1.2347512,0.5582151,1.2985802,0.9612116,1.2445467,0.75804347,1.1211464,0.6860936,0.7254865,0.8914081,0.98332185,0.8245238,1.0150514,0.71696657,0.8862953,0.0,1.2068653,0.9667496,0.7839788,1.049733,1.29453,1.3819127,0.8032103,1.3426985,0.8424132,1.1403344,0.85969555,0.8888946,0.8533098,0.88116336,0.933941,0.8029432,0.5988708,0.746024,0.7852274,0.94410336,0.644793,1.2906651,0.84519297,1.2723646,1.355023,1.1030055,0.8017543,0.7876263,0.88931334,0.96981233,1.0630275,0.9635829,1.0239506,0.7214598,1.0096406,0.81328756,1.0954037,0.90998745,1.4235371,1.012207,1.1810173,0.9903187,1.3803132,0.85555375,1.3218323,0.94724876,1.1105543,1.2031331,0.6131179,1.3299863,1.0285832,0.9668596,1.0901978,0.76611304,0.9140674,1.0739616,1.368771,1.2003858,1.3188517,0.6928878,0.7118001,0.8304957,1.0346828,0.8439592,0.6184608,0.95580125,1.1751821,1.156762,0.6685692,1.3024371
hair,0.83313257,1.214434,1.0085857,0.66156834,1.2054378,1.2534847,1.13726,1.1397483,0.9733417,0.7222361,1.287827,0.89613414,0.7967623,1.1192361,0.8232842,1.2094874,0.9927471,1.2325358,1.2847761,1.0609691,1.1393957,1.2334297,1.326719,1.1458266,1.2469659,1.2378831,1.0063716,1.1076578,1.3004229,0.8801234,0.9459875,0.4352085,1.077685,0.8163513,0.89884615,1.2788812,0.658497,1.315448,1.0687468,1.0777359,0.89868665,0.97807914,1.1101487,1.1001391,1.0351382,0.7751918,0.126248,0.83547163,1.0772434,1.2583185,1.228324,1.0680568,1.173996,1.0905181,0.9917546,1.0634255,1.0302607,1.2068653,0.0,0.73775566,0.84869564,1.1136198,1.0547282,0.72515464,1.2087901,0.80754375,1.2198975,1.2659369,1.2648734,0.94381094,0.9654252,1.1875206,0.741251,1.1079631,1.0438477,1.3866383,1.1032254,0.63579166,1.1182413,1.0511476,1.1163162,0.74924207,0.7975986,0.88881075,1.2581108,1.2722479,1.2391566,1.0352632,0.9962318,1.2284764,1.077553,1.2728715,1.1288474,1.0140047,1.0343535,1.2687358,0.99367785,1.003209,0.4377371,1.032083,0.64760005,1.1574912,0.85687494,0.9417851,1.142642,0.92695916,1.2602785,0.96664095,1.0962784,1.0346806,1.0860115,1.2935859,1.0593778,1.19979,0.61393976,1.0028841,0.8295878,1.1927447,0.9038255,0.8491288,0.9215034,1.275474,1.2200867,0.9633244,1.0998031,1.1774938,1.1013162,0.90515125
hand,0.75693655,1.0309273,0.8765838,0.35617483,1.3012351,1.3581121,0.9425232,1.2385365,0.9612097,0.9287406,1.251706,0.9277554,0.70935297,1.1878338,0.83249414,1.2349684,0.9813599,1.3840402,1.2046068,1.0606301,0.99084574,1.2199033,1.232878,1.1925691,1.2520351,1.3010011,1.0395641,1.1362519,1.4187067,1.066154,0.98456055,0.82857037,1.0755055,0.9819975,0.82822776,1.2486407,0.9901091,1.2546113,1.0335629,1.1403325,0.8735538,1.0854123,1.1463832,1.0881917,1.0817184,0.75819016,0.73286563,0.32079536,1.0678502,1.2253957,1.3669322,0.77308387,1.1464064,1.0694016,0.9045764,1.1104269,0.5264188,0.9667496,0.73775566,0.0,1.1438116,1.1206429,1.1327101,0.8792896,1.1999831,0.65995383,1.058078,1.2832011,1.3363888,0.87065434,0.5433587,1.2641523,0.65656966,1.0407919,1.0835168,1.2539628,1.0257375,0.68854666,1.1277384,1.1381823,1.0887352,0.70382804,0.7416919,0.86855024,1.2586718,1.160023,1.2816921,0.9564985,0.85268664,1.2054473,1.2347386,1.1117069,1.2074145,0.9644416,0.9864126,1.2948829,1.1201828,0.99118686,0.79241973,0.92430663,0.7790134,0.96058726,0.80396247,0.7888255,1.050346,1.0904392,1.151421,1.0039668,1.0924531,0.7821802,1.133425,1.2838404,1.0181748,1.1675558,0.8542403,1.0124732,0.9049424,1.1046413,0.57200456,0.6143378,0.62797594,1.2662247,1.2393324,0.84345067,1.0640943,1.3207433,1.1257876,1.1059073
hat,1.4273666,0.6725775,0.9698446,1.2130294,0.47028506,0.48268437,1.0633769,1.0328065,1.5528061,1.480876,0.7457931,1.5096902,1.3328298,0.9178738,1.4368746,0.8126653,1.2723053,0.39608753,0.857188,1.2327307,1.0058832,1.1022217,1.0097976,0.7237321,1.0443898,0.7968987,1.0440578,1.2979393,0.57839674,1.224366,1.182895,1.1111399,1.1825714,1.3860844,0.9117396,0.36371946,1.3971292,0.64366114,1.241822,0.85859805,1.0029414,1.2343388,1.229439,0.77074385,1.147564,0.86148846,1.0049667,0.6499189,1.2193037,0.6052815,0.5564081,0.9672838,0.7934848,0.8730902,1.3384085,0.25876147,1.1150804,0.7839788,0.84869564,1.1438116,0.0,1.0402267,1.39165,1.1919353,1.224046,1.36501,0.874616,0.8496191,0.80963266,1.2280701,1.3104527,0.67157876,0.9752793,0.8029318,0.29567122,0.90900964,0.40514684,0.79765725,0.6759927,1.248082,1.1261126,1.3621576,1.2253025,1.435562,0.5601237,0.5434936,0.7149702,1.2351876,1.0642184,0.79041994,1.0173972,1.0979595,0.82282853,0.5969659,1.0582781,0.6741631,1.2817466,0.8204126,1.0378299,1.3954965,1.1596645,0.9867706,0.92858696,0.90328026,1.3495439,1.2357155,0.26461494,1.1218463,0.8229338,1.1094279,1.1371453,0.69001913,0.9980524,0.8684707,1.2008098,1.251409,1.5590774,0.85712314,0.48537922,0.9855503,1.4601445,1.0685165,0.90728927,1.3929197,1.0282245,0.9621596,0.25528103,1.23861
