,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
oven,1.1626477,0.9210791,1.1556427,1.0481993,1.1455184,1.0904357,1.2337132,0.95789766,0.73017967,1.1871159,0.9291824,0.83958155,0.6673836,1.1655636,1.1051217,1.0747452,0.8282552,0.82949364,0.99880546,0.8493184,0.63302124,1.1110442,0.736401,0.84652334,1.0530508,0.6060875,0.78957856,1.1374516,1.0571456,0.6610074,0.9836155,0.70481586,1.0588251,0.6692305,0.9198935,1.1452072,0.8416807,1.180418,1.019177,0.8255145,0.92531765,1.1597229,1.1790292,0.58911866,0.5394849,1.075093,1.1650232,1.0100403,1.084082,1.0362428,1.1540345,1.1902858,1.1780255,1.005357,1.1143677,0.9957702,1.2351301,0.9041426,1.0691895,1.0131001,1.0276245,1.0531309,1.1907126,1.1250776,1.1247442,1.0477598,1.0596206,1.0903716,0.84680164,1.0361198,0.81180096,0.7214146,0.91612905,0.9541702,1.0962543,1.183272,1.0599687,1.1662368,1.0326519,1.2138072,0.9306037,1.2102127,1.2591362,1.1048611,0.0,1.2141674,1.0715854,0.98515725,0.87064236,1.090671,0.9250829,1.0122644,1.1658195,1.1448246,0.86547637,1.0227296,0.94815284,0.8972007,1.1211008,1.1328626,0.8938346,0.8832486,0.44358933,1.0220088,1.08046,1.0585493,1.0545546,1.0543678,1.0231719,0.87346864,0.6215982,1.1053389,1.0648971,0.94292045,0.80413854,0.9756379,1.0582327,1.0561826,1.0422554,1.0580108,0.90945303,1.0768954,0.7928475,1.0166819,1.1841373,0.98379785,0.9498875,0.9433697,1.1736465,0.8746069,0.9499723,0.95436376,0.70856434,0.872056,1.100413,0.70041233,1.1209964
owl,0.28988016,1.1321149,1.2919983,0.6568624,1.0116853,0.93878025,1.0277603,0.82348263,0.7297431,0.72204715,0.6880398,1.3329109,0.91886485,0.7220402,0.5342485,0.55922127,1.1074773,0.9323551,1.3285402,1.2230521,0.9499946,0.99351716,1.3214875,1.3266113,1.1550859,1.400321,1.285911,1.1417989,0.5578905,1.1144056,1.3942448,1.0480255,0.7215587,1.0334555,0.9343632,1.0320007,0.8574542,1.0822456,1.4148555,0.77327645,1.3925557,0.50742996,0.85372084,1.1515745,1.0969683,0.8017198,1.1692235,1.302604,0.69080955,1.1679118,0.8390083,1.1759896,1.205525,1.2702806,1.0352011,1.3427111,0.5822874,0.69070375,1.3353226,0.98000115,0.91596997,0.9937875,0.88419473,0.84637356,1.169695,1.0601714,0.8056288,0.77399915,1.3416954,0.763765,0.90859914,1.0695724,1.4127129,1.258229,1.0044975,0.6953327,0.89244246,1.0454025,0.9538125,1.2497405,1.3382773,1.285826,1.0402311,1.3101723,1.2141674,0.0,0.64427626,0.9476846,0.90575725,1.0233283,1.3321004,1.3390486,1.2510159,0.930787,1.3175819,0.9283857,1.2408633,1.3218963,0.86597466,1.1592095,0.8234278,1.2276776,1.0796852,0.9431708,0.7811602,0.77251315,0.7987702,1.0734984,0.78590715,0.896466,1.0955069,0.7539532,1.3755329,0.9401002,1.2146766,1.0699707,0.93117857,1.2344085,0.8613819,1.1543329,0.9980638,0.7668208,0.667539,1.227682,1.26611,1.3913796,0.8194097,1.2622131,0.98424417,0.80587506,0.99596506,1.088133,0.9774393,0.9549533,1.3455763,1.0428846,0.80589163
pajamas,0.46323025,1.0026163,1.5413171,0.4099871,1.2571485,1.1165895,1.126435,0.87782264,0.55929536,0.7496688,0.40659922,1.302687,0.78693825,0.25490284,0.8259381,0.1950149,1.2069405,1.0392371,1.5558046,1.3636835,0.88526,1.00692,1.3227174,1.4307055,1.3229344,1.3941289,1.3292563,1.2855742,0.65268195,0.9464058,1.5908155,1.0639334,0.450082,0.8643435,0.9233233,1.2529898,0.5855578,1.18246,1.5525792,0.734882,1.6234083,0.8501797,0.9665419,1.0814635,0.858503,0.3773558,1.1053733,1.4791839,0.38647008,1.4666382,0.8404935,1.1622398,1.3886033,1.4883928,0.9014453,1.343503,1.020598,0.7244729,1.468113,0.7342987,0.8896695,1.2620964,0.8581129,0.63280654,1.3981884,1.196334,0.83200234,0.45066762,1.3826069,0.16516817,0.7356059,0.984667,1.5938381,1.2274799,1.0049839,0.56391746,1.035603,1.0703435,0.90264,1.5117757,1.2781703,1.2224101,1.0796385,1.5291148,1.0715854,0.64427626,0.0,0.37309676,0.7858739,1.1832538,1.46091,1.4868603,1.2512012,1.2322689,1.1600741,0.7077868,1.3309432,1.4768878,1.248899,1.2916594,0.71612036,1.3903154,0.9315985,0.77699786,0.37031174,0.8604667,0.40782285,0.918373,0.67314136,0.750725,1.1076216,0.64784145,1.5130826,0.82222146,1.4015119,0.8262576,0.97364867,1.24524,0.98484904,1.181654,0.8261015,0.4086982,0.5734409,1.5438118,1.2679293,1.526419,0.68935484,1.2187111,1.3361334,0.9913133,1.0415918,1.1580583,0.8661952,0.97658354,1.496769,0.9320281,0.42956865
pants,0.7618368,1.0784181,1.398185,0.5014986,1.227043,1.1100427,1.1249285,1.1335937,0.6843182,0.66097593,0.5474262,1.0533278,0.8981004,0.40799522,0.9857036,0.54580915,1.2404145,1.2051542,1.4513506,1.3361936,1.0367336,1.0537658,1.2051272,1.403376,1.2766979,1.2096566,1.2976272,1.2852101,0.7179943,0.9555577,1.3765181,1.0804845,0.42240858,0.74023205,1.015388,1.2473172,0.6094579,1.1267211,1.3590419,0.93119276,1.4856279,0.9918072,1.1591997,1.0102181,0.8353621,0.41231287,0.9457964,1.3595905,0.46977288,1.3447684,0.87678766,1.0620193,1.2683132,1.4192717,0.8001164,1.2084507,1.255894,0.93299276,1.2472491,0.8456029,0.90352404,1.4159629,0.8206158,0.78047013,1.2968366,1.2345031,0.947474,0.42460364,1.2223661,0.16227901,0.77552956,0.96598434,1.433678,1.1706116,0.995462,0.73187584,1.1104516,1.0489552,0.9311706,1.3433661,1.2264878,1.0382075,1.0754147,1.3223151,0.98515725,0.9476846,0.37309676,0.0,0.9637711,1.2338338,1.3339543,1.3865972,1.062935,1.2158468,1.0393598,0.6391282,1.3053899,1.3984052,1.2916746,1.2377667,0.7517479,1.2861364,0.87499213,0.79559827,0.41300553,0.9289467,0.43275684,0.8683651,0.6893103,0.75359035,1.1747249,0.8167523,1.2634376,0.7676326,1.2977496,0.836543,1.0227929,1.1164186,1.1091548,1.1776676,0.86955196,0.36410534,0.7057768,1.469017,1.0417916,1.4013406,0.94518995,1.2481525,1.4381039,1.1987495,1.0730917,1.223216,0.8818246,0.91854715,1.3028232,0.91816455,0.6375114
paper,0.74150467,1.0316126,1.2854596,0.87638825,1.1118025,1.0183691,1.1017652,0.7352649,0.7033187,1.1485012,0.7080927,1.1879528,0.67158175,0.7748534,0.93514985,0.68447137,0.96072954,0.28940272,1.2227727,1.0770113,0.4148835,1.0618051,1.1929976,1.0471206,1.114881,1.1428798,1.1345336,1.184101,0.9921337,0.8332619,1.275404,0.9999798,0.8649328,0.9541383,0.9038613,1.0654805,0.8812263,1.0526074,1.2187899,0.6853056,1.2702215,0.9424739,0.9053096,1.0207063,0.8309234,0.9802845,1.1465622,1.1824248,0.84306073,1.2284422,0.95791686,1.1951425,1.0977951,1.223821,1.0261233,1.2116712,0.87710804,0.72342324,1.298347,0.9457211,1.0725684,0.774937,1.0045981,0.90016717,1.2760897,0.98150426,0.8896526,0.88891137,1.2178427,0.83593524,0.7644964,0.9000723,1.2502563,1.0131793,1.0117688,0.872589,0.9824075,1.0899203,1.0066054,1.3262587,1.0126776,1.2508156,1.167259,1.2464294,0.87064236,0.90575725,0.7858739,0.9637711,0.0,1.0069046,1.1316587,1.1890383,1.190886,1.164075,1.1938466,1.0001967,1.2401277,1.086722,1.0331237,1.2823603,0.7453238,1.0521313,0.92539537,0.93357164,0.93600345,0.84457064,0.91297805,0.99525106,0.8489611,0.9870049,0.8452733,0.85848165,1.3013196,0.73396903,1.2162528,0.9487482,0.95376325,1.1548434,0.9244384,1.1971171,0.8871926,0.8960178,0.5535585,1.1656954,1.2239931,1.2280781,0.64369917,0.9900281,1.0105778,0.62853646,0.9099408,1.0753512,0.9602417,0.96313053,1.3522093,0.91197765,0.8653978
pastry,1.0635014,0.9159397,0.8918355,1.1883591,0.8133476,0.7986877,0.7793206,0.8890231,1.1549823,1.0429512,1.1856334,1.148075,1.0968567,1.1618056,1.0292379,1.1341466,0.9054131,0.99090534,0.95650244,0.8008555,0.98365104,0.98422825,1.1187285,0.84587216,0.9444792,1.1199921,0.9817206,0.6170186,1.171083,1.0788938,1.0243727,1.0004731,1.1725007,1.1108974,1.055141,0.41788507,1.2290403,0.91278523,1.0604461,1.0740792,0.8881068,0.9538164,0.9060813,1.0901749,1.1587774,1.1935186,1.002195,1.0145999,1.2165939,0.98213995,1.0757619,1.0436124,1.049773,0.98982984,0.97730947,1.1953981,0.8161601,0.902565,1.141598,1.0527688,1.2010758,0.78927004,1.0888002,1.0334592,0.93842417,0.8807669,0.9303368,1.1726872,1.0298753,1.1883632,1.1364709,1.118712,1.0557055,0.99777365,0.89926815,0.99951965,0.9400327,0.96954644,0.98421717,0.9937691,1.1057898,1.1385467,1.0495279,0.83952475,1.090671,1.0233283,1.1832538,1.2338338,1.0069046,0.0,1.1226246,1.0711873,0.9743013,0.878707,1.2073935,1.0643641,1.0224242,0.96359825,0.83338356,0.8294168,0.9536802,0.9456073,1.1846772,0.973954,1.1711283,0.9938349,1.2234559,1.001652,1.0328754,1.272102,1.0294251,1.03094,1.0745754,1.1427251,0.96772695,1.0082073,0.94127804,1.0663799,0.8494278,1.0458487,1.0370923,1.1723536,1.0501343,0.6500695,1.08705,1.0428044,1.0427614,1.0672523,0.705793,0.8400424,1.0148957,0.96060413,1.0370933,1.0590032,1.0515231,1.1653339,1.1142254
pen,1.429853,0.9931338,0.5157934,1.3307984,0.9383591,1.0910178,1.0903696,1.3183947,1.3106489,1.1836345,1.5094838,0.3304695,1.2137082,1.382058,1.1713723,1.4392731,0.95466614,0.93675077,0.4805532,0.77362543,1.3059216,1.052629,0.6698482,0.80985105,0.8006623,0.6832693,0.87057006,0.87468415,1.2707458,1.2424101,0.47946817,1.2022452,1.4464499,1.2861145,0.90509444,1.0628754,1.3568954,0.9468997,0.16614437,1.430867,0.44718647,1.3477256,1.246525,1.1154679,1.1347679,1.3292733,0.8776987,0.4843822,1.2882779,0.4895754,1.2395986,0.8013041,0.49171543,0.46446693,1.1623025,0.37033486,1.1954982,1.4124529,0.26378202,1.1942546,0.936933,0.94025207,1.2429188,1.2481151,0.82707083,1.0437609,1.08407,1.3853288,0.72326285,1.3843275,0.92557293,1.2354679,0.46314907,0.64211416,1.0382946,1.3911116,1.1972221,0.9116278,1.0809324,0.41870666,0.6105394,0.6168579,0.92038023,0.56290656,0.9250829,1.3321004,1.46091,1.3339543,1.1316587,1.1226246,0.0,0.084998846,0.8452733,1.1055988,0.58534026,1.2738514,0.825202,0.3247223,1.0933521,0.79238176,1.3790207,0.8051368,1.1241462,1.3384497,1.3688191,1.0662833,1.3584397,1.0870184,1.3354039,1.1091627,0.84413534,1.404186,0.3008449,1.0024984,0.8530867,1.131954,1.1233914,0.55138016,1.1879971,0.8172007,1.3791945,1.4211155,1.4727243,0.71285695,0.7308281,0.23344862,1.0439441,0.68163955,1.0736147,1.2752056,1.0190781,0.9288105,1.1058618,1.1691718,0.32217568,1.1089244,1.2075841
pencil,1.4835831,1.0056976,0.40581596,1.3363653,0.90412915,1.0892346,1.0279187,1.3028284,1.4228411,1.1823213,1.5622911,0.39575982,1.2849429,1.3647647,1.2135465,1.5044218,0.98155683,0.9325608,0.39799333,0.7548945,1.3460085,0.9820235,0.73804647,0.7687223,0.8007957,0.71649504,0.8707163,0.7723397,1.3293661,1.3094397,0.46586287,1.2223794,1.4631985,1.3670592,0.96361804,1.0272048,1.446114,0.92817044,0.13356143,1.467702,0.38443273,1.3701317,1.1900823,1.17705,1.2273655,1.3375893,0.7399789,0.46695083,1.2999066,0.46382642,1.1823467,0.69901615,0.5119941,0.3896408,1.2160777,0.38253742,1.1959472,1.3985786,0.21610951,1.2309633,0.9966713,0.88552654,1.1740824,1.1867878,0.7188086,1.0799704,1.156045,1.3715627,0.69211346,1.4356605,1.022144,1.2970598,0.48133522,0.6769861,1.0197532,1.417699,1.2019472,0.7929538,1.1066821,0.29514372,0.66198283,0.516985,0.7794141,0.45917016,1.0122644,1.3390486,1.4868603,1.3865972,1.1890383,1.0711873,0.084998846,0.0,0.79919446,1.0763121,0.6754581,1.2409432,0.8302598,0.350699,1.0833215,0.6476889,1.4389343,0.7340799,1.2465255,1.3837136,1.3654145,1.1129,1.354269,1.1228673,1.3765111,1.1839831,0.95383435,1.393116,0.24985838,1.0789512,0.8264261,1.1924305,1.1572462,0.5212771,1.2348589,0.7505541,1.4241014,1.4121366,1.5210583,0.65319,0.6410993,0.21507132,1.0895568,0.73969537,0.9880936,1.2485186,1.074882,0.9304908,1.2047292,1.2558231,0.24529403,1.2005152,1.2106049
pickle,1.2550787,1.1180677,0.50223273,1.2600359,1.0194911,1.1193001,0.5083134,1.2632298,1.375517,1.0788357,1.4146982,0.7187754,1.3027987,0.95773405,1.2346208,1.3415916,1.0709758,1.1666338,0.9110499,0.83337176,1.260842,0.6801026,1.0903611,0.7998631,0.95019656,0.99849814,0.8338359,0.8236909,1.1928475,1.1823542,0.80340856,1.3138586,1.2343572,1.1793907,1.1049464,0.89235693,1.2903543,0.6002085,0.6493616,1.4277128,0.7812688,1.1643388,1.1040279,1.2702906,1.0837367,0.9819793,0.57658285,0.7210164,1.1922182,0.73880386,1.231686,0.5831029,0.6075805,0.9421829,0.9491645,0.58387566,1.0159729,1.349359,0.7486534,0.89846647,1.0650843,0.8614094,1.1191397,0.87942785,0.86859596,1.0269586,1.3264701,1.2242395,0.9633503,1.1671774,1.1279378,1.2442806,0.88107985,0.7237935,0.7516304,0.898013,1.1819129,0.79612046,0.95450574,0.69258416,0.85493106,0.5507337,0.77688354,0.6187141,1.1658195,1.2510159,1.2512012,1.062935,1.190886,0.9743013,0.8452733,0.79919446,0.0,0.85119975,0.79945195,0.9690343,0.9151695,0.80731875,1.0215969,0.7650569,1.2133245,0.9148215,1.3246219,1.0633888,1.1224236,1.2777796,1.2094119,0.9593399,1.2220706,1.2795424,1.1345701,1.2623849,0.62979007,1.079098,1.0576556,0.9831787,0.79793954,0.53855324,1.1384959,0.8240874,1.2055168,1.2184716,1.4008118,0.8495379,0.47180462,0.70602703,1.149822,0.9295732,1.0653806,1.2639203,1.1666262,1.0112786,1.0677714,1.2936109,0.70072114,1.2712772,1.163847
pig,0.99832517,0.85697985,0.9619564,1.1040412,1.0153407,1.0525417,0.9021778,1.0439192,1.2275634,1.1075789,1.2548603,1.1060534,1.1427407,1.1885831,0.97898734,1.1997802,0.9635463,1.0932164,1.0327723,1.0254356,1.1331638,0.929579,0.9720751,0.98312885,0.8174709,1.0889587,1.0049213,0.92155945,1.0912443,1.1199436,1.0013403,1.0384697,1.1524415,1.1141102,1.0482947,0.8681384,1.1879373,0.8986268,1.0331479,1.1553867,0.97294325,0.84499663,0.94430035,1.0779703,1.1208457,1.165924,1.0123776,1.057091,1.1688341,0.9349934,1.0607389,0.67228603,0.9680209,0.9936497,0.7860296,1.0083944,0.7884165,1.0876111,1.0091714,0.78293633,1.0448471,0.9757906,1.0248424,0.80045754,0.82711357,0.84628093,1.0582249,1.1932607,1.0559105,1.2614532,1.1759303,1.1099823,0.90204525,0.9276587,1.0565289,0.8337285,1.0618861,0.8862418,1.0211034,1.0135304,1.0259917,0.9742863,0.8656209,1.0592331,1.1448246,0.930787,1.2322689,1.2158468,1.164075,0.878707,1.1055988,1.0763121,0.85119975,0.0,0.96852916,1.1331844,0.87830687,1.1164923,0.5739945,0.845391,1.0050995,0.9492976,1.1360569,0.8434411,1.1816126,1.0638912,1.2266034,0.7228847,1.141023,1.1892514,1.0446942,1.1855307,0.98516554,1.1309898,0.8563716,0.81510186,0.85149646,0.9490742,0.9062172,0.8159537,1.1048527,1.2266376,1.1358619,0.9223413,0.8054701,0.9659951,1.0526938,1.0063213,0.9152645,0.986663,1.1147217,1.0952991,1.1154116,1.020463,0.9287473,1.1561776,1.1645839
pillow,1.2105321,0.94873357,0.733819,1.2363701,1.0442854,1.0261804,1.0540131,1.3387494,1.1614686,1.111749,1.2270594,0.52732927,1.1321644,1.1030735,1.2154549,1.0552384,1.018403,1.1572078,0.78811014,0.72491705,1.2580752,1.0135711,0.80713004,0.7445257,0.908913,0.63777375,0.75346917,1.0061785,1.1191659,0.8852979,0.63760424,1.0494715,1.2458078,0.98114777,1.221117,1.1479237,0.8465694,0.97985196,0.60589397,1.3446261,0.630898,1.1533668,1.2169313,0.93278354,0.94766235,1.0557705,0.8409413,0.64219487,1.1890876,0.69115937,1.2358193,0.7855943,0.66137993,0.7926879,0.9753787,0.55540514,1.1714078,1.4678757,0.5958443,0.7341765,0.9965918,1.1246545,1.1686928,1.1484731,0.9180323,1.0680102,1.3849227,1.2539884,0.8751192,1.0608861,1.2394469,1.1074878,0.65238583,0.70694286,0.99051124,1.0325065,1.2527094,1.043474,1.0278125,0.73657495,0.45700604,0.7023534,1.0012943,0.7704338,0.86547637,1.3175819,1.1600741,1.0393598,1.1938466,1.2073935,0.58534026,0.6754581,0.79945195,0.96852916,0.0,1.1549112,0.8780587,0.5520565,1.0123653,0.98695654,1.3053839,0.8816117,0.9284905,1.0344692,1.2030964,1.4515586,1.2334957,0.975508,1.3401488,1.1724495,0.7892917,1.3855519,0.5085626,1.0953544,0.7839531,0.80954385,0.9958269,0.6872889,1.1871371,0.82642496,1.0160552,1.2498842,1.397688,0.9156429,0.6032318,0.595801,1.2971148,0.46941525,1.2044804,1.3493211,1.1738309,1.0819495,0.8097013,1.2783979,0.6029252,1.0446591,1.1010442
pizza,0.8312228,1.1780035,1.1839844,0.8767735,1.1535106,1.094257,0.7752284,1.0532082,0.9067813,0.9745884,0.8933329,1.1673439,0.97584903,0.6526492,0.9748223,0.9055921,1.2194124,1.1622145,1.2730662,1.2156485,1.0032598,0.8863516,1.2519485,1.2259846,1.1567816,1.2181681,1.0575684,1.0972245,0.80935967,1.0891296,1.3088031,1.0172619,0.6643955,0.9182345,1.0030961,1.1326865,0.90440094,0.86273795,1.2845272,0.9686699,1.3183775,0.87903917,0.9328017,1.0216694,0.86954695,0.49383003,0.8750587,1.2842627,0.94695246,1.2084546,0.7164296,1.0052373,1.1534088,1.2015522,1.0591657,1.1293145,1.0445504,0.89730257,1.1762547,1.0253527,1.0188204,1.1614728,0.68879414,0.70675194,1.1258417,1.0744736,0.9782005,0.7523476,1.1639947,0.67791003,0.8574355,0.9640498,1.3172624,1.1749709,0.78279936,0.860475,0.98327744,0.8944599,0.8408345,1.2511739,1.2730274,0.99212897,0.9045234,1.161164,1.0227296,0.9283857,0.7077868,0.6391282,1.0001967,1.0643641,1.2738514,1.2409432,0.9690343,1.1331844,1.1549112,0.0,1.1258146,1.29969,1.171529,1.1029034,0.7984847,1.1341715,0.9701062,0.75225306,0.70772594,1.0119605,0.6875074,1.1039172,0.8414098,0.98927957,1.1730975,0.9506753,1.2478683,0.973012,1.1904237,1.1515242,0.9538121,1.0232495,1.0880657,1.1671116,0.89542156,0.6421831,0.88669384,1.3394415,1.0703858,1.3030548,0.93739325,1.2961926,1.2040412,1.017349,1.0851192,1.0466654,0.8246691,1.0168482,1.2336273,1.0293531,1.0691302
plant,1.2702308,0.8204812,0.8089602,1.2779438,0.96548766,1.027154,0.9698614,0.9541712,1.2606485,1.1828264,1.196584,0.9888405,1.0332766,1.382085,1.1456144,1.3108437,0.85733473,1.0691822,0.73243594,0.8761307,1.0468322,1.071996,0.5594106,0.77931887,0.74308336,0.69093263,0.7148844,0.92521274,1.1563541,0.88130987,0.70784223,0.8460276,1.2262254,1.1260805,1.1012998,1.086251,1.0798128,1.0290018,0.80672765,0.978241,0.75671846,1.066633,0.93075484,0.779344,1.0564779,1.2264696,0.993646,0.9472931,1.2872286,0.8844692,1.1792305,1.0232089,0.8845823,0.702076,1.025344,0.8075569,0.97432137,1.1731149,0.8802887,1.0332065,0.9943673,1.0184946,1.1761216,1.2513874,0.8693228,0.7961318,1.181008,1.2469769,0.6935458,1.4010496,1.2008802,0.7677442,0.5590544,0.8878939,1.08111,1.2431402,1.0021085,1.1026019,1.0667481,0.937806,0.7351567,1.0056757,1.120536,0.945746,0.94815284,1.2408633,1.3309432,1.3053899,1.2401277,1.0224242,0.825202,0.8302598,0.9151695,0.87830687,0.8780587,1.1258146,0.0,0.9005598,0.90468436,0.9307289,1.1623334,0.80039364,0.8868313,1.0351528,1.2414298,1.215554,1.2608439,1.0147141,1.2613264,0.948244,1.012688,1.1304104,0.8724544,1.2293069,0.6808669,1.0169319,1.1212714,0.8359667,0.9909056,0.995022,1.0006135,1.2856603,1.3045146,0.85796064,1.0490593,0.7889855,1.181847,0.7205864,0.8967999,1.0916187,0.80818963,0.8036251,0.9906057,0.96550584,0.83263767,0.8212297,1.2218874
plate,1.4467224,0.91060716,0.41653287,1.460986,0.74666953,0.8930855,0.96582425,1.1354994,1.2653037,1.2386532,1.4988084,0.3497212,1.2688816,1.362721,1.1053233,1.4259224,0.9141735,0.8882882,0.42642367,0.35944122,1.2282066,1.0402765,0.8080431,0.47446328,0.83715934,0.6189258,0.7689308,0.882935,1.3252287,1.1397909,0.33501965,1.159299,1.4733329,1.128374,1.0438383,0.89097273,1.325719,0.88572025,0.29428482,1.41803,0.2888171,1.3071417,1.207491,1.1242989,1.1484654,1.3563516,0.89764345,0.43002278,1.4131476,0.44875062,1.2958434,0.9171234,0.46755064,0.5088471,1.1907058,0.56484735,1.0666658,1.3122118,0.4424935,1.1259418,1.0289317,0.6817007,1.2940121,1.3413967,0.77600485,1.0302138,1.2912936,1.4352793,0.70654106,1.4270632,1.2298918,1.2856709,0.5434048,0.70323384,0.85286826,1.2889855,1.1604152,1.017282,1.136615,0.433174,0.60751504,0.7185585,0.9954334,0.43298173,0.8972007,1.3218963,1.4768878,1.3984052,1.086722,0.96359825,0.3247223,0.350699,0.80731875,1.1164923,0.5520565,1.29969,0.9005598,0.0,0.99081546,0.74871457,1.3481452,0.7548161,1.1357464,1.3540912,1.4193735,1.2842304,1.4241259,1.1443266,1.410967,1.2103499,0.6644836,1.3408949,0.34294677,1.0899339,0.7111546,1.0702457,1.0370852,0.71201116,1.1201414,0.9154607,1.2716782,1.4669194,1.4014432,0.40886408,0.7668011,0.34701765,1.1618161,0.6543404,0.8406721,1.1303619,1.127774,0.85946476,1.1401784,1.3392373,0.46459556,1.1234541,1.2354354
pony,0.8776034,0.8978183,0.97419876,1.1507536,0.9237016,0.93677616,0.97688806,1.0193297,1.18823,1.0235206,1.1701093,1.12707,1.1576947,1.2270299,0.77820826,1.141238,0.81207097,0.9162384,0.9451315,0.95225585,1.0589832,1.0970474,1.040338,0.9563714,0.72985864,1.1036578,0.8811089,0.97828686,0.94501096,1.0184611,0.9719103,1.053978,1.1445186,1.0528657,1.243207,0.8951671,1.1530437,1.0458846,1.0575871,1.0744152,0.93262184,0.57971567,0.69512343,1.1151536,1.2271249,1.1854186,1.0742098,1.0054789,1.1416925,0.8351317,1.0623734,1.0926952,0.87024593,0.9094881,1.0448964,1.0948526,0.5231027,1.0422311,1.0984801,0.9854238,1.0893797,0.88625467,1.0870757,1.1778073,0.9145375,0.39012206,1.1092056,1.1562471,1.0060457,1.3159081,1.3324554,1.080262,0.9440142,0.93708575,1.0681977,1.0667723,0.862637,1.0805206,0.9874711,1.0276932,1.0138897,1.1647413,1.0820785,1.0229274,1.1211008,0.86597466,1.248899,1.2916746,1.0331237,0.83338356,1.0933521,1.0833215,1.0215969,0.5739945,1.0123653,1.171529,0.90468436,0.99081546,0.0,0.96392936,1.0531123,0.939364,1.1497524,0.7799404,1.2004713,1.0843997,1.2304567,0.9668313,1.1466419,1.2125015,1.0381036,1.0930777,1.0514854,1.1348557,0.8119564,1.0225941,1.018198,1.0407541,0.9345551,1.0034318,0.9322325,1.1794008,1.043798,0.7746637,1.0791199,1.061775,1.1924809,0.95814234,0.6871816,0.95082515,1.0616043,0.90860903,1.061018,1.0993742,1.0175321,1.1532278,1.08516
pumpkin,1.2880137,0.89688444,0.5715727,1.1932245,0.707035,0.9140727,0.90348864,1.191259,1.4249384,1.0983374,1.4450164,0.8818444,1.2859731,1.2082375,1.0229998,1.381185,1.0504379,1.0928216,0.5921056,0.8461998,1.2938409,0.8346698,1.0604638,0.7625297,0.7419672,1.0073903,0.91213334,0.7215113,1.2009587,1.314635,0.7015282,1.2049041,1.3201313,1.2555343,1.1278837,0.84678113,1.419863,0.91899174,0.6757419,1.3735424,0.61814,1.1516376,1.0348182,1.2412863,1.3059704,1.1282645,0.77136254,0.7110321,1.249219,0.6406708,1.1465969,0.82009137,0.7495485,0.62548995,1.1587985,0.8200159,1.0275847,1.189989,0.63059974,1.0809913,1.029747,0.8819333,1.0695174,0.9978919,0.5349032,1.0335505,1.1212423,1.265856,0.8213252,1.2647388,1.1835138,1.275024,0.7713196,0.95669544,0.9824336,1.1299078,1.0600872,1.000633,0.8651022,0.53155035,1.048129,0.7906166,0.7730918,0.56269413,1.1328626,1.1592095,1.2916594,1.2377667,1.2823603,0.8294168,0.79238176,0.6476889,0.7650569,0.845391,0.98695654,1.1029034,0.9307289,0.74871457,0.96392936,0.0,1.0973971,0.68348694,1.2964734,1.0873232,1.1842393,1.1000637,1.2675228,1.0393705,1.1818388,1.263191,1.1434591,1.263109,0.6322002,1.1982911,0.7990853,1.1504394,0.99817675,0.8243331,1.0881486,0.87246,1.2742763,1.2658889,1.3228908,0.60350776,0.77580976,0.74684644,1.1159545,1.0692569,0.85370463,1.1169747,1.1402258,0.9665618,1.1923479,1.2014774,0.5748182,1.283565,1.1933815
