,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scarf,0.9896507,1.284891,0.7192116,1.346035,1.2723846,1.058385,1.1868246,0.92334795,0.85428846,1.1666358,0.8780678,0.70279264,1.1848303,0.85508394,1.0519363,1.0735437,1.2845092,1.3282406,1.0402977,0.9652051,1.1254077,1.2927598,1.2542813,1.2404096,1.1632104,1.1238464,0.8727282,1.0608896,1.2920119,1.0182595,0.5704632,1.0004287,0.9364975,1.2138833,0.7998251,1.0952909,1.3259039,0.9354827,1.3476343,1.0574222,1.069129,0.9559714,1.0879996,0.49727076,1.2008474,1.2126735,1.0122893,1.0249352,0.5390221,0.98367757,1.2883853,1.3118047,0.79630953,1.2559807,1.1859374,1.0351214,1.1351987,0.93718934,1.0343466,1.1691306,0.4210931,0.9726389,0.78056455,0.934092,1.125696,0.9633253,0.70878994,0.59619284,1.0419301,1.095295,1.3361225,0.67041063,0.76568604,1.119019,0.7874276,1.2019129,0.86763835,0.79881096,0.7331559,1.1778473,1.2465304,1.0156051,0.77740735,1.2944194,1.0152065,0.9853657,0.64369166,0.5216365,0.8461038,1.2950032,1.2096925,1.0910153,0.90115505,1.1718122,1.0917205,0.96612513,1.1021787,1.3727498,1.1554486,0.9823386,0.87465143,1.293607,0.9537067,0.88381904,1.1342245,0.0,1.0066972,0.35405374,0.9879638,0.60221434,1.0607344,1.0794184,0.9480109,1.2512989,1.0551416,1.2544714,0.926825,1.1368973,1.118641,1.1032139,1.1840912,0.97419214,0.36605865,0.9076544,1.3349034,1.0021977,1.1504457,0.93838066,1.2318237,1.2628312,1.1360358,1.0352979,1.0156513,1.1621636,0.9757263,1.1503762,1.1288803
scissors,0.8412014,1.158706,0.77848643,1.3005135,1.3380754,0.776463,0.9678915,0.66298914,0.76861334,1.3520162,0.63874143,0.8934866,1.0890617,0.86346734,0.92081505,0.84102166,1.2189426,1.0220786,0.96294504,0.8039508,1.432745,1.2662221,1.0321697,1.3818158,1.1393288,1.0749049,1.146649,1.1690214,1.3029426,1.1157099,1.1614933,0.80249476,0.5521754,0.8128661,0.9249736,1.0692068,1.1596719,0.79339015,1.1754751,1.0804837,1.0420524,1.0789762,0.9870944,0.906659,0.98259574,1.1101536,0.97849256,1.2446288,1.022945,1.1909809,1.2556069,1.3293052,1.2541794,1.2638202,0.94915044,0.901204,1.4416454,0.763409,1.1453902,0.61023957,1.057181,0.97485334,0.7981851,1.3934839,1.056385,0.37012124,0.8668089,0.842278,0.34529793,1.0460193,1.3002565,0.8964997,0.8958514,1.1042317,0.58812106,0.9568558,0.6627394,0.91377276,0.9401598,1.3847452,1.5053825,1.4177619,1.1118083,1.1104671,1.0372746,0.9467378,0.7946081,0.9476143,0.6646501,1.1951945,0.93514776,1.0867977,1.0395226,1.0035764,1.5442826,0.8992228,1.1940901,1.3060435,1.0720472,1.092655,0.5937435,1.4354157,1.1246558,0.8086312,1.0314118,1.0066972,0.0,0.9735348,0.80428207,1.0081626,0.65021604,0.83044904,0.7230607,1.2463144,1.0555378,1.2899231,0.82731926,1.178921,0.779449,0.6553842,1.130355,0.8184718,0.98785144,0.56858534,0.89831233,1.2979872,1.2274382,0.28653467,1.3928939,0.71736753,0.84907925,0.94404346,1.1262608,1.2820134,0.4393329,1.3653753,1.1875734
shirt,0.95560956,1.3378248,0.4929086,1.3999091,1.2881109,1.1116744,1.2483379,0.6816504,0.5809516,1.3034428,0.6920822,0.49582613,1.2591096,0.5272111,1.1510044,1.1057074,1.3767982,1.4236515,1.1044923,0.8665453,1.2148662,1.402885,1.2739775,1.3396988,1.3024193,1.2405423,0.6988534,1.0627562,1.4078189,1.0734842,0.4167958,0.9422362,0.8238287,1.2522274,0.66734207,1.1676713,1.484668,0.82539225,1.3722717,1.1906536,1.1348791,0.9978599,1.0930012,0.47605348,1.2287588,1.2657737,0.8504033,1.1006883,0.61090106,1.0452049,1.3417968,1.3699989,0.87791485,1.3676594,1.2859616,0.83556235,1.2913585,0.87905926,0.88954854,1.2897917,0.6092957,0.92881143,0.754389,1.178446,1.2254548,0.93744224,0.31698638,0.2866916,1.0253811,1.1225194,1.414197,0.5768899,0.6247912,1.2421025,0.66060734,1.3200095,0.8303495,0.9085512,0.60770017,1.2350719,1.3179035,1.1284869,0.85432273,1.3423007,1.0125859,0.9055919,0.29276842,0.24931937,0.7434066,1.3812332,1.3325318,1.1822075,1.0359948,1.2759622,1.1095693,0.9855849,1.198959,1.4946506,1.2410548,0.9022474,0.7904124,1.4243066,0.8893257,0.7727549,1.2091339,0.35405374,0.9735348,0.0,1.0449945,0.4179932,1.0130242,0.9386915,0.83409214,1.3758368,0.8341731,1.2792221,0.88023883,1.1326553,1.2150239,1.1479177,1.219423,1.0028139,0.1143713,0.70656496,1.4160956,1.0820324,1.2818251,0.9069133,1.2606134,1.3714952,1.1204084,1.1102574,1.1177527,1.3007336,1.0152073,1.2774686,1.0547501
shoe,1.0239317,1.054524,1.0572681,1.145377,1.18043,0.7484474,0.9565042,1.1163231,1.0982724,0.98506,0.9831971,0.8777466,1.0344323,0.94687104,0.9850296,0.9795215,1.1691263,1.0185363,0.90938,1.0231425,1.0916423,1.0708461,1.0073477,1.2140057,1.0129402,1.0393153,1.1396748,1.1189924,1.1061891,1.2011917,1.035394,1.1638956,0.86789334,0.88337946,1.1216123,1.0577399,0.9822805,1.1378573,1.1844239,0.952516,0.91899645,1.1941632,1.0220267,0.9677559,0.96318394,1.0672991,1.1310685,0.9489846,1.0301478,0.9586836,1.049193,1.2301255,0.99389124,1.1111134,0.7747725,1.118426,1.0505382,0.38713747,1.1260036,0.8949277,1.0625911,0.9681017,0.85665417,0.94654506,1.0240127,0.9810937,0.9594279,0.7629988,0.9618669,1.0666001,1.233227,0.9739448,1.0013176,0.8053142,0.7370359,1.0385116,0.59539443,0.9678735,1.00332,1.1786768,1.1565816,1.0045675,1.017162,1.1085081,1.1302661,1.0486242,0.96740454,0.7971155,0.96796435,1.1131747,0.9450894,0.84068257,0.7275721,0.891916,1.2013047,0.923818,1.1201153,1.0739518,1.0389295,0.9081261,0.44369173,1.1632428,1.3044065,1.0822817,1.0608201,0.9879638,0.80428207,1.0449945,0.0,0.7929412,1.0510169,1.176163,0.98675126,0.7134489,1.1754123,1.1968377,0.30446982,1.1386067,0.8915457,1.033607,0.97229284,0.90801555,1.0030048,1.1080387,0.9348446,0.95348895,0.8696126,0.9632828,1.097235,0.9582408,1.0649326,1.0654721,1.008001,0.9715838,0.9558724,0.9507053,1.2570666
shorts,1.1511482,1.2996242,0.54395384,1.305085,1.1624707,1.0224482,1.1669016,0.83272505,0.8337395,0.95966744,0.7032571,0.67847097,1.346288,0.61608636,1.0696325,1.1898189,1.3545172,1.2571105,1.0789522,0.9966521,0.94657046,1.1902698,1.3334447,1.1810488,1.2104526,1.053679,0.69737077,0.9170493,1.2788426,1.1045251,0.49762702,1.0425478,0.847298,1.1789998,0.838899,1.0912968,1.1680264,0.984634,1.3432436,1.2694386,1.2121702,1.0404661,1.0318666,0.84644145,1.291199,1.1982129,0.92127115,0.9335337,1.0126204,0.69977325,1.2316109,1.3470633,0.7646528,1.0493829,1.3360897,0.8941493,1.0884198,0.5820085,0.948164,1.1492708,0.9500534,0.9923097,0.5322778,1.0876491,1.3031719,1.0256617,0.5187191,0.31274337,0.9171465,1.0490342,1.3429463,0.5064166,0.7377647,1.1370313,0.5542377,1.3313177,0.7074114,0.9896005,0.8065558,1.1084313,1.0971475,0.83656275,0.85608995,1.35848,1.0087137,1.0958405,0.49325204,0.1869781,0.9267985,1.1257973,0.9861416,0.96013695,0.93639874,1.1988144,0.94770056,0.95629776,1.2213354,1.2715168,1.2943026,0.9258598,0.6310851,1.3235593,0.9783157,0.98584914,1.3277464,0.60221434,1.0081626,0.4179932,0.7929412,0.0,1.10228,1.033796,0.9988005,1.0137669,0.89160717,1.2074109,0.5604507,0.9795201,0.91776174,1.2501502,1.2047434,1.0338538,0.51464885,0.95912415,1.3210052,0.7870751,1.0797948,0.834695,1.0190216,1.4056225,1.1321076,1.1696353,1.2130864,1.2375075,1.0743861,0.96237344,1.1382414
shovel,1.0882357,1.1231805,0.8394997,1.0912505,0.9999087,1.2062371,1.095577,0.8009627,0.8813859,1.0380251,0.8699333,1.1229061,1.1858267,0.93555677,1.1565273,1.068211,1.0222137,1.1097276,0.97077274,0.89513934,1.1130731,1.1009058,1.0800335,0.99365735,1.2452111,1.1085967,0.9680534,1.0954562,1.1144216,1.0673133,1.0571508,0.93046206,0.7820543,1.1143026,0.911879,1.0508332,0.98047525,0.95611537,0.96075046,1.176219,1.2381229,0.99400985,0.77414525,0.97688705,1.1094192,1.162785,1.0329906,0.9993022,0.9905468,1.0056727,0.9888538,1.0849406,0.94399613,0.94150674,1.2596765,0.8241152,1.077931,1.0672097,0.8735826,1.097523,1.0007138,0.95631874,1.0087755,1.2618324,1.0829564,0.808684,1.0076758,1.0040596,0.5399678,0.9599868,0.8647306,0.9814384,0.8808571,1.2154293,0.9799866,0.93262357,1.0839038,0.9064527,0.8875226,1.0117749,1.1175929,1.1097872,1.021076,1.1421655,0.9518447,1.0409662,0.9929892,1.0435508,0.87408155,0.8553662,0.7067895,0.9827318,1.0974824,1.1591022,1.0350895,1.0479786,1.1318794,1.1275138,1.1536102,1.0588564,0.9314776,1.0839288,0.95870674,0.80497766,1.1586932,1.0607344,0.65021604,1.0130242,1.0510169,1.10228,0.0,0.7596321,1.1295017,1.0494229,0.88851583,0.9981583,1.0301536,0.90371555,0.864131,0.7631695,1.092107,1.0022062,1.0123345,0.85613894,1.0105684,1.0107006,1.0554999,0.7282382,1.1006471,1.2151532,1.0108745,0.93916214,1.1549265,1.1821623,0.5217631,1.0704861,1.0403318
sink,1.1543638,1.2413594,0.91486704,1.2598307,1.0002176,1.1097502,0.68881595,0.38476074,0.654611,1.1081208,0.59569764,1.0785325,1.2786756,0.7480843,0.9184864,1.0351247,1.0393825,0.6255413,0.8973045,0.94934374,1.1654704,0.7779862,1.1644585,0.782009,0.99732953,1.2970886,0.864199,0.65213263,0.99127954,0.8414044,0.98933935,0.5209351,0.74713504,1.0634301,0.636811,1.1859317,1.2247105,0.6883107,0.8813765,1.2506521,1.3200223,0.7786984,0.7370538,1.0437404,1.1548256,1.2243857,1.0256919,1.2395889,1.1383398,1.3737271,1.1337416,1.0807647,1.3562301,0.9720472,1.2367649,0.6349329,1.2674632,1.0862824,0.92704105,1.1586618,1.1614887,1.0600528,1.1562283,1.3782543,1.1936846,0.76387507,0.83087003,0.8821526,0.73862606,0.8073324,0.9789898,0.9275891,0.97202605,1.1132764,1.0092603,0.94328994,0.8929798,1.1278242,0.9690051,1.3071324,1.017704,1.3750316,1.269307,1.1976452,0.53918815,1.1690763,0.89871514,0.94022167,0.878064,1.0371585,1.0751972,1.3203777,1.070249,1.1418926,0.80676454,1.058963,1.0532688,0.8647766,1.1834716,1.008998,0.8014252,0.812466,0.527776,0.85529035,1.2121497,1.0794184,0.83044904,0.9386915,1.176163,1.033796,0.7596321,0.0,0.8957521,1.1768962,0.7737417,1.092135,1.1076591,0.8200799,0.94075924,0.8098258,1.2239734,0.850719,0.9449918,0.5125127,0.90498257,1.4236215,1.2117236,0.8496865,0.96519095,1.1532362,0.38751084,0.8958298,1.0626723,1.0869641,0.7411931,1.2110257,0.77686226
slide,0.8384093,1.1051629,0.9480846,1.1554874,1.1154075,0.7541975,0.8714749,0.6974963,0.5827099,1.3280163,0.6608845,0.71561384,1.090225,0.6599121,0.7549939,0.79654396,1.1655225,1.0172727,1.0120231,0.952335,1.2804677,1.1570399,1.0729878,1.3113271,0.9611797,1.1394316,1.0078828,0.8830066,1.1606208,0.9747964,1.0099638,0.80408746,0.89596564,1.0151699,0.76773536,1.141969,1.3032337,0.7334036,1.1723673,1.1133269,0.94269377,0.9684197,1.1556803,0.8072761,1.1065712,1.1706673,0.82389253,1.1143085,0.8610164,1.309828,1.1435492,1.2409527,1.2377958,1.354346,0.8120357,0.85665214,1.2935957,1.075532,1.0456169,0.93196756,0.92283607,0.96108246,1.0882479,1.1567386,1.1362058,0.34988123,0.6981645,0.76368034,1.0193207,1.0985084,1.2945597,0.89879644,0.87855315,0.9218706,0.83526003,1.1832731,0.82361984,1.0055655,0.90439856,1.2698003,1.323468,1.3362253,1.0386477,1.1399157,1.0863001,0.9778416,0.67671734,0.8813616,0.74920547,1.3332961,1.3634441,1.2962047,0.89714515,1.1638107,1.2598485,0.84721076,0.9986243,1.1964208,1.1545905,0.8627025,0.84592974,1.2532804,0.9805274,0.9160818,1.0410179,0.9480109,0.7230607,0.83409214,0.98675126,0.9988005,1.1295017,0.8957521,0.0,1.2768159,1.0333552,1.2222233,1.0672439,1.0650283,1.1049042,0.9942424,1.1634765,0.8597991,0.83197415,0.606935,0.9997232,1.3309705,1.1676953,0.8995244,1.2281227,0.76772994,0.9542885,1.0149326,1.0197098,1.1259453,0.9444144,1.30899,0.82277066
slipper,1.4296634,0.8061801,1.3703241,0.46614474,0.4208578,1.0317085,1.0092981,1.554925,1.5485919,0.2626177,1.4307053,1.3576322,1.135802,1.3939133,0.9240692,1.143971,0.5003056,0.7476711,1.1280553,1.3855611,0.43871182,0.55534583,1.0421797,0.65655816,0.82815605,0.5395654,1.0705787,1.0367578,0.64240956,1.229669,1.1467223,1.3919199,1.1337782,0.8980436,1.4621089,1.0081929,0.19426918,1.5575767,0.5062084,1.1459423,1.0988085,1.2463784,0.93722224,1.1967218,1.032619,0.83020985,1.2338076,0.6071101,1.2729031,0.58395904,0.42778587,0.55784774,0.7763157,0.5243598,0.9760569,1.222545,0.21929991,0.8869415,1.0353129,0.8672581,1.2490541,1.201061,1.102686,0.47350925,1.084342,1.3799967,1.2955091,1.2682747,1.1585866,1.1051201,0.7394381,1.2784624,1.3874785,0.70618623,1.2908189,0.92443126,1.1089008,1.0476468,1.2802756,0.34417486,0.51462805,0.36368108,0.9740921,0.8625425,1.1774042,1.3847718,1.4445239,1.2008175,1.444158,0.2604407,0.45344502,0.8106699,0.9244822,0.9134942,0.66679245,1.0077065,1.1230797,0.33240592,1.0173954,1.0468688,1.0270382,0.6694684,1.3344368,1.3885223,1.2052801,1.2512989,1.2463144,1.3758368,0.7134489,1.0137669,1.0494229,1.1768962,1.2768159,0.0,1.1197846,0.44234693,0.82352614,0.94980687,0.87628347,1.3348876,0.89645255,1.2659211,1.3243568,1.5981772,0.7887802,0.46977782,0.49714744,1.3228743,0.6403631,0.95935553,1.1914296,1.0305707,1.0389714,0.7429355,1.260028,0.15425467,1.1561103
snow,1.0499399,1.1539912,0.8810806,1.109889,0.9076336,1.1341454,1.2147206,0.83152056,0.7595849,0.9310786,0.88441193,1.0123212,1.143443,0.76049817,1.1352466,1.1010022,1.1237452,1.1959386,1.1891927,1.0617911,0.98157126,1.1662623,1.0420159,1.0412401,1.1035342,1.1419395,0.2963196,1.0258783,0.9890605,0.96254075,0.6568501,0.9927451,0.8817137,1.0973791,0.9374113,1.0952832,1.0858623,0.91813654,1.036011,1.1640781,1.2163287,0.88091946,0.8950796,1.038395,1.1937125,1.1583903,0.6446574,1.044029,1.0168405,1.0928011,0.9482974,1.0417066,1.0234097,0.9164932,1.1663463,0.69008756,1.0471624,1.1920717,0.19430208,1.2162971,1.0694004,1.0654485,1.0564513,1.16048,1.0948762,1.028308,0.6814151,0.86021316,0.99531126,1.014254,0.9181882,1.0090425,1.0036092,1.0977278,1.0693829,1.096008,1.0392654,1.1154559,0.9251217,1.0672941,0.94616944,1.0241264,1.0814265,1.1757102,0.9562937,1.079456,0.87201947,0.9028988,0.9644607,0.950143,0.99594176,1.1947113,1.1507561,1.1831605,0.9138895,1.0124426,1.0037329,1.0709474,1.1066293,0.9477272,1.0724111,1.114531,0.751933,0.8958624,1.0191741,1.0551416,1.0555378,0.8341731,1.1754123,0.89160717,0.88851583,0.7737417,1.0333552,1.1197846,0.0,1.018488,1.1403799,0.82065034,1.1336946,1.1519305,1.0647374,1.2047768,0.87206876,0.888309,1.2182304,1.1350412,1.1006985,1.015852,0.94064647,1.2874786,0.98182374,0.87910986,1.2292668,1.2069988,1.0089566,1.0543685,0.7671376
soap,1.2538025,0.8042575,1.2678456,0.43956876,0.5736593,1.1335571,1.0976776,1.3250157,1.3289804,0.5003011,1.3465667,1.3232698,1.0647314,1.3402005,0.9599878,1.0341325,0.43819654,0.85444546,1.1282101,1.2056148,0.61086255,0.709259,0.98156977,0.69611776,0.80783314,0.48387432,1.0537405,1.0719596,0.7252098,1.0483025,1.1914194,1.2456256,1.1803701,0.98390317,1.300956,0.97306126,0.37773156,1.3300879,0.48590934,1.047999,1.018256,1.1209635,1.001085,1.1793332,1.0054207,0.8973475,1.0210876,0.8570541,1.1352108,0.7993568,0.60013175,0.41649997,0.90022147,0.64753294,1.0808262,1.1635323,0.2945305,1.3286085,1.0052246,1.0476837,1.1421025,1.1746554,1.218484,0.5862051,0.98704284,1.2938633,1.2270576,1.3660575,1.222145,1.0934389,0.7005119,1.3214685,1.2549306,0.9014207,1.4123847,0.9117868,1.2901101,1.0639986,1.1541135,0.28450763,0.5829282,0.59303296,1.0135218,0.8268635,1.1011618,1.2057985,1.3470352,1.3181345,1.2804372,0.32863355,0.65287983,1.04077,1.1398125,1.0081904,0.7523991,1.0352842,1.0629851,0.5148273,0.89617914,1.1017193,1.3464706,0.6748315,1.1338269,1.1690601,1.0857763,1.2544714,1.2899231,1.2792221,1.1968377,1.2074109,0.9981583,1.092135,1.2222233,0.44234693,1.018488,0.0,1.2759233,1.0390053,1.005995,1.2658819,0.8646985,1.2730563,1.2675493,1.3713328,0.9779014,0.65366244,0.78630865,1.3260928,0.73980385,0.95677483,1.2056856,1.0082682,0.95955324,0.7911993,1.199434,0.41434598,1.020885
sock,1.0640068,1.1624124,0.75273806,1.2577128,1.2436169,0.8660389,0.94039255,1.0203212,1.0569397,1.0301071,0.8406783,0.8295923,1.131473,0.78309727,0.99874353,1.0718416,1.2026141,1.055073,0.9055968,0.94176805,0.9821838,1.0076288,1.1360064,1.0681792,1.1774377,1.1078789,1.0765723,1.0014987,1.1753335,1.1641413,0.8597123,1.1106361,0.71731514,0.88046676,1.0644526,0.972515,1.0625719,1.0795349,1.1871037,1.1453036,1.0999112,1.1234962,1.0220915,1.0156392,1.0532914,1.1730882,1.1263945,0.96362233,1.1305462,0.81044525,1.2047812,1.3254253,0.94591016,1.0176847,1.0928636,1.0853816,1.1853377,0.28310382,1.1447434,0.9222075,1.1157835,1.0529381,0.698275,1.0973222,1.1271133,0.98409104,0.8444389,0.6524328,0.78245384,0.98414123,1.2599602,0.768203,0.8990666,0.98257005,0.5776684,1.056439,0.603566,0.9662814,0.9298931,1.2261372,1.0683067,0.9887501,1.0414829,1.1816263,0.9836838,1.0578408,0.8241029,0.6282251,0.9457822,1.1545843,0.9683668,0.75775945,0.8065736,1.01674,1.0843163,1.0572543,1.1518424,1.1976613,1.1760465,0.87302077,0.48453724,1.185281,1.1237338,0.9835312,1.1237174,0.926825,0.82731926,0.88023883,0.30446982,0.5604507,1.0301536,1.1076591,1.0672439,0.82352614,1.1403799,1.2759233,0.0,1.0719543,0.86655384,0.98886544,1.0732356,0.94650394,0.9143592,1.0588399,0.9490972,0.87628794,1.0375857,0.8153118,0.94811195,1.123283,1.0455296,1.0482196,1.1069429,1.1132507,0.9286357,1.0034782,1.2342092
soup,1.138727,0.9903958,0.9711622,0.9456428,0.8570293,1.076392,0.9292729,0.9568386,1.1196615,0.85787535,1.0951979,1.0937138,1.0795761,1.0470706,1.0052229,1.1573932,0.99508524,0.79430765,1.0383824,1.0630788,0.9428803,0.87483877,1.0093231,0.88948005,1.0357343,1.1194758,0.6874815,0.94727635,0.886523,0.9561574,0.9824536,1.0105824,1.1209582,0.9656916,1.108162,0.8477664,1.0136228,1.086954,0.8809754,1.1188608,1.1345628,0.8983776,0.9493456,1.2700735,1.1490768,1.0060303,0.87370753,0.71767145,1.1736791,0.93268555,0.9102192,0.99539447,0.94273114,0.8448123,1.1076989,0.7783022,0.9152279,1.0754102,0.77985793,1.0475422,1.1373086,0.76434225,0.96633816,1.0724906,1.1379523,1.0580263,1.1912943,1.1592222,1.0215467,0.96472967,0.83443284,0.99915963,1.0400914,0.98749626,1.0666008,1.0103948,1.209606,1.0736972,1.1678246,0.9434043,0.9330095,0.86771333,0.92065424,1.0311356,0.9993678,1.1315823,1.1726441,1.1134311,1.1166989,0.9431481,1.0269172,0.9388609,1.0369718,1.0742431,0.9020265,0.9851829,0.9166223,0.8623065,1.1972253,0.94945556,1.0267192,0.86413383,0.88815284,1.0364251,1.0406412,1.1368973,1.178921,1.1326553,1.1386067,0.9795201,0.90371555,0.8200799,1.0650283,0.94980687,0.82065034,1.0390053,1.0719543,0.0,0.9106339,0.96091443,1.0785385,1.0937809,1.2011839,1.0936173,0.8436271,0.9828738,0.9269955,1.0462571,0.93349284,1.1691139,0.93416995,0.96796143,0.96558666,1.1330247,1.1231586,0.88764906,0.8327375
spoon,1.1375396,0.87815773,1.0608325,1.0063996,0.98584944,0.86188,0.87491906,1.0109206,1.2796304,0.8297498,1.0300475,1.0883126,1.0529726,1.1482625,0.9066028,1.050744,1.025538,0.6680071,1.0276617,1.092943,0.9223974,0.7922701,0.9336674,0.94766575,0.95605755,0.8626864,1.1642729,1.0187914,0.90483725,1.1344537,1.172484,1.0954707,1.0890925,0.9604863,1.2189999,0.8304615,0.7313486,1.1469817,0.9935105,1.0741189,0.9877866,1.1408288,1.0571554,1.2697114,1.0041444,0.8595791,1.0726347,0.9147693,1.2737259,0.79345506,0.95006317,1.0771321,0.9619795,0.73485017,0.9829853,0.9041695,0.90942025,0.9232443,1.1930695,0.76868653,1.2342889,1.0847659,0.78511107,1.0275192,1.0618864,0.9173198,1.2149096,1.158428,0.63678074,0.94321287,0.88599443,1.0285397,1.2908077,0.8870009,0.86174977,0.8734201,0.9787465,0.9108279,1.2357786,1.008925,0.94645005,0.7763539,0.9408145,0.9917931,1.0665874,1.1906625,1.229756,1.1259712,1.0645635,0.81507045,0.5817159,0.83498275,0.9295837,0.98546755,1.0496517,0.9124839,0.9515945,0.77081007,1.0564501,1.1632733,0.94860494,1.0789468,1.0618887,1.2114682,1.091101,1.118641,0.779449,1.2150239,0.8915457,0.91776174,0.864131,0.94075924,1.1049042,0.87628347,1.1336946,1.005995,0.86655384,0.9106339,0.0,0.8755633,0.8750697,1.0152298,1.3128579,1.1882732,0.83303297,0.8955021,0.7960222,0.6655289,0.8938463,1.0456892,0.9266024,0.87954354,1.0680562,0.9986736,0.81572855,0.93223083,1.1055902
sprinkler,0.8804073,0.96201754,0.9787023,1.1051763,1.3128182,1.0001144,0.801157,0.76666725,0.9231721,1.3644657,0.9156224,1.0550374,0.8253348,1.0928074,0.99395293,0.9680325,0.90955496,0.76741767,0.8561372,0.82703584,1.2489225,0.96534485,0.8985055,1.007051,1.0036492,1.1662503,1.2781907,1.0044415,1.0164667,0.8693312,1.1818346,0.72814214,0.87889725,0.9178803,0.92033005,0.9847427,1.233515,0.8002542,0.86696994,0.97836626,0.9456965,0.89830977,1.0247241,1.0815184,0.8368529,0.9438439,1.0892079,1.246415,1.0277288,1.2317233,1.311951,1.0431147,1.219289,1.2360575,0.98578227,0.91837555,1.383789,0.94310415,1.2059926,0.77931476,1.0057185,1.0016034,1.0255215,1.2735469,0.95526,0.6962023,1.1821222,1.1957417,0.69630843,0.8905913,0.9245789,1.1043009,1.022698,1.1750792,0.91250306,0.8429133,1.0207093,0.99249405,1.0766144,1.2625477,1.2251806,1.3418252,1.0830231,0.92246276,0.9022383,0.9095573,1.0881149,1.2049159,0.9745664,1.2920314,1.1843824,0.8873867,1.1643238,0.97309947,1.2550821,1.1203991,0.8792178,1.1847589,1.0234966,1.1882269,0.9238621,1.0152297,0.86589175,0.90487957,0.8585058,1.1032139,0.6553842,1.1479177,1.033607,1.2501502,0.7631695,0.8098258,0.9942424,1.3348876,1.1519305,1.2658819,0.98886544,0.96091443,0.8755633,0.0,1.0156882,0.7353979,1.134399,0.6881603,0.6812444,1.2650826,1.1960288,0.66526556,1.1852068,0.7004533,0.74412507,0.961986,0.87367165,1.0461957,0.5475555,1.30724,0.9813656
strawberry,1.0382777,0.28331423,1.2349687,0.64802194,0.8266375,1.0631516,1.0419363,1.275733,1.3519001,0.90761673,1.3659106,1.2208695,0.7996335,1.3471811,1.0044096,0.95575494,0.85601616,0.8980913,0.9944727,1.2125107,0.91574144,0.90229946,0.72108644,0.9063717,0.8527096,0.9558019,1.1907701,1.1197193,0.6728115,1.0781434,1.1987556,1.1706461,1.250103,0.91442144,1.3091191,0.94601154,0.81508553,1.2597907,0.8957974,0.8380113,0.7878267,1.1408745,1.0704328,1.1753323,0.79629046,0.667518,1.0777224,0.99105483,1.081759,0.94106144,0.8433654,0.788085,0.9949858,0.9723749,0.8385056,1.1776831,0.87682855,1.1122104,1.0553939,1.001846,1.0801173,1.0269952,1.124574,0.79351586,0.77129316,1.2341887,1.2339925,1.3372042,1.2018893,1.0027343,0.78419924,1.3125154,1.2798545,0.90087205,1.2273848,0.8568318,1.1249319,0.9738804,1.2779284,0.87120277,0.8672638,0.83993983,1.0659227,0.511066,1.0862626,1.056353,1.3254714,1.2838717,1.1088918,0.9118648,0.92628115,0.83699596,1.0900092,0.87474597,1.073921,1.1195514,0.83162814,0.8149449,0.8156049,1.111829,1.2000543,0.89581066,1.1251522,1.2037861,0.8505367,1.1840912,1.130355,1.219423,0.97229284,1.2047434,1.092107,1.2239734,1.1634765,0.89645255,1.0647374,0.8646985,1.0732356,1.0785385,0.8750697,1.0156882,0.0,1.0423373,1.2349255,1.2609445,0.8863536,0.93003577,0.9371715,1.2301435,0.95505226,0.8505739,1.1279031,0.96294755,0.8190756,0.7947527,1.1061784,0.97374207,0.9437642
