,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.2524762,0.81554675,1.0792791,0.99359876,1.033257,1.0838392,1.0815147,1.2717426,1.2453096,1.2768953,0.70182383,1.3271861,1.0047044,0.98879987,1.1980785,1.2344646,1.2418851,0.9967111,1.2522554,1.2731695,0.9665566,0.96846235,1.1944113,1.0490535,1.0654202,1.2101873,0.68050027,0.9983322,1.3537717,0.9451919,1.2564884,1.2731386,1.0782777,1.0041686,1.2447195,1.0420836,0.9771693,1.2702755,1.035387,0.9897663,1.1568533,1.0947993,0.97822964,1.0825726,1.1126204,0.46640456,0.6638447,1.0384037,0.35099602,0.720119,0.38266373,1.1006614,1.005115,1.0926559,0.9046253,0.95491475,1.1150368,1.0301305,1.1714753,0.6023946,0.8408735,0.88809437,0.61555016,1.0736084,0.6347449,0.823642,1.1450202,1.0444909,1.219855,1.073551,1.1087923,1.0713084,1.1028196,1.179471,1.052277,1.1103814,1.0890081,1.1765645,1.0966439,0.93961877,1.1667968,0.4547124,1.0812982,0.5803819,1.130171,0.3889507,0.0,0.8340337,1.1674769,0.95921814,1.0171565,0.99075687,1.2497313,0.9698328,0.907963,1.006463,1.0411862,1.1293266,1.0734059,1.1725098,1.0514866,0.94396305,1.3619015,1.2213066,0.5511491,1.1776335,1.0025067,1.0388795,1.2411302,0.7938628,1.0959045,0.8962623,1.2408284,1.2224845,1.2650921,1.2761002,0.86087584,1.202871,1.0435498,0.9805671,1.0219461,0.87548447,0.81491804,1.2188846,0.82959694,1.3350811,1.0100436,0.34492576,0.59682524,1.1107655,1.1348614,1.1821413,1.381217,1.1327169,1.147428,1.1946001,0.9459704,1.1652128
orange,1.2775896,0.7803541,0.60439163,1.2561618,0.43097055,0.5773939,0.86753035,1.3591932,1.2042902,1.4591541,0.8041301,1.4230427,1.2448654,0.9335201,1.3508897,1.3028274,1.2766235,0.6251665,0.97666013,1.406015,0.5825472,1.0106435,0.9658484,0.95048296,1.0503821,1.1586578,0.658445,1.0742928,1.3840575,0.6765791,1.4303057,1.1643344,1.0389268,0.7132772,1.3755804,1.0143564,0.5556966,1.5410835,0.6205303,0.9529241,1.1629453,1.2370846,1.0917959,1.3220029,0.8938229,0.93948126,0.33215588,1.0751786,0.6911126,1.1133212,0.69672626,1.1858667,0.46303922,0.8058779,1.211695,0.75396186,0.81145215,1.082234,1.31284,0.56880826,0.8746858,0.7877929,1.1269274,0.8804269,1.1636028,0.6351573,1.0660343,1.0737377,1.252944,1.236088,1.098708,1.265007,1.1257861,1.3473213,0.81519073,1.2387192,0.97866434,0.7257615,0.93228865,1.1863856,1.0607178,0.95512587,0.76319313,0.4187373,1.0555049,0.6323476,0.8340337,0.0,1.1646303,0.9338946,1.2700361,1.1861153,1.3468373,0.6506821,0.661133,0.6636479,0.90790695,1.0791521,1.0979743,0.6772933,1.0156409,0.3893677,1.3584437,0.99956226,0.6188462,1.4146054,1.052566,1.183396,1.2674584,1.2056904,1.1731148,0.6964456,1.2861519,1.3712294,1.075473,1.3979511,0.70569515,1.2214814,0.61221874,1.1881942,0.87874246,0.6494149,0.606492,1.4176776,1.2191842,1.4047267,0.6909314,0.56787145,0.56915444,1.2669277,1.125487,0.88456756,1.3017076,1.1693529,1.1204305,1.1344173,0.5501158,1.3802004
oven,1.3128886,0.9685296,0.94623065,1.1643028,0.9372815,0.87899905,1.4050333,0.8831663,1.0816128,1.129131,1.2612785,0.7568256,1.3478664,1.059306,1.205869,0.97512305,0.9186163,0.70535934,1.057472,0.8105022,1.0556397,0.70240766,0.6050866,0.96108836,0.33112884,0.60934293,1.3169177,1.0136526,0.5469172,0.7456225,0.986976,0.77505755,0.95080477,1.2487057,0.97644776,1.2467526,0.7910737,0.9566088,0.65021235,0.93866456,1.148276,1.1932101,1.0382218,0.59731853,0.6566107,1.1507913,1.2111061,1.0185758,1.2077756,1.1805921,1.1124041,0.9464748,0.9637287,0.68550086,0.98924863,0.80611193,1.2333226,1.1574943,1.0840715,0.96676403,1.1407082,1.2619185,1.2342601,1.1156329,1.2608616,0.75362504,1.1166304,1.1187931,1.1143407,1.2148691,0.9454685,1.2169962,0.7602749,0.67870486,0.56838226,1.0941064,1.1097596,1.2099613,0.69277334,1.3741977,0.751436,1.1781079,1.1689503,1.0521702,0.6192267,1.0707917,1.1674769,1.1646303,0.0,1.1053847,1.291874,1.1686591,1.0967498,0.76267797,0.7683122,1.1708326,0.78307056,1.1859581,0.76379836,1.0172753,1.0113418,0.969132,0.7145765,0.60185474,1.0628579,0.4988265,1.0701078,0.8832216,1.0606662,1.2987599,1.0940852,0.913038,1.193551,1.025496,0.813966,1.0160979,0.8984347,1.2363422,0.7361513,1.0235754,0.7827837,1.1322275,1.0238317,0.7269391,1.2851521,1.1217501,0.7100564,1.1339684,1.1612253,1.2177169,0.65388465,1.0166264,0.917645,1.0671453,0.9192775,0.423517,0.75184774,0.9305133
owl,1.1107398,1.0628562,0.6995816,1.2592912,1.0161319,1.06382,0.8744034,1.1241794,1.2422638,1.3476825,0.8712975,1.2825017,1.1454732,0.7458296,1.3072603,1.0278728,1.107549,1.0334606,1.150358,1.1507009,0.8690596,1.0031738,1.0096521,0.7799437,1.0047929,0.84359795,0.80718285,1.2037286,1.0916914,1.0268971,1.250826,0.94633716,1.1054577,0.97298855,1.1710527,0.5852144,0.985218,1.1717404,1.0967767,0.6453609,1.0294777,0.9438463,0.92452514,1.0527031,0.9681568,0.9775301,0.8734709,1.1808269,1.037901,1.1125441,0.949679,1.0750567,0.87678456,0.9955396,1.1147408,0.8904617,0.6819107,0.9338086,0.92418313,0.9755214,0.98951244,0.71714866,1.0665193,0.9620341,1.0544994,0.9846848,1.0173507,0.7136675,0.9156867,1.2237583,0.9962006,1.2107409,0.9452086,1.0182118,1.025498,1.1277027,0.9468688,0.78345186,0.9573089,1.1111974,0.84194094,1.0952506,0.954059,1.0330294,1.050137,0.9067687,0.95921814,0.9338946,1.1053847,0.0,1.2215708,1.0969594,1.1738857,1.0640488,1.0716732,0.8203683,1.0232733,1.0500604,0.8941986,1.0222124,0.7716091,0.8327507,0.967298,1.0720571,0.9023141,1.2066863,0.61504126,1.0028919,0.94201803,1.2402058,1.1124767,0.753981,0.80715555,1.2579744,1.0600917,1.2472616,1.0128495,1.0661453,0.9284795,1.1314533,0.9464853,0.8544459,0.9312712,0.990437,1.198349,1.2715715,1.0163344,0.97418666,0.9838321,1.0268583,1.119223,0.92410105,1.1571381,0.9307854,0.9997303,1.0671021,1.0788522,1.1954478
pajamas,0.6500756,0.86798865,1.3745793,0.47216356,1.3716788,1.3101825,0.81640744,0.99611276,0.8271456,0.47860873,0.9145108,0.6952605,0.48434108,1.2744926,0.23604482,0.83029366,1.0759517,1.4608822,1.0954976,1.0046773,1.1880789,1.2164725,1.3310118,1.3257608,1.3136928,1.2937243,0.9096759,0.8065592,1.0099776,1.5016627,0.7271029,1.0264789,0.8495213,1.0812395,0.70712996,0.98072,1.4459097,0.808476,1.463553,1.2302126,0.95147663,0.797521,1.1349357,1.0378021,1.2208585,0.9633738,1.1433743,0.65812004,1.0448824,0.822879,1.0513723,1.1003245,1.416863,1.4724357,0.75788456,1.2424697,1.2625343,1.0561382,0.78771865,1.3296281,0.7053499,1.1171393,0.7862973,0.97492635,0.6582711,1.3669889,1.0561584,1.1075468,0.72728413,0.30800122,1.0500512,0.12912005,1.0912,1.152882,1.5129658,0.507078,0.9923358,1.0060713,1.3035038,0.44057947,1.3235893,0.9508496,0.9669238,1.2487017,1.002484,1.1315356,1.0171565,1.2700361,1.291874,1.2215708,0.0,0.4029457,0.7729968,1.3580502,1.3367364,1.1133734,0.84318066,0.7055295,1.3524134,1.2612664,1.2166951,1.4245961,0.89744604,1.3143297,1.2794206,0.9257422,1.2367257,0.8263571,0.97649276,0.41236103,0.7548357,1.3274492,0.7984615,0.7468777,0.96501297,0.7187964,1.2416316,0.65282977,1.4643235,0.70287013,1.2731658,1.1426603,1.2948697,1.0319512,0.45423216,0.70205915,1.353621,1.1162894,1.176716,0.6651613,0.8517693,1.3282464,0.92341113,0.97566295,1.1788738,1.359118,1.4028049,0.79788595
pants,0.9223182,0.62038773,1.2330892,0.48046303,1.3886931,1.292213,0.87433374,1.1971064,0.9968322,0.7576676,0.9647428,0.7796626,0.83998877,1.3078411,0.5858838,1.095123,1.1675539,1.366122,1.2215858,1.1179432,1.1858698,1.0221856,1.197048,1.3785543,1.0327145,1.1401597,0.7273493,0.75879943,0.83980024,1.3970218,0.87659365,0.82648677,0.9713331,1.1493553,0.6664862,0.91591907,1.3002021,0.9957495,1.366672,1.1000115,1.1747956,0.84551036,1.163447,0.8885774,0.932576,0.907261,1.1210359,0.72223806,0.8981142,0.8726959,0.8511674,1.0488462,1.3324366,1.3852932,0.73435515,1.1330396,1.298632,1.1082597,0.92005837,1.1815912,0.5611062,1.1643771,0.78346777,1.065526,0.67975414,1.1413919,1.087729,1.057666,0.78175676,0.4800452,1.1385813,0.32225215,0.9655416,1.0792967,1.3870529,0.65789425,1.1009985,1.0046213,1.1963532,0.6227262,1.1923928,0.98206645,0.9905067,1.1310557,0.9533643,0.9527733,0.99075687,1.1861153,1.1686591,1.0969594,0.4029457,0.0,0.95091355,1.2392722,1.2493831,0.93121076,0.63620234,0.9135351,1.2792702,1.3521214,1.2148374,1.383044,0.89746684,1.2444015,1.0345085,0.9302075,1.0839354,0.8838655,1.2181902,0.53648704,0.831921,1.1499481,0.7123405,0.94191307,0.92060244,0.9669437,1.1049513,0.85383105,1.403319,0.733518,1.0728483,1.0520945,1.213555,1.0864325,0.50755626,0.8972654,1.3809601,0.9159821,1.01491,0.8021326,0.8922773,1.4268253,1.0691515,1.1485502,1.017669,1.0993575,1.2514102,0.83349526
paper,0.37906206,1.2943498,1.2501643,0.75608593,1.2555594,1.2286125,0.79466414,0.6497745,0.68701416,0.5376829,1.0801898,0.6893368,0.4348849,1.051926,0.5886986,0.69554096,0.26481092,1.395454,0.79383427,0.4836616,1.2344068,1.2683835,1.1613508,1.0374613,1.3489265,1.1701944,1.1060355,0.9732136,1.0002152,1.3835306,0.7521094,0.89914066,0.85203743,0.9341579,0.7935384,0.82180053,1.3792922,0.59811974,1.3828213,1.1879486,0.7523868,0.8035754,0.9215193,0.9706344,1.0979125,1.1127802,1.3698057,0.9847597,1.2626896,0.8880646,1.3173461,0.97526276,1.3513266,1.2801323,1.1135536,1.1810949,0.91084814,0.80581665,0.6163457,1.4501041,1.2731915,0.94406503,0.9210585,0.96304536,0.79183125,1.4828486,0.8695467,0.9624644,0.70487726,0.8182771,0.86624575,0.823766,0.91358906,1.0161502,1.3152333,0.97851133,0.97218555,0.98403734,1.1066713,0.7199831,1.2303936,1.1031154,1.0079775,1.4273217,1.0247753,1.413017,1.2497313,1.3468373,1.0967498,1.1738857,0.7729968,0.95091355,0.0,1.2785605,1.2727854,1.1526256,1.2898079,0.64340454,1.2678336,0.91449666,1.0848066,1.2716856,0.96627146,1.0917385,1.4654968,0.7960892,0.9971367,0.9965582,0.65149236,0.8328446,0.9495963,1.3705813,0.74894977,0.7061577,0.8923149,0.5352394,1.4248737,0.71493006,1.2942119,1.0915229,1.2099,1.1907542,1.2856637,0.8964839,0.83755994,0.38116217,1.2783834,1.4173746,1.3528054,0.6197124,1.0699778,0.9482175,0.52878815,0.842669,1.0369112,1.2958957,1.4164113,0.76177114
pen,1.4370074,0.8731681,0.91904396,1.2471277,0.80380327,0.8701888,1.37239,1.221684,1.3256721,1.4133396,1.0461975,1.1764898,1.4533724,0.87151814,1.3731258,1.1306796,1.0968411,0.25775886,1.1745833,1.2190168,0.9537073,0.7378305,0.8673415,0.8204036,0.5899895,0.8573338,0.97955155,0.74758005,1.084276,0.4010098,1.3298757,1.2678692,1.0564058,1.2584174,1.3326454,1.2159096,0.12490606,1.3615136,0.24791753,0.9577605,1.3314039,1.2756815,1.1343534,1.1211797,0.64897513,1.0962538,0.805596,0.88840234,0.7512672,1.2653155,0.82090163,1.0230267,0.3149079,0.44345176,1.2146199,0.3201449,1.0227897,1.1435332,1.4754425,0.27078098,0.91554195,1.166886,1.2666256,1.2552209,1.302196,0.48793948,1.1334132,1.1465647,1.3130827,1.2355614,1.3572036,1.3460974,0.5958889,0.99082166,0.35488153,1.2788596,1.229047,1.0101775,0.9204389,1.4965628,0.8380852,1.0860425,1.2669435,0.3658501,0.7776791,0.6593458,0.9698328,0.6506821,0.76267797,1.0640488,1.3580502,1.2392722,1.2785605,0.0,0.0368008,0.90292966,0.66206205,1.3662561,0.7866671,0.86869925,1.0514734,0.9126069,1.1115967,0.836677,0.52948284,1.1796123,1.1184518,1.1403437,0.99403757,1.3172057,1.2843698,0.51227885,1.2888236,1.2366529,0.8846558,1.3355188,0.6465471,1.1974025,0.581708,1.2123358,0.30049366,1.1181204,0.8469908,1.2333086,1.3380991,1.4495599,0.7515856,0.68321717,0.4456095,1.1626036,0.8101506,1.1303117,1.1667945,1.1917374,0.96162695,0.5974351,0.2994628,1.1739726
pencil,1.4359089,0.85139894,0.92862153,1.2055806,0.78898233,0.8604438,1.3683083,1.2263619,1.3359861,1.3990326,1.0520059,1.1769722,1.432333,0.8783867,1.3824539,1.1153091,1.0913773,0.2799605,1.1665865,1.2204036,0.9443748,0.7807758,0.9096274,0.8286889,0.63898855,0.8951736,0.94415206,0.78760237,1.1367605,0.43765736,1.3284513,1.299392,1.0517714,1.2405216,1.3361617,1.1979787,0.14772445,1.3394103,0.2906369,0.9712928,1.3128413,1.2932343,1.158776,1.1240785,0.66400135,1.0441735,0.7713175,0.9341668,0.7086497,1.2272432,0.760399,1.0374849,0.34901977,0.4885915,1.2163965,0.38972795,1.0637065,1.1494422,1.4719107,0.2797143,0.9296689,1.1559538,1.2199768,1.237473,1.247812,0.49372637,1.1392485,1.1317333,1.3061051,1.2149084,1.3246863,1.334183,0.5897295,1.0111027,0.39930034,1.2633382,1.2022784,1.0402256,0.9359702,1.47664,0.8813682,1.0149775,1.2437693,0.33221054,0.8326835,0.62595195,0.907963,0.661133,0.7683122,1.0716732,1.3367364,1.2493831,1.2727854,0.0368008,0.0,0.9608843,0.7319077,1.3553426,0.8024689,0.91138184,1.0536233,0.90360415,1.1466879,0.8689663,0.4975705,1.1897968,1.1403512,1.1074736,1.0137913,1.2675986,1.2987237,0.56832767,1.2993624,1.2351078,0.9682943,1.3201674,0.6659596,1.2196229,0.6206838,1.1923511,0.38114524,1.0955092,0.8408162,1.2579967,1.2860739,1.439822,0.7782432,0.62873995,0.43796766,1.1619594,0.86134845,1.135699,1.1760504,1.1734262,0.9987599,0.65595794,0.34517473,1.1795256
pickle,1.1045356,0.8144786,0.6348956,1.0483692,0.9039576,0.9133986,0.702757,1.1458453,1.0988126,1.2666022,0.78789353,1.1917166,1.1657373,0.99468803,1.1746391,1.1956663,1.0529495,1.0650628,1.0032853,1.1066731,0.89737314,0.9971489,0.9206289,1.0699675,1.0444202,1.0141084,0.6495895,0.9738227,1.1966783,1.0386814,1.2787609,1.1319454,0.9826854,0.98436195,1.1931807,0.7800642,0.74924916,1.2583358,1.0086579,0.92451495,1.0920223,1.0801038,1.001773,1.2355685,0.7724143,0.9472712,0.7427172,1.0656097,0.837928,1.234736,0.79931605,1.0459574,0.76945305,1.0770086,1.0294663,0.776225,0.77361387,1.0694723,1.1530898,0.8670509,0.7931634,0.59743094,1.2267861,1.0421363,0.96244264,0.9914985,1.050381,0.98203087,1.0558943,1.1805837,1.0178403,1.0482659,0.9204068,1.2306476,1.1196752,1.1673899,1.1035498,0.5079945,1.0610042,1.0516367,1.0319,1.0074006,0.894484,0.90370405,1.0554401,0.83652675,1.006463,0.6636479,1.1708326,0.8203683,1.1133734,0.93121076,1.1526256,0.90292966,0.9608843,0.0,0.9201141,1.0761222,1.0676488,0.8156922,0.9672073,0.903702,1.1749399,0.88370836,0.8701915,1.3229097,0.9097967,1.1342496,1.1533782,1.1810279,0.9560513,0.7471639,1.0364821,1.1980895,0.9349297,1.2107103,0.77767146,1.1040624,0.7802133,1.0477202,0.8687562,0.77897406,0.7672886,1.2521158,1.1920197,1.2312081,0.8361678,0.84741867,0.7076302,0.91724277,1.1332515,0.96689534,1.0531775,1.1078886,0.8871482,1.1598068,0.9593185,1.2258937
pillow,1.3331041,0.6259346,1.0571054,0.91593355,1.0997827,1.064551,1.3319217,1.2461116,1.1547939,1.0756795,1.055793,0.8550552,1.2784812,1.1242081,0.8284412,1.1483089,1.309231,0.73720056,1.3586429,1.2687593,0.92306155,0.61069536,0.85265595,1.1305352,0.5084684,0.7628379,0.9936106,0.7722617,0.59941554,0.8095024,1.1855428,0.9628923,1.0108366,1.3058548,0.76079905,1.1243019,0.7201515,1.2338573,0.7041524,0.80585694,1.4673209,1.0762624,1.127192,0.8447631,0.61271966,1.0996838,0.94091594,0.7340683,0.96419334,1.1602085,0.83898103,1.0733457,0.82653975,0.79284364,0.895063,0.6295103,1.227675,1.2253845,1.3820052,0.72391945,0.59163976,1.3715441,1.1211295,1.1282415,1.1922004,0.6652068,1.2207713,1.1343886,1.1706017,0.92448336,1.3507171,0.82883495,0.8887372,0.9169332,0.68920416,0.93014586,1.2107705,1.0929321,0.8451545,1.1304014,0.88616526,1.1849653,1.1472185,0.7695031,0.37496185,0.7851827,1.0411862,0.90790695,0.78307056,1.0232733,0.84318066,0.63620234,1.2898079,0.66206205,0.7319077,0.9201141,0.0,1.1914066,0.91465604,1.2077742,1.1016527,1.0560124,0.7665435,0.92587537,0.79193157,0.9784513,1.106845,0.99157,1.3198955,1.0519236,1.1149368,0.65498304,1.0815748,1.2334511,0.64067787,1.2789544,0.74863774,1.1034594,0.807812,0.9007442,0.59688735,1.1243579,1.0464969,1.0074384,1.0453022,1.4074781,1.0327115,0.7698562,0.8079395,1.23431,0.3271646,1.3472027,1.3351536,1.2459037,1.0168871,0.6329385,0.7124252,1.0303257
pizza,0.70632666,1.2081248,1.0703566,0.8016644,1.0737494,1.0793717,0.6941823,0.89681226,0.7859337,0.75718904,0.99962527,0.82060933,0.67124665,1.1251011,0.67063075,0.89502406,0.90699977,1.3721418,0.88319546,0.96934766,0.6812526,1.2341291,1.2912014,1.1528578,1.268276,1.1660376,0.99603933,1.0382669,1.0627626,1.4074743,0.88789755,0.82467496,0.8646658,0.88255596,0.8690801,0.82328403,1.4349132,0.8603891,1.3675562,1.0973852,0.74514663,0.98378474,1.0955354,0.9354805,1.2666813,1.0919954,1.20391,0.9058732,1.2236867,0.87533927,1.1691986,1.0791699,1.3469921,1.2034299,0.99985594,1.2644976,1.0995871,1.0388713,0.63009524,1.3804511,1.0815669,0.899873,0.8856052,0.30353945,0.72105086,1.4542092,1.0046124,1.0430743,0.7790202,0.84709746,0.84605265,0.77334005,1.1130629,1.0784621,1.2976646,0.89385307,0.5036683,0.7967354,1.1050937,0.69385827,1.208192,1.0344454,0.7123782,1.3600171,1.0384918,1.2983886,1.1293266,1.0791521,1.1859581,1.0500604,0.7055295,0.9135351,0.64340454,1.3662561,1.3553426,1.0761222,1.1914066,0.0,1.1506574,1.0267284,1.162928,0.9087937,0.95306283,1.1387339,1.407631,0.7997441,1.1251923,1.0211042,0.98685795,0.87177783,0.96422535,1.3108833,0.87192595,0.9064043,0.93304366,0.6776508,1.3405607,0.82750976,1.1927428,1.0037946,1.2457373,1.0186675,1.1983112,0.89848125,0.8597977,0.67683417,1.2383984,1.2839377,1.3103821,0.7385768,1.0384865,1.1139536,0.8723731,0.930501,1.1802895,1.3101526,1.3986406,0.8059954
plant,1.2112477,1.1159397,0.8775145,1.2295115,0.9099443,0.90180665,1.2752542,1.0326756,1.1330311,1.1246839,1.1930774,1.074589,1.3137596,0.80281293,1.2815397,1.0740886,1.1011955,0.62110686,1.1554837,1.0788021,0.9821212,0.736952,0.92678,0.70257056,0.64435637,0.7212177,1.2632166,1.0518386,0.762849,0.6984506,1.012973,0.99921995,1.2817929,1.3019942,0.98297065,1.1513162,0.78507483,0.9311458,0.70915866,0.8840554,1.1020591,1.089209,0.91945255,0.83311117,1.0355238,1.0552644,1.063751,1.0603206,1.154607,1.1376817,1.1091523,1.0566599,0.8112305,0.4719528,1.0836293,0.899331,0.94070244,0.98063767,1.081155,0.82463586,1.1598533,1.1768677,1.1052678,1.1064321,1.2611651,0.7394689,1.0662469,0.95554525,1.1920761,1.2481631,1.062478,1.3199129,0.92400575,0.68549806,0.5706639,1.1431324,0.91982275,1.1642151,0.8323881,1.3809642,0.5786555,1.1195323,1.1777779,0.95220655,0.9028523,1.013633,1.0734059,1.0979743,0.76379836,0.8941986,1.3524134,1.2792702,1.2678336,0.7866671,0.8024689,1.0676488,0.91465604,1.1506574,0.0,1.1578858,0.8640431,0.84539413,0.91585135,0.8980015,0.8920466,0.88758904,0.8545883,1.0216396,1.0194409,1.2629406,1.2393975,0.7818162,1.1252773,1.022252,1.0705872,1.1475648,0.9881237,1.1491369,0.83487874,1.1302243,0.80377364,1.1470451,0.8056145,0.8282886,1.2255517,1.2272346,0.9706295,1.0619601,1.0684044,1.2348642,0.84819704,0.9711568,1.2195909,0.92296594,0.99049497,0.5389746,0.7701063,0.83834803
plate,0.92324346,1.0803633,0.70865893,1.352442,0.6231672,0.6847539,0.8082043,0.77858937,0.69001377,1.1771264,1.0256289,1.199543,0.8063681,0.96965617,1.1085545,0.8820437,0.8345176,0.88684106,0.32587194,0.91508436,0.9195131,1.1009351,0.5591089,0.971835,1.1432043,1.0661883,1.137009,1.0673944,1.1462955,0.6562083,1.2008711,1.097085,0.94737583,0.60226053,1.328919,1.0082148,0.8345476,1.1168487,0.69297737,1.0930469,0.6513277,1.1698258,0.9488732,1.2670431,0.93270224,1.1264577,0.8854532,1.1611251,1.1044186,1.2628988,1.1758885,0.99919826,0.7529376,0.8797603,1.247192,0.859591,0.65427333,1.0248415,0.99292284,0.9726841,1.1936978,0.5851563,1.3359592,1.0156745,1.1463658,0.9190423,0.98951846,1.1337827,1.0663298,1.3068192,0.78706676,1.3145597,1.0181227,1.2328793,0.8253174,1.3092734,1.1051859,0.7654149,0.9202036,1.1024987,1.0338366,1.1504319,0.8431525,0.9682076,1.0172919,1.0485233,1.1725098,0.6772933,1.0172753,1.0222124,1.2612664,1.3521214,0.91449666,0.86869925,0.91138184,0.8156922,1.2077742,1.0267284,1.1578858,0.0,1.0270324,0.74890244,1.0086323,0.7643013,1.0719337,1.2511995,1.0882876,1.0709085,0.88546467,1.34982,0.968301,0.93694705,1.2489812,1.1430023,0.67009234,0.9918485,0.8891577,1.0576621,0.71414983,1.2146047,0.9012003,0.7643423,0.90877616,1.184051,1.3652656,0.8878808,0.3756798,1.1473529,0.9943095,0.9775434,1.1305138,0.4950614,0.51256675,0.9629228,0.9703934,1.1248662,0.7597091,1.235666
pony,0.87751514,1.0415338,1.0018224,1.1989676,0.94739497,0.9863524,1.1251181,1.1072601,1.139296,1.1937327,1.0717379,1.2329828,1.0970318,0.7033409,1.2165034,1.1223887,0.89430934,1.0144662,1.1309319,1.0155065,0.9009054,1.0778697,1.08682,0.6230439,1.1393104,0.8725994,1.1364094,1.1294076,1.075476,0.9070575,1.173879,1.0955375,1.171994,0.9306897,1.1215817,0.9995407,1.0022025,1.1049508,1.0625306,0.36220598,0.97544444,0.30200064,0.59571284,1.1412454,1.0533216,1.0896819,0.9939777,1.1404754,1.1210548,1.1213578,1.1177707,0.9370177,0.87074065,0.94905716,1.0877595,1.0545399,0.5139768,0.5836898,1.1579332,1.0313755,1.2003844,0.9692818,1.1560643,0.9853415,1.1911957,0.9320237,0.9431246,0.19765484,1.1681868,1.2479874,1.0305474,1.1985646,1.1213717,1.0258491,1.0090933,1.0942858,0.99629426,1.1133803,0.96559584,1.1973108,0.7081625,1.0661137,0.9620247,1.083146,1.1650518,1.0605686,1.0514866,1.0156409,1.0113418,0.7716091,1.2166951,1.2148374,1.0848066,1.0514734,1.0536233,0.9672073,1.1016527,1.162928,0.8640431,1.0270324,0.0,0.9393955,1.0025003,0.9744366,0.98398775,1.2244533,0.4003001,1.0154574,0.9031469,1.2650259,1.0137451,0.9055071,0.9588314,1.1446856,1.1479673,1.2174028,1.0011799,1.1639506,0.9330491,1.1101066,1.0548515,0.98595476,0.8699602,0.98626643,1.2552599,1.1678399,0.921184,1.1167909,1.0982114,1.240917,1.1761646,0.7642864,1.0848086,0.92805475,0.8351663,1.0497465,1.0014046,1.234451
pumpkin,1.2348645,1.0671899,0.5446503,1.3687928,0.2901097,0.4208063,0.8603243,1.1146861,1.0857542,1.4284807,1.0035522,1.3544964,1.2590818,0.84328806,1.4005328,1.1962736,1.1843762,0.67344934,0.8316984,1.2679558,0.50610644,0.98494005,0.8770267,0.8368466,0.9619368,0.9953814,1.0577867,1.1757799,1.1891377,0.709643,1.3474102,1.0484082,0.9749351,0.7265595,1.3091553,0.9644669,0.84624624,1.3374612,0.71232474,0.8306924,1.0393941,1.1824422,0.9397191,1.0973678,1.0935351,1.1226369,0.64753294,1.1507232,1.048085,1.103716,0.9803569,1.1711944,0.6970333,0.626103,1.1000464,0.94479936,0.7562133,1.1133676,1.0986452,0.8487494,1.0717177,0.8050252,1.1229217,0.75179464,1.2126093,0.7052478,1.0426006,1.036629,1.1899981,1.3571951,0.8396388,1.3993487,1.1889563,1.1499096,0.6731549,1.2409126,0.75227475,0.7631774,0.7551588,1.1959107,0.8227329,1.0022075,0.7124218,0.7761483,1.007595,0.9336165,0.94396305,0.3893677,0.969132,0.8327507,1.4245961,1.383044,1.2716856,0.9126069,0.90360415,0.903702,1.0560124,0.9087937,0.84539413,0.74890244,0.9393955,0.0,1.089333,0.8813278,0.88270646,1.1758028,1.0155886,1.0768648,1.2172776,1.3230842,1.1580026,0.8212607,1.2972379,1.3285788,1.0726656,1.2975934,0.8942393,1.1958857,0.5926723,1.1524011,0.99786097,0.75827223,0.6833617,1.10827,1.300477,1.3082412,0.7524409,0.8947747,0.9986019,1.3315499,1.0551107,0.6861646,1.2419071,1.0677184,1.1845747,0.99278057,0.7226191,1.2859279
