,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,0.97134066,1.3242561,1.2594149,0.8469617,1.276434,1.1687193,1.1194799,0.7928667,0.800508,0.5952724,1.2522855,0.45031214,1.0161953,1.1823151,0.77651346,0.8049815,0.9512117,1.1384737,1.02448,0.7540947,1.2310373,0.83597034,0.90395486,1.1751626,0.50724137,0.81665975,1.17569,0.89058554,0.50829136,1.225502,0.47932327,0.49516094,0.9392446,1.210866,0.5872719,1.1580447,1.3008192,0.5321214,1.0906458,1.1317189,0.9469608,1.0533582,1.1491921,0.3663479,1.0215499,1.1980759,1.4423056,0.8239452,1.2978823,0.8966595,1.3496685,0.9468251,1.3763793,1.0484189,1.038828,1.1442655,1.4200778,1.1494595,0.6295402,1.3443091,1.2788368,1.3631114,0.9191109,0.9741151,1.0585704,1.2775702,1.0280389,1.1516807,0.81384,0.8778895,0.917096,0.8924179,0.92816865,0.54787356,0.9725209,0.92969227,0.92406493,1.1626915,0.82507575,1.0502124,1.0387814,1.165637,1.2088753,1.3946958,0.75495493,1.3994615,1.1776335,1.4146054,0.4988265,1.2066863,0.9257422,0.9302075,0.7960892,1.1796123,1.1897968,1.3229097,0.9784513,0.7997441,0.88758904,1.2511995,1.2244533,1.1758028,0.79803884,0.9208067,1.3797033,0.0,1.1875616,0.96735764,0.90372014,0.9145748,1.1876879,1.1705129,0.8112717,0.53614426,0.77131087,0.56458265,1.3897231,0.9052664,1.1431917,1.0879374,1.0313201,1.2356535,1.2844965,0.50899696,0.89530534,0.6416163,1.2202207,1.4125744,1.3883591,0.8662715,0.7748145,1.2135662,0.8776952,0.94047916,1.0440146,0.6847669,1.2719904,0.46306622
rooster,0.8083421,1.0651441,0.9680064,1.1440693,1.1006006,1.1130822,1.0651339,1.164283,1.1403059,1.1853248,0.85398245,1.2672273,1.0638134,0.6019528,1.2454877,1.1490729,0.83921313,1.130365,1.1852927,0.98631734,1.0240848,1.0125244,1.1777292,0.5263324,1.149467,0.9077969,0.9882615,1.1398851,1.0620122,1.0005131,1.1511054,1.0828913,1.2052933,1.0560001,1.0924455,0.90346247,1.0749745,1.0883784,1.2018087,0.5510359,1.052634,0.5552288,0.5272064,1.0365388,0.9582187,0.98974514,1.0531793,1.2373257,1.0504761,1.0049094,1.0905671,0.9424023,0.9366023,1.0323855,1.1035087,1.0243411,0.45352316,0.5691085,1.0957441,1.0370016,1.1716025,0.945278,1.0024328,1.0290402,1.1103576,0.95334464,0.9057734,0.33341336,1.0521626,1.2408534,1.0907862,1.1952633,1.0365402,0.9692694,1.095843,1.1097379,1.0418087,1.0875009,1.0998062,1.1451219,0.7154417,1.0677477,0.8897242,1.1412191,1.1913303,1.0354518,1.0025067,1.052566,1.0701078,0.61504126,1.2367257,1.0839354,0.9971367,1.1184518,1.1403512,0.9097967,1.106845,1.1251923,0.8545883,1.0882876,0.4003001,1.0155886,0.9918488,1.0424592,0.9851836,1.1875616,0.0,1.0703561,0.8048078,1.1893564,0.9879009,0.98109376,0.7525294,1.1490831,1.1657835,1.2212461,0.9826009,1.0826762,1.140576,1.1378456,1.060797,0.9909452,0.8394092,1.0185436,1.1664735,1.1916072,1.0461118,1.1077423,1.0738883,1.1630393,1.2415012,0.8494223,1.1456269,0.99248344,0.78720534,1.0137069,1.0879333,1.1350496
scarf,1.0198679,0.85346377,1.0699912,0.94008946,1.0032748,0.97157604,1.1369723,1.0101837,1.0104997,1.0370164,1.0521805,0.9898856,0.87367475,1.037352,0.8912191,1.060348,1.0004927,1.1224802,1.0719731,0.9984518,1.0991787,1.0072414,1.0829424,0.9659226,0.9802146,1.0728897,1.1351323,0.8627832,1.0413287,0.9878183,1.0262251,1.0272522,0.91627145,0.96791077,1.0437444,1.0523303,1.1337931,1.0498574,1.1254289,1.0522146,1.0232097,0.9650713,0.978258,0.90958524,1.0302222,0.9533281,1.1276944,0.83666646,1.1178454,1.116341,1.0719473,0.9512658,1.1681836,1.0162246,0.7990167,1.1055068,1.1101122,0.96452516,1.0850469,1.1451582,0.98812276,1.070817,1.0913773,1.0123067,1.0206656,1.0781124,1.0199621,0.98890173,1.1399616,0.6841209,0.9740888,0.8405279,0.950488,0.9736488,0.9816877,0.87342834,1.0815203,1.1124586,0.9014373,0.90345776,0.97016436,0.98383385,0.9466469,1.1468757,0.86240697,0.9660278,1.0388795,1.183396,0.8832216,1.0028919,0.8263571,0.8838655,0.9965582,1.1403437,1.1074736,1.1342496,0.99157,1.0211042,1.0216396,1.0709085,1.0154574,1.0768648,0.88951993,1.0294548,1.1596582,0.96735764,1.0703561,0.0,1.1275971,0.79950565,0.91685534,1.0795739,1.1150135,1.0856832,1.078934,1.0445284,1.0819377,1.0919849,1.1006196,0.816127,1.1581539,0.9725705,1.112267,0.9947568,0.8357047,1.045575,1.0277464,1.0999119,1.16525,1.0467074,0.8021772,1.0693024,1.0141959,0.9719675,0.9888853,0.99618644,1.1345481,1.0311836
scissors,0.6549284,1.3818821,1.2323235,1.0088998,1.2330985,1.208274,0.8239199,0.7758326,0.8873399,0.7949953,0.99931884,0.7696525,0.76820654,0.7449133,0.89953375,0.7277039,0.70042616,1.1880887,0.9721672,0.74731904,1.2434409,1.1394075,1.1550071,0.7970724,1.1571882,1.0342224,1.0109103,1.0189725,0.94011605,1.0666108,0.78185296,1.0147159,0.8418083,0.9746625,0.97863233,0.8754199,1.0356241,0.7508699,1.2046065,1.0954804,0.90509087,0.82096434,0.8389839,1.0482306,1.1197331,1.216598,1.3203652,1.0404186,1.285455,1.006279,1.3358178,0.9987967,1.0503755,1.15134,1.1512204,0.90629035,0.6779662,0.82962185,0.8190092,1.1583378,1.2943109,0.9695283,1.0404404,1.1366112,1.0298924,1.2054875,0.92550695,0.93180436,0.6338783,0.97518563,1.0500723,0.9684887,0.62940997,0.801474,1.1131525,0.9115826,1.1029778,0.97483623,1.0995286,0.9452606,0.9144216,1.1499357,1.1641436,1.354677,1.0966599,1.2804623,1.2411302,1.2674584,1.0606662,0.94201803,0.97649276,1.2181902,0.65149236,0.99403757,1.0137913,1.1533782,1.3198955,0.98685795,1.0194409,0.88546467,0.9031469,1.2172776,0.88389057,1.0480182,1.284283,0.90372014,0.8048078,1.1275971,0.0,1.0873375,0.8714525,1.1723161,0.7256012,0.7257174,0.89085615,0.62429214,1.1252136,0.7679311,1.1215194,1.121224,0.8909871,1.115779,1.2063761,0.7606658,1.1049215,0.70392907,1.0514473,1.4236176,1.2373425,0.5576509,1.1864859,0.8245136,0.6553185,0.9215115,0.9781762,0.94411933,1.1667384,0.89729404
shirt,0.7897162,0.8819918,1.3392649,0.5416597,1.2877076,1.2178928,0.9125521,1.1643693,0.96531916,0.6256648,0.89134234,0.88367933,0.6714438,1.2074324,0.60374814,1.0613233,1.0925183,1.3414527,1.1923887,1.112258,1.2003515,1.1557097,1.3958328,1.2117783,1.3065394,1.3575001,0.91870314,0.8093215,1.1435084,1.3497915,0.75815874,1.0815942,1.0169519,1.1360822,0.8096841,1.117008,1.385109,0.8938806,1.3725182,1.286658,0.9756421,0.88604414,1.1566024,0.9929015,1.2343245,0.7703183,1.020832,0.65215874,0.876312,0.54769945,0.88350767,1.0968405,1.3397763,1.3440592,0.8623699,1.2884301,1.2854763,0.98098546,0.83114743,1.1805978,0.8979145,1.2207056,0.53272235,1.0393969,0.6816694,1.2609907,1.031996,1.1179826,0.8833868,0.23602414,1.0792216,0.48065567,1.201592,1.119308,1.3795534,0.7695956,1.0648654,1.1680646,1.2200037,0.646461,1.2975402,0.715701,1.0585524,1.0597672,1.2176434,0.8954476,0.7938628,1.2056904,1.2987599,1.2402058,0.41236103,0.53648704,0.8328446,1.3172057,1.2675986,1.1810279,1.0519236,0.87177783,1.2629406,1.34982,1.2650259,1.3230842,1.1544904,1.3097438,1.0784218,0.9145748,1.1893564,0.79950565,1.0873375,0.0,0.95966834,1.3010737,0.8754048,0.76312536,1.1598717,0.86583513,1.265963,0.75138295,1.4406636,0.8450572,1.2568679,1.062711,1.1775175,1.146514,0.033867538,0.75032866,1.3854306,0.89411867,1.0146041,0.87762684,1.1060246,1.3571781,1.0943238,0.9729929,1.1709229,1.3162584,1.3322974,0.75408053
shoe,0.7768922,0.7766156,1.0149418,0.7826581,1.1223758,1.0731682,0.8341075,0.88948226,0.84304374,0.9537437,0.92826444,0.92024,0.81191874,1.068814,0.81758773,1.0014076,0.9544799,1.3187134,0.89288145,0.88576245,1.0220188,1.2002653,0.98282534,1.0880069,1.2447652,1.1882395,1.0227625,1.1795309,0.9965582,1.2060676,1.0016047,1.081785,0.6723553,0.8693443,1.0026455,0.8895451,1.2485396,1.032178,1.2780905,1.1008444,0.92140853,0.8464017,0.9225312,1.2186282,1.0871736,0.93752223,1.1517471,1.1415843,1.0815599,1.0635992,1.0099709,1.0845474,1.2758657,1.3112509,0.2447074,1.1660812,0.9530512,0.97982687,1.0076193,1.2345471,0.5781236,0.83152914,1.0542867,0.9146267,0.79821765,1.1170676,1.0057535,1.0370549,0.8472018,0.9235177,0.909175,0.69603604,1.0347209,1.1401045,1.3360803,0.49424177,1.0487573,0.9728435,1.1327107,0.47359073,1.0503368,0.97240967,0.7841517,1.2781038,1.0073614,1.1092336,1.0959045,1.1731148,1.0940852,1.1124767,0.7548357,0.831921,0.9495963,1.2843698,1.2987237,0.9560513,1.1149368,0.96422535,1.2393975,0.968301,1.0137451,1.1580026,0.80885315,0.99338007,1.155264,1.1876879,0.9879009,0.91685534,0.8714525,0.95966834,0.0,1.2633281,0.94173557,1.0145482,1.0404536,0.8983714,0.53407156,1.009991,1.1743054,0.22796357,1.2534299,0.9605637,1.090761,1.0268393,0.97896117,0.91646117,0.88987035,1.0724678,1.2293909,0.86231774,0.9756742,0.9172891,0.8531336,1.1403971,1.0188714,1.1953399,1.2030466,1.209797
shorts,1.4477067,0.8429031,0.87646985,1.3225882,0.8627913,0.9361803,1.3024033,1.2550277,1.3224056,1.4130356,1.0847316,1.2803769,1.3993561,0.84408414,1.3793296,1.2407624,1.1738075,0.51560783,1.2371597,1.2441658,0.8464861,0.7376082,0.80797136,0.87045753,0.6393546,0.73382574,0.8806037,0.86524373,0.98542243,0.6211914,1.3294249,1.1452802,1.2191573,1.2125936,1.2452236,1.1083763,0.46721923,1.3351176,0.5227948,0.7938564,1.3332455,1.1271309,0.95384824,1.1080201,0.7654674,0.98453665,0.71350956,0.970588,0.88161504,1.2590156,0.8158012,1.0311867,0.4548397,0.60629845,1.1222825,0.5695877,0.9122551,1.1103199,1.3577857,0.4969582,0.84194255,1.0350852,1.2112631,1.1387061,1.263198,0.563408,1.0577672,0.961946,1.3790641,1.2322345,1.312456,1.302425,0.9544646,0.93472016,0.5692482,1.2764122,1.1497488,1.0251894,0.80851793,1.4293612,0.7759416,1.0962743,1.1769043,0.579493,0.79779553,0.6505651,0.8962623,0.6964456,0.913038,0.753981,1.3274492,1.1499481,1.3705813,0.51227885,0.56832767,0.7471639,0.65498304,1.3108833,0.7818162,0.93694705,0.9055071,0.8212607,1.1024771,0.908187,0.569914,1.1705129,0.98109376,1.0795739,1.1723161,1.3010737,1.2633281,0.0,1.2245343,1.2518078,0.9542217,1.3756611,0.7166906,1.2043223,0.65775156,1.1539737,0.6183646,0.9581244,0.77814084,1.10565,1.3018241,1.4858663,0.8576518,0.6897044,0.5786357,1.2313627,0.8312266,1.0494249,1.3276596,1.1464578,0.94365937,0.74665606,0.5205855,1.1230149
shovel,0.6171326,1.2755213,1.2098241,0.805044,1.3878157,1.3040323,0.73830044,0.98588926,0.8483598,0.65105075,0.9102468,0.7250562,0.8354215,0.88115776,0.72686327,0.9166473,0.9496207,1.4246578,1.0513351,0.9123337,1.2415148,1.1546507,1.253467,1.0211972,1.1750151,1.0403892,0.83431077,0.97169167,0.8346263,1.4539489,0.64255947,0.7111273,0.92677784,1.0198598,0.5987196,0.73117816,1.3778334,0.6971075,1.4458405,0.93780273,0.97844535,0.7351934,1.042956,0.8057524,1.0350648,1.1345313,1.2960241,1.0026231,1.1581578,0.82561064,1.2804708,0.9760757,1.2845699,1.3915479,1.0811927,1.1761003,0.9473599,0.78072655,0.69897246,1.3813717,1.112026,1.0879812,0.8231369,1.022656,0.9567416,1.4067132,0.9616221,0.75991106,0.5522634,0.86448,1.0530412,0.7542343,0.97192305,0.8634571,1.4191751,0.85095876,0.94792116,0.8585912,1.1582521,0.82293844,1.0927643,1.1709572,1.0375288,1.4025246,1.114089,1.3926952,1.2408284,1.2861519,1.193551,0.80715555,0.7984615,0.7123405,0.74894977,1.2888236,1.2993624,1.0364821,1.0815748,0.87192595,1.1252773,1.2489812,0.9588314,1.2972379,0.8414707,1.2492032,1.2446932,0.8112717,0.7525294,1.1150135,0.7256012,0.8754048,0.94173557,1.2245343,0.0,0.73619473,0.93652654,0.7791531,1.273982,0.75818825,1.356507,1.0796323,1.0410597,1.062604,1.2709095,0.8008399,0.8317318,0.6721502,1.4131787,1.3424984,1.2190487,0.66344535,1.1497438,1.1368797,0.88710433,0.93124384,0.93941236,1.0945483,1.4233637,0.7499069
shower,0.69444484,1.3385407,1.3294895,0.787833,1.2780814,1.2166369,0.942477,0.7569939,0.6852364,0.22131371,1.1675547,0.48572654,0.7989316,1.18433,0.5779175,0.79453254,0.88653785,1.2566713,0.89549595,0.774917,1.3044838,1.0958279,1.2060381,1.2123709,1.1079638,1.1008663,1.1855575,0.93964803,0.7707614,1.301215,0.15231216,0.71358174,0.9958122,1.1257008,0.52293706,1.1131555,1.3392153,0.27661192,1.2676884,1.2426747,0.84480506,0.882401,1.1267794,0.6493347,1.1846157,1.1468024,1.340848,0.917911,1.1479075,0.84135985,1.3605733,1.024355,1.3132312,1.1826311,1.0924145,1.2777262,1.2405343,1.0513184,0.69696033,1.3444941,1.3299918,1.2808108,0.8919158,1.1242168,1.0560254,1.3672259,0.9862765,1.1224692,0.762384,0.71428466,1.0440032,0.7390084,1.1050458,0.6874572,1.2208247,0.8247287,0.9247221,1.127739,1.1901929,0.9595113,1.107544,1.0904205,1.1262879,1.3166105,1.1451508,1.4350802,1.2224845,1.3712294,1.025496,1.2579744,0.7468777,0.94191307,0.7061577,1.2366529,1.2351078,1.1980895,1.2334511,0.9064043,1.022252,1.1430023,1.1446856,1.3285788,0.92960674,1.1291821,1.2622933,0.53614426,1.1490831,1.0856832,0.7257174,0.76312536,1.0145482,1.2518078,0.73619473,0.0,0.98269075,0.45842355,1.2983656,0.6523719,1.3158,1.0846261,1.2025715,1.1970068,1.2740022,0.7515905,0.76629585,0.3723507,1.2778964,1.3841653,1.2611094,0.7945292,1.0960246,1.1051643,0.70158064,0.86100876,1.1354687,1.0291052,1.3274045,0.46841955
sink,0.9355822,1.0717431,1.0769435,1.0251899,1.1339399,1.0421325,0.9236872,0.8676919,0.56277305,0.9132955,1.0735137,0.6893877,0.9672524,1.044025,0.7737131,0.7940054,1.1137998,1.0435685,0.7350876,1.0172954,1.0657322,0.9341887,0.7113697,1.1341125,0.8276481,0.85791826,1.1179515,0.86037767,0.5950102,0.9734435,0.976793,0.78897655,0.7997107,1.0312233,0.8101278,1.0628046,1.0430155,1.0102255,0.8723824,1.0104207,0.90972525,1.0259073,1.2423539,0.8847169,0.8478079,1.2376176,1.2101792,0.80777925,1.2667391,1.1783335,1.2350581,1.039692,1.0050219,0.98688877,1.105349,0.7624097,1.0697738,1.1874999,0.86762786,1.0919064,1.0216737,1.1079987,1.1909014,1.081485,1.1026424,1.1246575,1.0741488,1.1071275,0.8367284,1.0296731,1.0392151,0.9611897,0.88812053,1.0028199,0.850981,1.0411291,1.1113297,0.8924993,0.8154264,1.0138208,1.0335319,1.2263429,1.1226072,1.2134175,0.49690998,1.1864457,1.2650921,1.075473,0.813966,1.0600917,0.96501297,0.92060244,0.8923149,0.8846558,0.9682943,0.9349297,0.64067787,0.93304366,1.0705872,0.67009234,1.1479673,1.0726656,0.60564077,0.8379591,1.2503443,0.77131087,1.1657835,1.078934,0.89085615,1.1598717,1.0404536,0.9542217,0.93652654,0.98269075,0.0,0.71678346,1.0232099,0.9706009,0.9636061,1.1543186,0.6282814,1.0438716,1.180402,0.77355117,1.160803,0.8653514,0.8676938,1.2704998,1.1470222,0.8453045,0.6461561,1.0952066,0.7638011,1.0612888,1.0669965,0.84745395,1.0029391,0.92965186
slide,0.5422578,1.3461596,1.2635412,0.7495029,1.303985,1.2219695,0.7157132,0.4258523,0.3956269,0.3930198,1.1927376,0.41484785,0.5828575,1.1884344,0.51884127,0.5414866,0.77802277,1.3963966,0.6427205,0.52514696,1.202205,1.2350917,0.97502434,1.2621571,1.1626786,1.0896832,1.0986426,1.1203902,0.63671225,1.4493179,0.45067853,0.7156359,0.8237131,0.9761402,0.6458087,0.9468276,1.4054222,0.3966596,1.367913,1.3261162,0.63287044,0.9911092,1.0932249,0.879518,1.1924591,1.2296013,1.3664775,1.027742,1.3588231,0.9200858,1.4117672,1.047879,1.4552906,1.3338023,1.0156978,1.30734,1.2086222,1.0231842,0.5503922,1.5117248,1.2571499,1.0344843,0.9798482,0.9293225,0.9045583,1.5055783,1.0163081,1.1473836,0.61631674,0.7807616,0.80821276,0.72664386,0.9358905,0.80156195,1.3471874,0.79400504,0.9270119,0.91371155,0.98386705,0.72287107,1.2554836,1.104601,1.028362,1.4887974,0.8739834,1.4785056,1.2761002,1.3979511,1.0160979,1.2472616,0.7187964,0.9669437,0.5352394,1.3355188,1.3201674,1.2107103,1.2789544,0.6776508,1.1475648,0.9918485,1.2174028,1.2975934,0.78157717,1.1154784,1.5204424,0.56458265,1.2212461,1.0445284,0.62429214,0.86583513,0.8983714,1.3756611,0.7791531,0.45842355,0.71678346,0.0,1.3372431,0.74349874,1.2401438,1.0153252,1.2595932,1.2299204,1.2984169,0.51335454,0.8582011,0.2924105,1.2499199,1.498068,1.393619,0.48565567,0.93680567,0.9225645,0.49693108,0.895462,1.1310387,1.0923649,1.4828631,0.6808317
slipper,1.3686926,0.5935538,0.80764794,1.2078332,0.8306139,0.86292696,1.192195,1.1927028,1.2187355,1.4312944,0.93092173,1.1938238,1.3615495,0.9525496,1.3316904,1.2015121,1.2263472,0.65194005,1.091749,1.181918,0.8016567,0.8104856,0.71097827,0.93827426,0.8015135,0.93803465,0.9249607,1.096639,1.0110899,0.61035,1.3059704,1.2553879,0.88486445,1.0438378,1.294179,1.0694782,0.54654336,1.4132226,0.629397,0.9597338,1.2711897,1.1994314,0.9961155,1.2524557,0.6692777,0.86070144,0.72397494,1.1445456,0.72427976,1.2344533,0.6596121,1.1068971,0.6564599,0.81898594,0.72827566,0.7297669,0.9697322,1.1265543,1.4731834,0.5080865,0.61310244,0.9634065,1.2129326,1.0927432,1.1432217,0.48473525,1.121109,1.1301206,1.2416592,1.2536783,1.2004439,1.1646478,0.9516511,1.0935967,0.7767901,0.96092117,1.2311828,0.9991226,0.9445704,1.1471732,0.8783177,0.9567439,0.93994355,0.60814536,0.7952688,0.5790292,0.86087584,0.70569515,0.8984347,1.0128495,1.2416316,1.1049513,1.4248737,0.6465471,0.6659596,0.77767146,0.74863774,1.3405607,0.9881237,0.8891577,1.0011799,0.8942393,0.9923557,0.865031,0.5233758,1.3897231,0.9826009,1.0819377,1.1252136,1.265963,0.53407156,0.7166906,1.273982,1.2983656,1.0232099,1.3372431,0.0,1.3374125,0.7151501,0.6692224,0.8306054,0.8406423,0.7803347,1.250342,1.2775378,1.4716985,0.59952617,0.5832569,0.66939527,1.2579131,0.8295833,0.9836485,1.2181456,1.2726929,0.9736387,0.85217613,0.5796348,1.4061321
snow,0.68262047,1.2206357,1.1928254,0.8276352,1.1753606,1.1549829,0.833499,0.93578064,0.9016082,0.54741406,1.0952322,0.8427371,0.76491725,1.0505391,0.6245859,0.8771498,0.89302796,1.225854,0.9747737,0.9394757,1.2172254,1.1829227,1.2282951,1.173562,1.2663748,0.99077594,1.0854565,0.8179781,1.0052301,1.3276625,0.6557086,0.9410989,1.011796,1.0661765,0.7753408,0.9343434,1.2855278,0.70379907,1.2255129,1.2601697,0.8642332,0.84116364,0.9995532,0.89288265,1.1927043,1.1471999,1.1923186,0.7521487,1.172452,0.80266464,1.306742,0.94854724,1.1785686,1.1517203,1.0804963,1.1265202,0.9825884,1.0565569,0.6405197,1.3152728,1.0035362,1.0829967,0.82939243,1.0582404,0.9587804,1.2868067,0.9397858,1.0853957,0.79038066,0.66143245,0.9982409,0.72892183,1.1196262,1.0024408,1.2522035,0.82840246,0.9426456,0.9965386,1.1969123,0.7540109,1.0150043,1.132666,1.0616069,1.2571201,1.2325624,1.3888958,1.202871,1.2214814,1.2363422,1.0661453,0.65282977,0.85383105,0.71493006,1.1974025,1.2196229,1.1040624,1.1034594,0.82750976,1.1491369,1.0576621,1.1639506,1.1958857,0.96547484,1.0815512,1.2665837,0.9052664,1.0826762,1.0919849,0.7679311,0.75138295,1.009991,1.2043223,0.75818825,0.6523719,0.9706009,0.74349874,1.3374125,0.0,1.2574654,1.0618178,1.0641365,1.0480974,1.1781951,0.9508839,0.7709369,0.62187004,1.2223954,1.2991834,1.2331412,0.7526208,1.1435972,1.0141739,0.76545477,0.93994325,1.0046877,1.194879,1.2421019,0.6467489
soap,1.4227166,0.95948833,0.76462317,1.3592892,0.64873415,0.7596808,1.132275,0.9438553,1.0936711,1.4265776,1.1105254,1.1771613,1.3865345,0.877645,1.4119625,1.0730609,1.0838405,0.5372157,0.90975565,1.0561202,0.5839957,0.7401323,0.56987333,0.8821767,0.60628736,0.7374654,1.0491256,1.0468887,0.9582846,0.55169934,1.365718,1.0517555,1.0361532,0.90685046,1.3133707,1.0155252,0.49102366,1.2395494,0.46343118,0.83222246,1.1087233,1.2912335,0.9717205,1.1159098,0.76822835,1.1493318,0.7816839,1.1212566,1.0547243,1.3386838,0.94383943,1.0158784,0.6007591,0.60100305,1.1240904,0.6624966,0.91511273,1.144297,1.3372042,0.70341873,1.0236974,0.93156606,1.3872051,0.8974664,1.3369138,0.6483922,1.0845047,1.1253933,1.3207927,1.3693684,0.95909554,1.4316583,0.8458736,0.94969493,0.53447855,1.300845,0.9808727,0.8653818,0.6982635,1.4036789,0.8751507,1.1064484,0.96983784,0.7222547,0.73435557,0.8296894,1.0435498,0.61221874,0.7361513,0.9284795,1.4643235,1.403319,1.2942119,0.581708,0.6206838,0.7802133,0.807812,1.1927428,0.83487874,0.71414983,0.9330491,0.5926723,1.040424,0.7234255,0.8295808,1.1431917,1.140576,1.1006196,1.1215194,1.4406636,1.1743054,0.65775156,1.356507,1.3158,0.9636061,1.2401438,0.7151501,1.2574654,0.0,1.1399115,0.71773624,0.9384747,0.8084771,1.0834476,1.439122,1.392639,0.4979049,0.88946265,0.8338283,1.1857882,0.8229966,0.795823,1.069202,1.1524808,0.97507507,0.76774025,0.586223,1.259708
sock,0.965522,0.59846014,1.0301151,0.6520552,1.148721,1.1093894,1.047166,1.0024817,1.0278981,0.9929909,1.009971,0.94206524,0.9527644,1.1577448,0.85308856,1.0616332,1.1010137,1.1935115,1.1110971,1.0318788,1.0096397,1.0209044,1.0135138,1.144494,1.0302556,1.1426289,0.9704592,1.1036745,0.97265613,1.1666089,1.0490495,1.0815624,0.7518242,1.0242884,0.99254227,0.9813065,1.1644249,1.0724953,1.1834344,1.0868877,1.0608082,1.0100689,1.0140222,1.094979,1.083289,0.9002314,1.1041871,1.0427438,1.0034748,1.0424942,0.8276081,1.0788108,1.3027546,1.2157476,0.10423046,1.096287,1.2227182,1.0915494,1.0698706,1.1442161,0.38757908,1.0036981,0.99267465,0.91970956,0.7745135,1.0438544,1.0716841,1.1112108,0.9626152,0.82566583,0.9638318,0.70735055,1.003896,1.0367293,1.1932241,0.45790195,1.0198444,1.0837846,1.031984,0.46358514,1.0478227,0.91781354,0.8418782,1.1311775,0.8751818,0.9404021,0.9805671,1.1881942,1.0235754,1.1314533,0.70287013,0.733518,1.0915229,1.2123358,1.1923511,1.0477202,0.9007442,1.0037946,1.1302243,1.2146047,1.1101066,1.1524011,0.925027,1.0054879,1.061795,1.0879374,1.1378456,0.816127,1.121224,0.8450572,0.22796357,1.1539737,1.0796323,1.0846261,1.1543186,1.0153252,0.6692224,1.0618178,1.1399115,0.0,1.2317641,0.99410295,1.1399934,1.0220282,0.85740703,1.0758423,0.97950673,0.88305163,1.1392722,0.9945446,0.7754423,1.1219702,1.1290417,1.1382412,1.0850402,1.0760411,1.1338176,1.1265522
spoon,1.3015761,0.9882596,0.98773336,1.2168229,0.99159276,0.96603936,1.2268869,1.2295659,1.213862,1.3363497,0.9620012,1.0884397,1.4152672,0.8514115,1.2657881,1.0986049,1.1740477,0.5843375,1.1654843,1.2744188,1.0248625,0.7500717,0.89690924,0.8889304,0.6097747,0.7363281,1.021925,0.718026,0.90777886,0.60649025,1.2498446,1.1059254,0.95146394,1.264705,1.179241,1.1741673,0.45998943,1.3149822,0.5225907,0.89101714,1.2732815,1.1431112,1.2081852,1.0421653,0.76739407,1.1050205,0.97108096,0.72966564,0.8848133,1.17468,0.93319786,1.0431659,0.6020108,0.5755124,1.2113154,0.28966463,0.99914724,1.1148555,1.2319214,0.5362303,0.92364216,1.1806866,1.1761985,1.2141659,1.251215,0.70698035,1.0963585,1.0463498,1.0716523,1.1801487,1.313493,1.2678678,0.5666048,0.9278851,0.4713905,1.2025862,1.205132,1.005184,0.90428686,1.349346,0.77329475,1.116607,1.3194145,0.72896767,0.7652981,0.8257624,1.0219461,0.87874246,0.7827837,0.9464853,1.2731658,1.0728483,1.2099,0.30049366,0.38114524,0.8687562,0.59688735,1.2457373,0.80377364,0.9012003,1.0548515,0.99786097,0.85620576,0.8141576,0.7455356,1.0313201,1.060797,1.1581539,0.8909871,1.2568679,1.2534299,0.6183646,1.0410597,1.2025715,0.6282814,1.2595932,0.8306054,1.0641365,0.71773624,1.2317641,0.0,1.1186726,0.9820024,1.0163614,1.2661779,1.3723018,0.8547569,0.87388474,0.68620896,1.0223248,0.8129835,1.219676,1.0687937,1.1804059,0.9480539,0.60644543,0.61019355,1.040974
