,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
refrigerator,1.3266221,0.91710997,1.0876426,1.1260371,1.1300178,1.0876414,0.9181245,1.3540642,0.82348394,0.7927015,1.1694746,1.0035995,0.9154332,0.74572664,1.3725853,1.2212908,1.1446819,1.0074017,0.94661033,0.7499585,0.7542603,0.6336134,1.1560272,0.61848307,0.5389457,0.964813,0.39171422,0.55263823,1.2511692,0.9520597,0.3996408,0.765549,0.71100813,0.7432573,0.8631043,1.2949425,0.9030757,1.2041354,0.93312335,0.62274235,0.60711145,1.1038672,1.0849674,0.35812843,0.73022825,0.9414209,0.9794374,1.1484247,1.0165613,1.2479737,1.0727167,1.2129964,1.2790376,0.65060645,1.1676202,0.8256924,1.3032151,1.1680874,1.1152405,1.0193712,1.0979882,1.3276978,1.0522177,1.2784964,0.898017,1.0497013,1.1518278,1.0499958,1.1233584,1.1311214,0.8730815,0.53785896,0.5494068,1.1642537,1.3732638,1.313594,1.0050714,1.1510646,1.2613957,0.99897635,0.69924843,0.9250173,1.2951567,1.2348502,0.48199403,0.9213443,1.1743995,1.0965917,1.110569,1.1981653,0.95767564,1.0044719,1.006329,1.1921887,0.7882502,1.185544,0.6198906,0.95746696,1.0400666,0.96598375,0.6190786,0.5964383,0.0,0.98943096,0.9645498,1.0512891,1.0935978,1.1427542,1.1884748,1.1293232,1.2133721,0.69320226,0.948258,1.0467954,1.1358635,1.0378194,0.9505446,0.8209982,1.089937,1.0860697,1.2859621,0.7085906,1.0994289,0.90273726,0.88320065,1.0702833,1.2545192,1.2504363,0.6967901,1.1232182,0.98780346,0.36371106,0.99331903,0.7338853,1.1338724
rock,1.0047485,1.0137467,1.1420734,1.163714,0.87351394,1.1980286,1.1367433,1.0455277,1.0849905,0.91783446,1.0334496,0.8439265,1.0135624,0.8299033,1.0024675,1.1031804,0.8155505,0.7640691,1.0548912,1.0513268,1.0427964,1.026827,0.9718194,0.9417327,1.143153,1.1794679,0.9900644,1.058361,1.0730822,0.5815589,1.1307118,1.0725508,0.9247716,1.0770532,0.7932355,1.0895059,0.99962455,0.9830817,1.0598267,0.9516377,1.0150088,1.0381714,1.2032667,1.0181535,1.123842,0.9809899,1.048481,1.060839,0.41576403,1.0893416,1.0095724,1.0851831,1.0971053,0.8913854,1.1293707,0.9361349,1.2068145,1.0097542,0.9472992,1.0541178,1.1783487,1.2911489,1.0404243,1.0769746,1.1700532,0.78336674,0.98489976,0.93861675,1.1219506,0.7940673,0.9016085,0.9178573,0.9188082,1.0492034,1.0121639,1.0779854,1.1205708,1.0651758,1.163523,0.93905157,0.98386043,0.9957518,1.0766972,1.1486802,0.9796275,0.9959943,0.8470855,1.0400101,0.9538326,1.0498906,0.924724,0.9357731,0.98525673,0.9726462,0.99170244,1.039189,0.9358132,1.1372473,1.0932535,1.1056465,1.1912763,1.0568981,0.98943096,0.0,1.1204213,1.0158689,0.9247413,0.88106245,1.1608534,1.0845085,1.0839745,1.0272148,0.8740829,1.1895534,0.6789073,1.0933819,1.1533017,0.9365405,1.0518346,1.058662,1.0738894,1.1687746,0.96086586,0.9679655,1.100369,1.0852088,1.039605,0.872301,0.9400108,1.2408471,1.093512,1.0192784,1.0747913,0.64735353,1.0187569
rooster,0.796533,0.9394552,0.99462247,0.9353051,1.2540463,0.9503593,0.94999933,0.9488632,0.9956942,1.2130594,0.98830545,1.2722687,1.019831,1.234597,1.1517779,0.62413764,1.2428628,1.1089141,0.9622517,1.0138515,1.0180103,0.9996186,0.9988869,1.0586069,0.95818067,0.45998263,0.9602376,0.81836593,0.91275036,1.0740067,0.90963906,0.9240037,1.067692,1.0079336,1.0523309,0.9654179,1.2293214,0.9471757,0.980062,0.9282628,1.004017,0.8225527,0.8033047,1.0317569,1.0078629,0.990877,1.0384783,0.88531727,1.0423547,1.1607621,1.2081931,1.0813671,0.7625707,0.82720685,1.074571,1.0667629,0.7319468,0.8406731,1.0532899,1.0481648,0.9656717,0.8643955,1.2017759,1.1191398,0.93135405,0.89899224,1.1095368,1.18841,1.0764678,1.2463217,0.9935475,0.99233615,0.8866446,1.012298,0.99659383,1.0279282,0.90275705,1.1051673,0.92845786,1.153989,1.0381476,1.0225494,1.1595922,1.0130967,0.8933073,0.915989,1.1808063,1.1388059,1.0746598,1.0257009,1.0376341,1.0721403,0.82698476,1.0015534,1.0852363,1.1629077,0.73931444,0.9171256,0.6940082,0.8192756,0.81347954,0.79966915,0.9645498,1.1204213,0.0,1.1126626,0.9065648,1.2774942,0.94881225,1.1416975,1.0458931,1.014415,1.2475755,0.9866098,1.1318219,0.9988334,1.0008461,1.0226475,0.89948696,0.86928713,1.0570251,0.9469347,1.2635256,1.223531,0.9856862,1.0914127,1.080498,1.0508593,1.0480967,0.9037715,0.99517274,0.9379336,1.061942,1.0884148,0.76651466
scarf,0.9073605,1.2418289,1.3069159,1.1815386,0.7414177,1.23473,1.190546,1.1538947,0.9987322,0.71910477,0.8911029,0.6671659,1.1784668,0.9129219,0.76811534,0.93088484,0.79958206,0.7341456,0.9378551,1.2632029,1.3792899,0.9801497,1.0055565,0.78862,1.2723573,1.0967133,1.2921219,1.0803597,1.2449603,0.9569399,1.0772535,1.2417679,0.8157115,1.0292137,1.133417,0.9226093,0.6688109,1.0922756,1.3798218,0.90119004,1.2826806,0.82462406,0.97143894,0.8759614,1.0359682,0.8023615,1.1503603,1.3104334,1.027746,1.0664341,0.37467045,1.1982613,1.2621686,1.2176142,1.1639861,1.2540748,1.0520017,0.8743145,0.9947617,1.2204477,1.2282984,1.1853831,0.29124367,0.9254572,1.1882718,0.7791499,1.0668756,0.4116397,1.1957004,0.8018229,1.1735091,0.8733679,1.2839947,0.93901956,1.1202725,1.0632309,0.9077396,1.0020818,0.9301143,1.2306665,1.2354648,1.2986287,0.9732727,1.2199233,0.9722215,0.7054204,0.6631496,0.78940827,0.7877948,0.8705229,1.3347328,1.3147354,1.0734705,1.1444827,1.2238525,1.0638945,1.2041422,1.2975104,1.0161613,1.2323049,1.1273663,1.1119955,1.0512891,1.0158689,1.1126626,0.0,1.1314573,0.4739989,1.0379171,0.8299571,1.0416995,1.0934954,0.83086586,1.3660522,0.9326445,1.260651,1.2164788,1.2351582,1.3451407,1.0995336,1.0136443,0.90797484,0.29042387,0.71523273,1.3900135,1.3136905,1.1882311,1.1414317,1.2054284,1.1036814,0.9667575,1.1055579,1.2470307,0.79804796,0.9013208
scissors,0.7094631,0.9968174,1.2784889,1.0793762,0.8688295,1.1879424,1.1185228,0.83706975,0.7906784,0.88574225,0.9504962,0.9259328,1.1623116,0.8355421,0.76106143,0.93407524,0.9242433,0.9501967,0.8283031,1.2787446,1.2317901,0.86040485,1.049986,0.89846396,1.2115,0.980761,1.1182982,1.1240985,0.8225956,1.0205128,0.90088755,1.0411494,0.8873346,0.8833976,0.7484995,1.0929911,1.0631574,1.1332333,0.98815024,0.98509336,1.3160273,0.9518325,0.8443349,1.0244888,1.1166012,0.9417436,1.1476443,1.0925369,0.8673079,1.1517158,1.2417508,1.0863113,1.0195061,1.1921283,0.9944012,1.1315466,0.81797016,0.8281789,1.0206226,1.1781538,1.0500898,0.90038836,1.2329948,0.8449438,1.1937581,0.9642897,0.51821476,1.0430219,1.1919734,0.9469171,0.6373455,0.8703677,1.0995507,1.0915269,0.8063762,0.9569127,0.8355142,1.0390551,1.143174,1.2827072,0.9508587,1.1837444,1.1515565,0.9756141,0.97954935,1.0595876,0.8185823,0.9692179,0.8415137,1.1031303,1.0348321,1.0267498,1.0182362,0.7656164,1.1141474,1.0396029,1.1884191,1.0859749,0.89203185,1.1373683,0.847888,1.1410563,1.0935978,0.9247413,0.9065648,1.1314573,0.0,1.0201072,0.8603945,1.0479765,0.8590946,0.9370451,0.76568305,1.0711546,0.8048185,1.2460797,1.0201263,1.1631839,0.83257437,1.1009201,1.1683726,0.8199763,1.0740691,0.85331744,1.1793841,1.2691693,1.1205078,0.43048966,0.9477323,0.80272,0.8205888,1.0320221,1.2462957,0.96640086,0.9821428
shirt,0.9038304,1.1511395,1.4437377,1.1678141,0.38855517,1.4112957,1.3428206,1.129138,0.9687428,0.6512141,1.0190585,0.5515784,1.1432492,0.7601359,0.52848256,1.0695944,0.57559186,0.7842082,1.1361094,1.4066446,1.4863768,1.1478671,0.85550934,0.77036345,1.368702,1.3356342,1.2951081,1.272781,1.2063279,0.6836206,1.0606552,1.3504349,0.80544853,1.0234157,1.0436153,1.1598316,0.58360606,1.0838298,1.4899843,0.94446546,1.4292004,0.85612345,1.1430604,0.87103444,0.9739283,0.6677108,1.048379,1.2888403,0.8317252,0.93579024,0.51761186,0.9862964,1.3829365,1.3662527,0.8401164,1.2960653,1.3289646,1.0157555,0.9980598,1.2157056,0.9597151,1.3769081,0.44972932,0.64533937,1.216871,0.82811177,0.9338797,0.2345115,1.1499803,0.4027753,1.0665016,0.82346046,1.3927891,0.867816,1.0686903,0.8191543,0.971323,0.8575728,1.1716901,1.2097713,0.9793027,1.2395091,0.8149328,1.2049433,0.8930518,0.66656184,0.33625865,0.41411877,0.88589716,1.1240585,1.3619826,1.325416,1.1732394,1.0296793,0.8914012,1.0191792,1.3299295,1.5727808,1.195486,1.3056116,1.2827593,1.3005173,1.1427542,0.88106245,1.2774942,0.4739989,1.0201072,0.0,1.0592043,0.54988545,0.93889946,1.115092,0.8206716,1.3636551,0.8734467,1.4156083,1.0215847,1.2936677,1.3482687,1.1364951,1.1085593,1.0422094,0.0824936,0.6885656,1.5472612,1.2241012,1.0813229,1.0522512,0.98985595,1.3899169,1.1972013,1.2221204,1.3056159,0.6987244,0.9518758
shoe,0.88840264,0.6994708,1.0874456,0.8594913,0.96016276,0.8755101,0.93973166,0.7579447,0.6744666,0.8551617,1.0768058,0.93371767,1.2849647,1.0364912,0.7737468,0.941008,0.80932605,1.0576822,0.88427657,1.304997,1.3257664,0.951903,0.80592567,1.061355,1.163384,0.8624133,1.2638067,1.1245298,0.90936667,1.1688008,0.98908037,1.2847656,0.99901474,0.934026,0.9746933,1.007364,0.9787269,1.0040073,1.2409465,0.95212436,1.3177891,0.97918934,0.9547648,1.0905778,1.0934154,0.8576638,1.1904352,1.1543108,1.1144395,1.174283,1.1010182,1.1548426,1.146385,1.2022257,0.6777534,1.3153087,0.7408812,0.8995413,0.92960596,1.3206067,0.82339895,0.67298347,1.0440792,0.85006154,1.137548,1.1182449,0.86236316,1.0472968,1.0144517,0.9489138,1.152699,0.9859705,1.2927449,0.7742374,0.47447336,0.70852363,0.77432036,1.0857497,0.916733,1.3751538,0.95449966,1.3523704,1.0877202,0.7802721,1.0725962,0.97939146,0.8799661,0.97064483,0.90320283,1.0552844,1.3484458,1.3665307,1.0317982,0.7407182,1.1449019,0.83273745,1.1886742,1.0477703,1.100161,0.92686784,0.77966917,1.1592144,1.1884748,1.1608534,0.94881225,1.0379171,0.8603945,1.0592043,0.0,0.97015303,0.7728484,1.0679468,0.7951287,1.0565916,0.87742597,1.1396427,0.74277395,1.302021,0.99340945,0.9851891,1.0649256,0.7274963,1.0575689,0.8466677,1.2315934,1.24626,1.2832434,0.7715757,0.90454316,0.66235286,0.6959221,1.2280021,1.3238988,1.1006739,0.791074
shorts,0.7955379,1.1454701,1.3266882,1.1189673,0.575724,1.2660472,1.2458167,1.0338418,0.8485831,0.78350556,0.90801305,0.5820325,1.1117169,0.70493126,0.596909,0.9420683,0.45850253,0.97064537,1.094958,1.3707008,1.4256369,1.1020749,0.8860542,0.8343593,1.2667024,1.1654482,1.2473634,1.2408481,1.1089107,0.8557237,0.97650945,1.3592343,0.86202854,1.0671054,1.0737798,1.0833299,0.5136614,1.0394436,1.3997484,0.8990276,1.3971629,0.7259289,0.9649707,0.88728815,1.0203762,0.74497384,1.1342423,1.2306957,1.0440416,0.9996356,0.8227834,1.0572933,1.2469223,1.3648314,0.8545139,1.3014984,1.1105328,0.96209884,1.1293865,1.2811263,0.82583636,1.1560682,0.8235333,0.7318257,1.2317965,0.8759333,0.9665912,0.592316,1.1398429,0.5758479,1.0551186,0.915551,1.3842126,0.78829443,0.91771376,0.6765001,0.922869,1.0525402,1.0501485,1.3115792,0.8876265,1.2998884,0.97084177,1.1159768,0.8318107,0.8618206,0.49959666,0.38619268,0.9547505,1.0746922,1.3648759,1.324341,1.1593411,0.97094256,0.68249136,0.9278251,1.3169049,1.4551787,1.0612769,1.2621201,1.1254466,1.1467867,1.1293232,1.0845085,1.1416975,0.8299571,1.0479765,0.54988545,0.97015303,0.0,0.81561506,1.0180079,0.9022489,1.2944131,1.008853,1.3190473,0.9647562,1.2552717,1.1782485,1.0733674,1.028668,0.9261512,0.63457733,0.7956743,1.3973756,1.2649026,1.1570139,1.0238134,0.89294046,1.1828754,1.1016564,1.2682626,1.2995737,0.9188529,0.88802415
shovel,0.80328727,1.0957896,1.13435,0.7512771,0.8170764,1.0647756,1.0465908,0.7417105,0.78732157,0.82866967,0.9733257,0.92418325,1.1827036,0.91597664,0.7357167,0.99179167,0.7443427,1.0038654,1.0109468,1.3151946,1.2394146,1.0533769,0.7334875,0.9355232,1.1227089,1.1531585,1.2268045,1.0864995,0.8620584,1.0482987,1.1035054,1.3989396,0.9533776,0.7934249,0.87996936,1.0684958,0.9089036,0.9504888,1.1920427,1.0488014,1.2964435,0.96472967,1.0768573,1.0733426,0.95199794,0.9280605,1.1663319,1.2002232,1.0601658,1.1441939,1.0798107,1.1011527,1.051523,1.2157967,0.90870786,1.2007174,0.94083136,0.9300752,1.0678021,1.290758,0.8512267,0.84766793,1.0324674,0.71117556,1.3747569,1.0042216,0.7540007,0.9943963,1.1104337,0.8922672,0.9517747,0.91654986,1.2873152,0.90041375,0.6546124,0.596794,0.81623673,1.045818,1.0185533,1.2766216,0.89795744,1.3118932,1.0875449,0.9516716,0.9536928,0.8906882,0.7995392,0.8708992,0.96410704,1.1062701,1.2010015,1.162816,1.0641398,0.6647265,1.0373535,0.8089262,1.2822088,1.1766384,1.1231203,1.1639283,0.991937,1.16764,1.2133721,1.0839745,1.0458931,1.0416995,0.8590946,0.93889946,0.7728484,0.81561506,0.0,0.80415756,0.92117673,1.2770965,0.97080016,1.1520002,1.0349683,1.1485534,1.011783,1.0627677,1.0932302,0.88869,0.9398843,0.75265986,1.2250885,1.260086,1.0829934,0.5725968,0.9385551,1.0079132,0.90034354,1.2345754,1.314076,0.9927772,0.85737896
sink,1.0520024,0.99025244,1.1201067,1.012971,1.0359205,1.1454122,1.0862788,1.0508357,0.8442214,0.6101864,1.182944,0.972775,0.9709384,0.6712185,1.146446,1.1152521,0.9231011,0.901296,1.0026573,0.99962896,0.79271793,0.93791246,0.99253845,0.7362005,0.67439085,1.0417536,0.72720945,0.63116974,1.1686846,0.9982054,0.58515286,1.0468522,0.7938281,0.6895901,0.7734828,1.2174215,0.898152,1.0243331,1.0228696,0.8972968,0.8347544,0.9913507,1.1485591,0.76158065,0.7234884,0.9899945,1.2340851,1.0805069,1.0864486,1.2097752,1.177053,1.2313075,1.0033305,0.86047626,1.1067833,0.7692056,1.0942167,1.2584629,1.121635,1.1484354,0.9538122,1.0857257,1.1527181,1.04898,1.1373721,1.0513281,0.95276064,1.0151125,1.1427971,0.88527304,0.71930087,0.83106863,0.8692034,1.1527315,1.1160702,0.92506117,0.87323385,1.217813,1.2032206,1.1486303,0.6881944,1.0925531,1.2771931,1.1726713,0.61804056,0.9076823,1.0331575,0.982256,1.141494,1.2349973,0.9411878,0.9482571,1.0811249,1.0249677,0.78387964,1.0674572,0.97800905,0.7380487,1.0593921,1.1847137,0.77692604,0.74933875,0.69320226,1.0272148,1.014415,1.0934954,0.9370451,1.115092,1.0679468,1.0180079,0.80415756,0.0,0.91036874,1.0850681,0.8439951,1.1159831,1.0112232,1.0582107,0.7966861,1.0780413,1.0829854,0.7446255,1.0775901,0.7230158,0.80313426,1.1967952,1.1639892,0.84364784,0.7073145,1.0875777,0.8551508,0.75903845,1.1404588,0.85574496,1.1075845
slide,0.8610189,1.0883758,1.3153389,1.3291185,0.68397206,1.2054738,1.0964084,1.0684531,0.7389204,0.55497617,1.006381,0.35645723,1.1843736,0.6495909,0.7005048,1.0062884,0.5323942,0.62427163,0.72318006,1.3000815,1.3047296,0.7571397,1.0158252,0.8599267,1.2431834,1.09842,1.2710578,1.1725507,1.2673581,0.9513559,0.80468464,1.2979228,0.64467007,0.8568159,0.9573928,1.1120585,0.5644239,1.216116,1.3408563,0.7028967,1.2834538,0.8800687,0.95353436,0.9043272,1.051979,0.89978343,1.3586977,1.3618635,0.8899803,1.2387639,0.93364215,1.3876355,1.2577555,1.1968158,1.100733,1.2228979,1.0021226,0.99369824,1.0550879,1.3688896,1.2256072,1.1868795,0.8988844,1.0332798,1.2896935,0.9618317,0.66109174,0.68777907,1.25323,0.70908415,1.1531084,0.7796941,1.2650537,0.8683398,0.96869385,0.9940891,0.8405285,1.1630836,1.0911872,1.2647648,1.0989764,1.3754656,1.1851511,1.1756507,1.010911,0.9832407,0.5435048,0.89254653,0.59151447,1.0432237,1.2903268,1.2764585,1.0747846,1.0194585,1.126252,1.1351975,1.2107615,1.164909,1.0539993,1.2618054,0.93823755,1.1287329,0.948258,0.8740829,1.2475755,0.83086586,0.76568305,0.8206716,0.7951287,0.9022489,0.92117673,0.91036874,0.0,1.3239338,0.6897031,1.2569597,1.2213924,1.2309577,1.2271075,1.3639902,1.1255002,0.5324842,0.74148357,0.4730839,1.3688686,1.4198487,1.3840332,0.7764911,1.0757006,0.8272085,0.68671525,0.95291454,1.3127799,0.7342415,0.9251832
slipper,1.4342272,0.73446697,0.5050926,0.90302455,1.4312342,0.74756867,0.84066975,0.9681745,1.4063971,1.5564598,1.2153945,1.5523336,0.51528645,1.3987689,1.4913452,1.0038297,1.5363594,1.3727243,1.197125,0.3521273,0.36285716,1.2276855,1.2540352,1.3694608,0.49224508,0.9337637,0.55786747,0.8695308,0.80236363,1.1630111,0.95698464,0.3722666,1.4504255,1.2915604,1.0207084,1.1388056,1.4591258,1.0819734,0.27838206,1.4011444,0.42704475,1.3546948,1.1007507,1.3299499,1.0071645,1.3232307,0.5550989,0.4801839,1.2106143,0.5601995,1.2220381,0.4589455,0.5394331,0.6538249,0.893644,0.56111526,1.1426543,1.1370617,1.1072963,0.28902042,0.7788862,0.90529627,1.269341,1.1534948,0.34267092,1.3287954,1.2298533,1.3898346,0.55435467,1.2851291,0.8071026,1.4239409,0.59840673,1.1334511,1.1887031,1.2633353,1.2712234,0.83898115,1.1380371,0.37171376,0.9441527,0.30800945,0.82897604,0.9035592,1.2711265,1.3059181,1.4641325,1.2386492,1.4342234,1.0935664,0.37239295,0.40054435,0.8840089,1.1506472,0.8019084,1.0327153,0.65283376,0.6053405,1.0265563,0.7207077,0.93459827,0.7677971,1.0467954,1.1895534,0.9866098,1.3660522,1.0711546,1.3636551,1.0565916,1.2944131,1.2770965,1.0850681,1.3239338,0.0,1.2558036,0.63689846,0.6366312,0.5986974,0.8067055,0.82444286,0.86862886,1.2328981,1.4213591,1.6084445,0.31754082,0.2720167,0.4916243,1.1546482,0.9849226,1.0550691,1.3100157,0.7068855,0.3209089,1.4840082,1.2178112
snow,0.7809118,1.0627676,1.2134275,1.1468328,0.80402005,1.1025212,1.0222946,1.0001583,0.8827744,0.6318197,0.9569962,0.6323447,1.1443393,0.6115781,0.7436551,1.0343593,0.6214277,0.7098396,0.8989624,1.2901006,1.2301297,0.9386063,0.91737723,0.9927719,1.266094,1.0541037,1.3248574,1.2181396,1.1717283,0.838899,1.1005086,1.2515113,0.7984504,0.91647184,0.7221364,0.9706865,0.83574855,1.0284696,1.2615006,0.8803005,1.2119246,0.8978343,1.1410358,1.0155919,1.1352322,0.913435,1.2923794,1.296082,0.77756095,1.1594332,1.0493411,1.3105847,1.1686746,1.1211742,1.0906556,1.095998,0.9519723,0.9983721,1.0576185,1.307442,1.1433611,1.09965,1.0295595,1.0381472,1.339155,0.815979,0.8133212,0.84476,1.2502242,0.74133265,0.97453535,0.9160821,1.136358,0.9546119,0.86447513,0.89608663,1.0425688,1.090775,1.062414,1.1934205,0.92597586,1.2530174,1.1925683,1.0925808,1.0880023,0.9325874,0.64820766,1.0008624,0.7166863,0.9934666,1.1403722,1.1441443,1.0462799,1.0115441,1.1117789,0.88700813,1.2457085,1.1027281,1.067065,1.2025018,1.1182996,1.2112833,1.1358635,0.6789073,1.1318219,0.9326445,0.8048185,0.8734467,0.87742597,1.008853,0.97080016,0.8439951,0.6897031,1.2558036,0.0,1.1174817,1.1477134,1.1831619,1.0877998,1.1795938,1.0936854,1.0263578,0.9032266,0.58746004,1.1964388,1.3314571,1.216156,0.7484343,0.8668957,1.0071075,0.824073,1.213234,1.2808993,0.7600011,0.9680917
soap,1.2933853,0.9356715,0.27064902,0.8145543,1.3387218,0.40289986,0.48509085,0.79341125,1.2861538,1.3724638,1.1275109,1.3895026,0.92819065,1.4182651,1.2998109,1.0767058,1.4360542,1.1622455,1.095746,0.4356016,0.45773625,1.090481,1.0720749,1.3489188,0.7150363,0.84918165,0.8760165,0.8787664,0.7451517,1.2998381,1.2426245,0.642228,1.3482294,1.2430527,1.1249442,0.82694584,1.3489627,1.0272574,0.4988954,1.2556765,0.4813435,1.3792956,1.0419527,1.2590482,1.1384737,1.2882392,0.88567597,0.65792155,1.2210246,0.93053985,1.1741438,0.8801259,0.6852504,0.6890632,1.1028335,0.66070116,0.78407013,1.130588,0.84477127,0.59621596,1.0295238,0.7515893,1.2323143,1.2668278,0.6675235,1.3204956,1.142861,1.4187722,0.62253493,1.4126766,1.1023704,1.3743573,0.64563805,1.1239462,1.0077025,1.1799184,1.172836,1.0336885,0.83656025,0.45492017,1.1803315,0.68120944,1.0352834,0.6188569,1.2692991,1.2808404,1.4170271,1.4454746,1.1795305,0.915407,0.59888387,0.6182748,0.9671352,1.0073867,1.151156,0.9624158,0.7696363,0.5231198,1.0494944,0.57742256,1.0226045,0.9047776,1.0378194,1.0933819,0.9988334,1.260651,1.2460797,1.4156083,1.1396427,1.3190473,1.1520002,1.1159831,1.2569597,0.63689846,1.1174817,0.0,1.0745654,0.6567992,0.8034713,0.76052195,0.85709906,1.3121544,1.3862433,1.3484937,0.44413334,0.5607199,0.6986445,1.1232941,1.1790811,0.75661814,1.0338736,0.86120474,0.46738327,1.2705666,1.2750945
sock,1.141232,0.30099434,1.0531311,0.8216684,0.9125068,1.004577,1.0287704,1.0590881,1.0818857,1.2087213,1.1504803,1.2770548,0.9479433,1.0392098,1.112479,1.0963618,1.0831568,1.3755438,1.2107152,0.9512767,0.96241856,1.1770875,0.9276165,1.07444,0.7227986,1.0321491,0.6655047,1.0212637,0.872038,1.0664067,0.7602354,0.87463784,1.2488022,1.0942096,0.9761722,1.2432637,1.1348839,1.050082,0.9013365,1.2038647,0.94803476,1.0350658,1.0047328,1.043743,0.9850449,0.9579535,0.75437486,0.899009,1.1536198,0.85793424,1.1740726,0.6394173,1.0502547,0.9823676,0.28574055,0.9442043,1.2273475,1.0080696,1.146652,0.89362955,0.43040884,1.0256264,1.1469119,0.8180088,0.8465898,1.1435273,1.196625,1.0582559,0.86917174,0.9567507,0.9223513,1.1509626,0.8664659,0.94639194,1.0924984,0.8037399,1.1279459,0.86852723,1.1895219,1.0106586,0.4973035,0.8144121,0.8442569,0.9112579,0.96780515,0.9782365,1.1010655,0.8313077,1.2909997,1.1824938,0.9827289,0.99148613,1.0046632,0.9809124,0.43985802,0.919216,0.95584863,1.1130615,1.0385048,0.867566,0.835276,1.0009565,0.9505446,1.1533017,1.0008461,1.2164788,1.0201263,1.0215847,0.74277395,0.9647562,1.0349683,1.0112232,1.2213924,0.6366312,1.1477134,1.0745654,0.0,1.0101689,0.8688127,0.7701754,1.1670077,1.014115,1.1207519,1.3018963,0.9157496,0.6645714,0.93271303,1.0522826,0.5385208,1.1735346,1.2961264,0.992556,0.98924243,1.2475686,1.0427306
soup,1.3467748,0.9981086,0.60548043,0.93270725,1.3426659,0.9367678,0.90940785,0.98440593,1.2300265,1.3232012,1.1146165,1.3658524,0.41300178,1.1680155,1.4463663,1.1733544,1.3665922,1.1261451,1.055191,0.4748358,0.40082067,1.0645838,1.2104423,1.1334532,0.67709935,1.0026463,0.58776367,0.8180151,0.83709913,0.8909689,1.0223958,0.618302,1.1716446,1.1708237,0.9096542,1.1819892,1.3170805,0.9636779,0.40331805,1.1746655,0.47247148,1.3256451,1.1867944,1.0452002,0.9249508,1.1782792,0.52817106,0.81133807,1.0147151,0.90197885,1.1553499,0.7954241,0.67787063,0.6169158,1.1497532,0.47325587,1.215831,1.0098381,1.1462824,0.5893983,1.1428244,1.0980529,1.2059238,1.2929931,0.7315874,1.1430066,1.2036511,1.375465,0.97938514,1.2804508,0.8662993,1.1220907,0.45379806,1.2563069,1.2324069,1.4015009,1.3297701,0.97706074,1.1984329,0.40373826,0.932608,0.3100016,1.0669951,1.0425216,1.1113735,1.1767648,1.4008754,1.2662294,1.2581452,1.1232243,0.3995409,0.42081416,0.8576887,1.1283236,0.8714241,1.0277265,0.7159863,0.7777555,1.0580214,0.9125137,1.065763,0.8118609,0.8209982,0.9365405,1.0226475,1.2351582,1.1631839,1.2936677,1.302021,1.2552717,1.1485534,1.0582107,1.2309577,0.5986974,1.1831619,0.6567992,1.0101689,0.0,0.89222527,0.8707293,1.0091976,1.2635067,1.3263987,1.3673162,0.5304102,0.58192205,0.7184547,1.1710294,0.9449779,1.172559,1.2299598,0.6774317,0.5746846,1.0979385,1.1584166
