,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
sandwich,0.9432585,1.1084057,1.1037214,0.96083903,0.99967855,0.98629785,1.0641413,0.9866548,0.8513637,1.0198225,0.9118294,0.99740404,1.0173393,0.91338915,0.9479881,0.9061765,0.7407187,0.99596107,1.0821196,0.7301268,1.1436642,1.1471903,1.0591999,0.98631716,1.0475348,0.82848203,0.9966419,0.94217837,1.1465403,1.0661141,1.0121087,0.9436577,1.0390784,1.0638932,0.9807705,1.128562,1.027022,0.75968456,1.0836446,1.0536826,0.9477815,1.0472112,0.9689506,1.0687399,0.8735295,0.9753152,1.0578661,1.1816189,1.0038339,1.1406642,0.96803665,1.1250247,1.0521266,0.982262,1.1693075,1.1944838,0.949011,0.99405605,0.883406,1.0824504,1.0955259,1.1247846,1.0062346,0.7538849,1.0308691,0.65998006,1.0452541,1.0101714,1.050787,1.0647581,0.9228327,0.9829058,1.0358237,1.099944,0.87425643,1.1193993,1.11669,1.113917,0.9951551,0.9869403,1.1679224,0.90795827,1.0177909,1.0478796,1.0146422,1.1434423,1.1230705,1.0008539,1.0331986,0.9658012,1.0681028,0.77872175,0.94962996,1.1561162,1.1518062,1.0835949,1.0948708,0.9635182,1.0091875,1.0257802,1.0249165,1.0821973,1.0715772,1.0867548,0.9386432,0.976836,1.1435126,1.1159588,0.96309924,0.0,1.1137676,0.94120735,0.971824,1.0201721,1.1428567,1.1033041,1.1404305,1.0938358,0.95983046,0.9623457,1.0043933,1.1035377,1.1257145,1.1492797,1.1965082,1.0066072,1.0672041,1.0125412,0.86665434,0.8466978,0.9220299,1.0224121,1.124201,1.0273006,0.76848537,1.0463713,0.62891614,0.8930504,1.0726776,1.0604002,0.93817556,0.9235395
sauce,1.1953688,1.1013867,1.0441024,1.0520858,0.9734536,0.9542127,0.9720263,0.9895039,1.0173509,1.0266795,1.1199353,1.2278364,1.1138197,0.98997945,0.8937455,1.1128753,0.9733243,0.9969202,0.38033825,0.92346066,1.065431,1.1434019,0.91491705,0.92667663,0.93697155,1.0887733,1.1441445,1.1806318,1.2004421,1.2186261,1.0882454,1.1186762,1.16161,0.5809739,1.1550138,0.9437045,1.2721615,0.9935052,0.80171573,0.9914739,0.5079764,1.0708063,1.1229489,1.0644927,0.96608394,1.1477576,0.9298887,1.0924985,1.2326438,1.0791571,1.0686791,1.209612,1.1503257,1.1192687,1.2939627,1.0071657,0.99762946,0.8996648,1.14377,0.67864585,1.24786,1.1498156,1.2385559,0.9352318,1.12591,0.9456526,1.0082105,1.2386587,1.0254623,1.0253819,1.2731395,0.7732488,1.1529768,1.0675819,1.0723974,1.1673335,0.68348277,0.7186926,0.9976171,0.91111535,0.9620121,0.9738764,0.73801035,1.2633665,1.1052123,1.2715433,0.7844055,1.0691652,0.9942188,1.0690863,1.2168671,0.977438,0.80152786,1.1721482,1.1547673,0.9415239,0.99130386,1.1074034,0.8777768,1.188063,0.51907885,0.982631,1.095842,0.78675085,1.019171,0.99653125,0.7052323,1.0184394,0.96782094,1.1137676,0.0,1.0665243,1.0204908,1.1218339,0.800259,1.2424209,0.6868098,0.93070316,0.6622161,1.147177,1.2877469,1.153255,1.206462,0.08961195,0.6663221,1.2507654,0.993886,0.96193737,1.1794899,1.0789777,0.835301,0.89316154,1.2550461,1.2421278,1.1542213,1.0123705,1.0512052,0.55226135,0.99948645,1.27497,1.0255443,1.0856481
scarf,1.0931423,0.9789924,1.0251405,0.8088767,0.9595254,1.0681276,1.2146782,1.1621794,1.1152282,0.91429687,0.87053496,1.1866843,0.88968134,0.77193946,1.0513761,0.7908255,1.1304865,1.3450189,1.1630552,1.0755037,0.83614594,1.1440572,1.160593,0.93812734,1.1651703,1.0853945,0.80520797,0.858163,0.9530767,1.212331,0.93142307,0.9137304,0.8181864,1.134779,0.87913907,0.8126143,1.1178325,1.0645739,1.2830302,1.1448834,0.96418804,1.0256761,1.0286313,0.8903184,1.0923581,0.8557162,0.96096843,1.1550303,0.95688117,1.1523913,1.1345756,0.9507198,1.1424031,1.1755803,0.97497874,1.0997856,1.1450955,0.97638917,0.93856,0.8900585,1.0682684,1.0009018,0.8469878,0.9100816,1.022641,0.8716998,0.8585066,1.1150043,1.0580344,0.8074432,0.8824392,1.0104636,0.78633696,1.10045,1.0700208,1.1678488,0.9065082,1.0837134,1.0766605,0.83871377,1.0221889,0.8456753,1.019093,1.144755,0.8714529,0.95722395,1.1221278,1.1466846,0.9364946,0.7760112,0.7402508,1.0347481,1.0755045,1.1027235,1.1607909,0.9103814,1.16387,0.8249991,0.6832453,1.144964,1.1535404,1.1193643,1.0832086,1.174902,0.8298499,1.1511196,0.9638425,1.0157391,1.0246468,0.94120735,1.0665243,0.0,1.1057901,0.79819477,0.9319789,0.7438553,1.1429651,0.94300026,0.9045816,1.0650755,1.1374884,1.2305065,0.68767625,1.0840162,1.1597714,0.9105331,1.1240764,0.98372626,1.0813538,0.99019176,1.0038105,1.2262138,1.0870688,1.0031029,0.94460595,1.013808,1.1784127,0.97687614,1.0584015,1.0844567,0.97719955,1.0241293
scissors,0.6549107,1.1593884,0.9786443,1.0436963,1.112331,0.84059685,0.8827483,0.75398374,0.7323668,1.296626,1.2701422,0.99538213,1.2898576,1.2305074,0.88866365,1.2974052,0.82723475,0.73216724,0.8658871,1.0098597,1.1322293,0.7120967,1.0221438,0.868556,1.0528542,0.75778997,1.0910149,1.28976,1.2264167,0.77888465,1.254553,1.1187043,0.88544357,1.0260682,1.3398917,1.1278992,0.6748415,1.0432613,0.8164399,0.9017136,1.095259,0.9339103,0.9317691,1.2918708,0.9839232,1.2498066,1.0982356,1.0501513,1.0721998,0.72689545,0.9590767,1.1131426,0.77659714,0.7142297,1.1004113,0.61983466,0.6396706,1.1595252,1.0049031,0.98185146,0.96756226,1.0445445,1.2337526,0.8355365,1.1416103,1.1261874,1.1296867,0.9377262,1.011467,0.95241266,1.2635152,1.0450914,1.2751375,0.6589999,0.99639803,0.85125697,1.2039119,0.9796798,0.8805243,1.1608404,0.9994429,1.0836345,1.147149,0.95222485,1.1538851,0.94734657,0.9548098,0.9386396,0.9669308,1.3159392,1.3402157,1.0121844,1.0435401,0.6191744,0.59254587,1.0732847,0.93641627,1.1348567,1.1263645,0.84364194,0.85742193,0.9305228,1.1599115,0.89813435,1.0557891,0.8486639,0.97177804,1.1699047,0.8833752,0.971824,1.0204908,1.1057901,0.0,1.3295482,0.9841114,1.440551,0.6651578,1.1872944,1.0431371,1.0579019,0.86671984,0.8449772,1.2123706,1.0118146,0.61237967,1.0857805,0.61842704,1.0559702,0.77461225,1.1129583,1.1835238,0.72275287,1.0445149,0.9451494,0.6022098,1.0651461,0.5360817,1.070915,0.6834707,1.0319856,1.238492,1.0059432
shirt,1.3706224,0.9553929,1.2849238,0.8811236,0.43005168,1.2036932,1.2851579,1.3563557,1.4228386,0.44752675,0.36337042,1.2532156,0.54382885,0.45397383,1.1636295,0.34554303,1.1195157,1.4662542,1.3451205,0.8781543,1.0638783,1.2288312,1.1912706,1.094611,1.1701884,1.1639893,1.0532686,0.6964659,0.765635,1.4755812,0.49441528,0.925525,1.0537903,1.2801914,0.36244798,0.9823076,1.4525936,0.87337524,1.4289194,1.2675616,0.916976,1.3102523,1.1866919,0.6200055,1.1308646,0.3657024,1.2935164,1.3050086,0.67232686,1.2368423,1.0394228,1.0513529,1.4750655,1.448549,1.0373664,1.3860773,1.4099443,0.8623879,0.9844673,0.78542066,1.1293966,1.0970793,0.86552274,1.1814156,0.7801745,0.92054766,0.5362208,1.2531915,1.1133277,0.66398966,0.34962767,1.0532378,0.26889956,1.4055128,0.9219283,1.382573,0.9857202,1.0079656,1.076436,0.786798,0.8471751,0.7989104,1.010116,1.3103547,0.94418335,1.1493675,1.3894136,1.0798775,1.0973948,0.2943809,0.38652903,0.8103975,1.0966693,1.2838364,1.2464283,1.1580381,1.2420975,0.8761525,0.8614334,1.4345522,1.3293422,1.267403,0.91147244,1.1701283,0.82196623,1.260453,1.0401798,0.90447205,1.1368091,1.0201721,1.1218339,0.79819477,1.3295482,0.0,1.0290433,0.42773747,1.2346202,0.73194677,0.83940166,0.6687195,1.3707657,1.3542633,0.7512359,1.1661406,1.4316802,0.938122,1.272449,1.1916344,0.99945647,0.61244535,0.57147413,1.4649479,1.2062519,1.0170406,1.0692644,1.0013821,1.3704674,0.7741916,1.0842779,1.2420883,0.69316655,1.0323771
shoe,0.9881664,1.0523016,1.0949525,0.9908246,1.012272,0.9123641,1.031968,1.0483952,0.99168134,0.9611746,0.9391792,1.2666998,1.0895901,0.9023582,0.9461701,0.93833977,0.982708,1.2055079,0.8943764,0.965185,1.045253,1.1911453,1.051159,0.9063146,1.0379628,0.9984006,1.158068,1.1605638,1.0309632,1.1617949,1.0837445,1.0553671,1.1686814,0.74423707,0.97484964,0.70637906,1.2658052,0.9543929,1.0263579,0.9132115,0.94997466,0.90704685,1.0161003,1.1066761,0.96905774,1.0768642,0.9504446,1.1549345,0.92808837,1.0587634,1.0333166,1.2078798,1.1540283,1.1811616,1.208998,1.1046084,0.85611343,0.94729835,0.9228685,0.9226741,1.2237402,0.97296596,1.1197205,0.9739734,1.1465249,1.0649166,1.0352949,1.2596619,0.9098534,0.92837524,1.0994244,0.9723009,0.9333391,1.1946762,1.0299814,1.1992456,0.8980978,0.9019758,1.011876,0.8246701,0.97919005,0.9280015,0.7770858,1.3030951,0.88146293,0.9189083,1.0328084,0.9830254,0.94162935,0.9945786,1.0187709,1.0285127,0.81406915,1.226304,1.2203997,1.0127103,0.89382863,0.95394754,0.89909387,1.1605964,1.0198666,0.93072957,1.1719913,0.7810795,0.6627756,0.84659004,0.88432336,1.0230273,0.9667941,1.1428567,0.800259,0.9319789,0.9841114,1.0290433,0.0,1.0935287,0.8478118,0.95259964,0.87736773,1.0218971,1.20882,1.1912224,0.84408396,0.8341525,1.0130057,1.1867086,0.9598135,1.0318508,1.1004,1.1376847,1.0003036,0.9133575,1.1963798,1.0386666,1.1904843,0.8638696,0.96191,0.8258089,0.9355457,1.2531059,1.1372937,1.0023615
shorts,1.2450992,0.83386683,1.1569641,0.80413556,0.82612276,1.3224432,1.3381176,1.169913,1.2794166,0.61613816,0.6669339,0.954391,0.5978947,0.7271156,1.3020816,0.6651964,1.2958368,1.3492606,1.3721288,1.1482949,0.86587477,1.0428637,1.0813801,1.1002698,1.0660032,1.2334493,0.7757745,0.69387305,0.45914686,1.1638112,0.645914,0.94529575,1.0212308,1.2820338,0.5527237,0.8967551,1.0667839,1.088777,1.2814362,1.3636205,1.0981753,1.2616984,1.0719113,0.6197388,1.0741798,0.54140127,1.1448102,0.9511459,0.8622728,1.1912022,1.0555301,0.7477564,1.1944538,1.2797817,0.5893508,1.1530288,1.4065769,0.97735023,1.0579311,1.0565037,0.84607977,0.954787,0.81315386,1.1090486,0.81048226,0.93207055,0.78269434,0.9817172,1.2095386,0.85352725,0.5101757,1.0438826,0.4400472,1.1335275,0.9288492,1.0820113,1.1006157,1.1070312,1.1326518,0.9572394,0.8929667,0.86939967,1.0686262,1.0198894,0.694218,0.8884052,1.2589568,1.0504283,0.99808896,0.528237,0.21985984,1.154263,1.2193687,1.0842836,1.1836941,0.7327163,1.3483734,0.7426957,0.9741618,1.0797591,1.3489755,1.3384649,0.7439301,1.2584707,0.83338547,1.1331539,0.9381104,0.8377571,1.2082686,1.1033041,1.2424209,0.7438553,1.440551,0.42773747,1.0935287,0.0,1.3540268,0.8442608,1.1072295,0.8094912,1.0072526,1.0918068,0.4331451,1.2229404,1.3281729,0.58584195,1.3159617,1.082834,1.1293057,0.90464306,0.9442952,1.3867707,0.869028,0.9015549,1.0451977,0.8938092,1.4203573,1.1095556,1.1156985,0.7809259,0.8723183,1.1746461
shovel,1.0563921,1.0769696,1.0076132,1.0300865,1.0444676,0.8376475,0.8959605,0.5630672,0.9448332,1.0946884,1.2581298,1.259906,1.1504537,1.1158426,0.8595947,1.2618332,1.0655285,0.77459794,0.568975,1.0681294,1.0022599,0.97802204,0.96948165,0.96873593,1.0150173,1.0800165,1.0285466,1.2592556,1.2029859,1.1543806,1.2069367,1.1212076,1.0947616,0.80350316,1.3014219,0.9068468,1.1318742,1.0525858,0.6919473,0.8894329,0.8070678,1.1016252,1.0540522,1.1511457,1.0730268,1.2707294,0.9156795,0.97431266,1.0927948,1.1154952,1.0768832,1.1542983,1.0123128,1.068923,1.2307658,0.7838946,0.9120753,0.9826777,1.13584,0.69762814,1.2423998,0.97461915,1.1870639,0.88482153,1.1974348,0.92982495,0.99020326,1.2412705,1.0462424,0.9145967,1.3546765,0.8554904,1.2822709,0.89942604,0.93235946,1.0912191,0.7350366,0.47984445,0.9251629,0.8215841,0.93074375,0.94113636,0.8481556,1.2268227,1.076769,1.1529983,0.87950754,1.1042181,1.0828627,1.2318311,1.3197322,1.1220282,0.79345816,0.92638767,0.9291766,1.0414654,0.9772722,1.0669389,0.94832706,1.1887828,0.7345584,0.90916556,1.0863183,0.43411094,1.0288275,1.0728688,0.90999496,1.0642402,0.9318469,1.1404305,0.6868098,1.1429651,0.6651578,1.2346202,0.8478118,1.3540268,0.0,0.92143023,0.78986037,1.0105382,1.1914253,1.1283879,1.1918414,0.63619596,0.59352976,1.1853647,0.77134824,1.021981,1.0157,1.1084255,0.96270597,0.92719495,1.1832528,1.1276519,0.8981463,1.0205166,0.80454075,0.8110324,0.79282427,1.2978003,1.158513,1.087066
shower,1.2755022,1.001841,1.1819298,0.8515046,0.7295064,1.1681427,1.1545789,1.2295874,1.2296268,0.541986,0.6193514,1.2214165,0.7652543,0.8036697,1.0861496,0.69867486,1.0881685,1.21777,1.1658775,0.87874985,1.0518577,1.0741009,0.98374665,1.0835948,0.9849445,1.0660707,1.0008534,0.97958094,0.8871492,1.3651649,0.73354805,0.9981826,1.0897601,1.1625211,0.63232124,0.90294933,1.3547845,0.7890911,1.254619,1.0741888,0.9569014,1.1920975,1.1258755,0.59215236,1.0080551,0.8306062,1.1705284,1.2556024,1.0145131,1.2743398,1.0448675,1.1112715,1.2369119,1.2963753,1.1216308,1.2335972,1.2408679,0.6981797,1.0685321,0.7668401,1.2280722,1.0776217,1.0491629,1.1048454,0.8276011,0.882084,0.78709275,1.264384,1.0935373,0.5631818,0.8994944,1.0015504,0.74551725,1.2425396,0.8133228,1.1743727,0.80585814,0.8180125,1.0335963,0.7645161,0.78644377,0.77523243,0.99606955,1.2583346,0.96647733,1.2877014,1.269403,0.9576589,1.1790792,0.7485573,0.83840305,0.94157195,1.0526888,1.2254876,1.2084521,1.1869974,1.1420374,0.8763126,0.86288774,1.2860029,1.1702716,1.0779027,1.1978976,1.0618416,0.9168881,1.0778571,1.1502213,0.8098141,1.1431772,1.0938358,0.93070316,0.94300026,1.1872944,0.73194677,0.95259964,0.8442608,0.92143023,0.0,0.7202975,0.7602552,1.2980428,1.2110713,0.95828176,1.0389528,1.231076,1.2454875,1.022652,1.1511738,1.0224289,0.9706779,0.7617767,1.3355742,1.164047,1.0139538,1.0407249,0.98541206,1.2239105,0.8890558,0.8394784,1.2015138,0.6391796,1.0106275
sink,1.302607,1.0732487,1.2447968,0.9232776,0.8015704,1.1380202,1.0764846,1.1073668,1.094445,0.57032704,0.7546427,1.2532823,0.7454672,0.7222168,0.968434,0.726349,1.0386201,1.1862837,0.728158,0.76157844,1.1256392,1.1133906,0.8195813,0.97812074,0.85655785,0.9311305,1.2381701,0.99737203,1.0726335,1.2874955,0.8282948,1.0078219,1.115193,0.980258,0.88665086,1.0028714,1.4021322,0.7132839,1.0364327,1.1612643,0.599161,1.2761052,1.3704951,0.7704565,0.78035796,0.9675093,1.1530969,1.3126686,0.9619147,1.146888,1.1744664,1.2596475,1.2645979,1.3308748,1.3245981,1.0656186,1.265852,0.8606183,1.0609314,0.64502865,1.3431091,1.1608417,0.99371296,1.0635958,1.1143785,0.88905317,0.82908356,1.324532,1.1567209,0.6298219,1.0105789,0.82755786,0.8954474,1.1340017,0.7848079,1.1258032,0.81403506,0.84111893,0.9949903,0.7718549,0.95467144,0.803434,0.8420116,1.3351748,1.0595499,1.3043346,1.1823903,0.99321306,1.2420862,0.8770431,1.0167143,0.8730031,0.98478556,1.208623,1.2260846,1.0987711,1.2200286,0.93755096,0.81658274,1.3976828,0.7891613,1.1862475,1.1486906,0.9532233,0.9419324,0.98904985,0.9087924,0.83963585,1.0290717,0.95983046,0.6622161,0.9045816,1.0431371,0.83940166,0.87736773,1.1072295,0.78986037,0.7202975,0.0,0.8301517,1.3463451,1.2710514,1.2215331,0.66197556,0.9026678,1.1757312,1.0226468,1.2229546,1.0005484,0.99587214,0.61032486,1.1004083,1.3708286,1.1888728,1.0281658,1.1227145,1.1860418,0.41410995,0.8155749,1.3380789,0.77312773,1.1101918
slide,1.1374545,1.0392598,1.2195396,0.9490375,0.746089,1.1960789,1.1759142,1.1211472,1.1140658,0.40024912,0.47414386,1.0378876,0.5823512,0.80886436,1.1035653,0.5535177,0.9991092,1.1597137,1.1634963,0.79935086,1.2529082,0.9933894,1.0540841,1.1964906,1.0717996,0.93983,1.1413698,0.76551557,0.8054333,1.2067983,0.70100677,0.96253353,1.1357014,1.2674011,0.56802917,1.2042894,1.1893862,0.61888397,1.1772634,1.1247944,1.0812843,1.1963062,1.1323209,0.7320696,0.884617,0.7063747,1.2157288,1.2310128,0.76490986,1.1472616,1.0848242,1.1939863,1.1604161,1.169504,1.138614,1.1029234,1.2152069,0.86704755,1.0010067,0.9186091,1.2142317,1.0289199,0.7900676,1.2343907,1.02894,0.9378468,0.96831524,1.1500525,1.1349537,0.6969058,0.6023017,1.0109625,0.64553016,1.107782,0.6636065,1.0950208,1.0250825,1.0757551,0.9769743,1.0516224,0.8062519,0.85340106,1.111448,1.1765434,0.9573167,1.1844997,1.3042605,0.8958848,1.1575571,0.6800183,0.7601576,0.87419057,1.2128621,1.0996884,1.0474279,1.2205886,1.1095825,0.9576284,1.0503083,1.1851338,1.1783984,1.13831,1.0797311,1.2136927,1.0232056,1.1266379,1.1990403,1.073275,1.082897,0.9623457,1.147177,1.0650755,1.0579019,0.6687195,1.0218971,0.8094912,1.0105382,0.7602552,0.8301517,0.0,1.1494862,1.1622877,1.0168046,1.1628307,1.1259977,1.0974135,1.1056391,1.2487199,0.7956784,0.74803585,0.65621376,1.243349,1.1632775,1.030876,1.0484896,1.0640334,1.0910039,0.90955454,0.82278204,1.144028,0.6437426,1.0712281
slipper,0.7246064,0.81127536,0.62249625,1.1544948,1.3688734,1.1389831,0.9320578,0.6970097,0.68959105,1.3853261,1.4244001,0.23624349,1.2560847,1.4648194,1.2213465,1.3962047,1.1456263,0.39383423,0.99500215,1.4478557,0.7844721,0.7593049,1.0362239,1.1980683,1.0216788,0.8946668,0.70351774,1.0689777,0.9750319,0.30934072,1.2338635,1.0527672,0.6749411,1.0040683,1.3475119,1.1586894,0.097922206,1.4252968,0.5220232,1.141587,1.3339584,1.0268528,0.99773645,1.2826762,1.051606,1.2869688,0.8567388,0.4884268,1.0314937,0.64456725,0.9945082,0.53547597,0.47232956,0.44870877,0.34804094,0.4781778,0.94562626,1.2581422,1.1875234,1.4161634,0.42839915,0.72510254,0.83190453,1.0455621,1.0014077,1.1656216,1.2740893,0.17070597,1.2047476,1.3914869,1.1205555,1.2248676,1.2819432,0.3735764,1.294106,0.42757452,1.3240232,1.2487514,1.1382815,1.4348282,1.2181172,1.2301702,1.2328128,0.083776236,0.8713977,0.580506,0.7486018,0.9154915,0.9937063,1.3911444,1.161808,1.3594782,1.183771,0.30392087,0.35247207,0.6793746,1.0857936,1.137145,1.2510529,0.3068117,0.8626292,1.1341227,0.7728909,1.2166594,1.2616385,0.8553372,1.002271,1.2178926,1.1517745,1.0043933,1.2877469,1.1374884,0.86671984,1.3707657,1.20882,1.0072526,1.1914253,1.2980428,1.3463451,1.1494862,0.0,0.39887774,0.9633764,1.2212014,0.6861761,0.8041799,0.95805305,0.86554,1.0022447,1.1486477,1.4751287,0.6843202,0.2864622,0.74484336,0.8928549,0.89288634,1.0082456,1.5113695,1.1244718,0.14913213,1.2666898,1.2323978
soap,0.7205596,1.0569246,0.7915686,1.2053565,1.374021,1.0202991,0.75964886,0.80743974,0.69283897,1.3228366,1.366446,0.42121267,1.1870047,1.3739824,1.0160341,1.3288903,1.0959992,0.39834696,0.9300893,1.3313057,1.0605135,0.74772346,0.8799678,1.0538113,0.8988538,0.895029,0.97911173,1.0954325,0.9691079,0.31090903,1.1623793,0.9502614,0.82817894,1.0162872,1.318342,1.268971,0.33501202,1.2904195,0.5934233,1.0396447,1.176096,0.96545726,1.0371631,1.1439519,1.020364,1.219034,0.9972317,0.70841104,1.0876418,0.67532086,1.0226285,0.9026622,0.40180385,0.4313261,0.7437318,0.676957,0.82579243,1.1734884,1.2159735,1.2772377,0.750581,0.8493773,1.0221492,1.0444653,1.0586116,1.2188312,1.3510902,0.37461138,1.0880929,1.3126276,1.1106582,1.1805961,1.3080227,0.55986357,1.1827304,0.5307023,1.2287166,1.129952,1.0837024,1.3411024,1.1234828,1.2477936,1.1776397,0.37987065,0.84512913,0.8544762,0.79759777,0.8966274,0.93746233,1.3410277,1.2032436,1.3043298,1.0516783,0.5739684,0.6351123,0.8848579,0.98360443,1.0883138,1.2242565,0.4843539,0.7839935,1.0257361,0.92731434,1.1304886,1.2117342,0.88152355,1.0605274,1.0496352,1.0211881,1.1035377,1.153255,1.2305065,0.8449772,1.3542633,1.1912224,1.0918068,1.1283879,1.2110713,1.2710514,1.1622877,0.39887774,0.0,1.0382112,1.129998,0.76045066,0.92976135,0.8975406,0.9596901,0.96256363,1.0905894,1.3594594,0.70909524,0.67855823,0.9246928,0.91557086,0.7964837,0.9680915,1.3591433,0.9965395,0.4343984,1.130398,1.1705679
sock,1.0933225,0.7424328,0.93522805,1.0035052,0.9815151,1.1701329,1.1969949,1.1582178,1.0770159,0.92234105,0.94236887,1.0050836,0.8250414,0.86718464,1.2145768,0.8632567,1.1930935,1.235005,1.2790209,1.1746509,0.76148736,0.96021503,1.0108336,1.0902716,0.9882107,1.152795,0.7378199,0.922013,0.5506544,1.0718061,0.9968103,0.9818146,0.8362335,1.0958205,0.8967281,0.8620877,0.945359,1.1141056,1.1231134,1.2476839,1.1479986,1.1487938,0.9819854,0.9050264,1.0347279,0.7947923,0.9912625,0.93034697,0.8170283,1.066679,1.0287523,0.70239925,1.1220766,1.1735237,0.70001894,1.0438654,1.1323994,1.0602616,1.0905385,1.150168,0.9029368,0.91930556,0.9456068,1.0162673,1.0277747,1.0100724,0.89688927,0.9702898,1.1452184,0.9830594,0.7523867,1.1170306,0.64202875,1.021059,1.0194169,1.0512981,1.0050616,1.0013485,1.0549079,0.92238295,0.94468623,1.0486257,1.0118704,1.0025876,0.4912315,0.8438585,1.0736165,0.9980418,0.99210984,0.79638374,0.5451771,1.2300932,0.99634314,0.9985242,1.0643883,0.79385686,1.2160411,0.80181056,0.9203404,1.0519818,1.3162044,1.2391427,1.0006179,1.0718207,0.7099813,1.020247,0.9185225,0.9911804,1.1412742,1.1257145,1.206462,0.68767625,1.2123706,0.7512359,0.84408396,0.4331451,1.1918414,0.95828176,1.2215331,1.0168046,0.9633764,1.0382112,0.0,1.2129467,1.2274446,0.6854489,1.1319708,1.0171523,1.1235386,1.0922245,1.1712204,1.1861653,0.8174944,0.93065864,1.0329864,0.6226113,1.2339094,1.2387493,1.0437396,0.88172424,1.131766,1.1798971
soup,1.1495879,1.1057198,1.0412573,1.0239354,1.0054431,1.0139779,0.9965463,0.85071456,0.9681165,1.0805508,1.1871839,1.1676009,1.156401,1.0017105,0.88477695,1.1706804,0.99894285,0.94931716,0.25122333,0.9670208,1.0029694,1.1192383,0.93787706,0.9083859,0.9663304,1.1122174,1.1064711,1.1868083,1.2136933,1.1413611,1.143841,1.067367,1.1322247,0.58262825,1.2101996,0.9193654,1.1853955,1.0380504,0.6876401,1.0319946,0.4469782,1.074933,1.1303598,1.138423,0.9865509,1.1964041,0.8902847,0.99138755,1.2002589,1.1063819,1.0493413,1.1622223,1.054342,1.1004461,1.2069366,0.8621708,0.99957037,0.95986193,1.1611655,0.70244855,1.188407,1.1230966,1.2249242,0.92393935,1.1422443,0.9778803,1.0285878,1.196536,1.0853847,1.0911257,1.3064809,0.76295996,1.1977315,0.97865343,1.0893736,1.0898539,0.69812316,0.7444825,1.0087839,0.96682966,1.0142314,1.0377233,0.7653,1.2081409,1.1265281,1.1831487,0.75703657,1.094073,0.9988208,1.1215866,1.2276328,1.0167619,0.82217604,1.0809166,1.090424,0.8804492,1.0512111,1.1198062,0.9147805,1.1368288,0.37532902,1.0244362,1.0020028,0.7721967,1.0751083,1.0097623,0.7072958,1.0664755,0.940007,1.1492797,0.08961195,1.0840162,1.0118146,1.1661406,0.8341525,1.2229404,0.63619596,1.0389528,0.66197556,1.1628307,1.2212014,1.129998,1.2129467,0.0,0.5053241,1.1813729,1.0093018,0.98801035,1.1846735,1.1012484,0.8039576,0.84668446,1.1980065,1.2265807,1.1431582,1.0544082,1.0880343,0.49392384,1.0539271,1.207794,1.0778229,1.1355568
spoon,0.831766,0.98949313,0.89960873,1.166982,1.2920148,1.07341,0.81812096,0.632671,0.59967005,1.2996039,1.4979227,0.74829865,1.1914368,1.4468637,0.9317856,1.4364424,1.078553,0.5824019,0.25083852,1.3212814,1.0450685,0.6789611,0.87306654,1.0366837,0.9130056,0.898184,1.0202624,1.1933992,1.0743948,0.5796488,1.2883047,1.0502356,0.9083585,0.83354837,1.5082064,1.2264614,0.5711478,1.1989281,0.46421498,1.0520195,0.84582055,1.0273985,1.0865,1.2198187,0.8879143,1.4021466,0.81773627,0.78351074,1.1517433,0.86203533,1.1036718,0.95167124,0.60387254,0.68659794,0.9044514,0.1352936,0.90338916,1.1626582,1.2917082,1.0005971,0.8279277,0.8666451,1.0497433,1.0228435,1.2440499,1.1813496,1.2464668,0.8199816,1.2148057,1.1479222,1.343357,0.9457146,1.3990633,0.31764877,1.0860366,0.52395755,1.054347,1.0027618,1.0550067,1.3737859,1.0402864,1.155827,1.1549567,0.76881266,0.9925383,0.94230044,0.76838094,0.851838,1.0174611,1.442646,1.3725725,1.3272629,1.1420364,0.3655063,0.39778924,0.7930439,1.0329112,1.1538033,1.1546454,0.7156168,0.333987,1.0345278,1.022836,1.0549861,1.2833953,0.9086638,0.8087155,1.0458509,0.949856,1.1965082,0.6663221,1.1597714,0.61237967,1.4316802,1.0130057,1.3281729,0.59352976,1.231076,0.9026678,1.1259977,0.6861761,0.76045066,1.2274446,0.5053241,0.0,0.9611202,0.69193506,1.0072788,1.0123346,1.0780631,1.1562743,0.64213526,0.8717864,1.092404,0.90231246,0.9382928,1.014327,1.0001336,0.8167354,0.77280843,1.1679963,1.2570926
