,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
napkin,1.0658001,0.8090482,1.0839657,1.1881561,1.248002,1.0124295,0.7695505,1.0108448,0.7170054,1.0070896,1.1357787,0.6527711,1.0806257,0.9908842,1.0104295,0.9732934,1.1132765,1.0228453,0.6911672,0.83799136,1.2037468,1.027456,1.1415493,0.58316624,0.70075715,0.5273111,0.6571236,0.8122823,1.097903,0.5399687,1.1311597,0.6554574,0.6576718,1.1729405,0.88243157,0.960348,0.87166727,1.2331858,1.1197379,0.68204284,1.0767012,0.61431664,0.9606072,1.2065407,1.0189286,1.2086678,1.0817881,0.8257767,1.098275,1.0954623,0.82170534,1.1145597,0.8727224,1.276459,0.8540629,0.65784276,0.78812975,0.5678649,0.9257856,0.83915436,1.1439358,1.1597979,1.125008,1.1054113,0.4558651,1.0422121,1.288791,1.2529526,1.2552857,0.7501409,1.1210482,1.2449107,1.1891732,1.233412,1.1777704,0.8386407,0.82347554,0.5738796,1.2593446,1.0730741,0.81833756,1.0261086,1.1313312,1.2549037,0.9123283,0.0,0.794962,0.76991796,0.98572236,1.1420406,0.85375464,1.1520244,0.95676017,1.3392107,0.54722977,0.6212474,1.0849789,1.0826882,0.49153852,1.3059535,0.8170019,1.0190707,1.0600219,1.0815468,0.714442,0.662412,0.85807323,0.94530827,1.1536225,1.1753309,0.8832828,0.9479633,1.2548255,0.8177767,1.1003678,0.69887054,1.1442782,0.88101864,1.3222015,0.54188144,0.9437953,0.65156716,0.4406439,1.2828615,0.8185548,1.079907,0.9156445,1.1414138,1.2677597,1.2718878,0.7471975,0.8850299,0.899369,0.97412485,0.094744086,1.0379094,1.3116505,1.0704979,1.1249061,0.73886454,0.81256014,1.2011354,1.1939179
necklace,1.303585,0.61396086,0.97280276,1.1783834,1.156681,0.9847889,0.77163255,1.0545703,0.8748622,1.3316114,1.3526142,0.486964,1.2815471,1.073558,0.9163913,1.3621386,1.2294009,1.111695,0.6363358,1.1224588,1.366536,1.0754831,0.9634161,0.8771098,0.83498883,0.77305955,0.7826282,0.48903394,1.2608513,0.82115,1.2367865,0.65172297,0.73702073,1.0391481,0.80577004,1.0117544,0.93766326,1.3174636,1.2937083,0.49324882,1.3625968,0.6962677,0.947807,1.3717905,1.1324154,1.0250502,1.1913042,1.1355687,1.1195793,0.61580336,0.7661082,1.1904023,0.6830662,1.1301198,0.46684444,0.7512541,0.7559044,0.60517424,0.8015331,0.79480815,1.2061819,0.9333444,1.1634655,0.6524529,0.8501848,1.0978724,0.989459,1.3478328,1.0437617,0.5918689,1.1072433,1.1728818,1.090793,1.16653,1.2673283,0.74850774,0.8447485,0.5606947,1.3016105,1.3025229,1.3073807,1.1410125,0.805955,1.2663482,0.54823434,0.794962,0.0,0.5980539,0.95384353,1.3376378,0.9551589,1.2155547,0.9527244,1.36728,0.506695,0.60330486,0.9495957,1.0164827,1.0549905,1.3309026,0.76073205,1.1620439,1.0440239,0.980354,1.0686677,0.63147855,0.604719,1.2237582,1.1183999,1.2689939,0.74056125,0.74578667,1.2145565,0.8631321,1.1846304,0.9080781,1.2550886,1.246222,1.27233,0.62065303,1.1535563,0.57793736,0.75352675,1.3297349,0.6455962,0.9791652,0.6033558,1.0339698,1.1375732,1.324115,0.812209,0.49551356,0.7156751,0.96087927,0.85474265,1.005436,1.4207401,1.0105969,1.1579121,0.7466481,0.38570845,1.3035953,1.1222854
nose,1.2617781,0.7562706,0.709273,1.2548921,1.4323597,0.7871921,0.5151976,1.0160471,0.9021893,1.3961183,1.3577719,0.3850881,1.3739628,1.3469436,0.97211426,1.349736,1.2766939,1.0980903,0.34311146,0.95499957,1.3871677,1.0311797,1.123093,0.8656024,0.8912351,0.69791853,0.77452105,0.45229816,1.1293566,0.9806339,1.3104085,0.49927545,0.60302067,1.2627388,0.6703765,1.0396426,0.81444496,1.3534534,1.3064792,0.33651382,1.4069847,0.43585747,0.9662099,1.3123697,1.1438613,1.0702674,1.210738,1.1406615,1.3552878,0.71085405,0.49625897,1.109865,0.26229942,1.1231614,0.59465265,0.52549875,0.6100471,0.81935,1.0204059,0.73656017,0.9835244,1.091914,1.1847363,0.7108834,0.8990982,1.0573856,1.0181009,1.3189089,1.2928402,0.47292662,1.0891483,1.2189391,1.2733042,1.189551,1.3971715,0.87947255,1.0154048,0.3675195,1.3564215,1.1539254,1.2474458,1.1046952,0.90475965,1.1971673,0.30829084,0.76991796,0.5980539,0.0,0.6631613,1.3126001,0.9876337,1.437741,1.1743696,1.3734181,0.5302152,0.6456916,0.94136345,0.99245036,1.0724238,1.3146421,0.68683636,1.026319,1.0394474,1.0838665,1.1368287,0.37202966,0.22834456,1.24454,1.0748261,1.3320116,1.0751584,1.0319829,1.4252235,0.85273933,1.3593831,1.0435439,1.1499145,1.1801906,1.3658789,0.48585975,1.1232915,0.32560956,0.8762988,1.2738041,0.7618528,0.8908223,0.49719697,1.2707897,1.3475226,1.4323037,0.6112189,0.6010239,0.83958316,1.1799835,0.86403453,0.9749414,1.3809506,1.1080881,1.2030604,0.9668542,0.41099805,1.3188827,1.1234208
orange,1.3673024,0.8827278,0.16827732,0.64908564,1.2556871,0.49572957,0.48630756,0.44639426,1.0636796,1.3752376,1.3581762,0.72513056,1.2999501,1.313632,1.023259,1.4039271,1.3090004,1.1578704,0.6801965,0.820874,1.3355736,0.3824597,1.0426341,0.9886984,1.066074,0.98279697,0.99197054,0.5646672,1.2852576,1.2004654,0.84902245,0.7337467,0.95469207,1.275144,0.765776,1.2163631,0.8751356,1.2786201,0.6541015,0.6598861,1.4436426,0.6131642,1.0596467,1.090215,1.0768799,1.0627953,1.3046485,1.1974618,1.3425627,0.84691834,0.28192472,1.1377879,0.72294074,1.0901973,0.69509304,0.7341132,0.7680435,0.9130486,1.0734806,0.88611007,1.1505829,1.2029687,1.2019048,0.8710697,0.9380343,0.71092516,1.0165353,0.569808,1.0826344,0.7131126,1.0903652,1.1895013,1.2706991,1.0752125,1.328152,1.1092081,1.2089368,0.7234775,1.1363084,0.37829423,1.0823275,1.058306,0.91112244,0.81112623,0.5740452,0.98572236,0.95384353,0.6631613,0.0,1.2780225,1.0847968,1.3689144,1.2223582,1.3318626,0.89897454,0.9105173,0.6210516,1.0160421,1.1825058,0.9647489,0.8831439,0.7598975,1.0953095,0.6841582,1.1723104,0.7688658,0.5882486,1.2955158,1.0276955,0.94568306,1.2153437,1.1041684,1.2688398,1.0750127,1.2601036,0.96447766,1.1791518,1.2103136,1.263943,0.80858743,1.1621597,0.51488405,1.0561239,0.9915738,0.8682257,0.7496252,0.59749675,1.3191491,1.2141675,1.4171107,0.63393414,0.7691152,0.98563695,1.124409,1.0546364,0.9026597,1.1417301,1.2124419,1.2112194,1.1561718,0.75274897,1.3112831,1.193992
oven,0.9170852,1.2351338,1.293756,1.0444586,0.73597115,1.2839903,1.3840591,1.2325351,1.1394091,0.45438212,0.6971661,1.2550495,0.4032656,0.7993753,1.2321057,0.83931744,0.86668396,1.1361642,1.2415373,0.9104919,0.6846779,1.2059242,1.0283679,0.9558377,1.2547369,0.91922927,0.88538134,1.3890923,0.7597709,0.7258506,1.0372038,1.2738262,0.9820227,0.8178996,1.1140326,0.93703085,1.2300521,0.63815546,1.0122217,1.4228108,0.5105573,1.2521785,1.2248054,0.6836937,1.1755992,1.2688727,0.2522571,0.5288209,0.6206573,1.2097427,1.35549,1.0082923,1.2370808,1.093346,1.3762561,1.3180333,1.3861552,1.1831418,1.0672523,1.3842938,0.87681746,1.1535319,0.6203437,1.1780375,1.1464533,1.2020082,0.9405176,0.980354,0.9751655,1.3510764,1.1262474,0.77857876,0.8610249,0.98257107,0.7631506,0.93369925,0.71065676,1.2873541,0.71604806,1.0577972,0.94169396,0.90759015,1.157552,0.83658427,1.3348804,1.1420406,1.3376378,1.3126001,1.2780225,0.0,1.0525568,0.6903989,0.58642125,0.8778435,1.3223326,1.2568443,1.2978323,1.2364527,1.0163937,0.7760658,1.3370225,1.0851766,1.2080064,1.1498522,1.0259898,1.1810129,1.2818803,0.19427037,1.1426233,0.95860857,1.0735464,1.2516927,0.6608238,1.1026545,0.63466555,0.86424315,0.6487771,0.46793562,0.73108083,1.3376415,0.8679687,1.3388914,1.1529727,0.72682834,1.2662625,1.1106068,1.2892408,0.9369629,0.7206178,0.57362723,1.315037,1.346235,1.1891901,1.1369643,1.1078938,1.292164,0.8380207,0.938205,0.85416126,0.95524424,1.2975262,0.3905419,1.0697248
owl,0.8062446,0.94476986,1.0725775,1.1456444,1.1662188,1.0434575,1.0725108,1.1427455,1.0831653,1.026766,0.99806136,1.0720252,1.0106562,0.9277796,0.61659396,0.894222,1.140729,1.098076,1.024092,1.1771821,1.1773319,1.0925465,1.1146364,1.1634164,0.3565297,1.154551,1.0870676,1.1352732,0.82099265,1.0663868,1.0458103,0.99329776,0.98154813,0.8217672,1.1429794,0.89875877,0.8967812,1.0082848,0.9949021,1.1106011,1.1759294,1.1074443,0.89926153,0.9952407,0.9426984,0.9617069,1.0588491,1.1822398,0.7682692,1.038333,1.0479134,0.99213934,0.84963787,0.99042726,1.1308593,0.8672885,1.0892129,0.90413237,1.000263,0.87764853,1.0524975,0.8909755,1.0665481,1.0461949,0.8967017,1.1029661,0.9814934,1.111698,1.1457734,1.0321741,0.9886937,0.9945158,0.8746141,1.1256828,0.9669174,1.0387112,1.1157856,1.060982,1.0373268,1.0748439,0.8915516,1.1484116,1.1800556,0.98468983,1.0943248,0.85375464,0.9551589,0.9876337,1.0847968,1.0525568,0.0,0.829783,0.8799154,1.0088097,1.0637256,1.1521071,1.0353898,0.98376215,0.98505557,1.0998966,1.0790274,1.1050007,0.9455818,1.024725,0.88092494,0.9830018,1.0184866,1.0910674,0.91086435,1.0873281,0.9155107,0.99258304,0.88827026,0.7850414,0.8978441,1.0850043,1.055887,1.1627753,1.1620888,0.9101871,0.8047386,1.0223448,0.80736864,1.0297495,1.0891595,0.9371812,1.0472968,0.91487455,0.8863442,1.0747207,1.1007186,1.0609978,1.0607381,1.1770257,0.7919543,1.1406252,1.104353,0.870767,1.0679617,1.1274176,1.1062198,1.0525106,0.87967783
pajamas,0.7268029,1.1216731,1.350915,1.0173736,0.4587263,1.3117249,1.4074674,1.2877296,1.3302267,0.46792924,0.3119042,1.435982,0.47679418,0.27364475,1.2131617,0.37656623,0.8500453,1.1250956,1.4107759,1.3074307,0.8390982,1.2478038,1.1374488,1.3010055,1.0904527,1.3516536,1.2743272,1.3839935,0.64236104,0.9892001,1.0233516,1.4891572,1.3595065,0.5285497,1.1992041,1.0526211,1.2399004,0.36369675,1.0132856,1.5284594,0.6500504,1.5611879,1.295865,0.8124777,1.0778965,1.0921754,0.7170595,1.0675234,0.14032936,1.1659653,1.4467479,1.0450109,1.3332545,0.95973617,1.2212617,1.463977,1.4517595,1.1427476,0.96001,1.4858222,0.9248019,0.98946077,0.87802655,1.1225212,1.0109746,1.2529558,0.8833145,0.9653963,0.6904356,1.3475606,1.1903017,0.7973953,0.29499912,0.9864592,0.19664091,1.0774521,1.1727313,1.5147902,0.7517102,1.1265692,0.79707134,1.0373294,1.0391141,0.9156081,1.3476456,1.1520244,1.2155547,1.437741,1.3689144,0.6903989,0.829783,0.0,0.49875772,0.63221794,1.4521313,1.452145,1.1944443,1.3103404,0.8192378,0.81774294,1.4145303,1.2124169,1.3091254,1.0174961,0.9187594,1.5048358,1.3819267,0.8055148,1.2272412,0.65788794,0.84158766,1.2401118,0.15371948,1.1682485,0.39037228,1.1904179,0.9481865,0.89652824,0.5607482,1.4675996,0.79688704,1.5260869,1.0299939,0.86623704,1.3480175,1.2332867,1.3346335,0.66964823,0.2778728,0.4606325,1.5420294,1.2346808,1.0216088,1.0127398,1.0113851,1.3923624,0.8568505,0.7484398,0.9125097,1.2666487,1.3713495,0.66716796,1.0417768
pants,0.8721798,1.0088253,1.2949303,1.060794,0.7256186,1.3666452,1.2751386,1.2110394,1.3606447,0.6326773,0.8150093,0.9605371,0.495445,0.48373878,1.2212267,0.9601486,1.0597713,1.3349946,1.1896074,1.2361338,1.073276,1.218685,1.0234388,1.0178189,1.1782936,0.97488856,0.8639472,1.0199088,0.64287394,0.6177999,1.1054847,1.307466,1.0752313,0.5334586,0.9099611,1.0784793,1.2314749,0.6717342,1.1666244,1.2120246,0.93219787,1.2846773,1.2620822,0.96274877,1.2123992,1.2456014,0.49724245,0.93389696,0.42779464,0.961592,1.245124,1.0472004,1.077343,1.1133093,0.97133493,1.1015271,1.3554924,0.81028193,1.0257123,1.2817254,1.0996579,0.99349076,0.89529014,0.95778567,0.7729527,1.2078631,0.90488774,1.1505954,0.8459439,1.1160423,1.2202504,0.9378059,0.7616292,1.1661043,0.597158,0.7504957,0.78801805,1.1856605,0.93264246,1.2907891,0.8914848,1.0,1.0380415,0.91727424,1.1238703,0.95676017,0.9527244,1.1743696,1.2223582,0.58642125,0.8799154,0.49875772,0.0,1.1114037,1.1130289,1.1146331,1.0945855,1.3218551,0.8968132,1.0569156,1.3477348,1.2822218,1.279036,0.97216713,1.0933963,1.0657508,1.1792364,0.61578166,1.2177764,1.0516632,0.6004326,1.258032,0.5038142,1.1490229,0.28486502,0.88052106,0.9653269,0.80175173,0.89419794,1.1883183,0.8046757,1.2052085,0.89394987,1.0399307,1.2100626,1.1042068,0.9924508,1.0054833,0.5756681,0.74422777,1.4015653,0.9889291,0.922092,1.0792156,0.87358457,1.4876862,1.1947181,0.7691312,0.91558206,1.1141722,0.96917206,0.73409504,1.1315846
paper,0.60136336,1.2795353,1.2661707,1.0144274,0.7049756,1.0941776,1.3280184,1.2006185,1.0775244,0.6570101,0.4411865,1.5480286,0.74946475,0.6864093,0.92949545,0.3735385,0.55386454,0.39228106,1.3664249,1.1501458,0.3495462,1.206233,1.0321578,1.2966013,1.0336996,1.4124664,1.437978,1.5430877,0.9314828,1.2619804,0.9298471,1.4064465,1.3282156,0.9598549,1.2835318,0.99805117,1.1929893,0.63887966,0.9105118,1.4941332,0.54355955,1.4741176,1.0204948,0.75934607,0.89687055,0.7522206,1.0081737,1.1136125,0.7872103,1.2422218,1.4179056,0.8505872,1.3267674,0.71627045,1.4659685,1.405406,1.2779658,1.4581578,1.1321807,1.1676381,0.7859721,0.8578389,0.93381524,1.252936,1.4106362,1.0503484,0.98365605,0.8368214,0.88100666,1.4245622,0.8633463,0.7267395,0.6867856,0.6330823,0.6847449,1.2865603,1.2386496,1.4651582,0.7848517,0.9723356,0.968171,1.0229194,1.102319,1.0147938,1.4303896,1.3392107,1.36728,1.3734181,1.3318626,0.8778435,1.0088097,0.63221794,1.1114037,0.0,1.4532607,1.387451,1.2509027,0.9177677,1.0306774,0.74179417,1.2486501,1.0012131,0.91837174,1.1024532,0.9078561,1.5361991,1.390126,1.005337,0.971993,0.8022417,1.2009536,1.0412897,0.677865,1.1769788,0.9536131,1.3491952,0.88514394,0.9526377,0.51144844,1.4965093,0.8078424,1.4820089,1.3330449,0.8198421,1.3701131,1.2632275,1.414573,0.7127091,0.7207995,0.31277132,1.3716028,1.4255526,1.2421591,0.973733,1.2593362,0.86970276,0.28790367,0.9832805,0.9238943,1.262157,1.5531863,0.77644944,0.69343793
pen,1.2859765,0.8118704,0.9361701,1.1818788,1.2745914,0.97575617,0.6799432,0.9506055,0.78929305,1.2969097,1.4621329,0.34826005,1.3522015,1.3177688,0.9109439,1.4325647,1.1286391,0.9155663,0.44937015,0.91551065,1.2544556,1.0889395,0.90241694,0.6616355,0.92832935,0.5527657,0.6181565,0.4911337,1.2791653,0.785578,1.2497878,0.5305011,0.53227323,1.2715638,0.6831787,0.92932004,0.98675007,1.4628012,1.3062322,0.19968176,1.3317335,0.47802955,0.9974511,1.3099535,1.2134721,1.1372104,1.1276191,0.8969535,1.3336666,0.83377564,0.6980791,1.1525886,0.72470653,1.2076254,0.53709465,0.4722017,0.55800915,0.5865886,0.65739274,0.71872085,1.1835089,1.0896049,1.0650432,0.79691494,0.7701132,0.9042771,1.1737599,1.3614889,1.1753561,0.6017591,1.1727868,1.260216,1.3370129,1.2344759,1.3986771,0.49188733,0.7442992,0.38366997,1.4114816,1.212671,1.3165075,1.059047,0.9382005,1.3033032,0.520126,0.54722977,0.506695,0.5302152,0.89897454,1.3223326,1.0637256,1.4521313,1.1130289,1.4532607,0.0,0.09910959,1.0019195,1.0827175,0.9541797,1.3645846,0.5809086,1.0508865,1.0993689,1.150008,1.0665246,0.4819978,0.5552078,1.0723176,1.1101127,1.3199176,0.8142055,0.77744406,1.470406,0.8539787,1.2498177,0.76654637,1.1577806,1.0329403,1.4582243,0.45689464,1.1494358,0.46266896,0.6010979,1.3534544,0.4331888,0.99645334,0.6240755,1.2838949,1.4348638,1.4270885,0.6756383,0.6119698,0.70166004,0.7407915,0.70990205,0.9880122,1.3720613,1.021936,1.0352,0.6576358,0.40612173,1.3071134,1.1872321
pencil,1.2330592,0.86396664,0.9651131,1.1293256,1.2076116,0.969119,0.75691944,0.8929682,0.7589061,1.2502277,1.4285086,0.43697822,1.2965547,1.2881701,0.96693647,1.3896978,1.0518161,0.85869193,0.60469437,0.8551848,1.12347,1.0468605,0.8489095,0.6761955,0.9538217,0.59027123,0.652774,0.5784682,1.2976487,0.7591064,1.2141643,0.64118934,0.59658813,1.2523092,0.6701652,0.91863024,0.99089456,1.4200964,1.2531698,0.296557,1.2430414,0.56570023,1.0374111,1.2857866,1.1801206,1.1185825,1.0954285,0.7970401,1.3532733,0.87231636,0.7539351,1.1383538,0.8002145,1.19699,0.6004446,0.5300642,0.6511098,0.6225074,0.6991001,0.7187319,1.153862,1.0583371,1.0688869,0.8584819,0.8173926,0.82482135,1.1929458,1.300312,1.1238751,0.6888299,1.1217606,1.2485781,1.3405278,1.1595768,1.3934722,0.48690587,0.72873044,0.49217927,1.3337662,1.1640491,1.2669687,1.0401388,0.97500396,1.2647063,0.6411383,0.6212474,0.60330486,0.6456916,0.9105173,1.2568443,1.1521071,1.452145,1.1146331,1.387451,0.09910959,0.0,0.9599649,1.0479796,0.91464025,1.3000431,0.6466235,1.0056753,1.0869263,1.1152027,0.9704162,0.56085825,0.68881196,1.0516832,1.1022633,1.3247936,0.81019306,0.75864905,1.4685978,0.8837151,1.2689054,0.6991727,1.179695,0.9478907,1.4144642,0.52260906,1.1342648,0.54931307,0.66821253,1.2975752,0.4828683,1.0074885,0.7127036,1.2369188,1.4196295,1.3547208,0.65519685,0.67800283,0.76058394,0.73138237,0.7735307,0.927796,1.2977139,1.0142523,1.0413947,0.63479424,0.5083202,1.2892275,1.193053
pickle,1.1272686,0.86519945,0.4869662,0.5175743,1.0102407,0.81548774,0.88875234,0.4308319,1.2025179,1.2766471,1.3196107,0.9961852,1.2735779,1.0011364,1.0064441,1.3128204,1.2268633,1.274337,1.1380701,0.9480872,1.2945954,0.41293812,0.974312,1.1514122,1.0937183,1.182438,1.1422663,0.72179323,1.0146796,1.2730852,0.7284293,1.1372288,1.2685161,1.150684,0.95481116,1.0921884,0.82344306,1.2335663,0.67615813,0.9574322,1.3702341,0.9936994,1.0606284,0.9331236,0.7806745,0.9771847,1.2920647,1.1244675,1.2452309,0.7315009,0.6603819,1.0644599,0.8226101,1.0683193,0.6465549,0.9389191,1.0654563,0.7918219,0.9784353,0.8865777,1.1698962,1.0071713,1.1746539,0.8262938,0.76646423,0.50333303,0.98623234,0.66097325,0.6923856,0.9822231,1.0296489,1.1040165,1.187124,1.1480582,1.0926366,0.9207827,1.2037321,1.1000746,0.93831104,0.7122233,0.9088398,1.0174602,0.79179394,0.71511495,0.86626494,1.0849789,0.9495957,0.94136345,0.6210516,1.2978323,1.0353898,1.1944443,1.0945855,1.2509027,1.0019195,0.9599649,0.0,1.0200359,1.0649499,0.8607304,1.0634105,0.89228135,1.0338417,0.71146137,1.0665761,0.9830667,0.9081956,1.3400767,0.97974014,0.78601056,0.92029184,0.95469916,1.1740305,0.9976152,1.0959698,0.80060285,1.1876037,1.1511886,1.2474812,0.8759854,1.1218152,0.91764027,1.0860579,0.9846836,0.75937283,0.6601795,0.83331686,1.1982152,1.1883923,1.3522717,0.8350613,0.70666367,0.73991203,0.803551,1.113164,1.0124815,1.1343821,1.1790168,1.106353,1.2461685,0.75364065,1.3216379,1.1802579
pig,0.8220004,0.9702828,0.9771716,1.1474166,1.2130827,0.8648007,0.93628657,1.100015,0.8038015,1.2656579,1.1659827,1.09869,1.2452683,1.2717257,0.7367027,1.0502081,1.0552711,0.833675,1.0369712,1.0588264,1.0485345,1.035195,1.0541704,1.057955,0.79281163,1.0941917,1.1273088,1.0241201,1.0214192,1.1493609,1.0993711,0.88178533,1.0499891,1.1839682,1.1052331,0.99674886,0.7863051,1.1881696,1.0935673,1.0347643,1.1487306,0.99640554,0.44187474,1.1724083,0.6097068,0.6574044,1.2886833,1.0942017,1.2983279,1.0378926,0.97056395,0.68358964,0.95781785,0.90017456,1.0492457,0.9807295,0.88712525,1.112461,1.1185377,0.6572931,1.0697479,0.789359,1.1831149,1.0762666,1.128427,1.0539137,1.1046692,1.0766712,1.1402564,0.98695475,0.14732528,1.0913646,1.2041451,0.97682726,1.2757046,1.2616571,1.0733879,0.9912234,1.1528403,1.0076313,0.941629,1.0114229,1.0761971,1.1686373,1.0357931,1.0826882,1.0164827,0.99245036,1.0160421,1.2364527,0.98376215,1.3103404,1.3218551,0.9177677,1.0827175,1.0479796,1.0200359,0.0,1.0596108,1.1244754,0.8699579,1.0166156,0.14403462,0.89851546,0.9676477,1.0611101,1.0527077,1.2338442,0.30935842,1.1131594,1.2135863,0.8316045,1.2893085,0.98035866,1.2934544,1.1682703,1.0036426,1.2770479,1.1116462,0.9699424,1.070988,0.99946505,1.1621704,1.1356741,1.0514605,0.9660702,1.0925833,1.0571114,1.2245585,1.157112,0.8542052,1.0094359,1.1382582,1.1574812,1.0868945,0.65953434,1.0154078,1.1036036,1.1118181,0.9444014,1.0939385,1.2198442,0.6023745
pillow,0.80431044,1.0464537,1.2186487,1.08303,0.98280764,1.0037457,1.033306,1.1590927,0.7807069,0.9170576,0.65040755,0.97488844,0.8320199,0.7986211,1.057854,0.5390993,0.9222945,0.9713124,1.0830358,0.9557627,0.9621952,1.08569,1.1189606,0.87686217,0.889195,0.8272598,0.939696,1.0809479,0.9449892,0.6325101,1.0690844,1.0268579,1.043355,1.0051682,0.97748077,0.98332477,0.9102801,0.71643794,1.0941786,1.0811992,0.79489625,1.0407026,1.0767118,1.1073142,0.85973346,1.0064619,0.9428778,0.87925434,0.86435676,1.1987258,1.1519818,1.0483527,1.1112373,1.0674219,1.1065873,0.9141605,0.9838926,0.8829349,1.0321788,0.9550284,1.0319742,0.920639,1.1127857,1.0954021,0.6596274,1.0692215,1.1157422,1.1265664,1.1553969,0.95493233,1.026696,1.0667654,0.97984993,1.0809025,0.829803,1.0789837,0.88795096,1.0108482,1.1962638,1.1214327,0.6945571,0.9613184,1.1756084,1.1551272,1.1905594,0.49153852,1.0549905,1.0724238,1.1825058,1.0163937,0.98505557,0.8192378,0.8968132,1.0306774,0.9541797,0.91464025,1.0649499,1.0596108,0.0,1.1330407,0.9398309,1.0261769,1.0369362,1.0346304,0.59113276,1.0252079,1.162017,0.8745079,1.1151165,1.0197006,0.8557972,1.1348716,0.94957215,0.9834158,0.9189283,0.9135438,1.1931616,0.96304584,1.0308368,0.93935305,0.9093353,1.0042367,0.7546887,1.1693432,1.0147486,1.1202521,1.0903919,0.9511037,1.0112537,0.92847955,0.96502,1.155244,1.1590284,1.0728356,0.45502222,1.0313901,1.0824101,1.0305569,1.0925359,0.9055308,1.0933415,1.0423684,1.0813031
pizza,0.9503327,1.175935,0.92467505,0.6039956,0.9039925,1.0140892,1.2198043,0.79351974,1.1207428,0.872174,0.87375015,1.3319814,0.94919795,0.836462,1.074874,0.8429088,0.94053406,1.0212237,1.2895851,0.6262574,0.8748978,0.66176736,1.0293968,1.254637,1.1285985,1.3373952,1.2898484,1.2907517,0.9399613,1.3226663,0.49265802,1.3133665,1.3113565,1.0023935,1.232278,1.2047442,0.9827953,0.9328609,0.46567,1.352849,0.9472244,1.2200739,1.1782153,0.64506763,0.9897283,1.0389775,0.9906986,1.0326599,0.8267804,1.1201973,1.0798483,1.1042441,1.204881,1.0236338,1.2614313,1.2550597,1.1835964,1.272489,0.97535986,1.1324735,0.9874881,1.1486516,0.89065826,1.1976298,1.193975,0.8650464,1.0322039,0.6212616,0.8096682,1.3157978,1.1047697,0.8917507,0.9950607,0.8513419,0.8584557,1.1405902,1.1844863,1.3753293,0.44301665,0.7046474,0.9085264,1.0072657,1.0393246,0.4567188,1.2535768,1.3059535,1.3309026,1.3146421,0.9647489,0.7760658,1.0998966,0.81774294,1.0569156,0.74179417,1.3645846,1.3000431,0.8607304,1.1244754,1.1330407,0.0,1.1573752,0.51283807,1.1922109,0.9776466,0.93062896,1.2824727,1.1913707,1.0353758,0.9533917,0.7123167,1.0468844,1.0934967,0.8806329,1.0580381,0.9608148,0.96738935,0.8745886,0.7750172,0.9376014,1.244299,0.9141588,1.2581325,1.3443614,0.30196,1.0381927,0.8666452,1.2183064,0.9914359,0.8986376,0.86298287,1.0441757,1.2197676,1.1199093,0.97101253,1.3092898,1.0826905,0.6408126,1.0394047,0.89298207,1.2593013,1.268359,0.8956368,1.1529368
