,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
rooster,0.9054706,1.087657,1.0692621,0.853188,1.0925758,0.9112966,0.92089397,1.0149614,1.0124685,1.1681855,1.2394493,1.0873708,1.0803263,1.1110632,0.6039136,1.1759686,1.0704291,0.98527485,1.0433594,1.0772582,1.0349916,1.0371639,0.97941864,0.605813,0.97556955,1.0453943,1.0459158,0.96953696,1.0605365,0.96748364,0.9030194,1.1021763,1.1161795,0.9678205,1.0029297,0.8050328,1.21621,1.0141535,1.0741125,1.171291,0.9844825,1.0160359,0.95923394,0.9658738,0.9195921,0.99426436,1.1154323,0.8949685,1.1260899,0.8967806,1.1215597,1.1530659,0.9404887,0.8970115,1.0201143,0.95099115,0.86448026,1.0723644,1.1247685,1.0182564,0.89068794,0.9866139,1.0523417,1.0306451,1.0592487,1.1845281,0.83420277,1.1114627,0.9393606,1.1742487,0.9898886,0.9846229,0.9608613,0.9481193,1.0076256,0.9595608,0.982765,1.1026404,0.826464,1.1493706,1.0597,1.0984539,0.88172615,1.0007905,1.048897,0.93007505,1.1488616,1.0834963,1.0606852,0.9734014,0.98460037,1.020879,0.9883707,1.0807644,0.9716565,0.8100753,1.0210226,1.0684412,1.1001283,0.9802274,1.044178,1.0625327,0.0,1.0517792,0.93584657,1.1538975,0.8491593,1.1160345,1.0030781,1.0619099,1.1075197,1.2331278,1.01931,1.0341452,1.0451988,0.9353328,1.0229337,0.96692765,1.0764288,1.08415,1.1231378,1.1254982,1.0226139,1.1373371,1.0838114,1.0368958,1.0055237,0.97681075,1.1050673,0.99885523,0.9808926,1.0254458,0.9166908,1.098423,0.99027133
scarf,0.8050917,1.0289757,1.2391188,1.0399852,0.9049331,0.9808283,1.0630163,1.137454,1.1097,0.91027474,0.67546695,1.1889019,0.97744924,0.53549826,1.1556418,0.45723224,0.8600042,0.9707191,1.225244,1.3328413,0.96534747,1.1090457,1.2321655,1.0911592,1.226843,1.0431199,1.0710148,0.98158896,1.1454583,1.0216054,1.2541006,0.9064551,0.64912623,1.194642,1.0120893,0.91953087,0.71852136,0.5188384,1.2702705,0.8674193,1.2016371,0.98526645,0.64287996,0.8009024,1.0733788,1.1308856,0.7412233,1.2409072,0.90901953,1.2212418,0.94002545,1.1734788,1.1553094,1.1466057,1.1385012,1.2107038,1.0317538,1.1255746,1.1207855,0.87072337,0.88110936,1.11992,1.0315881,1.1411383,1.0246599,1.1543092,0.9732296,0.4868123,1.1513907,0.86650187,1.3141127,0.9994147,1.3435224,1.0777626,0.98328424,0.45093095,1.0910542,0.9391289,0.98635834,1.2227657,1.1137588,1.020852,1.1080092,1.1348904,1.0400119,0.7152585,0.62617356,0.8361212,0.8325329,0.29794168,1.259119,1.2502894,0.9977473,0.9409747,1.1132729,1.069867,1.239656,1.2104623,0.97450966,1.2668573,1.0690678,0.9769363,1.0517792,0.0,1.2004117,0.7981319,1.1874405,0.94094956,1.2336127,0.9327811,1.1848763,0.8653659,1.3116018,1.1489396,1.1321282,1.103081,1.3225632,1.0695899,1.1612307,0.915626,0.65053314,0.8180725,1.2816279,1.1868105,1.1673057,1.0638679,1.0793961,1.0828174,0.8495083,1.0472462,1.1726724,1.0541575,1.2153046,1.2300358,0.9812061
scissors,0.84818554,1.0570387,1.0523335,0.8148366,1.2342012,0.8537408,0.85146135,0.74038434,0.88949126,1.1203974,1.2952875,1.1516132,1.2895871,1.0600418,0.82706195,1.2811265,1.1177645,0.76332176,0.9344323,1.0155487,0.8475238,0.93249154,0.8705523,0.87773436,0.9737386,0.9357654,0.98244673,1.2826805,1.1512916,0.8582103,0.861314,1.2253289,1.2422712,0.7870541,1.1395259,0.82557106,1.2926399,1.0988936,0.9480063,0.984363,0.83467025,0.8890979,1.1485314,0.9454369,1.1884576,1.0920796,1.1902217,0.7422083,1.2657014,1.0288872,1.065229,1.1830683,1.017048,0.9093239,0.96006835,0.95524716,0.745754,0.95320725,1.153363,1.115438,1.1305077,0.6307956,1.2055354,0.92649174,1.0967628,1.1884995,0.8607662,1.2573007,0.77503026,1.2723475,1.0310241,1.099008,0.9840114,0.93671834,0.93776,1.1282375,0.9700133,0.98883235,0.9900594,1.1763985,0.947319,1.0558581,1.0629977,0.8214036,1.0916259,1.1530529,1.1668904,1.2081876,0.8604284,1.1326735,0.96483463,0.94988096,0.93337554,1.1011105,1.0777522,0.99796826,0.61960334,1.0865942,1.052673,0.9101047,1.1591597,1.1337658,0.93584657,1.2004117,0.0,1.2704284,0.5758283,1.3112996,0.8376164,1.2320656,1.0340482,1.0616708,0.7992461,0.9744879,0.9973037,0.9194595,0.268148,0.7391861,0.6004449,1.1242733,1.2752446,1.0732932,0.70902395,1.1843551,0.9980973,0.8000462,0.9764393,0.71581876,0.814163,1.2038345,1.0102082,0.9183003,0.8565533,1.0550693,1.1383766
shirt,1.1128037,1.0008489,1.4096854,1.2272118,0.5217504,1.1936524,1.1644187,1.4175377,1.3292828,0.55780756,0.39043677,1.2891198,0.71120334,0.54930246,1.266759,0.47120416,0.63948065,1.1276857,1.4486971,1.5003023,0.9546181,1.3551102,1.3768864,1.1402956,1.3119447,1.1012882,0.8233028,0.744249,0.9338329,1.0552099,1.3637605,0.6599772,0.5529088,1.2785435,0.8354758,1.1708664,0.37633997,0.89866066,1.4562242,0.75725454,1.4090769,0.88965786,0.82318145,1.1110373,0.84348035,0.89643925,0.40632188,1.3988602,0.4797423,1.158597,0.7728606,1.1239725,1.3084877,1.3782059,1.133285,1.2452357,1.289657,0.90660316,1.0613698,1.2204611,1.0063663,1.2833619,0.6552206,1.1493247,0.77637845,1.2123682,1.06731,0.4424634,1.302832,0.290111,1.247809,0.82865214,1.4141431,1.0733826,1.028583,0.882612,0.9511516,0.95871985,1.2031561,1.2747378,1.2380106,0.9047604,1.2944386,1.3003205,0.77483034,0.8483571,0.44998407,0.42484605,0.7963364,0.81268,1.4075751,1.3727483,1.4208567,1.0058887,1.2510368,1.177268,1.3840008,1.3810167,0.8984736,1.3793693,0.74120957,0.73718506,1.1538975,0.7981319,1.2704284,0.0,1.2299225,0.5534328,1.3595102,0.7699917,0.925284,0.59827405,1.5105,1.3770778,1.1043706,1.0449805,1.4276516,1.1390245,1.2546962,0.60695446,0.33841836,0.5333727,1.5408697,1.1483727,1.2515252,1.0543957,1.131748,1.4002318,0.839373,0.6360929,1.2424874,0.9541225,1.157921,1.3090693,0.68562305
shoe,0.8744956,1.0005828,0.9949835,0.82253116,1.2433534,0.82251513,0.83496636,0.8383707,0.87425184,1.1558673,1.2145029,1.0560703,1.2039893,1.1130531,0.8039397,1.18472,1.1180954,0.86415994,0.90642357,0.9623591,1.0243229,1.0020068,0.8603748,0.8393386,0.96513474,0.7979499,1.0593058,1.2043092,1.090999,1.0295886,0.77310693,1.2281476,1.2272508,0.9162203,1.1006653,0.68785805,1.2241143,1.088036,0.9211706,1.0968257,0.82523537,1.0968475,1.1001483,1.0172715,1.2099023,1.1964055,1.1979958,0.766823,1.1232845,0.945811,1.0808275,1.1808844,0.93885934,0.8037041,0.9234351,0.9204655,0.8070533,0.9956897,1.1951813,1.0163198,1.0345623,0.6909369,1.1884897,0.97533923,1.1765894,1.0416217,0.9485408,1.218338,0.81110644,1.2429652,0.996009,1.1417797,0.9017118,1.0087773,1.0717309,1.1825418,0.97696257,1.0873861,0.9633933,1.1155066,0.8781485,1.0968966,0.80887324,0.90640175,1.0910659,1.0569763,1.1769614,1.1050776,1.0063082,1.1182507,0.8782517,0.87874633,1.0000424,0.99693656,1.1340085,0.92261565,0.7504841,1.0246618,0.8578172,0.7681278,1.2086459,0.9626554,0.8491593,1.1874405,0.5758283,1.2299225,0.0,1.1969434,0.92431283,1.1980798,1.0727721,1.1103587,0.67709863,0.95730305,0.9614589,1.0260394,0.6775496,0.9531329,0.70518285,1.0409627,1.2344673,1.1564426,0.7408168,1.1054853,1.0187496,0.9882942,0.92207354,0.74472034,0.9718032,1.1003805,0.8675711,1.0545818,0.8747417,0.99324745,1.2080188
shorts,1.2541274,0.7442752,1.0387523,1.2062092,0.7647024,1.2363964,1.2382425,1.16009,1.1473765,1.059656,0.8199117,0.97797316,0.6877959,0.97317547,1.2321314,0.83916694,0.9438808,1.2466388,1.2354395,1.1746745,1.163212,1.1431985,1.1368706,1.1243128,1.0672262,1.2110893,0.83436203,0.84643877,0.6890696,1.150527,1.2543724,0.85129255,0.7268086,1.2495941,0.8919504,1.033487,0.7239824,1.1176968,1.113951,1.0690675,1.3122513,1.0548177,1.0090884,1.1195201,0.7059169,0.85234565,0.56317365,1.2957793,0.6831252,0.82631505,1.0756333,0.8359127,1.0048727,1.2080632,0.93546224,0.9908769,1.2900565,1.0255716,0.8842917,0.81792665,1.0918125,1.1998628,0.80611515,1.1599591,0.7729615,0.95902234,1.0986384,0.8322402,1.2214546,0.4798215,1.0105959,0.82697,1.1781119,1.0242995,1.0203955,0.97132975,0.9193944,1.0048474,1.1161249,1.0730454,0.9256509,0.9259602,1.0488715,1.2711382,0.9179532,0.97013617,0.6922513,0.44730854,1.158827,0.9717437,1.1118321,1.134791,1.1554512,0.7867135,0.8858559,0.9795685,1.3747809,1.0227371,0.767499,1.0850859,0.82278794,0.8824804,1.1160345,0.94094956,1.3112996,0.5534328,1.1969434,0.0,0.9535379,0.81036395,0.9392791,1.0710498,1.18675,1.2530494,0.7400328,1.1624997,1.3201194,1.2318064,1.1683908,0.902962,0.65410167,0.96898955,1.3651273,0.8257987,0.90763474,0.96254504,0.8309994,1.3559532,1.2056425,0.7687235,0.91730434,1.0934356,1.101821,0.9848158,0.9182745
shovel,1.1154827,0.9128802,0.6410787,0.93808174,1.2420183,1.1303916,1.081478,0.79212904,0.8134967,1.3617496,1.3815153,0.6725563,1.040317,1.4310119,0.8597201,1.4460986,1.2551928,1.1281296,0.6027934,0.5679592,1.21114,0.88666683,0.6513454,0.9329635,0.6967421,1.070347,1.1021082,1.1069206,0.6649479,1.0665476,0.8152029,1.1885712,1.199961,0.84053487,1.0787253,1.0093518,1.2977729,1.3138655,0.61256295,1.2175684,0.6888359,1.1789321,1.1726867,0.9954612,0.86617345,1.008345,1.2752222,0.8499782,1.1855026,0.7400662,1.2266552,0.8299922,0.798513,0.7611251,0.9290917,0.7439414,0.985245,0.96915966,0.9052646,0.7356049,1.1085334,1.0207801,1.1572349,1.0264934,1.103511,0.7892227,1.1256809,1.3149714,0.7699945,1.2856115,0.63609815,0.93170965,0.5811324,1.1744055,1.0171757,1.1802044,0.8897834,1.1207731,1.0152721,0.7556622,0.78003716,0.92635894,0.86566865,0.9531434,1.093721,1.1329454,1.3439568,1.1468441,1.3938601,1.2328055,0.63897127,0.6454841,0.8518747,0.9496014,0.8398365,0.8605279,0.8186111,0.6507611,0.90223426,0.7794397,0.97764933,1.1459266,1.0030781,1.2336127,0.8376164,1.3595102,0.92431283,0.9535379,0.0,1.1754366,0.9673299,1.2856122,0.63957787,0.77357376,0.8098728,1.0372227,0.60616654,0.89967626,0.91980845,1.1921296,1.2738866,1.3399923,0.71390486,0.8153128,0.84322345,0.94192255,0.797868,0.9325281,1.2926424,1.137866,0.8851366,1.0408376,0.59634584,0.68675506,1.1488906
shower,1.1614375,1.1421027,1.2554674,1.2248012,0.75716454,1.1751232,1.1329511,1.2126919,1.1359643,0.7210754,0.6885998,1.0761211,0.4921584,0.9902753,1.1898029,0.83567387,0.80332327,1.2071817,1.1857585,1.1883557,0.9554184,1.2025957,1.1622972,1.231932,0.9894577,1.0855701,0.9391513,0.77321947,0.78455013,1.1271282,1.2138914,0.58074456,0.92313796,1.0421689,0.7709935,1.1637164,0.6700257,1.1208034,1.1965445,0.8141475,1.2900194,0.8938484,0.9702066,1.2512492,0.39362252,0.5696956,0.89345706,1.2135656,0.8022569,0.9894739,0.9706989,1.0537726,1.1026374,1.2595943,1.1313434,1.053734,1.2457404,0.95452195,1.0740541,1.2587402,0.973592,1.2923694,0.84725386,1.1470716,1.0282134,1.1304133,1.1307882,0.9749607,1.2262582,0.6808839,0.93625677,0.54860115,1.0925533,1.1132501,0.9814894,1.0147221,0.9386607,1.0322239,1.1927258,1.084394,1.1712835,1.1215575,1.0079713,1.1368121,0.49218702,0.992168,0.94437826,0.789691,1.024374,0.9965214,1.1611505,1.1413085,1.1478561,1.0765406,1.0727733,0.9919086,1.215817,1.248983,0.9439293,0.9811524,0.47070962,0.925753,1.0619099,0.9327811,1.2320656,0.7699917,1.1980798,0.81036395,1.1754366,0.0,0.718293,0.85843545,1.2231389,1.1580429,1.0390027,1.0970666,1.2684438,1.0792646,1.1846402,0.78524303,0.8596622,0.79003406,1.2626119,1.0667775,1.1451213,1.195801,1.1088679,1.3225907,1.0417696,0.87319344,1.1658905,0.89352226,0.9095093,1.1404811,0.6714325
sink,1.0647478,1.2251573,1.3357756,1.3049021,0.7734369,1.2660909,1.1703393,1.0925002,0.9019698,0.56986713,0.74280614,0.9387931,0.43838406,0.9987796,1.1811595,0.8685985,0.8402524,0.98211235,1.169095,0.9625401,0.6943303,1.2669488,0.9759571,1.1259956,0.7891738,0.9809412,0.845533,0.8416145,0.58737254,1.0864851,1.2311189,0.83384067,0.95609903,0.99840164,0.7317021,1.2031438,0.8031491,1.231688,1.007774,0.6471634,1.1370326,0.9424667,1.1390308,1.2448473,0.64848256,0.43397784,1.1257833,1.2982125,0.9048771,0.9083802,1.1200285,1.1386722,0.875102,1.2225561,0.9737696,0.74039626,1.165405,1.03328,1.1362371,1.0747385,1.1481858,1.1586691,1.0918157,1.1503,0.9991088,1.1211692,1.1484252,0.9991547,1.1766344,0.73310053,0.7339282,0.60447,0.9305966,1.1991057,0.9801282,1.0966034,0.9481058,1.1562552,1.3184456,1.1166883,0.8260813,1.169736,1.1642661,1.2711031,0.47800678,1.221583,1.0204529,0.94595915,0.9791501,1.1090643,0.89262736,0.87155217,1.2114209,0.8156247,1.1424185,1.0639051,0.94586104,1.362514,0.8383664,0.8406007,0.53937346,0.81757677,1.1075197,1.1848763,1.0340482,0.925284,1.0727721,0.9392791,0.9673299,0.718293,0.0,0.7161087,1.0944034,1.0527297,0.80835,1.0106019,1.0189928,0.9867378,1.063746,0.7579162,0.8702358,0.75376064,1.1569245,1.1631111,1.1751099,0.9711717,0.90823716,1.2240173,0.9206517,0.97307414,1.052201,0.91139895,0.80498564,1.1877332,0.8052
slide,1.0614367,1.0937241,1.3886681,1.187317,0.62700087,1.085873,1.0039034,1.3977883,1.1159272,0.16361868,0.3445784,1.3045638,0.69063604,0.50969195,1.237248,0.45999515,0.56823045,0.8819012,1.3195394,1.3675933,0.6781255,1.3743066,1.1931247,1.1855174,1.1733997,0.860616,0.9854905,0.9119833,0.94442207,1.0385283,1.3052292,0.8032625,0.8063357,1.2035568,0.9036156,1.3043503,0.44865298,0.85267663,1.4104388,0.31818938,1.2219232,0.8235973,0.8900454,0.923125,1.0089464,0.85355467,0.73923355,1.169279,0.69081604,1.3272036,0.8932472,1.2501086,1.3343409,1.331197,1.1055654,1.2653575,1.2487532,0.9509357,1.3066126,1.3293548,0.9738602,1.0465397,0.98891926,1.1682312,0.8744929,1.3154969,1.0695846,0.64889157,1.2173557,0.55804026,1.2026503,0.7296379,1.3286852,1.1695433,0.9813023,0.8886223,0.94623774,1.0419716,1.2713141,1.2599367,1.1727912,1.2045224,1.2969409,1.1514817,0.690202,1.0085825,0.5658591,0.772662,0.5523476,0.90623236,1.3563268,1.2941885,1.3211535,1.1048454,1.4390433,1.309021,1.1133658,1.3794608,0.94963896,1.3405248,0.81969476,0.79039264,1.2331278,0.8653659,1.0616708,0.59827405,1.1103587,1.0710498,1.2856122,0.85843545,0.7161087,0.0,1.458739,1.2476109,1.1643062,1.0224762,1.2443621,0.9085356,1.2073584,0.49019122,0.59006774,0.37779814,1.3304001,1.2545073,1.3754809,0.8758372,1.2059081,0.98077023,0.49961382,0.9756131,1.2496156,0.7103938,0.9547957,1.4247636,0.73018104
slipper,0.9132366,0.7855495,0.40376163,0.9168933,1.3989578,0.9978434,0.99314255,0.3735683,0.75122994,1.4740397,1.565115,0.33899748,1.3554844,1.5558797,0.80390793,1.5603611,1.3115363,1.0400153,0.34567785,0.2130478,1.3558478,0.7419647,0.7030135,0.963067,0.7117598,1.1291096,1.2047907,1.1518034,1.0127476,1.1984814,0.58667195,1.4294128,1.3456244,0.8621693,1.2463783,0.93585426,1.5301721,1.3416544,0.16787964,1.5058093,0.59900403,1.3591741,1.3743931,1.221816,1.2585242,1.3048406,1.4271512,0.61886805,1.3002578,0.71711993,1.1854925,0.54350525,0.5098693,0.5618907,0.81583023,0.6774306,0.74626994,1.0935555,0.646059,0.7682331,1.0266368,0.8587504,1.1568341,1.064533,1.2248553,0.4478371,1.0758291,1.4574765,0.8637546,1.5147527,0.36996233,1.3750205,0.3654757,1.0274352,1.1764966,1.4198453,1.2637497,0.9315229,1.0544304,0.25701988,0.65974665,0.8634054,0.6540311,0.8292644,1.3584685,1.182941,1.4867513,1.3116634,1.339263,1.3289293,0.25277472,0.2846837,0.70980144,0.9887014,0.63075876,0.9447156,0.69758916,0.4743874,1.260973,0.59478587,1.3006209,1.2318045,1.01931,1.3116018,0.7992461,1.5105,0.67709863,1.18675,0.63957787,1.2231389,1.0944034,1.458739,0.0,0.39924848,0.8055331,1.1537501,0.49262667,1.142192,0.6223147,1.5087161,1.5292964,1.5317351,0.28069162,0.48165345,0.4980662,1.0961716,0.7112776,0.84884423,1.3714974,1.2894087,0.77617085,1.2437892,1.0433611,0.23027635,1.3837055
soap,0.8657032,0.97722006,0.60302126,0.9915882,1.3106096,0.98310655,0.9717984,0.6698604,0.6569285,1.3225408,1.3561908,0.31600344,1.3103459,1.3574817,0.8623378,1.356634,1.2521417,0.86865354,0.23400104,0.42202199,1.1642728,0.95989496,0.6989176,0.94078547,0.58998406,1.0065879,1.2547082,1.1207155,0.93323857,1.1714579,0.5754697,1.2041225,1.2396138,0.9488412,1.2015021,1.1277541,1.3227971,1.1827612,0.27992976,1.2443722,0.57909614,1.2976985,1.263506,1.1078808,1.162231,1.2760229,1.2794254,0.78060913,1.3226128,0.9332288,1.0974195,0.8092348,0.7047119,0.51433504,0.9295002,0.7891988,0.82993853,1.072967,0.8099738,0.95541435,1.0158963,1.0375073,1.1666789,1.0816996,1.314369,0.5529088,0.99458414,1.2152525,0.8937999,1.3582015,0.5703055,1.2831738,0.36955357,1.040564,1.1170896,1.2957194,1.2213293,1.0401969,1.1393061,0.3539555,0.7820191,0.9550043,0.80547667,0.9529521,1.2377043,1.1387024,1.3479519,1.301321,1.1309775,1.2346268,0.41066247,0.37473476,0.93526655,0.9457045,0.8726505,0.9187581,0.8326538,0.62811756,1.1950638,0.64409864,1.2186192,1.252928,1.0341452,1.1489396,0.9744879,1.3770778,0.95730305,1.2530494,0.77357376,1.1580429,1.0527297,1.2476109,0.39924848,0.0,0.97600037,1.1235338,0.7256015,1.1481221,0.82696146,1.3945687,1.3416965,1.3525181,0.5002578,0.806633,0.8575962,1.1007693,0.7629076,0.7726724,1.2003232,1.2421746,0.85254985,1.1523786,0.8917101,0.47456104,1.1852651
sock,1.1083483,0.7996399,0.90433633,0.9039589,0.8202163,1.1559601,1.0742348,0.99625945,0.9455538,1.0855453,1.1171108,0.7917172,1.0241115,1.19102,1.1040233,1.0335975,1.228905,1.1062672,0.97455335,0.86347777,1.1131932,0.9468787,0.9076227,1.0571425,0.72669315,1.2620988,1.0176759,0.9415418,0.7048114,1.1433825,1.0130663,1.2055011,1.0794863,1.0071045,1.2003535,1.0515488,1.1184056,1.0207698,0.8594699,1.1686178,1.0124582,1.1759136,1.1245633,0.9839511,0.95270574,0.8711073,1.1414127,0.97454756,0.9555612,0.8709743,1.2184772,0.670871,0.8618038,1.0619642,0.22737592,0.69470173,1.167254,1.1519876,0.95721585,0.6691356,1.0769848,1.057088,1.0845135,1.0116577,0.78564215,0.94373953,1.1323557,1.1182407,1.020495,1.0337744,0.6700013,0.97887266,0.80194485,1.1210072,0.9267442,1.033745,1.0309737,1.0224621,1.0594413,0.944864,0.49981028,0.8943984,0.9984901,0.98444337,1.1379969,1.0679189,1.0058516,0.9691344,1.2525456,1.1853707,0.8077991,0.8066836,0.8340864,0.6291111,0.9068531,0.9984412,0.9896476,0.90643966,0.9247814,0.8647307,1.0237848,0.96466005,1.0451988,1.1321282,0.9973037,1.1043706,0.9614589,0.7400328,0.8098728,1.0390027,0.80835,1.1643062,0.8055331,0.97600037,0.0,1.04105,0.8782083,1.1002098,1.097219,1.2106955,1.0900985,1.2794924,1.0824356,0.6635594,0.73420644,0.7913246,0.46166813,1.2324532,1.2807769,1.0725763,1.0488774,1.0508091,0.92234725,0.82219034,1.160939
soup,1.1071111,1.222909,1.1397588,0.9386786,0.9703307,1.0904952,1.041717,1.1402386,1.0818292,0.9553851,1.0405893,1.1871985,1.087362,0.9254977,0.98826885,0.9987855,0.89972365,1.0670538,1.1760498,1.0688714,0.97233,0.78359604,1.1324289,1.0250992,1.1260698,1.1453665,0.8869579,1.024131,1.1597526,0.43159693,1.0762175,0.9639557,1.0809646,0.30396843,0.9861575,0.87575394,1.0456471,0.7239475,1.2468492,1.0144886,0.9937581,0.6068839,1.0047306,1.0042204,1.0660583,0.94165635,1.0839822,0.9754946,1.095616,1.0082659,1.0858964,1.156562,1.0744245,1.1700362,1.0440303,1.0758946,1.1704671,0.7864871,1.1406051,1.0636922,1.0633276,0.9036025,1.1084278,0.59082556,0.8798015,1.245199,1.1159831,1.048108,0.89086866,1.0823481,1.1321741,1.0212187,1.1419077,0.93648314,0.98219943,0.88460904,0.90722215,1.0489167,0.68810993,1.1806841,1.0693952,0.9798777,1.1538088,0.9203127,1.0339509,1.047111,1.0025579,1.1047989,0.9908259,0.9705979,1.2024516,1.1967846,0.8432615,1.0335947,0.8332308,1.0155495,0.58517855,1.0956165,1.119193,1.1753254,1.0435256,1.0214633,0.9353328,1.103081,0.9194595,1.0449805,1.0260394,1.1624997,1.0372227,1.0970666,1.0106019,1.0224762,1.1537501,1.1235338,1.04105,0.0,0.97570145,0.8964725,1.1610818,0.983722,1.0118644,0.8839595,1.0483742,1.1744423,1.0552728,0.94354093,1.0965592,1.1551265,0.81991965,0.9379807,1.2371489,0.974303,1.1171503,1.2478392,1.0243424
spoon,0.85518664,0.94668895,0.7406274,0.9220543,1.404517,0.95056266,0.89496523,0.6393168,0.7404952,1.2953814,1.4574252,0.7598041,1.3604956,1.367614,0.7298223,1.4664357,1.2312667,0.83798116,0.64342463,0.55560184,1.0370703,0.8416939,0.7589165,0.81892973,0.78558564,0.9156865,1.1490873,1.2062755,1.0468549,0.9975027,0.5939215,1.3663399,1.3394964,0.7120929,1.204664,0.94684434,1.4562063,1.2661386,0.54059815,1.184093,0.71283466,1.1599962,1.255579,1.0207714,1.1953288,1.1348083,1.3552462,0.6859109,1.2731642,0.85045934,1.1282372,0.9411603,0.7258652,0.7073159,0.8903134,0.7558525,0.70079106,1.0092179,0.959007,0.9889236,1.061261,0.8592654,1.2538791,1.0060173,1.260065,0.90137124,0.90922076,1.4033799,0.72439134,1.4218795,0.64753705,1.1735396,0.57817817,1.080575,0.92746913,1.389773,1.049435,1.059124,1.1046579,0.7977263,0.7689278,1.0580516,0.92396593,0.89913625,1.2075517,1.1691345,1.3740652,1.2971487,1.1356761,1.3274995,0.57223666,0.6026877,0.82203364,1.0089463,0.8911016,0.9762254,0.5277392,0.7894585,1.1947048,0.6225018,1.190135,1.1859039,1.0229337,1.3225632,0.268148,1.4276516,0.6775496,1.3201194,0.60616654,1.2684438,1.0189928,1.2443621,0.49262667,0.7256015,0.8782083,0.97570145,0.0,0.920042,0.62563396,1.3379344,1.4442493,1.3538785,0.4668584,0.93806636,0.7678662,0.98425555,0.8315791,0.7731141,1.0533464,1.2705863,0.8465462,0.9543484,0.82592833,0.7076007,1.2243246
sprinkler,1.0724877,1.1759397,1.1457039,0.80471253,1.0485752,0.7325738,0.75758183,1.0013279,1.0302576,0.91243476,1.0726012,1.3090836,1.0394126,0.94221836,1.0035915,1.050671,1.065947,1.0215946,0.89473873,1.1016225,0.9067023,0.9893188,0.71605664,1.0518862,0.9251473,0.89879614,0.9952166,1.2278038,1.1299417,0.8826462,0.98640776,0.97283983,1.2116776,0.9011617,0.9674643,1.0259771,1.0956969,1.0362788,1.2492883,0.9327689,0.66010207,0.7881899,1.07313,0.87085515,1.065042,0.94629544,1.0381739,0.94057745,1.1822295,1.1300656,1.0338277,1.2481687,1.1427665,1.0906107,1.0394806,1.1370149,1.0063256,0.6764573,1.197268,1.1297557,1.1801075,0.72400284,1.142466,0.8928928,1.0242388,1.2171879,1.0434171,1.1634171,0.5335956,1.1337246,1.1629826,0.98276466,1.0943873,0.8162158,0.82573986,0.8264563,0.7190417,1.0622234,0.90008396,1.26827,1.0514032,1.0177292,1.1203833,0.8374574,0.98140866,1.0555716,0.9840497,1.0842174,1.0120175,0.99189734,1.2152474,1.1776913,0.92051476,1.1434447,1.2152426,1.0577875,0.79459834,1.1301278,0.88443637,1.1041957,0.9898236,1.0268147,0.96692765,1.0695899,0.7391861,1.1390245,0.9531329,1.2318064,0.89967626,1.0792646,0.9867378,0.9085356,1.142192,1.1481221,1.1002098,0.8964725,0.920042,0.0,1.1520436,0.88266826,1.1885881,0.89097315,0.9257229,1.2572342,1.1894305,0.6867516,1.0923644,0.714436,0.9057328,1.1306833,1.08179,0.80012244,0.7081008,1.2637196,1.0576918
