,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
book,1.1204817,1.081648,0.81448394,1.3136477,1.0228753,0.87992823,0.81340647,0.6269027,1.2214662,1.17827,0.5596085,0.92384744,1.4139276,0.7612826,1.083887,1.2110475,0.0,0.6744867,0.6274563,0.872436,0.77474886,0.9188001,0.64311004,0.92830664,0.5584389,0.5813632,1.228287,1.2000452,1.0781531,1.0118115,1.138062,1.2024318,1.0103322,0.96188426,1.1429702,1.170434,1.1247917,0.6702437,0.94375587,0.7936528,0.9612655,1.065068,1.0513666,1.1627854,0.72750837,1.2811264,0.782389,1.2541054,1.0114393,1.0532163,0.6685568,0.80176115,0.8752469,0.54772854,0.7323641,1.045589,0.9621899,1.1685107,0.64455634,1.3136909,0.89003646,1.2161031,0.8067631,1.2562371,1.1691433,1.1448417,1.2304336,1.3169187,0.64062274,1.1274939,1.0705595,0.91655505,0.94245034,1.2844651,1.0762674,1.0719966,1.0395831,0.94677395,0.62842655,1.0381473,0.9296932,0.83157545,0.75583816,0.8406989,1.3794059,1.251334,0.9031991,0.58640146,0.6971688,0.9480485,0.92740744,0.78542006,1.0149505,0.9614111,0.3876739,1.062559,0.84960383,0.5051396,1.0274848,1.0085673,1.0592752,1.0204494,1.2496488,0.817948,1.3861126,0.98417187,1.0555898,0.9232892,1.2706778,0.5794374,1.2224653,0.6671804,1.0777696,0.5295053,1.0478903,0.97662795,0.6123221,1.0491312,0.9795543,0.96189404,1.0830249,1.4028857,0.9296332,1.092476,0.6505921,0.954187,0.673285,1.1674376,0.6168536,0.9275634,0.6977732,1.2026684,1.146809,0.9673458,0.82365596,1.2440553,1.240917
bottle,1.3261464,1.12597,0.36550653,1.4318403,0.7490614,0.44668937,0.8629098,0.7795065,1.4179261,1.4778888,0.4937998,1.3436338,1.4759446,0.82005596,1.4478192,1.2422757,0.6744867,0.0,0.6762697,1.1285244,0.7491809,0.83320546,0.34624004,0.92905027,0.46760952,0.5260752,1.0438833,1.172746,1.1987561,1.137373,1.122619,1.1300842,1.1449916,1.1040225,1.1632335,1.4040639,1.1476573,0.48414558,1.343857,0.4897787,1.1028379,1.1124145,0.9581089,1.0493844,1.2236614,1.3758988,0.6372709,1.3036697,1.0951817,1.1410224,0.6938577,0.47200203,1.085933,0.6264679,0.8766909,1.1022922,0.82852226,1.1691227,0.6627493,1.3435447,0.73506886,1.3532948,0.4580568,1.268187,1.1931759,1.1013894,1.1344274,1.398113,0.7477086,1.1406449,0.8856584,0.75065553,0.75296986,1.3537115,1.1501831,1.1397842,0.7919706,0.55144894,0.6983374,0.976839,0.65984106,0.54771936,0.79504883,0.76531935,1.3793267,1.3997581,1.2360191,0.45381713,0.65789014,1.0762042,1.0727904,1.0037738,0.9119731,0.95319897,0.62233347,0.9439281,0.8508416,0.49875402,0.8919902,1.0078146,1.1952162,1.2636862,1.2599761,0.8057691,1.3943315,1.0023832,1.029434,0.9868854,1.2494961,0.6981952,1.2442482,0.52118087,1.2231826,0.44178528,1.1084898,1.0694025,0.7489695,1.0480107,0.9604408,0.5014388,0.85480183,1.3641374,0.899065,1.394506,0.647176,0.6910138,0.6673846,1.1917261,0.3181609,0.7275877,1.2532718,1.1803548,1.2762835,0.829656,0.4511572,1.2917376,1.2392054
bowl,1.2650517,1.041993,0.80377346,1.3022829,0.742063,0.49931282,0.65655094,0.65553,1.0853665,1.3292655,0.82437986,1.1814096,1.4438461,0.9007721,1.2769524,1.0737514,0.6274563,0.6762697,0.0,1.0093989,0.74578965,0.97872746,0.5552056,0.90356076,0.7496036,0.90605086,0.913355,1.1870672,1.0926299,1.0162511,0.9468806,1.194945,0.911656,1.0764796,1.0719421,1.2913412,1.2742226,0.8466925,1.1704626,0.41228878,0.60221404,1.0451238,0.9856248,1.1779308,1.0687305,1.2779329,0.7053025,1.2728919,1.1099496,1.1027819,0.73533475,0.8071987,1.182996,0.7391207,0.9113887,1.0550579,1.0496258,1.1158391,0.80387163,1.347475,0.8622862,1.1475506,0.8854052,1.1932237,1.1014477,1.1809264,0.8532839,1.3630481,0.78570545,1.1831566,0.826324,0.840282,0.91542965,1.2360892,1.1217688,1.02291,0.7286469,0.8941152,0.60771143,1.0765389,0.9657298,0.76254636,0.98532623,0.88779724,1.385772,1.4028984,1.1214762,0.78037196,0.80434734,1.0351206,1.015809,0.98783535,0.86414474,1.0758913,0.30217516,0.89373744,0.8324101,0.74880624,0.897027,1.1671212,1.2637546,1.0473533,1.2220126,0.7396219,1.4172696,0.94952357,1.2195354,0.9008992,1.2434909,0.7100616,1.0822843,0.8128594,0.9679033,0.70627284,1.0798676,0.5308887,0.65942776,1.0391289,1.0919544,0.8562528,1.0765438,1.3828137,1.0236691,1.0641457,0.3128016,0.93216497,0.8596138,1.036582,0.8630843,0.8493299,0.75258094,1.1713455,1.1615555,1.0711131,0.8944466,1.2655019,1.2749664
box,0.6431478,1.0205576,1.330886,0.64844584,1.1900827,1.2851841,1.1731411,1.001948,0.7546554,0.61747026,1.2533627,0.748608,0.8917236,1.0888387,0.8128027,0.78760356,0.872436,1.1285244,1.0093989,0.0,1.3164037,1.1265924,0.8623679,1.1075027,0.9908301,1.1085604,1.2636479,1.1556175,0.742057,1.124465,0.91102576,0.84614813,0.62947255,1.0523633,1.0436251,0.7819407,1.0468465,1.3707883,0.66367877,0.86193705,0.89771116,1.0448492,1.0935642,0.8577574,0.7585689,0.7894546,1.4303832,0.9325204,1.2905983,0.7039945,1.2711225,1.2082739,1.1906526,1.2829294,1.1504749,0.84753567,1.3105696,0.9812011,1.0701383,0.91071177,1.2904704,1.1123762,1.3016752,0.8778744,0.85762155,0.9183271,0.77600515,0.8642554,1.2725346,0.83266854,1.1317227,1.2259864,0.5421713,0.81547666,0.89506435,0.7955321,0.99654174,1.409544,1.2584108,1.3035536,1.3944741,1.385647,0.9559399,1.1716745,0.8472839,0.92778283,0.5009526,1.3858925,1.3170221,1.1870111,1.0520934,1.1852347,1.1677015,0.90010005,1.2458947,1.2591137,0.76034534,1.0741504,1.3348491,0.71666044,0.8338299,1.1584706,0.91150343,1.1064851,0.7966554,0.8182826,1.1342585,0.9899989,0.6936281,0.97734416,0.7876492,1.4156984,1.0014136,1.0534486,1.0517769,0.78394336,1.330155,1.036457,1.1265156,1.3004433,0.9974953,0.894784,1.0841073,0.53775567,1.1124117,1.4188917,1.2406723,0.94180727,1.278864,0.9899227,0.5787642,0.8263198,0.7410423,1.0985253,1.4331028,0.76805973,0.93903804
bread,1.2601697,0.95455223,0.5715765,1.2080339,0.77762896,0.7361134,0.53764963,0.66910285,1.4044433,1.3613696,0.6296283,1.2910016,1.1490113,0.91952926,1.1732295,1.442415,0.77474886,0.7491809,0.74578965,1.3164037,0.0,1.2071733,1.0485958,0.938293,0.90582025,0.8718631,0.7889513,0.96990085,1.4093776,0.7031709,1.1632249,1.3182738,1.3134897,0.8697976,0.7997354,1.2966176,0.951329,0.5571381,1.2575586,1.0221668,1.0339464,1.0137188,0.9741644,1.3444117,1.1235352,1.320153,0.32841432,1.155417,0.63256747,1.3011311,0.6615959,0.68005687,0.62084067,0.5571915,0.7431392,1.0393512,0.6391433,1.0634215,0.79478014,1.207076,0.7204517,0.95194376,0.65887296,1.3544775,1.4010934,1.2412137,1.2993697,1.3089604,0.6683081,1.3296683,1.0555906,0.7635554,1.1755238,1.1941795,1.2186422,1.2737579,0.5792083,0.5494535,0.61107415,0.65633833,0.5438653,0.45809424,1.1588044,0.8165412,1.3553708,1.141932,1.2639759,0.6374071,0.8074391,0.4961409,0.89734334,0.84242064,0.94918406,1.2737209,0.5481285,0.6720027,1.183892,0.8967651,0.52516377,1.3227291,1.0921321,0.700302,1.2074963,0.96608657,1.3289797,1.1980313,0.8990228,1.1369302,1.4547641,1.1067277,1.4063288,0.50048155,1.042741,0.62781745,1.1733626,0.8263261,0.49361688,1.2482207,0.81460834,0.6722697,1.0630695,1.2946042,1.1574898,1.2774253,0.76608175,0.4971,0.8331309,1.2586983,0.70679617,1.0387757,1.1053972,1.3406196,1.4408183,1.2169138,0.52290523,1.4164555,1.2446532
broom,1.0498887,1.0518596,1.0072894,1.2415829,1.0960236,0.8048668,0.96189123,0.9883766,1.1404382,1.2344494,0.91856813,0.8847922,1.3817765,0.9563846,1.2669187,0.9240481,0.9188001,0.83320546,0.97872746,1.1265924,1.2071733,0.0,0.833078,0.89221317,0.8922338,0.95216185,1.0790955,1.102794,1.015266,1.1594663,0.978435,1.0112997,1.1139867,0.9761263,1.1758631,1.2362953,1.145934,0.7467591,0.91930395,0.9975107,1.0059221,1.0165087,1.037223,0.8738671,0.932006,1.2065071,1.1015835,1.1899462,1.1975437,1.1085522,0.8601311,0.901198,1.2188904,0.92618036,0.9184611,1.0989434,1.0997028,1.0686942,0.9793191,1.1965995,0.99298483,1.239903,1.0200083,1.0706362,0.5954699,0.9713944,1.1042281,1.149827,0.7359745,0.8849343,0.7395518,0.9917909,1.0142039,1.1884192,0.49687624,0.9312464,1.1491343,1.0682062,1.0000432,0.9607616,1.0330772,1.0733234,0.82749104,0.967667,1.2202471,1.2467412,1.0802039,0.71973497,0.64026093,1.1547709,1.0845363,1.1398635,0.8981582,0.8995028,0.99589527,1.1520319,0.82873523,0.7629783,1.1639642,0.91746664,1.0465022,1.2280753,1.1431534,0.69471675,1.2367556,0.85434866,1.2173957,0.29916334,1.0683299,0.81925225,1.0180744,0.9809231,1.0988429,0.89218855,1.0055993,1.1556157,0.88742524,0.55861133,0.9425957,0.9967886,1.0782715,1.1861906,0.52383953,1.2509451,0.9782703,1.1502575,0.7207664,0.6614356,0.82491386,0.9194414,1.1213881,0.95875674,0.9235556,0.119479895,0.97427243,1.0972835,1.0997682
bucket,1.1735058,1.0537031,0.82773304,1.3432231,0.84912133,0.52580774,0.9446405,0.7024848,1.1851029,1.2612257,0.8280157,0.9915869,1.4372071,0.880541,1.2481413,0.98802793,0.64311004,0.34624004,0.5552056,0.8623679,1.0485958,0.833078,0.0,0.9965128,0.34859395,0.6565559,1.1216441,1.2654358,0.89435214,1.1978133,1.0480763,1.0311044,0.82074696,1.1197306,1.1936162,1.217853,1.1882519,0.9080628,0.98847246,0.32957387,0.78881454,1.0613067,1.0399661,0.974061,1.0984571,1.2395449,0.9724073,1.2948018,1.2807035,0.9728775,0.70571804,0.75258726,1.2477337,0.91977125,0.88895255,0.9962119,1.1458257,0.97966886,0.74795914,1.3180089,0.8914122,1.3233023,0.7670974,1.2281587,1.0144224,0.9831138,0.9008455,1.2624369,1.0012664,1.1033522,0.92519444,0.83855486,0.66422033,1.1391716,0.9885987,0.9913877,1.0426853,1.0107094,0.761374,1.2051976,1.039771,0.8851439,0.6353351,0.896553,1.317677,1.3015839,1.0836961,0.85513836,0.96583694,1.1771833,0.9784291,0.9371555,0.95117253,0.82808334,0.67175335,1.0772153,0.54162014,0.55207455,1.2033361,0.8393183,1.0936002,1.3103069,1.2661877,0.8109682,1.2921658,0.87109935,1.1018506,0.86089057,1.1339672,0.54235065,0.9726655,0.88759905,1.1599004,0.58370185,0.998966,1.0071026,1.023833,0.968792,1.0218996,0.9117851,0.8892435,1.3458009,0.90934193,1.1808255,0.5222125,1.0803764,0.8973725,1.0812476,0.561406,0.69557,0.803264,1.1686249,1.0619223,0.84209174,0.9316279,1.205809,1.2370137
butterfly,1.029986,1.105359,0.94745266,1.1995499,1.0463487,0.9131141,0.90975654,0.76337874,1.2470256,1.0937248,1.0076423,1.0489535,1.1695797,0.43318653,1.1006988,1.0853348,0.92830664,0.92905027,0.90356076,1.1075027,0.938293,0.89221317,0.9965128,0.0,1.0743701,0.96765614,1.1318586,0.84988093,1.1820521,1.2067833,0.95087665,1.1152714,1.1428385,1.0008962,0.8763986,1.1867523,1.1168238,0.9714343,1.0129399,0.90289843,1.0299407,0.78344226,0.4271896,1.1233892,1.0835426,1.0345335,0.91670525,1.0355861,1.2613571,1.1383113,0.75240993,0.6886709,1.2143167,0.95476127,0.44683123,1.1561658,1.097915,1.1079577,0.93061125,1.1230029,0.9640058,1.2986301,0.71214986,0.9435607,0.97911876,1.0482672,1.1236615,1.2693615,1.0432488,1.0975243,0.95304966,0.8342006,1.0821056,1.2214277,0.97454697,1.0616605,1.0320714,1.0411135,0.96885705,1.121372,0.9077859,0.9715499,1.0306612,0.80490744,1.2113409,1.2381368,0.95852494,0.9923425,1.0453324,1.1054895,0.8811142,1.0380578,0.95108896,0.97936666,0.92574835,0.80413544,0.9059348,0.8706628,1.0119567,1.0975252,0.8365593,1.1085362,1.0844488,0.6781435,1.2019316,1.0239002,1.1966044,0.92259896,1.0799052,1.1244559,1.1169357,0.9131862,1.0822886,0.85597277,1.0771928,1.0302402,0.9392554,0.9459697,1.0451524,0.99762404,1.0566553,1.1540906,0.8821164,1.1930614,0.7936704,0.97336364,0.8858463,1.0553628,1.0246565,0.6374303,1.0589497,1.0331864,1.161601,0.937716,1.0239129,1.1601052,1.0887063
can,1.27689,1.0781957,0.80376697,1.4183456,1.0405238,0.808604,0.93867695,0.61182684,1.1399901,1.2919317,0.49357927,0.89215237,1.4085357,0.994064,1.1824126,1.2258389,0.5584389,0.46760952,0.7496036,0.9908301,0.90582025,0.8922338,0.34859395,1.0743701,0.0,0.4726749,1.1489434,1.087122,0.85158557,1.0107836,1.1328206,0.9372196,1.0386937,0.9583155,1.1934175,1.1407999,1.0105469,0.68851215,0.9421851,0.66257095,0.9041347,1.0859406,1.2430198,0.80913043,0.95205534,1.3638761,0.86888385,1.3497822,1.0524497,0.9774425,0.7991555,0.86822474,0.88983464,0.5618664,0.9294931,1.1121091,0.9725976,1.1336116,0.9476155,1.3586483,0.9426056,1.3091043,0.7947229,1.3420091,1.2208312,1.1268615,1.1938921,1.263031,0.6879374,1.0738046,0.95045584,0.96018815,0.8839191,1.3051429,1.0311242,1.0580887,1.0859337,0.8881361,0.7206249,0.99395657,0.86229277,0.82162726,0.35811675,0.8459636,1.2974668,1.0734547,1.232021,0.6029719,0.7961335,0.88857913,0.88638026,0.70602036,1.1078141,0.92865086,0.63286275,1.1551076,0.6830995,0.55570674,1.089345,0.7093458,1.1500529,1.2193362,1.3062645,0.9388184,1.316846,1.0894327,0.74293023,0.9280648,1.1744325,0.36149997,1.2536623,0.6672902,1.1556894,0.470927,1.0254773,1.1296358,0.71331227,0.95939827,0.79624724,0.7879126,0.8495313,1.3240898,0.8655433,1.2643869,0.6855743,0.9224464,0.6574997,1.2353057,0.3730998,1.0146133,0.95076305,1.2338921,1.1154976,0.80052567,0.7279641,1.2580004,1.1265919
car,1.2190696,1.2469633,0.66337055,1.3902737,0.95796967,0.8888545,0.9361261,0.7590704,1.1717968,1.2985867,0.4875056,1.0544646,1.2930623,0.89623576,1.2838831,1.1908777,0.5813632,0.5260752,0.90605086,1.1085604,0.8718631,0.95216185,0.6565559,0.96765614,0.4726749,0.0,1.169133,0.9374671,1.0643443,1.1260989,1.1088955,0.98340166,1.1504394,0.9622773,1.0867077,1.1994607,0.9107057,0.704538,1.1210294,0.91346556,1.1053846,1.078979,1.1684871,0.9007237,1.0839413,1.3306777,0.8393579,1.1625724,1.1333847,0.9873461,0.67845505,0.7403958,1.0329404,0.59710705,0.7750678,1.0730247,0.9007915,1.2455338,0.89551514,1.1916894,0.8763755,1.3207965,0.69480157,1.2108178,1.1772747,1.1059953,1.2548361,1.2293082,0.7483873,1.0596553,0.97468936,0.8431411,0.9735674,1.370399,1.018747,1.0242308,0.989457,0.8427763,0.86635613,1.0963515,0.82223964,0.79703045,0.75169265,0.82116973,1.1679726,1.1939583,1.2650917,0.6083406,0.8082063,1.0183307,0.94378275,0.86602235,1.103099,0.8679101,0.6347263,0.9597319,1.0026457,0.5322727,0.99008816,0.8682642,1.1214055,1.2252178,1.1248891,0.88843375,1.1786911,1.1621836,0.93222886,1.0478454,1.206429,0.6700791,1.217027,0.7046783,0.9254458,0.7015493,1.1866002,1.1237056,0.747949,1.0076495,0.83056873,0.8109132,0.9421328,1.2255054,0.86139715,1.2906125,0.8094651,0.96483386,0.5937631,1.2001199,0.5130881,0.9467727,1.0732555,1.0633936,1.0590633,0.86128145,0.723346,1.0986494,0.8537894
carrot,1.2101871,0.8023857,0.8910797,0.99528724,0.6608015,0.7593383,0.81351066,1.205385,1.0422423,1.2477138,1.0808307,1.2472053,1.072582,1.1127511,1.1259681,1.199357,1.228287,1.0438833,0.913355,1.2636479,0.7889513,1.0790955,1.1216441,1.1318586,1.1489434,1.169133,0.0,0.9068891,1.109114,0.7588985,1.1217953,1.0612665,1.2198496,1.0989968,0.94485146,1.0430632,1.0865158,0.8699491,1.2604574,1.1099716,0.8977836,0.9857963,0.90829337,1.0666655,1.0156182,1.0860008,0.6191735,0.94193393,0.56429577,1.1778907,0.9286892,1.0403419,0.8498142,0.96738344,1.0797708,0.9253022,0.8817628,0.88810885,0.9742167,0.95924747,0.915329,0.6024694,0.96804464,1.0085461,1.1302719,1.132849,1.0806215,1.0737357,0.8879994,1.1908396,0.9499872,0.8329284,1.0711323,0.9235774,1.2180079,1.1307153,0.87259537,0.68235624,0.7731288,0.80194914,0.8041394,0.6249697,1.160982,1.1164821,1.1395557,1.0727334,1.2045761,0.9762057,0.8831631,0.7209512,1.098002,0.83543164,0.82383215,1.2165487,0.9225943,0.5528543,1.1200764,1.2385597,0.6288269,1.2172997,1.104173,0.806413,0.9873545,1.0605654,1.163413,1.0484005,1.0210968,1.0294143,1.1453844,1.0729266,1.1589293,0.8635024,0.9814168,0.96447253,0.99123573,0.942817,0.87594455,1.1378723,1.1158795,0.80024356,1.0048974,1.1157243,1.1256126,1.2146851,0.92902696,0.6149012,1.1015806,0.944021,1.0549654,1.119275,1.1947477,1.170099,1.1302412,1.1611094,0.85905373,1.1963667,1.2299861
cat,0.9970785,1.0617892,1.0528715,1.0670903,1.1204857,1.0891919,1.1320267,1.0637426,0.98390025,0.9178153,1.0001377,1.0414553,0.8242152,1.0512533,0.9434137,1.0334904,1.2000452,1.172746,1.1870672,1.1556175,0.96990085,1.102794,1.2654358,0.84988093,1.087122,0.9374671,0.9068891,0.0,1.0351737,1.0628521,1.0908403,0.9994819,1.1003662,0.9439104,0.87367845,0.8684771,0.935763,1.0792452,1.1013333,1.2409366,1.1192691,0.27849305,0.8984329,0.9823732,1.0660719,0.84793943,1.0122287,0.8928066,1.0446906,1.0333445,0.9851155,0.98351747,0.9259358,1.0424848,0.8662332,1.0588541,0.97231394,1.1528404,1.1924926,0.8546959,1.0803738,1.0531973,1.0225672,0.88864493,1.0038986,1.057212,1.1724311,0.97787035,1.0939825,1.0151854,1.0470452,1.0136061,1.0485924,1.1380115,1.1377852,1.0454665,0.98491764,0.97146297,1.0937936,1.0195113,0.78551704,1.0458721,1.048718,0.8554163,0.9453199,0.91312313,1.142302,1.0668547,1.128412,0.9954809,0.7072443,0.9771715,1.1193552,1.05186,1.1527679,0.88673985,1.1724831,1.1209085,0.92101246,1.044343,0.86014557,1.0285383,0.9022742,1.0879922,0.9037922,1.0942668,0.92318916,1.1276484,0.9519894,1.1124632,1.0865678,1.0012405,0.81233954,1.0529164,1.0965312,1.0549132,1.0576159,1.0322629,0.9571658,1.0428059,1.0313926,0.91851324,1.02792,1.0501194,1.1657019,1.009362,0.93598586,1.1173878,1.0974259,1.0200031,1.1661308,0.9506362,1.0463578,1.0911391,1.0420283,0.9517968,0.8368634
chair,0.88982993,0.93568397,1.3796382,0.85495096,1.2598059,1.3154479,1.2856902,1.0571729,0.6904687,0.64870566,1.2096739,0.41944367,0.9606378,1.2151103,0.74252486,0.78237635,1.0781531,1.1987561,1.0926299,0.742057,1.4093776,1.015266,0.89435214,1.1820521,0.85158557,1.0643443,1.109114,1.0351737,0.0,1.078833,0.8924365,0.5532571,0.65634567,1.0669389,1.2190008,0.46596068,0.9808385,1.3923519,0.5164063,0.9364892,0.82050645,0.97584766,1.1625607,0.5251626,0.96502316,0.8253436,1.4069337,1.0687398,1.2680581,0.8049438,1.3507541,1.3714979,1.2040933,1.1966797,1.3141828,0.97278845,1.3459322,1.0309386,1.3294208,0.9884109,1.3071074,1.0668248,1.3055099,0.9581064,0.9246766,0.78187704,0.90035385,0.773834,1.1465892,0.46491438,0.95857596,1.3175108,0.95144904,0.88932455,0.8859502,0.76693267,1.1800709,1.3804553,1.1021731,1.2139213,1.3337057,1.358527,0.5779236,1.2233682,0.82077956,0.8006803,0.903107,1.3216507,1.2751052,1.2070072,0.9428421,0.9048779,1.107609,0.8342097,1.2702149,1.3181994,0.70882374,1.1563785,1.3041306,0.56170046,0.95204145,1.2348722,0.92247,1.1820903,0.85022026,1.1051078,0.9067756,0.9031708,0.77552605,0.7855864,0.7407148,1.4187402,1.0151999,1.2470787,1.1023049,1.1296632,1.2857218,0.765178,1.0431026,1.2555637,0.8656413,0.78826666,0.85446143,0.5505519,1.1868542,1.4423244,1.2280302,1.0129272,1.1381532,1.1874311,0.78421223,0.7883258,0.43900722,0.913618,1.3827341,0.4560821,0.92674345
chips,1.0682253,0.7315372,1.0750891,0.8712843,1.0329975,1.1378065,0.4587896,0.9790196,0.9860195,1.14149,1.0426646,1.0390604,0.8402179,1.1173563,0.9723387,1.2286888,1.0118115,1.137373,1.0162511,1.124465,0.7031709,1.1594663,1.1978133,1.2067833,1.0107836,1.1260989,0.7588985,1.0628521,1.078833,0.0,1.1791159,1.1426077,1.1215755,0.7469247,0.9870091,1.0020678,0.8357095,0.89394146,1.050073,1.1471086,0.9936032,1.080612,1.0588034,1.1873856,0.9124206,1.0688624,0.8354075,1.1238697,0.46981633,1.0483383,0.9772873,1.1800308,0.5509572,0.88355535,0.92605615,0.86316144,0.92423654,0.77093196,0.9864096,1.083984,1.0031737,0.547495,1.1950729,1.1606654,1.1842461,1.0578414,1.0675706,0.94673824,0.7829184,1.0478232,1.1113944,1.0636731,1.061805,0.825333,0.9794921,1.0531849,1.0141853,1.0178897,0.85862255,0.6444782,0.96874183,0.9866415,1.120534,1.1516576,1.0616504,0.8401135,1.0839945,0.9868376,0.9200196,0.2261318,0.867368,0.799092,0.89221346,1.1999452,0.9200996,0.92510074,1.1509413,1.2043152,0.956594,1.0992569,0.94333774,0.71734226,1.149774,1.0321345,1.0353414,1.1033838,0.7113563,1.0347768,1.2476676,1.0552783,1.1636784,0.89199835,1.0580975,0.98817915,0.95507425,0.9616545,0.77807957,1.1993437,0.7262656,1.1099448,1.2108958,1.0599496,1.2536042,1.0031395,1.0624878,0.84520566,1.1607354,0.93963104,1.0444261,1.255605,0.9125413,1.1884946,1.1558721,1.1544113,0.8943921,1.2066181,1.1559356
clock,0.88178855,1.1371951,1.1125666,1.0114604,0.9937647,0.92365074,1.1101792,0.96708894,0.9661604,0.9195731,1.0915354,1.0491148,1.041175,0.9670564,0.9557702,0.90720457,1.138062,1.122619,0.9468806,0.91102576,1.1632249,0.978435,1.0480763,0.95087665,1.1328206,1.1088955,1.1217953,1.0908403,0.8924365,1.1791159,0.0,0.8663867,0.82858455,0.8860295,0.91685563,1.0038478,1.0435438,1.1706878,1.0129685,0.99178207,0.8074467,1.0528448,1.0130167,0.8815992,1.0575128,0.9441471,1.1126988,1.0046417,1.2523363,0.90436095,1.1172802,0.99718434,1.270677,1.1237226,1.1036936,1.1072071,1.1400836,1.1143576,1.1810386,1.0187573,1.0579057,1.1880614,1.0606073,0.8870233,0.8671112,0.9535,0.8801055,1.0190164,1.1002331,0.9193632,0.2893827,1.0904169,1.0101653,1.0462557,0.986977,0.9808314,0.96490765,1.1301888,1.156592,1.144742,1.1003596,1.0798658,1.0723457,1.0322808,0.96608,1.0824299,0.8203172,1.1425298,1.1128719,1.1799791,1.1381983,1.1250017,1.1433696,0.9891976,1.063334,1.0446931,1.0467049,1.0837171,0.98246807,1.0465578,1.0091008,1.0581077,0.9422473,1.0638435,0.96919674,0.99037164,1.1844472,1.0368494,0.906319,1.0922494,0.89932036,1.2372366,0.9056733,1.1267253,0.99189883,0.9627839,1.1029927,0.83178663,1.1020992,1.059567,0.99627656,1.0027717,0.80375195,0.94022584,0.91157675,1.2404296,1.0018626,0.98257786,1.1345075,0.9256207,1.0175993,0.8375756,0.91869175,0.98939455,1.1975068,0.8618842,0.85406065
closet,0.900805,1.0145991,1.2350333,0.8836847,1.1851103,1.2818565,1.2517366,1.1334815,0.76992536,0.77574944,1.1739652,0.7853489,0.9422654,1.1363878,0.8666104,0.87067044,1.2024318,1.1300842,1.194945,0.84614813,1.3182738,1.0112997,1.0311044,1.1152714,0.9372196,0.98340166,1.0612665,0.9994819,0.5532571,1.1426077,0.8663867,0.0,0.8758685,1.047708,1.1115963,0.6842846,0.9874988,1.3310771,0.7711621,1.0970244,0.99915713,0.9988103,1.0998627,0.11534119,1.0368603,0.82032084,1.3438175,0.8901259,1.2246882,0.754949,1.280422,1.2225223,1.2138882,1.2198079,1.2148213,1.0406586,1.2224283,1.0686071,1.2842741,0.8325162,1.1712563,1.019256,1.1873636,0.9174815,0.9348251,0.8863862,0.89847726,0.8612478,1.2104363,0.74655175,0.97793335,1.2021298,0.9453736,0.9492856,0.84390223,0.83173114,1.1382899,1.2774284,1.2427282,1.2420595,1.2057455,1.2494011,0.6498583,1.122804,0.88002807,0.8463526,0.9457148,1.2973146,1.2519418,1.1591604,1.1650392,1.061795,1.0982724,1.0165285,1.2838135,1.1922021,0.9059857,1.1224647,1.2625701,0.49450338,0.9771507,1.2273943,0.90558314,1.1854551,0.82248557,1.021593,0.96200323,1.0597914,0.5132105,0.9358276,0.9053944,1.3282561,0.9891182,1.240613,0.9159589,1.0400525,1.3132769,0.86240774,1.0062956,1.1679523,0.8463478,0.90150696,0.8988688,0.86317337,1.1966295,1.3099064,1.1886562,0.9716157,1.0830222,1.1559454,1.0014151,0.8979447,0.7834904,0.8451275,1.2770663,0.6730434,0.8753982
