,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
fish,1.2564813,0.81224,0.45097828,1.2668366,0.698668,1.1740462,0.9904473,0.91732544,1.2506402,1.3736866,0.4337734,1.2942264,1.3447386,1.0364192,1.1635294,0.97894394,0.605688,1.2064881,1.3881774,0.59585714,0.8417863,1.0507334,0.51495713,0.9177344,0.45928252,0.86463237,1.1138442,1.020032,1.0567921,1.2362263,1.2923906,0.911943,1.301649,0.8940079,0.30816013,1.4078357,0.91482335,1.2832868,1.2627797,1.1911334,1.1230366,1.2068632,1.147681,0.8159626,1.1527133,0.7427821,0.0,0.7819871,0.71336514,0.9388404,0.5067257,1.022745,0.7289561,0.91693807,0.9143841,1.2351002,0.9346987,1.3078413,0.4940843,1.2103825,0.9190512,1.1170692,1.2156982,1.2503757,0.8557638,0.8153748,0.7371294,0.7048466,1.2708676,1.4085974,0.52537954,1.2096288,0.49572498,0.9927588,0.7218243,1.1043146,0.6542909,1.0808259,1.374559,1.2912172,1.3249863,0.6245128,0.43801945,0.37399566,0.6111314,0.9099886,0.738106,0.48523176,1.1919324,0.8755643,1.2675245,1.2745801,1.1966517,1.0530833,1.2114376,0.96978515,0.95932,0.6774739,1.1520212,0.96286386,1.1889498,0.5709184,1.0549626,0.46959782,1.2364672,1.2940055,0.93495965,1.080941,0.5556303,1.1717455,1.2464069,1.3889041,0.9732366,0.72968173,1.32885,1.2095652,0.5598811,1.0727841,1.372878,1.0609947,1.0705751,0.7017722,0.380116,1.1533154
flower,1.0963999,0.96861625,0.82132304,1.1616567,1.021829,1.0095513,0.6936197,0.6985835,1.2930131,1.2707899,0.8396388,1.2184293,1.18446,1.1785495,1.1308866,0.7696466,0.68655926,1.1071187,1.0669954,0.95002425,0.77491945,0.84445894,0.79174006,0.78581095,0.9021044,1.1476691,0.9053838,1.0333776,0.9558059,1.0820526,1.1635792,1.0656167,1.237391,0.89067376,0.8901933,1.2390797,0.9259635,1.119515,1.2049005,1.0295258,0.91754055,1.0632709,1.1005949,1.1062446,1.1865113,1.1844827,0.7819871,0.0,1.0206697,0.8554448,0.5889126,1.2771609,1.0484692,1.0684384,1.0400826,1.1524316,1.023417,1.2932667,0.84519875,1.1478603,0.91711324,0.94341135,0.9608083,1.3784361,0.80558044,0.64025617,0.56297433,0.8435429,1.109942,1.2684143,0.8882461,1.1055816,1.0499593,0.9992895,0.98195076,1.1786414,0.8931999,0.9567522,1.3461053,1.3286744,1.1408048,0.8244666,0.9258688,0.89444286,0.9608567,0.47505116,1.04588,0.7567198,0.8753812,0.71846217,1.0293334,1.1305561,1.0862828,0.85630417,1.2792267,0.86431783,1.1225966,0.66513306,1.0785462,0.8479677,1.1389098,0.80541766,1.0481464,0.83681536,1.152497,1.1424046,0.93250215,0.8661443,0.788983,1.1519005,1.2554078,1.2954674,0.77266926,1.0871015,1.2535468,0.97015655,0.66873574,0.9749105,1.2547098,0.6877742,0.86366475,0.60288924,0.82292986,0.9797919
foot,1.2647344,0.69855094,0.6560947,0.9846337,0.93407667,1.1418796,0.88737273,1.04125,1.3237833,1.4199429,0.57694167,1.299896,1.2410382,0.9826799,1.3186777,1.1318839,0.8093713,1.2163727,1.4059304,0.54592645,0.9366237,1.2034925,0.6946286,1.0967906,0.5905807,0.9245698,1.1920141,0.9575638,1.1164558,1.3324203,1.3259554,0.9205463,1.292963,0.67552567,0.5565936,1.4958932,0.92627823,1.2861266,1.0352066,1.1790235,1.1608367,1.1474606,1.0258334,0.6503496,1.055785,0.32436407,0.71336514,1.0206697,0.0,0.87736934,0.8725195,0.73403776,0.6612756,0.62788105,0.9878355,1.143413,0.8328232,0.87748224,0.67220914,0.9550496,1.0930908,1.0974736,1.1448505,1.1121199,0.8665781,0.9110836,0.98633736,0.84707236,1.290711,1.2657921,0.78290546,1.1314578,0.5585189,1.0038018,0.5759575,0.73495996,0.6528214,1.0920358,1.235171,1.1059654,1.3537832,0.66246146,0.5227841,0.72320765,0.66979176,1.2034291,0.9563065,0.7746281,1.1844883,0.96088785,1.3423437,1.1554922,1.1708097,1.0902671,1.1357083,0.77810585,0.7524681,0.74844795,1.1956496,1.0755548,1.3340259,0.47890127,1.1680706,0.72166663,0.83183515,1.2322164,0.76318496,1.0967824,0.7173293,1.2083445,1.1852051,1.4356141,1.1117275,0.22422135,1.0385653,1.1068419,0.64639235,1.274882,1.442611,1.200474,1.1048607,0.7611059,0.47733593,1.2909378
fork,1.235725,0.76641953,0.87245053,1.0638051,0.9688989,0.9858487,0.8128308,0.73452187,1.1025792,1.2617345,0.63426524,1.3000776,1.2157241,1.1757941,1.2074795,0.63477266,0.7665106,0.83568263,1.1380434,0.8590226,0.82690644,0.93291205,0.89557266,0.9457281,0.842926,1.157031,1.0322347,1.0694964,1.0317599,1.2678039,1.0374255,1.0346086,1.4227397,0.8589989,0.5999114,1.2089909,0.8799744,1.0843815,1.120714,1.1403286,1.2084565,0.91887915,1.201323,0.90596396,1.2688153,0.84941804,0.9388404,0.8554448,0.87736934,0.0,0.92449075,1.1355149,0.91484237,0.8829704,0.9440657,1.315536,0.97065985,0.85853416,0.8349501,1.1817254,0.9493988,1.2856889,1.0645607,1.3351045,0.35519612,0.7611259,0.73979974,0.877665,1.1695411,1.0811138,0.8755791,1.070971,0.82496655,0.89588016,0.8097898,1.0151615,0.87872744,1.0700328,1.2547315,1.2615745,1.0331885,0.2838385,0.45581973,0.82128376,1.0033551,0.9290659,0.7545909,0.78424186,1.067337,0.8782329,1.242223,0.9631004,1.2461783,0.53143823,1.3362129,0.7162465,1.2417424,0.65152603,1.2710825,0.7620791,1.310908,0.6220148,1.1417296,0.9695936,0.9642101,0.98756826,0.32380748,0.93531674,0.92583436,1.3029807,1.3171366,1.1475887,0.75264585,0.84409213,0.8839122,0.48483723,0.80699015,1.0309292,1.1600368,1.121209,1.0293598,0.75354254,0.6886016,1.2419893
frog,1.203128,0.91453516,0.5008607,1.3040655,0.78014684,1.1195219,0.82436985,0.68012345,1.3991382,1.2164425,0.68421656,1.3048986,1.2513441,0.96054816,1.270539,0.8253231,0.74472666,1.0604792,1.1014581,0.64135563,0.95728534,0.94911134,0.78966033,0.96525717,0.59407127,1.1057274,1.1880988,0.78946495,0.97738737,1.1959561,1.2233021,0.84039986,1.3095835,0.7774904,0.53704596,1.210301,0.9422642,1.2211751,1.2548257,0.9222882,1.1865436,1.0882523,1.2413135,0.8461609,1.1393442,0.9176879,0.5067257,0.5889126,0.8725195,0.92449075,0.0,1.1345582,0.8533599,0.9462765,0.7992563,1.2777419,0.793306,1.2925882,0.51937836,1.2985735,0.80445665,1.1221874,0.97388023,1.3512886,0.8253324,0.92415303,0.71690875,0.8865812,1.189166,1.2765819,0.7449794,1.1306956,0.799562,0.92018867,0.94275147,1.1818316,0.68199366,1.1713438,1.3400339,1.4083529,1.2046725,0.6488403,0.6875867,0.67453486,0.685078,0.67573637,0.7588189,0.6108959,1.0678109,0.7401124,1.2960527,1.1975404,1.2070816,0.75316626,1.3419534,0.83546793,1.160739,0.6218293,1.1871161,1.0354189,1.255436,0.61374646,1.161988,0.7328175,1.2265432,1.1912713,0.8180435,0.8593581,0.5120952,1.0598675,1.2452693,1.4523685,0.6663332,0.86470777,1.3484354,1.0708721,0.6501204,0.6787138,1.2597585,1.0271602,1.0004058,0.7799591,0.6244598,1.2823619
glass,0.9216566,1.079904,1.0260797,0.83829606,1.210241,1.2633348,1.0133231,1.4005609,1.048672,0.9720514,1.10572,0.889501,0.9514283,0.8789319,1.0655882,1.351512,1.1946142,1.2133712,1.153504,0.8125171,1.1830466,1.335006,1.1122088,1.2138646,0.919532,1.0346386,1.0380291,0.9914604,1.2865803,1.0911788,0.9619795,0.8725893,0.86236763,0.9740419,1.0188915,1.0771183,1.0204196,1.1787394,0.7965742,1.1884961,1.0831875,1.0570737,0.8088755,0.75247395,0.78377664,0.5015175,1.022745,1.2771609,0.73403776,1.1355149,1.1345582,0.0,0.8152072,0.6901011,0.94520515,0.823821,0.75939524,0.6169231,1.1399776,0.8890005,1.1120785,1.0180918,1.0057995,0.67261255,1.2394161,1.1804835,1.3628128,1.1308148,0.94154745,0.88413835,1.1325164,0.93188393,0.86860806,1.0040379,0.8042548,0.72772336,0.98907423,1.0604094,0.9098349,0.7406737,0.9470066,1.0932657,0.8390113,1.0194376,0.86018264,1.3494492,1.2345533,1.1609621,1.188401,1.2445977,1.058485,0.9934475,0.9922678,1.1978332,0.75677806,1.2560993,0.7480331,1.2238486,0.89575016,1.1299863,1.1044728,1.1119746,1.0976626,0.94553965,0.8475836,1.0031646,0.86914206,1.116434,1.0786439,1.0182751,0.8649465,0.93711454,1.3741074,0.6123135,0.67976296,1.0527687,1.1646471,1.269106,0.99940896,1.2320992,1.1188061,1.2845638,0.9767312,0.9953282
glasses,1.3195684,0.7525316,0.58541304,1.1333613,0.87162924,1.1852788,0.99854827,1.0483037,1.3867879,1.3191084,0.6901438,1.2821927,1.2234206,1.0744503,1.2274182,1.1637652,0.9270782,1.2203201,1.3137845,0.5619917,1.1253035,1.2219486,0.85584164,0.9974455,0.62071145,1.0219635,1.2631369,0.99395937,1.0316304,1.19683,1.2252145,0.9420255,1.2689456,0.7711452,0.5741379,1.3712649,1.0791161,1.1905062,1.2525837,1.0644981,1.2156863,1.1118702,1.1202039,0.67217857,0.807714,0.47992527,0.7289561,1.0484692,0.6612756,0.91484237,0.8533599,0.8152072,0.0,0.9619039,0.898537,0.8985885,0.6732522,1.0409867,0.5067285,1.0821836,0.9570547,1.1532209,1.1859543,1.1178359,0.9239167,1.0521016,1.01479,0.89043367,1.2937596,1.307416,0.72084737,1.1113207,0.4127096,1.105031,0.6294391,0.53494394,0.6821488,1.2006887,1.2258936,1.1126308,1.2505406,0.7085599,0.5215121,0.7870419,0.84194636,1.1302652,0.96629304,0.6948687,1.1837392,1.0148586,1.3008467,1.2096695,1.0546384,1.0443379,1.1281374,0.9541206,0.9438828,0.7605077,1.1863515,1.2329568,1.2559489,0.5638089,0.9879034,0.8228875,1.1508207,1.247095,0.7856579,1.1013148,0.68052155,1.1542343,1.2178416,1.389821,1.043679,0.38406116,0.92858434,1.1005572,0.88363624,1.1169561,1.3486462,1.1371832,1.0900352,0.94811106,0.41479015,1.1959848
glove,0.818295,1.017777,1.0367863,0.83746934,1.0574845,1.0708354,0.8515992,1.09351,1.1149306,1.1237576,0.9448162,1.0822692,0.8140268,0.7557762,1.2834777,1.1654612,0.98713243,1.0649186,1.2196252,0.87518024,1.2040765,1.1207874,0.95948887,1.093868,0.9213333,0.92729867,1.1459703,0.9570201,1.2338766,1.150402,0.90403426,1.0349177,1.0193098,0.9965491,1.0073369,1.2227616,0.8806158,1.226863,0.7713477,1.024867,1.2558081,1.145205,1.0332441,0.844123,1.1216118,0.65548015,0.91693807,1.0684384,0.62788105,0.8829704,0.9462765,0.6901011,0.9619039,0.0,0.9735121,1.1004151,0.8660097,0.5539958,0.99381495,0.9758242,1.1137409,1.0187838,1.0196383,0.82822514,1.0669771,1.1764413,1.1866288,1.137452,0.98926455,0.5545051,1.0915513,0.72933084,0.97749156,0.56752473,0.7971668,0.88935924,1.0069282,1.0176946,0.889115,0.8307683,0.95791715,0.98906976,0.8980352,1.0120918,0.67509425,1.1353546,1.0460106,1.0516243,0.9926994,1.0856878,1.2709018,0.87366724,1.181049,1.099997,0.93089163,0.8684913,0.8189104,0.8276668,1.1982449,1.1597495,1.2964267,0.8443934,1.1649197,1.0529627,0.70745945,0.8802548,0.7366515,0.9442997,1.0632415,1.1890631,0.9578892,1.0457202,1.1461089,0.6606139,0.7463989,0.9712225,0.7716742,1.1408416,1.0634619,1.2672453,1.1087797,0.9510197,0.8316602,1.2455497
gum,1.2702351,0.9668215,0.5879433,1.101933,0.78496623,0.9002594,0.94662666,0.90069693,1.3101554,1.1264064,0.8883451,1.2865717,0.9166537,1.1756008,1.2240202,0.8827923,0.74208236,0.8345575,0.8467868,0.7515457,1.2779696,0.7845916,1.0764279,1.1243238,0.7504697,1.2739861,1.339325,0.91660917,1.0656083,1.2004879,0.9337555,0.8931575,1.2429607,0.7763542,0.84641135,1.0869594,0.7396432,0.9314214,1.2458,1.0036067,1.3628006,1.1716833,1.2016284,0.7179387,1.1088387,0.78261375,0.9143841,1.0400826,0.9878355,0.9440657,0.7992563,0.94520515,0.898537,0.9735121,0.0,1.2011223,0.67608875,0.8642439,0.8214741,1.2245438,0.86729306,1.1810857,0.68247795,1.1818027,1.0414715,1.2633679,1.1544243,0.99529856,0.86171716,0.9021313,0.9293559,0.9797627,0.75054955,1.0725298,1.0241246,0.9493893,0.7199247,1.3188188,1.1216496,1.2216028,0.8152555,0.9814473,0.8804065,0.9807405,1.1006553,0.9501188,0.918424,0.85363686,1.1460373,1.0353588,1.2025143,0.8868925,1.1356057,0.99708855,1.2147193,1.0191066,1.1356318,0.9906649,1.1649524,1.2763064,1.1271805,0.92278886,1.1677712,0.8961065,0.8984019,0.8912422,0.816906,0.87173426,0.59343,1.0650102,1.0863117,1.0741707,0.7090216,0.8592803,0.8055126,0.6632852,1.053475,0.5705061,0.84610856,1.149251,1.0453508,1.1595836,0.8263486,1.2895808
hair,0.8165765,1.197762,1.2982342,0.8069771,1.2656107,1.1246759,1.1381646,1.3683039,0.89726305,0.7870525,1.323976,0.82045364,0.8242166,1.0847961,0.8255695,1.3114498,1.3447925,1.2762654,1.0191175,1.2890303,1.1221573,1.2753507,1.3235381,0.97111064,1.3236953,0.83693194,1.0461655,1.2760912,1.0980593,0.7411501,0.9886807,1.1444021,0.63937354,1.2005203,1.3484873,0.8789217,1.3627105,1.068554,0.8000658,0.95766616,0.82508343,1.123797,0.67614526,1.1744878,0.19065791,1.0470245,1.2351002,1.1524316,1.143413,1.315536,1.2777419,0.823821,0.8985885,1.1004151,1.2011223,0.0,1.1463755,0.845639,1.2075024,0.7517778,1.1826463,0.9530944,1.1901369,0.7239044,1.3041646,1.1493167,1.2881093,1.2078316,1.0215086,0.93819076,1.1814017,1.0876154,1.1327153,1.2985313,1.0666178,0.7598232,1.2644053,1.1210217,0.6960896,0.6888195,0.92753804,1.3369557,1.2951493,1.2478001,1.2675679,1.1788193,1.4210919,1.2579056,1.0628335,1.2015791,0.81100816,1.0109029,0.20002425,1.198994,0.5505756,1.2908244,0.951483,1.2647338,0.7754191,1.2997265,0.7708224,1.3598472,0.7750529,1.1749243,1.0169942,1.0109683,1.327305,1.1431098,1.2895163,0.82028186,0.5151454,0.75905114,1.3620975,1.0271449,0.8637968,1.1222658,1.3814025,1.1352813,0.95240504,0.8828489,1.0076495,1.2346177,1.2354918,0.6997322
hamburger,1.2548382,0.8990964,0.53921425,1.2654545,0.91102403,1.1457362,0.7602763,1.0062157,1.4177893,1.2844334,0.90094084,1.2846068,1.1933326,1.05478,1.3350875,1.0202746,0.983787,0.8479131,1.1088592,0.28208864,1.2921472,1.0584724,0.9840059,1.13621,0.5206559,1.2485693,1.2333413,0.61435735,1.1433253,1.2242187,0.98477435,0.5575898,1.3112972,0.6061788,0.84892225,1.2968655,0.8310708,0.8968168,1.297287,1.1061424,1.3582796,1.1423224,1.1487335,0.4493718,1.0034336,0.66839516,0.9346987,1.023417,0.8328232,0.97065985,0.793306,0.75939524,0.6732522,0.8660097,0.67608875,1.1463755,0.0,0.924435,0.7130263,1.2454705,0.9707451,1.1240324,0.81799793,1.1061094,0.9755022,1.224853,1.1407194,1.0629435,1.1222252,1.028687,0.9685179,0.7004968,0.7304758,0.976576,0.9410196,0.8372343,0.49143338,1.1675016,1.2238814,1.0605316,0.8985308,0.9041337,0.7765246,0.84184194,0.9320858,1.0763083,0.8029425,0.7438503,1.2038269,1.0326327,1.3228562,0.94729143,1.1433613,1.0587027,1.2346015,0.9789446,0.965805,0.8953654,1.2188203,1.1504207,1.2588439,0.75688046,1.1787891,1.0024929,1.153486,0.9444948,0.659161,0.96770424,0.66361856,1.1295528,1.1958286,1.2232949,0.83814514,0.6388578,0.88115364,1.0417929,1.0029926,0.8991984,1.1102834,1.2378794,1.0914601,1.1282129,0.70234483,1.3191371
hand,0.7666749,1.1865771,1.214915,0.53446466,1.2093449,1.0693465,0.9886314,1.3725169,0.8362932,0.83813787,1.3054452,0.97509587,0.60794085,0.9362888,1.0312196,1.2694741,1.4035006,0.93753886,1.0361373,1.04719,1.2241354,1.2572613,1.4907942,1.2268376,1.1770881,0.8837911,1.1321653,1.0815964,1.257057,0.9793192,0.660008,1.0168941,0.87203026,1.0205787,1.2970636,0.8826269,1.1356608,1.0308762,0.5203099,0.97345614,1.1663334,1.0334941,0.9083185,0.8400076,0.8498367,0.53750587,1.3078413,1.2932667,0.87748224,0.85853416,1.2925882,0.6169231,1.0409867,0.5539958,0.8642439,0.845639,0.924435,0.0,1.3670241,0.88283753,1.0384605,1.1578662,1.0261846,0.7641693,1.2009187,1.3996482,1.4469461,1.3095202,0.8950219,0.48990417,1.2636886,0.7752377,1.0518113,0.9518866,1.0083075,0.5952855,1.1795198,1.2415242,0.6928035,0.78326184,0.69165075,1.2156401,1.0651163,1.3076324,1.0989319,1.3029251,1.2335542,1.3930511,1.1911819,1.3650643,1.0848167,0.66158736,0.9644883,1.1009806,0.78927827,1.2293249,1.0634865,1.3778985,0.9802096,1.2842408,0.9979095,1.3076285,0.9982579,1.2318742,0.6405914,0.68038124,0.8044591,1.0531812,1.2852614,1.002536,0.803833,0.6718967,1.2762054,0.74581844,0.32032758,0.8440811,1.4562201,1.0970151,0.68361604,1.1102061,1.0516192,1.4822354,1.274569,0.96749103
hat,1.5000172,0.4871636,0.29940152,1.4353759,0.46289575,0.9643949,0.97487354,0.6334928,1.4881268,1.5206244,0.4504627,1.4506629,1.511968,1.1526113,1.3813901,0.8434783,0.49156147,1.0730747,1.3138106,0.49000823,0.9425435,0.8691664,0.52574986,0.9057327,0.40574777,1.1317505,1.2046684,0.9770307,0.9097132,1.3355364,1.4304459,0.915798,1.3985499,0.73950493,0.34476697,1.5307109,0.78166103,1.2226669,1.434051,1.0111939,1.2513124,1.1625341,1.2508386,0.597471,1.0647206,0.7182034,0.4940843,0.84519875,0.67220914,0.8349501,0.51937836,1.1399776,0.5067285,0.99381495,0.8214741,1.2075024,0.7130263,1.3670241,0.0,1.2912232,0.91969836,1.1505975,1.1162765,1.4545363,0.6641952,0.8354631,0.6748512,0.6777383,1.3711649,1.3981737,0.49336338,1.2204872,0.4314927,1.0445557,0.74415165,0.9960288,0.3728323,1.197133,1.4821745,1.4506551,1.4277196,0.5290235,0.4491108,0.62925667,0.5615777,0.78088546,0.6508816,0.34525764,1.0901955,0.76465887,1.4220399,1.3591614,1.1923193,0.879501,1.4233049,0.68228674,0.99505705,0.44494104,1.3307046,0.98035467,1.3147883,0.31026453,1.1952512,0.62366295,1.1927364,1.3728379,0.79820913,0.977181,0.41157413,1.1926835,1.3458186,1.6056062,0.55191123,0.54162747,1.3600546,1.102725,0.54613805,0.8025649,1.5220637,1.167488,1.129157,0.5982741,0.28500152,1.3425105
horse,0.7574139,1.1579647,1.3066125,0.6238324,1.2490919,1.1418589,1.0755744,1.297956,0.857299,0.7518106,1.1595273,0.715816,0.8064892,0.88798594,0.79891783,1.2124714,1.242935,1.2388686,1.0237552,1.2702858,1.0871122,1.2454346,1.245894,0.98294675,1.3062999,0.8536197,1.0286433,1.1433337,1.0381131,0.89818966,0.98530287,1.1428635,0.6822717,1.1608555,1.2451738,0.85900956,1.2413778,1.1255124,0.5940806,1.0247796,0.9470029,1.0916668,0.8430364,1.127888,0.79679483,1.0155649,1.2103825,1.1478603,0.9550496,1.1817254,1.2985735,0.8890005,1.0821836,0.9758242,1.2245438,0.7517778,1.2454705,0.88283753,1.2912232,0.0,1.1632185,1.0001545,1.1742855,0.7223137,1.1815476,1.058632,1.191752,1.1748854,0.9989306,0.937186,1.2331177,1.0763592,1.107718,1.1306359,1.1514511,0.9194585,1.2238003,0.9947769,0.6841761,0.71559215,0.97055674,1.2272483,1.2331674,1.1770859,1.1533475,1.1812187,1.2967224,1.2309022,1.0328152,1.1376336,0.831064,1.019922,0.8050571,1.1158929,0.6776174,1.0637735,0.8368297,1.2154555,0.7643513,1.1860029,0.760177,1.2066221,0.8864739,1.1578676,0.8010741,1.0157892,1.2050049,1.2013586,1.3034117,0.82100797,0.75916964,0.79803383,1.3313543,1.0332725,0.9200095,1.0513573,1.229723,1.196327,0.9178901,0.9070834,1.0016001,1.1558152,1.2212293,0.80557436
hose,1.1287029,0.9499571,0.88271016,1.0589199,0.9091029,0.83470273,0.8443095,0.9329446,0.98471403,1.1221197,1.0344056,1.1434832,1.0746737,1.1213498,0.9557446,0.95331883,1.0176429,0.89300686,1.0317069,0.90525115,0.8929709,0.98111963,1.0406446,1.0676455,0.88939184,1.0060209,1.0205281,0.9924873,0.7748351,1.0319986,0.99357426,0.7738085,1.2047412,0.80745834,0.90991277,1.0092626,0.9825734,0.94152695,1.25127,1.0585127,0.956708,0.98601604,1.0726275,0.9491478,1.1309104,1.0237762,0.9190512,0.91711324,1.0930908,0.9493988,0.80445665,1.1120785,0.9570547,1.1137409,0.86729306,1.1826463,0.9707451,1.0384605,0.91969836,1.1632185,0.0,1.1083084,0.9326771,1.2014221,0.95415384,0.953844,0.77038556,0.98937833,1.121911,0.9561487,0.95819813,1.0568342,1.0054346,1.1029752,0.9351609,0.99307275,0.9242928,1.1192703,1.1593914,1.194883,1.0631686,0.9360331,0.9496181,0.9545325,1.0488257,1.0316602,0.7358488,1.0277318,1.1121719,1.0599854,1.1101232,0.9726229,1.1875094,0.6969863,1.1320863,0.9407613,1.0766213,1.0180328,1.166358,0.93614864,0.8299576,0.957321,1.0413189,1.0052495,1.0688362,0.9839604,0.92669237,0.90495694,0.9583526,1.005115,1.1859971,1.1493742,0.8494929,1.1185824,1.0001382,0.95801,1.0738559,0.7971021,0.9052492,0.9900693,1.0382144,0.9999635,1.0164496,1.0835477
jacket,0.7791226,1.2073525,1.2368063,1.0410011,1.207962,1.0553269,1.1010851,0.9481749,1.003703,0.8772236,1.2783368,0.81769216,0.871252,0.85034835,0.8931378,1.1100907,1.0034344,1.172765,0.9385699,1.2549282,1.0566361,0.97944605,0.9726314,0.9788251,1.2530191,0.91383153,0.7665158,0.9901414,0.9928576,0.90912724,1.0797853,1.1004118,0.8731239,1.1092075,1.2800545,0.8638785,1.0282547,0.9293017,0.96199435,0.88274455,0.8001631,1.0676346,0.8074567,1.3412324,1.0633311,1.2722447,1.1170692,0.94341135,1.0974736,1.2856889,1.1221874,1.0180918,1.1532209,1.0187838,1.1810857,0.9530944,1.1240324,1.1578662,1.1505975,1.0001545,1.1083084,0.0,0.9518887,0.72064763,1.2023792,0.98312354,1.0181603,0.99679714,0.8946122,0.9807341,1.1500655,0.9860478,1.3115522,0.9919907,0.9441577,1.167958,1.2553792,0.7766005,0.7246669,0.7397818,1.0755574,1.2408236,1.3436494,1.2526445,0.9380187,0.78117776,1.234015,1.1982992,0.35044402,1.0365863,0.83816123,1.1506647,0.9743861,1.0200497,0.65253323,1.0252631,0.6040038,1.1013339,0.87186754,0.9922927,0.9349622,1.1669385,0.9753318,1.0656915,0.9113792,1.1340429,1.3290497,0.9606596,1.156548,0.8802608,0.8218117,0.9372367,1.119747,1.2531304,1.1557813,1.1847247,0.9122225,1.0547552,0.9346335,0.9438968,0.96860814,0.85122883,1.2342367,0.80211216
jar,1.0567124,0.99493486,1.0525103,1.1287116,0.9903369,0.8685685,0.97970754,0.8484129,1.07599,1.0198023,1.2105696,1.0587935,0.97000664,1.0366708,1.1091533,0.8052973,0.70058995,0.5982605,0.63420594,1.0252212,1.0916941,0.4719627,0.9339049,1.1515291,1.0923218,1.226662,0.9509518,0.7850569,1.0695846,1.1024125,0.79770637,0.9266705,1.1101787,0.9209392,1.2022493,0.93162614,0.40539145,0.8450895,1.1120778,0.9677482,1.0781684,0.9504537,1.1099241,1.0257523,1.2110714,1.2016827,1.2156982,0.9608083,1.1448505,1.0645607,0.97388023,1.0057995,1.1859543,1.0196383,0.68247795,1.1901369,0.81799793,1.0261846,1.1162765,1.1742855,0.9326771,0.9518887,0.0,1.1162697,1.1217846,1.0965685,1.0520461,1.029751,0.50907964,0.8328527,1.1597416,0.7888456,1.2159984,0.9062321,1.050303,1.1283154,1.0592628,0.99513215,1.1261301,1.1162547,0.92774886,1.1603495,1.2272174,1.1605006,1.0756197,0.92916197,0.9065763,1.1448953,0.8627583,0.91671956,0.9580214,0.72227544,1.1360999,0.9880792,1.147171,0.9576991,1.0739406,1.0628994,1.089395,0.8578141,1.1092229,1.0906906,1.1645111,1.0136622,0.9656512,0.7416887,0.9400505,0.7132244,1.0044534,1.0629629,1.0604274,0.9123312,0.69830227,1.1903449,0.88473547,0.75237894,1.01814,0.7763541,0.7431332,1.1603024,0.98977506,1.0446359,1.1871707,1.181246
jeans,0.53385293,1.3662734,1.3891734,0.59395736,1.3815832,1.2238637,1.271089,1.3693656,0.6742749,0.5071355,1.3246629,0.5466263,0.5382627,0.4261365,0.7890149,1.331969,1.4625058,1.2160397,0.99777734,1.276081,1.245194,1.360606,1.2869539,1.1865493,1.3616805,0.7330028,0.9075061,0.9963902,1.1241176,0.81918025,0.8301143,1.084469,0.5577513,1.3097024,1.3723423,0.69679946,1.3214406,0.9907182,0.5394122,0.9917886,0.91684866,1.064794,0.7365296,1.2141404,0.8564098,1.0065732,1.2503757,1.3784361,1.1121199,1.3351045,1.3512886,0.67261255,1.1178359,0.82822514,1.1818027,0.7239044,1.1061094,0.7641693,1.4545363,0.7223137,1.2014221,0.72064763,1.1162697,0.0,1.3431067,1.3023868,1.4018466,1.3202817,0.90800035,0.77428174,1.3420235,0.8371682,1.2617024,0.9907302,0.96894807,0.9893962,1.3583364,0.82560873,0.18452978,0.12302166,0.7828512,1.3525337,1.3149359,1.2584069,0.99855524,1.2790891,1.2936838,1.4542807,0.9106893,1.3310598,0.854354,1.040894,0.8858751,1.2255764,0.34620464,1.2947568,0.59365594,1.4541044,0.8047011,1.2103701,0.8632092,1.4462917,0.8641826,1.2770249,0.8493862,1.0177195,1.2990303,1.1265278,1.339749,0.8794668,0.4889803,0.65058035,1.493108,1.1626468,0.8681591,1.1598649,1.3040426,1.2908522,0.7329303,1.0318353,1.0129669,1.3050247,1.3708069,0.80087304
