,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
foot,0.788977,0.51119053,0.8057694,0.70803535,0.9862191,1.002228,0.9935677,1.3192894,1.1376084,1.0518217,1.3421749,0.9740342,1.1930774,1.009466,1.0479051,1.2520001,1.1618313,1.18923,0.9331923,1.0831686,1.3124673,0.9020186,1.0849535,1.227587,1.1309656,1.1931971,0.89471555,1.1060401,1.1089026,1.038078,1.2118979,1.0553273,1.1267796,0.9468597,0.9868663,1.3742533,1.1598829,0.8855953,0.9951046,1.1301523,1.2979512,0.9833528,0.82048565,0.30314416,0.9088423,1.096526,0.0,0.79346263,0.95786405,1.1497581,0.86353886,0.6756422,1.0526496,0.8458682,0.92229676,0.9617575,0.47668839,0.89450616,1.1406928,1.069471,0.96041715,1.0356381,1.2378076,1.0932257,1.0093368,0.8596696,1.0987786,1.2320797,0.9491786,0.7998658,1.1398026,0.8374637,0.9703439,1.1572623,0.87673104,0.9239109,0.8613315,1.1629357,0.9737863,0.96372694,0.87006503,0.9440107,1.0173471,1.022264,0.9784663,1.1864011,1.033885,0.8914752,1.3085216,1.1808038,1.0631993,1.0382848,1.151411,0.9715161,0.9658944,1.2109485,1.0215067,0.80356026,0.8327749,1.0970612,1.0816537,1.1590538,1.197296,0.6545336,1.1113626,0.5634298,0.8930602,1.1982565,0.7665557,0.98190427,1.2354844,0.9757058,1.1771699,1.2357578,1.1256778,0.2820505,0.7142669,0.8930489,1.0067648,1.2604281,1.1358137,1.2187264,1.0626292,1.1652875,1.2195874,0.7218398,1.0986786
fork,0.8039057,0.738745,0.76878566,0.9662258,0.94229746,0.93540025,0.93814975,1.2033187,1.0922989,1.0513756,1.3357872,0.74066275,1.2814164,1.1027439,0.8815821,1.2205093,1.1643848,1.1041446,0.7860043,0.97092634,1.3048351,1.1226106,0.8130666,1.075435,1.0008637,0.9623599,0.9265673,0.922493,1.0990359,0.8966458,1.2178261,1.1270158,1.2384846,1.1384794,0.6621928,1.3732266,0.975197,1.1367725,1.093482,1.184144,1.2063192,1.1920526,0.786103,0.55661726,0.790392,1.1214304,0.79346263,0.0,0.9590799,1.1687634,0.60853344,0.82566684,1.2900224,0.8567023,0.97837275,1.1152729,0.80827403,0.7502808,0.8579336,1.1484224,0.8125246,0.49270892,1.0682188,0.8390927,1.1443003,1.1624688,0.82739973,1.2372105,1.1630039,0.74470264,1.1659127,0.5832958,0.9732509,0.9338922,1.1445438,1.1201079,1.1225773,1.2183528,0.7043321,0.66374266,0.71948457,1.0744996,1.1147625,0.8614198,1.1322212,1.2143637,0.8527729,0.8242365,1.1161608,0.86080897,1.2108748,1.0843179,0.8208101,0.98475176,1.0370325,1.0385995,1.1322343,0.9919245,0.9893578,0.92321527,1.182905,0.88712925,1.3165195,0.6271354,0.96586263,0.8875163,0.70098275,1.1552056,0.694834,1.0674273,1.2194083,1.1941644,1.2264712,1.2654061,0.9977266,0.71768564,0.6690763,0.8751594,0.9701003,1.194757,1.1768255,1.2670045,1.1114199,1.1336304,0.9840445,0.533097,1.1285979
frog,1.1026559,0.94617075,0.67462826,1.3457553,0.7177137,0.76907295,1.0910138,0.91522944,1.3208528,1.0861402,1.2799194,0.7884741,1.3834395,1.2159003,0.31360638,1.1504476,1.1940813,1.0222578,0.78108996,0.8436232,1.2512949,0.79863346,1.037913,0.8407061,0.9687204,0.92743134,0.76854974,0.92419755,1.2520903,0.8271498,1.1602988,0.905974,1.3169556,0.84965795,0.6542121,1.2756681,0.8261476,0.99055403,0.9564359,1.3673496,1.2933953,1.2456133,0.8583917,0.9889772,0.40175956,0.60336757,0.95786405,0.9590799,0.0,1.3037505,0.84534776,0.9197476,1.123018,0.78366065,1.2021363,0.88368946,1.1727575,0.8916921,1.2279197,1.3199921,1.1187,0.96275556,1.110673,0.7745934,1.1372027,1.2735606,1.017329,1.066757,0.85270226,0.94025797,1.1744968,0.7512531,0.8598993,1.0803833,0.8609799,1.2270362,1.1972387,1.139725,0.96877855,0.90327,0.92443305,0.69489485,0.7529151,0.8474666,1.020268,0.76453114,0.6296382,0.8231681,1.2801514,0.83449185,1.3543441,0.9370683,0.81602836,1.0982757,1.0852283,1.185287,1.30358,1.0969944,1.2603971,1.1625527,1.1367314,1.0670308,1.1970301,0.7842744,0.9887854,0.986299,0.825155,1.2393253,1.0510442,0.6619365,1.0266736,1.2580898,1.276583,1.3603358,0.7048595,0.88783395,1.0880426,1.1960382,0.87474316,0.9390894,1.0442215,1.1151602,1.0393386,0.7775847,1.213322,0.90811694,1.1917974
glass,0.89531183,1.2168314,1.3259983,0.7713554,1.2501577,1.099638,1.0037674,0.94650453,0.7255623,0.9733032,0.73262143,1.3458724,0.71587944,0.8098517,1.3098423,0.8210523,0.9006072,0.8953569,1.2466848,1.09166,0.69255966,1.0445768,1.2119552,1.0728483,1.091104,1.1159415,1.160687,1.0795778,0.9533744,1.2303237,0.7629441,1.0007085,0.8048444,1.0324801,1.4025179,0.71562827,1.0079377,0.897655,1.0082904,0.78524494,0.72720784,0.9766899,1.1977292,1.1770916,1.4413865,1.1256919,1.1497581,1.1687634,1.3037505,0.0,1.3082639,1.0354329,0.9439857,1.0302341,0.9147888,0.92450047,0.82825524,1.2772368,1.0196681,0.7943499,0.98854905,1.0327975,1.011952,1.2449132,0.91248155,0.64659125,1.1579787,0.9443609,0.99194515,1.2250186,0.7827187,1.3387983,1.1331612,0.8804289,1.0014592,0.8662587,0.8928197,0.7950683,1.1021541,1.1025028,1.2761493,1.0495415,1.0807648,1.2113475,0.9591074,0.9287524,1.269968,1.2029077,0.663406,1.1051544,0.8166969,0.9984374,1.1366663,1.0539715,0.8724291,0.7540151,0.84271985,0.8052025,0.99688345,0.8918355,0.88703454,1.0313137,0.7996607,1.2282037,1.0734112,1.0379796,0.95613307,0.7781706,1.2239623,1.0882652,1.0322024,0.92356575,0.85945237,0.77367634,1.1291789,1.2148209,1.1545507,0.7832583,1.0525553,1.0118757,0.827929,0.8059134,1.0763671,1.0804543,0.9914267,1.330157,0.8627307
glasses,0.9602216,0.7526788,0.43724716,1.2951479,0.4409268,0.63892597,1.1881547,1.0946995,1.2207742,1.0994214,1.3497486,0.29815102,1.3795404,1.34654,0.663526,1.3511978,1.2796042,1.1938059,0.30264896,0.6160407,1.4076705,1.1932428,0.96474797,0.7451165,0.8242756,0.6762297,0.93753445,0.7728698,1.1647656,0.33296025,1.3081425,1.1341765,1.327211,1.2151471,0.383628,1.4130338,0.6877897,1.1643088,1.0457611,1.2783403,1.3185899,1.155144,0.6747692,0.6372037,0.33109236,0.94312525,0.86353886,0.60853344,0.84534776,1.3082639,0.0,0.85799485,1.284556,0.62157744,0.97149867,1.1630738,1.2100785,0.15512407,1.0663016,1.3425628,1.0541214,0.82155913,1.0952785,0.4711331,1.2944885,1.4396913,0.93751144,1.1255195,1.2212621,0.3055575,1.2229788,0.33895838,0.81546915,0.96035564,1.2233591,1.3760672,1.2290194,1.3209486,0.9086679,0.9726062,0.6123469,1.1305034,1.021389,0.6935745,1.2596939,1.166262,0.38267398,0.5591507,1.371614,0.70817894,1.2381613,1.1403372,0.806546,1.0686934,1.273304,1.3221445,1.2779908,1.167046,1.100929,1.1891725,1.1715302,0.7245667,1.3430703,0.42639935,0.8848703,1.1194786,0.9951745,1.3120427,0.757541,1.0651674,1.024026,1.2213782,1.3290821,1.3665102,0.7990424,0.71099216,0.637429,1.2030661,0.89059323,1.0683485,1.2988687,1.2971443,1.0554975,0.9220325,1.148404,0.16811764,1.1505792
glove,0.9978708,0.536872,0.9196169,1.0072242,0.97524476,0.95827824,0.96688884,1.0507077,1.2530849,1.0153623,1.3198206,0.9170316,1.1762441,1.1768557,0.8956156,1.0593072,1.0889407,1.1989946,0.67395973,0.97272474,1.2285731,1.1200078,0.95180535,0.77572787,0.9242723,0.9640162,0.7999264,1.1038876,0.9860299,1.013346,1.1096191,1.1303495,1.1011456,1.1400893,0.85991997,1.3422529,0.7603792,1.0244131,0.7703392,1.3059478,1.1955324,1.0023822,0.9098932,0.7456813,0.91882145,1.1010735,0.6756422,0.82566684,0.9197476,1.0354329,0.85799485,0.0,1.2769942,0.83504736,1.1055286,1.2070076,0.90695417,0.7032612,1.0107031,1.0237472,0.7685716,1.0066705,1.171427,0.90098023,1.2456954,0.6162164,0.97573113,1.0044205,1.1601677,0.8904162,0.81021404,0.80955684,0.89177495,1.0663928,1.0257999,0.9699139,0.94091,1.3069046,0.8781621,0.94061464,0.8512645,1.1004947,0.9494938,0.6970383,1.2227539,1.3343482,0.930073,0.88316846,0.9362694,0.8236754,1.2229505,1.1096871,0.8728251,1.165354,0.8425976,1.0512229,1.0883677,0.46116394,0.83224964,1.0515878,1.277656,1.0992966,1.2713282,0.37323397,1.1318209,0.3508445,0.6461918,1.1529533,0.8241763,1.001294,0.9368619,1.0661575,1.2818395,1.2259666,0.83026147,0.62782896,0.9607268,0.9920511,0.5134014,1.000335,1.2096854,1.3974977,0.9253525,0.9880521,1.0199887,0.6730894,1.2373343
grass,0.99747217,1.2393634,1.2718943,0.8708608,1.1580671,1.1876634,0.8066536,1.0262421,0.7597221,0.5983275,0.56955457,1.248431,0.7040471,0.86647516,1.2293067,0.7118667,0.5795759,1.0716882,1.3688834,1.2931613,0.8732976,0.99176115,1.1745249,1.3603213,1.2195531,1.189068,1.1004033,0.9169002,0.96449393,1.1877143,0.6565207,1.1407951,0.8024437,0.9914799,1.2981017,0.53447,1.3763283,0.82328343,1.1853167,0.7898897,0.9778151,0.8606093,1.3285917,1.1849611,1.198122,1.0711775,1.0526496,1.2900224,1.123018,0.9439857,1.284556,1.2769942,0.0,1.2557747,0.8552232,1.0136116,0.84629035,1.2989457,0.88819027,0.783883,1.1604764,1.2209355,0.9284966,1.3679078,0.8945931,0.8295812,1.2219443,0.9101608,0.9910772,1.2546564,1.1416717,1.3604188,1.284339,1.2513801,0.88500017,0.6622913,1.0111303,0.7874584,1.047975,1.0640532,1.1603606,1.1386257,1.1218206,1.3299692,0.88005626,0.6750916,1.3097115,1.2622033,0.96333826,1.3865514,0.9340657,1.1563565,1.2731657,0.9754932,0.9790347,0.68995726,0.7888319,1.010351,1.0791703,0.81096977,0.7996731,1.1098609,0.3425337,1.3674251,0.8638208,0.9942802,1.1316608,0.7719326,1.2067673,1.2044468,0.9565253,0.77810895,0.37047386,0.71659166,1.2384479,1.1194744,1.2163023,0.7335406,1.2773874,0.87551713,1.0667936,0.537794,1.0643132,1.1273212,0.9743864,1.3614775,0.91648936
gum,0.87221676,0.80216557,0.4158727,1.148389,0.46929133,0.53664935,0.9819893,0.9350358,1.2930342,1.1648514,1.2920046,0.76603127,1.3825558,1.0376389,0.7753215,1.2510974,1.2068968,0.8143039,0.5204358,0.7802759,1.1539624,1.0306851,1.1830533,0.78153884,1.1368058,0.94900084,0.6627475,1.0317543,1.4203827,0.7221394,1.06944,1.0621926,1.3011144,1.073498,0.53276867,1.3499863,0.7314332,1.2483282,0.964688,1.3295317,1.2782834,1.2454022,0.647038,0.7110379,0.6358726,1.0329342,0.8458682,0.8567023,0.78366065,1.0302341,0.62157744,0.83504736,1.2557747,0.0,1.0861002,0.7933255,0.8998421,0.6607273,1.356286,1.2280664,1.1085567,0.9389069,1.322787,0.8343443,1.1942436,1.021188,1.1258614,1.1677647,1.0495491,0.434928,1.0678612,0.7805968,0.7063868,1.1721497,1.0409904,1.1709927,1.0961001,1.0111126,0.87511003,0.8190256,0.9338082,0.9040958,0.9176868,0.98221594,1.1127201,1.2174952,0.529815,0.64888287,1.1239852,0.78343797,1.3013872,1.07408,1.0130303,1.0278876,1.076121,0.9638015,1.2584267,1.0488008,1.2035191,1.1383443,1.2167257,1.0022273,1.2778668,0.72703797,1.1162279,0.94623446,1.1846896,1.3259487,0.7694072,0.83024234,1.0575686,1.2595415,1.3309708,1.3603699,0.56992936,0.7504055,0.80437076,0.8291455,0.90920126,0.8218087,1.1069529,1.3329914,1.1828694,0.95864224,1.3510413,0.60356617,1.2591558
hair,0.7540493,1.0200679,1.1518664,0.7919153,1.1825336,1.1805184,1.0360234,1.2645513,0.8848431,0.89445615,0.8038128,1.1281747,0.89784086,0.7695527,1.2326957,0.8473448,0.9438483,1.0093017,1.2383374,1.2813323,0.9809089,1.1293118,1.1886889,1.3236866,1.1782728,1.0358635,1.1843287,0.9064663,0.98233277,1.1856961,0.95997566,1.1319488,0.86158097,1.132364,1.2901706,0.8785246,1.2823515,0.60168076,0.91314274,0.88113844,0.92355263,0.73678356,1.0604695,0.83599937,1.1922764,1.1680261,0.92229676,0.97837275,1.2021363,0.9147888,0.97149867,1.1055286,0.8552232,1.0861002,0.0,0.88875246,0.7596891,0.8613174,1.0226351,0.7766074,0.903213,1.0387255,1.0542282,1.2730103,0.93521,0.877549,1.1975157,1.0712693,1.1184208,1.0267808,1.0602674,1.1040596,1.2119772,1.0759138,1.1328491,0.73740923,0.91254574,0.78591347,1.2061875,1.2292495,0.787452,1.1467739,1.1092978,1.159566,1.0152074,0.8936728,1.2953023,1.0562698,0.97146726,1.2786491,0.84888613,1.1337334,1.0293099,0.9301209,0.8703828,1.081742,0.67200387,0.97839314,0.8289898,1.1161218,0.95522046,1.0577263,0.8612594,1.1501044,0.9107965,1.0721265,1.0888952,1.0209072,1.086983,1.1946663,1.1566862,0.6098562,0.89812875,0.8590981,1.3248965,0.9262523,0.7523506,0.9881874,1.1854349,1.1554762,1.1525029,0.8362712,1.0861377,1.1833158,1.1215423,0.9735926,0.91398793
hamburger,0.7288835,1.1799798,1.0089768,0.90094376,1.1002841,1.1293509,0.97715026,1.1878386,1.010081,1.057007,0.9995481,1.2532974,1.0763922,0.7281574,1.0651813,0.9768202,0.9823685,0.85888803,1.2537594,1.0888813,0.8651882,0.5909521,1.2414546,1.2300504,1.3070376,1.2430141,0.96951675,1.0198475,1.3142865,1.2275336,0.9195959,0.76522744,1.0868331,0.5989434,1.1682197,1.0113587,1.2009065,0.81978047,1.03326,1.0242927,0.9327533,1.0136365,1.0404974,0.97292274,1.1111805,1.1916513,0.9617575,1.1152729,0.88368946,0.92450047,1.1630738,1.2070076,1.0136116,0.7933255,0.88875246,0.0,0.81024957,1.2468768,1.2615602,0.97874224,1.067085,1.0529279,1.1551038,1.3208417,0.55794114,0.81796795,1.2207737,1.2935894,0.5806445,1.0931457,1.0199265,1.1974217,1.0379355,1.0981853,0.79021627,0.9581011,0.9117096,0.6738947,1.1594098,1.1220413,1.2010558,0.74827456,0.9269153,1.2993488,0.5322166,0.9850022,1.0542717,1.1501033,1.013967,1.2422597,0.99126005,0.7680776,1.180449,0.51036006,0.9176799,1.0366445,1.0004308,1.1426295,1.1058009,1.2225685,1.0295793,1.1422433,0.9700631,1.3003411,1.0247865,1.0521744,1.2001171,1.1712722,1.0957615,0.95745915,1.3330479,0.9881479,1.0806122,1.0957148,1.1110958,1.0819304,0.9533256,0.92516744,1.151972,1.1574806,0.8416218,1.0065429,1.2826455,1.2520349,1.331827,1.2514203,1.1073524
hand,0.5250112,0.8350415,1.1045835,0.4370945,1.3172632,1.2798834,0.6715019,1.3149253,0.9790237,0.9231837,1.0218552,1.3384588,1.0316978,0.6377719,1.3068407,0.99695945,0.8421856,0.9311528,1.3360904,1.3226998,0.9960358,0.8279632,1.2957294,1.4572271,1.4126887,1.2870424,0.8875635,1.1774081,1.1774153,1.3731469,0.98658013,1.0901823,1.0020188,0.88758844,1.3086135,1.076157,1.3484766,0.8509101,0.9380787,0.9215146,1.0174139,1.0028986,0.9981992,0.4609003,1.2976048,1.2642856,0.47668839,0.80827403,1.1727575,0.82825524,1.2100785,0.90695417,0.84629035,0.8998421,0.7596891,0.81024957,0.0,1.2430189,1.1898053,0.802023,0.8684531,1.0022813,1.2528118,1.4588854,0.77081734,0.6086196,1.2954528,1.2043664,0.84764004,1.093461,0.9935353,1.1985404,1.14799,1.1413499,0.80149704,0.5919362,0.8482251,0.8002576,0.98914385,0.9376511,1.1356508,0.9836669,1.0914085,1.3151886,0.7953819,1.0881765,1.3944468,1.1442459,0.917206,1.3468443,0.9747506,1.0587178,1.1945581,0.8935295,0.84135807,0.85675144,0.77663195,0.86662906,0.9124102,1.1125169,1.0268521,1.1750271,0.9654952,1.1273222,1.1617408,0.7298592,1.0995998,1.0974667,0.9197459,1.0760279,1.272064,0.8352565,0.9921268,1.0204972,1.2852299,0.53146917,0.84650815,0.51794684,1.1502993,1.1313529,1.0545932,1.0318792,1.2171365,1.24482,1.2599443,1.0915638,1.0439665
hat,1.0344648,0.6401388,0.43312454,1.3429179,0.38990784,0.58419025,1.2498904,0.99255496,1.3167121,1.0891927,1.3856401,0.31911033,1.365916,1.3838193,0.65071255,1.2761583,1.2737731,1.2443429,0.24472511,0.6649503,1.411094,1.2518294,0.97380036,0.6610017,0.7304134,0.6599196,0.9614081,0.84867555,1.0736811,0.3751877,1.2817904,1.1490617,1.2747684,1.2889233,0.4669214,1.4066473,0.64859915,1.0908337,0.9644437,1.3379443,1.3603799,1.0670452,0.6911287,0.68779385,0.3949371,0.89752614,0.89450616,0.7502808,0.8916921,1.2772368,0.15512407,0.7032612,1.2989457,0.6607273,0.8613174,1.2468768,1.2430189,0.0,1.0471706,1.260774,0.9486645,0.9335018,1.1038135,0.45706534,1.3759358,1.3510723,0.955015,1.0068792,1.2772005,0.3179916,1.1562524,0.39435887,0.7962564,1.0062089,1.2628176,1.2956992,1.1705422,1.395048,0.95730007,1.0458212,0.45611513,1.2261502,1.0796474,0.6068254,1.3572031,1.191577,0.43672138,0.43560016,1.3239825,0.6528111,1.2595096,1.1430669,0.8267726,1.1554239,1.1853203,1.3518014,1.1731946,1.02991,0.9926978,1.1746285,1.2049317,0.84591705,1.3489248,0.36188185,0.9591547,1.045477,1.0186722,1.3040972,0.8267716,1.0775094,0.8600409,1.0862622,1.2978926,1.3262827,0.7139785,0.69418335,0.7789477,1.3026114,0.7771166,0.9976979,1.3896959,1.3032628,0.9879031,0.82791954,1.1306169,0.20778352,1.1719027
hose,1.1444157,1.0190976,1.200405,1.0107317,1.1423701,1.0662968,0.9344977,0.98792857,0.76486695,0.9239612,0.92282724,0.9612665,0.80967313,1.1795523,1.103913,0.83625275,1.0218432,1.2929852,1.0935318,1.1107893,1.0036012,1.3364222,0.43214262,1.0333683,0.7387811,1.0317658,1.1846824,0.84931767,0.72444284,0.9925991,0.9274092,1.2665673,0.8774376,1.3226048,1.0062802,0.826667,1.130053,1.0475214,1.1619601,0.73650414,0.97085255,0.73938227,1.1726587,1.1745038,1.105595,0.9909859,1.1406928,0.8579336,1.2279197,1.0196681,1.0663016,1.0107031,0.88819027,1.356286,1.0226351,1.2615602,1.1898053,1.0471706,0.0,0.9712472,0.90192795,0.8883984,0.559259,0.9695746,1.2765598,1.0193653,0.52718043,0.9426961,1.3323199,1.1416034,0.9446748,0.8808272,1.1689695,1.023505,1.2143674,0.939584,0.9753593,1.1980245,0.93017685,0.9842457,0.82027054,1.1789308,1.1976297,0.9308568,1.2966903,0.9401103,1.1288755,1.0592155,0.9182141,1.0661305,0.90354407,1.2271639,0.94306827,1.1500388,1.1445189,0.91047335,0.8078729,1.0361592,0.8365138,0.70012516,0.8611458,0.9238936,0.77475935,1.0452753,0.80154216,0.97229177,0.8115386,0.61863154,0.9671196,1.2299204,0.9329749,0.8739704,0.55879223,0.85580343,1.2359456,1.1290779,1.0305679,1.0064176,0.9545027,1.1159648,1.09769,0.80305207,0.8528969,1.1258562,0.5154256,1.0246172,0.81199825
jacket,0.97487986,1.124272,1.389695,0.7220688,1.3888222,1.4334141,0.8164226,1.1897761,0.8379898,0.7263069,0.59448767,1.3461775,0.6138096,0.5542454,1.404996,0.40757817,0.5541141,0.9022082,1.3683137,1.3820496,0.72075176,1.14273,1.1279225,1.2037514,1.2246386,1.1282077,1.1446831,1.1519122,0.8976757,1.3814739,0.80207837,1.2299234,0.6380968,1.1163465,1.4065467,0.74992853,1.2067536,0.83303344,0.95948213,0.80868506,0.7367453,0.73373616,1.2557116,1.0551833,1.4087181,1.423905,1.069471,1.1484224,1.3199921,0.7943499,1.3425628,1.0237472,0.783883,1.2280664,0.7766074,0.97874224,0.802023,1.260774,0.9712472,0.0,0.49720383,1.1146902,1.1891114,1.4780096,0.8680865,0.59744275,1.1385742,0.91417164,1.1051874,1.2797041,0.82076514,1.3909837,1.3016849,1.0692117,1.0395788,0.42485487,0.5965173,0.7390505,1.1534898,1.173401,1.1793103,1.1305827,1.1128843,1.1071787,0.9594151,1.0540984,1.4824691,1.3667691,0.5121298,1.3221432,0.8145616,1.2383964,1.2339928,0.9312412,0.38355684,0.83306456,0.5454727,0.76427746,0.5923354,1.0413374,1.0250467,1.1205614,0.71102846,1.2687051,1.021453,0.9227726,1.1533923,1.0131787,0.99409884,1.2072054,1.0244068,0.46906483,0.86464167,0.75616246,1.3157058,1.1339724,0.97687525,0.8333733,1.0273243,1.0311557,1.0475208,0.9776966,1.0091457,1.2719314,0.98188084,1.2766268,1.0275612
jeans,1.0336063,0.8857724,1.1417187,0.74745333,1.2583762,1.1657996,0.89872605,1.2178156,0.96876156,0.8133222,0.98454726,1.0109798,0.8424448,0.72850704,1.1665689,0.55732787,0.8338145,1.0812198,1.1242888,1.2014621,1.0348597,1.1621569,0.9555847,1.0576298,1.0670756,1.0406204,1.1042987,1.106997,0.8823043,1.2586559,1.0030068,1.2160155,0.7986325,1.1582398,1.1793082,1.1008842,1.0145531,0.8907511,0.90971136,0.9995538,0.90393215,0.8199877,1.0849919,0.8425957,1.1772827,1.2107198,0.96041715,0.8125246,1.1187,0.98854905,1.0541214,0.7685716,1.1604764,1.1085567,0.903213,1.067085,0.8684531,0.9486645,0.90192795,0.49720383,0.0,1.0759432,1.1487166,1.2480206,1.0766692,0.798159,1.0367898,1.0992546,1.1589264,1.0562413,0.75407696,0.8865953,1.2202487,0.9766625,1.047869,0.45805913,0.59599346,1.0573051,1.0964949,1.1430367,0.9038931,1.0961194,1.1492302,0.6975266,1.1080791,1.1456769,1.238322,1.1764048,0.74911815,1.1673586,0.9439767,1.1871736,1.0521299,1.0228281,0.48889697,1.2044325,0.5623504,0.8123497,0.4810143,1.1966323,1.1350387,0.9773212,1.094301,0.9421085,1.0088223,0.73060244,1.0408859,1.1876897,0.9049563,1.1219431,1.1699802,0.72589725,1.2100871,1.0087487,1.211705,1.0465237,0.79817873,1.057483,0.7211662,1.253087,1.179404,1.1786351,1.0230261,1.1879209,1.0479654,0.90414,1.0469471
knife,1.02782,1.0941654,0.92803746,0.98755294,0.94217217,1.0306903,1.084057,1.0778267,0.96267176,1.1159815,1.1563733,0.8569968,1.094441,1.0649981,0.7871379,1.1847439,1.0846969,0.91670257,0.8202254,0.91439855,1.131099,1.0882994,0.8278142,1.0497159,1.0128405,0.95794535,0.9172113,1.0339199,1.0223395,0.85702413,1.176363,1.0958468,1.1243286,1.0837637,0.6216036,1.1782039,0.98077613,1.1474572,1.1781037,1.0517166,1.0886118,1.253691,0.9006653,0.9408469,0.7975259,1.0269889,1.0356381,0.49270892,0.96275556,1.0327975,0.82155913,1.0066705,1.2209355,0.9389069,1.0387255,1.0529279,1.0022813,0.9335018,0.8883984,1.1146902,1.0759432,0.0,0.9703077,0.7869904,1.0668851,1.1512971,0.75933635,1.1116961,1.0927894,0.9229981,1.0597435,0.87184507,0.95819896,0.918833,1.1442235,1.2423371,1.1297778,1.0397215,0.5918914,0.57532495,1.0039853,1.0000662,1.0393107,0.9460064,1.0792043,1.1020151,0.8000246,0.9170997,1.1153666,0.76687837,1.108417,1.0803056,0.8982641,1.0855474,1.0902468,0.793198,1.1632783,1.1491101,1.1570857,0.6893773,1.0939507,0.8470638,1.1662061,0.84581435,0.98162234,1.0751942,0.63536525,0.92869,0.8391236,1.1001846,1.037445,1.2379456,1.098714,1.068371,0.9174477,1.023268,0.8658878,0.8023442,1.0359323,1.0827088,0.93095,1.0919104,1.1377435,1.0680736,0.88692194,0.88285273,1.0283998
ladder,1.2157792,1.1224669,1.1768258,1.1161792,1.1037058,1.0269774,1.0048136,0.6580207,0.8661208,1.0367011,0.88886464,0.9850381,0.8704889,1.2495908,0.95906574,1.0691274,1.0116472,1.1198902,1.0738289,1.1324137,1.0032668,1.2098563,0.5296896,0.97138846,0.7615389,0.9172344,1.2177366,0.94238436,0.64474833,0.97563607,0.85942256,1.1058335,1.0338198,1.1750972,0.98177594,0.6565688,1.0540628,1.139616,1.1276958,0.8388864,0.94932264,0.93945354,1.2166014,1.2431347,1.0606697,0.7542799,1.2378076,1.0682188,1.110673,1.011952,1.0952785,1.171427,0.9284966,1.322787,1.0542282,1.1551038,1.2528118,1.1038135,0.559259,1.1891114,1.1487166,0.9703077,0.0,0.7759644,1.1570913,1.1709358,0.6548879,0.80960345,1.2066616,1.2226716,1.1156265,1.0226662,1.1525401,0.8903958,1.1700354,1.1663613,1.1615742,1.1081424,0.83452415,0.9176673,1.0121039,1.1588138,1.0528065,1.0408062,1.1851496,0.82778597,1.0950055,0.9946559,1.0404392,0.95455074,0.877483,1.0736979,0.9072645,1.1224989,1.2545522,0.89293504,1.0391589,1.0845281,1.0857552,0.75963646,0.81668967,0.95439386,0.80893517,1.1256098,0.8828977,1.1741009,0.91055197,0.5804206,1.0639594,1.1482565,0.80617654,1.0884295,0.546773,0.7707037,1.0384338,1.1989427,1.1943526,1.1169862,1.0845817,1.0217365,1.0341455,0.6642514,0.6858835,0.77846766,0.4936328,1.1005287,0.7326521
lamp,1.2846234,0.86319566,0.6114201,1.3904046,0.50588906,0.6659851,1.3032582,0.5970246,1.1478305,1.2213193,1.3054274,0.3604623,1.2430073,1.5183098,0.49455154,1.4498372,1.4257929,1.0935632,0.28766888,0.5109466,1.2279394,1.2269815,0.7790561,0.4968034,0.4569621,0.6480247,1.0418788,0.83454645,0.895386,0.32318175,1.2002527,1.0309169,1.3005612,1.2314487,0.45389652,1.2318221,0.52166635,1.3637527,1.1174965,1.178654,1.1618254,1.1967396,0.79585147,0.9878187,0.45503634,0.6510236,1.0932257,0.8390927,0.7745934,1.2449132,0.4711331,0.90098023,1.3679078,0.8343443,1.2730103,1.3208417,1.4588854,0.45706534,0.9695746,1.4780096,1.2480206,0.7869904,0.7759644,0.0,1.3462379,1.5547912,0.709942,0.8704635,1.2285107,0.6411921,1.2125975,0.4856903,0.78992367,0.6724728,1.2846735,1.5748141,1.3070989,1.3714155,0.811028,0.8773072,0.7902862,1.1770762,0.9612558,0.6992703,1.3640347,1.0747939,0.39861548,0.5632253,1.3661733,0.2937466,1.0930893,1.0425596,0.77270293,1.2362033,1.4335335,1.2156117,1.3942355,1.1463223,1.2139555,0.9875937,1.0381818,0.6475587,1.3680788,0.5101917,0.9364525,1.2084159,0.9221567,1.06544,0.9437547,1.0413166,0.7108264,1.3593762,1.2747116,1.1940664,0.5562741,0.9010541,1.07717,1.3445079,0.86138594,0.9158758,1.108764,1.205024,0.83315146,0.51320326,0.85576856,0.51676935,1.0160236
