,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
orange,1.4392381,0.45733583,0.44918084,0.99241877,1.3318717,0.5809734,0.8408868,0.65294033,1.0687022,1.2442588,1.4571886,0.50340647,1.4964542,1.3585492,0.9042473,1.4339287,1.0547259,1.241457,0.4744557,0.7223328,1.3711782,0.92141825,0.9950309,1.103573,1.1984279,1.1186692,0.82037044,0.62366104,1.3052552,1.3147461,1.2230831,0.74051774,1.3994737,0.76846915,1.227067,1.4374466,1.1994611,0.3130176,1.3700986,0.35903585,1.0711228,1.1423527,1.297193,1.1242383,1.1855079,1.0704958,1.231982,0.8463783,0.31862342,0.9842379,1.1640022,0.8829517,1.2444253,1.0395348,0.84120035,1.0079008,0.46321607,0.99017864,1.2574315,0.47499293,1.2682341,0.8279973,1.1912792,0.7192196,1.3560994,0.70049757,1.1384029,0.77365106,1.4535267,1.173245,1.4174894,0.75085974,1.4813211,0.5390042,1.1555569,0.80354095,1.2097081,1.4121099,1.3006195,0.7132061,0.91780066,0.24474072,0.95668954,0.9327091,0.49464488,0.0,1.4029598,1.1587814,1.49454,1.3736316,1.3745508,0.6904261,0.6463976,0.7081912,0.5337188,1.062919,0.8168345,0.99080217,0.8690468,0.9953047,0.98739827,0.5607659,0.8942178,1.0801954,0.6500159,1.3670466,1.1035018,1.2567403,0.7932873,1.2058659,0.889051,1.3849814,1.3889883,1.2173071,0.55070615,1.3787737,0.9627817,1.2994611,0.7447021,0.31254756,1.404314,1.194393,0.47704273,0.26323956,1.2947214,1.4365814,1.3974628,0.5606448,0.7286582,0.49838763,0.73921007,0.90613085,0.8617102,1.2442535,1.1751491,0.9067683,0.46926397,1.2451451
oven,0.7684653,1.2585418,1.3647935,1.0248716,0.83958524,1.4176316,1.128275,1.3696947,0.99022096,0.54552484,0.5120654,1.40259,0.52741134,0.71724623,1.2435921,0.64038336,1.0513347,0.9222026,1.1903242,0.9691199,0.66567135,1.0204293,1.1207811,0.7736107,1.0759468,0.8363691,1.1689391,1.4251233,0.75649285,0.5778457,0.7832024,1.2937441,0.59813446,1.1162646,0.88759404,0.54634416,0.79673284,1.4942758,0.6114143,1.2988905,1.1250261,0.9016539,0.8070739,1.1759173,0.56741935,0.71028197,0.9692529,1.2779738,1.3593919,1.0879393,0.9273149,1.2904754,0.56339574,1.294928,1.1784894,1.2177632,1.3939624,1.3245747,0.6459606,1.4227315,0.97320527,1.3543863,0.85284513,1.2266546,0.9212096,1.3151326,1.1224071,1.1363387,0.6485114,0.8124354,0.7193451,1.2310427,0.40243804,1.1838468,1.0569696,1.1188433,0.71805537,0.75622004,0.81437445,1.2661873,1.0922822,1.427187,1.0646067,1.2718018,1.3085781,1.4029598,0.0,0.9735821,0.69424254,0.6974259,0.73072433,1.3720695,1.3410382,1.3136109,1.331627,1.0399504,1.3169407,0.9876653,1.1408502,0.9242756,1.2533876,1.3981333,1.1001861,1.0618627,1.209878,0.17825156,1.2059554,0.8752187,1.1847419,0.96001995,1.2959468,0.72030264,0.8686174,0.8845892,1.3901715,0.33458334,0.74270135,0.8432553,1.3568057,1.3181962,0.7650833,0.732673,1.3890646,1.33831,0.8059791,0.6248318,0.5188185,1.4074838,1.4187076,1.3392372,1.2763534,1.0333127,1.3431988,0.6582969,0.7931503,1.0652279,1.4418877,0.5774237
owl,0.83579725,1.0957342,1.0950514,0.99270123,0.90378076,1.000459,1.0350636,1.0868003,1.1250049,0.8761674,0.6975544,1.1877483,0.8105502,0.7627127,1.1398059,0.73232305,1.038152,1.0207475,1.244308,1.2214758,1.0132078,0.97934836,1.1957842,1.1509508,0.8071966,1.1523823,1.156982,1.0593421,0.6888338,1.017019,0.92397684,1.0513633,0.9435901,1.111893,0.648748,0.72649366,0.86659384,1.2183425,1.068913,1.2038993,1.0390897,1.1487181,0.8525437,1.042525,1.0491076,1.2137789,0.93043876,1.0017817,1.1466839,1.0381485,0.67469454,0.9620817,1.0109321,0.86381495,1.0640795,1.0359845,1.261236,0.9195495,0.92417115,1.0856665,0.95871747,1.031854,0.83623403,0.9230971,0.9419763,1.0509402,1.0510553,1.2100768,0.81254303,1.1261518,0.87052757,1.2551149,0.9685116,1.184371,0.9807908,1.0197223,1.0457629,0.8978733,0.9295771,1.1647542,1.0108488,1.0445281,1.0610267,1.0822487,1.025705,1.1587814,0.9735821,0.0,0.7792236,0.87388355,0.8949082,1.0695472,1.1918191,1.190379,1.0861629,0.93324184,1.074162,1.0774945,1.160272,1.1349825,1.1117114,1.0451084,0.9037562,1.0955331,1.2436703,1.0249425,1.0612311,0.924888,1.0534673,0.98866117,1.216252,0.7848435,0.8384187,0.837677,1.310726,0.82052726,1.0785402,0.8164648,1.0655007,1.082415,0.8333206,0.96932364,1.3083383,1.1273563,1.1273184,0.82655835,0.83084136,1.1311098,0.996234,1.0608305,1.1892272,1.0643111,1.1438806,1.026826,1.0104607,1.2399757,1.1409816,0.93204296
pajamas,0.6620799,1.3919433,1.4121475,1.0231447,0.4838366,1.3350239,1.1118647,1.3138736,1.1407909,0.7972125,0.48899996,1.4409547,0.5294962,0.5386593,1.2513806,0.43882436,0.9648428,0.8916354,1.459484,1.358063,0.84719366,1.2265234,1.2449214,1.1642932,0.9611481,1.1946642,1.1444482,1.2841251,0.56549203,0.78984725,0.8690657,1.4995925,0.59557366,1.3185955,0.656545,0.4684047,0.9434115,1.5266609,0.86526346,1.5171818,1.0398129,0.9818014,0.6656753,0.981335,0.9459222,1.1151912,0.54581857,1.1570871,1.5414774,0.96730554,0.7473261,1.1158245,0.69591814,1.0300834,1.0190984,1.0704985,1.544408,1.1912477,0.7891637,1.3944527,0.6564711,1.1721268,0.6680045,1.2416842,0.5959084,1.2643569,1.0837593,1.3637159,0.27002108,1.1373302,0.28855115,1.4129157,0.6424397,1.5188634,0.9900549,1.1499059,0.9821386,0.6144905,0.62097394,1.2501948,1.034317,1.4193728,1.2813869,1.112842,1.3941573,1.49454,0.69424254,0.7792236,0.0,0.42227334,0.7095293,1.2593808,1.4033462,1.3920655,1.3952621,0.8006006,1.2716744,1.1910954,1.2934712,1.1788433,1.1653023,1.4109111,0.92788476,1.0202291,1.4123268,0.69768023,1.1436477,0.78000194,1.3410791,0.7626018,1.2616615,0.17522985,0.74661756,0.46658093,1.5052743,0.6344259,1.2121723,0.5288112,1.2983707,1.4660022,0.5623351,0.9055598,1.6124032,1.4233766,0.7671686,0.2419635,0.6020122,1.568902,1.2518958,1.3630562,1.3415012,1.2414384,1.2824973,0.9390181,0.78815687,1.3316519,1.418215,0.7612282
pants,0.82189393,1.2737002,1.3245859,1.1268336,0.60909003,1.3414707,1.1209121,1.1318071,1.121447,0.93154824,0.5505564,1.2735888,0.44595325,0.76493603,1.2607155,0.595774,0.85998344,1.0177531,1.3551118,1.4090157,0.9652535,1.2291715,1.1515152,1.1227751,1.0746588,1.03145,1.0684896,0.973789,0.68361807,0.50702786,1.0374795,1.3573538,0.6721326,1.2957934,0.7248954,0.4388703,1.0983058,1.3521314,0.91759515,1.4030417,0.94470954,1.1070682,0.8313704,1.0568384,0.90825063,1.0095199,0.8399754,0.97419643,1.4052334,1.0790871,0.90945303,0.88620454,0.78964007,1.0031611,1.197187,0.77770275,1.4336743,1.2417669,1.0117984,1.2097536,0.67443913,1.1821916,0.7710353,1.1963092,0.74812555,1.177876,1.1074436,1.3181288,0.2998711,1.1551646,0.12212074,1.2419249,0.6918081,1.4393032,0.9419812,1.2027706,1.0779649,0.66128665,0.7346357,1.2023509,1.0189508,1.2635391,1.2025427,0.9647823,1.2635251,1.3736316,0.6974259,0.87388355,0.42227334,0.0,0.8923687,1.2718956,1.3336294,1.3190951,1.3125876,0.88073814,1.0655981,1.2774341,1.2764869,1.265244,1.1113017,1.1711322,1.0216165,1.0100937,1.3514197,0.77601147,1.0743424,0.84411585,1.300274,0.79197913,1.2543075,0.3407489,0.697851,0.4112239,1.2862175,0.70922935,1.0783343,0.5781617,0.941677,1.4214959,0.64154816,1.0659009,1.4350197,1.358822,0.59850377,0.4026962,0.80914235,1.4477918,0.9473292,1.1388621,1.308147,1.1974854,1.3108041,1.0209702,0.84939057,1.1524534,1.2157402,0.8499671
paper,0.46882355,1.2960949,1.2967885,1.0284208,0.61980987,1.2983133,0.9990812,1.2713933,0.8574414,0.76833606,0.5960865,1.3933246,0.7131209,0.59944654,1.0208007,0.7234044,0.9490573,0.13768166,1.2397221,1.0036168,0.2848376,1.0658524,0.9695452,1.0326214,0.7654688,1.1719078,1.1193076,1.3288207,0.9078498,0.9121949,0.75377405,1.2043222,0.8217535,1.1754081,0.8264599,0.7172495,0.8054852,1.3414183,0.7237661,1.3011987,1.2511419,0.79784024,0.8710174,1.1023141,0.972492,0.94792587,0.7564716,1.2257726,1.3807762,1.0305498,0.9318147,1.2197368,0.93472517,1.0576117,1.0969152,1.2356735,1.3193519,0.9629813,0.8455351,1.3858572,1.0448761,1.0046483,0.9585342,1.2206511,0.8134402,1.2645292,0.9208679,1.2458495,0.7667397,0.93223774,0.8091356,1.0729249,0.7649051,1.1996273,1.1015835,1.0407518,0.72096753,0.72554696,0.8501995,1.2708025,1.1845503,1.4117906,1.1004996,1.1978575,1.3877757,1.3745508,0.73072433,0.8949082,0.7095293,0.8923687,0.0,1.3051293,1.2471751,1.2119031,1.2784255,1.0046651,1.265461,0.8838623,1.1100067,0.8271463,1.1033338,1.4389265,0.9938641,1.1228637,1.2022722,0.6336939,1.1115716,0.9376727,1.189786,1.0103527,1.0452672,0.74958515,1.008741,1.0002589,1.4490352,0.7896582,0.91705453,0.7211847,1.4641383,1.222378,0.8800066,0.7524329,1.3700793,1.3057836,0.94503975,0.718076,0.36155844,1.314781,1.3808591,1.2805713,1.2111282,1.1362166,1.1286967,0.5160781,0.91999304,1.2920985,1.418767,0.7444122
pasta,1.293126,0.91422206,0.7018011,0.77270514,1.0948337,0.86681724,1.0674582,0.61241513,1.0186654,1.275884,1.4707642,0.74590945,1.4370197,1.3136231,0.9606502,1.2253661,1.1135935,1.2503059,0.9485348,1.011059,1.397311,0.84240615,1.0662156,1.1627265,1.1483605,1.1266904,0.8149589,0.56997985,1.1568904,1.3079737,1.1865475,0.7935421,1.2985015,0.88859147,1.0494134,1.4556512,1.0958333,0.71125436,1.2607309,0.8457545,0.89875937,1.122935,1.2218887,0.92964315,1.1437774,0.9834763,1.0701966,0.78286946,0.6612505,0.8896089,1.1981461,0.6721178,1.1336975,0.8147756,0.86119413,0.7036568,0.62165815,0.9195855,1.1548202,0.70907104,0.9471053,0.7541465,1.1583972,0.9051754,0.91537,0.8331312,0.99732196,0.92264116,1.3531659,1.1550188,1.2673755,0.7908584,1.3910415,0.8303788,0.8892792,0.92816174,1.2735653,1.3023912,1.2417636,0.6153886,0.63650185,0.7591891,0.7497824,0.77339137,0.7820722,0.6904261,1.3720695,1.0695472,1.2593808,1.2718956,1.3051293,0.0,0.8859084,0.9000046,0.6585157,1.0138903,0.72079533,0.9038549,0.8784703,1.0273848,0.8427547,0.5105429,0.8392719,0.95762587,0.9675869,1.394302,0.95875245,1.0830319,0.83075756,1.0482163,0.88572353,1.284157,1.1203969,1.084192,0.6542682,1.4114267,1.0926063,1.2845281,0.71588975,0.8191408,1.1379169,1.2389499,0.61545485,0.8649638,1.2815862,1.3731449,1.4274905,0.7616552,0.59224504,0.6905291,0.9353523,0.7661461,0.9917896,1.3077445,1.1046537,0.9351481,0.69333816,1.1932168
pen,1.2998786,0.6361674,0.8619388,1.1430995,1.2054952,0.7510778,1.0365822,0.8972394,1.020093,1.0995663,1.4484913,0.43050444,1.424615,1.3350527,0.93169063,1.4519191,1.0712538,1.1460088,0.65213174,0.89730227,1.2851484,1.1410342,0.5639305,1.0387826,1.1347497,1.0695286,0.923067,0.79070634,1.341862,1.2202902,1.2705812,0.8385407,1.2369928,0.7470523,1.2243798,1.4424707,1.2376976,0.31283808,1.2779809,0.55150265,1.0289463,1.010779,1.3142445,1.1259406,1.0666837,0.87322974,1.1821676,0.86903405,0.73078334,0.9895784,1.1994328,0.9124776,1.2267674,0.9887484,0.93367463,0.9410805,0.29328096,1.001242,1.3050388,0.58691686,1.1882504,0.9005153,1.2312517,0.99762416,1.2592486,0.8261667,1.0632073,0.6066781,1.3634521,1.0997444,1.3193564,0.4588734,1.3042612,0.58276904,1.1979151,1.070666,1.1248825,1.4342533,1.3072277,0.8420183,1.2521881,0.60436124,0.7085318,0.8060968,0.6763387,0.6463976,1.3410382,1.1918191,1.4033462,1.3336294,1.2471751,0.8859084,0.0,0.016035497,0.8801236,1.0492921,0.86332285,1.0993011,0.840641,1.0684123,0.9264934,0.83573467,1.0835664,1.0465435,0.6416762,1.3791046,1.0680954,1.301054,0.79725695,1.157926,0.57236403,1.3460708,1.3335793,1.2461245,0.42823625,1.3552744,0.8835789,1.2397075,0.80857646,0.5718932,1.2226847,1.17178,0.36821437,0.62607557,1.209508,1.3705658,1.4043936,0.6368533,0.80373406,0.60232025,0.02640891,0.74212706,0.83435345,1.3099403,1.2146621,0.5216753,0.53141665,1.23824
pencil,1.2689444,0.69944423,0.88362134,1.1181022,1.175,0.7724939,1.0067133,0.8798748,1.0297338,1.1020011,1.4321723,0.49605066,1.3935748,1.3226283,0.94827735,1.4397919,1.047138,1.1205295,0.7070649,0.9106939,1.2402463,1.1423475,0.514059,1.0425001,1.1278467,1.076446,0.9635395,0.79232514,1.3448918,1.2159011,1.2574112,0.86509544,1.222622,0.7539306,1.2302215,1.43054,1.2191257,0.3485613,1.261178,0.6279383,1.0358318,0.947583,1.3113554,1.089992,1.06286,0.8422377,1.1840487,0.8626188,0.76852643,1.0188398,1.1876855,0.8876962,1.2273445,0.99858874,0.96198,0.9250406,0.33614224,1.0037746,1.2722778,0.6321835,1.1489489,0.9098657,1.2262762,1.0188261,1.181622,0.8362194,1.0554144,0.6349376,1.3454726,1.0675154,1.3082771,0.4430352,1.2535062,0.640527,1.1794207,1.0537124,1.1185762,1.3927538,1.2888688,0.8664062,1.2351725,0.6660601,0.7143718,0.79262745,0.73641425,0.7081912,1.3136109,1.190379,1.3920655,1.3190951,1.2119031,0.9000046,0.016035497,0.0,0.88484335,1.061546,0.90146166,1.0962824,0.8659432,1.0580335,0.9379597,0.8577111,1.093817,1.0545158,0.6983061,1.3635067,1.0630914,1.2870444,0.82405245,1.1438407,0.550961,1.3399363,1.298959,1.2344477,0.45108926,1.3393348,0.8988894,1.2184147,0.83728963,0.64030665,1.1892496,1.1502657,0.39470267,0.6977589,1.1922404,1.3517619,1.3709664,0.66872007,0.81404555,0.64922255,0.031451583,0.7632762,0.82275844,1.269944,1.2178844,0.50529146,0.5585127,1.2323055
pickle,1.3857758,0.9466301,0.068960845,0.58238447,1.1923813,0.6507289,0.4764408,0.2805326,1.1934958,1.2258492,1.471064,0.8952379,1.4351207,1.2727466,0.882708,1.3644903,0.9152481,1.2561933,0.8989268,0.78229463,1.3275826,0.6813334,0.88324696,1.0389262,1.0061162,1.0649446,0.99825007,0.7605237,1.3438399,1.3945863,1.037551,0.7489435,1.3786333,0.8034431,1.2240174,1.4354501,0.9819442,0.7701103,1.38039,0.8077549,1.046712,1.0741727,1.2498366,1.0542902,1.2639598,1.1058944,1.1914908,0.90565765,0.12840247,1.0893292,1.1131536,0.7779573,1.2348647,1.0058575,0.9958252,0.93676835,0.78839266,0.8526788,1.1800363,0.88848406,1.1076111,0.89598525,1.2047317,0.81205827,1.098776,0.84453374,1.0861698,0.9242529,1.4110439,0.97945863,1.359697,0.80711657,1.4275398,0.7504084,1.0325892,0.213323,1.0588223,1.1962802,1.3099065,0.90436935,0.760803,0.83236724,0.9002163,0.9382504,0.84883225,0.5337188,1.331627,1.0861629,1.3952621,1.3125876,1.2784255,0.6585157,0.8801236,0.88484335,0.0,0.99381804,0.98925066,0.8395646,0.99351394,0.8317833,1.0225085,0.4263116,0.87622505,1.1737154,0.8905431,1.3401397,1.0307285,1.0451396,0.84482974,1.0812397,0.841452,1.3368195,1.1933525,1.1394345,0.80324,1.3704766,1.0138929,1.2480932,0.88976145,0.7671906,1.1572788,1.1069937,0.6298226,0.8831175,1.3560009,1.3509064,1.335797,0.64181805,0.7844118,0.8919524,0.88883394,0.9776615,0.8840632,1.0613856,1.145213,1.0531577,0.83955383,1.2777908
pig,0.9138884,0.9984136,0.95551926,0.9421395,0.8296859,0.9143012,0.9192077,0.96730036,1.1808684,0.9834378,0.9554634,0.9839853,0.97434217,0.96978706,1.0275425,0.91788113,0.9059464,1.0479549,1.1601909,1.1316764,1.0490878,1.1398681,1.1346998,1.15354,0.91414917,1.0869502,0.96593064,0.9797051,0.7918997,1.0335034,1.1010776,1.1431167,0.89019376,1.0467294,0.9837685,0.91163844,1.1072547,1.060393,1.162572,1.1571623,1.0864468,1.057708,0.99224454,1.1088916,1.0736386,1.1273279,0.841622,0.992326,1.0312384,1.0602828,1.0291518,0.96382487,1.0575824,0.7346809,0.7451396,0.9436437,1.087592,1.0024846,1.0297024,0.9846132,1.0258157,0.99684215,0.99472725,1.1610585,0.9121531,1.1091123,1.0869712,1.0971341,0.8670434,1.1562705,0.78533953,1.1602983,1.1381292,1.1677278,0.8172673,0.9648794,1.1287702,0.92889297,1.0339929,0.99712825,0.9335878,0.9297239,1.2252991,1.047845,0.94015414,1.062919,1.0399504,0.93324184,0.8006006,0.88073814,1.0046651,1.0138903,1.0492921,1.061546,0.99381804,0.0,0.9916599,1.1437762,1.0839039,1.1290188,1.025758,1.0363178,0.86703616,1.0308808,1.1070174,1.0452135,1.0548661,1.0456495,1.07451,1.0431263,1.1087314,0.847063,0.9341195,0.9430492,1.0926191,1.0277139,1.1053939,0.9080952,0.9270904,1.0905999,0.91825813,1.0601377,1.1336207,1.0492377,1.0570937,0.8892188,1.0189929,1.1726749,0.99121636,0.95341504,1.0497488,1.2184559,1.0761544,1.1237361,0.9370621,1.125343,1.1196904,0.96530235
pillow,1.180565,0.7167799,0.966322,1.2337064,1.1615984,0.81000817,1.1887484,0.9587871,0.7121893,1.310622,1.1948353,0.5451783,1.108639,1.3471873,0.9831693,0.92008984,1.0725462,1.1152583,0.8098042,1.0954797,1.2424737,1.044915,1.0301679,0.9630341,1.210829,0.7888459,0.7265931,0.67170525,1.1464177,0.7611104,1.2673433,0.90730256,1.1777761,0.8107199,1.0695255,1.0856422,1.2236795,0.68700266,1.0865074,0.6618564,0.95483124,1.2012796,1.153333,0.96844393,1.0370743,0.9201658,1.0747838,0.78586876,0.9329876,1.0555423,1.2676477,0.74771667,1.2459685,0.7551186,0.833623,0.8025397,0.73258007,1.0777742,1.4447277,0.64451665,0.8203135,0.862036,1.2738777,1.0225099,1.1598406,0.76577777,1.0576744,0.7954659,1.2594136,1.1173706,1.0695128,0.8037339,1.3007691,0.75405914,0.80864465,1.1735333,1.3002508,1.1183501,1.2261009,0.62374717,1.0366119,0.67003906,0.62958384,0.74077064,0.7615477,0.8168345,1.3169407,1.074162,1.2716744,1.0655981,1.265461,0.72079533,0.86332285,0.90146166,0.98925066,0.9916599,0.0,1.0685426,0.8834897,1.209912,0.93669134,0.7476498,0.87575305,0.64448565,0.7116066,1.4011562,0.9974651,1.0002122,0.8709487,1.0695665,1.0879291,1.2679416,0.9022666,1.0942328,0.60801077,1.3416669,0.8381853,1.1536013,0.4806087,0.8236799,1.0334034,1.3853376,0.7095095,0.7457831,0.95475876,1.3268263,1.4937751,0.7829086,0.61218596,0.65848345,0.9505631,0.57443124,0.93486315,1.3228872,1.068527,0.7555855,0.637037,1.2196767
pizza,0.99098045,1.0841433,0.8740308,0.7129388,1.0796583,1.1148108,1.0579033,0.94010067,0.8227379,1.1501293,1.2086408,1.0686382,1.22833,0.88853395,0.8945492,1.0281549,1.0548717,0.88025725,1.0269793,0.50962687,0.88163924,0.27560174,0.9244956,0.9656158,0.8964812,0.9839053,1.0740753,1.1901406,1.2200803,1.2881149,0.35059214,0.87951624,1.1625292,1.0334836,1.1847826,1.2242913,0.24270451,1.1231945,1.0474818,1.0775117,1.1863905,0.91655564,1.0710018,1.0475227,1.1315626,1.0593392,0.9714871,1.2456429,0.8510077,1.0621284,1.0976028,1.263249,1.0423673,1.042892,0.9844412,1.2565548,0.83466744,0.9029532,0.8679986,1.181541,1.204093,1.0940791,1.2070765,0.85889184,1.0764287,1.0983582,0.9272939,1.0775015,1.2425776,0.8066813,1.3124075,0.964785,1.1237137,1.0741612,0.96550846,0.78017294,0.7637815,1.042672,1.0865753,1.1260898,0.6857227,1.191422,0.993288,1.1742852,1.213752,0.99080217,0.9876653,1.0774945,1.1910954,1.2774341,0.8838623,0.9038549,1.0993011,1.0962824,0.8395646,1.1437762,1.0685426,0.0,0.9148513,0.24373245,1.0330677,1.0296834,1.0407232,1.0964981,0.95105386,0.9002671,1.0436677,1.0114748,0.9807876,1.0704541,0.94896287,1.2069912,1.1480856,1.1957387,1.0545434,1.1787266,1.0274034,1.1967907,1.2886109,1.1016753,1.2745008,0.5443697,0.808217,1.0790068,1.1568862,1.1308897,0.8972531,0.9012824,1.2621758,1.1998057,1.073413,0.97633886,1.0363704,0.5305613,1.028252,1.1368554,1.1934882,1.07261
plant,1.0329264,0.8491181,0.8944226,1.0716608,1.2495376,0.87357306,1.0978932,1.0691171,0.81726956,1.1236653,1.2195457,0.71930534,1.2423733,1.2225565,0.7038865,1.197566,1.1208882,1.0350592,0.71114117,0.8732015,1.0583965,1.0780156,0.8530729,0.8718085,1.0287716,0.9556296,0.7525361,1.1276491,1.0942986,1.0709339,1.1280489,0.86304516,1.0977759,0.9163718,1.1433103,1.2265334,1.076845,0.8353775,0.9358003,0.7355436,0.95060706,0.99366134,1.0497962,0.998316,0.9886321,1.0385895,1.0448253,1.1596141,0.9200351,0.8297444,1.1409452,1.2624043,1.0796317,1.1189032,0.6002176,1.2345936,0.7131865,0.84896135,1.0268245,0.9203593,1.1199043,1.0589631,1.0997503,0.98722404,1.2927469,0.9900134,0.7638618,0.7127954,1.2185984,0.9297974,1.2454765,0.9539385,1.1400943,0.690774,0.95356697,0.9609502,0.90746045,1.2503207,1.1646526,0.914547,1.1507746,0.9607644,0.81200033,1.1293566,0.9341117,0.8690468,1.1408502,1.160272,1.2934712,1.2764869,1.1100067,0.8784703,0.840641,0.8659432,0.99351394,1.0839039,0.8834897,0.9148513,0.0,0.9332974,0.7666988,1.0644224,1.0176113,0.8041529,0.67154175,1.0970323,0.76254904,1.1677663,0.81672525,1.139336,0.90099347,1.2726722,1.2040993,1.1926016,0.8319348,1.1600566,1.003122,1.232063,1.1018022,0.827942,1.3044543,1.0908889,0.8007977,0.80128604,0.9673611,1.242763,1.1732476,0.82204294,1.1701291,0.8342205,0.85917836,0.71266747,0.81972146,1.1100355,0.96016544,0.83321667,0.9838466,0.8728445
plate,1.013921,1.106215,0.8620151,0.76062566,1.0721732,1.1696706,0.91915375,0.9400906,0.96996146,1.0259571,1.1326789,1.1503738,1.1935259,0.9021947,0.94322824,1.072575,1.0195628,0.84860605,0.98413604,0.23918945,0.8728224,0.57045865,0.89730406,0.90131515,0.88586,0.98936355,1.0644358,1.1802298,1.2141279,1.2879344,0.6091313,0.934849,1.1549782,1.0367374,1.1356168,1.1693692,0.52112865,1.1140513,1.042339,1.0394723,1.2127248,0.8851253,1.0854222,1.1036867,1.154857,1.0602417,1.0222907,1.2148025,0.8064045,1.0725509,1.0994457,1.2130159,1.0235487,1.1060551,0.9782998,1.2631141,0.80465037,0.9514152,0.7929851,1.2202351,1.2263907,1.0952619,1.1387775,0.9017122,1.0588146,1.1044632,0.9985762,1.1010238,1.1905391,0.7747108,1.3044682,0.9130818,1.0588483,1.0136248,1.0289422,0.76472557,0.67043406,1.0278084,1.1055317,1.1218956,0.74723566,1.1859031,1.054896,1.1671671,1.2070147,0.9953047,0.9242756,1.1349825,1.1788433,1.265244,0.8271463,1.0273848,1.0684123,1.0580335,0.8317833,1.1290188,1.209912,0.24373245,0.9332974,0.0,1.1003333,1.0918753,1.1021774,1.2280229,1.0138569,0.8572904,1.1103183,0.9666748,0.9918467,1.0804706,0.9475315,1.1491548,1.2163668,1.1691904,1.0412544,1.1003317,0.9454324,1.1864352,1.3250616,1.080144,1.2600236,0.2384783,0.7483357,1.100506,1.1980124,1.0439461,0.777676,0.900341,1.2734509,1.1562515,1.0347729,1.086156,1.0963221,0.4006815,0.9968677,1.1686444,1.215317,1.0034659
pony,0.8172664,1.0074978,0.9820055,1.1284168,1.1057092,0.9600446,1.117433,0.9538178,0.990538,1.2007563,1.184391,0.9105923,1.2150679,1.192599,0.4632945,1.0766648,1.0714643,0.9984224,1.0178987,1.1693578,1.0788028,1.0852027,1.0332544,1.0689458,0.78537226,1.0261626,0.9978923,0.9486143,0.9363656,1.1265156,1.1528432,0.8249683,1.1220756,0.9697891,1.2005714,1.180824,1.1732093,0.95355177,1.0126631,1.0102156,0.8151733,1.1039102,0.7475921,0.71664095,1.0903852,1.1291162,1.0595542,1.0419664,0.98820275,0.57082903,1.0258467,1.0861958,1.1484619,0.7605867,1.0429187,0.9341585,0.87198675,0.49874187,1.2049254,0.94950986,1.0738161,1.0143998,1.1147827,0.8975471,1.1543179,0.97499204,0.15243948,0.9235512,1.1584489,1.0881951,1.1509392,1.0285467,1.1642827,1.0150449,0.9219945,1.0451174,1.120923,1.1033732,0.9889111,1.0296524,1.0062709,1.0079272,0.8694825,1.0042305,0.989827,0.98739827,1.2533876,1.1117114,1.1653023,1.1113017,1.1033338,0.8427547,0.9264934,0.9379597,1.0225085,1.025758,0.93669134,1.0330677,0.7666988,1.1003333,0.0,0.89796257,1.1240102,0.7492359,0.96337014,1.1989906,0.43518502,1.1254861,0.96977305,1.0027708,0.7932788,1.150862,0.93122274,1.0682908,0.8884158,1.2122641,1.1220276,1.1510646,0.929142,0.96567345,1.1486288,1.1817645,0.91483456,0.99718285,0.9460638,1.1809505,1.2353334,0.8664958,0.9605948,0.9168336,0.91703033,0.83573514,0.6883422,1.2495279,1.0486383,0.90450406,0.9851042,1.1827826
