,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
pajamas,1.1734602,1.2442899,1.5451357,0.33998883,1.2259614,1.4000604,1.2189877,0.79752576,0.6283383,0.24658602,1.4058638,0.50815994,0.28327763,1.4611957,0.12786782,1.0770873,0.96723944,1.5507795,1.384248,0.8542688,0.98600096,1.1635075,1.2356544,1.3297402,1.4265512,1.4135563,1.100309,0.650451,0.7529112,0.95538217,1.4218061,0.58213437,1.2245247,0.75661755,1.2446469,1.1822739,0.40075994,0.87092453,1.5307845,0.60777247,1.5725366,1.3512232,0.7906131,0.9118061,0.8767599,1.1850531,0.4805169,1.385365,0.540701,0.8822429,1.1470634,1.3619199,1.3714097,0.94862044,1.0394367,1.418746,0.79006827,1.5336941,0.9348424,0.98706806,1.0951071,0.78624535,0.5985494,1.1691107,1.3567786,0.72175074,1.078179,0.29215562,0.9445393,1.1211302,1.5746169,1.4113239,0.8541918,1.161324,1.2389733,0.4100746,0.9290522,0.8138472,1.428661,1.1842585,1.0807737,1.2734448,1.3834033,0.88770306,1.316848,0.0,0.49246937,0.66897947,1.4837784,1.4545147,1.136332,1.2769501,1.118074,1.027854,0.95028496,1.3226218,1.0956151,1.2584156,1.2225672,0.9193775,0.58749074,1.5065316,1.0559568,0.8790153,0.8075201,1.1066275,1.2231607,0.5115333,1.1504033,0.40800953,1.1226523,0.50464803,1.4037741,0.70924616,1.0853301,0.520518,1.518518,0.38948298,1.4277475,0.59356666,1.2731657,0.80004776,1.3981087,0.94966066,0.4156127,0.5023174,1.4177303,1.2389601,0.7763308,0.7384599,0.9527737,1.4309446,0.8393167,0.934693,0.89068913,1.1322635,1.400625,0.8533001
pants,1.2055426,1.071359,1.3861301,0.607048,1.2203952,1.3183588,1.3196932,1.0625057,0.7346396,0.58680975,1.2239782,0.5470915,0.8352636,1.3616645,0.5600544,0.9701631,1.2001508,1.3381209,1.4321394,0.9975413,1.02071,0.92727673,1.2373466,1.1017828,1.0526356,1.3149846,1.1151013,0.7936207,0.6764994,1.2045199,1.4243463,0.7097751,1.2167823,1.0136986,1.2896138,1.224342,0.5846571,0.94677293,1.315171,0.848536,1.3661374,1.3284595,0.9656563,1.0938269,0.77712286,1.1242392,0.26043326,1.1686811,0.6050161,0.8386797,0.83698654,1.3085668,1.4580764,0.67589206,1.0151957,1.4441113,0.8873152,1.2823908,0.89551747,0.99799603,1.2590005,0.7501805,0.7438334,0.95286596,1.2583296,0.8188057,1.0577303,0.15033233,0.788714,1.1114675,1.3836399,1.1175321,0.995892,1.177038,1.3044119,0.73679376,0.8707896,0.9618282,1.2786334,0.95501226,0.776783,1.0952141,1.366655,0.6900915,1.161536,0.49246937,0.0,0.96715945,1.3202928,1.2949959,1.0049373,1.227354,1.05402,1.0846245,1.1015186,1.3002925,1.2401948,1.2005408,1.1449754,0.98388433,0.8189635,1.364543,1.0763206,0.8245874,0.91287214,0.9785695,1.3207732,0.70031905,1.23862,0.29108948,0.97767013,0.13815892,1.0609462,0.8544068,1.0349584,0.7872797,1.2643982,0.764176,1.3345385,0.63051355,1.1645977,0.93080103,1.3551381,0.8560802,0.5813824,0.87318575,1.4170854,0.9365077,0.9741639,0.98284227,0.95056176,1.4924272,1.1294879,0.96771187,0.7991162,0.89999837,1.0771425,0.86378753
paper,0.9830915,1.3461119,1.342239,0.5922444,1.1056128,1.2191757,1.14077,0.8382096,0.70364726,0.6094087,1.2589861,0.7772573,0.3319744,1.3600585,0.64093083,1.1700478,0.29564166,1.3440279,1.1584017,0.63502115,1.065166,1.23116,1.0545772,1.1577859,1.4068644,1.2198379,1.069838,0.9237034,0.98539245,1.001829,1.0109416,0.8561428,1.1132576,0.78749096,1.011163,1.0989455,0.6824285,0.994558,1.3440046,0.6919012,1.3628864,1.0318046,0.8894021,1.0288175,1.0083048,1.0224856,0.9196943,1.2715056,0.89959574,0.82757795,1.2915424,1.188432,1.1301785,1.2107373,0.9627976,1.0264605,0.85656416,1.3958616,1.239483,0.9536577,0.893842,0.95881194,0.7848682,1.2918162,1.0808122,0.853288,1.0278158,0.7596786,1.0861353,0.97636455,1.3182325,1.3724136,0.7840584,1.1421174,0.99822783,0.76561236,0.9494063,0.82263786,1.3117559,1.347979,1.2432375,1.3727317,1.1263638,1.0408801,1.0045159,0.66897947,0.96715945,0.0,1.3280255,1.289943,1.0890311,1.2058457,0.94899416,1.178993,0.7531598,1.1932676,0.85821503,1.0281286,1.210405,1.1675998,0.81874263,1.3301301,1.2583915,0.8814343,0.8832333,1.0141058,0.98138684,0.9319947,0.96116394,0.7678938,1.2564151,0.9551945,1.4698942,0.8105139,1.0062685,0.6798315,1.4521587,0.72449005,1.3046021,0.9161808,1.2968185,0.76182735,1.1130055,1.0698438,0.71265453,0.22936928,1.2658341,1.3466866,0.7094923,0.76322836,1.1964192,1.1027436,0.59039676,0.8302546,1.029232,1.1528771,1.4025518,0.93951046
pen,0.68644804,0.6255907,0.39961052,1.4372001,0.8759987,0.65360546,0.9512433,1.2979625,1.3904327,1.5452704,0.2094326,1.3132021,1.5186167,0.3537035,1.4704885,0.9338051,1.0452516,0.29377228,0.61392426,1.3324344,1.034808,0.83323854,0.99041086,0.7529469,0.4142449,0.55779845,0.9418058,1.2772375,1.3019667,1.2994019,0.7188679,1.2484998,1.0450902,1.2322915,1.0801972,0.88867074,1.4089948,1.2046763,0.07822591,1.4570729,0.33680952,0.98211163,1.3190157,1.2083617,1.2326554,0.8775968,1.210731,0.7619235,1.3127086,1.2452416,0.73127604,0.522672,0.7772909,0.8681579,0.99068475,0.77390206,1.3198477,0.2178635,1.0259639,0.9512426,1.0080566,1.2180336,1.3560092,0.7514208,0.88870543,1.1460265,1.2320282,1.4212118,0.9738078,1.1147995,0.30858546,0.3944292,1.3416648,0.6805067,1.0654694,1.5441341,1.2741538,1.3330581,0.23380256,0.5263431,0.79944146,0.7165375,0.9125036,1.1844351,0.9201053,1.4837784,1.3202928,1.3280255,0.0,0.055975676,0.843598,0.7781623,1.1117474,0.7040513,1.227619,0.80033803,1.0343415,1.0121375,0.9758823,1.180305,1.345535,0.48652363,0.92846394,1.3056964,1.0847352,1.0328199,1.135467,1.2334347,0.91230124,1.427727,0.93882954,1.2988946,0.5545879,1.3054147,0.67997575,1.3018543,0.14908695,1.3277329,0.44585574,1.2554418,0.81250584,1.351837,0.81036544,1.2949209,1.3424968,1.4427127,0.59787005,0.64702123,1.0827405,0.99816173,0.7844211,0.74188364,1.391367,1.2569103,1.0065516,0.98417336,0.34020483,1.1172483
pencil,0.6297147,0.59980804,0.4954517,1.3906592,0.9523062,0.6630827,0.9449442,1.2757319,1.3803625,1.5544735,0.27873755,1.3247768,1.472287,0.3651861,1.4620293,0.93722993,0.9946531,0.42888868,0.68172425,1.3248191,1.0258411,0.8048022,0.9960759,0.7268176,0.46705562,0.5634237,0.91433764,1.3318954,1.3072227,1.3347588,0.7229722,1.2476844,1.045944,1.217061,1.0667661,0.8320824,1.4373295,1.1675506,0.13418508,1.4694163,0.44655776,0.9580243,1.359366,1.2300767,1.2263308,0.7846558,1.1850154,0.7845113,1.3009446,1.2477086,0.67253536,0.4787205,0.81101155,0.84330565,0.90701514,0.7317629,1.3213085,0.3012004,1.0061795,0.93970287,0.9782915,1.209338,1.250406,0.7791822,0.87120044,1.0918543,1.2437643,1.4136629,0.8978373,1.1350231,0.3524692,0.46333468,1.3323929,0.7228099,1.077005,1.4975648,1.2695247,1.3327458,0.3765173,0.5475942,0.7504368,0.7731982,0.9324293,1.2082912,0.9308045,1.4545147,1.2949959,1.289943,0.055975676,0.0,0.8239238,0.7442191,1.1136386,0.7287125,1.2288512,0.8370192,1.0490084,1.0154059,0.9705188,1.1599002,1.3473973,0.55542684,0.9317167,1.3114411,1.1270708,1.0280443,1.148037,1.217746,0.8227485,1.4063239,0.9443264,1.289511,0.5604131,1.3002851,0.70988613,1.3104507,0.23237789,1.3188227,0.5538027,1.207552,0.78345776,1.3060138,0.83846205,1.299789,1.334916,1.426165,0.60257816,0.6418212,0.9921789,0.87540007,0.76494646,0.7820574,1.3865497,1.2334055,1.010734,0.94755715,0.41181886,1.1049963
penguin,0.98588383,0.76737154,0.93818736,1.1009202,1.0449972,1.0192161,1.1224324,1.1588302,1.1771885,1.2062463,0.8923423,1.1858683,1.159464,0.9357599,1.1664351,1.0024188,1.1014694,0.9770642,1.0658649,1.2253523,0.9741347,1.00617,1.1324414,0.7176234,0.91578317,0.9592543,1.0169718,1.1511016,1.1931754,1.1470748,0.9816177,1.144253,1.1063195,1.0820673,1.011209,1.0330102,1.1657069,1.0432067,0.79979277,1.2224041,0.9883361,1.0955498,1.138443,1.0409101,1.0951821,0.9579015,1.0279056,0.8613253,1.129387,0.9535129,0.5650729,0.94332993,1.1192523,0.6498444,1.030119,1.0384471,1.1566927,0.6559489,1.038029,0.97410285,1.0172387,0.6932485,0.9066635,0.5984014,1.106041,0.9778438,1.1975304,1.0952563,0.9201776,1.1075575,0.95697117,0.81423557,1.0996639,0.9313525,1.1002498,1.1896939,1.0804555,1.0274452,0.80515337,0.99905014,0.65266883,0.55662465,1.0894641,1.1604307,0.963006,1.136332,1.0049373,1.0890311,0.843598,0.8239238,0.0,1.0230371,0.9967674,1.0636783,1.0797126,1.0530572,1.0810528,1.1039853,0.8977478,0.8831035,1.1985673,0.9789587,0.95745754,1.1873672,1.1729286,0.87423086,1.1220287,1.0554202,1.0528203,1.0785233,0.90247893,0.9940198,0.77722013,1.111642,1.0581658,1.1615715,0.76941633,1.0878617,0.9190696,1.0279049,0.90675306,1.1018298,1.1053833,1.1775026,1.0690166,1.2042977,0.99842155,0.553702,0.93954194,1.0242909,1.0324675,1.149457,1.2090468,1.0394952,1.1008837,1.0804791,0.58845884,1.0671241
pickle,0.9231079,0.8849518,0.579803,1.2888067,0.84206474,0.6104574,0.23628551,1.0795457,1.3433458,1.4496398,0.8614078,1.3147986,1.2112288,0.8506413,1.2870462,0.9005299,1.0476843,0.8093101,0.7712426,1.2651579,0.92117053,1.0242624,0.94558436,0.8685194,0.92420113,0.8485399,0.46143103,1.2658923,1.3439255,0.9661268,0.9870413,1.2662258,0.602518,1.0330346,0.84530604,0.15090728,1.4096274,0.7625661,0.6720141,1.3883574,0.8526829,0.94787633,1.2746785,1.2018354,1.3124619,0.99136925,1.1530383,0.6387011,1.2434671,1.1536161,0.82275903,0.7500106,0.8396424,0.94958055,0.97301954,0.7140831,1.1830944,0.92924786,1.0327985,1.0832019,0.6594521,1.2401181,1.0960506,1.0778818,0.92319787,1.1173615,0.98835593,1.2899102,0.8627851,1.1421582,0.8895484,0.8528297,1.1344216,0.40934843,0.826825,1.0748671,1.1733376,1.2072238,0.9126927,0.88812757,0.98644865,0.9559312,0.5520446,1.2615284,0.83750355,1.2769501,1.227354,1.2058457,0.7781623,0.7442191,1.0230371,0.0,1.0621716,1.070104,1.155469,0.9855883,1.0427164,1.0165148,0.9202023,1.101079,1.2603706,0.92674357,0.85654056,1.3032293,1.1645905,1.0811647,0.88290274,1.105968,0.8915816,1.3475401,0.9594533,1.2674383,0.8682292,1.2414842,1.1467437,1.1401708,0.82250684,1.210516,0.73822385,1.0966077,0.9468946,1.1945173,0.6524291,1.2193474,1.3131979,1.3035506,0.54046214,0.90134007,0.93710077,0.91630614,0.9440904,0.69376457,1.167265,1.1075177,1.1140034,1.1500357,0.8923972,1.294106
pig,0.8748503,1.131894,1.0512779,1.1126395,1.0728278,1.0531679,1.0354807,1.0349741,1.077025,1.0640328,1.1805382,1.099626,1.0606631,1.0114907,1.1007001,0.9633203,0.92839324,1.1252815,1.1372807,0.9559438,1.0698757,1.172609,0.97454685,0.840298,1.1799177,0.87233156,1.0363718,1.0482284,1.0557619,0.88861203,1.0008447,1.0930244,0.9248818,1.0723754,0.9799488,1.0297612,1.072321,0.9756508,1.1188607,1.0409536,1.1257383,0.5484649,0.90685284,0.9160045,1.1438465,0.941904,1.1058532,1.0064392,1.1030612,1.0047065,1.1093304,0.8387356,0.95865077,1.0317428,0.9679361,0.7125663,1.1182617,1.1063778,1.0384403,1.0381587,0.93536735,1.0902468,1.1025366,1.0629746,0.5823225,1.0739413,1.0400418,1.097536,1.0709901,1.0195987,1.099114,1.1865183,1.0582666,1.0602207,0.94146,1.0820996,1.0044619,0.8572149,1.1393964,1.1297829,1.0528667,1.0918715,0.9564074,1.1509471,0.7120296,1.118074,1.05402,0.94899416,1.1117474,1.1136386,0.9967674,1.0621716,0.0,1.0673195,1.0669864,0.9839801,1.1161991,0.50100875,0.8806665,0.9572022,1.0079103,1.053399,0.97842413,1.1275527,1.1016613,0.49569416,0.8970776,1.0835366,0.9991959,1.0667156,0.99487585,1.0686265,1.1285086,1.1213379,1.1839066,1.0815368,1.1103535,1.0831636,1.1170166,1.0820477,1.0844313,1.0044543,0.86553437,0.9963101,0.99800366,1.0283779,1.0763541,1.0709538,1.0325651,1.1416157,1.0331863,0.91855234,1.0103095,0.937655,1.1200111,1.1065407,1.1428796,1.1831748
pillow,0.7618388,0.74253184,0.8931023,1.2469045,1.0766499,0.9270434,1.085219,0.7456604,1.2337701,1.027919,0.73762923,0.87899214,1.2020055,0.63469005,0.886677,0.8033205,0.90804476,0.7170919,0.80719525,0.913229,0.9931592,0.7838414,0.8057142,1.035471,0.5436734,0.70059544,1.1932788,1.0474237,0.73968315,1.047297,0.81908244,1.1353918,0.99827623,1.2240007,0.98962575,1.0941349,0.851925,1.1740533,0.78278357,1.0605199,0.6334463,0.9444267,1.0302672,1.0083716,1.0281484,0.88254225,1.1414298,1.0917298,1.0957861,1.3941312,1.089348,0.81300557,0.7861698,1.0670767,1.103033,0.94929516,1.1646191,0.7792753,0.5798703,1.0676913,1.2268455,1.2475379,1.334805,0.8315122,0.9588203,0.9491779,0.9847871,1.156733,0.91132945,0.887895,0.64104265,0.83225197,1.1180322,0.9568941,0.9894073,1.2062459,1.0872138,1.2045122,0.88913405,0.44192892,1.0467746,0.8230665,1.1247065,0.9191922,1.1721485,1.027854,1.0846245,1.178993,0.7040513,0.7287125,1.0636783,1.070104,1.0673195,0.0,1.1675663,0.7182152,1.0004917,1.0078104,0.97661,1.067941,0.5708413,0.55472994,1.06159,1.0457255,1.0817056,1.0864102,1.0859668,1.0293943,1.21641,1.1879449,0.80788904,0.9364469,0.6979381,1.2300832,0.84905577,1.2588929,0.6212226,1.1133364,0.8348313,0.9081861,0.7836278,1.2515552,1.0460969,0.8934049,1.1864071,1.2888958,0.8703599,1.0364786,1.1573457,1.2449939,0.3903774,1.0216198,1.2760422,1.1824894,1.0077313,0.897879,0.8665414,0.94533545
pizza,1.1222955,1.187484,1.1448333,0.91304135,0.98759407,1.1219727,0.9860114,0.9360853,0.89507586,0.93031245,1.1465821,1.0147271,0.78780675,1.1735084,0.9503623,1.1201327,0.8442199,1.1663928,0.92546916,0.8956393,0.8487341,1.1715732,1.0913467,1.1984222,1.2697542,1.1533372,1.0288439,0.9802277,1.1063253,0.68670344,1.0273399,1.0400007,1.0015932,0.9547815,0.6760671,1.1094104,0.98585784,0.90472305,1.2273471,0.9169894,1.185267,0.94934666,0.8954524,0.9789736,1.037115,1.1179829,1.0739266,1.132831,0.96845776,0.9495253,1.2275648,1.2108248,0.9817537,1.1067005,0.9432778,1.1074421,1.0657189,1.2263473,1.234965,1.0066812,0.9794941,1.0249376,0.96322864,1.1756258,1.0548571,1.0456153,1.018841,0.9990698,1.1330657,1.0349509,1.1670449,1.1793047,0.26766288,1.1101197,0.8953166,0.95558536,1.0108783,0.931939,1.1254153,1.2016189,1.174139,1.2002363,0.95690554,0.97293705,1.0792509,0.95028496,1.1015186,0.7531598,1.227619,1.2288512,1.0797126,1.155469,1.0669864,1.1675663,0.0,1.1005919,0.08453351,1.0259509,1.0397846,1.0676076,1.0014408,1.1366343,1.0223179,0.9441084,1.0274512,1.124335,0.8426853,0.96846473,1.0028836,0.98320615,1.2365794,1.068156,1.2283268,0.9361181,1.0381066,0.9343503,1.2478944,0.97034377,1.0910186,1.0585026,1.0738754,0.962281,0.9753206,1.1071595,0.9392648,0.7810155,1.1026154,1.2118919,0.9504345,1.0252148,1.1480587,1.0562875,0.16881347,0.8855071,1.092696,1.1699766,1.246017,0.9972218
plant,0.8624122,0.93736655,0.8190257,1.2995573,1.0574085,0.917739,0.9469759,0.97201866,1.169599,1.2419438,0.8713572,1.1909163,1.3342509,0.6997806,1.279328,0.93379265,1.0055774,0.62903666,0.84723425,1.0147681,1.1670963,0.7925516,0.7690766,0.95822704,0.7555636,0.798061,1.1458471,1.0658607,0.93286824,0.94606686,0.76358056,1.1416645,1.0047865,1.0846796,0.9593607,1.0389024,1.1144077,1.1946955,0.8291285,1.0879653,0.61781836,0.88515794,0.9414745,0.86057585,0.9538999,0.99922794,1.3489879,1.0649968,1.1476712,1.1558979,1.1566005,0.8829174,0.22419691,1.2096115,1.0811367,0.7630742,0.9951356,0.7817767,0.9498733,1.0716244,1.1807457,1.0788764,1.2804539,0.92069596,0.8156762,1.0490761,0.7758116,1.3559091,1.2366539,0.8572307,0.632646,0.8595912,1.1554942,0.9669269,0.7999853,1.318902,0.9813474,1.1695834,0.87682986,0.8138081,1.1393892,0.9085068,1.0158343,0.9906049,1.005621,1.3226218,1.3002925,1.1932676,0.80033803,0.8370192,1.0530572,0.9855883,0.9839801,0.7182152,1.1005919,0.0,1.043976,0.8505854,1.0002921,1.0425135,0.9802134,0.6343368,1.1077453,0.86888593,1.0373774,0.973874,0.97562015,1.185608,1.019507,1.2826644,0.9567437,1.2151927,0.77250504,1.0529753,1.0303319,1.2842541,0.8159201,1.208158,0.79178965,1.2511387,0.7940274,1.0460396,0.7590492,0.9224075,1.2368066,1.2343764,0.87045574,1.0540525,1.1466964,1.212388,0.87903786,0.83815074,1.1518558,0.98915553,0.9957955,0.80307657,0.96092916,0.87502646
plate,1.077684,1.0850884,0.96353984,1.0778662,0.9117044,1.0123799,0.9162066,0.9395,1.0122169,1.0875245,0.9920458,1.1096869,0.9417667,1.0123414,1.0688486,1.0286094,0.8173777,1.0070632,0.6843953,0.959624,0.81989455,1.1439054,0.98936427,1.1527715,1.1281055,0.98702085,1.0020504,1.0883266,1.1791981,0.7144352,0.89419806,1.1482489,0.90557283,1.0472176,0.60784024,1.0550137,1.1152949,0.9858275,1.0509202,1.0533159,0.9832004,0.9214127,0.9929393,1.0531375,1.1471138,1.059992,1.1837204,1.0302421,1.0816473,1.069583,1.2055373,1.0764372,0.9150073,1.1185346,0.888805,1.0386792,1.1324848,1.0666279,1.1794461,1.0479059,0.9858891,1.1570151,1.098586,1.1251922,1.0266778,1.0775251,0.9827016,1.1632954,1.0859451,1.005729,0.97185975,1.0672057,0.3122821,1.0094343,0.80677366,1.1095657,1.0982436,1.0473455,0.98200315,1.050442,1.1732246,1.1167371,0.8363429,0.9933649,1.1084303,1.0956151,1.2401948,0.85821503,1.0343415,1.0490084,1.0810528,1.0427164,1.1161991,1.0004917,0.08453351,1.043976,0.0,1.0336862,0.97650224,1.0884143,1.0474862,0.96583205,0.96639913,1.0247223,1.0888222,1.171813,0.7708533,1.052152,0.99319744,1.1599964,1.1738739,1.1940444,1.0970768,1.0630696,0.9172469,1.0616833,1.0357276,1.0950999,0.9235535,1.1306885,0.95036846,1.0559657,0.89193,1.1650746,1.0833337,0.91326755,0.8440132,1.1718739,0.986065,1.0992047,1.0305395,0.96900547,0.2652045,0.99192625,1.1084137,1.2021937,1.1341666,1.0443228
pony,0.80844176,1.0501653,0.87491727,1.1902461,1.0440702,0.9122753,0.9866729,1.160712,1.1967849,1.163408,1.0178,1.2547975,1.1329325,0.87826425,1.1923697,0.94072735,0.93931997,0.97185355,1.0594147,1.1005714,1.0905936,1.1663172,0.969951,0.6912267,1.0781447,0.8377887,0.9682371,0.92624295,1.1242528,1.0182045,0.9262698,1.1189647,0.8477187,1.0552202,0.9726868,1.052438,1.161665,1.0818338,1.0168844,1.1286949,0.9947547,0.45375782,0.76668406,0.8953027,1.1962711,1.0026025,1.1632808,0.9041282,1.143279,1.0794048,1.1741648,0.7761588,0.80716014,1.1247498,1.0631204,0.6194433,1.1444671,0.9961514,1.0011467,1.096268,1.0749284,1.1699438,1.2168967,1.0822085,0.08863562,1.0964016,1.0693498,1.2163179,1.2345656,1.0350964,1.000765,1.04156,1.0726056,1.0464439,0.98332787,1.2729294,1.0040064,0.9459922,1.0566024,1.0746261,1.1630079,1.0031414,0.8805591,1.1684854,0.7146002,1.2584156,1.2005408,1.0281286,1.0121375,1.0154059,1.1039853,1.0165148,0.50100875,1.0078104,1.0259509,0.8505854,1.0336862,0.0,0.95802987,1.0399196,1.0618799,0.9090604,1.0817953,1.1486638,1.0979598,0.45919573,0.9336071,1.155918,0.97334206,1.1832035,0.9807304,1.1823257,0.9701731,1.1081884,1.2399004,1.1631823,1.0036194,1.121944,1.0090336,1.1929655,0.9971534,1.033952,0.7408914,0.9557791,1.1047033,1.0862572,1.0052708,1.1270217,1.0686139,1.2215782,1.1110852,0.8619938,1.0602069,0.9185418,1.0262809,1.1358031,1.0646833,1.1680868
potato,1.0904827,0.732725,0.6754956,1.2072752,0.7228875,0.7852167,0.9442044,1.243485,1.3345244,1.2983329,1.0681043,1.3665982,1.2214643,0.9679235,1.2437396,0.92911494,1.1798992,0.98055,1.0231897,1.2544769,0.8006441,1.1559633,1.143933,0.8135996,1.0466954,0.93412983,0.9671647,1.1640284,1.3083057,0.9510604,0.8787219,1.2574983,0.796023,1.2857982,0.8317288,1.0345016,1.260284,0.90696895,0.94504106,1.3789308,0.98134685,0.8384251,1.1197349,0.7691223,1.2229202,1.0113049,1.1259099,0.47859693,1.1588606,1.0147043,0.6707649,0.9031871,0.8923226,0.72250485,1.0804665,0.8108765,1.1604764,0.8653114,0.88059527,0.95503,0.874336,1.0364311,0.9655674,0.78735715,0.9341538,1.0497328,1.0057184,1.2500684,1.0190766,1.1672184,0.9618399,0.9923389,1.0188137,1.004285,1.0564808,1.0602752,1.1544026,1.0658766,0.8125813,1.0383599,0.7755121,0.6579529,0.7521031,1.2736118,0.8189948,1.2225672,1.1449754,1.210405,0.9758823,0.9705188,0.8977478,0.9202023,0.8806665,0.97661,1.0397846,1.0002921,0.97650224,0.95802987,0.0,0.48866212,1.2392032,0.8548103,0.45619965,1.294665,1.1076723,0.8383397,0.9423152,1.0351924,1.0761327,1.2020187,0.8770892,1.2267373,0.7722486,1.2204401,1.2909294,1.3218656,0.80830085,1.1512678,0.8370449,1.0574521,0.7849671,1.1505156,0.87426925,1.0637336,1.1557252,1.3078554,0.9645801,0.6233541,1.0901184,1.2197405,1.0523698,0.8674489,1.1774144,1.1201053,1.1429572,1.3045378,0.8475081,1.2040044
pumpkin,1.1998614,0.72972786,0.9411819,0.89879185,0.7713634,0.98795867,1.0106847,1.1176604,1.131222,1.0753855,1.2423023,1.2277486,0.989559,1.1374764,1.0583003,0.87190646,1.2202048,1.1740464,1.1032081,1.1189916,0.8140269,1.1871704,1.0652869,1.0025257,1.1923102,1.1775022,0.977032,1.0175853,1.1786652,0.85494304,1.06636,1.1414273,0.87523574,1.1968153,1.0752133,1.1661981,1.1182057,0.8948555,1.170033,1.187911,1.1420876,0.99983275,0.97625035,0.6544508,1.133886,1.0144123,0.9900408,0.6751711,1.082061,0.9779509,0.5903784,1.1021253,1.0405605,0.6162463,1.0683093,1.0862358,1.0074358,1.0405276,0.75156736,1.1109906,0.9297996,0.86879253,0.6166328,0.8134832,1.0672597,0.89185333,0.9498736,1.058672,0.99412364,1.1306552,1.1422207,1.1316454,0.9197435,1.1313807,1.0701435,0.7555765,1.0966004,1.069459,1.0239213,1.1262102,0.65676314,0.75917304,0.9057188,1.2412324,1.0392728,0.9193775,0.98388433,1.1675998,1.180305,1.1599002,0.8831035,1.101079,0.9572022,1.067941,1.0676076,1.0425135,1.0884143,1.0399196,0.48866212,0.0,1.0815455,1.0991094,0.47725153,1.2172427,1.1460428,0.9125597,0.9807798,0.91752267,1.0342458,0.9546182,0.87902904,1.0896972,0.9250325,1.0999058,1.2107587,1.2161684,1.0652345,0.97475255,0.94603616,0.7730831,0.8321778,0.86571234,1.0050166,1.0058887,1.0166253,1.189532,1.139499,0.6027537,1.0079421,0.9916961,1.0154835,1.0447761,1.1073838,1.0881102,1.2047269,1.2004409,0.9366022,1.1358391
purse,1.0615761,1.3019546,1.4279506,0.8339714,1.2356122,1.3104212,1.2029916,0.2900266,0.8367579,0.52771676,1.2620577,0.57502997,0.6848532,1.1448303,0.45022714,0.9633459,0.8382748,1.2568817,1.141465,0.56730044,1.1820346,0.96327776,0.8122847,1.1472306,1.0806788,1.1417568,1.1980295,0.82114625,0.4819464,0.9048667,1.0604734,0.9015955,1.0907575,0.8453021,1.122344,1.1087015,0.5082113,1.016789,1.3717066,0.52234423,1.218098,1.1029465,0.8489304,0.90410984,0.89491606,0.9371933,0.8704556,1.4431666,0.9041409,1.1491169,1.4118841,1.2786381,1.0239928,1.2345097,0.9431229,1.1947496,0.8432355,1.3031471,0.765452,1.16557,1.1752245,1.0669321,1.0301428,1.1139274,1.09467,0.7899113,0.86920464,0.7042107,0.9261967,0.8257326,1.2627201,1.2476984,0.9476468,1.2360071,1.1074921,0.7376564,0.7308184,0.8717387,1.4189129,0.91894853,1.2069215,1.2303486,1.334436,0.7429623,1.1960943,0.58749074,0.8189635,0.81874263,1.345535,1.3473973,1.1985673,1.2603706,1.0079103,0.5708413,1.0014408,0.9802134,1.0474862,1.0618799,1.2392032,1.0815455,0.0,1.032271,1.2356025,0.8614496,0.89799416,1.0108712,1.0908912,0.8473652,1.0163453,0.822845,0.7451905,0.6964183,1.1076987,0.981802,1.0614475,0.8151834,1.2534938,0.7753793,1.3418397,0.7558739,0.9886192,0.8410303,1.2369249,0.49869943,0.7973491,0.7523821,1.2474339,1.3962829,0.91790926,1.0147041,0.75083244,1.1532059,0.8579484,0.9115557,0.9317422,0.79085964,1.289933,0.958152
