,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
pants,1.1193556,1.1766869,0.72339875,1.3306553,1.2749219,1.2713828,1.0142114,0.78922457,1.0280846,0.74045426,1.1997693,0.6756011,0.65087736,1.158347,0.6852244,1.1550397,1.264823,1.4209448,1.0936041,1.0843254,1.1789052,1.2462262,1.0080801,1.0736386,0.9549979,0.6990616,0.5865915,1.35694,0.6359693,0.605859,1.397502,1.0459493,1.0357707,0.5301132,0.76775265,1.3968918,0.858941,1.2887872,1.1350236,0.92800343,1.0741415,0.72384775,1.0729173,0.6046418,0.92080873,1.2515551,1.2188072,0.98521787,1.0183444,1.0001901,1.1703246,1.2845751,1.4277976,1.4133828,0.84112,1.20394,0.83740747,1.2375357,0.71269995,1.1519377,0.79965854,1.1953762,1.1779559,1.1752664,0.4092878,1.365746,0.18511069,1.4170928,0.9363585,1.387634,0.92630297,1.0294161,1.0966718,0.71138865,0.73588854,1.0771765,0.9026411,1.2175046,1.0105158,1.072233,1.2067748,1.2122667,0.7745088,0.9264134,0.49994344,0.0,1.01642,1.4267383,1.4142956,1.3444409,1.1041586,1.1198962,1.2262623,1.1849774,1.3576922,1.1772817,1.100735,1.019544,0.921537,1.2699025,1.2170603,0.7532341,0.90578943,1.223106,1.186935,0.76858294,1.3034115,0.357965,0.6352991,0.28755653,1.2870362,0.7611171,1.1707726,0.7233056,1.1153002,0.90164286,1.1692195,0.596686,1.1946979,1.4647632,1.1914023,0.85833865,0.38769245,0.9048188,0.98029435,1.4090457,0.95739716,1.1371047,1.3264322,0.9490083,1.4289793,1.1053718,0.9650298,0.92031354,1.2226834,0.7577723
paper,1.1416026,1.359035,0.71923554,1.1892068,1.2591314,1.1466691,0.8296932,0.61402375,0.9277303,0.69838643,1.2748783,0.70482874,0.6733592,1.0965239,0.692459,0.30971605,1.3426125,1.0019829,0.33316076,1.1465125,1.0757979,0.9069566,1.2481121,1.0364637,1.2644728,0.98308474,0.80080634,1.2931511,1.0014062,1.0240351,0.9701592,0.9271173,1.1896932,0.78320336,1.039834,1.2447592,0.65977937,1.1910467,0.8016957,0.95899385,0.9761701,0.93274105,0.7487273,0.9409143,1.1418949,1.3777691,1.2674578,1.0985651,1.1914474,0.9711969,1.1341213,0.96178377,1.2316438,1.0885638,0.77189046,1.3728826,1.1192851,1.0020237,0.990667,1.2386221,0.7530243,1.3621439,1.1244334,1.1484817,0.8410909,1.2966304,0.8855114,0.80775976,0.7753277,1.2245705,0.88549,0.76938057,0.73495555,0.804066,0.9340678,1.2037632,1.0027567,1.3681247,0.8395703,1.3281894,1.3691177,1.4164579,0.71376264,0.9535408,0.90794605,1.01642,0.0,1.0569863,1.0962274,1.1599113,0.9529493,1.0678675,0.810249,1.0738249,0.79605997,1.0742178,1.3987877,1.114765,0.79948485,1.176933,1.450064,0.7568314,1.0254657,1.1741284,0.84419644,0.9026472,1.2765486,0.87615734,1.1323922,0.9968768,1.4104333,0.7274395,0.90501314,0.8611845,1.4182017,0.7024846,1.3098717,1.0850694,0.7590565,1.1183244,1.1103718,0.8842758,0.8182781,0.9294658,0.5100369,1.2055416,1.2876997,1.2206879,1.1152952,1.0568815,1.0472119,0.5572858,0.9558636,1.1817964,1.3866675,0.8162677
pen,0.65240073,0.9326073,1.2663884,0.90741533,0.7681359,0.71968454,0.89912504,1.4629554,1.1658173,1.4414604,0.6197768,1.3049428,1.4233065,0.79789424,1.3585279,0.7443881,0.44592428,0.7555632,1.0947312,0.9402822,0.664993,0.9745278,0.63409466,0.78432626,1.0023311,1.3560401,1.2970552,0.5579873,1.3803995,1.1594765,0.8782626,1.0218053,0.99892044,1.4783514,1.0899458,0.1865642,1.4100764,0.589876,1.1321903,1.3137577,1.1973875,1.283299,0.93876594,1.1842921,1.0681305,0.8287979,0.8128867,1.1186883,0.7762294,0.9726265,0.79207534,0.85593253,0.30304897,0.7687419,1.2987612,0.5330447,1.0911176,0.97434384,1.3254702,0.8983518,1.3413949,0.5459773,0.7488044,0.78967357,1.3654864,0.58404684,1.476412,0.4468884,1.1924386,0.53166956,1.208281,1.1264284,1.0967239,1.5033877,1.2181569,0.99188197,1.1957636,0.57282776,1.0022895,0.59483075,0.8310247,0.7431804,1.2546352,1.1379812,1.3629384,1.4267383,1.0569863,0.0,0.055386186,0.67985773,1.1691258,0.67832845,0.91128933,0.9439679,0.8859835,0.92007595,0.92944163,1.3204231,1.2983651,0.65200347,0.6515952,1.3459649,1.0837384,0.80134004,1.0798386,1.2678516,0.38262963,1.4756805,1.1045562,1.3014073,0.42709768,1.4853048,0.6800057,1.3027732,0.56868535,1.1671839,0.5653153,1.1529788,1.229711,0.50778735,0.6898552,1.3454071,1.4912897,1.0766821,1.322807,0.50936383,0.83013564,0.6368494,0.37625623,0.8753987,0.7614388,1.1858411,1.0884228,0.8046922,0.49991035,1.3265169
pencil,0.65661865,0.9101769,1.2273746,0.9152526,0.7362167,0.7510921,0.96760327,1.4331424,1.1569439,1.4600426,0.63804054,1.3452411,1.4395901,0.7800597,1.4233156,0.83125997,0.47761023,0.7877178,1.1429855,0.90197235,0.58050656,0.9836827,0.6383667,0.87613153,0.9584116,1.3770888,1.3271749,0.56522423,1.396131,1.1944349,0.8858985,1.0551256,0.96385497,1.5118163,1.0659971,0.15516138,1.4299426,0.60368264,1.1017994,1.3380024,1.2107875,1.2803612,0.9458553,1.1724223,1.0031778,0.7998079,0.8049519,1.109529,0.6997911,1.0306696,0.806437,0.86175543,0.25085425,0.7845763,1.300662,0.54199153,1.0742967,0.9474764,1.3053702,0.9023729,1.2611428,0.558969,0.81295264,0.80258256,1.3551762,0.60138977,1.4720455,0.46045446,1.2200642,0.5497232,1.2312989,1.1217655,1.1247597,1.4661707,1.2548344,0.98165184,1.219768,0.5596472,1.0254525,0.54235125,0.8479981,0.7324108,1.268192,1.1702715,1.3579265,1.4142956,1.0962274,0.055386186,0.0,0.7142394,1.1873283,0.73705757,0.97517365,0.9944995,0.9146005,0.97253555,0.89192396,1.2914507,1.3175565,0.7048075,0.6321868,1.3683661,1.086476,0.85543835,1.0799323,1.2327365,0.38695848,1.4611654,1.0713868,1.3142345,0.38422787,1.4818723,0.7300123,1.2492199,0.56032073,1.2224813,0.60655034,1.1178362,1.2197775,0.4574886,0.5854572,1.3620436,1.4742323,1.0020502,1.3233055,0.54155296,0.765514,0.59427816,0.22635317,0.899517,0.77822745,1.1720574,1.1439095,0.7594826,0.47065508,1.3455212
pickle,0.9334236,0.7766328,1.2347863,0.65933675,0.7456191,0.08493078,1.1065115,1.3021975,1.0580285,1.374328,0.9178856,1.3527629,1.233141,0.9465129,1.2401713,1.0587312,0.819903,0.73305696,1.2052779,0.7602739,0.97236484,1.0557228,0.96453667,0.93544996,1.0008367,1.2596043,1.4094702,0.8351562,1.3028345,1.134143,0.95574903,1.030937,0.8375562,1.3663011,1.0135934,0.6266982,1.3579531,0.91940385,0.97274274,1.1371313,1.0113518,1.2862117,1.157856,1.1662178,1.035177,0.757759,0.9139557,0.9894602,0.9045314,1.0042105,0.90831786,0.86395156,0.748338,0.6392695,1.142949,0.82988775,0.9410216,0.8113912,1.2461263,0.6575311,1.2254171,0.7270306,0.93858296,0.9793875,1.3500338,0.8625667,1.3785918,0.56297934,1.2625215,0.8590416,1.0480599,0.7078505,1.133782,1.1914704,1.128274,0.9278226,1.069263,0.8459283,0.9896117,0.8925881,0.87265027,0.66199005,1.3482795,1.1119646,1.2787592,1.3444409,1.1599113,0.67985773,0.7142394,0.0,0.9643161,0.8605418,0.804274,0.85319775,0.7371693,0.9206714,0.81490433,1.0160024,1.2004431,0.90210843,0.73208237,1.3141284,0.981225,0.85401547,0.71985453,1.205311,0.6559177,1.3197472,1.0784261,1.2004904,0.71938,1.2767963,1.008333,1.2721577,0.8059982,1.2063197,0.68635845,1.1665225,0.93437994,0.56365085,0.9684572,1.1945888,1.3470647,1.2098378,1.1830806,0.5458485,0.9014393,0.9125224,0.815841,0.9868689,0.6979946,1.0623198,0.98642087,1.1448017,0.8293215,1.2986201
pig,1.2110285,1.0798783,1.0124639,0.8386748,1.1109283,0.9455506,1.0648986,0.86875117,0.63839555,0.8731394,1.2570276,1.0115993,0.78456086,0.9796852,0.8972459,0.8962047,1.3393676,1.0634766,0.8523785,1.1309657,1.2554352,0.99493575,1.3878245,1.15595,1.1426728,0.87058413,1.0973173,1.2217376,0.9965109,0.99936503,1.1259558,1.1707432,0.95205516,0.94869435,1.0111787,1.2509587,0.8362612,1.2370769,0.8979871,0.6400787,0.4731601,1.1152304,1.1068002,1.0514479,1.1200825,1.1184019,1.143975,0.8707934,1.1596704,0.8805386,1.1222445,0.95846295,1.2309487,0.87759393,0.9571007,1.2707294,1.0916358,0.976737,1.0114799,0.924293,0.9029527,1.1842984,0.917147,1.1210287,1.0297244,1.1953043,1.008322,1.0207827,0.9810483,1.2882508,0.84346706,1.0487024,0.86830235,0.80944884,0.8850858,1.0109737,0.7486532,1.2351003,1.0776498,1.2397175,1.1580462,1.0963774,1.1165533,0.8509341,0.96333504,1.1041586,0.9529493,1.1691258,1.1873283,0.9643161,0.0,1.2820053,0.92271155,0.8242773,0.99064606,0.51087177,1.1167918,0.926855,0.927419,1.2618771,1.182204,1.006235,0.93952274,0.55652374,0.9881451,1.1321831,1.1897084,1.0011483,1.1183527,1.0398024,1.3018636,0.91198045,1.2699744,0.98454905,1.3016138,0.99489415,1.2646577,1.2243909,0.90568435,1.0864377,1.1432486,0.6324979,0.9675465,0.95777655,0.8201124,1.2050928,1.213523,1.153301,1.1194334,1.158366,0.7878889,0.8032143,0.9590258,1.2242804,1.3080649,1.0157096
pillow,0.64874935,0.93354625,1.0284654,0.8771376,0.6983454,0.947074,0.83563524,1.3364187,1.2329415,1.2317458,0.70213,1.0609434,1.0970433,1.0051005,0.8695869,1.0649631,0.67453283,0.9542397,1.1920302,0.8517731,0.8118244,0.8981781,0.5680106,0.731056,0.9823895,1.025567,0.96488047,0.7846779,1.1206706,1.0799326,0.8459978,0.7699414,1.078519,0.9481719,0.95291615,0.69433504,1.3133597,0.73056227,1.3245201,1.1291708,1.119362,1.1074159,1.0502924,1.1417557,1.1140362,0.8366176,0.93506575,1.1497298,0.9270346,1.1692541,0.65107507,1.0020837,0.7488674,0.89309675,1.2189165,0.7943254,0.6524402,0.932317,1.2680553,0.9722218,1.2201588,0.6502399,0.9043565,0.8033747,1.0944034,0.82166415,1.0999246,0.8982349,1.2232318,0.6609882,0.9453499,0.9780982,1.0285077,1.0973299,1.0870353,1.1131778,0.997393,0.77955127,0.5831095,0.8171389,0.9326851,0.9120318,1.1391547,0.9824963,1.0171236,1.1198962,1.0678675,0.67832845,0.73705757,0.8605418,1.2820053,0.0,1.0023099,0.89943016,1.0749782,1.0283431,0.87026465,1.076595,1.0289576,0.67248976,0.9055441,1.2972577,1.0185422,0.97517896,1.1866734,0.9446404,0.78749907,1.2278279,0.9573777,1.0132756,0.7428806,1.2673929,0.7078104,1.2029006,0.68030894,1.0560293,0.75155115,0.7723137,1.2547406,0.94934237,0.94098645,1.3101888,1.2717173,1.1946087,1.4070128,0.6987364,0.8506232,0.6556318,0.96020097,0.5752742,1.0408226,1.3649117,1.1597164,0.83715874,0.75611836,1.1180438
pizza,1.124489,0.9645394,1.0474848,0.9850492,1.121199,0.79952997,0.9449477,1.0647738,1.0199124,1.1398926,1.087503,1.0742185,1.116915,1.0111928,1.1006021,0.7291235,1.0493584,0.46824574,0.81994224,0.7473864,1.1188419,0.8975034,1.1282107,0.9699118,1.1122869,1.1750923,1.1752299,0.9935729,1.124785,1.0295676,0.8788469,0.9989971,1.085353,1.1576728,1.0845811,1.0214987,1.0571301,0.996004,0.6103131,1.02307,0.9658323,1.1086394,0.98033136,1.121649,1.1751876,0.9559225,1.062479,1.02818,1.1807733,0.97649777,1.0922151,0.8777278,0.89533406,0.93741834,1.0934066,1.1528504,1.1594296,1.0179144,1.1699172,0.7976352,1.1123711,1.1166067,0.88935983,1.0319415,1.2775685,0.9549405,1.2496423,0.63324255,1.0029364,1.0183917,0.91586465,0.92270774,0.9252731,1.1319242,1.0821805,1.0821565,1.0331345,1.1295614,0.97394747,1.2131228,1.1404979,0.93139136,0.9624368,0.93980163,1.2357774,1.2262623,0.810249,0.91128933,0.97517365,0.804274,0.92271155,1.0023099,0.0,0.955456,0.36812723,0.9187627,1.025113,0.9505773,1.0031025,0.987031,1.1415199,0.89172053,1.0563847,0.92164797,0.70048803,1.1435122,0.9974202,1.1874588,1.1352059,1.1898117,0.9897597,1.0944233,1.0197395,1.1724561,1.1655476,1.0252147,1.0971266,1.2711529,0.50992525,0.66968286,1.1063535,1.0070611,1.1540749,1.1033955,0.8129287,0.8465826,1.2024605,1.2008963,1.0660235,1.0107578,0.9125739,0.63143134,1.0137683,1.1726476,1.1415501,1.0659342
plant,0.9580242,1.0731771,1.1579894,1.0269816,1.1530728,0.90033495,0.83038414,1.0586214,1.1232107,0.9364986,1.026886,0.8759084,1.1386443,0.9560038,0.9007302,1.0211769,0.9433703,0.9005207,1.0214558,1.1540892,0.98460776,0.93306553,1.014768,0.826548,1.1066443,0.70974773,0.9241888,1.0179064,0.9797472,0.8936991,0.9192651,1.0318695,1.0423436,0.9189254,1.0505115,1.052157,0.9456194,0.9548343,1.049108,0.5861359,0.804214,0.8944998,1.0690444,1.2110275,1.282218,1.0840462,1.1233951,1.0027406,1.2409865,0.9500184,0.87620187,0.75166035,0.91320986,0.84654665,1.079297,1.1236597,0.97582495,1.1521003,1.0659089,1.0692172,1.1558527,1.0605491,0.918724,0.9163475,1.2667537,0.99870986,1.1019675,0.92465025,0.95650476,0.83051515,0.9856457,1.1110349,0.997096,1.0634642,0.96796024,1.1119132,0.93371785,1.1923313,0.8733361,1.2078525,1.0211005,1.1783653,1.0286803,0.9423521,1.1680272,1.1849774,1.0738249,0.9439679,0.9944995,0.85319775,0.8242773,0.89943016,0.955456,0.0,0.8838529,0.6523546,1.1260183,0.9738238,0.91818947,0.8709583,1.0975056,0.94068295,1.0533806,0.59795654,0.9725691,1.1075268,0.99168235,1.2259231,1.1618898,1.162855,1.058708,0.90609825,0.98552114,1.0986029,1.1409984,0.92171025,0.97959906,1.1150118,0.9344053,0.97769874,1.1037393,0.9564717,1.1127784,0.975606,1.0637641,1.081519,1.2421353,1.0692035,1.0135112,0.87461233,0.961149,1.0194595,0.9623593,0.80669755,1.1644111,0.8077885
plate,1.031593,1.0730839,1.1080042,0.99727726,1.1125183,0.7341261,1.0076013,0.92404306,1.1097183,1.0648903,0.95512,1.0567704,1.1164243,1.0022703,1.0913036,0.7323737,0.9402171,0.20396304,0.79473186,0.8972446,1.0211339,0.8157485,1.090972,1.0680302,1.1900932,1.2016275,1.2139934,0.78619516,1.200407,1.1979514,0.68218565,1.0811363,1.0718849,1.1988348,1.1630036,0.938446,1.0105935,0.8960028,0.4171998,1.058208,1.070543,1.1620957,1.002452,1.1098405,1.1943915,1.0324199,1.1236145,1.0761863,1.2529678,1.07022,1.0303787,0.8534847,0.71783715,0.9013545,1.1647711,1.1056259,1.3048713,1.0696216,1.2251737,0.94489485,1.1566974,1.1517907,0.9856025,0.98860395,1.2860574,0.9092226,1.3580954,0.42671275,0.99058336,0.8740798,0.9328585,0.91108304,0.99111253,1.174897,1.2054121,1.1042606,1.0749037,1.0985783,1.0227675,1.2395861,1.1239393,1.0526826,1.0165492,1.0364418,1.3152208,1.3576922,0.79605997,0.8859835,0.9146005,0.7371693,0.99064606,1.0749782,0.36812723,0.8838529,0.0,1.0072877,1.1391437,1.0233402,1.0456747,1.01997,1.0595394,0.95922816,1.0231545,0.97661537,0.39521313,1.1760418,0.96882474,1.2115002,1.296318,1.2794018,0.9384041,1.0244693,0.84680057,1.0865023,1.1823469,1.0999434,0.9985556,1.3680074,0.26909387,0.42014182,0.9416395,1.0842196,1.154376,1.1770145,0.6375582,0.8655246,1.2901456,1.2133199,0.93861866,1.1257558,0.9650711,0.41330957,1.1089401,1.2254968,1.136543,1.0774602
pony,1.0344425,0.9657607,1.2121874,0.88018143,1.0430298,0.9321133,1.0345496,1.1325188,0.9107885,1.0633738,1.0705655,1.0595453,1.1661363,0.69513035,1.0435977,0.90332246,1.019746,1.058379,0.96607673,1.1694007,1.0794468,0.9866888,1.1563792,0.9398219,1.1256874,0.91676545,1.1262703,1.0237764,1.05169,0.96069634,0.93891764,0.9867463,1.009022,1.1247716,1.1648654,1.0364623,0.9976684,1.0224507,1.0623777,0.56763554,0.69979066,1.1689711,1.1195242,1.189992,1.2084986,0.9892393,1.0335555,0.9130251,1.190691,0.75325924,0.82812417,0.8694357,1.0213389,0.657193,1.1506153,1.1108229,1.0132465,1.0178747,1.1716404,0.95697755,1.2571427,1.0022137,0.33307612,1.013703,1.2643043,0.99624455,1.1882155,0.9904883,0.9713246,1.004544,1.0236747,1.1122601,1.0341381,1.1297103,0.94768965,1.0010138,0.98711616,1.1179508,1.03726,1.1751808,1.033469,1.036026,1.1881443,0.9723463,1.2503576,1.1772817,1.0742178,0.92007595,0.97253555,0.9206714,0.51087177,1.0283431,0.9187627,0.6523546,1.0072877,0.0,1.0030375,0.9857751,1.0292444,0.95174325,1.0062212,1.1353624,1.0041114,0.19025457,1.0648156,1.1348445,0.9225547,1.2113235,1.1195898,1.0855246,1.0616726,1.0715128,1.1112598,1.1646866,1.1187743,1.0042458,1.0042591,1.1638997,1.0377535,1.0147485,1.0180535,0.83046126,1.1436553,1.0576063,1.0759605,0.97201604,1.1533933,1.113764,1.0024948,1.0025856,0.7398584,1.0201813,0.9193692,1.0575391,1.1251498,1.0803746
potato,0.9804996,0.13153028,1.1984649,0.61377156,0.54720646,0.8336093,1.3094447,1.391545,1.0181168,1.4203212,0.9520916,1.4426382,1.261395,0.87859476,1.4272594,1.4033186,0.8001908,1.0218892,1.4805353,0.4655788,0.9294854,1.1524322,0.93732446,1.0994672,0.41589165,1.2565733,1.3809847,0.73711747,1.1814233,1.1276122,0.91739935,0.91496515,0.6351625,1.3731619,1.0194129,0.85561335,1.4460021,0.94726074,1.273525,1.1754236,0.9656608,1.2332249,1.2698021,0.96727514,0.67407477,0.06704587,0.6073689,0.944801,0.45950097,1.2208318,0.9475721,1.0658416,0.8263522,0.9075293,1.1567415,0.6508537,0.8205208,0.8309066,1.0390567,0.5789853,1.0134964,0.6830353,0.92505383,0.9359655,1.2105118,0.69038856,1.2437158,1.2127165,1.3428594,0.8124469,1.1729491,1.1186378,1.1720724,1.158131,1.2716229,0.7598223,0.9002595,0.5224179,1.0247076,0.5709144,0.55493534,0.22545862,1.4193989,1.2417182,1.1058787,1.100735,1.3987877,0.92944163,0.89192396,0.81490433,1.1167918,0.87026465,1.025113,1.1260183,1.1391437,1.0030375,0.0,0.5328545,1.2991891,0.94324225,0.5533801,1.3880221,1.0371758,0.911209,1.1394975,1.2148726,0.8972889,1.1123502,0.8323896,1.1415998,0.6325664,1.3179221,1.1491162,1.2437968,0.55639243,1.2707362,0.75056666,0.99617636,1.2054332,0.91606456,0.907878,1.3032701,1.2237877,1.2713537,1.3882213,0.7778089,0.37575823,0.57920784,1.0190834,0.96167797,1.0715529,1.2998596,1.279253,1.1090882,0.5692923,1.3538678
pumpkin,1.2344124,0.31543863,0.9824598,0.716731,0.877915,1.0576477,1.0582103,1.0382464,0.9231814,1.0166948,1.2617288,1.0119998,0.9876141,1.0598986,1.0388067,1.1841104,1.2232921,1.0041939,1.1305702,0.7141024,1.1222643,1.0390886,1.2965109,1.0702126,0.66559076,1.0176914,1.0657866,1.1328757,0.8947965,0.94497544,0.91736853,0.91749644,0.88638127,0.9837761,0.9649158,1.3361036,1.0496101,1.1739966,1.0049869,0.8991314,0.7731481,1.02057,1.0290822,1.0262349,0.9336531,0.49631083,1.0499533,0.9541615,0.9815188,1.1622838,1.0821238,1.0277358,1.2290399,1.0858736,0.8877539,1.2072492,0.8892687,0.92060316,0.8802947,0.82119185,0.8221775,1.1726753,1.0401151,1.1243374,1.1112343,0.995155,0.98049223,1.1806165,1.1373668,1.1396877,0.8945331,0.90994453,0.8969391,0.7713444,1.0809169,1.0132364,0.8207576,1.0696068,0.9498705,1.152384,0.95665145,0.7011564,1.0151601,1.0113996,0.9196085,1.019544,1.114765,1.3204231,1.2914507,1.0160024,0.926855,1.076595,0.9505773,0.9738238,1.0233402,0.9857751,0.5328545,0.0,0.81794983,1.1497413,1.0294856,0.9959712,1.1045599,0.9991158,1.0035383,0.975507,1.2834435,0.9778499,0.993639,1.0905794,1.176262,0.91783124,1.223738,1.0539367,1.2193334,1.0052247,1.1934427,0.9880285,0.8618929,1.1144196,1.1171389,0.9827089,0.9503039,1.064865,1.0295184,1.0795102,0.9836618,1.0233063,1.2544781,1.029257,1.1517794,1.0142034,1.1336423,1.183847,1.1923494,0.9665097
purse,1.2678413,1.2179723,0.7435584,1.09194,1.2670196,1.2266095,0.59843045,0.75096536,0.9752441,0.6223424,1.35306,0.6208656,0.7371427,1.120425,0.5641246,0.86394644,1.3526034,1.1077516,0.6019992,1.2203035,1.1551651,0.7343775,1.1469432,1.0565106,1.2542745,0.92860883,0.5834987,1.4017313,0.8390783,0.68346775,1.0576677,1.0841377,1.1755002,0.6198104,0.94435847,1.4607751,0.5782889,1.103346,0.8821268,0.83183706,0.7238749,0.8440043,0.74493587,1.0114292,1.2715564,1.333065,1.3212445,1.0098933,1.4273274,0.92089677,1.0519787,0.94445366,1.3537223,1.021788,0.8530619,1.5261526,0.8183371,1.0848581,1.0085847,1.1916478,0.9182928,1.324641,1.0829495,1.0745219,0.8612283,1.163809,0.8251059,1.021141,0.7450994,1.2900679,0.88957715,0.6415225,0.6566384,0.5999815,0.83270574,1.2330297,1.0033066,1.5183481,0.6041035,1.4381179,1.403551,1.4295197,0.6226142,0.91199446,0.77387846,0.921537,0.79948485,1.2983651,1.3175565,1.2004431,0.927419,1.0289576,1.0031025,0.91818947,1.0456747,1.0292444,1.2991891,0.81794983,0.0,1.0420202,1.4315369,0.74190795,1.1356759,1.1150206,0.95744604,0.8043925,1.2947491,0.92148983,0.93657035,0.9524234,1.4393369,0.7848811,1.0862707,0.8243828,1.4627644,0.8058019,1.3818802,0.8790571,0.8254039,1.2062662,1.2505816,0.5589323,0.80225325,0.8820959,0.8303856,1.2195843,1.4569012,1.3460118,1.2019715,0.7021404,0.8813651,0.887331,0.8605851,0.8816397,1.4074677,0.8638935
radio,0.64400536,0.9508784,1.213346,0.99627256,0.84019715,0.9101026,0.745675,1.3188154,1.1845154,1.2891555,0.6449623,1.0743102,1.4322137,0.98542273,1.3403628,1.0373302,0.5047908,0.85771036,1.0027575,1.0289938,0.72971094,0.7933167,0.4770342,0.59746194,1.0834099,1.237886,0.96900374,0.6070069,1.0585583,1.060005,0.8391274,0.8558159,1.1399211,1.1696744,1.1592331,0.6879976,1.2002642,0.5434039,1.2625458,1.1811658,1.1870431,0.9636592,0.8101577,1.3028901,1.1346253,0.87990206,0.84571767,1.0385524,1.045313,0.93429357,0.8401251,0.8767408,0.6359674,0.91286516,1.1975437,0.6935627,1.0316168,1.1698681,1.2604305,0.92833275,1.4582953,0.71089274,0.8640189,0.62052965,1.316041,0.5413537,1.3551216,0.9492612,1.0487201,0.45559442,1.2693765,1.1008215,0.9844043,1.502821,1.0181895,0.98848754,1.2354212,0.8260569,1.0267127,0.8240721,0.9256487,0.8385967,0.9571328,1.1075104,1.4154897,1.2699025,1.176933,0.65200347,0.7048075,0.90210843,1.2618771,0.67248976,0.987031,0.8709583,1.01997,0.95174325,0.94324225,1.1497413,1.0420202,0.0,0.756144,1.0544212,1.1624298,0.8912717,1.1457509,1.078965,0.592261,1.3882174,1.0198005,1.1948086,0.6048141,1.1906716,0.57993513,1.2079645,0.6773353,1.0179745,0.58860314,0.99154395,1.2289585,0.89465445,0.84561324,1.235053,1.3653204,1.0345759,1.3641241,0.5367993,0.92812705,0.8893914,0.8751446,0.87875414,0.7935962,1.3070898,0.9619626,0.5976422,0.69792855,1.044248
raisin,0.8201629,0.5577671,1.3792222,0.7487823,0.6470852,0.698666,1.3097591,1.3732042,1.0798483,1.4463142,0.61142874,1.4627516,1.3716753,0.7694415,1.4358044,1.3584156,0.45716518,0.856478,1.5095894,0.7990595,0.8750297,1.2122979,0.7573848,1.0305165,0.8639944,1.2062396,1.4055727,0.36935753,1.2380941,1.200211,0.96290255,1.036897,0.74479365,1.3933487,1.0973883,0.47932875,1.4823918,0.73733354,1.1868814,1.2295368,1.2872593,1.1968235,1.3076024,1.1088105,0.81140244,0.47425902,0.5756649,0.95235854,0.6469008,1.0813823,0.78546137,1.1109216,0.6424029,0.7772709,1.2070962,0.28316557,1.1197791,0.90898055,1.1486721,0.65180075,1.3340244,0.37889248,0.8733126,0.9025631,1.3038836,0.52118623,1.3257906,1.077938,1.3480077,0.59407246,1.2099669,1.2893628,1.3771919,1.4500817,1.132371,0.71592486,1.040585,0.3010739,1.3245016,0.52217615,0.3859226,0.31238604,1.4189403,1.2091348,1.350414,1.2170603,1.450064,0.6515952,0.6321868,0.73208237,1.182204,0.9055441,1.1415199,1.0975056,1.0595394,1.0062212,0.5533801,1.0294856,1.4315369,0.756144,0.0,1.4159427,0.9950471,0.94744813,1.0513453,1.1989491,0.52929366,1.2741694,0.94147915,1.1439877,0.35177732,1.3588474,0.90888083,1.2500916,0.3110544,1.2216222,0.4575845,1.0960534,1.2488502,0.7927002,0.7669009,1.3460941,1.322197,1.2190608,1.3763314,0.6100824,0.5915412,0.6180538,0.7994789,1.1656965,0.9320275,1.3288962,1.2018015,1.0050684,0.33198678,1.3742349
