,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
necklace,1.3919847,0.5063516,0.62591183,1.1394098,0.88460577,0.5637342,0.9499433,1.1153228,1.211915,1.056706,1.3670204,0.5523952,1.1757548,1.0696977,1.0736327,1.3557642,1.35029,1.176869,0.80630183,0.91084415,1.3852363,0.72347015,0.9217741,1.2167791,0.7465575,1.1083671,1.258436,1.2751482,1.051833,1.1607623,0.87165534,1.2923176,1.0969205,1.2372161,0.8617048,0.65852237,1.2401415,1.0885137,0.6463533,1.4015758,0.83161765,0.9290418,1.3496724,1.3460269,1.1209984,1.0675817,1.0897068,0.3363648,0.7653604,1.023198,1.0589527,0.26091754,1.20801,0.8544879,1.0213255,0.91241944,0.74174756,0.95189834,1.2041898,1.1941817,0.5717413,0.84586775,0.8980011,0.8082554,1.0724045,0.6656491,0.4872517,0.9459365,1.0717623,1.2696701,1.1661515,1.093122,0.7511755,1.0850111,0.6138286,0.6457857,0.82628256,0.8494688,1.2909054,1.0597472,1.1602167,0.44641447,1.2031572,0.5024796,0.8402746,0.0,0.35391098,0.7976355,1.2793634,1.2489786,0.8864587,0.9842799,1.2731463,1.1146033,0.5373763,0.51340544,1.1380676,1.2027912,0.7325146,1.2096034,1.1593663,1.0969263,0.9961855,0.78931767,1.2095361,0.93706775,1.166152,1.2447664,1.3241787,0.88146025,0.9390681,1.1253756,1.0323538,1.1759751,0.9348458,0.8107504,0.7981137,1.2731031,0.7844085,1.3873067,0.3081516,1.3884356,0.7864753,1.0863531,1.1566641,0.5993923,1.1841959,0.6465195,1.2255551,1.1304069,1.4581401,0.8714119,0.2666406,1.1217993,0.69943345,0.77051944,1.1471071,1.4183931,1.1600646,1.2437156,0.82385397,0.27876288,1.1160114
nose,1.2217103,0.56862247,0.6480117,1.0945009,0.82625985,0.72659093,1.005394,1.2383723,1.2147764,0.96689105,1.2495179,0.7165858,1.1299419,1.0849668,1.1942177,1.2944007,1.2698524,1.2404509,0.9313865,0.9972335,1.3706626,0.82084787,1.0892627,1.1902874,0.94386655,1.1278293,1.2447001,1.089524,1.1612966,1.1570785,1.0636492,1.2241923,0.93774104,1.1759579,0.9221443,0.7319751,1.1057922,1.0795257,0.8053479,1.2972548,0.95327306,1.1033942,1.2673032,1.1254419,1.0180569,1.1043658,1.2105899,0.29519993,0.70848835,0.9767475,0.8416494,0.3317716,1.2428893,0.85883546,1.0879251,1.0091449,0.99822676,0.97940534,1.0651743,1.0970849,0.56421316,0.91993517,0.917555,0.59971094,0.9248028,0.72305274,0.45029783,1.0290179,1.0742772,1.1292866,1.1888655,1.035243,1.0492594,1.190401,0.7371699,0.82516897,0.8633204,0.88569355,1.2395145,1.0832057,1.0400907,0.33820188,1.1803182,0.47635353,1.0829936,0.35391098,0.0,0.7170074,1.3298017,1.063909,1.0114925,0.92678654,1.2405926,1.0727184,0.7512288,0.7120924,1.1667746,1.1616559,1.0022222,1.2069566,1.1389703,1.1994696,0.996776,0.7650802,1.3157367,1.0180283,1.247117,1.1690407,1.1407286,0.9259752,0.94094485,1.1366625,1.1472907,1.1264956,1.0252122,0.8965468,1.0508654,1.2051713,0.9979131,1.298318,0.32610726,1.2080086,0.7840177,1.1329267,1.1247325,0.89116395,1.0163815,0.65953946,1.1480472,1.0284818,1.3418019,0.9542388,0.24524212,1.067895,0.83766687,1.025765,1.16941,1.408763,1.0857772,1.2243177,1.0169489,0.4409895,1.2173015
orange,1.3305779,0.5725078,0.31967103,1.2661887,0.12212193,0.47610325,0.62757397,0.98781353,1.4274495,1.0904977,1.3946947,0.7874513,1.3157759,1.3213038,1.01698,1.4226558,1.2527328,1.1766036,0.6474618,0.587509,1.2412485,0.46232402,0.83151734,1.0305003,0.8845711,1.0705571,1.1438981,1.272187,1.2603548,0.8263769,0.8858366,1.3921669,1.1598048,1.0994536,1.2405231,0.68046045,1.2946581,1.1797388,0.6371317,1.4725926,0.6356439,1.0297993,1.0608194,1.1885005,1.0793507,1.2510464,1.2329476,0.82419145,0.116592646,1.11139,1.0942589,0.7878625,1.2258763,0.72774017,0.88415533,1.1328243,0.8635696,0.7527912,1.1376336,1.2605563,0.6984834,1.2133723,0.78618795,1.0408293,0.87227786,1.1955923,0.82138544,0.85514396,1.2950388,1.3144636,0.91502917,1.2695212,0.8674296,1.3046548,0.73197407,0.7853387,0.77547693,0.5816831,1.083071,1.298519,1.2163897,0.7412278,1.2788324,0.5214027,0.92206943,0.7976355,0.7170074,0.0,1.266681,1.0936525,1.2909913,1.2557588,1.377105,1.2225015,0.7214501,0.73152757,1.1912152,0.89395607,0.99501944,0.9681506,1.2398282,0.82553124,0.871723,0.04491341,1.377656,0.8258538,1.2244499,1.226337,0.9523923,0.89585924,0.57123435,1.2921693,1.0139304,1.3729515,1.2550871,1.1854364,0.90194535,1.2917323,0.9303958,1.3695629,0.62657213,1.3357484,0.7041373,1.270726,0.76464623,0.71704876,1.0692055,0.69036674,1.3107668,1.2743571,1.3980923,0.5530906,0.5612167,1.1411595,0.9890481,0.872825,0.8045523,1.2772806,1.0615838,1.2267021,0.9564854,0.7171988,1.2635256
oven,1.0042857,1.2606982,1.3658856,0.9518402,1.2572963,1.2482095,1.162816,0.86451304,0.63254285,1.0514951,0.7209054,1.0902102,0.6608286,1.0827602,1.0879134,0.8952476,0.7073118,0.9967182,1.0341365,1.0453025,0.66416836,1.1707468,0.97038966,1.1416614,0.815703,0.9877528,1.0447131,0.9977641,0.6282444,0.9856294,1.0486808,0.63942564,0.9889361,0.6072538,1.0188303,1.1068205,0.76021147,1.0590005,1.2309953,0.5077666,1.0338726,1.0326722,0.9945185,0.92453736,1.1191729,0.62392974,0.55994177,1.2555054,1.289886,0.94787174,1.0476532,1.3436763,0.95010906,1.3494304,1.1238459,1.1163771,0.8993344,1.3256471,1.0158325,0.8284409,1.1755667,1.1845708,1.3381239,1.1551156,1.0298369,1.1764437,1.2369138,1.1578653,0.8371617,0.92681617,0.8774976,0.9870801,0.9154932,0.70922136,1.0685244,1.061828,1.1023461,1.2192395,0.8270302,1.1356139,0.85967416,1.3036574,0.98416793,1.3052552,0.92537856,1.2793634,1.3298017,1.266681,0.0,1.1809088,1.1557041,0.9247635,0.9384112,0.9109507,1.1757009,1.2275178,1.0488158,1.1098623,1.0442362,0.9325074,0.86876786,0.9365838,1.1726301,1.2565068,0.6770208,0.855522,0.39084822,0.96599877,1.0036348,1.1822836,1.2159305,1.0091779,1.0500324,0.9506989,1.0713252,0.9747803,0.9447252,0.6882447,0.81381655,0.6942969,1.3488503,0.9402313,1.1536031,1.0724624,1.0226252,1.0665495,0.90470666,1.2764966,0.7488955,0.94160175,0.71958,1.1104059,1.3975143,1.0709026,1.2730613,0.9689438,1.1343342,0.8011958,0.8708472,0.8751886,0.8099446,1.2134461,0.72050864
owl,0.5097885,1.2157056,1.1243163,0.81350344,1.046475,1.2385546,1.0542585,1.1517098,0.9991819,0.7046107,0.8800914,1.1535621,1.0087181,0.80667734,0.9538462,0.52623314,0.99634504,1.0751752,1.2107432,1.1818262,1.184732,1.1410867,1.2471309,0.8057602,1.2842674,1.0507917,0.8487258,0.5248158,1.2259191,1.0856739,1.013334,0.9085025,0.92342067,1.140142,0.68423766,1.2143253,0.8954564,0.7448461,1.1998558,0.9889137,1.2524704,1.0683742,0.9691145,0.7772894,0.90887505,1.1451429,1.1891395,1.1379602,1.0423949,0.83730197,0.8890122,1.24776,1.003839,0.6630348,1.0340027,1.1354312,1.2782216,0.97788787,0.9316305,0.9633693,1.0647643,1.024779,0.97447455,0.73598623,1.0868095,1.0717049,0.9961105,1.0543467,1.0653248,0.77954924,1.1577382,0.76765525,1.2974552,1.1711265,1.1757737,1.1884303,1.1660826,1.130685,1.0726932,0.91426456,0.9546917,1.1284134,0.6977907,1.080207,1.2028779,1.2489786,1.063909,1.0936525,1.1809088,0.0,0.84962153,0.9254962,0.814849,0.9482584,1.1841917,1.2347112,0.8549547,1.0147519,1.1186999,0.9849804,1.0216995,1.1814743,1.0345424,1.1046194,1.0625348,1.178371,1.1895806,0.4032358,0.8064995,1.0545967,1.0776345,0.8062453,1.2003832,0.76748425,1.0908173,1.0381521,1.2064284,0.8958833,1.2325274,0.878752,1.174408,0.57015157,1.0461022,0.9455779,1.0953827,1.2682495,0.84485364,1.0883995,1.0562258,0.86626875,0.92132044,1.2087975,1.1958106,1.0915484,1.1120218,1.1145936,1.1777953,1.1202055,0.85228246,0.9803826,1.3370956,1.2277244,1.0307866
pajamas,0.89414287,1.0008078,1.1389506,0.74425244,1.1808026,1.1285284,1.2747129,1.2489448,0.9503521,0.9251299,0.6825115,1.116535,0.9436829,0.25623214,1.1118478,0.5819886,1.0868472,0.92750406,1.2902174,1.3275907,1.0289297,1.3390033,1.218144,1.082125,1.2907119,1.0583915,0.8252945,0.9363094,1.100064,1.18081,1.1537323,0.94252086,0.92174304,1.1001208,0.85554504,1.1949568,0.8336073,1.0651063,1.1479343,0.95544845,1.3050605,1.1666216,1.0222132,1.044937,0.62494415,1.0303868,1.084177,0.95739824,1.188638,0.86241436,0.91585433,0.8574966,0.86904395,0.9975716,1.1342552,0.5308709,1.2795601,1.0727243,0.9598009,0.95438313,1.239389,0.6541437,0.8253875,0.8804373,1.0788412,0.66193485,0.9147371,1.2154093,1.0171578,0.69574136,1.2868774,0.578847,1.3297584,0.97175455,1.3284174,1.248356,1.1445141,1.235408,1.0298485,0.4671141,1.0470345,0.9856277,0.7084956,1.0814776,1.1614592,0.8864587,1.0114925,1.2909913,1.1557041,0.84962153,0.0,0.72204,0.8623099,0.71412325,1.1946459,1.1769543,0.80822724,1.1984277,0.93875605,1.123593,1.1183674,1.2587128,1.1954464,1.3104672,0.88500637,1.2741915,1.1730733,0.8127542,1.1582701,1.0928028,1.245495,0.5824298,0.97674286,0.44574785,0.69803804,0.60767365,1.2623688,1.0287285,1.2602081,0.8689499,1.0423036,0.80006564,1.2805045,0.665612,1.2347468,1.2821583,1.0438632,1.0415729,0.8979696,0.6799064,0.8404981,1.2774069,1.0233103,0.6228904,0.8156971,1.0886931,1.0810292,1.056266,1.0406874,0.8977002,1.2961752,1.0495611,1.0039655
pants,0.6998209,1.0612258,1.4043939,0.45007366,1.2732861,1.426733,1.3251746,1.3933091,0.53300667,0.88555723,0.6358504,1.175153,0.42369306,0.6164082,1.1605452,0.5656549,0.8610331,1.0735662,1.4174538,1.5371933,1.0276856,1.3700056,1.335996,1.2358135,1.2237707,1.1142858,1.1608404,0.6280657,0.6929269,1.3015538,1.3610122,0.6941616,0.50942045,0.92798144,0.83618397,1.1185533,0.43521708,0.9914,1.4494134,0.672215,1.4551836,1.2676891,1.1630973,0.80257964,1.0749584,0.7668189,0.83525,1.043384,1.2352768,0.4686374,0.7762208,0.9956236,0.97819287,1.137533,1.4269314,0.7670816,1.3858932,1.3947875,0.9624905,0.7481866,1.3387764,0.7610073,1.393777,0.68244755,1.1277293,0.7674151,0.93111986,1.2865337,0.74662983,0.44647634,1.3461173,0.18542576,1.4182508,0.8988077,1.3582926,1.3404099,1.1597849,1.3865073,1.0366482,0.7449248,0.6712208,1.1326346,0.8983321,1.3119395,1.2736871,0.9842799,0.92678654,1.2557588,0.9247635,0.9254962,0.72204,0.0,0.7712966,0.64358395,1.4106295,1.3645918,1.0215921,1.286998,1.0360171,1.2328621,0.92279124,1.4287949,1.208209,1.275407,0.70716757,1.3449509,0.855844,0.7889813,0.98162246,1.2257042,1.3487961,0.6299732,1.350166,0.49400473,0.80449235,0.24657136,1.281099,0.75728047,1.1219423,0.6642121,1.122072,0.8397614,1.3206513,0.67303777,1.2866695,1.463548,0.9309424,1.2456132,0.5632205,0.3598268,0.7457782,1.5741045,1.0949972,0.9654771,1.2070078,1.2160456,1.5155987,1.1641347,0.9707833,0.94665366,1.1393878,1.2180864,0.97340417
paper,0.60980844,1.3440171,1.462712,0.62029475,1.2807382,1.5197753,1.3172148,1.0653663,0.6095877,1.0907352,0.6886697,1.3666945,0.7278788,0.61712104,0.9654356,0.56104475,0.672443,0.4736749,1.4189184,1.3438989,0.5465025,1.3379753,1.2405095,0.85080755,1.3736095,0.9672092,0.86573434,0.80221987,0.8937431,1.0544952,1.1722398,0.8032273,0.8369199,0.9491166,0.7565203,1.2604685,0.6704456,0.7190954,1.4249722,0.68112624,1.3974402,1.1798484,0.8976455,0.84963155,1.0108757,0.94676983,0.7937074,1.2876816,1.297758,0.9695399,0.828786,1.2136967,0.8698063,1.0888548,1.1174724,0.8857608,1.3351929,1.1862733,0.75003195,0.5534119,1.5100409,0.9118616,0.9594221,0.9672627,0.8863821,0.799072,1.1940418,1.2552209,0.58214885,0.74549115,1.220849,0.66181463,1.3359257,1.003304,1.3996272,1.4032063,1.0818834,1.2933805,0.77923346,0.8479798,0.9056975,1.2364588,0.8593663,1.4092089,0.99062824,1.2731463,1.2405926,1.377105,0.9384112,0.814849,0.8623099,0.7712966,0.0,0.89740956,1.4065145,1.35305,0.97066706,1.12635,1.1251878,0.92058927,0.8674971,1.0495288,1.2207472,1.4396017,0.74869215,1.2733796,0.9936905,0.80921817,0.8147071,1.1025672,1.2675853,0.8362994,1.0724081,0.7188042,0.9497758,0.8771441,1.4407277,0.8813934,1.1100268,0.6583073,1.4212304,0.64130855,1.1918458,0.78386605,1.0126194,1.4707873,0.8346664,1.2115039,0.8102434,0.7765276,0.46524495,1.3333436,1.3770157,0.8494824,1.1506327,1.2078053,1.2538891,0.6607006,0.8928665,0.7832241,1.3335171,1.4269438,0.9155558
pastry,0.7159234,1.1678044,1.3236313,0.7687586,1.1832412,1.2647867,1.2086993,1.195347,0.68901634,0.81288373,0.55555457,1.314997,0.7149701,0.62799263,1.2253587,0.554452,0.91979086,1.1095546,1.2808105,1.375153,1.0307034,1.2386336,1.3014408,1.1800706,1.2328274,1.2201136,1.1602088,0.71242356,0.86421394,1.155007,1.3294952,0.8362732,0.85783607,0.9818332,1.0354296,1.1606501,0.68902403,0.88221526,1.3904412,0.6572226,1.3685865,1.2308457,1.0803204,0.7396075,0.9705356,0.76459736,1.0076737,1.1083899,1.16637,0.668671,0.86418015,1.0577743,0.9723079,1.1272871,1.1650236,0.7407877,1.3755069,1.356147,0.83590084,0.82238644,1.2658476,0.9407014,1.244074,0.82982314,1.0176362,0.908519,0.97643584,1.2214338,0.9210555,0.7421466,1.0734259,0.69804645,1.3516272,0.8303501,1.276885,1.2580518,1.0920053,1.2351401,0.99164987,0.7451452,0.91533494,1.1022499,0.5056466,1.2046525,1.264586,1.1146033,1.0727184,1.2225015,0.9109507,0.9482584,0.71412325,0.64358395,0.89740956,0.0,1.32339,1.2453128,1.0784287,1.1090573,1.0521975,1.083519,0.91462564,1.2764901,1.1459215,1.2397548,0.88653994,1.3502471,0.9452268,0.7024548,0.9974224,1.1440244,1.1890297,0.7595274,1.254968,0.6724308,0.8538897,0.76100457,1.2647758,0.7644651,1.2203791,0.8194357,1.1899921,0.76546884,1.2102633,0.850789,1.1545036,1.4022305,0.9140634,1.31552,0.804374,0.70813805,0.764083,1.405879,1.1438458,0.8350618,1.1439139,1.1951245,1.3414012,1.0548309,0.90764517,0.94140935,1.1647711,1.2378455,0.8177327
pen,1.4910582,0.59593356,0.4417982,1.4009538,0.83565974,0.37648636,0.6200434,0.82518756,1.446721,1.0995806,1.5130805,0.28936964,1.4077673,1.3836312,1.0370014,1.5343995,1.3432304,1.03427,0.28062487,0.4538077,1.3460288,0.59807605,0.710942,1.0485387,0.489393,0.96241415,1.1653519,1.3703021,1.1575772,1.1449199,0.5686474,1.3564484,1.2996278,1.282669,0.9348143,0.6242218,1.4515548,1.0620099,0.12562776,1.5053704,0.3965034,0.817026,1.2929024,1.3990679,1.1626253,1.1820223,1.1165379,0.59728676,0.7824984,1.2977338,1.2606878,0.6289273,1.2189583,0.61034954,0.7104881,1.1522572,0.35207593,0.67592764,1.2568806,1.4129603,0.29513693,1.1315886,0.75364363,1.0866549,1.2176828,1.1187721,0.72623265,0.8197788,1.249332,1.4450753,1.0002929,1.4279122,0.313645,1.127544,0.28942823,0.37035012,0.8749002,0.7194304,1.3675898,1.3554581,1.1801323,0.6113336,1.3527944,0.28864455,0.65509903,0.5373763,0.7512288,0.7214501,1.1757009,1.1841917,1.1946459,1.4106295,1.4065145,1.32339,0.0,0.064195156,1.1216104,0.96353513,0.6910244,1.1930934,1.1574965,0.9392391,0.88711584,0.70829713,1.282305,0.5659249,1.1236005,1.2977595,1.2155278,0.9244325,0.8892937,1.2783235,0.7735642,1.451339,1.1718446,1.283957,0.44144976,1.2925916,0.5774455,1.4671453,0.36656368,1.3675343,0.5089833,1.2868528,1.1544185,0.2219981,1.2742412,0.66321754,1.341637,1.4137783,1.5840869,0.4816295,0.46857405,1.2725813,0.5037402,0.4672284,0.7495351,1.3891332,1.1274611,1.2511355,0.47392714,0.32376266,1.1062645
pencil,1.4650881,0.5830273,0.47107494,1.354413,0.8286554,0.4378202,0.62367487,0.8725802,1.39152,1.1035798,1.4982969,0.4136898,1.3923459,1.3716902,1.0413585,1.5401676,1.3339103,1.054265,0.38141173,0.54086643,1.3392156,0.63506204,0.76374257,1.0774777,0.57246894,1.016572,1.1578258,1.3603764,1.1580845,1.1702433,0.69258845,1.361868,1.2687044,1.2868767,0.9634637,0.6653816,1.4439441,1.0404717,0.16504347,1.4765737,0.4843107,0.8238921,1.2839532,1.3721113,1.1596491,1.1582332,1.1217558,0.5601299,0.75967145,1.2712551,1.2794473,0.5670452,1.2489091,0.6140573,0.70715845,1.0687997,0.38536638,0.7031048,1.1920345,1.3310578,0.36168647,1.0621064,0.75862104,1.0841409,1.1516823,1.0246742,0.73523843,0.8737477,1.1744984,1.4368335,0.98612064,1.416199,0.3417461,1.0966616,0.36123967,0.45559502,0.8552437,0.70569944,1.3686655,1.2805657,1.1738762,0.5824794,1.3262305,0.34232247,0.71883106,0.51340544,0.7120924,0.73152757,1.2275178,1.2347112,1.1769543,1.3645918,1.35305,1.2453128,0.064195156,0.0,1.1265743,0.958133,0.74879736,1.2040777,1.1205074,0.98613554,0.9277072,0.7260511,1.3011938,0.64122653,1.1417568,1.3240678,1.2117064,0.89615935,0.90342236,1.2433984,0.7556817,1.4414549,1.1395788,1.2446705,0.5059608,1.2810539,0.62581694,1.4848192,0.38109934,1.3769886,0.5237562,1.2386432,1.1686432,0.27123845,1.2143363,0.66397953,1.325629,1.3992798,1.5529494,0.5411163,0.43797636,1.2124853,0.4123521,0.559398,0.77023166,1.3406097,1.165778,1.2704692,0.4787041,0.35308218,1.1262636
pickle,0.9424764,1.1715164,1.1951101,0.9553792,1.1339402,1.1669519,0.9008068,1.0614585,0.9400113,1.0362651,0.92621446,1.167453,1.0050659,0.8830263,0.8440429,0.8783236,0.9331836,0.9329579,1.1765301,1.131612,0.94308466,1.2074281,1.1078085,0.92228323,1.1745855,0.8058605,0.30788994,0.97862077,1.0820488,0.9428226,0.91833204,0.8560227,1.1037241,1.0869336,0.86026144,1.1556582,1.0296744,0.96963865,1.0048217,0.92585856,1.1519661,0.85034186,0.9554967,1.0692533,0.82975787,1.0725002,1.0688529,1.123208,1.2076727,1.0448601,0.9588187,1.1552715,0.735862,1.1084907,0.98292273,1.1157953,1.0427163,1.0287137,1.000042,1.0687546,1.1380154,1.0360897,0.9413079,1.0596039,1.0874491,0.9709958,1.2049758,0.96200174,1.0618347,0.9319115,1.0869058,0.9682822,1.0753273,0.94055814,1.2168707,1.0663095,1.1365613,1.0082499,0.9528417,0.9885097,0.94343084,1.1792856,0.9283653,1.1910918,1.2087362,1.1380676,1.1667746,1.1912152,1.0488158,0.8549547,0.80822724,1.0215921,0.97066706,1.0784287,1.1216104,1.1265743,0.0,1.1268071,1.1589248,1.0838802,1.053341,1.0621943,1.0162773,1.167804,0.9718985,1.1797435,1.0301104,0.96377265,1.0389612,1.0332232,1.0725837,0.9309025,0.6986762,0.92715377,1.0890505,1.0031105,1.035033,0.8981168,1.1951228,0.8520577,1.244983,0.84056485,1.2106936,1.0221534,1.0220865,1.0500723,1.0347733,0.7988086,0.9593693,0.9971539,0.7852893,1.0981476,1.200548,0.9137286,0.90377945,1.1574825,0.8281112,0.7775997,1.0193336,0.80108786,1.1144922,1.1554642,1.036708
pig,0.9477555,1.0538714,0.94260687,1.2132423,0.8468269,0.9123654,1.0015621,0.8725163,1.2486484,0.8947343,1.100579,1.1177397,1.2525861,1.1497109,0.8882293,1.1521971,1.0585427,0.9811152,0.89399624,0.92432725,0.9798381,0.88277,0.97102636,0.8467045,1.0162863,0.9877688,1.0140269,0.9147568,1.2096701,0.8612825,0.8887278,1.1930616,1.1146729,1.0481416,1.277864,1.0306485,1.1948195,1.0797883,0.94160795,1.1392503,0.925558,0.9136162,0.89374316,0.6994335,0.78017235,1.1199671,1.0759978,1.1980574,0.90782875,1.0669258,1.1259841,1.1545893,0.9737253,0.938848,0.9042601,1.0226326,0.9128276,0.781863,1.0064795,1.1778395,0.9700678,1.0485073,0.974153,1.1600883,0.96778756,1.237789,1.1205184,0.71619505,1.1327195,1.1625448,0.7328728,1.2567174,0.932021,1.1479768,0.94627565,0.9907017,0.92390835,0.99904543,1.021422,1.0368875,1.1681513,1.1320363,1.0649624,1.0252852,0.8507472,1.2027912,1.1616559,0.89395607,1.1098623,1.0147519,1.1984277,1.286998,1.12635,1.1090573,0.96353513,0.958133,1.1268071,0.0,1.0406861,0.79800975,1.0485157,0.89204586,0.5061985,0.8879764,1.1187918,0.9321394,1.093343,1.0826818,0.79355514,0.9483159,0.8061583,1.1666199,0.87283504,1.150691,0.9925909,1.2504159,0.9307102,1.1467695,1.1082829,1.1254823,1.1072776,1.0619779,0.8559803,1.0534265,0.8670404,0.95525694,0.9643909,1.170292,1.1807514,1.1514488,1.1352949,0.7711038,1.064162,1.032486,1.114036,0.91347325,0.68117535,0.99653983,1.0792917,0.9791917,0.9770055,1.073005,1.0845107
pillow,1.2144884,0.7176246,0.82474864,1.2624508,1.0106751,0.6725454,0.9035263,0.63186675,1.0474751,1.1653426,0.9749537,0.480233,0.81576526,1.0376124,1.0602595,0.9683165,1.1478444,0.9538111,0.7500504,0.81437504,1.0148586,0.77802026,0.62846535,1.1500219,0.51696277,0.8533814,1.1812224,1.1161913,0.6375915,1.1470473,0.8692262,1.0906422,1.2248559,1.1669179,1.0396975,0.7468089,0.9263218,1.0058479,0.73110265,1.0614386,0.7092756,1.0010297,1.1617051,1.2257135,1.1145996,0.9299694,0.8072792,0.854002,0.9923764,1.1570778,1.3080878,0.8655976,1.0585556,0.871056,0.89339626,0.8185289,0.78916585,0.94841266,1.2055701,1.4415624,0.79634625,0.8406302,0.9888577,1.2527583,1.2918454,1.1256042,0.9128966,0.9613718,1.1985233,1.3035312,0.89560694,1.0302126,0.7602619,0.80284834,0.6012914,0.58371687,0.90721977,0.95697814,1.286875,0.963165,1.0983584,0.91130835,1.1793101,0.866742,0.4227543,0.7325146,1.0022222,0.99501944,1.0442362,1.1186999,0.93875605,1.0360171,1.1251878,1.0521975,0.6910244,0.74879736,1.1589248,1.0406861,0.0,1.1199411,1.0235021,0.99248177,0.99303144,0.94683784,0.82338494,0.64879405,0.93092585,1.0869358,1.3315694,0.9023384,0.944349,1.1125175,1.144041,1.2440897,0.833718,0.91394126,0.722861,1.2220026,0.54127485,1.2011458,0.670281,1.200756,0.7538695,0.8381882,1.1687104,0.71265197,1.3630917,0.8016036,1.0332589,1.2314941,1.3824537,0.8476807,0.85347056,0.9807897,0.8591136,0.32946926,1.0336752,1.3227103,1.171922,1.1445974,0.6790918,0.7915596,0.98242587
pizza,1.0281324,1.2057066,1.0620751,1.1403679,0.9594739,1.1166308,1.0433699,0.9172704,1.0782449,1.0133135,1.0815182,1.2087232,1.1764277,1.1421126,0.9465355,1.0599786,0.9789732,0.9600526,1.113473,0.82165885,0.9572515,0.58015454,1.0223126,0.9703421,1.182492,0.98583794,0.99784905,1.0561945,1.1828218,0.53053075,1.0525603,1.078714,1.0906116,0.9113901,1.1302888,1.01195,1.1621237,0.97861415,1.1897541,1.07366,1.07696,0.9803233,0.72028804,0.9901863,1.0355518,1.098146,1.118028,1.2167022,0.95789015,1.1281662,1.0481533,1.2024182,0.9658287,1.0165396,1.0301381,0.97901887,0.9539934,0.9636286,0.9319054,1.0034447,1.206651,1.1232219,0.9609009,1.1092665,0.49339664,1.1152058,1.1880355,0.9866441,0.93940026,1.0917635,0.8707739,1.210891,0.9346869,1.053599,1.1688288,1.1460533,0.43070602,0.9636925,0.68327445,0.9802789,1.1452485,1.1179082,0.8888357,1.172876,0.92610747,1.2096034,1.2069566,0.9681506,0.9325074,0.9849804,1.123593,1.2328621,0.92058927,1.083519,1.1930934,1.2040777,1.0838802,0.79800975,1.1199411,0.0,0.9941534,0.41676998,0.9878691,0.99506253,1.0874314,1.1224922,1.0199733,1.0173961,0.93033123,0.6662625,0.8685844,1.105031,1.0534129,1.0928546,1.0047629,1.1536155,1.145417,1.1034805,1.0779798,1.0785624,1.2217731,1.0404712,1.0518513,1.0822355,0.44634426,1.0071573,0.9914101,1.0170773,1.1301748,1.1452571,0.94819975,0.97994435,1.2034919,1.0136745,1.2098837,1.0678643,1.0116966,0.72109133,1.0171192,1.0177484,1.2170682,1.2271585,1.0027883
