,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,1.0105301,1.0620133,0.9802732,1.1413727,0.90797746,0.7784337,1.0128995,0.9230234,1.0716637,1.1623229,1.2375836,1.0655059,1.0952741,1.1340095,0.90446436,1.2210634,0.7731202,0.85168505,1.0565152,0.85895467,0.901089,1.1578324,0.89281714,0.81098545,0.9624663,1.0452497,0.81021535,0.9730836,1.2442579,0.98016566,1.0945418,1.0329025,1.1026524,1.0571713,0.97503024,1.0212415,1.0974338,1.2195501,1.156589,0.7760753,1.0385398,0.9038029,0.9491417,1.094217,0.99689436,1.1422734,1.0450536,1.1983671,0.87109685,0.9665027,1.1637113,0.9238438,1.1639044,0.9519436,1.0454729,0.77237844,0.8987734,0.61924875,0.8053856,1.007879,0.97054636,0.94280326,1.0045551,0.6693829,1.2437757,1.0582614,0.9000967,1.0723814,1.0410483,0.85680175,0.67166185,1.1491832,0.9334295,1.2424972,0.6595925,0.8895606,0.9762441,0.9902333,0.9619542,1.006519,0.93016446,1.0253006,1.010534,1.1043946,1.1189286,0.99458414,1.0101681,0.94684637,1.050327,1.1754699,1.2421006,1.245369,0.96229684,0.8844266,1.1049775,0.54739475,0.60850024,1.0447673,1.0683963,1.1007079,1.149393,0.96239257,0.9769052,0.8730011,1.0649431,1.1410239,0.92336416,0.95256674,1.1434317,0.99792325,0.8487848,1.0403932,1.0072751,1.2328825,0.0,1.3119167,0.88032234,1.1073815,0.587569,1.1722932,1.0166032,0.8596827,1.029942,1.0716015,1.0798423,1.0558724,1.0860126,0.53493774,0.89541876,0.9067764,0.965136,1.0813745,1.2623651,0.8943322,1.0963153,0.7729957,1.0839852,1.0857276,0.7330737,0.61320895,1.1921625,0.66430867,0.94327635,1.0948625,0.87677103,1.000861,0.93953055,0.92339504,1.1440886
shirt,0.9617433,0.944882,1.3800225,0.47925973,1.2859497,1.3378255,1.1983705,1.3898495,0.79787105,0.7042632,0.53344196,1.2620244,0.7420222,0.32313687,1.2179326,0.53887856,1.1136769,1.0725099,1.3545634,1.3858428,1.1428542,1.2428147,1.3392754,1.4593546,1.2282193,1.3306129,1.3710115,1.1077884,0.6029276,1.0050524,1.0065582,1.2621853,0.78372175,1.0402555,1.0995241,0.88384074,1.3712506,0.5238212,0.8976564,1.4188433,0.8739898,1.4429374,1.1955369,0.8586455,0.87547493,0.86186457,1.0325289,0.46251196,1.2240968,1.3524027,0.5801767,1.3413053,0.5145513,0.9512682,0.85153544,1.3381395,1.32773,1.3872643,1.316843,0.78760386,1.2668128,0.9880187,0.84498084,1.2903802,0.5168535,1.0283079,0.75455475,1.222178,0.93388784,1.2427747,1.1333272,0.54783666,1.328167,0.27593464,1.3066096,1.289785,1.3670033,1.2965586,1.1070645,0.67525387,0.68219364,0.9642099,1.1802334,1.1501306,1.1181566,0.9199435,0.9671229,1.2823938,1.0274715,0.9131857,0.3886801,0.3517503,0.7750836,1.0809177,1.2486948,1.4176176,1.4194889,1.1575115,1.0117116,1.1200836,1.0804002,1.1913288,1.3036227,1.2486265,1.2204163,1.333185,0.996675,1.3741708,0.8316646,1.2665671,1.2437497,0.868132,1.3079846,0.31201553,1.3119167,0.0,0.7725862,0.7018695,1.3193588,0.63284934,0.8989199,0.80272824,1.3228014,0.71614265,1.335323,0.71279347,1.1198695,1.4724685,0.87216634,0.83951163,1.4015125,0.6469589,0.11376834,0.8558186,0.6478286,1.4858855,0.9073854,1.0505627,1.1535549,1.1334171,0.96569353,1.4028343,0.9250512,1.0034,0.99402016,1.1984297,1.1811757,1.1902227,0.9219883
shoe,0.90258956,1.1022818,1.2697301,0.80879605,1.0061195,1.1977687,1.125908,1.1147852,0.8738798,0.81302834,0.7095536,1.2749783,0.8647762,0.66869456,1.1094438,0.66682714,0.92783964,0.9423938,1.3497995,1.1913674,0.930509,1.0827508,1.3445072,1.2207243,1.2256494,1.2983452,1.1590451,1.1584704,0.7899469,1.0309027,0.92082393,1.2742375,0.8451158,1.0695813,1.0115017,0.8940345,1.1959077,0.7897428,0.8261747,1.3570931,0.90352803,1.2922983,1.0272044,0.8911399,0.97216976,1.0148486,1.1550283,0.8753669,1.1209013,1.3079877,0.7372606,1.2162404,0.8587182,1.0429288,0.9652315,1.1422538,1.247989,1.1628518,1.1208816,0.85659665,1.2670162,0.8589903,0.9214159,0.9490776,0.8402777,0.90295446,0.83389676,1.2109711,0.83680594,1.057926,0.8579932,0.5917609,1.1708724,0.609316,1.1338491,1.1849167,1.3984754,0.99980515,1.0262085,0.63751394,0.5282731,0.9227014,1.0180136,1.2882302,1.1637993,1.1178316,1.1424001,1.1743889,1.0333762,0.9795435,0.7589452,0.7397878,0.90728915,1.0098318,1.1631037,1.2667221,1.3356447,1.1385882,1.0803014,1.2483034,1.1032727,1.1396718,1.0898964,1.0783824,1.196869,1.325634,0.6547755,1.2487885,1.091274,1.1842847,1.053616,0.8384117,1.2995964,0.8197346,0.88032234,0.7725862,0.0,0.8381319,1.0891922,0.8319463,1.0110952,0.77338886,1.2070442,0.8614971,1.3145516,0.89507455,1.118779,1.2596256,0.7969328,0.9670701,1.3351026,0.5818362,0.7851613,0.8255363,0.7938464,1.2890801,0.85433877,1.0368475,1.0788082,0.86520797,1.1004496,1.0533484,0.8028419,1.0703942,0.8821385,1.1717793,1.1471643,1.1438559,1.1299676
shorts,1.1400609,0.8369664,1.2358499,0.6196683,1.1868188,1.1596313,1.1118755,1.2074443,0.9368847,0.75845724,0.8136928,1.1652446,0.75305504,0.65449667,1.0613817,0.6965613,0.9974568,1.0216676,1.2744836,1.2132539,1.0713379,1.1014771,1.1729724,1.1604589,1.1438854,1.1427705,1.1382546,0.9437918,0.862343,0.8764425,1.0647395,1.2939259,0.90004563,0.97128946,1.0535426,0.8218124,1.1832523,0.8589524,0.94398516,1.2227907,0.9319301,1.2275957,1.0837071,1.0741423,0.86376745,0.9756179,0.9531414,0.7136363,1.1141014,1.2636648,0.7787391,1.2316723,0.96796626,0.8183047,1.0248181,1.0269054,1.2777585,1.1935096,1.1469965,0.99995935,1.1612157,0.70972705,1.0119458,1.1425753,0.9273916,1.0783687,0.7445451,1.072645,0.920641,0.94280356,1.0341214,0.68977773,1.317142,0.5118885,1.1108438,1.1215683,1.3735843,1.1836591,1.0517529,0.64950454,0.87664557,0.9823476,0.97081053,1.1156325,0.8219336,0.9283069,0.9685322,1.1171359,0.8436768,0.93847954,0.5945871,0.43341762,1.0018364,1.1402013,0.90460986,1.2450187,1.2193198,1.081281,1.0176823,0.99706364,1.0564896,1.1970882,1.16259,0.9889586,1.0163481,1.2096686,0.84323186,1.3021581,1.0293775,1.1640022,1.113809,0.97676176,1.222317,0.64701056,1.1073815,0.7018695,0.8381319,0.0,1.2183626,0.9653174,1.0243852,0.9109489,1.1726476,1.1219,1.2692852,0.41131145,1.1352117,1.195465,1.0454628,0.9544169,1.186132,0.6858379,0.8018105,0.8905635,1.0345522,1.2779698,0.93404347,0.90025914,0.9319623,1.0391337,0.753024,1.3339738,1.0515449,1.096044,0.97326607,1.1396629,1.2307106,1.0578827,0.9644174
shovel,1.0104529,1.0837568,1.1322055,1.0917634,1.0975605,1.0412259,1.0453179,0.84591466,0.9416784,1.2196999,1.1854956,1.1066406,0.8102647,1.1753842,0.92576367,1.2006965,0.79947877,0.98093027,1.0320258,0.7485379,0.8330984,0.93862116,0.6351821,0.8295834,1.0512053,1.0487348,0.87859845,1.1009655,1.1908607,0.7609769,0.8624572,1.1414714,1.0385578,1.0471435,0.95758665,1.1043406,0.9950433,1.1800023,0.9278261,0.9162201,0.9744721,0.8913938,1.1037604,1.0504537,1.1008644,0.97612613,1.0355301,1.2449046,1.1203325,1.103263,1.155197,1.0739299,1.1313635,1.1025336,1.0688903,1.085293,0.7766673,0.6018726,1.0533599,0.92874974,1.0655955,1.042348,0.94141173,1.011127,1.1859056,0.92928934,1.0010302,1.1890211,0.87986964,1.1008519,0.68179804,1.219468,0.8918092,1.2544789,0.6266978,0.72095656,0.93285966,0.8164729,0.9841999,1.056925,1.0521137,1.0861565,0.9979857,1.1874925,0.98028046,1.0794231,1.0794907,1.0507929,0.9622078,1.2262766,1.2463597,1.2677052,0.9485742,0.7747177,1.0776147,0.6852964,0.71483994,1.0773352,1.1009585,1.0776881,0.8958258,0.83772933,0.9012737,1.0372155,1.1155163,1.0898105,1.0952805,1.0911449,0.92109656,0.9349679,0.9861103,0.9737448,0.9248933,1.2556627,0.587569,1.3193588,1.0891922,1.2183626,0.0,1.1131419,0.8176396,0.76504886,1.1281815,1.1022022,1.028989,1.1872919,0.8178774,0.53538644,0.84785414,0.7821363,1.1720186,1.2084264,1.2444577,0.88206136,1.0006397,1.0714283,0.92998904,1.2060834,0.91753596,0.66375285,1.0649794,0.9951281,0.95832145,0.8677759,0.85847044,0.86927205,0.8339819,1.1323328,0.9186995
shower,0.94227535,1.2076048,1.3455899,0.8973291,1.2450434,1.2725573,1.1441717,1.1102078,0.37526822,0.93338525,0.48798108,1.2923383,0.65121096,0.7081706,1.1832721,0.6167999,1.0701448,0.91763973,1.3234208,1.2129048,0.8954805,1.2244406,1.0998737,1.2239819,1.2527884,1.2332356,1.2811911,1.171865,0.7168132,0.97744405,0.98257554,1.1853362,0.6318196,0.9274282,0.9113287,0.845847,1.3072513,0.5313061,0.8831123,1.4030968,0.61078703,1.3540145,1.1090196,0.8335484,0.96521276,0.5070122,0.78330344,0.7250877,1.2278296,1.352487,0.88441396,1.3006124,0.771561,1.1799669,0.8657005,1.2667329,1.193436,1.3629549,1.2358708,0.79972816,1.355185,1.239111,0.8673612,1.189927,0.8030373,0.9648157,1.0149407,1.3575186,0.9295761,1.1747847,1.0264802,0.53282005,1.1339046,0.6256652,1.3273367,1.0470674,1.206998,1.2397283,1.017079,0.801512,0.69452125,1.0102278,1.1207294,1.2767537,1.1459532,1.2368947,1.1217203,1.2247679,0.87184936,0.88862735,0.6998563,0.63885784,0.7173158,1.0243624,1.2805499,1.3781496,1.4180466,1.1425723,0.91797465,1.180505,1.1623828,1.0797033,1.1473725,1.1833751,1.3099346,1.4057729,1.0076084,1.2658672,0.6114871,1.2236274,1.1269658,0.88755214,1.2256335,0.77768576,1.1722932,0.63284934,0.8319463,0.9653174,1.1131419,0.0,0.6791606,0.77258146,1.389714,0.5942933,1.2475584,0.9462486,1.120126,1.4166133,0.8256699,1.0244508,1.336044,0.59238887,0.7077665,0.95371985,0.635612,1.3381584,0.8706987,1.2381611,1.1573508,1.0828555,1.0213335,1.2140017,0.7431376,1.0214136,0.8878753,1.1210009,0.95467395,1.387567,0.76508653
sink,0.9767027,0.9149105,1.2782726,0.9620422,1.2093959,1.0325104,1.12393,1.0732639,0.40535247,1.0744016,0.827511,1.019504,0.69345737,0.8751727,1.1618464,0.8825908,1.0877044,0.7964119,1.1282345,0.85677457,0.85907686,1.1106889,0.8683919,0.88535416,1.1524273,0.9859617,1.0612547,1.0829142,0.92969036,0.89723724,0.90797174,1.0737973,0.94973826,1.0210799,0.7649518,0.7729942,1.2368516,0.86610913,0.9537668,1.1513565,0.7733778,0.95564973,1.1224366,1.0176141,1.1238598,0.7078572,0.5395192,1.0058656,1.2267655,1.1124089,1.0393398,1.2598999,0.90824443,1.1484109,0.98005354,1.2589146,1.209305,0.98677146,1.2940704,0.79330677,1.1787308,1.1326891,1.031584,1.1012615,0.98642766,0.95909834,0.9735997,1.1955018,0.9263508,1.2826457,0.9860036,0.86573386,1.151298,0.8875936,0.9371663,1.1006597,0.8825841,1.085082,0.9745882,0.9482167,0.9142486,1.0852311,1.125139,1.1252651,0.88056165,1.1456077,1.0181335,1.1504782,0.7178449,1.1491445,0.95106965,0.9291853,0.60604775,1.0182027,1.2483009,0.9776292,1.0379325,1.2170858,0.9562206,0.941103,1.1010385,1.065074,0.8784135,1.2326484,1.3130376,1.2501768,1.1504284,1.0398242,0.60544354,1.2282317,1.1445323,0.9628329,1.0614649,0.99216664,1.0166032,0.8989199,1.0110952,1.0243852,0.8176396,0.6791606,0.0,0.8547155,1.2230341,0.9299102,0.8358133,1.1207517,0.7046131,0.9407062,0.91459745,0.97781545,1.2546189,0.94120735,0.8988116,0.9755612,0.8441987,1.1045233,0.82992756,1.239893,1.0784566,0.8445872,0.86491174,1.2396226,0.811911,1.0257233,0.99391675,1.0278099,0.9164793,1.2042676,0.7474289
slide,0.9375047,1.2976277,1.3393809,0.75364614,1.1108186,1.1294547,1.170346,1.2526517,0.81862235,1.0058646,0.56729394,1.3493751,0.5685497,0.7190907,1.1734345,0.66976917,0.50439,0.9517041,1.3015575,1.0935025,0.88952374,1.2389635,1.1821543,1.1791217,1.430004,1.4432011,0.9958658,1.2819917,0.89679587,0.7662838,0.94381565,1.384013,0.89438754,1.0411737,1.0190423,0.9892842,1.3700157,0.74852574,0.86860144,1.3677299,0.6873776,1.2608426,1.0832514,0.8649303,1.0644416,0.93688434,1.1343975,1.0156251,1.2434386,1.3749202,0.7611884,1.3522989,0.87963635,1.205121,0.77794623,1.3311014,1.0843407,1.2168027,1.236308,0.7946434,1.3988585,1.2538978,0.3379016,1.1747534,1.018166,0.9631552,0.9842701,1.4068558,0.57196546,1.1893809,0.76034415,0.8833539,1.1876713,0.70953023,1.1737643,0.88404197,1.397213,1.180831,0.9872039,0.775602,0.5079944,1.0826133,1.1448712,1.2740188,1.3414004,1.2755859,1.2343376,1.1858433,1.1039145,1.1424348,0.7443324,0.9301059,0.7084493,0.8960525,1.3734107,1.2784245,1.3393023,1.1884205,1.117383,1.3614111,1.1267928,1.0225217,1.0912813,1.1497787,1.3492968,1.3640046,1.1202363,1.4188741,0.9150909,1.0744472,1.0538839,0.74236506,1.3293521,0.84026897,0.8596827,0.80272824,0.77338886,0.9109489,0.76504886,0.77258146,0.8547155,0.0,1.4184833,0.71242905,1.3764472,1.0287502,1.0433078,1.2189972,0.48965496,0.91391295,1.3980228,0.7789264,0.7610533,0.27331448,0.5310022,1.3459098,0.8674888,1.3552473,1.1636395,0.95390344,1.2633718,0.9548455,0.66657007,0.7867645,0.6930775,1.054522,1.2384086,1.3725126,0.8966436
slipper,1.0899186,0.6942945,0.56143636,1.2785325,0.86010873,0.69845796,0.9663296,0.85197455,1.4595503,0.9370346,1.4920567,0.18000364,1.3746865,1.5205163,0.9085046,1.4568758,1.2071605,1.1948841,0.23123497,0.916827,1.2914145,0.9982378,0.6629567,0.7769139,0.44218606,0.37948757,0.64959335,0.5516581,1.2856488,1.2237253,1.2882272,0.23037338,1.2386768,1.0763614,1.333762,1.2048898,0.79499555,1.4174275,1.4048204,0.17105126,1.4904284,0.53033584,1.0595796,1.271348,1.1434474,1.2140582,0.8707783,1.112304,0.57652414,0.5026735,1.2165538,0.40712774,1.269213,0.7107329,1.1249853,0.70463157,0.87401986,0.6992359,0.80642164,1.4378041,0.17808425,0.8647015,1.2490646,0.98337084,1.120701,1.3953519,1.1391656,0.22347623,1.2445399,0.85665345,1.2016577,1.3625108,0.8735558,1.3702091,0.82017416,1.0081439,0.35104185,1.0407656,1.2412674,1.4305959,1.3362179,1.1235605,1.1173121,0.22595811,0.77069765,0.5907253,0.8223063,0.9599781,1.0968182,1.0459262,1.4238367,1.23232,1.4393635,1.1968001,0.8312821,0.4621858,0.3774222,0.83296645,0.7496431,0.6187929,1.0166413,1.0581186,1.0998129,0.920536,0.8437819,0.29506457,1.017436,0.4120654,1.3363464,0.87387514,1.0076686,1.2878889,0.6358129,1.2895844,1.029942,1.3228014,1.2070442,1.1726476,1.1281815,1.389714,1.2230341,1.4184833,0.0,1.1693254,0.523013,1.0345337,1.18997,0.6724448,1.340516,1.1861494,0.36328197,1.303623,1.37397,1.2268076,1.4702401,0.48841912,1.3515041,0.4338404,0.74361527,1.1002561,0.8622009,0.8086004,1.4916962,1.1207572,1.2723157,0.952043,0.6379011,0.16283697,1.2132411
snow,0.8975793,1.2350658,1.235892,1.0244784,1.1068974,1.1328093,1.1865408,1.0201998,0.6893798,0.892716,0.4778942,1.1146945,0.75733435,0.85112464,1.0302557,0.63419676,0.9968308,0.9517614,1.1270086,1.1507308,0.93715715,1.258136,1.1288975,1.2106009,1.215513,1.2156932,1.1448072,1.2150686,0.6854937,0.93723124,1.0447478,1.0915523,0.74560905,1.005538,0.98956674,1.0247034,1.28745,0.5806958,1.0096091,1.2311801,0.62953067,1.2093111,1.1495812,0.75473636,0.9316057,0.72791827,1.0061959,0.8669395,1.176765,1.2267876,0.8684768,1.1570133,0.8491804,1.2623506,0.7787193,1.2391102,1.1247321,1.2914226,1.1271219,0.67161685,1.2038522,1.1908872,0.6048701,1.1388038,0.9404016,1.0780691,1.1284313,1.2032275,0.9843544,1.1811548,0.9917874,0.8019856,1.0645745,0.7585608,1.2875015,1.0484157,1.0970398,1.1903657,1.1274716,0.8748771,0.71905446,1.0416279,1.2409897,1.0766875,1.2427454,1.2630053,1.1964272,1.227367,1.0855612,0.9005032,0.8026458,0.8913399,0.8009072,1.0036757,1.2596931,1.2136043,1.2490882,1.0810796,1.0157669,1.1762989,1.1548445,1.0647697,1.206057,1.1750891,1.2034471,1.186203,0.9705603,1.1393802,0.83883166,1.0809721,1.036038,0.907906,1.2383814,0.85317326,1.0716015,0.71614265,0.8614971,1.1219,1.1022022,0.5942933,0.9299102,0.71242905,1.1693254,0.0,1.1557671,1.0957296,1.1157494,1.3365688,0.8088317,1.0455133,1.2395221,0.8001981,0.7591448,0.7905477,0.5257012,1.1990206,1.0082455,1.2807157,1.2188346,1.0509174,1.1757047,0.93732774,0.7467257,0.96784765,0.8953995,1.148284,1.0013738,1.2169073,0.94623655
soap,1.1527646,0.6660647,0.4579351,1.3328197,0.81125283,0.6271903,0.7473103,0.8181862,1.1568024,1.129365,1.4300529,0.60145915,1.2964616,1.4137328,1.0550781,1.4718564,1.1760478,1.1235179,0.5311793,0.79005456,1.1305498,0.8109406,0.7474898,0.6901808,0.68350327,0.62666565,0.7774402,0.7529024,1.3266674,1.1335063,1.1225291,0.54316825,1.3318199,1.0603164,0.9638942,1.1683913,0.59034055,1.31126,1.2953904,0.55252904,1.3624995,0.5298587,0.96170044,1.2080741,1.0859592,1.109718,0.8068696,1.2420214,0.7880378,0.32873154,1.230601,0.6219083,1.1964309,0.7958354,1.2999661,0.87689894,0.9559719,0.76375115,0.9302658,1.3105447,0.5825904,0.9204537,1.3016131,0.8066658,1.1504592,1.1008792,1.0952051,0.58293235,1.2977178,1.0345082,1.209933,1.4576837,0.72845566,1.4090785,0.8393064,1.0198559,0.41909605,0.8573234,0.88447374,1.34568,1.4388225,1.0105604,0.945499,0.5130091,0.839123,0.82956827,0.75570154,0.64613634,0.90477103,1.0267411,1.4460421,1.3496867,1.2146178,1.0886767,0.67719185,0.6446892,0.587468,0.89152455,0.9519529,0.6116741,1.05963,1.0471448,0.8586624,1.007247,0.6969551,0.45836365,1.1810839,0.63346195,1.1400545,0.8971649,1.0340482,1.2754339,0.5638498,1.3357844,1.0798423,1.335323,1.3145516,1.2692852,1.028989,1.2475584,0.8358133,1.3764472,0.523013,1.1557671,0.0,1.1694394,0.79685044,0.7037203,1.2835445,1.0302541,0.5200057,1.4046755,1.3306775,1.2793293,1.3866719,0.5058134,1.1342378,0.6276883,0.911801,0.99759936,0.9601898,0.82661134,1.3016663,1.175644,1.271953,0.9099306,0.72204196,0.6001888,1.155118
sock,1.0487714,0.7415715,1.1336126,0.7848702,1.2410969,1.0339916,1.0866816,1.1653384,0.98209494,0.81145406,0.94987506,1.0573463,0.800466,0.71460533,1.000353,0.8047356,1.0685259,1.1043494,1.1660868,1.2285919,1.1447923,1.1402078,1.0341845,1.0360578,0.91514844,0.96633035,1.0642151,0.8412438,0.91356844,0.89169496,1.1344405,1.1925255,0.8351008,1.0918096,1.1398072,0.8849658,1.1722288,0.88949364,1.0460247,1.0533533,0.97632617,1.1046176,1.0423636,1.0449638,0.7644789,0.9941704,0.9677518,0.6788708,0.9493303,1.1864223,0.8206527,1.0840387,1.0292933,0.7553162,1.0866086,0.8691242,1.2264991,1.1544607,1.0190952,1.2046449,1.0754802,0.46632147,1.1034682,1.1230129,0.88969284,1.1708187,0.78116626,0.94338715,1.0405794,0.89588857,1.1037844,0.71499515,1.3141203,0.5905302,1.1061363,1.1297406,1.2573576,1.192178,1.1149353,0.6612285,0.97414166,0.90960383,1.0462724,1.101751,0.6785371,0.832496,0.9454348,1.1398232,0.8573404,0.96278006,0.6359885,0.46885604,1.1533247,1.2092366,0.8942046,1.179862,1.1401255,1.0227772,0.88202786,0.83799714,0.95124227,1.189946,1.222363,0.94316316,1.010652,1.1967263,0.77820086,1.1696689,1.0218022,1.1775328,1.0343215,1.0828708,1.094912,0.7432131,1.0558724,0.71279347,0.89507455,0.41131145,1.1872919,0.9462486,1.1207517,1.0287502,1.0345337,1.0957296,1.1694394,0.0,1.2476332,1.1061183,1.1981771,1.0426817,0.9783171,0.7215913,0.8459295,1.0167145,1.1246854,1.1696199,1.0760179,0.7658273,0.80972373,1.0497744,0.6463986,1.1955724,1.2126564,1.163586,1.0880911,1.0934193,1.0405504,0.9751543,1.0390066
soup,1.0996392,1.0789928,0.97970957,1.038484,0.92053777,0.89405,0.95288557,0.99302226,0.92799026,1.0993896,1.1297522,1.171271,1.0741935,0.9935642,1.1102399,1.0690179,1.055217,0.9857312,1.0944273,0.537706,0.93166375,0.58307153,1.0353067,0.9299491,1.1886938,1.1766294,1.1300883,1.1915226,1.0310102,1.0693227,0.603137,1.099879,1.212687,0.9447394,0.55568296,1.00763,0.69754195,1.1210601,0.7691439,1.2064316,1.0903093,0.84548056,0.7866738,1.0179824,1.13307,1.0226974,1.1049888,1.1530294,1.1973913,0.84839606,1.0101826,1.075951,1.0440791,1.2352762,1.1436902,1.1813917,1.1092559,0.8749083,1.1497676,0.83448017,1.2209749,1.1564281,1.077192,0.9352087,1.084895,0.6637712,1.1101642,1.2061418,0.9990025,1.1566272,0.901333,1.1898497,0.94626415,1.1604906,0.79859185,1.0752915,1.0123357,0.6328386,0.838135,1.0726635,1.174789,1.0000737,0.7501767,1.1543341,0.94415474,1.1070808,1.0796148,0.85102355,0.9403528,1.0661222,1.1224781,1.1808536,0.8661144,0.73900735,0.8157834,1.1478387,1.1669136,1.0609705,1.1912417,1.1148409,0.89219725,1.0192306,0.3997457,1.090962,0.99456906,1.0228205,1.1922017,1.1656365,0.94751334,1.0118132,1.0535809,0.99879175,0.88344246,1.1211308,1.0860126,1.1198695,1.118779,1.1352117,0.8178774,1.120126,0.7046131,1.0433078,1.18997,1.1157494,0.79685044,1.2476332,0.0,0.80843675,0.96194607,0.8709537,1.0843161,1.1885422,1.0679467,1.144818,0.90482247,0.86077356,0.74975586,1.2332737,1.1901447,0.9284823,1.0149814,1.099327,0.793507,1.0311695,1.0188438,1.0037805,1.1517799,1.2490082,0.95506954
spoon,1.1063995,0.8429433,0.82233244,1.2448924,0.9449863,0.6962385,0.9653395,0.8104658,1.23408,1.1216273,1.5319332,0.71010655,1.2792892,1.4533057,0.84451973,1.4873233,0.99543756,0.98641455,0.63210964,0.6535958,0.97989047,0.9960616,0.4685843,0.6157341,0.69436467,0.623263,0.74849236,0.71952975,1.4420245,0.97650087,1.0634042,0.71846765,1.2095412,1.0754958,1.1216735,1.0946145,0.8825598,1.4845704,1.2831252,0.40915793,1.2712693,0.5603217,0.9728853,1.3062881,1.175868,1.2022437,0.8663939,1.2787915,0.77082586,0.65909874,1.3028052,0.72322917,1.3300068,0.8976276,1.1488122,0.8080656,0.8558612,0.18459761,0.8387622,1.1897389,0.67012167,1.0235132,1.2186588,0.86671925,1.2912145,1.2076269,1.1287546,0.76706344,1.1509699,0.8738249,0.8594973,1.3737719,0.842687,1.4656608,0.18779421,0.80825967,0.55285704,0.9142885,1.076963,1.4147117,1.3204033,1.1673164,1.115172,0.79826653,0.6756983,0.7471355,0.9461019,0.8983736,0.8589141,1.2667856,1.4576705,1.3036606,1.1515411,0.91224587,0.94765526,0.35099518,0.34574014,0.884055,0.99931556,0.8921378,1.0567021,0.96485436,0.7802792,0.84548604,0.9853131,0.8059653,1.0826691,0.7553035,1.1456512,0.9706361,0.93930805,1.2943214,0.6978401,1.3763995,0.53493774,1.4724685,1.2596256,1.195465,0.53538644,1.4166133,0.9407062,1.2189972,0.6724448,1.3365688,0.7037203,1.1061183,0.80843675,0.0,1.1118952,0.8322354,0.6993674,1.3417993,1.4390824,1.1211628,1.3041767,0.56357217,1.2393594,0.85673904,0.73894775,0.6344817,0.833956,0.84181565,1.1459807,1.0927218,1.1196634,0.8629178,0.5921559,0.67922866,1.0796943
sprinkler,0.93467593,1.2554691,1.2303146,0.89040095,0.7963479,1.055297,1.144665,1.0953834,0.90044427,0.9841217,0.73865926,1.2700857,0.77884626,0.8415267,1.0438389,0.7643845,0.77445805,0.95529634,1.2835927,1.1020005,0.9666213,1.1379455,1.1246171,1.1572648,1.3015598,1.3415891,1.0505714,1.2118186,0.8731991,0.9110719,0.9176319,1.1349173,1.024316,0.9575968,0.95623857,0.96646047,1.1973469,0.8675287,0.91541755,1.2923207,0.83442146,1.252392,1.1106235,0.8502555,1.0722342,0.95518774,1.1687676,1.0254936,1.1994336,1.2121351,0.8904438,1.1808698,0.9170041,1.2832842,0.7680703,1.1850412,1.0271745,1.063721,1.150023,0.74937093,1.314441,1.2565552,0.6492188,1.0318763,0.9835196,0.9408592,1.0791113,1.3127464,0.5976192,1.178528,0.6091131,0.9560356,1.0780276,0.8822558,1.046632,0.9489538,1.2154074,1.0422418,0.98029596,0.9249478,0.69101936,1.0290163,1.0704001,1.2584271,1.2869436,1.1317152,1.1533464,1.0990855,1.1324518,1.0413224,0.8936019,1.032794,0.7550378,0.932554,1.2637308,1.1751561,1.2378098,1.1614428,1.0993569,1.2663748,1.1381108,0.95694035,1.0357655,1.1321381,1.1730545,1.262939,1.0077908,1.2817256,0.96832967,0.984716,1.0310925,0.87897515,1.2792631,0.9004724,0.89541876,0.87216634,0.7969328,1.0454628,0.84785414,0.8256699,0.91459745,0.48965496,1.340516,0.8088317,1.2835445,1.1981771,0.96194607,1.1118952,0.0,0.933805,1.3083656,0.89905524,0.8214891,0.74179524,0.6577964,1.2051415,0.92676944,1.3614814,1.1691463,0.96771365,1.2433391,0.9425378,0.7685901,0.80115366,0.80515265,1.008268,1.1521127,1.3224615,0.93118095
