,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
orange,1.2293701,0.9403279,0.26088393,1.0728682,1.4031405,0.7500177,0.40373647,0.784263,0.8790285,1.5640159,1.4641924,0.63452274,1.2399852,1.3705645,1.0007141,1.5385306,1.4194238,1.2808204,0.48181152,0.9180142,1.462748,0.5012737,1.0480199,1.0054029,1.2062082,0.60400367,0.7568501,0.579459,1.4248073,1.1865429,0.8901412,0.5403491,1.2427256,1.1459041,1.1568497,0.69730157,1.1335382,1.169512,1.1387724,0.47037548,1.5030279,0.6530516,0.6966301,1.4057753,1.2735299,1.1758281,1.2113388,1.0371577,1.2903388,0.6942315,0.2824216,1.3371458,1.1862923,0.75777805,1.2678895,0.7331046,1.1745449,0.7535131,0.59270734,0.73102194,1.2436413,0.4086361,0.6830033,1.3305023,0.9322481,1.1306019,1.1431674,0.42865932,0.7462966,0.5919588,1.345283,1.4727852,1.0739186,1.3536651,0.68442285,1.0246328,0.53662264,1.3882037,0.8617117,1.1021191,1.3771694,1.2963165,0.83608294,1.0001336,0.43121964,0.92353815,0.76361865,0.82134867,0.0,1.4386377,0.94881964,1.4830966,1.311839,1.5081906,0.6463559,0.53164375,0.7054339,0.78645813,0.59459066,1.0871577,0.8996407,0.86766803,0.9405578,0.33043927,0.32318127,1.1740314,0.59033465,0.51674044,1.4584002,1.2339331,0.6239077,1.2095921,1.3187563,1.1096333,1.4251305,0.91280454,1.2301995,0.5144674,1.3316228,0.9955395,1.3203263,0.4020331,1.2565638,0.55224484,1.2139697,1.222262,0.7008927,1.1232435,0.62681013,0.40045565,1.3227122,1.4032471,1.2645276,1.5761158,0.38011312,0.52012056,0.55793715,1.2114296,0.959608,0.72131526,1.3826547,1.2337571,1.235482,1.0934281,0.829797,0.42488205,1.2980692
oven,0.9248873,1.0368798,1.3730685,0.9258987,0.6867157,1.2685016,1.4262323,1.0431069,0.95591295,0.4972567,0.58680606,1.261477,0.6211858,0.8205466,1.2153913,0.57786363,0.74012685,0.85304767,1.3072332,0.9112316,0.64888024,1.2098174,0.9301077,0.8346057,0.94297457,1.2045653,1.2112682,1.3034638,0.7743492,0.6317039,1.0710503,1.3247424,0.62474656,0.7380585,0.839411,1.2031056,0.93669915,0.7042178,0.83273315,1.4093388,0.5978354,1.1212307,1.260905,0.7835247,0.91954374,0.99130464,0.6284492,0.8766366,0.90368456,1.2343991,1.4011207,0.8570404,1.0014282,1.2361598,0.85873914,1.3223755,1.0446174,1.1335243,1.1230927,1.385098,0.8091868,1.4033597,1.2121203,0.92215335,1.1956829,0.95467013,0.99607253,1.3926123,1.2524036,1.3222706,0.9108754,0.72327816,0.94550925,0.71345234,1.0942254,0.97237235,1.3005297,0.6928392,1.0753924,1.0782334,0.83960867,0.88336813,1.1462469,1.0827928,1.406499,0.83637655,1.2324101,1.1611751,1.4386377,0.0,1.0787375,0.68117535,0.68413925,0.6649396,1.3016207,1.3471378,1.3343292,1.1719729,1.2120017,0.80083,1.1614774,1.0055948,1.1274143,1.3962264,1.3545097,0.87339807,1.1924047,1.3082918,0.23529142,0.9560567,1.275981,0.98411316,0.8087901,1.0902817,0.7168702,1.124907,0.7386982,1.2218928,0.72023326,0.6874119,0.89685667,1.4144266,0.92748994,1.3343959,0.9007092,0.81380963,1.1841314,1.0068638,1.2442646,1.4045578,0.7159541,0.7351396,0.9875277,0.621533,1.3532573,1.3637941,1.3318192,0.94215095,0.8086245,1.3549404,0.53660244,0.9656812,0.90520835,0.9610343,0.9317844,1.3741271,0.6518622
owl,0.9236455,1.0909716,1.0454582,0.9404175,0.9337156,0.8987834,0.9394916,1.1594493,1.0495176,1.1553979,0.9999112,1.0923429,1.1136832,0.89015615,0.7279289,0.82391274,1.1396855,1.0409487,1.0935557,1.2076967,1.1381892,0.9021603,1.0269815,1.1875886,0.7799298,1.1096851,1.0392694,1.0187871,0.69502836,1.018159,1.0923977,1.05161,1.0809191,1.133934,0.8452144,1.005162,0.966261,1.114525,0.7914609,1.1179942,1.0576273,1.2026885,1.0017246,1.0732756,0.76609236,0.88199437,1.0969796,1.1448963,0.94283766,0.87446094,0.8542204,0.9552998,0.9021513,1.0277112,1.0306551,1.0951871,1.0676929,0.99455607,1.1267822,0.96640223,0.85374284,0.96646297,0.9187296,1.0329317,1.11484,0.7795627,0.9732976,0.82804585,1.0950469,0.9534875,1.0355977,0.96218455,1.1054044,0.8566404,1.2129819,1.0586379,1.1047174,0.9627301,1.0578802,1.0992271,0.80837786,0.9824932,0.9120268,0.7340746,1.0300512,1.0612282,1.0030513,0.8854691,0.94881964,1.0787375,0.0,0.90115666,0.85691136,1.0107043,1.1496309,1.1158191,0.923916,1.0963652,1.1204957,1.1154126,1.0381293,1.1589091,0.84735584,0.89682937,0.98646414,1.0595735,1.1087672,0.91362363,1.137211,0.98986775,0.8143498,1.009284,0.90633905,1.109677,0.9109049,1.0083464,0.82587886,1.1737434,1.0199026,1.2345526,1.149017,1.0383124,1.0097107,1.1308187,1.0307196,0.99044067,1.2021081,1.0723187,1.0553988,1.0094887,1.0523278,0.90618986,1.0501152,1.0671983,1.0476227,0.9858538,0.92681235,0.9656803,1.0033836,1.025414,1.2040534,1.037051,0.9555727,0.9928332,1.1532166,1.0461518,1.0607729
pajamas,1.0292313,1.1656694,1.4774189,1.0400336,0.3778895,1.2335681,1.4200568,1.1988642,1.2382541,0.64479977,0.5621742,1.390038,0.8862203,0.17011988,1.1477536,0.33371025,0.7465128,0.9458783,1.4929818,1.3098217,0.8970355,1.1887134,1.077286,1.2356672,0.82563984,1.4300867,1.3846408,1.3173361,0.5049537,0.7744768,1.2394861,1.4831097,0.755141,1.0471025,0.9746896,1.1711742,1.0964186,0.87906533,0.8274603,1.5060852,0.6716272,1.486125,1.3210609,0.91562146,0.8146112,0.79473025,0.9189499,1.2824991,0.68705845,1.0167154,1.4113498,0.43748468,0.6348007,1.0521934,0.774612,1.4660621,1.0558606,0.98038524,1.4538666,1.4321482,0.75946105,1.3777181,1.062077,0.7890177,1.3307106,0.5990055,0.70574266,1.23067,1.2870982,1.4033177,0.82062036,0.22387302,1.1228917,0.23665905,1.5167161,1.1771178,1.5429598,0.7243216,1.0895637,1.1815042,0.53604114,0.80843174,0.90468484,0.93635476,1.342735,1.1376853,1.0380603,0.9790999,1.4830966,0.68117535,0.90115666,0.0,0.29499602,0.6962533,1.4401048,1.4715922,1.4036247,1.1955061,1.3979827,1.0728314,1.277123,1.3963311,1.129435,1.3314446,1.3602972,1.0321574,1.4442142,1.3697906,0.65925074,0.8370211,1.2754344,0.9538487,0.5924998,1.1763085,0.102621555,1.1139541,0.42412448,1.563776,0.65331495,1.115641,0.78304666,1.4148881,0.7853895,1.3732413,0.814311,0.9383532,1.4904912,1.0964093,1.3932943,1.4261432,0.8101233,0.12040877,0.90109223,0.53516936,1.5627252,1.22429,1.2685868,0.89147115,1.0669187,1.4453285,0.9133815,0.90147513,0.89241666,1.0714061,1.3042198,1.3638816,0.80504394
pants,1.0535175,0.9746083,1.3538768,0.9702707,0.47561765,1.2515347,1.23003,1.2347707,1.271404,0.8053894,0.83092594,1.214509,0.8030709,0.4930792,1.051771,0.4982177,0.9302045,1.0073973,1.3441176,1.3307219,1.0049582,1.0504017,1.016018,1.2086269,0.8628346,1.1666155,1.3029162,1.156728,0.6195563,0.61813,1.2852716,1.4483291,0.81253034,0.9942226,0.9041842,1.17664,1.0036933,0.8572831,0.725104,1.329982,0.86146176,1.4025314,1.2620513,1.0115393,0.9561238,0.91544694,0.88991416,1.1880108,0.83078635,0.8934581,1.3074714,0.51533794,0.8913034,0.95565206,0.9114304,1.2753901,1.1557257,0.6519105,1.3575733,1.3757356,0.8692869,1.2389212,0.8478446,0.98906505,1.374583,0.6315687,0.7127665,1.0964761,1.2676786,1.2393045,0.95823765,0.58031535,1.1990619,0.07172263,1.3450066,1.1584795,1.4657582,0.9007224,1.0180902,1.2572703,0.55759096,0.89080185,0.7914865,0.9531009,1.2278392,0.8433608,0.87568825,0.91135466,1.311839,0.68413925,0.85691136,0.29499602,0.0,0.83242875,1.334512,1.3210214,1.2810415,1.0190864,1.3219109,1.1335013,1.2514852,1.3405976,1.0794125,1.2667983,1.2853838,1.0763912,1.3206646,1.1833642,0.7158301,0.9318307,1.0149368,1.0798131,0.7009052,1.1935793,0.3301161,0.9858138,0.19652998,1.3615624,0.89300954,0.99417996,0.9864813,1.134918,0.913473,1.3911579,0.7186788,1.0303776,1.350993,1.170419,1.2291641,1.2763704,0.8516976,0.3264928,1.0836116,0.80996037,1.4741192,0.99313074,1.0546303,0.81456226,0.8199295,1.4419509,1.0515436,1.0770433,0.91945636,1.1530714,1.1603723,1.1582825,0.8357017
paper,0.87707484,1.1571503,1.432312,1.026503,0.6765356,1.1461095,1.3941262,1.1210686,1.144333,0.5987185,0.67703843,1.3681681,0.9413262,0.72075635,0.9823516,0.61673796,0.6876776,0.27002484,1.4764149,0.93113756,0.45020974,1.1581819,1.1378703,1.0190977,0.7893282,1.4277549,1.1552866,1.252305,0.84824586,1.0139765,0.9242309,1.4021772,0.9398317,0.9202815,0.8309585,1.0089307,0.87030935,1.0626429,0.7985375,1.4113252,0.6964467,1.3089638,1.1993629,0.63894606,0.92178446,0.8683368,1.0721271,0.89006245,0.84028006,1.2170229,1.3639497,0.9169721,0.87039757,1.1572807,0.6549277,1.149658,0.9803171,1.2518282,1.142488,1.0660352,0.81016374,1.4520545,1.3369911,0.908822,0.92827183,0.93110096,0.7801424,1.442296,1.2489737,1.2899063,0.69927984,0.6836961,0.9346102,0.800514,1.1514639,1.1310658,1.4190391,0.59612757,1.0141858,0.9792763,0.67082244,0.8282379,1.0698031,1.0860301,1.420744,1.0154208,1.1630672,1.1857227,1.5081906,0.6649396,1.0107043,0.6962533,0.83242875,0.0,1.3131738,1.3149085,1.2757679,1.1684546,1.3807387,0.70344913,1.2644985,0.83787966,1.2167128,1.4310654,1.2846035,0.9008279,1.3463378,1.3702997,0.7900881,0.9646713,1.3429004,0.740898,0.773048,0.8076588,0.73823035,1.0723661,0.8918322,1.3569384,0.8908639,1.0477133,0.7996557,1.4715691,0.92592984,1.3630203,0.95443827,0.6317763,1.0862976,1.0764428,1.3027542,1.4280317,0.9129284,0.7546226,0.87100697,0.3233521,1.3370737,1.3448968,1.2509587,0.8595798,1.0364484,1.1071123,0.40806895,0.9056785,0.8945577,1.0207362,1.3814337,1.432534,0.99128073
pen,1.1164601,0.7017894,0.811346,0.9508257,1.310661,0.89893854,0.54168135,1.100406,1.0974727,1.3647605,1.3621315,0.1293279,1.1210624,1.3793101,0.93276674,1.4662336,1.2249873,1.0837185,0.5602931,0.97190475,1.2919172,0.97956765,0.9633104,1.0538735,1.2164698,0.32630926,0.8114478,0.6578911,1.3490856,1.1428324,0.98579013,0.41083384,1.2986386,0.9316861,0.9782626,0.99031067,1.0037646,1.0839945,1.2364044,0.10279822,1.3899791,0.7013267,0.806534,1.3204818,1.258207,1.3625004,1.1327462,0.8169144,1.2763722,1.0472803,0.76563656,1.2379949,1.2224305,0.93186045,1.241927,0.49282897,1.1087018,0.85987824,0.6070131,0.76063544,1.3040264,0.47664386,0.8779233,1.1493845,1.0778664,1.2503182,1.2433653,0.71984476,0.4120195,0.72791517,1.1993444,1.3309644,1.1853535,1.3468009,0.527794,0.9965695,0.35876334,1.4151506,1.1669921,0.8640636,1.4485532,1.2254722,1.0233458,1.2350593,0.44478077,0.7754558,0.87750566,1.0725602,0.6463559,1.3016207,1.1496309,1.4401048,1.334512,1.3131738,0.0,0.26653314,0.7686744,1.0495435,0.4990492,1.1714073,0.93223417,0.88552517,1.0597214,0.7142959,0.9044668,1.2247447,0.30589646,0.6919013,1.3192194,1.085482,0.8667873,1.25869,1.2692945,0.9619497,1.3613076,1.0088149,1.264507,0.4539923,1.2076313,0.7803624,1.2092941,0.47237635,1.0403858,0.55393445,1.2458526,1.2613573,0.7139594,0.9535077,0.4401827,0.53728384,1.3161873,1.3569891,1.1488382,1.3758037,0.65542763,0.7113126,0.69652605,1.0710455,0.8933414,0.85270244,1.2900724,1.1037272,1.2835454,1.061984,0.6867918,0.4348104,1.1427234
pencil,1.1100998,0.71659184,0.7322465,1.0095047,1.229947,0.97436935,0.6193341,1.0430775,1.0430322,1.4115838,1.4359913,0.4451509,1.131772,1.3843734,0.8680444,1.4772128,1.2967978,1.0907278,0.5965377,1.0158368,1.3067033,0.7283332,0.90177786,1.1004586,1.2190914,0.4942425,0.82356095,0.6167303,1.3920634,1.1874241,0.9532078,0.5284081,1.3186973,1.0073229,0.93445796,0.89388967,0.96707904,1.158836,1.0673883,0.22171992,1.4265691,0.7672091,0.80370665,1.2942114,1.3415215,1.2985511,1.1902605,0.6996976,1.3287785,0.8374257,0.643466,1.3341483,1.2666664,0.647237,1.2847627,0.62324667,1.18445,0.7986008,0.36951995,0.7260714,1.3381379,0.48701918,0.7200658,1.3087561,0.9525363,1.2284466,0.95298547,0.68639934,0.60582316,0.7263899,1.1051373,1.4104888,1.1808865,1.3479435,0.34934485,0.9843724,0.45585752,1.4168333,1.1286917,0.9552608,1.3417847,1.303337,0.85714096,1.0978112,0.49406248,0.7099131,0.6827525,0.9260572,0.53164375,1.3471378,1.1158191,1.4715922,1.3210214,1.3149085,0.26653314,0.0,0.8016236,0.90983963,0.5418766,1.2011844,0.9574963,0.83416957,1.0948633,0.6532515,0.86416095,1.197697,0.56002593,0.76672983,1.4267396,1.139446,0.83020127,1.2025348,1.3075775,0.8235114,1.413625,1.0082004,1.2417681,0.44626105,1.3005067,0.7797879,1.3276978,0.43714774,1.1228821,0.5425952,1.1364992,1.2147222,0.45953357,0.9384872,0.53126955,0.5967766,1.3323002,1.4167626,1.2652047,1.4581888,0.5834388,0.5744082,0.47619998,0.799142,0.82571685,0.8647258,1.2324698,1.212248,1.2474294,1.0753552,0.664626,0.40805173,1.2172234
penguin,0.7694765,0.9042866,0.690271,1.067635,1.3621204,0.8286542,0.7430941,0.8198271,0.8920884,1.3859695,1.3334854,0.79246473,1.1425413,1.3700697,0.63676083,1.3501663,1.2875049,1.1702274,0.5573668,1.0207708,1.3074007,0.9702,1.0159695,0.9862146,1.0673199,0.7128926,0.7254441,0.89209825,1.129308,1.1312125,0.8251656,0.68129086,1.1966127,1.0703866,1.1507301,0.91566837,1.1080865,1.0641522,1.2589602,0.7290219,1.3327867,0.6919322,0.6446466,1.2449553,0.9368864,1.0288106,1.0995041,0.945648,1.1712849,1.0344917,0.76141435,1.2155104,1.1179432,1.0280176,1.2803212,0.6250638,0.9699918,0.9445485,0.74375284,0.6385123,1.1686076,0.7562078,0.77116615,1.1748147,0.98255455,1.2470086,1.2443208,0.6982195,0.71089464,0.5659829,1.2324917,1.303634,1.0116006,1.2966714,0.7290323,0.86181426,0.64898735,1.3118796,0.9468681,0.9987806,1.3300401,1.0845509,1.196172,1.1506006,0.8504173,0.84607565,1.0103998,1.0216075,0.7054339,1.3343292,0.923916,1.4036247,1.2810415,1.2757679,0.7686744,0.8016236,0.0,0.8981613,0.63613904,1.1730144,0.78838384,0.9067268,0.58581555,0.7287998,0.76601565,0.8591986,0.75697446,0.7938601,1.2719274,1.0089345,0.60412586,1.2602311,1.2395663,1.0336165,1.3396969,0.8140274,1.2047647,0.6175944,1.2083964,1.0635043,1.2182935,0.69350266,1.0622648,0.7911544,1.0564388,1.1960752,0.7982839,0.9481259,0.77620053,0.7775593,1.092522,1.3111298,1.1706476,1.3975644,0.7273936,0.84764993,0.855574,1.2476205,0.8517146,0.7523831,1.2780372,1.0390888,1.123029,0.92090034,0.76129675,0.77801275,1.1064099
pickle,0.92932576,0.68988675,0.36106628,0.93576324,1.0858278,1.0482605,0.873385,0.48430336,1.0163195,1.1960876,1.2699704,1.0355513,1.1324183,1.1942987,0.9881533,1.1818764,1.2307842,1.1822414,0.9598667,0.94193786,1.2206098,0.6357327,1.0961457,0.9871531,1.1592417,0.94063824,1.0682104,0.7974978,1.1455362,1.0902848,0.9506667,1.0042819,1.1089216,1.0323206,1.0762887,0.8149189,0.8892425,1.100684,0.961329,0.9516808,1.2422796,1.0129765,1.002645,1.1032664,1.1419426,1.0880548,1.0644599,0.89028054,1.0869334,0.8371539,0.7968742,1.1674801,1.1745603,0.8039174,1.1338836,0.81298864,0.95608664,0.7613887,0.8898605,0.9290151,1.1519386,1.0615567,0.7618283,1.1727386,0.92397195,1.0856061,0.8886952,1.0453782,1.0896347,0.94309056,1.005705,1.305598,1.004906,1.0607675,0.826963,1.0756892,0.96644765,1.117373,0.32624954,1.095963,1.0285524,1.2200643,0.9667986,0.97353756,1.0305116,0.8080796,0.7780045,0.89324385,0.78645813,1.1719729,1.0963652,1.1955061,1.0190864,1.1684546,1.0495435,0.90983963,0.8981613,0.0,0.96740615,1.0472717,0.93675184,0.8702734,1.0013515,0.92270035,0.77626264,1.1056038,1.0373448,0.8856766,1.184773,0.9781778,0.89192283,1.0151948,1.0817215,0.9492656,1.223175,1.010538,0.9625663,0.9004061,1.0364394,1.006067,1.171931,0.9157287,1.0077287,0.9535537,0.8075333,0.94448024,0.78158474,1.1114671,1.0378053,0.9441086,1.1974894,1.2282732,1.2396115,1.3255731,0.86959785,0.75717586,0.86165357,0.9038812,0.79122424,1.0913987,1.1437421,1.0582004,1.0616019,1.1967064,1.019149,0.9783288,1.0712829
pillow,0.9168446,0.8851269,0.65886456,1.0664065,1.4379401,0.89949024,0.62771606,0.9249903,0.7522079,1.4121419,1.2735138,0.43328977,0.9253513,1.3908105,0.8742938,1.2262311,1.3327069,1.0950544,0.48964095,0.99328345,1.3164119,0.80296373,0.9951883,1.0144935,1.2660716,0.38483852,0.7170193,0.8452954,1.2552681,0.89664465,0.9455979,0.38117862,1.2321104,0.8423934,1.129322,0.9840294,1.1902578,0.7620934,1.1787056,0.4377495,1.3256072,0.571766,0.8580724,1.4128455,1.1102195,1.2185884,1.0625149,0.996511,1.214822,1.0816417,0.65005505,1.253995,1.2785196,1.0473031,1.2251304,0.71274024,1.1088152,0.8594961,0.67224693,0.77559924,1.2711148,0.5334745,0.6176317,1.2330924,0.9979266,1.2903665,1.3287446,0.5733305,0.47090834,0.6953625,1.3910216,1.3506978,1.1484675,1.3275206,0.6692629,0.8794507,0.36790138,1.3470492,1.1266451,0.96806705,1.4868157,1.2705842,1.1828239,1.004385,0.53898895,0.5029452,1.0244248,1.0564845,0.59459066,1.2120017,1.1204957,1.3979827,1.3219109,1.3807387,0.4990492,0.5418766,0.63613904,0.96740615,0.0,1.0373862,0.7859118,0.7724639,0.7799618,0.51753926,0.90870583,0.9821771,0.36086345,0.74924797,1.2242773,1.0139468,0.77591306,1.4450059,1.2434201,1.2555435,1.3831851,0.88190156,1.207424,0.50933343,1.1719663,0.6425041,1.3822005,0.4804623,1.1064873,0.42453194,1.1247821,1.2710683,0.9144006,1.0921772,0.4936762,0.65386516,1.1811337,1.3712196,1.2966018,1.4909947,0.5264061,0.7613776,0.7163464,1.326073,0.5698172,0.91942954,1.2671947,1.1854316,1.2842526,1.0103215,0.6224314,0.5564613,1.0631676
pizza,1.0276358,1.2076817,1.0152692,0.95080674,1.1049005,0.93625844,1.1527138,0.89588624,0.7542534,0.88443434,0.9745315,1.1946542,0.9850314,1.1104211,1.0868673,0.89620596,0.9534261,0.7847747,1.0836792,0.55232453,0.81189466,0.9671088,1.1285491,0.7800096,1.0006428,1.2249125,0.97393954,1.0221877,1.1214042,1.0615934,0.76845574,1.1037236,0.9894014,0.8562114,1.0241697,1.0015808,0.99385226,1.0166612,0.9756155,1.210428,0.98077124,0.9663156,1.0630563,0.70978963,0.97423345,1.0173233,0.99524134,1.002257,0.95546967,1.1832358,1.1513371,1.0525032,1.0335974,1.2425953,0.88919586,1.0272022,0.8317967,1.2723819,0.93441856,0.9980317,0.9149426,1.1616342,1.2671425,1.0755918,0.75487924,1.1329758,1.076497,1.1964955,1.1839999,1.0150388,0.97024953,1.0665367,0.83020747,1.123941,0.96564645,1.027484,1.1111462,0.34167397,0.97415864,0.96728337,1.0500087,0.9707662,1.2085519,0.9391154,1.2066282,0.96133804,1.1734841,1.1850975,1.0871577,0.80083,1.1154126,1.0728314,1.1335013,0.70344913,1.1714073,1.2011844,1.1730144,1.0472717,1.0373862,0.0,1.0298252,0.5236964,1.0670077,1.1461962,1.0149014,0.8867994,1.0828724,1.1060295,0.8657173,0.9952248,1.1772746,0.9127775,0.75252503,0.92146903,1.1094258,1.0422401,1.1158258,1.0224123,1.076765,0.9140488,1.0300394,1.224702,1.012511,1.1755425,1.0871967,0.6261314,0.86142564,1.0771872,1.1652313,1.0781583,1.0191157,1.1228424,0.93103033,0.8205019,1.0233864,1.3316334,1.2393256,1.0820651,0.9292582,0.9829032,0.5831846,0.99649996,0.90721744,1.0023277,1.2003148,1.2678976,1.0446876
plant,1.0249428,1.1351731,0.7899487,1.04333,1.327541,0.8836445,1.0055187,0.82968426,0.7410635,1.1927776,1.145576,0.9119646,0.8644593,1.3107234,0.9667891,1.2923484,1.1114385,1.1163442,0.6500236,0.88611484,1.1143681,1.113289,0.80907696,0.7910018,1.1570555,0.8060434,0.8545467,0.927334,1.1819599,1.0089791,0.8141118,0.8674953,1.0228717,0.96040046,1.2060959,1.0450524,1.098128,0.9036887,1.2345343,0.92219144,1.0554646,0.7697525,0.8427063,1.0692763,0.9519013,1.0487902,0.956897,1.0588266,1.0266156,1.0358323,1.0667864,1.1985478,1.1189113,1.1400841,1.1248443,1.0185251,0.50116843,1.155117,0.8465951,0.8723575,1.1013784,0.88652986,0.9831224,0.9229467,0.94853866,1.1631222,1.227201,0.91283333,0.8226186,0.809458,1.161286,1.2356362,0.87465227,1.2485857,0.9108026,0.68258643,0.82686704,1.1637678,0.8830959,1.0295235,1.3692977,1.0269467,1.2469609,0.99977523,1.0208973,1.0323044,1.1441112,1.1077522,0.8996407,1.1614774,1.0381293,1.277123,1.2514852,1.2644985,0.93223417,0.9574963,0.78838384,0.93675184,0.7859118,1.0298252,0.0,0.8641815,0.7680485,0.852451,0.90109384,0.9095481,0.86175776,1.0362625,1.0824672,0.9433449,0.8150952,1.204446,1.1860262,1.1683625,1.2626987,1.0069622,1.1734469,0.788026,1.095312,0.9931208,1.115064,0.934615,1.0740676,0.91396856,1.1438605,1.0843635,0.93441963,0.81756663,0.7934729,0.96185637,0.91975087,1.2394785,1.0042548,1.2621756,0.9211233,1.1200979,1.076376,1.2019576,1.0217159,0.8903444,1.061043,0.73316056,0.91126186,0.7637658,0.7233007,1.0030326,0.90361136
plate,1.0271761,0.9792233,0.77591395,0.8651257,1.3958521,0.9306545,0.8512584,0.75754553,0.7509954,1.0570062,1.1974825,0.9121337,0.954412,1.3519161,1.081645,1.2238783,1.0717554,0.8609197,0.80756694,0.33874315,0.9449113,0.82464325,1.0509264,0.62222135,1.1957568,0.83298314,0.88056064,0.85928375,1.3599927,1.017368,0.44186532,0.84846437,1.2227322,0.81791747,1.0787132,0.86248,0.9546569,0.9532765,1.0829217,0.8999907,1.1544656,0.64462554,0.94511735,0.84298456,1.161329,1.1230401,1.1284282,0.79252476,1.1257927,1.1249337,0.8591471,1.3209033,1.26387,1.0924301,1.1536123,0.7921128,0.9768159,1.0925977,0.42747885,0.80972975,1.1127735,0.9797095,0.99883044,1.2358247,0.7487301,1.3338072,1.0980525,1.0381941,1.0229887,0.92058545,1.1930751,1.3677541,0.8481505,1.3508811,0.5111264,1.0023066,0.80493987,0.8904557,0.90214515,0.8632489,1.3015838,1.194238,1.1876124,0.9792839,1.0455049,0.6737076,1.0413185,1.1602433,0.86766803,1.0055948,1.1589091,1.3963311,1.3405976,0.83787966,0.88552517,0.83416957,0.9067268,0.8702734,0.7724639,0.5236964,0.8641815,0.0,1.0524808,1.019641,0.9113077,0.9422758,0.83134687,0.98368216,1.1094074,1.1158859,1.0302857,0.97505087,1.1923475,0.88652515,1.3828918,0.97684705,1.2117059,0.6854123,1.223222,0.6397717,1.1906109,0.91794926,1.1790527,0.9034717,1.1492064,0.5650217,0.49255437,1.1014932,0.8834713,0.91077787,1.1210548,1.3715441,1.1629107,1.0365225,0.5736314,1.1085564,1.1119294,1.0776855,0.7339808,0.90064794,0.49182552,1.1680076,1.0965499,1.000705,0.96195203,1.0518862,1.1791555
pony,0.70375204,1.0417477,0.90092933,1.0626367,1.205412,0.89136565,1.0360541,0.92000455,0.8658513,1.1697357,1.0648513,1.0330077,0.9470147,1.1425242,0.7013914,1.0249305,1.1548729,1.1696596,0.77338284,1.0951307,1.1595457,1.0665843,0.96282077,1.0334371,1.0952773,0.96141595,0.86745715,1.0867699,0.699606,0.9736149,0.8916806,0.8798937,1.0415516,1.0334047,1.1854721,1.0066533,1.1121204,0.8842535,1.1368244,1.0647601,1.0707114,0.86510056,0.8613936,1.1576344,0.27215815,0.8863886,0.96992344,1.1164032,1.0507692,1.0498885,0.9387091,1.010693,1.0204734,1.1419512,1.1235436,1.0117667,0.9521071,1.0706257,1.0026531,0.9305939,1.112004,0.97050583,0.88343585,0.90015084,1.0387064,1.1115897,1.2377442,0.8952483,0.90804344,0.63728106,1.1591867,1.08338,0.97810125,1.0837091,1.0558085,0.865659,0.8699891,1.0896633,1.042655,1.1222894,1.1882675,0.98050135,1.2221786,1.0506614,1.06658,0.99467987,1.1440042,0.9916471,0.9405578,1.1274143,0.84735584,1.129435,1.0794125,1.2167128,1.0597214,1.0948633,0.58581555,1.0013515,0.7799618,1.0670077,0.7680485,1.0524808,0.0,0.88320667,0.964364,0.8303603,0.95401317,1.0137599,1.0222342,0.9983258,0.72033715,1.2415289,1.1093266,1.1863251,1.0992433,0.9140297,1.0351993,0.89884084,1.0691559,1.1403472,1.0843084,0.98857033,1.0946699,0.9378236,0.9926916,1.092046,1.0805768,0.90644836,0.9781702,1.0318224,0.8803258,1.0779756,0.9453276,1.2116286,0.9179334,1.0617745,1.0832428,1.2112851,0.9385814,0.91802835,1.2136474,1.061285,0.9711204,0.84434074,0.85096896,1.0454087,1.043718
