,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
snow,1.1077169,1.2521305,1.3007135,0.6384188,1.0774946,1.03988,1.0925748,1.0426102,0.5516982,0.6547542,0.43032217,1.3933654,0.6755279,0.53536284,0.85548675,0.6303861,0.78024006,0.71895427,1.3432889,1.3516781,0.5624904,1.238175,1.2715102,1.3656051,1.1139753,1.4196156,1.0175009,0.86035246,0.664274,1.0049298,0.8840491,1.1795176,1.4053922,0.7755055,1.1742016,1.3657367,0.64211845,0.9084849,1.3217803,0.57698727,1.368139,0.8383756,0.93055856,0.90497226,1.1471035,0.833743,1.2273924,1.3529439,0.708633,1.2840276,0.9920975,1.3205696,1.0245811,1.1797205,1.1962657,1.0569167,0.79738,1.337832,1.0652298,0.8849746,0.9806802,0.9730872,0.84698665,1.4335427,1.0270503,1.2114666,0.59746385,1.007633,0.8494001,0.9424481,0.82928,1.313401,0.7956188,1.171779,0.9105012,1.2060223,1.0811774,1.16266,1.367346,1.207976,1.2234778,1.3196224,1.1037805,0.8707414,0.9550036,0.707633,0.9927911,0.66514754,1.2761986,1.2799468,0.9698337,1.2072538,1.2395576,1.217151,1.2121127,1.0935436,1.0513043,1.2811261,0.8432797,0.6909301,1.2492514,0.7721895,0.9393085,0.76548856,0.6942761,1.0871475,1.001807,1.1062583,0.80098224,0.7791258,0.38106573,1.4773412,0.0,1.1886494,1.2822353,1.1464113,1.447191,1.2700759,1.2677807,0.8338168,0.79423463,0.28229964,1.3731191,1.4038653,1.239405,0.79688716,1.1287739,0.91824883,0.8467232,1.1518997,1.3712867,0.8477236
soap,0.81753206,0.86440647,0.6654094,1.3077945,0.9066212,0.90940315,1.0255619,0.95041686,1.0514061,1.114004,1.2816933,0.9193566,1.1640208,1.2890708,0.9320392,1.2094398,1.1998706,1.0901029,0.83973587,0.61362916,1.1857312,0.8292282,0.93019515,0.762399,0.9737333,0.8224083,0.9263685,1.2077799,1.2114214,1.1218343,1.0148972,0.7210324,0.74402833,1.1395782,0.69108826,0.8999523,1.238259,1.1503417,0.82972276,1.2301028,0.7079902,1.1641426,1.0861652,1.0808986,0.91305864,1.1911501,1.1027842,0.59450984,1.1028006,0.92061746,1.0003347,0.910762,0.9275377,1.009769,0.77428067,1.0239766,1.1395843,0.9537948,1.0305562,0.9971126,0.9573557,1.2306364,1.2585632,0.9036621,1.0200925,0.7748213,1.3636341,1.1108356,1.3416028,1.1752766,1.2616601,0.6722865,1.1387734,0.5818943,1.0494913,0.9942998,1.0787282,0.73435616,0.7915387,0.70113194,0.99405736,0.5836394,0.95798546,1.1106601,0.9718805,1.3368608,1.2501032,1.0526991,0.8442834,0.853971,1.0779396,0.7338296,0.954631,0.717865,1.0029291,0.9793057,1.0488726,0.9719999,1.1584222,1.138166,0.97376776,1.1266171,1.1189933,1.1615013,1.3182213,1.083012,1.1613696,1.0167648,1.1423944,1.0615393,1.2734071,0.7193108,1.1886494,0.0,0.71788335,0.75368005,0.71973354,0.8873154,0.7756713,1.143374,1.2325068,1.3262697,0.693511,0.7705032,0.8906844,1.2702768,0.75087523,1.0537348,0.9834115,0.9584631,0.9767209,1.1260722
sock,1.1231357,0.2703889,1.0188644,0.86476976,1.0383238,0.9942988,0.96336675,1.1941216,1.295973,1.1635424,1.2980821,0.83965653,1.1276814,1.0755979,0.97538006,1.1376089,1.1083457,1.2129643,1.0008852,0.8790156,1.3156271,0.70978725,0.8865826,0.80697244,1.0280778,0.9560807,1.2626381,0.77062726,1.2588536,0.98214954,1.021251,1.0561042,0.8367481,1.1803958,0.88672125,0.6589456,1.1720281,1.0336198,0.940709,1.345382,0.97646815,1.1822304,0.94123495,1.1723537,0.99919593,0.9938259,0.7012855,0.74670255,1.1470884,0.7972277,1.1035099,0.54361033,0.92339927,1.1587623,0.9134246,1.212385,1.2072313,1.0225476,0.3790815,1.0999651,0.824195,0.9689171,0.8405391,0.64972985,1.047799,1.1011778,1.1543124,1.0438588,0.77843136,1.0486463,1.2162148,1.036696,1.16668,0.86319906,0.5487537,1.1480992,0.8265809,0.95658064,0.81813365,0.67256254,0.77681065,0.96110845,0.98633796,1.0943768,1.1783531,0.9023322,0.78152287,1.164177,1.0410035,1.0672694,1.2699246,0.9153715,1.1137741,0.9983551,0.98187786,0.76559806,1.0269244,1.1864893,1.180232,1.1667901,1.1377776,1.2017143,0.8782208,1.2773299,1.0043118,0.7102885,0.75179946,0.9754345,1.147819,1.1353369,1.3326643,0.74594927,1.2822353,0.71788335,0.0,0.98504484,0.70720404,0.87356555,0.93159074,1.2228398,0.9271287,1.3486185,0.84602106,0.27296102,0.6992369,1.0954387,0.7043464,1.2115368,1.1632533,1.095721,0.74243975,1.2009833
soup,1.1512752,1.037328,0.75400186,1.2097474,0.6895375,0.72319776,0.8526393,0.8507544,0.98324156,1.1701217,1.1414009,1.1542763,1.0644809,1.109653,1.2859056,1.1121439,1.1257538,1.0089264,0.9387361,0.61183476,0.9559278,0.92606765,0.9989324,0.5658581,1.0523531,0.93515396,1.0676931,0.9689013,1.2773933,1.098585,0.7258154,0.9838768,0.49844944,1.0165819,0.91047895,1.1156576,1.1005203,0.96303016,1.0388191,1.0705764,0.7762639,1.072195,0.9548481,1.0563653,0.9136658,1.1014241,1.0694435,0.8192348,1.234654,0.94177616,1.1130035,1.0573308,1.0694995,1.0491287,1.0714219,1.031034,0.7715689,1.1615081,1.0522425,1.1259896,0.8378906,1.1814771,1.0469501,1.0877161,1.0386465,1.0224401,1.3582038,0.79986954,1.1748724,1.1679608,1.0460356,1.029663,1.1708598,0.5870776,0.93501616,1.0498874,1.0773269,0.71280587,1.0040956,1.0636966,1.0625073,0.9299039,0.77208143,0.9603746,1.0084233,1.1654648,1.1468611,1.0943978,1.0866112,1.0513563,0.93992066,0.9402269,1.02967,0.81868964,1.0700799,0.8357637,0.9029331,0.9279419,0.99958134,1.1873918,1.0757217,1.1412493,1.0699313,1.0974936,1.2924868,1.112634,1.1975751,0.74019265,0.98325527,0.90619874,1.1630416,1.0660638,1.1464113,0.75368005,0.98504484,0.0,1.0314391,1.0521117,0.90161186,0.9574255,1.2325183,1.128052,0.7859371,1.028585,1.1180668,1.0994157,1.0431395,0.81677276,0.7318404,1.000211,1.0394006,1.1154232
spoon,0.7728592,0.6760136,0.78317237,1.3260958,1.0662066,1.0205872,0.89164066,1.1893225,1.3677222,1.160474,1.5217979,0.53267,1.3011098,1.4723402,0.8867152,1.4429808,1.1773016,1.2882674,0.530502,0.52717274,1.4902258,0.8227171,0.6691668,0.6330626,0.9660297,0.39017844,1.0110805,1.0327836,1.1691922,1.101422,1.2807283,0.86754763,0.43354386,1.1824901,0.8634831,0.47769314,1.3738931,0.91047835,0.44486433,1.4882785,0.5331967,1.3628917,1.2087181,1.2453098,0.9672874,1.1398826,0.71131945,0.6488975,1.0534779,0.5891215,0.99495494,0.57847005,0.68026215,1.0195875,0.665679,1.0923914,1.3908982,0.45626795,0.9527295,1.0067536,0.99100846,1.0562757,1.270314,0.5104002,1.0845239,0.62709516,1.396105,1.1074208,1.1760545,0.7612582,1.2357348,0.55673784,1.3563955,0.9279553,1.1943848,1.0126015,0.7459153,0.9512566,0.5428245,0.77174795,0.8026362,0.53751177,1.1055821,1.2906091,1.2031391,1.3285887,1.0702301,1.3357246,0.5237711,0.53935164,1.2029297,0.97812223,0.937982,0.4272002,1.0175899,1.0820487,1.152927,0.84828234,1.3540187,1.1836647,0.93709624,1.3617616,1.1080036,1.2053564,1.2809328,0.96934664,1.0008677,0.8748834,1.3332595,1.2601678,1.4771827,0.3337294,1.447191,0.71973354,0.70720404,1.0314391,0.0,0.72323304,0.6723867,1.3478359,1.2302604,1.5060608,0.49609303,0.5349691,0.57065934,1.2954744,0.8947813,1.238616,1.1630795,0.9618797,0.67035484,1.2001936
sprinkler,0.85743415,0.8399968,0.8860523,1.1650316,1.1053706,1.137124,1.0571864,1.055142,1.4037042,1.0625441,1.3538473,0.7078952,1.3616202,1.2421902,0.85713196,1.2369018,1.24937,1.1700505,0.7877227,0.9854032,1.3688945,0.7125777,1.0515434,1.0072756,1.0039954,0.8831034,1.023657,1.1391315,1.1113253,1.240012,1.0391634,0.79468024,0.9293742,1.1878432,0.96255356,0.4932055,1.325242,1.0,0.76665986,1.3483102,0.89702386,1.1716676,0.99256486,1.2003354,0.9860514,1.044588,0.7573019,0.69202673,0.9816003,0.7757046,0.9674109,0.62354577,0.9720911,0.892423,0.8134141,1.0244266,1.2875104,0.69931495,1.0071404,1.0710843,0.9255487,1.0121987,1.0486134,0.90933955,0.9308821,0.9616143,1.2108649,1.1333352,1.122543,1.1163901,1.1548405,0.8193627,1.1153604,1.0624217,1.1271073,0.82440245,0.8939583,0.84545445,0.69149274,0.8938876,0.62705755,0.7380469,0.9704397,1.2775633,1.0433683,1.1161982,1.0787741,1.184978,0.8210217,0.80368614,1.0039985,0.82848954,0.8438939,1.0766464,0.78691316,0.90145385,1.081565,0.95502025,1.2737297,1.0221984,0.78550893,1.1269113,1.0664551,1.1835796,1.1214659,0.8569323,1.1026338,0.9924481,1.2998743,1.3498721,1.2731783,0.7014711,1.2700759,0.8873154,0.87356555,1.0521117,0.72323304,0.0,0.82227635,1.2081808,1.0876933,1.4165311,0.87582743,0.6437273,0.64664614,1.1284366,0.9379992,1.1254113,1.2736626,1.1143315,0.678944,1.1703053
strawberry,0.949207,0.9476471,0.266968,1.3287467,0.5756843,0.73304033,0.88937294,1.1204867,1.3405379,1.1159182,1.4304693,0.71422255,1.5134513,1.310824,1.0645975,1.4359188,1.0709025,1.137227,0.61744475,0.6037887,1.2872877,0.88924253,0.9162804,0.71269214,0.843426,0.68248403,0.85874605,1.1636779,1.2841877,1.3753241,1.2388558,0.73071325,0.73213017,1.1439316,0.85183096,0.82603467,1.4247515,0.9802302,0.52154046,1.3956995,0.5476579,1.2607583,1.0523075,1.271449,0.99419194,1.2068563,0.9053855,0.42916733,1.0835942,0.64920783,0.90949637,0.7570058,0.89825654,0.7639645,0.87054884,0.8623513,1.1487486,0.70638454,1.1367853,1.2125635,0.73857784,1.2126584,1.2503058,0.70440245,0.9527469,0.7263719,1.3048499,1.1543918,1.3125412,1.1254077,1.3403271,0.73986083,1.2676945,0.8521883,1.1321685,0.8698832,0.91540366,0.7304629,0.38803822,1.0986975,0.91590637,0.7281945,0.8884702,1.3449818,0.9138059,1.3374784,1.253801,1.1740122,0.674587,0.62674296,0.98609924,0.99959296,0.77204955,0.74566036,0.9334389,0.98885626,1.1939733,0.8490038,1.3566663,1.1220925,0.82444566,1.2271726,1.0374857,1.2005181,1.3029325,0.98907804,1.2439246,1.0751016,1.3426455,1.3232412,1.2925204,0.5421441,1.2677807,0.7756713,0.93159074,0.90161186,0.6723867,0.82227635,0.0,1.2081736,1.3116369,1.4009205,0.4533856,0.72913563,0.7486666,1.233275,1.1099498,0.7996192,1.1182222,1.0073394,0.7579036,1.371181
stroller,1.0896152,1.1960821,1.1619644,0.9914452,1.0556021,0.99990773,1.2129014,0.80965734,0.7132469,1.0861257,0.671991,1.2216427,0.7957809,0.82366663,1.2189602,0.77404594,0.9145191,0.84236014,1.2189445,1.2237754,0.6810502,1.2513448,0.9408012,1.1055865,1.0198838,1.1785984,0.91070235,1.0827912,1.0772794,0.68746114,0.7773697,1.0321444,1.211653,0.8975868,1.0293632,1.2711724,0.7809322,1.057126,1.2590654,0.4673838,1.2330445,0.7697227,0.58072734,0.7683876,0.9738734,1.0176526,1.254554,1.2842426,1.1775376,1.3245547,1.17991,1.3150185,1.276593,0.8675907,1.2173643,0.9168359,0.81433654,1.333621,1.1209009,0.9778384,1.1001029,1.0839134,1.019555,1.2718613,0.926124,1.1475687,0.90713865,0.9290594,0.9806968,1.1734872,0.4776681,1.1536424,0.8815131,1.1078966,1.0314146,0.91951865,1.1743747,1.1057047,1.3188412,1.1128932,1.1558498,1.227561,1.0762221,0.75980175,1.0081053,0.9036439,0.90255874,0.9131545,1.2361526,1.2240353,0.88729393,0.94243926,1.0037795,1.3289981,0.9335241,0.9358814,0.7203284,1.0207591,0.7199114,1.1290767,1.0119501,0.8756025,0.98825675,0.903041,1.0164685,1.0870739,1.050752,0.94161314,0.8022298,0.94296837,0.72325784,1.3195357,0.8338168,1.143374,1.2228398,0.9574255,1.3478359,1.2081808,1.2081736,0.0,0.97670865,0.73593116,1.24727,1.3019434,1.3888565,0.8922836,1.0312107,0.70040053,0.92258924,0.5908054,1.1983045,0.8408419
sweater,1.2889146,0.8652429,1.3494062,0.48539132,1.2225008,1.1509066,1.1520458,1.203815,0.8046273,0.8743793,0.56280744,1.2664957,0.5977572,0.6566858,0.8985721,0.6379706,0.8755897,1.0184247,1.3861748,1.4215821,0.8822808,1.1506977,1.1103363,1.3621243,1.2029735,1.3539823,1.2477417,0.8366134,0.7513003,0.6650936,0.9455294,1.3670182,1.2875292,1.0781926,1.258198,1.0956311,0.54610795,1.0976393,1.4723206,0.8391644,1.4446192,0.8781817,0.9306015,0.8631666,1.2022953,0.35322213,0.9087974,1.279717,0.85924,1.1883547,1.0318099,0.98154306,1.1894813,1.2818611,1.3967639,1.2997313,0.9857757,1.2938617,0.69739324,0.9271316,1.350713,0.57643825,0.65761936,1.027433,1.09961,1.2951257,0.41906428,1.1074712,0.3914889,1.012918,0.9534092,1.362736,0.8308685,1.2227961,0.80064666,1.1609576,0.88158274,1.2596781,1.281056,1.0807023,0.9361689,1.3766893,0.98151463,0.7372344,1.1536734,0.5817254,0.39276516,0.998772,1.387376,1.4078214,1.2230406,1.1739929,1.2938728,1.3590785,1.1219114,0.8190963,0.9308921,1.3192834,0.78037065,0.77440655,1.3154824,0.9115168,1.0026724,1.138962,0.16584063,1.0212597,0.3911463,1.0985862,0.7358413,0.83915377,0.68261325,1.3779249,0.79423463,1.2325068,0.9271287,1.2325183,1.2302604,1.0876933,1.3116369,0.97670865,0.0,0.64435464,1.4242404,1.005115,1.0682813,0.94819826,1.0291433,1.3216867,1.0270045,1.2214241,1.16369,0.82413566
table,1.2619525,1.2684705,1.371277,0.5300376,1.0826427,1.0369555,1.0695224,1.0034579,0.4196055,0.7959281,0.21100646,1.5406119,0.48918593,0.41506004,1.0266286,0.53019,0.69871444,0.48685616,1.4466136,1.4319268,0.2989717,1.2773438,1.1950548,1.3887591,1.1614883,1.4693582,1.0329674,0.80556047,0.78177637,0.7862047,0.8125069,1.3480849,1.345983,0.84585476,1.1588873,1.4867705,0.3949713,0.9461658,1.5107627,0.41784394,1.4708997,0.76025933,0.8369304,0.8456814,1.1429361,0.7112278,1.2174723,1.4870653,0.8952414,1.3697164,1.0448806,1.3413157,1.1342459,1.2680011,1.3711748,1.0277275,0.7193293,1.4510262,1.0250456,0.92235523,1.1288813,0.8592367,0.67291534,1.4373131,1.1036862,1.3365114,0.49137962,0.9996387,0.70712745,0.91724,0.6920238,1.4549004,0.70929956,1.2015047,0.90097123,1.2638826,1.0526599,1.3144588,1.4973801,1.3020054,1.2692914,1.4696532,1.0151522,0.72505784,0.959696,0.6168737,0.86427784,0.5699463,1.4347768,1.4195069,1.0115725,1.2922693,1.3538929,1.2554471,1.2641097,0.97411186,0.994747,1.3119475,0.70457894,0.80566806,1.3962839,0.7077852,0.98917395,0.7375755,0.5805105,1.117306,0.90699995,1.0324678,0.64512837,0.63410026,0.2996866,1.6258389,0.28229964,1.3262697,1.3486185,1.128052,1.5060608,1.4165311,1.4009205,0.73593116,0.64435464,0.0,1.4661026,1.4567522,1.3883175,0.70530903,1.213657,0.8604878,0.6735711,1.129168,1.4246883,0.77618915
tape,0.83164734,0.9046134,0.4886154,1.4301033,0.69721,0.7861986,0.61271805,1.0382322,1.2770026,1.1671326,1.5391154,0.6740293,1.4335461,1.319531,1.1984826,1.4988301,1.0689175,1.1079874,0.5995139,0.29024553,1.2239561,0.86033183,0.7132472,0.38041365,0.8208481,0.5785978,0.744484,1.1095209,1.389624,1.2686845,1.2240092,0.8716878,0.5303098,1.1092789,0.7238334,0.82501644,1.4961362,0.7863389,0.38082308,1.3451364,0.44720232,1.430049,1.1542659,1.3476946,0.80693746,1.3243856,0.94876915,0.61173224,1.0994452,0.5726155,1.0184182,0.7289045,0.79438186,0.96151197,0.7016425,0.6908133,1.138228,0.6608252,1.0296409,1.2026103,0.568744,1.342293,1.3327549,0.60857546,0.9883638,0.7842232,1.3770518,0.9493255,1.3405423,0.93522304,1.2736543,0.73988885,1.4218711,0.7309798,1.143704,0.90644634,0.88533163,0.8916787,0.48211968,1.0541633,0.9687708,0.6415185,0.8740579,1.3516507,0.9761953,1.3850814,1.3571988,1.2634038,0.5686684,0.53274304,1.0273716,1.00199,0.88752204,0.40407383,1.0386661,1.1455027,1.1835235,0.7070888,1.3981423,1.1789867,0.90873134,1.3972735,1.1430758,0.9465793,1.4502115,0.9148196,1.2975179,0.9887818,1.4306158,1.1384913,1.3386012,0.39664572,1.3731191,0.693511,0.84602106,0.7859371,0.49609303,0.87582743,0.4533856,1.24727,1.4242404,1.4661026,0.0,0.77632743,0.7193727,1.2248331,1.1281899,0.68154776,0.9250466,0.96984994,0.66011393,1.3925328
toe,1.0962684,0.43423003,0.8418483,1.0174705,0.9862133,1.0347158,0.9483253,1.3137596,1.4833378,1.2377648,1.4124973,0.6663965,1.3717293,1.2499638,0.92742586,1.3703246,1.2250922,1.2748439,0.804309,0.9095984,1.4603369,0.5711578,0.909867,0.93073714,1.0441054,0.8431424,1.2357218,0.777748,1.3419031,1.2570772,1.1705328,1.0030057,0.7098305,1.2379137,1.003119,0.4610867,1.3061936,0.9989528,0.7288976,1.5341599,0.8471017,1.2785994,0.9361812,1.255498,1.0332717,1.0242218,0.43796277,0.5412402,1.1940051,0.5998428,0.8941242,0.1729163,1.0027552,1.0579653,0.9333341,1.2370275,1.3287197,0.6219342,0.62316924,1.0959958,0.7959688,0.7574334,0.7450136,0.51636946,1.0054964,1.0122237,1.2968659,1.1346369,1.0211474,1.1598921,1.3235579,0.90116364,1.1723479,0.99805886,0.78666854,1.0816675,0.55083776,0.83145463,0.45787305,0.8826159,0.47893083,0.83197594,0.91266865,1.2774725,1.157226,1.0957594,0.9307958,1.2474955,0.89130855,0.84938014,1.2426045,1.0629028,1.0683308,1.0001004,0.93516564,0.72424537,1.2246082,1.1049659,1.3359492,1.2778864,1.0212212,1.2398002,0.8852339,1.3372612,1.0894449,0.79935974,0.8591859,1.0268587,1.2773862,1.3463182,1.3801968,0.50763327,1.4038653,0.7705032,0.27296102,1.028585,0.5349691,0.6437273,0.72913563,1.3019434,1.005115,1.4567522,0.77632743,0.0,0.40405416,1.1336604,0.93281984,1.2034513,1.3280151,1.1569166,0.5072949,1.2900741
tooth,0.95414686,0.8059583,0.8625645,1.1065907,0.9545729,0.99749154,0.9115445,1.3415252,1.3893003,1.1404887,1.3596843,0.6091035,1.339426,1.2273821,0.88366026,1.3700787,1.1145865,1.232352,0.5942024,0.85035217,1.4519653,0.7055801,0.9621791,0.9890586,1.0267686,0.8365734,1.0923649,0.89087707,1.1886882,1.377307,1.2340137,0.9864567,0.8259468,1.1907983,1.0504355,0.60565275,1.2734876,0.8721219,0.46497905,1.4998834,0.69451827,1.3521645,1.2199883,1.3015485,0.9809968,1.0060518,0.58318394,0.59759116,1.0202447,0.56395423,0.8490675,0.3697635,0.9386969,1.0245742,0.8738895,1.144063,1.2889849,0.350083,0.99021614,0.9791573,0.75682545,0.8833609,1.0146704,0.6667539,1.0215107,0.98097837,1.2098327,1.0908839,1.176763,1.0204482,1.3476431,0.7588223,1.220148,1.1269627,1.0542953,1.0406066,0.55562896,1.0041833,0.2904917,0.95052725,0.41069072,0.787148,1.0669672,1.3502882,1.1029477,1.1769719,1.1003116,1.2187634,0.5661231,0.5493359,1.2171643,1.1734959,1.0925267,0.8053063,1.0480733,0.96134764,1.3631763,1.0304396,1.3815905,1.0815624,1.0147378,1.2270883,0.96087945,1.1952468,1.0742034,0.88040954,0.971368,1.0462879,1.2725819,1.228633,1.2520479,0.43704355,1.239405,0.8906844,0.6992369,1.1180668,0.57065934,0.64664614,0.7486666,1.3888565,1.0682813,1.3883175,0.7193727,0.40405416,0.0,1.078899,1.0067277,1.2436149,1.3400973,1.2316082,0.4971863,1.2680606
toothbrush,1.1203661,1.1991816,1.1795112,0.7230057,0.8987417,0.8015574,0.893455,1.0841236,0.8124081,0.9751114,0.80449104,1.103296,0.93884325,0.7505931,1.1351514,0.8435012,0.8477963,0.8364815,1.2446595,1.1962332,0.7693797,0.9787461,1.0815499,1.1342947,0.9520091,1.2750777,1.1090629,0.6923508,1.1212457,1.0506226,0.9176113,1.225492,1.3154762,0.6869087,1.1815741,1.3006542,0.8740996,1.0058587,1.0721326,0.7530581,1.2448546,0.9694294,0.8715816,1.0114317,0.7771332,0.9419556,1.0336084,1.2153305,1.0901607,1.2143223,1.0477908,0.9623878,0.9794994,1.1496638,1.0138834,0.94136465,0.7716733,1.224963,0.82388616,1.1521803,0.6792447,0.93015605,0.5818925,1.222389,1.0854425,1.220943,0.84442955,0.91421086,0.87803775,0.91337985,0.9236949,1.2507285,0.8871093,1.0794294,0.6684672,1.191388,1.0503278,1.1525431,1.2163764,1.2078635,0.96869206,1.3008177,0.9110843,0.9885156,1.0637541,0.73981225,0.98456365,0.82731175,1.1669931,1.1492491,0.94742185,1.2594845,1.2370577,1.1795006,1.2100844,0.9044334,1.111435,1.2431619,0.91398585,1.0701451,1.2643788,0.8765456,0.879763,0.5370335,0.90615046,0.98855066,1.0189872,0.8111026,0.895515,0.6823889,0.72132736,1.3156667,0.79688716,1.2702768,1.0954387,1.0994157,1.2954744,1.1284366,1.233275,0.8922836,0.94819826,0.70530903,1.2248331,1.1336604,1.078899,0.0,1.1664424,0.73925495,0.9052397,0.86637616,1.0522717,1.0238143
towel,0.95216584,0.76608586,1.215506,0.963635,1.2625384,1.156339,1.2390083,0.80823445,0.9615236,1.1593411,1.0464317,0.98660123,0.8090118,1.0302659,1.0095316,0.67904556,1.096,1.1322998,1.0546689,1.0307373,1.128031,1.0019497,0.9781647,0.95549893,1.0703684,0.86221933,1.1845889,1.0600103,1.045183,0.6596253,0.853959,0.870559,0.94499326,0.9941671,0.9418988,0.8260503,0.95410264,1.0870482,1.0523219,1.0598111,1.0489695,1.0726954,1.1079137,0.7540112,1.0125424,1.0866567,0.9808761,1.1096312,1.1141996,1.0726748,1.1133201,1.0232466,0.9595722,1.0767592,0.88367707,1.248519,1.1998194,1.0465609,0.8431542,1.0352404,1.1363385,1.0950946,1.0694817,1.0042385,0.9975976,0.83693206,1.0200763,1.0785258,0.8453057,0.93327564,0.8170344,0.8156494,1.0317614,1.026814,0.9100937,1.0772673,1.1025527,1.0487487,1.1359339,0.041300416,0.9991225,0.8932346,1.2154258,0.79116297,1.1698014,0.8494669,0.75612134,1.0259221,1.0163623,1.0450382,1.115542,0.6281292,1.0315223,1.087664,0.99574393,1.0369327,0.6470791,1.0964894,0.9015598,1.0377735,1.0685527,1.1240484,0.9775916,1.2586559,1.015599,0.9239815,0.73254335,1.0075825,0.89659977,1.0035721,1.2323891,0.99841255,1.1287739,0.75087523,0.7043464,1.0431395,0.8947813,0.9379992,1.1099498,1.0312107,1.0291433,1.213657,1.1281899,0.93281984,1.0067277,1.1664424,0.0,1.3683957,1.0758828,0.9036729,1.0945522,0.78143907
toy,1.0061635,1.191013,0.69774276,1.2453002,0.58107924,0.7327484,0.61626387,0.8939778,0.97539884,1.0602956,1.0934453,1.0846846,1.282052,0.82610166,1.3948525,1.1713525,0.9716365,0.7438495,0.9464492,0.8256674,0.66328305,1.0554078,0.9604484,0.7527195,0.81619406,1.048045,0.62276673,1.0793259,1.3948691,1.212774,0.968938,0.9376708,1.0237067,0.9007797,0.8499716,1.2840638,1.2056422,0.82255596,0.8972604,0.7915715,0.89296955,1.0306091,0.5779109,1.1922443,0.8816902,1.1884351,1.1800302,0.95894295,1.2076892,1.0628175,1.041745,1.185251,1.0542582,0.76065063,1.0470799,0.41464448,0.71507585,1.1631182,1.03819,1.288552,0.48940963,1.2785144,1.0993164,1.010457,0.85129786,1.1198765,1.1052312,0.8254144,1.2700034,1.2087055,0.9668904,1.15323,1.1307026,0.8385161,0.9271639,0.8832788,1.1891245,0.8962693,0.9924102,1.3947682,1.1539296,1.1296136,0.67775553,1.2196065,0.7028859,1.1472847,1.3320467,0.841714,1.0521755,1.0171653,0.7400097,1.077342,0.9290102,0.91199124,0.9307368,0.9884542,0.9702013,0.81974626,1.132699,1.2193801,0.92735875,1.0729992,1.0243112,0.57379496,1.3054563,0.944789,1.3311553,1.0190494,1.1929696,0.99435335,0.8515045,1.0092719,0.91824883,1.0537348,1.2115368,0.81677276,1.238616,1.1254113,0.7996192,0.70040053,1.3216867,0.8604878,0.68154776,1.2034513,1.2436149,0.73925495,1.3683957,0.0,0.7295804,0.794241,1.0127059,1.285793
tray,1.0563853,1.0952901,1.016437,0.9620935,0.9013514,0.8188771,0.9156946,0.763247,0.6044742,1.0773728,0.82212925,1.2084209,0.7192362,0.8178576,1.2528183,0.90556026,0.84315574,0.5880804,1.1903365,0.8028554,0.4745046,1.1206014,0.8860502,0.7361208,0.9759904,1.0398909,0.90857744,0.9376886,1.1835716,0.83290654,0.92253536,1.1735398,0.8870191,0.89140457,0.7961865,1.3657498,0.8566108,1.0061257,1.1587348,0.62893254,1.031605,1.0670693,0.967779,1.033929,0.81180537,1.0130948,1.2037497,1.1947596,1.1374537,1.1840572,1.2031317,1.232615,0.9910569,1.1773593,0.9825334,0.9082709,0.7460913,1.2899003,1.0164746,1.1828426,0.9129782,1.1986456,0.9388449,1.1493464,1.0270219,1.0640258,0.9587966,0.8364383,0.9384812,0.8295245,0.86253047,1.1859307,1.1101669,0.87781,0.9676886,1.111114,1.1908985,1.0807803,1.3069614,1.0928042,1.2145128,1.163935,0.9423044,0.8179578,0.9628901,0.95754606,1.0660068,0.83645123,1.1523032,1.1253268,0.9423728,1.0668296,1.1349235,0.81562245,1.2323973,1.0691403,0.7859371,0.97684556,0.8470282,1.0951428,1.2762544,1.0795832,1.0620062,0.8581225,1.0537486,1.1005085,1.0393031,0.97269684,0.87298733,0.62842745,0.9022232,1.2493248,0.8467232,0.9834115,1.1632533,0.7318404,1.1630795,1.2736626,1.1182222,0.92258924,1.0270045,0.6735711,0.9250466,1.3280151,1.3400973,0.9052397,1.0758828,0.7295804,0.0,0.9065699,1.1556059,1.0500588
