,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.1381729,0.7755888,0.5410931,0.91989607,1.0945917,0.57181615,0.7810273,0.9200047,1.116678,1.2956485,1.0024997,1.2526996,0.7820927,1.1048477,1.1456523,1.0094306,1.2461371,1.2453995,1.2918547,0.9823357,1.1098778,1.3540255,0.89458126,1.1796446,1.2402608,0.91589206,0.96092486,1.2071066,0.8596616,1.0251982,1.2618408,0.72129047,1.1465285,1.0692755,1.0386131,1.1622283,0.47023833,1.2150741,1.1604972,0.9388351,1.3585217,0.90442795,1.0091096,1.0635331,1.0359135,0.78766495,1.149704,1.2152994,1.01353,0.520352,0.55385953,1.1813722,0.5980226,0.8393892,0.54318345,1.2380469,0.9426284,1.0765408,0.58463144,0.8793827,0.98687303,1.1010131,0.5999187,0.9623407,1.1507287,0.8989916,0.80432886,1.0927405,0.8889684,0.68208206,1.053028,1.17978,1.1489958,1.1488189,1.1654146,1.2265596,0.9892898,1.0296502,0.9729408,1.1677015,1.0447428,1.0653753,1.230766,0.78260994,0.56949425,1.1681186,0.87504745,0.0,0.6881097,1.3135699,0.8447337,1.1734985,1.0889199,1.3437862,1.0638623,1.06139,0.83295625,0.9099089,1.1269675,1.0229897,1.1402885,1.2116964,1.0256199,0.80707777,0.88493377,1.3282619,0.90990007,0.5893616,1.3039994,1.1154654,0.8902596,1.1660185,1.0098749,0.9406053,1.1746008,1.0745629,1.0131595,0.937527,0.95451766,1.2003516,1.1224436,1.2416382,0.58122206,1.1715647,0.7426915,0.90638417,0.89287865,0.9112656,0.9853415,0.91237247,0.79669505,1.0889336,1.0615131,1.3125746,0.74045724,0.44252682,0.89926803,1.2362859,1.1689656,0.99368966,1.3557636,1.1357813,1.0306945,1.1202159,0.6609248,1.1652652
orange,0.90104127,0.6828706,0.21555269,0.9632437,1.4969602,0.6156069,0.6199927,0.4100051,0.7609058,1.4718223,1.2588832,1.5114081,0.6757124,1.3535515,1.5054835,0.81511724,1.5446852,1.3577397,1.1357422,0.38779593,0.7957808,1.3810598,0.7286115,0.87713194,0.92397845,0.87937623,0.656784,1.0476487,0.6551124,1.3591099,1.4147301,0.34052652,1.2960305,1.2202723,1.2195338,1.3031325,0.58081067,1.4958531,1.0388976,0.2666126,1.5442212,0.3765539,0.84686077,0.9568405,1.3266386,1.2145362,1.2882066,1.0807112,0.98009837,0.7391632,0.38567007,1.2048517,0.59706247,1.1355089,0.80726475,1.2956293,0.53564245,0.65139395,0.81322247,0.47383684,0.85915446,1.4389017,0.4358859,1.1149648,1.0424447,0.76342094,1.2115704,1.1516373,1.3224552,0.38382578,0.9036915,1.3963325,0.8878536,1.5135661,1.1374011,1.1351827,0.5690746,1.2639438,0.9515365,1.0303776,1.2776918,1.4792149,1.3924578,0.9554998,0.26747853,0.89615434,0.73167753,0.6881097,0.0,1.4468158,1.2606878,1.5652282,1.4513912,1.3446945,0.59184355,0.7604092,0.79703677,0.68276453,1.2343028,0.9727677,0.85792565,1.0329783,1.085432,0.6487943,0.80492985,1.4804946,0.6274339,0.5876687,1.4537263,1.3302844,1.0162557,1.2004707,1.0272406,1.0830781,1.0473734,1.4386995,1.3639994,1.2816956,0.49702054,1.3885758,0.83294326,1.449086,0.38713956,1.2443372,0.24873787,0.55641866,0.68963677,0.57760817,0.90385556,0.91499573,0.53828543,1.3099538,1.4071817,1.4265459,0.5950618,0.6375395,0.66347754,1.2506759,0.9347865,0.825619,1.326616,1.0635781,0.9805269,0.90963,0.4620698,1.2573669
oven,0.9817432,1.1944542,1.4607437,1.2129638,0.81710297,1.418114,1.3405282,1.3529094,1.0249476,0.56242025,0.96578395,0.6525461,1.0987921,0.5916587,0.86520135,1.1740956,0.73544455,0.77437305,0.96941745,1.1449665,1.1141675,0.68384266,1.172468,0.9537163,0.9367282,1.1730809,0.87276137,0.7584956,1.1918051,0.92395335,0.45619643,1.2959118,0.50400174,0.74980843,0.693305,0.8327284,1.3609979,0.6544503,1.041806,1.3304813,0.53556156,1.1908567,1.1394372,1.1488602,0.87149435,1.0382214,0.47420532,0.50281847,1.0248163,1.3091831,1.4651794,0.96901107,1.3306718,1.0760684,1.3030622,0.61538035,1.3378808,1.1918845,1.259331,1.1809386,1.2314326,0.80998945,1.3997973,1.0489087,1.0725348,1.3405485,0.97429043,0.98292196,1.0407223,1.3718882,1.1793945,0.62021005,0.921162,0.72519153,0.79169464,0.61437166,1.0757048,0.95821166,1.1355968,0.982821,0.84215057,0.9129515,0.6404268,1.137083,1.4435929,0.8290664,1.2113106,1.3135699,1.4468158,0.0,1.036799,0.80424213,0.61779374,0.77516,1.1453284,1.1361645,1.2394556,1.292891,0.8565074,1.0566813,1.0340514,1.0543829,1.1517415,1.3007169,1.0384864,0.5997223,1.0923843,1.2600657,0.19773364,0.87617064,1.0771238,0.8527366,1.0717825,1.0825632,1.0146819,0.7951904,0.86542875,0.76084626,1.1460681,0.63527673,0.7935356,0.65562665,1.3529218,0.97717273,1.3593478,1.1800722,1.2172372,1.2791219,1.1089857,1.1554216,1.3741337,0.7094182,0.7568824,0.73773676,1.3431491,1.3704276,1.2472545,0.93378454,0.8112558,1.1795925,0.79757816,1.0733799,1.027739,0.82648987,1.2743667,0.6633264
owl,1.225516,1.2669187,1.177604,1.0541816,0.7879764,1.0085685,1.1918325,1.1966748,1.2209418,0.8245584,0.5315157,0.59738696,1.3581696,0.9757047,0.6276546,0.9227594,0.57816696,0.87995887,1.122994,1.3467054,1.2772677,1.051629,1.0195012,1.1895554,1.3584924,1.1842957,1.4949539,0.9368272,1.2632716,0.36645067,0.9926121,1.2722073,0.9964314,0.87441856,0.9871567,0.9254621,0.8996975,0.6078827,1.0717566,1.440295,0.8199716,1.3617601,1.2372323,1.15031,0.49947703,0.7014221,0.95553094,1.2685852,1.060262,1.1994596,1.2253749,0.9088322,1.065248,0.6899898,1.1793203,0.8357322,1.1843507,1.1883239,1.2402105,1.4254386,0.9874597,0.6652919,1.1670948,1.08183,0.84651995,1.1933483,0.7278999,0.7741356,0.91406775,1.1615788,1.0957398,0.8693745,1.2303118,0.65606326,1.2716953,1.2702383,1.3591733,0.9137801,1.0186479,1.0030347,0.8361152,0.72610104,0.82881427,0.84040105,1.236951,1.3880419,1.327062,0.8447337,1.2606878,1.036799,0.0,0.6652143,0.7926101,1.0456482,1.4337499,1.343678,0.93325865,1.2294995,0.90298223,0.86498106,1.1816833,1.0943804,0.91488653,1.1084818,1.001225,0.8810775,1.2358251,1.1752476,0.906698,0.73239726,0.7776687,0.88154066,1.1833514,0.8723205,1.1556467,0.65614045,0.9105073,0.93243563,1.4770153,0.7739656,1.3133366,0.7097622,1.3084315,0.6878159,1.3369198,1.4264476,1.1655662,1.3805871,1.1492431,1.090476,1.2050332,0.9188805,0.65703726,0.80211526,1.2551558,1.2284857,1.3710742,1.06297,1.3458353,1.0277036,1.0243591,0.86145884,0.8429732,1.2655997,1.3696787,0.92656565
pajamas,1.3297496,1.0427583,1.4710675,1.1356189,0.28179878,1.1814791,1.2031312,1.4156878,1.3586421,0.66433024,0.6773661,0.34216094,1.1600666,0.8235394,0.226053,1.2104012,0.21652728,0.6487545,0.9420502,1.5413995,1.3467574,0.86393094,1.3197005,1.2148451,1.3401144,1.2814357,1.4426847,1.023447,1.1889526,0.6274422,0.8543005,1.6370199,0.9247828,0.6664987,1.0915473,0.7818904,1.2895417,0.41995502,1.0923941,1.5395379,0.66063637,1.5705154,1.2810392,1.1724097,0.82201314,0.7476698,0.92000633,1.194028,1.093724,1.0744188,1.4486753,0.6502786,1.3401866,0.7296335,1.00357,0.7668867,1.3558013,1.3909187,1.000016,1.5089517,1.3051338,0.63944507,1.3595071,0.73518926,0.9590249,1.1965768,0.6894201,0.8367654,0.5489549,1.3163778,1.2499038,0.4438116,1.3633273,0.1919334,0.9925632,1.1908673,1.5565612,0.60851985,1.0470313,1.0730438,0.8982049,0.35779917,0.74111044,0.9666086,1.3956395,1.1610975,1.2749933,1.1734985,1.5652282,0.80424213,0.6652143,0.0,0.31756914,0.81265914,1.4040084,1.1811212,1.2467815,1.3593755,0.6691499,1.0288886,1.3213421,1.0794151,1.0210298,1.2417495,1.10905,0.60432696,1.450947,1.2804503,0.79084694,0.64837366,1.1626922,0.847888,1.1785235,1.0017099,1.1031706,0.26667154,0.68616307,0.5065979,1.5465515,0.7367428,1.3589234,0.47465837,1.3919139,0.55548143,1.5105987,1.3506558,1.406354,1.4989848,1.3418037,1.1804218,1.3764049,0.75013286,0.29721975,0.64269996,1.4510531,1.1541294,1.2970202,0.78872037,1.0167841,1.2763407,0.8784882,0.90801036,1.1285937,1.3747613,1.3538454,0.8514414
pants,1.2724918,0.974639,1.3653028,1.1731173,0.37686396,1.191066,1.2031177,1.3221004,1.3598279,0.62949866,0.8757964,0.5432828,0.98593676,0.59625316,0.64102554,1.3013358,0.52665377,0.7397125,1.1525786,1.459778,1.4183513,1.0014387,1.1783799,1.1649354,1.312677,1.2367557,1.2040582,0.94857055,1.0601176,0.74857616,0.74525464,1.5184498,0.7009744,0.51020974,0.99058104,0.78739715,1.2756,0.5482988,1.0984843,1.4252617,0.83431196,1.5122283,1.321992,1.2368462,0.8639672,0.9400226,0.7068203,1.0859035,1.0580838,0.97663045,1.3614923,0.87880254,1.2875237,0.8776378,0.92943984,0.8848213,1.2805166,1.4107348,0.8851038,1.384661,1.4263332,0.763898,1.301367,0.72882646,0.97017914,1.2979105,0.63851565,0.91815674,0.7145089,1.3105508,1.3085239,0.32913685,1.3552746,0.10548389,0.87042373,1.0876857,1.4640735,0.5243397,1.063347,1.1665354,0.9205351,0.5377088,0.74208295,0.9684235,1.32717,0.96286947,1.1946098,1.0889199,1.4513912,0.61779374,0.7926101,0.31756914,0.0,0.92288625,1.3265387,1.1062169,1.1825556,1.3528514,0.82213867,1.1637851,1.3470459,1.2103875,1.1026794,1.1491312,1.0416611,0.7416773,1.3444675,1.1329052,0.67411673,0.8369058,1.1240847,0.7957138,1.1849266,1.0244629,1.1298423,0.3103205,0.72238696,0.19577134,1.3532075,0.6413919,1.1632185,0.6251024,1.1990706,0.7876303,1.350025,1.3236306,1.2917717,1.3838302,1.2696322,1.0510511,1.3588341,0.6725382,0.32218456,0.8845962,1.4595423,1.0276668,1.12308,0.93725574,0.857363,1.4374738,1.0751057,1.0353175,1.1934197,1.1791604,1.2701236,0.78461033
paper,1.0271457,1.1999768,1.4163753,0.9518862,0.7693174,1.2057681,1.1868287,1.2514617,1.0299809,0.63495755,1.0049005,0.7711928,1.1074108,0.96670514,0.7801574,1.1094859,0.83257025,0.6289349,0.3540367,1.2386405,1.0250267,0.5009419,1.0487672,0.98032737,0.9322926,1.1056126,1.1399317,0.970957,1.154242,1.054319,0.76317626,1.1916505,0.89112496,1.0570678,0.79846215,0.67440116,1.213336,0.75909966,0.73933744,1.2567508,0.7018384,1.2481745,1.084694,0.9759099,0.97105885,1.0444673,0.82639706,0.7100108,1.031529,1.2139578,1.3033414,0.9875278,1.2828829,0.9218602,1.163676,0.8489365,1.2139618,1.1600639,1.225848,1.3058648,1.0914849,0.805681,1.3062848,1.100319,1.1238021,0.92513454,1.003026,1.0441978,0.81484604,1.3314464,1.0585501,0.9358152,0.9571438,0.9090597,0.8093169,0.7513885,0.9984247,0.9801675,1.161721,0.9288255,0.7743664,0.8385166,0.87604225,1.1107377,1.3637512,0.9639376,1.2681259,1.3437862,1.3446945,0.77516,1.0456482,0.81265914,0.92288625,0.0,1.0771687,0.9304714,1.2925203,1.1274955,0.97132885,0.88263214,1.078196,0.8015893,0.9381841,1.3465436,1.0335362,0.7023202,1.2093363,1.1827,0.70791185,0.8873006,1.1251998,0.6959487,0.9867932,1.0459187,0.91591406,0.849099,1.1080297,0.98554075,1.3232546,0.6858262,0.8686899,0.8293198,1.3954623,0.9339374,1.3016683,1.2457397,1.0932387,1.2116437,0.9453485,1.0339541,1.1950873,0.951332,0.88556415,0.638601,1.2440096,1.2800856,1.0210057,0.725757,1.0724658,0.9930032,0.58317244,1.131422,1.1084665,1.1100183,1.281453,0.8502641
pen,0.53674036,0.65950173,0.7330886,1.0869466,1.3407601,0.9897325,0.7833316,0.6514261,0.70382446,1.3608004,1.3515952,1.4819759,0.5162326,1.0757675,1.5363587,0.94522214,1.4912486,1.1264886,0.96057826,0.44708765,0.9237181,1.2584229,0.9467518,0.5483374,0.828213,0.7963032,0.51197255,0.89712334,0.7252119,1.3690805,1.1921519,0.5841612,1.0860662,1.2134235,1.3125658,0.8550862,1.0172465,1.4798685,1.101486,0.17723703,1.4108115,0.48466885,0.868225,1.0962627,1.3626329,1.2894421,1.1346748,0.7751627,1.049961,0.8576722,0.7488126,1.176132,0.7314577,1.3346572,0.81124246,1.2796183,0.57766294,0.7127795,0.7999115,0.26887882,0.9783001,1.4018581,0.5387648,0.93831265,0.972124,0.89359295,1.2383991,1.233165,1.1492189,0.5996197,0.9755324,1.2828381,0.9552247,1.3805747,0.48496544,0.92759156,0.4700126,1.2775093,1.0589302,1.0979496,1.3038775,1.3685277,1.3061075,1.1759542,0.5530908,0.5458769,0.5860772,1.0638623,0.59184355,1.1453284,1.4337499,1.4040084,1.3265387,1.0771687,0.0,0.15024585,0.9981098,0.8454232,1.0887177,1.1457567,0.7967361,1.0813234,1.0686425,0.75229603,1.1222787,1.2871112,0.67766076,0.77067626,1.2932928,1.323178,1.0569086,1.1515117,1.0773116,1.1105044,0.8244432,1.4293989,1.2054572,1.1465831,0.39432865,1.3870343,0.5739199,1.4040015,0.5078823,1.2172697,0.4204929,0.46501434,0.9350783,0.49412453,0.6194259,0.6422026,0.90975064,1.2907897,1.4737741,1.429888,0.8837337,0.77516806,0.48399138,0.6615328,0.598836,1.0635364,1.269727,1.0113674,0.99754435,0.55969536,0.43368137,1.0843551
pencil,0.7252059,0.6678343,0.89332515,0.985863,1.0582066,1.0602807,0.85303205,0.6749672,0.8590256,1.2097502,1.3172284,1.3595829,0.55855966,0.9860604,1.3424951,1.075648,1.3632785,0.9860119,0.92140174,0.7690116,1.077262,1.1883644,0.9260242,0.6264434,0.9805232,0.8373387,0.7419678,1.0070883,0.6285098,1.3454338,1.1947826,0.8217902,1.0547712,1.1858165,1.2989554,0.6749263,1.0383205,1.3679022,0.9960145,0.3726045,1.3517623,0.8103085,0.9966798,1.157181,1.3489959,1.2084551,1.142612,0.85117733,1.1205438,0.7380917,0.8648535,1.1907742,0.8396667,1.2608931,0.62075603,1.2510154,0.7483221,0.91358554,0.6891082,0.48804474,1.1170453,1.2618767,0.6479471,0.8169523,1.0500653,0.8482587,1.1162469,1.1747282,0.8269359,0.75489664,1.0915781,1.1464531,1.1337346,1.1438341,0.33006084,1.0394214,0.78270966,1.1078188,1.0750668,1.1137836,1.215189,1.092858,1.2450463,1.0418428,0.69425136,0.64470726,0.69507676,1.06139,0.7604092,1.1361645,1.343678,1.1811212,1.1062169,0.9304714,0.15024585,0.0,1.0492797,0.86545753,1.1312925,1.1184578,1.0044217,1.0659019,1.040838,0.8050635,1.1345422,1.1831834,0.9044575,0.83753437,1.264916,1.2645526,1.0969726,0.93544984,1.0740952,1.068388,0.7442243,1.2379642,1.1071601,0.8959861,0.58469665,1.2674358,0.6920692,1.2765989,0.60995805,1.1997528,0.57910454,0.6839339,1.0414981,0.559852,0.7324964,0.5906444,1.0073172,1.2158735,1.3100147,1.2877674,1.0773324,0.6933254,0.4070474,0.48967975,0.6811906,1.1339525,1.1782829,1.0406625,1.1342263,0.6755518,0.54659414,1.1210095
penguin,0.9765808,1.0133901,0.82026213,0.9814429,1.3210745,0.95287794,0.99467003,0.8211103,1.0087928,1.3094119,1.0625938,1.1891652,1.0071542,1.0754901,1.2376326,0.7646594,1.1819886,1.2270731,1.1269491,0.95714945,1.0544367,1.1746186,1.0033267,0.9749176,1.0933218,0.67455703,0.9649845,1.0998453,0.9449693,0.99428254,1.2386589,0.8714362,1.1468451,0.9892787,1.2177624,1.2149428,0.8578129,1.2050256,1.0341226,0.84347576,1.2381992,0.95457006,0.65922874,1.0321895,1.0409354,1.0198638,1.1875508,1.1427294,0.9400779,0.8966094,0.79950273,1.0698028,0.83480924,0.9549297,1.0229453,1.0785958,0.6593684,0.97294617,0.9924293,0.8563615,0.62561977,1.2626148,0.8600589,0.81288385,0.850656,1.0885031,1.1793139,1.0307719,1.2051796,0.76483446,0.71289515,1.0300156,1.1177224,1.1588739,1.1862097,1.1721834,1.0495222,1.0972747,0.9751272,1.1035761,0.9789271,1.1961734,1.1256759,1.1070024,0.87386787,0.9687112,0.82056856,0.83295625,0.79703677,1.2394556,0.93325865,1.2467815,1.1825556,1.2925203,0.9981098,1.0492797,0.0,0.84934735,1.1508472,1.1746603,0.90699524,1.1562457,0.95089847,0.8385508,1.0713785,1.1236244,0.8057972,0.89891267,1.2945569,1.1136297,0.8012774,1.1470935,1.013693,1.0064014,0.94985604,1.1670399,0.9350521,1.1613895,0.76249444,1.2476063,1.1388859,1.1940948,0.7754595,1.020281,0.8392311,0.94143903,0.88420975,0.71155506,0.99162984,1.0001358,0.8126216,1.017609,1.1129634,1.2527488,0.76685935,0.9117022,0.99247617,1.3107715,0.9463719,0.8877119,1.2364923,0.9233789,0.92892957,1.0322907,0.9228177,1.2251407
pickle,0.97818935,1.0313163,0.5595848,0.44364452,1.2036047,0.6876683,0.754123,0.53643084,1.0088884,1.2705837,1.1132689,1.3783798,0.99523306,1.2689338,1.2830464,0.95448357,1.3717165,1.1737555,1.1250906,0.86330223,0.7270985,1.2814686,0.61261576,1.1226121,0.9599072,0.83952665,1.0914812,1.2456515,0.6384466,1.2356405,1.3355888,0.81363404,1.2395306,1.3262043,1.0824878,1.1343322,0.9224715,1.3629613,0.8265838,0.75750977,1.369628,0.8336314,0.8687169,0.7556454,1.150486,1.2074803,1.2224904,1.038955,1.0019443,0.84346724,0.517793,1.1740086,0.8373382,1.1068785,0.79075265,1.1808406,0.8678924,0.84878194,0.95576376,0.8862447,0.8296714,1.0858719,0.93748754,1.1502304,1.1700494,0.6809511,1.2051512,0.9929898,0.96586,1.0019187,0.9859001,1.3870041,0.8567561,1.360739,0.9442139,1.0688161,0.8862722,1.1230884,0.8148191,0.6298486,1.0783527,1.169297,1.3234881,0.7829459,0.7787453,1.042159,0.8518473,0.9099089,0.68276453,1.292891,1.2294995,1.3593755,1.3528514,1.1274955,0.8454232,0.86545753,0.84934735,0.0,1.3046254,0.87038964,0.8372501,0.825953,1.0585685,0.7674271,0.84337574,1.2776837,0.97982365,0.9592938,1.2772479,1.2651759,0.9437362,1.0362153,0.7278422,0.9960191,0.84778655,1.3139374,1.1066724,1.2975833,0.7804361,1.2288702,0.9805211,1.1876514,0.8737114,1.284209,0.7417352,0.8488536,0.7119801,0.6005875,0.82529557,0.9206838,0.59907794,1.3063189,1.3160537,1.2326708,0.71182656,0.8195962,0.67526716,0.9511573,1.1288018,0.9124335,1.0321995,1.0911717,1.0791311,1.0017877,0.8414384,1.2356716
pillow,0.902493,0.8886414,1.2149272,1.1438271,0.80409753,1.1739777,1.1438756,1.2245089,0.88207006,0.87933064,0.9273304,0.573799,0.96183234,0.80543375,0.6669369,1.0900773,0.42158198,0.88882834,1.0386572,1.0524576,1.1657519,1.0340538,1.1499697,1.1168997,0.9846341,1.0137748,0.8780262,0.8672465,1.3231401,0.6946299,0.62976855,1.1636448,0.9287362,0.893066,0.96910655,1.11038,1.2396438,0.53837323,1.1174368,1.1917388,0.74064255,1.0939873,1.119704,1.0874207,0.80215,0.8989494,0.9162662,0.9784927,0.95027924,1.1734109,1.2629063,0.8503039,1.179112,1.0624353,1.1621286,1.0150634,0.9772777,1.0441382,1.0500268,1.0436311,1.074422,1.0801878,1.1477356,0.7706047,0.9727404,1.2439433,1.0225334,0.7997524,1.0904588,1.0800052,1.1036828,0.72898614,1.0105684,0.73501796,1.0261558,0.94862664,0.93570215,1.038448,0.80626786,0.97036284,1.0021161,0.8422226,0.95731044,1.1037415,1.2262913,0.6635238,1.0343369,1.1269675,1.2343028,0.8565074,0.90298223,0.6691499,0.82213867,0.97132885,1.0887177,1.1312925,1.1508472,1.3046254,0.0,1.0689011,0.9064417,1.1343518,1.061326,0.98788804,0.97571826,0.72416425,1.0365874,1.1689496,0.93388844,0.86419255,1.2056584,0.9493518,1.1911129,0.9085706,1.2952797,0.8275925,0.7834685,0.8102014,1.0984774,0.9515907,0.9420553,0.9451084,1.0902333,0.84341544,1.1280574,0.9556976,1.1116842,1.2828845,1.0493469,1.1991787,1.2847764,0.8840504,0.8304329,1.0520355,1.1947016,1.1845833,1.1879027,1.1722276,0.62897515,1.2629887,1.0976915,1.0654372,1.0727762,1.0165635,1.1590014,0.83176154
pizza,1.1584399,1.2024038,0.9300221,0.9367486,1.0417199,0.9098315,1.0303819,0.8741693,0.88523847,1.0292609,0.9711074,1.0402476,1.2307802,1.1818275,0.8139448,1.0375679,0.979202,1.0582696,0.855261,1.088983,0.72205037,0.8470217,0.51037353,1.0483199,0.9592704,0.9506648,1.230157,1.1133214,1.016377,1.0530975,1.0648006,1.0216374,1.0336295,1.1157818,0.84983206,1.1007253,0.85068536,1.0585927,0.570541,1.1322751,0.9000946,1.0635582,1.0637507,0.833979,0.92123276,0.86790955,1.1219233,1.0712322,1.057513,1.1168394,1.0723505,1.1796993,1.1470755,0.94300735,1.1654963,0.990411,1.1429799,0.8451854,1.1173592,1.2261364,0.90406156,0.9703481,1.1434467,1.115296,1.2440569,0.7081513,0.98287,0.7444296,0.95888466,1.0969886,1.0269855,1.1649115,0.9875102,1.1666366,1.1691923,1.0349503,1.1348282,1.0824026,0.7591313,0.7439644,1.1090659,0.8758372,1.067218,0.6981772,1.1000258,1.1626894,1.2297155,1.0229897,0.9727677,1.0566813,0.86498106,1.0288886,1.1637851,0.88263214,1.1457567,1.1184578,1.1746603,0.87038964,1.0689011,0.0,0.988402,0.6540579,1.0016525,1.181972,0.64026594,0.93148476,1.0967156,1.030899,1.0249884,1.0263758,0.9213306,0.84850657,0.75427943,0.81763077,1.0233762,1.0891948,1.0253553,1.1897483,1.2084416,1.0131532,1.135459,1.0771768,1.1615462,1.0249811,1.127632,1.1373526,0.8385471,1.1151351,1.0230254,1.1032236,0.8780352,1.1231151,1.0605556,0.76250744,0.9832584,1.1463522,1.1264937,0.9835145,1.1793193,0.7442034,0.60971135,1.0988392,0.92147857,1.16836,1.1965092,1.1049786
plant,0.7538086,1.0332162,0.8924958,1.1261848,1.3572495,1.1229414,1.0462258,0.87571853,0.7248186,1.2175338,1.1552368,1.2124357,1.0604149,1.0646464,1.2740133,0.73592925,1.2280217,1.1169509,0.9861831,0.5913701,0.86453533,1.071133,1.0179579,0.79394233,0.8073191,0.9391119,0.73439896,0.8707582,1.165416,1.081279,0.8872515,0.78744364,0.88779134,1.0561427,1.0494564,1.3153446,1.1074674,1.1460986,1.1204215,0.81767297,0.96657366,0.6705367,0.7743331,0.9584116,0.9512165,0.9776874,0.99482685,0.8859081,0.88993776,1.1349719,1.0399283,1.0876111,1.0637197,1.125205,1.2082448,1.0223403,0.8648291,0.3393017,1.1663165,0.7312779,0.78402877,1.1756144,0.9577926,1.1256247,0.9804202,1.1539997,1.1448622,1.0644027,1.261986,0.86380184,0.7480326,1.1156572,0.6878699,1.3760841,1.1002396,0.8115303,0.5999603,1.222695,0.9854089,0.89211446,1.1217142,1.3844502,1.059383,1.0912822,0.98181486,0.8695657,0.84928024,1.1402885,0.85792565,1.0340514,1.1816833,1.3213421,1.3470459,1.078196,0.7967361,1.0044217,0.90699524,0.8372501,0.9064417,0.988402,0.0,1.0302112,0.8593198,0.9471129,1.0440025,1.1344274,0.7342926,1.0888363,0.9688715,1.1466923,0.85290873,1.1800164,1.0026987,0.9882916,1.100247,1.273965,1.1360645,1.2695286,0.75876534,1.0952355,0.8603688,1.2903352,1.0048275,1.1828754,0.8739483,0.7648983,0.9782562,0.9288001,0.80629575,1.0303711,1.0157266,1.0948464,1.2388248,1.1362453,0.8967724,1.1392373,1.1161834,1.1639433,0.90615165,0.9401785,1.0828999,1.008254,0.8226304,0.69710493,0.94342625,0.846686
plate,1.0746447,1.1930599,0.98916584,0.8038093,1.0336729,0.84736294,0.8466491,0.9673514,0.9768596,0.87692887,1.0353981,1.0457574,1.1905848,1.2827262,0.883324,1.0706854,1.0145476,0.9441774,0.8237496,1.0135922,0.27435148,0.7738991,0.7863761,1.1169257,0.55998576,1.0657713,1.1513419,1.1395967,1.0127246,1.140143,1.1159383,1.0319381,1.2533617,1.2055985,0.77776575,0.96061677,1.0341287,1.0791569,0.76426506,1.0628676,0.96840537,0.8647037,1.0279673,0.5615755,1.0634918,1.124409,1.2048094,1.077219,1.096579,1.1774669,0.9436169,1.0181427,1.1842926,1.0211939,1.1905777,0.96759266,1.0634965,0.9128772,1.2430905,1.1621501,0.8181777,0.72811264,1.1998844,1.1239123,1.1563376,0.6111549,1.146234,0.88208246,0.9842536,1.1929264,1.0602854,1.2046742,0.842288,1.1798308,1.0460274,1.1007848,1.0239242,1.0867498,0.9305352,0.71201915,0.89966476,0.8529144,1.098585,0.93828744,1.0970118,1.0396086,1.1411395,1.2116964,1.0329783,1.0543829,1.0943804,1.0794151,1.2103875,0.8015893,1.0813234,1.0659019,1.1562457,0.825953,1.1343518,0.6540579,1.0302112,0.0,1.0544387,1.1734889,0.94887197,0.96072716,1.1512396,1.0588064,1.0442232,1.0685017,1.1114115,0.8953974,0.6247302,0.9229048,0.84912777,1.1007906,1.1209192,1.2692158,1.0414739,0.95476985,0.8534249,0.9058456,1.2152891,1.10373,1.121974,1.1014322,0.6859,0.9596909,1.0845741,1.1381633,0.7474114,1.1418431,1.1127014,0.5826387,0.72479296,1.2559206,1.1104927,0.84128785,1.1384274,0.78675574,0.37784654,1.0420951,1.0727837,1.2180495,1.247874,1.0942835
