,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
spoon,1.2882342,0.95563245,0.68316954,1.2931756,0.9695856,0.7464446,0.98903173,0.89433354,1.249925,1.4271619,0.6716808,1.3256094,1.3947244,0.899052,1.3122568,1.2053713,0.8295517,0.6937773,0.79167503,1.200686,0.78171563,0.8104801,0.8943235,0.74024236,0.6754247,0.84955907,1.058551,0.992225,0.6333103,1.3488865,1.0428804,1.0730673,1.3643472,1.2402902,0.48639774,1.2250223,0.57328475,0.9147568,1.1923294,1.0600759,1.1216786,1.0409671,1.2390996,0.989348,0.66149914,1.1932561,1.0478048,1.365253,0.8960187,1.226236,0.97698855,0.7949116,0.94500554,0.48596144,0.7533015,1.267914,0.7675596,0.93154705,0.75271523,1.3626902,0.8514474,1.1054835,0.6908171,0.76371706,0.9471022,0.8465228,0.8812293,1.2790432,0.6198948,0.93899465,0.67515135,0.65660447,1.0724517,1.0684752,1.2612652,1.2074066,0.7880599,0.9076677,0.7765174,0.74823487,1.04601,1.2178265,1.419365,1.2096921,0.55292475,0.47969413,1.2286305,0.733874,1.1873417,0.7685657,1.1673534,0.85109735,1.0358073,1.1102219,0.9924163,0.77525735,1.2224909,1.3100983,0.78433496,1.0856386,0.6072655,1.4168042,0.9536091,1.0823283,0.836668,1.0755968,1.1266624,1.2061639,0.5651267,1.103332,0.87041426,0.9905794,0.0,0.77529085,0.82514954,1.1310087,1.4416478,1.3905122,0.595364,0.88142884,0.96656686,0.6838524,1.0051832,0.7358595,1.2272534,0.81412125,0.7020422,1.0831145
sprinkler,1.1705147,0.9607378,1.1055818,1.1123117,0.8334218,1.0396931,1.1449351,0.74468267,1.0784928,1.1151443,0.96250606,1.1236662,1.2840081,0.7993971,1.0819142,1.1597865,1.0222872,0.8893993,1.0094271,1.1028628,1.0005512,0.9643213,0.8196415,0.8098903,0.92993134,1.0279877,1.0975474,0.8430899,0.8846805,1.1100035,0.9807436,1.0504323,1.217231,1.2011541,0.7708734,0.9521598,0.74977887,0.97769725,1.0497109,0.9608072,0.88797516,1.0140767,1.186923,1.0808458,0.85630774,1.1756132,1.1251632,1.2565397,1.0396047,1.1059799,1.184238,1.115621,0.8564723,0.7194577,0.9394875,1.1264558,0.9627491,0.7868831,1.0031226,1.2509756,0.91394615,1.1568513,0.905954,1.0149641,0.9209727,0.876132,0.82225037,1.2506934,0.8076173,0.98126835,0.67830855,0.5877878,1.064096,1.0622678,1.1534998,1.141491,0.9963983,0.7945374,0.92016697,1.0473522,1.0790399,1.2132717,1.1923949,1.2096394,0.82491004,0.7002496,1.2202904,0.9190772,1.1048398,0.8088103,1.2155468,0.9807451,1.0787467,1.1259326,0.94936705,0.8286245,1.0137194,1.1357737,0.97091335,1.112991,0.75225866,1.2239006,0.97697705,1.0885152,0.8017024,0.9278688,1.017988,1.114454,0.88675857,1.0708606,1.0669394,0.6963379,0.77529085,0.0,0.77545536,1.0734884,1.275016,1.1953888,0.78053963,0.9931012,1.0793259,0.78474927,0.9422607,0.9065086,1.1240579,0.513903,0.8113445,0.99872535
strawberry,1.235985,1.0255239,0.70830935,1.3357911,0.66717565,0.6540953,1.1581092,0.55004203,1.1568115,1.2755613,0.9853073,1.3272817,1.3072448,0.7747649,1.2969611,1.1094146,0.9392626,0.67988586,0.86945724,1.0817258,1.0123966,0.8958051,0.7923383,0.86686796,0.7474661,1.0882993,1.2119722,1.1581006,0.68778294,1.2010379,0.7552715,1.0112442,1.3849577,1.0932901,0.721246,1.0039264,0.6118647,0.87447554,1.026608,0.9496212,1.0815862,1.2216153,1.215781,1.1155039,0.68500316,1.2433228,1.1352999,1.2002431,0.95996195,1.1002924,1.0841466,0.90636474,0.8860315,0.9734732,0.7680166,1.1641586,0.86629885,0.90596944,0.6191491,1.2586036,0.84252495,1.1292858,0.5675368,0.909698,1.1392686,0.97493243,0.7580136,1.4090271,1.0131037,1.0347137,0.71698654,0.9296361,0.92088544,0.93219966,1.2137009,1.1174269,0.8031117,1.0102654,0.9892156,0.7150622,1.3189778,1.025826,1.3185966,1.2365109,0.9002786,0.8332505,1.2681669,1.1350111,1.0620472,0.787865,1.0084949,0.887082,0.94026595,1.1681843,0.80553335,0.720172,1.2387699,1.2209389,0.97849673,1.255373,0.75428987,1.3588674,0.8569106,1.2766265,0.98744094,1.1662056,1.1476903,1.1823176,0.67531157,1.0979176,1.008776,0.9171539,0.82514954,0.77545536,0.0,1.1213093,1.3419132,1.2556155,0.5323513,0.9167294,1.1113726,1.0937562,1.0675342,0.58748037,1.0477338,0.704392,0.76065993,1.2405756
stroller,0.7443042,1.2282815,1.3352594,0.85012585,1.0178312,1.1275681,0.86459965,1.0930196,0.8503194,0.7788724,1.2137413,0.8819165,0.6901128,1.1075487,0.8833695,0.83062243,1.0010744,1.2796552,1.201166,0.8525935,1.2329755,1.0633626,1.107978,1.2629758,1.3239723,1.1627373,1.1358548,0.93310726,1.3069198,0.7066706,0.9590004,1.0284964,0.8941501,0.92023444,1.3486873,0.76510483,1.3335357,0.8557284,0.9405217,0.6175606,0.9199819,1.061936,0.62507236,1.117352,1.2603678,1.0478913,1.149356,0.932515,1.1819676,0.76779854,1.0148684,1.0592285,0.8100414,1.2865567,1.0727004,1.0256541,1.3287739,0.78650486,1.2298968,0.86067694,1.0029086,0.91259146,1.2468786,1.2067434,0.94269365,1.0978178,0.9729422,0.9274045,1.0125822,0.7203069,1.3076136,1.142542,0.776216,0.9081248,0.6024573,1.0509287,1.2793392,1.0552632,1.1839857,1.2820845,0.99501556,0.9437636,0.63701123,0.9355294,1.2443788,1.2392695,0.93968177,1.159449,0.8818781,1.2328444,0.9665789,1.1554625,0.95016545,0.9901794,0.90759766,1.1384792,1.0213594,0.9167785,0.96475947,0.70136774,0.9937027,0.88494414,0.88194925,0.9232157,0.87417126,1.0364707,0.9327829,0.73040175,1.2974417,1.1065505,1.2438715,0.8703911,1.1310087,1.0734884,1.1213093,0.0,0.847604,0.7375407,1.2482674,1.2378892,1.2008299,0.9462809,0.98538107,0.94715405,0.8512696,1.1017622,1.2778363,1.0330892
sweater,0.5816232,1.0538495,1.3710248,0.49201286,1.1783662,1.2884884,0.8105108,1.2843513,0.7050961,0.54266346,1.2253264,0.55996764,0.35935175,1.239946,0.56482494,0.7496036,1.1266105,1.3962821,1.309737,0.81547755,1.3040075,1.1870751,1.2746186,1.3879254,1.3847264,1.2003746,0.9745053,0.95638347,1.4577134,0.5956832,0.99865216,1.0176214,0.5605746,0.8270175,1.528284,0.85653365,1.4697042,1.1956365,0.90512455,1.020161,0.9960697,0.97144085,0.64048654,1.051155,1.3923098,0.67475,1.026663,0.55167526,1.1723638,0.87720865,1.0118071,1.3326038,1.1109686,1.4167866,1.3255135,0.7623921,1.3153937,1.0872278,1.3095841,0.5220568,1.1962581,0.85296607,1.4139395,1.2986531,0.8864243,1.1651688,1.1967219,0.5196862,1.2072777,1.0820581,1.4520533,1.4055725,0.99917066,0.8855507,0.6750382,0.8046055,1.333571,1.0947759,1.1821175,1.3295157,0.9262085,0.737315,0.31162548,0.77753556,1.4044242,1.4332861,0.8159981,1.0761586,0.83397275,1.3518311,0.9374201,1.1714953,1.0164002,0.7872271,0.92371476,1.1867955,0.79162014,0.72780776,1.2018788,0.7888012,1.2549119,0.2012291,1.1243826,0.7965324,1.0165954,0.9361177,0.8380778,0.73742723,1.5024052,0.9962489,1.0915933,1.0776955,1.4416478,1.275016,1.3419132,0.847604,0.0,0.5809379,1.4364626,1.2396157,1.0982747,1.0498991,0.9086552,1.3613509,0.7933095,1.3229809,1.3412706,0.95929426
table,0.60030925,1.380952,1.4985087,0.55826527,1.0778096,1.2466719,0.8660236,1.0294819,0.31112146,0.40720463,1.5141131,0.39601594,0.46498746,1.2188646,0.76958525,0.52726597,0.8478168,1.4751477,1.0688307,0.27986968,1.5114251,1.005286,1.2123982,1.5260892,1.3275837,1.3554015,1.0124104,0.95458347,1.5093508,0.65041006,0.82609683,1.0586908,0.57580787,0.7858834,1.575571,0.64012873,1.4719715,0.84870493,0.8945433,1.085531,0.95125586,0.85131514,0.7151623,1.2494115,1.4935828,0.8639939,1.1496437,0.7328886,1.4151947,0.85205,1.1168396,1.3081025,1.1638218,1.464989,1.1304623,0.7264739,1.5496151,1.3176937,1.1867721,0.7221298,1.1467503,1.0235411,1.5713121,1.3944002,0.72960883,1.3229938,1.076655,0.78197753,1.0864906,0.8056127,1.5454707,1.4490921,0.8424653,0.7609406,0.75465465,1.0278249,1.4809123,1.3846271,1.5037291,1.3969798,1.0012333,0.73154676,0.42396057,0.6000005,1.3808506,1.3895295,0.8530989,1.2877882,0.82458603,1.561891,0.72768456,1.1940742,0.4142477,0.8134006,0.9331964,1.2289946,0.6806414,0.75619507,1.2463131,0.9226284,1.0045887,0.65758175,0.97128636,1.1692932,0.7778315,0.8244342,0.5430183,0.356893,1.6303467,0.92669255,1.1353245,1.1362495,1.3905122,1.1953888,1.2556155,0.7375407,0.5809379,0.0,1.3058162,1.4910414,1.2891018,0.9958266,1.2002956,1.0454701,0.22992593,1.3464321,1.5601116,0.9573496
tape,1.4164902,1.074477,0.61148155,1.4523857,0.65476876,0.58520764,1.0588263,0.6004251,1.1676987,1.327268,0.99441254,1.4507538,1.3478318,0.7903726,1.3168178,1.1407696,0.80407846,0.53777164,0.61836195,1.0472763,0.94007677,0.56285495,0.8149487,0.8012871,0.6658001,1.0314662,1.2826086,1.1941092,0.5093382,1.2738614,0.89599276,0.9175428,1.4461647,1.1286923,0.6488744,1.0426737,0.2363928,0.5734278,1.015168,0.88438314,1.0775616,1.0977416,1.2017877,1.1737051,0.43645275,1.3561822,1.1405846,1.3032297,1.0442559,1.2097634,1.1448292,0.82925403,0.9685124,0.9008845,0.7115108,1.1439506,0.89450806,0.98767984,0.40718234,1.3655748,0.79950607,1.2323259,0.55239713,0.78687763,1.2078471,0.97922516,0.39308906,1.5259625,0.97989506,1.0648205,0.68858916,0.95364344,0.97689146,0.8852266,1.2846363,1.2471528,0.83236235,0.94281435,1.0352895,0.56215155,1.4204824,1.2199422,1.3905375,1.2362494,0.87034273,0.7987677,1.2800543,0.9359662,1.1833602,0.6595085,0.9784512,0.8871721,0.792297,1.1191176,0.8545515,0.65293586,1.272604,1.3840656,0.92461705,1.215185,0.7998655,1.4932467,0.81553084,1.2905734,0.9206332,1.1546738,1.1013664,1.2007976,0.6197107,1.0913584,0.973022,1.0170554,0.595364,0.78053963,0.5323513,1.2482674,1.4364626,1.3058162,0.0,1.0269473,1.2296482,1.112096,1.0935186,0.4294597,1.0691957,0.7507585,0.7269112,1.2244928
toe,1.2692908,0.3039477,0.45119894,1.062423,1.1535072,1.0030034,1.3244691,1.2628477,1.5280218,1.4933189,0.40408373,1.3876901,1.398234,1.0173352,1.3633518,1.4574671,1.2055893,0.7741592,1.0796438,1.5516746,0.28763294,1.2316718,0.9902009,0.63515073,0.9893873,0.28956562,0.95488995,1.0973737,0.6651627,1.3541378,1.249284,0.8473037,1.3021108,1.2250504,0.55506635,1.4762312,0.77737296,1.1474141,1.2622775,1.1726742,1.1999764,1.2440635,1.2622087,0.35136694,0.6195067,1.0530536,0.49774563,1.0101211,0.08535212,1.2233951,0.9057113,0.78165734,0.72048,0.61076254,1.1336398,1.2289762,0.29686677,0.7631856,1.028374,1.0414703,0.94286495,0.50529814,0.6669195,0.8809437,1.260697,0.87691605,1.2000213,0.95777994,0.9796952,1.2360373,0.695938,0.58652264,1.2293282,1.3680165,1.1678764,0.64933336,0.29052287,1.0000061,0.45345294,0.6343898,0.9463869,1.2318025,1.3079487,1.2250446,0.6580365,0.6290179,1.1068851,0.8074342,1.190077,0.85971665,1.2989032,0.95993227,1.3851812,1.2452457,1.3292502,1.0968145,1.3279446,1.2216282,0.88005555,1.1307032,1.2484809,1.1310089,1.1282043,0.683395,1.1935706,1.1206478,1.4535822,1.4365431,0.327168,1.1711509,0.827121,0.861674,0.88142884,0.9931012,0.9167294,1.2378892,1.2396157,1.4910414,1.0269473,0.0,0.4041891,0.9801932,1.1043667,1.2068521,1.4965323,1.0772752,0.35527903,1.1451595
tooth,1.0919341,0.5448502,0.665571,1.0462749,1.2687001,1.1177396,1.25243,1.2116992,1.324441,1.3352522,0.38299543,1.1484095,1.2186967,1.1129246,1.2692057,1.2837595,1.102704,0.9716313,0.9847457,1.3278587,0.48931527,1.2208512,1.0634215,0.7529186,1.0159026,0.49909234,0.89698595,1.0410916,0.8622175,1.2365552,1.2179451,0.98191875,1.1089259,0.99166924,0.6551298,1.3775253,0.9938068,1.2222381,1.1737744,1.3301331,1.1766459,1.024771,1.2412834,0.5029739,0.9278642,0.97298235,0.5028801,1.0448076,0.4718206,1.0676931,0.8088087,0.8384893,0.9810604,0.6191139,1.1662315,1.1256605,0.5315225,0.87942666,1.049987,0.98017174,1.037197,0.7547544,0.9615557,0.88886863,1.1197647,0.97745425,1.3016498,0.8791559,0.93337595,1.1412843,0.87005407,0.6980465,1.1893502,1.3661222,1.1073356,0.52968043,0.5335876,1.0904742,0.50538135,0.89444005,0.6631631,1.0097333,1.1918004,1.0051196,0.647123,0.7632495,0.9610257,0.75070614,1.1587067,1.0101492,1.152312,0.9740705,1.3053099,1.1399937,1.2705257,1.1751399,1.1578742,1.0902033,1.0345677,1.096796,1.1365848,1.0418184,1.0648787,0.72588503,1.1248786,1.052875,1.2242059,1.3206003,0.5067497,1.0933857,0.8608465,1.0241492,0.96656686,1.0793259,1.1113726,1.2008299,1.0982747,1.2891018,1.2296482,0.4041891,0.0,0.87923133,1.1065938,1.3581862,1.3416847,1.1822237,0.63624805,1.0325539
toothbrush,0.8519243,1.0066082,0.9924424,0.73682004,1.1395352,0.8734249,0.725512,1.161619,0.9824015,1.1991049,0.8774764,1.0452064,1.106276,1.1803018,1.0839536,0.95285964,0.9862193,1.1317735,1.1042477,1.0042069,1.0437394,1.0824642,1.1636927,1.1073594,1.2378137,0.8615085,1.0909811,1.0583608,1.172013,1.1605552,0.91257733,0.969372,1.0858322,0.937325,0.88119566,1.2217232,1.1480024,0.9980795,1.2831342,1.1240826,1.0176526,0.9784419,1.0538675,0.93299854,1.1597433,1.054503,1.007758,1.1790282,0.8543673,0.9249728,0.88187903,1.1642121,0.9449381,0.8263443,0.92521846,1.0988735,1.0706782,0.9209758,0.98778117,1.1038244,1.0890838,0.71577024,1.2540789,1.1071117,0.41012108,1.0899193,1.0385709,0.94225717,0.5548946,0.9817241,1.1468713,0.92595255,1.1491321,0.83682525,0.8419541,0.94299185,1.1097513,1.0577372,0.8782177,1.0964049,0.8524362,1.0536561,1.0653934,1.0448415,0.7649764,0.6767873,1.0321951,0.6850263,1.0190647,1.2734643,0.94972,0.87152576,1.1051338,0.95187724,1.0345917,1.0299915,1.0985196,1.0724014,1.0665308,1.0059675,0.48227793,1.0218227,1.0123739,0.9240617,0.7100687,1.0289936,0.905779,0.8799091,1.039253,1.2356056,1.0771008,0.9890878,0.6838524,0.78474927,1.0937562,0.9462809,1.0498991,0.9958266,1.112096,0.9801932,0.87923133,0.0,1.1163375,0.9928063,1.0140873,1.0421747,1.0131197,1.1015255
towel,0.9928848,1.0589402,1.1354578,1.0750551,1.0440116,1.0970788,0.7906022,0.88424253,0.98002124,0.81092256,0.99990106,0.8832599,0.876742,1.1428754,0.3687241,1.1425036,1.0674171,1.076762,0.89409554,1.0663662,1.041804,0.79779583,1.1678073,0.89445406,0.99703425,1.1252251,0.9398731,0.77641726,1.1586624,0.889245,0.9964807,1.0969222,0.8523918,0.9155047,1.1004945,0.90050626,0.9712031,1.2748531,0.93910116,0.8427336,0.9983445,0.802693,0.988489,1.0935738,0.98568904,0.93266654,1.112633,1.1834793,1.1398486,0.978574,0.9433318,1.1561967,0.96725076,0.95942134,1.2486244,0.80268544,1.0822473,0.8081379,1.1414716,1.1911258,1.079324,1.0893233,0.94832236,1.0207229,1.0770508,0.7808604,1.0512168,0.82931066,1.0456845,1.0629776,0.9614762,0.8620328,0.7528379,1.0156578,0.70591855,1.1045102,1.1268969,0.25882238,0.94136083,1.1476243,0.91001976,1.0464318,0.95338964,1.0833142,1.1392219,1.1366408,1.0174527,0.8718525,1.0358424,0.57138705,1.067143,1.1513758,1.2231297,0.9617431,0.8990386,0.98600304,0.97577083,0.93736404,0.9335844,0.86543363,1.1884879,0.943619,0.97911763,0.81013703,1.1644933,1.051932,0.8756404,1.2231996,1.0502083,0.9172855,1.0879364,0.7436595,1.0051832,0.9422607,1.0675342,0.98538107,0.9086552,1.2002956,1.0935186,1.1043667,1.1065938,1.1163375,0.0,1.1891456,1.1943357,0.8178235,1.1142774,0.9259847
toy,1.2737658,1.2688808,0.7765187,1.4096582,0.54994893,0.45800912,0.9331968,0.68573433,1.0843406,1.1766026,1.1383066,1.4094603,1.1824577,0.797439,1.2635125,0.84987795,0.6956546,0.5852076,0.75299037,0.80416554,1.1301985,0.76497734,0.83839905,1.0062289,0.7513163,1.1857669,1.3210609,1.2729323,0.69197744,1.1975216,0.8282075,1.0344416,1.4027809,1.2107198,0.73182017,0.84374094,0.6550381,0.50089806,0.9612322,0.6086958,1.0735528,1.3004861,1.0372365,1.319097,0.79116476,1.3924806,1.2805902,1.2153051,1.201532,1.0211393,1.0348754,0.75387174,0.88808006,1.1677121,0.44977272,1.254095,1.0681295,0.9427317,0.4972571,1.2846923,0.80931175,1.2756746,0.64499605,0.8145393,0.98012364,0.99421567,0.5901446,1.5451521,1.0120893,0.7427127,0.8756356,1.0666937,0.9005488,0.73112977,1.1496165,1.2817049,0.97631645,1.1247529,1.1708691,0.7443967,1.5034232,1.2540891,1.2376829,1.1944723,0.90939474,0.851442,1.2285712,1.1512696,0.91827905,0.84552777,0.91968226,0.7918278,0.5140271,1.1297361,0.69046146,0.6659906,1.411371,1.399339,0.9003649,1.1263078,0.5844934,1.4587581,0.75289524,1.4159386,0.96442133,1.2378519,1.1282489,0.83144367,0.8214015,1.1823518,0.99475753,0.9408522,0.7358595,0.9065086,0.58748037,0.94715405,1.3613509,1.0454701,0.4294597,1.2068521,1.3581862,0.9928063,1.1891456,0.0,0.7182766,0.84055465,0.9243318,1.1969976
tray,0.82829565,1.4290664,1.39015,0.81266403,0.85298526,1.0508767,0.90038013,0.8301012,0.23520654,0.5927048,1.4844968,0.67706466,0.590919,1.1067784,0.8983244,0.4523461,0.80623215,1.3015642,0.8143898,0.12826645,1.5004513,0.8245549,1.1182083,1.4718324,1.1964697,1.4040525,1.1175071,1.2056565,1.3706474,0.84376967,0.67961836,1.0472637,0.83099645,0.88822114,1.4019403,0.65215534,1.2818279,0.7127656,1.0212642,1.0613136,1.045121,0.89161366,0.810431,1.3009448,1.376009,1.0212486,1.1984637,0.8683681,1.4254806,0.8994993,1.0795963,1.2402971,1.1413461,1.4510283,0.97877103,0.8110765,1.4796911,1.3285204,0.9334096,0.9058801,1.065196,1.1289716,1.4195945,1.2634538,0.8130425,1.2672545,0.9497782,1.0214372,1.1258864,0.8134792,1.4445283,1.4354656,0.8518783,0.65251803,0.88335,1.0879297,1.4160702,1.3896482,1.46107,1.267153,1.2156351,0.7976039,0.6588567,0.71871495,1.2903482,1.2908192,0.9774746,1.3293251,0.85636735,1.4793824,0.626508,1.2019331,0.10864264,0.8583169,0.7852669,1.0820259,0.89574075,0.9324045,1.2594837,1.0113145,0.83531106,0.9213427,0.8821251,1.3271596,0.7893309,0.93191266,0.47747463,0.35587716,1.4876484,0.97490156,1.0840783,1.1030978,1.2272534,1.1240579,1.0477338,0.8512696,0.7933095,0.22992593,1.0691957,1.4965323,1.3416847,1.0140873,1.1943357,0.7182766,0.0,1.2770711,1.4386803,1.0566949
vacuum,1.3048934,0.93220216,1.0619127,1.3779418,0.83104444,0.9064764,1.1795125,0.4819435,1.2145991,1.0803652,0.92918926,1.1685101,1.449442,0.8311564,1.0707599,1.2632244,0.8998868,0.6111031,0.74245214,1.120978,1.0765841,0.69804764,0.83565044,0.37574363,0.5886097,1.1829042,0.99333185,0.58778197,0.7363968,0.8940884,0.9426097,1.189673,1.2030416,1.1887082,0.6110725,0.80039394,0.55575484,1.0081354,1.0016967,0.9102629,0.6297289,0.8156545,1.1649592,1.176296,0.8617505,1.160279,1.2439009,1.3107259,1.1422799,1.0737772,1.3953753,0.9416504,1.0766565,0.77799106,1.0267102,1.15514,0.91820794,0.9764469,0.9252007,1.2595824,1.0743141,1.3184342,0.6764384,0.7215518,1.105574,0.625913,0.8172386,1.4171854,0.8211478,0.7762636,0.40493548,0.66966105,1.0364201,1.115134,1.3799201,1.2968442,0.9515324,0.6174941,0.88695526,1.0232253,0.9678079,1.1358117,1.3426877,1.2048496,0.6927111,0.6678442,1.3077782,1.0315698,1.2371061,0.47684735,1.2410877,0.9114335,1.2002177,1.1926177,0.97480285,0.5059706,0.70058584,1.0798813,0.9506234,1.2006853,0.8521678,1.3388975,1.0485494,1.1266772,1.0318192,0.9734622,1.0634239,1.2238374,0.84561515,0.95563114,0.9279152,0.8637481,0.81412125,0.513903,0.704392,1.1017622,1.3229809,1.3464321,0.7507585,1.0772752,1.1822237,1.0421747,0.8178235,0.84055465,1.2770711,0.0,0.8149742,0.68667656
watch,1.4190277,0.46715528,0.5350498,1.2321688,0.97752446,0.9020167,1.3166649,0.9625103,1.5516334,1.5214916,0.3964092,1.4394919,1.4565866,0.82885903,1.3859463,1.3966314,1.1280515,0.5331864,0.9901387,1.501717,0.49035954,1.1472739,0.8364415,0.5419612,0.68982637,0.56751835,0.98050696,1.0285218,0.4697044,1.3956604,1.2027401,1.0044066,1.3790195,1.3167688,0.4037466,1.3736959,0.61064607,1.0568433,1.1415538,1.0735221,1.1727247,1.2658846,1.2656314,0.5739718,0.6034732,1.1289427,0.63395244,1.1701177,0.43467647,1.2177,1.1313665,0.74044126,0.8463659,0.6275691,0.9356207,1.3062994,0.274822,0.7174519,0.9325569,1.1645585,0.92892385,0.8670172,0.3742938,0.7376277,1.2606716,0.77559537,1.0250099,1.1514406,0.9825062,1.1886327,0.572163,0.59955686,1.2350608,1.28792,1.3740913,0.9452285,0.36071396,0.9858631,0.48129225,0.69215405,1.1070876,1.2443318,1.362505,1.3822448,0.5900642,0.55849797,1.2808135,0.92722833,1.2365419,0.6881444,1.3481743,0.8858981,1.2623919,1.275331,0.9698316,0.7385976,1.321496,1.2839775,0.89650226,1.1501027,0.9851101,1.239712,1.0476085,0.8611086,1.1882023,1.1515658,1.5045102,1.4610591,0.25482953,1.1558555,0.79369277,0.86053145,0.7020422,0.8113445,0.76065993,1.2778363,1.3412706,1.5601116,0.7269112,0.35527903,0.63624805,1.0131197,1.1142774,0.9243318,1.4386803,0.8149742,0.0,1.1530498
window,0.9903727,0.96165323,1.1860946,1.0322238,1.1055989,1.1301104,1.0712192,0.9670611,0.9803492,0.79580975,1.0106103,0.8962752,1.0691545,1.0061121,0.92277384,1.0091306,0.9337921,1.0222025,0.91094023,0.9741941,1.0544151,0.93734145,0.9965551,0.74604553,0.80518556,1.165498,0.73333895,0.6837684,1.0350738,0.68593884,1.1093116,1.1724875,0.86350477,1.0806439,1.0035855,0.79540277,1.0387416,1.101381,0.97638166,1.0798508,0.5459231,0.75164235,1.0350755,1.1089203,1.1663821,0.94896615,1.0766252,1.0215112,1.1369532,1.0409597,1.1782678,0.97260547,1.2140586,0.927522,1.0907803,0.9682602,1.0576111,1.2425863,1.1368474,0.9589088,1.0265191,1.1164261,1.1143503,0.77265906,1.0227091,0.95681083,1.1766922,1.1072952,1.0627767,0.8574208,0.70063126,0.91936976,1.1891512,1.1622736,1.2261854,1.1257584,1.1111327,0.8043197,0.98792964,1.1802063,0.7386496,0.9778966,1.0324568,0.8336644,0.9181438,0.98656106,1.0711808,1.0291889,1.0772251,0.88375103,1.0405201,0.883907,1.0746465,0.99396497,1.1552386,0.9261355,0.619038,0.8483511,1.040304,1.0336542,1.0150099,0.9655609,1.1496845,1.0340623,1.1283703,0.7735957,0.8699992,1.0135342,1.1757568,0.81864953,0.8920586,1.0850713,1.0831145,0.99872535,1.2405756,1.0330892,0.95929426,0.9573496,1.2244928,1.1451595,1.0325539,1.1015255,0.9259847,1.1969976,1.0566949,0.68667656,1.1530498,0.0
