,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
necklace,1.5313518,0.84905505,0.9960049,1.1505519,1.4490719,0.9449114,0.9928973,1.3649471,0.70802677,1.2238746,1.081001,1.3164837,0.33438766,1.0500944,1.4727764,1.1775763,1.3407267,0.98244715,0.5478267,0.8315488,1.1345578,0.92105275,0.5575777,0.9233472,1.0839905,0.40849733,0.9788691,0.8466882,1.0587506,0.93353164,0.7738432,0.72405005,1.3765924,1.2919184,0.89698696,0.97076213,0.94342655,1.140941,1.04767,1.0285523,0.40499568,1.2890286,0.5950966,0.837752,1.3040577,1.1487815,1.174246,0.87692815,0.91155714,0.9847389,1.2088349,1.0187067,0.8663023,1.3651251,0.6043518,1.3152561,0.8717394,0.77160054,1.0472927,1.1576428,0.47897732,1.0740091,1.1138371,1.3144617,0.4797305,1.2692329,1.0456101,1.1506689,1.3127558,1.1815747,1.3508046,0.7467031,0.88508594,0.9516248,1.4037755,0.65939605,1.2366451,0.60507894,0.77106273,0.51135707,0.40610474,1.3108981,1.088556,1.4392052,1.2092965,0.934157,1.1016053,0.68302155,0.83503985,0.0,0.76057106,1.0293202,0.79706275,1.293359,1.4024225,1.1115166,1.048405,0.69832313,0.34891522,0.39886427,0.85229546,0.46679902,1.1984963,0.7228252,1.0149902,1.0501056,0.86109203,1.048758,0.60612744,0.8136906,1.0981376,1.2796658,1.1886523,1.2749454,1.254672,0.8400732,1.376961,0.95226574,0.7594539,0.60102665,1.3703887,1.3153977,1.3025491,0.4311517,1.019386,0.4340688,1.0479728,0.85802853,0.41903007,0.98331195,0.65428543,1.307689,1.4295312,1.3530362,0.80526376,0.8406226,0.5464081,1.1507175,0.906888,0.91828316,1.4162295,0.9038592,0.5026736,1.0354948
nose,1.3411417,0.36061656,0.84375805,1.0797518,1.2471364,0.93356353,1.0121113,1.1069096,1.0884681,1.2500387,1.0530405,1.3255795,0.73908037,1.1742278,1.1601927,1.25469,1.2546918,1.1892729,0.8593849,1.0419701,1.1868134,0.871989,0.8384142,1.0798724,1.0836022,0.8138659,1.0242326,0.8299984,0.96744376,1.1453309,0.6389024,1.0861306,1.3030099,1.1077267,0.95184803,1.100191,1.0299398,1.1561146,1.1679734,0.89053375,0.7510578,1.3773655,0.88342565,0.8808371,1.2647566,1.1480075,0.96050274,1.0782855,1.0371186,1.0707505,1.1099296,0.51843107,0.8464303,1.2277106,0.72093695,0.8757293,0.3760208,0.98711765,1.1810273,0.9301552,0.9169539,1.1757219,1.0847856,1.2192025,0.4258188,1.0112537,1.0352311,0.8813162,0.76019454,1.1988332,0.84626997,0.8496154,0.88486934,1.1447027,1.2307478,1.0193986,1.1357774,0.82066774,1.0621251,1.003096,0.6667553,1.2125474,1.182982,1.0643677,1.1552068,0.36259782,0.9897067,0.47384906,1.0683246,0.76057106,0.0,0.8804382,1.0322502,1.1901842,1.1522552,1.0134412,1.1378187,0.87460756,0.89663893,0.9124378,1.0041091,0.87628525,0.85762036,1.0709726,1.1698005,1.0277617,0.90023434,1.2456864,1.0344758,0.5372834,1.1361144,1.2405506,1.1150446,1.2771139,1.0039203,1.2471657,1.069379,0.9219742,0.6962831,0.76961493,1.3159134,1.3112781,1.2342641,0.64589584,1.1433458,0.6360876,0.9814866,1.0825255,0.7186247,1.1055902,0.59479034,1.13712,1.1971499,1.4161006,1.0183741,0.35971725,0.6154842,0.9611249,1.1417251,1.0940638,1.3136773,1.1817025,0.39695573,0.9789546
orange,1.2587193,0.9299031,0.27069724,0.8519144,1.2833316,0.40591228,0.60347784,0.57387877,0.9721551,1.1264329,1.096726,1.3612757,1.0473909,1.2213982,1.27078,0.94130355,1.390254,1.0102594,0.8253746,0.6615467,1.0295943,0.48132956,1.106288,0.9376909,1.0800151,0.9855256,1.2074851,0.40947956,1.3665137,1.285553,0.7696265,0.7910383,1.2577248,1.3374673,0.6730558,1.2532928,0.5056559,0.7830854,1.2798269,0.74517524,0.8207209,1.3950295,0.7346649,1.0709924,0.7897816,1.0909139,0.89377844,1.2124126,1.1335629,1.107011,0.8501947,0.90756536,0.32874805,1.1469796,1.0441586,1.1021012,0.8645729,1.0041248,0.9944636,1.1215649,0.9381282,0.86556405,1.1660516,1.1719477,0.99196374,1.0796182,1.0761397,0.5268272,1.1393464,0.88871896,1.1038696,0.8322688,1.1666129,1.3391703,1.3363403,0.9360264,1.4101582,0.93179655,1.1426591,0.937258,0.9254725,0.81220263,1.0364945,1.152377,1.1055087,0.9370895,0.8927293,0.6862607,1.0855412,1.0293202,0.8804382,0.0,1.2661932,1.3149009,1.3374958,1.3996415,1.1822497,0.59668344,1.0027157,0.95917684,0.6404884,0.994209,0.71784455,0.9693084,0.7889067,1.0327094,0.48487288,1.2095642,1.0129107,0.66253686,1.2046765,1.1634746,1.030133,1.1057845,1.3318975,1.1414468,1.2981391,1.1133275,1.2238393,0.82923067,1.1580784,1.1421411,1.17612,0.90308243,1.3215914,0.7019794,1.167961,0.63538444,0.87863344,1.1544429,0.69972384,1.1951398,1.3075812,1.3114333,0.61916006,0.81573427,0.9616643,1.0923771,1.126704,0.5968027,1.0107158,1.3135048,0.91975945,1.2369051
oven,1.1722554,1.1883197,1.34256,1.1817807,1.0406845,1.28782,1.0879908,1.2365558,0.8778444,0.8713104,1.0052603,0.88640076,0.8210293,0.7614602,1.101877,1.1985209,0.9072383,0.9765551,0.94320387,0.95979697,0.76776016,1.1256841,0.662186,0.74194884,1.1995485,0.5382791,0.8024355,1.1895746,0.8396369,0.5753768,1.0722507,1.0167383,0.7173939,0.8867789,1.1050419,0.8551353,1.2250435,1.0678658,0.683611,1.2756984,1.001749,0.6646357,0.8929281,1.1015383,1.08211,1.0471915,1.2241555,0.43416864,0.5134531,1.0357499,1.2438477,1.1845187,1.2426546,1.1279598,0.8777685,1.0988904,1.2041404,1.2587347,1.1233696,1.2317107,0.9214896,1.3410218,1.215876,0.86959964,0.97469926,1.2161831,0.9879414,1.3976653,1.088736,1.0367101,1.1525574,1.0255618,1.087896,0.78429425,0.9686742,0.8326897,0.8751156,0.900785,0.6728907,0.8280128,0.8361269,1.1541845,1.0293525,1.2548872,0.90673125,1.1047255,1.1341304,1.2163467,0.8416986,0.79706275,1.0322502,1.2661932,0.0,1.0061876,0.9959376,0.83205336,0.9889652,1.088271,0.839789,0.91497666,1.1972414,0.7988633,1.0849462,0.88263,1.0103736,1.1649201,1.191818,0.97290236,0.5579889,1.2027178,0.39368397,1.0588261,1.2400703,0.95955426,0.98502696,0.9914604,1.0167642,1.1208194,0.9861696,0.98706114,0.9409952,0.80106145,1.0542247,0.99986386,0.9889296,1.0208588,1.1230149,1.1560444,0.92205137,0.92443156,1.1205486,1.0399837,0.9881302,0.8455659,1.0674629,1.2523929,1.0859677,1.1483129,0.8029694,1.1119012,0.91942954,0.5887941,1.1253015,0.674913
owl,0.6017125,1.1302128,1.2874374,1.067615,0.67474437,1.1792884,1.0778619,1.0974442,1.1323516,0.93288064,0.5957247,0.5470369,1.2438354,0.9070423,0.53484285,1.0230261,0.4306817,1.0605208,1.3436297,1.2468486,1.038611,1.2064853,1.1641768,1.1450117,1.0449487,1.3168418,0.7528378,1.373199,0.5103284,0.93656784,1.1575553,1.1402739,0.77486825,0.6185582,1.140613,0.9046745,1.2293531,1.0587912,0.8707994,1.1665884,1.3771667,0.64145297,1.3845495,1.1173201,1.0782892,0.8467171,0.9564356,1.1378696,1.0765427,0.9276646,1.0771114,1.190975,1.2686619,0.7266362,1.1685107,0.9880448,1.1997291,1.1649477,0.8843657,0.9672472,1.236833,1.1447599,1.0244098,0.7917362,1.2037505,0.84485906,0.6331422,1.1832228,0.95367897,0.9875178,0.8363368,1.1223339,1.0394055,0.8415635,0.5688067,1.2693335,0.53782016,1.2594631,1.1676095,1.2642146,1.2906153,1.0460818,1.096238,0.7513777,0.9057523,1.1708539,0.9621625,1.301353,1.0375512,1.293359,1.1901842,1.3149009,1.0061876,0.0,0.5209787,0.7274323,0.8972409,1.2538543,1.3032722,1.2946779,1.305506,1.188592,0.94076174,1.1791428,1.1468711,0.96921164,1.0848105,0.9042243,1.3081217,1.2836351,0.9759171,0.77006006,1.0381297,0.85582465,0.7241756,1.0680401,0.62525326,0.9953348,0.77189624,1.2608485,0.803534,0.86449337,0.61428916,1.2997429,0.6319,1.3674803,0.9005263,1.3210008,1.2785821,1.0927403,1.307473,0.75776964,0.5982099,0.65006626,1.2743107,1.2389557,1.2586515,1.0195172,0.9371739,1.2962642,0.8142766,1.0198042,1.2301548,0.9242752
pajamas,0.47354215,1.1068319,1.3436248,1.1077434,0.37006366,1.3309588,1.1878537,0.9555021,1.2056903,0.83579826,0.9871773,0.3450997,1.3607475,0.7795296,0.15076709,1.1074405,0.21229869,1.0672086,1.4842523,1.4006522,0.9691571,1.3440931,1.2682245,1.2008443,1.0410823,1.4323896,0.9571916,1.4421105,0.6156678,0.81722283,1.373308,1.4055363,0.62527674,0.42410386,1.266422,0.8985582,1.2953541,1.076357,0.72263247,1.2187277,1.5646195,0.56033516,1.5035679,1.1794877,0.97337174,0.93242586,0.92394984,1.0555423,1.1588937,1.0260319,1.0520902,1.1480699,1.4420809,0.7787957,1.1586144,0.68497694,1.154927,1.322764,1.0697199,0.8379505,1.4572576,1.2711473,0.9811012,0.6052076,1.3489716,0.72029424,1.0290092,1.2462112,0.62909126,0.85522467,0.5478282,1.3672454,1.1796455,0.8014314,0.25794017,1.3369331,0.29169786,1.3546679,1.1577841,1.450269,1.400666,0.91590744,1.0565443,0.534415,0.797606,1.0215194,0.97423077,1.421757,1.0615473,1.4024225,1.1522552,1.3374958,0.9959376,0.5209787,0.0,0.41962242,0.8622333,1.4774398,1.5245557,1.5012249,1.4263278,1.3476971,0.9772628,1.2614851,1.2112715,1.18014,1.1814655,0.78851604,1.4211316,1.371234,0.90040356,0.83029115,1.1075151,0.74162066,0.4382519,1.0823681,0.1240809,0.9911234,0.86832345,1.3856668,0.51204383,0.6821208,0.5322526,1.4690101,0.7622973,1.5623124,0.8469162,1.4251451,1.4933085,1.0076022,1.3875095,0.60502833,0.22984862,0.50318116,1.4855424,1.1994059,1.3564079,0.725407,0.90603244,1.3894194,0.65522057,0.88460624,1.3256109,0.82741463
pants,0.70265996,0.8659296,1.4313143,1.154372,0.593015,1.4301586,1.2741218,1.1430578,1.113994,0.9952425,0.9243772,0.51873773,1.045551,0.63743544,0.5402732,1.2372422,0.4385125,1.2690934,1.3616855,1.4231274,1.041629,1.3065386,0.82695496,1.1600336,1.0441755,1.2099206,0.86384666,1.3433911,0.4765495,0.5563104,1.1118045,1.493496,0.87089264,0.41551936,1.2724057,0.84376395,1.1835971,1.1952655,0.6073549,1.1096826,1.3954614,0.6587813,1.4277204,0.9725063,1.1266595,1.0072376,0.9800237,0.91108614,1.1421155,0.83478296,1.2408096,0.9705979,1.4797937,0.8849076,0.85795295,0.861959,0.9755274,1.2199645,1.153245,0.70546365,1.3227755,1.3934674,0.8973026,0.76019895,1.1686773,0.7880473,0.972828,1.3549031,0.71929127,0.9886414,0.7084094,1.3449125,0.87268203,0.65996444,0.4172483,1.2346473,0.14825922,1.2303913,1.0522032,1.4380594,1.1962872,1.0801522,1.0980223,0.599765,0.92839444,0.9681196,0.8444153,1.2871087,0.9602016,1.1115166,1.0134412,1.3996415,0.83205336,0.7274323,0.41962242,0.0,1.0842277,1.345784,1.3190906,1.3778872,1.3139269,1.1519625,1.101708,1.2869878,1.4326785,1.2233603,1.2538493,0.8321738,1.2570151,1.193083,0.90562373,0.79368436,1.140981,0.8923215,0.32393366,1.1682103,0.47696722,0.7927387,0.60536927,1.2979084,0.8758582,0.9949603,0.7783439,1.1492448,0.8666706,1.3725152,0.77829087,1.3323495,1.352323,1.0458596,1.2873356,0.68517184,0.41367197,0.7473741,1.5713303,1.008964,1.1692444,0.8979916,0.9066892,1.5279777,1.061234,0.7367162,1.0730381,0.912954
paper,0.8740401,1.1981837,1.1797884,1.0526868,0.88398683,1.1784999,1.104121,1.085012,1.0155736,0.96111184,1.1930178,0.92168146,1.1372622,0.9906146,0.7550547,0.9220601,0.87589204,0.6368438,1.1371921,1.0445515,0.74200755,1.2098484,1.1855006,0.9963098,0.89044607,1.0597163,1.0687656,1.1685575,1.0990239,0.9811621,1.1851053,0.8628613,0.8038846,1.0359135,0.96353304,0.91922355,0.9973669,0.9741848,0.9700689,1.0518237,1.2076784,0.8188542,1.1505473,1.0328765,0.87463254,0.9876563,0.97972846,0.8167608,0.80637515,1.0398296,0.9318061,1.1650423,1.2417979,0.94647884,1.1000896,0.95421106,1.2314893,1.1480983,0.83980405,0.98156863,1.0657684,0.92278767,1.0021611,0.91354364,1.2369667,1.0322264,1.178455,1.0103885,1.0380669,0.9644797,0.9819413,1.0649929,1.0575081,1.0165069,0.94356024,1.1208624,1.033438,1.2289993,0.8442081,0.9067204,1.1040733,0.98325515,0.758826,1.016701,0.90516573,1.0482165,1.1166658,1.2950593,0.9225195,1.048405,1.1378187,1.1822497,0.9889652,0.8972409,0.8622333,1.0842277,0.0,1.1880206,1.0861402,1.122017,1.1371971,1.1158656,1.0401229,0.98566884,0.9201165,0.8727852,1.1120685,0.82083124,0.8928734,1.1904916,0.95284206,1.0176827,0.8842232,0.9234639,1.0432477,0.84288317,0.89612526,0.95012915,1.1474029,1.2748228,0.8966519,0.8095711,0.9229093,1.2262979,0.8556744,1.1708348,0.89695024,1.1067427,1.1953223,1.0099574,1.0953933,0.832465,0.9375687,0.70368147,1.0599464,1.2569342,1.2281007,0.97703946,0.93009734,0.97136,0.68924975,0.97316414,1.247559,0.931587
pastry,1.3322569,0.88553745,0.6686327,0.8878531,1.439024,0.7688178,0.81427395,0.99595284,0.8374159,1.1634998,0.9919515,1.3449539,0.6452805,1.1925719,1.4638,1.11026,1.4286008,0.9163264,0.67673326,0.74781275,1.1850017,0.56149113,0.7475271,1.0395724,1.1023989,0.70508426,1.0079418,0.5352116,1.2294477,1.1804006,0.5140976,0.71476936,1.3862629,1.2705736,0.8365492,1.2241185,0.5301769,0.9444255,1.1993586,0.8026502,0.5116531,1.4045358,0.7071835,0.8781549,1.1567727,1.1814351,1.000171,1.0970926,1.1340646,0.99429905,1.0182172,0.8188826,0.5286105,1.1986649,0.7628976,1.199848,0.834672,0.75077164,1.0805254,1.2484732,0.7071897,0.8255352,1.0699136,1.4513016,0.6589777,1.2941377,0.979292,0.8245336,1.207109,1.1443472,1.3538649,0.6945514,0.8838006,1.2561305,1.3914797,0.8971695,1.4029036,0.8752032,1.103731,0.78439355,0.6376746,1.0751977,1.1672539,1.3774073,1.1948056,0.9944328,0.987828,0.59533566,1.0160818,0.69832313,0.87460756,0.59668344,1.088271,1.2538543,1.4774398,1.345784,1.1880206,0.0,0.64290744,0.66754293,0.45840573,0.6410128,0.8423772,0.9568304,0.7826967,1.0259321,0.7539292,1.3533643,0.80113214,0.6506826,1.2604554,1.2844439,1.1142201,1.1999068,1.3974535,1.1018326,1.4201427,1.1498516,1.0724546,0.7775333,1.2793804,1.2986984,1.1851907,0.62946,1.1563636,0.3858937,1.2373943,0.49338424,0.668431,1.1845632,0.7641652,1.3257996,1.3987324,1.421879,0.62409526,0.7995645,0.7078205,1.3582389,1.1124519,0.7668931,1.298397,1.2718102,0.7324729,1.0868354
pen,1.5008364,0.90331125,0.91332734,1.0605382,1.4593654,0.8950015,0.9397968,1.2682946,0.8788581,1.1765025,1.0002929,1.3896519,0.32141995,1.1071045,1.5725399,1.0168743,1.4629252,0.79391336,0.46107298,0.7384778,1.1490915,0.99605924,0.66651225,0.9327056,1.0402203,0.3986982,0.9001188,0.7529087,1.171196,1.0953226,0.7780833,0.62612283,1.3503938,1.3827032,0.84230655,1.0136509,1.0306118,1.0438694,1.1180857,1.0632373,0.20997399,1.3916612,0.5438874,0.84398663,1.2982295,1.2081674,1.2089294,0.8961452,0.7790916,1.0029656,1.0958626,0.998279,0.8146893,1.31332,0.82801855,1.2982996,0.8549758,0.5863104,0.9423469,1.31343,0.40426064,0.9031989,1.1265975,1.4481332,0.4771889,1.3603778,0.95026785,1.0135003,1.3322194,1.2324576,1.3632205,0.65112615,0.8652185,1.0061955,1.4467503,0.6473131,1.3822888,0.5393425,0.86057043,0.41542864,0.5141058,1.2539498,1.0538372,1.5503869,1.2233417,0.9777386,1.3336921,0.62407064,0.95367837,0.34891522,0.89663893,1.0027157,0.839789,1.3032722,1.5245557,1.3190906,1.0861402,0.64290744,0.0,0.05121267,0.79275787,0.37609434,1.1717932,0.7141756,0.869014,0.99868476,0.9513475,1.1212969,0.41474563,0.7481272,1.1072019,1.393118,1.1079748,1.3183753,1.4223907,0.69253916,1.4779491,1.1271043,0.85687244,0.61564714,1.3355925,1.2576824,1.3298489,0.46340704,1.0519375,0.44290805,1.1291965,0.7939105,0.3530059,1.0035661,0.72464657,1.3841072,1.4641316,1.3917336,0.6285486,0.86174023,0.5011285,1.1353335,1.046154,0.7892624,1.3923986,0.9679196,0.6063582,1.0539992
pencil,1.4911745,0.94265085,0.81758237,1.026424,1.442497,0.84120464,0.91781867,1.2240595,0.8813486,1.1615756,1.0282323,1.3832184,0.3689003,1.1392848,1.561235,1.0263433,1.4606162,0.7523755,0.4069121,0.6914855,1.1580547,0.9754994,0.7436309,0.9152223,1.1039708,0.42082494,0.91979563,0.758745,1.1919162,1.1526123,0.7898023,0.62934613,1.3137561,1.3914255,0.8676591,1.0395207,1.0448151,1.0174698,1.1648691,1.0695567,0.15454984,1.3910893,0.46979392,0.8737571,1.2941897,1.2019224,1.2315191,0.94733024,0.8588433,1.0462745,1.072384,0.9732359,0.7485171,1.309287,0.9071432,1.2828399,0.84593123,0.592451,0.92005426,1.3465402,0.44400918,0.92325306,1.1282611,1.4397318,0.4254775,1.3795698,0.97979206,0.99211615,1.3332064,1.2061794,1.3588841,0.65671897,0.94135356,1.0808594,1.4260252,0.60495293,1.4145013,0.5571531,0.8729122,0.4044872,0.51065415,1.22487,1.0702482,1.5704417,1.1972367,0.9876825,1.3303295,0.5484669,0.96827185,0.39886427,0.9124378,0.95917684,0.91497666,1.2946779,1.5012249,1.3778872,1.122017,0.66754293,0.05121267,0.0,0.787341,0.3916247,1.1835973,0.69799584,0.83454925,1.0136646,0.9073788,1.1404788,0.48140967,0.7587019,1.0920163,1.3929425,1.1418068,1.3398833,1.4393768,0.73019195,1.4525906,1.1796904,0.85791564,0.5869312,1.2964458,1.2359926,1.293995,0.45737952,1.0526031,0.4099759,1.1650653,0.77356184,0.30205286,0.9756178,0.6621823,1.4053576,1.4454405,1.3573687,0.60299647,0.83230585,0.4394381,1.0784136,1.0705304,0.7375073,1.3577881,1.042491,0.61480254,1.0456814
pickle,1.1923133,0.93433785,0.5860329,0.7516752,1.3170788,0.8327205,0.8559037,0.7532971,0.87714344,1.0266609,1.0727899,1.2449476,0.83610225,1.048722,1.3465917,1.0782981,1.3081844,0.90571785,0.87213707,0.69290745,1.0025117,0.62506795,0.8817883,0.96640176,0.8578051,0.93379927,1.0646049,0.577121,1.3514922,1.1045883,0.6684795,0.8993653,1.3482565,1.3225031,0.7942389,1.1389441,0.4401322,0.7292157,1.1538932,0.71146226,0.69509643,1.3485394,0.78649855,0.9501066,0.9674871,1.1389351,0.94674337,1.2211499,1.1462272,1.0282285,1.036985,0.96441936,0.6993662,1.1687938,0.8673849,1.2282745,0.8689853,0.7227918,1.1353477,1.009321,0.7676724,0.535552,1.0915753,1.2095419,0.88869846,1.0179003,1.0675267,0.7156882,1.2963144,1.0804657,1.2043445,0.8745692,0.9809897,1.2402666,1.3858407,0.9892835,1.3567293,0.85914326,1.1421475,0.9968486,0.85526633,0.6888946,1.1128075,1.0751656,1.3105023,0.97970563,1.0327377,0.75890625,1.0350462,0.85229546,1.0041091,0.6404884,1.1972414,1.305506,1.4263278,1.3139269,1.1371971,0.45840573,0.79275787,0.787341,0.0,0.8400324,0.9273242,0.9662258,0.6428934,1.0329658,0.8933619,1.2201139,0.850553,0.74194103,1.3521802,1.1754916,0.99606895,1.1736718,1.3131073,1.025937,1.4191532,0.9602572,1.1286908,0.851196,1.2331116,1.1500871,1.0341853,0.7086855,1.2268746,0.6637401,1.1093816,0.1306299,0.89994055,1.1722827,0.8613286,1.1893653,1.388616,1.3618547,0.6356358,0.8639725,0.84025013,1.2122785,1.1166688,0.69446343,1.1559011,1.2986301,0.8677906,1.2358707
pillow,1.4720175,0.904424,1.0171114,1.1197686,1.4716163,0.86815786,0.8993498,1.3732935,0.8378859,1.1195168,0.9902726,1.1235988,0.28181374,0.83817196,1.4542314,1.0457377,1.2300129,0.9005086,0.43059963,0.63034666,1.0923656,1.017402,0.54413015,0.82229066,1.1831207,0.29128188,0.8949357,0.86569333,1.0332212,0.73604906,0.6493566,0.69673705,1.371506,1.256604,0.96846646,1.1388979,1.0281204,1.0916626,0.73734915,1.185918,0.36222446,1.2068907,0.47598982,0.9444152,1.3214103,1.0667847,1.0809134,0.84092766,0.88613117,0.87680143,1.1607198,1.024571,0.76706153,1.23104,0.75169283,1.31768,0.91674227,0.6732197,1.100647,1.2575736,0.68444633,1.04282,1.2030416,1.4378064,0.49268186,1.1719509,0.94514424,1.1016661,1.3219984,1.3488865,1.455666,0.6301822,0.83177716,1.1772451,1.3359956,0.6846787,1.2209946,0.81962156,0.90100354,0.5084227,0.49475205,1.3259879,1.0798463,1.4764973,1.2592205,1.1170673,1.2519524,0.6985448,0.80109614,0.46679902,0.87628525,0.994209,0.7988633,1.188592,1.3476971,1.1519625,1.1158656,0.6410128,0.37609434,0.3916247,0.8400324,0.0,1.2148751,0.69646764,0.9172934,1.0473609,0.98948663,1.0076067,0.50025773,0.8684627,0.9411066,1.234877,1.2449832,1.3228445,1.2891679,1.1962152,1.3748984,1.1762583,0.79341453,0.7299795,1.2749097,1.2432134,1.1407224,0.44940627,0.98516405,0.32480395,1.0802106,0.8144374,0.38848191,1.1424048,0.7769186,1.3753444,1.353759,1.3767959,0.65001583,0.8615587,0.56582624,1.3341327,0.88840014,0.865392,1.4505837,1.0836582,0.7262099,1.0179422
pizza,0.9464653,0.9884221,0.82525027,0.98486394,0.9626827,1.0075843,0.9929824,0.7662799,0.96072567,0.9111048,1.1136773,1.0326852,1.1024659,1.0615528,0.90969247,1.1165357,0.96742564,0.95670176,1.1944809,0.9139059,1.0098085,0.6683959,1.0739189,1.0611837,1.060574,1.2098563,0.92352027,0.749277,1.0785711,1.1598775,0.9432687,1.0777221,1.0648283,0.9481653,0.9780419,1.000582,0.77510846,0.8101672,1.118129,0.7468053,1.1020763,1.0551373,1.1399664,1.1255196,0.7327162,1.1043006,0.9378637,1.1666896,1.1428732,1.0553846,0.9244259,1.0183638,0.90913415,1.0517353,0.9617267,0.977705,1.0022241,1.0734773,0.99452055,0.88146925,1.12219,0.9558808,0.95509034,1.0251664,1.1005297,1.0200413,1.09915,0.83381313,1.0417808,0.75729185,0.90990496,1.1562178,1.0707119,1.1708279,1.0963422,1.2266762,1.0653026,1.1174498,1.1926033,1.2446055,1.1052576,0.81706023,1.120408,0.8582411,0.9993739,0.89615834,0.73549354,1.0686119,0.9217092,1.1984963,0.85762036,0.71784455,1.0849462,0.94076174,0.9772628,1.101708,1.0401229,0.8423772,1.1717932,1.1835973,0.9273242,1.2148751,0.0,1.1574543,0.71768665,0.9888337,0.86290395,1.2163552,1.2168657,0.99318373,1.142398,1.0602853,0.9328805,0.7848643,0.99104935,1.0983956,1.0205914,1.0587983,1.0389614,1.1315823,1.0301117,0.88718927,0.960283,1.1795682,1.0502164,1.0610119,1.057448,1.0254294,1.2028062,1.151826,0.9643689,0.9372394,1.0891923,0.99454665,0.98588705,1.0503082,1.0896591,0.9635537,0.8915931,0.93452144,0.6652719,1.2133408,1.113989,1.099844
plant,1.3158634,1.0794302,0.87866837,1.062454,1.3324466,0.7720797,1.0152683,1.2543397,0.7483611,1.09593,1.0764562,1.3176919,0.8010565,1.1956767,1.3984606,0.8555325,1.3258444,0.94299173,0.51028514,0.79147947,1.1375569,0.99577874,0.80197114,0.7633726,1.0306731,0.53183746,1.0661558,1.0611321,1.0828617,1.0778756,0.9330666,0.6193085,1.0916369,1.2019246,0.95851684,1.1488692,1.1377485,1.0845569,1.0818346,1.2250557,0.71335185,1.1199937,0.59204215,0.96369034,1.1875023,0.90196645,1.0060853,0.7795919,0.8918285,0.8913369,0.96785295,1.1287011,0.8554812,1.1549226,1.1385795,1.1225921,1.1773081,0.9916563,0.72694546,1.2146763,0.68440425,0.7617158,1.1118183,1.144127,0.89777017,1.1590345,1.0372418,1.1222006,1.1287254,1.1382663,1.3660325,0.64377964,1.0726686,1.1632929,1.2149999,0.47813284,1.2840765,0.85475457,0.7688878,0.45572078,0.7762462,1.0897336,0.95014393,1.4465342,1.0182734,1.1668593,1.1394017,0.94199365,0.8436527,0.7228252,1.0709726,0.9693084,0.88263,1.1791428,1.2614851,1.2869878,0.98566884,0.9568304,0.7141756,0.69799584,0.9662258,0.69646764,1.1574543,0.0,0.9217612,0.9445265,0.8917142,0.8753186,0.6946994,1.002149,0.75086766,1.1576018,1.069823,1.175221,1.257956,1.0376256,1.2457029,1.1669378,1.0504451,0.7283044,1.0914294,1.207281,1.2549341,0.8358511,0.9958489,0.7044856,1.1818628,0.9364279,0.55640817,1.0054667,0.80438626,1.2256143,1.2172859,1.2047416,0.76781726,1.1127431,1.024773,1.2085172,0.8628658,0.7512921,1.2200001,1.018469,0.9525669,0.87644637
