,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
shirt,0.79471976,1.2398304,1.2365582,0.8885092,0.35587782,1.234698,1.1023723,1.2217417,1.4274004,0.8466792,0.41727453,1.1658098,1.0099208,0.3185264,0.88379526,0.38696945,0.7936655,1.1297199,1.4452937,1.4598384,1.0124522,1.1268462,1.3899822,1.3833227,1.172634,1.41938,1.3041865,1.2995038,0.89627016,1.1417087,1.4231875,0.52655613,1.2051938,1.265984,0.7187273,0.97309065,1.5143993,0.95858073,1.4727746,0.99092174,1.0420177,0.8721738,0.93803686,1.3914244,0.3719058,1.180826,1.3379467,0.7882772,1.2661697,0.59380466,1.0779458,1.436177,1.3778279,0.8913198,1.1606205,1.176151,0.9155201,1.2973586,0.8562268,0.8645547,1.2475094,0.6416428,1.1215008,0.5649401,1.0869751,1.0301591,0.76917535,0.4638765,1.2008076,0.28519082,1.0548182,1.2239242,1.5166289,0.97779995,0.8653066,0.83593863,0.8863568,0.65222347,0.839816,0.88781446,0.8464133,1.2653351,1.3077226,1.1717019,1.0254728,1.3447573,1.0078932,0.81586325,0.26589656,0.39897048,0.7735841,1.5364233,1.4739275,1.318637,0.81161284,1.0739925,1.2622058,0.8496244,1.2258754,1.4036641,1.0665007,1.3186516,0.7977428,1.4184122,1.3742802,0.6151902,0.9410704,1.0413731,0.8227811,0.6625915,0.99694103,0.0,0.90743095,0.5077454,1.2364411,0.6982591,1.2139071,0.63577074,1.2837415,0.8007394,1.4310609,1.0590657,0.946343,1.1212953,0.9767511,1.1580095,1.1255884,0.23337626,0.9090745,0.6545106,1.4724444,1.2287492,1.2220243,1.1486073,1.2371647,1.5168254,0.8714251,0.988131,1.0373961,1.145353,1.2753111,1.4454046,1.1003836
shoe,0.8675991,1.0159354,1.0495639,1.1376231,0.81653154,1.0938911,1.0655594,0.8477394,1.1446347,1.0897394,0.9573103,1.1144328,1.0288584,0.72278124,0.9504116,0.86141586,1.0302064,1.0758274,1.2434796,1.390347,1.1990205,0.8462783,1.2324357,1.1182438,0.947648,1.3069417,1.1829073,1.1285496,0.9120997,1.1238016,1.1566964,0.8801989,1.1492698,0.9583569,1.0347537,0.79374945,1.2667902,1.0317507,1.3470515,0.98764646,0.92656237,0.8774044,1.1407502,1.1892475,0.78321445,1.0532104,1.194313,1.1400187,1.0980649,0.99974906,0.96972084,1.0722765,1.2055535,0.7872478,0.9140941,0.8704738,0.97473204,1.17347,0.5124763,1.0371562,0.95303893,1.0227892,0.86930746,0.7089328,0.99928755,1.0477359,0.87554437,1.0049199,1.0679169,0.79507285,0.9183074,1.151445,1.326777,0.8788196,0.95125794,0.78636426,0.8862599,0.6759438,0.7796344,0.9919011,0.88298464,1.2634835,1.0437772,0.9579105,1.0026681,1.2013477,1.0755049,0.9356368,0.7556683,0.81036437,1.0056624,1.1948042,1.1730807,1.0502226,0.81371975,0.95812076,1.2407231,0.9172015,1.1917753,1.3157017,1.0495806,1.1392205,0.6504408,0.9675144,1.1170155,1.1277885,1.00358,0.95934755,0.9330534,0.8308675,0.7355464,0.90743095,0.0,0.8598528,1.0459538,1.1202404,1.3488357,0.92063135,0.7237195,1.195441,1.3193529,0.6693704,0.9674741,0.8373455,0.8156233,0.9674812,0.8610591,0.8841708,0.75723815,1.087943,1.0575944,0.9892419,1.1245306,0.8539387,1.039427,1.0380349,1.0725987,1.1342427,0.8085263,1.0946784,1.0765505,1.0253015,1.2269931
shorts,1.0514799,0.8702155,1.1513064,1.1530834,0.65846837,1.2070558,1.0469408,1.1482841,1.1475321,1.1754749,0.8301605,0.6693624,0.7862183,0.5626005,1.0930623,0.55897003,1.1724184,1.2573011,1.2684535,1.339527,1.2816877,0.8996344,1.1573272,1.1699309,1.241468,1.0899125,1.220621,0.8241506,1.0550494,0.8293621,1.3478191,0.7859629,1.0462561,1.238902,0.7400908,1.0387498,1.1754832,1.0417552,1.2560563,1.1112269,1.1400996,1.0616117,0.93656176,1.1772735,0.64377654,0.8995771,1.250169,1.0129147,1.0052989,0.9778739,0.7984165,1.0910876,1.3430783,0.6339978,1.0145661,1.2641037,1.0079774,0.95881426,0.7177883,1.0561363,1.0712458,0.81498134,1.0134459,0.78324056,1.0144546,1.1385092,0.90958637,0.9055575,0.8921921,0.2762757,0.9605927,1.1290646,1.2951052,0.63133967,0.9647468,0.98774105,1.0237359,0.8138195,1.0873569,0.7981757,0.99549055,1.0924428,0.8165275,0.9831152,0.78193825,1.1560456,0.927002,1.1058897,0.46236247,0.23653746,1.0321329,1.2547078,1.1842533,1.1520901,0.85661006,0.99412966,0.92976093,1.0814813,1.2523768,1.3802992,1.1329446,0.9643607,0.64815956,1.2332451,0.95748925,0.8347771,1.1402601,1.0521259,0.96730655,0.86235565,1.1825179,0.5077454,0.8598528,0.0,0.91851723,0.9148138,1.1257787,0.91338456,0.9485223,0.92626935,1.1882286,0.93915045,1.1148641,1.0231423,1.0329388,0.99748206,1.051315,0.62231374,1.0492445,1.0197364,1.4173651,0.8849549,0.91736716,1.0677848,0.7550944,1.4246058,1.2166591,1.1078562,1.0832561,1.1593853,1.0221059,1.0859619,1.0448589
shovel,1.17187,0.8268938,1.0210828,0.9194735,1.1250247,1.1026073,0.95583844,0.9852594,0.6948148,0.9471103,1.2906054,0.6515895,0.8065915,1.1052424,1.2620854,1.1275263,1.0370319,1.0836133,0.9434159,0.8701632,1.0144019,0.96957946,0.82432044,0.797159,0.9565259,0.76660466,1.0009382,0.42153406,1.2516693,0.6227753,0.9411153,1.2372774,0.99255395,0.99215424,1.0020146,1.2004006,0.64873654,1.07492,0.895477,1.1434252,1.2063047,1.091107,1.0228184,0.97141165,1.0836504,0.9452552,0.87714547,1.2362493,0.9498986,1.302722,0.929605,0.66342616,0.99354535,0.9796971,0.8009048,1.059549,1.1000307,0.88646483,1.0271845,1.2622923,1.050673,1.2144512,1.0668473,1.179587,0.97359484,1.1283604,1.0782518,1.2898943,0.8502016,1.0121913,0.46989238,0.72927165,0.8384182,0.7227211,0.9978052,1.0793009,0.987347,1.1793183,1.2630475,1.0903258,1.2575784,1.0451803,0.65328467,0.6494601,0.9896683,0.84698904,1.0420682,1.2788713,1.0707401,0.97751075,1.2401655,0.7594596,0.6413786,0.79687107,1.0851811,0.7836195,0.8076672,1.1477536,0.9634109,0.8634378,1.097337,0.6769778,0.89693505,0.8816318,0.75582534,1.1618195,1.2598112,1.0869737,1.180563,1.1549368,0.96840745,1.2364411,1.0459538,0.91851723,0.0,1.1754203,0.8189159,1.197726,0.7947612,1.1305081,0.83769566,1.0101749,0.81867284,0.29253316,1.1715449,0.8291936,0.8735045,1.2521758,1.2044711,1.1415632,0.9231619,0.82894015,0.84817255,0.70807606,0.6495846,0.88190854,1.0145006,1.2073913,1.1266549,1.0782299,0.66180557,0.7091958,1.0147967
shower,0.9657764,1.2649212,1.3294965,0.9092251,0.6757407,1.2256353,1.1879795,1.2300026,1.1681048,0.7286304,0.5271304,1.234202,1.0033634,0.767597,1.0421188,0.68966204,0.77870065,1.1027427,1.189664,1.116831,0.8062829,1.2535579,1.1119733,1.0027401,1.1229174,1.0581864,1.1273806,1.3215756,1.0051105,0.90957683,1.204105,0.5351842,1.0629311,1.1386799,0.70822096,1.0959826,1.3879143,0.7240789,1.2221024,0.97873104,1.0949776,0.99223816,0.47430778,1.0021766,0.6984635,1.2060161,1.2124836,0.79372895,1.1995475,0.8502383,1.2241037,1.3898768,1.0514679,1.0648502,1.1852813,1.296379,0.8497443,1.3013355,1.1012486,0.7761158,1.3721789,0.9175532,1.1698573,0.9364346,1.1048093,1.007531,0.85716784,0.8126324,1.1975864,0.80174047,1.1061517,0.8029778,1.0989628,1.0602572,1.0995976,1.1044943,0.8288907,1.0305893,0.865697,1.1094996,1.0900255,1.2169919,1.1465589,1.202256,1.1878465,1.3484491,0.7409501,1.0162227,0.7209978,0.7123442,0.8242644,1.380128,1.3785062,1.2657034,1.0885582,1.1718483,1.0949315,0.9808866,0.9284691,1.2146152,1.0817676,1.2840805,0.9149859,1.108865,1.2593381,0.37047732,0.8967979,1.1295224,0.9445937,0.95359504,1.0921733,0.6982591,1.1202404,0.9148138,1.1754203,0.0,0.9560498,0.7406174,1.2732971,0.7145839,1.2350411,1.1911125,0.8842665,1.0925957,0.89519,1.2952247,0.8922769,0.6855367,0.9314523,0.65538067,1.1451323,1.2771528,1.2504997,1.1932318,1.0953568,1.3689677,0.83229935,0.85849965,0.9693006,0.92850053,0.94671506,1.350915,0.70347786
sink,1.2107301,1.1520972,1.0830142,0.74441516,1.1925124,1.0439202,0.9748633,1.051827,0.7917617,0.6950458,1.0660492,0.5372111,0.62117666,1.3237743,1.1153628,1.0548888,0.7468735,0.85987234,0.7318622,0.35821402,0.5431523,1.2990942,0.78437126,0.7149303,1.1941913,0.56647515,0.888411,0.94407386,1.1913981,0.64794475,0.870816,1.1488682,0.7065336,0.95038813,0.8297778,1.3069223,0.6630892,0.7991237,0.62046695,1.2525328,1.1849542,1.2365463,0.9017438,0.5611143,1.3184903,1.1567452,1.0234996,1.0925971,0.9006954,1.1572081,1.1428041,0.87969166,1.0304343,1.2196357,0.80540586,1.1818078,1.0286202,0.9046338,1.2605121,1.050427,1.050494,1.2066703,1.3475488,1.2767631,1.0590552,1.217542,1.0180479,1.113218,1.0000421,1.1030226,0.81184256,0.8662359,0.74114287,1.227308,1.1879709,1.2349961,0.8891095,1.3232707,1.0929718,1.1002866,1.3027453,0.9828509,0.7829671,0.9816952,1.1611148,0.88797253,0.7382197,1.1830277,1.2502227,1.145806,0.98816437,0.6776389,0.6659778,0.950859,1.1777946,0.9158951,0.6465665,1.1448721,1.0324197,0.4344437,1.2080572,0.89430285,1.0881532,0.7760308,0.7829438,0.91164243,0.95893466,1.248638,1.1055516,1.164727,1.0159304,1.2139071,1.3488357,1.1257787,0.8189159,0.9560498,0.0,0.97502005,1.0259372,0.8640454,0.6229224,1.1740456,0.81941533,0.89220357,1.1557165,0.974967,1.1040752,1.1996844,1.2130319,0.79335886,0.7888826,1.1044576,0.9312693,0.9494301,0.8141024,0.85854095,0.6700783,1.0986835,1.1511707,1.0105001,0.69201064,0.9626092,0.8715819
slide,0.7632456,1.393954,1.2943102,0.6727164,0.68401754,1.116904,0.9519829,1.1791654,1.338407,0.52182984,0.48304313,1.2979888,0.7849223,0.68170285,0.8662734,0.5232514,0.49073148,0.9428016,1.3977834,1.279431,0.6488855,1.3083224,1.3425,1.2525778,1.1199851,1.411505,1.280379,1.459508,0.9480424,1.0413,1.3271818,0.65911967,1.1573118,1.046284,0.7013918,1.0522162,1.50352,0.81980485,1.4492542,0.94354236,1.0361037,0.8316969,0.9830331,1.222869,0.82708234,1.3924346,1.2698524,0.88512576,1.3463151,0.8389896,1.3341616,1.4701997,1.3545156,1.1874007,1.1419215,1.1198668,0.8155428,1.4526547,0.90059793,0.7044376,1.2441231,0.9733431,1.2669657,0.8311907,1.1358852,0.9745824,0.64506394,0.5594027,1.3638842,0.6362272,0.89393234,1.0039968,1.4821234,1.196606,0.85593903,0.9082612,0.7739297,0.78318506,0.5277374,1.0809714,0.9287517,1.4056635,1.403078,1.3259935,1.2449877,1.3179196,0.9187774,0.8821427,0.67017007,0.8190758,0.69292736,1.4484868,1.4297655,1.3028209,0.94322944,1.2754966,1.350239,0.8901152,1.2735697,1.1245502,1.033666,1.3817239,0.8094233,1.2912716,1.4785981,0.7075938,0.74585164,1.035445,0.7684351,0.75556976,0.6578219,0.63577074,0.92063135,0.91338456,1.197726,0.7406174,0.97502005,0.0,1.3837135,0.7483663,1.4795384,0.9127516,0.70222175,0.9643557,0.7256004,1.219824,0.99659455,0.5500836,0.6731167,0.42233646,1.218984,1.4703579,1.4287082,1.096573,1.3593588,1.2258555,0.5513803,0.9391554,0.7555346,1.0860826,1.2164369,1.5440184,1.0660335
slipper,1.3860592,0.4872532,0.82496536,1.2154953,1.1724935,1.0526832,1.1055404,0.89139205,0.77587414,1.3353463,1.3830242,0.68399566,1.1325214,1.2328746,1.265667,1.3545227,1.348202,1.1101388,0.7626145,0.8784322,1.309198,0.6557182,0.7632277,0.92336303,0.9338096,0.82472014,0.7828516,0.5892245,1.1781027,0.9436866,0.8413157,1.1552498,0.9308108,0.9700861,1.2117326,1.0609891,0.5902462,1.2494491,0.73256385,1.2278526,1.0855578,1.140157,1.1689103,0.9540048,1.1856252,0.5716634,0.8959497,1.0565983,0.755165,1.1603609,0.5043221,0.63638014,0.94364524,0.50996006,0.8742069,1.1181202,1.2098316,0.48023504,0.929714,1.2238896,0.9605399,0.9868154,0.8470297,0.98625827,0.75859946,1.1516788,1.146882,1.3548893,0.8258836,1.1595166,1.0881946,0.9681727,0.7067363,0.7765149,1.2524731,1.1487103,1.3116579,1.2548814,1.2317867,0.8389548,1.1878579,0.614598,0.706404,0.5848475,0.64018476,0.8694877,1.1402838,1.2764626,1.2662251,1.0913252,1.3337702,0.61193323,0.6534855,0.816126,1.213275,0.7824656,0.81643903,1.3679901,1.0154177,0.96757245,1.1332974,0.82899344,1.0506195,0.7505772,0.6967951,1.37762,1.081778,1.2191217,1.2783496,1.2460399,1.0731995,1.2837415,0.7237195,0.9485223,0.7947612,1.2732971,1.0259372,1.3837135,0.0,1.2101825,0.72737384,0.83097816,1.2448967,0.9416247,1.1556647,0.8848298,1.0636932,1.2811902,0.9279118,1.4463313,0.8688348,0.2949438,0.5788795,0.84457386,0.7808094,0.8277323,1.353513,1.1801624,1.0338945,0.95445746,0.82437843,0.37264752,1.0518907
snow,0.9713531,1.1601764,1.2546188,0.9435435,0.84132725,1.0987526,0.98505896,1.2166431,1.1456662,0.9012151,0.76880455,0.9694323,0.99443096,0.9402027,0.8487155,0.6907772,0.9192601,1.222429,1.110414,1.0560688,1.0283555,1.1822363,0.8991647,1.1235107,1.1261833,1.0062172,1.0694602,1.1451651,0.89579386,1.0471294,1.055215,0.78953755,0.82073426,1.0889969,0.8273221,1.1269814,1.1411421,0.9971364,1.1000918,1.1045438,1.0605228,1.2333833,0.6788392,1.0696229,0.95088995,1.2381911,1.0879639,0.7547069,1.0785567,0.98435235,1.1827284,1.1840818,1.0831808,1.1031549,1.034968,1.2234464,0.9563158,1.07338,1.1020784,0.60875636,1.3152649,0.98979163,1.1807697,1.0194923,1.1021286,1.120306,0.93180984,0.8433745,1.0805976,0.7160369,1.0206155,1.0794108,1.0420917,0.91606855,1.0215579,1.098515,0.9759931,1.1251192,0.7992882,1.1293427,1.0380296,1.0435262,1.0580934,1.0720749,1.1276541,1.149192,1.0785728,0.9100439,0.8152616,0.8572331,0.95164937,1.0948951,1.1175778,1.1310498,1.0786762,1.1156129,0.8986435,1.0161134,1.0424954,1.0562268,1.1893256,1.1386435,1.1954653,1.1693518,0.9759899,0.6865163,0.7020467,1.1804739,0.8116467,0.9277014,0.9743964,0.8007394,1.195441,0.92626935,1.1305081,0.7145839,0.8640454,0.7483663,1.2101825,0.0,0.96545756,1.1535234,1.0626715,1.1748481,0.9023585,1.2662787,1.0961087,0.7500528,0.9783037,0.8082215,1.2003222,1.2094948,1.1087298,1.2783235,1.0261148,1.3493594,0.9933724,0.906783,1.0358641,1.0604886,0.92586577,1.1395457,0.7148583
soap,1.3790009,0.68967575,0.7101283,1.2992976,1.4820852,0.8424885,0.98897624,0.933501,0.5789927,1.3872373,1.4334052,0.5488064,0.96214354,1.5323625,1.1609095,1.438817,1.3730322,1.0121177,0.3364842,0.43971014,1.182487,0.93339837,0.5171552,0.67337644,1.0548313,0.3976587,0.6922776,0.5145667,1.1209157,0.8226367,0.6421,1.3021263,0.64202964,0.97416145,1.1844983,1.1166624,0.2886114,1.1937608,0.30303657,1.1626194,1.0350443,1.2248436,1.0007422,0.7476287,1.3580035,0.6980038,0.72854006,1.078553,0.55699325,1.178739,0.787843,0.52947193,0.80747986,0.9775024,1.0081459,1.0709132,1.2403971,0.45410132,1.2792754,1.1310716,0.78057444,1.0807755,0.96226007,1.4795499,0.8025517,1.0984733,1.3514581,1.3674906,0.6704626,1.3800566,1.1664956,0.94166845,0.37911785,0.98073065,1.2430714,1.3454406,1.1306529,1.4619743,1.3270983,0.98854655,1.1544545,0.4276082,0.5543657,0.68594193,0.8235844,0.49828064,1.1218427,1.2771232,1.4828583,1.2750924,1.327182,0.44602144,0.47067022,0.67457634,1.1840198,0.7266649,0.49975896,1.2797155,0.8978687,0.59499705,1.0664065,0.5780939,1.3627985,0.7329484,0.47892123,1.2875341,1.1607387,1.1492352,1.331815,1.2459778,1.2960507,1.4310609,1.3193529,1.1882286,0.83769566,1.2350411,0.6229224,1.4795384,0.72737384,0.96545756,0.0,1.1783546,1.3250805,1.1963265,1.2615532,0.7868725,1.1196063,1.4757231,1.3580414,1.3964844,0.76892614,0.58878684,0.46311373,0.98541635,0.6131495,0.6206362,1.3356547,1.0992156,1.1970644,0.9793043,0.63997155,0.47576886,0.8607918
sock,1.2721277,0.9313423,0.9110135,1.0314827,1.0701588,0.7271033,0.61852187,1.0625575,0.9765565,1.0908747,1.1039044,0.98369956,0.8320247,0.9103614,1.1522111,0.947974,1.0923575,1.075869,1.001445,1.0202979,1.1357809,1.0016555,1.097373,0.7604125,1.0004337,0.9855251,1.017349,1.1045495,1.1919243,1.0191759,0.833089,1.1427081,0.9916677,0.8810313,1.0546372,1.1949966,1.0435603,0.9964627,0.9802347,1.110846,1.1532626,0.9902564,1.2046194,1.065977,1.0175811,1.0127845,0.7994138,1.0214877,1.0892227,1.146052,0.9442826,1.0051023,1.0715966,1.0335231,0.9343582,1.081368,0.9699507,1.087264,0.42682576,1.0344714,0.9065928,1.147805,1.027509,0.9388315,0.7927729,1.0907886,0.9050657,1.032842,1.0982797,0.970405,1.0494697,1.0869824,1.078596,0.9860495,1.1451031,1.0042518,0.90815973,0.8061836,0.83690035,1.0535933,1.0540545,1.0603254,0.8395673,0.9268688,1.0224868,0.9018244,0.99281657,1.1754489,0.950093,1.0915421,1.0885683,0.99443465,1.0697039,1.0784326,1.1096411,1.0379173,1.0227532,1.2912879,1.0862061,0.97444177,1.0627586,0.9906002,0.7569455,0.8491343,1.0136074,1.2157218,1.0056651,1.192843,1.0473628,0.9492081,0.7716289,1.0590657,0.6693704,0.93915045,1.0101749,1.1911125,1.1740456,0.9127516,0.83097816,1.1535234,1.1783546,0.0,1.0879189,0.8685898,0.6989795,1.1238694,0.9362186,1.0216798,0.8207449,1.196531,0.7830201,0.9705249,1.1052686,0.8069521,0.8450922,0.77769065,1.1426228,1.0109657,0.8382708,0.9501839,1.0358176,0.9232603,1.0207373
soup,0.6989915,1.3836566,1.1342076,0.3607484,0.92975914,1.111895,1.0788188,1.0548671,1.0132765,0.25661898,0.8127276,1.2927809,1.0561986,0.86934924,0.8249899,0.8547911,0.27623522,0.8012482,1.259948,0.9814304,0.4673165,1.1928966,1.2848446,1.1492759,0.9930772,1.3254572,1.2187111,1.215745,1.0347971,1.1636487,1.1544328,1.0033696,1.2202052,1.0501919,1.0318066,1.0523567,1.2416723,0.84887767,1.3021215,0.99097407,1.0470772,0.87258005,1.1666873,1.1135411,0.9795029,1.2419803,1.1152498,1.1204658,1.1736295,0.98588467,1.3091376,1.0950537,1.080977,1.2041048,1.056219,0.839431,0.8554016,1.3362699,1.1246613,0.9651029,0.99757016,1.1326067,1.1096215,0.97568166,1.2095678,1.0092703,0.98243505,0.7494445,1.1810968,0.9102951,0.6376584,0.99509895,1.3344012,1.1502253,0.81427073,0.9160637,0.7677363,0.8669384,0.8857264,1.0938857,0.87819207,1.3580223,1.3201791,1.2063631,1.2213037,1.1423761,0.95253587,0.8603772,0.90940595,1.0029993,0.8222873,1.2650796,1.2001678,1.1565776,0.9608132,1.1997694,1.3927763,0.7525076,1.137836,0.75718796,1.0070336,1.1918666,0.88889766,1.132541,1.3023823,0.997534,0.91192436,0.9819502,0.80664825,0.80467063,0.7840929,0.946343,0.9674741,1.1148641,0.81867284,0.8842665,0.81941533,0.70222175,1.2448967,1.0626715,1.3250805,1.0879189,0.0,0.5775759,1.0791086,1.0334951,0.97466314,0.82082236,0.95948637,0.58414817,1.058608,1.3365841,1.2869165,0.979293,1.2841966,1.0008161,0.23176986,1.0527394,0.98211205,1.0806135,1.2356961,1.3407882,1.203748
spoon,0.94082415,1.0862188,1.0731398,0.6314328,0.92151374,1.0474373,0.9310446,0.86362964,0.95916575,0.6151431,1.1094913,1.0031743,0.9126062,0.89951247,1.0756754,0.9768575,0.72191787,1.0517573,1.1331148,1.0025051,0.8600429,1.0523915,1.1326252,0.9796873,0.92502135,1.1089934,1.122499,0.8068991,1.1728398,0.94807065,0.9570944,1.1442494,1.127885,0.8615455,1.0336671,1.1046549,0.9108276,1.0568466,1.1383855,1.0910702,1.1618834,1.0035113,1.17151,1.0783353,1.0133935,1.1544331,0.9021625,1.1392524,1.1253693,1.2008674,1.1020133,0.7099846,1.1048892,1.0715878,0.76766264,0.9194102,0.92340916,1.2067081,0.9178616,1.1889395,1.0374542,1.2446101,1.1256822,0.96277094,1.1846942,1.0896069,0.86521524,1.1054,1.0886176,0.9603333,0.2990563,0.95606315,1.1297288,0.86323,0.90089864,0.84507984,0.8725296,0.9602621,1.0557283,1.1815064,1.1031238,1.2720313,0.93956065,0.8687822,1.1515063,1.0179889,1.0707257,1.0739998,0.9366397,1.0422803,1.0882566,0.94065034,0.882835,0.9812927,1.0166051,0.90112334,1.0595207,1.0077388,1.1117306,0.88398415,1.0611281,0.97902316,0.83921957,1.0420539,1.0675149,1.1590155,1.1579244,1.0324439,1.0108062,1.0189031,0.7109186,1.1212953,0.8373455,1.0231423,0.29253316,1.0925957,0.89220357,0.9643557,0.9416247,1.1748481,1.1963265,0.8685898,0.5775759,0.0,0.9835514,0.97762084,0.91997063,1.0844362,0.9769506,1.0068718,0.9041584,1.0868583,1.1156287,0.5174963,0.94111204,0.90396327,0.7486405,1.1785362,0.9948634,1.1168423,0.92957085,0.9823708,1.1732694
sprinkler,1.0524904,1.1922112,1.1794943,1.0000601,1.004607,0.93101275,0.9224174,1.1089574,1.2311786,0.97228104,0.9085834,1.2274969,1.0746858,1.010625,0.9968269,0.9693719,0.947404,1.1915579,1.0806984,1.1904961,1.0857757,1.1707077,1.0218703,0.9110761,1.0684589,1.067961,0.9590044,1.2906802,1.0294757,1.0977461,0.9978388,0.895451,1.0477632,0.9864021,0.9812405,1.1140828,1.2803352,0.9784932,1.1494915,0.999564,1.0238737,1.0476154,0.94935924,1.1154234,0.94284797,1.2122875,1.0505998,0.843226,1.2290483,0.97978544,1.2483573,1.270506,0.9985196,1.1851118,1.1039288,1.1474386,0.7553582,1.2991245,0.7501315,0.6598109,1.3354632,1.0647422,1.1142807,1.0575087,1.0596262,0.99528205,0.5435258,0.97861254,1.1263409,1.0292814,1.036975,0.9229764,1.0731002,1.1007086,1.072113,1.0938809,0.8093851,0.96971,0.4435221,1.186614,1.0549188,1.2205098,1.1258657,1.192751,1.2039547,1.2050318,0.94705343,0.9896988,1.0471154,0.95997906,0.9744799,1.179677,1.2303481,1.1155676,1.1439676,1.2457647,1.1712172,1.1175586,1.0040681,1.2182157,1.0151594,1.23945,0.89508986,1.0458019,1.2518704,0.8322256,0.7424202,1.0628223,0.9840946,1.0481926,0.59490037,0.9767511,0.8156233,1.0329388,1.1715449,0.89519,1.1557165,0.7256004,1.1556647,0.9023585,1.2615532,0.6989795,1.0791086,0.9835514,0.0,1.2644414,0.7098897,0.9864476,0.6125145,0.9768845,0.96600026,1.2914712,1.3142011,0.9379344,1.1139989,1.016882,1.0601699,0.73347825,0.49218,0.8389579,0.8607674,1.1869762,0.9297859
strawberry,0.8862527,0.9093977,0.7035273,1.0825701,1.1528519,0.9604009,0.9720199,0.7882378,0.89839494,1.118633,1.2075808,0.87565196,0.93425345,1.1440637,1.0900917,1.1661583,1.1614227,0.8899085,0.9706388,0.98740584,1.07142,0.73550797,1.0874438,1.0159281,0.95782703,0.9981117,1.1174107,0.67783284,1.0974972,0.98140633,1.1357117,1.1283064,1.0592922,1.0874127,1.0888118,0.8316276,0.7702031,1.202033,0.95089537,0.97959536,1.0573553,0.92112947,1.2217987,0.99495155,1.1875271,0.82746965,0.9807197,1.1825223,0.8469682,1.1184049,0.7243208,0.69596666,1.0616802,0.8175397,0.94024736,0.6817975,1.1872858,0.8678565,0.97532606,1.2326307,0.58547676,1.0834091,0.8372044,1.0271397,1.0048356,0.94900507,1.0762819,1.0911417,0.8851843,1.0810086,0.88426864,1.1415962,1.067136,0.98723197,0.8628172,0.9604849,1.05578,0.8928333,1.2413777,0.73456496,0.8018652,0.92296314,0.9656677,0.99877995,0.8352413,0.6345981,1.0827775,1.0879227,1.1342832,1.0673491,1.1262627,0.92188483,0.81934094,0.76783586,0.8533848,0.84112585,0.9654767,0.81315356,1.0647813,0.9674868,0.8843311,0.61009985,1.0366895,0.969054,0.8989976,1.2772982,1.1958841,0.7183116,1.0758134,0.90241814,1.1134971,1.1580095,0.9674812,0.99748206,0.8291936,1.2952247,0.974967,1.219824,0.8848298,1.2662787,0.7868725,1.1238694,1.0334951,0.97762084,1.2644414,0.0,1.1637471,1.2244266,1.1855843,1.1947092,1.0112308,0.75803345,0.83295,0.95659703,0.98060596,0.7722697,1.0567011,1.2235044,1.1500766,1.1867065,1.1150542,0.90571177,1.2003918
