,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pants,0.94905305,1.0820096,1.2608685,1.1207789,0.57618934,1.2518194,1.1273452,1.15397,1.1724455,1.0459481,0.6666907,0.85598433,0.8492613,0.599789,1.0532026,0.5288043,1.0377691,1.297771,1.3574121,1.4282188,1.2103527,1.0190681,1.2357695,1.2114391,1.1946752,1.1755133,1.2712271,0.9999921,0.98439705,0.8580054,1.4322423,0.54287404,1.0497408,1.269606,0.67254436,0.94284594,1.3499461,0.9313508,1.3769224,1.0054075,1.097791,1.0541098,0.7444403,1.2313826,0.5135867,1.080679,1.344747,1.0125421,1.1235126,0.8932656,0.9899486,1.2836143,1.3282046,0.7189761,1.0669103,1.2925277,0.9831797,1.1506994,0.8345996,0.9402032,1.2398621,0.77962416,1.0664964,0.79809517,1.0423336,1.0546907,0.7743851,0.8437238,0.99444723,0.23810017,0.9595878,1.0157559,1.369194,0.6922553,0.9115618,0.99544543,0.8874866,0.7443611,0.9682164,0.8729089,0.97023183,1.2112451,0.9284529,1.0567975,0.93749446,1.2689838,0.88884246,1.0182292,0.48654532,0.0,0.9637105,1.4190003,1.3440499,1.2573879,0.8194823,0.99761397,1.1237919,0.9711166,1.1695855,1.4503434,1.0941314,1.1146915,0.6813914,1.3234732,1.1201903,0.5919159,1.1084476,1.0491574,0.95349306,0.8027022,1.1200897,0.39897048,0.81036437,0.23653746,0.97751075,0.7123442,1.145806,0.8190758,1.0913252,0.8572331,1.2750924,1.0915421,1.0029993,1.0422803,0.95997906,1.0673491,0.98396367,0.54919994,0.99245065,0.8339109,1.4548032,1.072705,1.0832875,1.141613,0.8398892,1.5145998,1.0951327,1.0513545,1.0198579,1.1596591,0.93953866,1.253825,1.0024877
paper,0.74310493,1.3442867,1.2400589,0.8215796,0.7415095,1.1201551,1.0256954,1.0702323,1.1848254,0.7175875,0.6150999,1.2073658,0.94889635,0.68788,0.9526959,0.7208061,0.69031227,0.45114732,1.2315736,1.0899272,0.4766519,1.2275283,1.1657584,1.0715989,0.9741833,1.1817601,1.1844318,1.4057854,1.0308464,0.9992772,1.0763972,0.8972185,1.0130588,0.9467886,0.8381125,1.0573674,1.3766004,0.76952887,1.2597828,0.96360636,1.0599564,0.8176863,0.8782371,0.9109809,0.86951065,1.26144,1.1901141,0.9571999,1.2843862,0.8720457,1.269027,1.4098231,1.0317801,1.1997528,0.96424,1.0113035,0.8487957,1.3516251,1.0384125,0.9376142,1.0687194,1.0338583,1.1531402,0.7856508,1.1484523,1.0408657,0.8811588,0.48964238,1.2001636,0.90462995,1.014575,1.0211444,1.2413286,1.1499474,0.92683345,0.86901337,0.7013581,0.8915913,0.8514296,1.084954,1.0108719,1.3545794,1.22306,1.2037661,1.2033429,1.2540268,0.78541446,0.9345431,0.8346801,0.9637105,0.0,1.2489302,1.258338,1.1393507,0.90336543,1.251477,1.169188,0.7597835,1.0321941,0.9903635,1.0394133,1.3581297,0.86119,1.0452149,1.2993803,0.725446,0.9341953,1.0057484,0.83248866,0.96154964,0.8614178,0.7735841,1.0056624,1.0321329,1.2401655,0.8242644,0.98816437,0.69292736,1.3337702,0.95164937,1.327182,1.0885683,0.8222873,1.0882566,0.9744799,1.1262627,1.0077184,0.7283452,0.9388115,0.5246626,1.0734136,1.364682,1.2580898,1.1638724,1.2150733,1.1959502,0.6348314,0.8897226,0.9714614,0.9744383,1.180572,1.4049077,0.98903275
pen,1.2734723,0.7132123,0.8086091,1.2189252,1.4532354,0.89803785,0.99063843,0.8056276,0.6118054,1.310334,1.527956,0.54391336,0.9247085,1.5305995,1.1624473,1.4671733,1.3290794,0.8725114,0.4204514,0.49311197,1.1297306,1.0471919,0.47037745,0.7409539,0.9263344,0.56176746,0.62334645,0.53233546,1.2081168,0.8240757,0.56453377,1.515975,0.65848696,0.8930295,1.2311611,1.1823599,0.17178738,1.1751231,0.4056965,1.1932217,1.100738,1.2361007,1.0906593,0.6472767,1.4657267,0.76481676,0.7574105,1.1284533,0.77519476,1.2749118,0.8322718,0.52849346,0.7214472,1.0853952,0.64505756,0.9506697,1.2521338,0.524412,1.1316597,1.1750184,0.7672226,1.2353582,0.9745225,1.3527597,0.92195034,1.1210306,1.2402704,1.3999293,0.78195906,1.4489604,0.81819665,0.8261191,0.35812604,1.0228908,1.297415,1.2713771,1.3103582,1.4243062,1.2468585,1.0666373,1.3301828,0.5710874,0.5255871,0.68961334,0.94080025,0.7285991,1.1291916,1.268802,1.5073688,1.4190003,1.2489302,0.0,0.061158657,0.6566771,1.3045115,0.8896347,0.54908615,1.3285224,0.82067513,0.5327247,1.0865672,0.75403327,1.0928138,0.5378021,0.6263967,1.3540465,1.113814,1.13717,1.1574979,1.2719404,0.96489024,1.5364233,1.1948042,1.2547078,0.7594596,1.380128,0.6776389,1.4484868,0.61193323,1.0948951,0.44602144,0.99443465,1.2650796,0.94065034,1.179677,0.92188483,0.983963,1.5308106,1.2212985,1.3975337,0.7012026,0.68216157,0.5111799,0.64653206,0.5956825,0.5644872,1.2940111,1.0639849,1.0686002,0.92177176,0.5522114,0.34497476,0.8462244
pencil,1.1965034,0.7440514,0.8041167,1.202548,1.3854636,0.96333456,1.0205421,0.7886747,0.5950318,1.2827317,1.4818596,0.5431241,0.8633816,1.4883428,1.1397407,1.4037354,1.2997124,0.8473115,0.48371089,0.5650298,1.1241914,1.0044984,0.52228713,0.7891072,0.9343344,0.62029684,0.7045494,0.4493577,1.2041091,0.7878237,0.6913016,1.4733411,0.6869972,0.9867893,1.1882435,1.1271353,0.16516417,1.1846433,0.48485643,1.1965367,1.1129506,1.2184557,1.1163574,0.72598565,1.4484365,0.7882441,0.8210741,1.1680361,0.7806144,1.281179,0.8025509,0.50628895,0.7725656,1.0588828,0.61046994,0.91604114,1.2572838,0.5685918,1.1145982,1.1986283,0.7263298,1.232815,0.958752,1.2821761,0.9776922,1.1284292,1.270061,1.3705987,0.77464867,1.3608522,0.6834543,0.818581,0.46745127,1.0018538,1.2443303,1.2265763,1.3162379,1.3492762,1.2805932,1.057152,1.287763,0.6450734,0.5662414,0.7302781,0.95515287,0.7203556,1.131386,1.2472948,1.4419475,1.3440499,1.258338,0.061158657,0.0,0.63711786,1.2453239,0.8404966,0.5995321,1.2503079,0.82765305,0.5689554,1.0816118,0.7060951,1.0537059,0.60028917,0.6625521,1.3279151,1.1379023,1.0646418,1.1238327,1.2135903,0.9809737,1.4739275,1.1730807,1.1842533,0.6413786,1.3785062,0.6659778,1.4297655,0.6534855,1.1175778,0.47067022,1.0697039,1.2001678,0.882835,1.2303481,0.81934094,0.98473483,1.5017982,1.258059,1.3486686,0.7929629,0.69231236,0.51028764,0.6076428,0.624311,0.6073589,1.2437332,1.1066556,1.1293434,0.9782684,0.58394724,0.40815902,0.91683334
penguin,1.0821894,0.8137317,0.8306512,1.2311504,1.3683734,0.93702805,0.9532604,0.77992904,0.8144121,1.2696513,1.3183981,0.85657775,1.0758462,1.3088541,1.0190346,1.3340641,1.2608292,0.8104017,0.7715705,0.8101288,1.0872695,0.92367166,0.74377966,0.80283594,0.90511084,0.7446967,0.83723074,0.74574167,1.0764608,0.91742384,0.6560527,1.2390074,0.9478263,0.87654734,1.1989473,1.0413002,0.6592329,1.1451373,0.73440814,1.0757266,0.9835892,1.0005362,1.0320436,0.8639321,1.253863,0.8596745,0.7681385,1.1561205,0.6724696,1.1700003,0.91716254,0.72704303,0.8685254,1.0798421,0.9167133,0.75814235,1.1119705,0.7940362,1.1215026,1.1906527,0.81866324,1.0470873,0.91424704,1.2890816,0.82838,1.0389959,1.1559231,1.1632015,0.9161541,1.3251822,1.038428,0.94256127,0.6489262,1.0352578,1.1214463,1.0669165,1.095121,1.2590289,1.1937627,1.1095608,1.0501782,0.8058006,0.8160083,0.9079355,0.952649,0.68497854,1.0715041,1.0906677,1.3375583,1.2573879,1.1393507,0.6566771,0.63711786,0.0,1.024663,0.93254435,0.7974328,1.0961902,0.88324475,0.7981616,0.99229956,0.7618078,1.1592275,0.7134192,0.77560884,1.2259502,1.1309214,1.0115788,1.1930552,1.1246221,1.0445248,1.318637,1.0502226,1.1520901,0.79687107,1.2657034,0.950859,1.3028209,0.816126,1.1310498,0.67457634,1.0784326,1.1565776,0.9812927,1.1155676,0.76783586,1.019068,1.348648,1.2451289,1.2457856,0.7104702,0.8200055,0.85372365,1.0006691,0.86846817,0.6849948,1.171285,1.1108845,1.0981021,0.98852205,0.79965615,0.71209294,0.926167
pickle,0.68560237,1.074344,0.87620234,1.079627,0.7989737,0.9685201,0.9577683,0.6373333,1.1304857,1.0428355,0.9249309,1.0324309,0.9827572,0.7586702,0.89973706,0.8236448,1.0228795,1.0185574,1.2652113,1.2663659,1.0944176,0.829752,1.2991245,1.2624476,0.9900935,1.2520338,1.2977606,1.1544284,0.9193016,1.0804027,1.2878726,0.8056364,1.0652573,0.9064778,0.98704314,0.6199877,1.2632334,1.0407586,1.2723768,0.9815755,1.00215,0.97883016,1.0555518,1.1401328,0.8003157,1.0628445,1.1122458,1.1071142,0.9998249,0.9006915,0.9876387,0.993394,1.205884,0.92044806,0.950174,0.8317108,0.9804891,1.1215507,0.90665114,1.083942,0.80405354,0.9000554,0.8916791,0.7382314,1.0601131,1.0521891,0.9761501,0.915379,1.0770239,0.8211684,0.9770008,1.1962128,1.3497658,0.9291786,0.74215496,0.30274355,1.0051771,0.6318395,1.0787848,0.8543768,0.735898,1.1550599,1.1393114,1.0798981,0.9409264,0.9735112,1.0475847,0.8279486,0.80657315,0.8194823,0.90336543,1.3045115,1.2453239,1.024663,0.0,0.9594108,1.1339369,0.62512374,1.1285199,1.228786,1.014139,0.9807614,0.8758583,1.2235253,1.0324572,0.98950905,1.095758,0.8132332,0.8529718,0.79531735,1.1210455,0.81161284,0.81371975,0.85661006,1.0851811,1.0885582,1.1777946,0.94322944,1.213275,1.0786762,1.1840198,1.1096411,0.9608132,1.0166051,1.1439676,0.8533848,1.1657919,0.9144252,1.0587559,0.94646984,1.1615518,1.1104548,1.0543158,1.0804733,1.1099133,1.132895,0.97271776,1.0644957,1.166733,1.2234267,1.2746304,1.2569785,1.1664239
pig,1.0640574,0.7767883,0.87837726,1.195422,0.8981886,1.0238284,1.0617986,0.8798205,0.8069036,1.2063999,1.0948005,0.79512405,0.87111497,1.055818,1.108677,1.0389003,1.261393,1.1024851,0.9571974,0.9553694,1.1475823,0.7551213,0.9366682,1.0203451,0.95643747,0.88352096,1.0591543,0.7361448,0.8780225,0.88753825,1.0375023,1.0463167,0.88011974,0.9682934,0.9789415,0.7576932,0.79086196,0.9930759,0.90278554,0.99120826,0.8908101,1.0364946,1.0642498,0.9100518,1.0092696,0.92670095,0.95988023,1.083023,0.9959678,1.1465023,0.76765704,0.66601264,1.086902,0.7560839,0.99361247,0.95885,1.1537541,0.88778263,0.9896597,1.0716095,0.97895193,1.0273932,0.94851017,0.9711612,0.940628,1.005035,1.1828371,1.2817059,0.9327046,1.0442832,0.9016067,1.0019335,0.9513421,0.84673154,0.99939203,0.94181,1.1636555,0.99863476,1.3113499,1.0431623,0.9127677,0.8350796,0.8056227,0.6798332,0.93052524,0.78534734,1.1280541,1.026025,0.98397005,0.99761397,1.251477,0.8896347,0.8404966,0.93254435,0.9594108,0.0,0.7393621,0.9688612,1.0828875,1.0226169,0.98018783,0.71865463,1.055052,0.9824992,0.7746872,1.1856589,1.1255927,0.96858734,1.1883476,1.1867118,1.2479633,1.0739925,0.95812076,0.99412966,0.7836195,1.1718483,0.9158951,1.2754966,0.7824656,1.1156129,0.7266649,1.0379173,1.1997694,0.90112334,1.2457647,0.84112585,1.155226,1.0829625,1.1606638,1.219716,0.98501766,0.73598564,0.84844714,0.86642486,0.82833195,0.99907464,1.2308153,1.0788424,1.1874473,1.1335737,1.0007842,0.7884908,0.993804
pillow,1.3379496,0.75654536,1.0062855,1.3300579,1.2414935,1.0038153,0.9865931,0.97552454,0.7063372,1.3907261,1.134522,0.42645454,0.6402594,1.2841172,1.2567497,1.000626,1.4592001,1.0319309,0.53262365,0.4638102,1.1501503,1.0763391,0.52012515,0.5744772,1.1648442,0.34655505,0.7061102,0.7295644,1.1310471,0.46187901,0.5947704,1.1618353,0.66892713,0.9290708,0.656813,1.21922,0.53473496,0.8857278,0.44183707,1.1999818,1.0412691,1.1112252,0.7903824,0.6254524,1.2331332,0.9313325,0.6813199,1.1408521,0.87992465,1.2463433,0.9463667,0.6453077,0.7506704,1.0193014,0.97482806,1.1378433,1.218902,0.7304427,0.9390406,1.1362679,0.98417866,1.1791434,1.0771923,1.3254704,0.88767415,1.189682,1.2699957,1.4040354,0.7503197,1.127884,1.1003075,0.8489657,0.422441,0.956425,1.2792283,1.2813443,1.1128666,1.3296685,1.3714498,1.1823175,1.3107616,0.71294403,0.30389392,0.84888464,0.99085695,0.8150351,0.9213013,1.2953109,1.098478,1.1237919,1.169188,0.54908615,0.5995321,0.7974328,1.1339369,0.7393621,0.0,1.2887955,0.8196045,0.7386358,1.1424729,0.78709364,1.0737218,0.6140746,0.5619752,1.0370674,1.1438702,1.2001575,1.1340865,1.301187,1.3414676,1.2622058,1.2407231,0.92976093,0.8076672,1.0949315,0.6465665,1.350239,0.81643903,0.8986435,0.49975896,1.0227532,1.3927763,1.0595207,1.1712172,0.9654767,0.9367074,1.2937341,1.3536594,1.326884,0.7817602,0.8026445,0.69317293,1.0118341,0.3650937,0.82516116,1.4113071,1.0325365,1.2641381,0.90817595,0.6065872,0.67448795,0.70734596
pizza,0.32923067,1.3526461,1.1137685,0.91166294,0.8453946,1.0597762,1.1059606,0.90876734,1.0660396,0.8387662,0.7780291,1.3453461,1.1080956,0.77592057,0.688127,0.7624882,0.8134807,0.73984504,1.3222355,1.2818446,0.8649859,0.9974322,1.3432121,1.3058609,0.76908773,1.3924774,1.2319274,1.2538967,0.6329162,1.2174842,1.218897,0.95023865,1.2079837,0.97165835,1.017328,0.5409392,1.3546515,0.89573884,1.35856,0.7087995,0.70936835,0.7643054,1.1465683,1.1466286,0.8385297,1.3037367,1.1405936,1.063419,1.186846,0.9312492,1.2913455,1.079641,0.9431785,1.1638049,1.0993973,0.5434781,0.8650193,1.3900832,1.0512414,0.968469,0.8635274,1.058817,0.8182352,0.8441833,1.2205662,0.7898731,1.020691,0.72611153,1.1232471,0.92441434,0.86265683,1.1630273,1.4005353,1.1978998,0.4653576,0.6140876,0.97333246,0.6661753,0.9802424,1.0732269,0.61161005,1.3494976,1.3660064,1.2680422,1.2734735,1.121429,1.053272,0.54021645,0.814345,0.9711166,0.7597835,1.3285224,1.2503079,1.0961902,0.62512374,0.9688612,1.2887955,0.0,0.98784137,1.1609801,0.7712735,1.1408448,0.98165154,1.2504407,1.2726078,0.9842803,0.86838627,0.50775856,0.69150937,0.7918871,0.9890507,0.8496244,0.9172015,1.0814813,1.1477536,0.9808866,1.1448721,0.8901152,1.3679901,1.0161134,1.2797155,1.2912879,0.7525076,1.0077388,1.1175586,0.81315356,0.98340356,0.7902641,1.0458192,0.7517711,1.1846843,1.3912208,1.2810305,1.2150764,1.3360604,1.1578758,0.68503773,1.0422424,1.0804179,1.1601197,1.4169034,1.4054518,1.2589166
plant,0.9719832,1.052476,1.0385606,1.1857044,1.2264761,0.97065836,1.063527,0.89546007,0.8196876,1.196715,1.1731532,1.020998,1.0328448,1.2119476,1.0472127,1.2170559,1.2161237,0.9305291,0.7996918,0.8404932,1.0827991,1.219618,0.70817757,0.73880655,0.7314485,0.72067916,0.67309725,1.0075326,1.0312793,0.8053674,0.78676516,1.1369476,0.90554416,1.0348889,0.9655947,1.0777194,0.8991374,0.87986004,0.8045023,0.9223423,0.96190816,0.9724784,0.81520045,0.8791139,1.0747684,1.0716584,0.90267533,1.0522645,1.063934,1.085239,1.2065144,0.96632904,0.27848577,1.2413796,1.0145694,0.9057442,0.9637056,1.0299687,1.0783695,0.930665,1.0935775,1.0722818,0.94956946,1.218503,1.000288,0.9119204,1.1178855,1.1782479,0.9224245,1.2961414,1.14012,0.7578604,0.6608261,1.1439029,1.0837934,1.1085305,1.0465733,1.1592314,1.1238645,1.208483,1.21754,1.086346,0.8334522,1.0713936,1.210257,1.0703375,0.9109308,1.0508568,1.222386,1.1695855,1.0321941,0.82067513,0.82765305,0.88324475,1.1285199,1.0828875,0.8196045,0.98784137,0.0,0.9538464,0.90365314,1.0586528,1.1000521,0.76509535,0.969777,0.8671852,1.0200263,0.8600085,1.1019876,1.1440628,1.0799307,1.2258754,1.1917753,1.2523768,0.9634109,0.9284691,1.0324197,1.2735697,1.0154177,1.0424954,0.8978687,1.0862061,1.137836,1.1117306,1.0040681,1.0647813,0.7761673,1.2039583,1.1124564,1.0852072,0.8695629,1.1160147,1.1126155,1.1261019,0.8325844,0.88849396,1.1526251,0.6448029,1.0582933,0.73247904,0.756898,0.9317944,0.7118547
plate,1.2222545,1.0951871,0.80360186,0.7507063,1.4210746,0.7041713,0.7332916,0.881323,0.6743959,0.7630577,1.2352365,0.84772193,0.96257806,1.3675313,1.1090958,1.2830331,0.7921245,0.68239135,0.53462446,0.21264595,0.6278735,1.2512736,0.80918884,0.69398314,0.9482226,0.66010064,0.810134,0.9624261,1.268756,0.9677816,0.5585839,1.353365,0.8197772,0.8435466,1.1841843,1.3478777,0.50639695,1.0504229,0.4393096,1.1952704,1.1633018,1.1232622,1.1519821,0.7578685,1.3745505,1.0168731,0.7091183,1.1265666,0.8809645,1.1493554,1.1491609,0.7886833,0.7901125,1.3546968,0.88814807,0.9404862,1.0517454,0.8190671,1.2336886,1.0720971,0.71191126,1.2656581,1.1555685,1.3642195,0.92947793,1.1551784,1.1911138,1.1128062,1.0134315,1.4019556,0.9116976,0.99779886,0.6035361,1.2995079,1.1732094,1.1873931,0.93797547,1.2455168,1.1275381,1.1670649,1.2470393,0.75591004,0.8142367,0.8946806,1.1506089,0.63096905,1.0505255,1.2241884,1.4053923,1.4503434,0.9903635,0.5327247,0.5689554,0.7981616,1.228786,1.0226169,0.7386358,1.1609801,0.9538464,0.0,1.1132145,0.8728828,1.182226,0.77143943,0.83650595,1.2573097,1.0412829,1.1935883,0.9294912,1.0868155,0.913535,1.4036641,1.3157017,1.3802992,0.8634378,1.2146152,0.4344437,1.1245502,0.96757245,1.0562268,0.59499705,0.97444177,0.75718796,0.88398415,1.2182157,0.9674868,1.1238195,1.3383939,1.1758145,0.96065,0.5245534,1.0417639,0.8337914,0.8261825,0.88132757,0.51535773,0.65099347,1.0814159,1.1911111,1.0123513,0.85692,0.7937837,0.95721847
pony,0.6564716,1.1663561,0.9914171,1.0514559,1.1258532,1.044299,1.0953391,0.9721736,1.0602429,1.0752392,1.0394921,1.1826543,1.0853804,1.0998605,0.82091117,1.1035014,1.085462,0.903362,1.1109195,1.1536224,1.0913352,1.0587642,1.0663757,1.1290095,0.7448057,1.1552136,0.97442555,1.0513818,0.78147876,1.1128756,1.0060599,1.104618,1.1207851,1.0256866,1.0802228,0.82227784,1.1292698,1.0239068,1.1211207,0.14337069,0.6276194,0.75280464,1.1616724,1.1218647,1.0859795,1.148031,1.0047835,1.0495387,1.0834795,0.9489985,1.1681243,0.97179127,0.9337208,1.1095064,1.1271962,0.6280024,1.0118302,1.1799655,1.1206905,1.0482682,0.98738885,1.059333,0.931442,1.1094843,1.1501842,0.07995868,1.0544504,1.0107452,1.0107013,1.1469003,1.097372,1.0493665,1.1022073,1.1111847,0.799695,1.0244538,1.1799872,0.9929329,1.0472556,1.0771655,0.87082285,1.1557269,1.1740577,1.1028985,1.1559074,0.9367605,1.1072465,0.85485566,1.1058543,1.0941314,1.0394133,1.0865672,1.0816118,0.99229956,1.014139,0.98018783,1.1424729,0.7712735,0.90365314,1.1132145,0.0,0.9648904,1.0480225,1.079253,1.1833832,1.1420723,1.0249916,0.4384122,1.0001183,0.9406442,1.0388243,1.0665007,1.0495806,1.1329446,1.097337,1.0817676,1.2080572,1.033666,1.1332974,1.1893256,1.0664065,1.0627586,1.0070336,1.0611281,1.0151594,0.8843311,0.9142604,1.1051639,0.9621238,1.0462441,1.0557827,1.1637437,1.195372,1.1475029,1.1769739,0.90231353,1.02035,1.0073186,0.96884036,0.9096706,1.2108779,1.1255305,1.1957656
pumpkin,1.2504052,0.66351706,0.52259845,1.2543523,1.3933761,0.76884776,0.80863714,0.85858965,0.6723795,1.3169204,1.4360076,0.6975987,0.8729804,1.3188131,1.2282199,1.3137567,1.3543484,1.1067036,0.8115201,0.8340122,1.234041,0.67419004,0.7473638,0.8492397,1.0363709,0.72032034,0.9696003,0.5001203,1.1867354,0.81155217,0.9007186,1.2395004,0.8920603,0.951911,1.1459732,0.9430851,0.5946413,1.1573374,0.7260388,1.0486383,1.1321539,1.1820494,1.050825,0.8447791,1.2254755,0.71543866,0.7954823,1.2095522,0.6362483,1.1649816,0.68317294,0.6319874,1.0492597,0.88280785,0.89624345,0.9982678,1.1333288,0.66656464,1.1349499,1.2487569,0.7320034,1.0920552,0.92356086,1.2604032,0.9171387,1.025245,1.174205,1.3550413,0.7591144,1.2010233,0.9627224,0.94892555,0.7689241,0.76933,1.0724173,1.06526,1.1370273,1.1764845,1.3360229,0.8614349,0.9647584,0.70554626,0.703776,0.67505836,0.7448038,0.27292216,1.1001468,1.2536945,1.278362,1.1146915,1.3581297,0.75403327,0.7060951,0.7618078,0.9807614,0.71865463,0.78709364,1.1408448,1.0586528,0.8728828,0.9648904,0.0,1.0621837,0.7882402,0.57865846,1.2711139,1.2143021,0.91524184,1.2732008,1.187084,1.2766236,1.3186516,1.1392205,0.9643607,0.6769778,1.2840805,0.89430285,1.3817239,0.82899344,1.1386435,0.5780939,0.9906002,1.1918666,0.97902316,1.23945,0.61009985,1.0801593,1.4477228,1.2917747,1.3810825,0.82530266,0.67887425,0.74623334,0.9721038,0.7330775,0.70582235,1.2998271,1.1547719,1.2207017,1.1041596,0.8501616,0.6158216,1.0063353
purse,0.9216105,1.1106164,1.1388892,1.0969039,0.7394641,1.1658218,1.0347683,0.9421971,0.98394996,0.97255087,0.8442099,0.8430995,0.73901176,0.64891833,1.1077362,0.6951941,0.92647296,0.896355,1.2018881,1.2190986,0.9188574,1.1717924,1.1488872,0.9670933,1.1076764,1.1267098,1.2012779,1.0896658,1.0665251,0.6921577,1.2653809,0.9889115,1.0563552,1.0923916,0.7650509,1.0276608,1.2135314,0.7255517,1.2823339,1.0104619,1.0964646,0.89395237,0.912135,1.0060742,0.74857247,1.153798,1.2863238,1.1719837,1.2853087,1.0936561,1.1266667,1.2532163,1.2084013,0.9688972,0.79710776,1.084353,0.93249094,1.2407534,0.6255583,1.1758152,1.0354692,1.1118574,1.0584686,0.8081051,1.0129076,1.06932,0.75134814,0.9280767,1.0831395,0.6943066,0.73778355,0.80526984,1.2348287,0.9177726,1.0357246,0.9416789,0.8473466,0.7138127,0.92075247,1.0588504,1.0474157,1.3432128,0.9167148,0.9502412,1.1215152,1.1899903,0.7997002,1.0994934,0.67372584,0.6813914,0.86119,1.0928138,1.0537059,1.1592275,0.8758583,1.055052,1.0737218,0.98165154,1.1000521,1.182226,1.0480225,1.0621837,0.0,0.8833504,1.199467,0.76407146,1.1815861,1.0353572,0.8405776,0.86169446,0.8291873,0.7977428,0.6504408,0.64815956,0.89693505,0.9149859,1.0881532,0.8094233,1.0506195,1.1954653,1.3627985,0.7569455,0.88889766,0.83921957,0.89508986,1.0366895,0.798892,0.77707565,1.0659811,0.8124647,1.0797869,1.2028927,1.1192484,0.8453667,0.8779569,1.0775,0.9172589,1.096434,0.9675115,1.0498309,0.8650973,1.0880824,1.0251442
radio,1.253834,0.8991105,0.9373767,1.250162,1.3612847,1.039466,1.1214445,0.8785575,0.57042944,1.209456,1.3042593,0.7050158,0.79398197,1.3564099,1.2024031,1.3027465,1.2328372,0.787091,0.66553074,0.6441661,0.85036236,1.0949403,0.5460014,0.46240163,0.9751303,0.508362,0.70264757,0.8690157,1.2142338,0.5765722,0.5926264,1.3403169,0.8480692,0.7898897,0.9767758,1.1364174,0.68800795,0.7561401,0.67247576,1.1436623,1.0844835,1.0436571,0.8764034,0.46216267,1.2307031,1.0116992,0.79079163,1.1420248,0.92581624,1.278292,1.0623643,0.84577465,0.6915768,1.1979734,0.8341708,0.9874128,1.0513572,0.93534184,0.9378748,1.1930109,0.93607074,1.3140361,0.9499229,1.322629,0.9293882,1.1209679,1.1714913,1.322366,0.8949061,1.4095616,1.0585973,0.66761947,0.51666415,1.063197,1.2974957,1.2577635,0.9326856,1.3169641,1.1786952,1.2118207,1.2686099,0.98380935,0.5861971,0.9100362,1.156308,0.827669,0.72632074,1.2699916,1.3266053,1.3234732,1.0452149,0.5378021,0.60028917,0.7134192,1.2235253,0.9824992,0.6140746,1.2504407,0.76509535,0.77143943,1.079253,0.7882402,0.8833504,0.0,0.7475548,1.0807014,1.0777351,1.2026492,1.1734263,1.2502006,1.0464205,1.4184122,0.9675144,1.2332451,0.8816318,1.108865,0.7760308,1.2912716,0.7505772,1.1693518,0.7329484,0.8491343,1.132541,1.0420539,1.0458019,0.969054,0.7661352,1.3644141,1.2145102,1.2124335,0.5443302,0.9447933,0.9196415,1.0224308,0.66738343,0.5621312,1.174385,1.003982,1.0434932,0.78613424,0.6004655,0.653993,0.78957105
