,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
foot,1.1955942,0.58213943,1.1027423,1.0234966,1.133672,0.82118666,1.1776752,0.9992082,1.3114666,1.2363476,0.9824251,0.5688561,0.8927529,1.0794623,1.1248299,1.1480564,1.2659699,0.88081604,1.00926,1.0919645,0.76705873,0.6663009,1.0729523,1.1449249,0.88000196,0.9881468,0.54333115,1.2696129,0.8084659,1.2049123,0.80071574,0.8928752,0.7418496,0.720032,0.6951544,1.0195112,0.8851397,1.251212,0.99721944,0.9637667,0.9492545,0.734087,0.9333414,0.98072875,1.2174186,0.58723944,0.61675704,1.1827728,0.0,0.83861935,1.1240293,1.1268953,0.61734927,0.7951777,0.95377344,1.0211747,0.77556485,1.0193402,0.73861206,1.0815326,1.2188921,1.2968094,1.0323367,0.7095765,0.9986026,1.0186592,1.1815953,1.1696956,0.76337516,0.92897975,1.1319841,0.7508527,0.8227535,0.982057,0.6485232,0.8886117,1.0824114,1.2061883,1.132795,0.9368451,1.1987054,0.8004114,0.7594433,0.9849541,1.2645463,0.6630671,1.2645996,1.1176975,1.0904214,1.0777594,1.1192749,1.1141856,0.56962574,1.1603158,0.8234391,1.1830099,1.0337036,0.70303494,0.93713033,1.1213368,1.2889407,0.45547384,1.0144284,0.79713184,1.2512995,0.7739212,1.0167812,1.0274314,1.0351114,1.2787576,0.9339156,0.55140454,0.78974247,1.2036965,0.88730407,1.0335075,1.3355272,0.8639758,0.7462126,1.0339121
fork,1.2707928,0.81563026,1.0163722,0.99483204,0.892535,0.8228455,1.0118542,0.7525665,1.2763946,1.3096284,1.3141971,0.6795921,1.1489075,1.3367473,1.024434,1.2534739,1.2446394,0.7295371,0.83889234,1.1216518,1.0368694,0.7140533,0.8763787,1.0565943,0.77342045,1.0943184,0.7747276,1.3196625,0.95677745,0.90737605,0.8185207,0.9638822,0.98255366,0.7699591,0.55430293,1.2492485,0.76829267,1.3015882,1.039497,0.9944299,1.1948804,0.83116484,1.1612811,0.8500637,1.3106927,0.81539625,0.8295465,0.8689792,0.83861935,0.0,1.145925,1.0313921,0.7055269,0.62352693,0.97822744,1.093572,0.82952356,1.094526,0.7560865,0.8647365,1.3056492,1.3753383,1.25377,0.5549673,0.8759243,0.77310914,1.0469325,1.2108766,0.99354,0.97868407,0.9651351,0.93556136,0.63143826,0.7108059,0.8224435,0.92049384,1.0211922,1.2646985,1.313853,1.2113268,1.1968402,0.46306038,0.5175415,0.8899656,1.3214386,0.64515305,1.240305,0.8283875,0.81433403,1.0587908,1.1372703,1.1100068,0.68722093,1.3020134,0.5765336,1.3443749,0.80871034,0.99218625,0.85560864,1.139728,1.2478589,0.73586667,0.89950454,0.83187246,1.2349095,0.6164205,0.84933543,1.0105538,1.0282832,1.3197232,0.980791,0.8006369,0.90426505,0.85194576,0.6976686,0.84759194,1.2846549,0.917311,0.7051265,0.9393753
frog,0.23273629,1.357553,0.9586513,1.2350854,1.0478715,1.1183751,0.8123492,1.1166013,0.9407788,0.7870536,1.028548,1.2431991,1.123952,0.9915814,0.84920204,0.9800651,0.575156,1.1184754,1.1477697,0.9023122,0.9558907,1.1804373,1.002856,0.68761456,1.2781408,1.12405,1.1793624,0.7024975,1.2498751,1.0156666,1.2837329,0.95062625,1.1123105,1.2199155,1.118239,1.1998152,1.1109699,0.57745415,0.68603206,1.1750371,1.0955659,1.0421016,1.0284338,1.0332152,0.94603676,1.2711458,0.8090817,0.9452923,1.1240293,1.145925,0.0,0.8033944,1.1172866,1.1578081,0.96788526,1.1296215,0.97050923,1.1089021,1.0668018,0.97684765,1.0579087,0.7751278,1.1534032,1.1426036,1.1195134,1.027138,0.97252995,1.0200028,1.2280695,1.1741321,0.87919134,1.2545252,1.1992503,1.027173,1.2288691,1.0612483,1.2039644,0.76972735,1.1070976,1.2110744,0.7599338,1.0653267,1.0936859,0.9631687,0.68179446,1.1127045,0.7561045,0.96610665,0.9217246,0.7100176,0.77738965,1.030463,1.1115324,1.2082682,0.853344,1.0618063,1.1673696,1.1870289,1.034939,1.0066862,0.97189945,1.2806633,1.0765479,1.2922537,0.8037934,1.0317575,0.8557154,1.0668097,1.1013114,0.91219497,0.94777393,1.3067027,1.1774318,0.8674083,1.1707939,0.74673784,0.83877325,1.2055684,1.2783161,1.1799197
glass,0.80645216,1.253352,1.0785558,0.956613,1.1570508,1.2484891,0.77523065,1.0629332,0.7959465,0.9545056,0.90498054,1.2374675,1.013743,0.8450674,0.7710211,0.85798913,0.67922395,1.2724664,0.9173418,0.84939885,1.0047843,1.212632,1.0980091,0.7797185,1.196674,0.55667305,1.197656,0.89692116,1.0811236,1.0636164,1.0165445,1.0230299,1.0477494,1.1610885,1.2361289,0.89396036,1.2530035,0.9752463,0.9853669,1.0814955,0.87885165,0.9773233,0.9441521,1.1780685,0.89485455,1.2216136,1.0586991,1.1366022,1.1268953,1.0313921,0.8033944,0.0,1.1683879,1.2275224,1.1175389,0.9313213,1.0526098,0.9624263,1.2113049,1.1957948,0.943038,0.8811148,0.9308764,1.0872773,1.1045938,1.0772972,0.81926906,0.86505973,1.2014265,1.1681299,0.7715559,1.2993205,1.2583458,1.1433299,1.2524432,1.0981218,1.0585766,0.8740379,0.9181584,0.9448448,0.69291866,1.1845108,1.1977713,1.006468,0.97358215,1.2105179,0.81197476,1.0444715,0.940812,1.1141802,0.95920604,1.0305157,1.1562613,0.8289905,0.86265975,0.9255942,1.1940087,1.0094088,1.0460691,0.75193834,0.9143391,1.2565486,1.2386725,1.2326869,0.820293,1.1652899,1.0714134,1.2894521,0.82576483,0.67994773,0.99310136,1.3321469,1.2033703,0.7439685,1.2782531,1.0306698,0.7705827,1.1659698,1.2915337,1.0479902
glasses,1.1892571,0.496458,1.0438595,1.096785,0.8858444,0.6132829,1.3202531,0.93475133,1.3842896,1.2514256,1.2450737,0.58188725,1.127644,1.2945881,1.1214502,1.3487427,1.3531195,0.73484397,0.95156044,1.2993301,0.82701415,0.8024111,1.1160457,1.1026514,0.91578305,1.1198,0.50132275,1.2931428,1.0297701,1.0445739,0.86269385,0.9705932,0.9885595,0.5206682,0.4808038,1.2057678,0.83545697,1.190447,1.042886,1.0894647,1.2171838,0.8453201,0.83132106,0.8556329,1.0791513,0.6244805,0.70005906,1.0271606,0.61734927,0.7055269,1.1172866,1.1683879,0.0,0.79860926,0.95644766,0.81954753,0.7591989,1.157645,0.3681388,0.88756084,1.2539368,1.3150309,1.2673104,0.8615631,1.0890192,0.79999304,1.2746527,1.3211987,0.9617638,0.68289244,1.0983226,0.44350338,0.84826446,0.78595746,0.33263028,0.882443,1.1964102,1.1691084,1.3522301,1.1364651,1.3458395,0.59229136,0.54961944,0.90113014,1.2567604,0.6676317,1.3740606,0.9375355,0.9885227,1.0514896,1.2332909,1.056722,0.42414677,1.313653,0.87092245,1.2853179,0.8992466,0.8806966,1.0579659,1.2978666,1.3104956,0.4022267,0.77094114,1.0089278,1.2593074,0.8609147,0.9070539,0.97133625,1.0622082,1.4993953,0.7780483,0.4496956,0.5130412,1.320956,0.88050056,0.9146517,1.4280748,0.8733151,0.41690665,1.1261858
glove,1.2719928,0.8276,0.91466075,1.0314785,0.6689769,0.7348129,1.2015575,0.73321396,1.4243436,1.1533253,1.200511,0.608786,1.0578119,1.2429712,1.0401278,1.156055,1.2993127,0.7990887,0.7829428,1.2206647,1.0651721,0.72503597,0.7727827,0.9728232,0.6396928,1.2455487,0.9225722,1.1048161,0.78430605,0.766752,1.0617268,1.0700567,0.8487546,0.92749625,0.74566114,1.2611797,0.71990967,1.1117245,1.0340728,0.8925508,1.229866,1.0021354,1.2180756,0.7275245,1.325418,0.70419717,0.8986497,0.63269883,0.7951777,0.62352693,1.1578081,1.2275224,0.79860926,0.0,0.94944036,1.2698503,0.79320514,1.0459778,0.7120002,0.6537429,1.2933128,1.333216,1.2250859,0.83962834,0.96360075,0.7186143,1.1006641,1.1050775,0.8685382,1.0791872,1.1783423,0.9186697,0.65045434,0.76111245,0.89552116,0.9231061,0.9010136,1.051743,1.2758656,1.1664448,1.2410803,0.6668961,0.71531546,0.83410573,1.1873529,0.6636194,1.2059433,0.72967756,0.980228,0.9564292,1.1587715,0.95817035,0.8212416,1.3812919,0.9249731,1.350811,0.40389037,0.98783404,0.93767995,1.2473248,1.3121995,0.6210198,0.7826887,0.44106704,1.3795735,0.8531444,0.8308553,0.8256144,1.161054,1.3957286,0.90700835,0.6437464,1.0637558,1.1873446,0.70445687,0.8413652,1.4337273,0.991638,0.7104721,1.0831928
gum,1.2144374,0.94260573,0.5231786,1.0697943,0.8456953,0.9048266,0.72748417,1.058385,1.084029,1.2467797,1.3123115,1.1350213,1.2238606,0.9631332,1.0912609,1.185935,1.1531653,1.0282784,0.9460761,1.296782,0.7711315,0.9513127,0.83631206,0.9813734,1.2583253,1.2298853,0.6350029,1.3044636,1.2852423,0.94080585,0.9374324,1.0113345,1.2983367,0.717891,0.9927273,1.3288914,0.99048114,1.1854496,1.0652204,1.1424822,1.2221344,0.8142245,0.8289657,0.89586115,1.0803317,0.68749535,1.211301,0.9729566,0.95377344,0.97822744,0.96788526,1.1175389,0.95644766,0.94944036,0.0,1.1027554,0.96073467,0.78555644,0.9992634,1.0780122,1.1370085,1.1477952,1.0969288,0.8919606,1.2306689,1.2318736,0.70309126,0.89820355,0.72792864,0.72550476,0.98418266,0.79676193,1.1505079,0.7652129,0.8339033,0.557776,1.2865916,1.1522859,0.97646594,1.175359,1.1793253,1.1504524,1.0402299,0.8698926,1.1718041,1.2467899,1.063055,1.132652,0.946471,1.0109605,0.9861786,1.0590478,1.069289,1.2434419,0.8159033,1.0290506,0.89429337,1.1743826,0.7016981,1.133528,0.95059335,0.95786136,0.9657895,0.77118254,0.9791854,0.8409245,0.96313417,0.45986104,1.2523534,1.2172296,0.88079363,0.7557485,0.7861467,0.75307477,1.1754744,0.7093448,0.99391174,1.3113732,0.93042946,1.275449
hair,0.989623,0.8382501,1.2574235,0.7076561,1.268158,1.1990764,1.0066632,1.2961199,0.9366528,0.9734693,0.89623606,1.1947643,0.98388237,0.7034773,1.0456799,0.8598687,1.040597,1.2540224,1.3057777,1.1906444,1.1044871,1.1735744,1.3390704,1.0212826,1.2955854,0.7895776,1.0231341,1.0180277,1.1656654,1.2788584,0.73607993,0.8286357,1.0824647,1.0299942,1.2292929,0.6736776,1.3507066,1.0164822,1.0800949,1.1640637,0.94492286,1.0161607,0.6448928,1.256108,0.34847093,0.9485189,1.0193573,1.2782576,1.0211747,1.093572,1.1296215,0.9313213,0.81954753,1.2698503,1.1027554,0.0,1.1344417,0.71155655,0.87511295,1.2126385,0.7878702,0.86488074,0.662772,1.1162182,1.1834528,1.2337867,1.0237594,1.0072825,0.85871327,0.8375784,0.94792247,1.0322832,1.2523273,1.1271919,0.7274279,1.1835824,1.1041019,0.9501462,0.651948,0.71981174,0.97871053,1.2555094,1.2112579,1.0345242,0.9341385,1.2299653,1.0149392,1.142137,1.2675607,1.1571101,1.0736402,1.098839,1.0728804,0.5153433,1.233608,0.618929,1.1684889,0.8287711,1.0666444,1.0968256,0.95494115,1.1100125,1.260095,1.1108156,0.92319363,1.0808662,1.1652659,1.255198,0.8694791,0.8934149,1.0459104,0.92307156,1.0243232,0.9590226,1.2316496,1.2699542,1.0178795,1.0373055,1.101951,0.98644537
hamburger,1.2244391,1.0178988,0.7578958,1.2429595,0.7687818,0.6115819,1.2728535,0.70176756,1.307401,1.1108338,1.2375507,0.91060793,1.147463,1.3615404,0.9169697,1.3791397,1.2456899,0.8092911,0.86829793,1.0366039,0.7552663,0.9016998,1.0245131,0.85493064,0.88460135,1.1319507,0.71406984,1.2551072,0.99346757,0.7955793,0.9926351,0.9079672,0.9993391,0.7217308,0.66785675,1.2541822,0.8318087,1.1715991,0.7447444,1.0292133,1.265046,1.0624152,1.0770364,0.68430585,1.130135,0.97085106,0.88834643,0.78698933,0.77556485,0.82952356,0.97050923,1.0526098,0.7591989,0.79320514,0.96073467,1.1344417,0.0,1.3514361,0.52630556,0.6778003,1.271285,1.3124033,1.4107298,1.047402,0.91967183,0.79348296,1.2520368,1.1734786,1.1221321,1.0976496,0.8339528,0.75225985,0.8569963,0.9643533,0.98636127,0.7028698,1.1338352,1.0742853,1.4020846,1.2440766,1.2567514,0.7518058,0.743738,0.9172707,1.2019954,0.79769075,1.2483609,0.8606441,0.9139046,0.8558764,0.984735,0.8826171,0.77735174,1.2955778,0.95872694,1.3077049,0.891969,1.0926914,1.0297426,1.1843654,1.1973958,0.74061394,0.7116073,1.0613253,1.1605803,0.9067798,0.9452422,0.89185476,1.1464217,1.3234887,0.5792464,0.8323555,0.8796829,1.280721,0.874209,0.5896791,1.246954,1.0667241,0.7199095,1.1070925
hand,0.92847824,0.8917626,1.1964357,0.3744973,1.3627362,1.4806347,0.5454807,1.4243574,0.80904543,1.0367953,0.8575616,1.3218396,0.96076155,0.44874996,1.1732675,0.6113046,0.84436506,1.4596249,1.3939555,1.1464267,1.0417084,1.0100002,1.2451355,1.0866135,1.4001873,0.7698886,1.0846997,0.89990175,1.0939169,1.3888229,0.68495965,0.9914742,1.1849936,1.1197867,1.4116645,0.8026979,1.4463656,0.98185176,1.1935163,1.0931515,0.85115564,0.8742113,0.8012239,1.4159491,0.7802877,0.53241545,1.1247401,1.3404987,1.0193402,1.094526,1.1089021,0.9624263,1.157645,1.0459778,0.78555644,0.71155655,1.3514361,0.0,1.4166106,1.3079722,0.77183026,0.8054477,0.37740898,0.9786708,1.2017597,1.4840682,0.63335663,0.8882453,0.7170855,0.81822586,1.0802281,1.1987759,1.3538861,0.9044193,0.8427484,1.1784817,1.0367295,1.0010705,0.36030668,0.6035664,0.7766107,1.4204077,1.3202236,1.2198026,0.89019483,1.4403355,0.79056895,1.2630213,1.3902885,1.2331481,1.0711677,1.1515082,1.2992476,0.6994426,1.1577369,0.5522753,1.0460575,0.8741013,0.7934742,1.0012966,0.9208296,1.2221102,1.435946,0.691248,0.9207741,1.0298624,0.89652056,1.1302874,0.87571776,0.6939563,1.2810807,0.8188778,1.1348431,0.6302599,1.3700925,1.4398685,0.8845891,1.2018914,1.2739856,1.0581604
hat,1.2365153,0.7334093,0.9179636,1.3116729,0.6843234,0.38372362,1.4288113,0.83755875,1.4192985,1.1579026,1.3364216,0.596808,1.2111661,1.4134107,1.0405612,1.4226804,1.413502,0.6201378,0.8453599,1.2587333,0.91574574,0.8855723,1.0678713,0.90570235,0.7813721,1.2814867,0.6859273,1.2678535,1.0587878,0.8435964,1.0441525,0.8915871,0.98583907,0.70322907,0.5123381,1.2703896,0.7254962,1.1492711,0.87056077,1.0215367,1.329025,1.0709307,0.98070866,0.6380937,1.0476012,0.9320497,0.745415,0.85811234,0.73861206,0.7560865,1.0668018,1.2113049,0.3681388,0.7120002,0.9992634,0.87511295,0.52630556,1.4166106,0.0,0.650782,1.2491075,1.3575423,1.4168481,1.012896,1.0854467,0.6486899,1.3341382,1.2082762,1.0392102,0.9558269,1.0511478,0.5023261,0.7639142,0.9159049,0.6541918,0.82970065,1.1887875,1.0657307,1.4542245,1.274103,1.4446461,0.5734151,0.5803774,0.75133026,1.2235433,0.52833277,1.3972281,0.8418707,0.8547395,0.89939404,1.1556385,0.9180988,0.5697822,1.3020585,0.9550483,1.3601172,0.848598,1.0399948,1.1548034,1.2911441,1.3110408,0.48514676,0.61026657,1.0836958,1.267427,0.92821753,1.0345446,0.89023626,1.0653659,1.5217292,0.409258,0.6410289,0.65355706,1.39524,0.7766858,0.57715535,1.3993024,0.79360306,0.48486888,1.042226
horse,1.0734481,1.0886832,0.8223154,1.2507365,0.7406515,0.7190038,1.30789,0.73066807,1.2849321,1.0103824,1.2049575,0.8515201,1.1707263,1.3496857,0.8523936,1.2283854,1.1931139,0.80810976,0.91965187,1.1319903,1.0528191,0.9046091,0.963019,0.8445897,0.7515914,1.2455266,1.0245098,0.9881918,0.7831051,0.84301007,1.0788155,1.0878448,1.026022,0.94889235,0.8337678,1.1133989,0.83807,0.9507322,0.81493056,0.91776496,1.1604022,1.1701107,1.2036315,0.7939642,1.2194833,1.1014187,0.843848,0.759535,1.0815326,0.8647365,0.97684765,1.1957948,0.88756084,0.6537429,1.0780122,1.2126385,0.6778003,1.3079722,0.650782,0.0,1.107033,1.2510204,1.369887,1.0514286,0.8507092,0.6642293,1.200728,1.1788721,1.1443717,1.1647203,1.0693084,0.8930247,0.8011414,0.8836857,1.1131532,0.8804405,0.89437795,0.99904513,1.3546683,1.1738626,1.236731,0.8089759,0.85853887,0.9921215,1.1323602,0.82097334,1.1890007,0.62874174,0.9290693,0.38575053,1.0314505,0.72106934,0.94213355,1.207919,1.0771222,1.2907686,0.72306854,1.0561974,1.0118384,1.148118,1.1737396,0.90014815,0.74609244,1.0826015,1.1667726,0.94546705,0.9446782,0.88848,1.0742555,1.1779424,0.82668924,0.9327395,1.0652388,1.3370411,0.77243954,0.72211707,1.1975353,0.9108505,0.7515574,1.0707458
hose,0.91589516,1.0733708,1.1251379,0.8189268,1.2791564,1.3102183,0.8480986,1.2980404,0.67829967,0.9245233,0.7453189,1.3411455,0.87889063,0.74905854,1.1271541,0.7713343,0.920329,1.3169687,1.2578965,0.9361596,1.1207458,1.3145343,1.2236891,0.9417932,1.2162483,0.7102808,1.2666941,0.95165944,0.8794544,1.202389,0.9394203,0.9983476,1.0460601,1.2960081,1.371527,0.62970555,1.3190001,0.98324716,1.0525994,0.91691095,0.6723087,1.1726133,0.7497792,1.3059864,0.8000741,1.1221737,1.1106181,1.2392875,1.2188921,1.3056492,1.0579087,0.943038,1.2539368,1.2933128,1.1370085,0.7878702,1.271285,0.77183026,1.2491075,1.107033,0.0,0.8798349,0.65285754,1.2200994,0.9304678,1.1058449,0.8952482,0.750557,1.0128325,1.0733978,0.9700378,1.222005,1.2941262,1.174645,1.0824155,1.1574968,0.8499343,0.99090505,0.717142,0.64943373,0.85306966,1.322387,1.2968934,1.1315591,0.9024844,1.3385596,0.91803515,1.1514308,1.1751596,1.041005,0.9930884,0.8906528,1.3296323,0.5736256,1.1221416,0.7658287,1.2349489,0.9961848,1.0383958,0.67250174,0.7666,1.3250364,1.2079917,1.1043922,0.8430864,1.2129738,1.0660455,1.1652682,0.9627395,0.54444426,1.0727291,1.1974875,1.2641973,0.81394935,1.2768465,1.2013954,0.68173283,0.7196185,1.3002102,0.9013072
jacket,0.41590166,1.2560735,1.1696072,0.99485415,1.2505493,1.3473792,0.816111,1.34457,0.7389738,0.4628725,0.8740753,1.3778871,1.071592,0.6425603,0.95196605,0.74825007,0.34943628,1.3264155,1.3255492,0.8384926,1.0552645,1.25851,1.2102826,0.98260313,1.3450441,0.95316046,1.3433967,0.4687109,1.3067745,1.205907,1.0768992,1.0455825,1.1914037,1.2979115,1.3712635,0.94710886,1.3399999,0.40171075,1.05688,1.3002698,1.0268159,1.1341,0.92320067,1.2562983,0.60612786,1.218769,1.2134662,1.1616163,1.2968094,1.3753383,0.7751278,0.8811148,1.3150309,1.333216,1.1477952,0.86488074,1.3124033,0.8054477,1.3575423,1.2510204,0.8798349,0.0,0.716014,1.3348757,1.2126119,1.2345883,0.99765944,0.9357791,1.0868255,1.0296834,0.9976308,1.2709464,1.4501281,1.2471079,1.2322774,1.2226024,1.156027,0.545151,0.6578784,0.9543037,0.64137834,1.3222102,1.3211706,1.1164727,0.35869002,1.3740634,0.32384765,1.1490607,1.1099155,0.9211753,0.92945415,1.1385249,1.3451574,0.8055252,1.266239,0.4884374,1.1742737,1.1680062,1.157483,0.97330004,0.7310829,1.4123151,1.2333196,1.2130983,0.8416006,1.2961211,1.0031415,1.203512,0.9404329,0.69717467,1.1388433,1.326397,1.168947,0.8459659,1.3965901,1.2601868,0.738731,1.2375569,1.3895115,1.0552571
jeans,0.8726536,1.0096073,1.357064,0.47378087,1.3905351,1.4724572,0.60642225,1.3309467,0.67393184,0.9715508,0.5307481,1.1617277,0.7094389,0.3556949,1.1802299,0.38744485,0.8384298,1.4185426,1.3868729,1.0498947,1.1328807,1.0965705,1.3171933,1.1163865,1.355619,0.66843045,1.1448491,0.8785738,1.0055836,1.4324837,0.9365976,0.95043916,0.9055286,1.273306,1.4319049,0.6059683,1.4580572,1.0381131,1.2015846,1.0802041,0.6570976,0.9356332,0.9000868,1.458511,0.78702205,0.9851332,1.1248703,1.4510318,1.0323367,1.25377,1.1534032,0.9308764,1.2673104,1.2250859,1.0969288,0.662772,1.4107298,0.37740898,1.4168481,1.369887,0.65285754,0.716014,0.0,0.9870122,1.15635,1.4463422,0.7959356,0.85844207,0.720263,1.032221,1.1313154,1.2882097,1.1884099,1.0989618,1.1051348,1.3110297,0.8864816,1.0706466,0.14802974,0.29454434,0.7363747,1.4294409,1.3799436,1.1732627,0.894347,1.307034,0.8652181,1.3389032,1.3116034,1.2916046,1.1263235,1.1032097,1.2935456,0.46257186,1.1475389,0.38620746,1.1605561,0.564463,0.94841033,0.8532491,0.79622555,1.2668846,1.4544375,0.86750275,0.8322408,1.0718815,1.0401953,1.2993321,0.62446946,0.552039,1.3248662,1.1574748,1.1678188,0.624947,1.1844908,1.5086477,0.7725041,1.0152541,1.3891745,0.9405836
knife,1.1637595,0.82130563,1.1467446,0.9207179,1.1102939,1.0294112,0.9068904,0.83667254,1.0532573,1.2946147,1.0053587,0.6163001,0.89418644,1.0488094,1.0418956,0.95567536,1.2137542,0.900046,0.94623226,1.0693767,1.0669333,0.5842328,0.91321087,1.2134857,0.98580277,1.037469,0.69867617,1.233976,0.8447474,1.0853871,0.8847715,0.8665849,0.7802429,0.8649632,0.8052347,1.0229331,0.9355901,1.2705308,1.0372976,0.957505,0.9232539,0.6316871,1.1871464,1.1236175,1.3123354,0.8504979,0.81408525,1.1234485,0.7095765,0.5549673,1.1426036,1.0872773,0.8615631,0.83962834,0.8919606,1.1162182,1.047402,0.9786708,1.012896,1.0514286,1.2200994,1.3348757,0.9870122,0.0,0.911318,1.1542647,1.0448856,1.0942905,0.7767262,0.966294,1.201038,1.1040481,0.68661165,0.7120688,0.9658291,1.1247951,0.9177619,1.2499638,1.0513264,0.98066145,1.0885715,0.79654604,0.83088154,0.8636074,1.2618151,0.86771345,1.2627904,1.0806713,1.0145795,1.165987,1.1853856,0.98230267,0.7709363,1.0815694,0.55829364,1.1776795,0.97577786,0.7446086,0.47147423,1.0700649,1.1855835,0.8873459,1.1572381,0.8541405,0.9322335,0.31706882,0.8689246,0.9676472,0.92870504,1.1745105,1.09968,0.9154042,0.96158206,0.82328993,0.7066107,1.029447,1.0995228,0.908466,0.8884308,1.0716965
ladder,1.1983343,1.0646274,1.0643831,1.0709314,1.0485718,1.0278329,1.132735,0.63376325,0.98809165,1.1896684,0.9117869,0.926555,0.8302599,1.220053,0.9418562,1.0445486,1.0720236,0.8916026,0.859102,0.61761594,1.1301634,0.9855917,0.79319197,1.0847038,0.6064209,1.0018265,1.2073281,1.0850354,0.41927046,0.95204335,0.93567646,0.9507408,0.7428014,1.0491583,0.944853,0.7141808,0.812298,1.1285921,0.9131597,0.5830329,0.8054378,1.0379295,1.1800227,1.0986643,1.1949508,1.131866,1.0775225,0.9360631,0.9986026,0.8759243,1.1195134,1.1045938,1.0890192,0.96360075,1.2306689,1.1834528,0.91967183,1.2017597,1.0854467,0.8507092,0.9304678,1.2126119,1.15635,0.911318,0.0,0.686113,1.155096,1.0553213,1.1236086,1.112026,1.0272279,1.1412425,0.68184793,0.99794894,1.1425512,1.1055415,0.572403,1.1778448,1.1851814,1.0423617,0.9541389,0.86619383,0.93945336,1.0436313,1.1960791,0.9004388,1.1564183,0.75869536,0.9858063,0.9861374,0.9659951,0.9069793,0.97378016,0.8951623,0.9255992,1.1581993,0.98029685,0.9583362,0.9678591,0.9705805,1.1266181,1.0498447,0.9645685,1.0130268,1.072142,0.98897225,0.989804,1.0574187,1.1029304,0.85927343,1.061088,1.1334751,1.1367376,1.1400722,0.6787849,0.97547215,1.0539278,0.7963511,0.96484965,0.7360891
lamp,1.1901066,1.1017209,0.8655473,1.301198,0.58965147,0.5544522,1.3889871,0.6718422,1.2751985,1.1596911,1.3459475,0.67685735,1.2611091,1.4509127,1.0144079,1.4141169,1.2061568,0.45829308,0.6053128,0.87945867,0.9586381,1.068794,0.7610378,0.92824554,0.45052862,1.2214273,1.0592378,1.1851203,0.7738766,0.5370482,1.254287,1.1520505,0.9864122,0.8852038,0.48219484,1.2266506,0.4693973,1.1896448,1.0364488,0.7434865,1.2509851,1.2203335,1.1576011,0.5969308,1.1827862,1.1487943,0.99065006,0.53760165,1.0186592,0.77310914,1.027138,1.0772972,0.79999304,0.7186143,1.2318736,1.2337867,0.79348296,1.4840682,0.6486899,0.6642293,1.1058449,1.2345883,1.4463422,1.1542647,0.686113,0.0,1.2156285,1.1474559,1.3624458,1.1250045,1.0508106,0.7138521,0.67508113,0.90481144,0.9772107,0.9194351,0.8840314,1.203237,1.4571803,1.4027919,1.1485511,0.38237393,0.48891342,0.91206074,1.2665806,0.5022106,1.263963,0.54560804,0.69335467,0.93101525,1.0651226,0.9059919,0.74925554,1.2501945,0.83318377,1.3340423,0.7091801,1.2187377,1.3194782,1.0476105,1.1499374,0.6851984,0.42835248,1.0661347,1.2933075,1.1083589,0.9541129,0.90585184,1.1562644,1.2565184,0.8433433,0.96949816,0.8211145,1.2703334,0.66827095,0.7667176,1.2490201,0.5830663,0.566702,0.77232414
melon,1.0031145,1.0738764,0.84129757,0.7902264,0.9355179,1.1935273,0.7421455,1.2066811,0.8136369,1.1048262,1.0003017,1.2982137,1.0174589,0.81583273,1.0550985,0.81024295,0.9343048,1.0914094,0.9993162,1.0525045,0.9980355,1.1014923,0.8102352,0.9684419,1.1462508,0.9001859,1.1267276,0.9646516,1.1111524,1.0297816,0.88825727,1.1452287,1.1901217,1.1127341,1.2688016,0.9361486,1.0110557,1.0320002,1.1871287,0.99847806,0.94715,0.9522706,1.028484,0.98670524,0.97368246,0.97172225,1.1744174,1.053735,1.1815953,1.0469325,0.97252995,0.81926906,1.2746527,1.1006641,0.70309126,1.0237594,1.2520368,0.63335663,1.3341382,1.200728,0.8952482,0.99765944,0.7959356,1.0448856,1.155096,1.2156285,0.0,0.8393183,0.96321297,1.0206698,0.94981414,1.1794391,1.1373738,1.0172502,1.1328511,0.84180933,1.0098336,1.0151179,0.73987925,0.9286364,0.9014269,1.2593716,1.201882,1.1587968,1.0181346,1.2492089,0.88123614,1.0787995,1.0495851,1.1627964,0.9945937,1.0996578,1.2429082,0.8898425,1.0181612,0.8689875,1.1207402,1.1117334,0.93423223,0.8996414,0.8619611,1.2604249,1.0906441,0.8668531,0.8736645,1.0999278,1.0360612,0.89159995,0.9776467,0.82046944,1.1882653,1.1441381,1.179856,0.72619236,1.148045,1.0954049,0.8416587,1.2227588,1.2325156,0.99481666
