,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
spoon,1.4527004,1.0382166,0.6133269,0.6874395,1.3994324,0.72265214,0.7985173,0.5750245,0.9021578,1.3497332,1.5251093,0.564687,1.3903725,1.3451941,0.8021598,1.5294617,1.0097468,1.0440639,0.43862188,0.37363487,1.2113051,0.527562,0.6864834,0.653669,0.65437996,0.8445994,0.6270796,1.4179717,0.8855018,0.41329777,1.4844263,1.3395643,1.2157701,1.0126545,1.4982728,0.6912754,0.41215295,1.4392116,0.5666697,0.9328976,1.3988876,1.1937835,1.3488107,1.0126905,1.3097003,1.2615111,0.6536257,1.2535809,0.7741381,0.6559752,0.8215827,0.91835535,0.24460316,1.0950041,1.2830284,0.64334774,1.0828221,1.277615,0.92975986,1.3636495,1.3326039,0.47408903,1.193111,1.3255864,1.3702304,0.7508351,1.4398228,0.11947209,1.3729687,0.35632992,1.1515665,1.1882352,1.1437323,1.004385,1.4863212,0.92779833,0.9317672,0.68725616,0.44402432,0.7981163,0.5845573,0.47910154,1.2002552,1.547828,1.4345834,1.4121587,0.29910052,0.25164604,0.8494357,1.1808885,0.9998508,0.77873117,0.59473735,0.5135206,0.8440308,1.0214458,0.6380463,1.3251988,1.2472703,0.93621707,1.3895252,1.0232582,1.5459831,1.2439656,1.2854495,0.38698065,0.80914277,1.1178931,1.2245215,0.4306885,1.1157955,1.2547872,0.0,1.0847741,1.300071,1.0724378,1.4673387,1.456517,0.44213557,0.5060384,0.6430467,0.70055276,1.1389126,0.9132217,0.8542345,1.2741977,1.3280821,0.7570001,0.827035,0.53888357,1.4114145
sprinkler,1.0532292,0.87045,0.96030957,0.958611,0.98542666,0.92594784,0.93662095,1.2116811,1.2763207,0.89257634,1.118266,0.86135435,0.94971365,1.1281779,1.0472277,0.9911292,0.931455,1.1669766,1.0432909,1.2105062,1.122339,1.2599403,0.96470356,1.1028,0.8720605,0.8227015,1.2647464,0.9844096,0.90046304,0.8535994,0.879659,1.0241784,1.0861378,1.0698873,0.99508643,1.1999793,1.0767459,1.2222365,1.173425,1.1294761,0.9935351,1.0340871,0.8728297,0.72578615,0.88092375,0.6375233,1.0183645,0.7671564,0.983903,0.65561074,1.0904593,0.7160013,0.87732124,1.0141369,1.1007851,0.8930777,1.1152543,1.1112853,1.0349429,0.8882077,0.93953365,0.9613715,0.90461576,1.0084817,1.0344323,0.9835126,1.0228336,1.0249408,0.97269595,1.0362984,0.8106276,1.1822897,1.0852251,1.0298731,0.83596826,0.93208414,0.8878153,1.1787869,0.9383748,1.205881,0.96329975,1.1886845,0.75104797,1.0252981,0.9654527,1.0386192,0.881135,0.8854368,0.8696295,1.0257473,0.9436298,1.168825,1.0883999,1.1245898,1.2590448,1.008982,0.80992746,0.9329599,1.1314427,1.053127,0.9881933,1.1210108,0.9945646,0.9233706,0.9721236,0.8762575,0.91946584,0.9924974,1.2518945,0.85536635,1.1149864,0.8199758,1.0847741,0.0,1.0664659,1.0063963,1.0848998,1.2036791,1.0903528,1.0547875,0.88943714,0.89136904,1.0258186,1.1953255,1.1866355,1.1378397,0.8988581,0.84146374,0.9212636,0.8199625,1.0357699
strawberry,0.8719615,1.079936,1.0751415,1.1835159,0.9573952,0.93567187,0.969214,1.1341772,0.95944196,0.9236843,0.8464952,1.1666465,0.8743589,0.95811373,1.0407801,0.8246319,1.0126736,1.0275207,1.1119255,1.1493247,0.96443045,1.0875912,1.1167953,1.0558075,1.1969303,1.057301,1.1439312,0.8622951,1.143662,1.2152584,0.86552036,0.93467975,0.8448192,1.0443105,0.8897478,0.98871976,1.1520493,0.89199054,1.1183666,1.0367928,0.85169077,1.0236742,1.0059749,1.0658652,0.8956764,0.91927475,1.0361184,1.1164346,1.2013235,1.1429113,0.6410309,1.176918,1.1881319,0.9501293,0.8064908,1.2437022,0.9220032,0.98091424,0.8465611,0.93607295,1.0257607,1.1789793,0.96209466,0.84686613,0.9387181,1.1304927,0.93490154,1.2668893,0.89683616,1.2196434,1.0993203,0.902104,0.8662776,1.0693492,0.82485104,0.94478893,0.9732055,1.0217991,1.1872051,0.9928664,1.1639042,1.2235434,1.0001801,0.7998532,0.9671141,0.84763086,1.2539777,1.2488188,1.0883595,0.8793409,1.0456636,0.9722142,1.0560365,1.1445855,1.0009222,0.9516136,1.2262645,0.9970964,0.97098637,0.98198795,0.9568851,1.0244583,0.9282491,0.8617174,0.92133677,1.1948261,1.1947532,0.9942101,0.9056175,1.1017,0.9858662,0.7596438,1.300071,1.0664659,0.0,0.994981,0.95061684,0.8390573,1.2518378,1.0864052,1.2234336,1.2275541,0.972552,0.9538131,1.007178,0.9233666,0.9035275,1.1136045,1.097013,1.1805217,0.9309456
stroller,1.1253154,1.0958581,1.2270715,1.2560074,1.1649594,1.0939784,1.0294634,1.0873221,0.64305925,1.1687616,0.8759528,1.1163207,0.95985293,0.9623208,0.96735334,0.9886839,0.93134236,0.8198576,0.8831044,0.8843081,0.79831254,1.0003344,0.95754683,0.7399093,0.8331417,0.82045114,1.0147909,1.046674,0.8208045,1.0854564,1.0141366,0.95903456,1.0894523,1.3193114,0.9525813,1.221628,1.1236635,0.81389195,0.8323772,0.78071934,0.97865546,0.8048593,1.0586749,0.8624656,1.0738953,1.2258222,1.0770793,1.1618122,1.2645922,1.1381259,0.93916655,1.2029932,1.1592088,0.9627901,0.95206326,1.123752,0.9031094,1.0618085,0.920246,1.115148,1.1367533,0.89416265,1.1302861,0.960913,0.87834436,0.80233747,1.031519,1.1414118,0.8124555,0.99710727,1.153765,1.0392733,1.0396736,0.87532777,1.0307136,1.0399501,0.61496127,0.9663733,1.2265552,0.8503777,1.123066,1.150415,0.9541762,1.0254679,1.0771431,1.084427,1.1095675,1.0958142,0.8916143,1.2088454,0.711343,0.9534608,0.9389121,1.1462805,0.85013276,0.49813664,0.7849396,1.0521795,1.1385856,1.0428573,0.9327716,0.76294935,1.0192913,0.7362698,0.9597514,1.1023266,1.1291069,1.2068093,1.0189041,0.97216696,1.0461175,0.9810597,1.0724378,1.0063963,0.994981,0.0,0.93294334,0.92490745,0.7719392,1.1861486,1.2398233,1.1737454,1.0701153,0.9142291,0.6482971,1.1660509,1.0989023,1.0459514,0.7874972,1.0201107,0.9451384
sweater,0.7930106,1.0804949,1.2908969,1.3257754,0.65194345,1.2252306,1.1545681,1.2599831,1.199781,0.8228643,0.5277804,1.1974127,0.7980352,0.7213348,1.2364403,0.59306246,1.1161175,1.1022794,1.3552437,1.3723704,0.99811375,1.3215843,1.1909484,1.2834585,1.2312546,1.1752223,1.3012841,0.6356745,1.0661428,1.3825631,0.6713649,0.42295825,0.93528867,0.97277284,0.57498336,1.3043561,1.2943625,0.75986785,1.3300123,1.1756461,0.6626215,0.876621,0.8468152,1.1481415,0.73770297,0.8966557,1.2488352,0.86946225,1.1473875,1.3173866,1.2454726,1.1058545,1.4100642,1.1392238,0.85487497,1.2400053,1.0232811,0.5863634,1.2500527,0.56165755,0.7535968,1.3157154,0.8717362,0.7741543,0.31276274,1.2505839,0.5492604,1.4242523,0.75985014,1.3640352,0.9013084,0.9544345,1.0431185,1.1342735,0.8045349,1.0582604,1.1234051,1.1727268,1.280233,1.2270827,1.2749696,1.3465612,0.96208,0.4411443,0.5639802,0.8614525,1.4294434,1.4155972,1.1353462,0.98149467,1.0203394,1.17673,1.2854683,1.3818171,1.207188,1.0898342,1.3292829,0.7663796,0.8704101,1.1697335,0.6255866,1.0923122,0.42316252,1.0335805,0.7010864,1.4010916,1.1388783,0.85657597,0.8791203,1.3281709,0.83778095,1.0152886,1.4673387,1.0848998,0.95061684,0.93294334,0.0,0.6353996,1.3941122,1.3724256,1.213025,1.1897465,1.0163916,1.1734414,1.2044725,0.87986594,0.7747297,1.2726068,1.2330953,1.2781627,0.65116394
table,0.6916887,1.2457771,1.3680072,1.2714334,0.7810489,1.2996778,1.2899759,1.2832909,0.95407116,0.7489619,0.26234657,1.2749817,0.63546824,0.67585504,1.2118764,0.4928676,1.0674868,0.6941887,1.3826034,1.2114216,0.7064936,1.1552614,1.2501547,1.1944585,1.299601,1.1373272,1.152678,0.7097815,0.8755914,1.4046938,0.62097836,0.7477726,0.8032498,1.1554309,0.6137975,1.0869602,1.3380722,0.52295345,1.1639775,0.98979515,0.72482884,0.98540044,0.8419918,1.0247849,0.96462244,0.99130595,1.2264435,1.0172998,1.3898263,1.3850621,1.1216247,1.2135671,1.4335358,1.0273393,0.6313918,1.4208665,1.1241738,0.71617866,1.096811,0.95356625,0.95418197,1.5448604,1.0845703,0.7055479,0.790527,1.1872771,0.8353925,1.4199135,0.57628787,1.4512331,1.0892292,0.8169444,0.87457573,1.0177478,0.8706087,1.0931771,1.1313648,1.0327874,1.4744008,1.0858396,1.4192891,1.3237112,0.9619567,0.64184743,0.8435361,0.548774,1.4614393,1.4651251,1.3012508,0.94892,1.1753877,1.011208,1.2662113,0.9465231,1.0613934,0.9697007,1.2599368,0.7831947,0.8131749,1.0746834,0.6610655,0.89637446,0.7040622,1.0220703,1.0027148,1.3096042,1.2142339,0.6780535,0.6007794,1.5884347,0.77614236,1.0944875,1.456517,1.2036791,0.8390573,0.92490745,0.6353996,0.0,1.3023372,1.3592955,1.5028607,1.3693113,0.8621984,1.0340703,1.0017326,0.43780506,0.7649379,1.2141932,1.1639602,1.5095415,0.5822957
tape,1.2863553,0.9955817,0.6241223,0.71637976,1.4966401,0.61062056,0.72174174,0.5955304,0.62133527,1.3890979,1.4587436,0.7687119,1.3204166,1.1417437,0.7809447,1.4985561,0.99111724,0.8822254,0.6158094,0.32469893,0.9394518,0.5498151,0.8867767,0.46197724,0.7471272,0.93755823,0.60781115,1.373751,1.0167521,0.4989547,1.4190893,1.1736549,1.1354618,1.1130528,1.4896237,0.74654424,0.6748115,1.2769243,0.4308915,0.69058496,1.306321,0.91993356,1.4242107,0.92998636,1.3103275,1.3438241,0.485627,1.2775979,0.9086825,0.87706447,0.8357415,1.0745813,0.65505576,0.7648376,1.1855807,0.71049535,0.99830896,1.1730744,0.7097787,1.3790286,1.2866935,0.47023034,1.3700662,1.1832886,1.3833077,0.69667983,1.4727674,0.6310993,1.4109607,0.526572,1.3171989,1.0904713,0.97596174,0.8560964,1.282549,1.1734256,0.8928173,0.69450164,0.6540109,0.7445322,0.77924776,0.44792503,1.2129006,1.5271611,1.5033689,1.2899346,0.7058183,0.63437754,0.8936819,1.1204816,0.9716359,0.69409084,0.75014436,0.610361,0.6592455,0.8166007,0.6491575,1.4082015,1.2402492,0.9676693,1.3678799,0.7108567,1.5291891,1.0527661,1.3642536,0.7676083,1.0796379,1.127563,1.1138664,0.620695,1.1784617,1.2464749,0.44213557,1.0903528,1.2518378,0.7719392,1.3941122,1.3023372,0.0,0.81688786,0.8520318,0.7022278,1.1597922,0.8653416,0.3942346,1.1738102,1.3272321,0.98348,0.9068897,0.6981691,1.3875048
toast,1.3816699,0.99294484,0.75125235,0.76694936,1.2892635,0.88278866,0.9673017,0.8411914,1.0304326,1.258786,1.354743,0.67702067,1.3023914,1.3270912,0.943865,1.3240211,1.0365188,1.2306734,0.67007524,0.69924784,1.2742927,0.5726072,0.817398,0.9117697,0.7979064,0.9235182,0.72560245,1.2227048,0.94616264,0.57795733,1.2402792,1.2577338,1.1648029,0.92528224,1.2993541,0.48365194,0.58656716,1.2722068,0.84213674,1.0790846,1.2140316,1.1671815,1.0400864,1.1104566,1.1376079,1.0912132,0.8772686,1.017317,0.7736845,0.7906362,0.86092067,0.8065306,0.52578473,1.1282337,1.287754,0.69169885,0.9753088,1.2026438,0.99654114,1.1323044,1.2109027,0.69539183,1.0689783,1.2832135,1.2671547,0.8107469,1.2167553,0.4966662,1.2509732,0.64803135,1.0030993,1.0738318,1.175939,1.0061997,1.2118216,1.0194182,0.9956223,0.82051,0.5393481,0.8596387,0.65471846,0.564919,1.1577073,1.3253616,1.212549,1.3970107,0.6393114,0.5440291,0.8931254,1.1640483,1.0051154,0.736722,0.76469123,0.69577456,0.8857388,1.1704122,0.86892736,1.1841259,1.1028485,1.0177983,1.2761534,1.2253053,1.3479168,1.2168685,1.1070143,0.5479209,0.6811199,1.1898311,1.2487047,0.5859933,1.0514936,1.1075315,0.5060384,1.0547875,1.0864052,1.1861486,1.3724256,1.3592955,0.81688786,0.0,0.61449,0.78247,1.2592723,0.85836154,1.074458,1.2243564,1.2956192,0.8476362,0.88567716,0.65539503,1.2177162
toe,1.2747997,0.4956227,0.4457612,0.53415036,1.0150478,0.6704654,0.8078011,0.8393059,1.2357776,1.3883673,1.5085351,0.5823239,1.4672393,1.2770786,1.0030593,1.2861971,1.0471843,1.3237193,0.8332521,0.98817575,1.3680134,0.9902566,0.95989007,1.0451711,0.9220669,1.094269,0.95630175,1.2956784,1.2217615,0.6690252,1.4275863,1.2268946,1.176089,0.701977,1.371167,0.91600263,0.5129906,1.4416531,1.0193155,1.051834,1.3099649,0.9118953,1.2612323,1.1227015,0.8626615,1.0426527,0.8014376,0.84261155,0.12721258,0.60300267,1.0718372,0.39448225,0.5442471,1.137315,1.3659284,0.35849035,0.9087099,1.0764254,0.7700571,0.907732,0.65091985,0.43387163,0.9546242,1.3920453,1.1876781,0.93402255,1.1202283,0.57604134,1.4728637,0.72534204,0.6203519,1.1484524,1.1350209,1.1290045,0.99372876,0.997866,1.1358469,1.0943701,0.1988424,1.1171489,0.43925357,0.6281493,1.1754246,1.1698595,1.1034561,1.29886,0.51740205,0.49569893,0.81459415,0.97783524,1.0109966,1.1543529,0.97224903,1.055639,1.0812261,1.3243889,1.0250176,1.330343,1.1026434,1.038463,1.2632179,1.2785351,1.2122886,1.0723567,0.9700913,0.7633389,0.85106444,1.33951,1.326685,0.30633962,1.2992554,0.8631815,0.6430467,0.88943714,1.2234336,1.2398233,1.213025,1.5028607,0.8520318,0.61449,0.0,0.339615,1.0196831,1.1022415,1.0676842,1.3690255,1.2886149,0.8823284,1.1400161,0.27593863,1.372986
tooth,1.1924366,0.56204104,0.45672536,0.57552016,1.0935181,0.57431686,0.8150065,0.77700573,1.162229,1.3132564,1.418478,0.8445432,1.3358083,1.0756104,1.0350231,1.2116659,0.958384,1.2839851,0.9896098,0.9100735,1.3127599,0.9696681,1.0814463,1.0758964,1.0418144,1.1980822,0.9417458,1.2827506,1.1406695,0.6759976,1.3246536,1.2304871,1.0763928,0.68076086,1.288982,0.89672387,0.71244216,1.3505614,1.0212255,1.0038127,1.2800106,0.8785895,1.3066051,1.097981,0.83969927,1.0235023,0.6924144,0.84753823,0.3542137,0.73068553,1.1145551,0.52664983,0.7841723,1.0269501,1.3074343,0.47243845,0.9140304,1.1336687,0.80271065,0.96880674,0.8055176,0.4247855,0.9800432,1.2826438,1.187228,0.9848178,1.0715092,0.70828915,1.389489,0.77642965,0.7575763,1.1144247,0.94625115,1.1627309,0.92277086,1.085509,1.1357945,1.0469259,0.3975556,1.110714,0.6300652,0.64686626,1.1892567,1.1307755,1.0351405,1.2485399,0.69504714,0.6993147,0.84535503,0.9331716,0.9563352,1.0687673,1.0448488,0.99339634,1.0185065,1.1398344,0.99487716,1.3504902,1.0850909,1.100283,1.1664727,1.0916117,1.1572239,1.0389187,0.95247334,0.8617376,0.9433586,1.1609321,1.274914,0.4393087,1.35482,0.8721895,0.70055276,0.89136904,1.2275541,1.1737454,1.1897465,1.3693113,0.7022278,0.78247,0.339615,0.0,1.0423563,1.1177207,0.93440247,1.1687934,1.263622,0.8744894,1.1601164,0.4555781,1.4024018
toothbrush,0.7451265,0.83212805,1.0985376,0.95106924,0.7764436,1.1353511,1.0031092,0.9909463,0.99540687,0.95599824,0.99552995,1.221394,0.8806905,0.82291424,1.001713,0.9634582,0.64054507,0.8187054,1.1147895,1.2291842,0.86764735,1.1998408,1.0260375,1.188725,1.2108067,1.1405058,0.9312816,1.0324076,0.94488716,1.287814,1.0191587,1.123375,0.8305994,1.0367035,1.0441505,1.0743835,1.1426575,0.98529243,1.1109474,1.1546957,1.022313,0.6862753,1.0205709,0.933627,0.9580626,0.95447403,1.1670661,1.0183809,0.86406475,1.0118705,1.0128893,0.9655258,1.1228,0.853225,1.0181085,1.0622989,0.9068352,0.8937314,0.77057314,1.0964286,0.63108027,1.1597755,1.0317913,0.97077703,1.1294441,1.1356399,1.1110404,1.0680512,0.90609807,1.2005316,0.99109316,0.8893366,0.8454272,1.0235107,0.7123164,0.83841336,1.1359801,1.1747438,1.2127392,1.008557,1.0006276,1.0701057,1.0595938,0.81837064,1.0593218,0.8035184,1.0777783,1.1979625,1.1187215,0.7239367,1.0755138,1.2252343,1.1595039,1.1341748,1.0927635,0.9625467,1.1367966,1.0161061,1.0053082,0.89279884,1.0654588,0.7459221,0.9862713,0.8303338,1.0024718,1.0311946,1.0511808,1.0177027,0.7881852,1.1517272,1.012589,0.76030505,1.1389126,1.0258186,0.972552,1.0701153,1.0163916,0.8621984,1.1597922,1.2592723,1.0196831,1.0423563,0.0,1.0167288,0.87718326,0.83700615,1.0207151,0.9294111,1.0246528,1.041701,1.079704
towel,1.0031289,1.0974493,1.1238713,1.0663453,1.1960212,1.135459,1.0548908,0.8205808,0.8535612,1.2075748,1.005429,1.0691555,1.1161798,1.0432998,0.91667724,1.02686,0.8462665,0.9182038,1.0364764,0.87961215,1.0341291,0.60061586,1.0343845,0.95517766,1.0637416,1.0914769,0.60236275,1.1548929,0.99865043,1.0885782,1.1619986,1.0963191,0.9613399,1.1159146,1.1236223,0.75479484,1.0887697,1.0883473,0.9620873,0.98154104,1.1151142,0.973103,1.1675081,1.0596625,1.15312,1.1212666,0.95408475,1.2662219,1.0893679,0.9687129,0.954443,1.1134493,1.0310488,0.9015928,0.9461546,1.0846534,0.31585014,0.99901223,1.1488326,1.2881036,1.0956153,0.974972,1.1001376,1.0702182,1.1535207,1.1154877,1.1804969,1.0093902,1.1499251,1.002487,1.2273121,0.2505691,0.99223727,0.9248279,0.7774386,1.1192989,0.9869644,0.787992,1.1182926,0.046753645,1.0948863,0.79979885,1.170527,1.0009644,1.2018921,1.0705307,1.083812,1.0527579,1.125168,0.96784276,0.6956396,0.7593448,0.9510467,0.794402,0.4960215,0.7239883,1.0910256,1.2598853,0.96881413,1.0089601,0.89717126,0.82574123,1.2839141,0.8975252,1.1201704,1.0015022,0.9796214,1.1271785,1.0730755,0.98529655,1.0963855,0.9308472,0.9132217,1.1953255,0.9538131,0.9142291,1.1734414,1.0340703,0.8653416,0.85836154,1.1022415,1.1177207,1.0167288,0.0,0.9036674,0.9413368,1.1707519,1.0919145,0.9991405,1.1705596,1.2202618
toy,0.9880613,1.0939627,0.7134142,0.8391408,1.3902793,0.6650934,0.81673396,0.5554225,0.54524916,1.3789881,1.2877333,1.0612513,1.113251,0.8541277,0.8288564,1.3446889,0.884907,0.61590976,0.8154812,0.65439117,0.682499,0.7786912,0.92712784,0.62466747,1.0577992,0.96497965,0.777519,1.2717283,1.1458206,0.81973207,1.2611537,1.0910968,1.0541047,1.0872854,1.4429667,0.87074447,0.89523727,1.0201072,0.5491183,0.6873255,1.1616572,0.58797336,1.4087029,0.95069236,1.1896899,1.337987,0.6567411,1.239357,1.0288665,1.1182905,0.6646842,1.221557,1.0171493,0.45169348,1.0933348,0.97086525,0.96226525,0.979647,0.4188723,1.3209921,1.1017196,0.81047714,1.4032807,1.0531251,1.2952408,0.72188723,1.4091976,0.974776,1.2307029,0.7935654,1.3883595,0.97161955,0.64457,0.88655496,0.9889311,1.0984306,0.81439555,0.80924594,0.95158136,0.81831694,1.0024318,0.684826,1.2814903,1.3180307,1.4480627,1.0501256,1.0523422,0.9926154,0.88407665,0.8844857,1.0943258,0.738637,0.81612855,0.9048875,0.7326172,0.74741507,0.8501356,1.4478595,1.2703911,0.8884386,1.281469,0.45128548,1.4130366,0.9359405,1.3024912,1.0455275,1.2362758,1.2773054,0.8358334,0.9280443,1.1551441,1.2120761,0.8542345,1.1866355,1.007178,0.6482971,1.2044725,1.0017326,0.3942346,1.074458,1.0676842,0.93440247,0.87718326,0.9036674,0.0,1.0484695,1.2441721,1.0508828,1.0014821,0.95907414,1.2592216
tray,0.8093973,1.1132119,1.139333,1.019483,0.8778426,1.1210281,1.1118729,1.0424259,1.034426,0.65176064,0.68234724,1.2461096,0.7084429,0.79003334,1.2081751,0.75908756,0.9213509,0.81864625,1.430291,1.106913,0.86470044,0.9201418,1.3007735,1.2291381,1.2600955,1.2104455,0.8988039,0.91764474,0.85096407,1.31394,0.8127502,0.97595245,0.71237063,0.98028433,0.79392284,0.8395276,1.3434037,0.80937517,1.2188089,0.89972895,0.9612295,1.0401446,0.9329725,0.9572787,1.0222142,0.9185409,1.0136907,1.0224876,1.1810746,1.3270932,1.1756625,1.110388,1.2984884,0.9809777,0.7249304,1.3005247,1.0182877,0.83122444,1.0920568,1.0253328,0.871189,1.3904146,1.0668694,0.85565495,0.95883507,1.295992,0.9245161,1.3004112,0.88987345,1.3963983,1.0957534,0.7926384,0.83075786,1.0771284,0.86803806,1.0823079,1.1756244,0.89149094,1.3774912,0.960202,1.2960129,1.0016047,0.98772997,0.7943355,0.8824387,0.715673,1.368726,1.3638396,1.3018017,0.84784615,1.1495552,0.96459013,1.3146354,0.5268473,0.84431994,0.9884494,1.2795912,0.8462111,0.9339951,1.0898626,0.88380694,0.88639665,0.8192226,1.0714251,1.0140378,1.2226622,1.116038,0.3329066,0.6906591,1.4648948,0.801429,1.0488657,1.2741977,1.1378397,0.9233666,1.1660509,0.87986594,0.43780506,1.1738102,1.2243564,1.3690255,1.1687934,0.83700615,0.9413368,1.0484695,0.0,0.90034646,1.2104418,1.1771815,1.4258187,0.89984244
tree,0.85138476,1.1908699,1.1850809,1.3009632,0.7551949,1.0932641,1.0226216,1.1884583,1.1212932,0.6634386,0.7269223,1.0772958,0.7215502,0.96068716,1.0733027,0.82222277,1.099525,1.0076667,1.1826167,1.256816,0.91636765,1.2260936,0.9728355,1.1604495,1.095493,0.8952438,1.2672602,0.76081616,0.99713904,1.2284768,0.6883991,0.7528354,0.9988658,1.0428753,0.6946257,1.2100385,1.1646119,0.7879994,1.2246525,1.0818989,0.7937889,1.098717,0.6389519,0.9617529,1.0364784,0.84352326,1.1537181,1.0300148,1.2848147,1.1567796,0.90770245,1.2529807,1.1977142,1.0476054,0.84330547,1.2050321,1.1846373,0.8945714,1.2035556,0.7895601,1.02613,1.3367627,0.99430954,0.78159875,0.7960582,1.2103282,0.9022075,1.3169183,0.708738,1.1232656,1.0359393,0.9997629,1.0495603,1.0500163,1.0409428,1.0066755,1.0060555,1.102638,1.2479471,1.197768,1.2664702,1.3266141,0.7951534,0.9023651,0.9145174,0.7970553,1.224428,1.2433054,1.1831852,0.96928823,1.1721659,1.0983611,0.94372183,1.1527934,1.1542344,1.1291711,1.1600037,0.6733869,0.86227715,0.9982884,0.892287,1.0709596,0.72220993,1.0884134,1.0249866,1.2760606,1.1237926,0.8203285,0.8672842,1.4095871,0.87197053,1.0951555,1.3280821,0.8988581,0.9035275,1.0989023,0.7747297,0.7649379,1.3272321,1.2956192,1.2886149,1.263622,1.0207151,1.1707519,1.2441721,0.90034646,0.0,1.1364834,1.024071,1.3033488,0.3996582
truck,1.1812923,0.93425786,1.0041283,0.9064443,1.1719725,1.0190531,0.9594111,0.97868323,1.076118,1.0875814,1.2152832,1.0476733,1.1755707,1.1890242,0.97398275,1.1222807,0.8584212,1.0859087,0.6470331,0.959015,1.0748132,1.0519735,0.6523001,0.85223067,0.7164655,0.72952545,1.0059571,1.2189754,0.8583125,0.8104898,1.1487216,1.2359037,1.1686562,0.98664427,1.214395,1.0298306,0.9243046,1.1608347,0.88270265,1.0673386,1.1964797,1.0478127,1.0178143,0.9572183,0.8828534,1.1037576,1.0565873,1.0157391,0.89643747,0.8061339,0.9728589,0.81231236,0.8412415,1.0834043,1.04879,0.8630935,1.0242016,1.2451086,0.97742695,1.1718833,1.1303508,0.82035583,1.0138298,1.1607506,1.1563139,0.7267995,0.9877631,0.74315083,0.979676,0.77512974,0.97544146,1.2125784,1.1457434,0.89428777,1.1294223,0.7599888,0.85656726,1.0676973,0.9173259,1.0263087,0.87716544,1.055258,1.0872889,1.204316,0.98111916,1.1889753,0.80300677,0.8419701,0.6744015,1.089579,1.0363172,0.9288195,0.7969434,0.9854013,1.1871428,0.9750102,0.7171335,1.0848639,1.1574198,0.98205173,1.1792388,1.1000406,1.1672903,1.0397295,0.9722149,0.7811388,0.6597923,1.1281017,1.1392732,0.8423562,1.0799633,0.97202754,0.7570001,0.84146374,1.1136045,1.0459514,1.2726068,1.2141932,0.98348,0.8476362,0.8823284,0.8744894,0.9294111,1.0919145,1.0508828,1.2104418,1.1364834,0.0,0.821372,0.8716397,1.1483921
vacuum,1.1275853,1.1707506,1.216276,1.1261226,1.2462986,1.1241682,1.0785037,1.1250448,0.86060584,0.8511152,1.0340773,0.9262973,0.85487294,1.1025985,0.8621465,1.0901453,0.99177307,1.0225006,0.7902116,0.9266257,1.0285354,1.0530903,0.57595307,0.81124705,0.59367263,0.7838396,1.0387368,1.1366746,0.6741003,0.9195489,1.0080043,1.0808427,0.8692885,1.1510682,1.0223186,1.052123,0.9858327,0.74459445,0.9109589,0.95507354,1.1339369,1.1909188,0.80996656,0.7828102,1.0635148,1.1388534,1.1415944,1.1249297,1.1573558,0.93756974,0.9770055,1.146227,0.77380174,1.0219138,1.0314124,1.0857913,1.118284,1.1508343,1.1021295,1.2476588,1.2704561,0.9652307,1.0490998,1.0623316,1.1220626,0.92009354,1.1141626,0.83851254,0.77406585,0.7810934,1.0166662,1.1820605,1.1584373,0.94204235,1.257321,0.7468842,0.99724776,1.0768542,1.1021162,0.9509348,0.87640464,1.0710765,0.8480693,1.207344,1.1069002,1.1104829,0.763646,0.7591783,0.9536149,1.1983361,0.84000933,1.0500271,0.78810894,1.0248622,1.1018729,0.8306694,0.7087446,0.81575215,1.1066453,0.9529844,1.0755389,0.92268336,1.2266866,1.0442747,1.0879889,0.69607544,0.80098486,1.095101,1.0007832,1.0196122,0.9617141,1.0287998,0.827035,0.9212636,1.097013,0.7874972,1.2330953,1.1639602,0.9068897,0.88567716,1.1400161,1.1601164,1.0246528,0.9991405,1.0014821,1.1771815,1.024071,0.821372,0.0,1.0411747,0.86690414
