,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
necklace,1.1432824,0.94711477,0.89684737,1.0651644,1.2231433,1.0093316,0.7451944,0.92176414,0.7411586,1.2639837,0.9705779,1.2961897,0.7081741,1.2581326,1.278793,1.1285846,1.2192398,0.93016326,1.0799917,0.70851636,0.9713821,1.224942,1.0479908,1.0294483,1.1765653,0.6320979,1.0761049,0.744217,1.1347148,0.99167246,0.8192972,1.2254958,0.99210757,0.90862805,0.869701,0.94274426,1.2353927,1.1570028,0.69609267,1.1579015,0.78618795,1.1534154,1.1525395,1.0755353,1.1664824,0.9057623,1.1581008,0.93761134,0.91527027,0.9365692,1.1275707,0.86276984,1.1235938,1.1454383,0.86369103,0.79964554,0.78079325,1.0709685,1.066987,0.82410276,0.6082535,0.9407532,1.1751438,1.07128,1.0071212,1.216366,1.092669,0.73995936,0.9672726,0.57692903,1.1211793,0.9861533,1.2391763,0.75643885,1.1371592,0.7552506,1.048756,1.2047925,0.92226493,1.0654191,0.8494154,1.0948875,1.0110722,0.80804825,0.9433935,0.0,0.8798622,0.9448096,1.0856564,1.103381,1.1042428,1.2552953,0.6008411,0.6117878,1.1344025,1.0303752,0.87083465,1.2425096,0.8543681,0.92265034,0.9220904,0.90855336,0.9371135,0.93575716,0.765316,1.2865877,1.1615812,1.223627,1.0102061,1.1401991,0.7004756,1.1970825,0.7696417,1.164277,0.711251,1.1935117,1.0162427,1.239578,0.685947,0.9492161,0.9378363,0.8973679,0.801415,1.0064486,1.1650183,1.3904045,0.9029839,0.84976506,0.8564689,1.0463538,0.7927152,0.9966457,1.1908506,0.7131405,0.6899208,1.2414821
nose,1.1303041,0.94314164,1.0528526,0.5605041,0.9176431,1.0116453,1.0349613,1.0476334,1.20496,1.2124364,1.0663989,1.1424695,1.063722,1.1230435,0.9278585,1.054902,1.0806044,1.0725762,1.1593127,1.0899282,1.2024177,1.1295272,0.94510067,1.1265168,1.0390437,1.0474551,0.9913772,1.1357052,1.1022906,1.1054409,1.1562917,1.1390144,0.82748604,1.0803682,0.98243904,0.8614377,1.0453585,0.9467763,1.0827914,1.0706335,1.1023698,1.1018538,1.0547597,0.92915773,1.0263033,1.1273259,1.0931153,0.5706611,1.0780787,1.062002,0.68436146,0.75179964,1.0184684,1.1249279,1.1567495,1.0998679,1.0382977,1.1349012,0.9894197,0.9256135,0.4552002,0.9989007,1.1663046,1.0392036,0.5425602,0.9816616,0.6929666,0.8133331,1.0690329,0.5954789,0.94038683,0.9783337,0.9507386,1.0674511,1.0743276,1.1847022,1.0801865,0.99564075,1.1051623,0.96785283,1.0855908,1.0748135,0.9972298,0.8815506,1.190989,0.8798622,0.0,1.0847249,1.1142435,0.74053323,0.8494088,1.0828133,1.0783092,1.0711437,0.9134057,1.0931507,1.140069,1.0487413,1.1027813,1.2125925,1.0698993,1.1195185,1.1009253,1.1576345,1.0476335,1.067277,1.0348107,0.914842,1.0355761,0.792179,0.9500307,0.8466356,0.99663633,0.7711216,0.95642185,1.0978096,1.1152865,1.0317992,0.9546717,1.0726221,1.1253798,1.0834272,0.9967135,0.9430495,0.91096634,1.1569357,0.8979848,0.7396762,0.84769523,0.7620342,1.2078062,1.1252614,1.0966643,1.0929734,1.0779454,1.1225448
orange,1.2133853,0.7566638,0.06736755,1.0801396,1.3273225,0.6177318,0.63835776,0.521313,0.784953,1.2947171,1.1936487,1.5755023,0.4852649,1.3597486,1.1595919,1.3747759,1.5780616,0.7961911,1.0848426,0.43053818,0.5382186,1.3671346,0.2489903,0.947471,1.2529795,0.55669254,1.2333312,0.6173028,1.3525171,1.1743721,0.7517091,1.2704868,1.2576606,0.9000164,0.76859117,0.6115775,1.5649248,0.9950484,0.41906285,1.3721403,0.31609476,1.1142173,1.3219169,1.2879245,1.39472,1.0592663,1.154455,0.9628033,0.038465083,1.1034887,1.3422332,0.7189059,1.1867343,1.1122986,0.8729344,1.1320355,0.32493865,1.0463691,1.1758686,0.91266906,0.73295313,1.0651798,1.1762502,0.8349893,1.3896544,1.136831,1.2274305,0.5789434,1.1068053,0.99138004,1.4116085,1.1356615,1.4878266,0.43152517,1.4027104,0.39840168,1.0984952,0.901118,0.936687,1.2663248,1.0886012,1.3021284,1.1998199,0.42663252,0.8564632,0.9448096,1.0847249,0.0,1.2433524,1.4633534,1.4044075,1.3442413,0.54825854,0.52990425,0.9045502,1.1187683,1.1400819,1.1746908,0.85254014,0.44618273,1.0492505,0.39514828,1.3620896,1.0606887,0.5537898,1.4214149,1.1236303,1.2031131,0.8565043,1.2224836,0.75005233,1.4586368,1.2409239,1.3103414,0.4860382,1.1336815,0.9688802,1.3190079,0.6193543,1.0539387,0.84287095,0.4242319,0.55651677,1.2434063,1.416019,1.4275439,0.42169738,0.4437369,0.5576951,1.314856,0.7135699,0.9149671,1.1021066,0.9832883,0.50121677,1.3786126
oven,1.1999685,1.1897315,1.2590343,1.1224898,0.9335602,1.270531,1.1948756,1.2862571,0.89557135,0.5082278,0.96867585,0.7615878,1.1262589,0.7190174,1.2478163,0.78834003,0.86657274,0.9945162,1.1336746,1.0777967,1.0103983,0.887844,1.1814309,0.9024474,1.1233898,0.8450923,0.68210375,1.0408639,0.9360601,0.58311903,1.0870198,0.70889246,0.962846,0.97699225,0.9360334,1.1229329,0.66725177,1.0306566,1.1969937,0.7947484,1.0778173,1.0750122,1.0218644,1.1373925,0.44328558,0.65425265,0.94597363,1.0434403,1.2658063,0.79586476,0.9565211,1.201765,1.0198023,1.121354,1.1377276,0.86512876,1.1947773,1.2843156,1.1041481,1.0728768,1.1998227,1.2493514,1.0121555,1.3610177,0.913526,1.0701301,1.0775839,1.1122596,0.98650336,1.0320518,0.851179,0.80897737,0.7868418,1.1789037,0.72117424,1.1735073,1.0644598,0.9905832,1.1005743,1.1584909,0.7923965,0.7325305,1.0022038,1.2388849,1.1419483,1.0856564,1.1142435,1.2433524,0.0,0.9527093,0.6761277,1.0657492,1.1186273,1.135414,0.98671687,1.084811,0.7731869,1.2237157,1.0817775,1.1613173,1.1065975,1.2259858,0.8166391,0.60821116,1.0908937,0.29940546,1.1241851,1.0553707,1.1625148,0.9005088,1.2808235,0.85314894,1.0584307,0.84039056,1.0467744,0.7146383,0.8011594,0.8508053,1.1799425,1.1784676,1.077706,1.1880333,1.1726748,0.9483293,0.86590827,1.0098224,1.2350835,1.268221,1.0941277,1.0959309,1.1225668,1.3390431,1.1230354,0.7392799,1.260022,0.5288228
pajamas,1.0266044,1.1032352,1.48865,0.74386704,0.5915201,1.2803129,1.3723752,1.278368,1.2859814,0.8132806,0.88801575,0.46133107,1.3676513,0.7995559,0.77405477,0.8971102,0.4056306,1.1426165,1.1530969,1.4544146,1.3556865,0.9407307,1.2784336,1.1876583,0.98123527,1.3541024,0.86204916,1.3238595,0.7712198,0.98997694,1.2357826,0.89489293,0.5878763,1.2611693,1.1804454,1.2007148,0.42982638,1.1281803,1.457731,0.7944509,1.4657354,1.0596477,0.8001704,0.82827014,0.7389631,1.1783994,0.937419,1.0209917,1.4554182,0.81302375,0.66359013,1.1028414,0.91581213,0.9530083,1.2073385,1.0937756,1.3645425,1.1881417,1.0038141,1.117567,1.1134272,0.98983437,0.9126408,1.3248808,0.5664944,0.8544854,0.68239284,1.223556,1.0288544,0.9799306,0.33376002,0.9668591,0.38988858,1.3487455,0.857429,1.4534883,0.83502793,0.8985085,1.230907,0.87742907,1.0593345,0.8095506,0.93006694,1.3724697,1.0422504,1.103381,0.74053323,1.4633534,0.9527093,0.0,0.41665065,0.8894836,1.4373665,1.4380153,1.0245664,0.9657656,0.89374524,1.0108718,1.1892253,1.3557756,1.0698627,1.2579068,0.76936,1.1371491,1.4093564,0.77955556,1.0387038,0.813391,1.2081457,0.5241061,1.2514912,0.21483016,0.97049797,0.60279286,1.3640523,0.9545406,1.0007997,0.76023054,1.3247937,1.0611522,1.210229,1.2790104,1.3047398,0.9317024,0.32883853,0.6855415,1.3477925,1.2907841,1.2962946,0.7092735,1.187561,1.2723159,1.0493597,1.197187,1.4427934,0.8328093
pants,1.1304317,1.0336878,1.420988,0.87931705,0.675375,1.2939425,1.36477,1.2817106,1.3268468,0.7630112,0.7724209,0.5386888,1.232248,0.81233156,0.8912497,0.83598065,0.6030813,1.140501,1.2642478,1.3754222,1.4413524,0.95137596,1.2758472,1.1933397,1.1121984,1.172683,0.73084104,1.2789724,0.8268641,0.8850001,1.3057008,0.9366413,0.66060746,1.2871345,1.1278671,1.0621858,0.40547955,0.9922582,1.3643904,0.8201398,1.3852834,1.087303,0.92019945,0.9779348,0.6218307,1.113923,0.90047634,0.8655273,1.4068033,0.54625845,0.79011023,1.0535132,0.9902484,1.0718681,1.3290108,0.819474,1.3170686,1.3099566,1.0574253,1.2225114,1.0921751,0.9707056,0.86470395,1.3909988,0.59503037,1.0170109,0.7860141,1.0833184,1.0464153,0.8719692,0.39587247,1.0658418,0.19297016,1.3330868,0.79199255,1.444367,1.0581677,0.9119998,1.2382509,0.8869928,0.98779523,0.73399353,1.073352,1.2519195,1.1557544,1.1042428,0.8494088,1.4044075,0.6761277,0.41665065,0.0,0.9994018,1.3865674,1.353981,0.98097813,0.95966756,0.8219177,1.1954112,1.2872775,1.4609188,1.2150254,1.3301842,0.8352733,1.0972866,1.2947721,0.62777174,1.1225085,0.891199,1.3353248,0.4903301,1.1786604,0.3158009,0.9198255,0.45755237,1.2070241,0.83882385,1.021847,0.7282508,1.0933964,1.0569184,1.3441896,1.3085129,1.2761277,0.78837395,0.36596572,0.8328394,1.2635787,1.1459718,1.0923878,0.8362238,1.1717714,1.306272,1.1225741,1.0282302,1.4148816,0.7842827
paper,0.51479876,1.2186935,1.380972,1.0989457,0.7028983,1.2186468,1.3070258,1.1679429,1.2291251,0.88045615,1.0358531,0.67600954,1.3821177,0.793576,0.44806457,0.9187049,0.6660373,1.074883,0.3927763,1.4303073,1.2685579,0.44661677,1.2687261,1.2111634,0.49248248,1.3679872,0.99809897,1.1965822,0.90042377,1.2200236,1.1453055,0.8556984,0.84489095,1.1000736,1.118527,1.2360663,0.7544902,0.845824,1.281521,0.845221,1.4408638,0.74181706,0.9561539,0.92154974,0.9689899,1.1089281,0.9952482,1.1143469,1.3754447,1.0979129,0.82151103,1.201012,0.6950237,0.73108816,1.0629516,1.2455978,1.3278881,0.56161743,0.48087204,1.186696,1.3155196,1.135772,0.85075295,0.8340268,0.9094413,0.8363602,0.847742,1.4283509,0.9756074,1.2372049,0.8486533,1.1082271,0.8072674,1.3038764,0.9905995,1.3461587,0.89795613,1.0820736,1.0997385,0.9908212,1.0705241,1.0376073,0.96666336,1.3538865,1.0729889,1.2552953,1.0828133,1.3442413,1.0657492,0.8894836,0.9994018,0.0,1.3060005,1.2600929,1.0791444,0.95496064,1.1976547,0.4660318,1.1274511,1.0987557,1.0079986,1.2988995,0.95803624,1.0768747,1.3443246,0.93326986,0.5749334,0.68769455,1.0404732,0.97439677,1.199363,0.78089714,1.1024292,1.0155977,1.3925484,0.9123998,1.042274,0.8191625,1.4872087,1.0773644,0.97988594,1.229747,1.2403576,1.0239996,0.83001965,0.35070097,1.3445182,1.3697819,1.2649268,0.73565197,1.2774501,0.9920659,0.6819268,1.2990344,1.3713148,0.93606454
pen,1.1162326,0.86292106,0.5397336,1.157804,1.3457648,0.89886045,0.6419145,0.8649969,0.628857,1.2335374,1.0375323,1.5302579,0.33621824,1.3027121,1.3391895,1.2512912,1.4992837,0.7615298,0.97117263,0.3759153,0.76892006,1.3322566,0.7613074,1.0263879,1.1880319,0.4249165,1.115741,0.4852605,1.2732296,1.0521162,0.6624001,1.2731879,1.1963657,0.91929173,0.77629447,0.92253745,1.5167243,1.102005,0.22385299,1.289813,0.44092458,1.2291927,1.2827497,1.3196166,1.3231416,0.7846482,1.2678527,0.92990965,0.55114985,1.0970004,1.3097786,0.67569685,1.1949836,1.1655216,0.7868154,0.9368627,0.40953654,1.0211605,1.182554,0.98430693,0.5948393,1.009849,1.1834047,0.92255014,1.3314044,1.2468381,1.2350124,0.555175,1.0237896,0.9269376,1.3523827,1.1232885,1.4445285,0.4292419,1.1580564,0.571926,1.1725004,1.1593121,0.99538136,1.2389454,0.75816554,1.24766,1.2835709,0.43747425,0.8241805,0.6008411,1.0783092,0.54825854,1.1186273,1.4373665,1.3865674,1.3060005,0.0,0.07920444,1.0953276,1.1394516,1.0331409,1.3047407,0.73201954,0.75701106,0.9759001,0.7325815,1.2558135,0.80321944,0.5782031,1.3096349,1.1614263,1.3150499,0.9684801,1.3488812,0.52132154,1.4511639,1.0699201,1.2708595,0.41820335,1.0831383,1.0910969,1.289419,0.5157518,1.0103908,0.9871662,0.6475338,0.51543474,1.1017087,1.404466,1.490643,0.57447743,0.553895,0.6059432,1.1966835,0.6056863,0.91811234,1.2083974,0.5757147,0.29128218,1.3012209
pencil,1.0998763,0.8402157,0.5068805,1.1539733,1.3038456,0.87569857,0.6998231,0.84835273,0.6973898,1.2948086,1.0040189,1.5204005,0.37428248,1.320493,1.2803837,1.2678345,1.5171971,0.750335,0.99519885,0.41614616,0.7697337,1.3272121,0.69775176,1.046038,1.1785833,0.4276222,1.0882338,0.5134046,1.2874466,1.0183011,0.6938368,1.2943921,1.1753895,1.0041747,0.74025357,0.8506683,1.492685,1.0719888,0.20745218,1.3062238,0.4638387,1.2508218,1.2867317,1.3217151,1.3136098,0.8081078,1.2604146,0.82992774,0.534994,1.109537,1.2996969,0.6409883,1.2006489,1.1366017,0.8527225,0.98102784,0.3507712,1.0287393,1.1939664,0.99253607,0.58910155,0.99906737,1.205414,0.94773465,1.2983916,1.2354463,1.177629,0.5448392,1.0339812,0.90746295,1.3365757,1.1163715,1.4057226,0.3806895,1.1421572,0.6360134,1.1451154,1.0925175,1.0239614,1.2254336,0.7460623,1.2913704,1.2628894,0.4284004,0.8620174,0.6117878,1.0711437,0.52990425,1.135414,1.4380153,1.353981,1.2600929,0.07920444,0.0,0.99933857,1.1296152,1.0263281,1.2786375,0.7898404,0.7748203,1.0265018,0.801741,1.3061221,0.9168105,0.57741797,1.3380286,1.1515602,1.270937,1.0248497,1.3179855,0.44551587,1.4211028,1.1235629,1.2460998,0.3661912,1.1077931,1.0751805,1.273946,0.5158415,1.0260042,1.0476251,0.61341673,0.53919846,1.1179476,1.3784376,1.4722879,0.535499,0.49740553,0.49148154,1.1012607,0.6546351,1.0049702,1.2336836,0.58069867,0.38264775,1.3180728
pickle,1.0727081,0.902197,0.8739408,0.7784186,0.9524354,0.8599814,1.0976354,0.81313413,1.1759734,1.0862406,0.98354816,1.1130527,1.0319995,0.9910847,0.8875444,0.9469979,1.102077,1.0448552,1.090514,1.1290118,0.85880065,1.0839906,0.7276759,1.0362191,1.0499907,1.0496143,0.9237952,1.1540738,1.1014019,0.82687324,1.0923889,1.1314335,0.966478,1.0862402,0.8976935,0.4822287,1.006641,0.79707956,1.0840429,1.0448776,1.097653,1.1150273,1.0478655,1.0538995,0.9796996,1.0248543,0.8720318,0.7282776,0.90864766,1.0388463,1.0013336,0.82167363,1.1039516,0.9301768,1.2319592,1.0489583,0.86677045,1.1115534,1.1605775,1.0294907,1.0253707,0.98651654,1.077063,0.95153385,0.9355235,0.9044316,0.7773131,1.0274278,1.0553039,0.9505627,1.134277,1.050536,0.9856034,0.8429102,0.8922587,1.1484287,1.0144844,0.40466344,0.97051305,0.9806796,1.09561,1.0508903,0.79601246,1.0660542,1.036382,1.1344025,0.9134057,0.9045502,0.98671687,1.0245664,0.98097813,1.0791444,1.0953276,0.99933857,0.0,1.1281184,0.8929912,0.962319,1.1858234,0.96563584,1.1468683,1.1445374,1.1642841,1.1767501,1.0257028,0.9873535,1.0785923,0.8924245,1.1803493,0.93451893,0.96515894,1.0518872,1.1169958,0.8671946,1.0103943,1.0301193,0.8977648,0.9379203,0.9958152,1.0408169,1.0852015,0.8392239,1.1479633,1.0688999,1.1005958,1.0031341,0.8690667,0.8712823,0.7384941,0.76055723,1.176579,1.1961806,1.0988257,1.06131,1.1365936,0.9962796
pig,0.704913,1.0578147,1.0964261,1.0998158,0.9987542,0.9364133,0.99548155,0.96104854,1.1138679,0.9534771,0.98658067,0.88220114,1.1091838,1.0048757,0.9831949,0.9535437,0.8940557,1.1013478,1.0242207,1.1402851,1.0994577,0.9445935,1.1494857,1.0804828,0.8741964,1.1564379,0.986593,1.1193038,0.7705473,1.2296124,1.0554323,1.0148989,1.0434291,0.8923681,1.1448072,1.155195,0.93288636,1.0697879,1.1213535,0.99625367,1.138853,1.0050372,0.75714767,0.7486267,1.1082152,1.0954912,1.0937263,1.0927023,1.1174117,0.98174083,0.97762954,1.0739145,0.93054307,0.69345546,0.993428,0.96799874,1.1775298,0.7293726,0.8874727,1.0629462,1.134835,0.8566554,0.97141856,1.031461,1.0527005,0.99421513,1.0538523,0.95360065,0.784276,1.0660868,0.9467001,1.0308961,0.96444964,1.1582592,1.1230062,1.0981963,0.9592727,1.0891032,1.1446898,0.8567115,1.0772849,0.9599599,1.1044301,1.0195872,0.8865069,1.0303752,1.0931507,1.1187683,1.084811,0.9657656,0.95966756,0.95496064,1.1394516,1.1296152,1.1281184,0.0,0.9215333,0.9652707,1.0397167,1.1080395,0.7485125,1.0376157,0.8840114,0.98181957,1.0597968,1.0802772,0.8361102,1.0162603,1.0346869,1.0224522,1.0205793,0.98320884,0.90324664,1.005578,1.1362557,1.022335,1.1141615,0.93079144,0.9601344,0.94487226,1.0255102,1.1072676,1.0671059,0.9396813,0.92843837,0.9859274,1.0675839,1.0377065,1.158676,1.1453454,0.8446317,0.85867876,1.0069629,1.1159891,1.0857477,1.078727
pillow,1.0254871,0.90015376,1.1257976,1.129674,1.04834,1.1074954,1.032311,1.151574,0.7679159,1.0345144,0.93055105,0.7869243,0.84700906,1.0796498,1.2764709,0.9700117,0.6751082,1.1235398,1.0951353,0.8923938,0.9299952,1.0857165,1.0410973,0.80406,1.0906217,0.82331127,0.83042777,1.0540359,0.85226244,0.64101225,1.0242525,1.1856878,1.1446544,0.9727987,1.0406715,0.98007274,0.67319965,0.9493183,1.0767455,0.93199766,0.9858384,1.2173257,0.8050864,0.9420475,0.92991203,0.9384356,0.84363794,0.9914451,1.1433964,0.9516926,1.1684192,1.0064677,1.2177528,0.90690017,0.9906339,0.6526047,1.0285617,1.101542,1.2105361,1.0021834,1.0438049,0.7911536,1.0861546,1.1546154,0.9842633,1.2100725,1.0283644,0.8329336,0.8763918,0.902248,1.0156506,1.0325886,0.9270375,0.9906982,0.8385478,1.0751649,0.84957165,0.8706187,0.9385668,0.90929735,1.0438701,0.7730919,0.820263,1.1273642,0.5719605,0.87083465,1.140069,1.1400819,0.7731869,0.89374524,0.8219177,1.1976547,1.0331409,1.0263281,0.8929912,0.9215333,0.0,1.1110108,0.9827872,1.1066407,0.9112621,1.0934343,0.71593034,0.8839982,0.83475626,0.90910614,1.1148311,1.2397109,1.2627596,1.0303825,0.91844517,0.9897024,0.7898682,0.89965844,0.947,1.0058632,1.0180866,1.095719,0.7316006,0.87607515,1.2088209,1.0406524,1.1005939,0.92972136,0.9049058,1.1357367,1.058338,1.0303819,1.0080538,1.0867546,0.5959183,1.1401514,1.2645733,0.7239182,0.9378731,0.91267544
pizza,0.45236695,1.1648862,1.139593,0.89446443,0.90629095,0.9993121,1.1407918,0.95837766,1.2318118,1.1153947,1.071943,0.9678767,1.2625866,1.027542,0.6264632,0.9466919,0.8590801,1.1760643,0.72797954,1.3080437,1.0320638,0.7743013,0.95138896,1.1113427,0.34615576,1.3851701,1.1169798,1.24135,0.93357545,1.2480625,1.1531101,1.0029247,1.0189922,1.0141833,1.1747104,1.0340049,1.0495691,0.7077629,1.2172879,0.93877685,1.3002794,0.8062928,0.86670804,0.88933855,1.1174762,1.2195554,0.8177495,1.0564258,1.1973683,1.2508887,0.93073016,1.1551536,0.90448564,0.45724,0.9529244,1.1796143,1.1662233,0.30041587,0.71424514,0.9828242,1.2264221,1.0527557,1.0272356,0.71075743,0.95233727,0.6582918,0.88680476,1.3358517,0.94717586,1.1711925,1.087794,1.078493,1.0662131,1.183413,1.0424197,1.1831192,0.80364907,0.92186785,0.89415604,0.921571,1.1889633,1.1145365,0.57201374,1.2507954,1.0388316,1.2425096,1.0487413,1.1746908,1.2237157,1.0108718,1.1954112,0.4660318,1.3047407,1.2786375,0.962319,0.9652707,1.1110108,0.0,1.0442,0.9490023,0.9191894,1.1863935,0.99377793,1.2158011,1.1383026,1.1136987,0.57808304,0.7578679,0.9698934,1.0501776,1.043464,1.0268282,1.0464779,1.0765846,1.3375831,1.0258771,1.0716962,1.018138,1.3074327,1.065236,0.9847259,1.0781524,1.1711531,0.94899714,1.0655135,0.639426,1.1646535,1.2245879,1.1615171,0.74627376,1.1875863,0.83767164,0.7504601,1.3198919,1.2156733,1.0598333
plant,0.961223,1.0752745,0.8215673,1.1340327,1.2538278,0.90703386,0.74629307,0.92711926,0.7341882,1.121901,1.1829139,1.2030379,0.7502121,1.1959189,1.2439239,1.1110083,1.1431568,0.8957614,0.9326278,0.6148026,0.86051965,1.0681522,1.0183578,0.979414,1.0266626,0.7538624,1.178428,0.71924764,1.0710207,1.0125006,0.8834216,1.0936999,1.1602925,0.89004767,0.9996375,1.0889071,1.223731,1.1277735,0.6898989,1.1010275,0.66771924,1.0692184,1.0655015,1.0123006,1.1730412,1.0160118,1.1205175,1.1440438,0.86420727,1.064471,1.1119682,1.0329089,1.1154217,1.1038172,0.06826031,0.9721388,0.87364566,0.8956368,0.9962499,0.8501649,0.8607223,1.0009192,1.0898317,0.9319786,1.1462026,1.1499321,1.24158,0.87175715,0.9798847,0.9929896,1.1908122,1.0739259,1.3318357,0.93822247,1.0744355,0.6626831,1.0247146,1.1470547,0.9332775,1.0645639,0.9610986,1.0679512,1.0938795,0.8064103,0.9339152,0.8543681,1.1027813,0.85254014,1.0817775,1.1892253,1.2872775,1.1274511,0.73201954,0.7898404,1.1858234,1.0397167,0.9827872,1.0442,0.0,0.8721942,0.8374746,0.6930994,1.0650356,0.9036916,0.7756226,1.1664363,1.0302191,1.233981,0.8504858,1.2901403,0.8963715,1.2481284,0.99075335,1.1971179,0.81879056,1.1637393,1.191113,1.2242119,0.9017473,0.9099591,0.9334134,0.95615876,0.7489868,1.1000764,1.2285328,1.2024353,0.92362523,0.9291197,1.0470635,1.2102978,0.74276996,0.85114115,1.0654569,0.8056792,0.7041248,1.0085706
plate,1.1199225,1.0213325,0.4969496,1.0851306,1.2778097,0.7750255,0.69645804,0.62811756,0.7288909,1.094414,1.1754446,1.3684236,0.781041,1.2628033,1.0978394,1.1633563,1.36267,0.9575176,0.85885906,0.7414845,0.36731672,1.1254116,0.5694271,0.8618945,1.1576723,0.84388685,1.256981,0.8466366,1.2125545,1.082414,0.7035986,1.1748265,1.231592,0.85938156,0.8699267,0.8813667,1.4109635,1.0021391,0.7731712,1.2781698,0.65709627,0.82211846,1.2121726,1.1451598,1.2863727,0.9310451,1.1333439,1.1939571,0.41035473,1.1626412,1.2803018,1.0037773,1.1684103,0.95809615,0.84934485,1.1496404,0.46516424,0.9294592,1.1037132,0.8070706,0.9898922,1.1194273,1.1381958,0.79207313,1.3595569,0.93396974,1.2558475,0.9523361,1.0135282,1.046291,1.3503833,1.03787,1.4900923,0.42013246,1.3071094,0.50042987,0.88510287,0.9111393,0.8814365,1.2416389,1.0383416,1.2393515,0.9031143,0.88066775,0.793954,0.92265034,1.2125925,0.44618273,1.1613173,1.3557756,1.4609188,1.0987557,0.75701106,0.7748203,0.96563584,1.1080395,1.1066407,0.9490023,0.8721942,0.0,0.9245561,0.6617025,1.1553433,0.9211929,0.7604106,1.278116,1.1557266,1.0648823,0.73188484,1.2336444,0.9467819,1.3655391,1.0961716,1.3389416,0.8203463,1.1855278,0.5733715,1.28193,0.9155167,1.001029,0.72786,0.29517412,0.8600519,1.2641697,1.3507338,1.0586327,0.81607175,0.9203266,0.944126,1.2029543,0.80284417,0.8397751,0.76912826,0.99612314,0.65697193,1.2531208
pony,0.58784014,1.18986,1.026557,1.138079,1.2056835,0.9596474,0.92759264,0.9615911,0.87302387,1.0655468,1.0349967,1.0712234,1.0784029,1.06985,1.1186422,0.99149686,1.0493153,1.0513705,0.9068239,0.92374593,0.91222954,1.0135486,1.0829245,0.95749974,0.83699477,1.0836695,1.1325656,1.0596085,0.7554685,1.0616472,0.96565545,1.0355061,1.1587446,0.87978494,1.1329776,1.136637,1.1364669,1.1284716,1.0507121,1.0149736,0.9316582,1.1065196,0.5808825,0.7811153,1.1751556,1.0306491,1.0802004,1.2341496,1.027391,1.1067102,1.1023626,1.174831,1.0023788,0.7711806,0.8056575,0.96655786,1.0097982,0.62731403,0.86478233,0.8270537,1.0694919,0.9996363,1.0330501,0.9562572,1.1160039,1.1184456,1.2200351,1.0560449,0.14865339,0.99306935,1.160321,0.9803966,1.2605851,0.9547111,1.0957693,0.88899726,0.9817116,1.1372957,0.8793569,1.0429868,1.045533,1.032004,0.9763037,1.1308525,0.66112673,0.9220904,1.0698993,1.0492505,1.1065975,1.0698627,1.2150254,1.0079986,0.9759001,1.0265018,1.1468683,0.7485125,0.9112621,0.9191894,0.8374746,0.9245561,0.0,0.93183887,0.932399,0.9192033,0.91729903,1.1253123,0.5784019,1.1442143,0.8591644,1.1775593,0.9954236,1.1955878,0.83798933,1.1136215,0.9725518,1.084644,1.1043214,1.2008797,0.98153114,0.99320954,0.88479036,0.9725016,1.0906059,0.9962278,1.1925799,1.1128246,1.0693874,1.1688447,1.2224321,1.1385462,0.7449341,0.8647636,1.1094389,0.9731149,0.9486597,1.1031044
