,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
refrigerator,0.68279165,1.0923561,1.5300679,1.2497699,0.60440767,1.3199215,1.1694825,1.1889526,1.056181,0.36615908,0.2906959,1.4306554,0.73898983,0.89709044,1.0770174,0.5162488,0.8294691,1.0620316,1.3634288,1.2926855,0.79416347,1.3360431,1.104804,1.1396717,1.1243697,0.9356508,1.1826994,0.68387866,0.7483705,1.0423287,1.3519546,0.42263234,1.2028434,0.8750517,1.0982466,0.40587747,1.3848168,1.3912892,0.5049292,1.3449192,0.68713623,1.095666,0.2873788,0.8064501,0.605318,1.3602359,1.4935724,0.94476783,1.033545,0.63526297,1.3600979,0.7874803,1.3101332,1.0561104,1.3555857,1.3362086,1.2091821,0.56478554,1.2689027,1.0816884,0.75248486,1.4110851,0.61032504,0.9420413,1.3985035,1.1843753,0.52666056,1.1515691,0.5339061,1.4329515,0.47891343,1.3999563,1.2516742,0.8483124,0.9928995,0.70211494,0.9696487,0.7215777,0.9299168,0.9850929,1.4781685,1.4678738,1.4199945,1.0499198,1.1705438,0.4587736,1.2346619,0.5442643,0.59356844,0.84296215,1.4149251,1.5230521,1.1494765,0.8515194,1.127879,1.1421273,1.3416716,1.1115857,1.1715411,1.2409545,1.0320634,1.0010315,1.1923714,0.0,1.3362827,1.2421607,1.266225,1.1475053,0.44559824,1.2605993,0.7729715,1.4318618,0.85793626,0.5974524,0.60889465,1.6103303,0.811339,1.254804,1.2240931,1.4863982,1.1697159,1.470932,0.77238405,0.59405035,0.48643577,1.2570968,1.3980672,1.3364079,0.9936658,1.3451518,1.3583624,0.5468912,0.66224146,1.0177081,1.473803,0.42969573
rooster,0.6786571,0.97324175,0.82213974,1.0027727,1.339375,0.948676,0.93909,0.9930713,0.97423184,1.3069999,1.3760805,0.95960706,1.1390903,0.9523368,0.86419094,1.3635869,1.2203846,0.87866837,0.930207,0.9410317,1.0893834,0.81847066,0.97968817,1.0037699,1.103048,1.0684062,0.9898612,1.0115312,1.204026,0.85574037,0.8214632,1.2301193,0.90914106,1.2351046,0.9441582,1.3540306,0.7604862,0.9363663,1.1806799,0.9015399,0.9119104,0.67615753,1.280871,1.0809505,1.1611321,0.97411466,0.7735895,1.0255299,1.1519046,1.2207481,1.030661,1.1004843,0.73892033,0.8730157,0.90734166,0.80415547,0.3617713,1.3058574,0.942026,1.0095851,1.2090664,1.0022773,1.2316735,1.1856773,0.9064745,0.44879794,1.3067261,0.9635943,1.3778062,0.86191535,1.2826035,0.7059863,0.9273276,0.59070957,1.0586323,1.2493896,1.0290439,1.1961341,1.1005436,0.97356844,0.8912917,0.78560555,0.98618215,1.0685674,1.0079302,1.3050473,0.76836884,1.3014278,1.3176765,0.90744174,0.92850065,0.863867,1.0013448,0.7463747,1.0807817,0.912552,0.7708318,0.980546,0.30361414,0.90548515,0.96513927,1.0904443,0.8682014,1.3362827,0.0,0.94335353,0.9430625,0.9596051,1.305773,0.9434883,1.293451,0.79413927,1.1097441,1.2793111,1.2165084,0.8777365,1.0779386,0.99841535,0.87547064,0.7738878,0.8494899,0.80478704,1.2034779,1.2807958,1.1983252,0.9518512,0.9964858,1.0262872,1.1362488,0.7952671,0.8009627,1.2673069,1.2076597,1.0268201,0.92120266,1.1709518
sauce,1.0682435,1.119421,0.86883867,1.0127008,1.1732442,0.6860392,0.57947266,0.85783637,0.6599256,1.07937,1.2657417,1.0785184,1.1380473,1.0704172,1.0962846,1.2329271,0.99225813,1.0118514,0.8828108,0.5672696,0.90349686,0.953477,1.0637711,0.61063564,0.9970888,1.166671,0.70856285,1.2580268,1.0257312,0.9873591,0.9564115,1.204875,0.59176767,0.95294964,0.9517847,1.293183,0.9954018,1.0730587,1.1476933,0.7084909,1.1654407,0.9584908,1.222768,1.0729712,1.2164034,1.0898945,0.67719775,1.1240165,1.1324471,1.1629792,0.99271387,1.0693681,1.1109842,1.1416204,1.158983,0.99057996,1.0489151,1.075339,1.1398113,1.1120253,1.1151749,0.9524639,1.2760727,1.0369875,1.1195021,1.0054266,1.2852113,0.74214303,1.266822,1.0478983,1.2295539,0.9419154,1.2024407,1.008452,0.6543924,1.0191387,1.1034148,1.1908971,1.1006637,0.8373214,0.95296186,0.88873905,1.1308553,1.0542675,0.34131193,1.1628777,1.0471183,1.2064192,1.2882732,0.9397522,1.0850114,1.1517968,0.8486768,1.1034036,1.0616256,0.90785944,1.1173041,0.7581681,0.946845,1.181207,0.69502646,1.0852019,0.799597,1.2421607,0.94335353,0.0,1.0544113,0.89076346,1.2995105,0.99973494,1.1407174,0.9297558,0.92777413,0.89757276,0.9798339,1.0821625,1.1814101,0.9513653,0.16577381,1.03344,1.0793002,1.0114301,1.2323515,1.2355336,1.0494721,0.6204367,1.0678568,1.1542416,1.2116363,0.8731636,0.59927475,0.8522474,1.1511983,1.1568907,1.1441191,1.2241471
scarf,1.2248143,0.90061593,0.8510809,1.0302765,1.1172031,0.98003036,0.9588831,1.0048606,0.8462685,1.2792603,1.2609972,0.7117876,1.1730467,0.7571888,0.9871623,1.2677314,1.1232975,0.7227708,0.7747665,0.8273926,0.87474203,0.76390105,0.77312875,0.8764914,0.8645321,0.8316475,1.168063,1.20102,1.095578,1.1131496,0.8609017,1.2547296,0.7917772,1.056805,1.166473,1.2247229,1.04709,0.88053566,1.1478871,0.7732023,1.1287786,0.89844644,1.2781628,1.013998,1.1326911,0.9291631,0.97993976,1.0758752,1.2142488,1.2144169,1.0292988,1.0565547,0.98512244,0.84415084,1.0202117,0.6227827,1.0415539,1.2124399,0.91302025,0.866751,1.2104652,0.99885386,1.2236997,1.083394,0.86104894,0.93198776,1.1588645,0.7925117,1.2740049,0.600812,1.0555948,0.813524,1.0107286,1.0844619,1.2012943,1.2024506,0.87450385,1.0079439,1.1336173,0.96239626,0.8832753,0.6684786,0.8757201,1.2076049,1.1823149,1.1292784,0.48662102,1.1628611,1.2384405,0.9992412,0.85557514,0.80441433,1.0385638,1.1757126,0.9349899,0.79117846,0.79923224,0.8186771,0.9356141,1.1069791,1.0235053,0.74433434,0.8252578,1.266225,0.9430625,1.0544113,0.0,0.8392506,1.2137879,0.66563463,1.173455,0.6876864,1.0401927,1.2070072,1.207204,0.755768,1.109387,1.0893171,1.093801,0.6615505,1.0861667,0.82950705,1.0640978,1.1319983,1.1520616,0.9133601,0.9265436,0.9705812,1.0118115,0.71558523,0.91978115,1.2373129,1.11384,0.72229815,0.8476858,1.1600213
scissors,0.96805024,1.0211936,1.0579733,0.9781207,1.1680937,1.1792892,1.0667869,0.80529565,0.867787,1.0354468,1.1761286,0.98876613,0.88336396,0.90547585,0.8791344,1.1453043,0.8574851,0.73541194,1.0518129,0.9538587,0.9004416,0.99510264,0.9183341,0.88338417,1.0672544,1.0558568,0.9406883,1.2469394,0.969377,0.9935646,1.0454652,1.102545,0.9291404,0.8236878,0.99173325,1.1376071,0.9480664,1.0663985,1.0281955,0.9734859,1.1692266,0.93554103,1.1415068,0.9610465,1.1616067,1.1243062,1.0969603,1.1956066,1.1578878,1.168292,1.1164172,0.92014694,0.99508345,1.062278,1.2045729,0.7076331,0.9168886,1.0624394,1.0454936,0.92618275,1.138759,1.0267637,1.111714,1.040069,1.0756868,0.9363211,1.1245954,0.93970877,1.091964,0.7790598,1.0076226,0.95414925,1.1434884,0.93398774,0.7489567,0.95797724,0.97675616,0.9525907,1.0872368,1.0961695,1.1596041,0.8755229,0.99969864,1.200778,0.93721557,1.0802355,0.84836257,1.1093477,1.1432428,0.8574281,0.96879435,0.9619731,0.8282632,1.0983666,1.1195407,0.93344826,0.9400205,0.79640716,0.9923518,1.2272756,0.6157055,0.82849437,0.67809397,1.1475053,0.9596051,0.89076346,0.8392506,0.0,1.2464343,0.8219538,1.1116166,0.74864066,0.9981557,1.0242234,0.8172783,1.0035639,1.1831381,1.1371907,0.7999952,0.7559493,1.0969912,1.0553964,0.9177641,1.1638874,1.0668994,0.90955305,1.1826293,1.1932975,0.7793038,0.8436383,0.57855177,0.92596686,1.1395955,0.94389975,1.090328,1.147317
shirt,0.7499584,0.871069,1.4216111,1.0823758,0.47891366,1.3141563,1.2869493,1.2655575,1.2843132,0.6805656,0.3656721,1.415752,0.91927433,0.6439891,1.0273776,0.35467356,0.89762926,1.2044226,1.4742222,1.4498757,1.0760996,1.4093745,1.2093484,1.3198113,1.2827001,1.0894613,1.1174973,0.617131,0.9278897,0.9378041,1.4015634,0.6897981,1.4291098,0.91557527,0.9686517,0.3899231,1.2264295,1.3768647,0.76817346,1.4794086,0.73031425,1.1524687,0.6150626,0.98280376,0.38548893,1.2219434,1.4031541,0.90551203,0.9036978,0.44505173,1.0864605,0.88902247,1.2844117,1.138833,1.2186366,1.4877204,1.1335876,0.5934796,1.1204476,0.9033818,0.78562,1.1821045,0.44351172,0.78204584,1.1555593,1.1877278,0.2150904,1.2923884,0.30557215,1.5188179,0.7483744,1.4506744,1.1797112,0.83244866,1.0383642,0.61020684,1.1166121,0.8074535,0.7891029,1.135583,1.3798665,1.4699084,1.081389,0.89430845,1.1816245,0.7324103,1.1626618,0.2956664,0.29275,0.9615785,1.4115679,1.4076605,1.1533993,0.8077034,0.93678635,1.2712682,1.3905203,1.289572,1.2092452,1.0404621,1.0633922,1.0381731,1.343569,0.44559824,1.305773,1.2995105,1.2137879,1.2464343,0.0,1.1535103,0.4823346,1.5335795,1.0018667,0.74760354,0.77871406,1.3549812,0.8276304,0.97347414,1.3354154,1.5434482,1.1846504,1.3696816,0.7628471,0.16457939,0.7164573,1.3224765,1.1191585,1.1695487,0.9729117,1.3786374,1.3892076,0.71277237,0.7658895,1.2632356,1.3065639,0.7446517
shoe,1.1511118,0.852504,1.1015365,0.94749296,0.99527675,0.9736675,0.9169164,1.0643921,0.9137959,1.2398162,1.1231738,1.1166427,1.0631516,0.9734333,0.6126854,1.0411309,1.1120682,0.9349469,1.0348984,0.9614405,0.9350795,0.93355834,0.97190154,0.8469271,0.9486822,1.0449291,1.1285911,1.0686767,1.1248932,1.0687276,0.9905776,1.1612766,0.85158306,0.9294638,0.92293775,1.0645782,1.0801768,1.1635315,1.0877751,0.99458885,0.94248676,0.7382506,1.1816796,0.9226304,1.0323191,1.0583926,1.0612395,1.0623735,1.163859,1.0841762,1.0444751,1.0628539,1.0535898,0.9420664,1.0524598,0.9214448,0.9591681,1.0298824,1.0121052,0.5323745,1.125324,1.0153131,1.0838592,0.87340856,0.94492245,0.9784104,1.138146,0.84303,0.9686335,0.9556838,1.0963365,1.0389028,1.0942872,1.1209034,1.1174293,0.8570723,1.016358,0.89322317,0.9653565,0.9015317,1.1407406,0.7069553,0.97946095,0.9306949,1.2145483,1.1033438,0.82594585,1.0463226,1.0492724,1.002752,1.1511307,1.0599242,1.0466766,1.024761,0.8372243,0.92883646,0.8995927,1.0414355,0.9202185,1.0839019,0.82658434,0.50037056,0.74566376,1.2605993,0.9434883,0.99973494,0.66563463,0.8219538,1.1535103,0.0,1.0170867,0.84832466,1.0163169,1.2346692,1.1123959,0.572236,1.0460933,1.1052413,1.00757,0.9081374,1.0921378,1.0835356,0.8346021,1.0867507,1.1598479,0.9741706,0.8312962,1.1409309,1.0109804,0.5974668,0.7786602,1.1687595,1.1982051,0.98905665,1.0376818,1.2490169
shorts,0.97547734,0.84201694,1.2930789,0.9898469,0.64845836,1.1913627,1.272939,1.2526569,1.2482253,0.86627823,0.6301486,1.2609458,1.0010653,0.8452866,1.0117912,0.46341443,0.93554413,1.1944573,1.3771552,1.3759959,1.0731019,1.3619913,1.1233773,1.2245501,1.0109751,1.1770333,0.88340384,0.8476305,0.85430104,0.874992,1.2751106,0.83823943,1.3289026,0.88980365,0.7824506,0.57337075,1.0997394,1.3244367,0.9027094,1.3778627,0.8991741,1.1035299,0.79087603,0.9042501,0.51023936,1.0172702,1.2849913,1.0674103,0.7746179,0.76195014,0.89762926,0.82139945,1.1801463,1.0937258,1.1769083,1.4419701,1.150722,0.806779,1.0596706,0.7533599,0.92455924,1.0229673,0.6573077,0.7657779,1.1173623,1.1337426,0.50885594,1.3418276,0.32833827,1.3654196,0.7907144,1.310873,1.1905999,0.91676164,1.0938306,0.6450172,1.023035,0.87507755,0.78381884,1.1268636,1.2810133,1.2325974,0.95920366,0.76273084,1.0822415,0.7285578,1.2095579,0.2831676,0.25672042,1.0120894,1.2907989,1.2644002,1.1726087,0.8799899,0.6983518,1.2775426,1.2707657,1.3107568,1.2483681,1.0497016,1.0732605,0.98604286,1.2507696,0.7729715,1.293451,1.1407174,1.173455,1.1116166,0.4823346,1.0170867,0.0,1.3648417,1.1246746,0.9152649,0.9547766,1.1131381,1.0007082,0.687978,1.2232553,1.4188871,1.1475967,1.2720237,0.71609175,0.66423744,0.91880554,1.2950624,0.96632385,1.092178,0.79729104,1.1744535,1.2804954,0.938406,0.9677918,1.1508334,1.2196517,0.89285326
shovel,1.431317,1.0771916,0.5658186,1.0185486,1.3324655,0.9032868,0.81456983,0.725995,0.8793307,1.3377341,1.5709145,0.52091354,1.0840563,1.2540047,1.0661193,1.5212862,1.1678243,0.9145682,0.35470855,0.64916515,1.060296,0.62192434,0.45772368,0.73736876,0.60120916,0.8334702,1.1073365,1.3763156,0.94317883,1.1068571,0.6698787,1.3432758,0.5223919,1.1584594,1.100765,1.5315784,0.8360614,0.5989607,1.3069639,0.5157124,1.3533745,0.9241931,1.3143742,1.0835167,1.330256,0.70660657,0.6602204,1.1251818,1.2526122,1.4605763,0.9111312,1.1868306,0.87718326,0.982321,0.88691473,0.3253299,1.0500611,1.4057643,0.8102584,1.1068286,1.3242357,0.991155,1.4829268,1.2201779,0.70145875,0.8763478,1.3951554,0.6958276,1.4999311,0.19054472,1.1583691,0.39259613,0.95502096,1.3069973,1.1280793,1.3764429,0.6262814,1.2406268,1.3186834,1.0038221,0.6817917,0.4458872,0.6849301,1.2592678,1.0348134,1.2319812,0.84841436,1.4390466,1.4226527,1.224808,0.4743123,0.47812963,0.85173386,1.2379122,0.95221555,0.79146695,0.6178807,0.7870002,0.86041445,1.0852231,1.0443926,0.8120615,0.68674326,1.4318618,0.79413927,0.9297558,0.6876864,0.74864066,1.5335795,0.84832466,1.3648417,0.0,1.035871,1.3777226,1.3040437,0.60904336,1.2472762,0.9841692,0.9089755,0.24489152,0.7310975,0.6652417,1.2111789,1.4456146,1.3200858,0.7195276,0.8408704,0.87805104,0.80884564,0.64697385,0.8201941,1.4473494,1.310061,0.36592054,0.7142924,1.2060854
shower,1.0349303,1.0689594,1.1751863,1.0447985,1.0423932,1.0751394,0.93707335,1.162194,0.7991846,0.5490023,0.9286218,1.1044918,0.73352945,0.9841745,1.0597459,0.9795781,0.7994853,1.0961328,1.0686209,0.9367161,0.90300435,1.0521045,1.0338179,0.8423335,1.0269166,0.85449904,1.2231071,0.86153483,0.97363025,1.1830969,1.0706939,0.73370814,0.91890514,0.73867315,0.91067696,1.035651,1.2354608,1.1221515,0.75326514,1.0461406,1.0515215,1.1261733,0.7399943,0.8590558,1.0775555,1.1303022,1.1544957,0.79116786,1.1936888,1.0732262,1.174207,1.0961297,1.1569146,1.1912622,1.0975654,1.0017209,1.1788133,0.9994254,1.1517183,1.2733309,0.7950416,1.2924654,1.0769845,1.1464868,1.193183,1.1257709,0.9397724,0.9865063,1.0336654,1.0886593,0.9356136,1.0118707,1.0983995,1.09879,1.0293736,1.1511621,1.0200417,0.956197,1.0939336,0.9963504,1.1110953,1.1763843,1.1884665,1.1810305,1.0610425,0.7909081,1.0339266,1.028164,1.0390244,1.0046712,1.1040273,1.2094314,1.0626404,1.0879526,1.2100233,0.9723942,1.2180854,0.9025381,1.052661,1.1695015,1.0957724,1.0468118,0.9306172,0.85793626,1.1097441,0.92777413,1.0401927,0.9981557,1.0018667,1.0163169,1.1246746,1.035871,0.0,0.7376253,0.7401693,1.2233452,0.7432544,1.1624905,0.9346793,1.1027534,0.8732662,1.144731,1.1497087,0.97400093,0.9630374,0.92547905,1.1352661,1.084217,1.1884185,1.1137102,1.1067957,0.87032366,0.9258665,1.0352274,1.1817391,0.84784734
sink,0.8455477,1.0813853,1.3707025,1.1032691,0.75390506,1.0184518,0.95289946,1.0030186,1.0340824,0.37057936,0.6155746,1.294836,0.83728296,0.9499512,1.0229008,0.65702915,0.712325,1.1282314,1.4192724,0.9890176,0.9921632,1.2216991,1.2321177,1.021916,1.1720715,0.9993567,1.0439315,0.7722803,0.77111685,1.0884298,1.2674026,0.64825743,1.176019,0.72110665,0.89195305,0.704189,1.2014706,1.3626548,0.8294951,1.290162,0.9160295,1.2320143,0.6581346,0.70303357,0.9058136,1.3981204,1.2453072,0.90150726,1.0045289,0.9019156,1.2385633,0.84742093,1.1997385,1.1074963,1.2852526,1.1810057,1.1926317,0.71612394,1.3525896,1.1617514,0.5573385,1.3603917,0.9106823,0.93398523,1.3471726,1.2457116,0.78569007,1.1202688,0.7304809,1.3313937,0.8680052,1.374711,1.2216381,0.92273605,0.8193704,0.8072267,1.1612742,0.80200446,1.0435712,0.97794056,1.3869573,1.358731,1.3146968,1.1084831,0.89070714,0.67608404,1.179082,0.8249491,0.76244456,0.91186833,1.3006146,1.3799684,0.94419897,0.97050804,1.1116906,1.0286282,1.3627849,0.66475385,1.1567163,1.141464,1.0210339,1.1618437,1.1228702,0.5974524,1.2793111,0.89757276,1.2070072,1.0242234,0.74760354,1.2346692,0.9152649,1.3777226,0.7376253,0.0,0.6455027,1.5099982,0.66978306,1.0427337,0.94840616,1.2848072,1.1139126,1.4375865,0.860059,0.82592404,0.620016,1.0426295,1.3907042,1.265121,1.1217297,1.2574964,1.2290463,0.17988741,0.82821995,1.2923574,1.3695084,0.87735474
slide,0.7466948,1.1789888,1.3901724,1.2118272,0.88396466,1.210538,1.0839945,0.98573005,0.9754937,0.4464783,0.5704582,1.365217,0.3064536,0.92560416,1.0479648,0.6474688,0.27669466,0.9972505,1.4019415,1.1996305,0.8742574,1.2359946,1.0724951,1.018322,1.2683156,1.0444403,1.1030912,0.9387375,0.9786462,1.1283429,1.2877932,0.57684714,1.0962685,0.7030597,1.0898937,0.72478086,1.1507335,1.2903904,0.6321697,1.319357,0.8366294,1.1358905,0.64119375,0.8498749,0.8623703,1.3921876,1.3160627,1.0247406,1.1637256,0.8556529,1.2737262,0.91644776,1.2908843,1.1789795,1.3447251,1.2332852,1.1414535,0.8725372,1.3237728,1.2043827,0.80268514,1.3087975,0.9088702,1.0497836,1.3962147,1.0916414,0.7233597,1.1433132,0.6889355,1.3057812,0.6307336,1.325666,1.2741525,0.93806297,0.7985605,0.81481117,1.0090649,0.84990215,0.97231275,1.0247511,1.356137,1.390748,1.4101562,1.2113246,1.0041785,0.78399855,1.2032038,0.7666617,0.7993775,0.8039756,1.3335986,1.4069204,0.86228573,0.84883934,1.2870268,1.1044871,1.3769948,1.0904051,1.0999125,1.2296358,0.8020014,1.0655206,1.008548,0.60889465,1.2165084,0.9798339,1.207204,0.8172783,0.77871406,1.1123959,0.9547766,1.3040437,0.7401693,0.6455027,0.0,1.4320961,0.7614083,1.2807252,0.9375814,1.3390876,1.1975168,1.2932096,0.967041,0.7667496,0.8186972,0.9890184,1.3556333,1.2703974,1.0464674,1.2341372,0.97318727,0.52676696,0.795758,1.1152297,1.4223185,0.82701224
slipper,1.4342642,0.85859704,0.37584317,0.70923537,1.3026173,0.8320644,0.9925386,0.9065351,1.2136443,1.5679318,1.5362641,0.41926575,1.2501906,1.2613984,0.81248236,1.409615,1.2850697,1.1110506,0.6201641,0.9226625,1.3660039,0.7897447,0.8948968,1.0756165,0.67298794,0.93529415,0.85722923,1.2691301,1.1076661,0.996412,0.6403991,1.4315088,0.9054166,1.1210066,1.0390682,1.4146931,0.73115027,0.4602924,1.4720299,0.8085607,1.3503406,1.0427788,1.4804975,1.1830057,1.2666197,0.42209107,0.5906153,1.0727655,0.81350523,1.2070992,0.5248364,1.192278,0.6246916,1.0143403,0.43585724,0.7368223,0.9038371,1.3815514,0.49000257,0.89666826,1.2340827,0.45519847,1.166463,0.99707323,0.2993034,0.9187558,1.3163052,1.0526822,1.2891128,0.4972304,1.4179868,0.60948783,0.5978967,1.3479143,1.2882673,1.2398614,0.9857527,1.2190354,0.8657272,1.1605059,0.3384378,0.57925403,0.3957566,0.807713,1.0288144,1.3163669,0.9203114,1.3449191,1.2019062,1.3405552,0.45023704,0.36880577,0.97703016,1.2507877,0.76800805,1.074168,0.7076299,1.1219089,0.9385682,0.5980831,1.1149049,0.914078,0.857404,1.6103303,0.8777365,1.0821625,0.755768,1.0035639,1.3549812,0.572236,1.1131381,0.60904336,1.2233452,1.5099982,1.4320961,0.0,1.3229749,0.75780916,1.1184455,0.5167911,0.9003121,0.38600063,1.1227634,1.2689068,1.492419,0.9894352,0.34845567,0.4099033,0.92033094,0.75541687,0.8771317,1.5960615,1.3776407,0.82024175,0.2550007,1.3610153
snow,0.85173994,0.9818462,1.36942,1.1533307,0.8566787,1.0695568,1.1274486,1.1742939,1.1110251,0.6264904,0.63299394,1.244706,0.71718365,0.8901608,0.919629,0.6541972,0.8478447,1.0603942,1.3090085,1.2457198,1.041988,1.141844,1.0166978,1.2248439,1.2292762,0.9480425,1.1993251,0.69149834,1.0450063,1.051235,1.1200459,0.6236547,1.1701111,0.9049393,0.8750512,0.711118,1.1336629,1.232517,0.78852224,1.2951777,0.81378657,1.0737982,0.6787435,0.7164677,0.8899311,1.252306,1.3020546,0.7436807,1.0039694,0.97414064,1.2317774,0.96677226,1.0885705,0.9260435,1.098473,1.2033353,0.9803512,0.9332017,1.3348916,1.0928746,0.5437679,1.2646127,0.9637291,1.09483,1.2898903,1.0462269,0.8156837,1.1436568,0.76037127,1.2852135,0.8072426,1.2836242,1.1147127,0.93682516,1.1174158,0.95990765,0.9511434,0.76730883,1.0872699,1.0866692,1.2897286,1.2240275,1.3308961,1.1295471,1.2723166,0.86955994,1.005275,0.8450391,0.8681265,0.9145667,1.217185,1.2728325,1.0824969,0.8719594,1.044668,1.044249,1.1070579,1.0881817,1.0605416,0.9346975,1.1653581,1.0099932,1.2400417,0.811339,1.0779386,1.1814101,1.109387,1.1831381,0.8276304,1.0460933,1.0007082,1.2472762,0.7432544,0.66978306,0.7614083,1.3229749,0.0,1.1975775,1.1855656,1.2237214,0.87211776,1.2928953,0.84130263,0.81120944,0.7667915,1.1736811,1.2518052,1.1794077,1.1017965,1.0699279,1.2315543,0.7671659,0.72511405,1.0748479,1.296855,0.81494844
sock,1.135372,0.88482845,0.8070278,0.8981023,0.9758062,0.86683464,1.0167396,0.9836198,1.1896974,1.1609174,1.16241,0.80103296,1.2066518,1.0712897,1.1232798,0.95438623,1.1429313,1.1792907,1.0338876,0.9978584,1.254187,1.1050211,1.0265377,1.0605769,0.76693654,1.1051584,0.6761178,1.0824658,0.6490972,0.83470565,0.9312851,1.2111207,1.1608355,1.0027944,0.87063897,1.0440216,0.8878583,0.9528763,1.2671067,1.0565693,1.2630926,1.14391,1.2123957,1.11905,1.0464642,0.7313416,0.7548008,0.962669,0.7808088,1.0968827,0.58339834,1.1390176,0.89899653,1.212498,0.78024685,1.0294793,0.9839107,1.2012784,0.86427253,1.0073483,1.0073943,0.8229862,1.1132245,0.8542792,0.7017661,0.9389164,0.9803118,1.1738883,0.925862,0.941925,1.1472595,0.9329403,0.8503895,1.0728673,1.1061791,1.1452293,1.037324,1.1254412,0.9741971,1.1028252,0.83323467,0.86403394,0.5981691,0.86262715,0.79422677,1.0532805,1.0617888,0.9453855,0.78007513,1.2393891,0.813249,0.7416808,1.0521199,1.064572,0.5971332,1.1954305,1.0280081,1.0662519,1.0467161,0.80673176,1.1354799,1.1161629,1.0651736,1.254804,0.99841535,0.9513653,1.0893171,1.1371907,0.97347414,1.1052413,0.687978,0.9841692,1.1624905,1.0427337,1.2807252,0.75780916,1.1975775,0.0,1.0084277,0.9220671,0.9435629,0.8745605,1.0553656,1.0583186,1.1544566,1.0339504,0.66907173,0.79922235,0.936391,0.9948161,1.1026965,1.1744359,1.2187994,1.115158,0.75984836,1.1615328
soup,0.9842638,1.1820755,0.8918527,0.9458628,1.2540381,0.6981108,0.5812485,0.71175295,0.6436978,1.0752265,1.2808931,1.119125,1.0513136,1.1124203,1.0601575,1.3015847,0.9784512,0.9545445,0.87697625,0.51171446,0.887561,0.865733,1.0755347,0.5726392,1.0339406,1.2126625,0.83133787,1.315686,1.0944432,1.0089108,0.87536895,1.224127,0.5788138,0.92439264,0.96843797,1.3315754,0.91633713,1.0245835,1.1059813,0.6696969,1.1857127,0.93352467,1.2026057,1.1058991,1.241161,1.1281061,0.6498352,1.1709177,1.1476884,1.1653634,1.0789826,1.070715,1.0637035,1.1249245,1.1942403,0.92977244,0.98709714,1.0861468,1.1551323,1.1510556,1.1582602,0.98893774,1.2990115,1.1276872,1.0969679,1.0405023,1.344062,0.688332,1.3232481,1.0460566,1.2517138,0.85997933,1.1836063,0.9988673,0.54176193,1.0808804,1.110611,1.252636,1.1252637,0.8125399,0.98427147,0.9048573,1.2219656,1.0953612,0.47480643,1.1796544,0.99678695,1.2594545,1.331213,0.8738253,1.0916526,1.1378576,0.77617365,1.1276034,1.1263238,0.82444584,0.9764818,0.67917454,0.90690005,1.1444718,0.69674504,1.1216024,0.80093277,1.2240931,0.87547064,0.16577381,1.093801,0.7999952,1.3354154,1.00757,1.2232553,0.9089755,0.9346793,0.94840616,0.9375814,1.1184455,1.1855656,1.0084277,0.0,0.98771983,1.0706382,1.0493755,1.2670063,1.2760806,1.0145258,0.5021012,1.1278104,1.1979558,1.2110105,0.8959144,0.53640085,0.8512819,1.1143899,1.1669979,1.1661196,1.1935835
