,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
spoon,1.2310233,0.6723529,0.62070334,1.3794174,1.0528437,1.068886,0.59514016,0.82542425,1.3632073,1.18558,1.5866437,0.3935864,1.4250057,1.2982075,1.5165275,1.0496725,0.4026686,0.6504528,0.76375836,0.91433537,0.6881876,1.1211531,0.7922839,0.57881296,1.2036711,0.83651423,1.2892368,1.1198225,0.7398023,1.4093871,1.0807307,1.463177,1.0168746,0.2745893,1.4777389,0.4898373,0.7908801,1.3606079,0.97014827,1.2970536,1.1571066,1.3669981,0.7406474,0.5655862,1.2173773,0.94501317,1.2927787,0.7847667,1.4271098,1.1161786,1.1256049,0.98894054,0.16134125,1.3154651,0.9380939,0.60821056,1.0146501,0.54542756,1.2953699,0.9511236,1.203578,0.7648108,1.0275644,1.2891741,1.1994648,1.0428461,1.3168697,0.22518039,1.2632782,0.94473755,1.1752112,1.2715158,1.3737625,1.1345433,1.3002682,1.4777322,0.58441293,1.1974294,0.5480708,0.66413635,0.6365514,1.0643891,0.7068931,1.282013,1.0951755,1.4680133,1.3209339,1.1055883,0.38008296,0.32295477,0.63271725,0.8427413,0.40359735,0.8675549,0.6934912,1.0157039,0.55912465,1.3135334,1.0186406,0.46822536,1.1539217,1.4029253,1.2293421,1.1726344,0.94189477,0.88214314,1.3825586,0.37923944,1.4059218,0.6299461,0.79455024,0.8296559,0.0,0.8773737,1.4278998,1.4047155,1.4552608,0.48089492,0.7187383,0.56965953,0.89450264,0.56879395,1.0649333,0.7393516,1.0582733,0.68263274,0.40053535,1.2782067
sprinkler,0.962384,1.0390452,1.0971099,1.2139877,1.0871751,0.8851681,0.9628338,0.7247294,0.95469236,0.9983955,1.2078922,0.91092354,0.9421161,1.1582406,1.2640312,1.1053228,0.96309245,0.8507987,0.949174,0.8256633,1.0068526,1.0238771,0.8335171,0.53942925,1.1389879,1.2182224,0.98852867,0.68918335,0.8236288,0.97930497,0.9275566,1.0759487,1.0252825,0.99615926,0.8227038,0.8092449,0.93261975,1.0436435,0.867624,0.70974946,0.91168237,1.081761,0.80196977,1.0463282,1.0374701,1.0062727,1.2102201,1.0922754,0.98962015,1.1063488,0.8968255,1.046283,0.8477708,1.2382776,0.90452343,0.97366077,1.004757,1.0715964,1.0697154,1.0924416,1.1871388,1.0070735,0.8674004,1.13868,1.1826893,0.7628454,1.1113522,0.8923354,0.83826804,0.862715,1.0094957,1.1713641,1.31621,1.1027327,1.2056671,1.166059,0.94325864,1.0585595,1.1051521,0.94137067,1.0076741,1.0893635,1.0780454,0.9043174,0.97322935,1.1712369,1.0833209,1.0416418,1.0592842,1.0317205,0.8241235,0.78286237,1.059824,0.9387298,1.0064316,0.83873665,0.80009395,0.7064644,0.9343151,1.0705103,1.062462,1.2628635,0.98097134,1.0274583,0.95453644,0.7645641,1.1112871,1.009395,1.0531387,1.0721122,0.9047792,0.96961164,0.8773737,0.0,1.0797796,1.3094939,1.1686894,1.0567197,1.0795606,1.1430627,0.8849032,0.99762785,1.1028814,0.9975373,0.98353684,0.6053958,0.900832,0.79411376
stroller,0.79822975,1.1772208,1.3088276,0.9078093,0.94808996,0.9015534,1.2477303,0.93726206,0.87939614,1.0583388,0.68508554,1.3488412,0.73516893,0.82670546,0.72002614,0.99234885,1.2372916,1.1516075,1.1316198,0.94212097,1.4360831,0.8125615,1.0878547,1.2402542,0.7231233,1.1815313,0.96841085,0.7599597,1.1645849,0.8617983,1.0810971,0.63151443,1.1837995,1.4256685,0.55352914,1.2496228,1.0364311,0.84254205,0.84025955,0.92891926,0.9601,0.7607211,1.2395024,1.4146558,1.0433354,1.0956475,0.9211159,1.3283126,0.80887157,0.9885205,0.8486675,1.1133666,1.4880636,0.76078093,0.9708753,1.3902047,0.87936825,1.3748235,0.93174165,1.0516183,1.0043509,1.105733,0.8167009,0.8576222,0.81408066,0.90793216,0.77404994,1.4794362,0.83863705,0.94999635,1.0704621,0.8963645,0.7728805,0.93063366,0.74639225,0.3823259,1.3071266,1.0506561,1.49846,1.2149462,1.364297,1.0770574,1.313832,0.7861169,0.9397418,0.7127597,0.82642454,1.0163274,1.3796391,1.3822174,1.2300498,1.0417808,1.3799915,1.1288937,1.233389,0.74745107,1.1055685,0.8327365,0.89200544,1.3636823,0.7322725,0.7720864,0.6072347,0.8899076,0.9151618,1.1361187,0.76989865,1.4391364,0.91259915,1.2927614,1.086561,1.0589132,1.4278998,1.0797796,0.0,0.68859637,0.7074004,1.2739663,1.3754525,1.2632123,1.0525669,1.2606287,0.66974664,1.01547,0.6836691,1.0383749,1.3978455,0.91518414
sweater,0.9658048,1.1617061,1.295268,0.6339811,1.100605,1.1510073,1.2881713,1.2704628,0.73286307,0.9232306,0.48470533,1.3968703,0.7221803,0.5600591,0.59084874,1.0245223,1.3950174,1.3226197,1.1647187,1.194663,1.3251903,0.9330046,1.2912791,1.4053624,0.8836736,1.1079048,0.78152543,1.027204,1.2603835,0.73892415,1.0471963,0.63786083,1.1137899,1.3936698,0.72839403,1.4224501,1.2042111,0.70036995,0.92729014,0.9139564,1.0395361,0.43231046,1.2622862,1.3240263,0.902561,1.1386981,0.71179926,1.1682333,0.804984,0.9851366,1.0516137,1.0980401,1.4327967,0.79917693,1.0102545,1.3068964,1.0712104,1.371641,0.752697,1.0205021,0.7772368,1.0877087,1.0567,0.7825237,0.78399056,1.1186316,0.5353523,1.4466504,0.74889135,1.0935602,1.0153772,0.6314641,0.7270587,0.99799937,0.83887744,0.6814803,1.271594,0.9212269,1.3227051,1.3440504,1.2071397,1.032255,1.2637079,0.8480854,1.0405307,0.25870377,0.6008672,1.0200424,1.2890611,1.3145895,1.306764,1.2241721,1.3705751,1.1941227,1.2619507,0.98165363,1.3591555,0.8365777,1.0418887,1.2554435,0.7624484,0.32877135,0.9850667,0.7569946,0.9626534,1.1234773,0.7231226,1.4334362,0.77224386,1.2419744,1.1831254,1.1101645,1.4047155,1.3094939,0.68859637,0.0,0.458102,1.3500394,1.266283,1.2996194,0.9811492,1.3455216,1.0322299,1.2107677,0.9231846,1.287062,1.4320498,0.87493986
table,0.98495287,1.2765161,1.4353238,0.63507444,1.147351,1.1858261,1.4188145,1.2084265,0.4429872,0.86529803,0.27850127,1.492051,0.35685736,0.78797007,0.519105,0.9765581,1.397075,1.3318341,0.97089845,1.0964534,1.3288227,0.8876786,1.2556046,1.3621821,0.8788409,1.2127347,0.8013671,0.6475483,1.2456514,0.625628,0.9957139,0.43650216,1.013054,1.4942235,0.49279594,1.4230592,1.2853874,0.7069492,1.1320785,0.7113453,0.83699167,0.6953039,1.3271813,1.4510448,0.85389256,1.1764606,0.76425815,1.2866414,0.53351545,0.99234897,0.96109086,1.1777608,1.488384,0.81719714,1.0060408,1.428617,1.1779156,1.488682,0.8191687,1.0393186,0.8384553,1.3381557,1.0101427,0.76505756,0.82704437,1.0264945,0.676794,1.4828227,0.6039331,0.98964924,1.0559119,0.7627419,0.6735814,0.95412236,0.9196993,0.6542115,1.3319106,0.83296543,1.4222298,1.2983599,1.3209882,1.0475552,1.3518661,0.6945076,1.0265645,0.5243578,0.68441844,0.80965936,1.3884702,1.4286305,1.4085761,1.1728512,1.3406372,1.2922844,1.3677,1.1756691,1.4211371,0.6167231,0.96961063,1.3235571,0.7507173,0.5281003,0.9790032,0.9272456,0.84130347,0.8492491,0.6938658,1.5662497,0.57193094,1.3784615,1.2710971,0.9313735,1.4552608,1.1686894,0.7074004,0.458102,0.0,1.3811753,1.409502,1.3413508,0.87975734,1.422792,1.1289505,1.039638,0.97830844,1.2900188,1.5614216,0.6515167
tape,1.0490752,1.0150173,0.47089338,1.4757065,0.6814369,0.8204506,0.6528638,0.942264,1.4440438,1.1782416,1.468009,0.4480163,1.446629,1.3448045,1.3883095,1.0779351,0.4720422,0.48825932,0.47919875,0.89961934,0.839194,1.2062213,0.4746396,0.7815529,1.1474854,0.9849055,1.3372295,1.2425898,0.7491282,1.3393896,1.2369864,1.3884059,1.0723026,0.36135232,1.4171002,0.34365016,0.8307532,1.2731838,0.8971857,1.3891332,1.2245263,1.3428025,1.0055149,0.6735619,1.1898757,0.87477386,1.197311,1.0108628,1.3592995,1.0805914,1.0352677,1.1141088,0.5476854,1.0610762,0.9861891,0.7159543,0.9868121,0.42824554,1.2775798,0.9715136,1.3135293,0.62002623,1.1394846,1.1456355,1.0796134,0.8469956,1.4862208,0.6851831,1.4055948,1.036504,1.290227,1.2745652,1.2388632,0.92449117,1.1483524,1.362225,0.7619705,1.2303636,0.47298646,0.6800362,0.85510725,1.1253619,0.62516505,1.235588,1.171023,1.433131,1.4725726,1.1616342,0.43417943,0.41967362,0.7003172,0.90740097,0.46009374,0.79684025,0.6602066,0.9968198,0.75720537,1.4417553,1.0339742,0.49525166,1.064899,1.4191711,1.0785309,1.3229346,1.0746894,0.971739,1.2638068,0.3752038,1.3417457,0.52933526,0.90344214,0.84357214,0.48089492,1.0567197,1.2739663,1.3500394,1.3811753,0.0,0.84536666,0.6213046,1.1723583,0.5691679,0.61519945,0.80646145,0.869267,0.8845087,0.4927547,1.3648038
toe,1.3093886,0.5921438,0.808183,0.88159704,1.0998651,1.1581333,0.9660681,1.2046459,1.2542652,1.0608772,1.4549258,0.827954,1.4239142,1.0473365,1.4065611,1.1527321,0.9557992,0.9983723,1.1184065,1.1801138,0.6674218,1.131628,1.1089033,1.0100394,1.4426428,0.4789303,1.2397931,1.3301532,1.0536393,1.3393841,0.9402084,1.361084,1.0555077,0.7197621,1.5032065,0.9525872,1.0071067,1.232448,1.0390446,1.2892379,1.2056817,1.181721,0.50152636,0.46548402,1.0824935,0.71354,0.9116126,0.16924828,1.2880322,1.1561849,1.229803,0.30058646,0.618768,1.2819471,1.2911876,0.31507885,0.8278655,0.5935375,0.7840862,1.0094764,0.5225364,0.6909717,1.13314,1.1919001,1.1517522,1.1986831,1.0899143,0.6133325,1.3215423,1.2389948,0.5064674,1.0575408,1.1762893,1.1033125,1.0841527,1.2677697,0.7231399,0.9873857,0.42292023,0.9195341,0.43779802,0.46460694,0.77491033,1.34217,0.9777091,1.2191933,1.0456334,1.1149591,0.7585592,0.75114733,0.9548479,1.113862,0.8810922,0.9148044,0.7394365,1.0775151,1.0423633,1.3860935,1.2159926,0.87236536,1.2385277,1.1227088,0.99272215,0.91911095,1.0799515,1.2074058,1.3640783,0.52404714,1.3032783,0.8341377,0.66399014,1.0758911,0.7187383,1.0795606,1.3754525,1.266283,1.409502,0.84536666,0.0,0.6758857,0.9004539,0.85738575,1.2124431,1.1316822,1.1901371,1.0613897,0.46354818,1.3178544
tooth,1.25052,0.8802305,0.6494751,1.3504913,0.97198266,1.0754496,0.7121346,0.98299766,1.2960753,1.1458763,1.4145362,0.6012466,1.383718,1.2455151,1.3691492,0.9912073,0.63202167,0.8806807,0.919567,1.0153652,0.5937231,1.0042617,0.9429816,0.95380884,1.1145667,0.786457,1.2510338,1.3238988,0.90522754,1.2553048,1.0396059,1.4618924,0.8657104,0.5212271,1.438293,0.78257424,0.90903693,1.3039426,1.1054182,1.3502715,1.0870584,1.3196292,0.7940874,0.592523,1.1495657,0.83002806,1.0484506,0.7938196,1.2753428,0.86418456,1.2245852,0.98105156,0.5903459,0.98725766,1.1410906,0.55425,0.9276148,0.438699,1.0734221,0.8584652,1.1384308,0.8335308,1.0571703,1.2075497,1.0971278,1.1402072,1.2693195,0.5568963,1.2868562,1.0776678,1.1557337,1.2165539,1.132104,1.1617094,1.0099825,1.2229103,0.6492536,0.93345606,0.47100085,0.8096914,0.61954105,0.9015491,0.5607723,1.2916696,0.94376326,1.3662262,1.3005896,1.0476332,0.5321367,0.52844006,0.9619312,1.0611434,0.4906801,0.9687148,0.6411722,1.0960054,0.83610016,1.4381158,1.0323806,0.5247499,1.141236,1.3120953,0.9844083,1.2307115,1.0977246,1.0465726,1.1715171,0.4467973,1.1976528,0.64578015,0.8792867,0.83427876,0.56965953,1.1430627,1.2632123,1.2996194,1.3413508,0.6213046,0.6758857,0.0,1.018436,0.7480594,0.98139447,0.8099561,1.16014,1.0461683,0.52119905,1.3110167
toothbrush,1.0785755,0.8429726,1.2365818,0.81121564,1.1956049,1.1882288,1.0540105,1.1136519,0.805354,1.1384497,1.0467851,1.2197952,0.9661849,0.8214289,0.98857963,0.99719995,1.049516,1.151919,1.1159652,1.0461953,1.0116644,0.91180146,1.2085072,1.0528533,1.1223012,0.98155963,1.0907692,0.97477955,1.1077963,1.0718185,0.73775387,1.1036464,0.991181,1.0237328,0.9460191,1.2191504,1.1812861,1.0146972,1.006413,0.94458574,0.9401589,0.9876901,0.8711965,1.1420865,1.122109,1.0409421,0.95286196,0.78594637,0.8951225,0.9247788,1.0338968,0.8953354,0.8149298,0.89860415,1.0938234,0.9246374,0.77120274,0.92060626,0.8618299,0.91640687,0.6045041,1.0862497,1.0080247,0.97852004,0.88693845,1.0638254,0.9617747,0.8713468,0.9114481,1.1169307,0.8752024,0.8936513,0.9006286,1.1031054,0.80538803,1.0697049,0.93742585,0.8519262,1.0737652,1.1434505,0.76301587,0.9086539,1.1081663,1.0313004,0.92170763,0.9469545,0.92851985,0.9054422,1.0297574,1.0328412,1.2666016,1.1395075,1.0937277,1.1881133,1.1237054,0.9393083,1.201706,0.9332678,1.0708072,1.2227881,0.57726264,0.9260676,1.0072942,0.9692237,0.6864543,0.9228131,0.99104816,1.1576306,0.98251235,1.242192,0.8252485,1.0770437,0.89450264,0.8849032,1.0525669,0.9811492,0.87975734,1.1723583,0.9004539,1.018436,0.0,1.1498718,1.1524516,0.99759704,1.1434591,1.0369928,1.0031227,0.9516428
towel,0.98923475,0.8268024,0.6735002,1.4311816,0.9556078,0.8932646,0.548328,0.6313144,1.3690538,1.224732,1.4265206,0.5908735,1.3429178,1.0843394,1.3084431,1.0816692,0.4368117,0.6549812,0.8117636,0.8173972,0.7211912,1.0433137,0.6633464,0.7079504,1.1937315,0.9652609,1.2356952,1.0346808,0.91929287,1.2566507,1.112555,1.3036969,0.9100726,0.6322186,1.2928506,0.535551,0.81471896,1.2350242,0.6679474,1.2942357,1.1298732,1.1400125,0.9705476,0.6058728,1.2083082,1.0649303,1.3169292,0.9944412,1.3347769,1.0852265,0.9767882,1.0229306,0.5556899,1.0889908,0.9083279,0.86613744,0.823883,0.6473024,1.2955204,1.0131564,1.3211619,0.62202495,1.1452963,1.2168287,1.1109225,0.9207714,1.3686099,0.5649217,1.328336,1.0811114,1.208157,1.0841552,1.3237191,0.9716486,1.2134407,1.3420275,0.72920215,1.1409981,0.65791976,0.21185946,0.8600166,1.1597388,0.7800036,1.2315862,1.108047,1.2836671,1.3891851,0.9236706,0.70245534,0.65973663,0.4999807,0.8336551,0.36055398,0.74102086,0.7404975,0.7096491,0.614972,1.3551841,1.1091676,0.6940914,1.2980359,1.4346569,1.0550166,1.1886714,1.0810593,0.98043835,1.3713936,0.52363986,1.2832613,0.653142,0.6705084,0.87127966,0.56879395,0.99762785,1.2606287,1.3455216,1.422792,0.5691679,0.85738575,0.7480594,1.1498718,0.0,0.8955469,0.5643068,0.99175024,0.89082587,0.7306942,1.2816722
toy,0.7329544,1.1096517,0.58904064,1.3853685,0.19661438,0.37330997,0.7922296,0.96316177,1.3923835,1.1334213,1.1360476,0.97677237,1.2989037,1.0020387,0.9601826,1.0323427,0.7935045,0.62766707,0.76676184,0.9457751,1.1653316,0.99450517,0.543536,1.1009177,0.92459005,1.0901259,1.3327651,1.1542089,0.8459001,1.2459795,1.256713,1.2089512,1.0398457,0.91294044,1.1330231,0.6879234,0.8726742,1.0847504,0.6702097,1.3620858,1.2564487,1.0365943,1.2554388,1.0005169,1.1501137,1.0844877,1.1966827,1.2355422,1.219214,0.852513,0.87832713,1.2393624,1.0433125,0.50741273,0.8876926,1.219902,0.81916326,0.6385074,1.2599721,0.9704365,1.2174599,0.9048774,0.9882165,0.78671306,1.0783098,0.720661,1.3482758,1.2313288,1.2682903,0.88920426,1.3502185,1.0630113,0.6776855,0.7970594,0.7150638,0.88313335,1.1244794,1.1657052,1.0285997,0.9350954,1.1949428,1.2691165,0.7241647,1.1890203,1.1635946,1.0964094,1.3984644,1.1764365,0.96629244,0.9489508,1.0295974,0.97806907,0.91791385,0.8723699,0.83020926,0.8420203,0.9988322,1.3706936,0.9399486,0.9856306,0.68044907,1.3197222,0.9411595,1.306289,1.0803502,1.2708845,0.758709,0.97867525,1.1433333,0.8997243,1.0758253,0.97652435,1.0649333,1.1028814,0.66974664,1.0322299,1.1289505,0.61519945,1.2124431,0.98139447,1.1524516,0.8955469,0.0,0.90598,0.5118905,0.9641395,1.0192127,1.3264916
tray,1.0038397,0.83818024,1.0391583,1.3196603,1.0326905,0.9942245,0.83594537,0.6251677,1.007024,1.1345991,1.1450642,0.8767319,0.92463064,1.1302768,1.1409322,0.72592723,0.3559183,0.8734691,0.70231485,0.63906217,0.7923652,0.92800707,0.86075413,0.93574494,0.9863694,1.0015535,1.2232195,0.8218764,0.9017874,1.1574283,1.1081603,1.1106875,0.88652664,0.96698856,1.0079992,0.81380945,0.93842846,1.1345303,0.9401088,1.1575403,0.60900205,1.1868931,1.1169428,0.9490118,1.1449144,1.141656,1.2359508,1.0699189,1.2092769,1.0465579,1.0202672,1.108953,0.7422465,0.95721185,1.0115743,1.1289049,0.91551894,0.8855198,1.3147652,0.8416643,1.1648966,1.0725191,1.0878047,1.1275167,1.2432739,0.88459563,1.186086,0.695291,1.0760906,1.0296694,1.3032923,0.9786344,1.1282,1.0325623,1.0764477,1.0801439,0.7969699,0.8980899,1.0551102,0.6515725,1.0787318,1.2157092,1.0504779,0.87916887,1.0472172,1.2533115,1.2458032,0.81833315,0.99591607,0.93095446,0.8702835,0.97190213,0.36505538,0.9993712,0.94060093,0.8611479,0.62898755,1.1120212,0.9878394,0.9597713,1.0392264,1.3121456,0.8486997,1.1729624,0.8883927,0.69801515,1.14001,0.9313977,1.0844868,0.98154336,0.89257735,0.7029472,0.7393516,0.9975373,1.01547,1.2107677,1.039638,0.80646145,1.1316822,0.8099561,0.99759704,0.5643068,0.90598,0.0,1.0224106,1.0259022,1.0226134,1.2053225
tricycle,0.7520846,1.1344068,0.975385,1.1643718,0.8019153,0.68809813,0.9462005,0.85076344,1.1753654,1.027303,1.0716008,1.0584155,1.1599158,1.0319556,1.1286505,1.1415554,0.98596954,0.6808113,0.7650479,0.98625237,1.3059192,1.1170459,0.6551775,0.96844333,1.0153295,1.206707,1.1670678,0.9477864,0.9444495,1.0427628,1.1683533,1.0364424,1.0600034,1.0411781,0.906204,0.6846693,0.87126696,1.0822061,0.6327098,1.14077,1.224386,0.8770133,1.2012334,1.1501305,1.0544689,1.1032547,1.1414893,1.2229847,1.1535462,1.1287541,0.80117005,1.0724775,1.004967,0.8169566,0.7855501,1.207084,1.0090712,1.030375,1.1724163,1.1079444,1.1213351,1.0382397,0.8315869,0.88438773,1.1037569,0.6505458,1.2098036,1.208366,1.0984229,0.8933816,1.2350705,1.0055026,1.0004115,0.65127283,1.0422615,1.0439979,1.2032893,1.2013183,1.1681298,0.9726463,1.1692729,1.1615154,1.0960162,0.94270384,1.229875,0.9163262,1.2583028,1.2003467,1.0605671,1.0672263,0.9757016,0.86060023,1.1172714,0.87786293,1.1016729,0.73069406,0.9680317,1.0658864,0.8793322,1.1232477,0.6974464,1.184924,0.9787349,1.1923404,0.9115757,1.0821431,0.8914485,1.0860654,1.1416852,1.1058029,1.1175311,1.0123276,1.0582733,0.98353684,0.6836691,0.9231846,0.97830844,0.869267,1.1901371,1.16014,1.1434591,0.99175024,0.5118905,1.0224106,0.0,0.7728474,1.0541128,1.1107589
vacuum,0.8853787,1.1415457,0.85873127,1.2000291,1.0243515,0.82606053,0.86187017,0.67835903,1.2685678,1.0782018,1.2891668,0.69039804,1.1321408,1.4271457,1.4215457,1.0889599,0.754087,0.6461016,0.9257779,0.8823686,1.1037993,1.1096938,0.7224947,0.3978957,1.1012399,1.1434429,1.1128503,0.8420829,0.524499,1.0854576,1.0980855,1.1434582,1.1074451,0.6689153,1.013719,0.6110927,0.7082521,1.1510773,0.9439333,0.8470919,1.0189561,1.1311448,0.93052495,0.99924433,1.1088396,1.0400034,1.2698524,1.1468259,1.1387594,1.219248,0.84905845,1.1141845,0.61713,1.2847847,0.8237606,0.98418367,1.173871,1.0383434,1.260509,1.1917605,1.3737698,1.0955216,0.62253726,1.2395927,1.2376977,0.7940319,1.2671299,0.73893094,1.0491092,0.60613626,1.140202,1.3288367,1.3728678,0.9803934,1.3511474,1.1978846,0.84159625,1.277949,0.93147707,0.91377294,1.0574007,1.2248784,1.0762305,1.0012857,1.0885961,1.2567712,1.2445859,1.113564,0.7622944,0.71990263,0.70887655,0.587919,0.9251888,0.92664266,1.0684367,0.7699773,0.62332183,0.91034776,0.64147437,0.87660956,0.9319131,1.3697929,1.0451821,1.1952482,0.94183487,0.8676032,1.1492131,0.7684377,1.2471737,0.8587636,1.0132738,1.0385776,0.68263274,0.6053958,1.0383749,1.287062,1.2900188,0.8845087,1.0613897,1.0461683,1.0369928,0.89082587,0.9641395,1.0259022,0.7728474,0.0,0.60080004,0.9548795
watch,1.3029224,0.7105074,0.53425527,1.2994502,1.0294489,1.0457739,0.75038475,0.93033093,1.4538891,1.1066979,1.5880651,0.39211363,1.4989448,1.3800229,1.5596043,1.185399,0.5898708,0.61740124,1.00545,0.99496984,0.7880508,1.198411,0.7743814,0.58601797,1.2885271,0.73359203,1.2722573,1.2199587,0.6439887,1.3427558,1.0018363,1.4746634,1.0809103,0.2635634,1.5272942,0.4933018,0.77857137,1.3781548,1.0759038,1.2747618,1.1947317,1.3446417,0.5872371,0.5101134,1.1097767,0.686862,1.1967604,0.63159645,1.4146817,1.1842291,1.2110646,0.8854666,0.3329867,1.3962829,1.0933188,0.3025074,0.97172177,0.5074475,1.1270888,1.0982214,1.1257758,0.7228158,1.0322652,1.284913,1.2730148,1.013796,1.2765694,0.33796346,1.3518311,1.0528582,1.024752,1.3318172,1.4052043,1.1242698,1.2555375,1.3621322,0.5647436,1.3010093,0.28234434,0.8348743,0.446046,0.9097798,0.63666946,1.3171012,1.1126121,1.4469018,1.2769711,1.1922807,0.3402276,0.32617217,0.7178694,0.9482729,0.642587,0.8830051,0.6816294,0.9903285,0.6885219,1.3887147,1.0548573,0.4911639,1.0999993,1.3906472,1.1438551,1.1379218,1.0963577,1.0438921,1.3880963,0.2012384,1.4071109,0.5637947,0.77689874,1.0903513,0.40053535,0.900832,1.3978455,1.4320498,1.5614216,0.4927547,0.46354818,0.52119905,1.0031227,0.7306942,1.0192127,1.0226134,1.0541128,0.60080004,0.0,1.3562713
window,0.98539484,1.2051235,1.2935166,0.8036692,1.2759519,1.1512166,1.2590277,0.98201585,0.61082435,0.97449094,0.6031034,1.1121278,0.523423,1.0133458,0.84287125,0.9752334,1.2966654,1.2505846,1.2002606,0.94839895,1.2086592,0.94107985,1.1712757,0.8938622,0.7736038,1.3387651,0.69908,0.5531903,1.1204743,0.5270026,0.95766693,0.57477397,1.0382483,1.2484837,0.4599756,1.2621119,1.1593935,0.84287643,1.0839851,0.27405787,0.772462,0.8360099,1.0838678,1.295998,0.9654136,1.1644676,0.8754224,1.2506721,0.4883983,1.0934685,0.84025407,1.1666526,1.3373239,1.1726555,0.93484366,1.2804232,1.3206165,1.4454097,0.8880369,1.1003755,1.0726929,1.2301039,0.9052065,1.0042744,0.9227427,1.0642136,0.8289007,1.2250909,0.47831404,0.8496753,0.99008405,1.004679,1.0858032,1.0044378,1.2294043,0.84853804,1.0513622,1.0128384,1.2716054,1.2347199,1.2375937,1.0323075,1.2756114,0.6844569,0.92808527,0.79466057,0.76965797,0.9060578,1.2182616,1.2660587,1.0284371,0.8689275,1.3337669,1.174945,1.30868,1.1436725,1.0081189,0.38024867,1.0132523,1.1596885,1.0756352,0.7834517,1.1136779,0.91285217,1.0012867,0.8144915,0.889521,1.3305362,0.7394205,1.1674225,1.2034535,1.0771732,1.2782067,0.79411376,0.91518414,0.87493986,0.6515167,1.3648038,1.3178544,1.3110167,0.9516428,1.2816722,1.3264916,1.2053225,1.1107589,0.9548795,1.3562713,0.0
