,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,0.76226723,1.2289643,1.3687696,0.5668737,1.3252124,1.3577322,1.1511271,1.1407152,0.72091484,0.614199,1.4562869,0.65115684,0.2741115,1.1301842,0.750324,1.106199,0.9814904,1.3797942,1.400706,0.99864775,1.4197984,0.7780585,1.0840611,1.3290049,0.930284,1.377626,0.9263552,0.88021266,1.2230552,0.7488397,0.7736851,0.8007326,0.99131787,1.4225974,0.66925406,1.1879877,1.4807278,0.5384653,1.4387681,1.0135771,0.7055219,0.49278164,0.8474248,1.0183911,0.17751276,1.2324054,1.3412198,0.82498765,0.7058004,1.1238483,1.0388571,1.3900311,1.213604,1.0176648,1.456111,1.0772547,0.9118454,1.3008603,0.6674728,1.1209443,0.6306099,1.1727169,0.7736703,1.4151998,1.0199797,1.0522625,0.3212884,1.1255994,0.5253359,1.436741,1.0176492,1.3568913,0.85114264,1.0635028,0.51123506,0.9377538,1.0685312,1.0893061,1.398309,1.2168308,1.3890505,1.0824623,1.3264703,0.78046685,0.0,0.57618964,0.6949471,1.3949246,1.4466233,1.3166424,1.0576228,0.75276685,1.2175437,1.3893905,1.0853506,1.1603832,0.8632136,1.2136613,1.2312301,0.7179365,0.9206165,0.6539136,1.0307865,0.44237137,1.0372477,0.94818145,0.8342496,0.9574349,1.2610168,1.0456305,1.4261752,0.7872846,1.3912722,0.97758174,1.3557688,1.5007286,1.296808,1.2445459,0.52143425,0.46240628,0.9689304,0.5360663,1.351924,1.2088338,1.1167283,0.8230974,1.0632603,1.091957,0.95652324,0.88110423,0.88792974,1.085522,1.4004023,0.8100317
pants,0.78298056,1.052135,1.4550822,0.5144787,1.4262475,1.4260787,1.1865067,1.2540941,0.70723706,0.59151113,1.2885044,0.47891372,0.42656058,1.1734663,0.83943725,1.2675904,1.2856698,1.3952847,1.541689,1.160933,1.3676716,0.6209764,1.1551356,1.0764469,0.89957947,1.2643688,0.777578,0.725204,1.3689345,0.69313943,0.51780087,0.5832436,0.8693264,1.3249735,0.52367705,1.0898402,1.4597857,0.6604284,1.5242531,1.0378792,0.80563927,0.92171586,0.66466224,0.97949916,0.7392254,1.0622585,1.3643262,0.47851956,1.0456656,0.9026884,0.9409113,1.2743616,1.3469558,0.69139546,1.4444466,1.3494427,0.93032837,1.1185685,0.6993991,1.2572597,0.654406,1.2824373,0.69685304,1.3505367,0.82027113,1.0737661,0.50013375,1.1456206,0.13345891,1.3752067,0.9587473,1.324549,1.0147732,1.170645,0.61083436,1.0165387,1.0032439,1.0309062,1.4207324,1.0851347,1.1919013,0.9828083,1.3109442,0.61319613,0.57618964,0.0,0.9043943,1.3796754,1.4123054,1.1551673,1.198907,0.98791766,1.3221295,1.4517972,1.12105,1.1722144,0.80537206,1.2945455,1.0527844,0.54134053,0.8936043,0.6961238,1.0873842,0.29753798,0.67904747,0.5144186,0.8955742,0.8471613,1.3136444,1.0880237,1.2915734,1.0214177,1.3744731,1.0435996,1.4023604,1.4211047,1.2835695,1.3912644,0.7649512,0.2973045,1.0230153,0.656706,1.5258412,1.0123516,1.0376962,0.8771101,1.0322798,1.4541956,1.1767106,1.0132854,0.80053985,0.80946577,1.34233,0.7788615
paper,0.6807432,1.3093305,1.3382924,0.6938125,1.3464298,1.3340873,1.0528672,0.9609974,0.64837044,0.60766184,1.4524096,0.71561444,0.6311894,1.0002179,0.72692156,1.0569944,0.4152788,1.4199007,1.279095,0.70853174,1.3948803,0.803198,0.8734273,1.23634,0.79565,1.3730867,1.0176569,0.91861486,1.0304252,0.9066151,0.9916806,0.80571663,0.857342,1.3873322,0.72649163,1.107791,1.4467692,0.5724968,1.3937219,0.9830701,0.7870061,0.7325237,0.899752,0.6176466,0.80690515,1.3539854,1.2550832,0.9797233,0.8604485,1.188229,0.9299158,1.3272345,1.0507935,1.1470102,1.3527598,0.9287512,0.8973646,1.352482,0.82098675,0.8306018,0.84551275,1.1039447,0.8453096,1.4441621,0.9584189,0.96607894,0.73766726,1.1377743,0.77831626,1.306813,1.0400332,1.1912029,0.9398838,0.9551086,0.6895673,0.9638502,1.1420362,1.0701385,1.4400783,1.0726616,1.4424738,1.1515651,1.2497957,0.75548327,0.6949471,0.9043943,0.0,1.2846347,1.3547878,1.3483586,0.775716,0.45221865,1.0691737,1.1554004,1.030699,1.1679385,0.7028993,1.0395706,1.2535727,0.81088364,0.9800421,0.52508247,0.77250177,0.72897863,1.1062577,0.9902874,0.9653927,0.9441864,1.0012118,0.9357253,1.4986682,0.7152457,1.389093,1.0165317,1.3405956,1.4235053,1.3729132,1.072808,0.7926243,0.79765046,1.0046344,0.5601675,1.2584195,1.3389503,1.1050549,0.88701683,0.9214051,1.0613582,0.67216295,0.8044857,0.7942443,1.196533,1.414587,0.80341375
pen,1.2669144,0.88500345,0.5645463,1.3540074,0.5216129,0.56253165,0.9662978,1.0691563,1.3466693,1.3005605,0.39587867,1.3655376,1.3703462,1.0241219,1.2145823,0.80026454,1.0339915,0.3651458,0.6227263,1.1989081,0.5845438,1.2621177,1.1131821,0.92668194,0.9809203,0.54487747,1.0372186,1.2839199,0.9015814,1.2430626,1.1021272,1.3060306,1.015245,0.68410254,1.3854692,1.0510094,0.21381825,1.4396229,0.44708204,1.1798975,1.3022454,1.4129603,1.2861058,1.1498462,1.2951968,0.793574,0.68577814,1.148008,1.1444101,0.935743,0.9824759,0.43532968,0.851506,1.0699555,0.5900178,0.94231695,1.3444422,0.62973636,1.3387296,0.9759967,1.3313463,0.9740255,1.2843885,0.39722723,1.0273532,1.081119,1.3243518,1.1391108,1.3167185,0.5651876,1.1491514,0.7863702,1.1427994,1.022641,1.4486256,1.0757328,0.995139,1.0729928,0.29162693,0.96883965,0.6937136,1.0025645,0.7658533,1.3109939,1.3949246,1.3796754,1.2846347,0.0,0.044943392,0.90912944,0.95148647,1.1902266,0.860926,0.7396717,1.1186737,0.997234,1.3272061,1.0080634,0.9406499,1.3498904,1.2690592,1.3180627,1.1508061,1.4154994,1.160518,1.0777485,1.1351174,1.0628011,0.7218851,0.91924983,0.33220875,1.0332353,0.44026494,1.0417113,0.53898406,0.5171941,0.6367946,0.8964911,1.3705696,1.4023658,1.0289881,1.4096228,0.6766621,0.80842984,0.9462384,1.0489808,1.0011786,0.94418687,1.2297636,1.135336,1.1296988,1.0018507,0.36977226,1.2178197
pencil,1.3411939,0.76121116,0.5143177,1.3989798,0.5005332,0.53767276,0.9438476,1.0832515,1.4626603,1.4241892,0.3083493,1.4567208,1.4443362,1.0536104,1.2834222,0.78995025,1.0303293,0.33473575,0.58680415,1.2408609,0.5214089,1.2563525,1.1186717,0.8641782,1.0915822,0.4844619,1.137705,1.3073304,0.84781677,1.3186061,1.1566634,1.3814934,1.0095421,0.621196,1.4612942,1.0168647,0.12665701,1.539504,0.4028406,1.1745845,1.3901744,1.436129,1.3234634,1.1610855,1.3542781,0.64903957,0.6510449,1.2071037,1.1936138,0.837572,0.94862217,0.39216256,0.847335,0.97051,0.4870314,0.95377946,1.2826428,0.57096016,1.3036634,0.9454474,1.368308,0.9510089,1.2358185,0.36150336,1.025449,1.0970705,1.4081122,1.1000631,1.400604,0.4722051,1.1242176,0.7502455,1.143154,1.0471362,1.4669217,1.1188698,0.9360366,1.0650246,0.26204616,0.8783364,0.5603282,0.96484685,0.72206306,1.3790199,1.4466233,1.4123054,1.3547878,0.044943392,0.0,0.82706124,0.9378779,1.2578192,0.8572643,0.6771226,1.1054429,0.94466555,1.3287013,0.9837189,0.8997411,1.4168093,1.288592,1.3793918,1.153013,1.4774468,1.1051408,1.0557208,1.090543,1.1419133,0.7988381,0.92445815,0.2806778,1.1401254,0.39534473,0.94854885,0.48184478,0.41312814,0.55104,0.84871686,1.4174433,1.4803448,1.0306408,1.5161412,0.6540086,0.6942525,0.9278851,0.98291874,0.9588473,0.9211018,1.2812867,1.2066718,1.1794046,0.9319346,0.34057987,1.2997622
pickle,1.1593311,0.6786519,0.7074745,1.3513606,0.7067565,0.7055284,0.9352746,1.0434482,1.4088919,1.4662318,0.7639585,1.3691859,1.3140295,1.0314246,1.2599505,0.95773447,1.1269157,0.8044796,0.73003745,1.208742,0.30001104,1.2206035,1.1008472,0.87347335,1.3299997,0.7965679,1.1961513,1.190238,0.94416285,1.2961798,1.1949673,1.2278337,1.1902838,0.18235993,1.3571062,0.42626214,0.7644671,1.4638717,0.79310304,0.91805166,1.1628013,1.2051988,1.2170948,1.169816,1.3174789,0.6712316,0.6489917,1.1268884,1.1214211,0.75087744,0.9435723,0.7939618,0.9710973,0.784291,0.7369327,0.96742344,1.0705615,0.6592603,1.0776563,0.9259354,1.0701501,0.85358244,1.0849358,0.7009425,1.1151816,1.0646392,1.4596579,0.8459474,1.3109069,0.80676025,1.0297163,0.9553481,1.0721841,1.0597825,1.2615471,1.032455,0.9592626,0.45657587,0.73064095,0.7414247,0.5512577,0.8177134,0.7840829,1.2695937,1.3166424,1.1551673,1.3483586,0.90912944,0.82706124,0.0,0.97561044,1.1551554,0.93440837,0.5831022,1.0240431,0.782675,1.1718405,0.93293494,0.28505456,1.306212,0.95892435,1.2995205,1.2959294,1.3175,0.84335005,0.96900016,1.0994362,1.1791432,1.09114,1.0094343,0.64892685,1.3526921,0.5974709,0.9266538,0.8217552,0.69527066,0.7794774,0.8391138,1.3634701,1.3357542,1.1316961,1.4327307,0.7700686,0.6192669,0.88121957,1.187231,0.95185894,1.006933,1.2074355,1.2728108,1.1378433,0.9579322,0.67433023,1.3041687
pillow,1.1102455,1.0951152,0.975076,1.1952877,0.9707898,1.0313753,1.1751585,0.70815635,1.1867863,0.912064,0.94246894,1.0001475,1.1983421,1.0433244,0.5579215,0.988636,0.37944603,0.87932146,0.8310888,0.72178555,0.9233707,1.120143,0.7063719,0.7456677,1.1268628,1.0266929,1.1822455,0.77885544,0.73939914,1.1276472,1.2330334,1.1847109,1.1592959,0.9339936,0.8757966,0.99121386,0.9504356,1.0902418,0.8101402,0.9597196,0.96179265,0.99600714,1.0935777,0.78087384,1.1326482,1.0048658,0.95911956,1.2039287,1.2093838,1.1650543,1.1955589,1.0520725,0.72537524,1.0075998,0.8559772,1.0998707,1.1250632,1.157692,0.99541306,1.0143303,1.2530224,1.0750871,1.1933457,1.0265083,1.1814466,1.0200938,1.2665648,0.7898531,1.2276363,0.89884895,0.76011944,0.87914395,1.182808,0.749257,1.0639901,1.1025802,1.1279095,1.0408099,0.9284922,0.4776261,0.99411553,1.1707419,1.0911783,1.1061407,1.0576228,1.198907,0.775716,0.95148647,0.9378779,0.97561044,0.0,0.924981,0.7806386,0.7967025,0.9808499,0.71243894,0.8628111,0.7585503,1.1890725,1.2050493,1.0855789,1.0503815,1.1617461,1.2268114,0.8670962,1.1408751,0.8763854,1.246851,0.84713304,1.03192,0.9792014,0.87660265,1.0154583,0.7346802,0.9314095,0.9419991,0.9223528,0.8772819,1.068765,1.262816,0.92048293,1.0139129,0.9252602,1.0330782,1.1572847,1.1836028,0.40169764,0.895151,0.7078884,1.0659894,1.132477,0.9173291,0.9733446,1.1684935
pizza,0.55143714,1.2064786,1.1991751,0.8160335,1.191706,1.1239393,0.95828575,1.0941381,0.7889774,0.8008379,1.3758204,0.8875114,0.7136943,0.94246006,0.9417952,1.0523485,0.7202648,1.2831342,1.2371141,0.9805881,1.2089801,0.93625337,1.0939835,1.3230181,0.73047894,1.2441206,0.8527329,1.0838176,1.0995299,0.97740144,1.033224,0.8168466,0.8436521,1.1970491,0.99949425,0.92476124,1.3492912,0.7513018,1.3219054,0.78074276,0.65007323,0.7898158,0.954211,0.96387905,0.8187759,1.2719141,1.1670183,0.9713223,0.8711802,1.1860521,0.9939615,1.1441342,0.9400898,1.2216511,1.2617347,0.768587,0.9507295,1.2527953,0.92702746,0.89145267,0.7890033,1.0885628,0.9213903,1.3135526,0.84762585,0.8715031,0.8409486,1.1171397,0.8714947,1.2710807,1.0920861,1.1383146,0.88178843,1.1059251,0.8070245,0.8759123,1.0922415,0.8165794,1.3002601,1.3066515,1.3148546,1.0679537,1.0966862,0.9464546,0.75276685,0.98791766,0.45221865,1.1902266,1.2578192,1.1551554,0.924981,0.0,0.9820631,1.1450361,0.93260086,1.096241,0.86529887,1.2199533,1.0816205,0.8975792,0.7524204,0.73505926,0.8673779,0.805537,1.143476,1.0712227,0.97227436,1.025503,1.1245743,0.97247106,1.3717623,0.6947387,1.2267095,1.2312163,1.2784331,1.2497046,1.2524772,1.064311,0.8749339,0.8472371,0.9472471,0.74448335,1.1903553,1.3417104,1.0311441,0.9098903,1.1952945,1.1257402,0.8715271,0.84541166,0.70811784,1.2461605,1.3718982,0.8582796
plant,1.0065429,1.0656893,0.8762382,1.3405092,0.9458462,0.7600696,1.0846529,0.7613643,1.1927481,1.228503,0.8695322,1.2207137,1.4086183,0.7076818,1.0078727,0.77814513,0.77801,0.6792947,0.7621604,0.8820043,0.92193115,1.1584531,0.8842091,0.75795215,1.0508549,0.8944357,1.05176,0.9389402,0.65983206,1.0542493,1.3208859,1.3053869,1.2108836,0.9190052,1.1430224,1.0152134,0.79020214,1.1906788,0.70552915,0.8362988,0.9247615,1.0361729,1.0063738,1.1323556,1.1630076,1.0638793,0.98937607,1.2306033,1.0498836,1.281423,1.2522547,0.92340523,0.11857039,1.2373034,0.650815,0.78341377,1.1337514,1.0918949,1.2876668,1.1827047,1.2119836,0.8553835,1.3887753,0.7969543,1.1851811,0.8504802,1.3265237,0.73924994,1.3221912,0.7438477,0.8922702,0.50337434,1.2595191,0.84807026,1.3491545,1.0559124,1.0820322,1.0599548,0.84738314,0.92509395,0.98462725,1.1744475,1.0799748,1.1975682,1.2175437,1.3221295,1.0691737,0.860926,0.8572643,0.93440837,0.7806386,0.9820631,0.0,0.81697106,0.77223444,0.9117323,0.99570453,0.7790682,1.1358844,1.1478524,0.7052413,1.1282858,1.016617,1.3372004,1.10272,1.2718929,0.8930868,1.0972816,0.9254544,1.0581865,0.9730874,0.9757821,0.96992135,0.98977834,0.8144736,0.7225045,0.8379489,0.66140616,1.0670121,1.2920533,1.0853115,1.2376285,0.88039464,1.1777394,1.1455622,1.2011093,0.94677967,0.83528525,0.9095797,0.9778493,1.2036211,0.7494358,0.90154797,0.9698977
plate,1.2958627,1.011741,0.71140444,1.4694674,0.7066573,0.6867052,0.8036599,0.83658606,1.2821672,1.3138614,0.6234164,1.3129721,1.481616,0.9085041,1.0956376,0.76144004,0.7767304,0.6650542,0.21056342,0.9482872,0.37194288,1.3537488,0.88885814,0.7633668,1.1553597,0.82389385,1.2644303,1.0912626,0.7010786,1.2963662,1.3593774,1.2064292,1.2038313,0.41235244,1.2978588,0.6163891,0.62810403,1.3735912,0.5055105,0.9728231,1.2719927,1.2742556,1.2966764,0.96609145,1.2924421,0.98827344,0.6162613,1.3121438,1.2069364,1.1826451,1.0797907,0.72614187,0.7834648,1.1446977,0.35247755,0.88158125,1.1894768,0.9956615,1.4034325,0.8182765,1.414222,0.7715461,1.4039841,0.7553251,1.0797411,1.0569909,1.4590552,0.7690784,1.5028281,0.42285454,0.99855024,0.7724085,0.9085707,0.99811983,1.4632714,1.0169137,1.0313916,0.77470124,0.7510278,0.7249075,0.87037206,1.2015773,0.6988827,1.187569,1.3893905,1.4517972,1.1554004,0.7396717,0.6771226,0.5831022,0.7967025,1.1450361,0.81697106,0.0,0.9944447,0.9685931,1.1781102,0.6727131,0.8189242,1.3023688,1.1729348,1.3258004,1.1300592,1.4679618,1.0681131,1.2512016,1.1308229,1.166959,0.6724938,0.9043183,0.7761699,1.1301928,0.47860146,1.0789609,0.678615,0.36428744,0.61801994,0.6579033,1.3004594,1.4749458,1.0814152,1.206976,0.5539081,1.0153875,1.069944,1.2966963,0.8262239,0.7571317,0.6898875,1.2097664,1.1373458,0.9909821,0.8079174,1.3039392
pony,0.79008484,1.0898864,1.000517,1.1700653,0.9999768,1.0154998,1.1121719,0.9128983,1.136497,1.1663827,1.0988295,1.1945132,1.222312,0.65553534,1.0402999,0.9508287,0.93703884,0.9679387,0.96671605,0.94704324,1.0084441,1.1467288,0.9078258,1.0220063,1.079844,1.0914063,0.97017837,1.1077423,0.8044908,1.119523,1.1391617,1.2111225,1.1551614,0.95936483,1.1567144,0.95450413,1.0631742,1.1703374,0.9818764,0.6626477,0.71820796,0.84959793,1.08942,1.1215253,1.0517642,1.1195868,0.9488886,1.1437099,0.9641581,1.184827,1.1500087,0.98115677,0.7745998,1.1302795,0.9142482,0.7066552,1.0477298,1.094073,1.1659789,1.0256146,1.1371448,0.7934667,1.2152405,1.0517598,0.9997554,0.18754447,1.153122,0.9143768,1.1465992,0.9415444,1.0500734,0.88533187,1.1179726,0.73033535,1.1726706,0.9747547,0.9971783,0.9390661,1.043122,1.0534071,1.0978696,1.0568913,0.9822012,1.1600752,1.0853506,1.12105,1.030699,1.1186737,1.1054429,1.0240431,0.9808499,0.93260086,0.77223444,0.9944447,0.0,0.9784884,0.91957706,0.9227971,1.028761,1.1234876,0.67701334,1.0573545,0.8998977,1.1515114,1.109032,1.2877839,0.9397649,1.089193,1.0444671,1.1640126,1.1030487,1.0456723,1.0604119,1.0654619,0.9351232,0.9822389,0.9523985,0.85607046,1.0081229,1.1006439,1.0379483,1.1817979,0.93037003,1.1272323,1.1030046,1.090858,1.0452569,0.8268279,0.95994747,0.9804103,1.0602467,0.9738077,1.0671549,1.0975536
pumpkin,1.2138548,0.7534282,0.6534291,1.0619577,0.6781438,0.8888246,1.0944599,0.9282552,1.2260739,1.1190823,0.8798718,1.1827282,1.1912,1.0617117,1.0277107,1.094882,1.0276791,0.88358563,0.92285967,1.0251076,0.8808088,1.2296464,0.8932914,0.9099418,1.1937981,0.82969296,1.0847005,1.1023858,0.8720136,1.2051375,1.0515872,1.0102785,1.0466112,0.80539435,1.1533465,1.0328826,0.92537725,1.3461239,0.7912092,0.96313256,1.0679392,1.1304511,1.0540314,1.0193877,1.1508267,0.74575174,0.693527,1.2095236,1.0630022,0.77539134,1.1299207,0.88075244,0.88276833,0.81375694,0.8983894,1.2146082,0.93795717,0.9008543,0.9239353,1.064819,1.0800159,0.98148906,0.94059783,0.8995588,1.0437373,1.0688989,1.2201378,0.7419023,1.2128327,0.93724185,1.0245262,0.86624604,1.2705964,0.88974553,1.0230501,1.2346704,0.9405656,0.9661302,0.76629525,0.7946031,0.6890308,0.88199943,0.91576153,1.232219,1.1603832,1.1722144,1.1679385,0.997234,0.94466555,0.782675,0.71243894,1.096241,0.9117323,0.9685931,0.9784884,0.0,1.0621628,0.95238733,0.9445953,1.2047825,1.0397301,1.1849924,1.258281,1.1854911,0.8078302,1.008892,1.0704999,1.26877,1.0568166,1.098519,0.73265326,1.037,0.9475001,0.6736369,0.81290466,0.95005655,0.9120663,0.81424814,1.2080228,1.1804372,0.9962135,1.1765531,0.92574793,0.6504238,1.1831461,1.1280285,0.8597808,1.0597322,1.083448,1.0511513,1.236641,0.94895107,0.7838695,1.178597
purse,0.8450402,1.2141509,1.4099828,0.9227602,1.4079779,1.3793654,1.1669283,0.8275066,0.78427505,0.8241939,1.2336055,0.74304396,0.89484864,0.9928151,0.7518389,1.1643887,0.8296332,1.2004162,1.2199692,0.6968989,1.2609907,0.6844718,0.75406,0.84227604,0.9481373,1.2782857,1.0250938,0.6286247,0.88181466,0.79515696,0.986598,0.94486904,1.0194074,1.2071406,0.61512184,1.0088404,1.3364667,0.6496993,1.2253594,0.81319505,0.79063433,0.8254268,0.75145894,0.7946161,0.8628868,1.2626276,1.3147807,0.94828665,1.1200641,1.3136181,1.2252076,1.3656445,0.9617768,1.1400298,1.1382272,1.1246774,0.96073246,1.2761056,0.94546866,1.231648,0.9712802,1.1610754,1.0938662,1.3791693,0.99669677,0.9287472,0.7778348,0.8124228,0.8233961,1.1405728,0.7924822,1.0068582,1.000258,0.8376564,0.8442525,0.9810599,1.1556127,1.0307509,1.3522854,0.8599648,1.239677,1.1762747,1.3299813,0.77478284,0.8632136,0.80537206,0.7028993,1.3272061,1.3287013,1.1718405,0.8628111,0.86529887,0.99570453,1.1781102,0.91957706,1.0621628,0.0,0.7874634,1.2207618,0.778645,0.8148317,0.69989395,0.7356847,0.85941756,0.81652397,1.0322549,0.7474213,1.0298303,1.0578585,0.97338146,1.3849074,1.0088239,1.3381038,0.9931568,1.2258941,1.1955061,1.1697772,1.1962214,0.50355077,0.84012145,0.9328283,0.80303884,1.2978346,1.3356618,1.1354601,0.9376679,0.7810717,1.0816567,0.7674315,1.0049313,0.9281069,0.75600433,1.2938683,0.92741203
radio,1.2266222,1.0563757,0.9946285,1.2942753,0.9795907,0.97146875,1.1346763,0.6604175,1.0306919,1.206608,0.86483705,1.1387395,1.3664501,0.9263097,1.0203874,0.9773455,0.70126283,0.85335666,0.6858114,0.6561258,0.90000075,1.1226071,0.64549553,0.62226355,1.0736681,1.0712022,1.2035798,0.8417515,0.5812449,1.0522902,1.2346895,1.2133658,1.2188445,0.88963586,0.9981804,1.0005599,0.9383929,1.0769305,0.74721456,0.9673809,1.1252172,1.0757498,0.9792719,0.7780014,1.1517181,1.0688045,0.95219606,1.2068578,1.0942799,1.2218411,1.2206509,1.1683543,0.79630613,1.208202,0.73462,1.0359498,0.9991983,1.0501713,1.2461311,0.95911443,1.2765818,0.9847056,1.2844617,0.9474668,1.2068493,0.9814408,1.2044612,0.55848885,1.3079361,0.7540443,0.79658246,0.7530031,1.0891929,0.8265426,1.3009127,0.99115294,1.0975425,1.1195172,0.94923884,0.80331826,0.99211204,1.1324476,1.0030407,0.89219165,1.2136613,1.2945455,1.0395706,1.0080634,0.9837189,0.93293494,0.7585503,1.2199533,0.7790682,0.6727131,0.9227971,0.95238733,0.7874634,0.0,1.1122258,1.0359241,1.0233053,1.144254,0.96786296,1.2841665,0.99085855,1.1781386,0.9807446,1.0333856,0.66513485,0.98945993,0.99765235,1.1150415,0.9569606,0.8874849,0.9145447,0.8205199,0.9653388,0.8175318,0.9380446,1.2768643,1.0942347,1.1550449,0.748549,1.1153717,1.0261148,1.1740716,0.84766257,0.79052263,0.56546396,1.0627995,1.1406031,0.8758677,0.79714656,1.0765324
raisin,0.95815873,0.7477245,0.72601914,1.1619262,0.73689115,0.7389069,1.015211,1.1874806,1.3029473,1.3282057,0.8170656,1.2749516,1.1248511,1.0207186,1.3180792,1.0401387,1.2745101,0.96344054,0.96037185,1.3112093,0.43946648,1.2267078,1.2401538,1.1498617,1.2473934,0.91277695,1.1061864,1.3271234,1.0507729,1.2575614,0.91631997,1.0801427,1.0696003,0.33479416,1.335162,0.5834149,0.8751285,1.3283426,0.9905498,0.8182265,1.0910522,1.1595035,1.2181035,1.1532158,1.241955,0.7461837,0.7277253,1.0698613,0.92025054,0.6447016,0.79301786,0.68153983,1.1582191,0.7047827,0.9554422,0.8723383,1.1082836,0.5807792,1.0395796,0.8303688,0.8983611,0.852563,0.9742839,0.69097185,1.0393773,1.0164732,1.2556698,1.1363592,1.1654012,1.0024725,1.1647304,1.1574436,1.1457971,1.1498839,1.128186,0.90140885,0.885753,0.50171053,0.8204011,0.97389555,0.69252884,0.74424577,0.76463974,1.2242916,1.2312301,1.0527844,1.2535727,0.9406499,0.8997411,0.28505456,1.1890725,1.0816205,1.1358844,0.8189242,1.028761,0.9445953,1.2207618,1.1122258,0.0,1.2973993,0.86769027,1.223936,1.2063155,1.1653578,0.8752537,0.9460606,1.3119652,1.0684446,1.1744294,1.0535896,0.6606009,1.2496061,0.6403044,1.0715121,0.9088828,0.86913395,0.8350022,0.9882701,1.2857271,1.163512,1.1627674,1.3138907,0.8168406,0.55161387,0.86121535,1.1157049,1.1089551,1.0643072,1.3532029,1.1399263,0.9661205,1.1792858,0.77590215,1.2378429
refrigerator,0.79262245,1.2851993,1.5305552,0.563817,1.4913306,1.5217507,1.1144996,1.0776737,0.2784567,0.56450546,1.3579862,0.4533031,0.6708469,1.1034389,0.8260864,1.3518529,1.1493547,1.3192531,1.3415396,0.9118192,1.4645178,0.60620797,0.8104868,0.74933136,0.6564342,1.3093746,0.7629594,0.52252406,1.140582,0.46143222,0.8479999,0.58266354,0.8180131,1.4365088,0.504809,1.109584,1.5113716,0.3951192,1.3707985,1.0264387,0.8246624,1.0132459,0.23753214,0.63263917,0.7532835,1.2862662,1.3782043,0.6907552,0.9529254,1.2199129,1.1462946,1.4201704,1.1717119,1.1746482,1.276221,1.434454,0.8748551,1.334868,1.0451692,1.2880019,0.71283114,1.3436105,0.9160897,1.4810472,0.900155,1.1125379,0.6138094,0.8966229,0.53446126,1.2368629,0.6834537,1.0208317,0.95266587,1.0197186,0.8096163,1.019367,1.1704631,1.1039578,1.4311805,1.1879631,1.377904,1.066271,1.2785486,0.15690029,0.7179365,0.54134053,0.81088364,1.3498904,1.4168093,1.306212,1.2050493,0.8975792,1.1478524,1.3023688,1.1234876,1.2047825,0.778645,1.0359241,1.2973993,0.0,0.958213,0.76751745,1.0185821,0.535934,1.0781178,0.8879429,0.8818723,0.707788,0.8866656,1.0061433,1.5081975,0.93671817,1.4694067,1.2393293,1.3505085,1.3227355,1.3106371,1.3451904,0.73709536,0.51557314,0.9952482,0.46377122,1.4344234,1.3894814,1.1292802,1.0119295,1.1179239,1.4139935,0.809669,0.9092804,0.90148413,0.76663524,1.4354393,0.40312076
rooster,0.643829,1.1471411,1.1724795,0.9637466,1.197669,1.0102367,1.1755126,1.0538455,1.0211899,1.0958508,1.2123257,0.9407469,1.0120449,0.7375442,1.1329986,1.1367493,1.031595,1.1318884,1.1780033,1.0641311,1.1346529,0.9491028,1.0644581,1.083022,1.033217,1.2765019,0.96687603,0.9158452,0.96606475,0.9599423,0.93997806,0.97099936,1.0575787,1.0633892,0.9693598,0.9236813,1.3070619,0.9382955,1.2058008,0.38757682,0.5591208,0.7219019,0.82863927,1.0338466,0.91251945,1.1510483,1.1386826,1.0318444,0.9712539,1.1129377,1.0923773,1.0708115,0.6729903,1.0462161,1.1359411,0.69816226,0.94099003,1.175722,0.92697674,1.1608311,0.85629,0.9793725,1.0345553,1.1422689,0.87078357,0.6805909,0.9864913,0.8654561,0.9478459,1.1968597,0.95814216,0.9318961,1.1883029,1.0055339,0.9180129,0.7349917,1.118262,0.79782206,1.2456286,1.191423,1.205747,1.0488703,1.2188034,0.98636705,0.9206165,0.8936043,0.9800421,1.2690592,1.288592,0.95892435,1.0855789,0.7524204,0.7052413,1.1729348,0.67701334,1.0397301,0.8148317,1.0233053,0.86769027,0.958213,0.0,0.9664428,0.9139634,0.9554764,0.9403881,1.0230469,0.99855083,1.0325297,1.1383176,1.2095238,1.237807,1.057438,1.219555,1.1738453,1.1946398,1.1421983,1.1231838,1.0068326,0.80579025,0.88475394,1.1054926,0.9476734,1.1413039,1.1503386,1.0484214,0.9742503,1.1933869,1.0349071,0.9988779,0.9759685,0.8345543,0.9063543,1.2538952,0.9380744
