,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,cloud,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
frog,0.2569512,1.0733361,1.0703895,1.0435112,0.8767939,0.9092587,1.1468468,1.05924,1.0622635,1.0262731,1.2324961,1.2451586,1.1069034,0.9135656,0.8581434,0.95086664,0.829317,0.9827067,1.1097282,0.9740783,1.1502157,1.2302274,0.44385946,1.2378223,1.1114442,0.8504348,0.9990779,1.1348962,0.8351166,1.2084535,1.1105481,1.1358525,1.0948793,1.0774388,1.2236836,1.0416843,0.95161664,0.8063541,0.63380593,1.2050399,1.0649991,1.1306006,0.9976568,1.0555794,1.057232,0.9064783,0.9920517,1.1553695,0.0,0.8816598,1.1943822,0.6735092,1.1459875,0.8767804,1.0962361,0.8869395,1.1899238,0.9716441,0.80188,1.0003862,0.9769918,1.1308146,1.0174023,1.0432912,1.1213676,0.5311685,0.99578065,1.0576879,1.2572904,1.1269119,1.2488016,1.0078095,1.0032136,0.965318,0.91393274,1.0780213,0.8031578,1.180659,1.1567359,1.1774813,1.1814296,1.1235106,0.8845317,1.0675241,1.1350205,0.8678528,1.2110379,1.0709971,0.9468696,0.72678286,0.5048583,0.97117573,0.94195074,1.1448376,0.94525874,1.0781946,1.0470341,1.0702842,1.0840503,0.9135948,1.1693213,1.0504518,0.9256332,1.129815,1.0247905,0.6250782,1.0812228,1.0108668,0.9516181,1.1348529,1.0744194,1.2565315,0.57078624,0.9710266,1.0974226,1.0300218,1.118088,0.966365,1.2061813,1.158701
glass,0.74752223,1.0277834,0.99493724,0.8872041,0.81132114,0.76156723,1.1464995,1.0702031,0.9287466,0.80904627,1.2287102,1.3376203,0.795514,1.3100202,0.744856,1.0163847,0.9746031,1.061632,1.1490335,0.8292621,1.302206,1.1961762,1.0860103,1.3241377,1.270113,0.94930726,0.98658884,1.1308551,1.2924466,1.2139783,0.95795375,1.1550505,0.8741975,1.0820036,1.2916348,0.8905683,0.94023585,1.1529896,1.0133222,1.0944614,0.91941464,0.9864746,0.9947798,0.69736505,0.8403661,1.2024734,1.2792897,1.3727555,0.8816598,0.0,1.0311942,1.0173703,0.94512624,0.66338634,0.795301,0.56203556,1.091441,0.9333004,1.2217729,0.80902135,0.5665103,1.3313476,0.81209755,1.3159789,1.1504807,0.6505387,1.1664904,1.2014687,1.1398546,0.9716272,1.192486,0.8771338,0.7667706,1.102506,0.69944715,0.768801,0.8018147,1.1404262,1.1594839,1.2332215,1.1441345,1.2663517,1.1952481,1.1767435,0.94410306,0.58667254,1.3048894,0.7428677,0.9716298,1.3087233,0.9781429,0.6053494,1.0108899,0.9996047,0.9530322,1.0455297,0.9780354,1.1918662,0.97584665,1.0033271,1.3062391,0.79432845,1.1595291,1.28445,1.158936,0.81408966,0.94473845,0.7692926,1.2247428,0.9432994,0.84845644,1.2889163,0.934883,1.1374285,0.94530016,1.1655673,1.2058119,1.1235377,1.1153702,0.88106966
glasses,1.2217729,0.7448336,0.6818037,1.1835339,1.0245374,1.0249302,0.7748753,1.174121,1.2384871,1.2536376,0.5986727,0.7726059,1.0862844,0.8834857,1.1366155,1.1220729,1.2560866,1.03262,1.0764967,1.2925246,0.90470004,0.89242023,1.1397394,0.7679627,0.83312726,0.9861034,1.0490677,1.1175276,1.0358893,0.79917544,0.92661273,1.1371608,1.2036114,1.2109213,0.46812844,1.3058343,1.0480086,0.8358023,1.0513844,1.116741,1.0563853,1.1486931,0.918468,0.82352185,0.5592946,0.7739943,0.9120598,0.73480046,1.1943822,1.0311942,0.0,1.0219071,1.1896995,0.8463228,0.7940891,0.8580526,0.5472447,1.2162163,1.0078748,1.1273347,1.0663618,0.8301776,1.2049936,0.8974769,1.1563841,1.1637813,1.0968497,0.9859133,0.4038028,1.081884,0.4157216,0.7367419,1.2082298,1.1358591,1.1752591,0.9773838,1.2674733,0.35106277,0.44360304,1.0036868,0.8306452,0.7869947,1.1392305,1.19157,0.856341,1.2424183,0.70502055,1.2300172,1.1051232,0.96118575,1.1043347,1.0729678,1.1309413,0.95005274,1.2683973,1.1240287,1.2573873,0.62791455,1.0035971,1.2092195,0.50297153,1.2905786,0.9403266,0.63194644,1.2146205,1.18359,1.180308,1.3422948,0.72970414,0.33799648,0.63335526,0.8056649,1.2102605,1.0191735,1.1931741,1.1858132,1.0201108,1.1822196,0.25522733,1.1276804
glove,0.8177027,0.6579998,1.0338509,0.9756205,0.9415656,0.9875707,0.858881,0.9595712,1.1250273,1.1611452,1.0289404,1.1989622,1.0798185,0.9688875,0.9732739,1.1428856,0.9433926,0.934554,1.0893548,1.0880456,0.9293991,1.0463992,0.8169311,1.0779485,1.0900879,0.85399777,1.095963,1.2155559,0.9754647,1.1238332,0.9043615,0.9118792,1.2478485,0.9224375,1.0683722,1.2106509,0.9737821,0.9478675,0.6713997,1.2536016,1.1718714,1.014495,0.9531184,1.1325446,0.8215251,0.8801904,1.0940307,1.0250276,0.6735092,1.0173703,1.0219071,0.0,1.261826,0.82870126,1.0972998,0.8135421,0.8904725,1.1016845,0.87116486,1.0311025,0.9747199,1.0293303,1.1882244,1.1250467,0.92537546,0.48879516,0.99198437,0.94918025,1.0689087,0.89560163,0.9967518,1.0315411,1.1489046,0.9747211,0.9930623,1.0545623,1.0060452,1.0120403,0.99010897,0.937166,1.0797359,0.92653435,1.0842615,1.0210625,1.1963419,0.8723155,1.1829062,1.2240713,1.0876329,0.9322196,0.89776134,1.1388565,0.4132502,1.0496743,0.9122225,1.1794584,1.1213101,0.5289105,0.8084555,1.073696,1.0071281,1.1787493,0.92651683,0.9787967,0.98446697,0.9703301,1.1602733,1.2270243,0.8783499,0.86356336,0.8434739,0.84390974,0.7385981,1.1113281,1.2316071,0.9855575,1.1438423,1.0174266,0.9571721,1.3356737
grass,1.0017283,1.2127945,1.2556217,0.85813814,1.1737857,1.1659058,1.3665711,1.1017739,0.8390535,0.77852666,1.2146059,1.0481721,0.9096656,1.0482285,0.93108946,0.9149543,1.0417986,1.2064805,1.1771064,0.8977623,1.2589929,1.2628522,1.0717963,1.2148908,1.0421327,1.0803185,0.8676619,1.0489058,1.2214087,1.11014,1.1410257,1.0980594,0.81178045,1.0730027,1.246902,0.84437966,1.1932079,1.0424695,1.2062639,0.8132347,0.98443633,0.8230252,1.1917953,0.78669524,1.2044572,1.2731357,1.1185942,1.2663994,1.1459875,0.94512624,1.1896995,1.261826,0.0,1.1594703,0.86974245,1.0797108,1.1767614,0.6875255,1.1484292,0.8722375,0.8750892,1.2346917,0.83046305,1.2325463,1.1043613,1.1148771,0.803619,1.2371811,1.0952159,1.0503246,1.2192805,1.229525,0.9147947,0.9377041,0.8716097,0.91205984,0.87834823,1.2853042,1.2752168,1.1554055,1.2416222,1.2900652,1.009918,1.1405003,1.0993761,0.98530936,1.0841348,0.85714376,0.5088587,1.2086833,1.0478837,0.8095725,1.0800649,0.9419607,0.7448995,1.0040067,0.53924686,1.2782983,1.152635,0.99050266,1.3288643,0.5544141,0.97199357,1.2208321,0.86939836,0.8758773,0.66563845,0.66005397,1.247019,1.2921621,1.1699047,1.2251321,1.135865,1.2221012,0.44601703,1.0441828,0.9161802,1.1276257,1.3011297,0.66512895
gum,0.85562646,1.0208468,0.6230782,0.9996264,0.7301921,0.69000936,0.61178094,1.3301426,1.2034438,1.163502,0.99689466,1.1935183,1.0671709,1.0914254,0.99843633,1.0427823,1.0563188,1.0471522,0.63625455,1.0573745,0.664787,1.2214949,1.1167145,1.1340976,1.1507978,0.68828356,1.1203177,1.3358879,1.3123908,1.0671861,0.9524682,0.50904655,1.1705084,0.48823833,0.8607085,1.2432184,1.0835981,0.91061676,0.9954722,1.3161604,1.0654569,1.2083042,0.8138026,0.97352135,0.6778978,0.919511,1.0318669,1.1520544,0.8767804,0.66338634,0.8463228,0.82870126,1.1594703,0.0,0.97888577,0.7319987,1.0338911,1.142523,1.200247,1.1034821,0.92200506,1.1209221,1.1710798,1.3315295,0.50484216,0.65166444,1.3044293,0.85646987,0.74176586,0.9713314,1.0098356,0.7245773,1.1317909,1.1411419,0.98366845,1.0738258,0.9315326,0.85196215,0.88807863,0.48631698,1.223142,0.77862024,1.1951413,0.8311657,0.9736326,1.0074222,1.0123014,1.1836184,1.1462615,1.2719789,1.1672921,1.0417253,1.0609361,1.2646048,1.2373968,1.1501632,1.1546634,1.0494045,1.0911156,0.789576,0.9901371,1.1562885,1.0664585,0.77725774,1.34782,0.9426269,1.1830728,1.0039996,0.86189044,0.75860643,0.76929903,1.0390943,0.83123684,1.1608477,1.1605455,1.2757473,1.3197404,1.3082813,0.8576985,1.2364457
hair,0.9276544,0.7485496,1.0623226,0.86227524,1.1482782,1.1199644,1.0886753,1.1250923,0.95964,0.88814205,1.1240593,1.2184199,0.6925963,1.2332174,0.9356071,1.0763799,1.0236245,1.2085358,1.2233062,1.0226157,1.1639222,1.2411156,1.1238708,1.2946261,1.1868815,0.9993107,0.91306925,1.0122229,1.3479996,1.1116952,0.95872056,1.0676473,0.88779724,1.0577861,1.1623062,0.94195336,1.1561508,1.0139521,0.96936905,1.0422503,0.9901082,0.76035106,1.0840225,0.5348784,0.7470907,1.2888621,1.1970153,1.2823311,1.0962361,0.795301,0.7940891,1.0972998,0.86974245,0.97888577,0.0,0.6459631,0.7378677,0.9795975,1.3130065,0.899761,0.7971325,1.2634916,0.9409043,1.2801876,1.085902,0.96156037,1.078674,1.1839713,1.0360729,1.095282,0.968825,0.984481,0.9248813,1.0943996,0.8302263,0.79766774,0.9074544,1.009014,1.0669438,1.127488,1.1012154,1.161959,1.1057384,1.2103945,0.9318126,0.9139458,1.1993495,0.8449568,0.9562473,1.2807062,1.065415,0.73920274,0.93901163,0.7560818,1.0178288,1.1539958,0.83430845,0.9924629,0.895228,1.0237478,1.1956502,0.8217622,1.2084861,1.1725523,1.026588,1.0028849,0.7932684,0.9155633,1.3000855,0.73152196,0.91623366,1.1437852,1.1197567,1.2624211,0.8653422,1.0996675,1.128648,1.1501454,0.9580382,0.7920803
hand,0.73006904,0.66455656,0.8703952,0.7779481,0.997468,0.9846491,0.9838788,1.2489125,1.05575,0.9170074,1.1564612,1.3573238,0.6791516,1.2928307,0.8401042,1.1182561,0.99052703,1.2778803,1.21331,1.0482496,1.2737293,1.3241863,1.1520573,1.410842,1.3383775,0.6578905,1.0683728,1.0435447,1.3978868,1.2149261,1.0137053,1.1330458,0.9694307,1.1011397,1.1613034,0.9499881,1.0180372,1.133265,0.7227486,1.1565711,0.9466469,0.8902923,0.90395063,0.6585348,0.26934904,1.2044559,1.3356816,1.2845073,0.8869395,0.56203556,0.8580526,0.8135421,1.0797108,0.7319987,0.6459631,0.0,1.0394359,1.0744274,1.289252,0.86504793,0.5493665,1.2152333,0.901487,1.3793226,1.1337967,0.6093088,1.2564011,1.2703043,1.0501574,1.0637429,1.0035591,0.8003938,0.9584923,1.1378837,0.69197476,0.68910635,0.76446295,0.90981454,0.82585216,1.1890337,1.1524326,1.2009032,1.2171595,1.214825,0.8626039,0.87848836,1.2731556,0.8705766,1.0807989,1.3475449,0.9418401,0.59150904,0.91256446,0.9478629,1.0176716,1.2241465,1.0246682,0.89694035,0.7868521,0.9878676,1.1535933,0.95637715,1.121393,1.1953229,1.221813,0.8776863,1.0443357,0.8787093,1.242013,0.4822976,0.57496446,1.1779448,1.0207521,1.2385666,1.1018499,1.2703362,1.3201468,1.1922066,0.89433223,0.9688642
hat,1.2675139,0.71467423,0.82400966,1.1876824,0.92370117,0.97287446,0.90194494,0.94471043,1.1192235,1.1768475,0.75961286,0.86977077,0.97041386,0.95033807,1.1518843,1.0333898,1.1489018,0.9643965,1.1129174,1.1920373,0.9637899,0.78074396,1.0691684,0.84043777,0.8449892,1.1103407,0.97013074,1.0448498,1.012428,0.83013886,0.89565635,1.055062,1.1729808,1.146812,0.7593638,1.1927577,0.9968254,0.9044502,0.92185545,1.1767563,1.139853,0.9551423,0.91527057,0.92195433,0.80703175,0.8975961,0.9786912,0.87158906,1.1899238,1.091441,0.5472447,0.8904725,1.1767614,1.0338911,0.7378677,1.0394359,0.0,1.125631,0.96550333,1.1836551,1.0968286,0.9352727,1.1911534,0.9252051,1.0706406,1.111255,1.0453691,0.9641829,0.71434253,1.0280056,0.6266902,0.85470515,1.1976535,1.0227054,1.15859,0.9800366,1.2719762,0.6806159,0.72601306,0.9880639,0.83346534,0.8959726,1.0395527,1.1669167,0.8759204,1.1074003,0.87907374,1.2215433,1.0670762,0.90546834,1.16974,1.1108048,0.890585,0.8228499,1.1037554,1.1250665,1.0912192,0.6386542,0.9156606,1.1999509,0.75899076,1.20466,1.0488169,0.86307645,1.0219392,1.148777,1.0049118,1.313352,0.7395379,0.6322597,0.8929588,0.86514705,0.9641892,1.0059152,1.1452286,0.98398846,0.9455191,1.1131756,0.6311484,1.1632645
helicopter,0.8888752,1.1967392,1.2755831,0.8546868,1.0984001,1.1198668,1.2955393,1.0928286,0.83861667,0.792922,1.1451478,1.1596656,0.9671861,1.148373,0.8453892,0.88277674,0.922701,1.266122,1.1650324,0.91640186,1.2137648,1.2749313,0.98054016,1.1883713,1.0132331,1.0822055,0.87274677,1.1467096,1.036309,1.110929,1.0753194,1.0611076,0.8628918,1.02339,1.2618253,0.93894047,1.0942814,1.1329379,1.1290107,1.0147767,0.91706324,0.9833382,1.1811254,0.89038825,1.2409383,1.1459111,1.1959742,1.227493,0.9716441,0.9333004,1.2162163,1.1016845,0.6875255,1.142523,0.9795975,1.0744274,1.125631,0.0,0.9986019,0.7951635,0.8629865,1.2167261,0.949106,1.1429541,1.0708805,1.0516982,0.85763294,1.1512065,1.1642046,1.0385389,1.2925792,1.1950972,0.8493926,0.91650784,0.84904355,0.94970894,0.77510464,1.2968639,1.2702796,1.1396329,1.264578,1.2657118,1.0518954,1.0639843,1.1740351,0.9441647,1.1451424,0.8937849,0.7560139,1.0642589,0.9223603,0.8317834,0.96439224,1.0127732,0.87866944,1.0028437,0.7492074,1.2217788,1.0953625,0.9987342,1.30353,0.5504458,1.0659941,1.2258017,0.93023443,0.9076172,0.8408133,0.7397743,1.2052388,1.2982519,1.1744138,1.3493772,1.0618621,1.1574421,0.6195537,1.0760915,0.9261212,1.1172152,1.256643,0.84185255
horse,1.0315733,1.1496373,1.0890175,1.0904206,0.9307612,0.99010974,0.9252393,0.90730566,1.1049185,1.2093636,0.97131276,0.9878496,1.2288433,0.81914115,1.1876242,0.84325397,0.96081996,0.8476539,0.96185696,1.196934,0.8765109,0.93193835,0.7103401,0.8635107,0.8198365,1.1424206,1.0032386,1.0729797,0.52160645,0.95193326,1.0322417,1.0276409,1.2033352,1.0773507,0.9855111,1.1684648,0.9272333,0.84030086,0.9220946,0.9906901,1.1820067,1.1518885,1.0201927,1.2435405,1.1992576,0.8186353,0.83863497,0.8183521,0.80188,1.2217729,1.0078748,0.87116486,1.1484292,1.200247,1.3130065,1.289252,0.96550333,0.9986019,0.0,1.1142689,1.2877364,0.9143575,1.1848329,0.7827258,1.0304958,1.188632,0.8970963,0.7743255,1.0181069,1.1364444,0.9676412,1.0650961,1.119823,0.9153023,1.2197299,1.2140843,1.1344849,1.0114238,0.9601802,1.0018061,1.034463,0.79584634,0.8231268,0.83861905,1.1303271,1.0893586,1.0228293,1.1858548,1.0171728,0.2413922,1.0044343,1.2895353,0.9864653,1.1583611,0.9768054,1.012858,1.1698693,0.8403246,1.1401911,0.96728605,0.8419606,1.2036759,0.8687342,0.89018834,0.88823265,1.072644,1.0917504,1.1635854,0.72489667,1.1673334,1.0913596,1.1001883,0.8999264,0.9095347,1.1289376,0.81383836,0.8291341,0.86228013,0.95773804,1.1340578
jacket,0.8406814,1.1521147,1.2295425,0.8020866,1.0966511,1.0984615,1.2916359,1.073005,0.8372535,0.60180193,1.1724163,1.25694,0.7617328,1.3656642,0.6523039,0.8929527,0.9023545,1.1898551,1.2749566,0.8374102,1.4009788,1.1765838,1.2264547,1.2623785,1.2603587,1.0181073,1.0123943,1.0582294,1.1800181,1.2483727,1.1022452,1.1287856,0.6505642,1.1163589,1.2527757,0.706065,1.1737497,1.2243208,1.0067956,0.9486795,0.8363068,0.8227467,1.1546831,0.7628338,1.13336,1.2659587,1.3795519,1.2973824,1.0003862,0.80902135,1.1273347,1.0311025,0.8722375,1.1034821,0.899761,0.86504793,1.1836551,0.7951635,1.1142689,0.0,0.54302037,1.251315,0.6941871,1.2391855,1.1394761,0.85783815,0.9046572,1.3867518,1.1643031,1.1677642,1.2443211,1.1183234,0.6862573,1.1834133,0.6646193,0.66867775,0.6563646,1.283698,1.2852032,1.2411286,1.103822,1.3716213,1.2111602,1.2476981,1.1017905,0.6560173,1.2256808,0.6483371,0.78157943,1.222674,0.9971499,0.48961097,0.94557285,0.92891455,0.9494006,0.9801316,0.7258786,1.246034,1.0179689,1.1290715,1.3329861,0.76745546,1.1856121,1.3511921,0.7914406,0.79520166,0.8710631,0.67736775,1.1589607,1.1752906,1.0199901,1.2610874,0.88212645,1.2640872,0.90908575,1.11966,1.1740456,0.82834023,1.1932712,0.8021022
jeans,0.7145819,0.93334115,1.0122117,0.81055963,0.8522567,0.83303463,1.244135,1.2463804,0.92073953,0.6518976,1.2317121,1.3990662,0.59954196,1.4220967,0.65465534,0.9922598,1.0936799,1.3179338,1.3109689,0.96988887,1.4403265,1.3281426,1.2660245,1.4044652,1.335799,0.897475,0.97586757,1.2058777,1.4083871,1.3771095,1.1439204,1.1357497,0.74744976,1.0948687,1.3414446,0.88908637,1.1678969,1.1855793,0.9722684,1.1463128,0.95525414,0.7513523,1.0161895,0.57783246,0.8387034,1.3109927,1.4652812,1.5191932,0.9769918,0.5665103,1.0663618,0.9747199,0.8750892,0.92200506,0.7971325,0.5493665,1.0968286,0.8629865,1.2877364,0.54302037,0.0,1.4546058,0.76424426,1.5117464,1.1588012,0.6243439,1.0289587,1.3821998,1.1253216,1.1352179,1.2061278,0.8824152,0.74739546,1.142715,0.5537713,0.22945905,0.7766835,1.2519981,1.2467027,1.2937592,1.1706572,1.4218363,1.2907138,1.3174093,0.88244337,0.7264598,1.3420265,0.70110565,0.7848161,1.4215527,1.0843271,0.27383316,0.9060385,0.6779417,0.8430216,1.1874214,0.8011974,1.0859803,0.7044942,1.0702612,1.4430978,0.69930565,1.2260017,1.3728256,1.0524827,0.76483965,0.8960792,0.67077065,1.2561854,0.87183297,0.7732625,1.3195528,0.9458336,1.3301511,0.9445397,1.23544,1.2429676,1.167389,1.1518517,0.8354994
knife,1.331975,0.95934254,0.900305,1.2526658,1.1114916,1.0831974,0.7619113,0.9094407,1.1045985,1.2729731,0.52417016,0.45919704,1.3889818,0.62717384,1.2612934,0.9095084,1.1958195,0.832063,0.72256744,1.1360886,0.7707799,0.5718707,0.9846356,0.57003343,0.73678,1.1067594,1.0640815,0.7049496,0.74374413,0.57171714,0.798197,1.0739347,1.286268,1.1511232,0.41231513,1.18065,0.91736877,1.022835,1.1985149,0.8428564,0.90508175,1.2973356,0.9850957,1.386811,0.9332708,0.5628155,0.69208616,0.0686717,1.1308146,1.3313476,0.8301776,1.0293303,1.2346917,1.1209221,1.2634916,1.2152333,0.9352727,1.2167261,0.9143575,1.251315,1.4546058,0.0,1.1575683,0.4375794,1.0522033,1.2454215,1.1095775,0.79032195,0.73541075,0.7305376,0.61511195,1.0085318,1.2954148,0.94880867,1.4186802,1.339916,1.3772658,0.4263395,0.4840802,0.9340804,0.71615016,0.68917304,0.921425,0.82149565,1.0157886,1.3021035,0.55218065,1.2748237,1.1909493,0.76423097,0.80106604,1.4317186,1.120256,1.1188414,0.9673982,0.63705647,1.3605815,0.80169654,1.1168749,1.0860991,0.21344155,1.3210378,0.80378294,0.7145045,1.1652879,1.2826922,1.3290904,1.3676329,0.7077482,0.8771173,0.8784498,0.47884828,1.2198787,0.64899945,1.2615969,1.0177039,0.8493561,0.72986037,0.5916647,1.2263713
ladder,0.7675523,1.1828024,1.2241466,0.9509641,1.1097703,1.1027256,1.3751464,0.7432684,0.7798859,0.3780278,1.2541939,1.0199552,0.80207527,1.2812492,0.6782057,0.9504004,0.93243855,1.1500773,1.25329,0.6331023,1.4377201,1.0729113,1.1712043,1.188395,1.268015,0.9569056,1.0393723,0.5381616,1.1808739,1.2580786,0.9816899,1.2417142,0.5656737,1.183297,1.2947485,0.18965173,0.9944959,1.3326629,0.9921492,0.6874325,0.8545356,0.87373435,1.2028105,0.8712073,1.1710482,1.371665,1.2312856,1.2233931,1.0174023,0.81209755,1.2049936,1.1882244,0.83046305,1.1710798,0.9409043,0.901487,1.1911534,0.949106,1.1848329,0.6941871,0.76424426,1.1575683,0.0,1.1006337,1.2496431,0.8516379,0.9878428,1.3786862,1.26553,0.99171525,1.2601371,1.1170992,0.69330823,1.1567128,0.78958774,0.77433026,0.82646614,1.3382115,1.3420923,1.3593891,0.9471872,1.4465098,1.0088987,1.1867155,0.9042786,0.64308584,1.2432537,0.57265794,0.94441426,1.2585999,0.88391745,0.691799,1.0499964,0.9272421,0.83073306,0.8892326,0.80374444,1.3138556,0.951632,0.9716235,1.313421,0.69194114,1.135562,1.3868732,0.8519947,0.9125813,0.87614936,0.6139003,1.3054533,1.2470353,1.1189553,1.0947429,0.9889964,1.0412424,0.94610465,1.0038412,1.0898923,0.62377495,1.3026862,0.69876707
lamp,1.3020359,1.0198715,1.004512,1.2313473,1.034947,1.028776,0.95049226,0.8407869,1.0174146,1.3280852,0.65394133,0.5579501,1.3960357,0.5474235,1.3365002,1.0710759,1.0854214,0.738945,1.0332509,1.1482794,0.8526112,0.63270557,0.7303628,0.50846946,0.7155472,1.2368605,0.90859646,0.73811185,0.33030748,0.6244424,0.8445937,1.1479356,1.259645,1.215009,0.50565517,1.1270106,0.8659408,0.9122048,1.2105428,0.65226895,0.89032865,1.2558436,1.0522453,1.3435733,1.1405175,0.63579834,0.5597031,0.38443094,1.0432912,1.3159789,0.8974769,1.1250467,1.2325463,1.3315295,1.2801876,1.3793226,0.9252051,1.1429541,0.7827258,1.2391855,1.5117464,0.4375794,1.1006337,0.0,1.1629112,1.3795007,0.93412775,0.7872015,0.83226377,0.8784186,0.67128515,1.1023815,1.2484205,0.85507375,1.4534338,1.3988059,1.3192832,0.55891764,0.59050286,1.0518949,0.7320615,0.8055534,0.76551497,1.0185478,1.0083232,1.2258041,0.5404133,1.2075176,1.2496845,0.48672646,0.6273196,1.4353954,1.1017253,1.0771766,1.0084635,0.7369649,1.3344052,0.8064752,1.1652731,1.1727908,0.48552912,1.1686897,0.85807276,0.81637335,1.0305346,1.2818533,1.179142,1.3851666,0.85137975,1.0237881,0.99106663,0.6178299,1.1792331,0.64297575,1.1251447,0.86256444,0.7772679,0.57891953,0.6914718,1.0658021
melon,1.1304262,1.0347658,0.99423945,0.9316273,0.95916116,0.9596959,0.57405686,1.0546938,1.0385184,1.169133,1.1426647,1.234679,1.1212461,1.052835,1.1835405,1.1454338,0.9871926,0.9924008,0.44602537,1.0524672,0.45083117,1.1245685,1.0095162,1.1418265,1.114371,0.83895826,1.1038765,1.2069108,1.1506909,1.0467774,0.9602121,0.031235158,1.0933536,0.09198773,1.124492,1.1882544,1.0096613,1.0466045,1.1123511,1.2072139,1.0734379,1.1005352,0.93720883,1.1432728,1.0325001,1.146946,0.97965634,1.088619,1.1213676,1.1504807,1.1563841,0.92537546,1.1043613,0.50484216,1.085902,1.1337967,1.0706406,1.0708805,1.0304958,1.1394761,1.1588012,1.0522033,1.2496431,1.1629112,0.0,1.0016125,1.1478974,0.6826399,1.1140027,0.91151047,1.2272226,1.0575871,1.1174786,0.95559055,1.1498523,1.2097954,0.95132756,1.1519698,1.1666619,0.10337192,1.1573448,0.722669,0.94259703,0.4777435,1.1773489,1.1984024,1.1577992,1.1272371,1.1295266,1.134938,1.2086866,1.2343532,0.93218434,1.242649,1.1620342,1.0270811,1.0301716,1.1160718,1.0968709,0.7124967,1.0977523,1.089515,1.0912066,0.91371,1.1419111,1.0163019,1.05987,0.9196545,0.9699716,1.1212339,1.0339992,0.9994181,0.9268429,1.1282682,1.037185,1.0574268,1.1489627,1.1416972,1.1606106,1.151539
mitten,0.48818314,0.9026797,0.929301,0.9548286,0.82105553,0.783469,1.0877385,1.0882943,0.99642164,0.7319474,1.2219554,1.4308805,0.8324139,1.2761126,0.5250511,1.0123402,0.9250002,1.1868954,1.1155779,0.8406087,1.2591512,1.2245734,0.91412485,1.3940239,1.4195545,0.684708,0.98064727,1.1107228,1.2659793,1.3248514,0.9244436,1.0193316,0.92902833,0.9706637,1.3201113,0.8704026,1.0095534,1.1179372,0.65097266,1.2000177,0.95931965,0.9323961,0.87891203,0.9087919,0.85553706,1.1182717,1.3501445,1.3495624,0.5311685,0.6505387,1.1637813,0.48879516,1.1148771,0.65166444,0.96156037,0.6093088,1.111255,1.0516982,1.188632,0.85783815,0.6243439,1.2454215,0.8516379,1.3795007,1.0016125,0.0,1.2633715,1.2466228,1.2686985,0.8500566,1.2768829,0.861895,0.9029627,1.1319087,0.6479358,0.74132293,0.81512034,1.2582183,1.2710392,1.1110203,1.0409114,1.2824643,1.1873827,1.1438143,0.9440369,0.5867486,1.3304844,0.8957071,1.0400528,1.2925798,0.8632224,0.70651984,0.8615383,0.93459266,0.97115386,1.020912,1.0213579,1.141489,0.8278131,0.85145247,1.3486178,0.94859135,1.0406313,1.2654988,1.1869248,0.7255227,1.0899177,0.9028511,1.0753566,0.9905902,0.9509464,0.879944,0.69185376,1.1207799,1.1141846,1.2401879,1.3889174,1.0336753,1.2564692,1.1006148
motorcycle,1.0388829,1.1386765,1.2554061,0.9928255,1.1165631,1.1309118,1.2093401,0.9055542,0.9443666,1.0858982,1.0626419,0.8848191,1.04464,0.9868524,1.1826699,0.9237993,0.9258504,0.8703215,1.1758696,1.0167345,1.1321075,0.9893375,0.95719546,0.9034815,0.6674638,1.2051725,1.0019702,1.0017831,0.84731126,1.0865719,1.0967754,1.1179569,0.9932398,1.1161553,1.1324712,0.9729233,1.0573102,0.92705876,1.0131809,0.9669396,1.1565123,0.9376357,1.1833439,1.048757,1.2770822,1.0199884,0.9379053,1.0632082,0.99578065,1.1664904,1.0968497,0.99198437,0.803619,1.3044293,1.078674,1.2564011,1.0453691,0.85763294,0.8970963,0.9046572,1.0289587,1.1095775,0.9878428,0.93412775,1.1478974,1.2633715,0.0,1.1045252,1.1065297,1.146512,1.0734811,1.2523353,0.96495867,0.8767758,1.1016718,1.0779839,0.9822614,1.1637485,1.1729614,1.1759536,1.0938311,1.1083151,0.9342505,1.0657039,1.2078547,0.9422834,1.1062467,1.0693611,0.8521739,0.87993693,0.9310356,1.0656823,0.8376154,0.907929,0.68439835,1.1509069,0.6834161,0.89244264,1.0503051,1.1022369,1.0996859,0.8356004,0.9665906,1.0656142,0.3459711,1.0378861,0.6978545,1.004328,1.0561588,1.2294397,1.0798947,1.190004,0.8191267,1.0372167,0.8673473,0.627679,0.62234926,0.8385762,1.0734285,0.99252945
