,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
refrigerator,0.99393284,1.2108399,1.4284698,0.98323417,0.8254712,1.3417139,1.2197988,1.4057986,0.7493843,0.52401125,0.61825526,1.1660788,0.42954218,0.97169495,1.0882508,0.78675073,0.7804961,1.1218901,1.1710348,1.174331,0.5608305,1.5114181,0.724747,1.003564,1.171064,0.7075069,0.61544764,1.1353494,0.7773415,0.48380578,1.0606124,0.52028775,0.7917981,0.8808531,0.73635006,1.246236,0.56475425,1.4273534,1.3342502,0.3871094,1.1523147,0.92117095,0.9237083,1.1116182,0.2678982,0.57500756,0.83538437,1.3814573,0.79169154,1.1544108,0.98997813,1.3332833,1.3749177,1.1192738,1.2342713,1.2585802,1.4171004,0.7974422,1.3315942,1.1977096,1.5663123,0.89909464,1.3910329,1.0743895,1.3729682,0.8670883,0.8628755,0.8001226,0.9795284,0.7630178,1.1809705,0.4175164,0.91177464,0.8287941,1.2219247,1.1834359,0.9351639,0.9878373,0.68095946,1.1145611,0.99760514,1.3998461,1.2292391,1.2948935,1.2153828,1.2310991,0.16542852,1.15414,0.8489235,0.7240793,0.8383875,1.1919923,1.2608101,1.2902281,1.2908518,1.0657027,1.4307975,0.9927156,1.237562,0.9419302,0.76996064,1.3273578,0.0,1.0383693,1.1189198,0.9540921,0.7628892,1.3135535,0.8796562,0.94602776,0.7771362,0.6519288,0.6250631,1.449742,0.80392957,1.2097776,1.2540243,1.1722097,1.3034103,1.2272351,1.0600017,1.3198428,0.77783406,0.7919401,0.6632241,1.4008893,1.4142647,1.3886585,1.024576,1.2081099,1.2998813,0.8265997,0.96494216,0.66000104,1.3284862,0.45613134
rooster,1.1674805,0.99153197,0.927074,1.293359,1.3362887,1.0130094,0.6566454,0.7945653,0.80792874,1.3826987,1.2720716,0.88857245,1.1624867,1.4010003,0.73407197,1.2665559,1.2364372,0.9793178,0.6698977,0.95526385,1.2357714,0.88411146,0.69180274,0.9042193,0.74256027,0.62317264,1.0790753,1.2128692,0.9162882,0.8202174,0.66172916,0.753818,1.1938043,1.2096233,1.1220009,0.8106376,1.0511069,0.7447447,0.85482407,1.0344957,0.6652089,1.1529387,0.9115997,0.8569243,0.86354065,0.9974437,1.0389855,0.8190156,1.1657405,1.2131376,1.2614895,1.2455834,0.84986115,0.52474284,1.2385983,0.87700766,0.63859963,1.0229806,0.93254083,0.9951665,1.1080918,1.2245266,0.9609324,1.4047533,0.7351428,1.0188926,0.91746306,1.1964552,0.8040775,1.3387123,0.7943198,0.94620407,0.63526845,1.1747984,0.7729557,1.1234889,1.0060878,1.1394634,1.0310954,1.319141,1.0132324,1.055672,0.8379348,1.182643,1.3605696,1.2453877,1.0860227,0.652188,1.287472,1.2783684,1.3655934,0.9213461,0.8565383,0.9386968,1.0445199,0.644795,0.7746996,0.47304654,0.9842465,0.8090377,0.7522612,1.070575,1.0383693,0.0,0.7230286,0.9677805,1.3265474,0.7335434,1.1989858,0.98392236,0.9759322,1.3383191,1.3050501,0.85853314,1.2060889,1.0015287,1.1573398,1.098856,0.8190645,0.91526425,0.62376994,0.8436301,0.84080815,1.3017597,1.3326445,0.8895457,1.1589493,1.2244714,1.2225695,0.9235306,0.90650976,1.2973032,0.83717537,0.55765504,0.7856114,0.96123415
scarf,1.2304176,0.9624373,0.8919422,1.1303715,1.28389,0.9623648,0.7239614,0.8434847,0.9483113,1.261239,1.1266689,0.8510591,1.2029012,1.1033846,0.88390446,1.0761774,1.2009604,0.93609774,0.7411323,0.9334996,1.2374548,0.8758049,1.0126277,0.83771324,0.69117796,0.8713598,1.0257703,1.2185456,1.0148054,0.9649676,0.99166226,0.9004562,1.1671311,1.1889783,1.1577407,0.8827319,1.0642812,0.87365884,0.8615375,1.0819203,0.77593374,1.0785336,1.0235026,0.84048355,1.0653769,1.161052,0.9318747,0.85398173,1.0358032,1.0058482,1.0399624,1.0985646,0.991857,0.79877716,1.1046312,1.0021306,0.8280171,1.0616782,0.8492614,0.95773864,0.961747,1.0794849,0.84766114,1.2754154,0.7021116,0.9617654,1.0901201,0.9410143,0.9283009,1.0816493,1.0452342,1.0934873,1.0222613,1.2767462,1.0115548,1.0669544,1.1036516,1.0771854,1.0162976,1.1757503,1.1517003,0.9029265,0.79164773,1.0216134,1.1094204,1.1004015,1.1256567,0.8536776,1.0273199,1.0536531,1.1967134,1.0777609,0.986176,1.0048399,1.0292408,0.81075096,0.9240068,0.8322104,0.9947812,0.9435469,1.0078778,0.99538666,1.1189198,0.7230286,0.0,1.1532849,1.0552509,0.75338197,1.0118918,1.1902182,0.93422365,1.2592648,1.1965042,0.80091846,1.0135859,0.93492657,1.0772275,1.0109012,0.93860245,0.944064,1.0142245,0.8625511,0.9613599,1.0887374,1.2162796,0.79218435,1.0345258,1.0574926,1.2168031,0.8508027,0.8520852,1.2445061,1.0372428,0.97764313,0.8366951,1.0710225
scissors,0.7891226,1.056995,1.3245037,0.9317352,0.90949047,0.93304914,0.9460453,1.1392989,0.9241929,0.8387989,0.88624156,1.2364929,0.9027375,0.9568289,0.9682962,0.88094246,0.7610413,0.940021,1.1920629,1.0429622,0.82517433,1.2925663,0.98464936,0.9483417,1.1242329,1.1864252,0.9036736,0.90171057,1.0416863,0.9765232,0.9966771,1.1361953,0.86834973,0.96919334,0.71946293,1.2764317,1.1060652,1.2574656,1.12694,0.81495655,1.1659428,0.828348,1.0076871,0.89848125,1.0120589,0.9084313,1.0557532,1.3085982,1.0062777,1.1414162,1.1222985,1.158068,1.2043079,1.1113017,1.2848899,0.6875875,0.7724718,0.85607946,1.2566967,0.88850117,0.93277264,1.1127523,1.2961227,0.8409693,1.2194153,0.99725914,0.3692456,0.8909642,0.9442642,0.99447024,0.73263043,0.9223481,0.701247,1.056026,0.9505616,0.911723,0.93945444,0.78586745,0.81613266,1.0383549,1.0070162,1.3833294,1.2955458,0.9755956,1.1888293,1.2440901,0.9310498,0.96592873,1.0338455,1.0352106,0.80015904,0.8971376,0.91372883,0.8203952,1.2968025,1.2293422,1.2081357,1.0471337,0.95277715,0.8525929,0.8652585,1.2308631,0.9540921,0.9677805,1.1532849,0.0,1.035888,1.010778,1.1768892,0.58743554,1.0414591,0.8230557,0.7045944,1.289969,1.0306947,1.3220475,1.0892367,1.2229503,0.874803,1.1708715,0.8477418,1.3297228,0.7840655,1.0365695,0.85302955,1.0812155,1.2658479,1.1802822,0.29593086,1.3424193,0.6324245,0.77146155,1.0407481,0.7624351,1.0130677,1.0313526
shirt,0.63789815,1.1004751,1.4113818,0.81685483,0.41017175,1.2021009,1.3987789,1.4513645,1.1250961,0.6452689,0.5108048,1.3041041,0.6475613,0.32087123,1.2614703,0.5535395,0.79743373,1.2182901,1.4400595,1.434834,0.7426355,1.4517686,1.2325809,1.2637982,1.0811665,1.4059227,0.9421677,1.0622938,0.7629487,0.9859064,1.3355865,0.8948251,0.6241662,0.99699926,0.81014824,1.4175452,0.54817677,1.3703811,1.5233657,0.69891423,1.4960781,0.9788358,0.6564571,0.89364386,0.8210051,1.166181,0.5142907,1.4107158,0.8281742,1.0011759,0.4898352,1.087035,1.2742672,1.301771,0.93221825,1.3710315,1.3101766,0.8566876,1.3256146,0.97513646,1.3665996,0.52775204,1.3094435,0.6532516,1.4025935,1.0315286,1.0310823,0.5569145,1.2566054,0.38240188,1.4830698,0.7359385,1.1613493,0.74862576,1.3289047,1.0968728,0.9793328,0.7197044,0.7169393,0.80358255,0.9193628,1.308511,1.3575798,1.0102465,0.9312862,1.0602679,0.74506265,1.1103172,0.22892147,0.38133967,0.6876059,1.153291,1.516398,1.4432547,1.2396681,1.2368469,1.4612011,1.2224617,1.3485131,0.9296446,1.1973338,1.2110875,0.7628892,1.3265474,1.0552509,1.035888,0.0,1.2786264,0.4917463,1.0671613,0.9182443,0.78863317,0.5727755,1.4836621,0.7034517,1.3444762,1.118578,0.9975579,1.480075,1.2054642,1.3898616,1.3868046,0.8799415,0.22289479,0.50779206,1.4798099,1.1587608,1.1825248,0.95837027,1.3787845,1.2661444,0.80193913,1.0010859,1.1033691,1.4079713,0.7211757
shoe,1.1442174,0.814065,0.7630888,1.3164177,1.2508342,0.9040331,0.60529804,0.7080647,1.0355109,1.4146808,1.3309222,0.5694047,1.3056638,1.2465684,0.76288164,1.2042457,1.1234742,0.8997838,0.57647604,0.8317346,1.34957,0.81963134,0.99410427,0.75204533,0.91353726,0.7663279,1.1392303,1.0634183,1.1527294,1.0064863,0.8714187,1.0686836,1.1217743,1.2167723,1.097799,0.8338704,1.2514359,0.8839495,0.6613653,1.2978643,0.6595448,1.1459247,1.2026312,0.92241496,1.2737056,1.0752325,1.1866384,0.7426969,1.0851742,0.9683359,1.2039925,0.8299316,0.87122905,0.76090693,0.7374003,0.7588749,0.8846094,1.1637263,0.70690286,0.6886078,0.690512,1.2705297,0.83452713,1.170923,0.50642514,1.0759778,1.030167,1.1037668,1.0026668,1.0957637,0.74272436,1.2546961,1.0593613,1.1232463,0.97178733,0.87814987,1.1093435,1.0176672,1.2725939,1.0867082,1.2397748,0.8131274,0.57039887,0.8507309,1.0331846,1.026752,1.271585,0.946794,1.280553,1.0806562,1.2925934,1.0586442,0.6856167,0.70468843,0.94011927,0.69313055,0.9042959,0.86699045,0.96853465,0.85244566,0.9542295,0.93167543,1.3135535,0.7335434,0.75338197,1.010778,1.2786264,0.0,0.9215118,1.1855171,1.1154983,1.4009684,1.2500193,0.42428052,1.2358335,0.8528777,0.62832683,1.0122869,0.6739961,0.8329953,0.86577487,0.75775605,1.148788,1.3025717,1.4244461,0.6167387,0.7224313,0.8868309,1.1322039,0.6390039,0.7584291,1.3819604,1.1417071,1.0410619,0.5595489,1.3140631
shorts,0.86723983,0.8654895,1.2190406,1.1521893,0.63211,1.248255,1.1997383,1.2371123,1.1314329,0.99303836,0.9746023,0.7821294,0.8185062,0.5630348,1.1552144,0.8642167,0.9636633,1.2345847,1.1811749,1.3108501,1.062557,1.2232454,1.0808651,1.1297913,1.0093181,1.0200528,1.1525555,0.99303365,1.052462,0.88755035,1.2038107,0.7725007,0.7274493,1.0384905,0.9566808,1.259376,0.7953962,1.2462708,1.185849,1.0003824,1.2808008,1.0569916,0.97030294,0.9193902,0.9090196,0.98787403,0.7778045,1.2393751,0.95006657,0.9095056,0.88450617,0.7819182,1.1938626,1.2489531,0.5489181,1.2575046,1.3441548,1.0563699,1.0055801,0.7982049,1.2104772,0.7702214,1.0860469,0.7765603,1.0560515,1.0650175,1.0244253,0.6862519,1.2448587,0.19498527,1.2059002,0.84926915,1.1991994,0.6907469,1.3185208,1.0570856,1.0650481,0.800942,1.0987059,0.8420408,1.0079205,1.1139239,0.84157705,0.79676354,0.8064954,0.97806615,0.8489006,1.1588935,0.54999715,0.19840503,0.98926705,1.2082528,1.178158,1.1122121,1.1567606,1.022372,1.2646798,1.1890439,1.405338,0.7671467,1.1631112,1.0018766,0.8796562,1.1989858,1.0118918,1.1768892,0.4917463,0.9215118,0.0,1.1573733,1.0601256,1.0936658,0.93246216,1.0974638,1.0730969,1.1643425,0.7583162,0.7629593,1.2861478,1.0411818,1.2264996,1.2051287,1.0775546,0.5298971,0.9840761,1.3018456,0.8368739,1.0049595,1.0887874,0.9438267,1.3123316,1.1668128,1.0679934,1.0615946,1.153314,0.94872916
shovel,0.8153273,0.950648,1.2356865,0.79308945,0.87007236,1.007454,1.1498792,1.0355879,0.9232687,0.8503225,1.0664487,1.3855985,0.8957003,0.9779985,1.0545833,1.0614653,0.94365376,1.0819743,1.2626164,0.83668137,0.8325182,0.9677506,1.0988371,1.0523862,1.1057843,1.212039,1.1237488,0.7991455,1.0992714,1.0293866,1.1062561,1.1324481,1.0592687,0.93936163,0.81473315,1.1167908,1.0858653,0.9796427,1.2028654,0.9247373,1.1957839,0.70776945,0.93296206,0.8119323,1.0353392,0.98026145,1.0517504,1.1357079,1.2177775,1.1637373,1.1185057,1.0922194,1.0666554,1.1254761,1.2161407,0.67284536,0.88147545,0.8096249,1.3276147,0.88053256,1.0062706,1.0363283,1.0638366,0.84337795,1.3266153,1.1620333,0.72058713,1.13608,0.827472,1.1115154,0.7164879,0.9216736,0.9301909,0.9927842,0.7553465,0.84230375,0.85454017,0.7075717,0.7897031,1.0057914,0.73795027,1.3216741,1.190257,1.124693,1.1194581,1.1101358,0.8190975,1.0504601,1.0282114,1.095691,0.88791716,0.82038975,1.0331817,0.9439796,1.1265826,1.2347015,0.95897907,1.0789478,0.7463955,0.90615714,0.8854632,1.1559548,0.94602776,0.98392236,1.1902182,0.58743554,1.0671613,1.1855171,1.1573733,0.0,1.0393907,0.68283284,0.95206815,1.2986848,1.1946765,1.2472967,1.0437372,1.0876747,0.81544286,1.1692535,0.8843604,1.2535667,0.83581126,1.1188465,0.7773171,1.133301,1.1499825,1.2117203,0.595636,1.1991478,0.8858472,0.615695,0.99618375,0.8679937,1.136809,1.031509
shower,1.0595112,1.0582602,1.1722757,0.9521516,0.99557877,1.0991554,1.1233534,1.2534176,0.9594213,0.75470006,0.75142753,1.2338449,0.8736014,1.0882314,1.1940686,0.9188782,0.9814688,1.0603547,1.0758793,1.0400975,0.82087165,1.2588186,0.8316786,1.0621452,1.002606,0.9659909,0.8975587,1.0734652,0.9111848,0.96090174,0.9895883,0.8143605,1.0467718,1.0826627,0.95536184,1.1352344,0.82202625,1.1456872,1.159866,0.7811419,1.0366673,1.0620401,0.9676299,1.0698284,0.7232028,1.0443743,0.93536747,1.1120837,0.9036594,0.98667985,0.883954,1.1172682,1.141878,0.9833712,1.1330194,1.2023699,1.1495695,0.9219101,1.1708268,1.1109139,1.2338681,1.007607,1.2338635,1.0794709,1.2379221,0.9932346,1.0775303,0.9714915,0.989654,0.96859103,1.2400224,0.84573287,0.9035945,1.0324483,1.0978986,1.1889548,0.83814,1.0415351,0.8459432,1.0459309,1.0576864,1.0762963,1.1634148,1.2298088,1.0843891,1.1757689,0.81290317,0.97508764,0.9721657,0.9259903,0.8945537,1.0456808,1.199183,1.2377521,1.1307305,1.1047603,1.2219416,0.95492524,1.0504631,1.0669436,0.9404565,1.1737596,0.7771362,0.9759322,0.93422365,1.0414591,0.9182443,1.1154983,1.0601256,1.0393907,0.0,0.8179791,0.88685215,1.1913995,0.74186826,1.1275108,1.1273979,1.1585455,1.2134715,1.0125151,0.9704282,1.0947993,0.8665453,1.00672,0.884931,1.1272093,1.114645,1.109032,1.0992174,1.1329812,1.1005225,0.93477786,0.8947992,0.88806117,1.0550908,0.7986686
sink,0.88648826,1.2999964,1.4224061,0.48569357,0.7692935,1.0771333,1.3264103,1.3381373,0.9544376,0.12565356,0.58419645,1.4404988,0.51719034,0.83119714,1.2028989,0.7491728,0.61069775,1.1103959,1.4225458,0.7750994,0.33119643,1.2924048,1.079839,1.064617,1.1834536,1.2687714,0.7306006,1.0472064,0.90935314,0.8961607,1.2882,1.0846477,0.8829708,0.78220236,0.78415084,1.2506874,0.75249815,1.2072228,1.4606495,0.65239084,1.2795544,0.65725553,0.93081284,1.1913618,0.8734271,0.7917289,0.96945024,1.2927704,0.8671738,1.0723609,0.9396391,1.2301521,1.2326316,1.2434003,1.2715063,1.01854,1.1961968,0.6985322,1.4577715,1.222404,1.2547104,0.9416317,1.29295,0.84917426,1.5153799,0.98473537,0.9413399,0.8510521,0.9770624,0.8204997,1.1636183,0.8910541,1.0587833,1.0232584,0.91366947,0.9560088,0.8851528,0.9159696,0.7264466,1.005488,0.79807806,1.3705552,1.4679261,1.2255225,1.1442358,1.1634965,0.5989816,1.2183306,0.8786583,0.79920113,0.6083298,0.941228,1.3861831,1.3484596,1.1704117,1.2585976,1.2524813,1.1928815,0.68360007,1.1274564,0.9569491,1.2702937,0.6519288,1.3383191,1.2592648,0.8230557,0.78863317,1.4009684,1.0936658,0.68283284,0.8179791,0.0,0.6015828,1.5033505,0.7323326,1.251602,1.2965492,1.1438134,1.1534268,1.2339063,1.1705741,1.3943421,0.95365375,0.81481314,0.38071072,1.2710601,1.3338828,1.2303666,0.8526381,1.391747,1.160507,0.1924845,1.0417018,1.1084893,1.3306065,0.8246857
slide,0.6488566,1.1861492,1.442287,0.77309084,0.65456444,1.0795459,1.3054798,1.4739335,0.9938541,0.39603746,0.33194792,1.3919446,0.4441799,0.6350329,1.1870791,0.4270351,0.48924822,0.9463655,1.4430858,1.3342679,0.5654166,1.5473318,1.1122546,1.1494272,1.1993909,1.3452188,0.61027694,1.0312845,0.7207691,0.7900981,1.3696358,0.9329067,0.7258081,0.9534784,0.7184826,1.4696832,0.52956754,1.5322913,1.4446791,0.5048702,1.4637691,0.947682,0.7598161,0.90093845,0.7346178,0.92980915,0.7668841,1.4424248,0.6221827,1.1199776,0.7890201,1.2321055,1.3218906,1.337879,1.2312306,1.303533,1.2336476,0.8137747,1.4513037,1.0554107,1.2806325,0.75734425,1.4504623,0.7677392,1.4295032,0.8680699,0.83627576,0.5935689,1.2121847,0.624565,1.3420203,0.5142697,1.0275705,0.7722422,1.2971783,1.0851157,0.929953,0.7243606,0.7606398,0.9499645,0.92019856,1.401124,1.4463508,1.188576,1.1063535,1.085747,0.6682098,1.1902963,0.5987286,0.6440338,0.56655717,1.0438123,1.3721542,1.2960206,1.3263113,1.169009,1.5612593,1.249796,1.2032076,0.94802743,1.0547428,1.2841842,0.6250631,1.3050501,1.1965042,0.7045944,0.5727755,1.2500193,0.93246216,0.95206815,0.88685215,0.6015828,0.0,1.5141025,0.5877095,1.3608563,1.235424,1.2279568,1.4171497,1.2959192,1.2485979,1.4191736,0.72148466,0.5498736,0.41850823,1.3887868,1.3302808,1.2515705,0.65474635,1.408925,0.90664554,0.5958576,1.0105252,0.9304886,1.4232768,0.6964025
slipper,1.4302943,0.75721025,0.2551595,1.3908591,1.3956498,0.909329,0.6433277,0.50560254,1.214877,1.5605061,1.5657448,0.32350153,1.5474755,1.4550995,0.7028247,1.5177214,1.3991469,0.7783642,0.4352002,0.68114114,1.6105607,0.43779242,0.9161621,0.87205243,0.8896587,0.5968656,1.1707684,0.91495425,1.2846117,1.1504471,0.71903366,1.1954068,1.2757643,1.2060246,1.395211,0.45801365,1.4429225,0.60765105,0.16597849,1.5821718,0.47663736,1.2864743,1.3742756,1.1985209,1.3966308,1.0863537,1.3867612,0.34053504,1.231698,0.8777942,1.207284,0.6655772,0.5718417,0.80395883,0.5911252,0.7476494,0.96755826,1.3818634,0.18863904,1.0068429,0.5914395,1.3015635,0.4675908,1.2784591,0.22331214,1.0395954,1.191883,1.371663,1.0837568,1.3321968,0.55492496,1.4216653,1.0799178,1.1782472,0.96772,1.0056151,1.273276,1.4158833,1.3929927,1.0870812,1.3020872,0.20171297,0.39752805,0.81747806,0.83096796,0.66547316,1.475102,1.000529,1.5091635,1.3277214,1.4858732,1.1360024,0.2849915,0.3913344,0.5359118,0.6972578,0.5757448,0.98270494,0.89245063,1.1474799,1.0352068,0.61603695,1.449742,0.85853314,0.80091846,1.289969,1.4836621,0.42428052,1.0974638,1.2986848,1.1913995,1.5033505,1.5141025,0.0,1.3544453,0.3851179,0.65568286,0.9214128,0.49966097,0.5185731,0.7900285,0.22046995,1.3956954,1.4378352,1.6279893,0.4029256,0.49176013,0.531646,1.2538809,0.35442722,0.9053254,1.5535777,1.1624225,1.1183829,0.30811512,1.4197142
snow,0.85357815,1.2702366,1.2940855,0.8854023,0.86727375,0.9974073,1.1842334,1.3531731,0.8900101,0.6004051,0.24267173,1.2849061,0.64309996,0.79710674,0.9777875,0.3435396,0.6105261,0.9922541,1.3071126,1.1749845,0.7352297,1.3744763,1.0732365,1.1493499,1.0750751,1.284107,0.52459896,1.1919619,0.5176376,1.0293112,1.220722,0.94832826,0.79786193,0.90665776,0.7124572,1.2687413,0.5801176,1.2482287,1.3965046,0.6663802,1.2585576,0.94447964,0.7303332,1.1227564,0.84387755,1.0347829,0.79939586,1.2637892,0.40804982,1.051963,0.88199157,1.2614492,1.0831592,1.1135268,1.2148719,1.3399396,1.1837623,0.8568986,1.313143,1.2006574,1.2718225,0.8881973,1.3096685,1.0079725,1.3080215,0.82518893,0.9950038,0.66101885,1.1819072,0.7981724,1.3898654,0.85978764,1.0666664,0.86561686,1.177139,1.1175021,0.97001237,0.993375,0.72877145,1.0588038,1.0019399,1.2197104,1.3051863,1.1938947,1.185679,1.1173377,0.8244907,0.9846175,0.6728574,0.81932324,0.6489794,1.0502589,1.3769497,1.3789845,1.1980404,0.92291373,1.3281846,1.0950533,1.155708,1.0963058,1.1053804,1.1853344,0.80392957,1.2060889,1.0135859,1.0306947,0.7034517,1.2358335,1.0730969,1.1946765,0.74186826,0.7323326,0.5877095,1.3544453,0.0,1.160935,1.2595582,1.226938,1.3805275,1.2356765,1.1749227,1.2692941,0.9292538,0.6780634,0.6591337,1.2295648,1.3086002,1.2323372,1.0999831,1.2085531,1.1516151,0.8271495,0.9998603,1.0967591,1.3285058,0.78143775
soap,1.3583692,1.0438479,0.38818747,1.2057275,1.3340329,0.9494515,0.88094896,0.455486,1.1132002,1.3201944,1.3530393,0.5066109,1.3451554,1.4134136,0.66062367,1.3407854,1.2003168,0.7243805,0.6558713,0.6666615,1.3262341,0.5662991,0.81708586,1.0022182,0.8760591,0.6671124,0.93237764,0.83586687,1.1342391,1.1169573,0.6438305,1.0824412,1.1542144,1.0885876,1.2854614,0.38865423,1.2601019,0.6112764,0.3218012,1.3829108,0.66736794,1.2091924,1.2941682,1.4277102,1.2561845,0.9408062,1.3758543,0.53632826,1.1354951,1.0126323,1.2126522,0.91395205,0.46357566,0.9805707,0.78494555,0.8489007,0.93813324,1.3243604,0.48256493,1.3372425,0.7802317,1.301306,0.49327093,1.3586888,0.5636869,1.0635852,1.1920004,1.2765158,1.0848206,1.2856506,0.60973215,1.2948862,1.0440629,1.2178338,0.94874686,0.9092827,1.2299463,1.5436802,1.2353822,1.1124128,1.1329663,0.48776704,0.6956011,1.027708,1.0347935,0.58546436,1.2463224,1.0737354,1.4454343,1.2476164,1.2945318,1.2372832,0.44251263,0.570645,0.4360656,0.8106098,0.6350844,1.0315441,0.77902216,1.2684755,0.9990226,0.7121767,1.2097776,1.0015287,0.93492657,1.3220475,1.3444762,0.8528777,1.1643425,1.2472967,1.1275108,1.251602,1.3608563,0.3851179,1.160935,0.0,0.8379248,0.78635615,0.58226794,0.69184226,0.77403426,0.5327208,1.3337528,1.2916392,1.4414487,0.5121635,0.84385574,0.7556679,1.3349714,0.5306777,1.0429742,1.3530601,1.0966903,1.124555,0.6605175,1.248552
sock,0.99476403,0.55776906,0.85511434,1.2174437,0.78827655,1.0173016,1.0094159,0.9021565,1.1947589,1.2727652,1.2901962,0.67478323,1.1710147,0.9912312,0.97414595,1.2141939,1.2010418,1.0689104,0.9206488,1.0672004,1.2738943,0.8734116,0.97138774,0.9959548,1.0170041,0.8870394,1.274035,0.52396035,1.2555377,1.0757128,0.99817973,1.1103976,1.0887827,1.0552307,1.0094151,0.92604184,1.1712502,0.9398896,0.7202445,1.3073133,0.9681797,1.1773008,1.21187,0.9495,1.2625599,0.97075653,1.0743449,0.8697019,1.1246203,0.8956169,1.1716361,0.40450835,0.85525715,1.1517351,0.36624765,0.911516,1.078735,1.2173595,0.8238993,0.4531753,0.7226057,1.1691377,0.8628193,0.747829,0.8225916,1.1739538,1.0717193,1.1703227,1.1338894,0.93846285,0.8529675,1.2230018,1.2299362,0.86732,1.0654336,0.9811629,1.0625471,0.77078533,1.2563905,0.9338501,1.1440732,0.78370225,0.46869564,0.7661423,0.7813807,0.68123734,1.214053,1.1629007,1.0295589,0.93908733,1.0671412,1.1020492,0.72512174,0.65684164,0.9675345,0.9521331,0.93958616,1.1806839,1.1296811,1.0106709,1.1168919,0.7252257,1.2540243,1.1573398,1.0772275,1.0892367,1.118578,0.62832683,0.7583162,1.0437372,1.1273979,1.2965492,1.235424,0.65568286,1.2595582,0.8379248,0.0,0.74109423,0.9178402,0.7532519,0.951923,0.8778814,1.267039,1.1221193,1.2836868,0.928805,0.4403535,0.7607089,0.94900924,0.56527174,1.0504009,1.3192501,1.1773444,1.1670843,0.86602485,1.2532933
soup,1.0747033,0.90888375,0.8661765,1.0315585,1.0557985,0.9579338,1.0304801,0.75409424,1.1631539,1.1977998,1.2207897,0.78849185,1.135664,0.92672575,1.0652549,1.1980113,1.1170424,1.0788618,1.0078081,0.9654199,1.1459625,0.78680587,1.0638176,1.0128803,0.77945083,1.006495,1.2009534,0.8982039,1.2099248,1.1018796,1.0141509,0.95251137,1.0306573,0.9206228,1.1378027,0.8564006,1.1068898,0.7922733,0.9735547,1.2390661,1.0694423,0.9393066,1.0955889,1.0619781,1.144171,0.9761096,1.1221423,0.9599385,1.2272413,0.8556794,0.9810455,0.7403989,0.92798537,1.1585864,0.61380565,0.9695737,0.9808585,1.1614604,0.8198386,0.99258995,0.8743254,0.94852966,0.73992836,0.97716385,0.84329915,1.2539136,1.0422359,1.0644102,1.0874696,1.0012295,1.0548048,1.1445568,1.1868224,0.964911,0.98037916,0.7727246,1.0335741,1.0525875,1.1269206,0.95261407,0.8501458,0.93171245,0.9047236,0.8650695,0.7831689,0.7674567,1.1088568,1.1220303,1.0677509,0.97033554,1.1141213,1.1092652,1.0269276,1.0040128,0.74959975,1.1127484,0.86149246,1.0743313,0.9592723,0.98431426,1.1221298,0.77705973,1.1722097,1.098856,1.0109012,1.2229503,0.9975579,1.0122869,0.7629593,1.0876747,1.1585455,1.1438134,1.2279568,0.9214128,1.226938,0.78635615,0.74109423,0.0,0.9059369,0.93907934,1.1222587,1.0384929,1.1591735,1.069278,1.157653,0.90522563,0.7478218,0.9252568,1.2467648,0.9589318,1.0942614,1.1350809,1.0696632,1.2035575,1.0767628,1.1547389
