,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,0.9541577,0.79630375,0.5269358,1.035621,0.82083285,0.85027695,1.0526328,0.711696,1.3902602,1.1488465,1.2203317,0.7695331,1.2381992,1.045109,0.97301394,1.1418103,1.1182815,1.0247061,1.0253147,1.0603777,1.2855885,0.67951465,1.0187337,1.1690109,1.0238898,1.0738854,1.0667411,0.5310873,1.0862198,1.2316071,1.0512217,1.215248,1.1037005,0.97652113,1.1622038,0.7113716,1.1908984,0.7873256,0.65238196,1.3853486,1.0642323,1.0564976,1.1722357,1.2109292,1.2469659,1.110287,1.2401329,0.71306247,1.0274578,0.91818255,0.98007923,0.6120393,0.6744562,1.2395372,0.60656786,0.9975127,0.952967,1.2710377,0.7332221,1.0306922,0.73255134,1.0109926,0.70769787,0.8740014,0.793772,1.0267333,1.1827505,1.1497465,1.2506917,1.0594467,0.8773285,1.2583535,1.2341667,0.9237371,1.0633425,0.87519026,1.2567782,1.1387037,1.2195606,0.93974984,0.8694742,0.5416345,0.7804781,0.8633823,0.7548925,0.0,1.2854342,1.1380713,1.1351943,1.0696201,1.1160885,1.2102325,0.7713522,0.7413925,0.5868623,1.0462277,0.8249179,1.1909156,1.0184613,1.2488354,1.2467244,0.69667745,1.2310991,1.2453877,1.1004015,1.2440901,1.0602679,1.026752,0.97806615,1.1101358,1.1757689,1.1634965,1.085747,0.66547316,1.1173377,0.58546436,0.68123734,0.7674567,0.9069224,0.83566064,1.006574,0.69047225,1.3198483,1.0576693,1.1769242,0.81437194,0.61765355,0.77006066,1.1147473,0.78217936,1.0490074,1.2131037,1.0926672,1.2545006,0.9264104,1.1585541
oven,0.897964,1.2742687,1.4806337,0.8725741,0.75976187,1.2962099,1.2796755,1.4049723,0.70432884,0.5276736,0.5910982,1.2811966,0.3936261,0.8858315,1.1579973,0.7386337,0.71991163,1.0921493,1.2602811,1.1173787,0.45275033,1.4482697,0.98109394,1.0017103,1.1243184,0.9240863,0.6596837,1.1428201,0.8535974,0.59721106,1.120977,0.63231564,0.7652296,0.96307755,0.69717336,1.3261409,0.5198071,1.353939,1.4467793,0.37874573,1.222794,0.83271295,0.86546826,1.0792098,0.4623649,0.5461501,0.8578686,1.449117,0.909589,1.1301162,0.99603915,1.3040159,1.3526125,1.1909243,1.2067587,1.2632982,1.3438265,0.7341677,1.3827766,1.1260858,1.475024,0.9141022,1.3475235,1.0060707,1.4309769,1.022463,0.85738957,0.7915891,0.98668975,0.72968006,1.2455229,0.5021297,0.9974375,0.89957625,1.1592588,1.1337509,0.87569135,0.8831152,0.53851384,1.0450169,0.9129346,1.4369681,1.2952235,1.320076,1.2148999,1.2854342,0.0,1.1713786,0.80435705,0.68445545,0.75610584,1.1162164,1.3812497,1.3908274,1.2970301,1.1007087,1.401655,1.0578146,1.1468656,0.8894592,0.5810905,1.3228037,0.16542852,1.0860227,1.1256567,0.9310498,0.74506265,1.271585,0.8489006,0.8190975,0.81290317,0.5989816,0.6682098,1.475102,0.8244907,1.2463224,1.214053,1.1088568,1.3346261,1.2381088,1.1565921,1.3992497,0.7614998,0.78573215,0.6132929,1.3755085,1.4013253,1.378835,1.0323716,1.2569989,1.2159805,0.6899903,0.98035514,0.81990355,1.3166761,0.5988062
owl,0.96607184,1.0628223,1.0332866,1.1643109,1.2729201,0.93332976,0.8245329,0.8781401,0.8560967,1.2336868,1.1197846,0.9526244,1.249367,1.0706002,0.7890587,0.99512684,1.1770986,0.8817938,0.88743955,1.0237832,1.1000562,0.88988906,0.9250482,0.9376676,0.9003149,0.984086,1.074286,1.2407035,0.9129692,1.1368545,0.9246443,1.0466421,1.1416146,0.998532,1.1354979,0.88854194,1.1626711,0.8116096,1.0041727,1.0753348,0.87595785,1.098433,0.9387329,0.9039616,1.0479194,1.02836,0.9817321,0.96645343,1.002655,1.0187432,0.92788637,1.1683207,0.93033314,0.734152,1.1937882,0.915229,0.5401214,1.0225543,0.9658091,0.9284506,0.9280422,1.1325928,0.9807986,1.2414033,0.95958465,0.951706,1.0763421,1.0704049,0.8482239,1.1783141,0.95802784,1.1408302,0.8235724,1.093052,0.80159885,1.0448555,0.92496157,1.0415846,1.0596131,1.0582439,1.0552131,1.0626681,0.90923643,0.93681717,1.0586958,1.1380713,1.1713786,0.0,1.0705534,1.2360052,1.036001,0.8485797,0.98712724,0.9847834,1.0678059,0.6961086,0.825272,0.72611207,0.98519754,0.9296743,0.90858984,1.0480672,1.15414,0.652188,0.8536776,0.96592873,1.1103172,0.946794,1.1588935,1.0504601,0.97508764,1.2183306,1.1902963,1.000529,0.9846175,1.0737354,1.1629007,1.1220303,0.92953855,1.1291711,0.9224577,1.0150362,0.9620914,1.1556873,1.2433519,0.89949095,1.128419,1.053276,1.1263536,0.9604668,0.8983911,1.2003841,0.8603343,0.94513834,0.9451776,1.0506713
pajamas,0.6022517,0.96558607,1.4618785,0.8216121,0.4319896,1.2374663,1.3810463,1.472979,1.074496,0.71318084,0.4978,1.3522625,0.68008274,0.16876203,1.2391423,0.45533788,0.7970754,1.2036002,1.4207706,1.485676,0.777834,1.4018663,1.3189969,1.2319131,1.0769969,1.4649023,1.0000503,1.0258116,0.74744314,1.0672479,1.3724556,0.8699631,0.668258,0.9861918,0.765267,1.4829423,0.5890143,1.3626413,1.5603064,0.6924871,1.5051422,1.0203946,0.5817037,0.65069604,0.8744633,1.1772525,0.23850018,1.4599307,0.76638144,1.0516684,0.6198349,1.064702,1.3030145,1.2622722,0.9689017,1.3768686,1.2429119,0.8977007,1.3991008,0.7983239,1.3219726,0.5188283,1.3167812,0.5923905,1.4380257,1.0229566,1.0004448,0.5080808,1.2064648,0.40904832,1.4764212,0.77790284,1.2621448,0.6441857,1.2886122,1.1565447,0.9430402,0.53202224,0.7830151,0.83002174,0.9112945,1.3560846,1.2476918,0.9701363,0.96091527,1.1351943,0.80435705,1.0705534,0.0,0.4568776,0.6408925,1.0369959,1.5371617,1.4493691,1.3390791,1.2070816,1.3937668,1.2155906,1.3677771,0.8278049,1.2369885,1.2150917,0.8489235,1.287472,1.0273199,1.0338455,0.22892147,1.280553,0.54999715,1.0282114,0.9721657,0.8786583,0.5987286,1.5091635,0.6728574,1.4454343,1.0295589,1.0677509,1.5159658,1.2505476,1.3633393,1.395901,0.8257674,0.25570852,0.5274421,1.5221981,1.1327124,1.1767079,0.85437703,1.2825537,1.2097367,0.83750355,1.0362514,1.1666889,1.4499227,0.79750067
pants,0.7847509,1.0432035,1.3686485,0.9822018,0.5587343,1.2421601,1.3466321,1.4049642,1.1118177,0.6604905,0.6438744,1.0703236,0.59574074,0.5345684,1.2159877,0.65195334,0.7554106,1.2335272,1.3831251,1.3444302,0.8235016,1.4098922,1.1284957,1.2242177,1.012278,1.2180418,0.9060308,1.0254117,0.8533671,0.87061876,1.2917347,0.77843016,0.63291097,1.0800347,0.8502693,1.3856891,0.5732276,1.388227,1.3851932,0.76514715,1.4320183,0.96125567,0.81234956,1.0053834,0.8329074,0.97349614,0.7257615,1.3611531,0.8083463,0.99829036,0.8126925,0.990718,1.2491064,1.3208535,0.7865108,1.3178623,1.4105332,0.9458388,1.2422945,0.9442509,1.3741028,0.76473576,1.2616451,0.7552941,1.3132459,1.037067,0.9376842,0.563424,1.2795862,0.068259835,1.3376315,0.73248625,1.1717088,0.7417647,1.3156081,1.0749185,1.0490196,0.78429484,0.9145346,0.8448246,0.96797144,1.2582569,1.1470002,0.9364516,0.96206516,1.0696201,0.68445545,1.2360052,0.4568776,0.0,0.8347025,1.2006918,1.3639867,1.2940829,1.2515059,1.0979187,1.4130442,1.2529268,1.3311899,0.8288744,1.1259158,1.1432216,0.7240793,1.2783684,1.0536531,1.0352106,0.38133967,1.0806562,0.19840503,1.095691,0.9259903,0.79920113,0.6440338,1.3277214,0.81932324,1.2476164,0.93908733,0.97033554,1.407914,1.1524494,1.2738847,1.3567731,0.9651188,0.38692963,0.6847986,1.4288486,1.0622901,1.143169,1.0063494,1.178604,1.2940937,0.91056633,1.0944605,1.025485,1.3037401,0.83954227
paper,0.60899687,1.1821375,1.4524992,0.6466187,0.676058,1.0699751,1.383573,1.3851807,0.9021692,0.5312321,0.47918487,1.392081,0.661558,0.56231225,1.1308793,0.4387045,0.65131104,0.6754818,1.376606,1.2705443,0.30545044,1.4176031,1.1261313,1.0997912,1.1758766,1.3602278,0.947562,1.0536631,0.8844941,0.9956364,1.2742368,1.0832709,0.8126245,0.902438,0.62528217,1.3905455,0.765947,1.2913203,1.4079432,0.6485274,1.3864865,0.8840728,0.8192832,0.9213245,0.90734524,0.9015723,0.8214315,1.3929331,0.71597135,1.0867441,0.8872223,1.1337441,1.1596619,1.2896562,1.1313648,1.2276269,1.0607232,0.8537174,1.4524066,0.9139762,0.991335,0.8543042,1.3827405,0.7132323,1.4743464,0.9755266,1.0022812,0.7233039,1.048531,0.7911873,1.33247,0.8714563,1.1327913,0.892264,1.1418047,1.0332217,0.69687563,0.6496579,0.7772767,0.93898153,0.88457906,1.3833406,1.2125078,1.1341088,1.1065859,1.1160885,0.75610584,1.036001,0.6408925,0.8347025,0.0,0.9643156,1.3525108,1.2605062,1.2284453,1.1294209,1.3671314,1.224491,1.0853012,0.9078338,1.1048044,1.322501,0.8383875,1.3655934,1.1967134,0.80015904,0.6876059,1.2925934,0.98926705,0.88791716,0.8945537,0.6083298,0.56655717,1.4858732,0.6489794,1.2945318,1.0671412,1.1141213,1.3905807,1.1434339,1.185105,1.4513724,0.8779427,0.6980434,0.5173459,1.3741038,1.2651522,1.15608,0.68892974,1.1788085,1.0321233,0.5395577,1.0215167,1.1739674,1.4160047,0.8324264
pastry,0.9818201,1.067939,1.0690321,0.8645015,1.0859596,0.8669173,0.9363951,0.9338151,0.8822551,1.0134383,1.0630767,1.2235086,1.014942,0.98013306,1.1053532,1.0571446,1.0097631,0.98288333,1.0351483,0.8740969,0.87761325,0.8509805,1.1641741,0.93742,1.1840894,1.139106,1.149202,1.0485121,1.1298784,1.1079046,0.9969859,1.1537806,1.185348,0.91193146,1.033467,1.0106151,1.0951239,0.7682018,1.1707076,1.0301063,0.9861995,0.9575729,1.000919,0.73554534,1.117197,1.0742992,0.9790276,1.031964,1.1386695,1.1305107,1.0833714,1.0997435,1.0027838,0.863615,1.232096,0.9661425,0.72269356,0.95160395,1.1852438,0.82472205,0.8041208,1.0730944,1.0370454,0.94503933,1.1478065,1.083263,1.0908899,1.1003933,0.72971976,1.1644313,1.0857023,1.1404138,1.0104164,1.034929,0.5794648,0.95915604,0.8610325,0.7612865,1.0059196,0.9479258,0.91309035,1.1199803,1.0700766,0.9644459,1.042104,1.2102325,1.1162164,0.8485797,1.0369959,1.2006918,0.9643156,0.0,1.1690688,1.1745555,0.98708,0.99712574,0.7461034,0.9536903,0.75701755,1.000835,0.9378417,1.0807415,1.1919923,0.9213461,1.0777609,0.8971376,1.153291,1.0586442,1.2082528,0.82038975,1.0456808,0.941228,1.0438123,1.1360024,1.0502589,1.2372832,1.1020492,1.1092652,1.050216,1.1078488,1.0670433,1.0310572,0.9583792,1.1696739,0.9487117,1.029499,1.0730921,0.9478046,0.8889868,1.0716308,0.7902429,0.77382904,0.8820554,1.0889109,1.0957549,1.0705045
pen,1.3747113,0.8035838,0.4686278,1.3787322,1.3310126,1.0242419,0.7628049,0.57312715,1.1018692,1.4405719,1.5514771,0.37668145,1.4344637,1.4980338,0.5641049,1.483597,1.3650553,0.71247685,0.5462492,0.74952555,1.4901226,0.6255487,0.62281376,0.9550146,1.0344656,0.49300742,1.1292883,0.84641355,1.3017496,0.99706155,0.6590065,1.1859437,1.2138422,1.1705669,1.2350839,0.5006638,1.4917325,0.7415123,0.124748826,1.4399049,0.59660447,1.3080606,1.4323865,1.2240417,1.2607777,0.9242036,1.3916821,0.51547426,1.193909,0.99156904,1.3322492,0.7463409,0.66447973,0.80754536,0.76655084,0.5112746,0.9522454,1.3722401,0.38171214,1.0844594,0.73128915,1.3510779,0.6235348,1.2302135,0.46487534,1.0112967,0.8799646,1.3710861,1.0329891,1.3534886,0.23800284,1.1929643,0.8131932,1.1187339,0.9898515,1.0231973,1.2542639,1.4172966,1.3850906,1.1468174,1.352602,0.47913474,0.48812914,0.8351639,0.98916185,0.7713522,1.3812497,0.98712724,1.5371617,1.3639867,1.3525108,1.1690688,0.0,0.060045242,0.6523523,0.79742515,0.66096616,0.9087864,0.90815794,1.1472697,0.9487181,0.7271009,1.2608101,0.8565383,0.986176,0.91372883,1.516398,0.6856167,1.178158,1.0331817,1.199183,1.3861831,1.3721542,0.2849915,1.3769497,0.44251263,0.72512174,1.0269276,0.3377601,0.64049864,0.5404478,0.42537665,1.2429898,1.4421599,1.5677288,0.57398057,0.69505084,0.6574124,0.9196872,0.44380367,0.92199016,1.4547713,1.0790174,0.8067194,0.4248904,1.3056201
pencil,1.246211,0.7261286,0.57743245,1.3250848,1.1968868,1.0129733,0.82604885,0.6197704,1.159283,1.397011,1.5203372,0.44886154,1.4114648,1.3927412,0.61977315,1.4272504,1.3293606,0.7460455,0.6582313,0.8320182,1.472477,0.65925103,0.6966569,0.99494743,1.0327709,0.6373969,1.168404,0.7656971,1.3191308,1.0243034,0.78149307,1.2368286,1.1694716,1.1503365,1.188899,0.62325644,1.4939394,0.7824549,0.21153688,1.4499748,0.719568,1.2549721,1.3980238,1.1396165,1.2996457,0.9545393,1.3690792,0.6400733,1.1970171,0.990931,1.2997569,0.6398512,0.70811486,0.8710837,0.72084904,0.45792383,0.9133006,1.3436921,0.49352032,0.98158276,0.68382585,1.3131778,0.65665483,1.0487622,0.55767906,1.0323087,0.8318491,1.3371861,1.0680882,1.277927,0.23632765,1.1794081,0.85558164,1.0597898,0.99730957,0.9973035,1.2775385,1.3051075,1.3804111,1.1174037,1.293448,0.5766836,0.51738584,0.78516793,0.93845457,0.7413925,1.3908274,0.9847834,1.4493691,1.2940829,1.2605062,1.1745555,0.060045242,0.0,0.75510573,0.865947,0.6868162,0.94864297,0.9270439,1.129487,1.0280094,0.7146009,1.2902281,0.9386968,1.0048399,0.8203952,1.4432547,0.70468843,1.1122121,0.9439796,1.2377521,1.3484596,1.2960206,0.3913344,1.3789845,0.570645,0.65684164,1.0040128,0.35306954,0.71168697,0.5999432,0.55181426,1.2260082,1.37346,1.48549,0.6600717,0.6436515,0.6734863,0.7730411,0.52730465,0.8888504,1.3759334,1.0913651,0.82893854,0.52718025,1.3270442
pickle,1.2935339,1.0080197,0.34866214,0.9580091,1.2489734,0.7866694,0.9136146,0.43811297,1.3239086,1.2514886,1.3446038,0.6792879,1.3748498,1.2691286,0.81424415,1.2895155,1.2710419,0.8125312,0.7828714,0.7757304,1.2962965,0.6045774,0.9624946,1.075784,0.9666814,0.9017981,1.1254563,1.0176282,1.1389763,1.2870593,0.8250137,1.2795373,1.2034261,0.9599883,1.3163023,0.47569984,1.2620267,0.5801159,0.4819113,1.4378718,0.8209429,1.0000882,1.2152861,1.295632,1.2485905,1.2536776,1.3169456,0.5140285,1.1810496,0.9978018,1.1100037,0.9341687,0.5287228,0.9292098,0.8620698,0.8733454,0.920352,1.2452223,0.572732,1.2356061,0.6349851,1.1465845,0.6586471,1.2264942,0.664549,1.0508208,1.248414,1.2362797,1.1073874,1.2700101,0.8648333,1.3243725,1.1400467,1.1505334,0.8288238,0.74641263,1.2189066,1.3169396,1.1945999,1.0476122,1.0468129,0.46450216,0.8766812,1.0297545,0.9112661,0.5868623,1.2970301,1.0678059,1.3390791,1.2515059,1.2284453,0.98708,0.6523523,0.75510573,0.0,0.89403474,0.67295223,0.9894738,0.76165754,1.3288311,1.0982517,0.8127744,1.2908518,1.0445199,1.0292408,1.2968025,1.2396681,0.94011927,1.1567606,1.1265826,1.1307305,1.1704117,1.3263113,0.5359118,1.1980404,0.4360656,0.9675345,0.74959975,0.6709378,0.75242245,0.9647236,0.5312285,1.3365582,1.2516453,1.2841811,0.6160844,0.85771376,0.7290557,1.2484956,0.7218081,1.0164183,1.1564604,0.9554309,1.2084777,0.75161034,1.1662304
pillow,1.2236636,1.0710474,0.87322354,1.3046768,1.2938378,0.9492518,0.75705725,0.77281666,0.72520536,1.258795,0.9934397,0.55897325,1.0412925,1.2229676,0.6735722,0.8185015,1.1575906,0.7135479,0.7497371,0.8103369,1.1307352,0.9363152,0.8640859,0.84796894,1.0291812,0.62573373,0.91148937,1.3272681,0.76802146,0.82802045,0.92227405,1.0167937,1.0587337,1.1439073,1.0670846,0.8100084,0.82569504,0.93243545,0.7943573,0.96630955,0.66931874,1.1487519,0.9380344,0.8933935,1.109674,0.93029064,1.1770891,0.6590535,0.8962343,1.2027302,1.2552125,1.182786,0.7802761,0.62877387,1.0555806,0.9575083,0.9342671,1.1033231,0.86004466,0.8653765,1.0329335,1.3062811,0.9643607,1.3685551,0.6364002,0.99597,1.1689823,0.9775682,1.0382355,1.0364372,0.90205085,1.0965395,0.9506508,1.0951012,0.95756674,1.1027496,1.1076434,1.0162562,1.103981,1.3041409,1.1456076,0.9353688,0.55987906,1.1339253,1.2572566,1.0462277,1.1007087,0.6961086,1.2070816,1.0979187,1.1294209,0.99712574,0.79742515,0.865947,0.89403474,0.0,0.95431787,0.77110153,1.0162945,0.9534894,0.81626356,1.1277101,1.0657027,0.644795,0.81075096,1.2293422,1.2368469,0.69313055,1.022372,1.2347015,1.1047603,1.2585976,1.169009,0.6972578,0.92291373,0.8106098,0.9521331,1.1127484,0.84665936,0.94974715,0.9033731,0.79738754,1.0397733,1.1340119,1.3384509,0.76468164,1.1339822,1.1270703,1.3311019,0.5604993,0.9575203,1.3254361,0.9464602,0.95612186,0.8125862,1.0343791
pizza,1.1914659,0.88706493,0.56336063,1.015598,1.3568485,0.9745986,0.8312503,0.41475093,1.0754555,1.3790022,1.5276818,0.79908186,1.5156476,1.3460058,0.8452382,1.4867353,1.3550584,0.9778612,0.69724655,0.7080934,1.3468771,0.1893866,1.0449092,1.0260278,0.87289315,0.92902887,1.2898015,0.8741188,1.2562127,1.2530203,0.8218917,1.1959476,1.2976749,1.0855601,1.366173,0.38307697,1.4686601,0.19976276,0.58379436,1.4791431,0.71247464,1.1280984,1.1984607,1.079021,1.3345466,1.1583871,1.2531615,0.60659903,1.3162355,1.0068218,1.2236024,0.83420503,0.53146684,0.7330917,0.95480675,0.6590533,0.54763526,1.2253844,0.683464,1.0830027,0.6074961,1.2180094,0.34525502,1.175125,0.74249566,1.1385963,1.210635,1.4124523,0.8171309,1.41608,0.5838175,1.3633904,1.026585,1.1809847,0.44286042,0.97041756,1.1840627,1.2622014,1.2438014,1.0470746,0.9589165,0.64209473,0.7527245,0.8736733,0.94535613,0.8249179,1.401655,0.825272,1.3937668,1.4130442,1.3671314,0.7461034,0.66096616,0.6868162,0.67295223,0.95431787,0.0,0.902148,0.5324594,1.2234403,1.034516,0.66431785,1.4307975,0.7746996,0.9240068,1.2081357,1.4612011,0.9042959,1.2646798,0.95897907,1.2219416,1.2524813,1.5612593,0.5757448,1.3281846,0.6350844,0.93958616,0.86149246,0.56343496,0.892987,0.8945714,0.58363265,1.2542874,1.4519379,1.3601912,0.66876566,0.73925096,0.6678655,1.1795304,0.76245946,0.9724327,1.1026472,1.0734994,1.13775,0.74877334,1.3314369
plant,1.0510634,1.0364176,0.99787784,1.1902403,1.2511555,1.0666691,0.85518605,0.8378023,0.8147359,1.2262897,1.1526471,0.8958473,1.1057999,1.2411442,0.8433585,1.1581501,1.2425327,0.90674126,0.74014753,0.932812,1.1326257,1.022701,0.6911532,0.8966585,0.8822745,0.7505343,1.09819,1.2939005,0.99428666,0.802504,0.88549185,0.8948002,1.1153334,1.0490568,1.1056665,0.93524677,1.01335,0.9031414,0.94246536,0.9595082,0.7497542,1.0892897,0.99650794,0.9068748,0.8497494,1.016332,1.0362439,0.9652539,1.1360172,1.11118,1.1606983,1.171898,0.9912411,0.3330636,1.1913915,0.8409254,0.7611499,0.986247,0.9799691,1.0418235,1.1175653,1.1171755,1.0353931,1.2443967,0.9163175,1.0084316,0.98817897,1.144037,0.7914879,1.2667954,0.9185676,0.8839541,0.7017481,1.1500897,0.8768523,0.976562,1.026319,1.1227092,1.0861828,1.1471742,1.1410868,1.1102431,0.95371777,1.1145535,1.1850649,1.1909156,1.0578146,0.72611207,1.2155906,1.2529268,1.224491,0.9536903,0.9087864,0.94864297,0.9894738,0.77110153,0.902148,0.0,0.95825684,0.9466592,0.86288446,1.0487139,0.9927156,0.47304654,0.8322104,1.0471337,1.2224617,0.86699045,1.1890439,1.0789478,0.95492524,1.1928815,1.249796,0.98270494,1.0950533,1.0315441,1.1806839,1.0743313,0.80726385,1.0406818,0.8662001,0.9377946,0.8827184,1.2550545,1.1533371,0.97152567,1.1590333,1.1338282,1.2295412,1.0021976,1.0110229,1.1873281,0.6599067,0.65513855,0.9262836,0.8183819
plate,1.1983018,1.2157513,0.80158293,0.7100652,1.3364272,0.79208934,0.8806108,0.48218024,0.90217984,0.90944815,1.1840916,1.0332065,1.2174073,1.2337308,1.0034382,1.2346737,0.98039734,0.7905184,0.8297983,0.30689323,0.873506,0.5086617,1.1203524,0.8481747,0.96156,1.0543959,0.99057996,1.0013485,1.208432,1.12857,0.9041911,1.2637609,1.203156,1.0570132,1.2788206,0.62869203,1.2947781,0.56578684,0.85688907,1.1670012,0.7789269,0.84484905,1.1677508,1.0901244,1.303863,0.95753235,1.2377399,0.78400695,1.2816402,1.1320968,1.2441412,1.1946591,0.80765915,0.8137277,1.2934493,0.4667858,0.65096736,1.0569282,1.0555067,1.2231371,0.72276235,1.3584183,0.70534736,1.2629857,1.0054098,1.15466,1.0898421,1.2146014,0.7262169,1.3297433,0.68947005,1.3150835,0.9710801,1.3768282,0.48145628,0.57511103,1.0797048,1.221892,1.0758092,1.1958269,0.9927642,1.0010953,1.0525445,1.1011873,1.2388213,1.0184613,1.1468656,0.98519754,1.3677771,1.3311899,1.0853012,0.75701755,0.90815794,0.9270439,0.76165754,1.0162945,0.5324594,0.95825684,0.0,1.2403809,0.9118746,0.9998617,1.237562,0.9842465,0.9947812,0.95277715,1.3485131,0.96853465,1.405338,0.7463955,1.0504631,0.68360007,1.2032076,0.89245063,1.155708,0.77902216,1.1296811,0.9592723,0.46278936,1.0522727,1.016939,0.89135224,1.0831505,1.3680956,0.92717326,0.57069093,1.1559075,1.0423002,1.0728526,0.9315386,0.7081313,0.57525176,1.0486253,1.1961932,0.9177024,1.2928091
purse,0.9196522,0.99489117,1.2779057,1.1495702,1.0090206,1.1478283,0.9592069,1.1236737,0.661982,1.0967623,0.9612168,1.0433537,0.8780628,0.8036518,0.9813073,0.81921065,0.90269864,1.0870881,0.9742042,1.1719847,0.854985,1.1946476,1.0239844,0.812373,0.9538472,0.9602807,1.1150337,1.034828,1.0742089,0.8904393,1.0394309,0.6397273,0.88457245,1.1859707,0.80908465,1.2682083,0.8681594,1.1411107,1.213895,0.7621624,1.0834436,1.0488267,0.95835876,0.7518022,0.9302113,0.8751552,0.82686234,1.2802732,0.92936933,1.057789,1.1260979,1.1190033,1.1642926,1.085829,0.9945552,1.1382358,0.9797225,0.9979391,1.1302592,0.7314712,1.1377265,0.99767417,1.1272193,1.0398904,1.0444585,1.0786347,0.77998805,0.6296643,0.85602486,0.8119585,1.1174521,0.8518073,0.97727627,0.89647365,1.1402922,0.96659935,0.75214374,0.6624931,1.0364134,1.0268389,0.9028588,1.3149359,0.8066528,0.8670437,1.1108351,1.2488354,0.8894592,0.9296743,0.8278049,0.8288744,0.9078338,1.000835,1.1472697,1.129487,1.3288311,0.9534894,1.2234403,0.9466592,1.2403809,0.0,0.9523888,1.2126999,0.9419302,0.8090377,0.9435469,0.8525929,0.9296446,0.85244566,0.7671467,0.90615714,1.0669436,1.1274564,0.94802743,1.1474799,1.0963058,1.2684755,1.0106709,0.98431426,1.187333,1.046717,0.9514053,1.2610352,0.70792466,0.89854825,1.0222688,1.2086341,1.1174825,1.2212762,0.89695954,0.93764555,0.9099488,1.1041195,1.0368098,0.8408915,1.1221786,1.0786648
radio,1.1950123,1.1550307,1.0948833,1.1100326,1.1255043,0.99645525,0.8397517,0.95974296,0.68651706,1.0019974,1.0638202,0.971372,0.8748511,1.2498174,1.0117632,1.148572,1.0061482,0.88924736,0.8471616,0.80585206,0.8088194,1.0538594,0.8679092,0.7672541,1.1175956,0.69368315,0.85316104,1.1535528,1.0702497,0.7619525,0.75470316,0.89212626,1.0704674,1.121913,0.9995132,0.9796711,0.9227063,1.0608376,1.0135266,0.81895626,0.76527095,1.0294644,1.0731641,1.0028368,0.8473136,0.6516868,1.1018181,0.9885898,1.1643355,1.1409749,1.1611183,1.1656591,1.1823407,0.8403046,1.2378422,0.8916385,0.9950557,0.89911824,1.0651183,1.0115563,1.1336505,1.1957564,1.0563822,1.1789554,1.0010098,1.0942825,0.9094883,1.1352947,0.7689195,1.1359007,0.8346137,0.9154004,0.82821304,1.1701841,0.8509197,1.1013187,0.842899,1.0777894,0.80777144,1.1822536,1.1124619,1.1496305,1.0368931,1.1609885,1.2240644,1.2467244,0.5810905,0.90858984,1.2369885,1.1259158,1.1048044,0.9378417,0.9487181,1.0280094,1.0982517,0.81626356,1.034516,0.86288446,0.9118746,0.9523888,0.0,1.1362693,0.76996064,0.7522612,1.0078778,0.8652585,1.1973338,0.9542295,1.1631112,0.8854632,0.9404565,0.9569491,1.0547428,1.0352068,1.1053804,0.9990226,1.1168919,1.1221298,0.9073009,1.0755957,0.8520306,1.0413727,0.93025535,1.2311293,1.120447,0.87897533,1.1769551,1.1838313,1.0802325,1.0475167,0.851856,0.9773455,0.97216666,0.73385113,0.73845476,1.0144259
