,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shower,sink,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
flower,1.1802388,1.0518332,0.8533778,1.1517875,1.0524564,0.7764436,1.0250866,0.86845976,1.174064,1.1039196,0.9268578,1.0760272,1.2581341,0.8106992,0.82132876,0.8719127,0.7240088,0.82012427,0.9862298,1.0077214,1.0662377,0.84997296,0.87757605,0.9319278,0.98631984,1.1755618,0.7717118,0.7510402,1.1128162,1.2384181,0.8715421,0.8899576,1.1791486,1.0489643,1.0060837,1.0971435,0.83831686,0.8798589,1.1228819,0.6440626,1.1009268,1.0248219,1.1946099,1.0637914,0.8496044,1.1102048,1.3139081,0.9595373,0.0,1.1269488,1.1308602,0.9303589,1.1210905,1.1565511,1.2535081,1.1875825,1.2405638,1.3794563,0.78400826,0.7679441,1.1234525,1.2646661,0.8566433,1.3623414,1.2759413,1.0640552,0.90878475,1.1104535,1.318567,0.7252028,0.8789352,0.7119913,0.9579995,1.0381154,0.87860465,1.1162202,1.1734352,1.3446708,1.3545748,1.3328093,0.96225476,0.9733938,1.1013813,0.9934392,0.8090982,0.09482682,0.9406544,1.0174638,0.78474545,0.6174985,0.686877,1.117424,0.8798589,0.98397654,0.950786,1.3296422,0.6831662,1.2584215,1.1726552,1.077484,0.9141713,1.1310731,1.207938,1.0238807,0.93585503,0.7362573,1.2780802,1.0824307,0.9243996,1.0581867,1.2874316,1.1132892,0.86261445,0.6268041,1.0369449,1.11188,0.6678139,0.9914782,0.96789443
foot,1.0779561,0.27145636,0.9803057,0.9524527,0.9473198,1.0065417,0.78642046,1.2500145,1.2637298,1.2292945,0.9471517,1.0716199,0.93144727,0.9800354,1.182872,1.0218933,1.1688402,1.1121944,1.2720605,1.2180551,0.9821961,1.1753697,1.1922696,1.1634386,0.69730747,1.1348238,1.2580528,1.0783656,1.1837256,1.0908781,1.0423062,0.9788906,1.1646938,0.84927523,0.8989423,1.2159808,1.1251512,0.9522896,1.0644741,1.0762653,1.2255722,0.9926233,0.89085555,0.880312,0.962797,0.98688877,0.4055689,0.99287206,1.1269488,0.0,1.0182161,1.1094997,1.0572246,0.61278856,0.67660093,0.6556447,0.8549197,0.5889602,0.9726814,1.0905263,1.1242583,1.1215047,1.1234549,0.8965393,1.0671419,1.2583369,0.9543467,1.0228591,0.73357767,1.117652,0.83801377,1.0861584,0.6933452,0.9488197,0.98144776,1.2445484,1.107802,1.0108361,0.8781084,0.95228577,1.0991158,0.73472774,0.8577001,0.8846003,0.9642342,1.1053725,1.1651958,0.796788,1.0897443,1.0456777,1.1789613,1.2156453,0.9522896,1.2138892,1.0390111,1.0248834,0.8622769,0.98076296,1.0753617,1.0878735,0.5276488,1.1448318,0.50215304,0.8411899,0.7542814,1.0889628,1.0936011,1.3182079,0.9647764,0.078195274,0.7681873,1.0346353,1.1025275,1.1726916,1.2641935,1.1576297,1.0318573,0.6553808,1.2076069
fork,1.2234495,0.8975399,1.1070503,1.1689925,1.225404,1.0326915,0.8189314,0.9435073,0.9468777,1.2051991,0.554489,0.9079,1.1651381,0.8028254,0.9682359,1.0259739,1.0811168,0.991368,1.0268127,1.1649946,1.044199,1.0552094,0.6467736,0.8916472,0.71384245,0.938368,1.0749555,0.8648081,1.1182752,1.025247,1.1372205,0.95206916,1.1863817,0.89857125,0.7038123,1.1652435,0.9035045,0.95822465,1.200973,0.89751893,1.0624555,0.6495273,1.1651134,0.74555075,1.1505151,1.1238399,1.0279677,0.59753036,1.1308602,1.0182161,0.0,1.1876779,1.1024252,0.8459926,1.2028471,0.9796911,1.11602,1.1551181,0.96118486,1.0636481,1.1579967,1.0778668,1.0493976,1.2378027,1.1121732,1.1664479,0.5432126,1.2011093,1.2514929,1.1010563,1.0095292,0.77668047,0.70271975,0.92163086,1.0533888,1.0528289,1.0603042,1.1144092,1.1667422,0.9417713,0.613705,0.94056123,0.6793024,0.939094,0.7480379,1.0957805,1.0777936,0.95412284,0.9585372,1.0157852,0.8658546,0.829434,0.95822465,1.0479461,1.0359038,1.0758795,1.1226022,0.9030449,1.1213903,0.61817855,0.98623556,0.99142915,0.8766374,0.7130914,0.79347456,1.1173924,1.1871516,1.237403,1.1996435,1.0408198,0.7103436,1.0136858,0.77918255,1.1674424,1.2150971,1.1388912,0.7278642,0.88199955,1.0552044
frog,0.52970904,1.2065994,0.8376771,0.9063146,0.86660856,1.0647702,1.1170608,0.99982274,0.97701925,0.94317555,1.2981342,1.1585261,0.9356859,1.0116509,0.9775171,1.0320433,0.96020204,1.1541531,0.9966192,0.8500052,1.0015664,1.0016009,1.1978325,1.0414015,1.2177907,0.8903048,1.0381931,1.1953744,1.0600746,0.9749321,0.93750083,0.9180263,0.95827013,1.1520197,1.2646725,0.9713313,1.2023466,0.9315348,0.7190387,1.0820119,1.0119268,1.1786823,0.9611114,1.1253481,0.9367654,0.8837991,1.1379776,1.1612965,0.9303589,1.1094997,1.1876779,0.0,0.8415945,1.2058872,0.85857123,1.1365062,0.78383344,0.8816236,1.1155484,0.82472944,0.9017295,0.8801298,0.9356791,0.9281328,0.9347848,0.92887795,1.2541292,0.7913686,0.82955784,0.76097304,1.2267667,1.1470118,1.3208096,1.1114651,1.1085534,1.0179172,0.91787326,0.86461544,1.0175881,0.9037185,1.1906028,1.2134168,1.1469988,0.9656397,1.2487938,0.9040281,0.9475248,1.0731956,1.2187494,1.0578928,1.1550059,1.0721527,0.9315348,0.770802,0.9825745,0.9437273,0.9625643,1.0522728,1.0546937,1.252717,1.2297328,0.9170844,1.2454534,1.1418418,1.2614858,0.939,0.8961793,0.8396802,1.0088012,1.1425334,1.2455702,0.83620864,1.1959345,0.9181821,0.76364255,0.9196853,1.2406186,1.3005047,0.91291904
glass,0.89256585,1.1264416,1.0175183,1.0231478,0.95390296,1.07833,1.0748606,1.1009328,0.95770425,0.9826306,1.1400037,1.1073396,0.9574868,1.0026029,1.1744615,1.0079832,1.1252923,1.0170892,0.99982655,0.9720997,1.0854622,1.0381054,1.0956668,1.0404615,1.008878,0.92875385,1.085526,1.1675904,0.8685355,0.95086056,1.1482763,1.0170175,0.9656611,0.8914001,1.0615551,0.9683991,1.0517966,1.104137,0.89947325,1.0270597,0.8850691,1.0324565,1.0038209,1.0052958,1.0722773,0.83205336,0.96498334,1.0480056,1.1210905,1.0572246,1.1024252,0.8415945,0.0,0.87188864,0.8329023,0.9827405,0.7620724,0.8060966,0.9018924,1.1152842,1.0250407,0.887883,1.1134368,0.86019707,0.96610063,0.9569847,1.1245621,1.0427724,0.8399625,1.0530987,1.1219628,1.2135606,1.1098237,1.1849363,0.9928982,0.9751084,1.0067999,0.89476895,0.90146464,0.98476386,1.0161493,1.1172231,1.0116189,1.0108168,1.1251197,1.127371,1.0430152,1.0725988,1.0548049,1.2022527,1.1451797,1.0282663,1.104137,1.0233519,0.9730528,0.8852926,1.0905166,0.9373891,0.98651916,1.0671767,1.0917618,0.84108734,1.0501132,1.0297089,1.086953,0.9853533,0.8409608,0.962268,1.0809163,1.0819099,1.0048642,1.0535929,1.1706129,1.125565,0.9685147,0.9717642,1.092424,1.1081449,0.9149416
glasses,1.2152932,0.66937417,0.9428609,1.2473017,1.1058005,0.8174668,0.7425431,1.2797866,1.3603314,1.3851616,0.64542377,1.2079854,1.1804342,0.8318329,1.2731196,0.9699389,1.16917,0.83508235,1.0744774,1.2909421,1.0541219,1.1256102,1.0423219,1.0993047,0.50386274,1.1105168,1.2959214,0.98388284,1.231719,1.176492,1.1924461,0.97836274,1.3450053,0.7829666,0.4349103,1.3216664,0.76660305,0.87865925,1.1883266,0.86351526,1.2669485,0.87825894,1.1409916,0.7040254,0.9849492,1.0045704,0.53150225,0.7129907,1.1565511,0.61278856,0.8459926,1.2058872,0.87188864,0.0,0.98672384,0.584119,0.87141144,0.9063568,0.5193593,1.1955146,1.2402953,1.2085165,1.1966656,1.1891296,1.1733963,1.2778313,0.6858311,1.1205548,1.0648898,1.1703994,0.6254891,1.0790405,0.49370956,0.8396222,0.70084363,1.2774327,1.1092513,1.1890795,1.1444533,1.1241407,0.7178558,0.48403245,0.67835116,0.86846405,0.9704424,1.155323,1.1888955,0.9132258,0.6836195,1.1139443,1.0063163,1.256857,0.87865925,1.2849858,0.82331324,1.1515795,1.1352093,1.0524418,1.143789,0.94618046,0.51160455,1.1207929,0.7348281,0.5523144,0.5400096,1.2037847,1.2394016,1.3976551,1.0374672,0.6122968,0.58696634,1.1877168,1.1119,1.1794974,1.2963582,1.1615744,0.780494,0.22267407,1.2114729
glove,0.68035984,0.74083114,1.0835655,0.73593175,0.6846236,0.9926415,0.94484204,1.2087375,0.96966666,1.0021888,1.2337236,1.0073619,0.72116363,1.2217027,1.2671854,1.2153163,1.245286,1.0302991,1.3186846,1.1003269,1.0668999,0.89241314,1.1077225,1.2645136,0.9748358,0.9605544,1.2201068,1.2667577,1.0760877,0.90723366,1.0746672,1.0670682,0.95856285,0.81719416,1.1674186,0.9895121,1.2410069,1.0755847,0.7867875,1.2755692,1.0113118,1.0891074,0.748317,1.1607395,1.0570742,0.9601495,0.48341227,1.3408384,1.2535081,0.67660093,1.2028471,0.85857123,0.8329023,0.98672384,0.0,0.69736934,0.7247142,0.3532182,1.1782867,1.1774634,0.9744194,0.8564395,1.1025137,0.6614467,0.74462706,0.98871076,1.2062402,0.82214665,0.13890862,1.1515303,1.1856427,1.2613317,1.041753,1.0161834,1.168493,0.9212146,0.9627597,0.65599585,0.72334003,0.6853693,1.3184056,0.94532466,1.1621466,0.9836284,1.114401,1.258034,1.1267167,0.8023546,1.2971966,1.1313674,1.4012766,0.9376942,1.0755847,1.051288,1.0461271,0.75559264,0.9489691,0.7367964,1.1426941,1.1595842,0.82208174,1.191828,0.59663105,0.9507295,1.0057125,0.9318912,0.75995326,1.0697527,0.954427,0.7029032,0.8395197,0.8597741,1.155674,1.2035925,1.046738,1.1324065,1.1933568,1.0636678,1.0575614
gum,1.1817163,0.66715074,0.71027416,1.2144746,0.81361234,0.65377,0.74176645,1.1873754,1.3843739,1.3606578,0.8108599,1.2711121,1.1726515,0.9485394,1.1642351,0.9521118,1.0070553,0.7456458,1.0386648,1.1477853,0.7647723,0.93022794,1.2060452,1.1716678,0.6026907,1.3431427,1.3390219,0.9469541,1.3892692,1.351206,0.82193625,0.8192795,1.3968906,0.83602184,0.48738945,1.2943082,0.7961131,1.0550889,1.3319118,0.9928953,1.3863404,0.97790885,1.16653,0.804974,0.69524807,1.1063793,0.42672253,0.88942355,1.1875825,0.6556447,0.9796911,1.1365062,0.9827405,0.584119,0.69736934,0.0,1.0446397,0.83572054,0.72039086,1.1412594,1.2076523,1.3078482,1.0627571,1.1850157,1.138489,1.3002412,0.81436867,0.86204773,0.75341934,1.217883,0.696258,1.0122974,0.65534526,0.75125295,0.6435056,1.2825677,1.1396027,1.2634441,1.1832227,1.020277,0.9489739,0.5172872,0.76816535,0.8034415,1.0276039,1.194336,1.0124751,0.83583367,0.77758515,1.0726653,1.0744431,1.3780514,1.0550889,1.1762149,0.7961843,1.2350627,1.1225128,1.1669623,1.1445414,1.0480465,0.5715642,1.1833243,0.75524276,0.5939815,0.5116237,1.187567,1.2962439,1.3300341,0.8209841,0.5195131,0.52695596,1.0095586,1.004154,0.9715675,1.1749374,1.223856,0.97066796,0.49993622,1.372294
hair,0.7869318,0.99673915,1.1899031,0.6535519,0.9118565,1.256573,1.2033826,1.1618569,0.8096931,0.92914444,1.3152454,1.1338824,0.5804421,1.3239865,1.1306016,1.1236751,1.313928,1.2591319,1.137568,0.97203827,1.105216,1.1703463,1.1929724,1.1799558,1.1498015,0.6984004,1.1126268,1.3212305,0.87738264,0.61278665,1.2396662,1.223449,0.87337935,0.9964448,1.3328791,0.92923,1.3400518,1.2028507,0.64301693,1.3067646,0.72845995,1.1968856,0.60482544,1.1255687,1.1839108,0.48249245,0.828406,1.290632,1.2405638,0.8549197,1.11602,0.78383344,0.7620724,0.87141144,0.7247142,1.0446397,0.0,0.5139425,1.2159472,1.1178135,0.8420193,0.6271823,1.2186986,0.5866989,0.7840264,0.8268346,1.2226481,0.9352291,0.64491737,1.2707589,1.2781225,1.3303597,1.260478,1.1021956,1.1565745,0.835336,0.6021917,0.5619723,0.64118695,0.8183756,1.3432679,1.178983,1.142649,1.1277657,1.3515439,1.2137983,1.1353385,0.98129183,1.2165166,1.2840548,1.3384542,0.86900127,1.2028507,0.9843859,1.1440027,0.6217303,1.2149074,0.825968,0.941814,1.2636335,1.2158797,0.8761302,0.95831764,1.1990476,1.2269711,1.1528336,0.5510007,0.7867843,1.2149177,0.9613387,1.0035633,0.8209724,1.3030818,1.3596978,0.8852422,0.8156958,1.3086959,1.1828423,0.75741965
hand,0.77038133,0.86484075,1.1181121,0.52991515,0.69384843,1.1749134,1.0303421,1.2112682,0.8663031,0.97627896,1.3418818,1.0933536,0.62679493,1.3662809,1.2110245,1.2066451,1.3581159,1.2278607,1.1461622,0.9292841,1.0392203,1.1679761,1.2198763,1.2291144,1.012873,0.8830537,1.252125,1.365891,0.95101357,0.76878566,1.1653839,1.125766,0.87801635,0.9187459,1.2551336,0.99351335,1.3653284,1.2359514,0.8029249,1.4160678,0.8729481,1.1706802,0.6516594,1.1867123,1.1219565,0.7706419,0.40780318,1.3451159,1.3794563,0.5889602,1.1551181,0.8816236,0.8060966,0.9063568,0.3532182,0.83572054,0.5139425,0.0,1.3519382,1.2354276,0.8819035,0.7100612,1.165173,0.60397303,0.7057383,0.8503734,1.2878932,0.73384035,0.26728833,1.2785103,1.2484406,1.407543,1.1604061,1.1192676,1.174798,0.86326116,0.84486616,0.5234543,0.6827282,0.5993445,1.3359936,0.97256064,1.1545839,0.9881897,1.3456326,1.3459224,1.0498433,0.829836,1.3303752,1.3579441,1.4595988,0.8971679,1.2359514,0.93012005,1.1102829,0.58143306,1.15888,0.64490455,1.0197113,1.2007142,1.0754501,0.9803978,0.83765244,1.0299581,1.106667,1.1677276,0.6347584,0.8829105,1.1289982,0.6908392,0.79878044,0.69542366,1.3434018,1.3445761,0.92471045,0.92507046,1.3767813,1.0772756,0.913401
hat,1.3819475,0.78732216,0.7905837,1.4270866,1.1126304,0.43916047,0.81953365,1.2321863,1.5066278,1.3945732,0.43239975,1.220682,1.4106383,0.5619913,1.0628395,0.84778583,0.8494978,0.4196586,0.96603525,1.3582925,1.028554,0.8202444,0.8333084,0.9133461,0.58954245,1.2443597,1.0675263,0.7149271,1.3174638,1.3208141,0.98891014,0.9208803,1.4356313,0.94793063,0.32987815,1.3427187,0.325356,0.90562284,1.3567698,0.3345732,1.3977728,1.0253367,1.3659806,0.81569123,0.8418257,1.1809525,1.0097557,0.4971887,0.78400826,0.9726814,0.96118486,1.1155484,0.9018924,0.5193593,1.1782867,0.72039086,1.2159472,1.3519382,0.0,0.9086098,1.3461368,1.4016998,1.0414807,1.468476,1.3598206,1.3921809,0.6293895,1.182335,1.3675377,0.8740788,0.31235117,0.72672564,0.5292362,0.80777705,0.5188938,1.4158976,1.2644464,1.432044,1.393817,1.3638812,0.4911282,0.5301924,0.8048711,0.9338053,0.7334132,0.8875747,1.0626673,0.9902326,0.3119927,0.93532896,0.57647246,1.3254781,0.90562284,1.3109086,0.6281179,1.4129169,0.8860792,1.2323794,1.2459782,0.94667214,0.4805436,1.2034198,0.9152971,0.7354855,0.46828663,1.0894781,1.4459989,1.5220338,0.9258943,0.82087,0.9296736,1.3774903,0.9036478,0.73913133,1.3822565,1.2579837,0.49743712,0.34805393,1.3046801
horse,1.0770594,1.1461914,0.9716047,1.05023,1.065995,0.9496262,1.234898,1.0201882,1.1186757,1.0580764,1.0008047,1.1508919,1.2116079,0.8476748,0.8098302,0.95568764,0.6990868,0.9498828,1.064613,1.1014327,1.0014442,1.0418979,1.0590013,0.69236696,1.2198573,0.88711596,0.94732296,0.8577503,0.9990162,0.9095093,0.72999525,1.11831,1.092272,1.2939061,1.0810943,1.0788832,0.9391204,0.85924655,0.88034934,0.78865206,1.060066,1.2378544,1.1719601,1.1303493,0.99123204,0.9542173,1.2662021,0.9262435,0.7679441,1.0905263,1.0636481,0.82472944,1.1152842,1.1955146,1.1774634,1.1412594,1.1178135,1.2354276,0.9086098,0.0,0.9254581,0.9875113,0.90404135,1.162394,1.0653875,1.0886979,0.9873271,1.1267909,1.2195086,0.56679595,0.8983084,0.8748061,1.1075739,0.9380398,1.1072898,1.1414527,1.012446,1.1876241,1.1453763,1.181725,0.9952828,1.067869,1.0698692,1.201405,1.0562937,0.85261315,0.93695617,1.1439587,0.9717862,0.8117614,0.80898684,1.1620857,0.85924655,1.0920068,0.9540155,1.140012,0.7081006,1.2034208,1.0064847,1.1934662,0.964595,0.9071508,1.294004,1.2010738,1.1215538,0.84617674,1.0609422,1.0157572,0.9622252,1.0400345,1.2651302,1.0763397,1.0178139,0.64834094,1.1272501,0.68697345,1.0615969,1.044652,0.97975606
hose,0.84194434,1.2793148,1.3197184,0.6948323,1.0523303,1.3179533,1.3455224,0.7762487,0.6627288,0.6452899,1.294118,0.9321158,0.804273,1.3142135,0.86410344,1.1633478,1.0176476,1.1419923,0.9495886,0.79623616,1.1299205,0.92492807,1.1094272,1.0793651,1.4691846,0.8141427,0.91442263,1.114327,0.87591904,0.7835851,0.9617803,1.2119857,0.69898546,1.194805,1.352546,0.70693207,1.233773,1.0274355,0.6809272,1.2673283,0.8498267,1.1929648,0.8145088,1.2453856,1.2884463,0.86901885,1.1930875,1.3513284,1.1234525,1.1242583,1.1579967,0.9017295,1.0250407,1.2402953,0.9744194,1.2076523,0.8420193,0.8819035,1.3461368,0.9254581,0.0,0.8162409,0.9734484,0.7870703,0.6693744,0.72035253,1.2483717,1.090777,0.8345785,0.9806291,1.2848082,1.1283934,1.3098023,1.1286286,1.376742,0.77374953,0.82703185,0.80079305,0.88124025,0.83152187,1.2752751,1.2221044,1.2601951,1.2900589,1.2944256,1.1173936,0.8180726,1.2823707,1.2978684,1.0102098,1.1044211,0.90514773,1.0274355,0.9198538,1.0042806,0.84070617,0.9827631,1.0721353,0.8972832,1.0859909,1.2475392,0.840064,1.23385,1.213644,1.4012859,0.9191567,0.79343706,0.5251109,0.90770495,1.1847357,1.2005707,0.73112345,1.096956,1.0119176,0.7802057,0.77771556,1.2318108,1.3097202,0.89084774
jacket,0.70183736,1.2383778,1.3485391,0.59155697,1.0806657,1.4496615,1.2299361,1.1058189,0.71686083,0.7770578,1.4163291,0.9542882,0.55748826,1.2848825,0.9986016,1.1196296,1.2157764,1.3627267,1.1156726,0.91462094,1.2136503,1.21966,1.1280421,1.1635562,1.3870616,0.62306416,1.0849085,1.2505205,0.6774609,0.41301256,1.2516401,1.2432626,0.5822244,1.0793079,1.4184227,0.8497968,1.3972898,1.1643351,0.6346949,1.3192196,0.69887984,1.1674031,0.60262555,1.1101744,1.336458,0.7246834,1.1203681,1.3269107,1.2646661,1.1215047,1.0778668,0.8801298,0.887883,1.2085165,0.8564395,1.3078482,0.6271823,0.7100612,1.4016998,0.9875113,0.8162409,0.0,1.0676464,0.33066082,0.76966274,0.7214018,1.3076797,1.052176,0.78500277,1.1072793,1.4270992,1.2776232,1.3306289,1.269285,1.3493896,0.7740064,0.6521172,0.26834333,0.3709694,0.7915302,1.2623587,1.3179481,1.1538101,1.2067984,1.1991051,1.1903503,1.182323,1.1730106,1.3166269,1.2517926,1.3638772,0.79473126,1.1643351,0.88484067,1.1738408,0.21300852,1.1736563,0.7268594,0.9445699,1.24702,1.3691955,0.69548804,1.0939101,1.2400028,1.415418,1.05479,0.1677196,0.62229776,1.1641037,1.2228472,1.0551398,0.74569917,1.2526593,1.3274615,0.8661597,0.77435875,1.277406,1.3974626,0.8099771
jar,1.0517086,1.0776005,1.051259,1.0486153,1.0337648,0.9975269,1.0775646,0.8805215,1.0630325,0.9640101,1.0058199,1.0199218,1.0691906,0.99180853,0.64443606,0.97822624,0.77828556,0.82543755,1.0197687,0.9818508,0.9514413,0.6099795,0.9306805,0.9645999,1.0937113,1.1174334,0.88287884,0.8030978,1.0534914,1.1110597,0.8851396,1.0330242,1.0580133,1.0875632,1.0930477,0.96525455,0.84271497,0.9507677,1.0619016,0.9422,1.0509249,1.1082981,1.0706244,1.2168546,1.0039691,1.1212996,1.1388221,1.0884085,0.8566433,1.1234549,1.0493976,0.9356791,1.1134368,1.1966656,1.1025137,1.0627571,1.2186986,1.165173,1.0414807,0.90404135,0.9734484,1.0676464,0.0,1.1432956,1.0716159,0.99149644,1.0516059,1.0471768,1.0746373,0.8063961,1.0623915,0.6967477,1.0702299,1.0233867,1.1261692,1.0239198,1.1460057,1.105266,1.1311325,1.0133299,1.085329,1.0915785,1.1901245,1.1058463,0.99161035,0.85209924,0.86442757,1.0640603,1.0754673,0.7627285,0.95553726,0.98482645,0.9507677,0.9712197,1.0782601,1.1445972,0.8511304,1.0839202,1.0094458,1.0885323,1.0478822,1.0623759,1.1526937,1.0950161,1.0629817,0.83463025,1.1615328,1.0556062,0.94243294,1.0825526,1.2251236,0.90449154,0.7556261,0.71487486,1.0099293,1.0381013,1.0450622,1.1219343,1.01157
jeans,0.62381893,0.99761313,1.3097899,0.52012825,0.9674785,1.4527687,1.2122844,1.158524,0.64610296,0.6928085,1.4349935,0.85953724,0.43172073,1.3330414,1.1463673,1.174671,1.32009,1.4219025,1.184546,0.912017,1.1929716,1.2393872,1.1626499,1.2477843,1.3841184,0.70547247,1.0870904,1.4148467,0.71832716,0.51017046,1.2761465,1.2311918,0.48083788,1.0237123,1.4762046,0.7621773,1.4782041,1.2000546,0.62768185,1.4005057,0.665307,1.1614692,0.48740256,1.0930316,1.3034995,0.71217024,0.91081023,1.4016101,1.3623414,0.8965393,1.2378027,0.9281328,0.86019707,1.1891296,0.6614467,1.1850157,0.5866989,0.60397303,1.468476,1.162394,0.7870703,0.33066082,1.1432956,0.0,0.63730156,0.7336768,1.3597326,1.0221876,0.5557693,1.2266912,1.4322993,1.3817837,1.2996173,1.2728939,1.3336544,0.71127963,0.7347452,0.28486502,0.09307408,0.7291762,1.3867646,1.3750312,1.1256217,1.1378804,1.1528982,1.2703918,1.180699,1.1483402,1.401723,1.3333629,1.482822,0.78467506,1.2000546,0.99143535,1.1219528,0.28380728,1.079031,0.64810914,0.8406783,1.1953588,1.2008988,0.8374307,0.81694674,1.2945373,1.4226177,1.0377196,0.22280109,0.5981113,1.163589,0.98034513,1.0170625,0.79361486,1.2490852,1.4069774,0.87122744,0.8365945,1.3681784,1.4203658,0.79801
knife,0.82232964,1.0768068,1.2870058,0.67980254,1.0037234,1.2831193,1.278523,1.0084265,0.60314596,0.7534878,1.2022004,0.9354563,0.82506037,1.3295932,1.156632,1.2299042,1.1894621,1.0777276,1.1002034,0.9372662,1.16612,1.0444055,0.92018425,1.0388136,1.3713368,0.8107544,0.941126,1.0876541,0.8270998,0.76198804,1.1485193,1.2043091,0.7019156,1.1637816,1.25424,0.78199446,1.2457293,1.0708295,0.75574374,1.3372285,0.67811525,1.1367782,0.86889845,1.1966096,1.3016027,0.8207002,1.0188024,1.2656809,1.2759413,1.0671419,1.1121732,0.9347848,0.96610063,1.1733963,0.74462706,1.138489,0.7840264,0.7057383,1.3598206,1.0653875,0.6693744,0.76966274,1.0716159,0.63730156,0.0,0.78940606,1.1256622,0.95056146,0.62973946,1.0972016,1.2525338,1.3348919,1.2554758,0.95742005,1.3533224,0.6400311,0.88072455,0.71706426,0.6485816,0.82812136,1.2500367,1.0993222,1.1387309,1.1995138,1.2605393,1.235262,1.096809,1.1862924,1.3440397,1.1853074,1.1903962,0.62502813,1.0708295,0.9675677,0.75458974,0.77998203,1.0696677,0.83062255,0.7510474,0.9588235,1.1090846,0.9228616,0.8849114,1.2226242,1.382716,1.0552369,0.68372846,0.65789086,1.0418851,1.097724,1.0390577,0.7822978,1.2554317,1.1603929,0.8991871,0.8337866,1.3292588,1.1486255,0.8062346
ladder,0.85468805,1.3110574,1.1867936,0.68095964,0.95998764,1.2610852,1.2690406,0.7670617,0.54446965,0.6661812,1.3860645,0.8884357,0.7246017,1.2797434,0.9976258,1.1810216,1.1358576,1.2289886,0.9329495,0.74806356,1.0592777,1.0802317,1.0108494,1.1520895,1.3871591,0.9096476,0.7222787,1.1055342,0.6209439,0.77626944,1.0284411,1.2352066,0.71258247,1.1883901,1.4510752,0.668392,1.2916121,1.1088047,0.8367171,1.2893517,0.5976432,0.9621407,0.7606974,1.256343,1.2150773,0.9014181,1.1871386,1.3713369,1.0640552,1.2583369,1.1664479,0.92887795,0.9569847,1.2778313,0.98871076,1.3002412,0.8268346,0.8503734,1.3921809,1.0886979,0.72035253,0.7214018,0.99149644,0.7336768,0.78940606,0.0,1.2524568,0.9220171,0.89180607,1.0963665,1.3485761,1.1718436,1.4127096,1.1728096,1.3000005,0.45281553,0.8803446,0.6924169,0.8124692,0.73706996,1.3328826,1.3412058,1.2496787,1.1941247,1.2189771,1.0024046,0.82241416,1.1424992,1.2975872,1.0813624,1.1720266,0.6327927,1.1088047,0.80988544,1.1519387,0.7456361,1.1652569,0.9415969,0.7987867,1.0010359,1.4526104,0.9610871,1.2535582,1.2196307,1.4437413,0.94382817,0.683193,0.44244504,1.161705,1.3310838,1.2330422,0.78041816,1.0735317,1.193933,0.72278655,0.86002266,1.2600098,1.3948421,0.62433314
lamp,1.3006383,0.7072749,0.9888419,1.3193295,1.1766613,0.7972655,0.82497364,1.0640477,1.1453985,1.3877311,0.43365133,1.0553725,1.3459566,0.69702554,1.0781877,1.0105672,1.0138872,0.6565105,1.0000347,1.3031098,1.0700328,1.0306782,0.68894863,0.9351624,0.657259,1.0938972,0.9757165,0.53389037,1.1768771,1.1886821,1.1005145,1.0158601,1.3789158,1.1159225,0.47412533,1.3159151,0.6168732,0.936252,1.3130887,0.650262,1.1179402,0.72267675,1.3133547,0.6878332,1.0171218,1.1947304,0.9806621,0.5463561,0.90878475,0.9543467,0.5432126,1.2541292,1.1245621,0.6858311,1.2062402,0.81436867,1.2226481,1.2878932,0.6293895,0.9873271,1.2483717,1.3076797,1.0516059,1.3597326,1.1256622,1.2524568,0.0,1.2191496,1.3368077,1.1213565,0.7422579,0.7474034,0.47018003,0.70563906,0.8558525,1.241662,1.1733184,1.3867192,1.2321125,1.1960007,0.65127546,0.6126035,0.631819,0.9411815,0.7526703,0.95941573,1.1336614,1.0013926,0.75294673,0.8155438,0.6273128,0.991351,0.936252,1.2263427,0.7825335,1.3460693,1.061416,1.1501466,1.0874431,0.637995,0.7279101,1.1089782,0.7438242,0.76621497,0.666542,1.0634006,1.3499312,1.3891681,1.158513,0.8527888,0.73947,1.301889,0.83315754,1.014106,1.3264827,1.1985967,0.48237818,0.5740766,1.1181996
