,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nose,1.1327779,0.8684325,0.6230831,1.041206,0.79304934,0.9145341,0.95910823,1.1091452,1.109893,0.9271435,0.758985,1.1829417,1.0340856,1.0432768,1.356649,1.2826228,1.2099515,1.1060901,1.1743194,1.2492249,0.99023,1.1729493,1.204214,1.0485318,1.1775542,0.4786955,0.99459344,1.1982324,1.1576195,1.0967858,1.0013857,1.0634996,1.0368742,1.193974,1.1011627,0.947,1.0067823,1.120618,0.9136693,0.8122108,1.314753,1.0957284,1.0656205,0.97795117,1.0883322,1.0690364,1.0178767,1.1536846,0.6733008,1.1157306,0.637823,0.65286833,0.37265563,1.1516416,0.9558568,1.0400548,0.80979645,1.1314301,0.9808799,1.0263209,0.41174603,0.9618748,1.1297673,0.7791941,0.61638063,1.1316569,0.68461156,0.78911126,1.1317205,0.9234098,1.225545,1.17941,1.0590854,1.0319024,0.85460436,1.2144823,1.0606518,0.79248315,1.0331473,1.0614127,1.020794,0.96198165,1.2727478,0.6082467,1.1076691,0.594558,1.0934743,0.63523465,0.0,0.74075323,1.0387847,1.0294513,1.0438774,0.9095398,1.2245649,1.2005763,0.8526012,0.8811003,1.0069145,1.1118786,1.2002194,1.0731113,1.2509546,0.89635164,0.9493342,1.1761115,0.7803963,1.0921447,0.8834778,0.9552741,1.1807827,1.1952996,1.0173951,1.0442373,0.75414115,1.2464827,0.98591775,1.1681191,1.3007791,0.73696923,1.1375785,0.99827516,0.8628372,0.6023844,1.0967954,1.1767396,0.9990688,1.2397692,0.99219465,1.2951814,1.2974584,1.0226034,1.145024,0.42028147,0.41000175,0.93211967,1.0353565,1.2223656,1.2394882,1.1916865,1.2251508,1.2026571,1.2250814,0.666462,1.154297
orange,1.3266591,0.8203038,0.32000792,1.3573133,0.47559553,0.4779482,0.8794953,0.8671683,1.338325,1.060689,0.5510631,1.3893092,1.2176591,0.8445175,1.1790719,1.2353212,1.1365814,0.6551217,0.60192734,1.2586515,0.7295535,1.1367748,0.7851417,0.67458117,1.1378636,0.4940545,1.2949936,1.0912712,0.8187255,0.7996856,1.0993414,1.1206051,1.0888666,1.2069275,1.1437001,0.6246152,0.67530113,1.3838197,0.7378895,0.44950324,1.3007132,0.63573766,1.0004611,1.2697701,1.1491865,1.2480423,1.0856543,1.3409355,0.3565755,1.2198298,0.7337206,1.2038302,0.8107642,1.2450434,0.65601945,0.7881969,1.078356,0.96168363,0.8564379,1.0464945,0.654706,0.9378351,1.2124388,0.51436174,1.1435848,1.1185083,1.2094184,0.4505568,1.0206622,0.932006,1.3919868,1.2532011,0.9011576,1.2943407,0.62461245,1.0915979,0.85909283,1.1036545,1.002955,1.2363482,1.0006247,1.2931794,1.2056168,0.8900882,0.95668685,0.49196726,0.80232793,0.5650826,0.74075323,0.0,1.2311225,0.98352945,1.3526254,1.2390877,1.3254296,1.0168377,0.57936573,0.5705304,0.8265919,0.8363318,1.0790479,0.8947651,1.0099025,1.0254625,0.72742116,1.2698023,0.85172737,1.2719544,0.9935069,1.0187054,1.2099202,1.1428599,1.3214368,1.1812141,0.9501935,1.0707574,1.3149565,1.111043,1.183386,0.6574983,1.2987053,0.50198513,0.998451,0.7719554,0.804633,1.3121952,0.9421458,1.2296213,1.2907085,1.3088864,1.4301692,0.45461023,1.1702552,0.76198435,0.6515414,0.9640049,0.84306896,0.9689482,1.1190445,1.2674148,1.126791,1.3003081,1.2105908,0.6302694,1.1984054
oven,0.925967,1.1835917,1.3141626,0.8277938,1.298849,1.2078421,1.1637414,0.96630275,0.5493918,1.0009725,1.0740476,0.55559903,0.90346223,1.2563341,0.93107116,0.8690865,1.0144231,1.1312199,1.1191087,0.76654494,1.3014603,1.0527499,0.9421665,0.87202954,0.9679111,1.1658142,0.821522,0.6611682,1.2735949,1.0983632,0.59137297,0.8406963,0.7836334,0.6655119,0.87354755,1.3318568,1.3248334,0.61776567,1.3010877,1.2959657,0.70647836,1.0787673,1.2460752,0.91587985,1.1039412,0.45041645,0.54329216,0.8403025,1.2681563,0.8912377,1.2123913,0.903853,1.1924856,0.8518777,1.2934885,1.2821046,1.1152334,1.0047499,1.3604158,0.6716047,1.1842986,1.1804751,1.0119772,1.3464973,0.8858651,1.1201077,0.949626,1.3039665,0.97948337,1.1379882,0.93074775,0.8700409,1.0844207,0.74775106,1.0308063,0.7959391,1.1038711,0.86028975,1.1349492,0.9749566,0.8643557,0.9067485,1.0850362,1.0369102,1.1673623,1.3159066,1.0876316,1.138396,1.0387847,1.2311225,0.0,1.074272,0.8193291,0.6626413,0.95183915,1.1244397,1.1641656,1.1788332,1.155744,1.0633535,1.1004785,1.1187068,1.1085418,1.0464423,1.2327187,0.82730895,1.0949225,0.15589756,1.0628649,0.9110444,0.9621614,1.0699031,0.77105844,1.109902,0.8564114,1.1831824,0.545557,0.4329481,1.0773126,1.3127265,0.9146998,1.1306158,1.0890411,1.0634958,1.1122816,0.93722945,1.1477728,0.8691687,0.8010296,1.0265323,0.7313191,1.2836711,1.0042704,1.2380174,1.0256935,1.0995754,0.97953236,1.2267025,0.8881302,0.9422456,1.1805408,0.8554729,0.79122686,1.2233161,0.7155376
owl,1.1152759,0.87768084,0.8754179,1.1562974,0.90368956,0.820294,1.1060078,0.73569584,1.2797935,1.0995414,0.84500325,1.1792753,1.0564295,0.69823164,1.011872,1.1606487,1.2416193,0.7847162,0.8728771,1.3117535,0.88423073,0.91220033,0.8234486,0.7036946,1.0721188,0.97705406,1.006123,0.9559928,0.90611744,0.82887197,1.0177944,1.0727983,0.7636767,1.0722128,1.0245386,0.8489281,0.7150959,1.2135445,0.84322345,0.8102493,1.2277111,0.7892952,0.7496254,0.9890971,0.96377695,0.98789585,1.0697888,1.0344752,0.9464414,1.0067995,0.86495316,1.1027912,0.96647304,1.1320827,0.64361143,0.5844868,0.8988726,0.9454426,0.9374676,1.094069,0.9856756,0.73248655,1.1695838,0.9414345,0.9762872,1.0662166,1.082084,0.71035457,1.0799009,1.1864069,1.2449274,1.0486698,1.0808283,1.0854795,0.9559178,0.8663427,0.7684239,0.965342,1.080733,1.2615054,0.95941865,1.0131555,1.1132531,1.16897,1.0399234,0.85286295,0.83611774,0.86237144,1.0294513,0.98352945,1.074272,0.0,1.1638387,1.0518739,1.2986624,0.993382,0.85185003,0.8720121,0.8923055,0.76090074,1.1110125,0.7077291,1.0891768,1.1123384,0.75545263,1.084863,1.0017743,1.0545542,1.0546948,0.5413826,1.2060628,1.1301154,1.1355786,0.9454248,0.9192051,0.846247,1.2296218,1.0832701,1.107566,0.6975285,1.1576161,0.9085687,0.9038732,0.9306514,0.892998,1.2814859,0.846103,1.0852165,1.1893125,1.1358911,1.3023052,0.8755632,1.2042539,0.88517094,1.0018182,1.0098046,0.93475205,1.1753719,1.176057,1.1040684,1.0555613,1.1391656,1.0492779,0.8291396,0.9940944
pajamas,0.68889904,1.0685596,1.3326849,0.38595396,1.3556321,1.3629704,0.9676726,1.1297115,0.6449487,0.8535385,1.2748336,0.61673105,0.28300047,1.4253678,0.7253487,0.9132465,0.8835144,1.3982681,1.5040326,0.8422441,1.3559921,1.2207148,1.3355944,1.4285667,1.1170282,1.142379,0.7875599,0.99872047,1.2982574,1.3545097,0.90346557,0.8763423,0.7367923,0.8394288,1.0178667,1.4173117,1.4212018,0.50790584,1.3208067,1.4902325,0.8102499,1.4265339,1.2733592,0.8547301,0.7639518,0.8382962,1.080155,0.18575811,1.3140461,0.6704078,1.323416,0.71318686,0.9587705,0.9028971,1.5034274,1.4345266,0.8863328,1.3034601,1.1931392,0.85018003,1.1884139,1.0435209,0.80766654,1.301502,0.64258474,0.9891908,0.5615947,1.4639038,1.0131521,1.0712882,0.8456132,0.5558821,1.074832,0.35782647,1.3750219,1.1776043,1.4545245,0.56931734,1.1486422,0.79113096,0.9355349,0.62790895,1.076103,0.87054324,1.1653333,1.3260658,1.1325152,1.185765,1.0438774,1.3526254,0.8193291,1.1638387,0.0,0.43623805,0.70768154,1.1847086,1.4514931,1.4451852,1.1858249,1.1954482,1.0928329,1.3809633,1.1920675,1.0684336,1.1731968,0.64823407,1.2057266,0.766256,0.93742085,1.201258,0.9197846,1.0436853,0.24976313,0.9066426,0.61871755,1.3682356,0.6490756,0.9518867,0.972756,1.3450708,0.7665443,1.3745475,0.84136325,1.0728873,1.413246,0.94104284,1.0744286,0.91647714,0.28673607,0.91926146,0.599095,1.4636853,0.98541325,1.0525862,0.9423066,1.0553416,0.9785608,1.1612673,1.0472677,0.7880945,1.1355033,0.8916515,1.1244274,1.3058248,0.9355913
pants,0.8539696,0.9977648,1.2168493,0.65295434,1.3219233,1.2726867,1.0281501,1.2218196,0.7381264,0.8709834,1.0143898,0.6302853,0.6170269,1.2957559,1.0038669,0.9739457,1.1492364,1.3333371,1.4753673,1.0173999,1.367328,1.2251914,1.2606168,1.199195,1.055697,0.98631155,0.75862813,0.9082925,1.2936592,1.329249,0.77294964,0.8668566,0.7541469,0.8610116,1.0106509,1.380941,1.3519614,0.580387,1.2791862,1.3099724,0.99534845,1.3561444,1.2916209,0.8455709,0.8920175,0.72087634,0.9964802,0.5017414,1.1580913,0.7720094,1.1918802,0.6788687,0.87818503,0.8532957,1.3388247,1.3768754,0.8157835,1.213,1.2866554,0.9053365,1.0186402,1.0296732,0.9712713,1.3273079,0.7029035,1.140621,0.73619777,1.2684531,0.9697936,1.0814357,0.9354234,0.7111325,1.093268,0.27757335,1.1670696,1.0179095,1.304888,0.5035677,1.2539738,0.95230126,1.0430883,0.7148878,1.1079006,0.8509668,1.2595931,1.1712278,1.167656,1.0942078,0.9095398,1.2390877,0.6626413,1.0518739,0.43623805,0.0,0.982273,1.2806727,1.2584076,1.2942569,1.1460943,1.1701376,1.1662738,1.2951946,1.2735931,1.0459175,1.2036144,0.8271854,1.1509281,0.600678,0.9075531,1.0034628,1.037258,1.1145134,0.37278557,0.89814126,0.28818107,1.3733985,0.6794651,0.9727444,1.1241174,1.142533,0.85527754,1.2861886,0.80985796,0.9334634,1.3001994,0.94349587,1.0245721,0.90737045,0.3403222,1.1019158,0.80192345,1.3684962,1.0376692,0.94006014,0.79344773,1.0694494,1.0124962,1.3080955,1.0635263,0.9485244,1.1785033,0.8630967,1.0730891,1.1603494,0.7969532
paper,0.56580365,1.3208673,1.3740194,0.6975004,1.2672274,1.2473263,0.82236385,1.174118,0.646128,0.8471275,1.4224313,0.78197277,0.7343629,1.2879908,0.879254,0.7748666,0.1749298,1.2780254,1.251946,0.39365995,1.2278779,1.0992081,1.2468555,1.3912362,1.0456074,1.2489886,0.80502975,1.0898035,1.1408454,1.1539505,0.99680823,0.8310925,1.0657161,0.87105155,0.97838104,1.271612,1.3590817,0.7539556,1.2452956,1.4026242,0.6288899,1.3107939,1.0873135,0.7956659,0.89939314,0.9540693,0.9677704,0.7562505,1.2944613,0.8336232,1.2839761,0.89467204,1.1993122,0.89359844,1.2928606,1.2393777,1.1702158,1.1249018,0.8550731,0.8613193,1.2868676,1.2493672,0.7793343,1.2162111,0.895206,0.8490966,0.78664494,1.4373329,1.0581174,0.803537,0.70971304,0.7388003,1.0013134,0.89988625,1.3730698,1.1480407,1.2297341,1.0883982,0.9942476,0.7588397,1.0710223,0.84799725,0.8817845,0.9897752,0.98436916,1.3866136,1.2690585,1.3381575,1.2245649,1.3254296,0.95183915,1.2986624,0.70768154,0.982273,0.0,0.98620373,1.3681653,1.3478991,0.9113335,1.3006566,0.91400504,1.1304798,0.9442299,0.7560359,1.2273176,0.8882726,1.2106372,0.88096565,0.94403166,1.2824266,0.8142849,0.7186852,0.74853903,1.0627793,1.1941847,1.165385,0.7901883,0.93380946,0.78440094,1.4874349,0.7179385,1.2647278,1.2183813,1.2198997,1.2305562,0.7881135,1.2941248,0.89461994,0.7975867,0.7038945,0.50963503,1.3133899,0.8718097,1.2966571,1.1903932,1.0661839,1.181191,0.77532864,0.8639913,0.7313843,0.90306234,0.866812,1.0041431,1.3952358,0.89808595
pastry,1.1040827,1.0427363,1.1445988,1.1082891,1.0192028,1.0992573,0.9121865,1.1028008,1.2362417,1.2229322,1.2452382,1.2918835,1.1462905,1.0625631,1.0745506,1.135534,0.9731478,1.0237617,0.6865469,0.9480161,0.28221178,0.9998086,1.0311568,1.13664,1.0398165,1.1876093,1.1293672,1.2495868,0.7665349,0.94495165,1.0883235,1.0730076,1.0645218,1.111354,1.0796145,0.37197608,0.61210597,1.2454786,0.3560922,1.1629252,1.0638827,0.9706012,0.79039234,1.0728457,1.0876648,1.1587998,1.0684837,1.1133553,1.0209428,1.1318429,1.1150546,1.1366225,1.1584028,1.0663692,1.1101682,1.00518,1.071352,0.89951396,0.9984484,0.9497072,1.2002002,1.0401695,1.1055394,1.0579146,1.1757979,0.45782912,1.1391463,1.1378644,1.2189155,1.0256248,1.109736,1.1412504,0.91194785,1.301197,1.1771966,1.0672944,0.97751385,1.188304,0.47082067,0.75530046,1.0145622,1.1003748,1.0538749,1.1382011,0.30246794,1.1506919,0.95484245,1.1229086,1.2005763,1.0168377,1.1244397,0.993382,1.1847086,1.2806727,0.98620373,0.0,1.1734858,1.1668915,0.9822644,1.0574443,0.42421323,0.9358415,0.3990172,1.0479176,1.0682108,1.1442168,1.0264087,1.1936011,1.1972694,1.0298707,0.4625985,1.1221734,1.2274414,0.97379774,1.3235481,0.88209534,1.2000885,1.042148,1.0519233,1.1207052,1.0936373,1.1011815,1.1382086,1.0726665,0.9184027,1.1179777,0.93049884,1.1019708,1.2937897,0.9961928,0.930246,0.9820394,0.5513296,1.1220531,1.2782922,1.1701175,1.0914975,1.0278356,0.7436005,1.05215,0.96136206,1.0569483,1.0740694,1.1846684,1.1316283
pen,1.3606493,0.8406862,0.3929789,1.3915987,0.8039403,0.7198064,1.2337623,0.7844845,1.3211722,1.0096025,0.24722463,1.2447956,1.4508533,0.5315941,1.0487581,1.1215236,1.1525605,0.48140448,0.60941356,1.3182857,0.9364072,0.93309903,0.6977974,0.40684128,1.0576217,0.5048212,1.3273396,0.9488417,0.8151727,0.675997,1.1597302,1.1281598,1.146672,1.1363605,0.9809293,0.85675794,0.6118471,1.4243951,0.8762983,0.091248035,1.2775123,0.53037333,0.9646485,1.3506459,1.3333489,1.1396909,0.969014,1.4656314,0.64799273,1.1468983,0.52350295,1.2473452,0.7914202,1.229552,0.3384626,0.60114706,0.97584283,0.70970196,1.0114834,1.3308849,0.4983428,0.95708984,1.2117242,0.66036093,1.2573578,1.3642507,1.2941258,0.28198838,0.97033906,1.1178954,1.2917683,1.3466418,1.0097612,1.3204569,0.17117989,0.86098456,0.50162345,1.1194059,1.1417156,1.3888346,1.2111824,1.4268153,1.2321392,1.1149213,1.2679179,0.35965884,0.81255996,0.5118872,0.8526012,0.57936573,1.1641656,0.85185003,1.4514931,1.2584076,1.3681653,1.1734858,0.0,0.039387345,0.89601207,0.624793,1.1624942,0.73445654,1.1046258,1.1662321,0.67484766,1.3045633,0.8411868,1.1638613,0.93376476,0.88117796,1.3317173,1.116416,1.4591119,1.1717356,1.0502363,0.85888547,1.3299177,1.1354955,1.1432029,0.34577763,1.1911564,0.3675499,0.9107352,0.8767549,0.5430215,1.2751853,0.75728905,1.265192,1.3289614,1.3094163,1.4229354,0.5506824,1.2626501,0.7114201,0.83766836,0.80067533,0.91578984,1.1762668,1.0840936,1.260213,1.1838708,1.260959,1.0902221,0.25996244,1.0333127
pencil,1.3776016,0.8067737,0.4090656,1.3362098,0.7960995,0.71055967,1.2021127,0.76720834,1.3155336,1.0570295,0.2823274,1.2637304,1.4478605,0.55649066,1.04369,1.1517786,1.1243318,0.49065328,0.5850218,1.3002138,0.95000637,0.9058396,0.6968691,0.4345479,1.0809501,0.5307207,1.3644598,0.9430546,0.7766189,0.65470994,1.1666535,1.1444468,1.1552867,1.1431001,0.9249393,0.86909354,0.61465955,1.4427505,0.89626056,0.08351314,1.2528799,0.5327554,0.9923799,1.3811327,1.2857337,1.1350273,0.9519068,1.4768057,0.65403736,1.1801286,0.5735193,1.2853346,0.7587998,1.2477343,0.3625186,0.6080915,0.9685488,0.61258346,1.0127017,1.2921666,0.5384282,0.93555987,1.2448616,0.6230403,1.2875886,1.3574024,1.229301,0.33830726,1.0124782,1.1294799,1.2843428,1.3688452,0.98996484,1.3283811,0.13874853,0.84458405,0.48982012,1.1066127,1.1526608,1.3927977,1.1640255,1.3895204,1.2468315,1.1006179,1.2610788,0.37609094,0.7639289,0.48868465,0.8811003,0.5705304,1.1788332,0.8720121,1.4451852,1.2942569,1.3478991,1.1668915,0.039387345,0.0,0.8791628,0.61943495,1.188061,0.72636205,1.1067365,1.1713364,0.6938941,1.2930737,0.8675438,1.1676497,0.97985506,0.92234945,1.3481371,1.0705832,1.4711353,1.1592386,1.0764027,0.8342888,1.3500022,1.123986,1.122195,0.37916315,1.2424403,0.36634594,0.86727756,0.8603718,0.45312166,1.2639575,0.7108289,1.2590027,1.3432618,1.2905667,1.4394639,0.53602505,1.2909395,0.69729203,0.816437,0.7063578,0.86896396,1.1393597,1.0965316,1.2762146,1.1794312,1.2838987,1.0618737,0.2863561,1.0528069
penguin,0.90994996,0.89072317,1.0226507,1.0484121,0.9901622,1.0447452,0.9705409,0.9548514,1.2439467,1.1288071,0.89612985,1.1996117,1.152632,0.7664144,1.1454549,1.2180403,0.82881343,0.94954896,0.9009055,0.9697022,0.9294535,0.92800206,1.0261881,0.98255754,1.015497,0.94981146,1.0242716,1.0494596,1.0185523,0.70026314,1.1190305,0.96031564,1.0060536,1.1698714,0.99255395,0.8568988,0.9888243,1.2121929,0.9239143,0.8633219,1.1454197,0.90439343,0.94843626,0.9088461,1.026103,1.1225716,1.032994,1.1769083,0.9874147,1.1635753,0.8960828,1.1634425,1.0407277,1.1060765,0.71586096,0.78733265,0.95587695,0.87180984,0.69853985,0.9810232,1.0360056,0.8835096,1.1977296,0.98610586,1.1542414,1.1072162,1.1018441,0.90051526,0.97625023,0.76789725,1.1432588,1.1973358,0.879797,1.1759081,0.87128615,1.0544862,0.7998362,1.0049982,0.9937035,1.0777799,1.0597149,1.0046028,1.071017,1.1353856,0.9999144,1.0260756,0.9467027,0.9076433,1.0069145,0.8265919,1.155744,0.8923055,1.1858249,1.1460943,0.9113335,0.9822644,0.89601207,0.8791628,0.0,0.8557046,1.0526764,0.69433606,1.0118532,0.7693053,1.0036978,1.1480979,0.78343403,1.1371102,1.0936714,0.9259618,1.1259356,0.8018236,1.2004685,0.9584569,1.0562975,0.8824562,1.2057092,1.0911341,1.0714499,0.9318742,1.0761428,1.0312093,0.920638,0.9331207,0.81999344,1.0802183,0.92801344,1.1403636,1.2117777,1.0976906,1.1989775,0.87322253,1.0737128,0.9758757,0.94739497,1.0870064,1.0331626,0.9870772,0.97978574,1.1180445,1.0324178,1.0910614,0.9972056,0.99207187,1.1070096
pillow,1.2082529,0.6414309,0.9064879,1.2973847,0.80470526,0.85397387,1.229091,0.5981275,1.2608187,1.0059279,0.52862495,1.0948443,1.2163655,0.5883783,0.55669457,1.1454365,1.1159792,0.67670745,0.5309614,1.2021992,1.0357057,1.0423343,0.61601925,0.49997038,0.89473766,1.0534787,1.1265235,0.77770567,0.9456237,0.86550224,1.0550689,1.0792089,0.89681065,1.0577284,0.8268898,0.99726224,0.855186,1.0877309,1.1260363,0.6347275,1.0921599,0.63378847,0.9544501,1.1544785,0.9239984,1.0943406,0.8257717,1.1931396,1.0176088,0.9035274,0.72888136,1.300377,1.1256425,1.1508338,0.5049705,0.6579538,0.8387678,0.8747817,1.0210605,1.1503648,0.9842578,0.5706511,1.222576,0.87716544,1.2794672,1.2807329,1.3531307,0.5934821,1.0054952,1.0197057,1.3382523,1.1996963,0.92893994,1.1008502,0.69577754,0.82206386,0.6727945,1.1314359,1.1562347,1.3844709,0.9345848,1.0474925,1.1074347,1.2575495,1.1853762,0.8486216,0.49539185,0.80363554,1.1118786,0.8363318,1.0633535,0.76090074,1.1954482,1.1701376,1.3006566,1.0574443,0.624793,0.61943495,0.8557046,0.0,1.18882,0.66378826,1.0668501,1.1990384,0.76524293,1.0479861,0.7205739,1.0800031,0.9652904,0.75931835,1.3070785,1.1868165,1.2706345,0.833884,0.91431445,0.94014764,1.3063583,0.9161247,1.1032125,0.5757701,1.0227281,0.64473635,0.6357689,0.941899,0.79361105,1.3363194,0.807062,1.0315549,1.2332578,1.2825686,1.3478584,0.6221309,1.2736459,0.98435986,1.0730159,0.99288994,0.6311189,1.0767158,1.136036,1.2142607,1.0906115,1.1105082,1.0289689,0.79159904,0.9436686
pizza,1.004138,1.2130046,1.1689246,1.0920672,1.1502472,1.1991185,1.0341713,1.1988264,1.1536232,1.2228277,1.2441454,1.1354016,1.0828642,1.1136295,1.0237911,1.0786314,0.9410288,1.1125685,0.84521854,0.82809,0.32530224,1.0933065,1.1625501,1.242782,1.0894294,1.1358182,1.094981,1.254426,0.9656435,1.052556,1.0712675,1.0581092,1.0956814,0.9733109,1.1137152,0.5581575,0.7909484,1.121771,0.37928754,1.198241,1.0780064,1.0918036,0.9442791,1.0576966,1.0322684,1.1756296,1.1190981,1.0362161,1.0224658,1.1105793,1.1667442,1.0925324,1.2124038,1.0419301,1.1306298,1.0380383,1.1872927,1.0122116,1.0048546,0.9115241,1.2075243,1.2079164,1.0737053,1.1162537,1.1014625,0.30889428,1.0881128,1.2168679,1.1125731,1.0408815,1.0623609,1.0835868,0.9749739,1.2123041,1.1468575,1.1188105,1.1636691,1.1591513,0.36419344,0.39675862,1.0847703,1.1040845,1.0927888,1.0583658,0.3665189,1.187034,0.99024826,1.2545718,1.2002194,1.0790479,1.1004785,1.1110125,1.0928329,1.1662738,0.91400504,0.42421323,1.1624942,1.188061,1.0526764,1.18882,0.0,1.0967188,0.16751397,1.0463698,1.0591534,1.0659541,1.0349277,1.172957,1.2241079,1.1794868,0.12764132,1.1404682,1.1346766,1.0756304,1.256488,0.9410147,1.1269242,1.0974002,1.0341486,1.2335888,1.0580509,1.1236501,1.2474424,1.1179166,1.0058515,1.0658318,1.0663584,1.1165103,1.1747189,1.0074384,0.68752444,1.0882317,0.18157184,1.232991,1.2491996,1.222229,1.096534,1.0782691,0.35948974,1.0411584,1.0316879,1.0464875,1.120667,1.2307012,1.1144291
plant,1.1899483,0.9188148,0.88847667,1.2667007,0.8785145,0.8680999,1.2081456,0.82702863,1.2493353,1.2474473,0.79611313,1.2628558,1.2992146,0.7026348,0.980864,1.236544,1.0366974,0.6257372,0.63905334,1.1688217,0.94922686,0.7200742,0.68211174,0.5886326,0.8946594,1.0373888,1.107591,0.83943194,0.88561994,0.7123718,1.0588479,1.0123045,1.0088866,1.1716273,1.0915108,0.88809514,0.80113906,1.294375,0.9596238,0.68969727,1.0917635,0.6228761,0.6805124,1.081834,1.0483166,0.9562804,1.0452565,1.2550993,0.99514186,1.1254942,0.80485594,1.2255404,1.1397461,1.1047494,0.6111647,0.21152425,1.0806751,0.88036275,0.76536345,1.1311312,1.0030582,0.93088377,1.0886064,0.9732875,1.2117815,1.1534953,1.3515924,0.71563685,1.0063599,0.9412806,1.2264912,1.2352165,0.93001556,1.3533818,0.8479921,0.7751454,0.4689461,1.1614108,1.0019164,1.2484858,1.0423422,1.2972543,1.010904,1.2804459,1.1175734,0.94386,0.8330221,0.8056091,1.0731113,0.8947651,1.1187068,0.7077291,1.3809633,1.2951946,1.1304798,0.9358415,0.73445654,0.72636205,0.69433606,0.66378826,1.0967188,0.0,1.0015864,0.9963947,0.76812905,1.2242093,0.8540573,1.0466374,1.1974748,0.6106684,1.2379613,1.0398213,1.353482,1.117772,1.1326759,0.6780773,1.18602,1.0213978,1.0513791,0.8039497,1.1297803,0.75612706,1.0317942,0.9693744,0.8038195,1.2353425,0.84281874,1.0388688,1.3552216,1.0403085,1.3109741,0.778894,1.1681575,1.0237129,1.1402414,1.0901521,0.9718023,1.0101024,1.0595951,0.78528833,0.91712,1.0857269,0.8035394,0.8849085,0.9386967
plate,1.0968835,1.1621897,1.138843,1.2031695,1.0589935,1.0931304,1.0246948,1.0766388,1.1953828,1.2458663,1.177627,1.1450877,1.1536994,1.0486536,1.0024934,1.075057,0.8926103,1.0153033,0.54005307,0.8234732,0.37197822,1.0712216,1.0396672,1.1447717,1.0656347,1.2101474,1.1553074,1.1729006,0.8641809,0.98992133,1.1143832,1.0851359,1.148486,0.9246286,1.140799,0.55888534,0.7876723,1.1591039,0.45856678,1.1271937,1.0030916,0.94173664,0.9127893,1.1028686,0.9800762,1.2033579,1.0158408,1.1240286,1.0343826,1.1737041,1.1253889,1.2011602,1.2376695,1.0719502,1.0567875,0.9696731,1.2320405,0.849143,0.96272254,0.8392943,1.2332915,1.1627313,1.0192255,1.0162122,1.1935208,0.4189844,1.1520829,1.1385809,1.1479723,1.0653659,1.0866866,1.1738691,0.9857234,1.2992197,1.0444301,1.0713239,1.065744,1.2619677,0.3761866,0.51764363,1.0330993,1.1812241,1.0803603,1.1004499,0.4251578,1.136497,0.8272692,1.182296,1.2509546,1.0099025,1.1085418,1.0891768,1.1920675,1.2735931,0.9442299,0.3990172,1.1046258,1.1067365,1.0118532,1.0668501,0.16751397,1.0015864,0.0,1.0825235,1.0889642,1.0706828,0.9775043,1.1967089,1.2484977,1.1706145,0.32436007,1.1399684,1.2482127,1.0855882,1.3305846,0.80983055,1.1995547,0.91206706,0.9964872,1.174245,1.056375,1.0484939,1.2502054,1.136985,0.8024689,1.0982524,1.0717694,1.1063808,1.3111545,1.016345,0.673492,0.9237096,0.34801722,1.2472811,1.294096,1.2006586,1.007957,0.9988147,0.33484626,1.0605222,1.0202895,1.0662211,1.0853947,1.1945279,1.1153193
