,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bear,0.8787886,1.1308609,1.0570577,0.96853536,0.98353094,0.93997675,1.0008184,1.0297631,1.1471069,0.7536335,0.0,0.8290781,1.0229895,1.0251029,1.0101514,0.9695099,0.84534806,0.91477627,1.1821227,1.1624267,1.150036,1.2085438,1.0603987,1.1988759,1.246956,1.0111997,1.1928043,0.96354955,1.1665132,0.41378796,1.2363696,0.9261043,1.0954863,1.1226095,1.2770761,1.1459817,0.91593665,0.95830166,0.84387445,0.9490323,1.2200488,1.1177973,1.0697683,1.1769414,1.0527933,0.91860574,0.981192,1.2223125,0.95939654,1.1734643,1.033947,1.0671017,0.9729346,0.46815032,1.011658,1.0349802,1.0905076,0.82707334,0.94452107,1.095238,1.1581628,1.1570854,1.1092408,0.8782739,1.1467916,1.1034511,0.72566223,1.2379384,1.0590096,0.70549333,1.1331215,1.1076349,0.90045303,1.0206643,0.81879485,1.2474989,0.9279451,1.1811742,1.1269363,1.0128539,1.0475048,1.1735264,0.94798106,1.0374924,1.0501454,1.174947,1.0926774,1.0143412,1.0660194,1.0121361,1.0052853,1.1692642,1.0949671,1.0179784,1.0675884,0.785114,0.97042084,0.9728107,1.0262206,1.098274,1.0021847,1.1154529,1.1690254,1.0687697,1.0855896,1.1596816,0.9854737,1.09657,0.94564104,1.0697333,1.0487372,1.018379,1.0538402,1.175541,1.1754332,1.1494102,1.0165416,0.59187806,1.0413435,0.9781648,1.0000992,1.0325214,1.0960993,0.93907666,1.19132,1.0519187,1.3082153,0.8657384,1.0169309,0.89058685,1.0836549,0.18472594,1.1418748,1.0397761,1.1262429,1.1929591,1.0549326,0.94760615,1.032971,1.2245603,0.9818343,0.9259357,0.966973,1.0723069,1.1279383,1.1069412,1.2153342,0.966477,1.2492485,1.1148627,0.83282745,0.9769095,0.9775257,1.2148119,1.0471833,0.85753417,0.5873405
bed,0.54137945,1.2466086,1.4935896,0.66009754,0.6317608,1.3235891,1.1681665,1.3856189,1.0342281,0.40779692,0.8290781,0.0,1.4337717,0.5129561,0.52339536,1.162904,0.12745017,0.87444764,0.82270837,1.4571121,1.2593427,0.7484164,1.2224194,1.3254566,1.2898831,1.3247459,1.3956407,1.0323175,1.5124649,0.72676784,0.6790246,1.3520573,1.310528,0.70852876,0.9893911,1.2179286,0.75339067,1.4079876,1.3704052,0.063984215,1.2618048,1.5173516,0.3791725,1.4734646,1.0871819,1.0746062,0.7722204,0.84095633,0.7960034,0.9478531,0.66744846,1.0552607,1.4768541,0.576797,1.2735301,0.7970982,1.3296254,0.9037893,1.1618799,1.05037,1.2784472,1.5305672,1.1842673,0.70890003,1.3115261,1.1267234,0.3979172,1.3422467,0.8639544,0.6091988,0.993792,1.3937532,1.0110847,0.49016917,0.44241643,1.130906,0.5211367,1.4601964,0.6736763,1.3103759,0.9395041,0.993978,0.91015697,1.1188368,0.7320255,1.072161,0.93387353,1.2892835,1.1807754,1.4330733,1.1202933,1.4265554,1.4291263,1.4892615,0.8063233,0.89543223,0.41793883,0.5792732,0.64005744,1.4356115,0.9569653,1.5012376,1.4866788,1.1253715,1.3954868,1.1984878,0.75690705,0.97181684,1.2263342,1.3464541,0.96126765,1.4586267,1.1544279,0.9650962,1.3121821,1.4485886,0.74340963,0.6429306,1.0968384,0.77659553,1.3971622,0.84585774,1.132909,0.5725781,1.1868622,0.88202083,1.2119935,0.56069076,0.98243636,0.47265577,1.5052373,0.6452223,1.4962885,0.90163875,0.99065995,1.4938895,1.0600212,0.78857577,1.4243333,0.731759,0.5842235,0.66670513,0.35689294,1.5640754,1.3422377,1.4581155,1.3242334,1.087164,1.1704419,0.7124004,0.84184694,0.6613284,0.81559604,1.1691347,1.4622893,0.64189416,0.8290017
belt,1.5375917,0.72462356,0.63087624,1.4787748,1.4103843,0.8826231,0.9252812,0.8333597,1.01918,1.3662562,1.0229895,1.4337717,0.0,1.2468895,1.5230737,1.0527754,1.3610518,1.0736752,1.2016715,0.33124435,0.88743263,1.3557918,1.185937,0.425686,0.85717154,0.6559393,0.28221744,0.7924062,0.5852123,0.9368949,1.0622497,0.76398814,0.6667258,1.0959893,0.8878697,0.86240023,1.2895536,0.9097178,0.7341229,1.4209034,1.1226343,0.18044508,1.4598498,0.40619367,1.030983,1.1677294,1.2496393,1.2682637,1.0551813,0.8437089,1.3245275,1.0811442,0.6988584,1.1670023,0.7410726,1.2683434,0.72294414,0.9820784,1.0281513,1.1214525,0.61405474,0.44402838,1.0121925,1.499915,0.6164686,0.78082216,1.428544,1.0407869,1.1570795,1.4151616,1.2755541,0.44274694,1.0372444,1.4302412,1.247922,1.1670345,1.2982259,0.513169,1.260112,0.47649574,1.1701953,1.1703004,1.1797984,0.98485273,1.4808878,0.7978137,0.9704401,0.88439316,1.2689087,0.29867935,0.7743498,0.4387647,0.47964585,0.7104848,1.0852256,1.1486413,1.4078376,1.254695,1.4018376,0.6924639,1.3625945,0.22990084,0.37694478,1.0638323,0.6744342,1.0081022,0.79033256,1.4112017,0.7966568,0.7924133,1.1438241,0.48748094,1.2618088,1.0933467,0.57664573,0.50563484,1.1671946,1.0436199,1.2720623,1.3873578,0.4520309,1.2434018,0.93376833,1.3295339,0.9303145,0.9745223,1.0266857,1.3930268,0.92848027,1.4971684,0.20986044,1.045757,0.31078196,0.91515857,1.2969434,0.5874901,0.98903847,1.2604849,0.8195685,1.2023461,1.3311268,1.3396606,1.5288415,0.510151,0.6324744,0.49706137,0.88945687,0.6278332,1.034163,1.525321,1.0985689,1.3668311,1.1603603,0.67005384,0.20720458,1.1725075,1.0123855
bench,0.80053484,1.0452869,1.4619762,0.9395863,0.63637257,1.3682238,1.108594,1.3716836,0.9207654,0.46948373,1.0251029,0.5129561,1.2468895,0.0,0.77831167,1.1850886,0.5468994,0.66170543,0.95935285,1.3469324,1.1306578,0.7798668,1.2349823,0.9247577,1.1308509,1.2707144,0.96188617,1.0005234,1.2936919,0.8201394,0.31927127,1.1882701,1.3165141,0.62349683,0.87019026,1.1456192,0.752259,1.4783757,1.3477712,0.50538313,1.169007,1.3056335,0.51219684,1.3338583,1.1165713,1.1651987,0.977966,1.0735363,0.53638524,0.32800567,0.8516165,0.95863813,1.4457418,0.8635355,1.29879,1.0165613,1.2349691,1.1397533,1.0969977,1.1676297,1.0874791,1.2164164,1.3604491,0.96056783,1.2536829,1.0526241,0.76451695,1.3549681,0.97615457,0.9868235,0.9708615,1.2478188,1.124257,0.5770062,0.68842787,1.1087015,0.5671421,0.95941746,0.4494394,1.0456812,0.91259503,0.7855885,0.96831375,0.9299842,0.7966231,0.72047704,0.827561,1.1536733,1.2170857,1.3971944,0.8703216,1.2220367,1.3000104,1.4611611,0.42801964,1.0238703,0.6962688,0.56349915,0.8447475,1.2979827,0.961819,1.2173189,1.2071645,1.1568785,1.2008958,1.2374293,0.80881184,1.0567108,1.1713333,1.3119731,1.0926058,1.3799999,1.1153628,0.948422,1.1412613,1.3357947,0.5045512,0.87587047,1.1316179,0.9387571,1.2032056,0.7757313,0.9504558,0.73986816,1.1192722,0.7493831,0.87772894,0.66148764,0.7690859,0.6538714,1.3581069,0.7963911,1.3186814,0.8546849,1.1086094,1.228031,0.8975716,0.81765807,1.4337056,0.72752464,0.75081104,0.995438,0.55611813,1.412572,1.2924752,1.2959588,1.0482204,0.89961934,1.301936,0.8069943,0.88396555,0.76321334,0.83235395,0.7231833,1.3774055,0.6722767,1.0037556
bib,0.544851,1.0286953,1.3876643,0.6209561,0.46502984,1.3060135,1.1858462,1.3104069,1.1204494,0.7507423,1.0101514,0.52339536,1.5230737,0.77831167,0.0,1.1119397,0.47752947,0.85094965,0.75897217,1.5206101,1.2843006,0.76976484,1.0250775,1.4471393,1.281802,1.2869036,1.545086,1.1705999,1.3096046,0.9208909,0.9485746,1.2951281,1.3308849,0.9261572,0.99956197,1.2947453,0.78174835,1.3303331,1.385921,0.5147339,1.0978001,1.5903513,0.6222997,1.5365906,1.1000065,1.0761901,0.76352733,0.7280907,1.0372908,1.1396642,0.35339415,0.7736658,1.4152212,0.7304956,1.2482924,0.6287519,1.122612,1.008728,1.0658458,1.0211327,1.0838859,1.4545208,1.1695893,0.6422399,1.1518396,1.0033013,0.59942496,1.0470351,0.6733848,0.7710867,0.6472212,1.2863988,1.070063,0.782014,0.5111141,1.0045398,0.45681405,1.4593811,0.8609816,1.5465221,0.8073727,0.8830809,0.92452115,1.1190236,0.4675387,1.2154627,1.0744637,1.016414,0.96204364,1.4494468,1.2047361,1.12767,1.3902395,1.3926923,0.95753336,0.85526013,0.16398156,0.5137547,0.5078666,1.3370094,0.7681235,1.5744457,1.5030427,1.1203072,1.2697076,1.1773806,1.0958774,0.7905773,1.3049192,1.3266861,0.9456486,1.4088564,0.84424835,0.9194389,1.4286484,1.3887424,0.960211,0.788595,1.0307004,0.76475567,1.5582739,0.40358245,1.0999854,0.3163938,1.0943701,0.6005154,1.2805808,0.78286624,1.1987902,0.54411876,1.5096151,0.9204562,1.5061297,0.9090805,0.9174757,1.4980048,1.2013566,0.78425956,1.3058741,0.9350673,0.41951144,0.79125595,0.51955044,1.5546029,1.2195077,1.3104296,1.1709484,1.2152327,1.1417632,0.668494,0.9357014,0.75594467,0.8444514,1.3945992,1.4605956,0.8965737,0.8701248
bird,0.7241646,1.0915173,1.0191882,1.1441579,1.1212283,0.9261647,1.0355011,0.94728184,0.98333806,1.2226595,0.9695099,1.162904,1.0527754,1.1850886,1.1119397,0.0,1.1408165,0.9616482,0.9636195,1.0481924,0.98087037,1.0828724,0.9247329,1.0895467,1.1179641,0.7195994,1.1376616,0.9015869,1.107158,1.0137656,1.1625004,0.89759326,0.96146387,1.1357895,1.1505858,1.0254703,1.1256087,0.9083812,0.8015652,1.157495,0.8804722,1.029688,1.1256449,1.062792,0.7871289,1.0331266,0.779702,0.91270363,1.1357354,1.1345007,1.0449653,1.1059676,1.0174619,1.0828848,1.035319,1.005472,1.1515031,0.9876859,0.35098517,0.87365276,1.1167343,0.87170136,0.56124365,1.0133187,1.104189,0.99730206,1.0766892,0.9749179,1.1273252,0.99360204,1.1179713,1.1374216,0.6416367,1.1331449,1.2480088,1.0537045,1.155646,1.0170132,1.0651402,0.9928795,1.0292777,0.95065856,1.0177547,1.0649312,1.0441589,1.1205862,1.021023,1.1101749,0.8965344,1.1131401,1.0124601,1.1194242,1.1076224,0.9862605,1.2057929,0.8128772,1.1190002,1.2015724,1.0183284,0.8569379,0.9620916,1.0127168,1.0224012,0.78754073,1.1047244,0.62700146,0.92784244,0.88798845,0.7851904,0.92551875,0.8338609,1.0727171,0.9459693,0.9941337,1.0145046,1.0834637,1.1702803,1.145358,0.4711368,0.9454762,0.9916867,1.0405061,0.9456049,1.1190836,0.91363543,1.1326329,0.8588467,1.1739228,1.116105,1.1636108,1.0108653,1.1093054,0.96661603,1.0357184,0.92294,0.8994759,0.89255583,0.9499366,0.9415721,1.0229534,1.1210388,0.97113264,1.1444952,1.0051134,1.1071143,1.1471759,1.019454,1.0613297,1.0209663,1.0883762,0.9438069,1.0145512,0.87470627,1.112142,1.0916331,1.0448784,1.0394273
blanket,0.5598171,1.1431047,1.4231117,0.7979389,0.687093,1.2660596,1.1067425,1.3474777,1.0582596,0.61523974,0.84534806,0.12745017,1.3610518,0.5468994,0.47752947,1.1408165,0.0,0.84206235,0.815568,1.4505169,1.2632527,0.7752258,1.1673198,1.3141763,1.2968282,1.2986603,1.3915819,1.0994868,1.4039755,0.7753635,0.747339,1.2811776,1.2890433,0.7578519,0.94391674,1.264441,0.83872914,1.3926811,1.2986902,0.20376062,1.2099743,1.4485096,0.51498806,1.4711943,1.0789138,1.1105701,0.7698382,0.7558345,0.91529787,0.9301673,0.5844885,1.0090368,1.4425439,0.6563648,1.260791,0.8753103,1.2734289,0.9988767,1.0584519,1.0249211,1.1763535,1.4467733,1.1539218,0.8508905,1.2788675,0.9508327,0.48401636,1.2327974,0.94533306,0.61523557,0.9524487,1.3368382,1.0575862,0.58859193,0.45285916,1.1496986,0.4730631,1.3973417,0.7984607,1.3972051,0.90788615,0.86520433,0.8593048,1.1822143,0.59248245,1.100402,1.0013269,1.1813035,1.125934,1.3980258,1.0026506,1.3007827,1.4170959,1.4549263,0.8588581,0.901935,0.3566891,0.55281925,0.70430255,1.3603414,0.9638142,1.4427149,1.4237027,1.1110066,1.2885269,1.1596481,0.62396073,0.9289502,1.2537988,1.3501768,0.98066306,1.4103471,1.0609711,0.8979203,1.3027859,1.3523664,0.87439954,0.67086095,1.0753119,0.83565813,1.370673,0.7470068,1.1099361,0.6268853,1.0870765,0.7439279,1.2238915,0.72340953,1.0951009,0.5767545,1.4232292,0.69978774,1.4484793,0.78446907,1.0143127,1.4630518,1.1243815,0.77917886,1.3431704,0.83844346,0.61947465,0.7032252,0.5427997,1.5096731,1.2906185,1.3938894,1.2770181,0.9285694,1.1437542,0.8033156,0.8691169,0.71732986,0.8726664,1.2276204,1.4212426,0.77085,0.81779814
boat,0.85004,1.0151725,1.2240648,0.9106504,0.846772,1.1904062,1.076952,1.1242787,0.9811288,0.8171396,0.91477627,0.87444764,1.0736752,0.66170543,0.85094965,0.9616482,0.84206235,0.0,1.0410074,1.2751158,1.0074145,1.0020063,1.1891032,1.157886,1.1084434,1.1460606,1.0345709,0.7498066,1.0739969,0.9175165,0.9094232,1.0490391,1.2216542,0.9799184,1.1324772,1.2144619,0.88461834,1.3285748,1.0288149,0.8552956,1.1538289,1.1357526,0.7711187,1.249901,1.1337515,1.1490612,1.0265145,1.0586567,0.95732945,0.7762217,1.0174685,0.8908494,1.2174811,0.8352948,1.1530099,1.0540643,1.0696098,1.0717664,0.63068974,1.1605097,1.0390275,0.9368479,1.132655,0.8499852,1.1272793,0.87516487,0.87378883,0.99731135,1.0064518,0.92116743,0.89835346,1.1653312,1.1146916,0.9324267,0.82039225,1.0109687,0.6967254,0.9314317,0.9383433,1.1445178,0.9013363,0.80656797,0.88686585,1.0309088,0.7395763,0.8525624,0.89750236,0.9734567,1.1706338,1.2329443,0.83232784,1.0409132,1.2484603,1.2214379,0.832515,0.9012383,0.8443153,0.82420415,1.0040466,1.0697834,0.9924414,1.0568696,1.0569363,1.1477059,0.941214,1.1612189,0.8275193,0.94116527,0.94896084,1.13888,1.105906,1.245636,0.97502613,1.0458928,1.1912193,1.2030482,0.9223843,0.87847394,0.9901213,0.84518796,1.2049761,0.8913479,0.87200904,0.9092049,0.9821487,0.82129264,0.9320728,0.90854084,0.88807726,0.6960288,1.1516356,0.8478823,1.2316386,0.87899756,1.0852083,1.0125586,0.8792812,0.7907186,1.171413,0.99810165,0.9548966,1.018703,0.965353,1.1816096,1.1691053,1.1209259,0.913277,0.894833,1.209513,0.8494813,0.9276877,0.8869337,0.71086514,1.0772965,1.2146469,0.92604226,0.9596996
book,0.71828973,1.2713146,1.2179061,0.82391185,1.0442076,1.0490557,1.0445518,1.0728353,0.6665398,1.0278755,1.1821227,0.82270837,1.2016715,0.95935285,0.75897217,0.9636195,0.815568,1.0410074,0.0,1.0467161,0.9173133,0.35739923,1.0117902,1.0137483,0.874603,0.8967429,1.2153276,1.0699556,1.2055401,1.2038263,1.0176536,1.1142416,0.9091929,1.043604,1.086576,0.95716286,0.88904923,1.1162449,1.0235018,0.896258,0.93552506,1.0855582,0.82549083,1.0285754,0.7850662,0.9087425,0.94023097,0.7834542,1.146504,0.9522553,0.9250929,1.218484,1.2055321,1.1954826,1.2226124,1.028099,1.214051,0.8719175,1.1112627,0.7779054,1.2491531,1.0265311,0.7535927,0.8320966,1.2512822,1.2286129,0.71733606,0.6864727,1.1017736,0.9478972,1.0066104,1.2243365,0.9003791,0.85413957,1.0354624,0.84135294,1.0734969,1.0675638,0.8082107,1.1278965,1.0882567,1.1099715,1.1760743,0.89333415,1.0670139,1.2125996,1.0545832,1.119468,0.9807786,1.2261833,1.0847977,1.2014197,1.2453709,1.1960342,1.0819324,1.0404307,0.9184276,1.1727161,0.3230865,1.1270444,0.99666214,1.0327111,0.9755338,0.87758815,1.1550715,0.80213517,1.0231867,0.8374613,1.1524973,0.8645779,0.7911531,1.3006933,1.0989041,0.8875351,0.8237848,1.1974578,1.0141938,1.2011049,0.92680544,1.0329391,1.1795912,1.0646677,0.88718367,1.0983827,0.920564,1.1560439,0.9536737,1.0788946,1.0303255,0.82592064,1.2583325,1.1172543,1.1961498,1.0934879,0.91568667,1.0111264,1.0065889,0.8015811,1.0313872,0.97379357,1.0532135,0.89620346,0.60750353,1.0605973,1.2315574,1.2463204,0.9956813,1.1316391,0.60183215,0.5918882,0.95161104,0.9810565,1.0452034,1.0620962,1.2373987,0.98270816,1.0650249
bottle,1.5203938,0.9617664,0.6255055,1.3426111,1.4203048,0.6968084,0.8526391,0.7794609,0.8015758,1.3741397,1.1624267,1.4571121,0.33124435,1.3469324,1.5206101,1.0481924,1.4505169,1.2751158,1.0467161,0.0,0.7832408,1.1185553,1.05858,0.42045575,0.46704757,0.68262017,0.31891787,0.8905007,0.7276933,1.1536316,1.0730834,0.87832755,0.53309244,1.0664352,0.86351967,0.5844308,1.2166373,0.73142886,0.6259743,1.4330897,0.94786435,0.2839269,1.4230574,0.11896086,1.0971274,0.8887244,1.2644831,1.1253712,1.015472,1.0122671,1.2509179,1.2480222,0.663009,1.2501097,0.77663225,1.2739822,0.899662,1.0768433,1.1245598,0.89189965,0.90499663,0.6223699,0.9771229,1.2985632,0.80447716,0.8940832,1.4261988,0.8071929,1.2190129,1.2818764,1.3388479,0.5650195,1.0718237,1.3212668,1.4270933,0.7466622,1.5107092,0.6315109,1.1648755,0.389117,1.267246,1.3135027,1.1680527,0.60435045,1.4715419,0.99417317,1.0378774,1.0410094,1.1697689,0.3408085,0.68441284,0.70622635,0.5329794,0.71770674,1.1454743,1.2841079,1.4637779,1.4470326,1.3262016,0.8677896,1.3612859,0.31407642,0.4035374,1.056949,0.83276325,0.9777091,0.8525533,1.3108501,0.71159625,0.69339746,1.0789084,0.669921,1.250648,0.9382201,0.47007185,0.5797944,1.0461818,1.1915444,1.1351904,1.2096897,0.5302923,1.3345578,0.99951255,1.4339497,0.8819998,1.2312473,0.8864899,1.3310021,0.891024,1.4398936,0.41627014,1.2130849,0.16492373,1.1903821,1.2046974,0.6159879,0.90656626,1.3040965,0.72238183,1.1234269,1.3861158,1.2774215,1.4330544,0.4616549,0.7634875,0.6645227,0.7406584,0.58991456,0.78442717,1.3579226,1.0571464,1.3336768,1.2388145,0.5633058,0.312101,1.1723819,1.1571426
bowl,1.2804427,1.1873126,0.84132004,0.9178053,1.2902527,0.7113,0.7538775,0.77686256,0.6452293,1.0417722,1.150036,1.2593427,0.88743263,1.1306578,1.2843006,0.98087037,1.2632527,1.0074145,0.9173133,0.7832408,0.0,0.76131713,0.8200594,0.96470296,0.38043642,0.9476423,0.8102316,1.0284265,0.9744693,1.2980663,1.0909197,0.89067686,0.7616931,1.1547145,1.1352421,0.61555123,0.9898635,0.7491486,0.75033545,1.2662057,0.8112693,0.85990065,1.0763781,0.50630164,0.9891958,0.54262894,1.3017098,1.1134131,1.1385801,0.90465426,1.2469611,1.2904626,0.7709278,1.2734637,1.0799756,1.2663821,1.1979312,1.0665306,1.009863,0.9305028,1.2367635,0.74355704,0.99900556,0.8796684,1.2102787,1.1937597,1.1071217,0.7657699,1.3154881,0.9048206,1.1964724,1.0263151,1.1793667,1.0870352,1.3896061,0.6019205,1.3942566,0.8755376,1.0345799,0.7857619,1.3169436,1.002317,0.8928351,0.79995316,1.2002403,1.038006,1.1228344,1.1063765,0.79571354,0.94429576,0.89353406,1.1392301,0.95185447,0.7704673,1.0666277,1.2355852,1.3659682,1.4202299,1.0375966,0.890254,0.9600672,0.8479552,0.84640926,1.0086354,0.9209641,0.98116493,0.978336,0.81933343,1.1007422,0.20451057,1.0964104,0.98996365,0.9485124,0.98288417,0.7395611,0.82982683,1.0541141,1.3269571,1.0065218,0.9765159,0.7243871,1.3231283,0.8688709,1.3708868,0.9763296,1.370893,0.81442606,1.1101665,0.50067204,1.033068,1.0157193,1.2039728,0.9007381,1.2234702,0.46202296,0.51226693,0.93187565,1.072355,0.7446712,1.1726481,1.2677716,1.0651355,1.0067512,0.55370295,1.1897371,1.0770837,0.94058186,1.0357324,0.6874052,0.64301294,1.0504634,1.1289481,1.127078,1.0205204,1.0136788,1.1069559,1.1642412
box,0.79935205,1.3408697,1.3040049,0.7128706,1.0098878,1.0700998,0.98991084,1.1157293,0.45476258,0.87046623,1.2085438,0.7484164,1.3557918,0.7798668,0.76976484,1.0828724,0.7752258,1.0020063,0.35739923,1.1185553,0.76131713,0.0,0.9918649,1.135577,0.64411354,1.0674055,1.1456053,1.0932946,1.3225088,1.2120144,0.8300902,1.0802017,1.0424771,0.8008601,0.9461966,0.8162085,0.8332836,1.175661,1.12438,0.7637137,0.9217026,1.2952994,0.5490515,1.0128967,0.8515104,0.7355398,1.0022511,0.8091868,1.0264038,0.755725,0.87998676,1.2331438,1.2624351,1.1416074,1.3078637,1.0198821,1.3758607,0.9216317,1.2138262,0.7849786,1.3782563,1.2038045,0.9441991,0.6791773,1.3469527,1.2439075,0.7105542,0.78255206,1.1021703,0.7884915,1.0742664,1.3548865,1.0625305,0.7635923,0.9691098,0.5787947,1.0174724,1.2242992,0.6752304,1.1966784,1.1044703,1.0196484,1.1137906,0.7397491,0.9385277,1.1246469,0.9900444,1.2008665,0.95374036,1.3836591,1.0566238,1.363285,1.3338213,1.215173,0.920199,1.0546942,0.8757178,1.0739788,0.57289517,1.1680974,0.930707,1.2576258,1.2000988,0.90830564,1.204096,0.9837779,1.039522,0.83837783,1.2147557,0.9141008,0.9015602,1.3698959,1.0479954,0.71406686,0.8657156,1.2349598,0.84824914,1.1342467,0.9955427,0.953646,1.2300228,1.0318959,1.0067317,1.0404834,0.93689716,1.1702629,0.9826566,0.9344925,0.88517356,0.73345757,1.4336942,1.1322523,1.3049338,1.1732833,0.8107701,1.1474981,1.0640372,0.9040003,1.0638846,0.78274065,0.9789625,0.8699912,0.5614884,1.1038115,1.3828733,1.3624067,1.1243498,1.1623846,0.55707204,0.35129178,0.9765099,0.8908478,1.0084738,1.0295851,1.4089558,0.9507718,1.1089839
bread,0.96766925,1.0246127,0.8704393,0.9289057,1.0685185,0.93831795,1.1363027,0.6788034,1.0329973,1.247293,1.0603987,1.2224194,1.185937,1.2349823,1.0250775,0.9247329,1.1673198,1.1891032,1.0117902,1.05858,0.8200594,0.9918649,0.0,1.1687622,1.0309527,1.1259989,1.2084949,1.2734444,0.868437,1.2553093,1.2467697,0.6210282,1.0360322,1.223552,1.1032715,0.9473421,1.0213526,0.4541762,0.7519488,1.2147083,0.22248149,1.0811156,1.2480605,1.010484,1.0058744,0.62660277,1.0292945,1.0055224,1.2419263,1.1333687,1.1605738,1.0184319,0.80957246,1.2349795,1.0661998,1.079466,0.9527223,1.2206223,0.84857166,0.9532185,1.0134448,0.9383049,0.9609964,1.0463303,1.0666956,1.0962037,1.1890268,0.7473967,1.1634697,0.68749124,0.9167691,1.1355698,1.0543526,1.1403059,1.2730403,0.9195364,1.2135994,1.0080333,1.1732441,1.0943605,0.9361884,0.69538105,0.8814073,0.99885714,1.0226724,1.198768,1.1872748,0.9777627,0.25001097,1.0712935,0.9015473,1.0489846,1.0667222,0.72945166,1.1669304,1.0857127,1.2334743,1.2270142,0.8813625,0.6143009,0.6161282,1.1204041,1.058836,0.9965627,0.7902138,0.90062416,1.0502167,0.423689,1.179504,0.6717516,0.9629912,0.7955333,0.69630766,1.0699195,1.0123373,0.9149518,1.178591,1.1465586,0.8396445,0.8537902,0.97783667,1.196878,1.1325566,1.2583863,0.9588836,1.2233307,0.9391142,1.1808542,1.0777497,1.2453392,1.0596106,1.1526141,1.0855012,1.1433165,0.567447,0.89225566,1.0647765,1.0341514,0.79672396,1.1738471,1.2079831,1.0734375,1.0858421,0.8430721,0.9704658,0.9174023,0.9819121,1.030661,0.98987037,0.91229,1.0925791,1.131491,1.157399,1.2349902,1.0918372,1.1926922,1.1987959
broom,1.45221,0.8039175,0.8496455,1.4263539,1.3177137,0.9938809,0.95642096,0.9382399,0.83758867,1.2945827,1.1988759,1.3254566,0.425686,0.9247577,1.4471393,1.0895467,1.3141763,1.157886,1.0137483,0.42045575,0.96470296,1.135577,1.1687622,0.0,0.7466936,0.78816766,0.33154655,1.0386767,0.7332562,1.0790203,0.7343129,0.8528494,0.6971369,0.7763202,0.6843649,0.80964094,1.2187042,0.97473925,0.8284086,1.2821121,1.0784465,0.4151007,1.2911255,0.49871206,1.0343896,1.0902292,1.2018797,1.1337405,0.79413843,0.6313235,1.157913,1.0739543,0.88378423,1.2505692,0.8907318,1.2871475,0.84880906,1.0916864,1.2129135,1.014441,0.76663876,0.5629268,1.1166034,1.4197084,0.7858417,0.95833904,1.3564994,1.102691,1.1362333,1.4320955,1.258826,0.61856776,1.0697973,1.0905452,1.3446968,0.98545116,1.3239617,0.46750796,0.8076802,0.4119267,1.1478152,1.1720575,1.2314091,0.74504954,1.4554154,0.6739005,0.9469793,0.9605206,1.288064,0.6173942,0.6829811,0.62049353,0.59704626,0.9386096,0.9237888,1.213459,1.328787,1.2026894,1.2840071,0.8217662,1.3732218,0.36709464,0.433084,1.0483115,0.78836584,1.011402,0.8165744,1.3599799,0.75688505,0.9253905,1.103649,0.7411025,1.3196537,1.0018373,0.609842,0.7583136,0.87976027,1.1126008,1.2390071,1.3552653,0.6308818,1.1332456,0.9307192,1.2952453,0.9458521,1.0318626,0.6812586,1.3235343,1.0418802,1.3913707,0.53281796,1.1513188,0.3934719,1.0041605,1.2676308,0.6098789,0.89504963,1.0575625,0.9649273,0.986675,1.2755708,1.265976,1.3418915,0.6910028,0.7895335,0.67353565,0.7559795,0.5366558,1.0194367,1.4322462,1.0457566,1.2941774,1.2579656,0.26457822,0.52560395,0.99415386,1.1075764
