,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
nose,1.2575245,0.5577068,0.9006431,0.9465365,0.9758145,1.0740083,0.99440867,1.3407923,1.1833329,1.0835747,1.1792037,1.0279009,1.1967459,0.9096232,0.97631,1.1693113,1.1317053,1.2650256,1.1665828,1.1512785,1.2819672,0.9959954,1.0411726,1.1269622,1.0609932,1.1290686,1.2264462,0.7446946,0.99032575,1.1913452,1.1483096,1.1769475,0.7106608,1.1289247,1.1477754,0.96072626,1.1523224,0.938041,0.9978547,1.2354633,1.163597,1.1944437,0.94141155,0.9815508,1.1107377,1.0671831,1.0803609,0.28760195,0.7678537,1.0526102,0.80526096,0.4339887,1.0791789,0.9373076,1.1195455,0.7193757,0.9351056,0.9548122,1.0676628,0.34080958,0.75441706,1.1793697,1.0506991,0.61003417,1.0437839,0.5478432,0.6514445,1.0366356,1.1129342,1.0946813,1.2162242,1.0687022,1.1284523,1.204521,1.1603029,1.1790572,1.1793905,1.2178988,0.84750164,1.1543332,0.49137235,0.8770208,0.7060875,1.1556909,0.50562227,0.0,0.86996335,1.2003318,0.7621919,1.0081862,0.9647504,1.1881322,1.0230002,1.0035865,1.06542,1.1107737,0.86990595,1.0402802,1.201428,1.0361056,0.9926107,1.1828357,1.2098169,0.73480767,1.2861316,1.084635,1.0995882,0.9807356,0.90494186,1.0624547,0.90231705,0.9908668,0.75749195,1.2274987,1.1363258,1.2244655,1.1299691,0.7792021,1.1780571,1.1315492,0.8185838,1.0589743,1.0662539,1.0083492,1.2179871,0.9210967,1.2354214,1.1596488,0.40862882,0.66162276,1.0832317,1.170831,1.1510293,1.1881504,1.1507974,0.9905822,1.2938348,1.2191868,0.7170916,1.1521478,0.997507
orange,1.3329579,0.6266679,0.26833308,1.2668983,0.53823674,0.5944389,0.599949,1.2840074,1.3417174,0.8930548,1.4338818,0.6422323,1.464205,1.3126618,0.8279915,1.4338872,1.103625,1.0787703,0.5890883,0.47255963,1.358907,0.7976327,0.9003091,0.6328448,0.9858659,0.762524,0.86584675,1.0633898,0.886042,1.3140173,0.9352276,1.3957839,1.0680287,0.8500581,1.1227701,0.9380223,1.4161701,0.8980082,0.48806143,1.4228218,0.5871482,1.1375902,1.2270641,1.0494074,1.2303774,1.0664254,1.3115988,0.8741902,0.45711696,1.0522392,1.1355973,0.76455563,1.1052675,0.632194,0.7339343,1.0312669,0.8691704,0.79241085,1.2306168,0.6898565,0.8953439,1.249724,0.77575755,1.0971888,1.0918403,1.1659526,0.59121114,1.0944487,1.3052187,1.3025542,0.9903103,1.3717959,1.0687271,1.4292923,0.7582469,1.1051556,0.9401873,1.148632,1.1788805,1.3299975,0.9640835,0.94428074,0.43125975,0.89202744,0.7310556,0.86996335,0.0,1.2500179,1.1126115,1.3888739,1.2945311,1.2387543,0.6018687,0.5537456,0.7486563,1.1754022,1.2158552,0.8632613,0.61193556,1.0875735,1.0794168,1.3052431,0.89605415,0.7894202,1.329557,0.97709143,0.95569474,1.0961702,1.1960855,0.87550503,1.3072722,1.2622081,1.0135021,1.0230098,1.2867072,1.1394713,1.2475859,0.55387986,1.1185455,0.66353446,1.0343893,0.65544367,0.69059485,0.5877497,1.3161517,1.294788,1.4916189,0.8724147,0.65151983,0.62689453,0.74816656,0.8396201,0.91885996,1.3051943,1.0402902,1.1217735,1.0980977,1.1403025,0.51100194,1.1990314,1.1595638
oven,1.1252667,1.2437642,1.2619429,0.9690483,1.2494605,1.2603825,1.1944053,0.8141352,0.629442,1.1158392,1.0163924,0.975943,0.6838225,1.1903698,1.2079821,1.043318,0.8593944,0.9699557,1.0339943,1.0355726,0.789743,1.0017666,0.8428102,1.0206974,1.1075945,0.6570006,0.8526137,1.1475022,0.92082036,0.6650127,0.9574058,0.5256326,0.9602085,0.9321331,0.8199573,1.0759339,0.98593056,1.0275435,1.2090099,0.666584,0.9614932,0.9441137,1.135107,1.161021,0.46066618,0.52596635,1.0458779,1.1939093,1.256531,1.0465366,1.0947077,1.3041165,0.93084985,1.3585312,1.2193075,1.1905614,1.000425,1.3366739,0.9216292,1.2591329,1.3044451,1.0920347,1.2375863,1.1327163,1.1280969,1.1308227,1.2080312,1.031476,0.85705113,1.0124203,0.913598,0.97294575,0.6789715,0.59088045,0.75460905,0.982071,0.99726385,0.7633179,1.1654143,0.7558727,1.1714562,0.9819916,1.2665346,0.8862875,1.2813796,1.2003318,1.2500179,0.0,1.1706228,1.1193322,0.926466,0.87406623,1.012126,1.0995289,1.057064,1.0612853,1.0681922,1.1038386,1.0531256,1.1523336,1.1202145,0.83112156,0.6673753,0.9829336,0.30585068,1.0300944,1.1231441,1.2031434,1.1214694,1.1259961,1.03385,1.0880597,1.1505456,0.6657314,0.73053217,0.57116234,0.9051709,1.2045419,0.9843419,1.090954,1.2428752,0.9606012,0.85361266,1.111949,0.7052772,1.0201603,0.68313444,1.0337933,1.342446,1.285553,1.0945418,0.94104683,1.1967086,0.9042522,0.95392466,1.0582836,0.6178779,0.5654328,1.314059,0.72690976,1.0282836
owl,0.94015133,0.93102473,1.1364607,0.90320355,1.0939533,1.0572414,1.0647135,1.2155216,1.0704067,0.8593229,0.93274224,1.1196405,1.0828475,0.6920931,0.93858445,0.8938262,1.0541407,1.1388208,1.2361002,1.2989739,1.1889197,1.0268925,1.1642871,1.2627411,0.84305054,1.2615166,1.1276754,0.84610915,0.8684523,1.1377571,1.0156913,1.0241317,0.97488874,1.1085033,0.9692803,1.0220449,0.9577069,1.0199615,1.2309134,1.082317,1.271868,1.0095338,0.80246484,0.82940114,1.0600833,1.1494087,0.736547,0.84260654,1.0174545,1.0069398,0.7838455,0.95611155,1.0082836,0.9790568,0.98062813,0.8649368,1.032178,0.86406165,0.9498161,0.89535564,0.97527647,0.9811773,1.1712358,0.73603284,0.940312,0.8689598,0.9216631,0.97491527,1.069564,0.9149943,1.1652415,0.8705043,1.13648,1.0882992,1.2022966,0.96152806,1.0986526,1.095675,0.9669732,0.9872309,0.9419763,1.0556668,1.0671877,1.083302,0.8600714,0.7621919,1.1126115,1.1706228,0.0,0.7851436,0.82856184,0.9770025,1.1826257,1.2187552,1.110096,0.9041256,0.82945466,0.9584207,1.1963481,0.94447786,1.0558662,1.0417291,1.1638556,0.8532904,1.147554,1.0112292,0.88708997,0.82025814,0.7953545,1.1780385,0.7708353,0.9504111,0.797874,1.2434537,1.0056419,1.2018063,1.1685686,1.1057937,0.9204129,1.1457372,0.866367,1.1785123,1.1376326,1.1541418,1.0394386,0.8198238,1.0916464,1.1395164,0.9070501,1.0444322,1.2675364,1.1385138,1.1777607,1.1488256,1.0865729,0.86293036,1.1453067,1.2046436,1.0969956,1.0829544,0.7891791
pajamas,0.48153108,1.2015703,1.4839305,0.4142229,1.2906386,1.4064071,1.304222,0.9999859,0.7295507,0.9782706,0.2909907,1.4785497,0.58309865,0.12928426,1.0509961,0.3341756,0.9764397,1.0832639,1.5498192,1.6314625,0.8773141,1.0476753,1.3934416,1.6073906,1.094267,1.5447351,1.267328,0.80836165,0.97346,1.0427916,1.1246899,0.89757764,0.9742835,1.3401297,1.0012614,0.9505681,0.2910539,1.188913,1.6044571,0.6310322,1.6187257,0.9092761,0.5833858,1.0525765,1.087948,1.3109801,0.37398726,1.1215872,1.3622206,0.74503016,0.6715523,1.2583777,1.0455768,1.3368794,1.3664653,0.9397569,1.3970549,1.2716026,0.7846556,1.2302997,1.028263,0.538971,1.3878809,0.673302,0.72461843,0.73555607,1.3924253,0.809605,0.79001105,0.37161052,1.2081964,0.31028724,1.308842,0.8723339,1.5777996,0.81058156,0.90357107,1.1218941,0.63968503,0.89172626,0.94789463,0.95774674,1.4579918,1.361506,1.3178577,1.0081862,1.3888739,1.1193322,0.7851436,0.0,0.54891884,0.79918444,1.6132106,1.5875711,1.2733669,0.71311724,0.8694432,1.2788736,1.5520881,0.6633364,0.7343025,0.92106,1.3973429,1.2826124,1.0091757,0.92028725,1.1406056,0.67062193,0.60212564,1.4607049,0.17386353,0.8295536,0.7144529,1.248435,0.7845989,1.0571826,0.7370821,1.5688221,0.83621985,1.4724493,0.82090926,1.6247172,1.5173485,1.4382006,1.0294236,0.28550583,0.6008116,1.2871414,1.296014,1.3491828,1.3601267,1.3679667,1.1437973,0.787717,0.97812414,0.8520146,1.1715741,1.3441124,1.4287765,0.88325727,0.63690376
pants,0.82451165,1.0607244,1.3387392,0.587769,1.2673309,1.3621397,1.201393,1.2439698,0.7933668,1.0385821,0.70913136,1.135344,0.61009496,0.56306154,0.88645893,0.6875039,1.0812885,1.2873034,1.4433657,1.5571576,1.1479137,1.0189536,0.970663,1.4299306,1.0819712,1.1671934,1.2196448,0.5933557,0.8193215,0.8498682,1.3350894,0.6036045,0.68144816,1.2565199,0.93626446,0.98336667,0.67846686,1.0519588,1.4029537,0.77058923,1.5013993,0.9310055,0.6222452,1.202363,0.9345422,0.9761434,0.59119177,0.95928794,1.3124433,0.91203326,0.9142597,1.001822,1.1400986,1.1326817,1.3500586,0.7991122,1.2185827,1.2538358,0.93387353,1.0646398,0.88708466,0.82038975,1.4177709,0.81634265,0.92358696,0.76094055,1.1999733,0.833137,0.75599706,0.48313838,1.1428782,0.1770966,1.2351062,0.7950585,1.4465864,0.90359306,1.1389872,1.1688998,0.74023753,0.7422449,0.99697083,0.8309938,1.3438283,1.2352632,1.1165752,0.9647504,1.2945311,0.926466,0.82856184,0.54891884,0.0,0.9628137,1.415109,1.4096392,0.99484265,0.93791306,0.8659186,1.0179886,1.5744896,0.90101445,0.9321841,0.82442343,1.4333502,1.1208001,0.9857014,0.9585845,1.2469691,0.8772771,0.911333,1.3889884,0.3976376,0.9256792,0.39241183,1.2767932,0.852983,1.1139535,0.78029126,1.2690485,0.7948825,1.415734,0.83576,1.4134341,1.4430861,1.4035538,0.9511163,0.46815515,0.74244756,1.3890791,1.0245914,1.1595888,1.345691,1.2761229,1.3828928,1.1141479,1.0998727,0.8276872,1.1191224,1.0187726,1.2511753,1.0406066,0.55021536
paper,0.7055142,1.2498564,1.3181303,0.66926646,1.189013,1.214228,1.1407986,0.72888434,0.71804523,1.0663048,0.7089893,1.2591455,0.7629577,0.772864,1.1792141,0.78690076,0.708058,0.37491965,1.1970167,1.1723319,0.54125434,1.0338278,1.1503541,1.2258451,1.01231,1.2398903,1.0176076,1.1088943,1.1331875,0.92104924,0.8755843,0.9088328,1.0770378,1.2184215,0.9067397,1.1775789,0.66462666,0.90826684,1.254911,0.70393884,1.1933885,0.8882864,1.00691,1.1197531,1.0123032,0.9676442,0.9853764,1.1879139,1.2128255,1.0728446,0.82516146,1.2034014,1.1280485,1.2321208,1.1233371,1.0981412,1.0660403,1.056712,0.7447807,1.249274,1.1598878,0.7849432,0.9290658,0.9669769,0.9391937,0.85215664,1.3260998,1.0477891,0.8328754,0.83181494,1.0370901,0.8454231,0.9234138,0.85313344,1.1328726,0.8703392,0.9605053,0.90495956,0.8480532,0.9107584,1.1160349,0.91891694,1.3192639,0.91386276,1.2666023,1.1881322,1.2387543,0.87406623,0.9770025,0.79918444,0.9628137,0.0,1.1778228,1.1588223,1.0984426,0.955539,0.9253105,1.1663829,1.054072,0.9776408,0.7715023,0.87681556,1.0539417,1.163214,0.74022937,1.0302217,1.0703661,1.1331142,0.9040368,1.1298288,0.85697913,0.95866305,1.1099095,0.9852,0.7907499,0.8357074,0.8090951,1.3586516,0.87450856,1.1615322,1.1377282,1.2179964,1.1700525,1.2330421,1.0220516,0.8417686,0.62167436,0.9977933,1.2907946,1.2816179,1.0544381,0.9493795,0.9731821,0.65767276,0.92565715,0.95720875,1.0888643,1.1324697,1.3378574,0.8681919,1.0732157
pen,1.5356793,0.6476258,0.42115116,1.3827171,0.8332517,0.7642573,0.7986057,1.1943102,1.358479,1.03901,1.5777814,0.26365924,1.4348962,1.626635,0.7949244,1.5492871,0.99999523,0.8829447,0.35472703,0.3567267,1.3043435,0.9078053,0.5362575,0.54071826,0.9942758,0.44600934,0.70924014,1.0508425,1.0012617,1.0853271,0.8503914,1.2973293,1.0513074,0.68583053,1.0196867,1.0888448,1.57815,0.9189993,0.13977098,1.5313632,0.38367832,1.2911353,1.4551253,1.0488551,1.033213,0.6616236,1.4477332,0.902614,0.75488895,1.1878682,1.3398957,0.65691817,1.0795604,0.58878577,0.779258,0.99068165,0.3895979,0.8183967,1.4220722,0.7015151,0.9313524,1.4729052,0.66650534,1.3195362,1.3889165,1.2339239,0.57737374,1.1451297,1.3413742,1.4920442,1.043404,1.5140908,0.46092987,1.2851405,0.32167184,1.2190017,1.2693253,1.1316321,1.4442377,1.2869482,1.0364103,1.2276206,0.38932073,0.60855865,0.53245884,1.0230002,0.6018687,1.012126,1.1826257,1.6132106,1.415109,1.1778228,0.0,0.04861176,0.6654105,1.09763,1.2472104,0.89920723,0.4538085,1.2690822,1.3430845,1.2474642,0.658445,0.7197591,1.1602011,1.1066964,1.0139242,1.0906553,1.312793,0.5262778,1.5606148,1.2220862,1.0578514,0.69959974,1.3190846,1.0409033,1.2370996,0.27875948,1.2130554,0.6163027,1.0106196,0.28253692,0.36961436,0.4683454,1.1021725,1.5069443,1.520853,0.89532113,0.61561835,0.50332373,0.36133993,0.5349979,0.9741402,1.3379788,1.0841951,1.3201776,0.9807299,0.6997042,0.40351593,1.169593,1.2541041
pencil,1.5339556,0.6166484,0.3498298,1.3537712,0.77963316,0.74901825,0.802855,1.1845667,1.3679993,1.0627644,1.5512537,0.35070288,1.4528849,1.6010002,0.7928968,1.5345286,1.0333129,0.8665137,0.31508029,0.36544985,1.2767218,0.95306206,0.6016691,0.5245913,0.991213,0.49147522,0.7620691,1.0297157,1.0478057,1.085083,0.86666125,1.3119771,1.0455633,0.6859027,1.0740547,1.0928017,1.5443114,0.93126583,0.09002495,1.5227067,0.36351418,1.3101394,1.4857655,1.0522327,1.0761555,0.7421664,1.4398267,0.8823595,0.69693196,1.1850364,1.3275685,0.6072189,1.0844519,0.6115763,0.7592886,0.9942248,0.4604447,0.84074485,1.3951966,0.6598304,0.913221,1.4578248,0.5991762,1.3149827,1.3595865,1.2005099,0.55675787,1.1417692,1.347277,1.4506407,1.0228149,1.5088532,0.56959736,1.2774019,0.37667304,1.2211013,1.2870803,1.1452833,1.3788161,1.3335478,0.9924636,1.2054622,0.30070758,0.64906293,0.5527755,1.0035865,0.5537456,1.0995289,1.2187552,1.5875711,1.4096392,1.1588223,0.04861176,0.0,0.70367134,1.1503005,1.2209394,0.9420158,0.44818562,1.2781541,1.289526,1.2435532,0.69841224,0.77506155,1.2023622,1.1140598,1.036498,1.0903397,1.3005368,0.53408456,1.5339549,1.2289239,1.0529346,0.78766215,1.3075478,1.0879757,1.2041978,0.27340925,1.2681216,0.6060598,1.0195453,0.34293842,0.42632616,0.42423975,1.1688628,1.4783946,1.4898441,0.8801016,0.57450867,0.44337916,0.2968263,0.5500611,0.9141025,1.2912449,1.1148981,1.3170561,1.0175893,0.755282,0.34265357,1.2054628,1.2791913
pickle,1.2915165,0.7894629,0.7166332,1.2030635,0.8956425,0.87488097,0.75167185,1.1539096,1.2172251,1.0642772,1.2962446,0.39635646,1.1722026,1.1824765,0.7872038,1.2919691,1.0296519,0.9644012,0.88786733,0.7410753,1.1675422,1.01482,0.5390904,0.8172492,1.016988,0.6672069,1.030671,0.87592274,0.8616303,1.0806346,1.1285812,1.0724255,0.76540154,1.0781192,0.91492724,0.91270185,1.2874322,0.7650802,0.61709297,1.2887404,0.8816662,1.1227994,1.2219822,1.2688597,1.0144132,0.6552102,1.1991779,0.9757835,0.977183,1.1225886,1.1481023,0.779381,0.9842426,0.5926001,0.9839604,1.03277,0.802384,0.82175267,1.2175224,0.8727819,1.0232507,1.1219465,0.84841377,1.1218351,1.13594,1.1291132,0.93606263,1.1718025,1.0883534,1.1680573,0.95727026,1.1217169,0.9807626,1.2157266,0.8284923,1.1362662,1.0237321,1.0868002,1.2175794,1.1719798,1.0245101,0.93497133,0.9308471,0.87359005,0.75984085,1.06542,0.7486563,1.057064,1.110096,1.2733669,0.99484265,1.0984426,0.6654105,0.70367134,0.0,1.0710471,0.97066605,0.86521,0.79157424,1.1629272,1.0826236,1.1739166,1.1170052,0.7671582,1.1718842,1.0329262,1.1650202,1.0616338,1.1682582,0.9068638,1.1953251,1.1633942,0.8637851,1.1102422,1.217782,1.134888,1.0787449,0.6593939,1.039546,0.8822125,0.96462446,0.705893,0.74159986,0.88728595,1.184128,1.1784621,1.2531748,0.97067386,0.8406812,0.75387025,0.88317895,0.8435488,1.0427619,1.1491755,1.0222342,0.96418196,1.1266129,0.9494058,0.80395776,1.102779,0.99508417
pillow,0.68513167,0.9931439,1.1914922,0.85981137,1.054403,1.0981264,1.1011583,0.93324685,0.97770023,1.1144309,0.56891894,0.99729866,0.5690081,0.8077462,1.0237684,0.3836161,0.9447018,0.9973494,1.1958165,1.0676903,0.9752288,0.73328817,1.0772114,1.0899643,1.0249621,1.0000458,0.9951664,0.8593986,1.0630083,0.8600098,1.0269495,0.93164617,1.0150012,1.1631517,1.0779165,0.6999693,0.59922934,1.0120331,1.204893,0.922462,1.15396,0.8582837,0.6597346,0.811799,0.939099,0.93839735,0.9164636,1.2128814,1.1361697,0.8691743,1.1703085,1.1831186,1.159391,0.8434504,1.0554839,0.96929806,1.1313112,1.0057461,1.2411187,1.2486107,0.81938595,0.884214,1.075932,1.1859319,0.84398913,1.057421,1.17944,1.0282172,1.0131323,0.8194341,1.103207,0.77849364,1.0769893,0.9574265,1.0578257,0.7776654,0.7620675,0.9648174,0.84973985,1.0467861,1.1759002,0.99511266,1.215744,0.7061889,1.1320585,1.1107737,1.1754022,1.0612853,0.9041256,0.71311724,0.93791306,0.955539,1.09763,1.1503005,1.0710471,0.0,1.0574653,1.0305377,1.0305598,0.98284787,0.94187385,0.89009607,1.0931141,1.1107092,0.97519124,1.0714092,0.93660015,0.6307905,1.1137357,1.1669366,0.96788895,0.99936837,0.89192337,1.0402395,0.99471086,1.0076822,0.9430248,1.1269796,1.0066545,1.096712,0.6379269,1.137512,1.070573,1.1472813,0.896664,1.0206343,0.9228653,1.1069229,1.1263973,1.1784451,1.19699,0.7547738,1.1037626,1.0674558,1.0661552,1.0372695,1.1417274,1.0498124,1.2466097,0.98805916,0.9958253
pizza,0.8471813,1.1128668,1.157741,0.951003,1.1269702,1.1021318,0.98869103,0.96627164,0.9938641,1.0559528,0.88416934,1.160754,0.8721704,0.7211947,1.0678902,0.8360378,0.9122158,0.89874405,1.3418205,1.2372104,0.82979673,1.0782601,0.9260597,1.1743569,0.89386606,1.3078845,1.1613188,0.9297939,1.0551635,0.9256089,1.2252011,0.98043525,0.7198945,1.2932824,0.9956104,1.0861738,0.9252844,0.86767364,1.2072697,0.8228939,1.3361202,0.8720388,0.81959784,0.9523312,1.1288522,0.86078095,0.88414866,1.005718,1.0996677,1.1646727,0.9359014,0.99133784,0.93350595,0.9809299,0.8973851,1.1171294,1.1292576,0.79377055,0.78923726,1.0037507,1.0689288,0.76195395,0.9540021,0.8822644,0.74326795,0.83963096,1.151854,1.1352055,0.7021311,0.9517299,1.0143536,0.9274682,1.1272207,0.8069439,1.3437433,0.72658867,1.0088755,1.0739493,0.8467782,0.8234932,0.98641044,0.65079224,1.1731813,1.3544406,1.0376438,0.86990595,1.2158552,1.0681922,0.82945466,0.8694432,0.8659186,0.9253105,1.2472104,1.2209394,0.97066605,1.0574653,0.0,0.75674313,1.1625174,1.1055772,0.8025408,0.91409844,1.2971506,0.9672071,1.0866071,1.1833779,1.023189,0.91470397,0.87867075,1.0952054,0.96594924,0.98429877,0.9158954,1.3513972,1.0146043,1.1792165,0.85712063,1.1319516,0.9905968,1.2214657,1.1132133,1.3148165,1.2695948,1.2432377,1.0096943,0.9827012,0.74141586,1.12145,1.0910186,0.99925756,1.131412,1.4061034,0.83040535,0.7121499,1.0711159,0.66771716,1.2357461,1.087579,1.1470978,1.0677723,0.95625854
plant,1.1219983,0.96761715,0.8466331,1.2651212,0.8470476,0.6998526,0.81256247,1.1006204,1.3163731,1.0581324,1.3470664,0.8490903,1.2299771,1.1681364,0.93930227,1.2835848,1.0832742,0.97174484,0.83271337,0.8526381,1.1373324,1.0976735,0.61056453,0.6890891,0.83739316,0.82680726,0.8201816,1.0394254,1.0802416,0.96603507,1.1452181,1.0049876,0.9051405,0.8712551,0.9923019,0.9874961,1.3166714,0.9292229,0.8484049,1.166275,0.854637,1.0568895,0.9919183,0.7396432,1.0853508,0.8950781,1.012141,0.9820968,0.94918245,1.2749001,1.2014351,0.9390207,0.99907595,0.67122406,0.49896693,1.1544144,0.9054412,0.5703436,1.0433624,0.9685231,0.76957417,1.041063,0.8477309,1.0760133,1.0127934,1.0701683,0.8387048,1.1120893,0.9720364,1.1250509,0.840422,1.1791849,1.0389068,0.9553331,0.96350837,1.076837,1.0016745,0.92952853,1.0225242,0.9030703,1.1333532,0.8599997,0.9610118,0.98355216,0.847635,1.0402802,0.8632613,1.1038386,0.9584207,1.2788736,1.0179886,1.1663829,0.89920723,0.9420158,0.86521,1.0305377,0.75674313,0.0,0.8938894,1.1495585,1.040395,0.98108006,1.0441977,0.9386888,1.1202552,1.1980356,0.7699765,1.1924379,1.0904295,0.84508,1.215827,1.0403326,0.87660414,1.1050534,1.2883477,1.2465755,1.0996536,0.8360026,1.0744869,0.6986605,1.0841638,0.91067183,0.8815031,0.9827559,0.91349506,1.2148509,1.1763505,0.93865556,0.9634753,0.9410816,0.86603427,1.0295886,0.9022417,1.1309874,0.92874044,0.7619715,1.1477709,0.79306066,0.83239233,1.072487,1.0885735
plate,1.3352995,0.86384964,0.5168952,1.4695278,0.6609992,0.59228945,0.69637936,0.79190505,1.3278613,1.1202339,1.492846,0.55557066,1.4538128,1.4924209,1.0215933,1.452368,0.97155094,0.68678784,0.4049,0.13548106,0.92529136,0.9289327,0.8370712,0.38028276,0.8692715,0.549175,0.7435832,1.2490039,1.2165369,1.0700623,0.5229992,1.3612988,1.2111261,0.63857,1.1547222,1.0084318,1.5050524,0.83461714,0.4057094,1.3332031,0.26294422,0.92543685,1.4607168,0.8804974,1.130155,0.8068477,1.3939846,1.068001,0.52417564,1.2499928,1.2532115,0.89390945,1.0536728,0.7025394,0.58803654,1.1213092,0.7058965,0.7026474,1.207316,0.94832313,1.0139506,1.3509735,0.49394184,1.4180679,1.1470068,1.3044292,0.72474897,1.2472919,1.2905965,1.4970889,0.7156435,1.6145675,0.8242415,1.3114831,0.462651,1.1891927,0.84798926,0.8422428,1.3384011,1.330306,1.1252062,1.0437338,0.57581407,0.56638896,0.81722283,1.201428,0.61193556,1.0531256,1.1963481,1.5520881,1.5744896,1.054072,0.4538085,0.44818562,0.79157424,1.0305598,1.1625174,0.8938894,0.0,1.3195027,1.1865942,1.136238,0.49482918,0.8655883,1.1126865,1.1703894,0.8439231,1.1693754,1.2824726,0.6075175,1.6082791,1.1473035,1.2758551,0.79999286,1.3018332,0.8432618,1.3447568,0.53890365,1.2290442,0.44761574,1.0651407,0.3995455,0.49197423,0.5113423,1.1345665,1.5548756,1.3578007,0.5053227,0.86517155,0.7594952,0.5960545,0.5290517,0.6449343,0.9213741,1.0786711,1.2728839,0.95929927,0.93295866,0.6517189,1.2015322,1.4148546
pony,0.739235,1.1272867,1.1628036,0.7566428,1.0730289,1.1706027,1.1056769,1.1071206,0.86193806,0.7343998,0.665768,1.2564598,0.8550771,0.7549871,0.9443201,0.77774405,1.080736,1.1317167,1.2565829,1.2714479,1.0582117,1.0121456,1.2889293,1.3623173,1.1212436,1.3687435,1.1089512,1.1009039,0.8817784,1.1849864,1.0973423,1.0802536,1.1538424,1.1582689,0.931369,1.0588926,0.65414464,1.2133743,1.2682481,0.9243201,1.3364141,0.9887693,0.5430984,0.9660324,1.0631255,1.2687845,0.8605227,1.1169044,1.1756891,0.7843017,0.7965863,1.1505214,1.0037758,1.1716255,1.2105284,0.96166164,1.2181917,1.1363301,0.93540096,1.074001,1.0005484,0.67679745,1.2735354,0.6476804,0.8367764,0.8909899,1.0216122,0.8068205,0.9860468,0.83088183,1.2336242,0.72836983,1.1302438,1.0249387,1.2874461,0.9749472,1.0219508,1.0977724,0.8353994,0.93092334,0.95362073,1.0357927,1.1527723,1.3186907,1.140712,1.0361056,1.0875735,1.1523336,0.94447786,0.6633364,0.90101445,0.9776408,1.2690822,1.2781541,1.1629272,0.98284787,1.1055772,1.1495585,1.3195027,0.0,0.9172373,1.0774144,1.1619496,1.1998854,1.0537802,0.83303356,0.9878633,0.92145,0.6650089,1.2526536,0.6711762,0.9710011,1.0787581,1.076611,0.87735975,0.99379665,0.85319716,1.2250584,0.8887045,1.181711,1.0199654,1.2202758,1.2696457,1.1364877,1.0366172,0.6733255,0.9032641,1.1956115,1.1111727,1.1232746,1.2116475,1.3243394,1.1299338,1.0098888,0.97609365,0.8910361,1.0832807,1.2488686,1.1399602,0.97141725,0.8759667
pumpkin,0.6384173,1.1569382,1.1813861,0.77440256,1.0799071,1.1052941,1.0005404,0.9024674,0.7591667,1.0411648,0.7061095,1.2988527,0.85943204,0.7077956,1.10051,0.7097635,0.8658904,0.8733069,1.3582926,1.2230685,0.79005146,0.9675085,1.1991978,1.2475231,0.97338134,1.391963,1.1973956,0.9518417,1.0812069,1.0978594,1.0506024,0.9215879,0.94187105,1.2543384,1.0216552,0.93594825,0.69278145,0.9590591,1.2740896,0.72738224,1.3312644,0.8936671,0.81234634,1.0501953,1.092541,1.0715942,0.9843042,1.1153259,1.141525,0.9254501,0.8006207,1.1660608,1.0731773,1.0579158,1.0991945,1.1204009,1.2522602,0.8599055,0.838888,1.0930454,1.1290315,0.66796356,1.1120758,0.9044096,0.7453386,0.90462077,1.2809677,0.9659236,0.72384536,0.76809055,0.9932055,0.8619881,1.1793481,0.9119983,1.2604892,0.8028939,0.77330315,1.0769278,0.73074627,0.9722853,0.9705068,0.7972596,1.2563617,1.3343604,1.2151119,0.9926107,1.0794168,1.1202145,1.0558662,0.7343025,0.9321841,0.7715023,1.3430845,1.289526,1.0826236,0.94187385,0.8025408,1.040395,1.1865942,0.9172373,0.0,0.86409783,1.2707312,1.1746875,1.0261207,0.92129236,1.1597153,1.1038332,0.9725393,1.1344261,0.8238015,0.9731944,1.0429139,1.1342264,0.7391719,1.0063298,0.8399031,1.3103759,0.9352874,1.2197424,1.1781528,1.3032398,1.3935485,1.2716634,1.1397585,0.8232968,0.76752687,0.99941933,1.2047558,1.1271569,1.1982265,1.3239157,0.90453357,0.71317184,0.98482084,0.78420115,1.1334536,1.2768528,1.290681,0.9728497,0.95526266
