,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bird,1.0928936,0.6646461,0.7173103,0.974648,1.3253272,0.882217,0.7247652,0.72889143,0.97507864,1.3247924,1.0970674,1.425105,0.5621979,1.3817141,1.454709,0.0,1.3847121,1.2979409,0.9043907,0.52370226,0.6960441,1.2014139,0.8757133,0.7703439,0.8084489,0.69899917,0.65538335,0.45127648,1.0384452,0.99966365,1.0947291,0.7423731,0.6904467,1.4060462,0.88392925,1.0536355,1.0530342,1.2172495,1.4191921,1.1925306,0.49994284,1.3683095,0.5773032,1.2296376,0.8830227,1.1198888,1.2076406,0.943231,1.308942,1.1380634,1.0588096,1.003804,0.8350289,1.2849615,0.90635127,1.0859311,0.4056607,0.68297976,1.0081612,0.52482086,0.606981,1.3429699,0.8931508,0.7041918,1.3669821,0.8411368,1.2728503,0.65258867,1.2542398,0.75934356,0.972242,1.203574,1.3544905,0.88181305,1.374507,0.5153118,1.2730744,0.5339237,1.2361177,1.1925738,1.1601906,1.3131922,1.0426332,1.1889827,1.1051462,0.6589645,0.8845686,0.7944654,0.9391426,0.9269277,1.134073,0.5616735,1.4484801,1.2602367,1.129647,1.1816789,0.4371754,0.50597495,0.68352574,0.9745729,1.0718596,1.0428767,1.1668462,0.74272656,0.70462203,0.9939283,0.9191898,1.2242488,1.0887873,0.92258185,1.2531872,1.2237983,0.90520704,1.0588653,0.5761044,1.3663553,1.0030769,0.96338737,0.5478602,1.284827,1.0525057,1.3455241,0.5731066,1.1643133,0.6418991,0.8370102,1.221163,0.5141975,1.1055917,0.7530532,0.79826283,1.0099512,1.3755308,1.4671123,0.6320895,0.8163086,0.8787414,0.8023571,0.85792875,0.8756453,1.3560958,1.0532067,1.2189014,1.0461662,0.88669777,0.6822846,1.0988913
blanket,0.5637195,1.3562329,1.4958386,1.2451394,0.6689683,1.2012259,1.3525493,1.3913114,1.1131107,0.62807834,0.58090985,0.11646783,1.363317,0.37280542,0.23359305,1.3847121,0.0,0.66312486,0.9604973,1.5255675,1.4574955,0.8657655,1.3085374,1.1711822,1.4469165,1.2236243,1.4177449,1.3534681,1.2291344,0.83534884,0.7925501,1.2963859,1.2889478,0.5603248,1.24371,1.0050973,0.9526146,0.9291083,0.18280095,0.8881177,1.5014522,0.54162484,1.5472734,0.97525877,0.8673508,0.8309356,0.94763905,1.037287,0.49082315,1.1199255,1.2413882,0.85632765,1.2734802,0.9174167,1.3119245,1.0155567,1.3204675,1.2575276,1.1187137,1.3898171,1.1490922,0.820041,1.2977898,1.1671433,0.3765248,1.2977388,0.8708628,1.334809,0.9329978,1.2546748,0.82340807,0.7786382,0.5362013,1.218635,0.43265402,1.4858699,0.67863995,1.4897926,0.8092823,1.0232966,0.95877934,0.6778327,0.89241195,1.050498,1.102798,1.4191388,1.0398673,1.2384621,1.297776,1.3714263,0.9269304,1.1338991,0.26021385,0.65310603,0.8636685,0.8012522,1.5281498,1.5170891,1.0854065,1.222979,0.78379923,0.38381785,0.80910796,1.1319566,1.4701927,1.004872,1.2912927,1.0160477,0.8584075,1.1752638,0.89024746,0.6953243,1.1482621,0.8264188,1.3034481,0.61545515,0.97030365,0.8093445,1.3866855,0.68243635,1.0350873,0.59967875,1.4227408,0.65685713,1.4600561,1.0124292,0.8626884,1.4924414,0.945378,1.2041671,1.3025954,0.9103107,0.6299428,0.4830439,1.4623246,1.3957952,1.305279,1.3086379,0.89732033,1.1278955,0.7872555,0.87259877,0.7034428,1.1760981,1.0527651,1.4031844,0.7696912
boat,0.8916526,1.2236222,1.1466115,1.0579889,0.79097176,1.1047086,1.1340168,1.1558759,1.1250932,0.69646996,0.89982134,0.6257708,1.2687731,0.56308126,0.67181003,1.2979409,0.66312486,0.0,1.0595345,1.3030937,1.2432674,0.9348145,1.1728556,1.1592492,1.1676722,1.1715021,1.1656882,1.1698662,1.0356624,0.8518431,0.87513113,1.1396375,1.2310051,0.5818504,1.0447321,0.9813619,1.0813267,0.957885,0.5956304,0.8075901,1.3639295,0.6459676,1.3025161,1.0359491,1.0426321,1.0303261,0.74609077,1.0222204,0.90127873,1.0689914,0.9954609,0.9143112,1.2003596,0.865561,1.2368112,0.9662848,1.2615696,1.1591185,1.0969286,1.3539209,1.2366436,0.8147805,1.1728755,1.1826283,0.7743572,1.2529664,0.8255073,1.1805502,1.0035039,1.1130998,0.93739,0.9820681,0.7082118,1.0265934,0.7308688,1.3781873,0.73815,1.2654318,0.74140596,0.89665395,0.92884684,0.8754162,0.844911,1.0430903,1.0223516,1.2302756,1.0642383,1.2547767,1.2001381,0.9588081,0.7587893,1.2200456,0.7270808,0.7047452,0.98906875,1.0434773,1.3884573,1.3576645,0.98081946,1.0808811,1.0560325,0.7898499,0.90871656,1.1385221,1.2335641,1.0506217,1.149137,0.8211039,1.0464158,1.1295193,0.78361917,0.86516726,1.1194217,1.0331373,1.3559977,0.73539174,1.0223844,1.0476214,1.3193547,0.6908165,0.9075944,0.7815722,1.3178968,0.74813557,1.2808628,1.0426824,0.896268,1.345921,1.0454212,1.2182266,1.2714496,0.9221415,0.6749844,0.7107362,1.2357165,1.2781374,1.1996166,1.2828329,1.0724417,1.2659154,0.9484375,0.9740505,0.8623992,0.95024085,1.032785,1.2897257,0.8131249
book,0.9187561,1.1034218,1.0177053,1.0518249,1.1340128,0.9990795,0.9876864,0.9862377,0.55905026,1.149641,1.2214626,1.0195732,0.9238187,1.1475507,1.0163505,0.9043907,0.9604973,1.0595345,0.0,0.85089016,0.83448815,0.37167376,1.0374964,0.8241461,0.81844884,0.97918326,0.98793995,0.80327034,1.0979371,1.3075585,0.9805534,0.93693656,0.7791712,1.1909764,1.0698286,0.95723116,1.0475298,0.9936974,1.0147828,1.0004296,0.8388721,1.0202409,0.863502,0.915119,1.0900811,0.90554404,1.2053667,0.8432947,1.0578306,1.1544464,1.1004579,1.2246324,1.1280565,1.170078,1.0982673,1.0151194,0.9497959,0.8433137,1.1911317,0.8080425,0.7028519,1.0085293,1.1378192,0.98935544,0.97949314,0.6556659,1.2122335,0.7997073,1.033703,1.1245116,0.8158933,1.1278156,1.240479,0.80214894,1.1714796,0.8421805,1.0979129,0.96877456,0.99801594,0.9939777,0.796273,1.1038327,1.1153406,1.1690743,0.99650437,1.0052968,0.8609502,1.0032408,1.1247774,1.0308155,1.0976374,0.95922714,1.0821229,1.2516441,0.42766505,1.0646944,0.8053814,0.87486863,1.0193902,1.0056334,0.90620905,0.9511184,1.0166053,0.9025754,0.74983966,0.98382425,1.0855402,1.107863,0.8595351,0.85264444,1.0162941,1.1650968,0.9147166,1.0529866,0.78423846,1.2827966,0.9020132,0.9787617,0.9770922,1.2135653,1.031363,1.0250751,1.0290955,1.2041162,0.92485833,1.0791488,1.0975007,0.8028761,1.1089108,1.0138919,0.8422315,1.0649031,1.2756358,0.9030391,0.86560464,1.1018896,1.151778,0.8865762,0.8833092,0.5611583,0.663219,1.0177342,1.0401738,0.95238197,1.0010729,1.0783174,1.1032479
bottle,1.5392212,0.592061,0.52639693,0.8012038,1.4206481,0.7598001,0.5899875,0.7008265,0.77165693,1.4421558,1.2338889,1.538971,0.51028,1.5459604,1.5679655,0.52370226,1.5255675,1.3030937,0.85089016,0.0,0.42506588,1.021865,0.8105552,0.646268,0.28510475,0.8958466,0.39586365,0.4500749,0.9945042,1.2158234,1.1187112,0.6568055,0.6396868,1.4328845,0.9612362,1.0869951,1.1109653,1.2896727,1.5483363,1.3126729,0.24820411,1.4806195,0.081071675,1.1014359,1.1607823,1.2297298,1.1016273,1.0088494,1.3205352,1.1429266,0.9739469,1.1486192,0.769775,1.3041742,0.8349884,1.0818378,0.51050574,0.66435,1.0396138,0.641137,0.94336593,1.3880484,0.7772946,0.7343613,1.4898837,0.59159005,1.3694369,0.57019955,1.3389199,0.7779621,1.2142313,1.286613,1.4530938,0.57661545,1.5379343,0.5443341,1.356425,0.4130268,1.322192,1.1373562,0.898826,1.4654816,1.1766496,1.2193657,1.0283586,0.29506963,0.7272164,0.7274738,0.8484682,0.8108685,1.1604017,0.6120172,1.5594316,1.4148319,1.0990148,1.2519333,0.2945689,0.31763637,0.9507945,0.88884443,1.3342091,1.1488307,1.1712176,0.8388405,0.45322973,1.1298828,0.9409118,1.206491,1.0026759,0.7666199,1.1190352,1.2681993,1.1740777,1.0121001,0.66129375,1.4881259,1.0526912,0.99827445,0.4577757,1.2601658,1.0175643,1.4294538,0.45047498,1.3157512,0.21948802,0.842018,1.2442377,0.5453355,1.1547768,0.80317837,0.608302,1.1412268,1.4986436,1.497054,0.36373675,0.6261572,0.8059838,0.5534273,0.74253935,0.64734,1.3605261,1.1130302,1.2857156,1.0022519,0.8666756,0.50891954,1.2557584
bowl,1.4727256,0.8084349,0.562485,0.66795456,1.4149324,0.81820416,0.71808463,0.59323883,0.65607107,1.3124394,1.2745392,1.4796548,0.6306529,1.4638762,1.5311251,0.6960441,1.4574955,1.2432674,0.83448815,0.42506588,0.0,0.9665702,0.6345825,0.74320114,0.39923465,0.9816601,0.5765889,0.5650458,1.0825994,1.2487714,1.1501101,0.541464,0.6342449,1.4493659,0.83431274,0.9975293,0.97114253,1.1250999,1.5000925,1.1150402,0.49614298,1.3437383,0.29715943,0.85438895,1.2271227,1.2432675,1.1968955,0.8944708,1.4073864,1.1855605,0.7587924,1.1323689,0.9262545,1.3026797,0.96826565,1.1132381,0.66431427,0.70101196,1.1515228,0.48005605,0.932341,1.1970501,0.94651616,0.92594767,1.42041,0.67597705,1.4016136,0.5622252,1.3104258,0.9315668,1.246149,1.2732811,1.5538731,0.6645568,1.5637733,0.5248101,1.375823,0.48439825,1.1679978,0.8280518,0.94283867,1.4627044,1.3173559,1.1839521,0.8268926,0.5876472,0.7756891,0.8978375,0.9744614,0.72167766,1.1126069,0.76529074,1.5493014,1.4927697,1.04737,1.1255417,0.47617579,0.4780233,0.9567508,0.607167,1.3001366,1.0727329,1.1597855,0.8731232,0.1417839,1.0955389,0.82177603,1.0883205,1.1597767,0.72487736,1.1181479,1.1614343,1.1328977,1.1685331,0.78408265,1.5085084,1.0912409,1.1109006,0.6473262,1.3230994,0.7145451,1.3397479,0.65116763,1.2708752,0.5753056,1.0003182,0.9590675,0.36848497,1.159095,0.8432703,0.6619151,1.2523836,1.5346223,1.3545251,0.41922152,0.85105115,0.89722294,0.8493835,0.8296945,0.75043523,0.9776986,1.1171376,1.3449271,0.97199,1.0454025,0.7566482,1.23437
box,0.9740715,1.2618513,1.1833779,1.0454835,1.0594802,1.010545,1.0944773,1.1008986,0.4117183,1.0203959,1.2574146,0.90840316,1.1780673,0.86959964,0.91427577,1.2014139,0.8657655,0.9348145,0.37167376,1.021865,0.9665702,0.0,1.0789623,0.8319259,0.67269325,1.1103456,0.95802927,1.0692176,1.1848651,1.3474789,0.71449196,1.0616237,0.90171194,0.9105357,1.0937725,0.9015389,1.050008,0.97314566,0.8854401,0.9305764,1.2106347,0.67291677,0.9977163,0.6568402,1.1380177,0.81473464,0.97519183,0.74989605,0.873232,1.2435937,0.9431526,1.2597928,1.2994303,1.1545545,1.3114411,0.922737,1.3597815,0.9687038,1.1724085,1.0435431,0.9225246,0.84868884,1.3256333,1.11002,0.9223473,0.8583747,1.2022374,1.0745366,1.085961,1.2713873,0.87787676,1.0314221,1.1083915,0.6841472,1.0864456,1.0956508,0.80201924,1.0893385,0.94018656,0.8964887,0.50434935,1.0013627,0.930997,1.197866,0.90297294,1.2812262,0.8459697,1.1401125,1.2276428,1.0279183,0.8640688,1.1099112,0.97926176,1.1825562,0.6980487,1.0340277,1.1902679,1.2382457,0.98521256,1.0391756,0.9448536,0.9117689,1.0812078,0.93082595,0.9981045,0.9956159,1.1510686,0.9117047,0.5716517,0.6635637,0.7510139,1.0760953,0.944201,1.0256431,0.9855001,1.1812642,0.88424575,1.0477023,1.1209584,0.9550467,0.88252956,0.86753625,1.3091421,1.2119737,1.0182558,1.1393923,1.0580975,1.0296638,1.1066164,1.0470374,0.9801476,0.7959557,1.1613553,0.7436226,1.0062463,1.3243387,1.3635727,1.1469922,0.9293336,0.5389124,0.47318012,1.0055219,0.8596518,0.87957746,0.8209657,1.3556757,1.0054021
bread,1.2398655,0.8362341,0.60659766,0.5981778,1.1895787,0.8453605,0.85779583,0.5139577,0.96468043,1.3515614,1.1554358,1.3404999,0.9772305,1.3640959,1.357551,0.8757133,1.3085374,1.1728556,1.0374964,0.8105552,0.6345825,1.0789623,0.0,1.0804214,0.89298904,0.9135996,1.0015993,0.9784927,0.7487085,1.244885,1.2540143,0.42506933,0.91096026,1.3757658,0.87507135,1.1274946,0.2430712,0.97030854,1.3571072,0.70094144,0.82005453,1.3618183,0.7911096,0.9655868,0.99459743,1.0009127,1.2775726,1.1007042,1.2698394,1.0297503,0.77564746,1.1481388,0.955408,1.1955161,0.89868295,1.234216,0.75904316,0.8902696,0.91547054,0.7222725,0.89473706,1.2734712,1.0206007,0.89755136,1.3169532,0.8210795,1.2566946,0.6686942,1.1018622,0.9522697,1.1959666,1.2299287,1.3999248,0.9552674,1.3687594,0.6901108,1.3809355,0.88508934,1.1777118,0.80854106,1.0599782,1.1121039,1.2668376,1.0450497,0.45430696,0.83689713,0.87438935,1.0769572,0.8773367,0.6233724,1.2423314,0.8930259,1.4101152,1.3346937,1.106637,0.5198813,0.8326122,0.8037191,0.9047663,0.6381171,1.0510899,1.1234404,1.2468426,1.0856453,0.60506237,1.0500312,0.44772387,0.756287,1.0534542,0.83705354,1.2436384,0.99567467,0.98718774,1.2530735,0.9491515,1.4126276,0.88271856,1.1764687,0.90640914,1.2658684,1.0777215,1.3391325,0.818897,1.2524375,0.7844824,0.9731908,0.9012185,0.6715572,1.2282826,0.7919884,0.81653714,1.217662,1.3779545,1.3335185,0.67613745,0.78735304,0.951067,1.1652174,0.93293107,0.8726605,0.97290826,1.1340123,1.3514245,1.1077641,1.2631469,0.90559995,1.2967799
broom,1.2704465,0.7039763,1.0020908,1.0838573,1.2058889,1.1000725,0.9030967,0.96717095,0.77306736,1.2391411,1.1404405,1.215458,0.6158236,0.9870395,1.3620491,0.7703439,1.1711822,1.1592492,0.8241461,0.646268,0.74320114,0.8319259,1.0804214,0.0,0.64151657,0.9497302,0.3709349,0.7846946,1.0578363,0.98417574,0.5159147,0.97298324,0.9589952,1.0538712,1.0294863,0.84953016,1.2440261,1.2412189,1.1967397,1.2047216,0.71012557,1.0963695,0.6219781,1.1669062,0.93866473,1.0392622,0.79737735,0.51706517,1.1123482,1.0370116,1.1865493,1.0263168,0.8688917,1.2752993,0.9371136,0.89779186,1.0150548,0.88725084,0.97585833,0.7646357,1.0669065,1.3786213,0.87901264,0.7712362,1.1627976,1.0543563,1.2737888,0.86001,1.2068803,0.90697265,1.1020749,1.154085,1.2018098,0.88266104,1.1923156,0.63045233,0.74516404,0.5758944,1.2546788,1.2715447,1.0121405,1.2444998,1.021477,1.2013807,1.1362287,0.83478117,0.7395334,0.65434813,0.97191197,1.1076393,0.85783935,0.7555407,1.2684243,1.0733867,1.1154246,1.2954688,0.62735534,0.6306074,1.0079299,0.9833879,1.1514587,0.9057312,1.1223288,0.77026993,0.8254898,1.1504257,1.1338317,1.2647264,0.9621203,0.9945663,0.90904635,1.244307,1.1773006,0.8604131,0.7801869,1.2319826,1.0656022,0.8270191,0.5972349,1.0561603,1.0522242,1.1858499,0.6814339,1.2071456,0.6999651,0.68516755,1.2893741,0.75762355,1.2058,0.70395815,0.890245,0.88143474,1.2443757,1.1262969,0.9056297,0.88569796,0.8855256,0.833076,0.71611416,0.9137052,1.1525362,1.1535224,1.102905,0.836228,0.3742448,0.7863261,1.0055848
bucket,1.4506702,0.8091986,0.75090873,0.6872742,1.3616033,0.7916781,0.68252087,0.81063884,0.4764712,1.2355009,1.3706801,1.474081,0.71141976,1.3596859,1.4270165,0.8084489,1.4469165,1.1676722,0.81844884,0.28510475,0.39923465,0.67269325,0.89298904,0.64151657,0.0,1.0314226,0.37318337,0.68287873,1.1489521,1.3014538,0.9387374,0.7683054,0.61760736,1.2911375,0.91772246,0.90341103,1.1388524,1.172543,1.4528805,1.2196921,0.66915214,1.1459938,0.20819438,0.80135417,1.2770544,1.1556121,0.983541,0.88448596,1.2497816,1.2509023,0.7389518,1.2047014,1.0434971,1.3564131,1.0753888,1.082088,0.89793056,0.74406034,1.1264389,0.7817478,0.9505999,1.0804812,1.0808074,0.8103169,1.4261477,0.66170925,1.4172418,0.79526216,1.3057697,0.95320195,1.1563277,1.1920829,1.4175819,0.38963258,1.4920596,0.7725234,1.1926645,0.5325413,1.1987969,0.83871496,0.66584766,1.325191,1.1408353,1.2531598,0.9494416,0.76028883,0.61546206,0.9012803,1.0467522,0.8277154,0.9478258,0.7996494,1.4945971,1.409771,1.027105,1.2401836,0.64644706,0.7114951,0.9074228,0.7598094,1.3059561,1.0686188,1.2386806,0.86092174,0.51052094,1.1187919,1.0151476,1.0503949,0.8274184,0.58581,0.86682737,1.1742289,1.1266353,1.0548986,0.7747284,1.4533358,0.98973936,1.0766698,0.67843723,1.162544,0.7044159,1.125108,0.8085553,1.3544222,0.36722076,0.9112829,1.1080992,0.64031327,1.0897056,0.93842936,0.7270461,1.0230991,1.466193,1.305716,0.47313058,0.9647757,1.0907272,0.8061532,0.7193808,0.6254516,0.9651685,1.1156739,1.2159847,0.9343864,0.77506554,0.91853416,1.1739655
butterfly,0.99142253,0.9153457,0.7771511,1.0183619,1.268729,0.9410474,0.76834124,0.76844215,1.1119398,1.3059688,1.1287365,1.2702124,0.7967948,1.2313792,1.2898864,0.69899917,1.2236243,1.1715021,0.97918326,0.8958466,0.9816601,1.1103456,0.9135996,0.9497302,1.0314226,0.0,0.9088133,0.8208996,0.8995277,1.0411369,1.0701163,0.93308336,0.8888596,1.2448792,0.8585274,1.0782074,0.93486065,1.0764984,1.2754022,1.0801766,0.8143907,1.2073771,0.9225,1.1083366,0.7740518,0.8978115,1.1549238,0.9768629,1.0727482,0.9707673,1.0853795,1.1547241,0.85139924,0.9128512,0.9712668,0.79129493,0.7644936,0.8824338,0.9961822,0.9210242,0.623776,1.2267723,0.8917938,0.7808297,1.1495266,0.8222005,1.0822889,0.69581056,1.136509,0.8281442,0.96415293,1.1947601,1.1763966,1.0845515,1.1583743,0.90166587,1.1666775,0.9491626,1.1143386,1.1370363,1.1371654,1.0158278,0.99130243,1.1317906,1.0574434,0.8544364,0.99464375,1.0098058,0.92399645,0.8718171,1.2618394,0.777329,1.2430637,1.1090894,1.0728569,0.9848463,0.8191986,0.8456365,0.77759635,0.93494046,0.88465434,1.0598985,0.9770265,0.81878185,0.859331,0.89813155,0.86675215,0.8087668,0.95375204,1.0978862,1.3157235,1.2264296,0.5441028,0.99400365,0.8089694,1.1942873,0.9083392,1.0245618,0.9568361,1.1378467,1.2320104,1.2700098,0.775708,1.039767,0.81795347,0.9655994,1.1805964,0.90383935,1.1059012,1.0062093,0.9092986,0.9479101,1.2089757,1.2760081,0.8252634,0.90467596,0.83865404,0.91670775,0.94206405,0.8867613,1.2400645,1.1505781,1.1213096,0.86542106,1.0818359,0.8905449,1.1938565
can,1.4748899,0.5597323,0.83776045,0.9872249,1.2691712,1.0279531,0.78724694,0.9259747,0.8306547,1.233042,1.2106296,1.4628935,0.3035391,1.1168633,1.5545039,0.65538335,1.4177449,1.1656882,0.98793995,0.39586365,0.5765889,0.95802927,1.0015993,0.3709349,0.37318337,0.9088133,0.0,0.6182736,0.9974583,0.92520994,0.746151,0.848763,0.7786372,1.2330551,0.8445958,0.88824075,1.2845004,1.372,1.4244282,1.2566906,0.5044057,1.2463422,0.31722254,1.1521518,1.0017059,1.2470948,0.7278621,0.47103262,1.2907683,1.0085316,1.0045707,0.99426705,0.745733,1.3174486,0.81576705,1.0665628,0.78368783,0.9371414,0.8564935,0.8019563,1.129339,1.4318037,0.7771418,0.70210737,1.4627885,0.97938496,1.3242598,0.7667252,1.2422856,0.7786555,1.2262765,1.2896184,1.2964116,0.8143866,1.3341997,0.5912585,1.06644,0.34936595,1.2810626,1.253397,1.0400894,1.3795806,1.0726727,1.1770291,1.1519992,0.61759216,0.49504197,0.67355573,0.8661318,0.99463516,0.69668305,0.77093905,1.4976785,1.1141973,1.1250196,1.3521637,0.46257824,0.46508092,0.8962843,0.9008068,1.2888807,0.8898668,1.1377013,0.9529546,0.5845737,1.2002952,1.0234699,1.2314835,1.0156615,0.8067135,0.896985,1.250331,1.2548263,1.0008833,0.88396776,1.3249099,1.0247881,0.8951098,0.6333561,1.0576795,0.8136491,1.3676662,0.40845478,1.2534915,0.48513788,0.5772758,1.3041062,0.73361766,1.1945533,0.8254644,0.8663404,0.9587727,1.3357146,1.4384474,0.7465229,0.7158073,0.74683654,0.7253495,0.5013136,0.99388146,1.2956574,1.1814672,1.2646028,0.8929751,0.6293652,0.6054718,1.0747952
car,1.3487166,0.8077043,0.7440792,1.0347503,1.4038982,0.88736856,0.78405875,0.84056413,0.76216835,1.2600245,1.0947579,1.3459536,0.585732,1.3773065,1.4132384,0.45127648,1.3534681,1.1698662,0.80327034,0.4500749,0.5650458,1.0692176,0.9784927,0.7846946,0.68287873,0.8208996,0.6182736,0.0,1.2029647,1.0048165,1.0989733,0.74167717,0.7578304,1.2610567,0.9994735,0.9889949,1.1459901,1.2689207,1.3615668,1.2142386,0.55486184,1.2434945,0.49654096,1.1098261,1.0182137,1.2162153,1.0498549,0.9344871,1.2707404,1.1696068,0.9963035,0.95176345,0.92215,1.1097846,0.9765489,0.80315363,0.54569316,0.6857325,1.147512,0.6884959,0.9487117,1.2037147,0.86583954,0.85828376,1.309675,0.8676694,1.170637,0.54993206,1.300739,0.81356645,1.1346871,1.2245407,1.2943721,0.83830047,1.3923875,0.72566324,1.273917,0.54155886,1.1410577,1.1835938,1.1005213,1.4440727,0.9041287,1.1911513,1.078422,0.60738516,0.8550167,0.9214722,0.9964782,0.94204575,1.092016,0.5850776,1.398021,1.2951397,1.06295,1.1996133,0.5229172,0.5735646,0.94934404,1.0506757,1.2163596,1.0333413,0.9796553,0.77202666,0.56249416,1.0218986,1.0149338,1.2060361,1.0597254,0.8662717,1.0917712,1.2103672,1.0565645,1.0025185,0.8582419,1.3175621,1.0503672,1.0177807,0.70897055,1.2400717,0.9731747,1.3290086,0.663617,0.95014584,0.591604,1.0012522,1.2034785,0.6969193,1.0782776,0.9571009,0.8275315,0.96926874,1.3410332,1.394963,0.61615276,0.86194396,0.92612815,0.80042243,0.8360582,0.8427876,1.2925985,0.94621897,1.1016517,0.8069987,0.93074775,0.74555796,0.98464984
carrot,1.0300919,0.75196445,0.7363275,0.9030553,0.7545145,1.0823052,0.8806941,0.7423805,1.3339304,1.1695057,1.1343075,1.2630507,0.8769227,1.0887173,1.1767801,1.0384452,1.2291344,1.0356624,1.0979371,0.9945042,1.0825994,1.1848651,0.7487085,1.0578363,1.1489521,0.8995277,0.9974583,1.2029647,0.0,1.0685112,1.1423571,0.8912978,1.2203548,1.3031551,0.91271865,1.0762447,0.92118776,0.8288757,1.2144088,0.84598094,0.6911175,1.3526702,1.0179425,1.2536855,1.0496478,0.9787787,1.2011539,0.95362175,1.1022726,0.6340391,1.1756449,1.1377854,0.7046316,0.9955943,0.45315832,1.1244283,0.83345246,1.1355286,0.68244195,0.9813071,1.0361917,1.2284164,0.7110208,0.84872985,1.1828152,0.73950315,1.0053259,0.8355309,0.6455489,0.913072,1.130614,1.1146529,1.124855,1.2081238,1.009278,0.7482915,1.1745915,1.0954684,0.86231184,1.0281395,1.1894501,0.7585576,1.2390181,0.7733365,0.981345,0.7506337,1.0787004,0.80556226,0.64129746,0.73866117,1.1885543,1.2326267,1.1256406,0.95180756,1.0801357,0.9877847,0.76116025,0.68589157,1.1636841,0.81403124,1.0190943,1.2030289,0.914326,1.145395,1.0389386,1.1302432,0.7994429,0.84050053,1.1902542,1.2448066,1.3160232,1.110682,0.90329015,1.0915046,0.8813899,1.0512127,1.0288614,0.9453679,0.86973435,1.2043029,1.2421511,1.121204,0.6843151,1.2777789,0.99940264,0.76064956,1.1437823,0.94577974,1.0495152,0.8201631,0.98773265,1.2834778,1.0336345,1.2020509,0.97066176,0.53221095,0.5284115,0.71901524,1.0725696,0.9889109,1.0892026,1.1987525,1.1896226,0.9678922,1.1939156,0.6406738,1.2608136
cat,0.8404948,0.9931539,1.2453258,1.2474234,0.86364144,1.2010933,1.171624,1.313276,1.2935193,0.66847074,0.41947776,0.80478585,0.77524817,0.8042824,0.8445813,0.99966365,0.83534884,0.8518431,1.3075585,1.2158234,1.2487714,1.3474789,1.244885,0.98417574,1.3014538,1.0411369,0.92520994,1.0048165,1.0685112,0.0,1.0550549,1.233697,1.2215295,0.84778607,0.8590718,0.871763,1.1562443,1.14979,0.85723245,1.0661893,1.0843421,0.9548919,1.2026708,1.1522655,0.7033955,1.1938587,0.7280015,0.9838718,1.0191396,0.9915439,1.1866182,0.2701618,0.89725053,0.9067127,1.0002522,0.81860214,0.96539044,1.2481141,0.9581396,1.2343658,1.2190275,0.99728096,0.91858363,1.0247909,0.7669594,1.3721976,0.7749192,1.234794,0.997143,0.9551339,0.92803955,0.9396803,0.6331323,1.3136175,0.72746575,1.1815505,0.9430858,0.9733972,0.90696025,1.1891307,1.1369842,0.9970198,0.9671625,1.0539174,1.2500694,1.0007957,1.1138268,1.0032914,1.0234311,1.2343678,0.83030736,1.0319866,0.79992527,0.63803005,1.1136941,1.0655059,1.0923446,1.0531055,1.0117476,1.1333787,0.9425816,0.92598724,0.8075989,1.1461077,1.2131718,1.1093104,1.1900115,1.2126703,1.1935716,1.2316388,0.9610183,0.82037836,1.1359081,0.9636846,1.2180201,0.62421995,1.1186937,0.9075023,1.223807,0.89542294,1.0301667,0.8607913,0.92809665,0.44438356,1.2185116,0.8813734,0.98078287,1.3238935,0.9881355,1.1059017,1.1918633,1.0755941,0.6645698,0.9679577,1.3318725,1.0416833,0.89078414,1.0661151,1.0399806,1.4137101,1.1623335,0.86223483,1.036329,1.0008484,1.0555279,0.930809,0.6975376
