,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.72664124,1.1368228,1.048657,1.1433125,0.82829803,1.0031395,1.1481819,0.9751837,1.1269454,0.8133005,0.0,0.8629083,1.0752376,0.9841415,0.8921132,1.0798904,0.7524825,0.98671824,1.1709496,1.1284341,1.1295459,1.1308053,1.0846509,1.2247949,1.2718554,1.0370576,1.2537887,0.9613154,1.0640432,0.59109914,1.3107336,1.0977278,1.0936911,1.0584433,1.0666156,0.9742144,0.8959146,1.0381875,0.9714921,0.90471005,1.0321783,1.0813608,1.0608991,1.1029023,1.0619556,0.91848624,0.7478879,1.3211064,1.0395023,1.121508,1.0281508,1.1106327,1.0325382,0.56376106,1.0008814,1.1083037,1.0807933,1.0374339,1.1394188,1.0588927,1.0694544,1.1178486,1.0026345,0.9651216,1.0608817,1.1474774,0.43489128,1.1089425,1.0531338,1.140429,1.082392,1.1482577,0.9212795,1.0589647,0.98005646,1.1346501,0.90474045,1.1621296,1.2541395,1.1173897,0.8295951,0.9129498,0.978527,1.0480292,1.0282723,1.1197993,1.1051121,1.0462232,1.0483172,1.0740716,1.1647379,1.0153518,1.0775309,1.0301975,0.60988593,0.88190323,0.93862164,0.95807904,1.0656117,1.0949683,1.0526506,1.0837286,0.9839684,1.0375309,1.045183,1.0581805,1.1164745,0.9835063,1.07115,1.1832873,1.2618108,1.1605047,0.5134245,0.97764266,1.1015893,1.0736445,0.95820934,1.1202279,0.9357951,1.0918226,0.76783764,0.995488,0.98141503,1.1216824,0.64480084,1.1513011,1.0666373,1.0641702,1.1246053,1.0386301,1.0631591,1.2311045,0.97517455,1.0865802,0.9818072,1.057736,1.1253144,1.0695584,1.0725323,1.0289176,1.2338659,0.99852943,0.70470893,1.0639554,1.2864865,1.0170877,0.8777099
bed,0.5863369,1.1783532,1.4812977,1.2031841,0.53270125,1.1482196,1.419188,1.283446,1.0606327,0.48469114,0.8629083,0.0,1.5230252,0.5525923,0.49857616,1.1682972,0.13308752,0.9562844,0.90464294,1.4559212,1.3890085,0.7013674,1.3594668,1.2474855,1.436045,1.3840488,1.3647829,1.0853204,1.4186202,0.8746591,0.8047055,1.200993,1.3551776,0.74009705,0.8947554,1.2801392,1.0125027,1.1998644,1.2394576,0.03741765,1.0979062,1.5485122,0.3776204,1.5029972,0.9740888,0.81926733,0.48468393,0.8538918,0.8369357,0.8331074,0.66356695,1.3681767,1.4087827,0.55061567,0.76863956,1.3924216,0.89274246,1.3534453,1.1664748,1.293814,1.5509475,1.1308384,0.87609875,0.7799071,1.3220968,1.0061038,0.47877163,1.1433215,0.83139193,1.1559613,1.0124139,1.2620327,0.75680226,1.0583689,0.46958113,1.036981,0.5109275,1.2346866,0.814855,1.427701,0.88009363,0.8118386,1.4233727,0.8687612,0.68926597,0.6446699,0.7116666,1.1887884,1.4661711,1.0593345,1.436085,1.2598923,1.4413707,0.86028516,0.9515042,0.3270197,0.48532945,0.6425388,1.5642986,1.5027521,0.9978263,1.458139,1.1314585,0.93131363,1.2659914,1.3590711,1.3579626,1.121799,1.3507528,1.0474033,1.3955387,0.7859865,1.0130097,1.0997369,0.7916628,1.2125119,0.5355345,1.0746506,0.69603586,1.096672,0.7433475,0.92780805,0.44407576,1.5207448,0.6798713,1.5000526,1.0334687,0.90251786,1.3351588,0.9504394,1.4286176,0.67242956,0.4653232,0.69050395,0.30772877,1.557174,1.4519557,1.438667,1.2165564,1.019124,1.1820911,0.5752528,0.8043209,1.158116,1.0917764,1.469397,0.7526088
belt,1.377922,0.87406945,0.4442243,0.89899594,1.3914778,0.97958726,0.619483,0.8873398,1.0910336,1.4218377,1.0752376,1.5230252,0.0,1.2742085,1.454353,0.92666477,1.4254869,1.0515175,1.1014419,0.41394955,0.56871384,1.3711712,0.85600495,0.7566525,0.7638801,0.7357047,0.48824555,0.78917783,0.36619478,0.87042683,1.0521125,0.99760914,0.69963837,1.2135699,1.0733272,0.7550893,1.1943029,1.0599214,0.97460985,1.5055277,1.0481308,0.17828578,1.5390086,0.36793947,1.1745632,1.38993,1.405279,1.219902,1.1252671,1.1314384,1.3798105,0.588481,0.6893555,1.1877568,1.314073,0.5343795,1.0919603,0.4205544,0.9870771,0.53366154,0.35430908,1.0526631,1.1825705,1.4536664,0.53715134,0.9406098,1.351492,1.085021,1.1865727,1.1356475,1.1602082,0.61546564,1.2142053,1.0473266,1.4389836,1.241769,1.3588544,0.9449366,1.2353123,0.52123225,1.2072105,1.2173976,0.73646426,1.4101406,1.4413061,1.3442168,1.3558728,1.0577,0.32156736,0.8293649,0.41149592,0.67331123,0.6498344,1.1182841,0.9723145,1.5055063,1.293245,1.380355,0.22153187,0.4489817,1.0381126,0.67849565,0.73768663,0.711105,0.9635639,0.75179577,0.76502377,0.99091494,0.91337526,1.0744004,0.52613235,1.3170123,0.8328315,1.1418606,1.2815609,0.7700087,1.4216473,1.0312071,1.1008031,1.2136852,1.2122505,1.0149564,1.5103353,0.18639529,1.1862731,0.45239985,0.88460445,1.2706614,0.8955103,1.2872797,0.37218964,1.3142834,1.4972856,1.2821708,1.5469935,0.5028385,0.41425467,0.4093318,0.8015933,0.77635896,1.008606,1.4493461,1.205182,0.88576895,0.92960405,0.27036548,1.1885048
bench,0.7261538,1.0865122,1.5549299,1.3272449,0.61730516,1.2916764,1.4506477,1.3031473,1.0791795,0.4476775,0.9841415,0.5525923,1.2742085,0.0,0.8433249,1.148387,0.56199116,0.9387168,1.0589468,1.4460661,1.3888456,0.829048,1.32836,0.8915005,1.3262475,1.3558736,0.8594259,1.0428622,1.2856508,0.7737916,0.44503415,1.2029608,1.376332,0.5254956,0.8220308,1.1597553,0.9764255,1.2457082,1.1926254,0.56908774,0.97302806,1.4403334,0.43855178,1.4437662,0.9674325,1.004359,0.6482148,1.1670581,0.5610852,0.41866374,0.73183876,1.2082951,1.4200606,0.762379,0.96953636,1.2969801,0.99432266,1.1959977,1.3320818,1.1681448,1.1924019,1.2619488,0.93641394,0.9583781,1.337052,0.8823568,0.76127696,1.2718585,0.97848123,1.2446779,1.0187676,1.249526,0.9505449,0.80892086,0.6538005,1.2707276,0.6595739,0.99156225,0.6397016,1.176257,0.8138077,0.967927,1.4061975,0.9774051,0.7438486,0.567304,0.63251513,1.1907897,1.5083921,0.86329913,1.270544,1.2201939,1.5012921,0.41047394,0.869178,0.71994066,0.59893334,0.91840726,1.3627387,1.3579931,1.1670732,1.3459411,0.805199,0.86097646,1.2896636,1.2390165,1.3546463,1.0941433,1.3565595,1.0334442,1.1251973,0.4702866,0.9912231,1.019097,0.8179068,1.131164,0.7847052,1.0452209,0.625729,1.0147413,0.6592022,0.77077883,0.69929975,1.3929352,0.5637954,1.3447628,0.86022186,0.8144284,1.2498629,0.8493836,1.4507439,0.575837,0.69006306,0.808036,0.4602356,1.5255381,1.4175991,1.3413368,1.3185701,0.8452548,1.3822968,0.8688981,0.76965845,0.8204932,0.6839559,1.4159265,0.6539196
bib,0.69535995,1.0114034,1.454075,1.1758426,0.5276761,1.1861445,1.3846198,1.1637251,1.1057914,0.7324148,0.8921132,0.49857616,1.454353,0.8433249,0.0,1.1386793,0.5043473,0.86468184,0.92939425,1.4560384,1.4134262,0.80050075,1.3223212,1.2952707,1.3718934,1.3199828,1.4397502,1.2108427,1.3220112,0.95424634,1.0762919,1.1919153,1.3498206,0.9139368,0.7671582,1.2619139,0.9506409,1.1286744,1.0584434,0.4674846,1.0290732,1.4934458,0.65129995,1.5099797,1.0293474,0.77122474,0.5927946,0.7541239,1.0646662,1.0447803,0.4354247,1.1751786,1.3758441,0.7243292,0.6860815,1.2164652,0.9410258,1.2786213,1.0858201,1.0891055,1.4506843,1.05299,0.84125626,0.69539416,1.2113262,0.915171,0.6501341,0.9025014,0.689509,1.1465015,0.7647912,1.1144373,0.91362137,1.1722308,0.42071784,0.9660662,0.5066823,1.2109551,0.9399834,1.5132755,0.8519485,0.7779354,1.3529757,0.76962566,0.5837946,0.927845,0.84378505,1.2524614,1.4323142,1.1293604,1.0281863,1.0833023,1.441143,1.0162514,0.9329039,0.17153096,0.5721989,0.5569246,1.4883344,1.4126382,1.0878484,1.3211415,1.0989501,1.1978503,1.1316161,1.2943008,1.3584813,1.1740081,1.1760283,1.005141,1.5030743,0.97968405,1.0615608,0.89352167,0.50350636,1.143447,0.17972463,1.0139953,0.6399135,1.0601453,0.9384836,1.174311,0.638681,1.4676883,0.8232316,1.4917874,0.88051367,0.84464157,1.3152809,0.9590728,1.4152231,0.90594304,0.3952667,0.69389343,0.5300686,1.5268152,1.3175555,1.3387043,1.1108476,1.1142269,1.1496056,0.6039675,0.87421316,1.1804521,1.2845142,1.3684046,0.901028
bird,0.8439495,0.877871,0.91986465,0.9257314,1.1139913,0.923066,0.81190497,0.94688696,1.1248887,1.1491228,1.0798904,1.1682972,0.92666477,1.148387,1.1386793,0.0,1.1837456,1.0834035,1.0403363,0.91411114,0.9195204,1.1922977,0.94955575,1.02836,0.9437736,0.57494825,1.0163453,0.9459741,0.99403787,0.9641659,1.1133536,0.93778676,0.8916335,1.1944612,0.8494162,0.9819932,1.075803,0.9107949,0.9654823,1.1466,1.1012543,0.89624643,1.1323985,0.9243485,0.85983765,1.0920523,0.89950603,0.89943147,1.1428839,1.1982322,1.0462883,1.0771886,0.9096501,0.98861647,1.092262,1.0132939,1.0855125,0.749346,0.87512845,1.0453246,0.8888594,0.84160304,1.024592,1.1374062,1.0612599,0.810128,1.1096264,1.1198734,1.062507,0.94794905,1.0448009,0.87962246,0.7984308,1.0389731,1.1333222,1.0922023,1.1155818,0.91060126,1.1785655,0.902544,1.082898,1.0933976,0.99443537,1.1513987,1.0413768,1.0202096,1.0456992,0.9810418,0.9471436,0.9160412,0.9945365,1.0980092,0.90758854,1.1651428,0.9679166,1.1259634,1.0700619,1.0978318,0.865776,0.88105595,0.83232355,1.0008647,1.1905637,0.986862,0.94272006,0.764893,0.9883731,0.68344164,0.90345794,0.9152447,0.9072945,1.1630502,1.0068369,0.71834236,1.079557,0.9100341,1.0762727,0.97219646,1.0344408,0.93243873,1.1459541,1.0599358,1.1158442,0.90642875,1.0520587,0.8992285,0.85843897,1.1251434,0.8165699,1.038207,0.91788507,1.0094756,1.1133622,1.1467092,1.2193823,0.845641,0.95748174,1.0205235,1.0272502,0.9735523,0.9522929,1.1961105,1.1349536,1.0201887,0.9785334,0.9225408,1.1853096
blanket,0.513922,1.1244875,1.4837346,1.211907,0.49498582,1.2092669,1.428855,1.2170408,1.114427,0.6082315,0.7524825,0.13308752,1.4254869,0.56199116,0.5043473,1.1837456,0.0,0.9368919,1.0169648,1.4821141,1.4422846,0.8586631,1.2696999,1.2713224,1.453789,1.3996172,1.2944318,1.1016759,1.3125746,0.7655487,0.87998235,1.1864917,1.3819329,0.84038806,0.9128058,1.2622083,1.0216058,1.1837326,1.2191114,0.19841218,1.0589018,1.5134778,0.52284855,1.520859,0.9990182,0.84133005,0.4160589,0.92694634,0.9144804,0.8141811,0.6798049,1.2597511,1.3980811,0.55211794,0.8772359,1.3285983,0.9689043,1.2418122,1.2167909,1.1737642,1.4603541,1.1460192,0.91544336,0.84630585,1.2818857,0.8057592,0.529047,1.1138482,0.9299328,1.1792412,0.9659541,1.2372822,0.8859029,1.0761981,0.47041655,1.1392586,0.44782603,1.2479687,0.94950974,1.4601182,0.79755837,0.75837654,1.3601584,0.90764046,0.5573844,0.73988867,0.81146085,1.1772556,1.4585962,0.8113518,1.2828438,1.1978309,1.433898,0.87503105,0.82461905,0.35826993,0.4503805,0.73011553,1.5103644,1.4819472,0.99648726,1.3974392,0.97807986,0.74097717,1.237049,1.32373,1.3505497,1.1376858,1.2318257,0.9921288,1.4094965,0.88177526,0.94565046,1.0365171,0.72549236,1.2095854,0.5831398,0.9625978,0.5771806,1.1215074,0.7938364,1.0032847,0.565217,1.4275343,0.65282995,1.4975079,0.83817136,0.8362179,1.3383201,0.93457097,1.4083374,0.7962854,0.52535456,0.78839195,0.5099862,1.5537362,1.3853681,1.3730254,1.2761028,0.76075035,1.2966552,0.7240211,0.8487396,1.1334668,1.1581709,1.4247702,0.8116794
boat,1.0595086,1.0075907,1.1892614,1.1671197,0.9345468,0.9661274,1.049914,0.90494746,0.83295137,0.773177,0.98671824,0.9562844,1.0515175,0.9387168,0.86468184,1.0834035,0.9368919,0.0,0.8912712,1.0967662,0.9369714,0.8560958,1.1341578,1.0594636,0.9300201,1.1248612,1.0310926,0.8750505,1.0790377,0.93983006,1.0499703,1.0461987,0.99953663,0.90125763,1.0054456,0.96677005,0.848398,1.0308998,0.81520736,0.93043125,1.0809884,1.0585668,0.94372565,1.0634384,0.9706628,0.868503,1.1224262,1.1734732,0.9897813,0.94841796,0.96264535,1.0985873,1.1043645,0.9597793,1.099024,1.0849916,0.9413187,1.0777237,1.1476567,1.1353273,1.0661422,1.0426197,0.9664826,0.9187665,1.1359782,1.0998949,1.0074223,0.9395199,1.135457,1.0937703,1.0487704,1.053122,0.9951758,0.857156,0.952608,0.9582438,0.9284116,0.9454396,1.1074333,1.0060711,0.99164176,1.1039168,1.0849195,0.8334695,0.9610884,1.1058359,1.1061467,1.0500697,1.1270872,0.9372198,0.9788008,1.0799887,1.1074554,0.89043844,1.0764035,0.93963975,1.0025729,0.8999887,1.1012901,1.083199,1.0311599,0.96913797,0.9227419,1.0212551,1.0694119,1.2585357,0.9804138,0.9910471,1.0709758,0.96091247,0.9821485,0.9563861,0.9547437,1.1190975,0.99097914,0.9043997,0.94006884,1.0349193,1.0376718,0.9581713,0.8975146,0.8148688,0.8705236,1.1927886,1.0081681,1.0818264,0.8923348,1.00138,1.019151,0.93534625,1.1673669,1.1354071,0.9778824,1.0177382,0.959079,0.9963721,1.1838478,1.1817619,1.0232086,0.92594576,0.97645336,0.9251051,1.0033355,1.0443629,1.0848008,1.0935562,0.8795144
book,1.055986,1.1574111,1.146368,1.1737837,1.15653,0.98200035,1.0482049,1.0604919,0.58866674,1.0405651,1.1709496,0.90464294,1.1014419,1.0589468,0.92939425,1.0403363,1.0169648,0.8912712,0.0,0.96416473,0.81700385,0.29315734,1.0943315,0.88874835,0.8042512,0.9811965,1.0193782,0.9143316,1.086538,1.3224702,0.88531125,0.8279848,0.8746439,1.0902426,1.1158981,0.9370368,0.8609899,0.9765461,1.0019493,0.83144325,1.0223712,0.95716554,0.8409648,0.97769636,1.0214167,0.93343914,1.2348309,0.8057132,1.1984172,1.0116221,1.0989952,1.2742033,1.1696876,1.2232537,1.1223575,1.1752839,0.746468,0.9299131,0.80730647,1.2287694,0.9681088,0.82040447,0.73389006,0.821718,1.24721,1.1881974,0.98101383,0.5141519,1.1844761,0.9126131,1.0458354,1.1873062,0.9786701,1.0690616,1.1095908,0.8362938,1.0892452,0.87353927,0.7788,1.0313927,1.2654145,1.0242736,1.1397125,0.8002563,1.059558,1.0908788,0.985026,1.0127313,1.1337967,1.020092,1.1179188,1.2634344,1.1048807,1.0575019,1.261113,1.0317737,1.1786407,0.33987236,1.0034479,0.97656065,0.87365836,1.0710218,1.1524725,1.02993,1.0301899,0.9629814,0.78518045,0.9273964,1.0648044,0.8625182,0.80120283,0.964252,1.2235264,1.0822154,1.065588,0.76033854,1.0988126,0.8590402,1.2626294,0.9033713,1.1598351,0.97891027,0.835418,1.1633519,1.1819925,0.9690235,1.0634567,1.0963279,0.9611742,1.0049363,1.0021912,1.0150727,1.122043,0.81190675,0.7390626,0.9966378,1.2191234,1.1465659,0.9313773,1.0568098,0.608184,0.6046223,0.98597074,1.0142008,1.0464666,1.2054679,1.0554181
bottle,1.4231013,1.0112892,0.30452687,1.0249234,1.4706926,0.7704984,0.5422287,0.88023454,0.82757926,1.3521918,1.1284341,1.4559212,0.41394955,1.4460661,1.4560384,0.91411114,1.4821141,1.0967662,0.96416473,0.0,0.33055413,1.2014314,0.84729326,0.7154151,0.48567492,0.7634745,0.54525894,0.8442578,0.7567545,1.0717486,1.1351571,0.9514976,0.4287557,1.1913558,0.9481881,0.7785549,1.0800472,1.0763922,1.0575625,1.4450779,1.2508141,0.20884514,1.476867,0.06268215,1.0541451,1.2088739,1.5130339,1.1544542,1.0573448,1.340057,1.2873114,0.86429083,0.6411351,1.2467616,1.2603848,0.80203366,1.1245122,0.74994934,0.8139148,0.93445885,0.47862315,1.1451948,1.1545448,1.2804729,0.78639233,1.2020123,1.3928463,1.0478317,1.2296867,0.98566335,1.3267856,0.7589421,1.2024361,0.95594794,1.3963392,0.97319335,1.4878212,0.89444476,1.1307837,0.3357815,1.1847575,1.2827528,0.6394899,1.1145275,1.5572965,1.3451741,1.2608358,0.94441366,0.2236265,0.86401147,0.69968706,1.0004715,0.48538983,1.1185222,1.2112223,1.4997568,1.4709804,1.2881007,0.2956993,0.46524167,1.084487,0.64950323,1.1030241,0.8298367,0.9742227,0.696989,0.6373507,1.0188781,0.9785431,0.91916513,0.46130186,1.1299587,0.9878676,1.2067431,1.2616434,0.9275688,1.4102812,1.0581484,1.3857961,1.0958683,1.1410209,0.87328064,1.458622,0.37546527,1.2574772,0.17637795,1.1056644,1.2664075,0.75309956,1.2258976,0.23103571,1.2597138,1.4350756,1.2856253,1.4645296,0.41035748,0.58598953,0.6307321,0.49693036,0.7900644,0.83373976,1.367593,1.0930206,0.92458206,0.83176124,0.43089902,1.1537646
bowl,1.3744156,1.0310338,0.43744683,1.0179332,1.5104969,0.6421073,0.46040916,0.7492143,0.52450985,1.2168798,1.1295459,1.3890085,0.56871384,1.3888456,1.4134262,0.9195204,1.4422846,0.9369714,0.81700385,0.33055413,0.0,0.8533861,0.80351067,0.8467131,0.31714416,0.7998638,0.6432818,0.7474731,0.79484123,1.2245424,1.12519,0.8898855,0.49199343,1.2517447,1.1368799,0.62708545,0.98894167,0.97586215,0.9460979,1.355173,1.1652676,0.37808412,1.3024827,0.2373696,1.0254021,0.9890298,1.5766858,1.1296881,1.252969,1.1389868,1.3912547,1.1029028,0.5808164,1.3395814,1.323735,0.9602963,1.1155709,0.75180364,0.7722684,1.1377864,0.5826796,0.9132658,1.047571,1.0176772,0.98897314,1.2426685,1.2981824,0.8085811,1.3830223,0.91134083,1.320149,0.8718342,1.179447,1.0131191,1.4553776,0.788543,1.4963288,0.822361,1.1722331,0.5207294,1.3534783,1.2827227,0.55942094,0.9171845,1.4228911,1.3377638,1.2359825,0.80889237,0.44251108,0.9705209,0.91265213,1.1435941,0.4884361,1.1783804,1.381795,1.512563,1.5267553,1.139896,0.4749915,0.5510204,1.036095,0.63781697,1.1909375,0.8822951,1.0199252,0.8461838,0.364119,1.0332388,0.8714567,0.8898091,0.4808603,1.2056086,1.0032537,1.3250873,1.34412,0.76581883,1.4695565,0.95290697,1.451149,0.82175684,1.2204477,0.71443236,1.1523621,0.5814349,1.2999703,0.3426522,1.1364325,1.2273283,0.51391244,1.1247109,0.4141392,1.2929583,1.5031246,1.1996973,1.2729862,0.31718063,0.83109117,0.8147028,0.66542834,0.96525085,0.5408548,0.89886385,1.1438172,0.9900667,1.0212913,0.67036796,1.2452389
box,0.9916727,1.2057873,1.3649371,1.2251195,1.0187093,0.9619697,1.1821948,1.1206728,0.42222184,0.7431223,1.1308053,0.7013674,1.3711712,0.829048,0.80050075,1.1922977,0.8586631,0.8560958,0.29315734,1.2014314,0.8533861,0.0,1.2126139,0.9522776,0.7957107,1.1431532,1.0541209,1.0120536,1.3055099,1.2773764,0.7672853,0.9529792,1.0629237,0.85622823,1.104193,1.0083839,0.8120355,1.0265522,1.0155827,0.65534186,0.996715,1.2804117,0.5326427,1.1903826,0.9746188,0.79297894,1.0958546,0.84038514,1.0500548,0.73532856,0.9357147,1.4040471,1.2798458,1.0981358,1.0220354,1.3913072,0.8277272,1.2259679,0.89814293,1.4017607,1.2252743,0.90574825,0.7340108,0.6657342,1.3703878,1.2405872,0.86326844,0.63542247,1.1226673,0.95143247,1.0988547,1.300647,0.931164,1.0204343,0.9016303,0.68785167,0.9795255,0.93564284,0.63866675,1.1876832,1.1341573,0.8878785,1.2482388,0.5601113,0.8965314,0.92271835,0.8097688,1.0104568,1.3713757,1.1042775,1.3392845,1.3520839,1.2521286,0.8804822,1.2616304,0.86883736,1.047805,0.4532733,1.3412436,1.2544255,0.9636499,1.180513,1.1606536,1.2100828,1.1568347,1.158235,0.93422043,1.0181988,1.1857315,0.7959388,0.93129355,0.76200783,1.1956005,1.1576741,0.9673015,0.9445657,0.95422083,0.8634536,1.2060503,0.7961133,0.99540997,0.851071,0.54233706,1.4220697,1.0792272,1.1686419,1.1476313,0.97308475,1.0211338,0.93761224,1.2622232,0.82229054,0.92150307,0.64953834,0.47474706,1.1903329,1.456955,1.3825907,1.0459095,1.1512636,0.6378862,0.2806821,0.9360501,1.0893599,0.99203676,1.4343591,0.97709936
bread,1.1706098,0.84945786,0.6112039,0.73538715,1.1397235,0.8400233,0.7624931,0.57803166,1.0326777,1.4315583,1.0846509,1.3594668,0.85600495,1.32836,1.3223212,0.94955575,1.2696999,1.1341578,1.0943315,0.84729326,0.80351067,1.2126139,0.0,1.0737662,0.78150845,0.8804689,0.9993676,1.130074,0.8013744,1.2526289,1.1507498,0.45805687,0.8327479,1.3406683,1.2887428,0.8332963,1.1149317,0.5026651,0.85790205,1.3552833,0.8550724,0.82020295,1.401468,0.8013761,0.946983,0.9962446,1.2511477,0.9588582,1.2942147,1.1156987,1.2149874,0.8347814,0.47812074,1.2874753,1.1810741,0.71105504,1.1522356,0.94896936,0.99772656,0.8715593,0.800683,0.914202,1.2090809,1.2356641,0.84216064,0.9169148,1.3766527,0.94577795,1.1823871,0.33392286,0.9234635,0.9066285,1.1947459,1.1846604,1.4121675,0.90086716,1.2832981,0.77785814,1.2720937,0.8692272,1.0545714,1.1292893,0.65574396,1.139495,1.115564,1.2964908,1.3239847,0.27464664,0.7215892,0.92576647,0.8600323,0.9137679,0.2633325,1.2809091,1.0407634,1.3747847,1.2864203,1.1952616,0.79855084,0.74036235,0.99764514,0.60888696,0.8708279,0.8313272,0.72860324,1.0247669,0.5789092,0.9735014,0.40754056,0.9775187,0.8154715,1.2178489,1.070192,1.1120423,1.3146615,1.0660661,1.3562428,0.9558059,1.2208127,0.7961912,1.3351333,1.2045996,1.3216777,0.7169171,1.2697098,0.7654506,1.0137436,1.055721,0.6729304,1.0794781,0.76160973,1.2680844,1.3317618,1.3665991,1.3789397,0.5711706,0.680936,0.7420027,0.9584865,1.016483,0.8468194,1.2485746,1.1852633,1.0782856,1.1923218,0.7651839,1.2948632
broom,1.1228402,1.0402844,1.0402232,1.197621,1.2470057,1.0528581,0.9569937,1.118009,0.78002703,1.1382544,1.2247949,1.2474855,0.7566525,0.8915005,1.2952707,1.02836,1.2713224,1.0594636,0.88874835,0.7154151,0.8467131,0.9522776,1.0737662,0.0,0.6545296,0.9262077,0.45883155,1.053928,0.9510501,1.0479733,0.6064832,1.0702287,0.76757663,0.7944204,0.85036457,0.92890036,0.9283025,1.1600572,1.0174669,1.2496798,1.0686849,0.7009194,1.0998627,0.70992,0.9356161,1.197465,1.3031859,1.0102826,0.7341289,0.85905147,1.132299,0.91576344,1.0449008,1.2076318,1.3149109,1.0401162,0.99219245,0.88145363,0.863986,1.0759875,0.47575092,1.1593516,1.1042602,1.1095212,1.0856586,1.1382726,1.2064999,1.1017739,1.2664368,1.1176898,1.2347955,1.0673229,1.1716409,0.55004203,1.2965815,1.1221462,1.3558141,0.6170639,0.48967773,0.46197724,1.1267636,1.1574924,0.9973813,0.9814939,1.3390595,0.9873592,0.9827716,1.0088508,0.9526089,0.6861552,0.7800698,1.152741,1.0638647,0.7692048,1.2093065,1.3623998,1.2958498,1.1914091,0.62973684,0.69329005,1.082925,0.82372046,0.8480841,0.78067815,1.2117875,0.6291808,0.9302099,1.01435,1.1376302,0.9328449,0.6645951,0.7382132,1.0830789,1.1448915,1.0401638,0.8993622,1.3137671,1.056482,1.2738466,0.76171315,0.943111,0.929868,1.2009215,0.84682053,1.1321284,0.60657185,0.9455322,1.138411,0.740484,1.0844597,0.89610136,0.90636885,1.2936957,0.6007415,1.0339001,0.93000567,0.976797,0.9480635,0.8320492,0.63089305,0.9811733,1.185727,1.1227515,0.78064644,0.25337344,0.93316966,0.91408956
bucket,1.4086686,0.97685677,0.6980875,0.9508563,1.4377744,0.74971473,0.5411456,0.8839059,0.38429785,1.2471678,1.2718554,1.436045,0.7638801,1.3262475,1.3718934,0.9437736,1.453789,0.9300201,0.8042512,0.48567492,0.31714416,0.7957107,0.78150845,0.6545296,0.0,0.7625214,0.44240487,0.90426725,0.92955303,1.3347284,0.8599845,0.85529226,0.5518743,1.138185,1.0819575,0.76744884,0.9201214,0.92681605,0.97387975,1.3978391,1.1860167,0.6186678,1.2248255,0.3721611,0.92073137,1.013873,1.5565454,0.9885733,1.1218824,1.0646232,1.3159387,1.066452,0.7241128,1.395602,1.3701886,0.98263806,1.088639,0.8976189,0.7858023,1.1353403,0.66862583,0.96475875,1.0976651,1.0661467,1.0706604,1.1084658,1.4247546,0.77298665,1.3906682,0.8679285,1.2521306,0.9067369,1.2187033,0.82962185,1.4007673,0.65380216,1.4850225,0.7890665,0.9023462,0.5192629,1.2780409,1.2008566,0.66984856,0.7125809,1.2928071,1.187443,1.2406336,0.7952594,0.7045687,0.7791566,0.82080364,1.2249036,0.6410421,1.0783238,1.3629541,1.5224216,1.5216714,1.1732044,0.6753327,0.7316601,0.9670068,0.6521952,1.0703707,0.8320475,1.1107476,0.85421044,0.54811084,0.93909067,0.8828959,0.7327974,0.40326595,0.9825423,1.129556,1.2892637,1.2516911,0.8322228,1.4255289,0.88518643,1.476898,0.80022424,1.17039,0.80377406,1.123853,0.7271251,1.380275,0.37719953,0.9283439,1.1746273,0.6005328,1.1011121,0.6761347,1.1422877,1.4474244,1.0290382,1.30449,0.41228533,0.8751552,0.94448316,0.80625606,0.8161534,0.5343893,1.0421168,1.223534,0.9930001,0.7814807,0.8826675,1.1912305
