,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
orange,1.241565,0.88953274,0.31620944,0.5851544,1.2922703,0.29032576,0.40973663,0.5850858,1.1761796,1.3757304,1.073583,1.4331721,0.7754054,1.3566985,1.2682487,0.7546518,1.3988729,1.0550203,0.90232545,0.7549807,0.66190565,1.1295431,0.84358436,1.2073443,0.70154417,1.0756572,1.3115215,0.50351405,1.238136,1.2281996,1.0139092,0.74955165,1.2804115,1.204235,0.62294686,1.2257353,0.8457148,0.7336315,1.3877876,0.9205741,0.54945254,1.514524,0.6542727,0.9561638,0.9238312,1.0698501,0.9405398,1.2036372,1.0516286,1.4125593,1.0512797,0.7478205,0.16162163,1.2367241,1.1144758,0.618909,1.2715026,0.5985788,1.1220787,0.8866325,0.89156085,1.033921,1.237398,0.80579615,0.80843014,1.262688,0.40949345,1.2159123,0.9624988,0.69270337,1.0873528,1.1789222,1.3503067,0.9345085,1.3494891,0.9471423,1.4670134,0.8844473,0.8118086,1.080993,0.8532615,1.1187158,1.0887865,1.2386062,0.87815315,0.51360834,0.8822716,0.90305865,0.7458313,0.0,1.1386478,1.197443,1.4072988,1.2639333,1.1828247,0.69647676,0.7343985,0.9321485,0.7210259,1.1420704,1.1286049,0.9156711,0.9215208,0.33976924,1.2829719,0.8649341,1.3444922,1.3099327,1.0455704,1.0609858,1.1359141,0.93214506,1.3600242,1.182925,1.2068726,1.1226064,1.0662836,1.2871083,0.6438273,1.3126273,0.6401439,0.9107017,0.8776908,0.9793551,1.2294909,1.276811,0.56430215,1.3225083,1.3527395,1.1907424,1.4118311,0.46712476,0.6003383,0.7059891,1.1369807,0.9400055,0.5572189,1.0809188,1.2256508,1.2679644,0.63350916,1.3293269,1.2101758
oven,1.1540954,0.89659894,1.0836093,0.9665061,1.1162218,1.1372247,1.0769099,1.0577497,0.8464812,0.69450265,1.1598501,1.0966303,0.91267467,0.67768496,1.2569138,0.9299812,1.089714,0.748005,0.699438,0.75626034,0.9306274,0.93806446,1.1422404,0.90358,0.912822,0.6368558,0.68737394,1.2228745,0.9908517,0.64985037,1.0567539,0.7593521,0.9558562,0.9768693,0.96132386,0.99001604,1.1530285,1.0340586,1.1463677,1.1438687,0.95869625,0.7073322,0.7762285,0.97341144,1.0679983,1.1242169,1.1403782,0.5487348,0.5748857,1.0814252,1.1034819,1.1027576,1.1300697,1.1886961,1.1183753,1.1707494,0.9228096,1.0859356,1.0488805,1.2614186,0.7497168,1.3257437,0.8876922,1.1127398,1.0387529,1.2526424,1.1697835,1.1171758,1.1704973,0.94800305,1.114043,1.2476876,1.0896217,1.0832641,1.1194291,0.56177676,0.7541584,0.5619179,1.0484394,1.0795283,1.1563944,0.771214,1.2594581,0.8191214,1.1910694,1.0869125,0.706697,1.053903,1.1509315,1.1386478,0.0,1.2099206,1.1584551,1.1099939,1.0015551,0.87280595,0.89740497,1.0040776,1.0411146,0.92998725,1.0834883,0.83712834,1.0262085,1.2793813,0.95768106,0.66736007,0.54829186,1.1072624,1.0574665,1.1269442,1.062076,0.96055394,1.075859,1.0104601,1.0065033,1.0182261,0.5047978,1.1150893,0.9837527,1.1309745,0.870745,1.0205965,1.0278649,0.62152135,1.1598647,1.1149834,1.04704,0.69549644,1.0906674,1.2359852,1.0209734,0.9603705,1.1896641,1.2410469,1.0969028,0.84487814,1.1140598,0.9722916,0.9504472,0.6344936,1.0137792,0.7810576,1.1243658
owl,0.7379298,1.0577086,1.2272602,1.1839243,0.7549486,1.1694709,1.179485,1.1457329,1.0314046,0.9241537,0.7177483,0.7544461,1.107268,1.059792,0.6720164,1.2541091,0.6842628,1.0726112,1.1710174,1.3460823,1.3201586,1.0535078,1.0574504,1.1975216,1.3067781,1.2270192,0.9648309,1.0845147,0.88646173,1.1454823,1.0668074,1.1807702,0.87100726,0.8858931,1.2112496,0.9288502,1.0672255,1.1530223,0.7750757,1.0415262,1.3174453,0.87400216,1.4399142,1.0880505,1.095726,0.8711395,1.1041251,1.2269768,1.059551,0.58685565,0.75618494,1.1126071,1.2259836,0.78505135,0.93957424,1.1273358,1.0483317,1.1007179,0.96531695,0.7148207,1.2246748,0.7199154,0.94674975,1.0808644,1.1050704,0.7735754,1.161429,0.9342728,1.0000509,1.2311859,0.883733,0.9352772,0.68996906,1.027245,0.6068896,1.2931616,0.9920362,1.4080968,1.067364,0.80172443,0.93497455,1.118119,0.7928711,0.88051295,0.98581433,1.18579,1.2785441,1.0947781,1.113718,1.197443,1.2099206,0.0,0.61145926,0.6915917,0.916339,1.3204975,1.320719,1.0552225,1.1370519,1.0322207,0.98028266,1.1472666,1.0660866,0.9922758,0.8412256,1.2610226,0.95948756,0.7064599,0.8063257,0.98772705,0.93982315,1.1767033,0.68948144,0.8463038,0.7342561,1.1482768,1.2817225,0.9265359,1.2209787,0.7526981,1.3213472,1.0885673,1.1529951,1.2198536,0.7810019,0.9016399,1.174447,0.9648676,0.7064747,0.94227165,0.81921786,1.2101856,1.138305,1.0738353,1.0848308,1.2005762,1.2178144,1.0424616,0.90488786,1.2769785,1.1885678,0.9545268,0.7433051
pajamas,0.83027565,1.2637647,1.4740226,1.2932726,0.43161273,1.3899573,1.3261881,1.4239643,1.0515146,0.8120033,0.91398513,0.37258136,1.3437314,0.9102713,0.56933266,1.4298528,0.4631846,1.1740384,1.2644527,1.4796183,1.457298,0.943737,1.2621152,1.1133583,1.4203689,1.331596,0.7761216,1.3282814,0.8022059,0.9559174,1.1922958,1.4320918,0.7284776,0.6268739,1.3557911,0.83153486,1.2671523,1.3558354,0.3783505,1.2088295,1.5618329,0.58168083,1.5674057,1.235595,1.1481006,0.86914396,0.79079926,1.0343289,1.152268,0.21930486,0.9585846,1.263509,1.432036,0.7292407,0.687576,1.1731344,0.8696749,1.3993094,0.95674103,0.85791683,1.4592654,0.8538749,0.8711904,1.1602776,1.1049459,0.5675472,1.4362662,0.61543965,0.8447081,1.3233898,0.8452267,0.8921685,0.20381534,1.0547394,0.3959266,1.4645444,0.69412315,1.5046911,0.9818833,0.873535,0.97768253,1.1411085,0.64632714,0.7212457,1.2211577,1.431339,1.3151643,1.0914778,1.197175,1.4072988,1.1584551,0.61145926,0.0,0.37648177,0.8221911,1.5008773,1.4406363,1.170572,1.4112563,0.9051131,0.9727016,1.3626343,1.0671151,1.2223321,0.73665273,1.2975363,0.76628166,0.6406826,0.843575,0.9754782,0.841048,1.3367115,0.20266426,0.845171,0.5000721,1.1063371,1.2920233,0.6996601,1.4578502,0.6312999,1.4935702,1.136764,1.2507753,1.3799156,0.7808803,0.88397306,1.3946333,0.75719196,0.22206414,0.7424865,0.5545249,1.552607,1.25544,1.1667078,0.85749155,1.1080995,1.3282304,0.9879938,0.8383554,1.1072893,1.3836884,0.76469296,0.7881665
pants,1.0009826,1.0728924,1.3406625,1.3327805,0.42704087,1.3514086,1.2875116,1.3704877,1.2503716,0.94720477,0.74294305,0.6292391,1.1075155,0.95513064,0.8210207,1.2371651,0.639153,1.1634375,1.272392,1.4489654,1.4699333,1.1054784,1.2381141,1.0042411,1.3482206,1.1322879,0.948866,1.0333787,0.708581,0.8477203,1.1788418,1.4164054,0.8847665,0.58327526,1.3681586,0.9700123,1.2154436,1.2823524,0.68837124,1.2038355,1.3878384,0.7813693,1.488838,0.8940548,1.2232516,0.8190354,0.95493025,0.9489513,1.0910195,0.4595242,1.0476319,0.99200696,1.3400187,0.80866265,0.7857019,0.88762164,1.0211744,1.3162546,1.1572008,0.6289765,1.2796532,1.1027975,1.0257876,0.94894934,0.8977545,0.7760354,1.4346075,0.7485864,0.7245326,1.1572934,0.75336117,0.96326923,0.2808391,1.1706837,0.13654542,1.2721664,0.7885339,1.3753136,0.69220895,0.74938273,1.1099534,1.173718,0.7290602,0.79688734,1.2389208,1.2760568,1.1722164,0.8633925,1.1198659,1.2639333,1.1099939,0.6915917,0.37648177,0.0,0.9158447,1.3378147,1.282764,1.0651857,1.2279564,0.87537855,1.1577234,1.4527011,1.024136,1.0434638,0.82697946,1.3548717,0.867581,0.9366847,0.8743336,1.0285139,0.8018686,1.2723897,0.29610533,0.80744946,0.2636906,1.1638744,1.3501512,0.94925755,1.2254877,0.89999,1.3201772,0.81175846,1.2735162,1.3279272,0.96998185,0.9706059,1.2939874,0.65602773,0.3035485,1.0040414,0.84961367,1.4525793,0.94952005,1.0315092,0.9696798,1.0433043,1.464539,1.1786281,1.0060328,0.9985925,1.1555,0.88956106,0.7849467
paper,0.9381397,1.2149925,1.1879524,1.1722294,0.86303806,1.1892543,1.1521108,1.2180514,0.84815097,0.81457174,1.0163298,0.73898166,1.1974176,0.84857786,0.75158525,1.1831616,0.81733656,0.9522187,0.48154688,1.1735429,1.0871698,0.74495625,1.0833788,0.87692237,1.104363,1.0986112,0.928064,1.210614,1.0828136,0.910309,1.0052767,1.2198075,0.84890306,0.96132433,1.1416829,0.80434597,1.0574045,1.1405668,0.7240149,0.99580055,1.2443633,0.7543663,1.2238967,1.1619191,1.0045497,1.1277592,1.038151,0.97392994,0.9674551,0.876015,0.8990632,1.1455892,1.2195128,1.0398183,0.96272457,1.1219164,0.9887034,1.2082855,0.8807842,1.0090321,1.1605756,0.88803166,0.882454,1.1968694,1.1772283,0.85708284,1.0904628,0.95391595,0.8617241,1.2923188,1.06952,0.9986341,0.8758932,1.0034745,0.8836247,1.1756057,0.81050205,1.1517452,1.0293661,0.8259456,0.95316815,0.8390551,0.8180756,0.8879931,1.059864,1.3058331,1.0049621,1.1137424,1.1039963,1.1828247,1.0015551,0.916339,0.8221911,0.9158447,0.0,1.1757294,1.135138,1.1618743,1.1466856,0.9292509,0.90450215,1.052442,1.1610591,1.153854,0.8355578,1.2123661,0.7346703,0.9177035,1.0016043,0.96901727,0.9377667,1.0780509,0.8991621,0.84159106,0.9522021,1.0012121,1.0561924,0.8749835,1.2744312,0.86169755,1.313797,1.1838756,1.0623018,1.1894871,0.9113232,0.85004514,1.1049217,0.94942975,0.87590396,0.8678026,0.63280666,1.1934136,1.2173203,1.1668761,0.94362855,1.0001657,1.1248087,0.7975937,0.91146874,0.9005882,1.3217484,0.86302817,1.0327411
pen,1.2014133,0.54142404,0.5707358,0.8515258,1.3176507,0.659257,0.75862026,0.70109916,1.2668037,1.2725134,1.033506,1.4960736,0.34962785,1.254961,1.4132454,0.33208758,1.4245027,0.8466408,0.73108387,0.44941163,0.9507194,1.3332704,1.095501,0.9409484,0.9776789,0.90436906,1.1912144,0.608248,1.0669963,1.0143893,1.0741237,0.7562103,1.4184833,1.1859066,0.93357533,1.1183581,0.9241971,0.8080292,1.4600909,1.0764183,0.123990536,1.5358237,0.5028131,0.56367004,1.2143898,0.98295873,1.2419338,0.96542966,0.8397225,1.42834,1.200729,0.7922776,0.633241,1.2263466,1.2742178,0.6683394,1.1185559,0.48449612,1.2022865,1.1384964,0.3170526,1.2373446,1.3559124,0.72131157,0.6755929,1.4446838,0.6820997,1.2513747,1.0855268,0.55464625,1.0428506,1.1669285,1.458239,1.2591105,1.3271885,0.28994155,1.3317797,0.4432531,0.9174996,1.1516453,1.3044811,1.1464381,1.4636071,1.303392,1.0727977,0.35068148,0.62464994,0.74935085,0.88244706,0.69647676,0.87280595,1.3204975,1.5008773,1.3378147,1.1757294,0.0,0.049703956,0.77027106,0.58997864,1.0120131,1.1379012,1.0145719,0.887141,0.7375722,1.3873296,0.8414492,1.307975,1.2685764,0.97663945,1.1917036,1.1927115,0.72662413,1.4287527,1.1836646,1.2312278,0.93149734,0.6998465,1.3759391,0.27388906,1.3038979,0.36485994,0.6945646,1.0945883,0.67663157,1.2528701,1.1087593,0.59260905,1.2250881,1.446254,1.3235185,1.4847226,0.66171426,0.5713069,0.69459367,0.8103101,0.7818985,0.86396444,1.367933,1.1314186,0.87219745,0.3077408,1.2230982,1.1683761
pencil,1.2023884,0.59436154,0.6758287,0.85635364,1.2362486,0.7215672,0.79171824,0.70994693,1.213269,1.2369,1.0761805,1.4176772,0.48853803,1.1939895,1.3937547,0.45996428,1.3780394,0.8368495,0.745179,0.5993668,0.93033606,1.2490928,1.0698469,0.91232705,0.9756755,0.9199603,1.2350495,0.68114126,1.101311,1.0070521,1.0564951,0.822386,1.358227,1.1639698,0.92238283,1.0610685,0.87745273,0.79953593,1.3810797,1.0186894,0.22892034,1.473983,0.5934872,0.62350476,1.1106174,1.0465827,1.2139565,0.97821665,0.81589687,1.3907107,1.1980445,0.8520601,0.6945804,1.2190533,1.241564,0.7075254,1.1510361,0.5997018,1.2061502,1.1440787,0.35882193,1.2274401,1.3268485,0.79548764,0.73435867,1.3789783,0.7273361,1.2404715,1.0367501,0.6940079,1.0780663,1.0682341,1.3835552,1.2371143,1.2834634,0.36002445,1.2702501,0.5218487,0.9333078,1.126018,1.2760205,1.122972,1.3926829,1.2799214,1.032738,0.5047391,0.7009641,0.79424834,0.9291647,0.7343985,0.89740497,1.320719,1.4406363,1.282764,1.135138,0.049703956,0.0,0.88626516,0.63584703,1.0376993,1.1498723,1.0071989,0.9436118,0.82829344,1.3032718,0.919636,1.274328,1.2521086,1.0088701,1.1268345,1.168426,0.69233406,1.3732823,1.1606296,1.2142811,0.81927216,0.77618325,1.3189665,0.4020393,1.2962813,0.5050132,0.74099,1.0417557,0.6762631,1.1618723,1.0156355,0.6817221,1.1933059,1.3751802,1.2591127,1.3798027,0.7105745,0.6511988,0.75104034,0.7230535,0.8232503,0.89502984,1.2655281,1.1101145,0.8553835,0.460765,1.2020363,1.1676941
penguin,0.886395,0.8656136,0.77434,0.94301957,1.2651796,0.75527596,0.7600587,1.0104566,1.2427704,1.1787308,0.7002331,1.2518874,0.6646795,1.1534077,1.2342654,0.64900124,1.159257,0.9732009,0.995247,0.66870713,1.0978175,1.28194,1.0777458,1.1303203,1.034962,1.0467606,1.1016011,0.9197888,0.9463922,1.0535884,0.9713548,0.8248274,1.2666695,0.98718995,0.9486322,1.2253073,0.99041975,1.066529,1.2388074,1.1193249,0.7307873,1.2836673,0.7408159,0.67258817,1.2111763,0.43677145,1.0136387,1.016429,1.0885459,1.1076066,1.0832598,1.0631596,0.85642225,1.0550797,1.0683455,1.0071293,1.0060296,0.6479636,1.0751482,1.0157392,0.88326705,1.0076782,1.191383,0.9403088,0.8112937,1.1840593,0.9253541,1.0704789,1.1962601,0.74988043,0.4452966,1.238775,1.159005,1.1780468,1.0782154,0.8738049,1.2187232,0.7939224,1.0658726,1.0959579,1.1937039,1.0457813,1.2639047,1.0643497,1.0099531,0.69993937,0.82398784,1.0759189,1.0285665,0.9321485,1.0040776,1.0552225,1.170572,1.0651857,1.1618743,0.77027106,0.88626516,0.0,0.8311332,1.0060577,1.0618832,1.1080234,0.2988851,0.8204381,1.2763847,0.81227535,1.1909537,0.9614688,1.0447603,1.1616439,1.0865934,1.0766857,1.1292827,1.1123424,0.99431545,1.2663101,0.8716976,1.2932785,0.6436149,0.9559155,0.5858148,0.9110099,1.1316175,0.9862672,1.1895134,1.2008401,0.7488977,1.0381787,1.127741,1.2195997,1.274639,0.866793,0.8813493,0.9254142,1.1551008,0.8986424,0.9249569,1.2992373,1.0466275,1.0953805,0.7101676,1.1352056,1.0100257
pickle,0.9996816,0.75597054,0.54482025,1.0052778,1.4341851,0.73890746,0.7219378,0.7832594,1.2083731,1.3034486,0.89262056,1.4012568,0.4533444,1.1718556,1.2382804,0.50390834,1.3385165,1.1271167,0.92048186,0.7007651,0.88826126,1.217038,1.0371643,0.9180582,0.82848656,0.8477242,1.1624445,0.413378,1.0206542,1.1272982,1.0118691,0.9622522,1.2590203,1.1924672,0.93391675,1.2467664,1.0026445,0.86925936,1.3673527,1.0269493,0.4128884,1.421246,0.7119764,0.7054417,1.085686,0.9643203,1.2065972,1.0553215,1.0723555,1.2914703,1.090658,0.841184,0.74710226,1.0803194,1.1477647,0.7249769,1.0892261,0.4399556,1.021961,1.0895054,0.7978191,1.038708,1.191431,0.7648636,0.7593472,1.1720339,0.6048791,1.16987,1.1004972,0.7218565,1.104211,0.9968933,1.3493805,1.0695307,1.1944814,0.73613566,1.3178191,0.7423639,0.87266487,1.0751617,1.0641506,1.1068698,1.2656515,1.2118762,1.017548,0.57774526,0.88125134,0.9329818,0.89639443,0.7210259,1.0411146,1.1370519,1.4112563,1.2279564,1.1466856,0.58997864,0.63584703,0.8311332,0.0,1.0558461,0.882307,1.0105692,0.95925826,0.62839496,1.3465452,0.9611949,1.2666453,1.2580707,1.0751345,1.1280829,1.0656595,0.91009915,1.3328521,1.1828462,1.1573646,0.9734861,0.90819365,1.2375202,0.46835297,1.2970736,0.50188804,0.78789425,1.0369755,0.9318848,1.2379311,1.1546092,0.5954723,1.2222302,1.358157,1.1826154,1.4200984,0.4927783,0.6589532,0.84850615,1.0851701,1.0012913,0.8103562,1.2564065,1.0186043,1.0413334,0.6137524,1.1357119,0.98775625
pillow,0.94118875,0.81677675,1.1894252,1.0895216,0.85591745,1.1055605,1.164732,1.0347632,1.2363514,0.97743094,0.89648765,0.6367144,0.9006036,0.9565334,0.96471095,0.9075851,0.3860681,0.733597,0.9809786,1.0960639,1.2459029,1.2575623,0.9808923,0.95274085,1.190881,0.9671842,1.0294396,1.095604,0.793538,0.8028667,0.96038485,1.1008338,1.099947,1.0097519,1.1741168,1.1578417,0.9447276,1.1249555,0.73112845,0.99431795,1.0638517,1.0073699,1.1256278,0.8541447,1.2134886,0.78813076,0.89678484,0.8213509,0.8523037,0.92197996,1.0072114,0.93243396,1.1179152,0.7895525,1.1374271,0.9435115,1.181463,0.85283375,1.1463649,0.84527814,1.0467763,1.1369137,1.2208666,1.0054893,0.67844355,1.0354838,1.1727908,1.0699,0.94352555,0.98758715,0.93599546,1.1143638,0.9741184,1.2746769,0.84928304,1.0391585,1.0131074,0.875828,0.8028052,0.8127368,1.0498139,0.992905,0.7140219,1.1100626,1.0222645,1.0800147,0.57639503,0.9811754,0.9999272,1.1420704,0.92998725,1.0322207,0.9051131,0.87537855,0.9292509,1.0120131,1.0376993,1.0060577,1.0558461,0.0,1.1657547,1.2190926,0.94755214,0.9640721,0.9472911,1.0687711,1.0372537,0.84135514,0.7566472,1.2185187,0.932611,1.2459669,1.0149573,0.7754018,0.907422,1.1555389,0.9338429,1.2141742,0.89508146,0.84915805,0.95343876,0.59998286,1.1790347,1.030822,1.0388974,1.1311393,1.2247127,0.8598871,1.0618037,1.2020608,1.1521233,1.1664106,0.92703927,1.0184376,1.0787958,0.41311145,1.28463,1.2974058,1.0416722,0.9137018,0.9890498,0.9602263,0.9948008
plant,0.5033774,1.2531229,0.9781947,1.1845224,1.0200032,1.1090169,0.98728985,0.9584711,0.9390901,1.0454313,0.9981514,0.97711694,1.1829532,0.96437126,0.8702426,0.977824,1.0608575,1.146225,0.96373457,1.0677403,0.9973609,0.83957285,1.0830712,0.71196866,0.930945,1.1948509,0.9538014,1.0215411,1.1075991,0.97279614,1.0239774,1.2241825,0.9044624,1.0349908,1.1412928,1.1277584,1.1084111,1.0505731,0.9554636,1.1147612,1.0923961,0.9337256,1.1148365,1.1475513,1.0697857,1.0227001,0.7900791,1.0135453,1.124529,0.9188961,1.0023843,1.0874182,1.1448725,1.0302773,0.928486,1.192878,0.7410298,1.0152717,0.14179909,1.2309234,1.1723185,0.4399224,0.8671651,1.0932394,1.1251587,0.86358744,1.0331945,0.941866,1.0671346,1.0906366,1.0123806,0.7279337,1.0437257,0.7547187,1.1249427,1.1681234,0.8028374,1.0488256,1.1109477,1.0599058,0.8433161,1.0346487,0.8399936,0.8632969,0.9560148,1.1674925,1.1776491,1.156616,0.8590508,1.1286049,1.0834883,0.98028266,0.9727016,1.1577234,0.90450215,1.1379012,1.1498723,1.0618832,0.882307,1.1657547,0.0,1.1614708,1.0650731,1.0585101,1.020111,0.90457547,0.91937983,0.97218084,1.066405,1.0851846,0.66492575,0.9184649,1.0439585,1.1242718,1.1207453,0.80302733,1.1652203,0.8471665,1.228962,1.033978,1.1209835,1.2473534,1.1546824,1.1111712,0.9268452,0.9396352,0.86889225,1.0365231,1.0269763,0.65907377,0.8963586,1.0725118,1.1970751,1.1688473,1.0060304,1.20307,0.7471682,0.95733225,0.8873234,0.778723,1.2185031,0.81383437,1.0390797
plate,1.1198721,1.0606997,0.9863428,0.6952547,1.3706427,0.8620173,0.9700227,0.7701318,0.46341497,0.70027745,1.3372436,1.2096387,1.1371555,0.95433474,1.0450777,1.0902745,1.2251233,0.8122771,0.91292685,0.85369205,0.3436666,0.8225263,0.7426901,1.2179505,0.68427265,0.63260144,0.95631295,1.1970098,1.180852,1.212142,0.839759,0.3798296,0.96973985,1.192219,0.5826395,0.86559516,0.8790443,0.77744055,1.1944674,0.70136976,0.98030746,0.9319731,0.64155006,1.2520972,0.432086,1.3517926,1.1452645,1.0233307,0.9677879,1.3554702,0.88992345,1.1743404,0.85203576,1.1259444,1.1613593,1.2812409,0.9967393,1.0204912,1.0662975,1.3127053,0.73829645,1.1193106,0.79020816,1.2545216,1.3133097,1.1398637,0.8653621,1.2627342,1.2681811,1.0963074,1.3904095,1.0866638,1.3497585,0.8118708,1.3877544,0.78502184,1.167304,0.72708976,1.2489524,1.1491258,0.8711961,0.7535081,1.2751529,1.1388314,0.8681052,1.0451261,0.96223634,1.2728338,1.1116818,0.9156711,0.83712834,1.1472666,1.3626343,1.4527011,1.052442,1.0145719,1.0071989,1.1080234,1.0105692,1.2190926,1.1614708,0.0,1.1929979,1.2370665,1.0728595,0.86572707,0.99944496,1.0927938,1.2219831,0.7337045,1.3832395,0.70762604,1.3147597,1.0359839,1.3841243,0.85953027,0.51583135,0.8696208,1.0592108,1.0636663,1.0148121,1.2496945,0.37179148,0.51188827,0.92887545,0.8190713,0.9643015,1.2493509,1.2971989,1.0535153,0.8817798,0.6938944,1.3045692,1.2009647,1.0635357,1.1096208,0.8249842,0.45576406,1.0087612,1.1837213,1.1632197,1.0266683,1.132979
pony,0.8640113,0.9099239,0.90072346,0.99292606,1.127249,0.8256529,0.7859272,0.9769034,1.2413341,1.2002176,0.6353555,1.1692959,0.8637864,1.0540643,1.1764711,0.7947186,1.0793462,0.9850622,1.0305065,0.89481354,1.1332786,1.2442513,1.0811182,1.1228664,1.0312552,1.1446167,1.0592154,1.0051796,0.9139783,1.0208151,1.0381417,0.93894994,1.2035446,1.0219537,0.9614788,1.1458685,0.9841612,1.0310552,1.1561294,1.1010898,0.89358723,1.212891,0.91407037,0.6829346,1.1674249,0.26883096,0.92115235,1.0441318,0.9640352,1.058883,1.0740004,1.0386488,0.9040894,0.9691356,1.0775582,1.0397242,1.091812,0.77904123,1.053188,1.0687169,0.9908879,0.8994432,1.2314304,1.0214075,0.75673825,1.1018149,0.95065165,1.0856442,1.1508482,0.896239,0.1794858,1.1612649,1.0736144,1.1494068,1.0453994,1.0009354,1.183376,0.92451906,1.0990365,1.0318958,1.1516412,1.1049379,1.1298066,1.0136352,0.95821255,0.8817523,0.8075769,1.0962408,1.0456485,0.9215208,1.0262085,1.0660866,1.0671151,1.024136,1.1610591,0.887141,0.9436118,0.2988851,0.95925826,0.94755214,1.0650731,1.1929979,0.0,0.89418525,1.1328769,0.84416664,1.1801045,0.8097619,0.9841689,1.1504,1.022328,1.0600655,1.0773675,1.041517,0.87948495,1.1503372,1.0387399,1.2342483,0.8052715,0.85307807,0.7331169,0.91152376,1.1061606,0.99727845,1.1101904,1.2158529,0.82927114,0.98351777,1.0750456,1.1285639,1.2298274,0.9152633,0.94378,0.94495136,1.1371933,0.85185885,0.9224782,1.285621,1.0902425,1.0992231,0.8874036,1.1606692,1.0595016
pumpkin,1.1192248,0.81979316,0.3225006,0.9399167,1.1454189,0.5027181,0.67129177,0.7587579,1.4097593,1.4370127,0.84868264,1.3536032,0.61370486,1.437924,1.1278658,0.6472299,1.257838,1.2550195,1.0139195,0.8207171,0.98750824,1.3025893,0.85537,1.0969316,0.9129745,1.1535022,1.2330531,0.3353812,1.0715631,1.1632555,1.0300242,1.0425246,1.353195,1.170368,1.0170581,1.3424251,0.8638565,0.92480385,1.3297172,0.98929447,0.5818974,1.5015113,0.83821,0.76979566,1.1849552,0.8735082,0.9705872,1.2495043,1.1429365,1.1611271,1.1323091,0.664202,0.4083473,1.1889486,0.9668386,0.52785134,1.2050439,0.50911254,1.1208543,0.63438857,0.997796,0.90512365,1.2963479,0.6039255,0.6812496,1.2209252,0.51883256,0.9887853,0.8733058,0.61458564,0.9639306,1.1573961,1.2094437,1.0011277,1.154512,1.0577935,1.4123607,1.0384102,0.6926945,0.8681116,0.88308716,1.2547853,0.9564179,1.2158417,0.8789717,0.42035425,0.9513265,0.750526,0.6890685,0.33976924,1.2793813,0.9922758,1.2223321,1.0434638,1.153854,0.7375722,0.82829344,0.8204381,0.62839496,0.9640721,1.0585101,1.2370665,0.89418525,0.0,1.3113278,0.9945456,1.3523086,1.2546853,0.8663955,1.1383885,1.0020818,1.1283054,1.2069874,1.1560965,1.0405442,1.2559397,1.1764162,1.3688649,0.5626933,1.3021755,0.56420374,0.79482675,1.1564819,1.2091835,1.2237554,1.216796,0.5015819,1.2276689,1.2068923,1.2398295,1.4418316,0.68163687,0.42889917,0.6096422,1.1085428,0.9516927,0.7455709,1.299956,1.2279303,1.2382333,0.50602394,1.343108,1.1036829
