,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
belt,0.9294156,0.76552296,1.3789629,0.9856886,0.9765028,0.90968835,1.0376853,0.86263216,1.3467283,1.3812681,0.0,1.2147362,1.3647699,1.0475123,1.361544,0.7264178,1.0530275,0.7873422,0.67141086,1.2126076,0.78448486,0.9470307,0.9204663,0.98949236,0.30592108,0.7091652,0.6475679,0.986852,1.1038256,1.2927463,1.00436,1.2531056,1.2311453,0.9635127,0.94328797,1.1787457,0.7726068,1.3756543,1.060004,0.3007164,1.3309481,0.5818881,1.0520896,1.251993,1.2675972,1.2781312,0.9344394,0.79856753,1.3040123,0.8718381,0.8779713,1.0004896,0.50816184,1.2153027,0.70578593,1.2177813,0.48938942,1.0563449,1.1740097,0.7946726,0.8792176,1.1994535,1.2125458,1.3122659,0.7941066,0.7678294,1.2521932,0.79544276,1.2801869,0.8590246,1.1480862,0.8547293,1.0884933,1.1262655,1.2055435,0.8657539,1.219918,0.8276638,1.1681497,0.6471702,0.80567575,1.1503949,1.3113179,1.1820923,1.2454761,0.9358454,1.0184612,0.46666896,0.8051288,0.317603,0.854428,0.96763456,0.94970655,0.96226025,1.3679717,1.1981273,1.2245045,0.3999492,0.61846733,0.72080064,0.63764274,1.1079874,1.1021962,0.8299107,1.0150863,0.67631996,1.0940585,1.1338816,1.0865211,0.743875,0.93341154,1.0523674,1.1066536,1.3334332,0.70299387,1.2554137,0.7940084,0.76489985,0.98665553,1.2952509,1.2483389,1.3027562,0.31886077,0.7614825,0.7838157,0.996481,1.0990583,0.7572254,0.8058394,0.94915235,0.5587394,1.1526122,1.1946834,1.2744645,1.4532516,0.47612286,0.48557281,0.55362,0.5508294,0.74124587,0.8739936,1.4254234,1.1387951,0.7933047,0.99056447,1.0479493,0.3412943,1.2290412,1.1624067
bench,1.1339993,1.4577907,0.970942,0.69684273,1.298811,1.2602569,1.291395,1.1318533,0.7385886,0.56337655,1.2147362,0.0,0.7452476,1.2772396,0.610452,1.3108116,0.89166427,1.3797234,1.3380309,0.7343364,1.3800788,0.8186345,1.256501,1.2472479,1.199524,1.0266265,1.3125018,0.92372966,0.44557077,0.9454718,1.0751213,0.86872095,0.8784955,1.100285,0.8387387,1.0113926,1.0172702,0.46012193,0.90951294,1.383311,0.39256036,1.4198778,1.2345209,1.0476999,1.0615107,0.8887176,0.8867804,0.4799685,0.66079557,1.0043824,1.5162157,1.0181813,1.2920913,0.92164,1.105642,0.733194,1.3072829,1.0307443,1.0645354,1.2272686,1.2947795,0.7991173,1.0229686,0.6985384,1.0829085,0.93222284,0.60642546,1.1769507,0.8761102,1.4162198,0.87057257,1.0969217,1.2193863,0.68545914,0.7103132,1.0192761,0.5107789,1.1260877,0.33177614,1.2800131,1.2953984,1.206726,0.66074777,0.76652944,0.64039946,1.1038675,1.2365408,1.377936,0.772104,1.2000914,1.0711576,1.3818281,0.723895,1.1884825,0.6603382,0.5212245,0.6757283,1.3104469,1.2893,1.477743,1.2866635,1.1709254,0.6479726,1.315999,1.0578359,1.271368,1.2658131,1.0190245,0.9754121,1.2058262,0.90252334,0.93316203,1.211795,0.751745,1.3705156,0.7036917,1.0340254,0.7138901,0.8711754,0.910478,0.83435434,0.59615105,1.2377353,0.8388916,1.313776,0.6884547,1.1231254,1.2874846,0.98278415,0.7786486,1.4743326,0.75898933,0.68374324,0.8235464,0.5900675,1.4593368,1.2911767,1.1700912,1.3743489,0.8810122,1.3131692,0.8297592,0.9215173,0.8574683,1.0712824,0.789456,1.2894835,0.7393661,1.0946964
bib,1.2210915,1.3285947,0.7913142,0.8778636,1.1434335,1.147953,1.1768894,1.2949955,0.64639384,0.41475713,1.3647699,0.7452476,0.0,1.1762526,0.49044418,1.2560618,0.9459651,1.3128734,1.3681962,0.96936554,1.4266201,1.1794734,1.3170345,1.2294902,1.4103372,1.2287992,1.3974042,0.87861484,0.97053814,0.85988027,1.1429311,0.85224277,0.6366379,1.1519934,1.18784,0.8222513,1.2044175,0.39472246,1.1186627,1.5042834,0.6029442,1.4685535,1.227114,1.100449,0.89352536,0.5153239,1.126785,1.1282984,0.5251449,1.0578176,1.3354042,1.0484022,1.2781985,0.63605326,1.1432992,0.8659514,1.4234674,1.0713469,0.94386274,1.2871377,1.2598009,0.83291554,0.89236903,0.6990622,1.0223913,1.0154778,0.6528589,1.3156741,0.5239497,1.3225704,0.82220924,0.8431683,1.1946352,1.0075629,0.4994337,1.2355747,0.5497364,1.3126085,0.7745551,1.4575894,1.2218709,1.136921,0.6255444,0.9307457,0.7978669,1.0289683,1.1191145,1.366466,0.98281646,1.217544,1.0772032,1.2695524,1.0026639,1.0915536,0.2152549,0.5447333,0.71685964,1.4785748,1.3868828,1.3851571,1.3432456,1.0651103,0.724669,1.3219299,1.1734662,1.3587209,1.1977801,0.949438,1.0571635,1.328954,1.0525395,1.1521279,1.1695905,0.47717214,1.4165045,0.4138304,1.1659186,0.8489791,1.1879066,0.38266188,0.8065239,0.586075,1.4516704,0.92956465,1.3283345,0.81425965,1.0507395,1.3550013,1.1905646,0.96855795,1.4405731,0.9307834,0.49923652,0.6767145,0.5450344,1.516835,1.332665,1.1994535,1.4024631,1.0903275,1.2649021,0.78236276,0.9346032,1.136685,1.1534218,1.1449063,1.378685,0.82563657,0.9729679
bird,0.14161354,0.9988262,1.0898967,1.2110655,0.87531394,0.94472486,0.9745907,0.95537233,1.1765994,1.1735964,1.0475123,1.2772396,1.1762526,0.0,1.1564777,0.99743074,0.92616713,0.9801756,1.0302984,1.0041234,1.0043716,1.0910804,1.0239819,0.29045355,1.1487738,0.95334107,1.0036701,0.7816527,1.2481873,0.95449,0.93639773,1.0569115,1.185743,0.9226192,1.0102831,1.1670315,1.0846202,1.2362031,1.0386636,1.0342048,1.186821,0.9652098,0.6364796,0.8659775,0.5221145,0.99124485,1.1236283,1.2732785,1.2560021,1.2026823,0.9290534,0.78219557,0.8978628,1.1433465,1.1987771,1.0614601,0.53486717,0.9914217,1.0532215,0.94516927,0.28656858,0.96488243,0.70900214,1.1465197,1.2119632,1.1480948,1.1870238,1.0668945,1.2015277,0.92198706,1.1695238,1.1509587,0.59543633,1.1482257,1.2240677,1.1280408,1.2473129,0.965111,1.2249513,0.9806221,1.1247935,0.90005994,1.1538312,1.0825827,1.1227593,1.1036105,0.82618135,1.0932833,1.1117883,1.171896,1.1570563,0.9760111,1.135791,0.6785029,1.2132924,1.3010755,1.0380915,0.9892762,1.0056375,0.5684597,1.1235203,0.60096025,1.1401517,0.93251055,0.93462276,0.9573289,0.5647509,1.1202981,0.99067825,0.99282086,1.1970489,0.9884104,0.39923048,1.2365415,0.8786574,1.2405134,0.97999173,1.1954486,0.9906522,1.0655518,1.112369,1.0915787,1.1838335,1.0580975,1.0132972,1.2311975,0.90926164,0.9481352,1.1212202,1.0811347,0.9752471,1.0795656,1.2223275,1.0149719,1.1245509,0.9054848,1.1858119,1.2299981,1.042182,1.1032022,0.9359935,1.0605485,1.0198402,1.0936147,0.8915343,1.0961245,1.1720357,1.0625303,0.6391442
blanket,1.0904063,1.3459022,0.88630676,0.8608945,1.1100205,1.1249696,1.197588,1.1466742,0.6549269,0.11262983,1.361544,0.610452,0.49044418,1.1564777,0.0,1.2082967,0.66295516,1.3041247,1.2993795,0.81002367,1.3955084,1.1020318,1.2568147,1.1160244,1.5041349,1.2236733,1.3803786,0.8567779,0.92270994,0.95220625,1.0633247,0.6991418,0.7850978,1.1082108,1.0509807,0.9816463,1.1820045,0.20245206,1.1801586,1.4334792,0.6387679,1.424618,1.2154689,1.1115221,0.93062824,0.8365929,1.0759887,1.0822749,0.5304018,1.1989162,1.3448808,1.0057828,1.2303685,0.85447514,1.2623401,0.8928081,1.2964607,0.90920323,1.0958958,1.2929609,1.1992085,0.74932194,0.91406476,0.6311119,1.1640921,1.1167374,0.44879013,1.2658668,0.7455096,1.2848926,0.9578833,1.0600637,1.1626787,1.0381727,0.66752785,1.2538263,0.57203233,1.2616025,0.7175441,1.3678068,1.2438369,1.1599643,0.64391565,1.0240208,0.9211086,1.1223938,1.2563355,1.354059,0.88291216,1.2776788,1.1664921,1.2610382,0.99008757,1.0986859,0.32031667,0.62343234,0.56867784,1.4096162,1.3269014,1.4025239,1.3189913,1.1173226,0.42701185,1.1894305,1.0233798,1.2833226,1.1977897,0.96770805,0.8404796,1.2138985,1.1164701,1.1001456,1.1447501,0.41016912,1.3081456,0.6579701,1.1449399,0.8517469,1.1148198,0.653201,0.8123137,0.5125488,1.4275212,0.93379164,1.3632252,0.82677376,1.0789317,1.3743196,1.21289,0.98244494,1.3645804,1.0285059,0.6929747,0.74804664,0.37812042,1.4079195,1.4088998,1.2467575,1.4019989,0.93329686,1.1935987,0.6221991,0.7740856,1.2044597,1.0950752,1.1601737,1.424417,0.68168366,1.0764756
boat,1.0504677,0.87411296,1.3130296,1.165276,0.9226622,1.0374913,1.1174045,0.73654616,1.2263734,1.2159146,0.7264178,1.3108116,1.2560618,0.99743074,1.2082967,0.0,1.1584796,0.7314866,0.84314865,1.2006435,0.8482811,0.7934122,0.77763486,0.93106294,0.5416023,0.8820032,0.7964364,0.9191897,0.91596216,1.1872821,1.0872381,0.9789319,1.0362983,1.0539151,0.750923,1.1642503,1.0535955,1.2341335,1.1746767,0.61295396,1.271343,0.6273305,0.9531181,1.093755,1.1501479,1.2136197,0.67640954,1.1130942,1.1741948,0.9081451,0.82027537,1.0009185,0.72515225,1.2593949,0.90772974,1.091614,0.79697937,1.0670822,0.9621655,0.90422463,1.0496742,1.2263014,1.1733176,1.2030802,1.0286083,0.8503417,1.2401886,0.9290057,1.213146,0.85268545,1.2027702,1.0278075,1.01325,1.095072,1.1105577,0.8501625,1.2673122,0.8004511,1.1820531,0.56478786,0.97260636,1.0523845,1.3300292,1.0680676,1.1590177,1.0748065,1.1900856,0.6291596,0.9268074,0.6910353,1.0986744,1.0067691,0.85185695,1.017283,1.1917006,1.120434,1.2897036,0.6838402,0.7982873,0.57815576,0.7021769,0.99511695,0.9943408,0.83718413,0.9213945,0.8406454,0.9347195,1.2569671,0.94278747,0.7004701,0.9716058,0.7343652,1.0679336,1.1600405,0.6872629,1.1486653,0.9722559,1.0301094,1.0100569,1.1914333,1.2128377,1.3266306,0.6865809,1.0328556,0.68352747,1.130336,1.1315854,0.8469026,0.96648103,1.1761689,0.6774259,0.87477934,1.1389663,1.2300209,1.2869871,0.6795046,0.6672814,0.84868026,0.60630876,0.812782,0.80494064,1.3852966,1.074772,0.7495379,0.8803182,0.8554076,0.6366529,1.0886198,1.0356609
book,0.83734494,1.1323392,1.0567154,1.0869023,1.0880272,1.114692,0.8894816,0.7947109,0.9727506,0.70453596,1.0530275,0.89166427,0.9459651,0.92616713,0.66295516,1.1584796,0.0,1.0448021,0.978725,0.556642,1.11763,0.988704,1.0057614,0.8239451,1.2039231,0.90223116,1.148554,1.1056476,1.0927719,1.1162791,0.91076005,0.8374311,1.1110976,1.1693901,0.9532759,1.2269377,0.9782595,0.8358258,1.0561959,0.9484143,0.99817955,1.0440139,0.94966096,1.0113832,0.96327496,0.95116085,1.2715023,1.0071204,0.9721666,1.2723854,1.1851029,1.0846026,1.0031788,1.062121,1.1703614,0.8853804,0.9753644,0.77120507,1.2745041,0.9799814,0.74617827,0.64493155,0.69025314,0.769078,1.1467202,1.2807891,0.8127196,0.92708194,1.1213046,0.96396816,1.0693699,1.0747097,0.9570705,1.2572429,1.1140957,1.0678258,0.97835666,0.99606055,0.8698314,1.157889,1.0780218,1.0845108,1.1133636,1.1522508,1.0767548,1.157251,1.1419094,1.0620451,1.0632246,1.1433089,1.17411,1.1415389,1.1468681,0.9269391,0.901054,1.151348,0.40521657,0.89453757,0.88161534,1.0421324,1.148762,1.0207618,1.0202743,0.8884026,0.9072632,0.92511123,0.9587596,1.142697,0.82609195,0.90589666,1.185951,1.1355842,0.8937221,0.9865095,0.9145799,1.1165512,1.0496655,1.0578892,1.0165288,0.88719046,1.0308597,0.83843654,1.0899069,1.1147023,1.1218902,1.2205018,1.0990214,1.096604,1.2199806,0.8859784,1.0310955,1.1879407,1.1116306,0.8181939,0.5537359,0.9020544,1.2345401,1.1750735,1.0083771,1.1286381,0.69089174,0.50174665,0.96661955,1.2140638,0.93762684,1.1906848,1.0651506,1.0304,0.97243094
bottle,1.0182289,0.85409296,1.1501161,1.2409883,0.8568956,0.8792171,0.89045286,0.6177859,0.97262543,1.3702301,0.7873422,1.3797234,1.3128734,0.9801756,1.3041247,0.7314866,1.0448021,0.0,0.5798168,0.85954356,0.8745762,0.8685381,0.40877742,0.9278358,0.6708269,0.96646684,0.91167706,1.2505119,1.0821886,1.1733915,0.8364241,1.0809382,1.2200527,0.9099401,0.93235517,1.1040503,1.0762379,1.3957305,1.1535119,0.5918976,1.3473893,0.31811655,0.95661414,0.8748456,1.1926019,1.1333632,0.8624835,1.098965,1.2205237,0.9578863,0.7367896,1.05845,0.7022933,1.2538898,1.0496843,1.0823582,0.8276777,0.96291804,0.8930185,0.82047874,0.9736121,1.2189864,1.1201348,1.2281322,1.1039011,1.0415868,1.331779,0.6793666,1.2558407,0.8796733,1.1918986,1.0685709,1.0014093,1.0905124,1.3159097,0.6380781,1.4232397,0.82704437,1.344075,0.6333966,0.8493668,0.424047,1.2993283,1.0334076,1.1981387,1.080285,1.1443174,0.61825234,0.99124134,0.8550714,1.1269546,0.92281795,0.96552044,0.98403907,1.3108275,1.3851354,1.236849,0.7073084,0.77797735,0.7149617,0.71333957,1.0643479,1.165533,0.8143797,0.9815068,0.8194345,0.9578954,1.1520772,0.8084199,0.6776259,1.0578524,0.8361516,1.0308877,1.2975124,0.61840284,1.3100312,0.93050563,1.260763,0.98575187,1.0908973,0.95265734,1.4442772,0.8236934,1.2101873,0.1602006,1.1740086,0.8596628,0.75074494,0.71447927,1.2842386,0.6415186,1.0202935,1.3261977,1.1835378,1.293388,0.6145439,0.7708063,0.90930206,0.4813109,0.84981894,0.66398525,1.1044451,1.0241163,0.9564991,0.8851583,0.8489756,0.72439826,1.1587346,1.1079922
bowl,1.1033314,0.78949106,0.99383336,1.2721654,0.8452144,0.8598739,0.88676435,0.66314954,1.0055333,1.3516164,0.67141086,1.3380309,1.3681962,1.0302984,1.2993795,0.84314865,0.978725,0.5798168,0.0,0.92487353,0.757289,0.9977508,0.552421,0.99504334,0.63708985,0.89432436,0.8763105,1.2372651,1.2096708,1.0203176,0.8175316,0.9587698,1.296698,0.65080065,0.9536195,1.0103357,0.9713419,1.4366533,1.0711765,0.51457655,1.2724476,0.34160233,1.1284753,0.73580825,1.2657282,1.3777776,0.961134,1.0061662,1.3896518,1.1652899,0.5690377,1.1151395,0.5848528,1.2905791,1.1289716,1.1496111,0.8228801,1.1075488,1.1825582,0.5694686,1.0628479,1.0614634,1.2156019,1.1218939,1.1583748,1.246639,1.250482,0.82567227,1.3819209,0.7515832,1.3094888,1.1842124,1.1182339,1.0656985,1.391474,0.90594405,1.4279443,0.67482,1.2371848,0.52180344,0.7802595,0.64581925,1.4198582,1.1431636,1.2507395,1.1071665,1.037447,0.54265016,0.9079662,0.94099605,1.1526775,0.8020563,0.95536375,1.0503793,1.446144,1.473204,1.0558475,0.5691552,0.6485436,0.7621448,0.68821824,1.1114368,1.1880116,0.6141959,1.0702446,0.3576274,1.0887959,1.0590733,0.9141681,0.5342097,1.1949675,0.8897747,1.1024036,1.3787856,0.7926241,1.4270918,1.0315616,1.2718258,0.8459372,1.0975732,0.8171045,1.2917109,0.7434548,0.9863898,0.6124116,1.2892066,0.6325313,0.5033189,0.7883376,1.0323708,0.61142707,1.1627429,1.424108,1.1284062,1.1655039,0.49832416,0.86524665,0.8312056,0.6497748,0.87526286,0.8276808,0.94725966,1.0453798,1.1585629,0.94310087,1.0505121,0.7083074,1.1542544,1.1753639
box,1.0110931,1.2644465,0.9958458,1.1101537,1.0441997,1.097068,0.97987336,0.530759,0.865499,0.8802973,1.2126076,0.7343364,0.96936554,1.0041234,0.81002367,1.2006435,0.556642,0.85954356,0.92487353,0.0,1.2318234,0.7614116,0.6259452,0.92449296,1.1996448,1.0156909,1.2987022,1.1843047,0.8092539,0.9806852,0.8400142,0.728104,1.0622864,0.98146987,0.88186896,1.02527,1.1133969,0.890906,1.061088,1.1934556,0.77904665,0.92167413,1.0555011,0.6272007,1.0491222,0.9196784,0.96856827,0.6624973,0.9520966,1.1972237,1.1543541,0.9870492,1.0282081,1.1066686,1.320206,0.736836,1.2326366,0.95923156,1.1386313,1.0205126,1.0460217,0.83761394,0.8669338,0.8268315,1.2732651,1.2203966,0.92606986,0.9815939,1.1598605,1.1758319,1.1056775,1.158162,1.0750327,1.0073934,1.0879959,0.8868691,1.0329835,0.9406198,0.78494513,1.0375019,1.1596338,0.6857227,1.0052196,0.96458274,0.9161194,1.1844586,1.1520749,1.3110482,0.94788414,1.2744224,1.2662046,1.1030151,0.8743565,1.0268439,0.9511381,1.0995679,0.6696712,1.07849,1.036935,1.1573588,1.1256616,1.1118629,1.0138369,1.0398932,1.0519052,1.1297628,1.0758444,1.0627058,0.6055435,0.7339109,1.2014726,0.87331593,1.0063176,1.0455986,1.0037745,1.1038294,0.98837525,1.1373267,0.9570998,0.91767955,0.9146377,1.0085946,1.3036109,1.1001508,0.9110733,1.0682079,0.9713133,1.0842067,1.0603995,1.0309306,1.208309,0.91878355,1.1010494,0.83439976,0.7265475,1.0748831,1.3625385,1.3603244,1.1002102,0.9719948,0.76141787,0.51102304,0.966541,1.1146797,0.8103382,0.86558175,1.3511708,1.0020926,1.0158259
bread,0.9778726,0.38463837,0.8631041,1.0464369,0.821285,0.8390714,0.51447445,0.89858603,1.4035406,1.4600294,0.78448486,1.3800788,1.4266201,1.0043716,1.3955084,0.8482811,1.11763,0.8745762,0.757289,1.2318234,0.0,1.1144599,0.9073148,0.98755723,0.82238626,0.9867759,0.26430917,1.2254548,1.2346702,1.0467527,1.0876594,1.2272921,1.3476605,0.99742377,1.0659468,0.7695554,0.72848105,1.4864123,0.5426129,0.57955843,1.5279843,0.74097896,0.8049103,0.91019124,1.1052357,1.1325212,1.2436264,1.1102118,1.2151244,0.9122373,0.3579678,1.1701221,0.8490207,1.2204643,0.65150476,1.2518024,0.63799256,0.9341579,0.9447726,0.8013723,0.84539694,1.1784331,1.1613594,1.424788,0.8980942,0.8914191,1.3608127,0.6187272,1.2892464,0.31835085,1.0137562,1.0212508,0.8815992,1.2874708,1.3921279,1.0356014,1.3572153,0.88074964,1.3288126,0.8516293,0.61825097,0.97570777,1.21639,1.3066564,1.4000167,0.9205682,0.46228546,0.5958298,1.0498042,0.787107,0.83923286,0.2997986,1.3623259,0.8582176,1.4458323,1.3869348,1.32614,0.67172873,0.69147855,0.7955101,0.5488104,0.8614937,1.1399808,0.53525573,1.0409094,0.5907035,0.8163253,0.6646377,1.1116141,0.7551641,0.9784565,1.1370829,0.95906,1.3783872,0.81875086,1.4003958,0.9499289,1.0355557,1.0273349,1.354555,1.3338832,1.3335305,0.44816256,1.1112639,0.7557821,1.1269603,0.93922365,0.7911151,1.0850964,1.1167533,0.5237924,1.2626854,1.3800647,1.2834373,1.5005106,0.4682969,0.54587936,0.73315287,0.7017871,0.9557132,0.69749594,1.2148358,1.1916744,1.0617087,0.9808446,1.30001,0.6264303,1.3314102,1.133057
broom,1.0694824,1.1660136,1.2380143,1.0123417,1.1560254,1.161367,1.0677001,0.7500677,1.1606929,1.1362555,0.9470307,0.8186345,1.1794734,1.0910804,1.1020318,0.7934122,0.988704,0.8685381,0.9977508,0.7614116,1.1144599,0.0,0.63021153,1.0702947,0.80779964,1.004119,1.0644774,1.1605461,0.48979783,1.0343354,1.0814246,0.9524489,1.1688921,1.0887295,0.73953575,1.0626596,0.98461115,1.0733664,1.0575957,0.89473367,0.92390805,0.7434222,1.074686,0.97685367,1.1616678,0.9503672,0.6610715,0.7069398,1.0271994,0.92528313,1.1701393,0.9527221,1.0563464,1.2802649,1.0788546,0.71671474,1.0783952,0.7946999,0.9427777,0.95870566,1.1166773,1.0032938,0.996388,1.0453718,1.0800115,0.8647573,1.0568582,1.028408,1.2425938,1.1386193,1.090311,1.0857695,1.1432749,0.7687969,1.2057971,0.6155549,1.1939886,0.7869725,0.733028,0.70954037,0.9782849,0.8674989,1.032212,0.87229973,0.9970879,1.131398,1.176654,1.06613,0.8712716,0.87785476,1.1096103,1.1843015,0.6641153,1.0565,1.0985988,1.0774431,1.075932,0.8261902,0.85093725,0.9213393,0.8124858,1.1152053,0.9309763,1.0044785,0.7818084,0.99944556,1.1102397,1.1445178,0.93229413,0.9672293,1.0144002,0.7940755,1.1647999,1.1600909,0.85996807,1.227498,0.9568,0.94772536,0.66717565,1.1661912,1.1544935,1.2921988,0.9957183,1.0779685,0.8936597,0.921899,1.032274,0.8236508,0.9194058,1.0617546,0.9974112,0.7757828,1.1764772,0.7967559,1.045875,0.9895081,1.003771,1.1267126,0.713822,0.8192877,0.83211607,1.0514227,1.117367,0.6029528,0.98999006,0.43616426,1.0223174,1.0375412,1.1170834
bucket,1.0865408,0.9446034,1.1482922,1.1874455,0.85168,0.89584833,0.9168738,0.4482441,0.9855015,1.3477883,0.9204663,1.256501,1.3170345,1.0239819,1.2568147,0.77763486,1.0057614,0.40877742,0.552421,0.6259452,0.9073148,0.63021153,0.0,0.92450535,0.6899538,1.0155102,0.97081214,1.368901,0.83108616,1.038795,0.8908491,0.9272848,1.2280707,0.794198,0.8246569,0.98893756,1.0337024,1.3265947,1.1750865,0.7912533,1.0941582,0.21714646,1.036116,0.76418257,1.2321022,1.0894964,0.85838693,0.9377711,1.1666417,1.0801092,0.8560059,1.0661184,0.9222544,1.2954216,1.1252635,0.98716056,0.9409396,0.9467646,1.0381961,0.8511164,1.0213435,1.1177946,1.1177045,1.1208847,1.178052,1.031935,1.2923381,0.74741215,1.3417573,0.8939087,1.2153856,1.0469809,1.0832598,0.9752159,1.2826052,0.5420611,1.3741496,0.82905865,1.1515609,0.67100614,0.8965632,0.49401295,1.2361933,1.0886564,1.1312575,1.1274664,1.1440833,0.89245856,0.93203086,0.9178596,1.2325003,0.9661529,0.8552695,0.9915866,1.2935581,1.3440608,1.1736922,0.8039798,0.84197354,0.7954986,0.7697711,1.0336787,1.1453183,0.9169743,1.0081716,0.80388194,1.0161265,1.0918878,0.63043976,0.57188976,1.1173728,0.7838902,1.1092138,1.3296039,0.67182255,1.3321581,0.95619607,1.1855835,0.87539345,1.1162508,0.94405013,1.3682617,0.9094253,1.2264231,0.45815933,1.1147184,0.8767443,0.6436698,0.82881635,1.1983865,0.79232556,0.9012271,1.2964215,1.015439,1.1798592,0.61626387,0.96448475,1.0904973,0.57399285,0.8291087,0.5814234,0.9434809,1.1458569,0.95951134,0.9042554,0.7577679,0.9083264,1.2328774,1.1107876
butterfly,0.30420804,0.9433592,1.1926873,1.2034693,0.83899784,0.9478378,1.0282712,0.80049,1.1733983,1.171474,0.98949236,1.2472479,1.2294902,0.29045355,1.1160244,0.93106294,0.8239451,0.9278358,0.99504334,0.92449296,0.98755723,1.0702947,0.92450535,0.0,1.0786188,0.93070996,1.0291001,0.89216274,1.213332,1.0720581,0.83241004,1.0058942,1.177058,0.94222724,0.91914093,1.2421851,1.1463199,1.250353,1.1040266,0.93781835,1.2040133,0.8752794,0.69278437,0.9551205,0.66972935,1.0269046,1.1143136,1.1824682,1.2334422,1.1846589,0.9698513,0.87487173,0.879598,1.1812289,1.1921022,1.1015154,0.5701896,0.91717345,1.1148218,0.869001,0.31603694,0.9534045,0.81801534,1.1677586,1.1704552,1.185805,1.1814691,1.0055507,1.2349975,0.88096654,1.1876609,1.0710032,0.62969244,1.2116821,1.2457392,1.0562478,1.2823731,0.87862015,1.1942492,0.8799448,1.02374,0.9224464,1.1933376,1.1429181,1.1702496,1.0407023,0.9683656,1.0337389,1.1093583,1.0900744,1.1419504,1.0247773,1.0576464,0.755888,1.2320676,1.3368194,1.0198915,0.894806,0.90548223,0.5903203,1.0826797,0.71531904,1.2020634,0.89709127,0.93872094,0.9410185,0.61526316,1.1361129,0.8948257,0.88917184,1.1838534,0.9199922,0.40540242,1.2438785,0.73191804,1.2865516,0.94300336,1.1712062,0.96063215,1.0794277,1.1029837,1.1342075,1.0773243,1.1455843,0.98348486,1.2692792,0.9988541,0.8856979,1.1192445,1.0351704,0.8481091,1.1136059,1.2478071,1.029611,1.0983921,0.79258513,1.1470857,1.1851217,1.004807,1.0911312,0.84458256,1.0590632,1.0057348,1.132949,0.87355137,1.091756,1.0705769,1.0742286,0.7490675
can,1.0988286,0.76153624,1.3904095,1.0941303,1.0250973,0.9798594,1.0661635,0.8067236,1.3615018,1.4720132,0.30592108,1.199524,1.4103372,1.1487738,1.5041349,0.5416023,1.2039231,0.6708269,0.63708985,1.1996448,0.82238626,0.80779964,0.6899538,1.0786188,0.0,0.66911036,0.6953394,1.1326737,0.88081896,1.2284493,0.9959846,1.2218696,1.1876935,0.94724035,0.8609091,1.1677746,0.779492,1.4060495,1.1375203,0.33334482,1.238177,0.39622438,1.0536672,1.1894499,1.3725061,1.3064266,0.72738826,0.728177,1.3255405,0.7868248,0.83907765,1.0825208,0.61657107,1.1972392,0.69008356,1.153058,0.6044378,1.0649806,1.0580952,0.9036176,1.0390204,1.2857373,1.2692935,1.3213727,0.70526683,0.71633375,1.3650203,0.72983265,1.2384712,0.8719413,1.2183454,0.8047186,1.1193682,0.9998199,1.1740168,0.7839377,1.3192279,0.86983615,1.1468773,0.5138526,0.82603323,1.1096165,1.3550009,1.0574098,1.147773,0.9035634,1.0794966,0.31483406,0.8538577,0.43099856,0.80353457,1.0139028,0.7991241,1.0356957,1.4539728,1.1948867,1.3475772,0.5161205,0.76383585,0.64589125,0.60430115,1.0887547,1.1185853,0.8458882,1.000228,0.6869921,1.1087521,1.23259,1.0608796,0.65540653,0.84265554,0.8232647,1.1967729,1.3714899,0.7186784,1.2191013,0.8469895,0.9352706,1.0155401,1.3420178,1.2519971,1.3859687,0.26939875,0.9115862,0.60452604,0.9670771,1.1828976,0.80926484,0.71489716,1.0924088,0.50919896,0.9351681,1.1812093,1.3040835,1.5295478,0.4384948,0.37034404,0.5122193,0.5007509,0.75480783,0.77113146,1.5316061,1.2186865,0.6704614,0.96413153,0.8321149,0.21698368,1.2329409,1.2064432
