,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
purse,1.4286852,0.70574486,0.6910766,1.2164291,0.7699488,0.75930923,1.0894749,1.0545467,1.3427628,1.1893232,1.2642279,0.5102256,0.7520469,1.2236792,1.2216911,1.3060105,1.1074114,1.2495664,0.65593696,1.0855507,1.1293572,0.9765676,0.9043803,0.76063216,1.1072087,0.5399838,0.60937214,0.8801805,1.2301217,0.47126448,1.278432,1.0322641,1.2147249,1.211503,1.1071581,1.2779987,1.1339861,1.2199816,0.73886585,1.1656328,0.6244295,1.2200536,0.7226061,0.9466312,1.2914875,1.2514842,0.8004626,0.9945927,0.75796247,1.1557161,1.0795133,0.887674,1.0509849,0.77461416,1.2262285,0.91012627,1.2914166,0.93604875,0.81161916,0.58315563,0.7317148,1.3001809,1.2471497,1.2834966,1.1956811,0.91207206,0.6438948,1.144699,0.9683547,1.2054266,1.1036699,1.2554754,0.3770675,1.0204035,0.8264118,1.0219052,0.5906559,1.022644,0.7056268,0.8174201,0.7156179,1.1154077,1.3032525,1.2166337,1.0097579,1.1821799,0.77574754,1.0138799,1.2172098,0.71164894,0.76659125,0.6574348,0.8543408,0.87969035,1.1102941,1.2296752,1.1475263,0.74753267,1.3838369,1.001749,1.3031547,0.64065474,0.6972712,0.93077636,0.96949476,1.1678038,0.38750482,1.211428,0.8855162,1.2131419,1.0776585,0.73455733,0.88326687,0.0,0.67257214,0.76875865,0.7419996,1.2521887,0.92003554,1.0075308,1.332682,0.9258938,0.6491204,1.0921228,1.095349,0.84008735,0.76859844,1.2220087,1.2251714,1.0555595,0.56811655,1.0929613,0.7420666,0.6678579,1.353785,0.76269186,1.2083714,1.1108713,0.88937503,0.98432297,1.1313314,1.2889719,0.78822416,0.7138132,0.80051094,0.88232857,0.3872589,0.8268919,1.3706449,1.1619636,0.8016409,0.5572342,0.61050326,1.1323965
radio,1.3589448,1.0080575,0.88851976,1.2764808,0.7785308,0.7615613,0.98809123,0.5422303,1.0070847,1.271138,1.1633936,0.7038523,0.83757997,1.3254088,1.1657305,1.2575499,1.0965168,0.9490261,0.62738293,0.7319419,0.53294015,0.9879336,0.9551202,0.6087135,1.0374354,0.50670016,0.75149965,1.0945122,1.369103,0.72220975,1.151624,0.7480661,1.0798485,1.2554321,0.96812487,1.0562682,0.91402245,1.0502908,0.7901145,1.1765304,0.8421818,1.0269305,0.6197166,0.8949647,0.9763393,1.1437993,0.90371513,1.000336,0.5192085,1.3299891,1.188481,0.9986342,1.1614395,0.8685456,1.2090135,1.1188931,1.1247859,1.009635,0.84561557,0.9886383,0.6743332,1.0970538,1.0784237,1.1915065,0.9759621,1.0965798,0.9405943,1.2658309,0.85481846,1.3087239,0.95870817,1.286938,0.6935129,0.91943336,1.0462108,1.2688074,0.6386587,1.3175788,0.6751291,0.772131,0.62987626,1.3111771,1.2749195,1.0143459,0.9155301,1.2730306,0.7375028,1.0665444,1.1978894,0.9126961,0.84946,0.96733195,1.0760002,0.99636495,0.82779616,1.2327691,1.3024771,1.1803362,1.1726068,1.1748393,1.2150726,0.78776073,0.78240573,1.033924,0.93792295,0.9842403,0.65549743,1.1817772,0.9612505,0.8472347,0.96339095,1.0200219,0.91197175,0.67257214,0.0,0.7905593,0.5891036,1.2438447,0.936865,0.98741525,1.0588108,0.97738874,0.65295535,1.305116,1.0702549,1.2125049,0.755246,1.0925976,0.82081985,1.3024434,0.91082215,1.1819079,0.5305818,0.9895842,1.0765767,0.64641106,0.9561946,1.1236522,0.97105,0.9910689,1.2914302,1.2007862,0.63698685,1.0232692,0.90052867,0.9680077,0.75432694,0.7697928,1.082228,1.1000733,0.93553054,0.6640723,0.87533146,1.0994792
raisin,1.2027867,0.9133958,0.30962944,1.5032712,0.36502445,0.49157703,1.118533,1.1873612,1.5229107,1.0781534,1.5452514,0.47046918,1.0855949,1.4216161,1.0365813,1.478286,1.2265437,1.2394166,0.8777596,0.9307601,1.2913646,0.75766975,0.8509649,1.0130829,0.9654168,0.8215151,0.69852424,0.60615003,1.2438108,1.1859064,1.1706346,1.0388144,1.3701558,1.2028128,0.92255795,1.4670546,0.80688345,1.1780705,1.2442404,0.96386576,0.40389884,1.5457045,0.75149536,0.90215206,1.0691518,0.9653937,0.78241223,1.4440365,0.8572898,1.3818097,1.1278985,0.49687183,1.1185777,0.4279493,1.1362616,0.7666263,1.220758,0.4517113,0.66683775,0.560189,0.70725656,0.91176087,1.1712699,1.3078198,1.442363,0.8489435,0.77549493,1.0673205,0.5525333,1.2010179,1.0917459,1.2835077,0.46628237,0.8663977,1.0660087,1.2909054,0.7316985,1.3826818,0.6641438,1.3339254,0.6845338,1.4043599,1.3057075,0.93347585,1.1857953,1.2767806,0.94165397,0.9063249,1.0944043,0.4467681,0.9720924,0.70981014,0.74136305,0.53184205,1.3482062,1.0191904,1.3249456,1.1846316,1.4352553,1.0382202,1.0827134,0.5182992,0.54497313,0.9370323,0.43833566,0.90615225,0.63674295,0.8618414,1.048898,1.0508783,0.8613899,0.47084975,0.68828857,0.76875865,0.7905593,0.0,1.1357224,1.0853943,0.63598925,1.1043713,0.8922285,1.1586286,0.7384564,1.3719301,1.3977003,1.3025823,0.8730591,1.4153583,1.2941818,1.3060443,0.44353724,1.2438232,0.65917665,0.83574164,0.9830344,0.6103274,1.0431603,1.1811215,0.5212625,1.200978,1.3038077,1.4671363,0.5052411,0.73167735,0.72150743,0.92078334,0.89745,0.36731577,1.3924425,1.161026,0.921984,1.1407775,0.39084822,1.3172917
refrigerator,1.2522892,1.084551,1.1619155,1.0391655,1.1280745,1.0896924,0.92307323,0.6971319,0.89424914,1.1422505,1.0435178,0.94384533,0.82315195,1.25543,1.0240065,1.2406722,1.1389534,0.9868641,0.60507774,0.9817802,0.72185516,1.0287858,1.0117959,0.61895066,1.1053879,0.51824725,0.6807346,1.3143818,1.1326041,0.590276,1.0895165,0.9325988,0.8016793,1.0792711,1.1547358,0.9102267,1.0987034,1.039238,0.57166225,1.2875233,1.0492791,0.76594806,0.76770693,0.97892916,1.0318509,1.0785301,0.8583682,0.63966495,0.90270245,1.1452217,1.0999355,1.2180378,1.1487589,1.0450063,1.1312256,1.2693989,1.0725815,1.2377391,0.84988415,1.1496861,0.76295435,1.1627927,1.0676489,1.0109742,0.69584787,1.1883241,1.0387614,1.1042663,1.2402602,1.1192867,0.93754447,1.2488697,0.8305987,1.0309904,1.0232633,1.1014441,0.779198,1.1863288,0.85830045,0.4202615,0.77882445,1.1075121,1.1562866,1.1911296,0.8526948,1.2695448,0.6267039,1.2566247,1.1031244,1.1776718,0.8900292,1.2428812,1.2420067,1.2241265,0.5122775,1.0459358,1.187555,1.0873396,1.0779213,1.1351594,1.1232512,1.0080873,1.0411181,0.9256259,1.1930077,1.0549178,0.85359436,1.1086714,0.7527161,1.0171558,1.0257492,1.2075316,0.94766575,0.7419996,0.5891036,1.1357224,0.0,1.2892458,0.9217122,0.9094426,1.1520694,0.9634627,0.6812077,1.0784727,1.0053068,1.0851393,0.7552093,0.7576399,0.8181532,1.1410391,1.1430963,0.9852601,0.83754015,1.1539432,1.1251152,0.80169976,0.9446073,1.1698664,1.2105272,0.88352525,1.116296,0.9623688,0.96639794,1.1710604,1.1169289,1.0152717,0.76388514,1.1452127,1.0690261,0.9510794,0.75532436,0.3980835,1.1169549,0.76296306
rock,0.66826147,1.127255,1.2216927,0.90025115,1.1606897,1.2278159,1.0742238,1.0008962,0.9393137,0.699412,0.70883745,1.2324989,0.9481549,0.8924441,0.91940814,0.6054561,0.7516725,1.0077846,1.3435364,1.1508548,1.0593196,1.0927635,0.99607694,1.266503,0.9730888,1.3322093,1.2699871,1.0403609,0.69795537,1.1179901,0.90664953,1.1214399,1.0087428,0.85729265,0.93976986,0.84747434,0.8091132,0.83486855,1.0213716,0.83646065,1.2753574,0.825607,1.2995548,1.153146,0.8363038,0.96490395,1.1883764,1.0616745,1.0874861,0.8942128,0.7349061,1.1130793,0.6351855,1.1890354,1.0421689,1.08423,0.9870152,0.89455277,1.2466048,1.1743398,1.2730249,0.9646864,0.99665815,0.7571027,1.0025878,1.1312057,1.0022014,0.6919922,1.0292808,1.0081043,1.0702341,0.8927922,1.2766497,1.1152347,1.0063046,0.8958372,1.1397021,0.7171196,1.2203205,1.1385204,1.2557504,0.80475765,0.68041027,0.90044445,1.165348,0.68622524,1.1036332,1.0847409,0.86869997,1.2043481,1.067514,1.0819061,1.068196,1.1283865,1.0334196,0.77142227,0.90899754,0.88683534,0.86089206,0.6852436,0.8094562,1.2348602,1.2624148,1.0481467,1.1055684,0.97451997,0.9832923,1.0048443,1.0350523,1.0892055,1.0719066,1.0883931,1.0690751,1.2521887,1.2438447,1.0853943,1.2892458,0.0,1.1513289,1.0384396,0.85090595,0.98085004,1.3255665,0.9178854,0.8233186,0.90270555,1.2268347,0.92394435,1.0245156,0.8009228,1.0978653,0.9451282,1.159768,0.97666276,0.84292173,1.2470851,1.06308,0.9162419,1.0020665,1.0459592,0.89870167,0.9322903,1.1950836,1.1657425,1.1598969,1.2459413,1.1224988,1.1889951,0.9551893,0.9805413,1.0575634,1.2402356,1.1976497,0.9890911
rooster,0.92045593,1.0963324,0.6772392,1.3513923,0.6059331,0.6903869,0.8783038,1.0593568,1.3698287,1.1225172,1.3907275,0.88758755,1.2012446,1.3940744,0.80989313,1.3477473,1.2974185,0.9717638,0.86736774,0.9968363,1.0829442,0.72976017,0.8402855,0.9748951,0.69088024,0.9035371,0.73178,1.011614,1.211793,1.2892463,1.0074838,0.95940614,1.092626,1.2400372,1.2060375,1.2400695,0.937447,0.94530565,1.1378726,1.0562704,0.7061837,1.4098275,0.83150756,0.746329,1.1914072,0.75361407,0.70568436,1.2743691,1.1179923,1.3326862,1.2014288,0.7859087,1.1941502,0.8408889,1.1225126,1.0890982,1.0259498,0.72492,0.2039839,0.98399466,0.6528461,0.67113274,1.0127525,1.2125869,1.2396075,1.1103852,1.0006244,1.1360141,0.7451417,1.2319671,0.84481275,1.2420439,0.6500517,0.6980638,1.0164798,1.3513248,0.8130302,1.3897973,0.8244823,1.1825578,0.75344884,1.3449776,1.1459161,0.88937616,1.0371882,1.2524999,0.796213,1.0767037,1.0145419,0.8589586,0.9966166,1.1009846,1.0465772,0.80110097,1.2137278,0.7970871,1.3927239,1.3885261,1.2050552,1.106325,0.93170404,0.8035734,0.7687881,0.77601814,0.7183189,0.85884285,0.92057717,0.8111651,0.69028723,0.995978,0.69596606,0.74863213,0.76447666,0.92003554,0.936865,0.63598925,0.9217122,1.1513289,0.0,0.83234334,0.9526334,0.98186976,0.65844446,1.3666292,1.1948018,1.4292939,0.78208315,1.3357422,1.2945966,1.3234304,0.8740094,1.238107,0.8260236,1.2620825,1.014954,0.63219815,0.9184091,1.0922583,0.7444397,1.0289547,1.3291646,1.2605851,0.6643802,1.0099634,0.9025516,0.9600965,1.0628527,0.54115844,1.2366916,1.0842298,1.0486267,1.0418099,0.8540085,1.2423627
sandwich,1.152931,1.0241294,0.911355,1.0322721,0.8272367,0.9082984,0.82903063,0.94892126,0.96847665,1.21675,1.118376,1.044954,1.1392998,1.1419549,1.0461318,1.0858622,1.164288,0.9302611,0.80207,0.7895745,0.963849,0.45462734,1.214149,0.9226539,1.0626072,0.9439132,0.8289801,1.2414721,1.1868666,1.2330927,0.8107015,1.0251447,1.1486259,1.0698308,1.0955251,1.0283899,0.7294147,0.841397,1.0566301,1.1456171,0.9202423,1.1608084,0.81388336,1.040915,1.1419841,1.0662053,1.063612,1.0681509,1.2118616,1.0605066,1.1778923,0.8579998,1.1234823,0.9976337,1.0803703,1.0816361,0.9993718,1.194432,0.8079674,1.0868778,0.68251,1.0500329,0.98834586,1.0650959,1.0308603,1.1397471,1.0198404,1.1914184,0.9814959,1.1545453,0.47364616,0.9839626,0.90358025,1.0927311,1.2575076,1.1828004,0.7873159,1.1327668,0.84726185,1.1169672,0.88328767,1.1259663,0.8075981,0.8684986,0.9244442,1.122387,1.0034337,1.0601546,0.83399564,0.9641366,0.7581561,1.227049,1.1725888,0.9592264,0.99279606,1.0754808,1.2779384,1.3111408,1.0072488,1.1345674,1.134983,0.9241817,0.8974726,0.8968249,0.9412428,1.1153241,1.0612041,0.8186083,1.028228,0.78427774,1.0638039,0.8413697,0.7892401,1.0075308,0.98741525,1.1043713,0.9094426,1.0384396,0.83234334,0.0,0.9390297,0.8910599,0.8708744,1.1448447,1.1024097,1.2375294,0.7256245,1.0786784,1.0380049,1.1239877,1.0664016,1.0670024,0.5694821,1.3199964,0.8969593,0.7299693,1.1193793,1.1175435,1.0726376,1.2274874,1.1491164,0.9018581,0.78188145,1.0604374,0.87132144,0.848141,1.0693727,0.9017702,0.8324791,0.99711716,1.1050403,1.1016532,1.0307436,1.117601
sauce,0.92059344,1.1015373,1.0260547,1.0993731,1.0977075,1.0023403,0.8261372,0.97421795,0.95707697,1.1020083,1.2373116,1.2144971,1.2459412,1.1117324,0.8727536,1.15525,1.0062202,1.074572,1.0363909,0.53672516,1.0925751,0.7354449,0.85743225,0.9137651,0.9926989,1.0451182,1.1533005,0.94572395,1.1879426,1.3339409,0.4862231,1.1177069,1.1494666,1.0560529,0.67698497,1.0852576,0.7837825,0.85106325,1.2222512,0.91691446,1.1605113,1.1529943,0.88495827,1.1396165,0.5916731,0.9634657,1.1143084,1.1939335,1.1330936,1.0975095,0.9285553,0.7917712,1.1630929,1.07133,1.1149795,0.9036549,1.031993,0.91022575,0.98975617,1.2254066,0.8788772,0.8147744,1.0380967,0.97233754,1.0098126,1.1348828,1.001354,1.1845804,0.9025126,1.135129,0.73301053,0.8868706,1.2611469,1.1129688,1.0663471,1.203768,0.95327735,1.0725285,0.99995476,1.1634924,1.1253217,1.0880066,0.6279563,0.40832698,0.9621591,0.96126765,1.1068418,0.95905596,0.68905634,1.2173138,0.9828237,1.1912965,1.1061857,0.97635084,0.9814254,1.0174195,1.1788967,1.2184526,1.0959336,1.1562803,0.96192896,1.1945459,1.1344478,0.95681363,0.44498724,0.9790029,1.2423593,0.53581786,0.82728004,0.47045493,1.0496851,1.0064256,0.8479971,1.332682,1.0588108,0.8922285,1.1520694,0.85090595,0.9526334,0.9390297,0.0,0.97990274,1.1438841,1.1836711,1.0734584,1.1819627,0.84758633,1.1716133,0.7701074,1.1581707,1.1660248,1.2323571,0.9880363,1.1166288,0.042204022,0.69720495,0.9775001,0.974877,0.87920606,1.1950685,1.1967999,0.9265878,1.0644672,1.1420145,1.0282961,1.0812843,1.1718724,1.1005726,0.61116415,1.048579,1.1113487,1.1755023,1.1651065,1.0946962
scarf,1.0201757,0.92089844,1.0931785,1.0071352,1.0430093,0.9097016,0.92322755,0.85611844,1.0056375,1.106216,0.98486334,1.1678522,0.8903402,0.877895,1.0653517,0.910768,0.80431056,1.0329528,0.9901871,0.98582673,0.94884956,1.0661958,1.0142716,0.8619853,1.056106,0.9349305,1.0660284,0.93848306,1.091587,0.87741995,0.910702,1.0981936,1.0492934,1.0248578,1.100879,0.93179125,0.94401574,0.8101038,0.9157474,0.9627466,1.1140571,0.9834364,0.97343427,1.1080211,0.945973,1.1035012,0.9310108,0.98824114,1.0541677,0.90521055,0.92388165,1.1684037,1.1514044,1.2004347,1.1275548,0.98950106,1.011954,1.0887947,0.9092239,1.1197128,1.130826,1.0243753,1.135556,1.0426805,1.0162655,1.1373665,0.75443995,1.161269,0.71880233,1.0754452,0.9814855,0.886516,1.0462767,1.1401811,0.82353467,0.9770436,1.0127177,0.752369,1.1983885,0.83924115,1.1950716,0.8719342,0.7832751,0.86840856,0.9475265,0.4928205,0.96152484,1.0858315,0.8735577,1.0937227,0.82220393,1.0369825,0.9735566,1.0892268,0.9894978,1.1247904,1.0172414,0.9092376,1.0586226,0.98407096,1.0814579,1.1527462,1.0842537,1.1001604,1.0053598,1.1103606,0.8579561,0.92502415,0.8400065,0.98449326,1.1018288,1.119679,0.96827185,0.9258938,0.97738874,1.1586286,0.9634627,0.98085004,0.98186976,0.8910599,0.97990274,0.0,0.9849646,0.9965739,0.67140776,0.8288279,0.9599006,1.1332178,1.0547706,0.85604703,1.1140758,1.0775865,1.0077974,0.9607923,1.003069,1.1322178,0.9756059,0.9190673,0.87118816,0.90739113,1.0715215,1.0970663,0.9937699,1.0478295,0.91836,0.8763504,0.7516365,0.98579055,1.0336229,1.1454027,1.0923538,0.8335951,1.1197215,1.1388049
scissors,1.3504161,0.99849486,0.7252999,1.361407,0.6982237,0.64775795,0.93380386,0.9820259,1.2338774,1.151383,1.342349,0.7553526,1.0032276,1.3661885,1.1140138,1.3690643,1.1060699,1.023863,0.60823554,0.88144976,1.0307046,0.81262875,1.0526596,0.69155,1.0139332,0.57368565,0.51904154,0.989311,1.2690408,0.9432978,1.2267027,0.9014862,1.1114337,1.2226266,1.1688195,1.1991973,0.94329,1.0739133,0.9453816,1.1874372,0.64732945,1.2873201,0.67717016,0.8354453,1.2035544,1.0888082,0.71321404,1.162421,0.962119,1.3475064,1.280771,0.9277617,1.1537291,0.8216639,1.1831965,1.0526513,1.1098382,0.9517551,0.59263283,0.8884795,0.5515007,0.99306107,1.111103,1.2502606,1.2017684,0.88066375,0.8705948,1.1550297,0.80132926,1.2230239,0.93206245,1.2700324,0.49854636,0.83704543,1.022571,1.3069909,0.8082104,1.2897449,0.6811672,0.8477488,0.64610684,1.2774723,1.1826209,1.0962062,0.91948706,1.2743399,0.70881987,1.0114455,1.166164,0.7804297,0.9132897,0.90804005,0.99705625,0.8906568,0.9759175,1.0238165,1.3586228,1.2899342,1.3252499,1.0545791,1.1988955,0.6987316,0.67341495,0.8689816,0.90786433,0.99810004,0.78865236,0.95783746,0.9123905,0.9467476,0.91295904,0.88328224,0.8311888,0.6491204,0.65295535,0.7384564,0.6812077,1.3255665,0.65844446,0.8708744,1.1438841,0.9849646,0.0,1.3761184,1.1064631,1.3099905,0.5264991,1.2885965,1.1132376,1.1978588,0.8584673,1.2006983,0.7770138,1.1331131,1.1649742,0.5354386,0.96375823,1.1196989,0.8127985,0.9037064,1.3168097,1.2552975,0.5263545,0.94632673,0.82193625,0.79256713,0.8301524,0.6293688,1.1945522,1.1438396,0.94097567,0.6038995,0.71787536,1.1993982
shirt,0.84782004,0.99406326,1.3733172,0.4154669,1.3713086,1.3930879,1.0092976,1.1671852,0.7464795,0.9429922,0.5812252,1.342701,0.93397814,0.3569244,1.096238,0.6228019,0.9000506,1.0325197,1.2486912,1.2714486,1.0052947,1.3743889,1.2125902,1.198842,1.1204603,1.3481646,1.3224689,1.2405438,0.7765291,0.82401526,1.0158596,0.9337083,0.7319095,0.57102764,1.1046209,0.843435,1.3407707,1.0807317,0.7853274,1.1113406,1.4310844,0.54053,1.3297899,1.1522813,0.9288541,1.0842414,1.0711026,0.59933305,1.145315,0.2675358,0.8294631,1.3093351,0.87941027,1.3468819,0.5250017,1.0611129,0.9306628,1.316592,1.3657757,1.1432499,1.4710814,1.1329514,0.93356407,0.8431966,0.69652426,0.949907,1.0751334,0.9261466,1.3999226,0.54359823,1.1385409,0.7021365,1.3267145,1.1804142,1.0540547,0.20867944,1.3480551,0.5063473,1.4350934,0.89029205,1.376971,0.6480951,0.92925876,1.1841466,1.0358256,0.6889862,1.1615747,1.0300637,0.9888932,1.2823787,1.2257794,1.0752056,1.0750946,1.2981334,0.7911093,1.1282101,0.27523887,0.43115425,0.7131257,1.0702294,0.9092627,1.4231899,1.4038854,1.1366726,1.3983247,1.1483839,1.2890608,1.2322348,0.9988148,1.2054095,1.212934,1.327268,1.3714727,1.0921228,1.305116,1.3719301,1.0784727,0.9178854,1.3666292,1.1448447,1.1836711,0.9965739,1.3761184,0.0,0.80585,0.32842815,1.3087319,0.58300686,0.86358464,0.77334756,1.2827808,0.83163965,1.4275193,1.0437913,1.1285876,1.5211307,1.0838178,1.0566009,1.3009708,0.7834199,0.17699027,0.6383501,1.4624808,1.1059638,1.3201407,1.1533765,1.1006974,1.4505335,0.829662,0.80216634,1.1286113,0.9999568,1.3473122,0.6134568
shoe,0.7455652,1.1984766,1.5089068,0.7797196,1.4163032,1.3071904,0.8154596,0.6426853,0.618419,0.89279896,0.49061888,1.4104637,0.8146242,0.6723611,1.0349215,0.48610806,0.44321966,0.6930623,1.1157973,0.9823776,0.6993245,1.3242363,1.1458988,0.8730131,1.0249624,1.0098951,1.2170383,1.3220408,0.7816409,0.7804498,0.96089804,0.99674314,0.6378919,0.7703926,1.2427121,0.5109964,1.192516,0.808355,0.84873563,0.9952539,1.4171087,0.4979449,1.1294508,1.2412847,0.7428041,1.0895112,1.1356273,0.838002,1.1116067,0.72387135,0.9261165,1.4917498,0.9756056,1.4556243,0.9978375,1.3593471,0.72461134,1.220499,1.2013777,1.4101222,1.2820655,0.90023446,0.9096953,0.67274076,0.6689463,1.2170198,1.032866,0.94409317,1.0330513,1.0221319,1.0194389,0.9194401,1.2854587,1.1851733,0.8567256,0.78527915,1.3504598,0.5118481,1.2653786,0.75468856,1.33157,0.6398348,0.74116963,1.025924,0.9032983,0.64131516,0.9313301,1.2035899,1.0492437,1.523176,0.93079674,1.2810841,1.3296795,1.4265037,0.7808236,0.9429816,0.79481363,0.83996797,0.6843513,0.92109305,0.9793477,1.3719566,1.4006678,1.1629537,1.338118,1.1549813,1.0943135,1.1070303,0.8330325,0.94181186,1.1839875,1.4345181,1.3416898,1.095349,1.0702549,1.3977003,1.0053068,0.8233186,1.1948018,1.1024097,1.0734584,0.67140776,1.1064631,0.80585,0.0,0.7839015,1.081626,0.7823528,0.795198,0.56564087,1.4161892,0.9710135,1.2852787,1.1733342,1.024452,1.2619145,0.8650275,1.0022966,1.3436575,0.6879903,0.8593901,0.7308245,1.1588767,1.3886961,1.2941234,1.1758885,0.93663055,1.2498697,0.7489747,0.99444604,0.9948418,0.8049078,1.4433022,0.85162514
shorts,0.9429892,0.72948027,1.3351862,0.5131672,1.3996626,1.356557,1.0813634,1.176343,0.92117226,0.98739487,0.75160635,1.1748524,0.8223032,0.4178331,1.1152713,0.7375523,0.86361766,1.1859306,1.3039006,1.3210121,1.0814445,1.3601892,1.0390835,1.2222867,1.1448479,1.155098,1.2562354,0.98990875,0.8700129,0.5711582,1.0146769,1.0485433,0.9228504,0.77161705,1.0127716,0.86956,1.3441144,1.1200385,0.7545213,0.8954594,1.336107,0.7169192,1.3224196,1.1357808,0.92784846,1.1623476,1.0215948,0.69888884,0.92748153,0.3742702,0.6388756,1.2523444,0.8900144,1.2776265,0.8517287,0.821897,1.0763237,1.2433307,1.3742844,0.95127606,1.379384,1.2144051,1.0987916,0.900449,0.9051438,0.89448106,0.7814115,0.9580134,1.3097641,0.69230783,1.2452157,0.6124706,1.1790538,1.175904,0.85287917,0.44522357,1.2315652,0.4318987,1.3007435,0.87563026,1.3489661,0.46697092,0.95259315,1.1921868,1.1880207,0.51903826,1.1120617,0.9942278,0.9413222,1.2012945,1.101158,0.7848462,0.9039819,1.2218096,0.85563123,1.1634321,0.3614937,0.15968347,0.94323844,0.9723419,0.9658645,1.2779205,1.2343404,1.1258607,1.2952697,1.1408211,0.97621244,1.2064452,1.0414649,1.3108838,1.2251498,1.2351462,1.2591963,0.84008735,1.2125049,1.3025823,1.0851393,0.90270555,1.4292939,1.2375294,1.1819627,0.8288279,1.3099905,0.32842815,0.7839015,0.0,1.289182,0.85377014,0.9619706,0.7456434,1.044816,0.93114847,1.4180878,0.73244417,1.166076,1.4430221,1.0850778,0.8913083,1.1875367,0.84191656,0.4569757,0.95420456,1.4648226,0.9033646,1.0801835,1.0240031,0.80533576,1.4805095,1.047353,0.99955565,0.97876453,0.93903905,1.1750576,0.8706964
shovel,1.343219,1.0293758,0.85364366,1.2408998,0.816545,0.7062971,0.9247373,0.8975479,0.9521625,1.2609844,1.3655586,0.784811,1.0261652,1.351537,1.0658985,1.3733113,1.1619687,1.1512977,0.5544073,0.53563654,1.0615326,0.78147453,0.8566213,0.55406636,1.1242849,0.5935655,0.73445654,1.076635,1.3070135,0.93554837,0.98724693,1.0340374,1.0727104,1.2504549,0.88923764,1.0954796,0.9073586,1.0139503,1.007991,1.1383804,0.7112541,1.1873634,0.47028458,0.9522839,1.0419036,1.1856518,0.9862177,1.0733054,1.0051547,1.2791445,1.1165707,0.92378443,1.199433,0.9384678,1.2584469,1.1041515,1.223278,0.9283478,0.697044,0.9784898,0.44553095,1.1066086,1.2258224,1.1730379,0.9968067,1.1358103,0.8994851,1.2494016,0.8977735,1.3006856,0.85504854,1.1987253,0.7543794,1.0516907,0.9743823,1.2941213,0.76792556,1.1783855,0.57346106,0.84370834,0.7630383,1.132742,0.9017221,0.88805515,0.8516691,1.2347295,0.95047295,1.1035482,1.0096726,0.9389767,0.6981327,1.0430996,1.1241224,1.0149368,0.8890681,1.1996981,1.3811393,1.2695291,1.2918864,1.2226142,1.3115389,0.6939272,0.6330996,0.8665662,0.86652446,1.1532465,0.8887603,0.95323557,0.85190046,0.6752985,1.0905999,0.92670316,0.8913519,0.76859844,0.755246,0.8730591,0.7552093,1.2268347,0.78208315,0.7256245,0.84758633,0.9599006,0.5264991,1.3087319,1.081626,1.289182,0.0,1.1920062,0.6818044,1.2037303,0.91851914,1.2043693,0.64309937,1.0978124,0.8506079,0.3035506,0.7775327,0.9072332,0.93222547,1.136034,1.3093395,1.0004599,0.68111336,1.0512786,0.7929331,0.72604114,0.7872425,0.81446403,0.8629489,1.1293963,1.1318103,0.5723534,0.9151222,1.167147
