,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
muffin,0.81000376,1.0774786,0.8769633,0.97964954,1.1710123,0.87052596,0.9905413,0.73088455,0.7856308,1.1121602,1.2547573,1.2739557,1.3021011,1.160387,0.7720324,1.1334311,0.96363246,1.0650852,1.0998902,0.9641993,1.2341509,0.39842898,1.1792064,1.1376729,0.85624975,1.3380035,1.1483111,1.100749,1.16686,1.4452261,0.44301438,0.85176635,1.2677952,1.2050426,0.8822583,1.2854474,0.2698915,1.1769166,0.38429064,1.1389365,1.2475581,1.0877888,1.0514605,0.94237965,0.81287783,0.986148,1.233177,1.2266897,1.2742765,1.1109496,0.70525527,0.96919626,0.98337895,1.1798573,1.0504003,0.8700436,0.91113997,1.2287645,0.8480841,0.7655032,0.99787045,1.1267543,1.125211,0.8759732,1.1590415,1.0236937,1.1069341,0.8477622,1.1428442,0.9695766,0.8812979,1.2226343,1.026881,1.3298614,0.96627,1.2810651,0.9516166,1.1468033,0.48696077,0.89164925,1.1309378,1.1621579,1.212783,1.080591,1.1429499,0.0,0.993638,1.0181847,1.1912907,1.0955843,0.7133384,1.1130741,0.87384295,1.3130795,1.3685704,1.1000898,0.3356793,1.0552347,1.0688093,0.93346745,0.38795555,0.86937976,1.19501,0.22374213,0.9537399,0.5540652,0.89870965,0.5819275,1.0018196,1.1958793,0.92896855,0.7045624,1.0151031,0.6944731,0.7994185,0.6801046,0.9301468,1.0015283,1.2670557,1.0839028,1.3536282,1.1092947,1.2168396,1.1354403,1.1226668,1.1538355,0.9482634,1.1410924,0.6327083,0.945955,1.2794181,1.0480466,1.0109471,1.154804,1.2421286,0.9968523,0.83172774,1.17542,1.1915307,1.2970908,1.0413318,0.9655098,0.85383475,1.0370511,1.0365932,1.1711334,1.303597,0.9872963,1.1717291
nail,1.3343889,0.79357576,0.16042185,1.156322,1.2722324,0.6663565,0.3946694,0.6098412,1.0264956,1.3111589,1.452796,0.43346405,1.3295627,1.4300711,1.0327158,1.3390692,1.3284235,1.2830102,0.53322524,0.6210873,1.4775281,0.5781995,0.83632505,1.0335948,1.0110704,1.0149761,1.0554355,0.27489436,1.3021605,1.2667952,1.323215,0.68799293,1.4692589,1.3195215,0.84041655,1.2625586,0.8470185,1.3130558,1.1579654,0.19871914,1.4883871,0.71183234,1.1114385,1.294163,1.232012,1.2644186,1.3722125,0.99411,1.2908747,0.64250267,0.30804712,1.2640928,1.0414021,0.71963054,1.0931915,0.95450735,1.0575774,0.5944322,0.8307562,0.9963371,1.2079315,1.4258418,0.51943123,0.93478817,1.0259981,0.51260763,1.152961,0.7440565,1.1954231,0.4633062,1.1279969,1.3318794,1.0135165,1.3837247,0.6791031,1.1374297,0.6308161,1.065211,1.3414329,0.66523063,1.0255284,1.3525736,0.9703286,1.1248593,0.80008316,0.993638,0.0,1.0075217,0.5760889,0.39766264,0.31398904,1.4013324,1.2692407,1.3777959,1.3479832,1.3878273,1.1595782,0.4272263,0.39986956,0.91793406,0.80396366,1.1946139,1.1562878,0.87847346,1.2878112,1.0190035,1.1240072,0.5632088,0.5818491,1.038896,0.7223017,0.57508016,1.173458,1.1830033,1.3955224,1.1922362,0.8452174,0.5766458,1.3135145,1.1538014,1.2822073,0.8245956,1.2919803,1.3795704,1.2685728,0.27147543,0.44319147,1.0668744,1.2179321,0.727087,0.8661903,0.9693588,0.38584584,1.3064001,1.3499672,1.3539073,0.6070886,0.43911785,0.47116637,0.5999835,0.7868416,0.7536051,1.2704232,1.1701195,0.7665578,1.2493019,0.9472028,0.2718045,1.293531
napkin,1.2172278,1.0416455,1.079073,0.99062634,1.1028953,1.0072376,0.883394,0.9627764,0.81417716,0.9703439,0.92115474,0.91287935,0.75872326,1.0969397,1.10213,0.85956335,1.0781977,1.0537314,0.84420943,0.73878413,1.0940531,0.8597887,1.0033584,0.79971814,1.0325692,0.7248777,1.1172403,1.030321,1.177654,0.80097586,0.93730044,0.99861336,1.0111599,1.1800115,0.8349551,1.1033419,0.87929296,0.8277199,0.9034467,0.97361314,1.0463508,0.78334135,1.1233239,0.96333176,1.1538105,1.2326459,1.0553037,0.9443929,1.1473916,1.0809171,0.8015015,1.0415422,1.2857853,1.1328188,1.1826288,1.1492522,1.0008333,1.0570077,0.75062,1.1673131,1.1840739,1.0876997,1.19521,0.55904484,1.0195917,1.0671268,1.3018575,0.88094807,1.1653936,1.0720261,1.116603,1.1769421,0.8871789,1.1306812,0.7374765,0.87154424,0.7742573,1.1139181,1.0546263,0.7959653,0.55868316,0.9711998,0.8203359,1.0590457,1.2603143,1.0181847,1.0075217,0.0,1.0006484,1.0924336,1.0314873,0.8681666,1.1762607,1.1950895,1.0708688,0.98965675,0.9220946,0.85453534,0.9142025,1.0726879,0.7788867,1.1099838,0.71004045,0.9682711,0.9851332,0.86809707,1.0728754,0.89707834,1.07319,0.9150362,0.7840287,1.1641629,0.85445845,1.165518,0.9864486,1.0539008,1.0233153,1.0399026,1.190737,1.175454,1.075918,0.7547475,0.98887074,0.8681592,1.144928,1.0057927,0.6735986,1.0062783,1.0153543,0.72752404,0.81090534,0.7533771,1.0504007,1.2000656,1.2153649,1.0296891,0.8302978,1.0914152,1.0110601,0.90373456,0.1069631,1.1417645,0.91629755,1.0595629,1.0993488,1.0437421,0.7893918,1.082268,1.122987
necklace,1.3277766,0.5947491,0.643493,1.1976476,1.2825941,0.98234844,0.61213684,0.7336097,0.88213176,1.3272011,1.43863,0.40322495,1.1930251,1.3261685,1.00931,1.3268181,1.1902323,1.2589523,0.6558517,0.8109642,1.4239931,0.77752924,0.7056339,0.9205938,0.872638,0.79022676,1.1156775,0.43227988,1.2224865,0.90970933,1.3818812,0.81647456,1.2818244,1.3010731,0.98598784,0.9890218,1.0039579,1.2628311,1.2460946,0.40725988,1.4621316,0.7209044,1.1536742,1.4020476,1.2888021,1.2161697,1.2908882,0.72920513,1.1045804,0.54056644,0.8076892,1.1984277,1.0561738,0.7155185,1.0628879,1.0479972,1.0329435,0.51944876,0.6849438,0.9419107,1.1764601,1.3560617,0.5502357,1.071506,1.0010458,0.85216475,1.1427023,0.88291353,1.1131692,0.5251069,1.0138217,1.3249123,0.9302586,1.2287126,0.5713755,0.8633188,0.7515536,1.0428221,1.4234195,0.8278023,0.94754976,1.2740824,0.6367377,1.1095781,0.7979555,1.1912907,0.5760889,1.0006484,0.0,0.54071814,0.76897603,1.2928811,1.2280371,1.2060778,1.1330715,1.4182453,1.2486176,0.3931538,0.3411373,0.8758072,0.9466986,1.2157329,1.1182871,1.0461377,1.1605253,1.2028145,1.0787259,0.7954146,0.7703204,0.616322,0.7119832,0.7625041,1.095571,1.1508688,1.3629746,1.1944511,0.8441854,0.44137323,1.3006339,0.97290206,1.0670626,0.6045982,1.2794957,1.3339827,1.3822334,0.40380043,0.78402185,0.8875723,1.2615925,0.547446,0.59795576,0.933877,0.61919785,1.3142358,1.3378454,1.4740669,0.82331836,0.49760902,0.5858505,0.5109441,0.7832766,0.8979903,1.2539685,1.1028702,0.83026826,1.2244983,0.5698402,0.40398383,1.3409318
nose,1.3016124,0.61102116,0.44599342,0.9241331,1.109391,0.8299403,0.6185517,0.90021586,1.2245147,1.3674761,1.409795,0.54764724,1.2650528,1.1843339,1.0612397,1.3202842,1.2710063,1.3445084,0.86333305,0.98218334,1.4115692,0.81864417,0.8978482,1.1416844,1.0816263,1.0001878,1.1110082,0.2692809,1.1426258,1.0976794,1.2884887,1.0405864,1.3209609,1.2314806,1.0746592,1.0991831,1.0065595,1.2877553,1.2699378,0.56506765,1.3914516,0.92885184,1.1100271,1.3735232,1.1807874,1.0500903,1.233731,0.8808162,1.0646969,0.38683522,0.64753276,1.1612024,1.0079865,0.4166504,1.048463,0.95577234,1.0901463,0.38207388,1.0783772,1.1418072,1.1785468,1.3362148,0.30862677,1.0647333,1.0172465,0.68360054,0.9068794,0.8619137,0.85592747,0.61520237,1.1000746,1.2518499,1.0979605,1.2001389,0.99324036,1.134707,0.92432517,0.8072736,1.2730979,0.7243306,1.1039199,1.0649557,0.89072925,1.1349944,0.42675596,1.0955843,0.39766264,1.0924336,0.54071814,0.0,0.54477465,1.3883796,1.19968,1.1135696,1.1314497,1.3843684,1.1440868,0.7400062,0.64177716,0.96595424,0.9879021,1.1330969,1.1431726,1.0721065,1.2623582,1.2333889,1.0952567,0.6991803,0.51700824,1.0070022,0.8836506,0.6414939,1.2477063,1.1880778,1.3637745,1.1236758,0.86692196,0.7956271,1.1652944,0.91311455,1.0104853,0.990728,1.2243059,1.3996458,1.2491193,0.2849573,0.8514519,0.81776214,1.191521,0.9570458,0.8596568,0.78803205,0.6482773,1.157945,1.2433009,1.3837293,0.9777134,0.24344546,0.35184288,0.7365922,0.98287606,0.9662109,1.4085764,1.147873,0.9009304,1.2473742,0.92088115,0.39245987,1.2107418
orange,1.2862679,0.8588084,0.14574236,0.95498645,1.2711076,0.46491373,0.32296288,0.41669422,0.94511205,1.318948,1.4887058,0.6834331,1.3300478,1.4024785,0.9502531,1.3721774,1.2302605,1.2931314,0.7612627,0.6657611,1.4541056,0.41709828,0.8484677,1.0794172,1.0213169,1.1140459,1.0369287,0.37937653,1.3480066,1.2697175,1.1676142,0.78027827,1.511991,1.3052888,0.8346369,1.3629457,0.63203275,1.3555353,0.9812381,0.5039737,1.4801142,0.8450481,1.0935113,1.1894368,1.1814923,1.1984617,1.424878,0.9807279,1.2982385,0.6969526,0.15200984,1.2087646,1.0713369,0.7434542,1.0903649,0.82555914,1.0853854,0.70486933,0.8908847,0.91124725,1.2563806,1.3993382,0.74165654,0.9209183,1.1179452,0.5521363,1.2309436,0.7815813,1.1548271,0.574703,1.075345,1.3474462,1.0357978,1.3722115,0.8187145,1.2243105,0.75563836,1.126329,1.2197573,0.52248514,1.1089648,1.2091762,1.0858047,1.132893,0.8932377,0.7133384,0.31398904,1.0314873,0.76897603,0.54477465,0.0,1.4343774,1.1932651,1.3971672,1.3608407,1.4261627,0.8894942,0.6658207,0.6250606,0.8589348,0.5709378,1.0955043,1.2392124,0.7457807,1.2112479,0.93143654,1.0797762,0.34176123,0.3473214,1.1157336,0.8168249,0.4773717,1.2310975,1.0992239,1.2724333,1.0324997,0.8959858,0.70340806,1.323915,1.1828096,1.2666886,0.87044185,1.3838146,1.3425746,1.2578206,0.45005512,0.47794545,1.0563148,1.0557094,0.73176706,0.99889636,0.98851943,0.47409612,1.3397048,1.3696177,1.3687824,0.5371465,0.605602,0.63075787,0.85924315,0.9019921,0.67610776,1.0835494,1.1578275,0.7594871,1.2531996,1.0250072,0.5284022,1.3153199
oven,1.1259009,1.2597768,1.4395468,1.1014584,0.7574037,1.273571,1.3097429,1.2994404,0.7924583,0.544837,0.58697677,1.1601267,0.5798366,0.870923,1.2577255,0.77944016,0.9412979,0.9374199,1.012657,0.9444551,0.6442245,1.272919,1.2066693,0.78014797,1.1829516,0.5784583,1.0033975,1.4187737,0.85459703,0.69431937,0.856086,1.0904677,0.45457745,0.862828,0.9218846,0.8666357,1.1863021,0.6085228,1.0466398,1.3183676,0.4591905,0.93476546,1.1167566,0.8205038,1.1203853,1.0916479,0.44561517,0.88916874,0.8689598,1.3501914,1.3844028,1.005658,1.0456295,1.3473057,1.058737,1.3536159,0.98285055,1.3501099,1.0358273,1.3246835,1.0032595,0.6279366,1.3142493,0.97809905,0.9052197,1.4294796,0.9250799,1.1454632,1.0561105,1.3805654,1.230578,0.82020307,0.90535206,0.82602644,1.0525798,0.673005,1.023552,0.95203316,0.9753392,1.2574924,0.67786866,0.8809312,0.9824723,0.95707226,1.2547288,1.1130741,1.4013324,0.8681666,1.2928811,1.3883796,1.4343774,0.0,1.0583823,0.8207129,0.7688762,0.8212602,1.0638468,1.2150166,1.3190246,1.1171198,1.2136893,1.1677152,0.818401,1.0709292,0.85596144,0.95532924,1.1840112,1.3141999,1.3781207,0.8909964,0.95724154,1.3769263,0.3208133,1.1569518,0.8171718,1.1051801,1.1742723,1.1770033,0.7841054,1.1100571,0.8363552,0.9803872,0.5282548,0.4076475,0.78652257,1.4407022,1.2499988,1.0461642,0.98650086,1.1154847,0.9884523,1.0372465,1.3270376,0.7923584,0.795986,0.6891948,1.1799886,1.4014564,1.3786898,1.1364917,0.94322085,1.300637,0.8244788,1.0122375,1.2928371,0.7216344,0.8125485,1.3949097,0.6098509
owl,0.44047582,1.1632763,1.2580104,1.140571,0.9220015,0.99254376,1.2563201,1.1927872,1.1238596,0.9263439,0.7846941,1.3707889,1.0228858,0.6500733,0.71963036,0.78939843,0.91467124,0.7981201,1.3957027,1.4285408,0.8166672,1.2389965,1.2054433,1.3113046,0.80661905,1.3078473,0.9832675,1.2787764,0.67932796,1.1904677,0.9602754,1.0749319,0.9616393,0.89721894,1.1699579,0.79887193,1.0510559,1.106251,0.84624225,1.3668251,0.8314148,1.4205365,0.7475918,0.89778256,0.4649973,0.5976826,1.0008739,1.1532695,0.91223305,1.0749346,1.2261169,0.84759855,0.7126479,1.1823388,0.8165462,0.6379004,1.0449493,1.2363803,1.2104005,0.7085002,0.71142006,0.94327587,1.1423316,1.1572472,0.9241385,1.1918491,0.824723,1.2123007,0.95381755,1.0823561,0.77173567,0.8226541,1.2038922,0.8286772,1.3066952,1.1672618,1.1905228,1.1464933,0.79357934,1.176518,1.1949224,0.83032763,1.0613109,1.0317951,0.9844955,0.87384295,1.2692407,1.1762607,1.2280371,1.19968,1.1932651,1.0583823,0.0,0.81613743,0.9610217,0.6447884,0.96151704,1.2915797,1.3264948,0.86088765,1.1817422,0.7030344,0.9724704,1.0438352,0.9988184,1.0982959,0.7879368,1.1222177,1.24076,1.1963823,1.2483314,1.0210639,1.191995,0.68085283,0.97575647,0.9883227,1.0611298,1.2640078,0.89408296,0.7360885,1.0395386,1.3241582,0.89514124,1.0176537,0.9007415,1.312897,1.3173993,0.9471031,0.99032193,1.2944415,1.1481488,0.9649271,1.3233974,0.779747,0.87608314,0.8566455,1.1919931,1.2655054,1.2922237,1.2930186,1.2819774,1.0915886,0.95249397,0.7035054,1.0782894,0.93728447,1.2986362,1.2572088,0.99514204
pajamas,0.9680666,0.9846645,1.3599017,0.80062616,0.3917123,1.1327692,1.3972709,1.3820875,1.4048634,0.8416594,0.50654566,1.1530073,0.75531554,0.31170964,1.2555262,0.63394433,0.9180401,0.9633799,1.4401455,1.49739,0.690124,1.5187243,1.2078965,1.293122,1.258644,1.0411935,0.93664247,1.1792777,0.48525882,0.72711617,1.0950733,1.3280721,0.58223236,0.42265564,1.3843522,0.6443761,1.4699445,0.8836343,1.2596775,1.3897697,0.60005194,1.4439154,0.967124,1.0406862,1.0456216,0.7909889,0.68449825,1.0711106,0.30031705,0.94778156,1.4735111,0.8743228,0.9176278,0.85190874,0.9846908,1.1276692,1.2161871,0.90876096,1.4402196,1.3112504,0.949908,0.8437101,1.009906,1.284638,0.8444246,1.2184008,0.62612766,1.3299319,0.5681693,1.3004258,1.1919683,0.3815509,1.2840977,0.13202351,1.4576125,1.0478634,1.4359729,0.8186742,1.0262957,1.0662347,1.2854302,0.35529375,1.0921569,0.93795997,0.8249763,1.3130795,1.3777959,1.1950895,1.2060778,1.1135696,1.3971672,0.8207129,0.81613743,0.0,0.21682179,0.72085714,1.2983259,1.4479039,1.4075998,1.1404576,1.4466428,1.1253268,0.71469736,1.367322,1.0772943,1.3055682,1.198962,1.3304958,1.0838395,1.0656792,1.4151539,1.3563548,1.1890836,1.2419229,0.7050079,1.1532273,1.18934,1.3751967,0.2858246,0.7089273,0.26855224,1.4501406,0.7028259,0.8783438,0.57345885,1.1766114,1.4461383,0.75045097,1.1275972,1.5133057,1.1633508,1.0493032,1.357302,0.5948926,0.34700346,0.76378375,1.4726076,1.0553061,0.9827955,1.2017167,1.2763444,1.3571995,1.1103611,1.0169268,1.1657188,0.92104065,1.1351509,1.2992414,0.7509058
pants,1.1150608,0.94454,1.3452015,0.8283845,0.4829961,1.181431,1.3533008,1.3528544,1.3435063,0.8698306,0.5701324,1.07299,0.7256423,0.53101456,1.302901,0.7307359,1.009124,1.1453019,1.2950112,1.3814423,0.82147,1.4407289,1.1517382,1.167291,1.296732,0.85391486,1.0018101,1.1980703,0.54795253,0.55582345,1.1034995,1.3177639,0.56296825,0.41197574,1.2723228,0.8129838,1.4160728,0.77846,1.2709355,1.3727653,0.66069174,1.2726178,0.9873697,1.1010177,1.1342351,1.0028508,0.5760075,0.97073156,0.29959357,0.9180989,1.4113979,0.9052001,0.9974542,0.9092654,1.074489,1.2479467,1.1700454,0.8895081,1.4466386,1.3786747,1.0420635,0.8519975,1.0282326,1.2093768,0.81012154,1.3076596,0.6503226,1.341973,0.742282,1.314265,1.1861513,0.4405889,1.1630013,0.20115721,1.4191025,0.91246986,1.2957801,0.76687133,1.1048764,1.0687631,1.1048012,0.44120735,0.93917805,0.9442569,0.880134,1.3685704,1.3479832,1.0708688,1.1330715,1.1314497,1.3608407,0.7688762,0.9610217,0.21682179,0.0,0.8524646,1.2978104,1.432758,1.4192269,1.1259546,1.4007107,1.1514001,0.73706365,1.3850236,1.0334513,1.3471725,1.2104564,1.2650465,1.0611614,0.93164796,1.2959795,1.3253074,1.0778596,1.3102001,0.81837606,1.1918938,1.1769087,1.3122727,0.27358842,0.7527962,0.082258284,1.3680811,0.7043736,0.8702282,0.6425811,1.1336225,1.3413122,0.8589216,1.1752692,1.4790117,1.0052983,0.94892246,1.3654095,0.69701433,0.34721392,0.803206,1.4719616,1.0286565,1.0168663,1.1686671,1.1428341,1.4408782,1.2062984,1.1054516,1.2120726,0.9078999,0.91188824,1.3072455,0.6927375
paper,0.48721683,1.2568628,1.4756839,1.0341705,0.70428145,1.1365832,1.4354818,1.3791978,1.1732904,0.61927766,0.40365195,1.3967614,0.74888444,0.3740849,1.093548,0.48583424,0.68782806,0.28008503,1.3797187,1.3400294,0.27752566,1.4676565,1.267201,1.1755214,0.9293077,1.1634684,0.9508941,1.449543,0.73988223,1.1027249,0.86266476,1.1941139,0.7207438,0.75517035,1.0963464,0.71229887,1.2324541,0.94092226,0.79248023,1.4279749,0.4981103,1.3842103,0.8512711,0.6248219,0.8109311,0.79151195,0.7695625,1.1506171,0.7842056,1.2762663,1.398158,0.9334959,0.94280666,1.1958704,0.9602709,1.0543585,1.0175154,1.345309,1.2749807,1.0245368,0.4925505,0.66723114,1.2586794,1.1867675,0.9745096,1.1574223,0.84170663,1.2799636,0.8182641,1.4042588,0.97707915,0.5457804,1.0930649,0.6493015,1.2791417,1.0429443,1.1976625,1.0378636,0.7772906,1.4412627,0.9985027,0.78941023,1.3052557,1.0995195,1.092207,1.1000898,1.3878273,0.98965675,1.4182453,1.3843684,1.4261627,0.8212602,0.6447884,0.72085714,0.8524646,0.0,1.0925676,1.3519936,1.4461211,1.1472906,1.2996695,0.9480751,0.7428238,1.1264693,0.99532956,0.8944135,0.9694518,1.4263306,1.4034201,1.3075007,1.2947745,1.3962636,1.0452489,0.8347286,0.68659604,1.0342643,1.1879133,1.4882655,0.681226,1.0125043,0.9283265,1.3553696,0.75404745,0.73854077,0.67858005,1.5245155,1.3582561,1.0504187,0.9719812,1.431904,1.3233261,1.1063881,1.3490913,0.66344887,0.61287844,0.47626042,1.3069289,1.3788896,1.311689,1.2743601,1.1939958,1.1944644,0.7463006,0.7154777,1.1711066,0.7935015,1.313281,1.4778843,0.73075724
pastry,0.8827232,1.1010693,1.0777268,0.901942,1.1165392,0.92385864,1.1114612,0.9664632,0.9006309,1.078098,1.1979587,1.3337897,1.2400439,1.1489404,0.8011509,1.1051474,0.9444893,1.0376468,1.0942774,1.0676644,1.1117413,0.5518596,1.1361402,1.0331225,0.9378365,1.3174422,1.2407074,1.191916,1.2015634,1.311831,0.3642577,0.94119066,1.1207353,1.2172894,0.81170917,1.3514024,0.26206815,1.0364726,0.32735026,1.2836044,1.1830122,1.0415082,0.9828934,0.84322,0.76484394,0.8487664,1.1485422,1.1282244,1.2042097,1.1098304,0.8750447,0.9252089,1.0340081,1.1071225,1.0447756,0.89314175,0.9164176,1.2237664,0.89431536,0.79878324,1.0642084,1.0392601,1.2193569,0.8995326,1.2098217,1.0839146,1.1520739,0.970952,1.0136665,1.15982,0.891937,1.156975,0.87489253,1.2929832,1.0291328,1.1809431,1.0135671,1.0133355,0.49472427,1.0395184,0.9778543,1.088583,1.1405095,1.0719782,1.1865497,0.3356793,1.1595782,0.9220946,1.2486176,1.1440868,0.8894942,1.0638468,0.96151704,1.2983259,1.2978104,1.0925676,0.0,1.1938646,1.1991664,0.98523587,0.41697907,0.8107996,1.1803288,0.42635858,0.91412115,0.6217328,0.8490156,0.67297894,1.0584228,1.1392579,1.0225328,0.7701836,1.0121825,0.7143712,0.79227024,0.6235304,1.0109957,1.0903447,1.2215834,1.1312518,1.2981856,0.96734697,1.1747833,1.0311042,1.1648173,1.2217085,1.0359246,1.0073997,0.5944595,0.9279112,1.167219,0.99096274,1.0809131,1.0989658,1.1766055,0.95659065,0.9538349,1.1618961,1.2552929,1.2526367,1.0098,0.9390764,0.82317567,1.0646539,1.1548043,1.1084656,1.2436653,1.1951194,1.0831593
pen,1.2891643,0.825612,0.5378973,1.2624526,1.3426759,0.94211197,0.5805537,0.5963578,0.7248865,1.2634015,1.4940969,0.40152407,1.1345396,1.5356634,0.9587127,1.3965378,1.1566732,1.1208506,0.5361249,0.5451428,1.4265987,0.5772519,0.55451846,0.89100814,0.813951,0.7940161,0.9292534,0.5017914,1.3594157,1.1102768,1.2540674,0.7139509,1.4393629,1.3781831,0.8799339,1.0124032,0.8954772,1.2436513,1.1181464,0.19408834,1.4820452,0.63293636,1.1977867,1.2725064,1.2739168,1.3253238,1.3566787,0.78086853,1.3866905,0.83452606,0.6175246,1.2442021,1.1885533,0.88936615,1.1065804,0.94340223,0.9686801,0.74867535,0.33304965,0.8601794,1.2366762,1.2908391,0.75605524,0.8280374,1.0515428,0.6628346,1.3351693,0.6718314,1.2362372,0.6312711,1.0632064,1.4120035,0.92947996,1.4235126,0.14789903,0.95615673,0.5978396,1.1782206,1.3080375,0.79493916,0.89185,1.4970205,0.7129592,1.0539991,1.0687212,1.0552347,0.4272263,0.85453534,0.3931538,0.7400062,0.6658207,1.2150166,1.2915797,1.4479039,1.432758,1.3519936,1.1938646,0.0,0.07377815,0.96037734,0.8305353,1.2070785,1.2025557,0.8608321,1.1692064,0.9146746,1.1139686,0.76340723,0.82116294,0.82706654,0.59555125,0.7893758,0.9260821,1.1176158,1.3874187,1.0931845,0.8350178,0.44108403,1.4725866,1.1543247,1.3827009,0.49912626,1.2813282,1.2348193,1.3469827,0.48513007,0.51564026,1.0821899,1.1521183,0.25782204,0.60167754,0.94528836,0.508419,1.3955988,1.4646426,1.4096249,0.6850757,0.71690065,0.6599359,0.42915034,0.62546015,0.7923203,1.1080031,1.0605257,0.7247735,1.1945386,0.7087022,0.3778466,1.3353231
pencil,1.3463624,0.7357292,0.45444572,1.1387945,1.3736383,0.917209,0.5282693,0.57509273,0.7638372,1.3727667,1.5853881,0.4178847,1.2297854,1.5399767,0.9315384,1.453785,1.1723788,1.1712546,0.5352037,0.5887754,1.4827507,0.56678605,0.4900574,0.89750504,0.8079737,0.81417525,0.96223646,0.3904482,1.3775591,1.0662715,1.2970798,0.73366,1.4769237,1.3752828,0.98322165,1.0438898,0.91134024,1.2706511,1.1996031,0.15414447,1.5530496,0.6189339,1.2047794,1.3328254,1.2959278,1.2947421,1.4062207,0.81498337,1.3826871,0.7432562,0.5886235,1.2450676,1.1811217,0.7536794,1.0876337,0.9124053,0.9417734,0.62243533,0.39806235,0.8800408,1.274028,1.3541644,0.6814833,0.8562192,1.0688107,0.6044774,1.3359396,0.66125447,1.1437911,0.5482781,1.1011012,1.4420857,0.96945184,1.4213271,0.2600835,0.9435883,0.6696156,1.1055758,1.3626354,0.6768807,0.9892398,1.4667333,0.6840006,1.026388,0.9895944,1.0688093,0.39986956,0.9142025,0.3411373,0.64177716,0.6250606,1.3190246,1.3264948,1.4075998,1.4192269,1.4461211,1.1991664,0.07377815,0.0,0.9619707,0.8253157,1.2076795,1.2367772,0.90607035,1.1215549,0.9586713,1.137014,0.73100126,0.7042855,0.8025058,0.65769213,0.7372062,0.9877783,1.1287494,1.411625,1.0826124,0.7623116,0.36248088,1.4848089,1.1175708,1.3468109,0.5139305,1.343508,1.3470358,1.3737913,0.3722887,0.568758,1.0027025,1.1574575,0.30123365,0.60407805,0.93619794,0.4583034,1.4294661,1.4716947,1.4490756,0.674647,0.59186566,0.5589994,0.38884246,0.68462855,0.7317717,1.1454504,1.0973345,0.6780762,1.1890715,0.6869136,0.31178176,1.3722829
penguin,0.96732247,0.942882,0.8634943,1.1003537,1.2015399,0.9801374,0.90348,0.8049748,0.9248042,1.08273,1.1741184,0.9806022,1.1503959,1.1106457,0.8207888,1.1381497,1.1158365,1.0067116,0.98098165,1.0008248,1.1769928,0.892431,1.1186148,1.0370967,0.9436106,1.0948534,1.0347018,0.9491737,1.0368475,1.185812,1.0528908,0.93169516,1.118055,1.1596191,0.99237585,1.1832978,0.903225,1.1160617,1.014496,0.91484785,1.1840745,1.0105226,0.96495736,1.0561026,0.892417,0.72180974,1.1513294,1.0856777,1.1252633,1.0245571,0.8884635,0.9775314,0.65539736,1.082134,0.7811376,0.8416486,1.0357219,1.0368732,0.9623124,0.7409127,1.0181475,1.1542115,0.94095135,1.0288311,1.0088469,1.0823064,1.0381843,0.9854712,1.1772747,0.669237,0.8591362,1.1268657,1.0237921,1.2038982,0.97427833,1.0970939,0.9131233,1.0755972,1.1215582,1.0196933,1.0580374,1.2082956,0.99521977,1.0664042,0.96101475,0.93346745,0.91793406,1.0726879,0.8758072,0.96595424,0.8589348,1.1171198,0.86088765,1.1404576,1.1259546,1.1472906,0.98523587,0.96037734,0.9619707,0.0,0.9355302,0.9472612,1.1743956,0.9295165,1.0454041,1.0208906,0.91718256,0.885056,1.048504,0.95342857,0.93423486,0.8054271,1.0630577,1.0115212,1.1435108,1.0810387,0.97839284,0.8548991,1.1324348,0.96835905,1.1282605,0.98060626,1.1242783,1.1325353,1.1211159,0.9553945,0.9487308,0.98739654,1.0852536,0.9574506,1.0264621,1.0970871,0.944301,1.0801057,1.1249837,1.1396887,0.8598585,0.9782227,1.0672776,1.0634521,1.0209141,0.853334,0.96693504,1.0702161,0.91412735,1.0726082,1.0508667,0.9118304,1.1350381
