,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
book,0.6498024,1.2207273,1.3992128,1.036183,1.1899825,1.2504964,1.2577578,0.9932353,0.7804592,0.5180615,1.227401,0.76216507,0.43240792,1.1412497,0.49531448,0.32503343,0.0,1.2927866,1.1688433,0.35209298,1.2823113,1.0514396,1.1780679,1.126254,1.1884513,0.85505605,1.1897259,1.0326873,1.1744802,1.073969,0.8908988,0.9461835,1.1789314,0.92326224,1.0990696,0.96352553,0.80273783,1.2569463,0.6864387,1.2125837,0.96441156,0.9033281,0.81200653,1.0124094,1.1045768,0.9951977,1.2334616,1.3715146,0.93488634,1.2679114,0.9506462,1.2049122,1.17891,1.2919786,1.0458306,0.8583799,0.4504087,0.71133256,0.6344009,1.2513158,1.1801171,0.8702603,1.0022141,0.91770947,0.8827956,1.3187454,0.85167503,1.0058004,1.2179703,1.1451612,1.1995797,0.82200396,1.1854028,1.0852526,1.3540581,1.0735279,0.8785911,1.0219964,1.1894557,1.3637334,1.2521284,1.3897703,1.3654699,1.300246,0.88649035,0.96633524,0.8026222,1.1113563,0.22207844,1.2618756,1.2318221,1.0533845,0.96286565,0.89045906,1.0701126,1.175647,0.86851656,1.0570977,1.3933127,1.4356015,0.915825,1.020298,1.1306262,0.90111744,0.99066234,1.0086209,1.2206832,0.9898414,0.85690415,1.173123,1.0298986,0.8763552,0.8985559,0.7219219,1.3059074,1.361009,1.1201322,0.9897841,1.2727796,1.041812,1.0820645,1.3533471,0.87847555,0.84032255,0.5469269,1.1060653,1.3064423,1.3437328,1.1244361,1.259585,0.6311358,0.53303415,1.0320152,0.7881647,1.0300305,1.3361971,0.8345623,0.9143044
bottle,1.4970266,1.008987,0.53822017,1.308043,0.80673736,0.7282579,0.82444227,0.63496286,1.4328715,1.4452882,0.6027875,1.3223032,1.4491601,0.946961,1.4858544,1.2544272,1.2927866,0.0,0.5654479,1.1855391,0.7764034,0.9804047,0.3765819,0.86938,0.7101873,1.0779139,0.7864659,1.2656703,0.7212264,0.71103513,1.2061217,1.2422228,0.4661858,0.9943824,0.874981,0.9541129,1.3818617,0.36587584,1.3062515,0.14981031,0.95816606,1.2219801,1.1011212,1.1308413,0.9589823,1.2657957,0.96763325,0.6962202,1.3144639,0.91413045,1.1451721,0.90701324,0.6314483,0.97146946,0.73206866,1.1447047,1.1074533,1.3121572,1.1341926,0.84701204,1.086303,0.79923284,1.284994,1.379648,1.3639555,0.66706,1.1985042,1.2761946,0.28065795,1.2052467,0.36595988,1.1466385,0.5803617,1.1500859,0.9026631,0.582677,1.4539847,1.1173224,0.92723453,0.55043316,0.8788497,0.4935935,0.7942513,0.73572683,1.1735886,1.1037021,1.3672779,1.2106141,1.4761992,0.44073355,0.4637859,1.0299746,1.2141676,1.2095083,0.9398676,0.6570932,0.9467417,0.9292563,0.8087919,0.8610763,1.0142093,0.60313696,1.0540377,0.9196134,1.1679127,1.0912756,0.5599657,1.3729953,1.3765062,1.1633265,0.6800057,1.1734324,1.2116582,1.4429952,0.788024,0.50360966,1.0226642,1.1533444,0.47614253,0.99065334,1.1293132,0.4855398,1.1840253,1.373804,1.3112456,0.65608543,0.836811,0.67027223,0.6036234,0.7774006,1.0785258,1.3372844,1.062269,1.0627174,0.7064775,0.4862759,1.2101465,0.9557258
bowl,1.3082058,1.1859639,0.6168208,1.4454861,0.88454443,0.81950605,0.5405491,0.53635633,1.1830198,1.352577,0.72433645,1.19656,1.3624892,0.86859834,1.3783077,1.1981945,1.1688433,0.5654479,0.0,1.0767561,0.5048883,1.0891236,0.4303288,0.86373097,0.861705,1.0621097,1.0030739,1.357321,0.97057515,0.74137235,1.2428311,1.4798723,0.626716,1.1537822,0.61720437,0.95410496,1.2030175,0.6647703,1.2779962,0.3964064,0.34417713,1.2053479,1.1720841,1.27192,0.9608093,1.3487707,1.2286017,0.63768744,1.4179955,1.1947312,1.2445716,0.88891923,0.83617485,1.1633189,0.4968031,0.986677,1.1604245,1.2785009,1.2102662,1.1300404,1.045544,0.783022,1.4546223,1.208914,1.4228822,0.8351317,1.137434,1.4925017,0.57663536,1.3599093,0.4612906,1.2694619,0.5695251,1.1242597,0.6905548,0.75412124,1.491135,1.1927918,0.67559886,0.91871935,0.85368276,0.85735047,1.067225,0.6596496,1.0330735,1.0777274,1.4171478,1.3815563,1.3261104,0.67944026,0.6499355,0.69090116,1.0216478,1.193472,0.62806153,0.680822,0.40092492,1.0197005,0.6895245,0.9669098,0.98419243,0.5178343,0.85708284,0.9091244,1.0351136,0.72938067,0.6360239,1.4815731,1.3329511,1.358741,0.46976113,1.1874199,0.8079082,1.329873,0.93193537,0.52053,1.1662264,0.73846453,0.3153121,0.95966786,1.1684741,0.8282958,1.236351,1.4398012,1.2029368,0.265536,1.1432648,0.9495541,0.71246076,0.8388688,0.9289706,0.8280585,1.0589658,1.1037294,0.90119594,0.7800224,1.2780967,1.0016727
box,0.87255454,1.2778227,1.4359428,0.9298036,1.1723087,1.26017,1.2806216,0.7805524,0.6731255,0.5281247,1.2717264,0.70016944,0.6628104,1.228736,0.6416931,0.65796083,0.35209298,1.1855391,1.0767561,0.0,1.2924044,0.95653546,0.9710954,1.2349758,0.92772967,0.9997192,1.2992504,1.0745113,0.95121336,1.0493814,0.72002697,0.93382657,1.1046132,0.8516911,1.0633264,0.7793439,0.8745667,1.3574026,0.5073863,1.0577993,0.93266284,0.9405302,0.91357213,0.8219801,0.95562893,1.0388727,1.2693052,1.4153898,0.94536835,1.3140149,0.8074145,1.3960402,1.1605552,1.3440028,1.064011,1.0925108,0.70428383,0.848109,0.647195,1.2763463,1.1811528,1.0217234,0.9932409,0.97719604,0.95773715,1.3647901,0.95170814,0.92599964,1.1301737,1.1272122,1.1777341,0.621348,1.1506755,1.1312113,1.277887,0.7906621,0.90264076,0.999952,1.1723098,1.4258952,1.1727397,1.4438156,1.3138468,1.3612556,0.6419922,1.1484568,0.7780274,1.0527835,0.48260683,1.3163978,1.3006316,1.0305822,1.0439047,0.7639929,1.0524929,1.1971849,0.85883856,1.1270096,1.4397922,1.3813667,0.8026273,0.7947056,1.2500688,0.6962126,1.0569674,0.9868082,1.2946875,0.9623029,0.9288938,1.1989639,1.013479,0.73408806,0.7312963,0.749984,1.383841,1.4035828,1.0595953,0.97357893,1.2896066,0.92785287,1.1153117,1.3839933,0.7719803,0.82564414,0.55820227,1.0378102,1.3398727,1.4193323,1.1338837,1.1513282,0.79175144,0.52216905,1.094369,0.78905666,0.8460082,1.4006745,0.7604761,0.9547013
bread,1.2157086,1.002954,0.4713412,1.3351754,0.68380207,0.84325916,0.50084805,0.96054286,1.326571,1.4508817,0.90965605,1.3308284,1.3378539,0.7651714,1.4182799,1.2757591,1.2823113,0.7764034,0.5048883,1.2924044,0.0,1.231416,0.90539086,0.7630241,1.16551,1.1909276,0.8354833,1.2873166,1.2005926,0.743523,1.3447424,1.4234948,0.8691947,1.2838991,0.30092728,1.2591441,0.95074815,0.77969325,1.4184911,0.7906904,0.7036172,1.0705959,1.0902083,1.3515122,0.9955864,1.2498791,1.0526489,0.4295076,1.2853961,0.983382,1.2647626,0.74070764,0.8795182,0.93503034,0.7964206,0.8933122,1.2039545,1.1499923,1.3957975,0.97484094,0.89120114,0.7867315,1.3099468,0.92905164,1.2982782,0.7577165,1.0687071,1.3723166,0.65896356,1.2962227,0.76365376,1.4854515,0.7473976,1.0073622,0.41513902,0.9533602,1.3904355,1.1903007,0.18578827,0.75396544,0.78048825,0.8134943,0.91067463,0.4434216,1.207653,0.8189182,1.4596003,1.3299932,1.2965269,0.7921792,0.7740905,0.7479955,0.8883568,1.2877284,0.2873649,0.83512676,0.60573363,0.9140245,0.27642322,0.55635494,1.1681834,0.88977975,0.84892815,1.2089467,0.9313385,0.6995977,0.7756695,1.4082963,1.2730529,1.2483289,0.85835725,1.3205235,1.1843551,1.2917637,0.85688317,0.4822219,1.0486286,0.740792,0.6388912,1.1196427,1.1179627,0.78223455,1.2428308,1.4218807,1.2943684,0.488303,0.89645,0.7492933,0.9714166,0.8606539,0.9996384,1.1182683,1.074724,1.2324089,1.2082325,0.7944899,1.3485295,1.0460092
broom,0.9961559,1.2606668,1.2723483,0.8854378,1.2519102,1.1606184,1.0270596,0.8596095,0.81129,0.9022331,0.9179472,0.959547,1.0233759,1.0795578,0.9909889,0.9256244,1.0514396,0.9804047,1.0891236,0.95653546,1.231416,0.0,0.8970393,1.0543324,0.7822084,1.0997189,1.1510608,0.9617521,0.72027713,1.1051148,0.7289233,0.91815364,0.97486985,0.8689263,1.1702225,0.9438454,0.9873144,0.975471,0.744504,0.9432901,1.1157851,1.0029749,1.0460756,0.76234186,0.88017374,1.0122714,1.0589814,1.265346,1.0208014,1.1601262,0.985493,1.21125,0.9183662,1.1278458,0.88952464,1.0601479,1.0033259,1.023281,0.8441994,1.1825688,1.1936097,1.1701678,1.0381137,1.0431075,1.0399133,1.2759558,1.0781217,0.91276693,0.9549576,0.96357936,0.8235762,0.6551787,0.99890274,1.1043283,1.1725177,0.8112457,1.0147586,1.0906878,1.1813679,1.2576926,1.0719421,1.0995933,1.1465919,1.2631238,0.8260371,1.0303603,1.0284612,0.9688004,0.99435246,0.89165413,0.8634104,0.9498834,1.0919173,0.9845203,1.1478648,1.0232899,1.0078921,1.0986423,1.2511574,1.1978575,0.9506916,0.97212976,1.104934,0.7297827,1.0563747,1.0881684,1.0392843,1.0188602,1.0917077,1.1007152,0.771341,0.89294595,0.7662339,0.8115016,1.2414541,1.0932807,1.138232,0.97106755,0.84168625,0.8177445,0.8116259,1.2094494,0.89849883,0.9821395,0.88642573,1.1838909,1.1941566,1.148547,0.6495397,0.9591161,1.0172176,0.8126198,1.0901027,0.8854601,0.6504185,1.191981,0.91425145,1.009753
bucket,1.3836681,1.0465257,0.9459594,1.2980081,0.94305557,0.86097336,0.90894186,0.44967306,1.2351675,1.3038428,0.7616128,1.0310302,1.3192124,1.0806236,1.3341395,1.2270465,1.1780679,0.3765819,0.4303288,0.9710954,0.90539086,0.8970393,0.0,1.0069921,0.47898233,1.0622985,1.0896518,1.3047628,0.63776773,0.89167356,1.0920863,1.1486197,0.6675241,0.8721575,0.8914128,0.69957334,1.3276145,0.81950855,1.059502,0.15287334,0.7989055,1.1571308,1.084939,0.9901186,0.8977778,1.3525075,1.1103392,0.99169827,1.4052434,1.1628752,1.0643921,1.0809814,0.7342596,1.0939577,0.7688037,1.1762719,1.0805027,1.2546957,0.9677367,1.2283142,0.99719095,0.87166524,1.3688674,1.3807118,1.3015075,0.9715095,1.1261553,1.1540955,0.34512544,1.1014384,0.6698134,0.8701265,0.6883854,1.1117619,1.0037038,0.45835245,1.2730342,1.0135679,0.97715867,1.0802155,0.7888629,0.91947114,1.0636964,1.0337454,0.92053187,1.2103436,1.2012472,1.1229044,1.3571072,0.7948222,0.7758238,1.010097,1.0886488,0.9867694,0.99139917,0.6857628,0.8722619,0.9805631,1.0194048,1.135608,0.69506985,0.5088871,1.0485786,0.67880905,1.1720275,0.9230032,0.63660264,1.3212602,1.2119178,1.1702532,0.50760454,1.0336821,0.88145095,1.3298783,0.9958472,0.7419584,0.94369507,0.9753919,0.5581784,0.8505615,1.1170393,0.8815156,1.0786387,1.2748852,1.2184119,0.66560245,1.0905523,1.0901375,0.76623464,0.6160655,1.0337381,0.99780214,1.1280212,0.9205841,0.4449951,0.91077423,1.0952737,0.9016167
butterfly,0.78468883,1.0319413,0.7811955,1.3544029,0.91146517,0.96827185,0.79873145,0.8981491,1.3234923,1.3751271,0.87510395,1.2669175,1.3394272,0.29758906,1.3025825,1.0463526,1.126254,0.86938,0.86373097,1.2349758,0.7630241,1.0543324,1.0069921,0.0,1.203513,1.0476152,0.9313366,1.0558537,1.1514624,0.73366266,1.2848917,1.3644755,0.994046,1.1063031,0.85180926,1.2142769,1.1820202,0.6983018,1.3869648,0.89865947,0.7970891,0.88230354,0.92478895,1.3348312,0.95687616,1.1418085,0.9788849,0.86401,1.2563233,1.0645955,1.252955,0.4848299,0.75315714,0.96548146,0.6607593,0.42255372,1.0738392,0.90458715,1.2873654,0.99893594,1.0502291,0.7723971,1.2362798,1.2877566,1.3143363,0.7756623,0.7338702,1.260859,0.8940222,1.1970223,0.71543837,1.3166366,0.7859078,0.93682563,0.98752975,1.1382798,1.1731262,1.087986,0.711383,0.8582196,1.0040718,0.8172756,1.0189332,0.7937798,1.2844306,0.7214229,1.3948206,1.2877157,1.2363203,0.6904378,0.7209543,0.9824187,0.8178547,1.3767617,0.8019506,0.6920079,0.9691959,0.6957581,0.78947794,1.0122249,1.0769291,0.9114371,0.8718747,1.2102941,0.46930504,1.0453644,0.6180892,1.3792837,0.98995894,1.1613882,0.8177461,1.3040962,1.1994225,1.2820122,0.7498611,0.8377812,1.1293079,1.1225579,0.6813902,1.1380379,0.91114664,0.78023535,1.1101562,1.3150173,1.3428106,0.7223485,0.97826076,0.81183386,0.86747515,1.0225627,0.8270493,1.1802672,1.0027128,1.1129577,1.0372021,0.7560569,1.3032331,0.75311315
can,1.3436357,1.0373486,1.2090784,0.94941336,1.2838757,1.045621,1.1635844,0.6728591,0.90744853,1.0356268,0.6592723,0.7398587,1.2277232,1.2126664,1.125937,1.1531048,1.1884513,0.7101873,0.861705,0.92772967,1.16551,0.7822084,0.47898233,1.203513,0.0,1.0165727,1.0494037,0.938316,0.22084677,1.1571915,0.7157643,0.72741514,0.6678721,0.78642225,1.2375649,0.5653187,1.289408,0.9225634,0.78141904,0.659165,1.1655248,1.2231706,1.2045114,0.5950315,0.690046,1.1284823,1.0102286,1.2417445,1.1980693,1.0787319,0.88102436,1.2297503,0.9964549,0.98608446,1.03623,1.3814342,1.0867558,1.2158089,1.0700485,1.13349,1.0992106,1.2850535,1.1366705,1.2121187,1.136463,0.9810059,1.1966709,0.77590036,0.78786,0.6969271,0.8225788,0.67374885,0.890896,1.0144564,1.2017854,0.6344481,1.1837956,1.0084418,1.2662141,1.1202688,0.85859585,0.83608294,0.92704326,1.269348,0.6721214,1.3021472,0.92435527,0.66991603,1.2105597,0.86372375,0.8305383,1.2810141,1.2585007,0.8161899,1.2494112,0.9857795,1.0932077,1.1575714,1.1562092,1.2161031,0.812239,0.70319843,0.9944259,0.63515854,1.321809,1.1132915,0.93285453,0.981303,1.1862929,0.8513888,0.9679921,0.8578841,0.8648723,1.0740781,1.0000536,0.91643924,1.0056635,1.1973953,0.924487,1.0828046,0.8907689,0.99789673,0.8422235,1.0152977,1.0009663,1.0973942,1.0824617,1.0835892,1.0197725,0.7116208,1.3152148,1.0478859,1.1327623,0.76077795,0.55652744,0.98365825,0.87696123,0.98759997
car,0.846769,0.9538747,1.0491228,1.1008768,1.1738348,1.1092777,1.0205423,0.9582351,1.0239033,0.95440257,0.7850721,0.8432298,1.0546467,1.0896182,0.966279,0.84268427,0.85505605,1.0779139,1.0621097,0.9997192,1.1909276,1.0997189,1.0622985,1.0476152,1.0165727,0.0,0.9969693,0.84905475,1.0496588,1.0311031,1.1080853,1.0908053,1.0385312,0.88343203,1.2593936,1.0151234,1.1272506,0.8454852,1.0198463,1.1129211,1.0997744,1.0322574,0.98707515,1.0859028,0.9639331,0.85700536,1.0456822,1.0999501,0.9312993,1.0362589,0.7863335,0.80816007,1.0646536,0.99618757,1.0366552,0.8585924,0.92961913,1.0305263,0.7426309,0.9642909,1.0480727,0.71125805,0.9766777,1.027456,1.017468,0.87859464,1.0180415,1.1021882,1.168288,0.9571931,0.970909,0.9521394,1.1457887,0.9013673,1.1420197,1.315556,1.0380908,0.51342565,1.2354217,0.97259325,1.1261352,0.98717874,1.0728123,1.0655354,1.09285,0.994072,1.0650783,1.0356733,1.0278007,0.9184957,0.9274748,1.0255467,1.0155652,1.061651,1.1704483,0.97231877,1.0925562,1.0072645,0.98909444,1.1972983,0.9427021,1.0467532,0.77219605,1.1192381,1.0738043,1.1587601,0.9093995,1.0289298,0.9540972,0.8815634,1.1547797,1.0504581,1.1576936,0.9128262,0.84728354,0.92375946,1.2044661,1.1944456,1.0656531,1.1849165,0.9077993,0.96047527,1.0148159,1.0383652,1.0511758,1.0832882,1.0852439,0.93444985,1.092676,1.1214722,0.7555251,0.9662147,0.4130174,0.86779857,1.0589917,0.79433703,0.9887583,1.1362072
carrot,1.1829937,0.70827454,0.6140467,1.036491,0.86692077,0.785631,0.8060702,1.2109456,1.3587948,1.3457365,0.698246,1.2006832,1.2015643,0.990463,1.264165,1.1614009,1.1897259,0.7864659,1.0030739,1.2992504,0.8354833,1.1510608,1.0896518,0.9313366,1.0494037,0.9969693,0.0,1.0985909,1.1071995,1.0110608,1.3444387,1.2145151,0.7924523,1.0715716,1.0193653,1.4023187,1.0245785,0.4702456,1.4269617,0.9386848,1.1475102,1.1989148,1.1283913,1.2977161,0.9896639,1.1835042,0.5864925,0.70924544,1.0528077,0.47896117,1.2660666,0.6169625,0.89610875,0.6259481,0.89732397,0.9834237,1.1705039,1.0960824,1.3861308,0.55886495,0.8604281,0.79322433,1.0554234,1.061721,0.86471313,0.7116779,1.062096,1.2757462,0.95953125,1.0337317,0.734398,1.3178926,0.9076759,0.6577471,0.86206895,1.0739412,1.0766572,1.1275368,1.0106552,0.47078633,0.92715836,0.52735263,0.5255514,0.7130238,1.3251655,1.0882428,1.1779824,1.151166,1.1807357,0.5591939,0.53823507,0.8616762,1.1465813,1.256191,0.9559088,0.97469395,0.9905298,1.0274434,0.74475896,0.6849696,1.2819989,1.1792427,0.81009567,1.3332223,1.0977682,0.9725048,0.8258165,1.238114,1.0967276,0.9112491,1.0430251,1.3219827,1.3349227,1.1571686,0.6285818,0.7355685,0.76784456,0.96445554,0.79149973,1.1967595,0.80139613,0.6385729,1.323731,1.2917137,1.2811475,1.0080171,0.50136214,0.39633095,0.71360433,0.9839531,1.0887673,1.2842202,0.8674994,1.0891078,1.2501056,0.55654824,1.2490538,1.132271
cat,0.7684555,1.1149863,1.2430003,0.679688,1.2240727,1.2115948,1.2817743,1.2263848,0.7279567,0.7919781,1.0316981,0.92885435,0.8208123,0.92265475,0.74861705,0.88649434,1.0326873,1.2656703,1.357321,1.0745113,1.2873166,0.9617521,1.3047628,1.0558537,0.938316,0.84905475,1.0985909,0.0,0.9752582,1.1675434,0.7613739,0.7075238,1.0449113,0.98142165,1.2701077,0.9894407,0.9490006,1.2322075,0.88329697,1.3052568,1.2398436,0.67474216,1.0367324,0.75113153,1.2248567,0.7919512,1.0253272,1.2255132,0.8308036,1.160533,0.92298126,1.0006827,1.2130219,1.1092802,1.2818382,0.9667256,0.9544417,0.93353826,0.77843094,1.0283422,1.089757,1.2291231,0.70597106,0.9714231,0.91696584,1.1086409,0.8954144,0.72693807,1.2735996,0.6536702,1.2397388,0.9483926,1.0865599,0.90974545,1.177237,1.1116943,0.8498896,0.84984916,1.2294033,1.1816485,1.1080627,1.0569239,0.97042006,1.2047524,0.91435903,0.8932091,0.7908752,0.68858486,0.9089748,1.1964291,1.2454628,1.2420293,0.8834564,0.92121744,1.2124108,1.1353567,1.3321278,0.8263334,1.1926615,1.1527598,1.0318389,1.145954,1.1280899,1.0230405,0.86904967,1.1262765,1.2318834,0.68911356,0.93402165,0.77224284,1.3030276,0.77145493,1.0088654,0.87427044,1.1494466,1.2317466,1.1226526,1.136645,1.2816739,1.0369089,0.62200904,1.1319463,0.99661714,0.79455644,0.8714507,1.382187,1.1772097,1.1475856,1.2500981,1.0788723,1.2161117,1.215138,0.84858507,0.7672311,1.1411303,1.130493,0.83100206,0.9429064
chair,1.2851853,1.0143222,1.1760402,0.89383656,1.2826822,1.065604,1.2170423,0.6392143,0.9434689,0.927464,0.7687733,0.73165447,1.183165,1.2642727,1.0431046,1.1081392,1.1744802,0.7212264,0.97057515,0.95121336,1.2005926,0.72027713,0.63776773,1.1514624,0.22084677,1.0496588,1.1071995,0.9752582,0.0,1.1771035,0.7060929,0.6433204,0.7217076,0.7432793,1.2997675,0.46147007,1.2369245,0.9162458,0.6819353,0.77633166,1.1980524,1.200064,1.1029811,0.61748034,0.5872355,1.0819138,0.99172753,1.2482386,1.2192597,1.0320898,0.8818834,1.2982483,0.9942597,0.9336626,1.0226337,1.3984693,1.1162596,1.2015699,1.0871425,1.0620081,1.0959272,1.2812564,1.1049734,1.1389054,1.1236535,0.891361,1.2182912,0.6982921,0.78751886,0.693239,0.8196765,0.5842207,0.9285197,1.1053649,1.1616654,0.76239157,1.1186817,1.0206606,1.2868662,1.064632,0.85946417,0.7915015,0.90321875,1.3004609,0.8405037,1.3393773,0.88753647,0.6143751,1.1849945,0.8241466,0.8083645,1.2626499,1.271464,0.72184163,1.3120235,0.9660831,1.199157,1.1581599,1.18574,1.1190951,0.7819502,0.72695196,1.0385017,0.7150047,1.357014,1.2733912,0.94154304,0.9401722,1.1340756,0.8121436,0.9964267,0.85875595,1.0229402,0.97061527,1.0113405,0.9569496,0.96942526,1.3395786,0.988927,1.1088284,0.9773499,0.91507447,0.7096801,0.94171506,0.9834057,1.1135014,1.0313966,1.0514125,1.0349411,0.71067303,1.2404791,1.1032923,1.1859777,0.87077093,0.47220457,0.9766486,0.8714495,0.9771821
clock,1.2147386,1.0337117,0.7280947,1.2633324,0.6409784,0.83226067,0.94471604,0.8131658,1.2037416,1.2317595,0.8590394,1.3023505,1.2248226,0.78933537,1.2775042,1.1109054,1.073969,0.71103513,0.74137235,1.0493814,0.743523,1.1051148,0.89167356,0.73366266,1.1571915,1.0311031,1.0110608,1.1675434,1.1771035,0.0,1.1296599,1.3353102,0.8109926,1.0288916,0.61123824,1.228557,1.1718082,0.73148227,1.2577653,0.78847444,0.8345966,1.1247964,1.0240065,1.2095106,1.0203062,1.1131757,1.0553268,0.6959463,1.1343869,1.0316826,1.1817994,0.96622443,0.8408683,1.1022444,0.67876184,0.866963,1.0811791,1.1229188,1.1240377,0.9572606,1.1284807,0.76033926,1.2060835,1.2216444,1.2406642,0.9108531,1.0417713,1.3136553,0.77888155,1.2638335,0.6758573,1.2695905,0.4797721,1.0536346,0.8888105,0.9435829,1.3657293,1.085589,0.6535541,0.7498255,1.0401534,0.84332013,0.9908729,0.7055911,1.0642887,0.91671044,1.2933593,1.2722394,1.1937739,0.7256701,0.74642897,0.9371378,1.0563625,1.1681893,0.855308,0.8206887,0.78334135,0.90229535,0.8093031,0.9592422,1.0519588,0.68897665,1.0100913,1.022504,0.9702619,1.0335906,0.7469022,1.2351047,1.271979,1.2264392,0.7935797,1.2135719,1.0514307,1.3226731,0.95116633,0.7650459,1.1582499,1.0324056,0.6647745,0.8120728,1.0765362,0.8057092,1.1400627,1.2505517,1.1939143,0.47067547,1.0155401,0.7809132,0.806096,1.0825205,0.9450343,1.0550706,0.98776925,1.0791574,1.0454799,0.72912246,1.2040737,1.0278499
closet,1.0554266,1.3542581,1.4353477,0.66569006,1.3086531,1.288358,1.3315632,0.9071615,0.34642357,0.4147687,1.2532136,0.7437251,0.68716323,1.2385793,0.59095013,0.8821873,0.8908988,1.2061217,1.2428311,0.72002697,1.3447424,0.7289233,1.0920863,1.2848917,0.7157643,1.1080853,1.3444387,0.7613739,0.7060929,1.1296599,0.0,0.5537883,1.1078956,0.9084189,1.2272326,0.7417612,0.90238,1.3744029,0.28566194,1.1911353,1.0766808,1.0997977,1.1056898,0.31322277,0.9925949,0.9077369,1.1915835,1.4124005,0.8598063,1.3282924,0.81101996,1.509122,1.220513,1.3221099,1.179368,1.333921,0.90593064,0.98466176,0.62956285,1.2498211,1.3337462,1.4116561,0.8083946,0.89520884,1.003477,1.4378881,1.1389567,0.58187896,1.1691384,0.80128527,1.2437077,0.4879231,1.03243,1.1584852,1.3244383,0.8032797,0.9418814,1.095376,1.2197248,1.3943921,1.2342186,1.3218683,1.2888483,1.3470306,0.39278066,1.1972077,0.7031529,0.73961794,0.75541973,1.3391238,1.3424506,1.2749093,1.200171,0.76123995,1.1270392,1.2722993,1.1473583,1.2143126,1.4227042,1.3513665,0.81017685,1.0444195,1.2983978,0.4450456,1.1286166,1.1399734,1.2434325,0.6458936,1.0760039,1.0502602,1.0035713,0.40787297,0.58552766,0.647465,1.4387102,1.4045532,1.174834,1.1181037,1.3013692,0.81595653,0.9116905,1.3343062,0.68836933,0.68451864,0.5846397,1.2674401,1.353956,1.4237216,1.2014563,1.1239961,1.1899276,0.7658378,1.1524764,0.86075413,0.75298744,1.4263825,0.48821354,1.0669094
coat,0.96587753,1.0255004,1.3911808,0.4853747,1.2473406,1.1704413,1.408833,1.183104,0.67451614,0.56066537,1.1606777,0.7121653,0.6479171,1.3367429,0.54152745,0.887292,0.9461835,1.2422228,1.4798723,0.93382657,1.4234948,0.91815364,1.1486197,1.3644755,0.72741514,1.0908053,1.2145151,0.7075238,0.6433204,1.3353102,0.5537883,0.0,1.0965264,0.8903806,1.4017985,0.6613838,0.98374397,1.3939719,0.59297127,1.2800732,1.3857487,1.0914404,1.0639888,0.5050391,1.0792783,0.7157609,1.0335151,1.3730091,0.79755235,1.0246127,0.77825963,1.35993,1.1945139,0.97030663,1.4441516,1.4082613,0.94688696,0.998537,0.775035,1.0961243,1.0563724,1.4351225,0.69049823,0.8080634,0.6876392,1.2248198,1.1440059,0.20010418,1.2115712,0.44540262,1.415386,0.60727465,1.2784617,1.0326768,1.2331756,1.0433747,0.6116234,1.0547156,1.3934238,1.2412829,1.093276,1.1756696,1.0450267,1.402667,0.76189256,1.273905,0.33601886,0.29954362,0.7789234,1.3636296,1.3921098,1.36462,1.2297482,0.630053,1.2808774,1.276821,1.400072,1.2072375,1.3932087,1.1454985,0.7895386,1.172332,1.196096,0.8301785,1.2195415,1.2042433,1.2748355,0.2947533,0.8340809,0.55226237,1.2766764,0.61117417,0.9308468,0.71872,1.2237061,1.4072871,0.91290146,1.1908474,1.4897372,0.9964717,0.9387293,1.1957105,0.6505972,0.34733796,0.67177284,1.5673678,1.0505657,1.2999377,1.3054242,0.98697853,1.3412023,1.0740986,1.193874,0.8818838,0.79637337,1.3432271,0.6120912,1.0791135
