,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,1.0199677,1.1990335,1.3226751,0.8444212,1.2649174,1.1500119,1.254594,0.5782063,0.6696294,1.1139572,0.68050146,1.2052106,0.5995682,1.0337799,1.1284175,0.8224921,0.90241915,0.88221806,0.89988244,1.1894709,0.5668541,1.3108306,0.86933875,0.77446073,1.1289153,0.68513703,0.94300276,1.2097495,1.0962601,0.51968306,1.1539958,0.60215425,0.8503923,1.1697624,0.94568557,1.2940947,1.1592109,0.5907273,1.2892146,1.2214172,0.58842736,0.9496138,1.0530823,1.0735954,0.9492928,0.51109093,0.7789528,1.0843439,1.2376186,1.380595,1.0355257,0.9914312,1.2671139,1.3179789,1.0771633,1.2482255,1.091584,1.2529724,1.1077957,0.7482296,1.2572913,1.1672693,1.0220225,1.1803868,1.042058,0.9602945,1.0636874,1.115236,1.2241406,1.0435658,0.5411754,0.8256198,0.94686043,0.8610906,0.9836662,0.0,1.0328736,0.99732596,1.0427064,1.1833498,0.8091171,1.0323783,0.9615827,1.1599464,1.0256959,1.361924,1.0144844,1.0987587,1.2445563,1.3576074,0.6775585,1.1315287,0.9050202,0.8876203,0.9398519,1.149605,1.0618267,1.1432097,1.1575167,1.1429758,1.0106363,1.2110335,0.88400424,1.1116447,1.0317507,1.251685,1.293411,0.6533927,0.9218159,1.3328824,0.5360265,1.014847,1.0106485,0.9836024,0.9043483,0.97767246,0.9362513,0.9871444,0.6783492,0.7686578,0.66394293,1.3146904,0.9507446,1.1971589,1.097772,1.0232034,1.0989343,1.0900695,1.1169441,1.2704396,0.66568875,0.9112944,0.7053809,1.3304484,1.270421,1.0869328,1.0617316,0.8723305,1.1824514,0.89396405,0.9854747,0.8972863,0.4794503,1.2311698,0.67516255
lamp,1.3717494,1.0084909,0.6276889,1.3935769,0.65729934,0.67592835,0.94277203,0.9172544,1.2407974,1.0936412,1.2745624,0.78655744,1.1838429,1.3535172,1.083427,1.4255295,1.2922244,1.2097864,0.5556543,0.62146544,1.184618,0.936188,0.96452457,0.7660947,0.7980269,0.7166555,0.6351048,1.1358397,1.0888395,0.97613287,0.25459713,0.9705539,1.2647303,0.8432512,1.012296,0.872819,0.8546338,1.1317083,0.9913596,0.62865424,1.3018544,0.64571923,0.73079073,1.2174987,1.1669745,0.9881509,0.968368,1.0237006,0.9831744,0.9184839,1.1355114,1.2492366,1.1425135,0.9137275,0.8190601,1.0307231,0.52847475,1.062222,1.182973,1.2117715,1.0111915,1.2418697,1.1161846,1.0279101,1.2944566,1.2510554,1.4422982,0.7245337,0.7971545,0.87006867,1.1455841,1.4155062,0.57119393,1.3078208,0.45196056,1.0328736,0.0,0.9476946,1.319196,0.9447285,0.7536313,1.5375031,1.3154602,1.2200537,1.3476663,0.5943336,0.76110005,1.2659819,0.93272275,0.7939707,1.0212471,1.0716047,1.3855882,1.4251952,1.1997466,0.7183312,0.76400286,0.98625076,1.2107303,1.1256667,0.7006421,1.1938418,0.9414426,0.7963784,0.6255246,1.0757164,0.9860175,1.0122144,0.5650777,0.66824853,0.77245545,1.1643838,1.2252111,0.5973023,1.4376812,1.1724223,1.393752,0.5075552,1.1291108,1.0447358,1.3049183,0.79377353,0.9263654,0.44955742,1.3292885,1.1915072,0.40533674,0.94152373,1.153773,0.7728287,1.3365134,1.3471376,1.3181361,0.5561981,1.0038775,0.9280457,1.0529786,0.74070656,0.7912048,1.1943268,0.9204198,0.6899908,0.7157757,0.71633476,1.096703
leg,1.1213973,0.84618163,1.054358,0.7419908,1.2128394,1.1123661,1.1589239,1.0165716,1.0782058,1.0447828,1.0503215,0.885459,0.9560296,1.1417639,1.0377953,1.0039709,1.2301342,1.2230811,1.0110786,1.23176,1.1284926,1.1034195,0.6964414,1.0199524,1.0126139,0.89587426,1.0105141,0.8632388,0.88902265,0.7530697,0.87087697,0.70452106,1.0024743,1.0040677,0.74309325,1.1392694,0.9417022,1.0303023,0.9974283,0.96359867,1.092601,1.0476042,1.1255522,0.93620956,1.1074741,0.91323876,0.97057724,0.7736158,0.87580824,1.0778493,0.9893384,1.0299147,0.8167236,1.1575912,1.1124024,0.9334609,0.8423803,1.2206249,0.8258974,1.0907987,0.96085805,0.8867961,0.9692017,1.1481034,0.90901595,1.0910629,0.7778517,1.0928488,0.93083614,1.0682973,1.059009,1.0238185,0.9587454,0.98939514,0.8458709,0.99732596,0.9476946,0.0,1.1169025,1.0260378,0.90644884,1.0111972,1.144383,0.9582662,1.1303356,1.0645221,0.8876182,0.8842901,1.0066313,1.0875131,1.0212979,1.1177964,0.89809495,0.8666237,1.149328,0.88565135,0.779614,1.0665491,1.0706406,1.0970283,0.8165798,1.22397,1.1008961,1.2697674,1.0445248,0.9264565,1.0653783,1.0422964,1.0188879,1.2165366,0.9022267,1.261888,1.2135506,1.029782,0.982321,0.85866344,0.78461766,0.9283067,1.0931704,1.087401,1.218012,0.9212351,1.0496302,1.0807327,0.7649288,1.2153753,0.9630164,1.0112936,0.80946136,1.0246677,1.0302465,0.9790501,1.2337621,1.2169746,0.7461643,0.8451731,0.88715756,0.7981776,1.2557142,1.2219987,0.9949248,1.047721,0.8812145,0.93365896,1.0228968
meat,0.86842626,1.0165775,1.1661742,0.76583576,1.1675702,1.0785044,0.98716176,1.0032146,0.9560846,1.1613315,1.0957303,1.2401651,1.1152117,0.9034934,1.0902387,0.932479,0.9605536,0.92600924,1.1157655,0.8006333,0.9465964,0.76678693,1.1857386,0.9989528,1.119649,1.1342604,1.2158343,0.91496485,1.2293888,1.2080647,1.3435721,1.1004792,1.0232403,0.86592746,1.1725211,0.95319307,1.1195729,1.0053602,0.9509864,1.3032805,1.0155871,1.0008239,0.88590187,1.0621043,0.94143623,1.066485,1.1498749,1.0685563,1.139873,1.0620795,1.0153986,0.88797987,0.9119096,1.2190764,1.0572395,1.1000112,1.2225996,1.0530666,0.8549081,0.93795437,1.1156812,0.8579831,1.2327254,0.9711104,0.98808944,0.72377664,0.6570287,1.264061,1.1638485,1.0960459,0.9597889,0.88280755,1.0274364,0.9357073,1.3325714,1.0427064,1.319196,1.1169025,0.0,0.8923313,1.1371611,0.6549122,1.0725329,0.9171259,0.6282954,1.2512653,1.0894675,0.91988456,1.0573075,1.0931026,0.9880871,1.0496378,0.8970884,0.85620564,0.9087684,1.2104838,1.2772294,1.0714294,0.8174947,1.0829909,1.3197008,0.298028,0.9260225,0.6873847,1.063154,1.0698487,1.001744,1.0338889,1.2872833,1.0613539,1.1513593,0.83396447,0.20689857,1.1887937,0.8964887,0.9695128,0.87028825,1.2688888,1.0737932,0.8784197,0.9271173,1.2290806,1.0861961,1.1717758,0.87942684,0.29245758,1.1443889,1.1086271,1.049587,0.96818286,0.85210913,0.8328826,0.748186,1.1605042,1.0687307,1.0258255,1.0365312,1.1930392,1.1834514,0.55512977,0.9721,1.1621406,1.2551659,1.2343214,1.002404
melon,1.1313069,0.977265,0.854783,1.0749092,0.47453743,0.6181351,0.4374295,1.062589,1.1678971,1.1304137,1.3036096,1.1109736,1.1199102,1.1124716,1.1170336,1.2115109,0.9955929,1.1033039,1.0050986,0.75334775,1.202767,0.80970836,1.1018423,0.96506053,1.0588396,1.1147199,1.0685891,0.78922844,1.1530368,1.3555346,0.9754202,1.1996439,1.2807697,0.8172723,0.8950777,0.8935724,0.3173474,1.2528905,0.77971554,0.9383493,1.233803,0.91274244,0.64117485,1.2077698,1.0663497,1.22817,1.156446,1.0753262,1.0603874,0.83588654,1.0491295,1.1058381,0.9308303,0.9802262,0.88698506,1.0824407,0.94027287,0.7949181,1.0122054,1.0083054,1.1478062,1.0139469,1.0906545,0.64346087,1.1389415,1.070497,0.9301975,1.0906696,0.9837542,1.1794615,1.1492468,1.2975578,0.87301505,1.1606294,0.9441459,1.1833498,0.9447285,1.0260378,0.8923313,0.0,1.0337706,0.71908283,1.0476674,1.0590316,0.7301667,0.95569336,0.97795665,1.1638651,1.0156317,0.6580387,1.1782827,0.56647754,1.1760443,1.1957397,1.0433367,1.01523,0.9526158,1.0506577,0.72836626,1.0723838,1.1049217,0.81947076,0.8874741,0.67969316,0.8952032,1.0131915,0.67184854,1.129493,1.0527381,0.8409641,1.1362379,0.98014843,0.78265285,1.0894914,1.2258387,1.0546019,1.1752584,0.9381107,1.1836808,1.0396718,1.1411813,1.0944499,0.98007613,0.8038587,1.0944769,0.7459898,0.8957977,0.9427748,1.0171418,0.82562864,1.1000909,1.1811514,1.0647823,0.7228118,1.0636319,0.98265505,0.89543194,1.1246091,0.72787064,0.8877722,0.9132448,1.1003346,1.2613095,1.0667452,1.2050891
milk,1.1247077,1.100903,1.09067,1.02369,0.97670966,0.90751094,1.1099906,0.75600594,0.83983326,1.1193376,0.952205,1.0858718,0.83557534,1.1606377,1.0930439,1.1183199,1.0925332,1.075044,0.5431999,0.80883825,0.82840145,1.1678513,0.95396817,0.48309875,1.0588338,0.5574401,0.902248,1.1757795,1.1684697,0.80968547,0.84530777,0.79659766,1.0337766,0.86085874,0.8787949,1.1767725,1.05442,0.868958,1.202668,1.0454869,0.9351459,0.5275483,0.7405226,1.1346045,1.0880295,0.7631409,1.039212,1.0635844,1.0862886,1.1137539,1.0521985,1.0943904,1.2308066,1.1691574,1.0114559,1.1811033,0.9934196,1.1681032,1.0010079,1.0265554,1.212009,1.0852789,1.1153774,1.0999545,1.2004956,0.9615152,1.251517,0.9807818,1.0799713,1.0903208,0.998819,1.0964556,0.6414736,1.0296196,0.79986894,0.8091171,0.7536313,0.90644884,1.1371611,1.0337706,0.0,1.2482445,1.0936666,1.2580221,1.1504904,1.0806581,0.53513825,1.3162453,1.0959191,1.0370398,0.77426094,1.066637,1.1338011,1.1802969,0.8971591,1.1136379,1.0665597,0.98255664,1.3123183,1.1438389,0.8614606,1.2412791,0.8354242,0.9648262,0.85551286,1.1760279,1.094367,1.012578,0.75986624,1.0998402,0.6265093,1.0739156,1.1209261,0.97849625,1.1652632,1.1542451,1.1838866,0.7845731,0.9014956,0.6907894,0.9815435,1.1709356,0.9703363,0.66097426,1.2403041,1.0952929,0.8431871,1.1039964,1.1112671,1.0839283,1.1056666,1.1094686,0.9476173,1.0151238,1.1529675,1.1439751,1.1433733,0.6401863,1.0080957,0.9719579,0.9406769,0.95795554,0.737723,1.1899275,0.94753015
mitten,0.66263586,0.96025074,1.4492481,0.56098205,1.1435541,1.1336883,0.8543193,1.1453049,0.8120496,0.9668805,0.81030023,1.3201419,0.876462,0.6572646,1.0252283,0.59221816,0.739337,0.8805058,1.4812543,1.3076093,0.93157995,1.1010743,1.0900283,1.2302486,1.3150624,1.3912297,1.4872596,0.7713427,0.89106864,1.1310313,1.5976422,1.0883114,0.8603599,1.0436164,0.87010884,1.241029,0.9851543,0.9710804,1.099079,1.4929831,0.7477945,1.2817792,1.1155518,0.805835,0.83189934,0.9777543,1.1679307,1.0197452,1.0921834,1.0355141,0.7870095,0.792069,0.8694825,1.2008808,1.191094,1.1399754,1.4336095,0.87638485,0.7751013,0.6271772,1.1225682,0.62950426,0.8890361,0.8092647,0.77698255,0.714951,0.40823352,1.3204479,1.1646245,1.1573237,0.81167215,0.66829634,1.4122698,0.6887857,1.5465169,1.0323783,1.5375031,1.0111972,0.6549122,0.71908283,1.2482445,0.0,0.7793368,0.7524096,0.5068652,1.3975456,1.1944702,0.7422309,1.0417931,1.0897284,1.1040133,0.63024604,0.60198826,0.57591915,0.8129917,1.4316173,1.3047601,0.9747159,0.82237065,0.9834842,1.3958445,0.8856872,1.0777737,1.1379989,1.3297434,0.94938916,0.89598334,1.0749723,1.4792904,1.3454051,1.2937797,0.8457836,0.74833804,1.4705089,0.6289402,0.75774145,0.60385656,1.5359424,0.95858896,0.9233927,0.625993,1.3703585,1.0406768,1.4228885,0.6744119,0.7837998,1.5646238,0.8717026,0.8926045,1.2938819,0.6381165,0.72214746,0.72603035,1.3359407,1.07361,1.0342009,0.8939404,1.3156173,1.1580137,0.76784015,1.021689,1.4292355,1.3985025,1.317847,0.99417245
motorcycle,0.61402756,1.261183,1.2683308,0.9041474,1.103175,1.190586,0.9092136,0.9989166,0.85367876,0.772017,0.80363786,1.3013716,0.7986098,0.79040253,0.7741702,0.7793027,0.7259168,0.79539406,1.257076,1.2927467,0.8311999,1.2174435,1.0182153,1.1487406,1.0743239,1.240723,0.9930941,1.0459074,0.85648227,1.0555462,1.2725706,1.0643262,0.9670151,1.1846379,1.0577778,1.1312478,1.0944378,0.86086583,1.0862118,1.259126,0.6881294,1.2715423,1.1741577,0.6877078,0.6412109,0.87965375,1.1047435,1.0090759,1.1736693,1.1838794,1.0263412,0.8207102,1.2312055,0.941593,1.0573952,1.006817,1.3723236,0.693356,1.002665,0.67803717,1.0517472,1.0107553,0.8099814,0.9474514,0.8692257,1.013121,1.004108,1.1539913,1.1547225,0.8788912,0.88073444,0.83117014,1.2683002,0.8758065,1.3428805,0.9615827,1.3154602,1.144383,1.0725329,1.0476674,1.0936666,0.7793368,0.0,1.0091691,0.8150058,1.2582717,1.2102771,1.171418,1.1329615,1.072821,0.9857192,0.7395326,0.86659396,0.8948536,0.90470445,1.2563534,1.2748036,0.85792106,0.97964555,0.624454,1.2233956,1.0684357,1.0669868,1.2584809,1.1826069,1.0248793,1.0008161,0.96683794,1.1121322,1.1713254,1.0327827,0.7441363,1.0858029,1.2256154,0.7685116,0.8262041,0.95887744,1.3538043,0.8540093,1.0540403,0.71468574,1.122065,1.0173271,1.2519482,1.0679862,1.1033133,1.4041336,0.98787427,0.7349052,1.2597008,0.6956469,0.8497132,0.8460841,1.1952317,1.2321907,1.1234949,1.1491984,1.2030683,0.84333825,1.0224001,1.09111,0.9801377,1.1821479,1.3075526,0.888201
mouth,1.0400697,0.77572757,0.9492631,0.87248945,1.1520714,1.0654004,1.1771307,1.3124082,1.0421455,1.0403583,1.016003,0.8055976,0.98901933,0.8958737,1.1188327,0.99786824,1.0847377,1.0988548,1.3598901,1.2289352,1.1284193,1.0052428,1.0221895,1.3374615,1.2175422,1.3254088,1.2513306,0.60645545,0.8913563,1.1314967,1.2349333,1.0868716,0.9872297,0.98023546,0.9664575,0.9367394,1.0147071,1.105812,0.9773723,1.0405586,1.0283381,1.2776544,1.3107421,1.0878031,1.2412506,1.089364,0.91355574,0.8850541,0.55964756,0.73878527,1.0122205,0.67976683,0.54103965,1.0280591,1.194934,0.6716753,1.1676208,1.1855288,0.94505554,0.9489368,0.4983431,1.0130367,0.9842873,1.0175425,0.5873179,0.8879453,0.6454878,1.0911635,0.91089827,1.1690894,0.91100425,0.8883988,1.3663859,0.9956889,1.246813,1.1599464,1.2200537,0.9582662,0.9171259,1.0590316,1.2580221,0.7524096,1.0091691,0.0,0.85386246,0.89545625,1.3631754,0.4810595,0.46069252,0.9392139,1.1729045,1.0408442,0.8663344,0.777653,1.088407,1.0382925,0.9589854,1.1593742,0.8033597,1.0464877,1.1707579,0.868487,1.2238503,1.2028745,1.3918586,0.64146405,0.91862005,1.3025893,1.1921498,1.02028,1.3649831,1.1179491,0.9716978,1.2442185,0.7427135,1.0031344,0.6563748,1.3218344,1.0194652,1.1386381,0.97749287,0.9479032,1.0148923,1.3252641,0.53945,0.99629825,1.335309,1.0478742,0.9790038,0.8697557,1.0050876,0.8788074,1.0934576,1.110725,0.5961957,0.9016414,0.84068,1.3430105,1.24435,1.101648,1.0729978,1.2523652,1.2320184,0.8339277,1.0528333
muffin,0.730585,1.0353323,1.3691698,0.76926076,1.1289473,1.1537443,0.86399865,1.1424228,0.8382543,0.9974056,0.99608946,1.3202848,1.0187167,0.86769724,0.9519588,0.9168952,0.94036853,1.0146531,1.3688161,1.0959704,0.9777033,0.7560376,1.1433825,1.1783074,1.2153995,1.293223,1.2952175,0.7737003,0.99271744,1.2165399,1.3978696,1.0793052,1.1183311,0.712958,0.91997087,0.94863385,0.9370059,1.0264562,0.8022342,1.4277763,0.880911,1.1604451,0.9629707,0.89273524,0.9689476,0.89528286,1.0944632,1.1934022,1.0943627,0.9346013,0.92360145,0.7666414,0.998947,1.0887957,1.2102742,1.1789887,1.3133111,0.9491026,0.82810533,0.67999625,1.0754592,1.0146754,0.9672311,1.0119715,0.74551946,0.69918513,0.7042178,1.3776397,1.1505458,1.0779672,0.8817792,0.90197176,1.0784472,0.9702814,1.4406316,1.0256959,1.3476663,1.1303356,0.6282954,0.7301667,1.1504904,0.5068652,0.8150058,0.85386246,0.0,1.2961655,1.217021,1.019384,0.9889176,0.8771854,0.9721973,0.721882,0.8881729,0.8662254,0.8942139,1.3895733,1.2636714,1.0240678,0.8049528,0.8830192,1.3142419,0.79267585,1.024417,0.98343164,1.1384693,0.9360646,0.6208581,1.2056365,1.3545914,1.2258734,1.1773611,0.8555644,0.64026886,1.4663942,0.81724316,0.98133016,0.8692971,1.4248631,0.93214643,0.84728026,0.88111126,1.296199,0.90588355,1.2711515,0.8354923,0.5937909,1.3515953,1.0702646,1.0229242,1.2139215,0.8792928,0.91688895,0.7842126,1.1985749,1.1282253,0.99895465,1.0953654,1.3369308,1.2239323,0.78054965,0.9564469,1.2256637,1.4226022,1.2872804,0.93251586
nail,1.4748399,0.7437916,0.16114402,1.4595692,0.37119108,0.4215049,0.9822698,1.2816865,1.5619842,1.1645519,1.500176,0.4133669,1.340725,1.3674595,1.0536768,1.5523026,1.2934228,1.2895902,0.61903685,0.71317583,1.4517686,0.60418916,1.0543205,1.0077622,0.8266664,1.0620111,0.74726295,0.7166147,1.1655519,1.2411944,0.4160716,1.3844905,1.3583426,0.882823,1.2549534,0.5783722,0.83991283,1.3426325,0.7213299,0.21468627,1.5872822,0.8151912,1.0223901,1.313062,1.1857442,1.3953084,0.93389535,1.0064217,0.53336036,0.3757887,1.2434806,1.1801826,0.62357384,0.65335816,0.74326587,0.5408077,0.57378614,1.0297678,1.1877136,1.4526312,0.593367,1.0233636,1.1817932,0.77448153,1.0421311,1.279257,1.2309039,0.4442619,0.6125152,1.0236102,1.335647,1.4656551,0.71552587,1.2990447,0.5603518,1.361924,0.5943336,1.0645221,1.2512653,0.95569336,1.0806581,1.3975456,1.2582717,0.89545625,1.2961655,0.0,1.0160787,0.86976826,0.42545116,0.40749168,1.3790858,1.031586,1.4266331,1.349585,1.3742483,0.35691917,0.5359784,1.0406611,1.0287393,1.0577703,0.72544813,1.0243366,1.1511414,0.96431553,0.7757811,0.8477323,0.7215786,1.2764248,0.7215535,0.29553306,1.2308488,1.1674662,1.2954237,0.58467484,1.3756938,1.1914747,1.2730236,0.59372556,1.3867507,1.4054544,1.4218931,0.33053488,1.1608466,0.5251224,0.9609142,1.2672397,0.5660347,0.94907385,1.2117347,0.37710655,1.4521716,1.4052069,1.480979,0.38658118,0.47499657,0.6666945,0.7655977,0.9592516,0.50574696,1.4043609,1.175365,0.8635888,0.9180213,0.2290551,1.4006342
napkin,1.1755701,0.9749742,1.029017,1.1388937,0.96346176,0.9105897,0.92740834,0.79084873,1.0553567,1.1749767,1.1147289,1.0134194,0.93487936,1.1903768,1.0077077,1.0445116,1.1734746,1.095277,0.7002274,0.69275194,0.94561404,0.92588633,0.9304693,0.6481649,0.89566314,0.5431753,0.83972955,1.1292136,1.2895765,0.81907105,0.7992759,0.96807915,1.0674093,0.7921488,0.9617811,1.0563669,1.0103015,0.88925993,1.0295666,0.95375574,1.1644217,0.5687818,0.7212261,1.0773807,0.858361,1.0539861,1.0714512,0.9707623,1.0900581,1.0409621,1.0559635,1.275289,1.1352106,0.9959473,0.8278409,1.1285249,0.7627274,0.9815925,1.0751812,1.2841609,1.2542436,0.52863675,1.2399726,0.87881225,1.3195065,1.1315559,1.2083977,0.83626866,0.92637783,1.0415951,1.1512387,1.1624892,0.7591115,0.9013241,0.7569827,1.0144844,0.76110005,0.8876182,1.0894675,0.97795665,0.53513825,1.1944702,1.2102771,1.3631754,1.217021,1.0160787,0.0,1.2261335,1.1753458,1.0454434,0.9160382,1.098853,1.1741998,1.1663404,0.8605224,0.9163211,0.941625,0.89100933,1.1942441,1.1431279,0.6844525,1.0872463,0.7137953,0.86423796,0.779609,1.0685999,0.9903127,0.76583815,0.8050837,1.0153286,0.7544515,1.0209862,1.0560471,0.7742846,1.2736825,0.96337503,1.1048095,0.6575031,1.1558771,0.7754606,1.247436,0.96477675,1.0791664,0.5989613,1.2196476,1.0583475,0.66987497,1.0810959,1.2169652,1.0081002,1.0480837,1.1824173,1.1191313,0.8801474,1.0937548,0.91982603,1.0123525,0.28289938,0.95688015,1.0259838,1.006889,0.9048343,0.8556535,1.0431185,1.1437926
