,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.68486357,1.5887605,1.0371579,0.7191479,1.3296449,1.3442138,1.4581406,0.70538473,0.5232489,0.6660662,0.0,1.3742268,0.4367206,0.59004563,1.1047007,0.06822413,0.84178007,0.7267801,1.4183877,1.2654094,0.67934126,1.421618,1.1062393,1.1868845,1.059362,1.2091091,0.894019,1.5538932,0.71505296,0.8275062,1.0440882,0.44329822,0.67818445,1.4063952,0.53982204,1.2398703,1.3921568,0.7364382,1.3247371,1.5706242,0.20832503,1.4269689,0.83514977,0.91735595,1.0722129,0.64001775,0.87612814,0.69871676,0.99850625,1.1756041,1.5015521,0.7283877,1.2638793,0.7267444,1.3188584,0.7275597,1.3526723,1.4127158,1.4293634,1.3089032,1.1742477,0.58886546,1.2448089,1.1538994,0.81632906,1.3228331,0.87353003,1.336622,0.99695015,1.3021445,1.1074914,1.0530134,0.67721784,1.3090296,0.5396783,1.4208999,0.80907035,1.3379405,0.6944935,1.0898291,0.9668838,0.6311612,1.1088005,1.1984519,1.2334557,1.452243,1.027223,0.97042257,1.3855828,1.5066168,0.58358854,0.68071514,0.5282537,0.66459334,0.51173675,1.5830415,1.5463524,1.3246173,0.80900234,1.0391021,0.9802531,1.2540345,0.95655817,1.5221617,1.500215,0.9553874,1.221167,0.94455194,1.2504523,0.85522425,1.2069957,1.1243787,1.3642046,0.61789215,0.76092994,0.786651,1.5409471,0.41410714,0.6138126,0.47068185,1.5409198,1.4502815,1.0513538,1.0538193,1.6268398,1.3188174,0.89691836,1.5108464,0.71042514,0.5783726,0.5379691,1.2391441,1.4376676,1.5099894,1.4426208,0.9773344,1.3000998,0.78119326,0.8099034,0.8400698,1.0299752,1.5469189,0.57811016
belt,1.2497662,0.54172033,1.1795193,1.331912,0.9715281,0.6886385,0.85803604,1.1647447,1.1902626,1.1498075,1.3742268,0.0,1.0924362,1.3623812,1.0618442,1.3530986,1.1805168,1.145926,0.6490701,0.71718216,1.2075393,0.7330917,0.96146256,0.96896,1.245223,0.6295361,0.88683134,0.7047768,1.0019661,0.9991004,0.92092514,1.2780222,1.2287427,0.7322405,1.2101218,1.0482346,0.90588677,1.1088097,0.9493573,0.24065334,1.3627337,0.60809827,1.2831604,1.2235284,1.2435949,1.1881933,1.0350454,1.2618117,1.0150231,1.1179333,0.73801154,1.0422405,0.890762,1.2017606,1.0091156,1.0743095,0.30759025,0.84965855,0.7367695,0.84919107,1.0402313,1.3263243,0.94554615,1.2044137,0.96704996,0.8097337,1.2035704,0.8890207,1.3212013,0.78935486,0.9947146,0.8605498,1.2024299,0.992196,1.1922114,0.54778695,1.1245112,0.60047793,1.2403024,1.017124,0.97940713,1.445646,1.0346972,0.8585725,1.1419817,0.45918608,0.9910892,1.1182886,0.67447424,0.7078295,1.1637014,1.0899422,1.3707852,1.1900877,1.1872172,0.36957312,0.49919552,1.0952033,0.81942546,1.2510281,1.1408408,0.8184012,1.1556873,0.5403777,0.5939144,1.1110443,0.68719345,1.0691972,1.0281076,1.2622005,1.1436219,1.0642985,0.77618027,1.2802119,1.2095623,1.1795534,0.45820814,1.190962,1.1212248,1.2145971,0.5175527,0.5618408,1.076359,1.2021917,0.5217333,0.62887055,1.1194106,0.6526822,1.2683792,1.3055189,1.296977,0.83868754,0.7161316,0.61339414,0.566017,0.92325455,0.8189831,1.2545283,1.0002823,1.0854893,1.0278995,0.3509851,1.2449623
bench,0.9418153,1.486748,1.0319306,0.77730656,1.3517306,0.99377984,1.3222446,0.7364988,0.72337997,0.87427926,0.4367206,1.0924362,0.0,0.9934505,1.2006948,0.5186725,0.9270325,0.81139565,1.1568624,1.0049628,0.7479147,1.2505293,0.9817021,0.91807306,1.160026,0.6118647,0.7978648,1.2636046,0.82862777,0.46164113,1.0095631,0.60638905,0.93114483,1.1381842,0.61728764,1.2070704,1.3361518,0.69692814,1.2670908,1.3119121,0.5010483,1.1542329,0.9062935,1.1176289,1.239205,0.5796509,0.7444447,0.925745,1.1447456,1.2355338,1.4181278,0.8438682,1.2160957,1.0357312,1.2346479,0.9363117,1.120701,1.314536,1.3622491,1.0608734,1.3346373,0.7694924,1.2936523,0.9747356,0.8974507,1.2374705,1.0225732,1.230242,0.973019,1.2926676,1.1367729,0.8203111,0.90708536,1.2434043,0.6257762,1.0316783,0.6549137,1.1005504,0.8352356,0.8609172,0.8181554,0.86628085,1.0797222,1.2188734,1.216996,1.3895116,0.75391185,1.0091835,1.2924466,1.4226418,0.57739055,0.96245885,0.88214445,0.7198565,0.5226516,1.2172639,1.2278349,1.2502637,0.7203777,1.1615374,0.9550351,1.0647475,1.0863168,1.4134383,1.42215,0.9292249,1.0220774,0.79564154,1.2649679,1.0455287,1.1574264,0.9696786,1.2329221,0.8494257,0.8591162,0.80804855,1.1964931,0.6336037,0.5833839,0.74420995,1.387849,1.2598045,0.79282045,1.0985287,1.2813613,1.0951746,0.99356365,1.3021215,0.8743592,0.8883026,0.6550943,1.0830417,1.3840817,1.4341695,1.196975,0.8289014,1.3817663,0.69271666,0.9350299,0.87837315,0.8858336,1.4004018,0.67628706
bib,0.83455765,1.2491095,1.0605978,0.6281022,1.1005445,1.2433368,1.0564628,0.8744904,0.71716285,0.87819064,0.59004563,1.3623812,0.9934505,0.0,1.0772256,0.5402956,0.92716956,0.8567641,1.2699721,1.1947811,0.8980155,1.2179396,1.1761142,1.1339507,0.9669648,1.3002491,1.123101,1.2702384,0.95330626,1.1430879,1.0116602,0.83894837,0.84906113,1.2885838,0.76162136,1.094815,1.0915186,1.0579605,1.0601338,1.3497148,0.75613606,1.3052492,0.8393757,0.92386985,0.86624587,1.0542052,1.1462498,0.631559,0.96390057,0.9331786,1.1517993,0.9994045,1.113035,0.8197225,0.94772136,0.94255346,1.3074653,1.2491744,1.0878314,1.1685048,1.0488296,0.9269053,1.0124884,0.8326465,1.0009089,1.1348512,0.8617873,1.2068714,0.72588885,1.1151367,1.0997459,1.0649836,0.73014843,1.1318271,0.7640281,1.3252168,1.0891129,1.2557459,0.8900948,0.9931478,0.9791518,0.5793128,1.1210299,1.090625,1.1186987,1.2228391,0.87653005,0.7662359,1.262744,1.1789532,0.85463977,0.763934,0.47653985,0.8643076,0.79641795,1.3545846,1.1899627,1.0331076,1.0413265,0.9347251,1.0769945,1.1764755,0.9529066,1.1841309,1.1794977,0.9814707,1.2417085,1.1358216,1.1004591,0.80393374,1.0686765,0.88709927,1.165999,0.73121595,0.7926085,0.89542514,1.387223,0.85185754,0.89873594,0.6569433,1.3239263,1.2711604,1.130442,0.9598466,1.3420479,1.2648454,1.0562346,1.2770929,0.88364047,0.69185644,0.8410835,1.0276041,1.07853,1.1688653,1.1582658,0.80799323,1.1162437,0.9604985,0.9719539,1.1154906,1.0945214,1.2798228,0.99924874
bird,0.46108723,1.0699487,1.0842072,1.1558219,0.90957654,1.1275113,1.0091171,1.2068676,1.2202319,0.9913139,1.1047007,1.0618442,1.2006948,1.0772256,0.0,1.0724115,0.9355768,0.9035518,1.18361,1.2481284,0.9363635,1.0891608,0.9531496,1.1671503,0.68830514,1.1826804,0.85788375,1.0825583,0.93073606,1.1961967,1.0561209,1.1541326,1.0430228,1.1436065,1.1509632,0.99282753,1.0505953,1.1141051,1.0007589,1.096432,1.0833076,1.1806818,1.0015796,0.3830542,0.58273053,1.1311295,1.0877438,1.1016881,0.43450093,0.95652056,1.1207292,1.0742078,1.0750612,0.9278568,1.1646854,0.8349497,0.93041676,0.9539632,1.1421086,1.1467685,0.32585597,1.0133069,1.0148379,1.0543675,0.9704744,0.98016465,1.0264348,1.0254304,1.0943123,1.0386634,0.46167004,1.0661714,1.0119665,1.0566128,1.0358407,1.1752396,1.1959126,1.1529384,0.8975834,1.0733438,1.1831522,0.81939006,0.7563266,1.0532924,0.90579224,1.1407441,1.111285,1.149513,1.0958385,1.0489867,1.1904205,0.86106455,0.993798,1.0769911,0.9874461,1.114478,1.1658808,1.0011101,1.1253685,0.8055217,0.9684104,1.1352382,0.53124195,1.1875938,1.072961,1.0683975,1.1757838,1.1410463,0.63114643,0.93637794,0.89195955,0.9383801,1.1081159,1.0580941,0.85321355,1.0518459,1.1764629,1.1441295,1.2108269,1.046206,0.88704485,1.0585507,1.0592136,1.0176022,1.1398671,1.0711671,0.80147827,1.1004057,0.79607004,1.0457575,1.0948634,1.0851275,1.1299325,1.0378405,1.1905458,1.1600409,0.79788315,1.1139964,1.1207391,0.86104834,1.0952933,1.1241046,1.0657694
blanket,0.60092556,1.5047688,1.0049429,0.76167554,1.2548032,1.3070377,1.3636959,0.79509026,0.6152438,0.64432746,0.06822413,1.3530986,0.5186725,0.5402956,1.0724115,0.0,0.8539671,0.75025904,1.4237325,1.2706757,0.7676115,1.3504663,1.096443,1.2127604,1.0775634,1.2551706,0.88683516,1.468248,0.72245455,0.90456474,1.0692549,0.5919435,0.7213632,1.3860667,0.5593742,1.1991086,1.3261466,0.82848656,1.2417119,1.488843,0.35549927,1.4158657,0.8773575,0.8733187,1.0506836,0.78956187,0.97561467,0.71838593,1.0109367,1.1408173,1.427609,0.7607876,1.2294717,0.7734751,1.2589742,0.81416136,1.2274269,1.3647168,1.3726313,1.333286,1.0904135,0.6479004,1.221075,1.0893562,0.79663944,1.1997346,0.8732226,1.3062588,0.9947329,1.2515475,1.0988872,1.0535144,0.6832,1.3091538,0.53540003,1.446632,0.93494105,1.3301897,0.6932874,1.0530242,0.9964663,0.56549096,1.0534518,1.1508508,1.1944928,1.3907619,0.9478671,0.9033401,1.3411846,1.4423432,0.7180948,0.65574515,0.5280223,0.6851907,0.5722373,1.519903,1.4883554,1.2418797,0.7282983,1.0160903,1.0090355,1.2410909,0.9413198,1.4625071,1.460933,1.0024823,1.2859852,1.1114829,1.2476053,0.88470703,1.1507685,1.088123,1.3455164,0.678417,0.7255796,0.79340506,1.4959698,0.5031109,0.7068282,0.4862936,1.4581695,1.3966041,1.0265306,1.0287254,1.5941507,1.3109636,0.8927585,1.4220932,0.77227616,0.6251695,0.6227391,1.1827376,1.3811846,1.4193602,1.4041709,0.8793474,1.2175127,0.8431527,0.83424556,0.933268,1.1073298,1.4938319,0.6852096
boat,0.7925773,1.2295212,0.97945863,0.94821715,1.0721725,1.011731,0.91783756,0.8355838,0.8740729,0.9956215,0.84178007,1.1805168,0.9270325,0.92716956,0.9355768,0.8539671,0.0,0.7294741,1.2525271,1.0426586,0.7803691,1.1262926,0.81505466,1.130295,0.9339552,1.1729074,1.0294305,1.097477,1.0696281,1.1032827,1.0215377,0.97381675,0.9772941,1.1953645,0.8659525,1.0270276,0.9802454,1.1465497,0.95333624,1.1578935,0.88754064,1.2169279,0.75594294,0.89442706,1.0177125,1.058748,0.81519157,0.94195235,0.92476034,1.0542746,1.2725953,0.9638026,1.0986612,0.9909925,1.0683851,0.93027145,1.0965579,1.1572046,1.1733844,1.0447086,0.8461753,0.8817034,1.1154546,1.0619571,1.1061883,0.88970923,1.0469775,1.016894,0.9505476,1.0985569,0.97982174,1.0514624,1.0183625,1.1120129,0.94631743,1.124972,1.0838616,1.1576172,0.8093385,0.8255,1.1510481,0.9339202,0.9820615,1.0478531,1.0158983,1.2738209,1.1207505,0.9437971,1.209777,1.2584159,0.99985313,1.0100616,0.906772,0.9476086,0.7436485,1.1713238,1.1093553,0.7772692,1.1026851,0.85107887,1.0026022,0.75757873,0.89727765,1.3102165,1.3323226,1.0566047,1.1417345,1.1578536,1.0493379,1.0252525,0.78472626,0.96389055,1.2168775,0.9870029,0.9524119,0.91799605,1.1790439,0.94756854,0.88727504,0.8690139,1.1828731,1.1201354,0.99154764,0.8266562,1.1434306,1.074262,0.8192142,1.1453991,0.8998709,0.9386017,0.7873416,1.060265,1.2003758,1.1734283,1.1404402,1.1432636,0.98005533,0.8177866,1.007777,0.9928409,1.1130598,1.2734603,0.9794188
book,0.7136792,1.2770464,1.0469332,1.0693165,1.098269,1.1512121,1.1077465,0.7494607,0.9270374,1.1304758,0.7267801,1.145926,0.81139565,0.8567641,0.9035518,0.75025904,0.7294741,0.0,1.0822568,0.9861201,0.46947855,1.2075077,0.96612483,0.9735224,0.94456744,0.98737824,1.0006925,1.2174714,1.1842616,1.0831099,0.8557846,0.94999725,0.95920944,1.1758553,0.7967485,1.0227549,1.1496861,0.93403715,1.1173718,1.1850655,0.810657,1.0555288,0.7890545,0.84021395,0.85500896,1.0111514,1.0153635,1.0226654,0.96235317,1.2224915,1.2522688,1.1152546,1.2821305,0.9389709,1.1999689,0.5789196,1.2170019,1.0479727,1.2981658,0.9540055,0.84009993,0.85658,1.2084136,1.1079437,1.1975515,0.9261826,1.0783303,1.0452881,1.0179384,1.1211065,0.94325936,0.96077144,1.0572656,0.93361187,1.0277824,1.029831,0.86884856,1.1044664,0.6416614,0.93191105,0.94206905,1.0077704,0.989199,1.1878076,1.0625046,1.2532231,0.98269016,0.96672094,1.2147187,1.2126855,0.9123394,0.9206235,0.95932925,1.1206496,0.29892254,1.1651279,1.1361756,1.102742,1.1029159,0.8047358,0.9876636,0.8535194,0.7442832,1.3559257,1.2398134,0.9984731,1.0062774,0.88976467,0.8981034,0.96178854,0.9841319,1.0831379,1.1196486,1.0915085,0.9027696,1.1171074,1.2434419,0.8621545,0.98057526,0.8897565,1.2437799,1.1220611,1.1565014,0.90501726,1.2210624,1.2162037,1.0746647,1.1664283,0.92400867,0.9833723,0.87055695,0.9166281,1.3020976,1.2667005,1.1373498,1.0095265,0.79976845,0.6690735,0.9885186,0.94771737,0.9893764,1.2724209,0.9335775
bottle,1.3993243,0.6880653,1.1667793,1.2646685,0.89772713,0.75407547,0.9163786,0.93912226,1.200564,1.3592191,1.4183877,0.6490701,1.1568624,1.2699721,1.18361,1.4237325,1.2525271,1.0822568,0.0,0.51032966,0.9809561,0.8228274,1.0341327,0.24028754,1.2317102,0.46587706,1.1471342,0.88761973,1.2936075,0.8474293,0.8916848,1.1952374,1.1252655,0.65320504,1.1458163,0.9582559,0.8610606,0.7508704,1.0071992,0.5996531,1.3321726,0.0983066,1.1633656,1.3259892,1.1191634,1.073677,1.1568367,1.2677264,1.2328798,1.2545178,0.71163106,1.1240236,1.1338958,1.3398638,1.0967115,1.0773913,0.9245871,0.6441773,0.9104701,0.6566387,1.2265283,1.0137517,1.0628574,0.9985258,1.1863414,0.7557234,1.310374,0.88443506,1.2459812,0.7552043,1.1056406,0.8525137,1.2308258,0.3496138,1.3639244,0.52468204,0.7898572,0.63341135,1.2744902,1.0224428,0.44631135,1.4161267,0.9796322,1.0953641,0.9953473,0.70760006,0.7678809,1.0374541,0.8234304,0.7493886,1.0437973,1.2832654,1.3874371,1.2519717,1.1766244,0.5499028,0.66408193,1.1276755,0.9616917,1.1964586,0.7610506,0.81813264,1.1965762,0.746053,0.598977,0.78295505,0.4993695,0.67615694,0.87558043,1.1905326,1.0726957,1.0263144,0.54209244,1.3451233,1.1222014,1.2099329,0.513651,1.222955,1.0857507,1.4508039,0.78402936,0.6016708,1.0767949,1.0698888,0.51042795,0.7531589,1.3239962,0.6335073,1.2457403,1.3605337,1.1261957,0.59110886,0.92244333,0.8841061,0.52375954,0.7052341,0.78773576,1.0631933,1.1157308,1.0937426,0.6349082,0.58225346,1.1988893
bowl,1.3745494,0.7408792,1.0229911,1.3255087,0.7900417,0.6051365,0.67884946,0.5106849,0.9114365,1.3631511,1.2654094,0.71718216,1.0049628,1.1947811,1.2481284,1.2706757,1.0426586,0.9861201,0.51032966,0.0,0.95190513,0.6547518,1.1808112,0.47413242,1.1733636,0.5796728,1.2079631,0.93176115,1.3533487,1.0768467,0.78411305,1.1712756,1.194243,0.67525035,1.0345021,0.63889503,0.7685334,0.8960849,0.8935811,0.7469047,1.2807739,0.41728473,0.62796533,1.3620064,1.2347908,1.2000299,1.2090993,1.3570302,1.1948009,1.365971,0.63348794,1.158811,1.2394783,1.3527391,1.2573192,1.1971328,0.921045,0.8232447,1.1521702,0.4741249,1.1903843,1.1111511,1.2011355,0.981574,1.2095666,0.6674714,1.3990128,0.8242342,1.275608,0.8810903,1.1512933,0.74760485,1.396366,0.5614591,1.4465733,0.456591,1.0828292,0.56669575,1.2688453,0.61186886,0.67455924,1.400329,1.0636532,1.2410226,0.7743962,0.87403524,0.6370871,1.0834665,0.9531608,0.697333,0.92235506,1.1805153,1.4661297,1.404817,1.0315769,0.7323053,0.78903246,0.8548229,1.1328229,1.0127004,0.8440063,0.31767654,1.1435478,0.86345166,0.73900616,1.0281357,0.51603484,0.7988149,0.9829956,1.1750114,0.823616,1.1358699,0.6799939,1.3981948,0.99579847,1.360899,0.67579544,1.1475763,0.68290854,1.3372607,0.9708716,0.5216968,1.1743898,0.65728086,0.4384191,0.9006151,1.2451938,0.7790767,1.3338264,1.422467,1.103416,0.29161727,1.164773,1.0635918,0.76574856,0.7987089,0.82592267,0.56447387,1.0994945,1.1667356,0.9766138,0.81583035,1.2599034
box,0.7817848,1.4012434,1.0347115,1.0131681,1.0812117,1.2287081,1.2132381,0.5320828,0.8950809,1.1856035,0.67934126,1.2075393,0.7479147,0.8980155,0.9363635,0.7676115,0.7803691,0.46947855,0.9809561,0.95190513,0.0,1.2640848,0.98178774,0.7624941,0.9525766,0.8683964,1.1021289,1.4044385,1.2156955,0.80583084,0.88737357,0.8447808,1.0171943,1.1978337,0.75439227,1.0583013,1.2129025,0.72964054,1.1449611,1.3683532,0.6607593,0.96492314,0.74902266,0.8614042,0.7938089,0.88690853,0.68852895,1.0217636,1.0440786,1.1599212,1.3344171,1.0648552,1.1964707,0.97920954,1.2380123,0.7080477,1.2273126,1.0811955,1.2631979,1.0610518,0.92531055,0.75314784,1.2329168,1.037526,1.1988035,1.0295081,1.1239612,1.1322793,1.0431843,1.1636456,0.8563199,0.97863144,1.0634843,0.86403847,1.0576571,1.1235636,0.76770914,1.141659,0.78839934,1.0555171,0.7601556,0.90042204,0.9351851,1.2292047,1.0687853,1.3630315,0.84144354,1.0007663,1.154235,1.3031731,0.7430742,1.0298634,0.906998,0.9644445,0.48598194,1.3100275,1.2963252,1.1346107,0.94661736,0.93668175,0.86066794,1.0245587,0.8515489,1.3977824,1.2950039,0.8378515,0.7830663,0.7707053,0.9772842,1.0445726,1.1091871,1.0217737,1.1858402,1.0394251,0.70501566,0.9371779,1.2039151,0.90187734,0.8110066,1.0387028,1.3148253,1.1225187,1.004146,1.0064446,1.2881627,1.1419983,1.0567373,1.2628175,0.66113424,0.99774843,0.89789665,0.93950653,1.3119733,1.351659,1.2123882,0.86216986,0.8922416,0.65408784,1.032277,0.82368565,0.8491283,1.3475547,0.89589953
bread,1.2490762,0.42596567,1.0575409,1.3118708,0.6374333,0.7222034,0.4150592,1.1490369,1.309271,1.2147145,1.421618,0.7330917,1.2505293,1.2179396,1.0891608,1.3504663,1.1262926,1.2075077,0.8228274,0.6547518,1.2640848,0.0,1.1125127,1.0528352,1.0860896,0.940322,1.1992855,0.61305404,1.1561096,1.1522465,1.0923853,1.4472134,1.2764463,0.70148563,1.2831424,0.3838957,0.47970617,1.1239725,0.38598287,0.6013421,1.4882348,0.78575563,0.9309553,1.1763228,1.0470011,1.3911445,1.0526991,1.3499906,1.0618736,1.0311865,0.27069867,1.0591214,0.77674586,1.274246,0.9125521,1.282924,0.72701585,0.94976,0.73550576,0.77222055,0.9218177,1.4696794,0.9635341,0.87799865,0.98517346,0.8011004,1.2816632,0.31309605,1.2054285,0.7260994,1.0459003,1.02103,1.3776071,0.8193507,1.3853941,0.6708755,1.3647791,0.69908965,1.2525139,0.7894147,1.0075346,1.2909467,1.036218,0.9587756,0.46379268,0.64752066,0.77512133,1.1927128,0.7354841,0.37461853,1.2682303,1.183788,1.4230924,1.3220075,1.2797756,0.65152913,0.75032586,0.59137225,0.80681837,0.87424713,1.2191552,0.59484506,1.163851,0.42341405,0.43661004,1.2401154,0.85368645,1.1869397,1.0394257,1.1466184,0.93800896,1.1049038,0.8615658,1.3445134,1.1108018,1.2772458,0.6215437,1.2973872,1.236986,1.3485576,0.5280673,0.27147448,0.9946715,0.8503423,0.52666765,0.7625673,1.1532836,0.6307548,1.3007382,1.4231411,1.2857265,0.769905,0.7361028,0.6682924,0.80431247,0.9582655,0.7841729,0.91965574,1.1961342,1.1895645,1.2294273,0.6183845,1.421696
broom,0.93482405,1.0059758,0.95309675,1.0525506,1.0356668,0.94130284,0.9191219,1.110085,1.2294766,0.9162519,1.1062393,0.96146256,0.9817021,1.1761142,0.9531496,1.096443,0.81505466,0.96612483,1.0341327,1.1808112,0.98178774,1.1125127,0.0,0.99411625,0.9195182,0.9238879,0.9601691,0.8625325,1.0198383,0.7441876,1.1531996,1.0652372,1.0902587,1.0262665,1.1077796,1.2177613,0.9969942,0.9799894,0.9552892,0.84783137,1.044309,0.9990523,1.0982314,0.97111565,0.7647904,1.0244801,0.7366831,1.0481027,1.0267261,0.9181704,1.1352942,1.1299387,0.9393099,1.1697645,0.8697432,0.9389236,0.89331496,0.6990432,0.8930454,1.0371228,0.87771654,1.0002863,1.0236291,1.0524076,1.027598,0.9464005,1.125038,1.0937039,1.0153345,0.9320169,1.0554614,1.0281378,1.0655115,1.006478,0.94960105,0.96385634,0.7473927,1.1023868,1.0283246,1.0763004,1.107643,0.9543588,0.9501583,1.0078444,1.1949437,1.1036208,1.1629977,0.9410462,1.0157994,1.1302247,1.2097613,1.1599534,0.95984674,0.9659004,1.0751495,0.82375395,0.8262283,0.993488,0.7837531,1.0710498,0.9112278,1.1180961,1.0518631,1.0098622,1.1370251,0.8730927,1.0842949,1.0226058,0.8042339,1.1013678,0.9617208,0.92071474,0.923462,1.1758118,1.0522459,0.9340101,0.69651324,1.1373104,1.1963723,1.1022199,0.93342304,1.0793656,0.81011647,1.1490746,0.8302894,0.63196284,0.64095354,0.9212023,0.9075037,1.0648497,1.052601,1.1816196,0.9578392,0.93230164,0.82087755,0.9880631,0.80754507,1.1691806,1.0751996,1.0873436,0.7499212,1.0056728,1.075566
bucket,1.2249944,1.0861294,1.04023,1.1479769,1.0126612,0.80690277,1.0207559,0.6890911,1.0097215,1.3060578,1.1868845,0.96896,0.91807306,1.1339507,1.1671503,1.2127604,1.130295,0.9735224,0.24028754,0.47413242,0.7624941,1.0528352,0.99411625,0.0,1.1824234,0.43725538,1.1357828,1.1241381,1.3003905,0.70906764,0.87447,0.98350406,1.0637702,0.84705675,1.0045161,0.98562175,1.0285717,0.64956003,1.159268,1.0105737,1.0572226,0.2112068,0.88196844,1.2663949,1.052491,0.9021473,1.1077131,1.1529244,1.2710304,1.304427,1.01562,1.1197295,1.307735,1.3182429,1.2070904,1.0408735,1.1207054,0.7753347,1.1870031,0.7327505,1.2352568,0.72926885,1.235483,0.8677515,1.2155172,0.81008273,1.2757058,1.0716156,1.138353,0.9345728,1.1347973,0.80208576,1.090698,0.42289567,1.1857703,0.73972684,0.650223,0.8009274,1.1732283,0.8675789,0.37251127,1.1970599,0.9756005,1.290406,1.0083599,1.1691699,0.646047,0.957573,1.1170981,1.0439199,0.84533155,1.2787726,1.2270879,1.1181153,0.97095615,0.9272195,0.96145207,1.1038677,1.0538701,1.145752,0.6011301,0.8406501,1.1272936,1.1244897,0.9939728,0.6048682,0.5986643,0.57864845,0.9075736,1.1042798,0.9372035,0.96435905,0.6941353,1.2016022,0.9708469,1.061477,0.77272743,1.0598918,0.7973323,1.3237907,1.1354294,0.852992,1.0382283,0.8885138,0.7298116,0.87077105,1.2514979,0.95556575,1.0364636,1.2285435,0.9903624,0.5940167,1.2460577,1.2612817,0.7585943,0.6049467,0.9442879,0.78945446,1.071868,1.0551999,0.500868,1.0639238,0.99819887
butterfly,0.7966834,1.0928806,0.98765725,0.9352756,0.9944639,1.2746305,0.97285235,0.9944713,1.0425547,1.0347779,1.059362,1.245223,1.160026,0.9669648,0.68830514,1.0775634,0.9339552,0.94456744,1.2317102,1.1733636,0.9525766,1.0860896,0.9195182,1.1824234,0.0,1.2421036,0.96389425,0.9128569,1.0966723,1.1785853,1.0590663,1.0669551,1.1100149,1.1801641,0.92016745,0.8947436,1.0636219,1.1486301,0.90268064,1.2090467,1.0087779,1.2504857,0.7789471,0.75327444,0.72604096,1.1222869,0.96065015,0.9845102,0.7968947,0.7863442,1.1229758,1.228201,1.0217118,0.87648064,0.9652635,1.0033709,1.0797607,1.0121957,1.0390662,1.0153152,0.744205,0.9456412,1.0345697,0.99445635,1.1976892,1.0913608,0.9214331,0.92404765,0.90539813,1.1530466,0.7936786,1.1265899,0.9896042,0.9927271,1.0822031,1.1395023,1.1052897,1.2884874,0.8682295,1.1259134,1.2115622,0.7995415,0.88156694,0.96205384,0.8479257,1.1609932,1.1868939,1.0480157,1.1314484,1.1034845,1.0433924,0.92162573,0.85218275,1.0077617,1.0045443,1.170808,1.1652619,0.8616254,1.1833413,0.59436977,1.0568106,0.9491438,0.8642604,1.1691248,1.1551567,0.9885958,1.1996633,1.0581322,0.80279005,0.7513308,0.8193141,0.96833605,1.1102324,0.9600017,0.85040236,0.9602679,1.1572047,1.186778,1.0449046,1.089242,1.0083244,1.1610087,1.0427083,0.8100055,1.0937825,1.0899421,0.86458945,1.0636454,0.7386277,0.92972785,0.97610146,1.1690812,1.0676998,0.99958915,1.16672,1.2018508,0.9599336,0.8440735,1.0724927,0.9499358,1.0616407,1.184987,1.0704942
