,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soap,1.457238,0.8923073,0.5543863,1.2791789,0.6069474,0.45349073,1.09425,0.59541875,1.2405854,1.2857288,1.4290878,0.6516434,1.0985652,1.1563947,0.9295826,1.4654007,0.9358547,1.0162692,0.569913,0.6444908,0.81122637,1.1628423,0.8932211,0.59429145,0.8812994,0.56842077,0.69884104,0.86556053,1.0885608,0.95852953,0.6748004,0.9717572,1.1970816,1.1151654,1.1625013,1.2769105,1.31564,0.59506357,1.1768444,0.480686,0.9636931,1.2191365,1.1207844,1.005779,1.0487056,1.3450485,1.1174872,0.69456947,1.2310493,0.94675034,1.3148191,0.9156212,0.5953905,0.6940577,1.0189549,0.7795664,0.98426485,1.0848751,0.821002,1.0006763,0.6901319,1.264368,1.1331304,0.9069174,0.85751903,0.95902616,1.374651,0.7720614,1.4793969,1.0383123,0.85646605,0.645896,1.288839,1.3322344,1.145856,1.1614641,0.74225974,0.72015655,0.9112674,0.9939234,0.67820525,0.9384724,1.2684742,1.4607627,1.4213104,1.2416533,0.63983834,0.74063545,1.1958543,1.1306874,0.6753787,1.2758693,0.8862159,0.5703488,1.0735676,0.7212598,0.9921881,0.7448505,0.7809373,1.0265148,0.80827796,1.2530773,1.2317147,1.2509367,1.3741019,1.0117232,1.3308201,1.0530702,1.0249774,1.29697,0.6671352,1.1033823,0.0,0.95364153,0.73108,0.9230555,0.6715981,1.0851773,1.4003292,1.2884107,0.6601919,0.8517321,0.82657206,1.1985401,0.76231575,0.7230197,0.9148766,1.1100518,0.8967881,0.7063995,0.70779204
sock,1.0391552,0.7296926,0.991154,0.8533529,1.0299267,1.0376844,0.9760664,0.8980639,1.1750863,1.0389633,1.2313315,0.91609186,1.0580397,0.8241051,0.955987,1.0049739,1.1671352,1.1303451,1.0912282,1.0408119,1.0338249,0.8683578,1.0498648,0.94090444,1.1245275,0.98749316,1.2140683,0.9513987,1.1147494,1.1130929,1.0738151,1.1651282,0.9208962,1.1633482,0.86250925,1.1746294,0.90793306,0.9701331,1.2330241,0.9933748,0.9075864,1.0808579,0.909704,1.2080876,1.0835599,1.057212,0.8961394,1.0127869,1.0777504,0.9180396,1.1474391,0.7345788,0.91354156,1.2178931,0.40062916,0.960312,1.0470439,1.1553173,0.9828648,0.380521,0.8484942,1.1369593,0.76372296,0.94531316,0.99537843,1.0674205,1.1205852,1.0758113,0.8433604,0.8676354,1.1050148,1.1294019,0.8717563,0.66644377,1.0240237,0.89948493,0.98425215,0.8027539,0.8892515,0.98204446,1.0862753,1.1077381,1.0633478,1.0462961,0.8573188,1.1318505,0.9650128,0.8282379,0.8930992,1.0024824,0.9064007,1.1842833,1.1241084,1.041548,1.0378002,0.9656153,0.9624205,0.9861923,0.7921956,1.2125527,1.0104055,1.0591525,0.93487054,0.9345738,1.1573573,0.39073896,0.78776145,1.266014,1.0924845,1.2244506,0.9294747,1.1697525,0.95364153,0.0,0.79803884,0.85989416,0.9570408,1.0702221,1.1331723,1.2359226,0.88596845,0.7617012,1.051734,0.91710633,0.7824415,1.0178739,0.99800843,1.1041173,1.0637962,1.0659462,1.1011382
spoon,1.3603246,0.6997711,0.86890054,1.2318268,0.86763835,0.7946626,1.0101442,0.86514884,1.352485,1.1926054,1.5186067,0.66603935,1.20887,1.087265,0.99978065,1.398016,1.1113119,1.0310662,0.8824166,0.8164093,1.1051828,1.0225227,0.65144515,0.78114164,0.8134315,0.8241399,0.9422206,0.9256857,1.0674067,1.0612901,0.7309674,1.1007402,0.938481,1.1281798,0.98027295,1.3884692,1.175699,0.60854006,1.3085955,0.7779269,0.9810758,1.1420349,1.0082824,1.1318676,1.1234515,1.3238888,0.7285211,0.785556,1.1905577,0.95483714,1.2298802,0.7142867,0.57415366,0.88408446,0.85150445,0.64860463,0.92055327,1.3240476,0.6339026,0.8533527,0.696972,1.1857708,0.9280101,0.77846265,0.9127316,0.91615,1.3878099,0.9745198,1.3138392,0.84849715,0.85150814,0.70778227,1.2121564,1.1394336,0.97021234,1.0789684,0.887476,0.7101267,0.58186257,0.8813766,0.7974677,1.1822824,1.2118512,1.3636855,1.2905077,1.2358447,0.59501505,0.57277113,0.9373461,1.0877002,0.84130394,1.155884,0.8057955,0.62882227,1.0250093,0.93726957,0.93294424,0.88918906,0.9499073,1.1495824,0.76071966,1.2788241,0.98727834,1.0763835,1.3522413,0.9061669,1.1755341,1.1831245,1.0374869,1.3521049,0.7670683,1.2289352,0.73108,0.79803884,0.0,0.88928896,0.8845023,1.1709251,1.3504875,1.4321077,0.79236996,0.7560612,0.9149064,0.9604023,0.7319819,0.92724246,0.90391064,1.1018016,0.82908976,0.86435795,0.7727082
sprinkler,1.0272914,1.0458442,1.1344224,0.96007466,1.0992074,1.0994059,1.0047792,0.8785846,0.9063805,1.1931946,1.0755262,1.1397506,0.94404566,1.0625505,0.752747,1.0952307,0.9002208,1.1025125,1.0357476,0.87262636,0.9450634,0.94158435,0.906003,0.8179427,1.0053416,0.8224735,1.0731316,1.0585107,1.1405959,0.7438626,1.020254,0.7879634,1.2261819,0.796272,0.9459854,0.9569082,0.98249876,1.0864351,0.85500765,0.94614565,0.8398837,0.92253745,0.8015314,0.82098705,0.83892035,1.1152304,1.183249,1.1617413,1.2310108,1.11868,1.2179551,1.129013,1.1215539,1.0354047,0.96799725,1.0829875,0.8943328,1.0722965,1.157057,0.8572186,0.9496768,1.1477078,1.016425,1.2086148,1.0217702,0.7219599,1.1445129,0.90341324,1.1448234,0.7337967,0.8411697,0.8088523,0.9513475,0.8990826,1.1469654,0.9554883,1.2361827,0.90314984,1.151012,1.2378259,1.2178199,0.8517091,1.1668217,1.197607,1.1383268,1.0905252,1.049912,0.90039414,0.8749123,0.9494786,0.9488492,1.0768747,0.81276864,1.0028517,0.92862767,0.9704611,0.9428444,0.7253002,1.138175,0.8698749,0.9104623,1.0028259,1.0975028,0.81485486,1.194847,0.8696581,1.0869066,1.000338,0.844275,1.1103626,1.126256,1.1071986,0.9230555,0.85989416,0.88928896,0.0,1.1111002,0.7513269,1.196361,0.9289978,0.8289271,1.1490479,1.2431368,0.74617034,0.90511304,0.84243774,0.92017776,1.0669216,0.6494778,1.1435161,1.0273105
strawberry,1.2341831,0.750549,0.26296365,1.1610795,0.3578217,0.45228535,0.9092255,0.84701794,1.284076,1.2380004,1.3400021,0.82238376,1.1952517,1.0349123,0.9971036,1.2998503,1.0445788,1.1235378,0.78350306,0.83773214,1.0209819,1.0338286,1.0679245,0.88287926,0.94951034,0.97392756,0.89062196,0.74744856,1.0907326,1.2086699,0.8128401,1.0989649,1.1178495,1.2014623,1.203718,1.2263156,1.1600199,0.70794904,1.3065134,0.7651808,0.98871017,1.0768213,1.0858341,1.165171,1.1959155,1.1779077,0.91852427,0.62991595,1.213168,0.7764989,1.1572204,0.7667255,0.71730673,0.86427635,1.0867049,0.8614471,0.96808887,1.0939531,0.87725604,0.83711976,0.6530709,1.1050394,1.0065914,0.8140445,0.97729987,1.0887134,1.2323817,0.929392,1.2365792,1.1394136,1.0920604,0.93975836,1.1939261,1.0880018,0.9765932,0.88003343,0.6450143,0.96306735,0.8646923,0.7456428,0.5922754,1.1632259,1.2370484,1.2899007,1.1415805,1.2385494,0.807446,0.86923707,1.0512575,0.9348029,0.9190779,1.1956555,1.0765716,0.6758362,1.0238384,0.67752624,1.0532507,0.9870614,0.69647384,1.21532,0.89911526,1.2199795,1.0377641,0.9929677,1.227276,1.1246495,1.1262084,1.2157674,1.1197937,1.217053,0.76329684,1.1570928,0.6715981,0.9570408,0.8845023,1.1111002,0.0,1.2489221,1.2195107,1.3038776,0.82226884,0.7544946,0.7355284,0.9738427,0.9788729,0.7602783,1.1467404,1.0646532,1.1189435,0.8204621,0.86198884
stroller,0.8181726,1.3142754,1.3481747,0.9026602,1.306185,1.3468406,1.045923,1.0979731,0.6326775,1.1169463,0.62854993,1.327497,0.7170421,0.9909698,0.8974722,0.75489587,0.66697663,0.8085546,1.1657567,1.0579832,0.6915468,1.1671631,1.0450977,0.9670454,1.1021909,0.93214285,1.0298032,1.1020437,1.1774766,0.31701165,1.1527984,0.69877875,1.2399064,0.57462704,0.8573995,0.575151,0.923281,1.3954074,0.3887596,1.1918893,0.95143783,0.8839476,0.75947666,0.74056184,0.8247849,0.9169332,1.2650722,1.3664585,1.1015978,1.2597736,1.0018716,1.3389575,1.3775994,1.1348695,1.0326698,1.3138199,1.0524206,0.7723616,1.3937265,1.1338739,1.0998199,0.95812434,1.0304036,1.3458185,0.981962,0.6143016,0.9214983,0.99861056,0.96424955,0.95020604,0.75184476,1.0040241,0.8448595,0.8524028,1.1957581,1.142719,1.4435344,1.0827845,1.393825,1.3042889,1.3513579,0.6765368,1.0037158,0.8984582,1.0136609,0.69523984,1.3816469,1.2406147,1.0277975,0.91158104,1.1174515,0.89535236,0.9502414,1.2804731,0.93190444,1.1127479,0.6764864,0.9119966,1.341702,0.7221035,1.1295607,0.8824541,1.0819507,0.82478076,0.9466628,0.95790184,1.0612308,0.93715453,0.7755316,0.73259103,1.408812,1.1046622,1.0851773,1.0702221,1.1709251,0.7513269,1.2489221,0.0,0.9113716,0.52982074,1.0691139,1.407345,1.3525015,0.81619346,1.06944,0.8319973,0.7746234,1.027938,0.7708451,1.2913061,1.1316807
sweater,0.6199985,1.1556615,1.3625962,0.48963594,1.3641243,1.4023483,0.9811917,1.4824147,0.67310107,0.76170796,0.4289987,1.3424933,0.76128334,0.78607655,1.2294277,0.52331716,1.0043193,0.9486822,1.3868701,1.3563035,1.0924444,1.099827,1.3242621,1.3807111,1.2102512,1.363092,1.2751168,1.0651941,1.0516407,0.99466854,1.4324422,1.1350464,0.7218505,0.95700955,0.9372278,0.615119,0.78253984,1.4818046,0.7608069,1.4550407,1.0182031,0.9671491,1.023509,1.0233741,0.9469264,0.451293,1.1047425,1.2970321,0.75236136,1.1641457,0.5587359,1.1580664,1.4174335,1.3396528,1.0706294,1.4100751,1.1161757,0.8197124,1.354594,1.1686977,1.2665653,0.58993316,0.8245776,1.2120827,1.1301905,1.1161257,0.40934145,1.1599219,0.38757563,1.094857,1.2915998,1.4314868,0.6729614,0.7278085,0.9885455,1.0127305,1.318099,1.3895254,1.2289441,1.0873349,1.2969726,0.99825037,0.8422754,0.31896454,0.40276426,0.68350327,1.4513385,1.4126041,0.9481528,0.93238294,1.3014607,0.7464112,1.2000927,1.4901226,1.0164491,1.1710279,0.9653128,1.3329151,1.1958225,0.88585305,1.2741287,0.77788657,0.65485793,0.81132466,0.21948636,1.140979,0.5433788,0.9644645,0.92136043,0.56533325,1.4255581,0.9285724,1.4003292,1.1331723,1.3504875,1.196361,1.2195107,0.9113716,0.0,0.57912683,1.3183483,1.2794251,1.1595066,0.8823364,1.3460613,1.3094194,1.0704085,0.8929547,1.2015212,1.3319209,1.3304927
table,0.52749103,1.4986918,1.4796878,0.59550345,1.4556577,1.4669652,0.97586817,1.3583348,0.2617017,0.93395156,0.23762429,1.4485784,0.4598323,0.84274113,1.0730046,0.49444354,0.7709485,0.680713,1.334918,1.1530696,0.74540836,1.1663187,1.2881477,1.1517621,1.2590601,1.0963461,1.1196136,1.1892645,1.0370342,0.5975048,1.374423,0.74200165,1.1660929,0.38570714,0.8107454,0.37663716,0.765365,1.6301565,0.3304752,1.3636204,0.93088853,0.8757527,0.8967718,0.66419744,0.5557644,0.72950107,1.4223101,1.5843099,0.86893666,1.3887445,0.86798143,1.5001048,1.5773704,1.2521293,1.1363447,1.4715976,1.10771,0.6537508,1.6138271,1.2854168,1.1972088,0.8805261,0.92669344,1.5644665,1.1717091,0.74224013,0.637568,0.98953754,0.62339866,0.89267313,0.9961359,1.2389355,0.67794544,0.72868145,1.1934898,1.1350131,1.5898721,1.4265413,1.6027615,1.4381342,1.5540596,0.59006274,0.8940513,0.5568723,0.72680473,0.42002332,1.5836372,1.4604869,1.0224828,0.89496094,1.2859824,0.7017013,1.0418596,1.392057,0.9828071,1.2051672,0.84494925,1.109053,1.3926549,0.5403123,1.4139749,0.76306915,1.0342343,0.6175667,0.62917197,1.1581358,0.8104824,0.7673095,0.53158855,0.4851538,1.6190703,0.76716477,1.2884107,1.2359226,1.4321077,0.9289978,1.3038776,0.52982074,0.57912683,0.0,1.1968963,1.647358,1.3985951,0.71703625,1.3962241,1.0842801,0.7141684,0.88241667,0.96514946,1.3828197,1.20569
tape,1.3524991,0.8889799,0.7532768,1.330291,0.617082,0.71167016,0.99439615,0.66520065,1.145222,1.2341185,1.3638366,0.9102574,1.224497,1.0740436,0.76229644,1.3466647,0.9187158,1.0586693,0.6451091,0.19688946,0.8076399,1.1271265,0.9423436,0.3150766,0.8576931,0.6995549,0.8520406,1.0753355,1.275181,1.066987,0.5673692,1.0190842,1.2258397,0.9481558,0.895777,1.2837223,1.2027314,0.77567995,1.2216153,0.29338002,0.54917735,1.1061018,0.95554495,1.1605151,1.0623547,1.309966,1.0353464,0.8327708,1.2432475,0.7656888,1.283877,1.0200781,0.88289094,0.81684965,0.9641066,0.8028101,0.96543914,1.1585627,0.92342764,0.8829313,0.6709502,1.2389615,1.2030685,0.7961845,0.9389994,0.8961707,1.3301948,0.6721965,1.4092864,1.1989571,0.9970498,0.7353667,1.2592366,1.1619599,1.1272371,1.1347182,0.8217813,0.86817575,1.0635659,0.9366527,0.85546476,0.9935174,1.1836728,1.4093239,1.4192759,1.2348633,0.8723357,0.8255121,1.1886705,1.1536474,0.98396826,1.2281193,0.8991103,0.41067362,0.9614325,0.7113497,1.0111164,0.8133398,0.7935644,1.205505,0.8580111,1.2766862,1.2888188,1.0780096,1.4037359,0.83995044,1.3971188,1.2157502,0.9061234,1.27373,0.7849111,1.1230553,0.6601919,0.88596845,0.79236996,0.8289271,0.82226884,1.0691139,1.3183483,1.1968963,0.0,0.93451864,1.0870745,1.1213412,0.9151108,0.5594481,0.9427977,1.0392326,1.0254124,0.85775006,0.7553723
toe,1.4651425,0.37449658,0.54346144,1.1322614,0.60737073,0.6227779,1.0388129,0.66020185,1.5723305,1.1625764,1.5226159,0.6351699,1.3493873,1.2144892,1.1173462,1.4330845,1.2751942,1.347528,0.725195,0.9416691,1.2314489,0.85455513,0.9306442,0.9485417,1.0012231,0.9184413,1.0245128,0.7698641,1.0833652,1.3605168,0.87049395,1.2449554,0.7327034,1.479579,1.2382493,1.4094262,1.2081617,0.45152485,1.5478129,0.70056105,1.1661018,1.2692161,1.2010676,1.2822595,1.2877486,1.2737591,0.3505082,0.51172924,1.1999024,0.57110983,0.9829032,0.1594767,0.6236359,0.8902894,0.7895199,0.80557346,1.1893473,1.2871764,0.29557294,0.8198141,0.90413773,0.9933662,0.7846105,0.43800402,0.9790954,1.323642,1.3332117,1.1041695,1.2742485,1.0905856,1.122717,0.9266806,1.0504298,1.2180257,0.6855141,0.8377489,0.21025443,0.7644031,0.21214932,0.3127423,0.5777116,1.3620881,1.2282932,1.3770733,1.112925,1.5257626,0.4291817,0.48305148,0.95113903,1.1260898,0.78656864,1.275587,1.1563296,0.8049871,1.0958798,0.94734234,1.3134954,0.99173844,0.5565255,1.3773401,0.76995593,1.2518086,0.9630695,1.2889884,1.3066227,0.90953106,1.0694011,1.172835,1.4360458,1.380645,0.29700172,1.1277126,0.8517321,0.7617012,0.7560612,1.1490479,0.7544946,1.407345,1.2794251,1.647358,0.93451864,0.0,0.45958787,1.2250679,0.8036775,1.0576469,1.3687956,1.1896218,1.1261653,0.57391244,1.0352062
tooth,1.2975812,0.72430557,0.59173316,1.1865432,0.70925564,0.65240324,1.1289911,0.8112191,1.3324435,1.0690743,1.2697496,0.5464423,1.049873,1.2183377,1.2076194,1.2601529,1.1774375,1.2051891,0.71490127,0.9928704,1.2336875,0.96333414,0.99541736,1.0956775,1.0645235,1.0046763,0.96008897,0.7956481,0.89636457,1.3171246,0.99418247,1.235442,0.7963977,1.2972497,1.1268797,1.2392417,1.1723857,0.44239765,1.3751465,0.7456285,1.1890751,1.1671162,1.3201677,1.2274982,1.155461,1.1643336,0.58998775,0.65855986,1.1389959,0.7438662,0.96956724,0.607046,0.58077824,0.8091483,0.9825954,0.81841063,1.2038457,1.0590134,0.37578142,1.062715,0.8503207,1.0127661,1.0731761,0.72181374,1.0655748,1.2561375,1.1523539,1.1470509,1.1445616,1.0647247,1.1367592,1.0214355,1.110579,1.2820928,0.53045964,0.9286283,0.30274904,0.9514959,0.41007555,0.5607701,0.6407351,1.2392211,1.1517177,1.2123123,1.062172,1.3212898,0.47036237,0.6737542,1.0644252,1.0951334,0.87144035,1.1266009,1.1644243,0.88800174,1.1263093,0.9890036,1.2781968,1.0903289,0.7824177,1.2778591,0.9611563,1.1438007,0.9858268,1.1642387,1.1423295,1.1254079,1.086936,1.0387864,1.2433337,1.1797005,0.36397648,1.052937,0.82657206,1.051734,0.9149064,1.2431368,0.7355284,1.3525015,1.1595066,1.3985951,1.0870745,0.45958787,0.0,1.1525935,0.9320847,1.1455046,1.2913595,1.098377,1.1557958,0.40621042,1.0449858
toothbrush,0.73379916,1.0859524,1.240603,0.6431747,1.2058501,1.2233659,0.54134303,1.339627,0.7587596,0.98250055,0.8339421,1.305256,0.8573214,0.8325541,1.1179663,0.85159785,0.87776697,0.969534,1.280133,1.1501952,1.1603384,1.0595751,1.0317941,1.1685615,1.1276114,1.2859477,1.2891582,1.0535744,1.1099364,0.98699176,1.2882853,1.0855302,0.9624502,0.84231687,0.87775606,0.9337519,0.7898085,1.1816211,0.80750567,1.2858303,0.83196443,0.94859004,0.898564,1.0637574,0.96648365,0.9539826,1.0864648,1.20303,0.9932856,1.1981893,0.9742352,0.97275823,1.225445,1.2628758,0.993836,1.1196952,0.9498692,0.97680753,1.2960894,0.85920334,0.74719036,0.98637295,0.58395857,1.379138,1.1874933,0.634701,0.9200189,1.1661236,0.7644712,0.79476345,1.1247995,1.1722723,0.78773946,0.5540385,0.90579444,0.97946936,1.300426,1.3444926,1.159935,1.1196766,1.2534673,1.024748,1.0097783,0.80080163,0.8581234,0.8033997,1.1454537,0.93478155,0.8701869,0.90003663,1.3166538,0.9223493,1.1243702,1.2125313,0.93797445,1.1068945,0.8872144,1.2033292,1.1366645,1.0003078,1.2671278,0.9797474,0.90895814,0.29507285,0.89954233,1.1269234,0.9085084,1.1281548,0.78575134,0.8194305,1.3773084,1.012907,1.1985401,0.91710633,0.9604023,0.74617034,0.9738427,0.81619346,0.8823364,0.71703625,1.1213412,1.2250679,1.1525935,0.0,1.312355,0.90549695,0.89496326,0.9643711,0.9536456,1.2925467,1.2442898
towel,1.4145548,0.9388584,0.8319278,1.3624351,0.91125757,0.7442863,1.347086,0.42385662,1.2128966,1.1085194,1.3105329,0.56285715,0.92927486,1.0153717,0.971941,1.0452116,1.2429185,1.2012872,0.67428786,0.8770246,0.9749413,1.0161978,0.60868776,0.71522975,1.0185403,0.49802893,0.6398269,0.8611834,0.9823767,0.7264958,0.65508807,0.8676734,1.0402853,1.0732025,1.1205243,1.0685792,1.2398982,0.5837182,1.161388,0.6849115,1.071398,1.2577934,1.1468401,0.8931134,1.0278171,1.1827134,0.9876506,0.7981961,1.0353096,0.9577707,1.4096458,0.97206265,0.50304896,0.7662318,0.9615516,0.52524734,1.1544831,1.2084725,0.7123718,0.7882054,1.0575194,1.3546075,1.3235104,0.82342386,0.8984872,1.1308942,1.3179811,1.0634718,1.1655679,0.86185,0.6758234,0.6543585,1.2659366,1.237539,1.2482358,1.088329,0.81130487,0.028246284,0.75646627,1.1098852,0.7423391,1.0486283,1.1639062,1.2616907,1.135794,1.3043978,0.58059794,0.67911476,1.1429093,1.1954193,0.25000364,1.3232536,0.93141764,0.65503836,1.2455875,0.99412984,0.9771588,0.57313925,0.9061141,0.90724814,0.6831886,0.99454904,0.94540393,1.4546964,1.278662,0.8368828,1.0850956,0.9248843,0.9502384,1.3606958,0.63141483,1.1327251,0.76231575,0.7824415,0.7319819,0.90511304,0.9788729,1.06944,1.3460613,1.3962241,0.9151108,0.8036775,0.9320847,1.312355,0.0,1.0437216,1.1599102,1.195958,0.6030365,0.784292,0.7469472
toy,1.0279136,1.0601506,0.6507146,1.41611,0.48002255,0.6654304,0.6651089,0.74416214,1.2434858,1.2508111,1.2795482,1.0390373,1.3218356,1.1090486,0.53486884,1.3176794,0.5265906,0.73388433,0.63742733,0.5773343,0.77388763,1.1619155,1.0137572,0.632192,0.654161,0.9752403,0.74534607,1.1074286,1.3317438,1.0435238,0.69864523,1.0065845,1.3792436,1.004316,1.166214,1.2738729,1.2319841,0.78754306,1.0371333,0.6268457,0.86270106,0.8297964,0.54564774,1.2448604,1.1899358,1.2567614,1.1758561,0.7451454,1.3482741,1.0115739,1.2290282,1.1739377,0.92028594,0.68503296,1.0014373,0.98439187,0.52501893,1.0142511,1.1124942,0.7607701,0.51316595,1.158674,1.2451093,0.8234714,0.8770776,0.7047572,1.1271119,0.78714037,1.4341555,1.4235029,0.94494,0.7824869,1.2981501,0.9595197,1.2397124,1.1451881,0.9120775,1.0082312,1.2751422,1.0130203,0.6996381,1.0508628,1.1174642,1.3636575,1.5140277,1.0364305,1.001079,0.95164305,1.1855143,0.9173865,1.142447,1.075254,0.8083117,0.6697645,0.8056838,0.7200743,0.9141958,0.8413788,0.9781413,1.3483353,0.75020945,1.23111,1.4194083,0.91119915,1.3946702,0.8571991,1.5195513,1.2368176,1.2223788,1.0196421,0.8755927,1.2638915,0.7230197,1.0178739,0.92724246,0.84243774,0.7602783,0.8319973,1.3094194,1.0842801,0.5594481,1.0576469,1.1455046,0.90549695,1.0437216,0.0,0.75566113,1.0671724,1.055215,0.91025376,0.9039533
tray,0.86844325,1.2619016,1.2114182,1.0310454,1.148858,1.1577642,0.9439613,1.0797023,0.8611861,1.1748405,0.9717915,1.1422548,0.94211346,0.8539649,0.8451873,0.9968498,0.7597751,0.40117043,1.084471,0.9272689,0.6089634,1.1590092,0.9804203,0.89721334,0.82862294,0.9389313,0.89995587,1.1540755,1.140697,0.873183,1.0395737,0.8548826,1.2130046,0.7264525,0.87516683,0.97974396,0.9943391,1.1768765,0.8050492,1.0861692,0.9802965,0.8651426,0.8223805,0.93993515,0.7902041,0.9594202,1.2773712,1.1745522,1.1459329,1.243996,1.0778643,1.2381798,1.1355182,1.0581765,0.9829169,1.1059593,0.78760004,0.91765624,1.2528983,1.0029764,0.7403752,1.0588481,0.9223854,1.2050115,0.9304682,0.82393736,1.0410097,0.85727096,1.0622534,0.8192297,0.9216554,1.0483658,1.0528919,0.91327626,1.1062068,1.1673214,1.34793,1.165502,1.3234383,1.2591288,1.1689863,0.60616845,1.103381,1.0047711,1.1512868,0.6175939,1.1784332,1.0673606,1.0088881,0.9270442,1.1742477,0.8837517,0.9200914,0.9702954,0.9206124,1.01483,0.77882385,0.9116665,1.1996033,0.9328408,1.083758,1.0451901,1.1099613,0.7973012,1.0437683,0.94155884,1.0872313,1.1289747,0.82771003,0.98643214,1.2897464,1.1614,0.9148766,0.99800843,0.90391064,0.92017776,1.1467404,0.7746234,1.0704085,0.7141684,0.9427977,1.3687956,1.2913595,0.89496326,1.1599102,0.75566113,0.0,0.9384802,0.99265087,1.2039913,0.98171926
tree,0.8780345,1.1423818,1.137127,1.0056976,1.0805525,1.0970485,0.92562497,1.2339252,0.85692894,0.74396145,0.8709789,1.1025821,1.0772728,0.93188244,1.07289,0.91998565,0.99427485,0.8222519,1.1043396,1.0428401,1.0490506,1.1014442,1.0367098,1.0919642,1.0205222,1.1575626,1.0545965,1.2103882,0.82942677,1.1548121,1.0419494,1.0799489,0.88404715,0.98403144,0.8919299,1.0571446,0.95220983,1.1302404,0.96979076,1.1119599,0.90463257,0.9873753,1.1085562,1.0515721,1.0625584,0.9940862,1.1192659,1.1141595,0.7456565,1.0913552,0.9664061,1.1132479,1.1689281,1.0756307,1.0203693,1.0650069,1.0178035,0.9408923,1.2072836,1.1758242,1.0204035,1.0243804,1.0022968,1.1977872,1.072424,1.0077894,0.85227406,0.98450446,0.8856821,1.1405778,1.0606132,1.0872,1.058847,0.9772738,1.0379641,1.1431149,1.1441137,1.1913793,1.1812937,1.1426554,1.0759089,1.0343542,0.76116073,0.8513279,0.987236,0.8119018,1.1747445,1.168364,1.128834,1.1094657,1.2375767,0.9074994,1.027384,1.0986552,1.0150338,1.1597071,1.0257427,1.1596303,1.0420817,0.98071915,1.1310873,0.9355579,1.0419289,1.0111834,0.8737856,1.1322086,1.0291295,0.87505805,0.9299079,0.82424533,1.1910644,0.8200524,1.1100518,1.1041173,1.1018016,1.0669216,1.0646532,1.027938,0.8929547,0.88241667,1.0392326,1.1896218,1.098377,0.9643711,1.195958,1.0671724,0.9384802,0.0,1.1029663,1.0827285,0.9911825
vacuum,1.3081471,1.2339145,1.0688776,1.1210316,1.0781047,1.009095,1.3882082,0.8059355,0.9814485,1.1997812,1.0551529,0.81438583,0.86073446,1.3442236,1.0151494,1.1814961,1.068468,1.1256897,0.70966697,0.9151162,0.91405565,1.2200881,0.38654387,0.69421667,1.0258842,0.41189772,0.65461063,0.9651632,1.0418233,0.43050826,0.651088,0.55918026,1.2352101,0.7860044,1.048629,0.8378619,1.2604747,0.7732464,0.7721511,0.8013126,1.1650038,1.2007098,1.2270496,0.479084,0.8706654,1.0296319,1.2113719,1.082034,1.0979152,1.0601751,1.2647269,1.1955178,0.8895852,0.701172,1.080845,0.7989256,1.2208678,1.0129946,1.0094119,1.203048,1.2309505,1.155898,1.3132851,1.0360748,1.0363293,0.74808455,1.2369683,0.9753643,1.2146144,0.6862717,0.38060737,0.44245142,1.082829,1.366804,1.2909932,1.2360804,1.1055609,0.568755,1.0941899,1.2554206,1.0129346,0.7759161,1.2369498,1.2631721,1.1249608,1.1794224,0.7647619,0.66923094,1.0814186,1.1746252,0.69279057,1.2135736,0.6096211,0.87181157,1.2172463,1.1269594,0.8783766,0.71159977,1.0318713,0.48083967,0.7816755,1.0932759,1.1135,1.0581433,1.2041607,1.0389628,1.1870375,0.75123835,0.90401113,1.1057861,0.9639547,1.0283765,0.8967881,1.0637962,0.82908976,0.6494778,1.1189435,0.7708451,1.2015212,0.96514946,1.0254124,1.1261653,1.1557958,0.9536456,0.6030365,1.055215,0.99265087,1.1029663,0.0,0.9146386,0.6827028
