,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
drawer,0.92571497,1.1922193,1.2626745,0.9040464,1.2862134,1.2479687,1.1435212,0.9399659,0.44655955,1.1545488,0.69866943,1.0884601,0.33143276,0.9597957,1.1456702,0.8418696,1.0294628,0.80939716,1.2580334,1.069369,0.5238652,1.0091054,0.89967746,0.95889205,1.1652722,0.78185564,0.9999862,1.0864275,1.0768068,0.6132848,1.2320797,0.6601985,1.1252953,0.5673566,0.78412485,0.63445973,0.8546669,1.1714519,0.42884618,1.1843449,0.9157571,1.0992491,1.093803,0.5857457,0.0,1.0151973,1.1898217,1.2602601,1.1009121,1.1929307,1.0548447,1.2151078,1.2363918,1.2397859,1.1682023,1.1321648,1.1795797,0.83675814,1.1741173,1.2686486,1.0031264,1.1010482,1.0407043,1.3051703,1.0848674,0.84884477,1.0523384,1.0270113,0.9289217,0.62287945,0.8900754,1.0993459,0.85919523,1.0592616,1.0894592,1.0466704,1.3069977,1.0629005,1.1457813,1.2833334,1.2617972,0.60286266,1.1533887,0.9231663,0.9310914,0.6811688,1.0835359,1.0114079,0.98572475,1.0014763,1.0334091,0.9948778,1.0529222,1.1599923,1.0179776,1.0338199,0.7773261,0.98718005,1.2178677,0.6331105,1.0944122,1.0132043,0.941945,0.7968049,0.9748007,1.0673159,0.849882,0.8662962,0.62259626,0.97889656,1.2241225,0.9288577,1.0487056,1.0835599,1.1234515,0.83892035,1.1959155,0.8247849,0.9469264,0.5557644,1.0623547,1.2877486,1.155461,0.96648365,1.0278171,1.1899358,0.7902041,1.0625584,0.8706654,1.2100307,1.1063207
dress,0.7091143,1.1077113,1.2970467,0.6265587,1.3243695,1.3774618,1.070135,1.3938639,0.8542833,0.9125522,0.5480908,1.2401899,0.8156527,0.8672279,1.1089783,0.54432166,1.0259017,1.0146525,1.30549,1.3199198,1.1111958,0.99791414,1.1809506,1.3167365,1.1527537,1.2722728,1.2230631,0.99298656,0.99706274,0.92954636,1.2937331,1.0171914,1.012425,0.98865336,1.0757931,0.62937427,0.85439897,1.38798,0.86732304,1.3843216,1.1568241,0.85556495,0.95369875,0.9178726,1.0151973,0.0,1.1590807,1.1857074,0.79971474,1.1362027,0.80470896,1.18895,1.3252047,1.2534363,0.98955745,1.266963,1.085867,0.9100926,1.2589064,1.042368,1.2966101,0.7586566,0.92439413,1.1577741,1.0304745,1.0393748,0.59428823,1.1441263,0.4207965,0.962514,1.1533478,1.3292058,0.6710889,0.8124453,1.0112072,0.9445225,1.3221458,1.2071561,1.2310083,1.1610354,1.2131871,0.9632588,0.9471541,0.45511985,0.4089793,0.85236275,1.3819718,1.314753,0.90577203,0.838327,1.1401026,0.8534844,1.1088961,1.426045,1.0407767,1.1072168,0.8712692,1.2135416,1.1718512,0.89040095,1.1863074,0.8292819,0.63437593,0.82829475,0.43259245,1.0250645,0.5061953,0.94502866,1.033414,0.69604707,1.3623874,1.0380061,1.3450485,1.057212,1.3238888,1.1152304,1.1779077,0.9169332,0.451293,0.72950107,1.309966,1.2737591,1.1643336,0.9539826,1.1827134,1.2567614,0.9594202,0.9940862,1.0296319,1.2520407,1.2038933
ear,1.2470739,0.48322904,0.88807195,1.0848132,0.9569402,0.97296345,0.89352083,0.95149887,1.3161077,1.0810521,1.2900549,0.7593029,1.1176188,1.124929,1.2292892,1.2042392,1.1995704,1.2352322,1.1418214,1.0908755,1.2317574,0.8340144,0.96989506,1.1194028,1.0313346,1.118824,1.243126,0.8497462,1.0522808,1.2701635,1.1260847,1.2158852,0.6687027,1.3139805,1.0185207,1.2076061,1.0460633,0.7808215,1.3297176,1.0204823,1.0724312,1.1514487,1.1476631,1.2314404,1.1898217,1.1590807,0.0,0.7245334,1.1460251,0.6393752,0.8008507,0.34537196,0.8581641,1.2093956,0.9042646,0.9358995,1.130946,1.1797618,0.38078874,0.90284735,0.85521245,0.87172675,0.7563157,0.5618329,1.0037621,1.1910006,1.1601225,1.2079872,1.0772551,1.014571,1.1328642,1.182446,0.9822714,1.0088586,0.53878546,0.82855,0.6043862,1.0022973,0.29338044,0.39276344,0.7853664,1.2532398,1.1506388,1.1537088,0.9379562,1.2688086,0.75067294,0.7377392,0.814769,0.97602916,1.0233029,1.1033443,1.2290514,1.0116773,1.0908594,0.9684952,1.0948975,1.143974,0.85749924,1.2613733,0.88090867,1.1901494,0.7459731,1.0636793,1.1204606,0.94184893,0.90459794,1.197965,1.2429669,1.2089684,0.67707276,1.1063869,1.1174872,0.8961394,0.7285211,1.183249,0.91852427,1.2650722,1.1047425,1.4223101,1.0353464,0.3505082,0.58998775,1.0864648,0.9876506,1.1758561,1.2773712,1.1192659,1.2113719,0.9065037,1.1692169
egg,1.4254148,0.6609325,0.45907795,1.3493962,0.43360126,0.45774353,0.87022233,0.68191916,1.5185794,1.2251662,1.4987075,0.6542704,1.3567803,1.1391762,1.0471326,1.427475,1.0994656,1.1441729,0.6411464,0.83908665,1.1451085,0.9172882,0.84314555,0.8832847,0.7301059,0.910426,0.7580238,0.8453504,1.076163,1.3230662,0.6557597,1.2040999,1.0298353,1.3812563,1.2732581,1.4054692,1.2409552,0.3753171,1.4476224,0.667748,1.1490223,1.2056334,1.1505183,1.2726498,1.2602601,1.1857074,0.7245334,0.0,1.2203116,0.6835853,1.1618487,0.65476036,0.47328937,0.72598064,1.0761322,0.6906323,0.9086236,1.2245673,0.5758506,0.92072994,0.70726395,1.1367472,1.1512626,0.54707325,0.9253527,1.1920044,1.3242161,0.992333,1.3639811,1.1781265,1.0931957,0.84048474,1.2225335,1.3249162,0.9187577,0.88116837,0.45082754,0.76475453,0.61960393,0.67800915,0.076313734,1.2717323,1.2802688,1.383286,1.2765112,1.3948946,0.51556903,0.5916511,1.1560848,1.1203959,0.8393528,1.2360841,0.97481775,0.59408,1.0419596,0.665457,1.1646549,0.98431516,0.61946106,1.3516548,0.63545233,1.3172743,1.0502064,1.2275617,1.327007,1.1090225,1.2349951,1.1775852,1.3673351,1.3077209,0.4806999,1.1660782,0.69456947,1.0127869,0.785556,1.1617413,0.62991595,1.3664585,1.2970321,1.5843099,0.8327708,0.51172924,0.65855986,1.20303,0.7981961,0.7451454,1.1745522,1.1141595,1.082034,0.6788464,0.79246867
elephant,0.7728349,1.1493299,1.2373841,0.83644986,1.2308251,1.1584572,1.0460325,1.2384081,0.81278396,0.25459743,0.7281251,1.1379339,0.9779097,0.8920325,1.1343573,0.6859269,1.2529153,1.1616708,1.1748227,1.2511778,1.2423342,0.8814763,1.0387571,1.2904025,1.1056255,1.2072356,1.1077464,1.1801692,0.46338677,1.1087054,1.0940084,1.1205752,0.6711862,1.0984894,0.9790256,0.93182886,0.82528245,1.2412293,0.9951107,1.254943,1.0713241,1.0361117,1.1421132,0.9855449,1.1009121,0.79971474,1.1460251,1.2203116,0.0,1.1749516,0.96894246,1.1830671,1.0923717,1.1014612,1.0808125,0.9408642,1.128948,0.9049166,1.1818762,1.0597239,1.4042587,1.038563,0.99506855,1.212899,1.1773504,1.1105516,0.6556979,1.156038,0.6471243,1.0133706,1.095397,1.1200644,1.0376898,0.8875231,1.0974174,1.0065861,1.1644661,1.0437012,1.1163306,1.1648586,1.1933097,1.1372712,0.3239292,0.6315454,0.7398633,0.9599023,1.1659968,1.2443087,1.1041424,1.1356931,1.018565,0.9159983,1.0561978,1.2053237,1.0301116,1.2517867,1.1100918,1.1608934,1.0463746,0.8450478,1.2165284,0.7094679,0.96748316,1.0692285,0.7151983,1.121396,0.79609716,0.6840851,0.9363411,0.7768902,1.191309,0.49920464,1.2310493,1.0777504,1.1905577,1.2310108,1.213168,1.1015978,0.75236136,0.86893666,1.2432475,1.1999024,1.1389959,0.9932856,1.0353096,1.3482741,1.1459329,0.7456565,1.0979152,1.097805,1.0294956
eye,1.3027518,0.68215483,0.6904847,1.2028345,0.65058297,0.6667573,1.045884,0.8981918,1.3156487,1.081491,1.2916098,0.842587,1.2533296,1.1569437,1.0627208,1.2404785,1.1303687,1.2486778,0.8413192,0.85317516,1.1516254,1.0864935,1.0104634,0.9394908,0.9793401,0.9897075,1.016711,0.9036133,1.0550821,1.2813227,0.74259627,1.1220943,1.004563,1.2505931,1.0903379,1.205903,1.2364188,0.74307156,1.3600624,0.77363855,0.99460024,1.1294012,1.2200589,1.1486038,1.1929307,1.1362027,0.6393752,0.6835853,1.1749516,0.0,0.9645904,0.6606275,0.7818837,0.9585896,1.0043981,0.8774767,1.1020402,1.058327,0.57006776,0.9555443,0.9410912,0.9855819,1.058183,0.5985299,0.96845955,1.2883314,1.1812413,0.9612875,1.1648146,1.1476526,1.1358802,0.91348946,1.0571878,1.2347349,0.75764716,1.0214374,0.51452476,0.9312566,0.67595756,0.47457957,0.7438073,1.1512696,1.0885489,1.2786968,1.0497743,1.3711007,0.76633954,0.8154049,0.99304014,1.0691816,0.93671703,1.1642106,1.0684167,0.78492975,1.1507883,0.8124558,1.17158,1.0134385,0.45291865,1.2498647,0.8593092,1.1556268,1.1309309,1.2034072,1.2287896,0.9495759,1.0509712,1.1840296,1.2103535,1.2048451,0.6288847,1.0875578,0.94675034,0.9180396,0.95483714,1.11868,0.7764989,1.2597736,1.1641457,1.3887445,0.7656888,0.57110983,0.7438662,1.1981893,0.9577707,1.0115739,1.243996,1.0913552,1.0601751,0.82802296,0.8454855
face,0.7987772,1.0444331,1.1978894,0.71814656,1.2018082,1.2608566,0.8750135,1.3423178,0.91321766,0.94335467,0.7236955,1.2483351,1.0289927,0.9097881,1.1214651,0.80903757,1.0268846,1.0103737,1.2717592,1.2965224,1.1266415,0.99543166,1.2493886,1.3729999,1.036876,1.3528382,1.2162914,1.0022401,0.9885498,1.1936436,1.3299145,1.1165965,0.8990574,1.0228491,0.9534033,0.8483832,0.8695359,1.3098953,0.9466634,1.3443303,1.02556,0.90253526,0.95589983,1.0676924,1.0548447,0.80470896,0.8008507,1.1618487,0.96894246,0.9645904,0.0,0.9245649,1.2791705,1.2393464,0.9947691,1.2789714,1.0207838,0.8886999,1.0325491,1.1483788,1.1775512,0.14382184,0.7773341,0.802474,1.1640942,1.2013636,0.7956213,1.0920154,0.8051364,1.1655045,1.2198946,1.3105924,0.76048386,0.85456526,0.70304626,0.91465294,1.0703775,1.4344294,0.9694536,0.7493118,1.1820395,1.0812037,0.9320441,0.66636115,0.79200363,0.8398925,1.2686701,1.2640488,0.8689687,0.98581856,1.2557952,0.9002987,1.1657578,1.3693963,0.9758647,1.1365788,1.1628041,1.2478759,1.1132809,1.0056875,1.2107749,0.92047906,0.82882416,0.8273761,0.5919991,1.1269101,0.85780334,0.9913575,1.0620736,0.6589663,1.2178118,0.93997955,1.3148191,1.1474391,1.2298802,1.2179551,1.1572204,1.0018716,0.5587359,0.86798143,1.283877,0.9829032,0.96956724,0.9742352,1.4096458,1.2290282,1.0778643,0.9664061,1.2647269,1.1644222,1.2272295
finger,1.3327127,0.32509786,0.721557,0.87868094,0.81414187,0.8074177,0.8824953,0.91747594,1.4199121,1.1516465,1.4038162,0.7959048,1.2189026,1.128304,1.2454532,1.3030567,1.2279687,1.2821898,1.0313448,1.0703614,1.2487936,0.83043987,0.95178413,1.0671431,1.0737952,1.0569685,1.2054517,0.73814845,1.151879,1.3384436,1.1101464,1.2521935,0.66481674,1.3832273,1.1578299,1.3276782,1.0787947,0.6780317,1.4269767,0.9618872,1.0985962,1.2475718,1.1571794,1.2709191,1.2151078,1.18895,0.34537196,0.65476036,1.1830671,0.6606275,0.9245649,0.0,0.794209,1.1504309,0.75376034,0.9041939,1.2003031,1.2730827,0.4856335,0.8237404,0.82830626,0.9630107,0.4487847,0.6939194,0.9945175,1.1999116,1.2771701,1.1366733,1.1020256,0.9579791,1.1685305,1.1121035,0.9216681,1.0052097,0.55296147,0.8185133,0.50715643,0.96610475,0.27404106,0.41016686,0.7695653,1.285588,1.2188158,1.2210264,0.97544616,1.3646764,0.61060077,0.55616415,0.8762301,1.0335896,0.9612147,1.2079444,1.2093205,0.9839942,1.0773969,0.92827654,1.2551045,1.0915012,0.6578568,1.3202024,0.94476354,1.2274258,0.8241743,1.0669067,1.2004981,0.9875007,0.9156394,1.2342901,1.3081868,1.3012065,0.63863075,1.1255788,0.9156212,0.7345788,0.7142867,1.129013,0.7667255,1.3389575,1.1580664,1.5001048,1.0200781,0.1594767,0.607046,0.97275823,0.97206265,1.1739377,1.2381798,1.1132479,1.1955178,0.8778003,1.1415551
fish,1.4218054,0.8276378,0.56688726,1.4336668,0.6181758,0.37256247,1.1440878,0.5689946,1.4635931,1.1360254,1.5272336,0.37812942,1.1502587,1.1669364,0.9020147,1.4442436,1.1722121,1.1240197,0.58145547,0.8258138,1.1983583,1.0393554,0.7276602,0.8555502,0.802475,0.74974465,0.64989614,0.6954042,0.8133638,1.1629921,0.5633781,1.1832783,1.0309513,1.3020072,1.2072794,1.358357,1.3613086,0.2488553,1.4557562,0.58377427,1.1423612,1.1254866,1.247653,1.2081646,1.2363918,1.3252047,0.8581641,0.47328937,1.0923717,0.7818837,1.2791705,0.794209,0.0,0.6636083,1.0088218,0.49798036,0.835845,1.2043383,0.52385896,0.8520226,0.76240724,1.2565343,1.2827806,0.6505566,0.8914008,1.2023844,1.4034324,1.1204439,1.3960397,0.98647517,0.89825714,0.72328365,1.3422384,1.3950709,1.0581251,0.9626806,0.47641098,0.51361924,0.6235912,0.86886543,0.40456355,1.2085247,1.210134,1.5126957,1.2832153,1.4153143,0.29720134,0.5384689,1.0418476,1.1752505,0.48682112,1.246042,0.9441904,0.4831825,1.183239,0.8262633,1.2195942,0.7646541,0.66043943,1.2208532,0.67520136,1.2893348,1.2020433,1.3600849,1.4357228,1.0272758,1.248702,1.0840235,1.1457262,1.3566434,0.3582809,1.0778844,0.5953905,0.91354156,0.57415366,1.1215539,0.71730673,1.3775994,1.4174335,1.5773704,0.88289094,0.6236359,0.58077824,1.225445,0.50304896,0.92028594,1.1355182,1.1689281,0.8895852,0.54587597,0.61331904
flower,1.3535528,1.1375878,0.5501602,1.3509138,0.5120562,0.5722502,1.176623,0.61004657,1.3854133,1.1644304,1.3318768,0.70286983,1.3512613,1.3010238,0.83275867,1.416436,1.102789,0.97662383,0.20221633,0.627355,0.96672773,1.2068077,0.76887566,0.63224113,0.8110834,0.66733724,0.39633596,1.0403078,1.0354468,1.0094128,0.37889397,0.9082646,1.2241663,1.0879028,1.2693278,1.2588487,1.284436,0.47436678,1.1652476,0.41262734,1.1699326,1.1201373,1.0964941,0.99157864,1.2397859,1.2534363,1.2093956,0.72598064,1.1014612,0.9585896,1.2393464,1.1504309,0.6636083,0.0,1.0289903,0.692679,0.96473134,1.0629857,0.7633033,1.0657852,1.0159982,1.1562121,1.3918695,0.72097015,0.96295506,1.0825953,1.2844574,0.75809276,1.4733377,1.2131332,0.6841363,0.30629694,1.3529816,1.4646499,1.2178937,1.2473241,0.6152059,0.6664695,1.0474331,0.9916652,0.6247595,0.9875648,1.1418157,1.4159775,1.4459686,1.2003622,0.5837754,0.76022416,1.33142,1.2110366,0.75205064,1.1478344,0.45452452,0.527001,1.0425665,0.9052495,1.1746399,0.76229817,0.92746544,1.0186323,0.71752334,1.0865326,1.3605148,1.3722174,1.3390313,1.0560564,1.4913689,0.9463766,1.2305008,1.2307088,0.49723935,1.0706897,0.6940577,1.2178931,0.88408446,1.0354047,0.86427635,1.1348695,1.3396528,1.2521293,0.81684965,0.8902894,0.8091483,1.2628758,0.7662318,0.68503296,1.0581765,1.0756307,0.701172,0.36604846,0.60861176
foot,1.0400708,0.8353269,1.046732,0.7985996,1.0385797,1.0967176,1.0256134,1.0264915,1.2271867,1.0498129,1.158179,1.0130601,1.1873105,0.9200242,0.95704514,1.0818725,1.0759376,1.0358613,0.99390876,1.0264051,1.039898,1.0089185,1.0595635,0.96285295,1.0799576,1.0242075,1.0888618,0.99967724,1.1484833,1.1511358,1.0585583,1.1039559,0.939522,1.1253422,1.0040154,1.1434033,1.0533335,1.004739,1.1711385,0.9938191,1.0560242,1.0170585,0.9074118,1.155905,1.1682023,0.98955745,0.9042646,1.0761322,1.0808125,1.0043981,0.9947691,0.75376034,1.0088218,1.0289903,0.0,1.0593085,1.0373708,1.0578036,0.98087513,0.67172045,0.98134875,0.9462524,0.7440934,0.935543,1.0562978,1.0575067,1.0179892,1.0077274,0.9456517,1.0882207,1.0261575,1.0323044,0.78636813,0.83957887,0.8562912,1.0173242,0.9823171,0.9459048,0.9062362,0.96207136,1.1038891,1.0834656,1.0353802,1.0247277,0.9753551,1.0637454,1.017613,0.9276101,1.0204723,1.046383,1.0469162,1.1098349,0.96332276,1.1097726,0.98085517,1.0317782,1.1049181,1.0192989,1.0053903,1.1358335,1.0943272,1.0168965,0.93990904,0.97031176,1.0165819,0.51060325,0.93976986,1.1439593,1.2285677,1.0662605,0.9701463,1.1131127,1.0189549,0.40062916,0.85150445,0.96799725,1.0867049,1.0326698,1.0706294,1.1363447,0.9641066,0.7895199,0.9825954,0.993836,0.9615516,1.0014373,0.9829169,1.0203693,1.080845,0.99688804,1.0802827
fork,1.3607392,0.94060075,0.78808105,1.3762393,0.7815615,0.7269516,1.1437683,0.54823816,1.3070781,1.0213085,1.4102203,0.52237135,1.146587,1.1321452,0.9803791,1.2552619,1.2796793,1.1519101,0.68033904,0.804492,1.1337584,0.92733914,0.61985934,0.7624861,0.81723285,0.7716751,0.7107464,0.96324027,0.7983041,1.0710567,0.59495187,1.1194136,1.0343812,1.2120372,0.9280658,1.3288007,1.1970949,0.46312994,1.2983608,0.6589743,1.042469,1.1724429,1.1913431,1.1411439,1.1321648,1.266963,0.9358995,0.6906323,0.9408642,0.8774767,1.2789714,0.9041939,0.49798036,0.692679,1.0593085,0.0,1.0078628,1.2242126,0.61215985,0.876986,0.89695436,1.2884948,1.2162502,0.7502986,1.0011526,0.99785554,1.3491342,1.0290504,1.229429,0.85060424,0.78821087,0.6515646,1.3427585,1.3155237,1.0446666,1.0612117,0.7029762,0.53405213,0.7213132,0.9583229,0.66543865,1.1538783,1.0378177,1.2433823,1.2972512,1.3320575,0.4550209,0.5324406,1.0988951,1.2584256,0.62811816,1.239255,0.8769271,0.5517693,1.1619823,1.0276835,1.030708,0.80075556,0.793356,1.1166351,0.7694452,1.1536596,1.1143428,1.2548714,1.3534102,0.9263921,1.2140925,0.99916524,1.0840442,1.3453584,0.5969237,1.0380313,0.7795664,0.960312,0.64860463,1.0829875,0.8614471,1.3138199,1.4100751,1.4715976,0.8028101,0.80557346,0.81841063,1.1196952,0.52524734,0.98439187,1.1059593,1.0650069,0.7989256,0.7280843,0.6790279
frog,0.557513,1.1327314,1.0559852,1.2588902,0.93171763,0.988249,0.68032736,1.0496501,1.2050872,0.9321598,1.1747856,1.1279027,1.285985,1.0209647,0.3730675,1.125394,0.7611225,0.72115237,1.072094,1.0107019,1.0607162,0.9000463,1.098862,1.0828528,0.4970768,1.3100328,1.0309732,1.0632029,1.036929,1.213581,0.9824439,1.2034645,1.1796206,1.1321487,1.0794027,1.2219262,1.0045285,1.0096076,1.1245605,1.1042861,1.0282259,0.35148513,0.49241364,1.3203007,1.1795797,1.085867,1.130946,0.9086236,1.128948,1.1020402,1.0207838,1.2003031,0.835845,0.96473134,1.0373708,1.0078628,0.0,1.0860875,1.1955522,0.63920087,0.7539265,1.0338959,1.1151599,0.9455982,0.64565957,0.9411051,0.8581539,0.97762465,1.1878896,1.2319329,1.1015809,1.042862,1.1303934,0.74471337,1.0612551,0.87596124,1.1547316,1.1627803,1.2808385,1.0935943,0.88359183,1.045337,0.80738944,1.1425953,1.2328024,0.9250439,1.071734,1.1354402,0.7629363,0.69703305,1.1938806,0.8484533,0.80362695,0.9518192,0.70932,0.8479016,0.94440764,1.0029056,1.0596437,1.3534214,0.7336164,1.132207,1.25558,0.89141905,1.1554182,0.8655739,1.2124935,1.2482347,1.2317307,1.0509369,1.1016535,1.1399449,0.98426485,1.0470439,0.92055327,0.8943328,0.96808887,1.0524206,1.1161757,1.10771,0.96543914,1.1893473,1.2038457,0.9498692,1.1544831,0.52501893,0.78760004,1.0178035,1.2208678,1.1989678,1.0326734
glass,0.83788526,1.1985339,1.1997756,0.999891,1.1837201,1.1382343,1.0931522,1.1549377,0.74417394,0.9261054,0.6109497,1.2564018,0.7568264,0.9675312,1.0831877,0.83493584,0.8734743,0.6915773,1.1182089,1.1714997,0.72415125,1.1650589,1.1028577,1.176426,1.0382771,1.0966744,0.919196,1.0585837,1.007265,0.8531027,1.1590995,0.96125895,1.0717132,0.8974935,0.96263677,0.81220853,0.9366,1.2280333,0.5888265,1.2198805,0.96434736,1.010494,1.0191377,0.9071287,0.83675814,0.9100926,1.1797618,1.2245673,0.9049166,1.058327,0.8886999,1.2730827,1.2043383,1.0629857,1.0578036,1.2242126,1.0860875,0.0,1.2029463,1.2229965,1.0055828,0.91458976,1.1429381,1.2464753,1.0785872,0.89360315,0.7942046,1.0857131,0.8477076,1.0641712,0.9711378,1.1193769,0.9143898,1.0273471,1.0517894,1.0978615,1.1644495,1.2193811,1.2778867,1.1671689,1.1801499,0.85221976,0.9143747,0.8252461,0.8986583,0.6001055,1.2162465,1.2617786,1.1454346,0.96820045,1.2387105,0.7145394,1.0408713,1.2069112,1.0930539,1.138341,0.8259278,1.0827377,1.1433439,0.9312745,1.1476455,0.8708178,1.05786,0.8772707,0.806209,1.0256771,0.99100775,0.95218915,0.9731008,0.64806193,1.2209569,0.89085156,1.0848751,1.1553173,1.3240476,1.0722965,1.0939531,0.7723616,0.8197124,0.6537508,1.1585627,1.2871764,1.0590134,0.97680753,1.2084725,1.0142511,0.91765624,0.9408923,1.0129946,1.1419353,1.0716237
glasses,1.5378792,0.50647485,0.626025,1.3501596,0.7131655,0.6564102,1.1818285,0.61984277,1.4877859,1.1535575,1.5270177,0.4923606,1.2102232,1.2930614,1.1596413,1.446785,1.2384695,1.2579539,0.65435594,0.854946,1.1741756,0.91397667,0.83077145,0.88549614,0.93714714,0.8403362,0.8875616,0.8564588,1.002087,1.2391951,0.74593186,1.1753964,0.81497645,1.3672048,1.1767297,1.3739676,1.2698659,0.37194216,1.4757359,0.6398436,1.175165,1.2822247,1.2892239,1.1980721,1.1741173,1.2589064,0.38078874,0.5758506,1.1818762,0.57006776,1.0325491,0.4856335,0.52385896,0.7633033,0.98087513,0.61215985,1.1955522,1.2029463,0.0,0.97207415,0.8638441,1.0189971,1.0447184,0.37415183,1.0025635,1.2631748,1.386621,1.1006753,1.3065054,0.92698145,1.0279158,0.80206263,1.214804,1.3981365,0.65562415,0.9523384,0.28775585,0.6827103,0.21193707,0.42517388,0.59820926,1.213635,1.2565397,1.4157705,1.1673678,1.4753437,0.3396271,0.46435773,0.93615943,1.1868296,0.71536547,1.2482423,1.0506417,0.64774275,1.2311472,0.9903048,1.050282,0.9138764,0.69243467,1.2770269,0.72884214,1.2725213,0.94814324,1.3032119,1.3394622,0.9365648,1.1132703,1.1218743,1.2441995,1.3776374,0.24226767,1.1940389,0.821002,0.9828648,0.6339026,1.157057,0.87725604,1.3937265,1.354594,1.6138271,0.92342764,0.29557294,0.37578142,1.2960894,0.7123718,1.1124942,1.2528983,1.2072836,1.0094119,0.450118,0.92593175
glove,0.82305217,0.82760024,0.9020921,1.0183158,0.9010352,1.0266355,0.8208749,0.8267802,1.245349,0.9689097,1.2868955,0.9998875,1.2184318,0.8422016,0.6692033,0.97440714,1.1042097,1.1309845,0.9880069,0.99118286,1.1462868,0.7401576,1.0851024,0.95649993,0.9937209,1.2051935,1.0487398,0.97587734,1.1668645,1.2158592,1.0544659,1.3164828,0.99382997,1.2260256,1.0556843,1.2501916,0.88028073,0.95541584,1.3007741,0.9685485,0.9916797,0.75160563,0.63966286,1.4446986,1.2686486,1.042368,0.90284735,0.92072994,1.0597239,0.9555443,1.1483788,0.8237404,0.8520226,1.0657852,0.67172045,0.876986,0.63920087,1.2229965,0.97207415,0.0,0.7457499,1.1625946,0.75441283,0.8280426,0.941403,1.0811301,1.0483475,1.0952091,0.92432684,1.0581914,1.1560433,1.1944263,0.995479,0.41804767,1.0066074,0.6946903,0.9090163,0.81785864,1.0148938,0.8840727,0.940258,1.1694019,0.98144937,1.0602776,0.9731234,1.1807376,0.9751681,0.91240597,0.8660997,0.80112827,0.93311495,1.0860252,1.0737927,0.9633942,0.95429033,0.97429836,0.93413866,0.91817176,0.9035064,1.4118423,0.91806763,1.0088239,0.9517796,0.894283,1.1905785,0.5132534,0.8895562,1.4089642,1.1584526,1.2435694,0.88572574,1.2859933,1.0006763,0.380521,0.8533527,0.8572186,0.83711976,1.1338739,1.1686977,1.2854168,0.8829313,0.8198141,1.062715,0.85920334,0.7882054,0.7607701,1.0029764,1.1758242,1.203048,1.0516425,1.1677508
gum,1.1284125,0.8235768,0.7656251,1.2986238,0.7479968,0.7493541,0.5996612,0.8707918,1.2184819,1.335601,1.3446141,0.9111463,1.0841557,0.926783,0.94013596,1.2796545,0.7604039,0.6310475,0.934955,0.81085837,0.81702465,1.0424534,0.98464334,0.8538507,0.82970715,1.0537611,0.95174253,0.95220476,1.3052955,1.2125102,1.0214245,1.1578963,1.1537185,1.1539302,0.9695238,1.3122382,1.0045401,0.73337847,1.1282119,0.82748765,0.8187057,0.9721454,0.8354746,1.2890294,1.0031264,1.2966101,0.85521245,0.70726395,1.4042587,0.9410912,1.1775512,0.82830626,0.76240724,1.0159982,0.98134875,0.89695436,0.7539265,1.0055828,0.8638441,0.7457499,0.0,1.1768045,0.86408854,0.9401738,0.92898554,0.84547436,1.2943528,1.003859,1.2869779,1.0532544,1.1276779,1.0653982,1.1596882,0.88466024,0.87298506,0.9505241,0.86203885,1.0801549,0.90432227,0.92416084,0.7318223,1.0410097,1.2844888,1.2929189,1.3181643,0.8901381,0.83248353,0.81033075,1.061238,0.8379822,1.1431696,1.0230249,1.0967088,0.7418759,0.9545429,0.6895677,0.8143724,1.0155525,0.9416436,1.3690779,0.9012307,1.3113021,1.0539868,0.75619686,1.3416404,0.9168871,1.2144685,1.4340965,1.0700388,1.2037536,0.87317514,1.3345332,0.6901319,0.8484942,0.696972,0.9496768,0.6530709,1.0998199,1.2665653,1.1972088,0.6709502,0.90413773,0.8503207,0.74719036,1.0575194,0.51316595,0.7403752,1.0204035,1.2309505,0.9682809,1.0705054
