,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
hand,0.64555305,1.0197858,1.1826367,0.3890987,1.332498,1.2883122,0.7858995,1.245359,0.930377,0.96127546,0.88805467,1.1554006,0.9739594,0.5699137,1.0638095,0.8004972,1.0491772,1.4223621,1.2858776,1.1973927,0.8472019,1.3428335,1.379641,1.3090582,1.4098643,1.4485533,0.63223165,0.96535635,1.192648,1.4339747,1.1829919,0.8795177,1.2232207,0.845022,0.8961984,1.054059,0.71834683,1.2923014,1.0189044,1.4039633,0.7307847,1.05198,1.2284126,1.1617194,0.79715633,0.6134261,0.94428694,0.90500814,0.98041344,0.7167897,0.44460666,1.06818,1.4392557,0.7328626,1.2643614,0.9841695,0.7425343,0.97726357,0.5805,0.8463054,0.7307706,0.0,1.1062012,1.0210552,0.89213604,0.7784215,1.0669203,0.5722746,0.8178337,1.0952979,1.4890385,0.85306513,1.0544739,0.4341159,1.1067626,0.8237995,1.0318629,1.3147361,0.9290786,1.1842799,0.9066451,1.2966977,1.1739146,0.6207676,0.62021697,0.74550927,1.3173249,1.3068452,0.7914815,1.2906746,0.7446921,1.2688713,1.3440874,1.0289772,0.85202146,1.4301946,1.1089284,1.1434546,0.8232068,0.82206607,0.7250972,1.0053353,0.82967687,0.8706196,0.9616544,1.264038,0.98727995,1.3073391,1.1043713,0.90704185,0.64583254,0.96892416,1.2912431,0.99003875,1.1800911,1.1593724,0.78013855,1.0735716,1.312965,0.6303618,0.59666634,0.73668313,1.4212996,1.3925595,0.9222904,1.0894915,1.3012586,1.3788414,1.4132643,1.2000957,1.2092533
hat,1.3513199,0.56939685,0.5235784,1.3618777,0.638591,0.71704376,1.1634303,0.961299,1.5389141,1.3051968,1.4369655,0.59917176,1.4716871,1.2799597,0.7304405,1.404166,1.1028504,0.6053515,0.9143437,0.9942952,0.7354954,0.8825093,0.7758034,0.6926122,0.64099103,0.7183036,1.0922977,1.100174,1.2121534,0.5689405,1.2198746,1.0662462,1.3534212,1.2981901,1.1726339,1.3401833,0.8248256,0.5379951,1.4542823,0.697654,1.119518,0.8116926,1.1985723,0.98717844,1.090245,0.69341,0.7252221,1.0804474,0.79723823,0.79374105,0.72165656,0.72795665,0.6644034,1.0204799,0.7768444,1.0747578,1.380664,0.3248688,1.0696036,0.9197242,0.6228508,1.1062012,0.0,1.0709171,1.1525786,1.0902364,1.0979722,1.2670515,1.3450116,1.3192922,0.81625605,1.2617393,1.0005385,1.2937517,1.0434834,1.0192045,0.5918015,0.89070386,0.48605072,0.7253598,1.1729068,0.9876091,0.9178426,1.2651217,1.2214494,1.4090877,0.63646376,0.62452006,1.2074387,0.7752251,1.0106361,1.0020118,0.8217894,0.9805218,1.3039248,0.7933569,1.3162347,0.9886892,1.1449773,1.3801203,1.0853492,0.97755826,0.9898648,1.258727,1.4074427,1.1298146,1.3093499,0.46961296,1.0026284,0.92378306,0.99633706,1.2068791,0.9590452,1.1424016,0.89679337,1.0949482,1.0301918,1.4896493,0.571934,0.5345199,0.8668795,1.3864099,0.91905427,0.78858757,1.3453918,1.0951207,0.9538187,0.8213007,1.0882583,0.5454558,1.187777
horse,0.709544,1.074129,1.1639785,0.99555546,1.121875,1.0873405,0.9235393,1.213663,0.9389433,0.84165287,0.96427757,1.0776975,1.0664667,1.0266732,0.8951357,0.8539413,0.88440806,1.0749867,1.0840061,1.1883917,1.1630154,1.1165961,1.1485759,0.56977904,1.2299854,1.0441746,0.9845083,0.7504951,1.1374071,1.0236264,1.0787361,0.971123,1.0689274,1.0213414,1.0055783,1.1072253,1.1364669,1.1219277,0.9944365,1.0990529,0.7713749,0.7499472,1.0848771,1.2277869,0.9760336,1.1836033,1.0879642,0.8711776,0.93681556,0.9929828,1.169566,1.1466143,1.0318328,0.9725283,0.98477197,0.67370284,0.9374842,1.1046844,1.0582169,1.1838893,0.9937192,1.0210552,1.0709171,0.0,1.1374775,0.9088769,1.1404757,0.97344244,1.1498284,0.93588334,1.0512961,0.9702138,1.1542568,0.9449559,1.111705,1.0409459,1.1171749,1.0851154,1.0987217,1.1569179,0.8846564,1.0381447,0.8536996,0.8797894,0.94765186,0.85681325,1.1302085,1.1158309,0.96712756,1.1915929,1.0896224,0.957217,1.123404,0.97625697,1.0148361,1.176625,1.0610751,0.59482497,1.0035421,0.9056744,0.94741035,1.0507282,1.0115662,0.94971025,0.8906216,1.1605648,0.92850435,1.1549478,1.0559934,1.0250312,1.0165746,1.0533367,1.1801606,1.0470597,1.0296602,0.9681158,0.91949487,1.0043172,1.1176043,1.1924069,1.1694511,0.81825316,1.036516,0.98955953,1.1468861,0.8957732,0.9999778,1.0110431,1.0874002,1.0983057,1.0162207
hose,1.1073197,0.9011333,1.0290923,0.84680593,1.1107763,0.9730327,1.0612961,0.96072197,0.98397434,1.1594868,1.1277547,1.023251,0.8735499,0.9537864,0.9687144,1.1103595,1.1369793,1.1834196,1.0369183,0.9608621,0.8218362,0.7240509,0.9772339,1.2180218,0.8436169,1.0769817,0.9665487,1.0222071,0.77356553,1.1111865,0.9556292,1.097103,0.8033132,0.99421334,1.212886,1.0207634,0.90161973,0.9952867,0.9582592,1.1027733,1.0104452,1.1045041,0.83284944,0.73107517,1.109954,0.88984036,1.067425,1.0192497,1.0800284,1.2710787,0.8225091,0.9154489,1.129941,0.9249452,0.993444,1.2035061,1.0630862,0.99132955,0.89453536,0.9746022,1.2275691,0.89213604,1.1525786,1.1374775,0.0,1.0267599,1.0594972,0.9062244,0.86138254,0.9230909,0.975936,0.98284125,0.9839611,0.9994508,1.034298,0.8587277,1.1387433,0.8521413,0.91356367,0.82940453,0.9452177,1.1560376,1.1308122,0.85162294,0.9021132,1.0716518,0.89989907,0.9075637,0.9321021,0.8104916,1.0170329,1.0222759,0.96430415,1.009841,1.0313454,0.89342505,0.77850616,1.1701231,1.1025655,1.1276133,1.0932345,1.0599203,0.8358223,0.9583685,1.0040208,0.65832627,1.180969,1.0983498,1.0330893,0.98764694,0.8263776,0.82790345,0.9234629,0.785225,0.95705837,1.1318171,1.1040674,0.99217093,1.0951024,0.95072645,1.0371648,0.911135,0.90906274,1.2174445,0.9048421,0.98762774,1.0964439,1.0659093,0.7833591,1.1106026,1.0618364
jacket,0.7751904,0.9622002,1.3780109,0.7455694,1.3999355,1.3628281,0.97677237,1.0598121,0.70889974,0.96593547,0.6187768,1.1369257,0.8802326,0.6250689,1.132252,0.48763728,1.1066338,1.360851,1.3282393,1.1857364,1.1501881,1.077734,1.3621767,1.1897249,1.2923307,1.292615,0.9729758,0.8011191,0.9755055,1.2859058,1.0530319,0.5282067,1.065158,0.89208686,0.97554064,0.82351464,1.028972,1.3660736,0.9184197,1.3984811,0.8461263,1.1123943,1.0708511,1.2465984,0.40141428,0.90177125,1.1503156,0.62492406,1.0685974,0.85612595,1.1879792,1.2267846,1.3635627,0.80979466,1.3091222,1.0650334,0.8916633,1.1858191,0.86694443,1.2869067,0.8552028,0.7784215,1.0902364,0.9088769,1.0267599,0.0,1.2168454,0.30123216,0.79059815,0.9636808,1.4009147,0.87057936,1.1232758,0.6930592,1.0779841,0.8831588,1.3165221,0.9165417,1.1231985,1.3497119,0.9999939,1.1863284,1.1358132,0.5676585,0.32530725,0.8055601,1.3244338,1.3344345,0.9989041,1.0939127,0.8069333,1.204098,1.4204981,1.2622114,0.69977486,1.3353122,0.83443815,1.151873,0.6096227,0.8342544,0.3521192,1.0462862,0.5986405,0.9994766,0.8239758,1.2692828,0.83835983,1.3364785,1.042285,0.9409772,0.9532673,1.1544219,1.1718893,1.0248218,1.188612,1.1081709,0.2765926,0.8823153,1.3758149,1.1433893,1.0176822,0.9453393,0.952285,1.3622091,0.9620774,1.1377492,1.1784079,1.2330012,1.1173276,1.2530805,1.0839671
jar,1.0964957,0.9755025,1.0119811,1.1637868,0.9717102,0.8323381,0.98338366,0.8995498,1.0480756,1.0790069,1.1838831,1.1112026,1.0396314,1.0771679,1.0203545,1.2008479,0.9139353,0.9355505,0.81893146,0.8244885,0.93077314,1.0248067,0.7378682,0.9771215,0.9201809,0.9032987,1.0033509,1.2189895,0.9758154,0.8868269,0.9703842,1.1738454,0.98903376,1.0317212,0.9406471,1.0773998,1.0630113,1.0387341,0.97906417,0.9016561,1.1215748,0.8721811,1.0105468,0.9646628,1.2500609,1.0742455,1.113895,1.2047436,0.97875553,1.112602,1.0292374,0.8779976,0.9700668,1.0105618,0.9649649,0.89575195,0.8285986,1.1380757,0.84017724,0.7599155,1.1189926,1.0669203,1.0979722,1.1404757,1.0594972,1.2168454,0.0,1.206774,1.0417154,1.0004092,0.8827066,1.018074,0.9146206,0.9743523,0.821887,1.0911127,1.0650593,1.0134468,1.0988846,1.0420414,1.0892315,0.91034913,0.9783874,1.1765287,1.2733412,0.9845169,1.0726123,1.0793579,0.9667512,1.0718819,1.0924425,0.79428065,0.82318735,0.87807864,1.0290457,0.862497,1.0578167,0.851611,1.1774353,0.9832201,1.2649585,0.85618055,1.2054929,0.92041034,1.0774587,0.9796674,1.0665925,1.0371372,1.0223181,0.856832,0.9749196,0.90294677,0.9813241,1.0000228,0.97873837,0.818794,1.2560707,0.9295489,0.8374234,1.1427642,1.0542601,0.9491029,1.0117527,0.8106275,0.9006049,0.9416212,0.8895435,0.8985224,0.89556545,1.0879208,0.9892179
jeans,0.6635133,1.0225368,1.4595358,0.44655466,1.5066183,1.4677978,0.9263757,1.0553683,0.5993687,0.8880117,0.45226067,1.1929518,0.70397455,0.510748,1.2259772,0.3477649,1.1078026,1.5109172,1.4196529,1.2232549,1.252244,1.1844486,1.4877522,1.3893969,1.4422638,1.5145926,0.8144622,0.788453,0.89369637,1.4754419,1.0493205,0.644505,1.013399,0.8418603,0.8400085,0.68059886,0.9948899,1.5138953,0.7902225,1.5127375,0.8235326,1.2095888,1.06274,1.2157869,0.37884933,0.8991705,1.1583929,0.5637183,1.1719459,0.798513,1.1295472,1.3478103,1.5244662,0.6399304,1.3831277,1.0949566,0.7079709,1.2702417,0.72456443,1.2477266,0.8223093,0.5722746,1.2670515,0.97344244,0.9062244,0.30123216,1.206774,0.0,0.6118313,0.92659813,1.5494249,0.77771974,1.0197982,0.5151421,1.1028315,0.8500154,1.395942,1.105181,1.1756535,1.398625,1.053017,1.3268803,1.2171712,0.41607976,0.14315194,0.7162472,1.4471459,1.4516623,0.88727653,1.1288089,0.80922234,1.255356,1.4767692,1.1712874,0.5778305,1.4748659,0.75870574,1.2837977,0.569957,0.7290523,0.35478663,0.99845946,0.529247,0.9009236,0.6998576,1.2334057,0.7722909,1.4907352,1.0914453,0.9448596,0.8481016,1.076633,1.2572393,1.093571,1.2537409,1.1762573,0.37128854,0.75551164,1.5167085,1.1428281,0.90063685,0.76581717,1.1477182,1.5470077,0.80083907,1.1599262,1.2537918,1.3986652,1.239641,1.3179907,1.0497853
knife,0.81031585,1.2313036,1.2852947,0.68374664,1.3135931,1.24558,0.8811898,0.9983834,0.7307539,0.93189466,0.76114345,1.047254,0.7725049,0.7753558,1.1925372,0.72451156,0.9716047,1.3814039,1.2646254,1.0421828,1.0504138,1.2942052,1.3117056,1.2685368,1.245341,1.4241924,0.673143,1.0377674,0.9892177,1.390461,1.0456417,0.93005776,0.9744291,0.8094493,0.82769686,0.87382376,0.8187283,1.0906676,0.9000597,1.3328551,0.9803217,1.2128435,1.1046603,0.85338634,0.7344382,0.9382163,1.1207272,0.9501245,1.095757,1.0066036,1.0189285,0.9270243,1.434186,0.7489255,1.2038702,1.0092326,0.8740087,1.1616268,0.80968744,0.9321177,1.0236822,0.8178337,1.3450116,1.1498284,0.86138254,0.79059815,1.0417154,0.6118313,0.0,0.9126889,1.326365,0.78231287,0.9467794,0.74831605,0.96790683,0.8800943,1.211849,1.1556877,1.1194414,1.2847564,1.0340594,1.2827495,1.1775329,0.83802617,0.67430294,0.73611903,1.0097659,1.047605,0.7661104,1.1206992,0.7512918,1.2424647,1.1954294,1.1312901,0.69621897,1.2917194,0.89984995,1.1702864,0.7666198,0.6423492,0.84950465,1.0571281,0.87780774,0.77992934,0.862134,1.0210773,0.92190725,1.2316703,0.8547931,1.042369,0.86822706,0.8096236,1.1364579,0.7532282,1.2127473,1.1533805,0.9064628,0.9078444,1.227941,1.1167499,0.8581319,0.72386265,1.1941277,1.4029388,0.69273436,1.1807026,1.2985861,1.346642,1.0343114,1.1509758,1.0615579
ladder,0.8564118,1.2590499,1.4261179,0.9375356,1.337567,1.3322111,1.1000018,0.85438406,0.71544087,0.922139,0.62807846,1.2711282,0.5332744,1.0449803,0.9473569,0.8330985,0.872457,1.2030993,1.2169521,0.91843766,1.2562354,0.84580934,1.1232467,1.1063775,1.042791,0.9235823,1.0968819,1.0501168,0.50920856,1.1331999,0.6228299,1.04821,0.8318392,0.85941565,1.0782849,0.68346363,1.137064,1.2343239,0.3571636,1.2407947,1.0157918,1.0123122,0.62485397,0.975857,1.0027022,1.1014423,1.3276896,0.9106994,1.1366087,0.9744916,1.3002189,1.2996569,1.0963557,1.0995795,1.1062118,1.0679373,0.79674685,1.2665758,1.083099,1.1673007,1.0156158,1.0952979,1.3192922,0.93588334,0.9230909,0.9636808,1.0004092,0.92659813,0.9126889,0.0,0.9568224,0.8711599,1.1430695,1.0074677,0.8339081,1.0567514,1.3728049,1.0131644,1.2834837,1.2432588,1.0925825,1.0962749,1.0300137,0.8593903,0.9220708,0.8690672,1.1676453,1.1535219,1.0396653,1.1200352,1.0400826,0.82764095,1.3013391,1.0950353,0.893594,1.0820965,0.55870247,1.0208751,0.8807421,0.80470157,0.9992281,1.1061419,0.98779166,0.79245424,0.4890238,1.0687037,0.7602961,1.3476856,1.1999464,1.1569734,1.1424363,0.9414484,1.0949352,0.89011663,1.0187963,0.79993737,1.05194,0.6629418,1.3209195,1.3835404,1.1916236,0.8233633,0.9795773,1.0452619,0.9118151,0.8603415,0.9004642,0.9069105,0.5738328,1.3110476,0.5871053
lamp,1.5185386,0.8391087,0.5849917,1.4775794,0.49558806,0.57231146,1.266918,0.81237006,1.3766168,1.2665219,1.4423127,0.65874904,1.2607841,1.47961,0.6517974,1.4708409,1.1196008,0.45747977,0.6502334,0.91993284,0.84926784,0.4980719,0.59073013,0.6622093,0.47046137,0.5994572,1.2383826,0.9610202,1.0025754,0.37420917,0.89743686,1.1858495,0.9330384,1.1867998,1.2163308,1.248894,1.1878262,0.48109818,1.2354766,0.48780704,1.3373597,1.020285,0.76305395,0.73170775,1.4170798,1.206494,0.9117328,1.1926455,0.8809701,1.3245629,0.9455214,0.7654811,0.30998576,1.4246542,0.46817636,1.2647854,1.3159026,0.70390236,1.3940651,1.0589952,1.2907226,1.4890385,0.81625605,1.0512961,0.975936,1.4009147,0.8827066,1.5494249,1.326365,0.9568224,0.0,1.3594472,0.9922555,1.6418692,1.0615809,1.2369758,0.8584723,0.62626004,0.6321995,0.5032886,1.0496508,0.74426717,0.99198407,1.3751945,1.5658909,1.4075408,0.39677942,0.38402665,1.2172432,0.62209207,1.3922366,0.6486745,0.5021455,0.99764687,1.4056334,0.5283587,0.9340348,0.85672784,1.3483856,1.4000754,1.4326355,1.0929605,1.2994391,1.1277771,1.2129298,0.6698612,1.3418305,0.5475995,0.8912269,1.1101458,1.1040717,1.0281879,0.6086537,0.8970388,0.8145993,1.0974641,1.358715,1.1992692,0.6415073,0.94968474,1.3616321,1.2810593,0.61681616,0.78155965,1.279758,0.9189609,0.7579626,0.6438252,0.45456022,0.6262014,0.8013071
meat,0.5926286,1.2411671,1.2760148,0.69125545,1.2422585,1.2757554,0.9666754,1.0872073,0.7810436,0.5769761,0.7067786,1.3130865,0.75297546,0.8171622,1.2261401,0.59621847,1.0528376,1.3346188,1.200777,1.0077744,0.90985304,1.1238973,1.3216622,1.1893823,1.2770084,1.2657996,0.9336954,1.0592575,1.0025587,1.3166838,0.8693762,1.1000097,0.8993745,0.92282087,0.9616233,0.7186977,0.5169882,1.3496208,0.8415832,1.3539536,0.5432949,1.0251666,0.9747927,1.0572186,0.91757727,1.0284919,1.1266077,1.0054096,1.2079797,0.9433747,1.1603858,1.1475756,1.294091,0.8271781,1.3404474,0.8688066,0.8095073,1.2967129,0.7409855,1.0904408,0.9402668,0.85306513,1.2617393,0.9702138,0.98284125,0.87057936,1.018074,0.77771974,0.78231287,0.8711599,1.3594472,0.0,1.0152475,0.58935374,1.0089991,0.531216,1.2495295,1.0914347,1.3499144,1.2280314,1.0863649,1.1284974,0.95401704,0.8855681,0.8161246,0.83366567,1.3918445,1.3910365,0.8359835,1.0486426,0.34780765,1.0168074,1.2959553,0.9547769,0.824165,1.2162035,0.94620764,1.0550034,0.79288554,0.9380038,0.906154,1.0105635,0.9275998,0.9158918,0.80894375,1.1937982,0.8996796,1.2868958,1.1107825,0.9917333,1.0785953,0.97605133,1.1792945,1.0407543,1.0707974,1.0572138,0.9878622,0.8710216,1.3370899,1.1458282,0.8914735,0.9103535,1.0854207,1.2301854,0.8917661,1.0959201,1.1145821,1.185592,1.1421297,1.3075982,0.96800095
melon,1.124737,0.9749144,0.783733,1.0225418,0.8723022,0.7816241,0.9763587,1.1442846,1.1314695,0.9892281,1.0737754,0.7071983,1.1076819,0.98932457,0.9655233,1.0920625,1.0260829,0.9680524,1.1253988,1.1322954,1.0455055,1.0898514,1.0193512,1.0735828,1.0547099,1.0349016,1.0487916,0.94457966,1.1100103,1.009592,1.0602427,1.017996,1.1515342,1.0033762,0.9407482,0.9998443,1.0113969,0.88900167,1.0992583,0.87269247,1.103563,1.061611,1.065627,1.000461,1.067868,1.0357914,0.98660207,1.0229101,1.0233886,1.0163453,1.0372556,0.8952474,0.9528408,0.8440533,0.9664841,0.99125224,0.95859593,0.88800883,1.0006672,0.8928446,1.0645856,1.0544739,1.0005385,1.1542568,0.9839611,1.1232758,0.9146206,1.0197982,0.9467794,1.1430695,0.9922555,1.0152475,0.0,0.9868499,1.0599347,1.0603325,0.8996567,1.0612239,0.91754097,0.83231616,1.1009247,1.0924226,0.99930954,1.0154136,1.0201995,1.0591469,0.90235835,0.9307653,0.95967156,0.9119331,1.0363232,1.0547131,0.9957956,0.87211,1.0861435,1.1335976,1.056644,1.0748677,0.9813944,1.083266,1.0662158,0.9632779,0.97004503,1.1479328,1.0375723,1.0427479,1.0698723,0.9262999,0.8010289,0.99067897,1.0087696,1.0323973,1.1105994,1.075546,0.9710318,1.0998405,1.0354341,1.1243037,0.968863,0.99555475,1.0427638,0.99833345,1.0891308,1.0324178,0.91173553,0.8575103,1.0732555,1.0568441,1.1489147,0.9758901,0.9699648
mitten,0.4033547,1.1850495,1.4389437,0.5564815,1.4841707,1.2778589,0.7135172,1.1249628,0.73603964,0.7601178,0.6644814,1.4250143,0.8138915,0.48548305,1.2816443,0.50430006,1.0379262,1.477812,1.2927555,1.1625662,1.1408157,1.343054,1.3627005,1.2860506,1.5745715,1.4550688,0.85927206,1.1129394,1.0183415,1.4788077,1.0376756,0.99996036,1.1347618,0.86973876,0.65172976,0.80814606,0.87447464,1.5457337,0.82205015,1.5422838,0.575246,0.965671,1.1993322,1.3501348,0.7518645,0.7960612,1.0808966,1.0010425,1.0928706,0.83282423,1.0353354,1.2461166,1.5557821,0.46201414,1.4598076,0.6336807,0.5133631,1.3732874,0.2949435,0.93142796,0.86582255,0.4341159,1.2937517,0.9449559,0.9994508,0.6930592,0.9743523,0.5151421,0.74831605,1.0074677,1.6418692,0.58935374,0.9868499,0.0,0.9638851,0.81306964,1.1758661,1.1572266,1.3782749,1.4534638,0.9375967,1.2417085,1.1399014,0.53738916,0.5468174,0.62323236,1.5953579,1.5875409,0.745256,1.315117,0.72708946,1.2047069,1.3983088,0.86494285,0.5177781,1.4336557,1.0911711,1.0615695,0.7492571,0.62445015,0.7673711,0.77768344,0.76197034,0.75795513,0.8539318,1.3234384,0.7862606,1.4941201,1.2535372,0.7213106,0.77813375,0.8603822,1.1858737,1.0799228,1.2597066,0.9224849,0.8477052,0.85885906,1.3968726,1.0562744,0.6442932,0.58603567,1.1881994,1.2278112,0.7599527,1.1279607,1.2317345,1.4080334,1.3147368,1.4511561,1.1834114
motorcycle,1.0006154,1.1749777,1.2110542,0.98857266,1.1358923,1.1511015,0.95799106,0.92549884,0.9604238,1.001039,0.9339764,1.2391852,0.997232,1.1398065,1.086626,1.1176337,0.9029652,0.89052033,0.8586599,0.9250901,1.2423954,1.1046939,0.87285846,1.0065924,1.0030386,0.73511183,1.2803428,1.166012,0.70636904,0.8718495,0.96048474,1.0639801,0.9711613,0.9930392,1.0689008,0.9319757,1.2065519,1.1646503,0.8070377,0.9248341,1.0558875,0.9598752,1.0053866,1.1359282,1.0583531,1.1354637,1.1813308,1.0591216,1.0292004,0.97098917,1.2543464,1.20553,0.93180513,1.0903205,1.1137192,0.83421266,0.81576407,1.198364,0.9378137,0.9621427,1.0027698,1.1067626,1.0434834,1.111705,1.034298,1.0779841,0.821887,1.1028315,0.96790683,0.8339081,1.0615809,1.0089991,1.0599347,0.9638851,0.0,1.1505883,1.0787275,1.1635761,1.3003013,1.1809726,1.1484562,0.914798,1.0633912,1.1566215,1.0673745,1.012357,1.123255,1.1570432,1.0953255,1.142385,1.04395,0.8616957,1.0121393,0.90423894,0.7766076,0.87178504,0.9384316,0.9446423,0.925168,0.46831083,1.0553806,0.8719099,1.1320373,0.66367507,0.9322706,0.9972046,0.6713508,1.0901698,1.0695899,1.0382707,1.2399113,0.86765534,0.80920625,1.155989,1.0195844,0.54230446,1.0452517,0.71645427,1.0105935,1.3062658,1.0634307,0.9325905,1.1514959,0.6563041,0.7158867,0.9575592,0.63383687,0.8097823,0.8255743,1.0958015,0.8119235
muffin,0.81265795,0.92424405,1.0235273,0.80397284,1.1328142,1.1455623,1.0401015,1.0191116,1.097893,0.70484227,1.0300086,1.0561593,1.034999,0.9622774,0.9981969,0.8562395,1.1066029,1.2446105,1.2239733,0.970765,0.73564124,0.9799219,1.2402825,1.1337423,1.0869516,1.1549981,0.8716195,0.9247127,1.0555248,1.2223694,1.0463518,1.0511644,1.0223904,1.040567,1.0651182,0.9809827,0.5337757,1.1091217,1.0959337,1.272726,0.5651804,0.97509485,1.0557597,0.94209737,1.0177156,0.87436914,1.0372506,1.0251765,1.0674158,1.082839,0.8643943,0.92302966,1.2104983,0.88353306,1.1332036,1.0316726,1.1115716,0.9802122,0.83292437,0.901951,0.98103994,0.8237995,1.0192045,1.0409459,0.8587277,0.8831588,1.0911127,0.8500154,0.8800943,1.0567514,1.2369758,0.531216,1.0603325,0.81306964,1.1505883,0.0,1.1182626,0.99739116,0.95202625,0.9935619,1.0409387,1.2100995,0.84240335,0.9376144,0.85481584,1.0342164,1.1291878,1.1234115,0.8448652,0.93860185,0.45937186,1.0893363,1.2250261,1.0414417,0.9730258,1.1056166,1.0685294,1.0739037,0.9821686,1.1829098,0.96075755,1.0698057,0.77255833,1.1005366,1.0305536,1.0873227,1.1573036,1.1367475,1.0543538,1.0095491,0.88748515,1.0573392,1.1642474,1.0007801,0.9798352,1.1263572,0.9470335,1.1789026,1.2049761,0.8862414,0.8702734,1.0808588,1.0188409,1.2474769,0.9338925,1.0384521,1.1900223,1.1034251,1.1626592,1.0833613,1.1088153
nail,1.3320699,0.82407755,0.2905079,1.3121693,0.4187845,0.51717234,0.8474902,1.1747122,1.4496858,1.216306,1.4532285,0.7460867,1.4743347,1.2744486,0.8557148,1.493269,1.1383228,0.6045764,0.79781944,1.0989096,0.70431083,1.0855418,0.7195091,0.82112384,0.78734475,0.8558022,0.9795835,1.1045278,1.347911,0.7829113,1.2961292,1.1057901,1.3162739,1.2037058,0.9805825,1.3893802,0.7868115,0.4499408,1.496345,0.59022117,1.1743454,0.97107685,1.280461,0.9760842,1.1718608,0.79553634,0.43505186,1.2096814,0.7398553,1.0805153,0.57879794,0.6112051,0.71748114,1.0620053,0.8599375,1.0145968,1.2235217,0.56732166,1.1309278,0.65213805,1.0743345,1.0318629,0.5918015,1.1171749,1.1387433,1.3165221,1.0650593,1.395942,1.211849,1.3728049,0.8584723,1.2495295,0.8996567,1.1758661,1.0787275,1.1182626,0.0,1.0797049,0.62184024,0.6569866,0.885683,1.0890841,1.0187156,1.3138282,1.3578782,1.3928773,0.61491144,0.59154224,0.9906655,0.93621165,1.0039839,1.1305046,0.67619646,0.8399091,1.2985464,0.93357646,1.4156005,0.9968315,1.2150561,1.1916811,1.2195947,1.1053324,1.1900508,1.2283459,1.3832934,1.0821141,1.1633785,0.43937016,0.7978174,1.0789534,0.7683394,0.89314353,0.9335114,1.0130016,0.78298086,1.0721092,1.1890455,1.5170336,0.45818782,0.4166422,0.6288368,1.1992711,1.1099807,0.71019953,1.2596388,1.0839063,1.089479,0.97935116,1.2399095,0.5420023,1.265173
napkin,1.2240171,0.76295495,0.92905,1.3414145,0.92775106,0.87867016,1.1596811,0.799535,1.1711339,1.231939,1.2146134,0.7827443,1.1190151,0.9030523,0.76282924,0.9162924,1.1730617,0.7599793,0.9878061,0.917492,0.75844026,0.45480835,0.67631507,0.8843343,0.5873276,0.7386192,1.2514756,1.0705395,0.84241366,0.7154372,0.98923063,1.0996567,0.99365443,1.2170037,1.1854582,1.0283725,1.0076622,0.7304878,1.2079574,0.824792,1.072278,1.0594429,0.895794,0.8987804,1.1126616,0.9533689,1.1868428,1.2100444,0.8030239,1.3788447,1.0598577,0.7602561,0.70516074,1.1152904,0.65143013,1.2121241,1.2869953,0.8639885,0.89915764,1.0383723,1.3527621,1.3147361,0.89070386,1.0851154,0.8521413,0.9165417,1.0134468,1.105181,1.1556877,1.0131644,0.62626004,1.0914347,1.0612239,1.1572266,1.1635761,0.99739116,1.0797049,0.0,0.8295654,0.78446627,1.049439,0.91334736,1.0448228,0.7581627,1.1267433,1.1565424,0.668067,0.69097227,1.017021,0.4300785,1.1123407,0.89149356,0.78534764,1.2241006,1.0808483,0.63960266,0.9075834,0.9834816,1.2112334,1.3907329,1.1947244,0.9740531,0.8496265,1.2133396,1.1877066,0.75395274,1.3227844,0.7728937,1.0174443,0.9229173,1.0189178,1.1511451,0.7732129,0.99211115,0.8599107,1.0964342,1.2183263,1.2006387,0.87680316,1.0311298,1.2570512,1.1354971,0.050184608,0.9829327,1.1170452,1.0438612,1.0133868,0.7788514,0.58399373,0.8137318,1.0412908
