,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,0.8674269,0.9655859,1.1224293,0.9324365,0.9018183,1.0657732,1.0169703,0.85525787,0.8826769,0.7508478,0.9783907,0.94000334,1.097241,0.95435685,1.0974337,0.96603,0.9815301,0.8603914,0.8804497,1.1226811,0.85415256,0.9331369,1.1972082,0.76035106,1.0079904,0.99667245,1.1115355,1.1390568,1.051892,1.1547121,0.9375302,0.9844882,1.003064,1.1527367,1.0319881,0.64229304,1.0939288,0.93827647,0.94094276,0.9534238,1.0761048,1.1218858,0.9681751,1.0697408,0.96883065,1.0420502,0.9475847,1.216016,1.1462735,0.97709006,1.1502142,1.1852758,1.1774851,0.97392595,1.0612341,1.1032277,0.93714595,0.8843764,0.9227445,0.8895678,1.2157139,1.0470272,1.0247564,1.1939625,1.0573665,1.1885823,0.992351,1.1421605,0.55500114,1.1402509,1.0425967,0.61846006,0.91168654,1.0145264,0.9381953,0.9279381,0.8822144,0.90460557,0.97973686,0.7630135,1.2365372,1.0645884,1.1912403,1.211785,1.0026406,1.1671383,1.2039093,1.2215267,0.98256314,1.2365888,1.0603031,1.071038,0.9053733,0.82942265,0.75680166,1.0212437,0.99912965,1.2184156,1.0129128,1.0972886,0.9864452,1.1534424,1.1599672,1.30023,0.7796023,1.0917563,1.0346098,0.9867408,0.9265743,1.1669836,0.0,1.1529171,0.83219045,1.1566076,0.7539855,0.9146091,0.7052203,0.80517167,1.0852731,0.7735342,0.96032834,0.94113,0.9475074,0.5714081,1.1543766,1.0957545,0.9462577,1.1598384,0.8711116,0.804806,1.1289145,1.2468171,1.0657463,0.57304204,1.0147899,0.87246835,0.73066413,0.9591643,1.0195973,0.99212027,0.7748767,1.2721725,1.0517548
shirt,0.69466245,1.3244035,1.3865252,0.88183475,0.3832991,1.1861237,1.0244625,1.0428007,1.275114,0.6613153,0.6673566,0.5658459,1.3441541,0.5751864,0.4353993,1.0441122,0.5527554,1.2345434,1.1696674,1.458363,1.3092394,1.0755749,1.0735202,1.3077102,1.3827782,1.3369561,1.3500698,1.3222439,1.0691322,0.63329357,0.9382775,1.4788525,0.7780565,0.18208873,0.721033,0.8953383,0.6176611,0.9890855,1.47509,0.7845377,1.4524152,0.888905,1.0501726,0.9294362,1.13089,0.25152326,1.1864645,0.8778407,1.2287899,0.6240309,0.98099244,0.6113694,1.0951288,1.0228827,1.3984458,1.3976535,1.2550672,1.362889,1.3931582,0.6829234,1.2911359,1.0324745,1.3891,0.6506694,0.75941384,1.334666,1.1807176,1.3807402,1.1904588,0.12878299,0.32454818,1.0012506,0.85947573,1.4757757,1.0727825,0.7636763,0.99757427,1.1242887,0.7031844,1.1564548,1.3675437,0.95508206,1.0298861,1.3601061,1.2052299,1.0270079,1.0495085,1.3787669,0.9391154,0.45931435,0.18488657,0.32520425,0.81517565,1.5038872,1.4755466,1.2172208,0.8528942,1.2283312,1.074665,1.2997533,1.511255,1.3194444,1.2306457,1.3333089,1.1120609,1.5296001,0.8128959,1.2714504,0.8601418,0.15067321,1.1529171,0.0,0.9794248,0.47160667,1.2861493,0.6490104,1.1247836,0.7828281,1.4150265,0.82010293,1.4421024,1.227962,1.2107801,1.1827621,0.88082737,1.1467168,0.9116906,0.12844509,0.86822104,0.66437024,1.4355481,1.2241358,1.3472857,1.0395775,1.120482,1.4097538,1.1180838,0.977834,1.2068423,1.0755411,1.1527904,1.2135999,0.8417555
shoe,0.84028876,0.814114,1.1630137,0.9481639,0.8229357,1.0149753,0.92521155,0.8714487,0.9355099,0.9367987,1.0366579,0.9527229,1.2353337,0.84737206,0.8028642,0.9665305,0.8569983,1.0433089,0.9924758,1.2391018,1.0059334,0.8597089,0.9056529,1.1565351,1.0543107,1.099793,1.2140486,1.1560714,0.86228716,1.0934727,0.88408345,1.2525582,1.0793923,1.0450404,1.0318464,0.8125292,0.9711549,0.88603246,1.242856,1.017877,1.2639922,0.9940177,0.98743045,1.1247202,1.0274805,0.94460326,1.060297,0.91067547,1.1343349,1.0440844,0.87735415,0.99367476,0.9417886,1.0426512,1.1758789,1.2833885,0.5780059,1.146294,1.0795442,0.9430138,1.1488687,0.4367081,1.0996792,0.9966171,0.7588865,1.1422093,1.0624593,1.2329845,1.0654397,1.0012673,0.76721174,0.8494912,0.99021447,1.2693839,0.9846338,0.84627044,0.91031826,1.009491,0.58533907,0.9587885,1.1781825,0.94357127,1.1141515,1.2478575,1.0625725,0.9976972,0.9700571,1.1955978,1.0223837,0.9847951,0.8608271,0.67903024,0.90115315,1.2157042,1.2091419,0.87754506,1.1061419,1.1553407,1.0378296,1.0965481,1.1899977,1.1284064,1.0768875,1.1370884,0.5160497,1.1037492,1.1661171,1.1133989,0.83398294,0.9829547,0.83219045,0.9794248,0.0,0.82575977,0.72932726,1.1240036,1.01447,0.98250306,0.8746282,1.1049885,1.0652174,0.5165112,1.0838726,0.9176047,1.0511385,0.93913424,0.75203204,0.9837711,1.0471299,0.9443373,1.0988057,1.062441,1.2331755,0.85779256,1.0234103,1.0370649,0.81378394,1.1002913,1.1285634,1.0219824,0.9909725,1.0466815,1.1749594
shorts,0.9682983,1.0948327,1.272693,1.0101842,0.6998291,1.1520464,1.0224396,0.98028696,1.1324719,0.96589434,0.87061584,0.9792303,1.0970008,0.8088754,0.70044667,1.1183751,0.80958164,1.0680319,1.2063098,1.2662574,1.2623124,1.032484,0.89542204,1.0155506,1.1183378,1.2712443,0.9193268,1.0263395,0.88390213,0.86789703,0.7523221,1.2042142,0.951761,0.73428524,0.90717125,0.9540859,0.86615944,0.9438232,1.2252707,1.0097252,1.2748964,1.0406792,1.0601177,0.8834378,0.9324281,0.4298113,1.2731962,0.92965835,1.1648445,0.86034644,0.98814684,1.028919,0.9304866,0.97322834,1.2184114,1.3274341,0.9528772,1.0589032,1.2992473,1.0466937,1.0746336,0.7222494,1.2585863,1.0288068,0.7987075,1.1402532,1.1560183,1.1994829,1.1926177,0.65671897,0.426252,0.8572767,0.8563475,1.2776668,0.7330809,0.6401664,0.99489313,1.1389942,0.6449885,1.1081791,1.0665385,0.9962323,1.0160074,1.2290432,0.7959994,0.87193507,0.9667604,1.2040801,0.8400012,0.8033336,0.5553727,0.27828282,1.0323371,1.2772896,1.287327,0.97230095,0.94606423,0.9789009,1.1568693,1.2231532,1.2562554,1.1988423,1.154593,1.1524835,0.91505146,1.2512339,0.7897757,1.2513564,1.0515383,0.5615201,1.1566076,0.47160667,0.82575977,0.0,1.0091258,0.9101926,1.1550545,1.0367942,1.0636543,0.9937077,1.3094989,0.8588201,1.2344606,1.0724914,0.91008145,1.0025188,0.8700346,0.6988131,1.0678468,0.99048275,1.2533779,1.0514781,1.1333206,1.044795,0.76882464,1.3594464,1.1302991,0.9503985,1.2591758,0.9327604,0.9203572,0.9941274,1.019755
shovel,1.2325305,0.7309068,0.85350436,1.0028088,1.2466229,0.8762096,0.9323543,0.8456366,0.69736874,1.1560261,1.2178392,1.3370163,0.9296385,1.1927277,1.2044007,0.96518606,1.2700448,0.9589843,1.0839905,0.81740844,0.62081444,0.899336,1.0154456,0.88207936,0.57652736,0.93707645,0.7446604,0.86460835,0.77558786,1.3386321,0.7617211,0.7232339,1.2241392,1.29227,1.079914,0.90972984,1.2909598,1.0112816,0.8609337,1.230038,0.8031107,1.2624859,1.0840435,1.1572857,0.9549778,1.1814971,1.0164119,0.9366932,0.94900745,1.202259,1.1157676,1.3167307,0.92056125,1.0975735,0.91111594,0.9914625,0.7583288,0.8374393,0.91793036,1.118565,0.90297157,0.72009075,0.77651024,1.3138114,0.99640435,0.81108516,1.0138816,0.9132095,0.8241237,1.2951608,1.1731951,0.88069093,1.118393,0.86765045,0.9805099,1.0323876,0.92659944,0.9944263,0.97826576,0.8858223,0.91278553,1.0458664,1.0468287,0.95025814,0.8646438,0.9117136,1.0395015,0.8191114,1.0084691,1.314198,1.324182,1.0963544,1.2280065,0.7943342,0.82165074,0.7168538,1.1804254,0.99233896,1.1424577,0.89897835,0.7328491,0.93521804,0.93193173,0.85505575,0.5844954,0.7261159,1.1509916,1.0438632,1.1619021,1.265454,0.7539855,1.2861493,0.72932726,1.0091258,0.0,1.2568297,0.81504685,1.0741274,0.6954247,1.1564214,0.58515227,0.6868714,0.9550643,0.7256564,1.0003866,0.917436,0.8773257,1.3167131,1.1885104,1.2105587,0.63551635,0.9475594,0.97644913,0.8074267,0.8931923,0.7932671,0.8363083,1.2138461,0.93469006,1.0698555,0.8838142,0.8468537,1.3189113
shower,0.8338268,1.2393668,1.3531182,0.8323584,0.67580825,1.20275,1.0680928,1.1593702,1.0063387,0.46538717,0.7520665,0.34149998,1.2334871,0.5410169,0.8620435,1.1259493,0.6510447,1.1976141,1.1889534,1.3482004,1.0967892,0.9790319,1.2990822,0.9263941,1.246932,1.266593,1.060055,1.1920245,1.2197196,0.69232535,0.7907007,1.1912774,0.30571556,0.70047766,0.7021274,0.91343224,0.5641862,1.19959,1.3728013,0.35729283,1.275182,0.91513735,1.1357262,0.4195434,0.96614856,0.65383244,1.1066695,1.2112466,1.2997361,0.6734249,1.1296588,0.8788138,1.3091223,0.9742293,1.3126967,1.190185,1.1973642,1.1814599,1.3873663,0.56452084,1.3272398,1.3147426,1.4970223,0.9076673,1.0601064,1.3837928,1.1094545,1.2671669,0.8893012,0.6983353,0.71306175,1.0070399,0.46609324,1.0592096,1.0952199,0.8815496,0.9560914,1.0015997,1.0796113,0.9764248,1.3409351,1.1353521,1.2230047,1.3369366,1.0703118,1.238518,1.2386787,1.4143503,0.75954163,0.8529022,0.6357373,0.7546626,0.90253687,1.2931347,1.2578287,1.2816556,0.7963644,1.1536207,1.0709176,1.0002345,1.3722962,1.2421312,1.2258728,1.4147531,1.0811284,1.3089919,0.39126903,1.00511,0.921616,0.8172372,0.9146091,0.6490104,1.1240036,0.9101926,1.2568297,0.0,0.8655455,0.6781929,1.4331107,0.7462657,1.259787,1.2456508,1.0194505,1.1720575,1.0313298,1.1879215,0.8818678,0.7392507,0.7952472,0.60379994,1.4225769,1.3471575,1.3545485,1.1008307,1.009164,1.3334272,1.0705619,0.8347632,1.038363,1.0919732,0.7498463,1.3738065,0.44306386
sink,1.044044,0.92805856,1.1437585,0.96234965,1.0658319,0.97052026,0.92022806,1.0383407,0.6203891,0.49056327,0.99244475,0.8722684,1.0908244,0.85089314,1.0309955,1.140815,0.84089315,0.9032345,1.0199276,1.1087086,0.41681647,0.8512641,1.3681899,0.96518224,0.69735503,1.122749,0.98635536,1.0575565,1.1554995,1.0818945,0.7229797,0.9502183,0.74232334,1.1104503,0.64621377,0.8914773,0.805495,1.1801637,1.1891174,0.87465703,0.96315,1.0339997,1.0157743,0.838385,0.8025694,1.0763326,0.86933315,1.2230237,1.0295384,1.0141435,1.1816145,1.0916649,1.2838995,0.99327254,1.0276058,1.0436289,0.976807,1.0280901,1.1463989,0.8785461,1.2671947,1.1673237,1.2064828,1.1321273,1.169969,1.2529709,1.0169424,1.2074062,0.8103167,1.1129287,1.0514747,1.0367879,0.9377578,0.8980593,1.0499141,1.1157646,1.0369903,0.63663596,1.1555265,0.874241,1.1707368,1.1535027,1.1498157,1.2394147,0.8244745,1.2350441,1.1791681,1.1784203,0.76818573,1.119415,1.103265,1.1108882,0.95191586,1.028357,1.0035214,1.1918998,1.0738595,0.88417214,1.0382262,0.9955635,0.8356359,1.097832,1.0761392,1.2334515,0.9132025,0.8984641,0.74151075,1.0812229,1.052366,1.1162963,0.7052203,1.1247836,1.01447,1.1550545,0.81504685,0.8655455,0.0,0.8920322,1.2391796,0.9284362,0.8278872,1.0153887,0.88711256,0.7807158,1.1532854,1.1729414,0.83178097,1.1077776,0.892053,0.71823394,0.9925175,1.278225,1.2068117,1.0291586,0.8232467,0.975042,0.7452052,0.9622454,0.9668342,1.0576735,0.97751206,1.3184097,0.9399915
slide,0.5924812,1.2712532,1.0900786,0.8396417,0.75480694,0.9206009,0.797508,0.9830093,0.9705924,0.56450576,0.8479588,0.4742645,1.3034058,0.64660364,0.6543401,1.0139104,0.56054753,1.0550423,0.88313895,1.2901438,0.9716915,0.8818082,1.2166951,1.2799141,1.1146135,1.2315321,1.3289702,1.180724,1.1167674,0.92237926,0.5698054,1.2914166,0.77215576,0.8235757,0.79047287,0.8995181,0.7320721,1.0316435,1.3574659,0.6312915,1.2806953,0.9109569,0.9001778,0.9471677,1.2073573,0.7568896,1.0352799,1.1363277,1.2748783,0.8351077,1.0451765,0.8744932,1.3268417,0.9931126,1.3265688,1.2745289,1.2950547,1.4367211,1.0520778,0.58461535,1.3911133,1.1449667,1.1362557,0.9120977,1.0776987,1.2760861,1.0133735,1.2755946,0.7724974,0.7904653,0.67848814,1.0098076,0.79375815,1.3803424,1.2476178,0.994925,0.68167484,0.9787425,0.77517605,1.0641998,1.3824492,1.1061852,1.1191187,1.3315197,1.2653313,1.3196645,1.1941993,1.2602866,0.97864246,0.90426373,0.6626946,0.8341595,0.7235175,1.3341341,1.327831,1.0809926,0.8983295,1.3395071,0.8792857,1.102095,1.3310428,1.2644973,1.1322291,1.2886403,1.0093074,1.3304453,0.9019439,0.9465675,0.81522715,0.846532,0.80517167,0.7828281,0.98250306,1.0367942,1.0741274,0.6781929,0.8920322,0.0,1.4400033,0.86545604,1.2756188,1.2581832,0.88026065,1.183271,1.1546032,1.1133015,0.77778524,0.81443906,0.5779817,0.539131,1.2138956,1.4258604,1.3649526,0.91887945,1.1640639,0.7857685,0.86328626,0.94344944,0.98541534,1.037316,1.1629341,1.4103901,0.7368547
slipper,1.5153883,0.630391,0.6177677,1.2972027,1.4403721,0.9637717,1.1636145,1.0811355,1.1296687,1.595267,1.318988,1.5920216,0.30987918,1.4840338,1.4499725,0.8304267,1.4988098,0.9366802,1.0053825,0.41094536,1.0986906,1.2007227,0.6983228,0.78242385,0.8606082,0.6737858,0.5199401,0.7504803,0.9172578,1.3383541,1.1412816,0.43264186,1.4124196,1.3564045,1.511375,1.1497588,1.4827815,1.1190633,0.21439922,1.5530066,0.42440063,1.4019591,1.1487259,1.2919664,0.9583086,1.3530649,1.0573994,0.81785667,0.6913968,1.1487484,0.7810706,1.2627442,0.5213752,1.0937605,0.5114887,0.5669032,0.6267537,0.58787155,0.810758,1.5835443,0.19612002,0.71218807,0.5651314,1.22782,1.0940614,0.23867893,1.0594177,0.5522896,1.1479962,1.3915133,1.3945268,0.93609893,1.4069653,0.60026,0.73211664,1.1348425,1.2723209,1.0993003,1.2446202,1.1454371,0.512418,0.7804223,0.9540725,0.22872639,0.7352662,0.41088748,0.72346497,0.44554448,1.2435575,1.3536916,1.526186,1.1911885,1.4265516,0.4874388,0.49776757,0.7932004,1.1171023,0.668139,1.2022083,0.8900733,0.42799944,0.7924273,0.94060147,0.4432615,0.74069464,0.5549261,1.4282547,1.0037946,1.4210747,1.3356593,1.0852731,1.4150265,0.8746282,1.0636543,0.6954247,1.4331107,1.2391796,1.4400033,0.0,1.2592297,0.64248097,0.58047616,1.0414072,1.0099276,0.8690657,0.98008066,1.2532313,1.430264,1.4329981,1.6446577,0.40968835,0.3201362,0.29247594,1.0997002,0.8556215,0.91425574,1.2831562,1.2597462,1.0584843,1.0276403,0.97814864,0.19261408,1.398851
snow,0.79356194,1.1291466,1.1890515,0.91652733,0.81030643,1.2291769,1.1582948,0.9402745,0.9260062,0.7155953,0.6803766,0.7915293,1.1079257,0.7721054,0.95334214,0.9353199,0.82874006,1.0657859,0.92467856,1.2504878,1.0309689,1.0191839,1.1166412,1.0786438,1.178441,1.09421,1.2044499,1.129375,0.96678793,0.64782774,1.0974766,1.1638534,0.9136656,0.85450304,0.84472305,0.60817707,0.932581,0.7676192,1.1492978,0.83276117,1.178689,0.9540761,1.0732768,0.9924952,0.90903556,0.80353975,0.98982227,1.1545112,1.2106783,0.67429054,1.0868485,0.9820434,1.2549305,0.97951347,1.1005803,1.1272523,1.0766184,0.9559915,1.0020901,0.7475549,1.2375423,1.1780622,1.0934492,1.0498433,1.0402011,1.3028643,1.0350697,1.2365023,0.83551097,0.8806819,0.84270006,0.6649663,0.87689537,1.1403937,1.1324718,0.95516706,0.8650521,1.0828016,0.9783628,0.8879718,1.1490332,1.1399591,1.0027055,1.259867,1.0522504,1.2711127,1.2581356,1.2521384,0.9879241,0.8663354,0.7788462,0.8999218,0.9013472,1.0773437,1.0507693,1.0988773,0.8015551,1.1562861,1.0026267,1.2080282,1.0086763,1.1595526,1.1411636,1.3191576,1.1454171,1.1768223,0.866277,1.1412015,1.0444217,0.9440151,0.7735342,0.82010293,1.1049885,0.9937077,1.1564214,0.7462657,0.9284362,0.86545604,1.2592297,0.0,1.1832218,1.1084096,1.033395,1.0617344,0.75602293,1.1692941,1.0598998,0.899773,0.84450305,0.64116085,1.1437916,1.317554,1.1742545,0.9052244,1.0619924,1.0779434,0.7221639,0.9035779,1.041352,0.94014025,1.144926,1.2611034,0.88320196
soap,1.3987312,0.618467,0.6761671,0.99287134,1.454391,0.76404154,0.95610064,1.0243684,0.77257496,1.3058144,1.3134224,1.4296038,0.6336162,1.4184338,1.4239907,0.9942276,1.3739556,0.88216174,1.0492197,0.39337564,0.6245333,0.98175746,1.1605468,0.7346703,0.50142086,0.7460923,0.49987626,0.7261115,1.0947354,1.3704268,1.0418495,0.4835614,1.1900225,1.3633221,1.2166805,1.0825409,1.3877001,1.1954346,0.60381114,1.2986877,0.4386871,1.2906667,1.0514333,1.0725417,0.9736334,1.3677976,0.8918759,1.182229,0.78221047,1.2057365,1.2593045,1.2445395,1.0066669,1.057119,0.60561347,0.52711713,0.77029395,0.6143627,0.8419834,1.1695985,0.77023125,1.0015161,0.73483026,1.2421291,1.2621568,0.6732044,0.9216536,0.64370185,0.9119654,1.3899505,1.4805348,1.0940583,1.2599741,0.4301026,0.8947073,1.2386333,1.0830969,0.78501415,1.3594909,1.0104805,0.64951146,1.1496133,1.1651721,0.6757426,0.76540923,0.92370164,1.10551,0.64014757,1.0294828,1.3504736,1.4847224,1.4264497,1.3146034,0.54366827,0.56416535,0.9850672,1.2356429,0.81319094,1.1109,0.67952925,0.61885655,0.71832335,0.93123317,0.65663534,0.7955291,0.42056394,1.1620625,0.93339795,1.3190155,1.3916254,0.96032834,1.4421024,1.0652174,1.3094989,0.58515227,1.259787,0.8278872,1.2756188,0.64248097,1.1832218,0.0,0.80186707,0.80489385,0.8530637,1.1523778,1.0484393,1.1133002,1.4174957,1.203671,1.3527069,0.5753919,0.8546677,0.71426105,1.0541527,0.8114978,0.699348,1.0488694,1.1643454,0.7459501,1.0792562,0.8557874,0.81928957,1.2005558
sock,1.1266664,0.2360102,0.96273184,1.1760277,1.0781735,1.029867,1.0506957,1.0457971,0.84635353,1.2018789,1.2024999,1.2550206,0.89320576,1.0944016,1.0815862,0.8771833,1.0848386,0.8884046,0.99252015,0.9156393,1.0856187,0.8765306,0.98649293,0.89653933,0.803772,0.8417248,0.7679174,0.8386156,0.9101354,1.2620962,0.8645164,0.89086413,1.2444932,1.2655404,1.1905138,0.8881415,1.1865281,1.0035461,0.8794664,1.2046565,0.9561952,1.1760871,1.0797186,1.1263893,0.83155715,1.1152669,0.8974348,1.1198419,1.0309573,1.0621097,1.0851064,1.2691332,0.89020133,1.0084696,0.8732391,1.0198405,0.07406616,0.81169724,0.8945011,1.304483,0.9812574,0.42391592,0.9449505,1.2641908,0.96678084,0.9191953,0.95148784,0.9095413,1.0792305,1.250255,1.0601248,0.86061996,1.1498712,0.88268584,0.81038475,0.9493004,1.0693189,0.95955664,0.8102851,1.0846322,0.8730569,1.094369,1.1787686,1.0333978,0.6669078,0.93042064,1.0946324,0.9617986,1.0143528,1.2524643,1.1803912,0.8860276,1.151284,0.7873546,0.8440865,0.8525588,1.126245,0.73089296,1.1356745,0.9263698,0.8834097,0.85651934,1.0294679,0.9595822,0.642938,0.6932283,1.1006885,1.0578277,1.1416956,1.2354002,0.94113,1.227962,0.5165112,0.8588201,0.6868714,1.2456508,1.0153887,1.2581832,0.58047616,1.1084096,0.80186707,0.0,1.1377965,0.9655034,1.1824625,1.0019422,0.85898614,1.2820394,1.2022033,1.205487,0.86090076,0.9047867,0.9529083,1.0323697,0.68081594,0.9592726,1.0142865,1.0774752,0.9684838,0.96542877,0.913056,0.9340037,1.2445866
soup,1.0671734,0.93344885,0.7401078,0.7579498,1.0786406,0.90310603,0.9821349,0.8820055,0.9032151,0.8890663,1.1924183,0.971744,0.81646615,1.0786344,1.1177,1.1008747,1.0688112,0.97347885,0.85774845,0.71071386,0.6220014,0.91759235,1.1755722,1.0347315,0.7182896,1.0207638,0.9632082,1.0639987,1.1396391,1.1774273,1.0898963,0.9201495,0.9736717,1.1853964,0.8721136,1.1066765,1.0806035,1.0662279,0.8511886,0.99394774,0.639971,1.1109543,1.1390938,1.0168487,1.0550768,1.2220037,1.0715036,1.1579851,0.9773609,1.1530215,1.1123222,1.0565641,1.1109139,1.1060947,0.99326974,0.7089331,1.1076769,1.0542423,1.0244267,0.7058847,1.0097466,1.2003089,0.8242128,1.0603063,1.0946099,0.97789884,0.9468807,0.9954463,0.8487728,1.1864933,1.203337,1.0629011,1.0858226,0.8948686,1.1117135,1.0762228,0.7525587,0.8942753,1.1068653,0.86452323,0.96574193,1.0835437,1.1453176,0.85571206,1.0760103,1.1292099,1.1069549,0.9799416,1.0251857,1.2100953,1.1632903,1.2091647,0.9402683,0.97493404,0.9194721,0.8786202,1.1167227,1.1300784,0.9091748,0.8971267,0.85597616,1.1347604,0.8805871,0.9956793,1.0623763,0.9519759,1.0205166,1.0680263,0.8817137,1.2176964,0.9475074,1.2107801,1.0838726,1.2344606,0.9550643,1.0194505,0.88711256,0.88026065,1.0414072,1.033395,0.80489385,1.1377965,0.0,1.0052817,1.1413052,1.0982479,1.0937306,1.1800514,0.9849581,0.87048686,0.95900476,1.0609665,0.9364376,0.94627964,1.100032,0.8519212,0.859408,0.96399283,0.89372563,1.173722,1.0705075,1.0887764,0.935379
spoon,1.126132,1.0668005,0.917866,0.9985298,0.90106297,0.8516094,0.8826645,0.52179843,1.0567635,1.1143835,1.1277238,1.2663182,1.135702,1.2034657,1.1182598,1.0652465,1.1622125,1.0739597,1.2231064,1.0810102,0.7038156,1.1934347,0.9601574,0.74334913,0.9523714,0.8954221,1.0430952,1.1775553,0.7305746,1.1544778,1.1031395,0.9014062,1.194618,1.2059149,1.0716236,0.95436543,1.18687,0.82508045,0.9902059,1.2315072,1.0067929,1.0627693,0.98400605,1.121831,1.0579232,1.146411,0.97111326,0.8517244,0.5392325,1.1541952,1.0617414,1.0932297,0.843658,1.1816987,0.85555017,1.0846672,0.9642508,0.79983824,0.9526142,0.99587023,1.0346682,0.83566725,0.9148804,1.0804343,0.81070083,1.0918602,1.1269312,1.0581913,0.7912861,1.216825,1.0959848,0.8323121,1.061653,0.90925366,0.77413213,0.89509195,0.9486728,1.0430664,0.81897044,0.76459193,1.0607646,0.961292,0.92818123,1.0790757,0.9432683,0.92346454,0.8570918,0.9113194,1.1031147,1.1004277,1.2231563,1.0742749,1.088247,0.9680482,0.91084254,0.83152115,1.1458334,0.92660916,1.0451816,1.0621932,0.9093581,0.93492544,0.67812127,0.9373821,1.0259148,1.0423911,1.1587212,1.1212051,0.8715958,1.1438208,0.5714081,1.1827621,0.9176047,1.0724914,0.7256564,1.1720575,0.7807158,1.183271,1.0099276,1.0617344,0.8530637,0.9655034,1.0052817,0.0,0.9710044,0.956982,1.1428902,1.1729047,1.0783355,1.1633198,0.92737615,0.855336,0.9467928,0.6669171,1.0097053,1.0403435,0.98245037,1.0244813,1.05511,1.20644,0.81314343,1.0015107,1.2274798
sprinkler,1.1065596,1.3124403,1.0266129,0.9865394,0.9116997,1.153495,1.111155,0.9717216,1.2120802,1.0534338,0.9451455,1.07813,0.99066985,0.9998172,1.0327435,1.0062438,1.1175094,1.2189864,1.0988013,1.0847058,1.0170056,1.2166253,0.7478285,1.1624262,1.0703726,1.0411837,0.99508744,1.0526729,0.7710681,0.78139246,1.1672235,0.9429662,1.0811983,0.8893113,0.9980159,0.9613257,0.98706484,0.83078736,0.90208936,1.126867,1.045789,0.9936888,1.1458038,1.1161039,0.94273275,0.9969825,1.2180744,0.6214401,0.9420345,1.0066091,0.6676753,0.88955784,0.8113055,1.074183,0.8314637,1.1466012,1.1936913,0.8501761,0.992564,0.95341045,0.76087564,1.0070277,0.9039566,0.9232969,0.9400245,0.96076167,1.161356,1.0407825,1.0933986,0.92652154,0.9042386,0.80279773,1.0190964,1.0867808,0.90241325,1.0257773,1.0946578,1.2549962,1.0054928,0.97334534,0.9249657,0.77522445,0.7017275,0.8784673,1.0562818,0.81035835,0.7550627,0.942753,1.0819656,0.7348566,0.9590392,0.886045,1.0529575,1.088079,1.0487065,0.86273503,1.0020499,0.93818176,1.1420903,1.2500372,0.844792,1.0384632,0.96067476,0.98103464,1.153508,1.1253253,1.0776552,1.1874632,1.1534752,0.9182792,1.1543766,0.88082737,1.0511385,0.91008145,1.0003866,1.0313298,1.1532854,1.1546032,0.8690657,0.75602293,1.1523778,1.1824625,1.1413052,0.9710044,0.0,0.9956943,1.12923,0.8973145,1.1030607,1.0872828,0.8046031,0.8187798,0.76473397,0.9889473,1.1297793,1.2816939,1.0232619,1.1596047,1.2643722,0.98931575,1.0688077,0.6831393,1.0484645
