,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
face,0.773159,1.1486071,0.8517591,1.1389169,1.2962385,1.1068653,1.1716841,0.8960606,0.79630375,1.2547629,1.239352,0.7566767,1.2565587,0.92786664,0.9398565,1.2097359,1.1627812,1.2372614,0.94362307,1.0974582,1.1460638,1.260759,1.0244248,1.0300566,0.76877403,0.8518926,1.014185,0.77578586,1.0441117,0.9392915,1.0776098,1.0176587,0.72115797,1.0907774,1.3002012,0.9048692,1.1958964,1.1159383,0.8935499,0.87521493,0.8337713,0.8566135,0.99278444,0.8640317,1.1309859,1.1288337,0.0,0.9795223,1.0140349,1.2953137,1.025438,1.2823911,1.000916,0.71170026,1.0713993,1.2004251,0.9193113,1.0645039,0.3665893,0.7811647,1.2493526,1.0379939,0.92045426,0.6620974,1.093927,1.0952059,0.84775794,1.2421441,1.0948031,0.9159286,0.94963396,0.9714085,1.1182939,1.3186262,1.253993,1.2198759,1.1820062,1.2150471,0.942021,0.62673414,1.0366267,0.9301768,1.2785354,1.2910058,1.2468765,1.2473987,1.0500978,1.0550257,1.2637753,1.0362294,1.089666,1.1680533,0.96475303,1.1999495,0.8007821,1.1476218,1.0886687,0.54066914,1.032043,1.0003699,1.0832015,0.96802765,1.1286842,0.9649864,1.2169889,0.89915985,1.2227167,1.2656074,0.84304696,1.2797484,0.9557461,0.5419362,0.8322487,1.2560391,0.9571475,1.2520312,1.0021288,1.2842739,0.91405576,0.87879425,0.8810384,1.0667872,0.9500221,1.1334759,0.88636035
finger,1.2186264,0.85299444,0.91219664,0.8787973,0.659955,0.75337946,1.2801034,1.2251605,1.2853903,0.8612261,1.0460993,1.1300005,1.0689764,1.3006178,1.1041747,1.0386989,1.0452609,1.0235815,1.3100913,0.7661867,1.1265489,1.0031565,1.1562073,0.8153801,1.1602092,1.0780791,1.0492512,1.2000299,0.8321614,1.0773989,0.8844141,1.0633818,1.1186205,0.85452366,0.7265039,1.2698448,1.1144161,1.0806068,1.1822987,1.1929929,1.1888928,1.1226238,1.0278885,1.1303004,0.69130915,1.2181547,0.9795223,0.0,1.1617639,0.83091843,1.2504072,0.72122115,1.0986886,1.0423121,0.5292279,0.7135422,1.2382052,0.9077179,0.6807977,0.31338358,0.7792323,1.1929655,1.3330407,1.1036776,0.8710134,0.8972714,1.3279386,0.96766853,1.1935837,0.8171925,1.3069612,0.5689448,0.7069359,0.8741358,0.66674846,0.87527466,0.6565527,1.1597096,1.0608885,1.0008657,0.8893667,1.1417753,0.66402733,0.7203647,0.8058709,1.019942,1.1697215,1.1799457,1.079829,0.8265177,1.1620762,0.9618017,1.2752671,1.1071917,1.0544988,0.51766485,1.0516907,1.152349,1.0269107,0.6611509,1.1023663,1.0775243,0.9811203,1.1043497,0.7376337,1.1548419,0.84276617,0.87462413,1.1424891,1.0097607,1.3609397,1.1224266,1.3408978,1.0850054,0.1666913,0.8925601,0.5254465,1.1021606,1.1766548,1.2083998,1.270129,1.2204527,1.3090031,0.5105273,1.142755
firetruck,1.1257799,1.0170307,1.1557608,1.0759933,1.0294425,1.1628336,0.9010561,1.0460145,1.0813334,1.1000522,1.0056505,1.0218245,0.9814085,1.0215782,1.038485,0.944357,1.0092475,1.0965855,0.8829485,1.1464059,0.9968985,1.0429544,0.90786695,1.1953412,1.0360596,1.107492,0.91761225,1.0709381,1.0229023,1.2052207,0.971008,1.1125054,1.1086051,1.0021449,1.1145232,1.0305185,0.94992477,0.8359976,1.0209665,0.98937535,0.94238394,1.0736966,0.94779325,0.9417617,1.1131989,0.91704106,1.0140349,1.1617639,0.0,1.0941795,0.895873,1.0248973,1.0006706,0.9559859,1.1759433,1.1929611,0.8361219,0.9526497,1.1247511,1.1307397,1.060137,0.85887605,1.0426165,1.0879173,1.1528847,1.0867474,0.8433146,1.0246803,1.0023413,1.0927181,0.7330971,1.2371943,1.1157796,1.1409571,1.1007198,1.0092026,1.071361,0.8842399,1.084024,1.1378121,1.1799401,1.0805768,1.0738631,1.0827166,1.1013107,0.9230096,1.0433847,0.8784513,0.98718417,1.0909276,0.93919504,0.911693,0.8312738,0.78435934,1.0800011,1.055004,0.92931855,1.0679991,0.9588224,1.3215556,0.8647083,1.0791062,1.0988089,0.97497475,1.1019808,0.90683407,1.0516764,0.98823225,0.92845035,0.84561706,0.8907611,1.0874586,0.9728903,1.0094457,1.160395,1.0524261,1.289341,0.9771513,0.88538474,1.059177,0.8207953,0.4625001,0.7990828,1.0820476,1.0270009
fish,1.3916148,0.39635092,1.3831204,0.76616323,0.37342662,0.5354171,1.2343881,1.5628015,1.6330738,0.29763365,0.50838006,1.4198544,0.36858308,1.518925,1.309247,0.74895644,0.3402089,0.72328365,1.533716,0.8981814,1.058662,0.3440194,0.9750001,0.87638724,1.234108,1.4155278,0.6072124,1.3501227,1.0614074,1.3376501,0.8311491,0.64470905,1.5470049,0.88888735,0.1652931,1.5267396,0.57653284,0.5805128,1.3169594,1.1427383,1.2219946,1.2194531,1.2689893,1.3514042,0.5086725,0.9530819,1.2953137,0.83091843,1.0941795,0.0,1.1366115,0.496817,0.78481567,1.4516251,0.37029445,0.91114724,1.2142605,0.97181404,1.1523962,1.3305256,0.30148292,0.9368837,1.4489249,1.4561589,1.2331924,1.158508,1.3977207,0.32021463,1.1928735,1.3415146,1.0721252,0.92596686,0.32259732,0.89018095,0.5800793,0.6062269,0.5939431,0.8444996,0.96044457,1.5452605,1.1810942,1.3591722,0.31559867,0.3173272,0.54879683,0.85909104,1.2970815,1.1102366,0.5883995,1.1410127,1.0436774,0.60614914,1.2152046,0.75265837,1.1323712,0.66058457,0.97736216,1.4958305,1.1336123,1.1051934,1.1358352,1.2449502,1.1103433,1.2110387,0.28191543,1.2494597,0.9124373,0.57700336,1.3855157,0.66222036,1.2997144,1.4613509,1.6549433,0.7035079,0.7445968,0.29619557,1.0710391,0.98193705,1.1485479,1.4669386,1.2487199,0.8648355,1.3801469,0.3564967,1.3027228
flower,1.0553095,0.98939234,0.97668517,1.1541482,1.129062,1.1065809,0.9617422,1.0635111,0.89608085,1.0905546,1.1379427,0.9806641,1.0450523,0.9689858,1.1286062,0.9463358,1.0270557,1.2166879,0.9300747,1.12021,1.1662372,1.1007179,1.1201704,1.1185426,0.93425274,1.0329196,1.013849,0.9748924,1.114123,1.1885575,1.037546,1.1187557,0.9657628,1.0643716,1.1368598,1.0355833,1.062857,0.91974926,1.0034348,0.91692513,0.6158109,0.9696234,0.99152243,0.6618751,1.1070476,1.0201414,1.025438,1.2504072,0.895873,1.1366115,0.0,1.1577952,1.0270432,0.99684376,1.1898317,1.2356012,0.9194276,1.0236015,1.0776864,1.1320485,1.0717899,1.0145328,0.96683383,1.0471175,1.1699203,1.1063881,0.8642878,1.0444546,1.0857294,1.1741217,0.9445497,1.1020936,1.1419046,1.2503382,1.0772827,1.1234717,1.1271881,0.9393605,1.016986,0.881259,1.1472672,1.0633744,1.1541901,1.1534945,1.0977921,1.0508549,1.0016552,0.071412325,1.0360308,1.1242167,1.0484883,1.0732706,0.8259582,0.95652944,0.82915866,1.2057022,1.0729319,0.8027934,1.0250674,1.1290549,0.9951268,0.91376084,1.1677116,1.0657886,1.1740763,0.96862745,1.178253,0.91402084,1.0668864,1.0622833,0.9304286,0.90483147,0.82103664,1.1472203,1.2359803,1.10003,1.0920655,1.1706675,0.87365544,1.0246568,0.3484347,0.9161187,0.86552626,1.139855,0.87385607
fork,1.3070318,0.7275807,1.2310523,0.86836076,0.6205062,0.7518153,1.0154406,1.4141257,1.5308661,0.68739206,0.6694024,1.2842247,0.6408105,1.3995081,1.3178985,0.7980319,0.76090825,0.82651186,1.3625615,0.96968347,1.0575259,0.6911138,1.1674008,0.8349358,1.2433457,1.3202655,0.67415684,1.3112329,0.98960054,1.1302247,0.83466667,0.7532925,1.4968016,0.79629064,0.4319017,1.4139426,0.79072773,0.7700274,1.2273537,1.2066704,1.1679226,1.1304815,1.0982959,1.3138372,0.67661345,0.9471867,1.2823911,0.72122115,1.0248973,0.496817,1.1577952,0.0,0.9206523,1.2000948,0.54870224,0.95891786,1.2646195,0.8132942,1.1043613,1.0660943,0.67673904,0.9266577,1.181861,1.3957709,1.1658889,0.8117823,1.2711397,0.42407537,1.2790773,1.213786,1.2273086,0.7884196,0.66194105,0.82213145,0.42308432,0.65588355,0.707085,0.82868177,1.0387654,1.341081,1.1333829,1.218814,0.37939465,0.39664644,0.7361033,0.89010596,1.2792194,1.0788713,0.707065,1.0439192,1.0316955,0.7199107,1.0846629,0.86919755,1.1919491,0.6797972,0.88220197,1.3777933,1.0870869,1.1041667,1.0887381,1.1666193,0.9640118,1.2205508,0.55773723,1.2106206,0.8376875,0.51443785,1.3682413,0.55050385,1.2068033,1.4033539,1.4975257,0.76213145,0.6775662,0.5062532,0.85619235,0.9784927,1.1673335,1.3699468,1.2833204,0.97454613,1.196568,0.59118557,1.1011993
frog,0.8154036,0.63976824,1.1840639,0.82758677,0.9517305,0.3192501,1.0680889,1.1686414,1.2128459,1.072214,1.1595773,1.0111653,0.9432449,1.1714275,1.0128183,0.8337507,1.0356255,0.89642614,1.0321256,0.6745977,1.0548327,1.1686862,1.1339817,0.84445006,1.0456411,1.382527,0.77522933,1.2256955,0.95683604,1.185964,0.5542612,0.5455017,1.3012973,0.5918555,0.9638326,1.146857,1.0265838,0.93319637,0.7146229,0.92066866,0.8156886,1.2455426,1.1614447,1.0641104,0.6867491,1.0440736,1.000916,1.0986886,1.0006706,0.78481567,1.0270432,0.9206523,0.0,1.0277613,1.1317837,0.8597963,1.1321967,0.64360666,1.1325495,1.0550913,0.95626533,0.96651524,1.2499832,1.1709709,1.2443309,0.8721184,1.2451541,0.9724333,1.0162318,0.9544131,1.0962229,0.91732633,1.1131544,0.89983964,1.0061351,1.0053157,1.1473098,1.0931265,0.7527927,1.1981332,1.136649,0.980414,1.0595617,1.0102751,0.9211696,1.0247482,1.1894218,1.0985763,0.71605945,1.0112377,1.0241046,1.0528721,1.0548669,0.9724904,0.99156594,1.0610923,0.7091074,1.140962,1.0328299,1.2182,0.9516334,1.1758024,1.1729662,1.0536892,0.9655113,1.1115189,0.9808868,0.7850551,1.1765782,0.9546168,1.1010264,1.136538,1.1026276,0.68043876,1.0898985,1.0052178,0.9482306,0.9673343,0.5028093,0.8034367,1.1064667,1.0067912,1.0898411,1.1031591,1.2519974
glass,0.67061335,1.3674322,0.9341948,1.1581293,1.4633837,1.2098008,0.9001247,0.6476628,0.6954523,1.3766129,1.261778,0.7280261,1.3117089,0.7723481,0.633013,1.0471382,1.3200185,1.0498521,0.70393866,1.1011046,0.9360896,1.3185607,0.80916923,0.9430295,0.85267645,0.86341757,1.2021383,0.8589221,1.0745679,0.7446226,1.1885356,1.0233036,0.7699074,1.1033182,1.4397429,0.66568357,1.3268063,1.2947338,0.84467554,0.9385411,0.9628258,0.93971366,0.8999702,0.9000816,1.3362995,1.023688,0.71170026,1.0423121,0.9559859,1.4516251,0.99684376,1.2000948,1.0277613,0.0,1.2979788,1.1868254,0.83611536,0.8414544,0.81340766,0.7179089,1.4683439,0.95959383,0.8114242,0.7393855,0.9440161,0.8686304,0.80562913,1.3872877,0.91093504,0.84594333,0.87009174,1.0434725,1.3343408,1.2040824,1.3663154,1.2496756,1.2886566,1.1087726,0.9304755,0.729985,1.0037583,0.728709,1.3533392,1.3356438,1.2430751,1.3004007,0.9196347,1.0068501,1.1691383,0.9860947,1.1906939,1.198204,0.74598527,1.1928881,0.8883691,1.2793784,1.0254779,0.75001776,1.0344106,0.9395349,0.9713652,0.929135,0.83203524,0.71355706,1.4433312,0.77030545,1.2243404,1.3600752,0.6856568,1.2248178,0.86051685,0.7673969,0.625019,1.3093354,1.1988702,1.373694,0.9321902,1.1864425,0.9548151,0.7239908,0.89691323,1.0658059,0.82296944,1.3555902,0.80670434
glasses,1.3702554,0.6220671,1.2527899,0.87496763,0.44659525,0.7525411,1.2845755,1.451754,1.5313401,0.49432898,0.56226707,1.3425161,0.5984636,1.4245629,1.306303,0.89419526,0.510176,0.81940484,1.5108287,0.93398947,1.0649258,0.44608384,1.0205775,0.85492796,1.2016983,1.2239561,0.7073959,1.2729704,1.1049541,1.1730149,0.99828273,0.8656691,1.3522823,1.0096879,0.29872,1.4957411,0.7250295,0.69734216,1.3920913,1.1665736,1.2518597,1.1548374,1.1396618,1.2476803,0.56022793,1.0020775,1.0713993,0.5292279,1.1759433,0.37029445,1.1898317,0.54870224,1.1317837,1.2979788,0.0,0.87038285,1.2292835,1.092516,0.6996258,1.0600746,0.35492623,0.98260397,1.4223626,1.3255259,1.1670039,1.1667268,1.382165,0.50567794,1.2872374,1.2431697,1.1872491,0.6349907,0.22573888,1.0130216,0.5173191,0.62128174,0.5419459,0.9445609,1.0412256,1.3296454,1.0530618,1.3404906,0.3754052,0.38967693,0.6467411,0.9359453,1.2409952,1.1154681,0.796008,1.0835907,1.0812173,0.65666854,1.2489647,0.8969673,1.1160488,0.5078826,1.099938,1.3598557,1.0855293,0.8876819,1.2415321,1.1184279,1.06191,1.2519853,0.26188493,1.23261,0.9855794,0.78511834,1.2975456,0.84835863,1.350979,1.3319179,1.56675,0.90621656,0.43561995,0.4971162,0.93532807,1.1395785,1.2918686,1.4945993,1.2626798,1.0360411,1.4003465,0.18045735,1.1795852
glove,0.93967074,0.9844319,0.796072,0.808281,0.74561477,0.7242098,1.1670784,1.0780809,1.1790433,0.9348997,1.1638557,0.8907772,1.1273575,0.93889767,1.055329,1.0482733,1.0895644,0.9289807,1.1927941,0.77491736,0.8804598,1.0133039,1.1730907,0.993942,1.1035128,1.0086981,1.0355663,1.2222288,0.9309292,1.0129685,1.0084529,1.0278046,1.0534115,0.9971299,0.96301323,1.1002417,1.0424924,1.0830121,1.1195658,1.0553004,1.0324322,1.1969987,0.9791113,1.0909059,0.9784485,1.0747819,1.2004251,0.7135422,1.1929611,0.91114724,1.2356012,0.95891786,0.8597963,1.1868254,0.87038285,0.0,1.2770087,0.95699954,0.9563369,0.76459897,0.61298263,1.1674345,1.2289975,0.9828236,0.60727924,0.97537357,1.3513074,1.0734347,0.8980686,0.71704483,1.3027287,0.8074528,1.0501107,0.4008687,0.7699586,1.0103787,0.77196676,1.1545875,0.87215424,1.0076687,0.6825437,1.0530629,0.9674216,1.0466875,0.89123344,0.734895,0.9106651,1.2028077,0.94006574,0.8534614,0.8314217,1.0163856,1.2423857,1.0540608,1.0048698,0.72910523,0.96453124,1.134831,0.78735006,0.6297838,1.1162899,0.99387944,0.86632025,1.1096201,0.75752676,1.2628684,0.44921792,0.9192518,1.1931478,0.9897586,0.9102485,1.0741501,1.1668768,0.93590313,0.6729432,1.0121174,0.77062094,0.6189524,0.99217325,1.1059086,1.3558047,1.2728316,1.0942985,0.9588573,1.200258
grass,0.9440737,1.228893,1.0754291,1.1732786,1.3117753,1.2697747,1.0638177,0.7983253,0.81635785,1.1578408,1.0676088,0.98789114,1.0154337,0.9458537,0.63387084,1.2580538,1.1216007,1.0037692,0.9804647,1.185717,0.85939574,1.1316836,0.58858263,1.1856276,0.9194741,0.9875947,1.1350031,0.85097337,1.0352347,0.8912968,1.1359992,1.0923674,0.89886516,1.0922616,1.303378,0.8596591,1.1975324,0.9540862,0.9685237,0.96405965,1.0558219,0.92872643,1.0578746,0.9924153,1.2394555,0.7093766,0.9193113,1.2382052,0.8361219,1.2142605,0.9194276,1.2646195,1.1321967,0.83611536,1.2292835,1.2770087,0.0,1.2470001,1.0505499,1.0613863,1.3134692,0.7853897,0.88577974,0.7597116,0.98367316,1.0593063,0.74893206,1.2038585,0.921759,0.95658326,0.67715096,1.1636964,1.198236,1.2926073,1.2823243,1.1483383,1.2288327,1.1719583,1.1021657,0.883978,1.1137915,0.9753581,1.2968013,1.2614288,1.0632966,1.2627041,0.9331855,0.95565355,1.1979848,1.0059718,1.2026011,1.2486643,0.99945074,0.80643475,0.9940262,1.2969382,0.9854365,0.8582096,1.0985489,1.1016439,0.77513057,0.9310974,0.8989564,0.50261664,1.3298903,0.5878465,1.2382325,1.2666337,0.45735073,0.9411705,0.99002886,0.8742984,0.8858049,1.2466669,1.341428,1.1771355,1.2212304,1.1516762,1.0801399,0.90121466,0.6127457,0.85688704,0.9078427,1.291883,0.81426394
gum,1.2024946,0.7683284,1.0715934,0.65700436,0.90216804,0.72587764,0.92951804,1.2169563,1.2544279,1.1638843,1.2968884,1.0055208,1.065861,1.1119416,1.1790677,0.58586216,0.8908803,0.8553582,0.91730523,0.76972234,0.9958086,1.0493762,1.2428029,0.78381205,1.1268699,1.2369179,0.8961332,1.1950804,0.8555319,1.2633154,0.6311007,0.94897723,1.1606666,0.6571124,0.854475,1.2251713,0.7903026,1.026052,0.80194163,1.0398533,0.9747848,1.1876671,1.1082255,1.0996499,0.6956881,1.307182,1.0645039,0.9077179,0.9526497,0.97181404,1.0236015,0.8132942,0.64360666,0.8414544,1.092516,0.95699954,1.2470001,0.0,1.068113,0.8682163,0.88478196,1.2365143,1.1300973,1.181377,1.1538308,0.76499194,1.1233248,1.0334495,1.0990179,0.8920523,1.1328127,0.89093673,0.97117263,0.96447986,1.0214951,0.9562169,1.0681877,0.8690669,1.032812,1.1413481,1.1343844,0.87828046,0.89397794,0.9336505,1.0298941,0.7820678,1.2619292,1.0449837,0.691875,0.93651927,0.92864776,0.97811776,0.85458124,1.1376619,1.0652333,0.9898038,0.7196375,1.1169739,0.8962774,1.2285848,0.9738651,1.2548311,1.1516566,1.1745628,0.9467474,1.1153191,0.8493875,0.7751165,1.1933439,1.0682734,1.0514679,1.1598017,1.0456854,0.5944279,0.90931374,0.9537992,0.6207996,0.9481049,0.64738387,0.91155535,1.136285,1.0009875,1.0785483,0.94427246,1.1544299
hair,0.8624545,1.1011826,0.8461208,1.0667604,1.0614756,1.0139407,1.2010136,1.0271862,0.9934993,1.1092653,1.1731019,0.8802264,1.2582295,1.0110264,1.0561404,1.16117,1.1343443,1.2071319,1.0885348,0.96342075,1.1635429,1.1450244,1.1361064,0.9741889,0.8543448,0.8337222,0.991499,0.87046844,1.0652847,0.93568075,1.1219157,1.0743104,0.77540386,1.049878,1.1194615,1.0496073,1.2285224,1.0895308,1.0529972,0.9539543,1.0067195,0.8470603,0.9259374,0.9734541,0.96806055,1.2453417,0.3665893,0.6807977,1.1247511,1.1523962,1.0776864,1.1043613,1.1325495,0.81340766,0.6996258,0.9563369,1.0505499,1.068113,0.0,0.6779601,1.0054656,1.2314887,1.0777178,0.79158634,1.0109204,1.1108296,1.0021334,1.1477478,1.110222,0.86261255,1.1386925,0.6363306,0.92754203,1.160462,0.96139574,1.1017859,0.89633965,1.2262472,0.95298207,0.75092244,0.9360667,1.045367,1.123783,1.1675751,1.070498,1.220649,1.020336,1.055259,1.2355657,0.9311356,1.0914117,1.1303517,1.0505776,1.2148132,0.84598786,0.87358975,1.1718647,0.7621753,1.0173985,0.7964838,1.177201,0.86227,1.0248442,1.0854893,1.001801,1.0933257,1.1209481,1.1988268,1.0199507,1.2263557,1.0654299,0.7463889,0.9951992,1.3047533,0.58580065,1.1525433,0.8436359,1.2496502,1.1492324,1.0502077,1.0372651,1.2172599,1.0685997,0.87375355,0.903031
hand,0.8623303,1.2188914,0.6646079,1.0337436,1.189036,1.0200638,1.1556039,0.8655415,0.885504,1.2897533,1.3492807,0.83085907,1.3255626,0.955684,0.8790719,1.1749699,1.332121,1.1479281,0.9847502,0.8749071,1.0331501,1.3266884,1.1021839,0.9363047,0.96163136,0.90756935,1.2703087,0.9937392,0.8620296,0.8886467,1.0180526,1.1993115,0.8173417,0.95961547,1.2664737,0.93007314,1.334639,1.2598937,0.9245653,1.0412768,0.9974291,1.0444554,0.9498185,0.99087495,1.0789391,1.2143322,0.7811647,0.31338358,1.1307397,1.3305256,1.1320485,1.0660943,1.0550913,0.7179089,1.0600746,0.76459897,1.0613863,0.8682163,0.6779601,0.0,1.2602279,1.2183411,1.0007368,0.7891524,0.7069694,0.8221538,1.06931,1.3369731,1.0254148,0.5729626,1.1914299,0.74287593,1.1825147,0.9438158,1.0499402,1.1096394,1.0847538,1.2754365,1.0143292,0.6596459,0.885792,0.9000056,1.1492321,1.1643226,1.1483265,1.060221,0.9525408,1.1246036,1.275595,0.7650839,1.1027542,1.2216676,1.1135722,1.199893,0.9590333,0.9428361,1.0085012,0.8217537,0.9063959,0.67146003,1.0029776,0.9566142,0.95153314,0.90491766,1.2341853,0.9922594,0.8999522,1.0787555,0.8869263,1.1913713,1.0835276,0.8215628,0.90805125,1.2664303,0.52648544,1.2992965,0.5022689,1.0672019,1.0498617,0.8500266,1.0698549,1.2559661,1.0370061,1.0599133,1.0273781
hat,1.4978552,0.4812836,1.3275764,0.58283234,0.26026273,0.69798076,1.1932133,1.5473871,1.5791783,0.45206207,0.7056222,1.2796087,0.61870337,1.3790932,1.3945433,0.76585215,0.4487164,0.7049115,1.4559147,0.86459017,0.9747246,0.46021998,1.0996985,0.97389746,1.2558595,1.310472,0.6298361,1.3597465,1.0119766,1.3766582,0.8630835,0.93450856,1.44358,0.9581839,0.31785017,1.5253047,0.54680586,0.63887227,1.3316498,1.1485964,1.0182413,1.2600167,1.2293818,1.2242689,0.5539139,1.104552,1.2493526,0.7792323,1.060137,0.30148292,1.0717899,0.67673904,0.95626533,1.4683439,0.35492623,0.61298263,1.3134692,0.88478196,1.0054656,1.2602279,0.0,1.0226599,1.4371853,1.3622344,1.0847199,1.2389348,1.4581673,0.48870474,1.1647303,1.14116,1.1435801,0.84253514,0.38643378,0.8810612,0.57839274,0.6853076,0.56009483,0.8695279,1.0391151,1.439575,1.0703125,1.3936247,0.4560234,0.49996638,0.6643461,0.6673914,1.2767057,1.0026975,0.5765517,0.9778263,0.8431844,0.67279255,1.2032684,0.853382,1.0351741,0.6064293,0.9840238,1.3901198,0.9685749,1.062917,1.1659707,1.2672262,1.1185833,1.3566203,0.29043925,1.3003762,0.73108923,0.685123,1.3713944,0.8830914,1.1903925,1.368223,1.5708799,0.59330946,0.65745926,0.44860947,1.024295,0.89702207,0.97873,1.5137665,1.2716701,0.90561473,1.3408864,0.35734606,1.2831395
horse,1.0420309,0.9843299,1.275666,1.1659817,1.0259721,1.0858556,1.0623627,0.97240794,0.9861079,0.95509446,0.78121895,1.0827448,0.71542174,1.0326393,0.78176475,1.1488373,0.94939166,0.91084063,1.0913297,1.1918862,0.82648194,0.9116074,0.648424,1.233268,0.982934,1.1414304,0.91300416,0.9963216,1.1134616,0.9805466,1.0353389,0.96575755,1.1957009,1.0811737,1.0339447,0.94843054,0.96371764,0.6294624,1.1250654,0.9530946,1.0634954,1.1227089,1.2079059,1.1372962,1.1207507,0.2764091,1.0379939,1.1929655,0.85887605,0.9368837,1.0145328,0.9266577,0.96651524,0.95959383,0.98260397,1.1674345,0.7853897,1.2365143,1.2314887,1.2183411,1.0226599,0.0,0.9750334,0.91075945,0.9683547,1.0406039,0.98748326,0.89517033,1.0350448,1.2146572,0.7383363,1.2102818,1.0281452,1.1536262,1.0400318,0.97461385,1.1402223,0.9312294,1.0347605,1.1352651,0.98369277,1.2002074,1.0246662,0.9708236,0.9921742,1.0945855,1.0207777,1.0010893,0.9708011,1.1940912,1.0655601,0.9884756,0.981888,0.6922429,1.0582895,1.1214882,0.9512148,1.1242703,1.0208175,1.1418235,0.7109735,1.151012,0.95508766,0.71561235,0.99032456,0.82512355,1.120283,0.97608626,0.8024308,0.86262536,0.9570844,1.1538067,1.1236187,1.0622512,1.2472901,1.012593,1.3382411,1.0424376,1.0944169,1.1615446,0.9094862,0.70847946,1.0053699,1.0148335,0.9881735
hose,0.8370122,1.4460591,0.85010374,1.2549777,1.4277031,1.4534296,0.6383323,0.57180035,0.5240171,1.2852685,1.0651453,0.8928619,1.1704844,0.6705307,0.85836124,1.0768011,1.2361964,1.1464581,0.5636744,1.263407,0.9678755,1.2023811,0.9507816,1.0773501,0.88500476,0.71264714,1.1880276,0.6600741,1.0851526,0.7597764,1.2986172,1.1565139,0.7455338,1.2174404,1.375294,0.50593776,1.1327988,1.1799841,0.86960226,0.9585339,0.9610016,0.6874178,0.84511554,0.9776277,1.4425968,0.96658975,0.92045426,1.3330407,1.0426165,1.4489249,0.96683383,1.181861,1.2499832,0.8114242,1.4223626,1.2289975,0.88577974,1.1300973,1.0777178,1.0007368,1.4371853,0.9750334,0.0,0.85354817,0.8931313,0.94414127,0.60613704,1.1326195,0.8639827,1.0317227,0.82915854,1.2532812,1.3458061,1.028788,1.1818289,1.1014951,1.2503725,0.95733285,1.1611558,0.85962135,1.0537058,0.71614814,1.2886652,1.258629,1.3280014,0.97407347,0.79065275,1.0014033,1.2123454,1.0897179,0.68507755,1.109015,0.7461889,1.1225029,1.0189986,1.3357947,1.0057669,0.84223753,0.939,1.0895797,0.9138588,0.86429816,0.8792622,0.82147145,1.4278609,0.7909465,1.0753355,1.2203996,0.7665963,1.0517622,0.633227,0.84597397,0.584815,1.1658769,1.3589586,1.2540009,1.1171387,0.9027638,0.9962692,0.78962016,0.88031465,1.0045042,0.5696659,1.4191781,0.69625604
jacket,0.7146528,1.3217671,0.75353307,1.2178369,1.3707368,1.2490773,1.146867,0.6918118,0.5459769,1.3008206,1.3064283,0.5036991,1.3313485,0.65278554,0.67914253,1.3872879,1.2496849,1.2700243,0.9050856,1.185237,1.0432153,1.3067371,0.8475904,1.1303655,0.870145,0.667837,1.291481,0.66004634,1.1760521,0.78196216,1.2888576,1.1378264,0.5590897,1.2613003,1.4444547,0.70159394,1.3014723,1.2519199,0.9130532,1.0230529,1.030614,0.86338055,1.0974358,0.82614195,1.3567808,0.98727447,0.6620974,1.1036776,1.0879173,1.4561589,1.0471175,1.3957709,1.1709709,0.7393855,1.3255259,0.9828236,0.7597116,1.181377,0.79158634,0.7891524,1.3622344,0.91075945,0.85354817,0.0,0.64327216,1.0030464,0.77367985,1.4415078,0.9879514,0.7829941,0.88899446,1.1988716,1.3201884,1.2015768,1.2783335,1.3825898,1.2630565,1.3391379,0.9477319,0.266999,0.6037788,0.8617873,1.4562323,1.428656,1.1708976,1.198683,0.9198779,1.0536227,1.4132676,0.96909815,1.0586755,1.3855237,1.0592493,1.2060184,0.90316695,1.2236733,0.9579162,0.26953417,0.9122464,0.7799318,0.93332374,0.91486835,1.01875,0.68701315,1.4379163,0.7300005,1.160618,1.3598396,0.5562475,1.2647607,0.91322994,0.26070786,0.70977473,1.3349836,1.164698,1.3987043,0.89998883,1.1767459,1.1030438,0.82275313,0.778832,1.1729409,0.9951666,1.3268056,0.8545225
