,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
foot,1.0070565,0.91411483,0.5746843,0.93629885,0.9376026,1.117007,1.2052219,1.2380865,1.1904396,1.1994717,1.1329494,1.0281827,0.9701018,1.0839257,0.9876335,1.1031861,1.1658307,1.0387094,1.0978818,0.9762387,0.83359724,1.1969165,0.9478724,0.96207285,1.2581074,0.7975317,0.99325603,1.1306977,1.1550293,1.0488346,1.0588641,0.96453965,1.0293089,1.0267836,1.2033337,1.064836,0.8780999,0.8860688,1.0018878,0.94201803,0.8566173,0.5593995,0.913106,0.98192275,0.9945663,0.45121634,0.7680882,0.98585427,0.0,0.98783785,1.0423627,1.375342,0.70011544,0.96634775,1.122442,0.82709616,0.93286884,1.1215005,0.41100037,0.8725296,1.1648176,1.2081861,1.0921264,1.0977893,0.86286587,1.0304791,1.118271,1.1736143,0.91132706,1.2070541,0.7932185,1.1345435,0.7374548,0.9981467,0.8021017,0.9911672,1.1116078,1.1926006,0.8325517,0.7388794,1.0518771,1.1080731,1.0987103,0.9243523,0.8036122,1.2127029,1.1916347,1.1598835,1.2333937,0.78603417,0.8450023,1.273236,0.8758154,0.64775455,0.7753093,1.1798862,1.1982098,1.0523057,0.81057644,1.243613,0.60490453,0.8838141,1.1081593,1.1893921,1.103753,1.2130286,0.48593926,0.89331204,0.8907808,1.0437745,1.1173981,1.2759097,1.1215618,1.203297,0.93758667,1.2079875
fork,1.4064493,0.7654899,1.2717888,0.7559563,0.7946212,0.74281,0.93424374,1.1701379,1.1938105,1.3871454,0.6119236,1.2526374,1.3688596,1.2190636,1.198919,0.8466763,0.5675338,0.64664936,1.2791833,1.305338,0.61705834,0.59341455,0.75377965,0.5759379,1.1410897,0.821722,1.2464328,1.239317,0.6872343,1.3039955,0.95039344,1.3606771,1.3673575,0.402781,1.3548719,0.53308606,1.1558964,1.0157645,1.07023,1.0364633,1.3683436,0.75553477,0.71922636,1.1521162,1.2629601,0.8372194,0.6941705,0.7482058,0.98783785,0.0,0.749802,1.1991332,0.5872114,0.5377489,1.2503884,0.6424416,1.1951911,1.3299751,1.1484327,0.6970363,1.2096719,0.7953958,1.2595394,1.2788881,1.2787595,0.85470015,1.2483535,0.6875925,1.0320318,1.2618996,0.72871864,1.2335565,0.7051321,0.8700459,0.57328516,0.897026,0.85203314,0.96310925,1.3372016,1.1649241,1.2955747,0.514627,0.57473975,0.684677,0.7263819,0.6990776,1.2640697,1.0933301,1.1120156,1.0017458,1.0509909,1.0947957,1.3753214,0.7872716,0.8087207,1.162595,0.71220696,1.2889094,0.49799335,0.5624329,0.92772514,0.75299,1.3301466,1.3620393,1.3592591,0.69719976,0.76287663,0.94168663,0.97067416,0.8359309,0.70081156,1.0996125,1.2729447,0.784979,0.6190356,1.0596184
frog,1.0600601,0.74317324,1.3833742,0.8119242,0.8824222,0.8112528,0.9965203,1.2154913,1.2079268,1.3005342,0.895302,1.2806766,1.2725017,1.1635847,1.1911409,0.87837505,0.8195095,0.9572574,1.2729604,1.0655056,1.0057621,0.72307944,0.51898015,0.906798,1.0555369,0.8832397,0.9396671,1.1857702,0.6254715,1.2842759,0.78166544,1.3217804,1.05249,0.8246923,1.2815144,0.7386168,0.7831377,0.6067867,1.1647514,1.0187241,1.2888689,0.99713945,0.929643,1.0382428,1.152688,1.0504211,0.63009757,0.7213712,1.0423627,0.749802,0.0,1.1061237,0.9587308,0.5440778,1.1810813,0.7512369,1.0790343,1.0646178,1.079846,0.781667,1.184978,0.54294133,1.2298443,1.2542226,1.257104,1.0898494,1.2007898,0.8510224,0.9041334,1.2279971,0.80490065,0.95716995,0.8897204,0.96107185,0.9294925,0.73472595,1.0913259,0.7160574,1.3323922,1.18115,1.2733073,0.82692015,0.8207654,0.83445007,0.6542217,0.63375765,1.1410285,1.0539182,1.1072419,0.79078686,1.221433,1.0990506,1.2607396,0.824459,0.9502531,1.2151484,0.96823716,1.1649683,0.77330554,0.7042669,0.961619,0.6419244,1.0195162,1.3584635,1.2972939,0.9307545,0.8905309,0.8978396,1.0459733,0.9141772,0.5808609,1.0485214,1.1622117,1.0022408,0.99449605,1.2124428
glass,0.764695,1.1959012,1.173105,1.2430037,1.1295741,1.1024032,0.76644886,0.9137856,0.66137743,0.7062203,1.1418282,0.9436094,0.8574598,0.8840945,0.96858287,0.9499734,1.1587894,1.0748492,0.6979267,1.0314993,1.2709413,0.99907863,1.0907766,1.245003,0.59673166,1.189171,0.77888286,0.96624345,1.083991,0.9148541,1.1531062,0.9723745,0.9340929,1.3040009,0.57842004,1.2103347,0.89387643,1.1138184,1.0206773,1.0219007,1.0139889,1.2890776,1.189574,0.92043036,0.90829396,1.3594102,1.1929075,1.1750184,1.375342,1.1991332,1.1061237,0.0,1.3577939,1.3199289,0.77706707,1.1618578,1.0105102,0.851127,1.2094109,1.3543491,0.76083446,0.91429144,0.9827889,0.80370903,0.9389258,1.1731813,0.8041841,1.1351035,1.0008793,0.74303484,1.173174,0.97541016,1.2887695,1.1370243,1.3564425,1.0797504,1.1667295,0.81468725,1.0419426,1.0119973,0.6539651,1.2778014,1.2612591,1.359506,1.2926307,1.0202287,0.74465036,0.9206125,0.8166365,1.0224587,1.081992,0.76929116,0.9513969,1.2500095,1.2300946,0.84805346,1.1345743,0.835745,1.3668478,1.0786554,1.3192472,1.2583439,0.89530665,0.65538186,0.66258967,1.1076307,1.3356998,1.0430167,0.9069161,1.1535257,1.1117383,0.67345613,0.67012256,1.0863492,1.2305666,0.8175116
glasses,1.4434738,0.79007673,0.9965747,0.74457747,0.8687773,0.5440742,1.258946,1.3222226,1.1859136,1.4809575,0.45814514,1.4150224,1.2651732,1.3107547,1.217291,1.0721304,0.4470963,0.742066,1.4024698,1.1472001,0.63460934,0.8414206,0.94778764,0.7171375,1.3686665,0.8338867,1.2468741,1.453412,0.8090421,1.2499022,1.1235787,1.369343,1.2432227,0.34611773,1.5339148,0.49132466,1.1734807,1.017368,1.0186927,1.1769518,1.2094842,0.3447938,0.57456625,1.0296143,1.1120628,0.3514784,0.85797286,0.8913278,0.70011544,0.5872114,0.9587308,1.3577939,0.0,0.53085035,1.2226678,0.8680891,0.9937381,1.2795852,0.8673446,0.40127563,1.3162743,0.9560319,1.2509094,1.3061216,1.2581112,0.938759,1.343812,0.76942384,1.1421276,1.3669999,0.72972393,1.1494495,0.33218825,0.9834561,0.2054863,0.98800635,1.0387951,1.0997336,1.1801821,1.0931396,1.4045475,0.5091606,0.4934128,0.67226356,0.6971803,0.8202169,1.3426086,1.1019047,1.3065245,1.0836698,0.89659446,1.320785,1.2582642,0.6521713,0.6429174,1.1834277,0.90702397,1.4204526,0.25936556,0.72082394,0.9238576,0.8421634,1.4645232,1.3656654,1.5342035,0.6126401,0.49452162,0.8846622,1.1025171,0.8945225,0.9366834,1.3042464,1.3775089,0.8981026,0.1761111,1.1437049
glove,1.3515396,0.6729462,1.2768681,0.6150225,0.7725725,0.6121109,1.1014956,1.2737981,1.1722934,1.5220118,0.47385013,1.3734887,1.3847404,1.2642257,1.3858134,0.88227093,0.40659058,0.66631126,1.4716343,1.2617128,0.8420874,0.50820196,0.79171455,0.59218,1.2531303,0.8524326,1.2007608,1.3007486,0.63677526,1.4915518,0.89932644,1.4286311,1.2998898,0.41318786,1.597008,0.3802805,1.0566756,0.8041114,1.0669354,1.2395649,1.3384132,0.77147716,0.6254963,1.105271,1.2850152,0.7227969,0.6850998,0.76099354,0.96634775,0.5377489,0.5440778,1.3199289,0.53085035,0.0,1.2073729,0.696033,1.1577457,1.2458303,1.0940806,0.40210104,1.3312111,0.7007802,1.2998946,1.2888774,1.2187729,0.9638419,1.439779,0.723894,0.85784936,1.4196706,0.7376595,1.1329436,0.49988806,0.71666145,0.50042385,0.7334358,0.94304764,0.9642504,1.3075206,1.0620104,1.5075918,0.520577,0.56208295,0.47224247,0.7380333,0.66861725,1.2431759,1.1102415,1.2245283,0.9128588,1.1645336,1.3199949,1.322257,0.62859964,0.73171073,1.2912015,0.7840813,1.4662635,0.29048264,0.4850443,0.8072804,0.5467486,1.2920858,1.3533894,1.5465846,0.43513054,0.48156506,0.97547823,1.2085513,0.6200193,0.5508795,1.1879826,1.4239128,0.8970431,0.51865876,1.2621837
grass,0.86176515,1.3402672,1.0356811,1.151707,1.1080351,1.1508099,1.0649055,0.85566425,0.77341664,0.83913434,1.148855,0.85842764,0.8469064,0.90411854,0.89150655,1.3564417,1.2275674,1.0037944,0.8743409,0.95159477,1.254388,1.2905765,1.2044694,1.2389121,0.8577568,1.1229151,0.6539382,0.92431605,1.1338667,0.82118225,1.0313486,0.8419547,0.8914998,1.2300192,0.81585705,1.2365339,0.9832278,1.2544837,1.0906638,1.0614251,0.8898293,1.2247077,1.2009418,0.46071076,0.93830967,1.1964182,1.2164648,1.1531053,1.122442,1.2503884,1.1810813,0.77706707,1.2226678,1.2073729,0.0,1.2201574,0.9781413,1.0029424,0.9878641,1.2262573,0.783796,1.1859711,0.90744996,0.8327875,0.773968,0.9026329,0.92545724,1.1161711,0.8694453,0.74922216,0.92678595,0.9590069,1.2142954,1.2934475,1.2364249,1.178145,1.134231,0.97470546,0.9491117,0.8989929,0.8106875,1.1966946,1.0981549,1.3058237,1.2418967,1.1926819,0.9580473,1.1596353,0.94602823,1.0469648,0.98718846,0.6140156,0.82034636,1.1273801,1.2637672,0.7528682,1.008637,0.8323482,1.2389635,1.1984408,1.0608934,1.2406367,0.87068874,0.6902555,0.7240595,1.1566947,1.2926221,0.9523021,0.66438574,1.3084699,1.1944525,0.98218703,0.8666148,1.0656699,1.175601,0.8531805
gum,1.295985,0.48950404,1.159472,0.44368434,0.5197,0.887241,0.7404936,1.2013378,1.1557155,1.3226502,0.9150934,1.1418856,1.2652142,1.0417389,1.2139429,0.6427494,0.86307824,0.60936147,1.0433474,1.0894805,0.7536568,0.7044502,0.8278127,0.8618872,1.1564254,0.56951547,1.2734497,1.3069459,0.78522456,1.4399427,0.7314259,1.2597042,1.2156901,0.7047874,1.2341772,0.7968143,1.1473279,0.8200172,1.1640276,0.9760926,1.2419375,0.8514317,0.55594057,1.3313789,1.2456177,0.808903,0.52542496,0.49594378,0.82709616,0.6424416,0.7512369,1.1618578,0.8680891,0.696033,1.2201574,0.0,1.2157829,1.1889621,0.9688058,0.84044886,1.3465838,0.9255905,1.249927,1.1995203,1.178025,1.1582283,1.2994452,0.91509193,0.7193323,1.3833623,0.55640423,1.0191684,0.75475806,0.8222412,0.86082816,0.67814356,1.0770078,0.88076144,1.1816947,1.0622067,1.0929395,0.84095716,0.8329091,0.8136687,0.8304492,0.81796944,1.0990045,1.0850966,1.2547785,0.9488088,1.0960659,1.3521796,1.2527103,0.7217902,0.7301521,1.4099854,0.91228884,1.2016947,0.7304112,0.77969795,0.8467264,0.67145574,1.248146,1.2981668,1.1553421,0.8226855,0.7252205,1.1432447,0.9856615,0.7221463,0.44039184,0.9491792,1.2804927,1.2710297,0.9304605,1.2347845
hair,0.7257438,1.1673293,0.71679544,1.1732388,1.1397265,1.1889584,1.1758685,1.080022,0.8560173,1.013852,1.2313247,1.0394927,0.7556793,0.95331246,1.0200126,1.22504,1.1897762,1.3172474,1.0149823,0.9391525,1.1213819,1.2800813,1.0938672,1.235749,0.9757837,1.0651603,0.86005384,1.0402484,1.1674743,0.8023368,1.1161065,0.89347434,0.93161196,1.2872835,1.0611912,1.2349266,0.84886444,0.89722556,0.90678847,1.0838033,0.8589978,0.76234573,1.1386452,0.92971593,0.3817668,0.91584027,1.1038986,1.1981442,0.93286884,1.1951911,1.0790343,1.0105102,0.9937381,1.1577457,0.9781413,1.2157829,0.0,0.9672661,0.7011224,0.93219066,0.94673604,1.198761,0.8556936,0.9645012,0.82265544,1.1675062,0.9385965,1.2104388,0.90499824,1.027746,1.050487,0.8734214,1.0350796,1.1559879,1.1031691,1.0373553,1.1795633,0.9410464,0.8233104,0.86176896,1.050429,1.2841364,1.2808843,1.2408886,1.0822831,1.2310987,0.97020054,0.9090054,1.0134693,0.8897706,0.8017879,1.0518231,0.81469077,1.0185668,0.93363845,1.0603064,1.2369599,1.1006585,1.1906528,1.2381706,1.0023456,1.2445432,0.9616109,0.7753557,0.9435766,1.2386217,0.94768316,0.88742447,1.0133264,1.2562821,1.2487392,1.0781195,0.9007223,1.092647,1.1163146,0.8711163
hamburger,0.6880882,1.0916144,0.92886955,1.1391629,1.1313702,1.0825866,0.9811424,1.0203047,1.0173984,0.8131094,1.2462347,1.0025806,0.89780676,0.8641256,0.8462053,1.0894642,1.2051477,1.1780208,0.86437666,0.419109,1.2845519,1.2662848,1.168692,1.3857977,1.0005945,1.0749599,0.8343752,1.0468429,1.2081194,0.9094203,0.9797012,0.8488049,0.34399796,1.3285577,0.7629451,1.2577218,0.80353093,0.81519145,1.0273259,1.0354822,0.89402103,1.2069926,1.1610569,1.0109465,0.9080488,1.1456409,1.195059,1.0681543,1.1215005,1.3299751,1.0646178,0.851127,1.2795852,1.2458303,1.0029424,1.1889621,0.9672661,0.0,0.95062226,1.2695148,0.92879254,1.0001358,0.88787025,0.8639074,1.004593,1.2242604,0.9325889,1.2744074,1.0081861,0.9193276,1.2280495,0.47918147,1.144339,1.0370613,1.3158278,1.0385458,1.2116838,0.8176976,0.9018883,1.114641,0.7426268,1.2789898,1.2784597,1.2410891,1.1975464,1.0781019,0.91214055,1.0078839,0.95219153,1.1953061,1.1969416,1.0503291,0.93089706,1.1343905,1.166478,1.016962,1.3260695,0.7949151,1.3423911,1.1880597,1.0609542,1.1565149,0.8619616,0.82493436,0.83357525,1.1859224,1.169433,1.0413433,1.0709645,1.012578,1.069631,0.8139303,0.90567166,1.243645,1.2136414,0.99420774
hand,0.8031639,1.0011101,0.5378951,1.0568421,1.0427471,1.269016,1.149518,1.1785485,1.0883217,1.1242907,1.2736316,1.0816373,0.7214083,1.0969718,0.92563546,1.1814342,1.3169203,1.2306347,1.0567487,0.8430364,1.0297321,1.3453403,1.0518788,1.2648618,1.1438253,0.8241022,0.9675193,1.1186471,1.3054338,0.98757774,1.1208949,0.9242586,0.9043485,1.2619427,1.088332,1.3058895,0.92162526,0.83875036,1.0737519,1.0630563,0.7334287,0.6176623,1.045738,0.911902,0.7711362,0.5284601,0.9226953,1.0827948,0.41100037,1.1484327,1.079846,1.2094109,0.8673446,1.0940806,0.9878641,0.9688058,0.7011224,0.95062226,0.0,1.0060031,1.1404412,1.2375419,0.92921144,1.0079339,0.8202493,1.1536261,1.0245353,1.3349687,0.68551016,1.1916695,0.8082423,0.97815406,0.86263216,1.0140208,0.9945985,0.9027785,1.2137271,1.1248996,0.6761391,0.8229693,0.99778706,1.3117696,1.3210335,1.1409991,0.8843205,1.3291514,1.0305389,1.1044403,1.1482161,0.7905521,0.7846441,1.2422707,0.7261505,0.7857517,0.87861896,1.1567986,1.347074,1.0698001,1.1157835,1.3063445,0.61026496,1.0157366,1.0298727,0.9347882,1.0214211,1.3473798,0.607586,0.8054561,0.7753294,1.0683525,1.2538075,1.1520115,0.98010325,1.3655822,1.0738404,1.0721964
hat,1.3115413,0.78882146,1.1380653,0.7474904,0.8458029,0.73902375,1.1734351,1.3232322,1.116805,1.4671955,0.6400615,1.3453178,1.2514806,1.2429489,1.2987134,0.9258795,0.51394093,0.8796297,1.4088528,1.1997536,0.8157332,0.654854,0.88619745,0.6317493,1.3192118,0.98091483,1.2299347,1.233616,0.72848964,1.2570179,1.0402865,1.3656268,1.2558228,0.5441371,1.5185666,0.49849856,1.1116538,0.7521239,0.9483961,1.2124895,1.1525013,0.6102404,0.6832748,0.99328566,1.1117084,0.63008815,0.8849798,0.9093251,0.8725296,0.6970363,0.781667,1.3543491,0.40127563,0.40210104,1.2262573,0.84044886,0.93219066,1.2695148,1.0060031,0.0,1.3477342,0.81008023,1.2143575,1.2382711,1.1708931,0.8928445,1.3173478,0.75465953,1.0575433,1.3706605,0.8472798,1.1379067,0.4504553,0.8644378,0.4975102,0.94935894,0.857448,0.9947004,1.1456991,1.0239463,1.4093171,0.6339593,0.67620605,0.59179056,0.69434094,0.7484324,1.2159714,1.0349991,1.2528749,0.9348444,1.0091351,1.3196285,1.2037435,0.6525053,0.63066024,1.1299245,0.9362053,1.3977375,0.37947214,0.66238683,0.9102615,0.72712255,1.2471365,1.3073293,1.5300833,0.65657353,0.51903075,0.9038777,1.2313908,0.7844672,0.74090683,1.2429993,1.3777677,0.8413396,0.4887129,1.1648386
helicopter,0.88980925,1.2329962,0.9148789,1.2169902,1.1920246,1.1879334,1.2143106,1.0339448,0.7692776,0.8040883,1.1530659,0.8146325,0.82579684,0.9844566,0.92083657,1.1992296,1.2310153,1.1944224,0.9579156,1.0713173,1.2065964,1.321208,1.0756652,1.2783555,0.7679008,1.1430205,0.8697083,0.7717944,1.075494,0.77210337,1.1660508,0.81436116,0.9771599,1.3064424,0.786578,1.2369037,1.0063692,1.2676305,1.048241,1.1223358,0.812247,1.1876295,1.2275466,0.9337985,0.8858804,1.2116128,1.323582,1.2179662,1.1648176,1.2096719,1.184978,0.76083446,1.3162743,1.3312111,0.783796,1.3465838,0.94673604,0.92879254,1.1404412,1.3477342,0.0,1.1048771,0.60991424,0.7855185,0.8839413,1.1500418,0.8293181,1.2229471,1.1404573,0.17867255,1.1081593,1.1209317,1.3178328,1.3609824,1.2787137,1.1986058,1.1462029,0.9570622,0.949678,0.94293773,0.8406837,1.2783234,1.2773957,1.428685,1.258419,1.1881297,0.89367604,1.0552816,0.75171185,0.8119216,0.95408475,0.33512354,0.82141787,1.2837534,1.2571162,0.8310257,1.1830481,0.71783584,1.3505753,1.2638822,1.1790967,1.3713913,0.520373,0.70246816,0.6952572,1.1859004,1.3482242,1.0768201,1.0486035,1.4329062,1.2253025,1.0220653,0.66860574,0.80130386,1.211412,0.8653481
horse,1.0602081,0.8537405,1.3399622,0.8962637,0.8428153,0.87877464,0.91377676,1.2212932,1.0598933,1.2049623,0.7968622,1.2569287,1.2256632,1.136243,1.201278,0.8330503,0.7477136,0.9332206,1.1591048,1.1495619,1.0243924,0.70925987,0.7773239,0.8696282,1.0373646,1.1220267,1.0233016,1.1415429,0.71968937,1.2198099,0.9297461,1.3174819,1.1247177,0.8173581,1.1565238,0.6930059,0.87366897,0.6943522,1.0271891,1.090973,1.2487626,1.0774004,0.8320267,1.0751526,1.1165968,1.0960642,0.9250866,0.8945365,1.2081861,0.7953958,0.54294133,0.91429144,0.9560319,0.7007802,1.1859711,0.9255905,1.198761,1.0001358,1.2375419,0.81008023,1.1048771,0.0,1.2086811,1.1749212,1.2689264,1.0809661,1.1411294,0.81901366,1.1488965,1.0841287,1.0511267,1.0987263,0.8073815,1.0028152,0.85799277,0.92380786,0.9451392,0.70310485,1.2625067,1.179682,1.1393164,0.8081567,0.88602805,0.8911487,0.8333767,0.72034246,1.0184288,1.0047426,1.0107225,0.9551582,1.2004559,1.0516428,1.2695887,0.9088768,0.9264972,1.0899954,1.0344383,1.0787886,0.8086969,0.72694117,1.0270333,0.8282894,1.0710279,1.1809344,1.2467198,0.8407639,0.89127314,1.1000924,1.1894099,0.89469874,0.71712863,1.0015045,1.0870146,0.8849085,0.8536768,1.1235626
hose,0.8434882,1.2256696,0.8467419,1.2297618,1.2214141,1.2231717,1.1027863,0.8766055,0.95527774,0.7264848,1.2855986,0.7059179,0.761718,0.8762535,0.86275786,1.1246227,1.3123376,1.2779467,0.92057186,0.98369133,1.1583222,1.2433186,1.1251166,1.1477956,0.900496,1.2156243,0.94064385,0.6193227,1.189985,0.81767446,1.2016621,0.7099289,1.0276318,1.395251,0.8059113,1.3037274,0.9868622,1.1162056,0.91895443,0.9356056,0.7657816,1.0748851,1.2776146,1.0200568,0.83211106,1.1312386,1.2207384,1.2423413,1.0921264,1.2595394,1.2298443,0.9827889,1.2509094,1.2998946,0.90744996,1.249927,0.8556936,0.88787025,0.92921144,1.2143575,0.60991424,1.2086811,0.0,0.82623696,0.79132175,1.039576,0.8527433,1.2788099,0.95302975,0.6247728,1.1191019,1.0145348,1.2167518,1.1062615,1.2371458,1.1376462,0.9263855,1.0864384,0.73166615,0.9106513,0.90890205,1.3513325,1.3470209,1.2042882,1.2277775,1.2664512,0.80969393,0.930001,0.74910796,1.0445126,0.84234,0.7619029,0.7827989,1.104753,1.1185737,0.88977855,1.1494005,0.8575008,1.3231122,1.3167859,0.9936523,1.2909719,0.605637,0.7211575,0.672935,1.2517316,1.2130641,1.0842049,1.098724,1.2114909,1.2656035,1.0422734,0.90866745,0.9639158,1.2661678,0.8983203
jacket,0.8965963,1.2489941,0.88858575,1.2063264,1.1347399,1.2366018,1.0363352,0.8862769,0.83848476,0.65253437,1.1766976,0.8243035,0.77078986,0.74284494,0.7138388,1.0607796,1.244146,1.0826558,0.77819586,0.92725986,1.213902,1.238408,1.139549,1.3008864,0.90852654,1.1194714,0.91877854,0.7947062,1.3049115,0.9331522,1.170529,0.6502914,0.9316353,1.3252587,0.63071847,1.2677457,1.0688151,1.1168996,1.2690337,1.0877246,0.813512,1.1516281,1.258265,0.860895,0.88829905,1.1716255,1.2466693,1.2063445,1.0977893,1.2788881,1.2542226,0.80370903,1.3061216,1.2888774,0.8327875,1.1995203,0.9645012,0.8639074,1.0079339,1.2382711,0.7855185,1.1749212,0.82623696,0.0,0.80608857,1.0363467,0.93830985,1.3181665,1.0663339,0.7727022,1.0650117,1.0579067,1.2546833,1.0972607,1.260366,1.1587528,1.1597837,1.0600789,0.79666156,0.94796216,0.64542496,1.2838366,1.3020558,1.2510141,1.2679256,1.2161688,0.652148,1.0504698,1.0179425,1.0836251,1.025514,0.8480158,0.73047227,1.1542823,1.1015712,0.8435686,1.2311841,0.64882505,1.3393769,1.2203213,1.0531851,1.2843096,0.7944894,0.65552235,0.69954586,1.1376592,1.31759,1.1051071,1.0089855,1.105562,1.1764351,0.91043335,0.8206405,1.2550062,1.2452983,1.0504329
jeans,0.7484602,1.3557742,0.84508,1.3112118,1.2053833,1.3862985,1.125055,0.9293363,0.90674025,0.7710171,1.3046236,0.73594695,0.74917465,0.7587768,0.98229283,1.2306361,1.387908,1.235466,0.77449936,1.0142851,1.0164319,1.2793033,1.1699454,1.0497733,0.8176305,1.0679361,0.7850076,0.7148502,1.3863238,0.7558591,1.2892239,0.54356927,1.0405046,1.4025679,0.8250402,1.3696855,0.882785,1.1361676,0.94188976,1.1027043,0.5491974,0.9852876,1.3292694,0.75936997,0.8934832,1.0397624,1.0374728,1.2706225,0.86286587,1.2787595,1.257104,0.9389258,1.2581112,1.2187729,0.773968,1.178025,0.82265544,1.004593,0.8202493,1.1708931,0.8839413,1.2689264,0.79132175,0.80608857,0.0,0.99336374,0.7722403,1.4093394,0.8173573,0.9336377,1.0567462,1.1098984,1.2377182,1.0740222,1.2796257,1.2526674,1.0366526,1.2730322,0.65556633,0.14412957,0.9058245,1.4662749,1.4347053,1.1002901,1.0344312,1.4766734,0.8809476,1.1104809,0.99326134,0.8523636,0.5665972,0.999805,0.45389915,0.9490832,0.88532877,0.9008406,1.1692766,0.85048324,1.2969267,1.3140516,0.7758081,1.1899679,0.8759178,0.5793669,0.7097695,1.3641584,1.1307623,0.8691118,0.8436146,1.1918457,1.3992494,1.1704295,0.80351865,1.163469,1.3657942,0.9139168
knife,1.1767889,1.1546066,1.1201893,1.1212975,1.1611583,0.9508794,0.9082223,0.7903459,1.043879,0.96997696,0.9488122,0.8887247,1.1400484,1.0412675,0.94255954,1.0886933,0.89713764,1.0008054,1.0287946,1.16362,0.91097647,0.88911664,1.0438173,0.6945696,1.0669546,1.1510972,1.0446821,0.80310684,0.9175147,0.9202719,0.98366624,1.0401036,1.140806,0.76735413,1.0781767,0.8734622,1.1429183,1.1672343,0.9116056,0.91852266,1.1350667,1.0660791,1.0811969,0.8202897,1.1434348,1.0560207,1.0103785,1.075332,1.0304791,0.85470015,1.0898494,1.1731813,0.938759,0.9638419,0.9026329,1.1582283,1.1675062,1.2242604,1.1536261,0.8928445,1.1500418,1.0809661,1.039576,1.0363467,0.99336374,0.0,0.9917933,0.74762934,1.0919478,0.99983793,1.0737927,1.1946201,1.0215245,0.9477064,0.8821728,1.1413276,0.63589394,1.1423212,1.1690847,0.9446535,1.0970689,0.5965494,0.70160747,0.77730465,0.93325996,0.94622755,0.89967465,1.0312864,0.95094484,1.0867156,0.9417542,0.8088395,1.1826952,0.9978559,1.0593883,0.69464254,0.68179715,0.953698,0.86314285,0.8996756,0.8925591,0.9363928,1.0418644,1.1569006,1.1915126,0.92396593,1.0029263,0.89740825,0.7522987,0.9589577,1.0930812,1.0837338,1.1071155,0.5664326,0.964969,0.98312974
ladder,0.68515116,1.3106754,0.9673165,1.3837094,1.2740014,1.2967021,0.79119897,0.7615957,0.9763213,0.515778,1.278512,0.59900856,0.8510753,0.8385881,0.69650006,1.0582004,1.3261286,1.2988551,0.7247874,0.951947,1.1160873,1.1825404,1.1154503,1.1531873,0.6712179,1.2269702,0.89427394,0.5729173,1.2839255,0.65082514,1.1608726,0.7449763,0.9510586,1.3957736,0.41623956,1.3687208,0.9044392,1.0787271,0.8950757,0.8805965,0.8352417,1.239374,1.3963758,0.95179284,0.8976683,1.2949479,1.1703844,1.229354,1.118271,1.2483535,1.2007898,0.8041841,1.343812,1.439779,0.92545724,1.2994452,0.9385965,0.9325889,1.0245353,1.3173478,0.8293181,1.1411294,0.8527433,0.93830985,0.7722403,0.9917933,0.0,1.1667087,1.0510495,0.7992625,1.2352965,1.0593914,1.3599066,1.0684401,1.3385304,1.2108512,0.89499116,1.1760743,0.83815503,0.88916576,0.8111371,1.293833,1.3193802,1.2164743,1.153857,1.3020728,0.8457873,0.8919767,0.6974337,0.98062193,0.99938124,0.85326743,0.78991497,1.2900014,1.1046271,0.80518615,1.0550116,0.5946634,1.4285634,1.2851017,1.0507755,1.2165899,0.70579624,0.8261734,0.4934615,1.3155024,1.3534808,1.0197018,0.9159945,1.1535223,1.2896327,0.86020887,0.59762824,0.8974533,1.351172,0.7745246
