,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cup,1.1132346,1.1843473,1.0753453,1.1375945,0.9502888,0.96309435,0.90718246,1.0985838,0.99770063,1.0392159,1.033088,1.0586034,1.0373027,1.2077051,1.1044517,0.90834785,0.91355056,0.40962416,0.74347764,0.99161184,0.9963897,1.0943856,0.5367644,1.0808414,0.86834496,0.8403098,1.0382003,1.2043842,1.1419573,0.91336375,1.1290665,1.0477015,1.152596,1.1609412,1.0568895,0.9315983,0.0,1.1109495,0.99200255,1.0463996,1.2149507,1.0569364,1.1159319,1.1724916,0.91216683,1.0219088,1.0464777,1.1477718,1.1733265,0.8805017,0.9295624,0.8462165,1.0393887,1.1074914,0.80299544,1.0547595,1.1019686,1.1084712,0.9852163,0.8728743,0.99440736,0.9305723,1.1574306,1.2160901,0.9947857,0.9464173,0.9921397,1.1071886,1.0874245,1.096916,0.9667302,1.229618,0.6804033,0.9956949,1.1929085,1.1941327,0.9672821,1.0700061,1.0840633,1.1574731,1.2124268,0.9664054,1.149419,1.1472238,1.1492453,1.1871566,1.0667979,0.8609859,0.6244966,0.9991929,0.9811455,1.1100311,0.9453162,0.9671297,1.0880005,0.9439053,0.7769481,1.1055688,1.0416359,1.2680279,0.99504584,0.88457155,0.800838,1.0242567,0.9855401,1.1309391,0.9537572,0.64850575,0.96138465,1.0990541,0.9984004,0.66007763,1.1477126,1.0283076,1.1926227,0.87741315,0.589594,0.8238323,0.81531703,0.893445,0.9971765,1.1070361
dog,0.9331436,1.0552874,0.9801946,1.0022197,1.0497015,1.0749047,1.0881969,1.0247452,1.2054845,1.0708627,1.1623478,1.2545589,1.0596228,0.67539215,1.0547875,1.1329074,1.0909445,1.0744498,1.146786,1.1673365,0.9350917,1.112171,1.1046243,0.83536196,1.1353463,1.1109592,1.0502628,0.21319771,1.0410681,0.8604121,1.0444852,1.1566964,1.0268897,0.8719696,1.1008215,1.0718927,1.1109495,0.0,0.54607266,1.0865482,1.1353235,1.0912336,1.1411331,1.0321143,0.9895099,1.0950583,0.80650115,0.7645836,1.025385,0.7518707,1.0519421,1.174564,1.1228758,0.69805646,1.0727675,1.1140922,0.80312496,0.9689668,1.0417664,1.1610526,0.84563416,0.9884353,0.88928777,1.0550232,1.2508253,1.030341,1.1238347,1.090222,0.58670366,0.88355124,1.1075025,0.9761718,0.9569164,1.0323298,0.7736031,1.2063386,1.1072423,1.1592698,0.887303,1.1007154,1.1721909,1.0083976,1.1344182,1.1825395,0.9890596,1.024896,1.0498993,0.8873281,1.0819961,0.49606276,0.96211183,0.77858686,1.0449262,1.1224861,1.184741,0.3739866,1.1555421,1.0771276,0.8514836,1.0995297,1.0264047,1.1652809,1.1564159,0.9509426,1.0789591,0.90937924,1.0128874,1.1495326,0.929062,1.051627,1.1119144,0.9411997,0.9515178,1.1834663,0.82908976,0.7723981,1.0817243,1.1246542,1.0134221,0.88313484,1.1001165,1.2060094
doll,0.91079324,0.99815226,0.8603354,1.1570174,0.85750085,0.93443596,0.9100487,0.86996114,1.3045152,1.1864489,1.0969555,1.3318614,0.9261064,1.0946934,0.98865736,1.2256403,0.79398185,0.8834932,1.2340772,0.9678015,0.78692377,1.0116929,1.0649699,0.8072807,1.0973182,1.1535878,0.91717595,0.9106097,1.0941459,0.77194536,1.0812384,1.2316784,1.1584208,0.84222305,0.9371344,0.98914653,0.99200255,0.54607266,0.0,1.1411111,1.1408777,0.95500284,1.1250007,0.96302557,0.9304774,1.0455793,0.6742289,0.9831171,1.0819952,0.55544555,1.0392677,1.16151,1.0929853,0.5428137,1.1634583,0.7723833,0.7445248,0.9264475,0.8985634,1.1983844,0.9371764,1.2061415,0.7381843,1.2699407,1.3314579,1.137465,0.9657962,1.1374686,0.8584487,0.73726183,1.0346011,0.91549087,1.0128871,1.0500178,0.68219054,1.0418477,0.909461,1.2713286,0.95792687,1.1650441,1.285933,0.81110716,1.0588557,1.1702089,1.1581898,0.8648855,0.9050637,0.9046544,0.964489,0.81998926,0.82662916,0.8848919,0.90499985,1.1413593,1.2873163,0.80231136,1.2043849,1.0884969,0.7873908,1.1100466,0.749871,1.2914387,1.309742,0.85325664,1.071868,0.86473733,1.048898,1.32091,1.103819,1.0384015,1.1753869,0.775818,0.91246074,1.1405885,0.6645515,0.4368382,1.1420896,1.1650205,1.0024294,0.8140861,1.0233339,1.0552706
door,0.81620884,1.1412938,1.2676468,0.86978936,1.33684,1.2462144,1.2897834,1.1256604,0.8624991,0.75210804,1.3579195,0.8592694,1.0803417,0.78985953,0.8671883,0.9456323,1.2742454,1.2570591,1.1889421,0.79954016,1.320925,1.1337534,1.1445314,1.1215636,1.1826805,1.2090219,1.1131512,0.94345206,0.4839421,1.1081833,0.2843001,1.0909076,0.62407035,1.0747584,1.3498683,0.73784196,1.0463996,1.0865482,1.1411111,0.0,0.69603395,1.2357589,0.7900388,1.2087786,1.097441,1.4433236,1.2390261,1.0839045,1.2333623,1.2545896,1.0754131,0.697867,1.2804853,1.033211,0.7922749,1.2535026,0.8189367,1.0217388,1.3699448,0.87666786,1.1990048,0.7916796,0.8665343,0.75775605,0.9237025,0.5456483,1.128862,0.8817839,0.9381,1.0618398,0.8949895,0.89770067,0.91019684,1.3151065,1.1923683,1.1373112,1.2684791,0.45206714,0.925573,0.8766304,0.76855606,0.98644537,1.2676761,1.2015078,0.89093894,1.0548064,0.9733546,1.1650515,1.3006701,1.2353246,1.3224006,1.0103844,1.2074723,0.40662098,0.8796754,1.0960722,0.9620307,0.75091434,1.171577,0.94496876,0.86025155,1.0030297,0.8830624,1.4230955,1.1049643,1.3168225,0.96311533,0.8972219,0.5335419,0.6770107,0.6223714,1.1817743,1.2365395,1.0357198,1.1260036,1.3608949,0.9354644,0.9900128,1.0710387,0.744931,1.3359376,0.60675246
drawer,1.039807,0.79399824,1.021738,0.96794355,1.1394049,1.0635822,1.0430324,0.88592577,0.766718,0.915188,1.0884709,0.5834427,1.088121,1.0717016,1.0650709,0.8533102,1.0597782,1.2508469,1.0320684,0.7160648,1.0183476,0.8440453,1.1273297,0.8594768,1.0588636,1.1732575,0.8909317,1.1197286,0.78152573,0.9801397,0.7044931,1.0051998,0.8870962,0.9123923,1.0967392,0.8800299,1.2149507,1.1353235,1.1408777,0.69603395,0.0,1.1545982,0.98451734,0.9242794,1.1015083,1.2303824,1.1022564,0.9477423,1.0944991,1.1527904,1.0318561,1.0745081,1.080669,1.0591047,1.0760328,1.0331975,1.0313882,0.94312847,1.1877121,1.059996,1.1539567,1.0197011,1.0885041,0.9981542,0.88289547,0.8667071,0.9111809,0.8970962,1.0935452,0.92676514,0.80991113,1.0347326,1.2242243,1.1486802,0.95338154,0.91027117,1.205823,0.5988746,1.1834596,1.0980363,0.9723909,0.86966956,0.94592744,0.810428,0.9123848,1.0452662,1.1338576,1.0710064,1.0490088,1.1965436,1.1125202,1.0002152,0.97363806,0.8440501,1.0503527,1.2147983,1.0093496,1.0186107,1.0755023,0.9138971,0.92693734,0.8718344,1.0352263,1.112581,1.1488447,1.02336,0.7790338,1.067636,1.066396,0.92200255,0.71291673,1.0854795,0.9943032,0.88155544,1.0164645,1.2074311,1.06521,1.0819999,1.0928649,0.9234543,1.1156014,0.91623783
egg,1.1897043,0.91435575,0.76068735,1.1247771,0.74351895,0.77299225,0.9194622,1.091096,1.0848398,1.2431059,0.60172474,1.0934236,1.292147,1.1014017,1.2741884,1.1463735,1.0104488,0.74896187,0.9605907,1.2100252,0.8101951,0.82345533,1.0679246,0.9011513,0.75071216,0.80938876,1.034251,1.0563614,1.1690041,0.961373,1.1702068,1.0648899,1.1620152,1.0071845,0.8354828,1.2371094,1.0569364,1.0912336,0.95500284,1.2357589,1.1545982,0.0,0.97294766,0.7870622,0.9181274,0.671768,0.8235688,1.186681,0.69972473,1.0998908,1.0835291,1.0423193,0.5671942,1.0216075,1.0973208,0.8479886,0.86264396,1.0338665,0.62545115,1.0159173,1.0138764,1.1841121,1.1194686,1.0677454,1.1500257,1.2374762,0.86261284,1.0333968,1.1188233,0.92520964,1.102759,1.1444807,0.99607795,0.6082041,1.0773056,0.7208379,0.81685126,1.1626561,1.0875823,1.1215878,1.0539811,1.1256667,0.8984575,0.818166,1.0116991,1.1376188,0.97884923,1.0446917,0.9602559,0.8593625,0.7682046,1.0576323,0.85776126,1.2013712,1.0368041,1.0524353,1.0744178,1.1572002,1.1424997,0.90247095,1.0592059,1.067125,1.2704017,0.69549155,1.0983201,0.9535703,1.1853387,1.1499524,1.1990551,1.127194,1.2794641,1.0849402,0.7093018,1.1303287,1.099705,0.8152107,1.2251087,1.1165637,1.052697,1.1664369,0.603019,1.0724462
elephant,0.7870157,1.1720128,1.1937698,0.97667813,1.0934417,1.1266059,1.2268038,0.99306023,0.9696049,0.77254045,1.1531218,0.82048655,1.0668968,0.7518008,0.84739876,1.078836,1.1055119,1.1713316,1.1186286,0.9330743,1.1936501,1.1247222,1.1984255,1.0630994,1.0322578,1.0756398,1.22928,0.9655231,0.6854097,1.1931821,0.93596333,0.959271,0.79240763,0.9918439,1.1693316,0.8640014,1.1159319,1.1411331,1.1250007,0.7900388,0.98451734,0.97294766,0.0,1.2258556,1.0082213,1.0560343,1.1046516,1.0473386,0.9813674,1.2103821,0.98905265,0.83428085,1.1522601,1.1505593,0.81039184,1.0818926,1.0526944,1.1516556,1.1803254,0.9280977,1.0196029,0.84730077,0.86015064,0.9450723,0.7707156,0.7178737,0.9253027,0.95142466,0.91808736,1.0433816,1.0156435,1.0928911,0.9170236,1.1524525,1.0614661,1.0054641,1.2126461,0.9376962,0.9184449,0.80540353,0.9428839,0.9677549,1.1060284,1.1957355,0.95694983,0.9145382,0.8415352,1.0946128,1.1960623,1.1061509,1.1894023,1.094117,1.1769462,0.7871193,0.79398465,1.1143739,1.0167346,0.9060619,1.1560479,1.1073939,0.92774206,1.0326641,0.8813227,1.205351,0.95521736,1.1839869,1.0220022,1.0479054,0.94442,0.89299834,0.68184245,1.1529795,1.2250426,1.0825212,1.0567994,1.2717023,1.086273,0.93774056,1.0760596,0.8855903,1.138932,0.64552975
finger,1.2831678,0.70795727,0.49648094,0.82669157,0.7393623,0.8915114,0.7723328,1.1523081,1.1746408,1.3482137,0.57855654,1.2544618,0.98891014,1.268461,1.290801,1.159634,1.0209714,0.9564338,1.0826708,1.2805921,0.7122285,0.7476841,1.1535718,0.87384534,0.9727935,1.0889713,0.6883861,1.1892469,1.2392648,1.0086673,1.1378086,1.0547317,1.1839993,0.94518894,0.7663065,1.3350484,1.1724916,1.0321143,0.96302557,1.2087786,0.9242794,0.7870622,1.2258556,0.0,1.0413284,0.9052062,0.93700683,0.8063146,0.8404573,0.9936797,1.0467576,1.237844,0.5479704,0.6183467,1.2491443,0.8732399,0.8747369,0.29070926,0.69370013,1.144244,1.0956286,1.2822056,1.1329281,1.0360125,1.1946601,1.3616434,0.9101584,1.036586,1.1599476,0.8385326,1.0584781,0.9455117,1.2737637,0.6798216,0.9925825,0.5527205,0.6822797,1.1815789,1.245211,1.1065346,0.9824682,1.0795205,0.7422583,0.7931023,0.87563473,1.1073972,1.1350472,1.1381347,0.8603962,0.987782,0.80572474,1.1409085,0.9021238,1.3149128,1.1619562,1.1926298,1.1050447,1.0887136,0.9486158,0.83128774,1.1229728,1.1620994,1.2765827,0.71620214,1.1952555,0.62870365,0.9649534,1.2380713,1.2583643,1.0363778,1.3848798,1.1009411,0.1893012,0.82936597,1.0381179,0.86579186,1.2406219,1.1797743,1.1596792,1.2168231,0.5463107,1.1650571
firetruck,1.1575052,1.0861797,0.87740713,1.2858506,0.90241575,0.84974825,1.0302142,0.75444996,1.1953949,1.3215773,0.85030544,0.78870785,1.1193645,1.2217045,1.2255644,1.2135187,0.836544,0.555805,1.0200853,0.96989006,0.99853003,1.0616611,0.9197299,0.93753356,0.49957234,0.6676943,1.1031142,1.0650767,1.1637849,0.81425416,1.1601168,1.2127358,1.2898138,1.2064459,0.79734933,1.1717128,0.91216683,0.9895099,0.9304774,1.097441,1.1015083,0.9181274,1.0082213,1.0413284,0.0,0.7689746,0.48692286,1.1213702,0.9126202,1.0276772,0.9778167,1.1698537,0.78581136,0.96322244,1.0645434,0.9268584,1.069233,1.1728764,0.5714693,1.1428972,0.5910753,1.1496282,0.8898094,1.3062661,0.8918463,0.9935509,0.7215472,1.0356871,1.1620302,1.1489767,1.0915154,1.3033632,0.64976335,0.7735419,1.0389705,0.849954,0.9538337,1.1524034,1.1695552,1.3624253,1.1904085,1.196035,0.95586467,1.030846,1.1847911,1.0397288,1.1603699,0.66714275,0.8436972,0.7724308,0.905527,1.0050161,0.8570003,1.068805,1.0585529,0.79143924,0.76877815,1.2308694,0.99028456,1.0744623,1.1101439,1.1654248,1.2160231,0.7130236,1.1289775,0.99109024,1.0938826,1.2495238,1.2237159,1.1333541,1.2447245,0.9025508,0.93144476,1.1828259,0.99658257,0.767316,1.1965752,0.9823561,0.49033362,0.8161824,0.7133431,0.9793099
fish,1.1848602,1.0204704,0.8414377,1.363326,0.4534251,0.4210974,0.7230926,0.8561334,1.180676,1.4422759,0.45796406,1.0103012,1.131155,1.2510927,1.3356154,1.2108349,0.805076,0.57099754,0.856369,1.2948968,0.78901476,0.8721282,1.0186094,0.89472353,0.45135117,0.6234605,1.0465494,1.1018022,1.5253526,0.81106454,1.3346055,1.0616157,1.50476,1.1310929,0.49478096,1.4318857,1.0219088,1.0950583,1.0455793,1.4433236,1.2303824,0.671768,1.0560343,0.9052062,0.7689746,0.0,0.6304152,1.0677005,0.5637903,0.9277849,0.829451,1.30832,0.5297227,1.1131905,1.0205421,0.7010226,1.1498191,1.2314171,0.45756787,1.0536878,0.7171552,1.2558895,1.1089063,1.3800265,0.79793614,1.3772091,0.541123,1.1904134,1.1715909,1.0820044,1.2345754,1.2864627,0.97120166,0.42212015,0.9391528,0.7226757,0.7314138,1.3880324,1.1577977,1.3782222,1.2873919,1.196181,0.5127933,0.7441524,1.0912265,1.0919919,1.0230914,0.8917362,0.79264414,0.76099133,0.6705325,1.1202732,0.7295209,1.4196085,1.0308889,0.943773,0.70159966,1.4172181,1.0737996,1.2203814,1.2679665,1.0898066,1.2785203,0.49647558,0.8331159,0.7928492,1.1416035,1.2628697,1.466846,1.3525021,1.475222,0.8982357,0.8609717,1.0181003,0.9730541,0.7372554,1.3480365,0.88215494,0.87942415,1.1690649,0.4780513,0.9929164
flower,1.2418098,0.9924129,0.7096369,1.3786516,0.69142336,0.72340214,0.81140983,0.6853666,1.3342332,1.3906231,0.69942,0.9141816,1.1900471,1.3316851,1.2371368,1.3556063,0.7655759,0.54658747,1.0664476,1.0886675,0.77406573,0.96415865,0.97343546,0.7749789,0.511307,0.7505892,1.0918063,1.0334505,1.320402,0.80793846,1.2238188,1.2479914,1.4275244,1.0817511,0.69096386,1.2271252,1.0464777,0.80650115,0.6742289,1.2390261,1.1022564,0.8235688,1.1046516,0.93700683,0.48692286,0.6304152,0.0,1.111734,0.8887305,0.8601935,1.0276252,1.3904862,0.7444373,0.78351676,1.2048857,0.7687557,1.039651,1.1837397,0.41887486,1.1956222,0.5990577,1.267828,0.9651275,1.40713,1.0085121,1.2201362,0.5860962,1.1999657,1.0824707,0.8483126,1.2013478,1.3360442,0.86265385,0.6198035,0.775964,0.7945969,0.86107546,1.3251786,1.1341203,1.3834012,1.3601408,1.1393636,0.8425669,0.86794966,1.188912,0.90127003,1.0575104,0.6491296,0.77728426,0.59003687,0.6608052,0.92275447,0.5917006,1.2690667,1.1450028,0.71787095,0.9007133,1.3610703,0.8839584,1.1942289,1.1018262,1.2570945,1.388876,0.46855772,1.1638699,0.79921925,1.1749392,1.4425523,1.3461716,1.2569196,1.4038982,0.7440995,0.8155401,1.2845556,0.806189,0.48130715,1.360597,1.1469227,0.7618421,0.8762043,0.60548735,0.9940013
foot,0.7871583,0.88842565,1.0342301,0.7430514,1.133664,1.1945075,1.1639516,1.0497241,1.0347102,1.0147682,1.1058922,1.1425034,0.85742325,0.8981006,0.899068,1.0606352,1.0763541,1.2009351,1.1255325,1.0985006,1.1758276,0.91990525,1.1476831,0.9172047,1.2303145,1.2369304,0.9578353,0.8488537,0.969228,1.0982075,1.0761297,0.9609823,0.9259325,0.93303376,1.1044261,1.1289546,1.1477718,0.7645836,0.9831171,1.0839045,0.9477423,1.186681,1.0473386,0.8063146,1.1213702,1.0677005,1.111734,0.0,0.9607974,0.88276786,1.067291,1.0086074,1.1011999,0.712078,1.1105983,1.0826937,1.0610833,0.7020568,1.1571717,1.058342,1.0576428,0.9574681,1.0111681,0.8788153,1.0382903,0.9728451,1.1046933,0.9387604,0.9122734,1.0653338,0.8990359,0.7399334,1.0567116,1.1115062,0.7709127,0.99762297,1.0711477,1.0944989,0.9684865,0.81318843,0.87772816,0.86157775,1.018022,1.1656191,0.8319079,0.9046141,1.047429,1.1166296,1.051784,1.0576973,1.2362676,0.91526675,1.0460373,1.0433307,1.0509409,1.0282006,1.0820073,0.9341648,0.6800031,0.92622316,1.1506914,1.1243663,1.0011082,1.0504074,1.0273118,0.45444012,0.90784764,1.0701525,1.009179,1.0177884,1.0319543,1.2389954,0.7957816,0.7915557,0.76235986,1.1779629,0.995281,1.017003,1.124834,0.9785129,1.0760746,1.0774894
fork,1.1449826,0.9251015,0.87770265,1.1074264,0.756616,0.71828586,0.90551496,1.0124947,1.1903952,1.2637026,0.719565,1.0432235,1.0638427,1.0189153,1.2107753,1.2391331,1.0173594,0.88665575,1.0337701,1.2249532,0.89799225,0.7531519,1.1256108,0.91181666,0.7187313,0.974712,1.0307376,0.85835725,1.199533,0.9327919,1.1824889,0.9535597,1.201792,0.98613054,0.69643676,1.3045404,1.1733265,1.025385,1.0819952,1.2333623,1.0944991,0.69972473,0.9813674,0.8404573,0.9126202,0.5637903,0.8887305,0.9607974,0.0,1.0394763,0.9483801,1.154263,0.72119796,1.0674689,1.1261227,0.83378565,0.99140257,1.0847902,0.77656746,1.0874243,0.78054625,1.1519293,1.0036207,1.0622759,0.86806625,1.1930863,0.7765448,0.8524771,1.0336959,1.1076039,1.0915958,1.05671,0.9873477,0.6876292,0.98952633,0.5782319,0.9296494,1.1636487,1.1076499,1.1377711,0.9874968,1.1786761,0.68513143,0.86919993,1.0007569,1.0763279,1.0639344,1.0115651,1.0124884,0.8007456,0.9004513,1.0999804,0.9712928,1.2153047,0.95312625,1.0272154,0.928058,1.1951437,1.1243951,0.92342883,1.2636297,1.1986275,1.3508567,0.7741176,1.0447267,0.84824324,1.0762942,1.254114,1.2750891,1.1411456,1.2844563,1.1469853,0.7911442,0.7978765,0.9753205,1.0008777,1.2306726,1.0372839,1.0646809,1.1034406,0.7294292,0.95689833
frog,0.6401197,1.0316412,0.9170872,1.2188661,0.84901345,0.8298404,0.7506486,0.88455546,1.1598716,1.141692,1.0337515,1.3577461,0.7442358,1.0898538,0.9925651,1.0675997,0.6755942,0.8866281,1.0083448,0.8871823,0.82525694,0.8700793,0.80789423,0.7579307,1.1126106,1.0517462,0.91895676,0.9680733,1.3161523,0.8075357,1.2337532,0.91818154,1.3025907,0.86863554,0.740756,0.97205776,0.8805017,0.7518707,0.55544555,1.2545896,1.1527904,1.0998908,1.2103821,0.9936797,1.0276772,0.9277849,0.8601935,0.88276786,1.0394763,0.0,0.9249651,1.180695,1.0944226,0.8329243,1.1393088,0.6057154,1.0276238,1.0440656,0.9813343,1.0967246,0.9006107,1.1230222,0.9378327,1.3642014,1.1789528,1.2602793,1.055009,1.2442386,0.96036506,0.73637724,1.1163242,0.9408419,1.0636455,0.9455236,0.79679716,1.08397,0.8609191,1.3293469,1.0521404,1.2113528,1.3705873,0.9112911,0.91132045,1.0352303,1.1972245,0.945679,0.96128154,0.93972856,0.84492016,0.8276669,0.8086852,0.87415946,0.9944807,1.2285051,1.2161279,0.8470876,1.0396084,1.237431,0.8201836,1.2576491,0.95804274,1.0821598,1.1335105,0.81371003,0.98476046,0.81899667,0.916317,1.0740591,1.1066346,1.2891986,1.1877431,0.7828018,1.0663764,0.9247064,0.8369011,0.42766964,1.0531512,1.0302782,0.960689,0.9886662,1.0554801,1.1620269
giraffe,0.90631634,1.161964,1.1094815,1.1091821,1.0082897,0.9794228,1.0312845,0.9626667,0.9791158,1.057209,1.0086479,0.9959621,0.95873404,1.1152166,1.0061146,1.0013753,0.9596816,0.9908956,0.98314375,1.0332805,1.0774993,0.9534135,1.0583199,0.9744521,0.9886427,0.9134326,1.0765058,1.0862265,1.1528805,0.9344689,1.0207412,0.910102,1.1262119,1.100051,0.91505295,1.0430194,0.9295624,1.0519421,1.0392677,1.0754131,1.0318561,1.0835291,0.98905265,1.0467576,0.9778167,0.829451,1.0276252,1.067291,0.9483801,0.9249651,0.0,1.1062498,1.0214624,1.2083964,0.69022995,0.89567673,1.0645851,1.1079464,1.055558,1.0937779,0.9417135,1.0862215,1.0773222,1.1760042,0.91339815,0.9963621,0.97570443,1.1533725,1.0212518,1.1073974,1.1351632,1.150269,0.9476233,1.0529379,1.0229535,1.0181574,1.0220119,1.1249652,1.0401729,1.1274172,1.2172931,1.0165197,0.8445832,0.9499386,1.0840732,1.062609,0.9925324,0.80031645,1.0314523,0.9896949,1.056834,1.1319177,1.1149291,1.061613,0.86769587,0.9359963,0.91875464,1.1388044,1.0643525,1.1992298,1.10823,0.96796656,0.9742177,1.1031513,0.8252144,1.1621847,0.9384275,0.97698253,1.1376106,1.1035873,1.0154208,0.9924622,1.1006966,1.0612917,0.9991143,1.0729325,1.1436808,0.49147177,0.8240328,1.0591124,1.0316005,0.97352517
glass,0.8032366,1.2072922,1.313106,0.70622635,1.3058249,1.358381,1.3302662,1.2754533,0.7578745,0.68004364,1.3624382,0.91744864,0.9199384,0.60782385,0.9131387,0.67231846,1.3095748,1.2258673,0.9678712,0.9314617,1.2848806,1.120667,0.99395293,1.2259806,1.319524,1.0352287,1.1497571,0.9826174,0.7686918,1.1483424,0.8079996,0.83859277,0.77176404,1.128543,1.4180589,0.72825074,0.8462165,1.174564,1.16151,0.697867,1.0745081,1.0423193,0.83428085,1.237844,1.1698537,1.30832,1.3904862,1.0086074,1.154263,1.180695,1.1062498,0.0,1.3220373,1.2932873,0.7284849,1.2314824,0.96734166,0.9694225,1.4340577,0.73159206,1.0494597,0.74173796,1.1646466,0.722222,0.8627073,0.7837886,1.2842607,0.8885475,1.0465553,1.1441896,0.8242322,0.8207264,0.70969343,1.3499787,1.4135547,1.2580872,1.184296,0.7663146,0.77848834,0.6932103,0.7384163,0.96174604,1.3345611,1.2546444,0.9697215,1.2572193,0.86391145,1.1334865,1.2473202,1.2526202,1.2823484,1.1128954,1.2501769,0.50694025,0.736069,1.1611934,1.0973256,0.69522154,1.1838237,0.9189508,0.7674962,0.8278627,0.6786024,1.5530355,0.9114907,1.4072332,1.0200157,0.54307806,0.75600564,0.81956846,0.5888499,1.2232574,1.3138152,0.9109459,1.3610232,1.4000614,0.56358933,0.89775664,1.0650883,1.0664662,1.3942026,0.885563
glasses,1.3563311,0.76673925,0.63663864,1.1827991,0.49114168,0.7098708,0.7432801,1.0285672,1.3392792,1.4459312,0.16927934,1.1115209,1.1798407,1.2851725,1.3831973,1.3560545,0.9133947,0.5322304,1.0007274,1.2925313,0.78046674,0.89985764,1.1049681,0.9366118,0.5037823,0.72246456,1.0317175,1.1182503,1.3625576,0.8170766,1.1848835,1.1582706,1.3297985,1.1408848,0.5708803,1.4533517,1.0393887,1.1228758,1.0929853,1.2804853,1.080669,0.5671942,1.1522601,0.5479704,0.78581136,0.5297227,0.7444373,1.1011999,0.72119796,1.0944226,1.0214624,1.3220373,0.0,0.96308726,1.2179185,0.88312703,0.8043251,0.9227725,0.21537852,1.1291287,0.8609221,1.2404128,1.1583471,1.179601,0.8765645,1.3342066,0.6450561,1.098782,1.2604283,1.0360098,1.1929151,1.2899604,1.0573803,0.23480415,1.1621985,0.5514983,0.5343486,1.2671816,1.2845069,1.304374,1.1392233,1.3020744,0.58108604,0.67709804,1.0781229,1.149006,1.1042502,1.0109706,0.79526937,0.76449513,0.68032205,1.0561963,0.83118486,1.3836298,1.0516222,0.98563087,0.67095447,1.2736847,0.9662613,0.96577704,1.2763149,1.2519442,1.394887,0.3563677,1.1882215,0.7954762,1.049578,1.3342876,1.3155296,1.2679203,1.4875531,0.9754695,0.3964641,1.0597041,1.1414706,0.76871264,1.4021379,1.1394796,0.98097694,1.1831897,0.12600058,1.1472162
glove,1.0519204,0.8238468,0.7471337,0.7508902,0.8919065,1.0468085,1.0087727,0.92263067,1.3079826,1.1973855,0.94150084,1.316279,0.97921944,1.0433322,0.9874953,1.3034922,0.9872114,0.9605862,1.2083495,1.0860456,0.94752383,0.9847307,1.1101503,0.9105267,1.0777109,1.242164,0.8007171,0.96005356,0.93922275,1.064266,1.0670124,1.2664182,0.9897132,0.9288872,0.975704,1.1291355,1.1074914,0.69805646,0.5428137,1.033211,1.0591047,1.0216075,1.1505593,0.6183467,0.96322244,1.1131905,0.78351676,0.712078,1.0674689,0.8329243,1.2083964,1.2932873,0.96308726,0.0,1.2939315,1.0084462,0.84075683,0.46810395,0.8468623,1.2671437,1.1537081,1.1169943,0.7535838,1.045775,1.2965791,1.1190054,1.0037705,1.0226504,0.8999964,0.78276086,1.0448883,0.70734227,1.0802613,1.0461591,0.63205045,0.9315946,0.95814735,1.128071,1.0064558,1.0009432,1.0068079,0.9005391,0.9551039,1.045223,0.7806227,0.7699801,1.0671339,1.0052156,0.8847067,1.0310227,1.0435392,0.8657342,0.8962701,1.1520035,1.367079,0.95594573,1.1022356,0.9052218,0.74699956,0.90326494,0.98278,1.2801175,1.2402542,0.77101123,1.1678232,0.54073197,1.0321741,1.3138871,1.0505577,0.8749907,1.2389021,0.9347088,0.61860466,0.9412875,0.6729915,0.739388,1.1220374,1.303652,1.1069852,0.76826453,0.82355386,1.0794067
