,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
owl,0.79892844,1.3020186,0.8914039,1.2832984,1.3864913,1.0763451,0.9813041,0.72373235,0.73882854,0.6114397,1.1874535,0.9898834,0.6289995,1.0791297,0.7567243,1.0009792,1.365879,1.186082,1.2637641,1.2386265,1.062835,1.2012296,1.1710893,1.3291032,1.0682698,1.0195394,0.7087337,0.9285747,1.3384458,0.9142554,0.6715785,1.1146355,0.72966015,1.1363672,0.8089548,0.72108656,0.9645446,1.2595501,0.74876195,1.3621213,0.9239948,1.1647662,0.8847921,1.2349361,1.0429504,1.224875,0.5442729,1.1759579,1.2932725,0.45379835,0.90313184,1.0742838,1.3038907,1.3536444,1.0087816,1.2731133,1.2809052,0.77226436,0.8667172,1.196188,1.1974467,0.5473134,1.3057212,0.85957205,1.2926123,0.951553,1.3343426,0.8482444,0.5618901,1.0142099,0.592316,1.1769612,0.98396945,1.2772291,0.94009566,1.1880511,0.9581557,0.99862045,1.1169509,1.118206,1.4043791,1.2835011,1.2566917,1.2751489,0.0,0.41746277,0.71449715,1.0401031,1.1969693,1.1268204,1.2199833,1.1093253,1.1693544,1.3653322,1.235328,0.9625317,0.9367876,0.94986045,1.0546694,1.1127844,1.2889029,0.99541324,1.3703758,0.5793581,0.94307643,1.0295,1.0978434,0.77812177,1.0210977,1.0020941,1.3035065,0.8068259,1.3558882,1.0424411,1.181216,1.2842743,0.8716092,1.3718156,0.7982434,0.65328705,0.78612757,1.3903683,1.1605747,0.9928125,1.1918113,1.3445678,1.3359257,0.9632252,0.9066479,0.8114099,1.2417108,1.164004,1.274072,0.92759496,0.5768812
pajamas,0.75624526,1.4901875,0.6435539,1.3676596,1.5256913,1.2022728,1.0662396,0.6520126,0.83310413,0.46486127,1.40429,0.9362999,0.3791865,1.3358026,0.5963511,0.977242,1.4826416,1.4020967,1.4767697,1.1579986,1.1908019,1.2573273,1.3388956,1.4688734,1.1168737,0.9200716,0.8297719,0.7275965,1.4999353,0.81755936,0.47660047,1.1716472,0.66852635,1.2374965,0.8467403,0.42198986,1.0373939,1.5091137,0.610865,1.5464683,0.9129397,1.1741254,0.85276425,1.111366,0.89475054,1.170355,0.22303802,1.149576,1.3028951,0.6421653,0.70762944,1.020481,1.469882,1.4532424,0.8278667,1.475703,1.3996446,0.76957333,0.7445588,1.2984201,1.0677418,0.7833724,1.4048841,0.6921218,1.3946815,0.7141017,1.4615121,0.80421877,0.21138406,0.95301205,0.33757174,1.3429437,0.99077535,1.5276504,0.9981261,1.2482781,0.7254366,0.9563047,1.2389159,1.3235388,1.4223757,1.2478377,1.4158313,1.3093125,0.41746277,0.0,0.39365137,0.99719346,1.5060622,1.3846262,1.3419485,1.0727398,1.2891316,1.5856106,1.1554434,0.86598206,0.9347724,0.92792124,1.0486699,1.1671433,1.332494,0.7833867,1.4892764,0.15970874,0.8969004,0.86241853,1.0806425,0.8480161,1.1404914,0.8677287,1.4621677,0.81101054,1.4641124,0.8137698,1.2262056,1.4858706,0.87004733,1.422806,0.62367225,0.19938564,0.6689576,1.5378752,1.0957551,1.0119263,1.2893221,1.3019223,1.3373159,0.9089565,0.92815095,0.7285331,1.2722937,1.1872942,1.4557034,0.9173977,0.59676605
pants,0.92644155,1.3223493,0.79589546,1.216559,1.3161829,1.2899741,1.2337837,0.7879461,0.8242862,0.65674245,1.2400211,0.83571917,0.6207936,1.2862442,0.8924701,0.87272733,1.3948749,1.3355418,1.4340763,1.0867666,0.9349958,1.1868894,1.1984377,1.1795294,1.0075495,0.8179033,0.88101196,0.7889802,1.4068673,0.9244245,0.38257992,1.1969914,0.7640897,1.0553596,1.0386932,0.66061294,0.9943,1.3168,0.797678,1.4409428,1.001635,1.116657,0.88538647,1.0570292,0.80736035,1.0633323,0.4484781,0.993909,1.1117722,0.6234407,0.8612834,0.89093316,1.3002337,1.403443,0.6848525,1.2514813,1.3763294,0.99623984,0.92407584,1.1068833,0.9238224,0.86594594,1.4142119,0.7486344,1.3080953,0.7839384,1.2368798,0.98520875,0.40596068,1.066483,0.08770323,1.1835365,0.96132594,1.3450556,0.9650671,1.2836745,0.74365056,0.95214474,1.0311736,1.2120004,1.309183,1.009503,1.3048531,1.1793456,0.71449715,0.39365137,0.0,1.1114854,1.3381807,1.2419335,1.2481556,1.1793207,1.2875562,1.4819558,1.0751588,0.95137244,1.0576103,0.95510876,1.098304,1.1708529,1.2325937,0.7863902,1.348865,0.4151423,0.8125938,0.4806944,1.0841546,0.8165392,1.0954124,0.88878196,1.1793929,0.9217511,1.3041146,0.63456225,1.2947185,1.3536134,0.9483851,1.3245956,0.73734283,0.50543284,0.86425483,1.4100409,0.93640774,0.94968265,1.190673,1.2721767,1.3396354,1.0632087,1.0679389,0.8501638,1.248565,1.1195178,1.2720788,0.9760817,0.93978083
paper,0.8958063,1.3892435,0.95589834,1.1672263,1.2934395,0.7910223,0.6735231,0.6863494,0.9863854,0.7087723,1.2556747,0.76804876,0.8617736,1.241103,0.6697654,0.9337284,0.79010725,1.2193313,0.9889052,0.64174145,1.3258096,0.8191569,1.159586,1.174995,0.9871257,1.1341748,1.0135909,0.85719776,1.1447546,0.8743545,1.10484,0.93076694,0.9672947,1.1775056,0.9019379,0.9134308,1.1384859,1.3025368,0.74514437,1.1966606,0.87582976,0.9589349,0.9987216,1.0421361,0.8866025,0.8255584,1.0326024,1.2500839,1.1150856,1.1558009,1.0841349,1.3230559,1.1830884,1.0556427,1.0606848,1.1124322,1.0429363,0.91519326,0.83459526,1.3936025,1.2127391,1.0102152,1.0967635,1.1676879,1.201475,1.1085672,1.2036644,0.7296507,0.97904,0.8436146,1.09554,0.94791216,0.8708631,1.0465753,0.9824042,0.825089,0.8857451,0.94307953,1.1910471,1.3237368,1.0211691,1.3322356,1.3585086,0.8867293,1.0401031,0.99719346,1.1114854,0.0,1.213932,1.2750018,1.0921866,0.7627609,0.9616734,0.9871453,1.11659,0.7533236,0.7705141,0.75789607,0.9415938,0.89259166,0.89458764,1.146028,1.0887395,0.97685754,0.94175744,1.1559901,0.79611397,0.8411447,0.7134309,0.9525958,1.3288581,0.8514178,1.2064816,1.0381988,0.74186146,1.053525,0.8274317,1.2511927,0.7887141,0.9464716,0.64015317,1.1567745,1.316638,1.1659871,1.1430318,0.9204752,1.0438099,0.69524735,0.9272912,0.9968522,0.9335804,0.9221211,1.3915364,0.8732303,1.0035927
pen,1.2263099,0.35131282,1.2657089,0.73965585,0.5369977,1.0171503,1.245278,1.4270314,1.0252552,1.5039746,0.304515,1.0765839,1.5289215,0.5013391,1.3614678,1.0828099,0.52150184,0.3609401,0.74529165,1.1412742,0.6469918,1.0653147,0.5456629,0.36825168,0.7814541,0.93881524,1.1470385,1.3009893,0.62438095,1.3597088,1.2491968,1.0620587,1.2214625,0.741342,1.1333765,1.4919908,0.85656434,0.09104997,1.5327853,0.40094137,1.2863481,1.0810281,1.3169205,1.1136711,1.232693,0.95225704,1.4250741,0.76914155,0.8488575,1.0573372,1.2334955,0.8199028,0.34538734,0.7811991,1.0154566,0.30155575,0.73932993,1.2070289,1.4413513,0.46778536,0.8696189,1.011919,0.75765634,1.2173691,0.47358966,1.264742,0.5155678,1.4229254,1.4529444,1.2638357,1.3089454,0.4819404,1.1345477,0.3983493,1.2030808,1.0134355,1.5242003,1.2608956,0.82775766,0.36782032,0.58409667,0.5231258,0.38806665,0.8663875,1.1969693,1.5060622,1.3381807,1.213932,0.0,0.096919715,0.7044406,0.9210844,0.8480092,0.527043,1.0688863,1.3403928,1.276048,1.3256689,0.95741564,1.058114,1.0743953,1.1053555,0.5567758,1.5051297,1.2358571,1.0547318,1.2590482,1.100167,0.9438651,1.4024719,0.27291775,1.2080582,0.38116026,1.1403944,1.2083677,0.52554667,1.3236415,0.72313905,1.5328655,1.5299388,1.5740099,0.51482666,0.7442987,0.7274061,0.6439663,0.7505832,1.022345,1.4635621,1.0878022,1.2771381,0.88788915,0.98017997,0.24847013,1.1135422,1.1746205
pencil,1.215447,0.3900494,1.1996472,0.7802169,0.59843886,1.0795348,1.2894133,1.3467499,1.0565296,1.4380618,0.33568108,1.0817702,1.4268208,0.5918021,1.3896587,1.1012952,0.66489387,0.39135146,0.81772697,1.1887013,0.6254703,1.1272238,0.5789279,0.44842827,0.8445709,0.8649179,1.1246969,1.3018811,0.71695065,1.3120272,1.1629423,1.0784457,1.1359526,0.77402663,1.1353198,1.3935106,0.82709235,0.14073032,1.4655013,0.46076572,1.2850702,1.1104009,1.3126789,1.1519227,1.1966183,0.9942229,1.3404222,0.7082327,0.87089187,0.9862165,1.1203107,0.7267792,0.37458754,0.8915709,0.95872873,0.37899858,0.8040805,1.1934061,1.357811,0.4063915,0.88338405,0.9486277,0.8052708,1.0931234,0.54078794,1.1667056,0.57604414,1.3982055,1.3409357,1.2822115,1.2087295,0.511722,1.1162969,0.47647083,1.184885,1.1011083,1.4775681,1.2776734,0.8719624,0.35990465,0.72475874,0.5651938,0.3936416,0.9536349,1.1268204,1.3846262,1.2419335,1.2750018,0.096919715,0.0,0.8028835,1.0615427,0.9098065,0.6110673,1.0936482,1.3686354,1.3097961,1.3329935,1.0447054,1.1002553,1.1330584,1.0314122,0.649389,1.3807178,1.2490103,1.015068,1.281086,1.0619302,0.95396453,1.3881309,0.33967316,1.1566513,0.43627173,1.138234,1.2646484,0.63092446,1.3040758,0.7555676,1.493622,1.4058619,1.5102117,0.58824474,0.7055237,0.70088136,0.71040076,0.8897183,1.0685798,1.4437511,1.0777327,1.2112621,1.002527,1.0175512,0.26395154,1.0949926,1.1617752
pickle,1.0118494,0.6052451,1.0878649,0.77467674,0.6276127,0.86440504,0.98197496,1.3081158,1.0766102,1.3389609,0.8067453,1.14777,1.3242257,0.85116506,1.1431712,1.1729368,0.7395414,0.74396604,0.8539475,0.97607595,0.9065044,0.97862417,0.8939321,0.7200057,1.0436987,1.0195407,1.2454367,1.2727787,0.73699486,1.1205145,1.2452265,1.0116404,1.1107352,0.9780621,0.9684706,1.3835716,0.89006084,0.6526397,1.3106341,0.6334772,1.1746684,0.96432024,1.1974397,0.9698631,1.1024313,1.04166,1.3013813,0.90009797,0.8604858,1.1792349,1.1708871,1.0054959,0.76521504,0.6149551,1.0446397,0.6537914,0.8131488,1.2016559,1.116574,0.8998596,0.8856911,1.1830102,0.61168313,1.135465,0.7923162,1.1403457,0.75274247,1.2100768,1.3078368,1.0029325,1.2875428,0.680318,1.1303506,0.8343015,0.923352,0.8002906,1.1459658,1.1051013,0.865213,0.9036943,0.7260156,0.70442265,0.7762716,0.84491336,1.2199833,1.3419485,1.2481556,1.0921866,0.7044406,0.8028835,0.0,0.88674736,0.7594705,0.7329799,0.9868326,1.1001246,1.0721071,1.1498108,1.0239077,0.9812235,0.89883924,1.1314793,0.58225405,1.310771,1.0523413,1.0780355,1.0288435,1.129468,1.1039213,1.1784074,0.78399503,1.2183235,0.6902962,1.064394,0.8955569,0.6172166,1.3196208,0.69494706,1.3369688,1.2873497,1.3124874,0.6749604,0.9405251,1.0169953,0.49689245,0.8222222,0.73333144,1.1446544,1.0502341,1.1651337,0.8882884,0.9732657,0.7521722,1.0855888,1.1765856
pillow,0.9766419,1.0852009,1.0780953,1.002275,0.96231604,0.95459384,0.8209329,1.1217132,0.9032177,0.8983538,0.89612484,0.85758287,1.1945806,0.8342149,0.36613256,1.1488445,0.7548012,0.8905939,0.9270482,0.84345627,1.1728513,0.95589316,1.1012336,0.79177445,1.0501684,1.2270484,1.0830259,0.70558745,0.8625324,1.0467587,1.2238975,1.0436852,1.17205,1.1324441,0.9821407,0.89548355,0.96635354,0.952195,1.0211145,0.8348856,1.0008608,1.1254195,1.1231897,0.77459955,0.9694606,0.959151,0.962563,1.1345129,1.0081702,1.1981759,1.2547324,1.3248177,0.973862,0.8031579,1.1095754,0.98491037,0.9877356,1.0176156,1.1803873,1.1314143,0.96285915,1.0331779,1.0018815,1.2509869,0.9642035,1.3141048,0.90396726,0.99704534,1.1539639,1.0701772,1.1773688,1.0193242,1.025161,0.80173206,1.1909266,0.79528594,1.1412251,1.1227257,1.0323296,1.0182025,0.7231922,0.90107656,1.0199165,0.78628564,1.1093253,1.0727398,1.1793207,0.7627609,0.9210844,1.0615427,0.88674736,0.0,0.71478295,0.9448916,0.8931848,0.8724135,0.91482395,0.9373011,0.62196183,1.080236,1.0165656,1.0571803,0.8082433,1.1968211,0.97855586,1.0148274,1.0281405,0.94519854,0.9901782,1.200045,0.9540817,1.1217823,0.8618611,0.899013,0.88358855,0.94647026,1.1630373,1.0475894,1.0847639,1.1332695,1.0610063,0.8819435,1.1215005,1.0515559,1.040958,0.6333257,1.0465412,1.1692989,1.023409,1.1523062,0.7164434,0.85008395,0.973029,0.89255434,0.872598
plant,1.0073946,0.9277144,1.1665442,1.0371913,0.7871598,0.9111496,0.8885952,1.1544142,1.0547595,1.2062232,0.96428055,0.9280342,1.2957119,0.6985415,1.0484529,1.2534614,0.76252437,0.83530205,0.9582233,0.8613348,1.1499023,1.0495465,0.8855109,0.83131933,1.1326389,1.1793457,0.96059066,0.8182757,0.73443425,1.0995225,1.1473864,1.0497868,1.1533962,1.1368119,0.99540496,1.1408327,1.0549476,0.9055221,1.0307149,0.82781017,0.99349046,1.1398991,0.9371537,0.7310968,1.0457349,0.9811717,1.2002349,1.1502297,1.0766835,1.2151928,1.1768353,1.2223971,0.92381364,0.30135655,1.2145171,0.8622969,0.76009226,1.0391586,1.0227377,1.0366577,0.93281287,1.0546906,0.8836924,1.153264,0.74241304,1.2253239,0.9039391,1.0104069,1.2149677,1.0963266,1.2871501,0.9153781,0.859624,0.69251263,1.0367242,0.8700081,1.2031788,0.9760805,1.0280218,1.0177796,0.65983343,0.8074399,1.0483193,0.865293,1.1693544,1.2891316,1.2875562,0.9616734,0.8480092,0.9098065,0.7594705,0.71478295,0.0,0.82543206,1.0061032,1.0016583,1.0458542,0.7919461,0.8643537,0.8184688,1.070767,1.0834312,0.71966445,1.2345346,1.0817138,1.0374725,0.9074909,1.0091931,1.0007821,1.1044843,0.9361143,1.1406273,0.7763784,1.2134163,1.0087668,0.7487134,1.1729809,0.8856347,1.0272275,1.2083861,1.0599366,0.9655353,1.1115648,0.91048443,0.80944574,0.7014181,0.93135285,1.0768538,0.93351674,1.1040986,0.72095525,0.8575774,0.9436861,0.7961564,1.1035712
plate,1.1962211,0.59099287,1.2390329,0.7253233,0.5469755,0.7635522,0.9492159,1.0707669,1.2218742,1.4195385,0.54224473,1.0471468,1.3446153,0.7658131,1.2557306,0.82733256,0.6188772,0.66143847,0.37932956,0.9949912,0.79943407,0.6247146,0.78589845,0.6217423,0.77105993,1.062531,1.2200434,1.3454776,0.48921406,1.223952,1.3772959,0.7532459,1.2809331,0.8753685,1.0473945,1.4660265,1.0103005,0.49235845,1.3502208,0.50036097,1.1926203,0.6550938,1.3103521,1.0825703,1.2443094,0.9753585,1.5155239,1.0294069,0.8781985,1.2945979,1.2554942,1.0692664,0.47009432,0.6742521,1.2438014,0.5317625,0.62096703,1.1706697,1.1866188,0.8670941,1.0312542,1.1012845,0.57684886,1.3459337,0.7224312,1.2784408,0.72453475,1.28831,1.5235696,1.1699697,1.4854236,0.61214906,1.2290637,0.52417886,0.8807605,0.8398684,1.3731791,1.2762513,0.7500453,0.7904459,0.64363694,0.7723837,0.6334406,0.85471225,1.3653322,1.5856106,1.4819558,0.9871453,0.527043,0.6110673,0.7329799,0.9448916,0.82543206,0.0,0.99201953,1.2393663,1.0877132,1.1699407,0.9989145,0.91144896,0.63675535,1.1344879,0.56485593,1.518519,1.2496225,1.2437657,1.1157196,1.1328125,0.52998805,1.228272,0.7017259,1.1618738,0.6727203,1.2641726,0.8067639,0.5176091,1.0283209,0.6654844,1.4943975,1.4937875,1.1948609,0.4413793,1.0546259,1.0170118,0.6733369,0.6750146,0.6636996,0.9152721,1.099749,1.3005084,0.85345834,1.1637287,0.68398166,1.0657935,1.2073467
pumpkin,1.0410347,0.772795,0.92766374,0.55246043,0.8823486,0.9613446,0.981933,1.1939707,1.069469,1.1494894,1.0501744,1.2143734,1.0461965,0.9551087,1.0310211,1.1068414,0.98272556,0.99314654,0.8979941,0.9959337,0.7664015,1.1104435,0.95361215,1.091975,1.1194872,0.8599199,1.1115226,1.0834426,0.89665854,1.190313,1.1180447,0.9577833,1.1898923,0.7401389,1.1401193,1.0920167,0.8738221,1.0264542,1.1052321,0.9916778,1.0053241,1.0143266,0.9783324,0.71529216,1.150542,0.9762209,1.1215569,0.88144326,0.5698048,1.1340917,1.0146368,0.8845753,0.95317274,0.87606776,1.0146314,1.1000326,0.82042587,1.0830725,1.1819973,0.9155305,0.84065706,1.2357377,0.8939265,1.0613009,0.9015884,0.9274487,0.8427476,1.1055845,1.1451044,0.9555912,1.1335522,1.1182752,1.1344893,1.1172128,0.96616477,1.0696937,0.8607069,1.0426912,0.75051296,0.9157363,0.9159739,0.9336273,0.6797774,1.0772834,1.235328,1.1554434,1.0751588,1.11659,1.0688863,1.0936482,0.9868326,0.8931848,1.0061032,0.99201953,0.0,0.94137305,1.0205038,1.1728172,0.7580967,0.92811465,0.7758658,1.0539582,1.0328704,1.170092,0.9678392,1.0757453,0.97347033,1.2589885,1.2345922,0.8905448,0.9266975,1.0810962,0.9931132,0.9413462,0.89571553,1.0007083,1.1057042,0.79985136,1.0563842,1.1346874,1.1823153,0.8986514,0.8226905,1.0486948,1.0760387,0.9295761,0.8209726,1.0589048,1.0637914,1.0629246,0.96758956,1.0738802,0.9146223,1.2601943,0.97538275
purse,0.9777866,1.3443197,0.8717694,1.1396223,1.1783311,1.1195529,0.6865581,0.97941244,0.99353987,0.7986483,1.2970542,1.018978,0.772665,1.1717776,0.6844307,0.91120577,1.0084321,1.232595,1.067689,0.79956996,1.301671,0.856507,1.1852771,1.1691672,1.0223197,1.1381164,1.1070307,0.80227625,1.124581,0.8920982,0.991742,0.9958351,1.0669862,1.2819182,1.0482794,0.87778515,1.0965652,1.3562467,0.77531844,1.1842908,0.95757246,0.9527664,0.99500763,0.876827,0.95062894,0.9266676,0.8379981,1.1399814,1.1891352,1.1327326,1.1090791,1.2310956,1.2353817,1.038988,1.0400125,1.2479029,1.0948576,1.0031583,0.81885374,1.3045113,1.0158646,1.1553929,1.0994058,1.1103559,1.2921467,0.99201775,1.1572654,0.7339771,0.81552404,0.5658907,1.0042505,1.071583,0.81478786,1.1382562,0.95945203,0.8796777,0.8255018,0.7698836,1.1085001,1.3482597,0.9868042,0.99101853,1.3430493,0.96563864,0.9625317,0.86598206,0.95137244,0.7533236,1.3403928,1.3686354,1.1001246,0.8724135,1.0016583,1.2393663,0.94137305,0.0,0.8533196,0.8514056,1.002679,0.96379846,0.9505413,0.9840169,1.0273153,0.85585696,0.7607155,1.0560715,0.7512294,0.92201996,1.1215352,0.63269985,1.2820432,1.0522155,1.1945492,0.89707404,0.8886857,1.0474086,0.8202541,1.0797102,0.64821124,0.8340557,0.8005842,1.1834462,1.2184324,1.2340705,1.0969537,0.91385704,0.8760608,0.8113027,1.0173095,0.9632542,0.95777786,0.7788426,1.296582,1.0541936,0.89916086
radio,0.9115662,1.3175652,0.96017563,1.1487489,1.2731719,1.019071,0.78762954,0.76101774,1.0525005,0.7276485,1.2055004,0.9807915,0.9670827,1.164386,0.772828,0.98034805,1.1352464,1.1269689,0.9912885,0.9006203,1.2478641,0.90538293,1.2081643,1.1845728,1.0408316,1.1130013,0.89619726,0.7717,1.1053597,0.84026736,1.0185847,1.089566,0.9269352,1.2145286,0.92669976,0.7887866,1.2237636,1.2958775,0.68764704,1.1434754,0.7852046,1.041504,0.88464206,1.0025373,1.0133839,1.0685672,0.9822608,1.2628613,1.2314944,1.1300148,0.9871531,1.2831571,1.2660128,1.0722015,1.1341418,1.3008122,1.0889282,0.9316785,0.9254375,1.3020599,1.1110291,1.0276176,1.0804148,1.0120746,1.2491649,1.01696,1.1963092,0.7546892,0.9234351,0.88782567,1.082427,1.1231503,0.878662,1.1539842,0.9748026,0.887505,0.85738564,0.76133454,1.1356428,1.2682812,1.1127944,1.2656579,1.3151557,0.8570454,0.9367876,0.9347724,1.0576103,0.7705141,1.276048,1.3097961,1.0721071,0.91482395,1.0458542,1.0877132,1.0205038,0.8533196,0.0,0.6233676,1.075251,0.9584474,1.0386196,1.0999529,1.0977924,0.941634,0.91856694,1.1279652,0.7660114,0.9676687,0.839726,0.8496293,1.3502692,0.91160846,1.1993511,1.102939,0.90261525,1.0884821,0.7904141,1.1815343,0.6577886,0.8939127,0.70084023,1.1923321,1.3012264,1.2543366,1.1352253,1.0180342,0.8590116,0.66014165,0.9587184,0.88813955,0.851174,0.8253859,1.2873933,0.78820837,0.9140917
refrigerator,0.9894629,1.4140965,1.054009,1.2464017,1.2634996,1.0833849,0.8281808,0.712534,1.0579011,0.7207223,1.1956658,0.77391636,1.00457,1.1792952,0.91084504,0.9864086,1.1649115,1.1108565,1.0917556,0.81661385,1.3501086,0.8768433,1.265086,0.99190325,1.0263283,1.235276,0.84373176,0.53050196,1.0689793,0.61293375,0.9857451,1.1021712,1.0279756,1.3119104,1.02781,0.75620604,1.3785263,1.3621455,0.582888,1.1034698,0.820778,1.0310686,0.85274607,0.944138,0.6563291,0.9654559,0.8959866,1.2559748,1.2840633,1.0591536,1.0027759,1.3267837,1.3517472,0.9666865,1.2408439,1.3123419,1.2459729,0.93344486,0.8262977,1.3744382,1.18993,0.9218885,1.2878028,1.0587265,1.2769241,1.1210006,1.217248,0.71066236,0.8890439,0.95121133,0.98133355,1.1614251,0.6661915,1.0412534,1.0561165,0.88115627,0.94521344,0.7654247,1.2242656,1.2943096,1.1598451,1.2670988,1.4036307,0.6356864,0.94986045,0.92792124,0.95510876,0.75789607,1.3256689,1.3329935,1.1498108,0.9373011,0.7919461,1.1699407,1.1728172,0.8514056,0.6233676,0.0,1.1454358,0.9838999,1.1304927,1.0320067,1.0435455,0.88836825,1.0734766,0.95712274,0.69124126,0.69021004,0.80197686,0.9234525,1.4256144,0.9246317,1.1219571,1.1518626,0.9019103,1.0874239,0.80930907,1.2326615,0.60579735,0.8612611,0.61889046,1.2704651,1.3573267,1.2190278,1.2046162,1.060035,1.0616157,0.78751445,0.8829904,0.7952858,0.8067609,0.6758254,1.3037701,0.64727616,0.87157094
rock,0.9907602,0.9264809,0.9508832,0.8395704,0.90469056,0.9577444,1.1500814,1.0156507,0.82173175,1.0775032,1.0352219,1.146167,1.0099792,0.67813575,0.79335916,0.92594355,0.89285433,0.9566728,0.9281423,1.1978676,1.0518721,0.907188,0.99495435,1.0697318,0.8940927,1.0684061,1.101512,0.99155617,0.9047795,1.1879584,1.0215261,0.96604717,1.2202599,0.96023726,1.0486778,0.9365447,1.0496452,1.0154723,1.1941472,0.9576895,0.99480796,1.0542753,1.0541596,0.9394392,1.2357324,1.1715294,1.0645214,1.0507646,0.8252009,0.99290663,1.1150513,1.0672152,0.994831,0.887928,1.0836809,1.0890555,0.97302085,0.8775262,1.1064187,1.0312102,0.91727716,1.075554,0.9948772,1.1310754,0.8691843,1.0944047,0.880597,1.1103609,1.0297536,1.0973091,1.0617337,1.0624782,1.2227485,1.0438601,1.1059344,0.9472857,0.96315265,1.1043588,0.97939765,0.9004378,0.86863637,0.9739917,0.9368907,1.1058371,1.0546694,1.0486699,1.098304,0.9415938,0.95741564,1.0447054,1.0239077,0.62196183,0.8643537,0.9989145,0.7580967,1.002679,1.075251,1.1454358,0.0,1.0033422,0.9508182,1.069515,0.9479561,1.0947695,0.995915,1.1193287,1.1205885,1.2133145,1.0498614,1.0293021,0.9163527,0.8297689,0.9346198,0.98671806,0.96212244,0.942128,0.86592364,0.95861524,1.0245423,1.052649,1.1611389,0.9394728,0.94657964,1.0410142,1.0657393,0.80954283,1.0519325,1.1327149,0.88561285,1.1016262,0.8622117,1.0958892,1.0145842,1.2241194,0.97937405
rooster,0.77738357,1.0378679,1.092287,0.97407037,1.0472354,0.83008265,1.0244714,1.1211909,0.99801093,1.1639863,1.1232518,1.1032897,1.094373,0.9614506,1.1122065,1.0704852,0.9450734,1.051969,0.9787308,1.0098313,1.0790105,0.98335296,0.6925517,1.1191915,1.058859,1.0808375,0.7348033,1.1614598,0.8776529,1.0487422,1.1381135,0.98164827,1.0410382,0.9765853,0.84588087,1.1763031,1.0682085,1.1168325,1.0597115,1.0221401,0.7426853,0.911917,0.56025,0.8928485,1.1004231,1.0644594,1.1423913,1.1110511,0.9930801,1.063596,0.9962494,1.1685048,0.8973235,0.79193807,1.0903581,1.0484676,0.5344738,0.9907088,1.0516295,1.0382831,1.0054344,1.0650994,0.8941524,1.0620497,0.84995776,1.1203877,0.9792423,1.0259107,1.1475177,0.93340737,1.2038566,1.0365014,1.0406634,1.0259892,1.1395574,0.9688991,1.0492331,0.8830527,1.0261211,1.1192276,0.9249672,1.0334793,1.1075822,0.99810535,1.1127844,1.1671433,1.1708529,0.89259166,1.058114,1.1002553,0.9812235,1.080236,0.8184688,0.91144896,0.92811465,0.96379846,0.9584474,0.9838999,1.0033422,0.0,0.97444904,1.1906607,0.92971766,1.1122481,0.9315098,1.100731,0.87552613,1.1822006,1.0324494,0.88118875,1.0712227,1.0445082,0.98951584,1.1107998,0.9523798,0.93806636,1.053429,0.96686614,0.97350264,1.0840807,1.1232607,0.9592655,1.143661,1.1123197,1.0520726,0.89265,0.8874494,1.0209386,1.0220889,1.0246872,0.8703169,1.0087767,1.118922,1.0806041,1.0226442
