,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,coat,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
nose,1.0571283,0.95738596,1.1005183,0.7794284,0.78103566,0.7989835,0.89587057,1.2438647,1.0152407,1.3221319,0.7198609,1.214503,1.3195527,1.101063,1.2720267,1.2698665,0.88182926,0.8621554,1.3178384,1.1367517,1.0902117,0.9193531,0.99616724,0.75208145,1.0467777,0.9541715,1.0026907,1.0121254,0.9779975,1.0889688,1.2920289,1.2022555,0.73233604,1.2440085,0.83593345,1.1025996,1.121385,1.1287642,1.0941945,1.1958252,1.0318741,0.9828862,0.46117663,0.9420677,1.008831,0.44627512,0.81372607,1.0446832,1.1828301,0.47483492,0.9612019,1.1821178,1.0319717,0.90759444,0.6989725,0.9799727,0.7823779,1.2083961,1.0572324,1.1376922,0.7226767,1.0553594,1.1096001,1.0336756,0.7507309,0.9867692,0.47858083,0.0,0.6836314,1.1577017,1.1282709,1.3315848,0.92471015,1.3135381,0.8240946,0.8106085,1.1877263,1.0140879,1.0333449,1.1323426,0.8476994,0.9802492,0.9656655,1.1690378,1.0118024,1.1558807,1.1313407,1.2307992,1.1198215,1.0349694,1.0725011,1.0360956,1.3170247,0.49400514,1.0377969,0.8238765,1.0605266,1.0195917,0.7730503,0.97944915,0.9047144,0.9454925,1.354877,1.2853689,0.76638615,0.54066956,0.6484773,0.8746843,0.73395586,1.0981014,1.261496,1.2009039,1.1978133,1.0208142,0.6746794,1.1443539,0.8784655
orange,0.91627747,1.1480954,0.71134526,1.0767281,1.1920516,0.96071184,1.196368,1.0302958,0.970333,1.0219597,0.93343574,0.7357242,0.9009495,1.1565104,0.8084662,1.148153,1.2984922,1.1580899,1.2231059,0.90165895,0.88631755,1.1680734,1.0728973,1.0229409,1.0608944,0.94627523,0.85443026,0.9516527,0.932269,1.1704826,0.97967225,0.93935585,1.0438809,1.1169957,1.279204,1.1835006,1.117321,0.97675514,1.2276206,1.0649147,0.8404027,0.9548246,0.5933529,1.083056,1.135344,0.6063047,1.140114,1.1778313,1.1033831,0.8991031,0.8819857,1.1547686,0.90538645,0.7803017,1.0027096,0.96404886,0.77497256,0.8640585,0.9247596,0.91362315,0.97578037,0.9176311,0.83719826,1.1025741,1.0791239,1.2028419,0.8325442,0.6836314,0.0,1.234065,0.8899206,0.97915906,0.66723084,1.2089233,1.0459212,1.0040941,0.7588649,0.9861109,1.2062895,1.2154679,0.60880756,1.2227275,1.0412873,1.105739,1.3054447,0.8830918,1.0451941,0.98012066,0.95225024,0.79691815,0.87639457,0.95805794,1.0347313,0.7313137,1.0463171,1.0399739,0.78535163,1.0886049,1.0493977,1.0193925,1.1143606,1.0041746,0.99288726,1.113511,1.0720828,0.7761923,0.6837998,0.955833,1.0169573,1.3369694,1.1665027,1.1537474,1.1789014,1.2632997,1.0781227,1.0283239,0.86933315
oven,1.1082864,0.8076389,1.2149063,1.2007666,1.1379827,1.072107,0.7832322,0.9461092,1.1985345,1.2026892,1.0819321,1.2104577,1.2611834,1.0996844,1.2303214,0.79605174,0.8260201,0.8687734,0.87374043,1.1107334,0.73620355,0.76761585,1.1562457,0.6419399,0.97708935,1.1811393,0.6129034,0.98453325,0.94691014,0.94227177,1.2022195,1.1439047,1.0093716,0.8718099,0.8757148,1.0977067,0.9690003,0.6593227,0.6107186,0.92543095,1.1907698,1.1676459,1.1918485,1.1317196,0.91303366,1.0644025,0.92911315,1.0089881,1.1177397,1.1857905,1.0006655,0.80054706,1.2474295,1.143138,1.219153,0.7706353,1.0141019,1.1244061,1.0546739,0.7153414,0.8751941,1.2390935,1.1584697,0.99433315,1.1579645,0.68759894,1.1762457,1.1577017,1.234065,0.0,1.3095953,1.0830168,1.0657545,0.996611,0.8655187,0.9653536,1.0897472,1.118139,0.9640364,0.9197227,1.1625547,0.7581328,0.6746978,0.4637872,0.834365,1.1389637,1.0040014,1.1312834,0.95319253,1.1081287,1.0556655,0.86553055,1.1517466,1.1759741,1.1559033,0.873061,0.981474,0.8935717,1.0225692,1.1465045,0.78513765,1.0365137,1.1789724,1.0106305,1.0609245,1.1593151,1.1445011,1.0106312,0.81779647,0.824147,0.68649745,1.0391256,0.9361577,0.5925136,1.1136166,0.890644,1.1722234
owl,1.0222726,1.1620535,0.7263439,1.1233523,1.1399504,1.1383896,1.3874557,0.7803925,0.55853635,0.7045968,1.0965539,0.6175688,0.63764143,1.0807862,0.60477346,1.1751593,1.250474,1.3903451,0.9895225,0.99613136,1.0923003,1.3641932,1.1005195,1.3332741,0.99176836,0.70764405,1.2360766,0.9449213,0.957592,1.1688495,0.69776964,0.8142444,1.1819746,0.9801449,1.3576474,0.9816729,1.181024,1.1005874,1.1815779,0.9728076,0.47039062,0.8652946,0.99052405,1.0962622,1.2049826,1.2257522,1.1902928,1.1860635,0.9084709,1.1004993,1.0339167,1.1102064,0.70633584,0.79865396,1.1416403,1.0675738,1.0607573,0.71966326,0.8978628,1.0419161,1.2492796,0.745643,0.7632141,1.0807074,1.0486044,1.2730808,1.1441454,1.1282709,0.8899206,1.3095953,0.0,0.78690445,0.9606046,0.94244105,1.1666967,1.1580375,0.91332966,1.0427694,1.2244043,1.1988249,0.99213105,1.2263372,1.3527256,1.1424572,1.2310872,0.7422314,1.0442634,0.7766393,0.96282494,0.87058145,0.9809146,0.9920899,0.65745056,1.0748423,0.88374794,1.3005925,1.0124873,1.1674073,1.2494028,1.0604178,1.1350563,1.0864329,0.70885396,0.80904764,1.2701546,1.0585824,0.97354776,1.0367838,1.2408421,1.2825321,1.225965,0.99891555,0.90090954,1.2279005,1.0982945,0.965244,0.5547874
pajamas,0.93160194,1.1767032,0.7261957,1.2930689,1.3282368,1.3449056,1.396886,0.9015945,0.9961653,0.6597648,1.3850584,0.5044346,0.44128144,1.0802485,0.40601516,1.0507367,1.2879595,1.4225409,0.9864628,0.94000703,0.9666532,1.3993843,1.3024408,1.399937,1.1575221,0.86667633,1.0730273,0.59991956,0.94100016,0.932582,0.61518335,0.7186752,1.4574225,0.85189617,1.4584054,0.9637034,0.93636304,0.8561398,1.2221173,0.26607418,0.7302165,0.8625649,1.2040962,1.1965011,1.0851866,1.2641256,1.3679737,1.3003628,1.0303116,1.3994576,0.9428891,0.9596725,0.6171377,0.863922,1.3086643,1.1854331,0.7127065,0.4641918,1.1753627,0.89918375,1.3752601,0.82314646,0.66080385,0.8797021,1.2856281,1.3100591,1.3912756,1.3315848,0.97915906,1.0830168,0.78690445,0.0,0.5429574,0.86247444,1.4364545,1.3730581,0.47535223,1.0813006,1.2090281,1.1022228,1.0002383,1.1762137,1.3913031,0.95323265,1.1375911,0.37093216,1.0254195,0.20799387,1.1068479,0.91442275,0.91417575,1.1088572,0.49985468,1.3441709,1.0700427,1.385618,0.6965876,0.9909865,1.3898737,1.0317233,1.1930232,0.6828581,0.30548656,0.76521456,1.4715579,1.266919,1.1606841,1.2426544,1.2739389,1.2723014,1.2891994,0.87814593,0.8385561,1.1381745,1.3664361,0.8400159,1.0487127
pants,1.0081071,1.1959344,0.692879,1.191078,1.2479432,1.206793,1.2716591,0.9372351,1.0556582,0.99532306,1.2280712,0.61546075,0.76300454,1.1702429,0.6448027,1.2451276,1.2796534,1.3456298,1.2805219,0.9001527,0.84710133,1.3116587,1.292585,1.1225743,1.1199431,0.8439226,0.9887155,0.5703831,0.8633237,1.0366108,0.91962755,0.91349876,1.3422153,1.0962943,1.347384,1.0627195,1.0365033,0.733658,1.214287,0.5703567,0.7102037,0.9397241,0.8787249,1.1829565,1.062629,0.8755955,1.2590559,1.3013484,1.1024317,1.1258494,0.8185068,1.1410065,0.76880234,0.8088104,1.14887,1.1040146,0.45760202,0.47538424,1.1403216,0.8301612,1.1472253,0.8080249,0.7138491,0.9771978,1.2011223,1.2283554,1.1225643,0.92471015,0.66723084,1.0657545,0.9606046,0.5429574,0.0,1.1664491,1.3923753,1.2807446,0.5825486,1.0248497,1.2014384,1.2986087,0.8283277,1.0998253,1.2838526,0.9346134,1.1491487,0.5565454,1.1181782,0.60568976,1.1172668,0.7347804,0.80973184,1.0484266,0.8519433,0.99642116,1.0329022,1.2583632,0.7434219,1.0058527,1.2462186,1.0276144,1.1625509,0.72793037,0.6352988,1.0889429,1.3556523,0.9309795,0.9599814,1.1440241,1.1016442,1.3891578,1.2892544,1.0252173,1.110919,1.0097616,1.2494864,0.90123254,1.0627824
paper,0.780087,0.85585904,0.890998,1.1446322,1.1736503,1.3274763,1.2962661,0.87110937,1.0040097,0.42420918,1.246576,0.8621104,0.6570363,0.75983834,0.72061074,0.35099596,1.1941719,1.3467132,0.2056216,1.0249594,1.0824,1.2804016,1.0018171,1.4108285,1.1529619,1.0153443,1.1863242,1.0460799,0.9231993,0.92864215,0.54100215,0.8989179,1.297976,0.74867684,1.3259158,0.88377064,0.8702771,0.96618336,0.970913,0.95166093,1.0532453,0.8808558,1.2816491,0.89258236,0.85983104,1.3520432,1.3561424,0.7848804,0.8235556,1.3570026,1.098626,0.59298164,0.89602125,0.97445714,1.3161561,1.1330055,1.1492728,0.93291056,1.3089907,0.9636988,1.3338759,0.9238016,1.0270559,0.9792224,1.2215242,1.2175285,1.3873104,1.3135381,1.2089233,0.996611,0.94244105,0.86247444,1.1664491,0.0,1.2551078,1.2496644,0.86586493,0.945891,0.90100205,1.0133232,1.1979084,1.1984566,1.1926026,0.8778018,1.1212318,0.93739635,0.9065199,0.87753516,0.8093725,1.0712467,1.0019829,1.076159,0.7555125,1.4164321,0.9828563,1.2023201,1.071025,1.0275899,1.4216076,1.001902,0.89526343,0.992808,0.75535095,0.6985142,1.3073716,1.3087718,1.2802885,1.3302679,1.3030078,0.99123585,0.98779213,0.8393786,0.78165007,1.1482456,1.3175716,0.88919854,1.1179726
pen,1.0835304,0.951989,1.3527818,0.8191637,0.7525392,0.46106505,0.41708207,1.3567063,1.1502551,1.4043953,0.566984,1.5412188,1.4559546,1.0720133,1.5663702,0.9660307,0.51980424,0.46502185,1.1246547,1.1525694,1.0374265,0.47846282,0.7795368,0.49057746,0.8606069,1.2501526,0.7881978,1.2515466,1.2503558,1.1898394,1.4638791,1.243918,0.28452313,1.1955085,0.41896927,1.1974918,1.0959244,1.3818324,0.8504348,1.3004893,1.1179327,1.1978047,0.6670551,0.95278776,0.98870957,0.65736085,0.24854171,0.9230592,1.1798656,0.42902845,1.1398718,0.9827056,1.386007,1.0697998,0.5535634,0.8899644,1.2092724,1.5169402,0.6112845,1.2189242,0.48209524,1.2811196,1.3320906,1.155365,0.5617054,0.488824,0.41437632,0.8240946,1.0459212,0.8655187,1.1666967,1.4364545,1.3923753,1.2551078,0.0,0.3112437,1.421443,0.95064867,0.8132593,0.9207467,1.0905342,0.7219558,0.47045523,1.1033908,0.85832894,1.389357,1.124119,1.4041731,0.92183405,1.2858726,1.3203981,1.1029576,1.4780738,0.50215167,1.1670043,0.5216965,1.088284,1.0961869,0.29348987,1.1315938,0.87213135,1.2131913,1.4749179,1.4356767,0.42177212,0.6377345,0.7966621,0.5157703,0.4246127,0.7227316,0.7386333,1.2666183,1.3112981,0.9555604,0.38932312,1.3334979,1.0437913
pencil,1.1088495,0.9746074,1.2219766,0.7934624,0.7097042,0.58570874,0.58422905,1.3007613,1.1085627,1.3758522,0.43320668,1.4206876,1.3998148,1.095533,1.4718008,1.1513712,0.4891007,0.56192446,1.2009513,1.1441542,0.94226867,0.64606434,0.8996614,0.6082425,0.9042555,1.2405264,0.913849,1.250237,1.1835713,1.224087,1.4122565,1.2281222,0.13550687,1.2529361,0.500345,1.2391193,1.2221143,1.398736,1.0004205,1.2659684,1.1271508,1.2142763,0.6318584,0.97120214,1.0491402,0.66003823,0.35742962,1.0087786,1.1192052,0.34886914,1.1457812,1.0998828,1.3422513,1.0720202,0.49150097,0.86576307,1.1757425,1.4134071,0.76815057,1.1962531,0.46233296,1.2520674,1.3456517,1.2115669,0.32877028,0.55204856,0.3735367,0.8106085,1.0040941,0.9653536,1.1580375,1.3730581,1.2807446,1.2496644,0.3112437,0.0,1.3876941,1.016436,0.9826793,1.0271355,1.1070888,0.95731735,0.68373346,1.2645657,0.97307664,1.3782446,1.1423304,1.3400941,1.1343913,1.2140845,1.1608415,1.0513365,1.3636913,0.5068978,1.0314636,0.47474772,1.0913651,1.1572196,0.38370252,1.0049727,0.91704077,1.2135229,1.415417,1.3924065,0.43975604,0.6173868,0.7989476,0.5185939,0.3630998,0.93222994,0.9054063,1.238995,1.1903801,1.0163898,0.2613297,1.2716509,0.9866225
pillow,0.98545533,1.1904018,0.6393527,1.2387468,1.298764,1.321644,1.3223243,0.91970396,1.0063759,0.49849784,1.3790566,0.32790017,0.6240838,1.0825645,0.26884067,0.95863473,1.358832,1.4248054,0.9772166,0.8585801,0.89739525,1.374151,1.2929488,1.35705,1.2111549,0.8004781,0.8958931,0.8254467,0.92805165,0.97540945,0.3881328,0.73541373,1.4570186,0.6004236,1.4584363,0.7638364,0.8300524,0.78153044,1.1826148,0.73817396,0.8934145,0.9065932,1.1724267,1.1883141,0.87478733,1.1506683,1.4676149,1.2548517,1.055769,1.3977902,0.8036101,0.9578179,0.8249473,0.92831445,1.2884922,1.1862714,0.7549422,0.5532792,1.2151775,0.7992091,1.3597308,0.80365324,0.72852445,0.88479626,1.3147662,1.2725148,1.3683099,1.1877263,0.7588649,1.0897472,0.91332966,0.47535223,0.5825486,0.86586493,1.421443,1.3876941,0.0,1.0395942,1.1878225,1.1726948,0.9771912,1.1924522,1.2756205,0.7923497,1.1057523,0.6501784,0.99085486,0.6703548,1.068824,0.8079425,0.90533406,1.128923,0.5637285,1.3382444,1.0980847,1.3242322,0.7510439,0.9314329,1.4594469,1.0642678,1.2296654,0.8019777,0.55687714,0.7681598,1.4222224,1.265041,1.1591189,1.3939734,1.3144069,1.2102237,1.1702253,0.902604,0.9359714,1.0648814,1.3865436,0.8548794,1.0877922
pizza,0.90492415,1.0241829,0.9887501,1.0230196,1.0289183,0.9931655,1.0218436,1.1760677,1.0596243,0.98434407,1.1918601,1.0748638,1.0383859,0.9753983,1.0448819,0.8306357,1.2335031,0.96302205,0.9860169,0.6533949,1.0653094,1.1593349,1.0134465,1.2821225,1.1926976,1.1438184,1.153131,1.0137159,1.0305017,0.6900115,1.0250825,0.7492981,1.0868833,1.0513569,1.1130359,0.98531765,0.9314435,1.1429265,1.0368168,1.1006043,1.0738693,0.9727741,0.8993149,0.95931363,0.9614319,1.0457902,1.0313902,0.91675013,1.0930781,1.0503367,0.85435784,0.77959526,0.9804591,0.720062,1.0773681,1.0482987,1.0585469,1.0214812,1.1335001,1.1327544,1.1155913,0.8448124,0.8988891,0.4814849,1.1088481,1.206825,1.0307872,1.0140879,0.9861109,1.118139,1.0427694,1.0813006,1.0248497,0.945891,0.95064867,1.016436,1.0395942,0.0,1.0221536,0.7437474,0.9167694,1.0708259,1.1166255,1.1015245,1.1479534,0.9392234,0.83973217,1.0374805,0.79830873,0.9607095,1.0931219,1.070974,1.089633,0.8956444,1.1585188,1.029829,0.965361,0.68992174,0.9577621,1.0642923,1.0634708,1.0233629,1.0017117,0.9916245,1.0611154,0.888234,0.8558788,0.9044956,1.1155415,1.055464,0.87870723,1.0052927,1.1115669,1.0570327,1.0619333,1.1845808,1.1243656
plant,0.84833,0.9197786,1.2924061,0.9389378,0.8811047,0.82511497,0.72028697,1.141521,0.98635286,1.1262574,0.91729885,1.2945523,1.2284402,0.88940287,1.3024673,0.76708615,0.8152758,0.7413522,0.8097739,1.2006315,1.0532411,0.8000132,0.7375605,0.8276187,0.747422,0.8458878,0.87270033,1.1115731,1.193537,1.0353818,1.1730101,1.2396488,0.90126604,1.0425748,0.7585484,0.8709494,0.87393266,1.053004,0.96183443,1.170269,1.2959042,1.1632792,1.1546118,0.88708735,0.83420897,0.97885334,0.82094336,0.7786044,0.8769067,1.0098357,1.1840116,0.97406,1.1255327,1.2586663,0.8875652,1.051815,1.118054,1.2845832,0.8963736,1.0293647,0.8591348,1.1593908,1.2619816,1.0574832,1.0009863,0.7729671,0.973488,1.0333449,1.2062895,0.9640364,1.2244043,1.2090281,1.2014384,0.90100205,0.8132593,0.9826793,1.1878225,1.0221536,0.0,0.9094625,1.2277261,0.81886494,0.7540419,1.0497823,0.533926,1.2529362,1.0750889,1.2147727,0.90779155,1.2556026,1.0004543,1.0696584,1.2270286,1.1372333,0.911543,0.8662202,1.1422085,0.9510572,0.89334804,0.8809178,0.87892115,1.0430892,1.2043016,1.1220185,0.8265619,1.1287762,1.1667162,1.0647435,0.92618513,0.7732896,0.82215273,0.886825,1.029865,0.9436946,0.96716046,0.9686131,1.0266583
plate,1.1239206,0.9473299,1.2635515,0.9655065,0.93513364,0.9749993,0.74210286,0.99317354,1.0490795,1.1583585,1.0347623,1.2540205,1.1841564,1.0117666,1.1908867,0.92140186,0.94189304,0.4265707,0.96840113,0.8394775,1.0536635,0.87967825,1.0018309,0.9933393,0.99807125,1.1409533,0.9260785,1.237685,1.1011415,0.46803343,1.1912866,0.9333792,1.0107825,1.0807335,0.6903185,1.0094092,1.0979484,1.0682164,0.87988967,1.1403276,1.2062883,1.1642598,1.2310946,0.99784136,1.0108452,1.0954952,0.8582194,0.9368002,0.98068213,1.098604,1.092988,0.8728809,1.1832535,1.1404387,1.0897615,1.0127696,1.3010297,1.2798791,0.8064949,1.1180205,1.0136676,1.0203942,1.1629301,0.60135055,1.0646015,0.96350455,1.0596721,1.1323426,1.2154679,0.9197227,1.1988249,1.1022228,1.2986087,1.0133232,0.9207467,1.0271355,1.1726948,0.7437474,0.9094625,0.0,1.1175407,0.9912859,0.84687376,1.0282922,0.8741431,1.2119889,0.76566684,1.0935459,1.0246706,1.0537766,1.0867347,0.7155788,1.1338786,1.0890634,0.9753624,0.886383,1.0847958,0.5692247,0.79946226,0.8508144,1.0270292,1.1533632,1.1376611,0.59685117,0.70998496,1.1777747,1.1304747,0.9048037,1.012622,0.86681104,0.6571324,0.9807738,1.0601232,1.0132272,1.0428913,1.0709293,1.0921949
pumpkin,0.90341634,0.98427856,0.875594,0.99487394,1.0594854,0.88472295,1.0749784,1.0835979,1.0793242,1.135537,1.0730244,0.9439268,0.9217182,1.0138029,0.9927507,1.2192459,1.1797287,1.0863028,1.228494,0.7713971,1.0985554,0.9975242,0.9460325,1.0840963,1.063206,1.0437925,1.0713265,0.8957909,1.0330992,1.1063291,1.0849699,0.8277329,1.1052268,1.1613193,1.0831363,1.0036894,0.8570382,1.0272788,1.1013627,0.93970245,0.8594572,0.85244775,0.81504357,0.95889795,1.0390399,0.8363995,1.0495614,1.0102961,1.1347085,0.9690976,0.8218655,1.1162667,0.8850295,0.7750517,0.9023621,0.93534046,0.93282187,0.87053007,0.94553363,1.1236396,1.0275269,0.9579831,0.6699712,1.0310922,1.1125636,1.0741084,0.911473,0.8476994,0.60880756,1.1625547,0.99213105,1.0002383,0.8283277,1.1979084,1.0905342,1.1070888,0.9771912,0.9167694,1.2277261,1.1175407,0.0,0.89560705,1.0694517,1.1036147,1.1677105,0.8261511,0.96479017,0.9309187,0.9524485,0.7876109,1.1089687,1.1439706,1.1061004,0.76265657,1.193877,1.0280113,0.8891336,1.1010637,0.96350586,1.1515758,0.96410924,1.0875932,1.0092508,1.1340584,1.0331299,0.7731409,0.731678,0.99496216,1.0557415,1.0043396,1.0889463,1.1044044,1.1161268,1.0530746,1.0373893,1.1025451,1.0027326
purse,1.110069,0.7909081,1.2583227,0.8171046,0.7815931,0.5882452,0.5449543,1.2263031,1.1932629,1.2930883,1.0613726,1.3612612,1.1565477,1.148694,1.3029611,1.0137345,0.69852126,0.7728865,1.1050824,1.0022926,1.0401375,0.5796339,0.86296266,0.66891325,0.9784702,1.0922346,0.9582444,0.9545923,1.1317499,0.9857657,1.2970258,1.0821595,0.8782977,1.0422122,0.6211804,0.9019495,0.7841165,1.1035895,0.85264635,1.0169475,1.1501898,1.1166885,1.04979,1.0972787,0.82995355,0.94513303,0.6498522,0.89109856,1.2623111,0.90857786,0.84569657,1.0053911,1.2585998,1.0822469,0.85069704,1.0050888,0.9021853,1.1618843,0.83096755,1.1032579,0.8358423,1.1905937,0.9927846,0.9858794,1.0212733,0.5388406,0.9293143,0.9802492,1.2227275,0.7581328,1.2263372,1.1762137,1.0998253,1.1984566,0.7219558,0.95731735,1.1924522,1.0708259,0.81886494,0.9912859,0.89560705,0.0,0.67662305,0.8427446,0.66307735,1.1434151,1.0977192,1.1955109,0.82244927,1.1280122,1.2419105,1.2595716,1.2967305,0.83738923,1.2513628,0.88579476,0.9567296,0.9507737,0.74163985,1.2626474,0.8089073,0.9477764,1.2835685,1.324641,0.8467047,0.8705609,0.99595726,0.942293,0.7937211,0.5396806,0.8133448,1.1144074,1.194441,0.6013584,0.86941564,1.2685689,1.1606193
radio,1.2008011,0.9980727,1.2690076,0.8535663,0.7955997,0.7271646,0.43054813,1.0275573,1.2265248,1.3013024,0.79667306,1.3560038,1.3707719,1.0703045,1.397754,0.90004003,0.6106914,0.49983126,0.980666,1.1955426,1.0189166,0.42933702,0.81182325,0.35819912,0.75258297,1.1811144,0.6410497,1.2137057,1.0288448,1.0720911,1.341561,1.3286283,0.6522588,1.045704,0.4693116,1.1243236,1.0861402,1.0470694,0.6981698,1.2184713,1.2744713,1.2754841,0.9894641,1.0508456,0.98157936,0.76619893,0.5491086,0.90988845,1.1113552,0.8209694,1.1175716,0.9739749,1.443291,1.2568388,0.8009465,0.8844375,1.1701523,1.3549964,0.650913,1.0900679,0.7054063,1.2524582,1.3427949,1.1818347,0.9157927,0.43999505,0.7731679,0.9656655,1.0412873,0.6746978,1.3527256,1.3913031,1.2838526,1.1926026,0.47045523,0.68373346,1.2756205,1.1166255,0.7540419,0.84687376,1.0694517,0.67662305,0.0,0.92856157,0.7466502,1.442419,1.0961965,1.3675356,0.92153025,1.2747769,1.0695119,0.8461251,1.3565346,0.8710079,1.036227,0.53500247,1.1386741,0.9703785,0.6272626,1.054467,0.9711121,1.1261219,1.3699707,1.2246718,0.6194427,0.94186807,1.0340928,0.81922257,0.664167,0.678153,0.5171815,1.1565893,1.1591524,0.835991,0.7724848,1.1670811,1.1926105
refrigerator,1.0614367,0.9709673,1.0104635,1.2474222,1.2700443,1.0767041,0.96295094,0.86967015,1.1258186,0.9082265,1.2847474,0.95359606,0.9502409,1.0427568,0.9636526,0.7645091,1.0712192,1.1386373,0.78214854,1.088439,0.83262175,1.0609103,1.1006961,0.9804418,1.043859,1.0509102,0.76894087,0.96487546,0.8130964,0.95700926,0.9052028,1.0266371,1.2829121,0.6695289,1.1276498,0.9651249,0.843835,0.41879904,0.7622931,0.8313358,1.0667554,0.9705393,1.1972841,1.1725894,0.9510274,1.1996247,1.1574206,1.083995,1.085766,1.2802287,1.0407685,0.7871709,1.0750368,1.0513995,1.2633749,1.050264,0.91556627,0.97241354,1.2047058,0.6354691,1.099998,1.0632339,1.0552677,0.98444664,1.2945915,1.0959942,1.2753043,1.1690378,1.105739,0.4637872,1.1424572,0.95323265,0.9346134,0.8778018,1.1033908,1.2645657,0.7923497,1.1015245,1.0497823,1.0282922,1.1036147,0.8427446,0.92856157,0.0,1.0244483,0.92375267,0.9787364,0.9832145,0.91351646,0.94763064,0.965407,0.982663,0.9470967,1.2973111,1.1081288,1.1441238,0.98146623,0.9404397,1.2665802,1.0930336,0.9461455,0.973053,0.9192082,0.7977025,1.2467538,1.2410496,1.2107139,1.249866,1.1446482,0.9255909,0.9380571,0.98375815,0.8861595,0.819087,1.2835606,0.84104204,1.1462743
rooster,1.2369401,1.0174712,1.3068737,0.86429954,0.8229347,0.9312714,0.6516633,1.123933,0.9988283,1.1405306,1.005137,1.179351,1.3055165,1.1282773,1.2206768,0.9824878,0.77138877,0.7323638,1.034966,1.106667,1.0678055,0.73482275,0.96280146,0.6776162,0.708384,0.62747455,0.74479085,1.042444,1.1620791,1.0023084,1.1209787,1.1215966,0.9457455,0.9912813,0.6921369,0.69722784,0.934888,0.9614688,0.8928992,1.132034,1.1880283,1.2014116,1.241305,1.1114806,0.9226239,0.88893986,0.7776452,1.0174153,0.99538285,0.9842178,1.1292977,1.1219889,1.1251804,1.2930787,0.927359,1.0107518,1.1004511,1.1390698,0.8161998,1.00269,0.84544456,1.1221398,1.2955998,1.0067383,0.962024,0.6438506,1.0103182,1.0118024,1.3054447,0.834365,1.2310872,1.1375911,1.1491487,1.1212318,0.85832894,0.97307664,1.1057523,1.1479534,0.533926,0.8741431,1.1677105,0.66307735,0.7466502,1.0244483,0.0,1.2498547,1.2449003,1.1665072,1.0785863,1.1391089,1.07253,1.069995,1.1245346,1.084245,1.0157715,0.9210328,1.0769572,0.9957244,0.8723351,1.0115986,1.0359839,0.95445883,1.147771,1.0525554,0.8592298,1.1034112,1.1603745,1.0912547,0.94801867,0.79570496,0.77076834,0.90430146,1.010145,0.6876536,0.936767,0.94387424,1.0129817
scarf,0.95621765,1.2031274,0.73216105,1.2616756,1.3379742,1.2236179,1.3440728,0.99667656,0.96222407,0.7616239,1.3548899,0.58350956,0.5260643,1.0103503,0.549248,1.0907574,1.3877786,1.459287,1.090285,0.98801893,0.9929517,1.4170315,1.2215042,1.4485964,1.1911509,0.87672305,1.2111745,0.5924636,0.89729977,1.0405941,0.7139999,0.7866756,1.4489204,0.90699536,1.5031964,0.97743356,0.90802294,0.88660914,1.3058357,0.45284033,0.7503924,0.6518304,1.0464318,1.1073492,1.0136162,1.1517655,1.3692584,1.2328981,0.9787864,1.2773331,0.8510253,1.0159072,0.44097066,0.7446765,1.2298124,1.2013578,0.6225734,0.5194807,1.2296007,0.8701928,1.4190025,0.69743425,0.52510524,0.87738997,1.3073804,1.4170381,1.2923354,1.1558807,0.8830918,1.1389637,0.7422314,0.37093216,0.5565454,0.93739635,1.389357,1.3782446,0.6501784,0.9392234,1.2529362,1.2119889,0.8261511,1.1434151,1.442419,0.92375267,1.2498547,0.0,0.9469069,0.43206,0.9824627,0.74644005,0.9633709,1.1757642,0.6179487,1.1910484,1.1005127,1.4106746,0.82672226,1.0605934,1.3516873,1.0742768,1.1707327,0.60702443,0.46505702,0.8862603,1.4638466,1.1178825,1.0277869,1.1150173,1.3120664,1.2494024,1.3565865,0.9212435,0.9011802,1.1379554,1.3312806,0.94905645,0.9729638
