,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.0046299,0.7358464,0.8268932,1.0946665,1.1379364,0.9362704,0.8549074,1.1268373,1.2685959,0.90117407,1.2541586,0.8446121,1.2673305,1.0612378,1.0269307,1.1677659,1.3015175,1.292692,1.0233569,1.0064938,1.3130717,0.7453223,0.8967198,1.0783125,1.0986085,0.82905555,1.0145842,0.5738181,1.1366769,1.0591642,0.76722884,1.0808173,1.0234725,1.0908484,0.9116345,1.2090247,0.887217,0.7875228,1.2041138,0.9012003,1.1237035,1.1953405,1.1703429,1.1488397,1.173406,1.1183256,0.66832834,0.6475624,0.95336694,0.4848026,0.9045802,0.53376085,0.90194964,1.1163495,0.53923374,0.88625646,1.0843929,1.2228332,1.2279178,0.56910586,0.95756996,1.1381803,1.0515414,0.94668233,1.0853972,0.8337958,0.6444868,1.0687025,1.2318842,1.125396,1.2014929,1.0485495,1.0061171,1.2264547,0.86471444,0.96914846,1.0130466,1.0342304,1.0573608,1.0861679,1.0980092,0.73635876,0.978928,0.5518423,0.8680763,0.5773631,0.0,0.8179009,1.1528997,1.0838383,1.1442552,0.9850919,1.265589,0.8198767,0.83477044,1.1192338,0.6328293,0.9561323,0.9808996,1.0688294,0.84627795,0.99805564,1.0478187,1.1240282,1.0933841,1.0435301,1.0192242,0.9394174,1.2066182,0.9803373,1.0848496,0.72706616,1.1260794,1.1607895,1.1111156,0.99810946,0.929412,1.1250165,1.2517257,1.2197464,1.2491887,0.705355,1.1427655,0.793886,0.8981221,0.9780747,0.97748065,0.8882039,1.0994781,1.1089457,1.3215945,1.1313089,0.47742254,0.6444883,0.96441174,0.88248795,1.2023991,1.3125923,1.1865706,1.0217379,1.0983486,0.5635028,1.1736946
orange,1.0055292,0.74732524,0.39746964,1.1312304,0.75512254,0.62712777,0.5690354,0.8803566,1.3294797,1.0620297,1.4800117,0.56613517,1.425408,1.347734,0.74612415,1.3518019,1.355074,1.2734051,0.7003314,0.52556455,1.2868834,0.65061784,0.8775458,0.69715214,1.0078799,0.6343283,1.0344373,0.7942881,1.2694538,0.97014093,0.680315,1.0980711,0.93855387,1.3363488,0.5038332,1.4446385,1.1046034,0.55082625,1.3675717,0.58931184,1.2898421,1.3347571,1.084793,1.2138746,1.0976212,1.359504,0.75813985,0.33673614,0.9742871,0.7668327,1.2123317,0.66770375,0.6107975,0.896986,0.59767455,0.7022414,0.9802523,1.103812,1.1069926,0.7870267,1.0278912,1.2452602,1.1214151,1.1742313,1.0874268,1.080052,0.6223816,1.24088,1.3090034,1.3666334,0.93743265,1.3203464,1.2506088,1.4052672,0.5869024,1.1294572,1.0302184,0.8828623,0.969564,1.1456228,0.88223255,1.0909668,1.0866197,0.5433829,0.7575163,0.62824214,0.8179009,0.0,1.2032788,1.1434574,1.3719509,1.2171592,1.402236,0.60959625,0.5550465,0.9490269,0.52455384,0.9536464,1.0095099,1.155902,0.79077363,0.69529843,1.0632696,1.0722734,0.69320524,0.945008,0.86461216,0.8156841,1.2575636,1.1178277,0.9775859,0.8763914,1.3333895,1.0607063,1.3877776,1.0556366,1.0999779,1.373749,1.4070144,1.2209313,1.2629144,0.5536711,1.1202545,0.47026968,1.0000114,0.70543396,0.99060863,1.0159212,1.3238468,1.3976648,1.45627,0.758775,0.5382739,0.79151434,1.0837362,0.7807586,0.9734296,1.3698707,1.130915,0.9016689,0.9607515,0.5280847,1.2906322
oven,1.1459364,1.019209,1.2336992,1.0740227,1.177023,1.0780756,1.1754212,0.81280565,0.5857417,1.1514277,0.9632143,0.9979792,0.88524926,1.0593541,1.1107975,0.9888085,1.0588694,0.8892313,0.9915036,1.0740285,0.63250387,1.2385132,1.0784433,0.8779745,1.1107404,0.8686968,1.0415103,1.2623992,1.0689018,0.79838896,0.97639346,0.6668334,1.0468832,0.8284372,1.1629398,0.99648184,1.0588967,1.0950319,0.70297503,0.86629057,0.8967835,1.0705045,1.088058,0.23540694,0.35447276,0.9659173,1.1698107,1.2888169,1.0390934,1.1470225,1.0588101,1.2220757,1.1561697,1.0074269,1.2507048,0.9628804,1.1066355,1.1000353,0.97712404,1.1647666,1.1977346,1.000901,0.99588335,1.0772295,0.96646166,1.1105326,1.1786859,1.1006907,0.8838424,0.9995732,0.79869103,1.0966753,0.909778,0.6651869,0.78905714,1.1422844,0.9182764,0.98039854,0.9736642,1.1139631,1.0858371,1.0950801,1.1769141,1.2273595,0.88479954,1.1332299,1.1528997,1.2032788,0.0,1.2006744,1.0510703,1.0747478,0.7981231,1.0253749,0.99944216,1.0525768,1.1812398,1.126028,1.0247263,1.0697383,1.0043325,1.0773462,1.0799469,1.044801,1.0008146,0.9119266,0.83954453,1.1322131,0.31593126,1.1986592,1.094878,1.0882533,1.0527143,0.7880071,1.0117369,1.2080171,1.0349863,0.8302925,0.6257269,0.5136932,0.89833164,1.178016,1.0243078,1.0746548,1.18027,0.9052119,0.9707828,1.1550362,1.0160042,1.0936005,0.7590729,0.955727,1.2901499,1.1930695,0.95836383,0.85334057,1.0213183,0.87061644,0.96566606,0.7800013,0.6693072,1.2676996,0.7321694
owl,0.56887037,1.3317409,1.1544948,1.0206462,0.8674854,1.0943604,1.1203188,1.172024,0.9636499,0.57522404,0.7919075,1.2568493,0.9999377,0.92649984,0.93982565,0.9316732,0.88595957,0.8796688,1.2377987,1.3284202,1.0488458,1.0360651,0.98781145,1.2870245,0.77163076,1.3361034,0.8987402,1.1367927,0.8233851,1.2956395,1.1193463,1.0222799,1.0030266,1.0135697,0.93349624,0.8831332,1.0705038,1.2055588,1.120761,1.4051924,1.1071341,0.78488016,0.9660127,1.1725436,1.2252514,0.99708194,1.2025431,1.1125321,0.6472716,1.209916,0.8828805,1.1595072,1.1316916,1.13252,1.2579038,1.2275198,0.558335,0.95177025,0.89063996,1.123693,1.1305046,0.9088966,0.99197143,0.9573883,1.0481048,1.0450225,1.171251,0.5273424,0.9238143,0.88634133,1.1511271,0.8987651,1.1650714,1.143739,1.27507,1.0830282,0.9893769,1.1818056,1.1619574,1.0247152,1.062135,1.0854133,0.8846182,1.129556,1.357229,1.231713,1.0838383,1.1434574,1.2006744,0.0,0.8371283,1.0388176,0.9104192,1.2149053,1.2405317,0.6157616,1.1733389,0.6991426,1.2055192,0.85858727,1.2813158,1.1574833,0.6253344,0.83083194,0.82146525,1.148145,1.3568144,1.0433819,1.1227745,0.5228831,0.77901673,1.147996,0.8396145,1.012555,0.9366268,1.0300021,1.1347339,1.063687,0.8985759,1.1753085,0.9425663,1.2079008,0.7922389,1.199066,1.1433389,1.2464938,1.0633233,0.87371564,0.9643917,0.7653296,0.96542466,1.0102066,1.2143241,1.1620054,1.1052341,1.2835641,0.97211677,0.9241995,0.8684464,1.2057196,1.2912098,1.1644367,0.91463536
pajamas,1.0843945,1.1928015,1.408,0.4212638,1.153841,1.3461189,1.4495182,1.3614111,0.70905864,0.80970657,0.34485358,1.4124486,0.5861993,0.10480285,1.4244738,0.47875613,0.7328927,0.86345536,1.429814,1.477685,0.91252524,1.0928276,1.0992953,1.4765239,1.2905061,1.4809355,1.1295695,1.0187186,0.89108026,1.2504,1.4229683,0.95140475,0.9295274,0.6927737,1.3505528,0.41103488,0.8289169,1.5841982,0.825351,1.4919806,0.89761096,0.7980585,0.45111132,1.057878,1.1385127,0.35609555,1.1742052,1.2813869,0.9172737,1.2285717,0.82476735,1.0462626,1.4940546,1.2950854,1.1747388,1.5006608,1.178846,0.7995652,0.7868532,1.2405787,0.5770433,0.7490744,0.9933868,0.8558427,0.96947026,0.6200201,1.4645009,0.9944015,0.7996732,0.46159482,1.2554576,0.37419152,0.7247177,0.85658234,1.5268242,0.8100866,0.96877223,1.1209977,1.0675784,0.5348048,1.293169,0.9011848,0.71303964,1.3362789,1.2406774,1.2048414,1.1442552,1.3719509,1.0510703,0.8371283,0.0,0.6006807,0.61893225,1.5461403,1.5175567,1.1171403,1.3421153,1.1877176,0.8554942,0.8700291,1.3825287,1.4190431,1.1572208,0.7479473,1.0988139,1.1974385,1.3864739,1.2011806,0.9676942,0.73196816,1.362617,1.1985795,0.6061,1.1773295,0.31006062,1.0398047,0.6111309,0.6610833,0.6821385,0.95295507,0.7778759,1.4605339,0.9225161,1.4187675,0.77098286,1.4209906,1.0953407,1.1394045,0.8663403,0.36980402,0.6280955,1.3899959,1.2322907,1.2045095,0.9674554,1.3146672,1.1787921,0.6596519,0.85241425,1.3370875,1.3762984,1.4672685,0.76820415
pants,0.9725765,0.9409702,1.2489512,0.7180825,1.2641106,1.2732642,1.2125047,1.3642702,0.8910579,0.7720845,0.6022696,1.1093826,0.7090646,0.614812,1.1795356,0.5353397,0.90781033,1.11779,1.3778014,1.2954232,1.1162126,1.198904,0.8935809,1.2933869,1.3312203,1.2204485,1.0396293,0.71988076,1.0092276,1.0908585,1.3562531,0.9170598,1.0064336,0.9379259,1.284589,0.57571816,0.9809419,1.3699218,0.8932954,1.3964286,0.87029904,0.9732829,1.027069,1.1507759,1.1374481,0.5175036,1.0094736,1.0395355,0.8790054,0.8393663,0.8654637,0.9968683,1.2904667,1.2933924,0.8633282,1.3606213,1.1596613,0.9031635,1.060446,1.0111018,0.65990764,0.91795105,1.231853,0.9035364,0.9877995,0.8607445,1.261213,1.0506831,0.9080477,0.4756962,1.418578,0.28070837,0.8273505,0.9781061,1.3750759,0.4841659,0.66722226,1.1614804,1.1752688,0.72532046,1.2782958,0.7939162,0.83987373,1.2408792,0.9949071,0.8898022,0.9850919,1.2171592,1.0747478,1.0388176,0.6006807,0.0,1.0529538,1.3872668,1.4043219,1.1096102,1.1188153,1.1395798,0.6887176,0.98330635,1.0607398,1.4181955,1.0700543,0.9534639,1.2149084,1.2053828,1.2236904,1.227231,1.1259927,0.79198265,1.2892003,0.89544415,0.7861411,1.2053756,0.41417646,0.9460112,0.20451891,1.0120033,0.87757504,0.97465587,0.9145946,1.2803534,1.0091127,1.2200694,0.500136,1.2835494,0.95613074,0.84524816,0.87221915,0.45324332,0.8941969,1.4673042,1.082453,1.0704598,1.1441112,1.0014707,1.362,0.9893552,1.0411003,1.2081689,1.2924086,1.2354708,0.9926017
paper,0.980201,1.3039067,1.3829645,0.7501606,1.0503511,1.2784274,1.3380706,1.1102309,0.64692783,1.0834972,0.6756225,1.4619174,0.68829536,0.6368439,1.2641737,0.8878062,0.6972941,0.39537942,1.3276684,1.3058333,0.496938,1.049174,1.1601439,1.2550818,1.1860192,1.4509963,1.0340875,1.2394476,0.9810905,1.2481923,1.140542,1.1042819,0.86336035,0.67130256,1.225278,0.71721506,0.799833,1.4374603,0.72335637,1.3197124,0.829551,0.8722571,0.75375175,0.81634617,0.85598034,0.806924,1.2273921,1.3737776,1.1001496,1.3249984,0.8523506,1.217835,1.3914225,1.1945202,1.3589648,1.4499032,0.89064634,0.8013565,0.6773243,1.3260384,0.9876397,0.811799,0.57690334,0.96465486,0.7763582,0.7504786,1.49107,1.0364014,0.7294074,0.85014856,1.0686464,0.8566951,0.7812499,0.78615785,1.3396348,1.141888,1.0355496,1.0212895,0.9732019,0.71535975,1.1964142,0.98789144,0.7529248,1.4167032,1.3442279,1.370436,1.265589,1.402236,0.7981231,0.9104192,0.61893225,1.0529538,0.0,1.3974943,1.324708,0.92589056,1.3985447,1.1024638,1.1850518,0.63839555,1.4174469,0.96815985,0.9033605,0.7178927,0.9415379,1.2028769,1.2491808,1.1289121,0.6776807,1.0112134,1.2700197,1.2152145,0.80294305,0.88970447,0.7779088,1.1064978,1.0430164,0.6545453,0.7670438,0.74215496,0.6452556,1.4949045,0.86807007,1.3760694,1.1660763,1.3059428,0.9909316,1.1566547,0.8001777,0.7792243,0.55164915,1.0579218,1.3703725,1.1067684,0.8919936,1.412883,0.88856125,0.35561872,0.88723785,1.191705,1.2715831,1.5219946,0.8206226
pen,0.9843968,0.86249006,0.6314562,1.4047339,0.9162595,0.5299548,0.5628074,0.64196914,1.2746999,1.2032359,1.5658684,0.30598736,1.3596177,1.5249181,0.63959193,1.4387852,1.2037894,1.128063,0.4698944,0.49060118,1.1307395,1.0386596,0.8535817,0.48856217,0.807405,0.3138889,0.81911683,0.9524216,1.2322141,0.7271669,0.5758169,1.0637085,1.1182066,1.1244848,0.7368829,1.5345352,1.2457769,0.090664625,1.3531324,0.4035434,1.3538198,1.3492576,1.1977103,1.0563054,0.8333167,1.4415739,0.88409907,0.7861872,0.9451366,0.8244405,1.2843596,0.79856855,0.31576097,0.72659874,0.78845805,0.35738844,1.0297719,1.2599894,1.2039816,0.6996656,1.2734,1.2906443,1.0553628,1.2063107,1.2573768,1.2196045,0.4559121,1.1114382,1.1992621,1.4647754,0.80118394,1.5285194,1.0803187,1.1947596,0.31064904,1.1780338,1.1338831,1.0103234,1.052885,1.4641253,0.6517632,1.211882,1.4581482,0.5005031,0.54162365,0.6867686,0.8198767,0.60959625,1.0253749,1.2149053,1.5461403,1.3872668,1.3974943,0.0,0.07316941,1.0441923,0.6618012,0.9747948,0.9926175,1.2170111,0.70852685,0.63569576,1.0779504,1.4245863,0.9867037,0.7934922,0.52418536,1.030837,1.115965,1.2300224,0.806129,0.87947565,1.4151177,0.71452236,1.5373714,0.9432201,1.3338145,1.2544992,1.345397,1.1192601,1.1870898,0.34232843,1.0112696,0.5441358,1.1212568,0.36550373,0.9242014,1.0417612,1.1670827,1.5372512,1.4338553,0.64951855,0.66381717,0.78191125,0.7941073,0.5176934,0.7798959,1.4291869,1.1444142,0.6223051,0.5337001,0.34197807,1.1803986
pencil,0.9753456,0.8321217,0.6785183,1.3451327,0.9820114,0.5391846,0.5500959,0.6628349,1.2528496,1.2208589,1.5518353,0.28053612,1.3592081,1.5079218,0.654559,1.436073,1.2513458,1.0914772,0.5279418,0.51473737,1.0898387,0.96958745,0.8455286,0.5556263,0.8620562,0.32013178,0.85163045,0.92246205,1.2510374,0.7191959,0.6158579,1.080373,1.0698171,1.0696127,0.71831024,1.5090721,1.1579875,0.12463951,1.3173237,0.40320277,1.3313248,1.3585277,1.1824052,1.0275975,0.8057843,1.4396679,0.9030466,0.78315365,0.95224446,0.8192655,1.3057097,0.7412983,0.3437233,0.7501951,0.7683394,0.41012287,1.0326259,1.2446554,1.1889858,0.7193538,1.2878902,1.2785926,1.0423088,1.1988889,1.242188,1.1124581,0.53564346,1.1582943,1.1971447,1.4758818,0.8241908,1.5187514,1.0366447,1.1697466,0.28123045,1.2169416,1.1235006,1.0263215,1.0400217,1.4429978,0.71750504,1.1936754,1.4176359,0.5400754,0.57906884,0.6301172,0.83477044,0.5550465,0.99944216,1.2405317,1.5175567,1.4043219,1.324708,0.07316941,0.0,1.0483295,0.6891775,0.975658,1.0001497,1.2004845,0.71568894,0.650455,1.0789627,1.3834088,0.9957002,0.8629955,0.54824513,0.9972531,1.0990286,1.2662514,0.8797282,0.85336137,1.4074402,0.7614795,1.5246332,0.9708368,1.3341031,1.2350365,1.3239083,1.102468,1.2136877,0.37439507,1.0349616,0.48786247,1.1333675,0.4014427,0.94478035,1.0615329,1.2442583,1.532164,1.3925864,0.66894144,0.6640033,0.754407,0.7921918,0.5555792,0.8521657,1.3822002,1.1398664,0.6367858,0.6114195,0.3995896,1.1478127
penguin,0.6913736,1.0716757,1.0471771,1.151762,0.9013045,1.0403247,1.0062416,1.0037385,1.0906253,1.1099386,1.1286657,1.0801594,1.1330476,1.152906,0.60473937,1.1232349,1.0589765,0.8106994,1.0471685,1.0409958,0.9320317,1.1213331,0.9600628,1.0749885,0.92057246,1.0924268,0.99121356,1.1510692,0.96236664,1.1334239,0.9884028,1.0311627,0.96146655,1.0991445,0.93627554,1.137742,1.1753837,1.0215399,1.036571,1.0919576,1.0807804,0.9398474,0.9344361,0.97252667,0.99660146,1.0746002,1.1297064,1.0264566,1.0905222,1.0789571,1.0404687,1.1416739,0.95376587,1.0158938,1.092352,1.0774254,0.35528827,0.9508835,0.9965212,1.0970628,1.172023,1.0767416,0.8778436,1.0237188,1.0325267,1.1408907,1.0796748,0.81084067,1.0472871,0.99936765,1.0266061,1.1604869,1.2793223,1.114,0.99004984,1.087403,1.0309935,0.9519276,1.0394038,1.1360656,1.0368538,1.0632997,1.1371816,1.084335,1.1353474,1.1355453,1.1192338,0.9490269,1.0525768,0.6157616,1.1171403,1.1096102,0.92589056,1.0441923,1.0483295,0.0,1.1409153,0.6702432,1.1504315,0.9897453,1.0610029,0.9300379,0.51103735,1.0746958,0.63667804,1.0282769,1.0608797,1.0420157,0.9996565,1.0994638,0.7710335,1.0414685,1.1171168,0.9041835,1.1199611,1.0909928,1.144451,1.1477072,1.1067646,1.0622612,1.0633268,1.117498,1.0148398,0.98259765,1.1245016,1.0312605,1.0638198,0.9302651,0.98135257,1.0972914,1.0645841,0.89659953,1.1018481,1.0624275,1.1819751,1.0845283,0.86582434,0.9657515,1.0113466,1.0222373,1.0484273,1.1186002,1.0394495
pickle,0.93748087,0.68572307,0.42538768,1.2695282,0.9393406,0.8629677,0.37172735,0.8940883,1.3905628,1.0148549,1.4170566,0.6913679,1.3511474,1.2792474,0.8675866,1.2576983,1.4012504,1.2996893,0.7869083,0.6435579,1.3501619,0.6261483,0.80875623,0.76266336,0.98827296,0.70022225,0.9710511,0.77122635,1.2552588,0.88598555,0.74873316,1.093803,1.0758861,1.2526109,0.6440407,1.4008238,0.96183974,0.55589837,1.3152472,0.68821657,1.1766593,1.3057395,1.1794511,1.2307823,1.1937207,1.2381225,0.670903,0.3649956,1.0457779,0.61738646,1.1835085,0.62169933,0.74234164,0.90342104,0.594663,0.6522769,1.0121183,1.2290633,1.2665786,0.6973561,1.0140649,1.2657042,1.0974319,1.157197,0.97187847,1.0815507,0.55985004,1.2337192,1.2955787,1.2640043,0.8838606,1.2699702,1.1227877,1.3657293,0.7370476,1.0157852,1.01221,0.878152,0.96854985,1.2145922,0.95538527,0.9974374,1.0981504,0.599459,0.70674175,0.6436343,0.6328293,0.52455384,1.1812398,1.1733389,1.3421153,1.1188153,1.3985447,0.6618012,0.6891775,1.1409153,0.0,0.9350727,0.9542398,1.0454208,0.53341055,0.76826644,1.1086943,1.1609015,1.0192533,0.9324783,0.8319355,0.81311905,1.2690586,1.0343814,0.95431507,0.7638736,1.2588837,1.0082948,1.3505876,0.89772654,1.0667949,1.2891458,1.3908265,1.2791505,1.3036327,0.59725296,1.1854144,0.60052454,0.9231533,0.8115945,1.0628488,0.95622796,1.1253074,1.3337512,1.4387717,0.74525595,0.5400071,0.6985125,0.9485463,0.6632213,0.9880701,1.4578245,1.1998762,0.973174,0.9935829,0.47815752,1.2910225
pig,0.6842177,1.0297469,0.8471947,1.2260892,0.9605037,0.9674642,0.82358,1.0060112,1.2143383,1.0794089,1.1613117,1.0066671,1.2136806,1.224735,0.68643403,1.1498733,1.0835681,1.0483463,1.0217466,0.95998704,1.0461357,0.97935677,0.9814159,1.0603466,0.73867416,1.0775608,0.9607642,0.98926353,0.9374075,1.0705492,0.9631644,1.0343449,1.0218835,1.2356884,0.7781641,1.1839404,1.1571597,0.87552893,1.0996823,1.04729,1.0042949,0.92429763,1.0024788,1.1144512,1.1472101,1.2626605,0.96541977,0.8522291,1.0945904,1.0281032,0.8994095,1.0405076,0.7907046,0.9388792,1.0214605,0.9475391,0.50034505,1.056985,1.191393,0.948547,1.1707884,1.1083729,0.9614879,0.9977977,1.1322631,1.173387,0.8559016,0.72953457,1.1759572,1.1441182,0.9573181,1.2120996,1.2784319,1.1885853,0.9815054,1.1657579,1.10813,0.9641191,1.0047011,1.209486,0.9614947,0.98963386,1.143218,0.8984239,1.0858278,1.0780802,0.9561323,0.9536464,1.126028,0.6991426,1.1877176,1.1395798,1.1024638,0.9747948,0.975658,0.6702432,0.9350727,0.0,1.1570017,1.0250304,0.8876008,0.8612454,0.713937,1.1017016,0.82978415,1.0191311,0.9609149,0.93329406,1.0823953,1.1007645,0.62640065,0.9120884,1.1001164,1.0607167,1.1779947,1.0143279,1.1729599,1.1864398,1.1787539,1.1910573,1.1677376,0.93332946,1.0706992,0.8419735,1.1236836,1.077036,1.2077645,0.834716,1.1003171,1.1427226,1.0989188,0.8475851,0.9471421,0.9340523,1.1240733,1.0663321,0.89997375,1.0961097,1.1277788,1.0812653,1.0983788,0.8913259,1.1837215
pillow,1.1150647,0.7194804,1.0216777,0.87762105,1.1067389,1.0363904,1.091462,1.0147632,1.0768002,0.9504043,0.6355917,0.7101214,0.63000417,0.8338917,1.1118537,0.28907156,1.1325325,1.1468529,1.0637721,0.92329335,1.1569389,1.132813,0.96247435,0.9123152,1.123026,0.94548887,0.95663655,0.9283343,0.79300153,0.85512364,1.1299613,0.99811727,1.1387942,0.9775017,1.1760955,0.59415555,0.9633712,1.0465109,0.86593497,0.9879932,0.9995604,0.83788216,0.86858463,1.0134814,1.0220981,0.81525576,1.0160651,1.0168053,0.96157014,1.0287591,1.1879673,1.0004325,0.9335416,1.0270692,0.9273775,1.00311,1.2372656,1.0863879,1.1310749,1.1372122,0.6328989,0.9882914,1.2737064,1.1000726,1.1767204,1.047941,1.0369353,1.201314,1.0918536,0.7787706,1.1025367,0.6811024,0.9578927,0.89621407,0.9954566,0.6623523,0.8823482,1.0694637,1.056719,0.82158524,0.9863187,1.1112654,1.0464327,1.1014642,0.5850086,0.8284986,0.9808996,1.0095099,1.0247263,1.2055192,0.8554942,0.6887176,1.1850518,0.9926175,1.0001497,1.1504315,0.9542398,1.1570017,0.0,1.109372,0.99944705,1.0665691,1.2205834,1.1446438,1.1498326,0.91720057,0.80506957,1.1783831,1.1399827,0.91176564,1.1414741,0.9819544,0.8730719,1.0684061,0.88636607,0.83593214,0.73942995,1.0402274,0.9873879,1.001122,1.0345526,0.97805005,1.115519,0.9187386,0.56586397,1.0473783,1.034134,0.9916816,0.97594017,0.8995309,1.045961,1.1622354,1.0133107,1.1718289,1.1455085,0.70279676,1.1289985,1.2296661,1.1303519,0.801615,0.99406374,1.0411952,0.93319863
pizza,0.920641,1.1469011,1.0969863,0.94450676,0.9374707,1.0727961,1.1215512,1.125176,1.005616,0.98967546,0.9115626,1.2370954,0.93335223,0.82762367,1.0497894,1.0151051,0.96240824,0.6061427,1.2306502,1.0912802,0.8913777,1.0392354,0.9514941,1.1504177,1.043216,1.2887814,0.96894634,1.0618612,1.0299704,1.1678703,1.0367398,1.1139724,0.915726,0.81736386,1.0133868,0.9094695,0.8899563,1.2117054,0.950823,1.2049019,0.9274728,0.9749832,0.9594327,1.0528216,1.1649103,0.9021388,1.0622177,1.0588919,1.0523354,1.1287428,0.9248697,1.0419093,1.1675382,0.94747806,1.1478856,1.2696239,0.9010972,0.9640443,0.8713037,1.0996931,0.960033,0.99454296,0.7112812,0.9517782,0.71418446,0.8043468,1.1359785,1.0327363,0.9496379,0.8782072,1.117049,0.8944377,0.9331924,1.0637635,1.2620499,1.0960627,0.83947027,1.0969902,1.0369433,0.83685815,1.0764195,1.0725589,0.940765,1.144822,1.254158,1.1312836,1.0688294,1.155902,1.0697383,0.85858727,0.8700291,0.98330635,0.63839555,1.2170111,1.2004845,0.9897453,1.0454208,1.0250304,1.109372,0.0,1.0651536,0.916812,0.8855228,0.86097425,1.0563525,1.1833771,1.1471972,1.0836145,0.9165268,0.9636236,1.0783434,1.0862138,0.8872228,1.001006,0.90974003,0.96748406,1.0064995,0.8712363,0.9586166,1.0540911,0.99362135,1.2130249,1.0071996,1.183224,1.0716518,1.2798074,1.0556144,0.8821226,0.7925558,0.8371074,0.9231489,0.9981203,1.1538005,1.0225924,0.99918914,1.2384474,0.96378696,0.82078415,0.97102547,1.142556,1.2830743,1.1654819,1.032797
plant,0.9600715,0.6855582,0.57427305,1.3442873,1.1000862,0.75288284,0.4841047,0.8895985,1.3679018,1.214974,1.4093562,0.6817194,1.3273809,1.3431749,0.7875218,1.272259,1.3105893,1.3012885,0.68224907,0.65334,1.3061903,0.9822805,0.9388839,0.8206161,0.90290284,0.6042304,1.0428753,0.8271818,1.0953504,0.7183664,0.6854995,0.96368194,1.1671133,1.2848263,0.905864,1.3334692,1.065191,0.6084309,1.1109749,0.5824404,0.9534228,1.1470727,1.1543127,1.0322616,1.1105288,1.1791201,0.85392404,0.63383555,1.182044,0.73742867,1.1253861,0.9495077,0.6373124,0.45675957,0.80699736,0.573561,0.9550963,1.1986457,1.2547634,0.8825126,1.1444813,1.1608981,1.2442591,1.1350245,0.95193654,1.2649217,0.62001204,1.1554538,1.1698033,1.2126648,0.8924146,1.297554,1.1643467,1.074874,0.62196416,1.0160208,0.9107325,0.7669734,0.99097323,1.2959362,0.8473701,1.1042373,1.211704,0.7409125,0.662827,0.78194726,0.84627795,0.79077363,1.0043325,1.2813158,1.3825287,1.0607398,1.4174469,0.70852685,0.71568894,1.0610029,0.53341055,0.8876008,0.99944705,1.0651536,0.0,0.85445666,1.0327647,1.201762,1.0680412,0.92004293,0.72459996,0.9312761,1.0428197,1.3033255,0.77250934,0.7343496,1.2472026,1.09806,1.2748163,1.0551467,1.0918462,1.2178838,1.2462616,1.2162462,1.3523865,0.618247,1.1464001,0.5544748,1.0749825,0.7550615,0.924945,0.8941054,1.0557421,1.2831857,1.2635796,0.9383697,0.78129005,0.91893274,1.0380487,0.5594302,1.0562834,1.441966,1.0924684,0.8549007,0.70971024,0.66558886,1.250636
