,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,chips,clock,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jar,knife,ladder,lamp,milk,mitten,muffin,nail,napkin,necklace,orange,oven,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,sock,soup,spoon,sprinkler,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
pen,1.1433648,0.803618,1.2632284,1.1742326,0.43325388,0.8002018,0.9358196,1.3069938,1.3206404,1.2996199,1.3539026,1.3687137,0.96359247,0.72959584,0.40050542,1.080053,1.2297373,0.9900537,1.1114436,0.81421465,1.0968363,1.1841427,1.0451094,1.2314353,0.7246366,1.2117833,1.351353,1.3087046,0.21586514,1.2684946,0.6188898,1.1755687,1.1710206,1.1309115,1.2067131,0.8289771,0.8756534,0.8246625,0.9716307,0.82401574,0.79742754,0.53038627,0.9265916,0.71144253,0.9937767,0.8439928,1.0064485,1.2255822,1.0025064,0.6950271,1.156055,1.1085523,0.8864581,1.0671412,0.6251186,1.3133631,0.4130417,1.1845754,1.2184522,0.7313986,0.22655696,1.1842413,0.8973637,0.7995361,1.1859497,1.0172232,0.0,0.26887047,0.9222077,1.2485309,0.63539124,1.1696414,0.78918135,0.9009505,0.9690486,0.8076318,1.3136811,1.3355867,1.242867,0.83807445,1.2850085,1.110165,1.1534653,1.2610663,0.47939062,1.0555706,1.2076287,1.2381592,0.9374341,1.1809479,1.0672936,1.3812485,0.841371,0.8226093,0.31690753,1.1985583,1.1156623,1.1886392,0.84792876,0.26662886,1.1205308
pencil,1.0701716,0.8534741,1.2655232,1.1486677,0.58229077,0.81781065,1.0272161,1.2963058,1.3161895,1.3053684,1.2832763,1.2734945,0.9875809,0.6697977,0.5828539,1.0876211,1.3064054,1.0077044,1.1643739,0.8322226,1.0260867,1.2093531,0.9058528,1.2402883,0.73831725,1.3236867,1.3106327,1.3183055,0.17414534,1.2074221,0.71974593,1.1932259,1.254075,1.3141232,1.2248595,0.7961024,0.7432041,0.81356716,0.80104995,0.82557386,0.76800257,0.42500055,0.70867085,0.83966184,1.0230255,0.92882985,0.88841116,1.3533552,0.84075415,0.74943507,1.0475847,1.1993625,0.79811716,1.2421691,0.5508769,1.331862,0.38576913,1.2551273,1.3115246,0.71528566,0.31394815,1.2834731,0.7144178,0.8487159,1.1900386,1.00439,0.26887047,0.0,0.70166737,1.2306838,0.4827355,1.1870726,0.81664467,0.9856297,1.0662022,0.81271225,1.2725095,1.3441486,1.2542948,0.75284934,1.2456014,1.0616337,1.2019868,1.2819836,0.39032984,0.9541938,1.3007666,1.2851611,1.0019768,1.2154807,0.8338933,1.4046382,0.79476535,0.78072333,0.4816363,1.3017223,1.1343888,1.1050228,0.9110926,0.44919378,1.0394514
pillow,0.86544585,1.0538024,1.0202601,1.1586823,1.0244834,1.0066317,1.192916,1.3014284,1.1174084,0.96554554,0.8827295,0.817442,0.97411364,0.38327134,0.9966217,1.0961525,1.1606319,1.079551,0.88478476,0.68882906,0.88901913,1.1359694,0.3912655,1.1551521,0.94233596,1.328966,0.80801505,1.1946048,0.66344404,0.7767484,0.9887385,1.2898617,1.1332372,1.0627334,1.1737564,1.093633,0.74328816,0.7491181,1.0488487,0.8900518,0.89091986,0.7295007,0.5849324,1.3182435,1.2311432,1.092925,0.8463847,1.1824415,0.41270757,0.94667643,0.9153404,1.1270254,0.48048836,1.4180436,0.8171,1.1472319,0.8015915,1.2718192,1.2141321,0.7868662,0.814221,1.143703,0.46259308,1.0712274,1.0714486,0.9342349,0.9222077,0.70166737,0.0,1.1732626,0.5347654,1.2178357,1.0167415,1.0758779,1.2222161,0.95503104,1.0405828,1.2835531,1.0907288,0.7358073,0.96717876,0.6211364,1.1077353,1.3403844,0.5271281,0.99491775,1.2124591,1.220806,1.174082,1.0475284,0.7312437,1.1975682,1.1211193,0.78793705,0.9730868,1.1566666,1.2221087,0.714592,0.9018222,1.0078368,1.0800573
pizza,1.0311186,1.0493321,1.0881913,1.0689948,1.1815448,0.9785645,1.0514369,0.85732263,1.0270611,1.1071696,1.0398735,1.1234136,1.1355906,1.1930997,1.3031697,0.97012484,1.008121,0.25328588,1.1117343,1.2365743,0.9836957,1.0768001,1.1564018,0.39921844,1.1660331,0.57127494,1.1345705,0.09700382,1.2379107,1.0808107,1.2005911,0.8681898,1.0673031,1.0699425,1.104884,1.1373824,1.0727887,0.913547,1.1117984,1.1277552,0.9819551,1.1917002,1.1073267,1.004722,0.9369047,1.1257998,1.1153358,1.044612,1.0800705,1.1446679,1.0864837,0.9910926,1.2976241,0.9410593,1.0946279,1.0769022,1.1996608,0.95561683,1.0535861,1.1574091,1.2004585,0.93174356,1.1575952,0.9555436,1.009466,0.99327135,1.2485309,1.2306838,1.1732626,0.0,1.2350817,0.6973102,1.0076149,1.2437693,1.1369755,0.9840598,1.0675501,0.2028501,0.83469605,1.087024,1.1116172,1.0170455,0.86904025,0.8637263,1.288666,1.0266006,1.035727,0.8545571,0.88025796,1.0127628,1.1488351,0.909173,1.019003,1.212716,1.1825993,0.9214547,1.1082876,0.8200868,1.2098826,1.2236426,1.112684
plant,0.9828554,0.98855495,1.1849878,1.1583946,0.888331,0.9738237,0.9734331,1.2799364,1.2069819,1.1734221,1.0937872,1.1198999,0.8183782,0.51086515,0.6873941,1.0780566,1.0760605,1.0697057,0.96240157,0.6735668,1.0479718,1.0945617,0.7419616,1.197517,0.81985617,1.3220122,1.1043248,1.2054505,0.5139452,0.94980943,0.56705946,1.2276735,1.0980244,1.2216374,1.0797303,0.8971405,0.93270886,0.95432276,0.9246484,1.0276362,0.9727279,0.4151355,0.8072122,1.0993824,0.9614363,1.0302811,0.95214,1.2376955,0.77877474,0.79985654,1.0439548,1.286651,0.73336965,1.2196399,0.6871432,1.1952151,0.6373756,1.119072,1.287773,0.7080264,0.6167476,1.2340754,0.7667141,1.0034367,1.0468686,1.0207007,0.63539124,0.4827355,0.5347654,1.2350817,0.0,1.2104762,0.9718837,0.813407,0.91964424,0.8992083,1.062987,1.2688572,1.1822144,0.69041896,1.1339322,0.9635043,1.1288861,1.3221822,0.5577731,1.025992,1.2978671,1.2724929,1.1341207,1.0822431,0.8728874,1.2571638,1.0384202,0.8551661,0.6727545,1.2680907,1.1000885,0.88391304,0.821898,0.6760234,1.0334255
plate,1.0735123,1.094635,1.1889316,1.1561061,1.104807,1.0977243,0.8796451,0.62717766,0.9868493,1.2092471,1.2315145,1.1915376,0.91591257,0.9603984,1.0771872,0.21232426,0.86926234,0.7008322,1.0075692,1.1446853,0.98170984,1.1223514,1.1697209,0.8460152,1.0286934,0.7946879,1.2420764,0.7205856,1.1627077,1.1664941,0.9750959,0.5885064,1.1729667,1.2137622,1.1204679,0.9870829,1.1771008,1.1150577,1.0931151,1.179234,0.96048874,1.1751022,1.2404101,0.7300152,0.9240295,1.1170264,1.2210895,1.1475812,1.0839943,1.0256956,1.2491207,1.124249,1.2121835,0.7869482,0.63430077,1.1384062,1.1511589,0.93509614,1.1177837,1.1880614,1.2062495,0.98919475,1.3581686,1.0195963,1.0666313,0.989554,1.1696414,1.1870726,1.2178357,0.6973102,1.2104762,0.0,1.0883731,1.0604671,0.96024334,0.9216704,1.1394285,0.7037706,0.7267144,1.0259556,1.1946725,1.0248787,0.69205403,0.5712531,1.1916337,1.0155232,1.0901334,0.7150826,0.4737804,1.0255647,1.214792,0.8200568,0.70798266,1.18332,1.077116,0.98150265,0.9935654,0.40746367,1.2584457,1.1563039,1.049913
pumpkin,1.0517721,0.029702306,1.3755145,1.0660754,0.7758446,0.012554646,1.0127033,1.3084778,1.2198497,1.2427088,1.3794606,1.3286207,0.99841505,0.82809424,0.73291546,1.0142426,1.279943,0.72118807,1.018826,0.8323609,1.1331022,1.1028489,1.0977211,0.96453756,0.75129753,0.9766914,1.2676911,1.0668572,0.67266196,1.2334267,0.7410225,1.1606328,1.0809829,1.1006136,1.2728301,1.1031576,0.8852178,0.96734965,1.134668,0.9992153,1.027517,0.8388518,0.93636596,0.9660878,1.0516046,1.0590004,0.9693973,1.2342292,0.9904559,0.8502872,1.1518986,1.2626052,1.0783515,1.0315698,0.9341157,1.3125212,0.9525096,1.1231292,1.2417117,0.7059285,0.7064098,1.1788085,1.0001637,0.036065638,1.2222608,1.2825437,0.78918135,0.81664467,1.0167415,1.0076149,0.9718837,1.0883731,0.0,0.8993465,0.8578639,0.8191912,1.3093069,1.114099,1.1898876,1.053443,1.2649091,1.0076951,1.2065346,1.3050755,0.81278235,1.177125,1.2048229,1.1151158,1.1315371,1.1234107,1.1906003,1.2496281,0.7658565,0.89714074,0.8565191,1.203788,0.8769467,1.0716894,1.150821,0.6338396,1.2426869
purse,0.96420014,0.880658,1.1923748,1.0731953,0.8278043,0.91843903,0.6731339,1.2907624,1.0453436,1.0960356,1.0943139,1.1151626,1.0184033,0.82849145,0.6537076,1.0004475,0.79668915,1.083092,0.82969105,0.73867464,1.2511392,1.0202276,1.0597259,1.1456364,0.9103863,1.1931189,1.100577,1.2116708,0.87374717,1.1048639,0.5289886,1.1602187,1.0133584,1.0858004,1.0483083,0.93671626,1.098413,1.162247,0.89193606,1.1640444,1.2417701,0.83899504,1.1778103,0.8968812,0.87493134,0.9860851,1.0597634,1.0903034,1.1539973,0.82555044,1.1450166,1.2608588,0.9432785,0.73538655,0.9663547,1.1087654,0.90760535,0.9032513,1.1308708,0.85582304,0.91738856,0.86238396,1.0781928,0.8900815,1.1286159,1.0457048,0.9009505,0.9856297,1.0758779,1.2437693,0.813407,1.0604671,0.8993465,0.0,0.26625407,0.81487185,1.1285384,1.1918898,1.1443838,0.966384,1.0364975,0.7963291,1.3026984,1.2938545,0.6857273,1.2491128,1.16122,1.1983143,1.1229614,1.1923404,1.0403537,1.0526603,0.9195491,0.84374523,0.87233245,0.89652306,0.8036803,1.0334923,0.88267374,0.7716326,1.0638554
radio,1.0330536,0.82721853,1.2988297,1.0398942,0.80153656,0.87192965,0.48398012,1.2291489,1.0521463,1.1829352,1.2592133,1.2421072,0.98310435,0.88869256,0.75254786,0.93077505,0.7062444,0.9943077,0.9590127,0.7914622,1.2386142,1.073909,1.1247603,1.0502163,0.9037404,1.0342187,1.2075214,1.1143699,0.9396802,1.1033919,0.5620165,1.0436498,1.0630573,1.0944531,1.0230091,0.806407,1.0850441,1.1645613,0.91901714,1.1832737,1.2307935,0.90864,1.2092298,0.8552406,0.75968003,0.97400767,1.0666347,1.1244866,1.1764522,0.80645806,1.1936153,1.2658012,1.0918853,0.70003384,0.97952735,1.0721765,0.9681608,0.92673504,1.1908768,0.8982329,0.9755907,0.88927126,1.1967556,0.8588745,1.0508844,1.0774423,0.9690486,1.0662022,1.2222161,1.1369755,0.91964424,0.96024334,0.8578639,0.26625407,0.0,0.7771249,1.0834491,1.1268532,1.1331934,1.024764,1.1952975,0.8861934,1.228444,1.2405944,0.85598963,1.2048024,1.2130294,1.1220754,1.0622573,1.1803079,1.191736,1.0479453,0.88215965,0.9360801,0.8693955,0.9506385,0.7249167,1.0389766,0.91733944,0.79900014,1.0411267
raisin,1.1355647,0.802082,1.3714657,0.9697005,0.7754022,0.8143983,0.86528695,1.1819812,1.2729483,1.3593247,1.3645597,1.341207,1.015611,0.9326211,0.8299905,0.7530925,1.0345677,0.8717468,0.977988,0.96799934,1.0442901,1.1867782,1.1444672,0.95871764,0.8306388,1.0771903,1.3494496,1.0410621,0.7560663,1.2416303,0.65198934,0.890996,1.1627393,1.0369376,1.2152852,1.0109154,0.9089837,0.8669118,0.9725569,0.94242096,0.97038364,0.81600404,1.0487261,0.90730166,0.77837074,0.8272496,1.0668106,1.2069491,1.0536512,0.8258432,1.2054198,1.0547249,0.97745633,0.95394975,0.8307378,1.3136299,0.81701666,1.0897907,1.2634856,0.7579807,0.82274747,1.1232802,0.9819091,0.81794524,1.1809446,1.1696765,0.8076318,0.81271225,0.95503104,0.9840598,0.8992083,0.9216704,0.8191912,0.81487185,0.7771249,0.0,1.2915194,1.0919576,0.68895507,0.9559677,1.2751261,0.8915243,1.0944452,1.217525,0.72620964,1.0221785,1.2485282,0.86904573,0.86552495,1.1044481,1.1280458,1.258903,0.91391873,0.8370671,0.8543447,1.1588347,0.90371406,1.1033081,1.1031253,0.70924217,1.2215438
refrigerator,1.0018471,1.2911787,0.5889008,0.9269235,1.2542877,1.3039933,1.052852,0.5767979,0.5909138,0.62838095,0.5903841,0.62520725,1.08191,1.2168882,1.2675358,1.2488631,0.81372356,1.3671372,1.1629951,1.0257367,0.9307375,0.8157612,0.8606037,1.0922477,1.2301266,1.0846031,0.47841048,1.0145862,1.4190097,0.6101501,1.3192577,1.0515366,0.8834048,1.1218511,0.44134045,0.8154228,1.1818781,1.3052962,0.98890567,1.2183255,1.0501442,1.2564983,0.97188175,1.1249775,1.155194,1.1077688,1.0899036,1.0419269,0.98281074,1.3306539,0.86273193,0.9007836,1.1811658,1.0711474,1.35831,0.44784427,1.1857977,0.8544151,0.9781075,1.3807282,1.2736043,1.0655252,1.1265105,1.3104415,0.58703387,0.91736937,1.3136811,1.2725095,1.0405828,1.0675501,1.062987,1.1394285,1.3093069,1.1285384,1.0834491,1.2915194,0.0,0.92431235,1.079636,1.0687294,0.6043887,1.0909882,0.9835162,0.6035095,1.3999257,0.7485496,0.97478724,1.064981,1.2136195,0.86137897,0.733369,0.6167444,1.3170929,1.308826,1.230803,1.0243393,1.0921855,0.90481186,0.93371004,1.3921626,0.6533253
sandwich,1.0944852,1.152051,0.8623556,1.0208421,1.2789154,1.1007637,1.1433156,0.7056849,0.903949,0.91002184,0.8355138,0.95926374,1.0933368,1.2795815,1.3362331,0.9422588,0.9417942,0.4996726,1.1502781,1.2837036,0.97314656,0.9218044,1.2170168,0.4400081,1.2879093,0.66125125,0.94223535,0.1856271,1.3864437,1.0077846,1.3030014,0.868945,0.9259691,1.0236263,0.97769225,1.1938052,1.1510509,1.0775138,1.1409142,1.1398381,0.94491,1.3037397,1.0860503,1.0946681,1.0729343,1.2043705,1.0941768,0.9761127,1.127508,1.2468315,0.9984408,0.85157657,1.3073592,0.9393671,1.1848751,0.89162004,1.3839216,0.8916011,0.98362815,1.2269032,1.2804259,1.029455,1.2049271,1.0517528,1.0131276,1.00018,1.3355867,1.3441486,1.2835531,0.2028501,1.2688572,0.7037706,1.114099,1.1918898,1.1268532,1.0919576,0.92431235,0.0,0.81542295,1.177992,0.8963351,1.0657786,0.80988884,0.7059052,1.4033293,1.0302311,0.9748296,0.7764292,0.96141887,0.99257463,1.1089584,0.7756337,1.1187638,1.270395,1.2705905,0.9994869,1.1144909,0.7758916,1.1557083,1.2772763,1.0765939
sauce,0.9563773,1.1734321,0.99182683,0.9592321,1.2122452,1.1841418,1.1351062,0.7525995,1.0570266,1.1013529,0.9602511,0.97968733,1.0106914,1.1707217,1.2212107,0.5792184,0.9066788,0.98742706,0.96488655,1.3026376,0.87104607,0.940359,1.1975435,0.8269,1.0321947,0.8464203,1.1076405,0.7924614,1.316733,1.0279281,1.1571604,0.6019765,0.93434006,0.9216307,1.07672,1.1604354,1.1355422,1.0232185,0.9826628,1.1338595,0.83855885,1.2022812,1.1543045,1.0632578,0.8095999,0.9746598,1.1251736,0.95893526,1.019691,1.078894,1.0175756,0.875178,1.0843816,0.9268575,1.047398,1.0733764,1.202843,0.9402546,0.9196218,1.1544938,1.2893023,0.9819399,1.0875406,1.1645352,1.0323509,0.96247315,1.242867,1.2542948,1.0907288,0.83469605,1.1822144,0.7267144,1.1898876,1.1443838,1.1331934,0.68895507,1.079636,0.81542295,0.0,1.0316162,1.0523875,1.0915236,0.7558776,0.7894422,1.29509,0.87800276,0.8938177,0.51526886,0.7331335,0.8529833,1.0820906,0.9482961,1.0483625,1.2396543,1.2457402,0.964547,1.0487303,1.0217899,1.2464913,1.2432786,1.1385628
scissors,0.8508955,1.0462167,1.2529267,1.1648556,1.0159284,1.0573612,0.9456569,1.2289826,1.2349856,1.2430834,1.1513386,1.0665781,1.0246503,0.76398146,0.9224121,0.9729773,1.0357498,0.97466594,0.87945217,0.74831665,1.182202,1.1902394,0.8147605,1.0348873,0.9525555,1.1454731,1.2161813,1.0735533,0.71077067,1.0030074,0.8175511,1.097385,1.1728522,1.0900879,1.0621963,0.76127255,0.82234955,0.85306525,1.0158595,0.9328703,1.0306922,0.57334006,1.0518522,0.8059251,0.6686625,0.8857529,0.90017134,1.0380598,0.99014086,0.8959318,1.0836437,1.1120951,0.8530575,1.0929651,0.66673625,1.1907042,0.8567824,0.9814195,1.0883563,0.7340386,0.93215984,1.0511447,0.76544553,1.0538489,0.7686617,1.0054793,0.83807445,0.75284934,0.7358073,1.087024,0.69041896,1.0259556,1.053443,0.966384,1.024764,0.9559677,1.0687294,1.177992,1.0316162,0.0,1.2225887,0.8887319,1.0049931,1.2161171,0.7282397,1.2168267,1.1232247,1.2225018,0.8175702,1.1060069,1.0072577,1.2117983,0.8688472,0.79112875,0.88501954,1.0612519,1.0973384,0.9361269,0.76760125,0.8916187,1.0788589
shirt,0.9296421,1.2710078,0.323519,0.8401462,1.2231368,1.2596756,1.2377133,0.7247218,0.6302937,0.44275063,0.38781542,0.44458377,1.045929,1.2726506,1.3211157,1.2490544,1.0431743,1.3494565,1.1489637,1.1460586,0.99666154,0.7286866,1.0136925,1.1133405,1.282788,1.1215696,0.37803048,1.0751197,1.3848077,0.7813857,1.3408908,1.1056652,0.7828938,0.9233913,0.7290574,1.2236449,1.0651234,1.1774265,0.96452075,1.0273579,0.9510139,1.272875,0.8841397,1.2218028,1.2430451,1.1809143,0.92896724,0.9378722,1.0182452,1.375104,0.61176795,0.736841,0.9335217,1.1361089,1.4067769,0.6602121,1.262947,1.0582739,0.85895073,1.2398326,1.2351255,1.0787996,0.955347,1.2739508,1.0038146,0.9790695,1.2850085,1.2456014,0.96717876,1.1116172,1.1339322,1.1946725,1.2649091,1.0364975,1.1952975,1.2751261,0.6043887,0.8963351,1.0523875,1.2225887,0.0,1.0116644,0.9670946,0.73597014,1.2204325,0.9248635,0.88559896,0.9979512,1.2408367,0.95900786,0.5618429,0.64924467,1.343906,1.0262675,1.2958009,1.0218791,1.1461418,0.9941541,1.0242043,1.3295702,0.82184625
shoe,1.0036448,1.018007,1.1080685,1.1561141,1.1358826,0.99833107,0.84936035,1.2572865,1.0646647,1.0059073,0.9907182,0.97973526,1.0771626,0.70099026,1.0626743,0.97137266,0.92651165,0.89657444,0.8318908,0.6720072,1.0928954,1.1384327,0.6921862,0.9203332,1.1038929,1.1093645,0.89411676,1.0257497,0.9496821,0.89365476,0.9064214,1.136073,1.1097628,0.96562135,1.1928004,1.0333102,0.8230673,1.0471619,1.0755885,0.92065823,1.0909296,0.9960456,0.91830254,1.0944203,1.0578542,1.0848038,0.94833905,0.9685724,0.8290032,0.9393492,1.1230831,1.1030158,0.8414797,1.0230589,0.88388526,0.92490965,1.1286855,1.0232327,1.0604322,0.9794331,1.1045425,0.9263358,0.88056374,0.9965097,1.0792203,1.1140438,1.110165,1.0616337,0.6211364,1.0170455,0.9635043,1.0248787,1.0076951,0.7963291,0.8861934,0.8915243,1.0909882,1.0657786,1.0915236,0.8887319,1.0116644,0.0,1.126321,1.2666835,0.5512019,1.1747063,1.0730983,1.1626651,1.0047451,1.1347313,0.98475903,1.0907992,1.0430416,0.77637345,1.1723908,0.9542768,0.96980023,0.74377316,0.8590023,1.0584273,1.1577512
shovel,1.0566276,1.2054839,0.9354519,1.0540497,1.2931751,1.2145096,1.1741775,0.74764144,1.1181885,1.0335106,0.8703806,1.0748178,0.8927102,1.2155921,1.3129399,0.6621465,0.98668855,0.949206,1.0586812,1.131983,0.9155062,0.9369936,1.1077449,0.85109484,1.0239956,0.73132217,1.069822,0.7944643,1.2729708,0.952323,1.2331475,0.7370026,0.92714816,0.9003322,0.9859277,1.0576608,1.1051289,0.92499566,1.0755965,1.0333849,0.66968286,1.0976562,1.0333514,0.8978292,0.86596423,0.9628492,0.8691502,1.0143881,1.0773717,1.0960146,0.9707769,0.8388948,1.0078216,0.8900902,0.95136476,0.96310353,1.1061207,0.9552688,1.0232488,1.0547577,1.2485003,1.1153622,0.96549445,1.1764126,0.9404902,1.003444,1.1534653,1.2019868,1.1077353,0.86904025,1.1288861,0.69205403,1.2065346,1.3026984,1.228444,1.0944452,0.9835162,0.80988884,0.7558776,1.0049931,0.9670946,1.126321,0.0,0.71186525,1.2525935,1.0032715,1.0192361,0.7349124,0.42017823,0.8154299,1.085628,1.0012546,1.1026964,1.1054173,1.2161139,1.0936463,1.1219748,0.9052123,0.9629086,1.195118,1.1031805
sink,1.1126095,1.2967832,0.6440003,0.89096963,1.2257806,1.2971883,1.180502,0.034142673,0.57946014,0.7703482,0.74316317,0.7938245,1.0945783,1.4347901,1.3359035,0.767472,0.8971202,1.1982253,1.164475,1.3586595,0.933957,0.8493927,1.227864,0.9503819,1.264459,0.87556136,0.75716084,0.8236316,1.4650028,1.0134861,1.4058508,0.76495224,0.91869456,1.0974604,0.7466332,1.0131397,1.250206,1.2366183,1.0497146,1.1578201,0.8587874,1.3697362,1.0630696,0.96559954,1.1069127,1.2065625,1.1849312,0.94972765,1.1168053,1.3951006,0.9579605,0.7551049,1.3444554,0.93688715,1.2036737,0.6859622,1.2808554,0.8929016,0.8478857,1.412035,1.2670218,0.97966504,1.3610892,1.2700522,0.80239224,0.98046035,1.2610663,1.2819836,1.3403844,0.8637263,1.3221822,0.5712531,1.3050755,1.2938545,1.2405944,1.217525,0.6035095,0.7059052,0.7894422,1.2161171,0.73597014,1.2666835,0.71186525,0.0,1.4968345,0.82775426,0.831489,0.76861435,0.85892475,0.9204299,0.9146275,0.49082577,1.2067332,1.3545275,1.2422719,0.92452085,1.0910444,0.7189111,1.2217219,1.3565116,0.8572579
slipper,1.0675297,0.8504127,1.3159204,1.1656386,0.6039031,0.8185717,0.8908599,1.510938,1.3584979,1.2505184,1.3120351,1.2418472,1.0317079,0.52825767,0.595952,1.0663584,1.1477274,0.9425545,0.95307946,0.5755777,1.1928034,1.1987343,0.75285375,1.2335272,0.83692276,1.341521,1.2233475,1.3268127,0.25580359,1.1603732,0.6173311,1.3308405,1.1947755,1.084528,1.2882202,0.90325844,0.71649516,0.66981995,0.9372696,0.68057823,0.9500128,0.52563226,0.74180025,0.9887904,1.0552448,0.98742425,0.8027035,1.2464218,0.88716197,0.6964786,1.0865258,1.21679,0.57477206,1.1619875,0.61391354,1.271646,0.54563797,1.2309535,1.2536867,0.5734065,0.47830975,1.1406498,0.64169186,0.8358977,1.2359803,1.0674762,0.47939062,0.39032984,0.5271281,1.288666,0.5577731,1.1916337,0.81278235,0.6857273,0.85598963,0.72620964,1.3999257,1.4033293,1.29509,0.7282397,1.2204325,0.5512019,1.2525935,1.4968345,0.0,1.241677,1.2775288,1.3563133,1.0775272,1.3648343,0.8764386,1.463528,0.7923535,0.48218668,0.6291483,1.1812603,1.0772377,0.9813623,0.83212507,0.5247662,1.148312
snow,1.0013176,1.17433,0.963291,0.9657233,1.035514,1.1639564,1.205065,0.7281794,0.8691814,0.9213113,0.90531206,0.92628264,0.73519695,1.0651803,1.1291077,1.0164268,1.0988435,1.1616889,1.225813,1.2701387,0.27063078,0.8452911,1.0479035,1.1297226,0.70535165,1.058936,0.9233612,1.0751557,1.1243443,0.993152,1.1694975,0.9039846,1.0075371,1.1576304,0.9623965,0.9711166,1.1945593,1.0934267,0.8686653,1.1184366,0.91052955,1.1125684,1.0088375,1.1072593,1.0616359,0.72867143,1.1958194,1.1880928,0.8574447,0.95729333,1.063587,1.1198531,1.2040981,1.1362326,1.0371931,1.0028963,0.80844396,1.1095781,1.1770775,1.2072773,1.0617181,1.1443305,1.0634791,1.1938329,0.9857025,0.8075156,1.0555706,0.9541938,0.99491775,1.0266006,1.025992,1.0155232,1.177125,1.2491128,1.2048024,1.0221785,0.7485496,1.0302311,0.87800276,1.2168267,0.9248635,1.1747063,1.0032715,0.82775426,1.241677,0.0,1.1363562,0.8481815,1.1017376,0.40860474,0.92921495,0.91163486,1.1039191,1.3085874,0.9786554,1.1084508,1.1124064,1.0668647,1.0742805,1.1170747,0.74307907
sock,0.987435,1.1802137,0.69114923,0.6454052,1.0912274,1.1989126,1.1401018,0.8659493,0.81709707,0.67708665,0.85771906,0.70831275,1.1213114,1.3747998,0.9856059,1.118212,0.92484546,1.2351968,0.6352851,1.1215657,1.084544,0.99993956,0.964341,1.0733194,1.3137798,0.99663866,0.79024136,1.0529532,1.3352039,0.9543574,1.2524562,0.8505741,0.9730535,0.77941364,0.93344617,1.183871,1.1676673,1.0791196,1.0146878,0.8842814,0.98931944,1.3452852,1.1579487,1.1301346,1.1628705,1.1688917,1.0598445,0.18252695,1.1619658,1.2381322,0.9561097,0.770254,0.84380627,0.97880435,1.2713706,0.79508877,1.2668778,0.92485046,0.030231237,1.2149354,1.1912838,0.77219546,1.1805708,1.1992189,0.9146359,1.0217496,1.2076287,1.3007666,1.2124591,1.035727,1.2978671,1.0901334,1.2048229,1.16122,1.2130294,1.2485282,0.97478724,0.9748296,0.8938177,1.1232247,0.88559896,1.0730983,1.0192361,0.831489,1.2775288,1.1363562,0.0,0.91862607,1.0295012,0.98243356,0.9624173,0.78597,1.0614293,1.1136985,1.1873163,0.7645588,0.828709,1.241227,0.9870575,1.1938438,0.9700215
soup,0.98452944,1.0986438,0.966131,0.8796614,1.0993894,1.1131306,1.1422799,0.7236267,0.9968109,1.0326661,0.9985059,0.9842971,1.0124565,1.2649066,1.2508665,0.5844234,1.0716227,0.9268968,1.0570725,1.3563901,0.8643046,0.9480098,1.2911307,0.77829903,1.0184156,0.7183683,1.0731242,0.8062713,1.3228428,1.0605195,1.1573007,0.4846226,0.94933176,0.89964265,1.0928779,1.2142228,1.1147215,1.0590621,1.0696017,1.1014678,0.7993196,1.2287694,1.0939198,1.091706,0.982799,0.97574276,1.1011274,0.97296923,1.0574157,1.1176553,0.98515433,0.91615736,1.1755983,0.9231001,1.0441871,1.0746971,1.3120375,1.047122,0.96332246,1.1380395,1.2497789,1.0365928,1.1988728,1.0857121,1.1415756,1.0668637,1.2381592,1.2851611,1.220806,0.8545571,1.2724929,0.7150826,1.1151158,1.1983143,1.1220754,0.86904573,1.064981,0.7764292,0.51526886,1.2225018,0.9979512,1.1626651,0.7349124,0.76861435,1.3563133,0.8481815,0.91862607,0.0,0.77766705,0.8049742,1.1259494,0.928417,1.0523967,1.200345,1.1804007,1.0199443,0.98318434,1.0664195,1.2598616,1.1768591,1.109585
