,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scarf,0.6926687,0.9935089,1.2979257,0.7034979,1.1919556,1.2912815,1.1885995,1.2587987,0.88675284,0.65498775,1.3607327,0.7194344,0.5895143,1.0795583,0.71892846,0.94015133,0.9623457,1.2216192,1.3174005,1.0483711,0.6729141,0.8842424,1.2896333,1.0819081,1.450061,1.2648113,1.0863384,1.023709,1.0573632,0.94428635,1.2812672,0.8425796,1.0782988,0.943651,0.79825056,1.3687795,0.8390237,1.3340789,1.0256228,0.9601452,0.9166489,1.042972,1.2372707,0.51415634,1.0781687,1.2559737,0.8745236,0.96633273,1.1150022,1.3411318,1.2211885,1.1925815,1.2011003,0.8056185,0.78656965,0.72833943,1.294395,0.8180862,0.79239947,0.8393391,0.78685635,0.7833532,0.9440968,1.3344082,0.8720368,1.0160885,0.6585529,0.919492,0.6330837,1.3160987,0.9334317,1.4392154,0.73040223,1.1630092,1.068732,0.57585937,0.8169017,0.9233556,1.311682,1.3836167,1.2111152,1.2528094,1.010124,1.0599918,0.54130685,0.9422391,1.2290424,1.3195016,1.346164,0.9834273,0.9074997,1.1753199,1.0170027,1.1116519,1.4492004,1.188254,1.0002124,1.3940065,0.9240545,1.2627423,1.1128309,0.0,1.1217418,0.7179478,0.7978293,0.9663665,0.92499065,0.82018566,0.9246305,0.7062438,1.3597591,0.95031714,1.2672524,1.0858413,1.3928828,1.1829703,1.230264,1.3320292,0.7380097,0.7621684,0.8253081,0.8330509,1.3115343,1.2204181,1.1589483,1.2179759,1.221296,0.9583027,0.7421681,0.81480587,1.1813233,1.1161095,1.3150101,0.88773805
scissors,1.0376632,0.9088868,0.9788103,1.172353,0.9956994,1.0574977,0.93990904,0.88705325,1.0672467,1.2854273,1.0722616,1.0302799,1.2153391,0.80111265,1.0497992,1.1033921,0.78267014,0.9940738,0.77035624,0.83000237,1.235806,0.72307444,0.73562956,0.8181429,0.931106,1.046789,0.98611134,1.2288258,0.8666467,1.0028976,1.063521,1.177358,0.983667,0.75683165,1.1984228,0.70092344,1.0230284,0.8194333,1.0968732,1.1014161,0.98514915,1.1877217,0.7235797,1.0928128,0.9688507,0.78953314,1.1701664,1.3116939,1.0484545,0.9846226,1.0884908,1.0671499,0.2822672,0.9241139,1.1381181,1.2000026,1.0707757,0.93718636,1.1712053,0.7470064,1.2558961,1.1065328,1.0310019,0.98548776,1.1578823,0.68181735,1.2853514,1.0714109,1.2009889,0.30468547,0.9430283,1.0295473,0.97953445,0.91707957,1.0027468,0.9345242,1.0754392,0.9297016,1.2115551,0.7794621,0.90074277,0.7184076,1.0093741,0.9680343,1.307287,1.2104229,0.8917248,0.6850122,0.8873645,1.056099,1.0014168,0.94124293,1.1167485,1.0136966,0.9478599,0.945684,0.8133497,0.7287735,1.1554128,0.9755679,0.7598313,1.1217418,0.0,1.3460748,0.8844181,1.1542034,0.7414303,1.1667467,0.8824393,1.064582,0.99946487,1.1727132,1.160126,0.87018913,0.34590554,0.89517224,1.172851,1.0035757,0.86535406,1.3380022,0.9585048,1.0602503,0.7299062,1.113102,1.116783,0.9727007,0.8496895,0.8059101,0.7256755,1.1734372,1.0230973,0.9083351,1.0828533,1.2687299
shirt,0.78666437,1.0636487,1.4128776,0.41849864,1.2798254,1.3621218,1.2968652,1.3963637,0.7194768,0.44013345,1.3916595,0.7399955,0.34648645,1.0205979,0.70519006,0.8976351,1.1537985,1.3992722,1.4998868,1.0592097,0.7055545,1.0243313,1.5100303,1.144308,1.3708086,1.3783107,1.20163,0.8549086,0.9981706,0.91702807,1.1642078,0.6649726,1.0720217,1.1511967,0.56147087,1.5266826,0.8224461,1.5473927,0.8833845,0.9490746,1.2069526,0.81966895,1.205431,0.6826614,0.9838236,1.3483452,0.51916957,0.58439744,1.061764,1.4006181,1.3305457,1.0006704,1.3799515,1.1233063,0.8274337,0.7300374,1.133108,1.0118284,0.8503078,1.121438,0.5344015,0.80288625,0.79328465,1.3309383,0.77451885,1.0598617,0.4786756,0.9746098,0.49279535,1.3702064,0.9067652,1.3740163,0.87669516,1.2788314,1.1359092,0.82638603,0.64800906,0.77358186,1.2457409,1.3621798,1.0525998,1.3952729,0.8628776,1.2762138,0.28116757,0.40284395,1.3382777,1.4688914,1.400952,1.1525255,0.82976174,1.2028674,0.9076476,1.2074335,1.4162319,1.2394913,1.1278242,1.4017076,0.7889503,1.354502,1.2403973,0.7179478,1.3460748,0.0,1.0936694,0.49053937,1.0397522,0.7753142,0.90321785,0.73626065,1.4846262,0.87705255,1.1078143,1.2377827,1.5445074,1.3007393,1.2416763,1.3586749,1.1055651,0.4121778,0.8530439,0.67863625,1.5106914,1.1409851,1.1198951,1.2373905,1.241859,1.382905,0.78293586,0.83300436,1.1633692,1.1355665,1.3751252,0.73363405
shoe,0.8587054,0.782931,1.2040923,1.0666907,1.0073735,1.2051221,1.0425634,0.7706213,1.0612624,0.9698045,1.1522058,0.8343221,0.9341331,0.9992761,0.766248,1.157313,0.92941636,1.006149,1.0356511,0.9975197,0.97926855,0.9181071,0.8860684,0.9429563,1.078737,1.12176,1.197137,1.1060423,0.9067934,1.0800104,1.0774335,0.98708135,1.1162101,0.74858105,0.93169177,1.0871531,0.91416377,1.0014524,1.0811931,0.92009896,0.81080616,1.112414,1.030375,0.7540426,1.0018581,1.0799198,0.96812236,1.1697869,1.0487537,1.1979555,1.0657867,0.90850586,0.97989833,0.998143,1.0364509,1.2224349,1.1024333,0.84301925,0.94974303,0.6657218,1.0481466,1.0975703,1.0590416,0.9742618,1.0263889,0.9720787,0.93020785,0.9335545,0.7054244,1.0019509,0.9558126,1.1292768,1.0035714,1.0678608,0.9853955,0.92536575,1.007032,1.1307158,1.2151095,1.0090706,0.8555244,1.0596752,1.1228304,0.8960696,0.86577946,0.976644,1.0419939,1.1193688,1.1699693,0.9237919,1.0016302,0.89352566,1.0967846,1.05546,1.1628337,1.0890266,0.61574477,0.93450767,1.0880101,1.0003815,0.97441804,0.7978293,0.8844181,1.0936694,0.0,0.9109577,0.9532116,1.0677948,1.0551296,0.89894617,0.88548523,1.1751423,1.1041658,0.8318486,0.97523046,1.0869005,1.143436,1.1978316,0.80097675,1.1583743,0.98229074,1.0412879,0.9045162,0.95227647,1.1669202,1.0653256,0.9150008,0.8254442,1.0784872,1.048354,0.94818604,0.96138364,1.1190808,1.1318674
shorts,0.87289214,0.7456108,1.2887018,0.65645784,1.241266,1.2813853,1.2109787,1.3193383,0.9064672,0.7181423,1.2638037,0.8215275,0.60119426,0.8950504,0.6601405,0.9904608,1.0432432,1.3653046,1.3868568,1.0794965,0.9032628,1.0488254,1.4019638,0.9982761,1.0547116,1.2747748,1.1195611,0.95510864,0.94389576,0.9682777,1.2477536,0.82562834,1.1029507,1.1008133,0.680581,1.2672276,0.9548669,1.4172741,0.916605,1.0295072,1.0772743,0.86622614,1.095299,0.8174076,0.79299045,1.2724619,0.76596284,0.76827896,0.8644885,1.2438157,1.250819,0.7174286,1.2753783,1.2369134,0.91604626,0.9700753,0.91707206,0.9395276,1.002133,1.1138655,0.67880005,0.99674994,0.7105552,1.0211638,1.0515721,1.0477151,0.7013483,1.0867205,0.5796211,1.0712245,0.9393766,1.209214,1.0641688,1.2529938,1.1972189,0.89441663,0.759872,0.8967824,1.1113197,0.9728341,0.68922627,1.3020648,0.9321616,1.1305008,0.47514272,0.11120719,1.2093793,1.2859697,1.1819929,1.0519204,0.8136755,0.8263167,0.95338815,1.1919087,1.2102623,1.1385603,1.0500047,1.2091115,0.92358065,1.2894737,1.2227104,0.9663665,1.1542034,0.49053937,0.9109577,0.0,1.1780317,1.0273389,1.048461,0.9054124,1.2075651,1.0858792,1.0162879,0.8300766,1.316531,1.2925525,1.0261481,1.1935496,1.1443105,0.75448143,0.9267567,0.88810474,1.3912048,0.8861907,1.0441728,1.2621124,0.88192636,1.3954837,1.0204827,1.0688123,1.0619146,1.109354,1.1673723,1.0012134
shovel,0.9069083,1.2650594,1.2716776,1.0451151,1.0878372,1.2219567,1.1430807,1.1104045,0.79568386,0.9077748,1.2155247,0.83218265,0.99341434,0.9729714,0.9611782,1.0001221,1.0835925,0.97451913,0.68141,0.9109393,0.9437711,0.46382678,0.70786655,1.1380415,1.1760614,1.2335551,1.1571246,1.0805506,0.8580326,0.89486945,1.0977566,0.87559354,0.7745583,0.9587728,0.99160767,1.2232283,0.7951186,0.9479709,1.1854556,1.0072129,1.061535,0.95267355,0.87340474,0.9243353,1.1167051,0.8393489,1.0609185,1.0661275,1.2660712,1.2787478,1.1858873,1.2579021,0.7941655,1.0020881,0.9697468,0.9035673,1.2634704,1.0924051,0.9330386,0.92290163,1.0643679,0.8623319,1.1013069,1.3542452,1.0419128,0.60447395,1.0602826,0.85319597,1.018321,1.011675,0.87964076,1.2426132,0.90801823,0.9916403,0.94540304,0.9080746,0.86442566,0.97150064,1.2787161,1.3275703,1.2266775,0.8994301,0.83591175,1.109577,1.0278826,1.1819873,1.10397,1.0861903,1.2006273,1.1267602,1.0605322,1.3015506,1.1500785,1.0483532,1.2249689,1.0817031,0.91753757,0.9253781,0.9483716,1.1160761,0.6818651,0.92499065,0.7414303,1.0397522,0.9532116,1.1780317,0.0,0.7547853,0.62740684,0.7581407,1.3198173,1.0694454,1.2360461,1.3181047,0.9030567,0.9001423,1.240129,1.2417084,0.866542,1.0902666,0.918208,0.73143107,0.8534441,1.287498,1.211251,0.8754695,1.2733104,0.89350533,0.5761899,1.0108101,1.202285,0.6379931,1.304845,0.9904302
shower,0.83075106,1.2495881,1.3573934,0.843304,1.334069,1.3691733,1.2759609,1.1938367,0.29374325,0.6009967,1.2771907,0.6190898,0.8727249,1.0741472,0.8507912,0.84485286,1.1957045,1.1934029,1.2391293,0.8672812,0.9572071,0.8134376,1.2274926,1.1488729,1.116016,1.2276331,1.3251879,0.80468553,0.7811278,1.0114619,1.1621175,0.44970733,0.9400931,1.0663009,0.7365469,1.4348161,0.51301503,1.3495545,1.0634315,0.89127254,1.1694362,0.3583281,0.80692434,0.8277342,1.1582242,1.3117864,0.81761456,0.95317745,1.2435031,1.355128,1.2433039,1.2037163,1.1675504,1.1260787,0.7666565,0.79125,1.3035314,1.3090816,0.72712004,1.074183,0.94018734,0.8508539,1.0933723,1.4851696,0.86266184,0.8041861,0.75457644,0.985436,0.84943956,1.312227,0.6213992,1.1246668,0.85842454,1.2291933,0.9609095,1.0838397,0.76128924,1.005236,1.3089063,1.3316627,1.3720818,1.3362265,0.5056876,1.2315078,0.7806375,0.90670073,1.1166474,1.366854,1.3595656,1.2190133,1.0919439,1.3085238,1.0639693,1.0177923,1.3354917,1.2616659,1.1435493,1.1765804,0.5750089,1.180851,1.1003318,0.82018566,1.1667467,0.7753142,1.0677948,1.0273389,0.7547853,0.0,0.60712206,0.5683782,1.4337537,0.77751136,1.2698029,1.3399682,1.3039358,0.95840234,1.3044395,1.3082283,0.98844916,0.788332,0.8435156,0.5994129,1.2893044,1.2870054,1.2112591,1.0273464,1.2679974,1.2422686,0.6993804,0.65394247,1.1300695,0.9059799,1.3820008,0.41118175
sink,1.0102696,1.2540722,1.3940136,0.89915115,1.2721531,1.3491948,1.2524804,1.0998977,0.39456046,0.8234264,1.201869,0.70078015,0.9139074,1.0405593,0.88620245,0.9307352,1.1137238,0.99385124,0.9750452,0.7781363,0.9381448,0.77530193,0.958859,1.1300868,1.059664,1.2138764,1.275535,0.98009586,0.8127937,0.8716016,1.0783572,0.6136658,0.7790519,0.90806013,0.8834361,1.3671321,0.65355766,1.0770357,1.0471919,0.94650733,1.20418,0.7044084,0.7374054,0.9866342,1.1916666,1.0483416,0.8966754,1.049704,1.3379414,1.3288395,1.2898254,1.2887672,0.7936436,1.1422892,1.0024726,0.7906307,1.3883204,1.0677421,0.8574792,0.9102115,1.0000722,0.873954,1.076257,1.4285172,0.9902619,0.6591586,1.0003284,0.9008359,1.0053242,1.1012561,0.7520307,1.0971115,0.9597251,1.100091,0.7866827,0.8881391,0.7468687,0.9269907,1.3924811,1.2252738,1.2912408,1.0936675,0.47967017,1.2954416,0.9570017,0.9794523,1.0480124,1.268399,1.4047041,1.2326231,1.0631629,1.2179344,1.0620439,1.1111572,1.186579,1.1841004,1.0700817,0.9581738,0.6557518,1.2549356,0.79501724,0.9246305,0.8824393,0.90321785,1.0551296,1.048461,0.62740684,0.60712206,0.0,0.62639904,1.422091,0.9201158,1.2713672,1.2962291,1.0400095,0.97912216,1.3078127,1.2896515,0.954687,0.96543545,0.81124973,0.6239449,1.0810264,1.4065118,1.1536986,1.0381562,1.2735307,1.1560403,0.4739765,1.0006839,1.1000943,0.8819606,1.3905896,0.7957535
slide,0.8925141,1.1518325,1.3866479,0.7098197,1.1784931,1.2969816,1.3519304,1.2859132,0.46202654,0.6173911,1.389579,0.52772707,0.753817,1.1214447,0.8034191,0.85739267,1.1525328,1.1632922,1.2202729,1.0275145,0.92090404,0.8275161,1.2085176,1.1431534,1.3272142,1.3490703,1.2063843,0.9670091,0.78280544,0.9497488,1.1860554,0.6205304,0.91584253,0.84325933,0.71120965,1.4512203,0.62352794,1.2233622,1.0002241,0.98331106,1.1920165,0.8718869,1.0081886,0.8086388,1.0825154,1.141355,0.77338886,0.93902874,1.136308,1.3754652,1.4696269,1.1001289,1.2311661,1.1695751,0.9105269,0.8025272,1.2958246,0.9914112,0.7467483,0.8755645,0.8505014,0.85833544,0.9465844,1.4326389,0.9021765,0.8795564,0.6849067,0.9771752,0.6906985,1.3038006,0.7942827,1.3636377,0.76149875,1.2663565,0.983733,0.74012566,0.7041833,0.9539135,1.2652334,1.4149883,1.2409372,1.1801541,0.82714933,1.2921835,0.72545135,0.84386545,1.1946706,1.3808631,1.414694,1.1977721,0.8678639,1.3064493,1.0129035,1.2312664,1.4072877,1.2700863,1.0767167,1.2696707,0.90843666,1.3322215,0.92172974,0.7062438,1.064582,0.73626065,0.89894617,0.9054124,0.7581407,0.5683782,0.62639904,0.0,1.3873401,0.8664657,1.2544161,1.2330406,1.3136327,1.1110127,1.3049114,1.3501365,0.9819411,0.8517339,0.7617195,0.63542616,1.1779431,1.208601,1.1057914,1.122169,1.3398271,1.0800028,0.6630406,0.8352845,1.2139144,1.0616847,1.4075648,0.7417943
slipper,1.4276335,0.7023065,0.36651564,1.38421,0.66301405,0.32580388,0.63905525,0.59551966,1.5093153,1.4830272,0.34356767,1.5045414,1.4795176,1.0491937,1.3200881,1.2114452,0.96232545,0.71165013,0.56314725,1.2734063,1.2413096,1.3206751,0.6853958,0.84274036,0.5303123,0.3912326,0.5564521,1.044236,1.2914586,1.3094397,0.75884885,1.4737412,1.1945623,1.0895376,1.3496348,0.22859228,1.5558188,0.52124757,1.0739648,1.0853845,0.8228479,1.374568,1.0440348,1.380372,0.88718617,0.6686553,1.2526596,1.1188611,0.60635453,0.21503711,0.573653,0.6042775,0.90098786,1.1107643,1.3116033,1.4452193,0.38238466,0.8872909,1.2842114,1.1263441,1.2497468,1.3927318,1.056819,0.24695885,1.1515217,1.2577837,1.3200636,1.2359014,1.3128724,0.6549677,1.4222333,0.536752,1.2671272,0.870354,1.1098548,1.3528152,1.42416,1.2235999,0.22449625,0.43979645,0.5589879,0.6538953,1.4162023,0.7734902,1.491267,1.258007,0.74293196,0.31971294,0.24572444,0.875741,1.0967245,0.55108297,1.0675431,1.0109097,0.3496493,0.8416839,0.9601637,0.67038083,1.4653882,0.5110416,1.0715511,1.3597591,0.99946487,1.4846262,0.88548523,1.2075651,1.3198173,1.4337537,1.422091,1.3873401,0.0,1.1656082,0.5934952,0.57482934,0.5448617,0.8603263,0.3687721,0.36676097,1.228656,1.2390854,1.3890843,1.586608,0.60431373,0.3794998,0.4879464,0.79472494,0.6000885,0.8467673,1.5998639,1.3125021,0.87192535,1.0404149,0.14586449,1.4017748
snow,1.0163485,1.2152871,1.1312308,0.98529375,1.084862,0.9871545,1.1501961,1.166528,0.72291493,0.81042266,0.9520512,0.9303762,1.0026529,0.9946526,1.0605913,0.26950717,1.1243038,1.2033564,1.1706599,1.0850406,1.0162755,1.1534472,1.2507511,1.0372362,1.1643821,1.0041249,1.030379,0.68037915,1.1515608,1.0510956,0.92677367,0.9323405,0.70396125,1.1697813,0.91325104,1.0956678,1.0102764,1.2025566,0.799924,0.98629284,1.2014894,0.9462003,1.0685278,1.0061604,1.1445571,1.1348542,0.8718202,0.95753425,1.1770177,0.95503956,1.1089474,1.1697786,1.1281514,0.9318594,0.91582644,0.4747575,1.1596992,1.3227681,0.80942434,1.1378092,0.9851638,1.0357882,1.1542625,1.1724283,0.92009026,1.0791671,0.6756462,0.990802,0.9596942,1.1746962,1.0307002,0.9381375,0.8387891,1.1225452,1.1352512,1.1695217,0.9147473,0.9687978,1.1076717,1.1240147,1.1432381,1.1361597,1.0131334,1.1058232,0.96704566,0.9794713,0.95042616,1.0899048,1.0966129,1.14937,1.0436829,1.1085379,0.8508941,1.078758,0.9884913,1.1929526,1.294631,1.1806605,0.89383304,1.1452987,1.1298159,0.95031714,1.1727132,0.87705255,1.1751423,1.0858792,1.0694454,0.77751136,0.9201158,0.8664657,1.1656082,0.0,1.0306861,1.2262849,1.1960776,0.9232364,1.094937,1.115061,1.1510983,0.75766754,0.9441197,0.9644611,1.1447861,1.195638,1.0611303,1.1242363,1.1375524,1.158065,0.9690939,0.76603484,0.79551107,1.1713965,1.0761354,0.7451216
soap,1.0996712,0.9055507,0.7657579,1.1429496,0.86369336,0.71434885,0.75356543,0.9063265,1.3135545,1.2617353,0.8445064,1.3697466,1.1682132,0.95502055,1.2928075,1.0393273,1.0523655,0.6924293,0.98973787,1.242535,1.0507861,1.1861417,0.9445204,0.8788258,0.77195364,0.74900687,0.81279385,1.0636495,1.2065381,1.0796361,0.836036,1.1677039,1.1437911,1.1425383,1.2252369,0.66141593,1.373043,0.7937145,1.0078562,0.9817379,1.0251819,1.1347309,1.1190618,1.2376105,0.9345842,0.86711514,1.0816897,0.91446304,0.84751666,0.5919388,0.77544373,0.7621698,1.1252503,1.0307723,1.230462,1.0999236,0.69677544,0.9026316,1.1775084,1.228846,0.94406635,1.145521,1.0856501,0.5174916,1.1154101,1.1675316,1.1670578,1.0559384,1.1676465,0.90228784,1.2057902,0.73507905,1.1951008,0.97939515,0.99127203,1.1543983,1.0413748,1.1928344,0.5498006,0.71407163,0.8566668,0.8861899,1.1960089,0.9300629,1.2256552,1.0313956,0.9487407,0.6697842,0.62427443,0.9079731,0.9650471,0.90183526,1.0307324,0.96045536,0.68900096,0.9672958,1.0152473,0.9724371,1.110701,0.6799876,1.1161702,1.2672524,1.160126,1.1078143,1.1041658,1.0162879,1.2360461,1.2698029,1.2713672,1.2544161,0.5934952,1.0306861,0.0,0.8906285,0.7800066,0.7955759,0.69649714,0.72875476,1.1540062,1.1892942,1.169198,1.2846241,0.9443228,0.7247567,0.7107897,0.7428082,0.7937568,1.0128212,1.4338362,1.2209142,0.8876356,0.8315508,0.6647939,1.2455755
sock,1.1402912,0.30375743,0.7022698,1.0420772,0.7887101,0.7228272,0.8581333,0.9492423,1.3394257,1.2412509,0.86523104,1.2926812,0.9835355,1.0145586,0.9685617,1.1335096,0.9971141,0.9712767,0.95322907,1.2444568,1.1091801,1.2240018,0.9177274,0.7145301,0.79708827,0.8859495,0.7415904,1.0897868,1.1019505,1.2489547,1.0481352,1.3691416,1.1162091,1.0238042,1.1235394,0.6382872,1.2920642,0.7637979,1.1124835,1.0988119,0.65768945,1.2878118,1.0811485,1.0574342,0.81340545,0.8360111,1.0708147,1.165734,0.6417863,0.7397349,0.9174571,0.65783864,0.9368747,0.93163955,1.2051396,1.2670703,0.71639174,0.67076004,1.2174878,0.8446722,1.1193843,1.3250284,0.8565788,0.5132428,1.0356021,1.1624984,1.0919085,1.1580187,1.0503215,0.70888436,1.2632495,0.8633449,1.1470175,0.9558828,1.0794472,0.9135857,1.2968887,1.0240145,0.7274637,0.6154063,0.5580108,0.7824589,1.2745795,0.785762,0.99414146,0.9517463,0.9140106,0.8056146,0.7240453,0.8135356,1.0379387,0.6528348,1.1341176,1.1478308,0.7785583,0.9102305,0.89829946,0.97655165,1.3086364,0.9049723,1.0617262,1.0858413,0.87018913,1.2377827,0.8318486,0.8300766,1.3181047,1.3399682,1.2962291,1.2330406,0.57482934,1.2262849,0.8906285,0.0,0.7492194,1.0439937,0.7039412,0.69890815,0.9885338,1.1436687,1.2581539,1.3484069,0.8299895,0.6142629,0.7301016,1.056317,0.68578327,0.88938177,1.4163252,1.31234,0.97556555,1.2257614,0.6624701,1.340741
spoon,1.2252725,0.91163725,0.6614921,1.3819451,0.8061511,0.69076383,0.6965306,0.62407196,1.2394493,1.5572853,0.6623347,1.3966329,1.5182216,0.8487898,1.3896111,1.1832199,0.8260112,0.6691356,0.59082997,0.9847629,1.3794694,0.97351056,0.54823244,0.734981,0.51562047,0.6470721,0.8435054,1.1862488,0.9780903,1.1718538,0.8576861,1.3373328,1.064703,0.93275946,1.4333228,0.3013307,1.3245525,0.524456,1.2159219,1.084609,0.9366084,1.2134914,0.67115796,1.3370597,1.0214736,0.6820718,1.2627071,1.3610522,0.9759901,0.5303104,0.7693919,0.931898,0.3177576,0.96076596,1.3325886,1.3895061,0.8261791,0.93367076,1.3252367,0.9819842,1.4217227,1.3167534,1.1849974,0.61343074,1.1817353,0.76915574,1.4176196,1.1596782,1.4423789,0.24187243,1.1404138,0.5814631,1.255155,0.7817597,0.9200609,1.2298174,1.3357849,1.1672721,0.83664656,0.46007395,0.7894057,0.62787056,1.0769504,0.8744067,1.575527,1.3295144,0.6377558,0.29112542,0.46772712,0.9710803,1.1201788,0.81302905,1.2118738,0.9106972,0.5340899,0.87038344,0.8708242,0.5276276,1.2080181,0.658265,0.8818697,1.3928828,0.34590554,1.5445074,0.97523046,1.316531,0.9030567,1.3039358,1.0400095,1.3136327,0.5448617,1.1960776,0.7800066,0.7492194,0.0,0.47442985,0.87153244,0.6937671,1.0004139,1.4188085,1.2072849,1.2673308,0.5408504,0.892541,0.8803872,0.4367931,0.628597,0.7436769,1.1732578,1.3156562,0.89994633,0.73719716,0.66308343,1.3101468
sprinkler,1.0356,1.1414874,0.9181173,1.2299392,0.99257135,0.8926487,0.94689286,0.76669204,0.9646881,1.3770928,0.8441021,1.2876987,1.3483927,0.9141984,1.3914261,0.9717772,1.0507588,0.59295917,0.89559793,0.99324894,1.2389902,0.9312244,0.71769273,0.99408156,0.6088855,0.8237816,1.0474398,1.0607573,0.9612778,1.0896337,0.80164546,1.0992706,1.0054891,0.92426115,1.3774846,0.7599082,1.1848481,0.7212717,1.1864882,1.0851014,1.0165248,0.8723402,0.6279294,1.1550113,1.0649016,1.0221193,1.1469764,1.1481296,1.0908272,0.7690084,0.89184904,1.0155841,0.76368797,0.99832076,1.1332216,1.0096331,0.97743803,1.0780381,1.1296163,1.0350701,1.2268076,1.1654801,1.1766598,0.9349433,1.1172403,0.74800205,1.2235907,0.99816555,1.3664694,0.86825687,1.0538502,0.54961586,1.2465235,0.9791709,0.7514162,1.1651583,1.2641072,1.2181743,0.95036566,0.7871546,1.0341508,1.0115764,0.8615555,0.8867567,1.3527786,1.2670726,0.6979661,0.6438236,0.7796072,0.9242789,1.1861632,1.2133746,1.1395586,0.85063434,0.84580016,1.0478745,0.96148586,0.79075676,0.9846397,0.82461673,0.95433086,1.1829703,0.89517224,1.3007393,1.0869005,1.2925525,0.9001423,0.95840234,0.97912216,1.1110127,0.8603263,0.9232364,0.7955759,1.0439937,0.47442985,0.0,0.88344145,0.8813385,1.0471097,1.1873728,1.1300478,1.1072668,0.817664,1.0193654,0.9725019,0.1589312,0.88479966,0.852435,1.1546344,1.0643945,0.8845953,0.59889287,0.89610744,0.9734433
stick,1.3659785,0.72650415,0.5166953,1.1600909,0.9345346,0.5899519,0.9051478,0.857344,1.3262541,1.3301142,0.5372962,1.4049878,1.2727116,1.0490259,1.2647985,1.1726228,0.9969156,0.8697416,0.79162085,1.2446254,1.2006934,1.3223042,0.94534385,0.9171363,0.6338717,0.61831456,0.5958444,0.9140236,1.2873521,1.1700538,0.8680694,1.3246269,1.08617,1.0900381,1.286046,0.53487045,1.4233731,0.8032691,0.9947052,1.1533854,1.0379001,1.1709696,1.0602813,1.228298,0.7634043,0.85113424,1.166923,0.9182536,0.56912464,0.47330785,0.8236003,0.5963386,1.090326,1.2264144,1.1965001,1.2382277,0.4177397,1.0089573,1.1587726,1.1452923,0.9646372,1.2347524,0.890697,0.47456956,1.1743646,1.1961969,1.2132248,1.1884389,1.260549,0.8746792,1.3279119,0.63386816,1.2118045,1.0087097,1.0697553,1.3022398,1.3518097,1.1527526,0.26781583,0.5876781,0.54282516,0.8486675,1.2373224,0.970889,1.2750088,1.0647726,0.8577188,0.5750772,0.48433518,0.9764725,1.112062,0.79627687,0.98862165,1.0980275,0.55993867,0.9805065,1.1440772,0.8514589,1.290831,0.80437124,1.123417,1.230264,1.172851,1.2416763,1.143436,1.0261481,1.240129,1.3044395,1.3078127,1.3049114,0.3687721,1.094937,0.69649714,0.7039412,0.87153244,0.88344145,0.0,0.45410824,1.2732267,0.9293105,1.2431517,1.422055,0.924006,0.43780035,0.456241,0.86373293,0.722306,1.1052824,1.4073062,1.1986247,0.93273944,1.0815275,0.30619824,1.184163
strawberry,1.3483396,0.87420857,0.3683858,1.3563832,0.762242,0.33815598,0.7977096,0.70798814,1.3692422,1.3678802,0.38150448,1.4142715,1.4242659,1.0637321,1.25794,1.2018852,0.942029,0.73762935,0.5882274,1.0704935,1.1818607,1.2275492,0.7465296,1.0248213,0.53923017,0.54408944,0.58224136,1.0249776,1.183942,1.1789546,0.77174175,1.3245242,1.1102294,1.0413405,1.2779832,0.37552905,1.3570973,0.5551772,1.1727716,1.1834515,0.967908,1.1685416,1.0000144,1.3312294,0.97906935,0.71610415,1.2520188,1.1183834,0.756865,0.37661636,0.7413157,0.8482344,0.92357737,1.1290566,1.1667249,1.2999984,0.6305965,0.96833557,1.2345749,1.128576,1.2470353,1.2563384,1.1017562,0.4513744,1.1790321,1.2257977,1.3154368,1.2221302,1.3255631,0.68212104,1.3084674,0.57425,1.2321959,0.8568195,1.0163479,1.2356008,1.405798,1.1131022,0.4289539,0.43496913,0.7541976,0.644573,1.2064786,0.84568715,1.4356406,1.195568,0.6945486,0.5241773,0.4245094,0.9887226,1.0765786,0.6430692,1.1731309,1.0137241,0.34278834,0.83902264,1.0357087,0.6889058,1.2447162,0.7354199,1.0011977,1.3320292,1.0035757,1.3586749,1.1978316,1.1935496,1.2417084,1.3082283,1.2896515,1.3501365,0.36676097,1.115061,0.72875476,0.69890815,0.6937671,0.8813385,0.45410824,0.0,1.2480681,1.1052976,1.2678146,1.4338441,0.7228677,0.6294057,0.61262524,0.8571915,0.56745696,0.921866,1.3577294,1.1911762,0.9162249,1.0144888,0.36410606,1.226742
