,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,eye,face,finger,fish,flower,fork,frog,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,lamp,mitten,nail,napkin,necklace,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pizza,1.1669722,0.7217375,0.8696812,1.1208056,0.83355933,0.67971164,0.63115567,0.648628,1.2214444,1.208621,0.7894774,1.2510831,0.92838883,1.1521456,1.1352257,1.1461526,0.9768828,0.9468373,0.7258131,0.9187598,0.9214994,0.7012252,0.97877836,1.1505775,1.0417893,1.0357509,0.8873717,1.0080892,0.9991339,1.1455137,0.858456,0.68339443,1.1730171,0.8929498,1.1697562,1.1358349,1.2670431,1.1880535,1.0636796,0.8367878,0.8149016,1.2090719,0.82875407,0.6107684,0.7012422,0.8518859,1.202238,0.77489746,1.1382715,0.83276,1.1890187,1.12722,1.2270285,1.0610838,0.9513608,1.0978549,1.1862639,0.97563046,0.9447537,1.0182314,1.2379802,0.789564,1.1825181,0.9083073,1.2570834,0.89936507,1.1525942,1.030774,1.1870257,1.1213185,0.9353522,1.0378577,0.96925944,0.0,0.99010915,0.8198956,1.1856005,1.1140845,1.1093228,1.0646492,1.1170918,1.3306546,1.122705,0.8957467,0.9016665,1.1694272,1.2576792,0.7756867,1.1484358,1.2204266,0.89476043,0.8981051,1.1834826,1.1761934,1.2968428,0.87851775,0.79865146,0.50268734,1.0706062,0.9222996,0.83120096,1.014988,0.9868176,0.9422435,1.2397639
plant,1.1801883,1.0833719,0.80124426,1.3192558,1.0721161,1.0245731,0.8439702,1.0284767,1.2299343,1.2319876,0.97214943,1.0185063,1.1138911,0.80070734,1.2323297,1.1850559,1.0848155,0.87427354,1.0858438,1.0742712,1.0929095,1.0192155,0.8919958,1.1329088,0.79153985,1.048785,0.99146444,1.1659305,1.1853544,1.222587,0.90716916,0.8892397,1.0748502,0.79886895,0.53025174,0.9712609,1.1277028,1.1001936,0.8940655,1.0553048,0.85294926,1.0581932,1.015107,0.962137,0.8475596,0.9669511,0.97061986,0.8161774,1.0205126,0.6922845,1.0971686,1.1780087,0.9978525,1.0152876,0.9543503,0.9752446,1.1778288,1.2838712,1.1209888,0.8477802,1.219724,0.9613334,0.9900392,0.90477014,1.219809,0.6784539,1.1739461,1.1803211,1.1025746,0.7978166,0.83990467,0.73375547,1.0235524,0.99010915,0.0,0.9055399,0.6179181,0.8194894,1.135038,0.7211895,1.0877708,0.87661874,1.156487,0.87971485,1.1157216,1.1523162,1.2332885,0.8568796,0.68607116,1.1659638,1.1174071,0.9742153,0.81596184,1.1649293,1.2587557,0.8564696,0.9531028,1.0447122,0.88656473,0.9917129,0.7866019,1.251889,0.9411238,0.8581775,1.1254025
plate,1.1105288,0.9052248,0.8848851,1.2136794,0.8687135,0.788347,0.75742435,0.8650318,1.091348,1.301509,0.8322406,1.2470274,1.0320235,0.92084056,1.2280695,1.0558252,0.9113954,0.83532315,0.7652855,0.9097188,1.0894051,0.70604104,0.893672,1.1215475,1.1428206,1.1199493,0.8193822,1.1386182,1.027083,1.265066,1.016874,0.7749698,1.1859747,0.83473665,1.1495328,1.0510719,1.2640445,1.1094303,0.9343335,1.1385077,0.7419066,1.0935371,0.9912936,0.81738263,0.7303201,0.85345256,1.0120368,0.9173846,0.99693394,0.6123558,1.2632387,1.1502495,0.95698625,0.9387596,0.91454947,1.0681187,1.2036355,1.1562268,0.9920407,1.0040554,1.277607,0.9161289,1.0251323,0.78040594,1.2602613,0.86145616,1.1787257,1.2229421,1.0878227,0.9264824,0.9046664,0.9178663,1.1752415,0.8198956,0.9055399,0.0,0.9468513,0.7392507,1.013463,0.9538993,1.1041926,1.0500728,1.2763441,0.9904313,0.9944752,1.2560544,1.1243716,0.86173874,0.91914696,1.0859218,0.9669446,0.91274494,0.94689906,1.2743824,1.2233913,0.8122228,0.9391689,0.9653674,0.9675238,0.9836102,0.64163846,1.0032746,1.0552635,0.95088506,1.2803533
purse,1.3119171,0.91637176,1.0232588,1.2024075,1.0028459,0.90756065,1.0120033,0.88875496,1.2326237,1.1568497,1.0962398,0.99604505,1.2640928,0.92440224,1.1731019,1.1067709,1.0393398,0.85470545,1.0697591,0.5690606,1.0458262,0.8477379,0.82947654,0.98949116,0.7988687,0.8090172,0.96629953,1.087772,1.0314223,1.1601466,1.0594417,0.9880283,0.9446789,0.610059,0.55690706,1.0660096,1.0137441,1.0104316,0.8779672,1.0611703,1.0670595,1.2438008,1.0439246,1.0427663,0.99445224,0.97462034,1.09526,1.0529609,1.0156614,0.75233674,1.1968812,1.1335416,0.78959215,1.085995,0.94539845,0.84641284,1.1430433,1.0542715,0.8639525,0.86732304,1.1544497,1.1731926,0.70184046,0.87341917,1.0765615,0.99787927,1.1900396,0.98514444,1.0821164,0.8658026,0.9077504,0.92855513,0.758137,1.1856005,0.6179181,0.9468513,0.0,0.6572585,1.134356,0.8019645,1.2199167,0.73826563,1.2120656,0.89723265,1.0851266,1.1514087,1.2533202,0.8352769,0.6699262,1.001607,1.1648331,0.9648497,0.5323573,1.1901345,1.0699261,0.9263369,1.0552511,1.1750157,0.88755226,0.80617416,0.6996306,1.1836882,0.75390553,1.0537798,1.1282505
radio,1.2172241,1.0617738,0.8455698,1.2727408,0.9911913,0.8182614,0.8801254,0.8263961,1.2167531,1.2751341,0.9535933,1.1571689,1.2634263,0.889871,1.3119597,1.0356476,0.8442979,0.72315544,0.95139664,0.725147,1.1299744,0.82552665,0.7212254,1.1136743,1.0915068,1.0186394,0.72273254,1.2285421,1.1423706,1.3044474,1.0412891,0.84964895,1.0558887,0.5453571,1.0039496,0.92817926,1.0728154,0.94687325,0.9344513,1.2679354,1.0000749,1.1111416,1.0957304,1.030944,0.79303336,0.9211931,0.99174243,1.0793308,0.9742285,0.69406426,1.245967,1.1548705,0.80742794,0.9813157,1.0297791,0.9084475,1.1354562,1.2385455,0.98429567,0.8735578,1.2154081,1.0169619,0.84729844,0.8752879,1.1176081,0.8313649,1.1963086,1.2498808,0.9955725,0.79238,0.79469895,0.805176,1.1317275,1.1140845,0.8194894,0.7392507,0.6572585,0.0,1.0805176,0.88528144,1.1019418,0.8848176,1.2885022,1.1093178,1.0761933,1.2255723,1.194674,0.97061473,0.6524082,1.0621083,1.0371646,0.9397937,0.7300546,1.2007413,1.0888749,0.75967425,1.046853,1.2400253,0.7592535,0.9193113,0.68252575,1.1131053,0.76195145,0.8622204,1.1917545
refrigerator,0.9235388,1.1992264,1.2754135,0.816242,1.1474138,1.2262442,1.161207,1.1165928,0.8979393,0.84341514,1.2950945,0.8821672,1.0033076,0.9876052,0.91841716,0.99546677,1.0535991,1.2608753,1.1006441,0.94133323,1.0873564,1.096488,1.1970099,0.7996956,1.0875741,0.7927525,0.9242429,0.57894313,1.0214214,0.8632555,1.0633137,1.326529,0.67347777,1.1171671,0.9317081,0.9683626,0.50519615,0.7905746,1.0805358,1.0154729,1.1778468,0.93414974,1.2451421,1.3071902,1.1506484,1.0579057,0.9623269,1.238233,1.1027471,1.3649881,0.887718,1.0275981,1.0352092,0.9241433,1.0895288,0.9648046,0.82818604,0.9296154,1.0491235,1.175633,0.83261836,1.2749109,1.003706,1.2567399,0.5251452,1.0983781,0.88473105,0.93198943,0.8020094,1.1466619,1.2707131,1.1957171,1.0452063,1.1093228,1.135038,1.013463,1.134356,1.0805176,0.0,0.90314597,0.9741606,1.0941675,0.9418122,1.2274148,0.8978344,0.6774069,0.8873383,1.3446357,1.0914149,0.9720715,0.9586846,0.9906746,1.2080634,0.8659302,0.7223515,1.2973361,1.3422487,1.0649931,1.1597219,1.0791242,0.96625423,0.768991,0.9141972,1.2256333,0.7691098
rooster,0.87277335,1.1140332,1.0871103,1.1664139,1.0763781,1.1083472,0.91036505,1.1225319,1.1008303,1.1413873,1.2321733,0.9776403,1.111154,0.27655852,1.1247604,1.0075116,1.1677313,1.0327991,0.9883324,1.0700208,1.1109829,1.0244132,1.111705,0.9036336,1.0679264,1.0395869,0.9339118,1.1616218,1.0298576,1.1696941,0.79162395,1.0989127,1.0068789,0.920687,0.62559116,0.9255875,1.065107,1.094621,0.8240909,1.1315796,0.99068445,1.0634505,1.1897756,0.98634166,0.887046,0.8203599,0.5259112,1.1479416,0.9964067,0.9376427,1.1302159,1.1687931,0.974029,0.86745524,0.8459375,1.1007783,1.1298163,1.0870664,0.9798777,1.0651208,1.0770961,1.2195911,0.9846025,1.0362332,1.1391149,0.84323937,1.165802,1.1490636,0.99861956,0.83006126,0.94163656,0.9191169,1.1434746,1.0646492,0.7211895,0.9538993,0.8019645,0.88528144,0.90314597,0.0,1.098516,0.84457535,1.1803906,1.059186,0.86855924,1.0615153,1.1281698,1.1653361,0.8800744,1.0309433,0.8668077,0.76457024,0.92200243,1.1580545,1.0848709,1.0841241,1.2155757,1.0805215,1.0426136,1.1012876,0.8187698,1.0134659,0.9261024,1.1520606,1.1585789
scarf,0.52388686,1.2034434,1.1606563,0.90158784,1.0305492,1.2636026,1.1777232,1.2314289,0.8727497,0.8843391,1.1739526,0.96351993,1.0649617,0.9251376,0.91583943,0.7072367,1.1357688,1.1910009,1.1023773,1.2181244,1.0732831,1.2227728,1.1815307,0.8559316,1.0442647,1.1669252,1.0520219,1.0644115,1.0444926,0.8997104,1.0859575,1.2231383,0.97770625,1.3274018,1.0798037,0.992513,0.95071304,0.94851005,1.0091237,0.9765362,1.04243,0.48454762,1.1595963,1.2531241,1.1922464,1.1076273,0.60921896,0.98936844,0.98799545,1.2203169,0.6579531,0.8909055,1.0509142,0.68917763,1.0162212,1.1486535,0.78669983,1.0055537,1.0855384,1.2786219,0.7967651,1.0946525,1.1375812,1.0885742,1.0025939,1.0521843,0.84142315,0.99526,1.0235962,1.1075698,1.1850457,1.1442068,1.2091198,1.1170918,1.0877708,1.1041926,1.2199167,1.1019418,0.9741606,1.098516,0.0,0.8312874,0.8671211,1.2662153,0.9639136,0.91008633,0.8606912,1.3174803,1.1687709,1.0031232,0.95421904,1.0968769,1.1673638,0.7353854,0.8746139,1.2703735,1.1832374,1.2137884,1.1220725,1.2115653,1.1909987,0.83118767,1.1268432,1.174808,0.8496603
scissors,0.90471405,1.1652822,1.1497176,1.0633376,1.2029009,1.2406051,1.1104784,1.2777462,1.0216825,1.2721164,1.1650486,1.1481811,1.1999415,0.7356509,1.2750703,0.88176256,0.9806244,0.9820417,1.1755992,1.067114,0.92967266,1.1070051,0.9787833,0.90669656,1.1826515,1.0739001,0.91420615,1.2515128,1.2040738,1.273179,1.029993,1.0538768,1.0913839,1.0684289,1.028916,0.92508674,1.0175059,0.87567353,0.8008883,1.0402325,1.0164661,0.91381294,0.9199818,1.178427,1.1047827,0.75347996,0.70089173,1.0149089,0.77365357,0.88715374,1.018214,0.8128078,0.97118837,0.7503183,0.9447506,0.954334,1.0370517,1.1601696,0.7811111,1.0640274,0.96202314,1.2233592,0.9723469,0.8513683,1.1257768,0.9320175,1.1132753,1.1852447,0.86356425,0.6393584,0.84073865,0.97807056,1.2603517,1.3306546,0.87661874,1.0500728,0.73826563,0.8848176,1.0941675,0.84457535,0.8312874,0.0,1.1583924,1.1596276,0.89175814,1.1616215,0.9897693,1.222979,0.84986484,0.8514552,1.0319997,0.7255831,0.5376086,1.1352868,1.028144,1.0825176,1.0727437,1.1377931,0.8821349,1.109584,0.94501793,1.0028459,0.805639,1.1620698,1.0940852
shirt,0.9051039,1.1818336,1.2287359,0.545737,1.0612079,1.2172911,1.3070154,1.295328,0.7899446,0.46888465,1.2936089,0.67282546,0.66238534,1.3032997,0.5269711,1.0070938,1.317995,1.3497678,1.3184783,1.2665646,0.8266402,1.4385773,1.3661141,1.0520838,0.77711654,0.9727439,1.2623405,0.64981574,0.68537486,0.44009787,1.0873533,1.3981217,1.0010728,1.4213877,0.8544244,0.92896444,0.8522873,0.99655783,1.229106,0.783216,1.2808957,0.87592447,1.0189056,1.2864525,1.4040859,1.2843431,1.1508455,0.98373413,1.0978985,1.320293,0.36695123,0.73316604,1.1409189,1.1697481,1.2371634,1.1906664,0.34993303,0.52688503,1.224922,1.2955285,0.49614227,1.0441868,1.171792,1.3523792,0.82946265,1.2127093,0.3378874,0.5283467,1.1743602,1.3554673,1.3799812,1.3694749,0.87719405,1.122705,1.156487,1.2763441,1.2120656,1.2885022,0.9418122,1.1803906,0.8671211,1.1583924,0.0,0.8993336,1.1174746,0.6899121,0.7440282,1.1549841,1.2096221,0.9706857,1.1153063,1.274157,1.1943055,0.22993541,0.62278914,1.4100384,0.9822735,0.9230458,1.4123046,1.2904841,1.3811983,0.9481491,1.1796101,1.2020683,0.6991031
shoe,1.2295153,0.84076357,0.7876222,1.0311383,0.97972625,0.81564796,0.8489151,0.8293997,1.2482256,1.0320883,0.7989231,0.98145217,0.88123274,1.1737964,0.9886244,1.2285271,1.0018722,0.9132971,0.9611255,0.95357597,0.72167563,1.0830603,0.9516591,1.1683409,0.75494474,1.0002133,1.2068465,1.0086662,0.82083917,0.9999529,0.88367486,0.7825451,1.0653883,0.90277845,0.6696985,0.8235272,1.2134373,1.2869389,1.1848993,0.8374001,1.110126,1.2220385,0.86214876,0.79433835,0.9548738,1.0377954,1.2877758,0.778221,0.8898978,0.8868685,0.9339325,0.8908985,1.0743943,1.2122948,1.0185761,1.1272058,1.1965008,0.85038,0.9777148,0.8307652,0.9187839,0.82631,1.09329,1.0402212,1.135318,0.98694015,1.1792339,0.94389915,1.2152076,1.1076565,0.95487,0.97595686,0.6690098,0.8957467,0.87971485,0.9904313,0.89723265,1.1093178,1.2274148,1.059186,1.2662153,1.1596276,0.8993336,0.0,1.1269933,1.0541935,1.2322283,0.40427,1.1244575,0.8074738,1.052716,1.0663972,1.0091498,1.1104795,1.151054,0.8142752,0.62841487,0.6699182,1.0559807,0.9564701,1.0683051,1.2290831,1.0575093,0.8220206,1.1103334
shovel,0.93463236,1.1829209,1.2198869,1.0732473,1.1635857,1.2510228,1.077457,1.1774914,0.83394074,1.0467836,1.2066216,0.98344976,1.1231732,0.880329,1.0243968,0.9189007,1.0363859,1.1934189,0.3597206,1.0942878,0.96608365,0.70464325,1.1955287,0.8732152,1.2143093,1.0313672,0.9713824,1.0710471,0.9827131,1.1276045,1.0784448,1.1470475,0.919477,1.1707268,0.9606454,0.9825587,0.9983873,1.0116692,0.99608165,1.1635224,1.0777589,0.9786848,1.1816646,1.1897222,1.067114,0.33283436,0.89516276,1.2313285,0.99328905,1.1884526,0.9904543,1.0126766,0.9925714,0.9293382,1.031759,1.1554164,1.0137712,1.1593621,0.34471822,1.1793691,1.0143716,1.2968618,1.0416973,1.123245,1.003416,0.9648942,0.96126354,1.1630853,0.94554013,0.94493014,1.0579597,1.1109384,1.2020695,0.9016665,1.1157216,0.9944752,1.0851266,1.0761933,0.8978344,0.86855924,0.9639136,0.89175814,1.1174746,1.1269933,0.0,1.0474848,0.8789803,1.3354199,1.2350914,0.9670764,0.2585727,0.17001402,0.9650909,1.074001,0.9162062,1.1730062,1.2830522,1.0642227,1.0861176,1.1812885,1.095446,0.358374,1.0824094,1.1925884,1.0475916
shower,0.93487173,1.2375958,1.222391,0.8500074,1.160987,1.2434255,1.2849987,1.1934936,0.6529594,0.5567516,1.26546,0.6746357,0.8924538,1.1444294,0.66037023,1.0355377,1.2438735,1.253989,1.2430364,1.0787761,1.1040701,1.2735265,1.2732698,0.94247025,1.0359805,0.84393775,1.0968314,0.5986391,0.8651617,0.55294263,1.12921,1.385147,0.7898174,1.28475,0.8744021,1.0246599,0.47541934,0.8004742,1.2213541,0.9170636,1.2068076,0.87920374,1.2146422,1.3345499,1.3029506,1.3073671,1.0998583,1.1560936,1.12097,1.3542832,0.65530825,0.9594553,0.9660723,1.0374284,1.2755926,0.99288046,0.7937033,0.7873734,1.2633061,1.1564307,0.6138612,1.1685435,0.98647785,1.3114878,0.4599626,1.2601677,0.7097034,0.87353164,1.0272498,1.3018888,1.3570234,1.290484,0.9892465,1.1694272,1.1523162,1.2560544,1.1514087,1.2255723,0.6774069,1.0615153,0.91008633,1.1616215,0.6899121,1.0541935,1.0474848,0.0,0.6023417,1.2526444,1.0976224,0.86044586,1.0326296,1.271309,1.1822689,0.6932178,0.6334985,1.3546785,1.2200665,1.0763108,1.2914412,1.1835315,1.2873744,0.8519443,0.9421045,1.191807,0.5909071
sink,0.7809466,1.2244288,1.2875507,0.71914935,1.0756297,1.3122948,1.3056185,1.3630452,0.033763885,0.7269704,1.2473446,0.82335174,0.7375215,1.0861542,0.8042135,0.88460344,1.0689311,1.2341049,1.0408449,1.2539685,1.1429377,1.2300092,1.2148944,0.9382244,1.0535015,1.1060073,1.1654394,0.9642033,0.8600281,0.72512394,1.083555,1.3621155,1.0517635,1.327874,1.1144313,1.053503,0.78091216,0.64877737,1.2312117,1.0336504,1.1682161,0.85254747,1.133958,1.2940392,1.3120383,1.1060721,0.98763853,1.2165269,1.011525,1.217279,0.79863566,0.86650527,0.86036634,1.0063754,1.2155259,0.9717255,0.8213031,0.9315212,1.0528363,1.1174057,0.6692913,1.1714315,0.9340402,1.1596243,0.6912352,1.2082345,0.7394836,0.9239938,0.85013807,1.1051358,1.2095069,1.3018444,1.1638527,1.2576792,1.2332885,1.1243716,1.2533202,1.194674,0.8873383,1.1281698,0.8606912,0.9897693,0.7440282,1.2322283,0.8789803,0.6023417,0.0,1.341957,0.96789986,0.91093934,0.84145176,1.0590037,1.09703,0.81750965,0.6617391,1.2438151,1.240175,1.165983,1.1712189,1.2142198,1.3354535,0.7314162,1.1933892,1.1958575,0.80070126
slipper,1.3814632,0.4844647,0.49207366,1.23698,0.8341358,0.5002474,0.68793696,0.5765717,1.3171089,1.2845395,0.53283787,1.268616,0.9830503,1.2809359,1.2071311,1.2204111,0.74356097,0.6611579,0.8886133,0.68099326,0.9374123,0.9061927,0.59543604,1.284513,0.7587999,0.9812782,1.0892967,1.111252,1.0635269,1.1946821,0.9153466,0.5042863,1.1793792,0.63964,1.0226624,1.1424328,1.3067518,1.1346291,1.0705987,0.92151743,0.93730277,1.2852213,0.7084137,0.44908857,0.7526381,1.1639369,1.4083984,0.6240728,1.1189047,0.71596444,1.3019373,1.0917224,1.0980709,1.2276343,0.9806372,0.9070023,1.300051,1.0412135,1.0810465,0.6257075,1.3588321,0.53091806,1.002836,0.8779335,1.2678909,0.97747695,1.2341708,1.0271235,1.1868012,0.9600917,0.6802193,0.7845596,0.6311665,0.7756867,0.8568796,0.86173874,0.8352769,0.97061473,1.3446357,1.1653361,1.3174803,1.222979,1.1549841,0.40427,1.3354199,1.2526444,1.341957,0.0,0.9809328,1.0565902,1.2726011,1.2365632,1.0354854,1.2931936,1.3357928,0.5537759,0.41898263,0.6770034,0.7622777,0.6883602,0.84954894,1.3688996,0.9571731,0.58419585,1.280946
soap,1.1505015,1.0722501,0.9115544,1.2705146,1.0072389,0.96015376,0.97499126,1.013052,0.9794391,1.2232758,0.9565278,1.1406815,1.1489112,0.88784575,1.2715645,1.1242659,1.0512186,0.55745125,1.1421281,0.84847105,1.2185615,0.8412298,0.7167101,1.0925158,0.974359,0.870141,0.9147124,1.1000975,1.1811515,1.2362933,0.9944709,0.9562113,1.0771025,0.63523614,0.9983175,1.0205866,0.9911983,0.99329585,0.8756395,1.2374828,1.0095352,1.1346225,1.0237969,1.0614125,0.8784784,1.1281543,1.0026743,1.1586831,0.955312,0.63877946,1.2311605,1.1766502,0.81205636,1.0415868,1.008904,0.72987825,1.1841501,1.2639984,1.1937233,0.72225845,1.1540418,0.96370953,0.80095714,0.81538683,1.0337063,0.9256232,1.2040678,1.2347586,1.0494118,0.86002254,0.87267447,0.7659391,1.1800017,1.1484358,0.68607116,0.91914696,0.6699262,0.6524082,1.0914149,0.8800744,1.1687709,0.84986484,1.2096221,1.1244575,1.2350914,1.0976224,0.96789986,0.9809328,0.0,1.0024159,1.1322922,1.1250485,0.6018943,1.1838231,1.0790918,0.82371294,1.0766819,1.2570629,0.71838063,0.9128781,0.67743075,1.1910602,0.70884347,0.88380885,1.0817689
sock,0.9254237,1.1157147,1.2238722,0.83060956,1.0875273,1.1025681,1.2014959,1.1107112,0.95101935,0.8811705,1.1380666,0.8570281,1.05973,1.0475689,0.90605927,1.0411952,0.9862274,0.9953477,1.1374682,0.9446222,0.84906995,1.083354,1.0910954,0.9773387,1.2442391,0.9845334,1.0318587,1.0493091,0.97166604,0.9133467,1.1929201,1.1776125,0.83876216,1.1539301,0.99464655,0.7894821,0.93789274,1.0522968,1.1344624,0.9560969,1.1776063,0.9331124,0.80020136,1.1778485,1.2116086,1.0296468,1.0186787,1.1505159,0.68025964,1.0959388,0.8958248,0.58038735,0.82032055,0.9731663,1.1237599,1.1052331,1.0257515,0.92302,1.0684698,1.1580743,0.70581216,1.0826997,0.7698738,1.1120889,0.9528352,1.1771648,1.0122043,1.0005581,0.8452196,1.0007722,1.0860226,1.2413552,0.99625283,1.2204266,1.1659638,1.0859218,1.001607,1.0621083,0.9720715,1.0309433,1.0031232,0.8514552,0.9706857,0.8074738,0.9670764,0.86044586,0.91093934,1.0565902,1.0024159,0.0,0.956519,1.0401881,0.90792,1.0522778,0.93619055,1.249106,0.9392668,1.1079465,1.1309735,0.9432994,1.0207998,0.8649156,0.8450526,1.1665794,0.9938222
